Orthogroup	DMIR.longest_only	DKIK.longest_only
OG0010566	LOC108155791|XP_017142350.1|DMIR	LOC108073714|XP_017020946.1|DKIK
OG0010567	LOC108157799|XP_017145481.1|DMIR	LOC108084081|XP_017035591.1|DKIK
OG0010568	LOC108157819|XP_017145507.1|DMIR	LOC108073669|XP_017020884.1|DKIK
OG0010569	LOC108156431|XP_017143375.1|DMIR	LOC108073690|XP_017020911.1|DKIK
OG0010570	LOC108154339|XP_017140089.1|DMIR	LOC108085563|XP_017037691.1|DKIK
OG0010571	LOC108157358|XP_017144870.1|DMIR	LOC108073021|XP_017019972.1|DKIK
OG0010572	LOC108155993|XP_017142680.1|DMIR	LOC108073538|XP_017020710.1|DKIK
OG0010573	LOC108155351|XP_017141599.1|DMIR	LOC108075419|XP_017023333.1|DKIK
OG0010574	LOC108155355|XP_017141606.1|DMIR	LOC108075481|XP_017023425.1|DKIK
OG0010575	LOC108156234|XP_017143069.1|DMIR	LOC108086021|XP_017038321.1|DKIK
OG0010576	LOC108155527|XP_033246046.1|DMIR	LOC108084158|XP_017035705.1|DKIK
OG0010577	LOC108157284|XP_017144772.1|DMIR	LOC108084067|XP_017035575.1|DKIK
OG0010578	LOC108156372|XP_017143269.1|DMIR	LOC108084981|XP_017036894.1|DKIK
OG0010579	LOC108157843|XP_017145535.1|DMIR	LOC108084090|XP_017035603.1|DKIK
OG0010580	LOC108154562|XP_017140352.1|DMIR	LOC108075368|XP_017023267.1|DKIK
OG0010581	LOC108154582|XP_017140374.1|DMIR	LOC108071214|XP_017017384.1|DKIK
OG0010582	LOC108155245|XP_017141425.2|DMIR	LOC108081005|XP_017031427.1|DKIK
OG0010583	LOC108157689|XP_017145345.1|DMIR	LOC108075451|XP_017023395.1|DKIK
OG0010584	LOC108156100|XP_017142881.1|DMIR	LOC108085844|XP_017038091.1|DKIK
OG0010585	LOC108157820|XP_017145508.1|DMIR	LOC108084895|XP_017036780.1|DKIK
OG0010586	LOC108154115|XP_017139729.1|DMIR	LOC108080779|XP_017031134.1|DKIK
OG0010588	LOC117194569|XP_033255003.1|DMIR, LOC108157204|XP_017144641.1|DMIR	LOC108085043|XP_017036992.1|DKIK
OG0010589	LOC108160599|XP_017150191.1|DMIR, LOC117193372|XP_033253990.1|DMIR	LOC108076432|XP_017024776.1|DKIK
OG0010590	LOC108163487|XP_017154288.1|DMIR	LOC108077037|XP_017025656.1|DKIK
OG0010592	LOC108164246|XP_017155370.2|DMIR	LOC108076844|XP_017025362.1|DKIK
OG0010593	LOC108151013|XP_017134863.1|DMIR	LOC108075118|XP_017022890.1|DKIK
OG0010595	LOC108165229|XP_017156757.1|DMIR	LOC108073754|XP_017021010.1|DKIK
OG0010596	LOC108162276|XP_017152423.2|DMIR	LOC108074981|XP_017022703.1|DKIK
OG0010597	LOC108161545|XP_017151316.1|DMIR, LOC117189117|XP_033250017.1|DMIR	LOC108078847|XP_017028431.1|DKIK
OG0010598	LOC108153771|XP_017139398.1|DMIR	LOC108085416|XP_017037477.1|DKIK
OG0010599	LOC108161147|XP_017150858.1|DMIR	LOC108072538|XP_017019202.1|DKIK
OG0010600	LOC108163936|XP_017154960.1|DMIR	LOC108072514|XP_017019173.1|DKIK
OG0010601	LOC108162879|XP_017153321.1|DMIR	LOC108070427|XP_017016383.1|DKIK
OG0010603	LOC108154739|XP_033250267.1|DMIR	LOC108071246|XP_017017420.1|DKIK
OG0010612	LOC108162955|XP_017153442.1|DMIR	LOC108082112|XP_017032901.1|DKIK
OG0010613	LOC117189226|XP_033250223.1|DMIR	LOC108070943|XP_017017098.1|DKIK, LOC108085888|XP_017038143.1|DKIK
OG0010616	LOC108154481|XP_017140269.1|DMIR	LOC108075435|XP_017023373.1|DKIK
OG0010619	LOC108154073|XP_017139663.2|DMIR	LOC108078728|XP_017028219.1|DKIK
OG0010621	LOC108164995|XP_017156511.1|DMIR	LOC108072485|XP_017019139.1|DKIK
OG0010622	LOC117187099|XP_033244920.1|DMIR	LOC108081060|XP_017031528.1|DKIK
OG0010623	LOC108151775|XP_017136109.1|DMIR, LOC117188900|XP_033249351.1|DMIR, LOC108154292|XP_017140031.1|DMIR, LOC108153872|XP_017139461.1|DMIR	LOC108083164|XP_017034339.1|DKIK
OG0010624	LOC108154996|XP_017141034.1|DMIR	LOC108072042|XP_017018517.1|DKIK
OG0010626	LOC108154423|XP_017140182.1|DMIR	LOC108084825|XP_017036676.1|DKIK
OG0010628	LOC108156390|XP_017143297.1|DMIR	LOC108084338|XP_017035987.1|DKIK
OG0010629	LOC108157244|XP_017144704.1|DMIR	LOC108074056|XP_017021417.1|DKIK
OG0010630	LOC108154196|XP_017139901.1|DMIR	LOC108071258|XP_017017433.1|DKIK
OG0010631	LOC108161356|XP_017151088.1|DMIR	LOC108082880|XP_017033950.1|DKIK
OG0010632	LOC108159277|XP_017147927.2|DMIR, LOC117188497|XP_033248340.1|DMIR	LOC108076124|XP_017024342.1|DKIK
OG0010633	LOC117185764|XP_033252685.1|DMIR	LOC108076336|XP_017024610.1|DKIK
OG0010634	LOC108160870|XP_017150621.1|DMIR, LOC117191795|XP_033252446.1|DMIR	LOC108070758|XP_017016844.1|DKIK
OG0010635	LOC108160791|XP_017150487.1|DMIR	LOC108076255|XP_017024494.1|DKIK
OG0010636	LOC117188493|XP_033248333.1|DMIR, LOC108158184|XP_017145891.2|DMIR	LOC108085088|XP_017037046.1|DKIK
OG0010638	LOC108164935|XP_017156413.1|DMIR	LOC108079341|XP_017029136.1|DKIK
OG0010639	LOC108150948|XP_017134774.1|DMIR	LOC108071206|XP_017017373.1|DKIK
OG0010640	LOC108151210|XP_017135182.1|DMIR	LOC108071205|XP_017017371.1|DKIK
OG0010641	LOC108164666|XP_033243938.1|DMIR	LOC108071211|XP_017017380.1|DKIK
OG0010642	LOC108164635|XP_033247814.1|DMIR	LOC108080179|XP_017030316.1|DKIK
OG0010643	LOC108153101|XP_017138374.1|DMIR	LOC108083590|XP_017034939.1|DKIK
OG0010644	LOC108153835|XP_017139426.1|DMIR	LOC108083405|XP_017034648.1|DKIK
OG0010645	LOC108164572|XP_017155883.2|DMIR	LOC108076003|XP_017024147.1|DKIK
OG0010646	LOC108151316|XP_017135344.1|DMIR	LOC108078664|XP_017028084.1|DKIK
OG0010647	LOC108151976|XP_017136430.1|DMIR	LOC108079945|XP_017029982.1|DKIK
OG0010648	LOC108150964|XP_017134787.2|DMIR	LOC108071543|XP_017017808.1|DKIK
OG0010649	LOC108151394|XP_017135468.1|DMIR	LOC108078436|XP_017027810.1|DKIK
OG0010650	LOC108150783|XP_017134571.1|DMIR	LOC108077489|XP_017026301.1|DKIK
OG0010651	LOC108151312|XP_017135340.1|DMIR	LOC108078628|XP_017028040.1|DKIK
OG0010653	LOC108154262|XP_017139987.1|DMIR	LOC108073361|XP_017020414.1|DKIK
OG0010655	LOC108150819|XP_033243416.1|DMIR	LOC108082976|XP_017034087.1|DKIK
OG0010657	LOC108164123|XP_017155212.1|DMIR	LOC108070852|XP_017016975.1|DKIK
OG0010658	LOC108165263|XP_033243805.1|DMIR	LOC108075991|XP_017024133.1|DKIK
OG0010659	LOC108153775|XP_017139405.1|DMIR	LOC108080230|XP_017030375.1|DKIK
OG0010660	LOC108150810|XP_017134604.1|DMIR	LOC108080279|XP_017030432.1|DKIK
OG0010661	LOC108151728|XP_017136003.1|DMIR	LOC108083335|XP_017034567.1|DKIK
OG0010662	LOC108153428|XP_017138919.1|DMIR	LOC108077651|XP_017026555.1|DKIK
OG0010663	LOC108163984|XP_017155040.1|DMIR	LOC108080152|XP_017030279.1|DKIK
OG0010664	LOC108150750|XP_017134536.1|DMIR	LOC108080048|XP_017030116.1|DKIK
OG0010665	LOC117189149|XP_033250110.1|DMIR	LOC108083381|XP_017034617.1|DKIK
OG0010666	LOC108164884|XP_017156319.1|DMIR	LOC108074206|XP_017021637.1|DKIK
OG0010667	LOC108154268|XP_017140034.1|DMIR	LOC108079140|XP_017028877.1|DKIK
OG0010668	LOC108161948|XP_017151883.1|DMIR	LOC108079168|XP_017028907.1|DKIK
OG0010669	LOC108165155|XP_033244799.1|DMIR	LOC108071669|XP_017017963.1|DKIK
OG0010670	LOC108151773|XP_017136145.1|DMIR	LOC108080079|XP_017030151.1|DKIK
OG0010671	LOC108151936|XP_017136392.1|DMIR	LOC108080009|XP_017030064.1|DKIK
OG0010672	LOC108164616|XP_017155947.1|DMIR	LOC108070451|XP_017016418.1|DKIK
OG0010673	LOC108164860|XP_017156279.1|DMIR	LOC108080238|XP_017030385.1|DKIK
OG0010674	LOC108158459|XP_017146280.1|DMIR	LOC108076006|XP_017024150.1|DKIK
OG0010675	LOC108165021|XP_017156547.1|DMIR	LOC108072403|XP_017018995.1|DKIK
OG0010676	LOC108157506|XP_017145095.1|DMIR	LOC108080144|XP_017030266.1|DKIK
OG0010677	LOC108151711|XP_017135972.1|DMIR	LOC108079239|XP_017029012.1|DKIK
OG0010678	LOC108159096|XP_033254418.1|DMIR	LOC108083330|XP_017034564.1|DKIK
OG0010680	LOC108157625|XP_017145251.1|DMIR	LOC108074905|XP_017022623.1|DKIK
OG0010681	LOC108152176|XP_017136794.1|DMIR	LOC108074925|XP_017022641.1|DKIK
OG0010682	LOC108155830|XP_017142462.1|DMIR	LOC108074903|XP_017022620.1|DKIK
OG0010683	LOC108163329|XP_017154050.1|DMIR	LOC108072502|XP_017019165.1|DKIK, LOC108072523|XP_017019188.1|DKIK
OG0010684	LOC108162897|XP_017153356.1|DMIR, LOC108162910|XP_017153374.2|DMIR	LOC108072533|XP_017019199.1|DKIK
OG0010685	LOC108161415|XP_017151159.1|DMIR	LOC108072518|XP_017019178.1|DKIK
OG0010686	LOC108161601|XP_017151378.1|DMIR	LOC108077377|XP_017026160.1|DKIK
OG0010687	LOC108161327|XP_017151051.2|DMIR	LOC108077224|XP_017025971.1|DKIK
OG0010688	LOC108163384|XP_017154127.1|DMIR	LOC108082230|XP_017033056.1|DKIK
OG0010689	LOC108162165|XP_017152244.1|DMIR	LOC108072847|XP_017019647.1|DKIK
OG0010690	LOC108161152|XP_017150863.2|DMIR	LOC108076903|XP_017025432.1|DKIK
OG0010691	LOC108162638|XP_017152951.2|DMIR	LOC108077045|XP_017025667.1|DKIK
OG0010692	LOC108162636|XP_017152949.2|DMIR	LOC108077043|XP_017025664.1|DKIK
OG0010693	LOC108162553|XP_033248472.1|DMIR	LOC108082794|XP_017033830.1|DKIK
OG0010694	LOC108161174|XP_017150884.2|DMIR	LOC108076862|XP_017025381.1|DKIK
OG0010695	LOC108162379|XP_017152585.1|DMIR	LOC108079586|XP_017029420.1|DKIK
OG0010696	LOC108164291|XP_017155428.1|DMIR	LOC108074526|XP_017022093.1|DKIK
OG0010697	LOC108162116|XP_017152178.1|DMIR	LOC108075898|XP_017024003.1|DKIK
OG0010698	LOC108162159|XP_017152226.1|DMIR	LOC108077389|XP_017026172.1|DKIK
OG0010699	LOC108164022|XP_017155085.1|DMIR	LOC108081855|XP_017032585.1|DKIK
OG0010700	LOC108161157|XP_017150868.2|DMIR	LOC108086198|XP_017038549.1|DKIK
OG0010701	LOC108161524|XP_017151291.2|DMIR	LOC108077355|XP_017026136.1|DKIK
OG0010702	LOC108163897|XP_017154905.1|DMIR	LOC108074283|XP_017021745.1|DKIK
OG0010704	LOC108164312|XP_017155450.1|DMIR	LOC108079585|XP_017029419.1|DKIK
OG0010705	LOC108150784|XP_017134573.1|DMIR	LOC108072696|XP_017019422.1|DKIK
OG0010707	LOC108150773|XP_017134558.2|DMIR	LOC108071902|XP_017018322.1|DKIK
OG0010708	LOC108163240|XP_017153890.1|DMIR, LOC108151279|XP_017135296.1|DMIR	LOC108078781|XP_017028318.1|DKIK
OG0010709	LOC108151154|XP_017135071.1|DMIR	LOC108071496|XP_017017747.1|DKIK
OG0010710	LOC108151351|XP_017135397.1|DMIR	LOC108079738|XP_017029639.1|DKIK
OG0010712	LOC108152290|XP_017137001.1|DMIR	LOC108077513|XP_017026366.1|DKIK
OG0010713	LOC117185875|XP_033242414.1|DMIR	LOC108071939|XP_017018393.1|DKIK
OG0010714	LOC108153615|XP_017139203.1|DMIR	LOC108073846|XP_017021116.1|DKIK
OG0010715	LOC108152511|XP_017137393.1|DMIR	LOC108083112|XP_017034264.1|DKIK
OG0010716	LOC108153753|XP_017139374.1|DMIR	LOC108070496|XP_017016480.1|DKIK
OG0010717	LOC108152182|XP_017136810.1|DMIR	LOC108083078|XP_017034208.1|DKIK
OG0010718	LOC108152194|XP_017136837.1|DMIR	LOC108074967|XP_017022689.1|DKIK
OG0010719	LOC108155688|XP_017142149.1|DMIR	LOC108084056|XP_017035564.1|DKIK
OG0010720	LOC108151045|XP_017134904.1|DMIR	LOC108083018|XP_017034135.1|DKIK
OG0010721	LOC108165522|XP_017157068.1|DMIR	LOC108083133|XP_017034299.1|DKIK
OG0010722	LOC117188482|XP_033248309.1|DMIR, LOC108159058|XP_017147486.2|DMIR	LOC108078264|XP_017027501.1|DKIK
OG0010723	LOC108150786|XP_017134576.1|DMIR	LOC108076025|XP_017024175.1|DKIK
OG0010724	LOC117191659|XP_033252357.1|DMIR, LOC108158004|XP_017145635.1|DMIR	LOC108076565|XP_017024964.1|DKIK
OG0010725	LOC108158006|XP_033252358.1|DMIR, LOC117187773|XP_033246482.1|DMIR	LOC108076676|XP_017025097.1|DKIK
OG0010726	LOC108159155|XP_017147642.1|DMIR	LOC108076275|XP_017024512.1|DKIK
OG0010727	LOC117188478|XP_033248292.1|DMIR, LOC108159370|XP_017148087.2|DMIR	LOC108080700|XP_017031027.1|DKIK
OG0010729	LOC117189886|XP_033250857.1|DMIR, LOC108158757|XP_017146858.1|DMIR	LOC108076343|XP_017024618.1|DKIK
OG0010730	LOC117188078|XP_033247277.1|DMIR, LOC108158162|XP_017145874.2|DMIR	LOC108078040|XP_017027090.1|DKIK
OG0010731	LOC108161017|XP_017150818.1|DMIR, LOC117194159|XP_033254706.1|DMIR	LOC108076630|XP_017025046.1|DKIK
OG0010732	LOC117190014|XP_033250996.1|DMIR, LOC108158160|XP_017145872.1|DMIR	LOC108082427|XP_017033286.1|DKIK
OG0010733	LOC108160730|XP_033247515.1|DMIR	LOC108071983|XP_017018445.1|DKIK
OG0010734	LOC108160981|XP_017150773.1|DMIR	LOC108076217|XP_017024447.1|DKIK
OG0010735	LOC108160775|XP_017150466.1|DMIR	LOC108078327|XP_017027615.1|DKIK
OG0010736	LOC108161015|XP_017150816.1|DMIR	LOC108085170|XP_017037191.1|DKIK
OG0010737	LOC108160909|XP_033250427.1|DMIR	LOC108085105|XP_017037066.1|DKIK
OG0010738	LOC108155169|XP_017141324.1|DMIR	LOC108081137|XP_017031651.1|DKIK
OG0010739	LOC108155869|XP_033245463.1|DMIR	LOC108083185|XP_017034372.1|DKIK
OG0010740	LOC108157716|XP_017145375.1|DMIR	LOC108080758|XP_017031101.1|DKIK
OG0010741	LOC108157679|XP_017145334.1|DMIR	LOC108080432|XP_017030654.1|DKIK
OG0010742	LOC117187020|XP_033244532.1|DMIR, LOC117187156|XP_033245112.1|DMIR	LOC108071392|XP_017017624.1|DKIK
OG0010743	LOC108156613|XP_017143657.1|DMIR	LOC108076738|XP_017025255.1|DKIK
OG0010744	LOC108157291|XP_017144779.1|DMIR	LOC108081007|XP_017031431.1|DKIK
OG0010745	LOC108155416|XP_017141702.1|DMIR	LOC108081054|XP_017031511.1|DKIK
OG0010747	LOC108156474|XP_033244858.1|DMIR	LOC108073279|XP_017020324.1|DKIK
OG0010748	LOC108157858|XP_017145553.1|DMIR	LOC108071417|XP_017017653.1|DKIK
OG0010749	LOC108156866|XP_017144083.1|DMIR	LOC108073179|XP_017020174.1|DKIK
OG0010750	LOC108156860|XP_017144076.1|DMIR	LOC108073155|XP_017020151.1|DKIK
OG0010751	LOC108155315|XP_033245827.1|DMIR	LOC108084352|XP_017036004.1|DKIK
OG0010753	LOC108155439|XP_017141741.1|DMIR	LOC108083680|XP_017035046.1|DKIK
OG0010754	LOC108155387|XP_017141656.1|DMIR	LOC108084139|XP_017035672.1|DKIK
OG0010755	LOC108153963|XP_033245903.1|DMIR	LOC108085552|XP_017037680.1|DKIK
OG0010756	LOC108153964|XP_017139550.2|DMIR	LOC108085553|XP_017037681.1|DKIK
OG0010757	LOC108154452|XP_017140213.1|DMIR	LOC108074366|XP_017021880.1|DKIK
OG0010758	LOC108156067|XP_017142839.2|DMIR	LOC108074375|XP_017021890.1|DKIK
OG0010759	LOC108154626|XP_017140437.1|DMIR	LOC108082973|XP_017034088.1|DKIK
OG0010760	LOC108156777|XP_017143938.1|DMIR	LOC108084829|XP_017036680.1|DKIK
OG0010761	LOC108153894|XP_017139480.1|DMIR	LOC108080452|XP_017030678.1|DKIK
OG0010762	LOC108154907|XP_017140848.1|DMIR	LOC108077661|XP_017026569.1|DKIK
OG0010763	LOC108155990|XP_017142677.1|DMIR	LOC108073537|XP_017020709.1|DKIK
OG0010764	LOC108154316|XP_017140064.2|DMIR	LOC108075412|XP_017023325.1|DKIK
OG0010765	LOC108157740|XP_017145407.1|DMIR	LOC108080962|XP_017031365.1|DKIK
OG0010766	LOC108157364|XP_017144879.1|DMIR	LOC108084011|XP_017035513.1|DKIK
OG0010767	LOC108155697|XP_017142161.1|DMIR	LOC108073654|XP_017020870.1|DKIK
OG0010768	LOC108154630|XP_017140442.1|DMIR	LOC108085572|XP_017037701.1|DKIK
OG0010769	LOC108157480|XP_017145054.1|DMIR	LOC108075618|XP_017023639.1|DKIK
OG0010770	LOC108156371|XP_017143268.1|DMIR	LOC108084978|XP_017036891.1|DKIK
OG0010771	LOC108158202|XP_017145914.1|DMIR	LOC108076629|XP_017025044.1|DKIK
OG0010772	LOC108153876|XP_017139465.1|DMIR	LOC108075488|XP_017023432.1|DKIK
OG0010773	LOC108154709|XP_017140548.1|DMIR	LOC108075487|XP_017023430.1|DKIK
OG0010774	LOC108156339|XP_017143227.1|DMIR	LOC108077734|XP_017026686.1|DKIK
OG0010775	LOC108153920|XP_017139505.2|DMIR	LOC108074030|XP_017021387.1|DKIK
OG0010776	LOC108163392|XP_017154138.1|DMIR	LOC108081528|XP_017032235.1|DKIK
OG0010777	LOC108157591|XP_017145207.1|DMIR	LOC108080425|XP_017030646.1|DKIK
OG0010778	LOC108154439|XP_017140201.1|DMIR	LOC108085611|XP_017037773.1|DKIK
OG0010779	LOC108157402|XP_017144935.1|DMIR	LOC108085615|XP_017037776.1|DKIK
OG0010780	LOC108156915|XP_017144152.2|DMIR	LOC108083706|XP_017035092.1|DKIK
OG0010781	LOC108156452|XP_033244808.1|DMIR	LOC108085001|XP_017036919.1|DKIK
OG0010782	LOC108154980|XP_017141007.1|DMIR	LOC108084361|XP_017036023.1|DKIK
OG0010783	LOC108155556|XP_017141936.1|DMIR	LOC108081179|XP_017031727.1|DKIK
OG0010784	LOC108159293|XP_017147950.2|DMIR	LOC108076287|XP_017024533.1|DKIK
OG0010785	LOC108158433|XP_017146204.1|DMIR	LOC108082397|XP_017033231.1|DKIK
OG0010786	LOC108159220|XP_017147809.1|DMIR	LOC108077966|XP_017026996.1|DKIK
OG0010787	LOC117190371|XP_033251342.1|DMIR, LOC108158440|XP_033246204.1|DMIR	LOC108082402|XP_017033235.1|DKIK
OG0010788	LOC108159072|XP_017147511.2|DMIR	LOC108072978|XP_017019904.1|DKIK
OG0010789	LOC117192852|XP_033253496.1|DMIR, LOC117192854|XP_033253499.1|DMIR, LOC108160472|XP_017149980.1|DMIR, LOC117193364|XP_033253972.1|DMIR, LOC108160471|XP_017149977.1|DMIR	LOC108082391|XP_017033225.1|DKIK, LOC108070743|XP_017016828.1|DKIK, LOC108070741|XP_017016827.1|DKIK
OG0010790	LOC117185968|XP_033252872.1|DMIR, LOC108160434|XP_017149931.1|DMIR, LOC117185897|XP_033246560.1|DMIR	LOC108072402|XP_017018994.1|DKIK
OG0010791	LOC108163377|XP_017154119.2|DMIR	LOC108081982|XP_017032707.1|DKIK
OG0010792	LOC108159829|XP_017148899.1|DMIR	LOC108084369|XP_017036042.1|DKIK
OG0010793	LOC108163251|XP_017154303.1|DMIR	LOC108080219|XP_017030364.1|DKIK
OG0010794	LOC108157755|XP_017145424.1|DMIR	LOC108078745|XP_017028258.1|DKIK
OG0010795	LOC117188759|XP_033248987.1|DMIR	LOC108077504|XP_017026322.1|DKIK
OG0010798	LOC108153099|XP_017138372.1|DMIR	LOC108080407|XP_017030623.1|DKIK, LOC108072820|XP_017019603.1|DKIK, LOC108080788|XP_017031152.1|DKIK
OG0010799	LOC108152434|XP_017137255.1|DMIR	LOC108075196|XP_017023021.1|DKIK
OG0010800	LOC108151745|XP_017136056.1|DMIR	LOC108073432|XP_017020541.1|DKIK
OG0010801	LOC108163422|XP_017154180.1|DMIR	LOC108072505|XP_017019166.1|DKIK
OG0010802	LOC108161389|XP_017151127.1|DMIR	LOC108076883|XP_017025402.1|DKIK
OG0010803	LOC108151028|XP_017134880.1|DMIR	LOC108074554|XP_017022141.1|DKIK
OG0010804	LOC108164208|XP_017155328.1|DMIR	LOC108076901|XP_017025430.1|DKIK
OG0010806	LOC108162826|XP_017153241.1|DMIR	LOC108082043|XP_017032808.1|DKIK
OG0010807	LOC108164179|XP_017155286.1|DMIR	LOC108075888|XP_017023986.1|DKIK
OG0010810	LOC108159830|XP_017148897.1|DMIR, LOC117193207|XP_033253850.1|DMIR	LOC108075694|XP_017023707.1|DKIK
OG0010813	LOC108163032|XP_017153566.1|DMIR	LOC108081470|XP_017032151.1|DKIK
OG0010820	LOC108153149|XP_017138440.1|DMIR	LOC108078928|XP_017028565.1|DKIK
OG0010824	LOC108150772|XP_033243069.1|DMIR	LOC108084390|XP_017036072.1|DKIK
OG0010825	LOC108160772|XP_033247420.1|DMIR	LOC108079539|XP_017029367.1|DKIK
OG0010827	LOC108155294|XP_017141498.1|DMIR	LOC108083088|XP_017034226.1|DKIK, LOC108083099|XP_017034248.1|DKIK
OG0010830	LOC108161329|XP_017151053.1|DMIR	LOC108076944|XP_017025480.1|DKIK
OG0010832	LOC108160023|XP_017149248.2|DMIR, LOC117188019|XP_033247044.1|DMIR	LOC108076314|XP_017024582.1|DKIK
OG0010833	LOC108154659|XP_017140484.1|DMIR	LOC108076433|XP_017024777.1|DKIK
OG0010834	LOC117186579|XP_033243432.1|DMIR, LOC108158297|XP_033242979.1|DMIR	LOC108085968|XP_017038254.1|DKIK
OG0010835	LOC108154625|XP_033252201.1|DMIR	LOC108080000|XP_017030055.1|DKIK
OG0010836	LOC108151393|XP_017135467.1|DMIR	LOC108078509|XP_017027904.1|DKIK
OG0010837	LOC108151661|XP_017135871.2|DMIR	LOC108074965|XP_017022686.1|DKIK
OG0010838	LOC108152495|XP_017137359.1|DMIR	LOC108083048|XP_017034166.1|DKIK
OG0010839	LOC108152044|XP_017136536.1|DMIR	LOC108075017|XP_017022757.1|DKIK
OG0010840	LOC108151016|XP_017134866.1|DMIR	LOC108075240|XP_017023085.1|DKIK
OG0010842	LOC117190830|XP_033251757.1|DMIR, LOC117185955|XP_033251825.1|DMIR, LOC108160063|XP_017149299.1|DMIR	LOC108074959|XP_017022682.1|DKIK
OG0010843	LOC108159715|XP_017148724.2|DMIR	LOC108078422|XP_017027776.1|DKIK
OG0010844	LOC108154288|XP_017140028.1|DMIR	LOC108084111|XP_017035629.1|DKIK
OG0010847	LOC108151095|XP_017134977.1|DMIR	LOC108085940|XP_017038213.1|DKIK
OG0010848	LOC108157134|XP_017144563.1|DMIR	LOC108079163|XP_017028903.1|DKIK
OG0010849	LOC108165242|XP_017156768.1|DMIR	LOC108080228|XP_017030373.1|DKIK
OG0010850	LOC108165585|XP_017157146.1|DMIR	LOC108083612|XP_017034973.1|DKIK
OG0010852	LOC108151861|XP_017136241.1|DMIR, LOC108161571|XP_017151349.1|DMIR	LOC108077107|XP_017025792.1|DKIK
OG0010853	LOC108164857|XP_017156278.1|DMIR	LOC108083368|XP_017034601.1|DKIK
OG0010854	LOC108154188|XP_017139917.1|DMIR	LOC108079139|XP_017028876.1|DKIK
OG0010855	LOC108152010|XP_017136516.1|DMIR	LOC108080010|XP_017030065.1|DKIK
OG0010856	LOC108151079|XP_017134954.1|DMIR	LOC108080074|XP_017030147.1|DKIK
OG0010858	LOC108152281|XP_017136991.1|DMIR	LOC108071223|XP_017017396.1|DKIK
OG0010859	LOC108163745|XP_017154702.1|DMIR	LOC108075332|XP_017023235.1|DKIK, LOC108085269|XP_017037309.1|DKIK
OG0010861	LOC108163521|XP_017154356.1|DMIR	LOC108077459|XP_017026272.1|DKIK
OG0010863	LOC108162054|XP_017152080.1|DMIR	LOC108082023|XP_017032780.1|DKIK
OG0010864	LOC108162107|XP_017152166.1|DMIR	LOC108077003|XP_017025567.1|DKIK
OG0010865	LOC108163814|XP_017154794.1|DMIR	LOC108086205|XP_017038555.1|DKIK
OG0010866	LOC108151206|XP_017135170.1|DMIR	LOC108075261|XP_017023115.1|DKIK
OG0010867	LOC108150959|XP_017134781.1|DMIR	LOC108079697|XP_017029591.1|DKIK
OG0010870	LOC108165347|XP_017156869.1|DMIR	LOC108074976|XP_017022698.1|DKIK
OG0010871	LOC108150781|XP_017134569.1|DMIR	LOC108075102|XP_017022873.1|DKIK
OG0010872	LOC108153129|XP_017138407.1|DMIR	LOC108071963|XP_017018428.1|DKIK
OG0010873	LOC108153578|XP_017139147.1|DMIR	LOC108078953|XP_017028594.1|DKIK
OG0010876	LOC108151600|XP_017135769.2|DMIR	LOC108078697|XP_017028138.1|DKIK
OG0010877	LOC108153680|XP_017139285.1|DMIR	LOC108071900|XP_017018319.1|DKIK
OG0010878	LOC108151137|XP_017135051.1|DMIR	LOC108072748|XP_017019506.1|DKIK
OG0010881	LOC108160977|XP_017150766.1|DMIR	LOC108078034|XP_017027084.1|DKIK
OG0010882	LOC108158282|XP_017146009.1|DMIR	LOC108076234|XP_017024467.1|DKIK
OG0010886	LOC108155088|XP_033244469.1|DMIR	LOC108072808|XP_017019590.1|DKIK
OG0010887	LOC108153608|XP_033243417.1|DMIR	LOC108072662|XP_017019386.1|DKIK
OG0010888	LOC108158922|XP_017147214.1|DMIR	LOC108078417|XP_017027770.1|DKIK
OG0010889	LOC108159883|XP_017148986.2|DMIR	LOC108072410|XP_017019003.1|DKIK
OG0010893	LOC108160342|XP_017149772.2|DMIR, LOC117187965|XP_033246869.1|DMIR	LOC108070844|XP_017016963.1|DKIK
OG0010894	LOC108160060|XP_017149295.1|DMIR	LOC108085046|XP_017036998.1|DKIK
OG0010895	LOC108160061|XP_017149296.1|DMIR	LOC108085200|XP_017037198.1|DKIK
OG0010897	LOC108157157|XP_017144555.1|DMIR	LOC108081227|XP_017031792.1|DKIK
OG0010898	LOC108157495|XP_017145081.1|DMIR	LOC108080836|XP_017031229.1|DKIK
OG0010901	LOC108154508|XP_017140297.2|DMIR	LOC108073188|XP_017020189.1|DKIK
OG0010903	LOC108154521|XP_017140311.1|DMIR	LOC108082813|XP_017033864.1|DKIK
OG0010904	LOC108155935|XP_017142582.1|DMIR	LOC108081510|XP_017032218.1|DKIK
OG0010906	LOC108161869|XP_017151749.1|DMIR	LOC108082081|XP_017032865.1|DKIK, LOC108082083|XP_017032867.1|DKIK, LOC108082082|XP_017032866.1|DKIK, LOC108081966|XP_017032690.1|DKIK, LOC108073399|XP_017020480.1|DKIK
OG0010907	LOC108154447|XP_017140207.1|DMIR	LOC108084110|XP_017035625.1|DKIK
OG0010908	LOC108153863|XP_017139449.1|DMIR	LOC108072198|XP_017018746.1|DKIK
OG0010910	LOC108154029|XP_017139611.1|DMIR	LOC108080966|XP_017031369.1|DKIK
