Orthogroup	DMIR.longest_only	SLEB.longest_only
OG0009397	LOC108160723|XP_017150389.1|DMIR	LOC115634319|XP_030387839.1|SLEB
OG0009398	LOC117190535|XP_033251478.1|DMIR, LOC108159134|XP_017147617.1|DMIR	LOC115634235|XP_030387689.1|SLEB
OG0009399	LOC117192885|XP_033253522.1|DMIR, LOC108158902|XP_017147179.1|DMIR	LOC115619975|XP_030368870.1|SLEB
OG0009400	LOC108160902|XP_017150663.1|DMIR, LOC117193507|XP_033254145.1|DMIR	LOC115634205|XP_030387651.1|SLEB
OG0009401	LOC108161636|XP_033248589.1|DMIR	LOC115632092|XP_030384927.1|SLEB
OG0009402	LOC108154132|XP_017139755.1|DMIR	LOC115623998|XP_030374429.1|SLEB
OG0009403	LOC108159149|XP_017147635.1|DMIR	LOC115632468|XP_030385492.1|SLEB
OG0009404	LOC108160389|XP_017149864.1|DMIR	LOC115625236|XP_030376085.1|SLEB
OG0009405	LOC117187828|XP_033246581.1|DMIR, LOC108158036|XP_033253718.1|DMIR	LOC115634005|XP_030387391.1|SLEB
OG0009406	LOC108158400|XP_017146147.1|DMIR	LOC115634676|XP_030388394.1|SLEB
OG0009407	LOC108159278|XP_017147928.1|DMIR	LOC115629589|XP_030381943.1|SLEB
OG0009408	LOC117188517|XP_033248408.1|DMIR, LOC108159649|XP_017148604.2|DMIR	LOC115634797|XP_030388565.1|SLEB
OG0009409	LOC108158415|XP_017146171.1|DMIR	LOC115634807|XP_030388579.1|SLEB
OG0009410	LOC108160192|XP_017149515.1|DMIR	LOC115633811|XP_030387159.1|SLEB
OG0009411	LOC108159090|XP_017147535.1|DMIR, LOC117185698|XP_033251802.1|DMIR	LOC115628810|XP_030380896.1|SLEB
OG0009412	LOC117185843|XP_033253109.1|DMIR, LOC108158528|XP_017146400.1|DMIR	LOC115627764|XP_030379418.1|SLEB
OG0009413	LOC117190921|XP_033251814.1|DMIR, LOC108158309|XP_017146037.1|DMIR	LOC115634373|XP_030387911.1|SLEB
OG0009414	LOC108160682|XP_017150322.1|DMIR	LOC115634457|XP_030388041.1|SLEB, LOC115634200|XP_030387647.1|SLEB
OG0009415	LOC117189390|XP_033250401.1|DMIR, LOC108158306|XP_017146035.1|DMIR	LOC115624191|XP_030374690.1|SLEB
OG0009416	LOC117191244|XP_033252053.1|DMIR, LOC108160175|XP_017149488.1|DMIR	LOC115634003|XP_030387387.1|SLEB
OG0009417	LOC108160183|XP_017149499.1|DMIR, LOC117191246|XP_033252055.1|DMIR	LOC115633914|XP_030387283.1|SLEB
OG0009418	LOC108160173|XP_017149486.1|DMIR, LOC117191243|XP_033252051.1|DMIR	LOC115634821|XP_030388599.1|SLEB
OG0009419	LOC108160178|XP_017149490.1|DMIR, LOC117191992|XP_033252606.1|DMIR	LOC115634291|XP_030387803.1|SLEB
OG0009420	LOC117192108|XP_033252697.1|DMIR, LOC108160182|XP_017149497.1|DMIR	LOC115634345|XP_030387860.1|SLEB
OG0009421	LOC108160874|XP_017150625.1|DMIR	LOC115631244|XP_030383817.1|SLEB
OG0009422	LOC108158519|XP_017146387.1|DMIR	LOC115632864|XP_030385991.1|SLEB
OG0009423	LOC108159258|XP_017147887.1|DMIR, LOC117190634|XP_033251573.1|DMIR	LOC115626954|XP_030378332.1|SLEB
OG0009424	LOC117187942|XP_033246828.1|DMIR, LOC108160155|XP_017149461.2|DMIR	LOC115633776|XP_030387110.1|SLEB
OG0009425	LOC117193658|XP_033254288.1|DMIR, LOC108160777|XP_017150468.1|DMIR	LOC115624791|XP_030375494.1|SLEB
OG0009426	LOC117188110|XP_033247338.1|DMIR, LOC108160914|XP_017150680.2|DMIR	LOC115634569|XP_030388253.1|SLEB
OG0009427	LOC117189873|XP_033250838.1|DMIR, LOC108160215|XP_017149553.1|DMIR	LOC115621337|XP_030370820.1|SLEB
OG0009428	LOC117193930|XP_033254485.1|DMIR, LOC108158245|XP_017145968.1|DMIR	LOC115634320|XP_030387843.1|SLEB
OG0009429	LOC108158025|XP_017145657.2|DMIR, LOC117187870|XP_033246652.1|DMIR	LOC115634524|XP_030388190.1|SLEB
OG0009430	LOC117193193|XP_033253836.1|DMIR, LOC108159223|XP_017147813.1|DMIR	LOC115634090|XP_030387505.1|SLEB
OG0009431	LOC108159320|XP_017147999.1|DMIR	LOC115628957|XP_030381103.1|SLEB
OG0009432	LOC117192901|XP_033253533.1|DMIR, LOC108158242|XP_017145964.1|DMIR	LOC115634160|XP_030387603.1|SLEB
OG0009433	LOC108159699|XP_017148701.1|DMIR, LOC117192697|XP_033253327.1|DMIR	LOC115633584|XP_030386891.1|SLEB
OG0009434	LOC117187723|XP_033246366.1|DMIR, LOC108160240|XP_017149587.2|DMIR	LOC115622672|XP_030372551.1|SLEB
OG0009435	LOC117192695|XP_033253325.1|DMIR, LOC108159697|XP_017148698.1|DMIR	LOC115623725|XP_030374066.1|SLEB
OG0009436	LOC108158951|XP_017147268.1|DMIR, LOC117190877|XP_033251787.1|DMIR	LOC115626855|XP_030378221.1|SLEB
OG0009437	LOC117194010|XP_033254534.1|DMIR, LOC108158807|XP_017146983.1|DMIR	LOC115633713|XP_030387036.1|SLEB
OG0009438	LOC108158256|XP_017145982.1|DMIR	LOC115620685|XP_030369917.1|SLEB
OG0009439	LOC108158258|XP_017145984.1|DMIR	LOC115634521|XP_030388187.1|SLEB
OG0009440	LOC117189367|XP_033250386.1|DMIR, LOC108159525|XP_017148381.1|DMIR	LOC115633726|XP_030387053.1|SLEB
OG0009441	LOC108153366|XP_017138822.2|DMIR	LOC115629965|XP_030382443.1|SLEB
OG0009442	LOC108155443|XP_033249496.1|DMIR	LOC115626733|XP_030378038.1|SLEB
OG0009443	LOC108158327|XP_017146057.1|DMIR	LOC115634299|XP_030387812.1|SLEB
OG0009444	LOC108164430|XP_017155607.1|DMIR	LOC115627055|XP_030378458.1|SLEB
OG0009445	LOC108164961|XP_033250907.1|DMIR	LOC115633313|XP_030386602.1|SLEB
OG0009446	LOC108160452|XP_017150075.2|DMIR	LOC115627026|XP_030378416.1|SLEB
OG0009449	LOC117186353|XP_033242959.1|DMIR, LOC108153846|XP_033242944.1|DMIR	LOC115626149|XP_030377273.1|SLEB, LOC115633409|XP_030386712.1|SLEB
OG0009450	LOC108165100|XP_017156644.1|DMIR	LOC115633290|XP_030386562.1|SLEB
OG0009451	LOC108161574|XP_017151351.1|DMIR	LOC115626491|XP_030377735.1|SLEB
OG0009453	LOC108155076|XP_017141159.1|DMIR	LOC115621636|XP_030371197.1|SLEB
OG0009454	LOC108165503|XP_017157050.1|DMIR	LOC115625104|XP_030375871.1|SLEB
OG0009455	LOC108164600|XP_017155927.2|DMIR	LOC115629494|XP_030381829.1|SLEB
OG0009456	LOC108165136|XP_017156691.1|DMIR	LOC115628861|XP_030380972.1|SLEB
OG0009457	LOC108152849|XP_017137958.1|DMIR	LOC115629731|XP_030382125.1|SLEB
OG0009458	LOC108150958|XP_017134784.1|DMIR	LOC115629705|XP_030382085.1|SLEB
OG0009459	LOC108152859|XP_017137969.1|DMIR	LOC115632639|XP_030385729.1|SLEB
OG0009460	LOC108153639|XP_017139231.1|DMIR	LOC115628357|XP_030380292.1|SLEB
OG0009461	LOC108165571|XP_017157134.1|DMIR	LOC115628404|XP_030380352.1|SLEB
OG0009462	LOC108153358|XP_017138813.1|DMIR	LOC115628323|XP_030380238.1|SLEB
OG0009463	LOC108153669|XP_017139272.1|DMIR	LOC115632741|XP_030385848.1|SLEB
OG0009464	LOC108150785|XP_017134575.1|DMIR	LOC115632943|XP_030386099.1|SLEB
OG0009465	LOC108150943|XP_017134766.2|DMIR	LOC115632711|XP_030385813.1|SLEB
OG0009466	LOC108165281|XP_017156805.1|DMIR	LOC115628292|XP_030380198.1|SLEB
OG0009467	LOC108150805|XP_017134597.1|DMIR	LOC115632165|XP_030385052.1|SLEB
OG0009468	LOC108153317|XP_017138718.1|DMIR	LOC115622611|XP_030372472.1|SLEB
OG0009469	LOC108152478|XP_017137340.1|DMIR	LOC115633097|XP_030386338.1|SLEB
OG0009470	LOC108165495|XP_017157041.2|DMIR	LOC115632781|XP_030385891.1|SLEB
OG0009471	LOC108163555|XP_017154407.1|DMIR	LOC115631827|XP_030384527.1|SLEB
OG0009472	LOC108165528|XP_017157088.1|DMIR	LOC115632875|XP_030386009.1|SLEB
OG0009473	LOC108154552|XP_017140344.1|DMIR	LOC115622425|XP_030372221.1|SLEB
OG0009474	LOC108153472|XP_017138992.2|DMIR	LOC115624844|XP_030375547.1|SLEB
OG0009475	LOC108153539|XP_017139094.1|DMIR	LOC115623039|XP_030373076.1|SLEB
OG0009476	LOC108152133|XP_017136718.1|DMIR	LOC115632502|XP_030385551.1|SLEB
OG0009478	LOC108151314|XP_017135342.1|DMIR	LOC115633016|XP_030386199.1|SLEB
OG0009479	LOC108161262|XP_033249366.1|DMIR	LOC115630775|XP_030383290.1|SLEB
OG0009480	LOC108151826|XP_017136181.1|DMIR	LOC115632541|XP_030385611.1|SLEB
OG0009481	LOC108153759|XP_017139383.1|DMIR	LOC115632687|XP_030385783.1|SLEB
OG0009482	LOC108150920|XP_033242355.1|DMIR	LOC115634704|XP_030388443.1|SLEB
OG0009483	LOC108150919|XP_017134738.1|DMIR	LOC115633931|XP_030387312.1|SLEB
OG0009484	LOC108154137|XP_017139762.1|DMIR	LOC115623857|XP_030374261.1|SLEB
OG0009485	LOC108151892|XP_017136282.1|DMIR	LOC115632674|XP_030385768.1|SLEB
OG0009486	LOC108151895|XP_017136286.1|DMIR	LOC115632675|XP_030385769.1|SLEB
OG0009487	LOC108150864|XP_017134655.1|DMIR	LOC115622905|XP_030372888.1|SLEB
OG0009488	LOC108153525|XP_017139073.1|DMIR	LOC115624949|XP_030375660.1|SLEB
OG0009489	LOC108153474|XP_017138997.1|DMIR	LOC115622837|XP_030372777.1|SLEB
OG0009490	LOC117188111|XP_033247340.1|DMIR, LOC108160561|XP_017150125.2|DMIR	LOC115634570|XP_030388254.1|SLEB
OG0009491	LOC108153555|XP_017139115.1|DMIR	LOC115624784|XP_030375475.1|SLEB
OG0009492	LOC108150868|XP_017134660.1|DMIR	LOC115632910|XP_030386060.1|SLEB
OG0009493	LOC108153331|XP_033242927.1|DMIR	LOC115622139|XP_030371858.1|SLEB
OG0009494	LOC108153330|XP_017138736.1|DMIR	LOC115622141|XP_030371861.1|SLEB
OG0009495	LOC108152051|XP_017136544.1|DMIR	LOC115633871|XP_030387228.1|SLEB
OG0009496	LOC108165568|XP_017157131.1|DMIR	LOC115632791|XP_030385902.1|SLEB
OG0009497	LOC108157841|XP_017145533.1|DMIR	LOC115624584|XP_030375182.1|SLEB
OG0009498	LOC108151653|XP_017135861.1|DMIR	LOC115620593|XP_030369767.1|SLEB
OG0009499	LOC108152950|XP_017138138.1|DMIR	LOC115627508|XP_030379103.1|SLEB
OG0009500	LOC108152837|XP_017137931.1|DMIR	LOC115634379|XP_030387923.1|SLEB
OG0009501	LOC108153172|XP_017138466.1|DMIR	LOC115624872|XP_030375577.1|SLEB
OG0009502	LOC108156074|XP_017142849.1|DMIR	LOC115623670|XP_030373996.1|SLEB
OG0009503	LOC108164191|XP_017155299.1|DMIR	LOC115626569|XP_030377808.1|SLEB
OG0009504	LOC108154239|XP_017139961.1|DMIR	LOC115623663|XP_030373981.1|SLEB
OG0009505	LOC108161187|XP_017150897.1|DMIR	LOC115631283|XP_030383856.1|SLEB
OG0009506	LOC117186587|XP_033243444.1|DMIR	LOC115622493|XP_030372299.1|SLEB
OG0009507	LOC108153202|XP_017138512.1|DMIR	LOC115622804|XP_030372732.1|SLEB
OG0009508	LOC108163546|XP_017154394.1|DMIR	LOC115622600|XP_030372459.1|SLEB
OG0009509	LOC117191543|XP_033252270.1|DMIR, LOC108159393|XP_017148117.1|DMIR	LOC115632080|XP_030384905.1|SLEB
OG0009510	LOC108151730|XP_017136019.1|DMIR, LOC108163662|XP_017154576.1|DMIR	LOC115629900|XP_030382360.1|SLEB
OG0009511	LOC108158413|XP_017146173.1|DMIR	LOC115629195|XP_030381454.1|SLEB
OG0009512	LOC108150845|XP_017134640.1|DMIR	LOC115629522|XP_030381860.1|SLEB
OG0009514	LOC108151149|XP_017135067.1|DMIR	LOC115629636|XP_030381997.1|SLEB
OG0009515	LOC108163104|XP_033249944.1|DMIR	LOC115631627|XP_030384294.1|SLEB
OG0009516	LOC108165257|XP_033242977.1|DMIR, LOC108157519|XP_017145111.1|DMIR, LOC108162395|XP_017152605.2|DMIR	LOC115630485|XP_030382926.1|SLEB
OG0009517	LOC108162885|XP_017153329.1|DMIR	LOC115631953|XP_030384670.1|SLEB
OG0009518	LOC108165322|XP_017156845.2|DMIR	LOC115623118|XP_030373185.1|SLEB, LOC115622404|XP_030372195.1|SLEB
OG0009519	LOC108153706|XP_017139320.1|DMIR	LOC115628433|XP_030380381.1|SLEB
OG0009520	LOC108156476|XP_017143438.1|DMIR	LOC115625465|XP_030376373.1|SLEB
OG0009521	LOC108153479|XP_017139007.2|DMIR, LOC117186589|XP_033243448.1|DMIR	LOC115623031|XP_030373069.1|SLEB
OG0009523	LOC108160129|XP_017149413.1|DMIR	LOC115633743|XP_030387077.1|SLEB
OG0009524	LOC117187669|XP_033246209.1|DMIR, LOC108159152|XP_017147638.2|DMIR	LOC115632472|XP_030385505.1|SLEB
OG0009525	LOC117193145|XP_033253765.1|DMIR, LOC108160193|XP_017149516.1|DMIR	LOC115634316|XP_030387836.1|SLEB
OG0009526	LOC108160191|XP_017149514.1|DMIR, LOC117193142|XP_033253763.1|DMIR, LOC117193143|XP_033253764.1|DMIR	LOC115633831|XP_030387182.1|SLEB
OG0009527	LOC108160850|XP_017150596.1|DMIR	LOC115624135|XP_030374594.1|SLEB
OG0009528	LOC108160976|XP_017150765.1|DMIR, LOC117192961|XP_033253574.1|DMIR	LOC115634164|XP_030387605.1|SLEB, LOC115634214|XP_030387666.1|SLEB
OG0009529	LOC117194959|XP_033255326.1|DMIR, LOC117194954|XP_033255316.1|DMIR, LOC108159300|XP_033248118.1|DMIR	LOC115625959|XP_030377436.1|SLEB
OG0009530	LOC117188318|XP_033247863.1|DMIR, LOC108158065|XP_033254360.1|DMIR, LOC117187807|XP_033246552.1|DMIR	LOC115634575|XP_030388266.1|SLEB
OG0009531	LOC117192971|XP_033253584.1|DMIR, LOC117194132|XP_033254671.1|DMIR, LOC117192970|XP_033253580.1|DMIR, LOC108158701|XP_033247493.1|DMIR	LOC115624881|XP_030375587.1|SLEB
OG0009532	LOC117193903|XP_033254471.1|DMIR, LOC108160945|XP_017150722.1|DMIR	LOC115624899|XP_030375608.1|SLEB
OG0009533	LOC108160913|XP_017150679.1|DMIR, LOC117193493|XP_033254135.1|DMIR, LOC117193933|XP_033254488.1|DMIR	LOC115633845|XP_030387196.1|SLEB
OG0009534	LOC108158233|XP_017145955.1|DMIR, LOC117193936|XP_033254491.1|DMIR	LOC115627083|XP_030378493.1|SLEB
OG0009535	LOC117191572|XP_033252291.1|DMIR, LOC117185947|XP_033251023.1|DMIR, LOC108160562|XP_017150127.1|DMIR	LOC115633680|XP_030386994.1|SLEB
OG0009536	LOC108155423|XP_017141718.1|DMIR	LOC115623779|XP_030374178.1|SLEB
OG0009537	LOC108154833|XP_017140735.1|DMIR	LOC115620277|XP_030369310.1|SLEB
OG0009538	LOC108154020|XP_017139601.1|DMIR	LOC115625154|XP_030375943.1|SLEB
OG0009539	LOC108154438|XP_017140200.1|DMIR	LOC115624305|XP_030374787.1|SLEB
OG0009540	LOC108156066|XP_033244334.1|DMIR, LOC117186980|XP_033244335.1|DMIR	LOC115621049|XP_030370431.1|SLEB
OG0009542	LOC108157657|XP_017145297.1|DMIR	LOC115620933|XP_030370301.1|SLEB
OG0009543	LOC108154320|XP_017140068.1|DMIR	LOC115623749|XP_030374144.1|SLEB
OG0009544	LOC108155291|XP_017141496.1|DMIR	LOC115620299|XP_030369341.1|SLEB, LOC115620300|XP_030369342.1|SLEB
OG0009545	LOC108151811|XP_017136158.1|DMIR	LOC115624953|XP_030375665.1|SLEB
OG0009546	LOC108154539|XP_017140330.1|DMIR	LOC115620980|XP_030370359.1|SLEB
OG0009549	LOC108152812|XP_017137889.1|DMIR	LOC115622884|XP_030372841.1|SLEB
OG0009556	LOC108157943|XP_017145575.2|DMIR, LOC117191698|XP_033252387.1|DMIR, LOC117188307|XP_033247834.1|DMIR	LOC115630620|XP_030383149.1|SLEB
OG0009560	LOC108153427|XP_017138923.1|DMIR	LOC115626845|XP_030378193.1|SLEB
OG0009562	LOC108164303|XP_017155441.1|DMIR	LOC115620720|XP_030369959.1|SLEB
OG0009563	LOC108153567|XP_017139132.1|DMIR	LOC115622210|XP_030371966.1|SLEB
OG0009564	LOC108157395|XP_017144928.2|DMIR	LOC115628064|XP_030379888.1|SLEB
OG0009565	LOC108153198|XP_017138506.1|DMIR	LOC115623121|XP_030373188.1|SLEB
OG0009568	LOC108164174|XP_017155278.1|DMIR	LOC115626005|XP_030377113.1|SLEB
OG0009569	LOC117194447|XP_033254906.1|DMIR	LOC115629614|XP_030381972.1|SLEB
OG0009570	LOC108155535|XP_017141892.1|DMIR	LOC115623933|XP_030374353.1|SLEB
OG0009572	LOC108155940|XP_017142593.1|DMIR	LOC115628896|XP_030381015.1|SLEB
OG0009573	LOC108164286|XP_017155426.1|DMIR	LOC115628846|XP_030380952.1|SLEB
OG0009574	LOC108161422|XP_017151204.1|DMIR	LOC115627456|XP_030378984.1|SLEB
OG0009575	LOC108158279|XP_017146003.1|DMIR	LOC115633784|XP_030387123.1|SLEB
OG0009576	LOC108154708|XP_017140547.1|DMIR	LOC115621989|XP_030371703.1|SLEB
OG0009577	LOC108161496|XP_017151260.1|DMIR	LOC115626567|XP_030377806.1|SLEB
OG0009578	LOC108163618|XP_017154505.1|DMIR	LOC115625773|XP_030376804.1|SLEB
OG0009579	LOC108163834|XP_017154835.1|DMIR	LOC115629601|XP_030381953.1|SLEB
OG0009581	LOC108161494|XP_017151258.1|DMIR	LOC115626018|XP_030377126.1|SLEB
OG0009582	LOC108152132|XP_017136709.1|DMIR	LOC115632501|XP_030385539.1|SLEB
OG0009583	LOC108164665|XP_017156007.1|DMIR	LOC115629828|XP_030382263.1|SLEB
OG0009584	LOC108155149|XP_017141336.1|DMIR	LOC115627991|XP_030379746.1|SLEB
OG0009586	LOC108150848|XP_017134641.1|DMIR	LOC115632722|XP_030385828.1|SLEB
OG0009588	LOC108154387|XP_017140139.1|DMIR	LOC115628792|XP_030380867.1|SLEB
OG0009589	LOC108151767|XP_017136100.1|DMIR	LOC115628370|XP_030380308.1|SLEB
OG0009590	LOC108153616|XP_017139204.1|DMIR	LOC115632125|XP_030384991.1|SLEB
OG0009591	LOC108157004|XP_017144292.1|DMIR	LOC115625132|XP_030375906.1|SLEB
OG0009592	LOC108156209|XP_017143036.1|DMIR	LOC115624387|XP_030374958.1|SLEB
OG0009593	LOC108157324|XP_017144829.1|DMIR	LOC115624152|XP_030374609.1|SLEB
OG0009594	LOC108155048|XP_017141112.1|DMIR	LOC115625537|XP_030376475.1|SLEB
OG0009595	LOC108154450|XP_017140209.1|DMIR	LOC115623831|XP_030374236.1|SLEB
OG0009596	LOC108157294|XP_017144785.1|DMIR	LOC115623991|XP_030374422.1|SLEB
OG0009597	LOC108157643|XP_017145279.1|DMIR	LOC115624282|XP_030374765.1|SLEB
OG0009598	LOC108156790|XP_017143956.1|DMIR	LOC115623484|XP_030373713.1|SLEB
OG0009599	LOC108157059|XP_017144378.1|DMIR	LOC115624112|XP_030374566.1|SLEB
OG0009600	LOC108155594|XP_017142001.1|DMIR	LOC115625068|XP_030375811.1|SLEB
OG0009601	LOC108154461|XP_017140222.1|DMIR	LOC115625404|XP_030376302.1|SLEB
OG0009602	LOC108154516|XP_017140306.1|DMIR	LOC115626103|XP_030377215.1|SLEB
OG0009603	LOC108155023|XP_017141067.1|DMIR	LOC115623353|XP_030373496.1|SLEB
OG0009604	LOC108154837|XP_017140747.1|DMIR	LOC115629876|XP_030382334.1|SLEB
OG0009605	LOC108157556|XP_017145149.1|DMIR	LOC115625441|XP_030376349.1|SLEB
OG0009606	LOC108157639|XP_017145272.1|DMIR	LOC115625355|XP_030376248.1|SLEB
OG0009607	LOC108154261|XP_017139986.1|DMIR	LOC115625541|XP_030376478.1|SLEB
OG0009608	LOC108154468|XP_017140228.1|DMIR	LOC115625414|XP_030376313.1|SLEB
OG0009609	LOC108154276|XP_017140014.1|DMIR	LOC115624945|XP_030375656.1|SLEB
OG0009610	LOC108154981|XP_017141009.1|DMIR	LOC115624336|XP_030374845.1|SLEB
OG0009611	LOC108155311|XP_017141519.1|DMIR	LOC115623808|XP_030374212.1|SLEB
OG0009612	LOC108153845|XP_017139433.1|DMIR	LOC115623914|XP_030374330.1|SLEB
OG0009614	LOC108154404|XP_017140163.1|DMIR	LOC115620214|XP_030369212.1|SLEB
OG0009615	LOC108157505|XP_017145093.1|DMIR	LOC115621028|XP_030370408.1|SLEB, LOC115621030|XP_030370409.1|SLEB
OG0009616	LOC108153977|XP_033246141.1|DMIR	LOC115621571|XP_030371118.1|SLEB
OG0009617	LOC108156841|XP_017144044.2|DMIR	LOC115620313|XP_030369361.1|SLEB
OG0009618	LOC117189229|XP_033250248.1|DMIR	LOC115620924|XP_030370286.1|SLEB
OG0009619	LOC108155206|XP_033245913.1|DMIR	LOC115621309|XP_030370783.1|SLEB
OG0009620	LOC108157064|XP_017144388.1|DMIR	LOC115625494|XP_030376409.1|SLEB
OG0009621	LOC108154342|XP_017140093.1|DMIR	LOC115625366|XP_030376263.1|SLEB
OG0009622	LOC108154488|XP_017140278.1|DMIR	LOC115620937|XP_030370309.1|SLEB
OG0009624	LOC108155347|XP_017141594.1|DMIR	LOC115621911|XP_030371605.1|SLEB
OG0009625	LOC108155850|XP_017142451.1|DMIR	LOC115620259|XP_030369269.1|SLEB
OG0009626	LOC108157830|XP_017145520.2|DMIR	LOC115620291|XP_030369328.1|SLEB
OG0009627	LOC108153992|XP_033246062.1|DMIR	LOC115620294|XP_030369335.1|SLEB
OG0009628	LOC108155436|XP_017141737.2|DMIR	LOC115620290|XP_030369327.1|SLEB
OG0009629	LOC108157277|XP_033245363.1|DMIR	LOC115625472|XP_030376381.1|SLEB
OG0009630	LOC108157282|XP_017144768.1|DMIR	LOC115625470|XP_030376379.1|SLEB
OG0009631	LOC108154227|XP_017139942.1|DMIR	LOC115621984|XP_030371697.1|SLEB
OG0009632	LOC108158207|XP_017145922.1|DMIR	LOC115627674|XP_030379276.1|SLEB
OG0009633	LOC108158288|XP_017146014.1|DMIR	LOC115633974|XP_030387354.1|SLEB
OG0009634	LOC108156237|XP_017143074.1|DMIR	LOC115621772|XP_030371384.1|SLEB
OG0009635	LOC108157332|XP_017144837.1|DMIR	LOC115621279|XP_030370741.1|SLEB
OG0009636	LOC108153291|XP_017138669.1|DMIR	LOC115633262|XP_030386530.1|SLEB
OG0009637	LOC108155620|XP_017142037.1|DMIR	LOC115620644|XP_030369850.1|SLEB
OG0009638	LOC108154520|XP_017140310.1|DMIR	LOC115621708|XP_030371276.1|SLEB
OG0009639	LOC108154235|XP_017139950.1|DMIR	LOC115623751|XP_030374145.1|SLEB
OG0009640	LOC108157310|XP_033245487.1|DMIR	LOC115621361|XP_030370845.1|SLEB
OG0009641	LOC108154381|XP_017140134.1|DMIR	LOC115620356|XP_030369419.1|SLEB
OG0009642	LOC108154543|XP_017140335.1|DMIR	LOC115620355|XP_030369418.1|SLEB
OG0009643	LOC108154006|XP_033245833.1|DMIR	LOC115621011|XP_030370391.1|SLEB
OG0009644	LOC108156513|XP_017143506.1|DMIR	LOC115620469|XP_030369560.1|SLEB
OG0009645	LOC108156516|XP_017143510.1|DMIR	LOC115621053|XP_030370433.1|SLEB
OG0009646	LOC108155853|XP_017142454.1|DMIR	LOC115620267|XP_030369286.1|SLEB
OG0009647	LOC108155856|XP_017142457.1|DMIR	LOC115620260|XP_030369271.1|SLEB
OG0009648	LOC108157373|XP_017144890.1|DMIR	LOC115620775|XP_030370044.1|SLEB
OG0009649	LOC108154766|XP_017140638.1|DMIR	LOC115621431|XP_030370942.1|SLEB
OG0009650	LOC108161979|XP_017151932.1|DMIR	LOC115630542|XP_030383008.1|SLEB
OG0009651	LOC108162505|XP_017152770.1|DMIR	LOC115630953|XP_030383387.1|SLEB
OG0009652	LOC108162796|XP_017153187.1|DMIR	LOC115631353|XP_030383930.1|SLEB
OG0009653	LOC108162985|XP_017153481.1|DMIR	LOC115631895|XP_030384603.1|SLEB
OG0009654	LOC108162986|XP_017153483.1|DMIR	LOC115631740|XP_030384439.1|SLEB
OG0009655	LOC108162706|XP_017153053.1|DMIR	LOC115632037|XP_030384862.1|SLEB
OG0009656	LOC108163294|XP_017153989.1|DMIR	LOC115631412|XP_030383998.1|SLEB
OG0009657	LOC108161166|XP_033248864.1|DMIR	LOC115631378|XP_030383959.1|SLEB
OG0009658	LOC108163985|XP_033249243.1|DMIR	LOC115631856|XP_030384562.1|SLEB
OG0009659	LOC108162033|XP_017152040.1|DMIR	LOC115630577|XP_030383054.1|SLEB
OG0009660	LOC108162938|XP_017153413.1|DMIR	LOC115632008|XP_030384797.1|SLEB
OG0009661	LOC108162945|XP_017153425.1|DMIR	LOC115631779|XP_030384473.1|SLEB
OG0009662	LOC108162521|XP_017152791.1|DMIR	LOC115630651|XP_030383153.1|SLEB, LOC115630420|XP_030382819.1|SLEB
OG0009663	LOC108162650|XP_017152971.1|DMIR	LOC115628468|XP_030380450.1|SLEB
OG0009664	LOC108161726|XP_017151538.1|DMIR	LOC115630616|XP_030383103.1|SLEB
OG0009665	LOC108164259|XP_017155388.1|DMIR	LOC115623931|XP_030374350.1|SLEB
OG0009666	LOC108163565|XP_017154419.1|DMIR	LOC115631044|XP_030383536.1|SLEB
OG0009667	LOC108163219|XP_017153862.1|DMIR	LOC115628580|XP_030380624.1|SLEB
OG0009668	LOC108164216|XP_017155338.1|DMIR	LOC115630803|XP_030383324.1|SLEB
OG0009669	LOC108162695|XP_017153034.1|DMIR	LOC115631172|XP_030383721.1|SLEB
OG0009670	LOC108162920|XP_017153391.1|DMIR	LOC115630947|XP_030383377.1|SLEB
OG0009671	LOC108161711|XP_017151519.1|DMIR	LOC115631810|XP_030384507.1|SLEB
OG0009672	LOC108164045|XP_017155112.1|DMIR	LOC115625970|XP_030377074.1|SLEB
OG0009673	LOC108164046|XP_017155113.1|DMIR	LOC115626056|XP_030377167.1|SLEB
OG0009674	LOC108163532|XP_017154374.1|DMIR	LOC115625818|XP_030376867.1|SLEB
OG0009675	LOC108163843|XP_017154847.1|DMIR	LOC115628993|XP_030381134.1|SLEB
OG0009676	LOC108162300|XP_017152455.1|DMIR	LOC115626116|XP_030377231.1|SLEB
OG0009677	LOC108162716|XP_017153068.1|DMIR	LOC115631497|XP_030384117.1|SLEB
OG0009678	LOC108162370|XP_017152573.1|DMIR	LOC115626109|XP_030377224.1|SLEB
OG0009679	LOC108163247|XP_017153902.1|DMIR	LOC115626355|XP_030377566.1|SLEB
OG0009680	LOC108162869|XP_017153310.1|DMIR	LOC115626419|XP_030377647.1|SLEB
OG0009681	LOC117192711|XP_033253338.1|DMIR, LOC108160794|XP_017150493.1|DMIR	LOC115633951|XP_030387329.1|SLEB
OG0009682	LOC108158007|XP_017145639.1|DMIR	LOC115634681|XP_030388400.1|SLEB
OG0009683	LOC108158181|XP_017145888.1|DMIR	LOC115633948|XP_030387326.1|SLEB
OG0009684	LOC108158290|XP_017146015.1|DMIR	LOC115634118|XP_030387542.1|SLEB
OG0009685	LOC108160927|XP_017150702.1|DMIR	LOC115633693|XP_030387009.1|SLEB
