Orthogroup	DMIR.longest_only	DALB.longest_only
OG0007331	LOC108159252|XP_017147870.1|DMIR	LOC117578198|XP_034119415.1|DALB
OG0007332	LOC108156481|XP_017143454.1|DMIR	LOC117574872|XP_034114835.1|DALB
OG0007333	LOC108155101|XP_017141218.1|DMIR	LOC117576340|XP_034116906.1|DALB
OG0007334	LOC108162284|XP_017152432.1|DMIR	LOC117574023|XP_034113505.1|DALB
OG0007335	LOC108152110|XP_017136671.1|DMIR	LOC117572278|XP_034110873.1|DALB
OG0007336	LOC108152349|XP_017137108.1|DMIR	LOC117574541|XP_034114303.1|DALB
OG0007337	LOC108151868|XP_017136249.1|DMIR	LOC117567204|XP_034102925.1|DALB
OG0007338	LOC108151175|XP_017135095.1|DMIR	LOC117568778|XP_034105507.1|DALB
OG0007339	LOC108154599|XP_017140403.1|DMIR	LOC117573919|XP_034113323.1|DALB
OG0007340	LOC108153852|XP_033244804.1|DMIR	LOC117575147|XP_034115144.1|DALB
OG0007341	LOC108156502|XP_017143489.1|DMIR	LOC117575868|XP_034116182.1|DALB
OG0007342	LOC108157313|XP_017144808.1|DMIR	LOC117574675|XP_034114472.1|DALB
OG0007343	LOC108156059|XP_017142831.1|DMIR	LOC117575285|XP_034115319.1|DALB
OG0007344	LOC108164108|XP_017155187.1|DMIR	LOC117563581|XP_034097859.1|DALB
OG0007345	LOC108156060|XP_017142832.1|DMIR	LOC117574570|XP_034114336.1|DALB
OG0007346	LOC108153206|XP_017138515.1|DMIR	LOC117572585|XP_034111360.1|DALB
OG0007347	LOC108155864|XP_017142475.1|DMIR	LOC117578054|XP_034119075.1|DALB
OG0007348	LOC108155857|XP_017142463.1|DMIR	LOC117578030|XP_034119038.1|DALB
OG0007349	LOC108155776|XP_017142328.1|DMIR	LOC117564573|XP_034099305.1|DALB
OG0007350	LOC108164020|XP_017155452.1|DMIR	LOC117568930|XP_034105741.1|DALB
OG0007351	LOC108152545|XP_017137445.1|DMIR	LOC117566612|XP_034102044.1|DALB
OG0007352	LOC108160615|XP_017150220.1|DMIR	LOC117569931|XP_034107181.1|DALB
OG0007353	LOC108155259|XP_033245744.1|DMIR	LOC117574660|XP_034114455.1|DALB
OG0007354	LOC108154846|XP_017140755.1|DMIR	LOC117575538|XP_034115683.1|DALB
OG0007355	LOC108155829|XP_017142423.1|DMIR	LOC117576699|XP_034117587.1|DALB
OG0007356	LOC108159708|XP_017148711.1|DMIR	LOC117569888|XP_034107118.1|DALB
OG0007357	LOC108155537|XP_017141896.1|DMIR	LOC117576302|XP_034116847.1|DALB
OG0007358	LOC108157155|XP_017144553.1|DMIR	LOC117576416|XP_034117034.1|DALB
OG0007359	LOC108156652|XP_017143753.1|DMIR	LOC117576584|XP_034117357.1|DALB
OG0007360	LOC108155381|XP_017141645.1|DMIR	LOC117575273|XP_034115300.1|DALB
OG0007361	LOC108164903|XP_017156360.1|DMIR	LOC117578280|XP_034119597.1|DALB
OG0007363	LOC108151945|XP_017136369.1|DMIR	LOC117577608|XP_034118344.1|DALB
OG0007364	LOC108151943|XP_033242176.1|DMIR	LOC117578213|XP_034119471.1|DALB
OG0007365	LOC108152489|XP_017137353.1|DMIR	LOC117576961|XP_034118031.1|DALB
OG0007367	LOC108152689|XP_017137681.1|DMIR	LOC117566845|XP_034102327.1|DALB
OG0007368	LOC108155451|XP_017141756.1|DMIR	LOC117573333|XP_034112332.1|DALB
OG0007369	LOC108156938|XP_017144188.1|DMIR	LOC117574271|XP_034113908.1|DALB
OG0007370	LOC108158691|XP_017146713.1|DMIR	LOC117572108|XP_034110618.1|DALB
OG0007371	LOC108155273|XP_017141469.1|DMIR	LOC117576125|XP_034116574.1|DALB
OG0007372	LOC108155209|XP_017141382.1|DMIR	LOC117576385|XP_034116988.1|DALB
OG0007373	LOC108164115|XP_017155202.1|DMIR	LOC117566184|XP_034101584.1|DALB
OG0007374	LOC108164546|XP_017155844.1|DMIR	LOC117577928|XP_034118822.1|DALB
OG0007375	LOC108164838|XP_017156253.1|DMIR	LOC117577951|XP_034118878.1|DALB
OG0007376	LOC108163267|XP_017153952.1|DMIR	LOC117567483|XP_034103407.1|DALB
OG0007377	LOC108156129|XP_017142932.1|DMIR	LOC117565800|XP_034100978.1|DALB
OG0007378	LOC108161159|XP_033251474.1|DMIR	LOC117565871|XP_034101103.1|DALB
OG0007379	LOC108163025|XP_017153559.1|DMIR	LOC117578120|XP_034119199.1|DALB
OG0007380	LOC108152076|XP_017136598.1|DMIR	LOC117578121|XP_034119196.1|DALB
OG0007381	LOC108161992|XP_017151952.1|DMIR	LOC117578173|XP_034119355.1|DALB
OG0007382	LOC108155198|XP_017141363.1|DMIR	LOC117577577|XP_034118306.1|DALB
OG0007383	LOC108152129|XP_033242037.1|DMIR	LOC117570136|XP_034107495.1|DALB
OG0007384	LOC108155231|XP_017141412.1|DMIR	LOC117565879|XP_034101151.1|DALB
OG0007385	LOC108152937|XP_017138123.1|DMIR	LOC117573837|XP_034113198.1|DALB
OG0007386	LOC108164883|XP_017156318.1|DMIR	LOC117577693|XP_034118484.1|DALB
OG0007387	LOC117186839|XP_033244037.1|DMIR	LOC117577739|XP_034118540.1|DALB
OG0007388	LOC117186125|XP_033242163.1|DMIR	LOC117578156|XP_034119269.1|DALB
OG0007389	LOC108163162|XP_017153772.1|DMIR	LOC117577419|XP_034118223.1|DALB
OG0007390	LOC108164579|XP_017155887.1|DMIR	LOC117575103|XP_034115100.1|DALB
OG0007391	LOC108156257|XP_017143106.1|DMIR	LOC117576703|XP_034117609.1|DALB
OG0007392	LOC108151088|XP_017134967.1|DMIR	LOC117565094|XP_034099947.1|DALB
OG0007393	LOC108155677|XP_017142130.1|DMIR	LOC117576371|XP_034116953.1|DALB
OG0007394	LOC108164112|XP_017155494.1|DMIR	LOC117578233|XP_034119516.1|DALB
OG0007395	LOC108163995|XP_033255743.1|DMIR	LOC117578135|XP_034119232.1|DALB
OG0007396	LOC108155263|XP_017141453.1|DMIR	LOC117576714|XP_034117623.1|DALB
OG0007397	LOC117188661|XP_033248737.1|DMIR	LOC117565239|XP_034100138.1|DALB
OG0007398	LOC108159009|XP_017147372.1|DMIR	LOC117567841|XP_034103979.1|DALB
OG0007399	LOC108164768|XP_017156169.1|DMIR	LOC117572508|XP_034111256.1|DALB
OG0007400	LOC108164622|XP_017155958.1|DMIR	LOC117569949|XP_034107206.1|DALB
OG0007401	LOC108164750|XP_017156136.1|DMIR	LOC117578020|XP_034119011.1|DALB
OG0007402	LOC108154983|XP_017141011.1|DMIR	LOC117576580|XP_034117351.1|DALB
OG0007403	LOC108155319|XP_033245825.1|DMIR	LOC117575931|XP_034116281.1|DALB
OG0007404	LOC108156593|XP_033244748.1|DMIR	LOC117573631|XP_034112824.1|DALB
OG0007405	LOC108154682|XP_017140512.1|DMIR	LOC117576680|XP_034117567.1|DALB
OG0007406	LOC108155827|XP_017142421.1|DMIR	LOC117576744|XP_034117668.1|DALB
OG0007407	LOC108162754|XP_017153123.1|DMIR	LOC117563307|XP_034097445.1|DALB
OG0007408	LOC108150926|XP_017134746.1|DMIR	LOC117569964|XP_034107228.1|DALB
OG0007410	LOC108156056|XP_017142829.1|DMIR	LOC117577823|XP_034118648.1|DALB
OG0007411	LOC108155618|XP_017142039.1|DMIR	LOC117570285|XP_034107700.1|DALB
OG0007412	LOC108156521|XP_017143518.1|DMIR	LOC117574947|XP_034114895.1|DALB
OG0007413	LOC108158997|XP_017147348.1|DMIR	LOC117571343|XP_034109342.1|DALB
OG0007414	LOC108162240|XP_017152365.1|DMIR	LOC117578260|XP_034119572.1|DALB
OG0007415	LOC108153653|XP_017139248.1|DMIR	LOC117578016|XP_034119008.1|DALB
OG0007416	LOC108165262|XP_033243394.1|DMIR	LOC117575443|XP_034115545.1|DALB
OG0007417	LOC108164911|XP_017156385.1|DMIR	LOC117577605|XP_034118342.1|DALB
OG0007418	LOC117187818|XP_033246570.1|DMIR, LOC108159807|XP_033246571.1|DMIR, LOC117185853|XP_033253687.1|DMIR	LOC117572645|XP_034111515.1|DALB
OG0007419	LOC108155042|XP_017141104.1|DMIR	LOC117574335|XP_034114045.1|DALB
OG0007420	LOC108158917|XP_017147204.1|DMIR	LOC117571080|XP_034108948.1|DALB
OG0007421	LOC108161252|XP_017150966.1|DMIR	LOC117573657|XP_034112916.1|DALB
OG0007422	LOC108152910|XP_017138054.1|DMIR	LOC117564044|XP_034098548.1|DALB
OG0007423	LOC108159759|XP_017148809.1|DMIR	LOC117578273|XP_034119587.1|DALB
OG0007424	LOC108152430|XP_017137251.1|DMIR	LOC117567014|XP_034102592.1|DALB
OG0007425	LOC108151213|XP_017135180.1|DMIR	LOC117572335|XP_034110965.1|DALB
OG0007426	LOC108161099|XP_017150829.1|DMIR	LOC117571130|XP_034109100.1|DALB
OG0007427	LOC108155352|XP_033254486.1|DMIR	LOC117575662|XP_034115843.1|DALB
OG0007428	LOC108153220|XP_017138541.1|DMIR	LOC117578212|XP_034119467.1|DALB
OG0007429	LOC108158082|XP_017145719.1|DMIR	LOC117566779|XP_034102213.1|DALB
OG0007430	LOC108153480|XP_017139009.1|DMIR	LOC117570867|XP_034108650.1|DALB
OG0007431	LOC108162035|XP_017152047.1|DMIR	LOC117564794|XP_034099606.1|DALB
OG0007432	LOC108153117|XP_017138394.1|DMIR	LOC117570505|XP_034108092.1|DALB
OG0007433	LOC108155994|XP_017142683.1|DMIR	LOC117577776|XP_034118586.1|DALB
OG0007434	LOC108152515|XP_017137397.1|DMIR	LOC117571705|XP_034109894.1|DALB
OG0007435	LOC108152506|XP_017137379.1|DMIR	LOC117568039|XP_034104274.1|DALB
OG0007436	LOC108151524|XP_017135663.1|DMIR	LOC117571149|XP_034109045.1|DALB
OG0007437	LOC108153061|XP_017138322.1|DMIR	LOC117567345|XP_034103162.1|DALB
OG0007438	LOC108151172|XP_017135093.1|DMIR	LOC117571700|XP_034109887.1|DALB
OG0007439	LOC108164847|XP_017156267.1|DMIR	LOC117576122|XP_034116575.1|DALB
OG0007440	LOC108162715|XP_017153071.1|DMIR	LOC117571174|XP_034109096.1|DALB
OG0007441	LOC108158939|XP_017147247.1|DMIR	LOC117568100|XP_034104373.1|DALB
OG0007442	LOC108155613|XP_017142031.1|DMIR	LOC117573319|XP_034112317.1|DALB
OG0007443	LOC108158681|XP_017146702.1|DMIR	LOC117572741|XP_034111709.1|DALB
OG0007444	LOC117189991|XP_033250967.1|DMIR, LOC108160699|XP_017150343.1|DMIR	LOC117567140|XP_034102845.1|DALB
OG0007445	LOC108160698|XP_017150342.1|DMIR, LOC117189990|XP_033250966.1|DMIR	LOC117567139|XP_034102844.1|DALB
OG0007446	LOC108161730|XP_017151542.1|DMIR	LOC117563238|XP_034097335.1|DALB
OG0007447	LOC108163682|XP_017154596.1|DMIR	LOC117565356|XP_034100307.1|DALB
OG0007448	LOC108159960|XP_017149119.1|DMIR, LOC117192898|XP_033253531.1|DMIR	LOC117570512|XP_034108101.1|DALB
OG0007449	LOC108151399|XP_017135475.1|DMIR	LOC117571207|XP_034109144.1|DALB
OG0007450	LOC108161834|XP_017151681.2|DMIR	LOC117565633|XP_034100734.1|DALB
OG0007451	LOC108152692|XP_017137684.1|DMIR	LOC117571799|XP_034110055.1|DALB
OG0007452	LOC108152599|XP_017137544.1|DMIR	LOC117571794|XP_034110049.1|DALB
OG0007453	LOC108152330|XP_017137067.1|DMIR	LOC117567183|XP_034102899.1|DALB
OG0007454	LOC108151977|XP_017136431.1|DMIR	LOC117567413|XP_034103280.1|DALB
OG0007455	LOC108160449|XP_017149949.1|DMIR, LOC117194028|XP_033254546.1|DMIR	LOC117571231|XP_034109170.1|DALB
OG0007456	LOC108156559|XP_017143576.1|DMIR	LOC117575941|XP_034116296.1|DALB
OG0007457	LOC108153356|XP_017138812.1|DMIR	LOC117570346|XP_034107794.1|DALB
OG0007458	LOC108161921|XP_017151826.1|DMIR	LOC117565724|XP_034100864.1|DALB
OG0007459	LOC108155437|XP_017141738.2|DMIR	LOC117573518|XP_034112642.1|DALB
OG0007460	LOC108159399|XP_017148125.1|DMIR	LOC117566908|XP_034102417.1|DALB
OG0007461	LOC108151002|XP_017134841.1|DMIR	LOC117568578|XP_034105197.1|DALB
OG0007462	LOC108151019|XP_017134867.1|DMIR	LOC117570564|XP_034108185.1|DALB
OG0007463	LOC108151007|XP_033243723.1|DMIR	LOC117571683|XP_034109814.1|DALB
OG0007464	LOC108151004|XP_017134849.1|DMIR	LOC117568579|XP_034105199.1|DALB
OG0007465	LOC108153437|XP_017138931.1|DMIR	LOC117567175|XP_034102881.1|DALB
OG0007466	LOC117193850|XP_033254441.1|DMIR, LOC108159850|XP_033246798.1|DMIR	LOC117570706|XP_034108401.1|DALB
OG0007467	LOC108160363|XP_017149823.1|DMIR, LOC117193334|XP_033253954.1|DMIR	LOC117567372|XP_034103206.1|DALB
OG0007468	LOC117190404|XP_033251372.1|DMIR, LOC108159732|XP_017148755.1|DMIR	LOC117569096|XP_034106003.1|DALB
OG0007469	LOC108152271|XP_017136980.2|DMIR	LOC117566469|XP_034101890.1|DALB
OG0007470	LOC108162114|XP_017152175.1|DMIR	LOC117578396|XP_034119742.1|DALB
OG0007471	LOC108160744|XP_017150426.1|DMIR	LOC117569543|XP_034106641.1|DALB
OG0007472	LOC108164533|XP_017155820.2|DMIR	LOC117577651|XP_034118428.1|DALB
OG0007473	LOC108152725|XP_017137750.1|DMIR	LOC117570651|XP_034108313.1|DALB
OG0007474	LOC108159482|XP_033246268.1|DMIR	LOC117567408|XP_034103265.1|DALB
OG0007475	LOC108153347|XP_017138793.1|DMIR	LOC117568946|XP_034105775.1|DALB
OG0007476	LOC108152820|XP_017137901.1|DMIR	LOC117564312|XP_034098905.1|DALB
OG0007477	LOC108152037|XP_017136519.1|DMIR	LOC117577981|XP_034118958.1|DALB
OG0007479	LOC108164698|XP_017156059.1|DMIR	LOC117578204|XP_034119432.1|DALB
OG0007480	LOC108157013|XP_033244886.1|DMIR	LOC117575830|XP_034116125.1|DALB
OG0007481	LOC108152677|XP_017137662.1|DMIR	LOC117568990|XP_034105852.1|DALB
OG0007482	LOC108162788|XP_017153177.1|DMIR	LOC117565965|XP_034101252.1|DALB
OG0007483	LOC108158521|XP_017146390.1|DMIR	LOC117568449|XP_034105013.1|DALB
OG0007484	LOC108152085|XP_017136615.1|DMIR	LOC117577662|XP_034118440.1|DALB
OG0007485	LOC108152436|XP_017137261.1|DMIR	LOC117568954|XP_034105801.1|DALB
OG0007486	LOC108161444|XP_017151198.1|DMIR	LOC117578289|XP_034119620.1|DALB
OG0007487	LOC108164492|XP_033250244.1|DMIR	LOC117573223|XP_034112147.1|DALB
OG0007488	LOC108152751|XP_017137798.1|DMIR	LOC117566518|XP_034101950.1|DALB
OG0007489	LOC108154600|XP_033244350.1|DMIR	LOC117573921|XP_034113325.1|DALB
OG0007490	LOC117186162|XP_033242276.1|DMIR	LOC117578302|XP_034119638.1|DALB
OG0007491	LOC108152790|XP_017137869.1|DMIR	LOC117570597|XP_034108235.1|DALB
OG0007492	LOC117187904|XP_033246732.1|DMIR	LOC117570262|XP_034107665.1|DALB
OG0007493	LOC117186225|XP_033242545.1|DMIR	LOC117578300|XP_034119636.1|DALB
OG0007494	LOC108163127|XP_017153727.2|DMIR	LOC117563573|XP_034097849.1|DALB
OG0007495	LOC108153292|XP_017138672.1|DMIR	LOC117578163|XP_034119330.1|DALB
OG0007496	LOC108152137|XP_033243250.1|DMIR	LOC117572381|XP_034111044.1|DALB
OG0007497	LOC108151426|XP_017135506.1|DMIR	LOC117570979|XP_034108817.1|DALB
OG0007498	LOC108152301|XP_017137015.1|DMIR	LOC117567594|XP_034103570.1|DALB
OG0007499	LOC108151375|XP_017135425.1|DMIR	LOC117571018|XP_034108867.1|DALB
OG0007500	LOC108151376|XP_017135426.1|DMIR	LOC117571019|XP_034108869.1|DALB
OG0007501	LOC108151428|XP_017135509.1|DMIR	LOC117567745|XP_034103821.1|DALB
OG0007502	LOC108159532|XP_017148395.1|DMIR	LOC117571675|XP_034109807.1|DALB
OG0007503	LOC108162808|XP_033248566.1|DMIR	LOC117564846|XP_034099671.1|DALB
OG0007504	LOC108152951|XP_017138139.1|DMIR	LOC117567565|XP_034103516.1|DALB
OG0007505	LOC108153059|XP_017138320.1|DMIR	LOC117568959|XP_034105809.1|DALB
OG0007506	LOC108152674|XP_017137660.1|DMIR	LOC117570547|XP_034108160.1|DALB
OG0007507	LOC108161812|XP_017151660.1|DMIR	LOC117564211|XP_034098786.1|DALB
OG0007509	LOC108162581|XP_017152883.1|DMIR	LOC117565154|XP_034100027.1|DALB
OG0007510	LOC108159051|XP_017147472.1|DMIR	LOC117569672|XP_034106810.1|DALB
OG0007512	LOC108155944|XP_017142597.1|DMIR	LOC117576292|XP_034116833.1|DALB
OG0007513	LOC108161822|XP_017151669.1|DMIR	LOC117563569|XP_034097844.1|DALB
OG0007514	LOC108152667|XP_017137652.1|DMIR	LOC117568981|XP_034105835.1|DALB
OG0007515	LOC108162623|XP_017152934.1|DMIR	LOC117564024|XP_034098514.1|DALB
OG0007516	LOC108161824|XP_017151671.2|DMIR	LOC117565628|XP_034100729.1|DALB
OG0007517	LOC108152439|XP_017137266.1|DMIR	LOC117572635|XP_034111488.1|DALB
OG0007518	LOC108158935|XP_017147233.1|DMIR	LOC117572063|XP_034110532.1|DALB
OG0007519	LOC108159776|XP_017148824.1|DMIR	LOC117572242|XP_034110816.1|DALB
OG0007520	LOC108163921|XP_017154947.1|DMIR	LOC117577304|XP_034118169.1|DALB
OG0007521	LOC108156665|XP_017143776.1|DMIR	LOC117571916|XP_034110288.1|DALB
OG0007522	LOC108153495|XP_017139039.1|DMIR	LOC117578290|XP_034119621.1|DALB
OG0007523	LOC108159952|XP_017149102.1|DMIR	LOC117567447|XP_034103350.1|DALB
OG0007525	LOC108162629|XP_017152941.1|DMIR	LOC117565837|XP_034101039.1|DALB
OG0007526	LOC108154554|XP_017140346.1|DMIR	LOC117573757|XP_034113033.1|DALB
OG0007527	LOC108152831|XP_017137925.1|DMIR	LOC117567053|XP_034102672.1|DALB
OG0007528	LOC108159345|XP_017148039.1|DMIR	LOC117572673|XP_034111586.1|DALB
OG0007529	LOC108161002|XP_017150798.1|DMIR	LOC117569303|XP_034106305.1|DALB
OG0007530	LOC108154082|XP_017139683.1|DMIR	LOC117573937|XP_034113354.1|DALB
OG0007531	LOC108159268|XP_017147916.1|DMIR	LOC117566737|XP_034102171.1|DALB
OG0007532	LOC108160253|XP_017149607.1|DMIR	LOC117567800|XP_034103924.1|DALB
OG0007533	LOC108151784|XP_017136119.1|DMIR	LOC117570485|XP_034108062.1|DALB
OG0007534	LOC108153354|XP_017138810.1|DMIR	LOC117568062|XP_034104310.1|DALB
OG0007535	LOC108153521|XP_017139068.1|DMIR	LOC117568887|XP_034105678.1|DALB
OG0007536	LOC108156852|XP_017144065.1|DMIR	LOC117573807|XP_034113109.1|DALB
OG0007537	LOC108153393|XP_033242818.1|DMIR	LOC117567644|XP_034103641.1|DALB
OG0007538	LOC108151235|XP_017135223.1|DMIR	LOC117571692|XP_034109874.1|DALB
OG0007539	LOC108162392|XP_017152601.1|DMIR	LOC117563511|XP_034097778.1|DALB
OG0007540	LOC108156380|XP_017143283.1|DMIR	LOC117576530|XP_034117244.1|DALB
OG0007541	LOC108158143|XP_017145849.1|DMIR	LOC117567371|XP_034103205.1|DALB
OG0007542	LOC108159568|XP_033248194.1|DMIR	LOC117568136|XP_034104435.1|DALB
OG0007543	LOC108164416|XP_017155582.1|DMIR	LOC117573181|XP_034112048.1|DALB
OG0007544	LOC108153067|XP_017138336.1|DMIR	LOC117567999|XP_034104208.1|DALB
OG0007545	LOC108163430|XP_017154201.1|DMIR	LOC117565027|XP_034099865.1|DALB
OG0007546	LOC108155070|XP_017141146.1|DMIR	LOC117575771|XP_034116028.1|DALB
OG0007547	LOC117191051|XP_033251913.1|DMIR, LOC108158554|XP_017146456.1|DMIR	LOC117570875|XP_034108659.1|DALB
OG0007548	LOC108152565|XP_017137487.1|DMIR	LOC117566968|XP_034102514.1|DALB
OG0007549	LOC108153360|XP_017138815.1|DMIR	LOC117567351|XP_034103175.1|DALB
OG0007550	LOC108152830|XP_017137924.1|DMIR	LOC117567732|XP_034103789.1|DALB
OG0007551	LOC108160727|XP_017150396.1|DMIR	LOC117572655|XP_034111536.1|DALB
OG0007552	LOC108163623|XP_033249599.1|DMIR	LOC117566205|XP_034101623.1|DALB
OG0007553	LOC108161993|XP_017151950.1|DMIR	LOC117564058|XP_034098571.1|DALB
OG0007554	LOC108151851|XP_017136225.1|DMIR	LOC117571911|XP_034110280.1|DALB
OG0007555	LOC108158449|XP_017146221.1|DMIR	LOC117567298|XP_034103071.1|DALB
OG0007556	LOC108160904|XP_017150666.1|DMIR	LOC117570791|XP_034108529.1|DALB
OG0007557	LOC108160450|XP_017149950.1|DMIR	LOC117569050|XP_034105943.1|DALB
OG0007558	LOC108160207|XP_017149538.1|DMIR	LOC117570958|XP_034108788.1|DALB
OG0007559	LOC108163857|XP_017154861.1|DMIR	LOC117565917|XP_034101176.1|DALB
OG0007560	LOC108153290|XP_017138667.1|DMIR	LOC117570495|XP_034108080.1|DALB
OG0007561	LOC108153106|XP_033242899.1|DMIR	LOC117570021|XP_034107328.1|DALB
OG0007562	LOC108152765|XP_017137828.1|DMIR	LOC117572466|XP_034111201.1|DALB
OG0007563	LOC108151259|XP_017135266.1|DMIR	LOC117567787|XP_034103900.1|DALB
OG0007564	LOC108151983|XP_017136436.1|DMIR	LOC117570035|XP_034107350.1|DALB
OG0007565	LOC108156267|XP_017143124.1|DMIR	LOC117573660|XP_034112879.1|DALB
OG0007566	LOC108159289|XP_017147942.1|DMIR	LOC117572793|XP_034111787.1|DALB
OG0007567	LOC108155650|XP_017142088.1|DMIR	LOC117574264|XP_034113890.1|DALB
OG0007568	LOC108158422|XP_017146189.1|DMIR	LOC117567753|XP_034103832.1|DALB
OG0007569	LOC108159338|XP_017148025.1|DMIR	LOC117572144|XP_034110675.1|DALB
OG0007570	LOC108158420|XP_017146186.1|DMIR	LOC117567276|XP_034103032.1|DALB
OG0007571	LOC108158418|XP_017146183.1|DMIR, LOC117193012|XP_033253622.1|DMIR	LOC117567751|XP_034103831.1|DALB
OG0007572	LOC108161829|XP_017151677.1|DMIR	LOC117570132|XP_034107488.1|DALB
OG0007573	LOC108159561|XP_017148488.1|DMIR	LOC117571779|XP_034110028.1|DALB
OG0007574	LOC108159111|XP_017147581.1|DMIR	LOC117567464|XP_034103372.1|DALB
OG0007575	LOC108160024|XP_017149249.1|DMIR	LOC117566417|XP_034101835.1|DALB
OG0007576	LOC108157466|XP_017145036.1|DMIR	LOC117571585|XP_034109695.1|DALB
OG0007577	LOC108162350|XP_017152545.1|DMIR	LOC117566597|XP_034102033.1|DALB
OG0007578	LOC108161952|XP_017151894.2|DMIR	LOC117566249|XP_034101691.1|DALB
OG0007579	LOC108160116|XP_017149398.1|DMIR	LOC117572775|XP_034111762.1|DALB
OG0007580	LOC108150953|XP_017134776.1|DMIR	LOC117569488|XP_034106560.1|DALB
OG0007581	LOC108162182|XP_017152262.1|DMIR	LOC117563952|XP_034098416.1|DALB
OG0007582	LOC108154698|XP_017140536.1|DMIR	LOC117576399|XP_034117005.1|DALB
OG0007583	LOC108160014|XP_017149236.1|DMIR	LOC117570732|XP_034108445.1|DALB
OG0007584	LOC108153076|XP_017138352.1|DMIR	LOC117577598|XP_034118334.1|DALB
OG0007585	LOC108151005|XP_017134850.1|DMIR	LOC117568580|XP_034105202.1|DALB
OG0007586	LOC108162175|XP_017152257.1|DMIR	LOC117563914|XP_034098368.1|DALB
OG0007587	LOC117185823|XP_033253729.1|DMIR, LOC108159695|XP_017148693.1|DMIR	LOC117568263|XP_034104642.1|DALB
OG0007588	LOC117189024|XP_033249789.1|DMIR	LOC117566043|XP_034101384.1|DALB
OG0007589	LOC108156583|XP_017143609.1|DMIR	LOC117572171|XP_034110715.1|DALB
OG0007590	LOC108151130|XP_017135043.1|DMIR	LOC117567474|XP_034103394.1|DALB
OG0007591	LOC108158811|XP_017146988.1|DMIR	LOC117570153|XP_034107511.1|DALB
OG0007592	LOC108159422|XP_017148177.1|DMIR	LOC117566690|XP_034102128.1|DALB
OG0007593	LOC108152380|XP_017137161.1|DMIR	LOC117578301|XP_034119641.1|DALB
OG0007594	LOC108158814|XP_017146992.1|DMIR	LOC117570154|XP_034107512.1|DALB
OG0007595	LOC108160868|XP_017150619.1|DMIR	LOC117569670|XP_034106808.1|DALB
OG0007596	LOC108151359|XP_017135407.1|DMIR	LOC117568180|XP_034104505.1|DALB
OG0007597	LOC108151640|XP_017135835.1|DMIR	LOC117572624|XP_034111471.1|DALB
OG0007598	LOC108159673|XP_017148649.1|DMIR	LOC117568074|XP_034104333.1|DALB
OG0007599	LOC108152695|XP_017137690.1|DMIR	LOC117570695|XP_034108389.1|DALB
OG0007600	LOC108151966|XP_017136400.1|DMIR	LOC117572489|XP_034111231.1|DALB
OG0007601	LOC108153173|XP_017138468.1|DMIR	LOC117571540|XP_034109622.1|DALB
OG0007602	LOC108152744|XP_017137781.1|DMIR	LOC117568294|XP_034104705.1|DALB
OG0007603	LOC108152740|XP_017137777.1|DMIR	LOC117569912|XP_034107143.1|DALB
OG0007604	LOC108151926|XP_017136335.1|DMIR	LOC117572024|XP_034110465.1|DALB
OG0007605	LOC108151085|XP_017134957.1|DMIR	LOC117567867|XP_034104023.1|DALB
OG0007606	LOC108152220|XP_017136886.1|DMIR	LOC117572603|XP_034111429.1|DALB
OG0007607	LOC108157090|XP_017144443.2|DMIR	LOC117574721|XP_034114535.1|DALB
OG0007608	LOC108151658|XP_017135868.1|DMIR	LOC117571817|XP_034110079.1|DALB
OG0007609	LOC108164535|XP_017155823.1|DMIR	LOC117568381|XP_034104885.1|DALB
OG0007610	LOC108160836|XP_033252355.1|DMIR, LOC117188113|XP_033247344.1|DMIR	LOC117570658|XP_034108334.1|DALB
OG0007611	LOC108164401|XP_033250233.1|DMIR	LOC117573220|XP_034112131.1|DALB
OG0007612	LOC108160832|XP_017150556.1|DMIR	LOC117566862|XP_034102347.1|DALB
OG0007613	LOC108160522|XP_017150067.2|DMIR	LOC117568754|XP_034105471.1|DALB
OG0007614	LOC108151757|XP_017136085.1|DMIR	LOC117571602|XP_034109709.1|DALB
OG0007615	LOC108151970|XP_017136412.1|DMIR	LOC117567584|XP_034103556.1|DALB
OG0007616	LOC108155649|XP_017142087.1|DMIR	LOC117573824|XP_034113142.1|DALB
OG0007617	LOC108153458|XP_017138971.1|DMIR	LOC117569173|XP_034106130.1|DALB
OG0007618	LOC108153772|XP_017139400.1|DMIR	LOC117568059|XP_034104303.1|DALB
OG0007619	LOC108152591|XP_017137536.1|DMIR	LOC117567315|XP_034103097.1|DALB
OG0007620	LOC108151621|XP_017135809.1|DMIR	LOC117567972|XP_034104173.1|DALB
OG0007621	LOC108160549|XP_017150105.1|DMIR	LOC117567003|XP_034102574.1|DALB
OG0007622	LOC108152059|XP_017136553.1|DMIR	LOC117570216|XP_034107602.1|DALB
OG0007623	LOC108152043|XP_017136531.1|DMIR	LOC117572394|XP_034111060.1|DALB
OG0007624	LOC108151904|XP_017136303.1|DMIR	LOC117571803|XP_034110061.1|DALB
OG0007625	LOC108152440|XP_017137267.1|DMIR	LOC117567108|XP_034102780.1|DALB
OG0007626	LOC108151891|XP_017136281.1|DMIR	LOC117572614|XP_034111456.1|DALB
OG0007627	LOC108151890|XP_017136280.1|DMIR	LOC117572613|XP_034111455.1|DALB
OG0007628	LOC108164501|XP_017155763.1|DMIR	LOC117573253|XP_034112224.1|DALB
