Orthogroup	DMIR.longest_only	DFIC.longest_only
OG0010216	LOC108159798|XP_017148851.1|DMIR	LOC108086643|XP_017039109.1|DFIC
OG0010217	LOC108158210|XP_017145921.2|DMIR, LOC117188514|XP_033248406.1|DMIR	LOC108096542|XP_017053718.1|DFIC
OG0010218	LOC108159184|XP_017147725.1|DMIR, LOC117192055|XP_033252662.1|DMIR	LOC108096960|XP_017054420.1|DFIC
OG0010220	LOC108158249|XP_017145974.1|DMIR	LOC108093760|XP_017049518.1|DFIC
OG0010221	LOC108160745|XP_017150427.1|DMIR, LOC117190970|XP_033251848.1|DMIR	LOC108093758|XP_017049516.1|DFIC
OG0010222	LOC108159470|XP_033246224.1|DMIR, LOC117194204|XP_033254757.1|DMIR	LOC108093686|XP_017049355.1|DFIC
OG0010223	LOC108159173|XP_017147708.2|DMIR, LOC117187672|XP_033246218.1|DMIR	LOC108093684|XP_017049353.1|DFIC
OG0010224	LOC108159262|XP_017147895.2|DMIR, LOC117187699|XP_033246302.1|DMIR	LOC108087609|XP_017040536.1|DFIC
OG0010225	LOC108157836|XP_017145529.1|DMIR	LOC108087905|XP_017040971.1|DFIC
OG0010226	LOC108157721|XP_017145378.1|DMIR	LOC108093528|XP_017049110.1|DFIC
OG0010227	LOC108155260|XP_017141447.1|DMIR, LOC108152047|XP_017136542.1|DMIR	LOC108090169|XP_017044231.1|DFIC
OG0010228	LOC108157489|XP_017145075.1|DMIR	LOC108101105|XP_017060807.1|DFIC
OG0010229	LOC108157747|XP_017145417.1|DMIR	LOC108101026|XP_017060682.1|DFIC
OG0010230	LOC108156595|XP_017143625.1|DMIR	LOC108101030|XP_017060688.1|DFIC
OG0010231	LOC108157379|XP_017144898.1|DMIR	LOC108099293|XP_017058176.1|DFIC
OG0010232	LOC108156549|XP_017143557.1|DMIR	LOC108087248|XP_017040038.1|DFIC
OG0010233	LOC108155403|XP_017141689.2|DMIR	LOC108099401|XP_017058396.1|DFIC
OG0010234	LOC108157260|XP_017144727.1|DMIR	LOC108092192|XP_017047208.1|DFIC
OG0010235	LOC108157653|XP_017145293.1|DMIR	LOC108088378|XP_017041614.1|DFIC
OG0010236	LOC108155975|XP_017142653.1|DMIR	LOC108088360|XP_017041596.1|DFIC
OG0010237	LOC108155029|XP_017141077.1|DMIR	LOC108098667|XP_017057242.1|DFIC
OG0010238	LOC108154322|XP_017140070.1|DMIR	LOC108095697|XP_017052357.1|DFIC
OG0010239	LOC108154457|XP_017140217.1|DMIR	LOC108099284|XP_017058164.1|DFIC
OG0010240	LOC108161551|XP_017151322.2|DMIR	LOC108098310|XP_017056611.1|DFIC, LOC108099875|XP_017059052.1|DFIC
OG0010241	LOC108156786|XP_017143950.1|DMIR	LOC108087903|XP_017040969.1|DFIC
OG0010242	LOC108155354|XP_017141605.1|DMIR	LOC108099662|XP_017058786.1|DFIC
OG0010243	LOC108154376|XP_017140129.1|DMIR	LOC108086804|XP_017039333.1|DFIC
OG0010244	LOC117186997|XP_033244425.1|DMIR, LOC108154873|XP_033244426.1|DMIR	LOC108091992|XP_017046905.1|DFIC
OG0010245	LOC108154460|XP_017140221.1|DMIR	LOC108091910|XP_017046783.1|DFIC
OG0010246	LOC108155489|XP_017141803.1|DMIR	LOC108091609|XP_017046379.1|DFIC
OG0010247	LOC108157808|XP_017145492.1|DMIR	LOC108091709|XP_017046535.1|DFIC
OG0010248	LOC108154410|XP_017140171.1|DMIR	LOC108091944|XP_017046821.1|DFIC
OG0010249	LOC108155226|XP_017141402.1|DMIR	LOC108102083|XP_017062224.1|DFIC
OG0010250	LOC117186954|XP_033244281.1|DMIR, LOC117186955|XP_033244282.1|DMIR, LOC117186908|XP_033244124.1|DMIR, LOC117186959|XP_033244286.1|DMIR, LOC108154171|XP_033244278.1|DMIR	LOC108087218|XP_017039981.1|DFIC
OG0010251	LOC108154200|XP_017139906.1|DMIR	LOC108093313|XP_017048785.1|DFIC
OG0010253	LOC117193106|XP_033253719.1|DMIR, LOC108158034|XP_033253702.1|DMIR, LOC117187829|XP_033246586.1|DMIR	LOC108087713|XP_017040722.1|DFIC
OG0010254	LOC108160761|XP_033247520.1|DMIR	LOC108087719|XP_017040728.1|DFIC
OG0010255	LOC108151003|XP_017134846.1|DMIR	LOC108091148|XP_017045672.1|DFIC
OG0010256	LOC108154034|XP_033246021.1|DMIR, LOC117186097|XP_033242085.1|DMIR	LOC108091687|XP_017046504.1|DFIC
OG0010258	LOC108151552|XP_033243646.1|DMIR, LOC108152274|XP_017136984.1|DMIR	LOC108100237|XP_017059503.1|DFIC
OG0010259	LOC108150894|XP_017134693.1|DMIR	LOC108089713|XP_017043550.1|DFIC
OG0010260	LOC108164096|XP_017155173.1|DMIR	LOC108098725|XP_017057333.1|DFIC, LOC108091047|XP_017045533.1|DFIC, LOC108090877|XP_017045303.1|DFIC
OG0010275	LOC108157371|XP_017144889.1|DMIR	LOC108091808|XP_017046666.1|DFIC
OG0010276	LOC108164915|XP_017156392.1|DMIR	LOC108097654|XP_017055573.1|DFIC
OG0010277	LOC108156752|XP_017143902.1|DMIR	LOC108087275|XP_017040069.1|DFIC
OG0010279	LOC108154721|XP_017140572.1|DMIR	LOC108095903|XP_017052713.1|DFIC
OG0010281	LOC108152713|XP_017137736.1|DMIR	LOC108099086|XP_017057891.1|DFIC
OG0010282	LOC108154753|XP_033245955.1|DMIR	LOC108088409|XP_017041655.1|DFIC
OG0010283	LOC108155419|XP_017141708.2|DMIR	LOC108096723|XP_017054056.1|DFIC
OG0010284	LOC108157629|XP_017145257.1|DMIR	LOC108086527|XP_017038945.1|DFIC
OG0010285	LOC108155435|XP_017141736.2|DMIR	LOC108095755|XP_017052437.1|DFIC
OG0010286	LOC108157654|XP_017145294.1|DMIR	LOC108088383|XP_017041621.1|DFIC
OG0010287	LOC108155201|XP_017141364.1|DMIR	LOC108099484|XP_017058532.1|DFIC
OG0010288	LOC108157197|XP_017144618.2|DMIR	LOC108087933|XP_017041010.1|DFIC
OG0010289	LOC108153838|XP_033245525.1|DMIR	LOC108095926|XP_017052749.1|DFIC
OG0010290	LOC108154796|XP_017140676.1|DMIR	LOC108099324|XP_017058248.1|DFIC
OG0010291	LOC108155854|XP_033244634.1|DMIR	LOC108099264|XP_017058128.1|DFIC
OG0010292	LOC108154765|XP_017140637.1|DMIR	LOC108097607|XP_017055504.1|DFIC
OG0010293	LOC108163513|XP_017154334.1|DMIR	LOC108092380|XP_017047414.1|DFIC
OG0010294	LOC108161120|XP_033248745.1|DMIR	LOC108093401|XP_017048919.1|DFIC
OG0010295	LOC108164244|XP_017155368.1|DMIR	LOC108093420|XP_017048954.1|DFIC
OG0010297	LOC108158367|XP_017146109.1|DMIR, LOC117192914|XP_033253541.1|DMIR	LOC108090414|XP_017044559.1|DFIC
OG0010298	LOC108158261|XP_017145986.1|DMIR	LOC108093663|XP_017049332.1|DFIC
OG0010299	LOC108159790|XP_017148842.1|DMIR	LOC108101510|XP_017061360.1|DFIC
OG0010300	LOC117193024|XP_033253633.1|DMIR	LOC108086386|XP_017038777.1|DFIC
OG0010301	LOC108154362|XP_017140116.1|DMIR	LOC108091740|XP_017046573.1|DFIC
OG0010302	LOC108159430|XP_017148190.1|DMIR, LOC117190094|XP_033251072.1|DMIR	LOC108094835|XP_017051123.1|DFIC
OG0010303	LOC117187720|XP_033246359.1|DMIR	LOC108090657|XP_017044925.1|DFIC
OG0010304	LOC108152395|XP_017137185.2|DMIR	LOC108097874|XP_017055899.1|DFIC
OG0010305	LOC108164777|XP_017156187.1|DMIR	LOC108098024|XP_017056165.1|DFIC
OG0010306	LOC108159907|XP_017149031.1|DMIR	LOC108098030|XP_017056173.1|DFIC
OG0010307	LOC108154335|XP_017140088.1|DMIR	LOC108092898|XP_017048235.1|DFIC
OG0010309	LOC108151649|XP_017135857.1|DMIR	LOC108099327|XP_017058271.1|DFIC
OG0010310	LOC108151460|XP_017135570.1|DMIR	LOC108097291|XP_017054992.1|DFIC
OG0010311	LOC108164907|XP_017156374.1|DMIR	LOC108094652|XP_017050854.1|DFIC
OG0010312	LOC108165045|XP_017156572.1|DMIR	LOC108094277|XP_017050259.1|DFIC
OG0010313	LOC108150816|XP_017134610.2|DMIR	LOC108088827|XP_017042284.1|DFIC
OG0010314	LOC108151588|XP_017135760.1|DMIR	LOC108102200|XP_017062391.1|DFIC
OG0010315	LOC108151018|XP_017134870.1|DMIR	LOC108097451|XP_017055212.1|DFIC
OG0010316	LOC108159143|XP_033250474.1|DMIR, LOC108157973|XP_033246205.1|DMIR	LOC108090247|XP_017044332.1|DFIC
OG0010317	LOC108152425|XP_017137235.1|DMIR	LOC108097012|XP_017054499.1|DFIC
OG0010318	LOC108152345|XP_017137098.1|DMIR	LOC108095522|XP_017052128.1|DFIC
OG0010319	LOC108151452|XP_017135563.1|DMIR	LOC108097076|XP_017054606.1|DFIC
OG0010320	LOC108165584|XP_017157149.1|DMIR	LOC108091258|XP_017045862.1|DFIC
OG0010321	LOC108153708|XP_017139324.2|DMIR	LOC108096155|XP_017053025.1|DFIC
OG0010322	LOC108150934|XP_017134753.1|DMIR	LOC108096219|XP_017053093.1|DFIC
OG0010323	LOC108165595|XP_017157158.1|DMIR	LOC108099139|XP_017057967.1|DFIC
OG0010324	LOC108165230|XP_033243909.1|DMIR	LOC108100329|XP_017059625.1|DFIC
OG0010325	LOC108151604|XP_017135780.1|DMIR	LOC108086974|XP_017039578.1|DFIC
OG0010326	LOC108150968|XP_017134792.1|DMIR	LOC108099227|XP_017058092.1|DFIC
OG0010327	LOC108165445|XP_033243201.1|DMIR	LOC108088940|XP_017042452.1|DFIC
OG0010328	LOC108153717|XP_017139333.1|DMIR	LOC108089363|XP_017043030.1|DFIC
OG0010329	LOC108165376|XP_017156902.1|DMIR	LOC108089344|XP_017043014.1|DFIC
OG0010330	LOC108165515|XP_017157060.1|DMIR	LOC108099773|XP_017058891.1|DFIC
OG0010331	LOC108151258|XP_017135265.1|DMIR	LOC108099960|XP_017059131.1|DFIC
OG0010332	LOC108155790|XP_017142354.1|DMIR	LOC108094578|XP_017050684.1|DFIC
OG0010333	LOC108162687|XP_017153025.1|DMIR	LOC108088200|XP_017041389.1|DFIC
OG0010334	LOC108162710|XP_017153059.1|DMIR	LOC108102097|XP_017062240.1|DFIC
OG0010335	LOC108159887|XP_017149006.1|DMIR	LOC108098101|XP_017056300.1|DFIC
OG0010336	LOC108165570|XP_017157133.1|DMIR	LOC108097220|XP_017054857.1|DFIC
OG0010337	LOC108151269|XP_017135280.1|DMIR	LOC108095562|XP_017052199.1|DFIC
OG0010338	LOC108165033|XP_017156562.1|DMIR	LOC108094665|XP_017050865.1|DFIC
OG0010339	LOC108153718|XP_017139335.1|DMIR	LOC108091888|XP_017046761.1|DFIC
OG0010340	LOC108164809|XP_017156218.1|DMIR	LOC108092971|XP_017048348.1|DFIC
OG0010341	LOC108164808|XP_017156217.1|DMIR	LOC108092968|XP_017048346.1|DFIC
OG0010342	LOC108152789|XP_033251937.1|DMIR	LOC108101710|XP_017061638.1|DFIC
OG0010343	LOC108164612|XP_017155941.1|DMIR	LOC108098824|XP_017057469.1|DFIC
OG0010344	LOC108165264|XP_017156789.1|DMIR	LOC108091257|XP_017045861.1|DFIC
OG0010345	LOC108152646|XP_017137630.1|DMIR	LOC108097556|XP_017055413.1|DFIC
OG0010346	LOC108153762|XP_017139390.1|DMIR	LOC108097045|XP_017054567.1|DFIC
OG0010347	LOC108165107|XP_017156654.1|DMIR	LOC108092784|XP_017048030.1|DFIC
OG0010348	LOC117192472|XP_033253056.1|DMIR, LOC117192473|XP_033253057.1|DMIR, LOC108159986|XP_017149180.1|DMIR	LOC108090433|XP_017044599.1|DFIC
OG0010349	LOC108165518|XP_017157064.1|DMIR	LOC108091287|XP_017045897.1|DFIC
OG0010350	LOC108152801|XP_017137879.1|DMIR	LOC108091307|XP_017045917.1|DFIC
OG0010351	LOC108164676|XP_017156020.1|DMIR	LOC108091118|XP_017045635.1|DFIC
OG0010352	LOC108165124|XP_017156676.1|DMIR	LOC108097014|XP_017054502.1|DFIC
OG0010353	LOC108157618|XP_033252000.1|DMIR	LOC108097775|XP_017055791.1|DFIC
OG0010354	LOC108164558|XP_017155864.1|DMIR	LOC108097154|XP_017054765.1|DFIC
OG0010355	LOC108165091|XP_017156633.1|DMIR	LOC108092863|XP_017048186.1|DFIC
OG0010356	LOC108151612|XP_017135798.1|DMIR	LOC108088566|XP_017041902.1|DFIC
OG0010357	LOC108159314|XP_017147981.1|DMIR	LOC108097781|XP_017055800.1|DFIC
OG0010358	LOC108165166|XP_017156729.1|DMIR	LOC108097965|XP_017056068.1|DFIC
OG0010359	LOC108165249|XP_017156776.1|DMIR	LOC108097047|XP_017054569.1|DFIC
OG0010360	LOC108150767|XP_017134550.1|DMIR	LOC108097052|XP_017054576.1|DFIC
OG0010361	LOC108150768|XP_017134551.1|DMIR	LOC108097040|XP_017054558.1|DFIC
OG0010362	LOC108153609|XP_017139196.1|DMIR	LOC108097048|XP_017054571.1|DFIC
OG0010363	LOC108165520|XP_017157107.2|DMIR	LOC108088731|XP_017042170.1|DFIC
OG0010364	LOC108165141|XP_017156698.1|DMIR	LOC108097682|XP_017055637.1|DFIC
OG0010365	LOC108165095|XP_017156637.1|DMIR	LOC108098039|XP_017056193.1|DFIC
OG0010366	LOC108158307|XP_017146039.1|DMIR, LOC117191203|XP_033252028.1|DMIR	LOC108097927|XP_017055969.1|DFIC
OG0010367	LOC108161926|XP_017151842.2|DMIR	LOC108097450|XP_017055211.1|DFIC
OG0010368	LOC108161959|XP_017151910.2|DMIR	LOC108097397|XP_017055142.1|DFIC
OG0010369	LOC108151390|XP_017135465.1|DMIR	LOC108097365|XP_017055099.1|DFIC
OG0010370	LOC108165243|XP_033254962.1|DMIR	LOC108097442|XP_017055201.1|DFIC
OG0010371	LOC108165109|XP_017156656.1|DMIR	LOC108097779|XP_017055795.1|DFIC
OG0010372	LOC108152215|XP_017136877.1|DMIR	LOC108102201|XP_017062393.1|DFIC
OG0010373	LOC108152195|XP_017136842.1|DMIR	LOC108102198|XP_017062389.1|DFIC
OG0010374	LOC108164778|XP_017156188.1|DMIR	LOC108098020|XP_017056162.1|DFIC
OG0010375	LOC108164776|XP_017156186.1|DMIR	LOC108098022|XP_017056164.1|DFIC
OG0010376	LOC117188943|XP_033249501.1|DMIR	LOC108094635|XP_017050815.1|DFIC
OG0010377	LOC108165038|XP_033246881.1|DMIR	LOC108101435|XP_017061252.1|DFIC
OG0010378	LOC108164900|XP_017156356.1|DMIR	LOC108097036|XP_017054546.1|DFIC
OG0010379	LOC108165014|XP_017156541.1|DMIR	LOC108101631|XP_017061534.1|DFIC
OG0010380	LOC108165105|XP_017156651.1|DMIR	LOC108095360|XP_017051930.1|DFIC
OG0010381	LOC108151877|XP_017136266.1|DMIR	LOC108095291|XP_017051821.1|DFIC
OG0010382	LOC108151461|XP_017135575.1|DMIR	LOC108095283|XP_017051814.1|DFIC
OG0010383	LOC108165505|XP_017157054.1|DMIR	LOC108095278|XP_017051809.1|DFIC
OG0010384	LOC108152908|XP_017138049.1|DMIR	LOC108097350|XP_017055074.1|DFIC
OG0010385	LOC108161414|XP_017151157.1|DMIR	LOC108101021|XP_017060680.1|DFIC
OG0010386	LOC108164037|XP_017155103.1|DMIR	LOC108098258|XP_017056547.1|DFIC
OG0010387	LOC108162438|XP_017152661.1|DMIR	LOC108090065|XP_017044061.1|DFIC
OG0010388	LOC108163047|XP_017153604.1|DMIR	LOC108089267|XP_017042926.1|DFIC
OG0010389	LOC108162550|XP_017152825.1|DMIR	LOC108097848|XP_017055867.1|DFIC
OG0010390	LOC108163450|XP_017154227.1|DMIR	LOC108094439|XP_017050498.1|DFIC
OG0010391	LOC108162568|XP_017152857.1|DMIR	LOC108094436|XP_017050496.1|DFIC
OG0010392	LOC108161443|XP_017151194.1|DMIR	LOC108093994|XP_017049941.1|DFIC, LOC108093456|XP_017049020.1|DFIC
OG0010393	LOC108164193|XP_017155302.1|DMIR	LOC108092337|XP_017047361.1|DFIC
OG0010394	LOC108162847|XP_017153280.1|DMIR	LOC108094369|XP_017050402.1|DFIC
OG0010395	LOC108161464|XP_017151217.1|DMIR	LOC108095635|XP_017052292.1|DFIC, LOC108098375|XP_017056724.1|DFIC
OG0010396	LOC108161654|XP_017151445.2|DMIR	LOC108098719|XP_017057327.1|DFIC
OG0010397	LOC108161645|XP_017151436.1|DMIR	LOC108092613|XP_017047741.1|DFIC
OG0010398	LOC108161475|XP_017151232.1|DMIR	LOC108092633|XP_017047760.1|DFIC
OG0010399	LOC108163436|XP_017154210.1|DMIR	LOC108092724|XP_017047942.1|DFIC
OG0010400	LOC108162877|XP_017153319.1|DMIR	LOC108092602|XP_017047731.1|DFIC
OG0010401	LOC108162872|XP_017153313.1|DMIR	LOC108092659|XP_017047809.1|DFIC
OG0010402	LOC108163006|XP_033249825.1|DMIR	LOC108101210|XP_017060947.1|DFIC
OG0010403	LOC108162258|XP_017152395.1|DMIR	LOC108101186|XP_017060917.1|DFIC
OG0010404	LOC108163408|XP_017154161.1|DMIR	LOC108098297|XP_017056596.1|DFIC
OG0010405	LOC108163409|XP_017154163.1|DMIR	LOC108098368|XP_017056707.1|DFIC
OG0010406	LOC108163411|XP_017154166.1|DMIR	LOC108098302|XP_017056601.1|DFIC
OG0010407	LOC108161233|XP_017150946.1|DMIR	LOC108092993|XP_017048378.1|DFIC
OG0010408	LOC108162219|XP_017152328.2|DMIR, LOC108161213|XP_017150924.1|DMIR	LOC108094489|XP_017050567.1|DFIC
OG0010409	LOC108163690|XP_017154610.1|DMIR	LOC108101368|XP_017061170.1|DFIC
OG0010410	LOC108161139|XP_017150850.1|DMIR	LOC108094550|XP_017050647.1|DFIC
OG0010411	LOC108162241|XP_017152366.1|DMIR	LOC108100367|XP_017059696.1|DFIC
OG0010412	LOC108161479|XP_017151237.1|DMIR	LOC108089795|XP_017043680.1|DFIC, LOC108098842|XP_017057495.1|DFIC
OG0010413	LOC108161270|XP_017150979.1|DMIR	LOC108092417|XP_017047474.1|DFIC
OG0010414	LOC108163354|XP_017154085.1|DMIR	LOC108092422|XP_017047478.1|DFIC
OG0010415	LOC108162620|XP_017152933.1|DMIR	LOC108100121|XP_017059363.1|DFIC
OG0010416	LOC108161492|XP_017151255.2|DMIR	LOC108100011|XP_017059207.1|DFIC
OG0010417	LOC108163216|XP_017153860.2|DMIR	LOC108100013|XP_017059209.1|DFIC
OG0010418	LOC108163573|XP_017154429.1|DMIR	LOC108100081|XP_017059311.1|DFIC
OG0010419	LOC108163284|XP_017153974.2|DMIR	LOC108100111|XP_017059349.1|DFIC
OG0010420	LOC108161887|XP_017151770.2|DMIR	LOC108098280|XP_017056571.1|DFIC
OG0010421	LOC108161547|XP_017151319.1|DMIR	LOC108094128|XP_017050040.1|DFIC
OG0010422	LOC108161691|XP_017151492.2|DMIR	LOC108101376|XP_017061177.1|DFIC
OG0010423	LOC108164010|XP_017155067.1|DMIR	LOC108089131|XP_017042736.1|DFIC
OG0010424	LOC108164241|XP_017155365.2|DMIR	LOC108100832|XP_017060391.1|DFIC
OG0010425	LOC108164226|XP_017155345.1|DMIR	LOC108095068|XP_017051480.1|DFIC
OG0010426	LOC108161511|XP_017151277.1|DMIR	LOC108095075|XP_017051487.1|DFIC
OG0010427	LOC108161882|XP_033248852.1|DMIR	LOC108089794|XP_017043679.1|DFIC
OG0010428	LOC108162752|XP_017153120.2|DMIR	LOC108089942|XP_017043921.1|DFIC
OG0010429	LOC108162950|XP_017153434.1|DMIR	LOC108100823|XP_017060380.1|DFIC
OG0010430	LOC108161595|XP_017151371.1|DMIR	LOC108094123|XP_017050034.1|DFIC
OG0010431	LOC108163889|XP_017154897.1|DMIR	LOC108092534|XP_017047648.1|DFIC
OG0010432	LOC108163823|XP_017154800.1|DMIR	LOC108092535|XP_017047649.1|DFIC
OG0010433	LOC108161618|XP_017151406.1|DMIR	LOC108092528|XP_017047640.1|DFIC
OG0010434	LOC108162323|XP_017152496.1|DMIR	LOC108092463|XP_017047540.1|DFIC
OG0010435	LOC108161965|XP_017151913.1|DMIR	LOC108089832|XP_017043734.1|DFIC
OG0010436	LOC108161343|XP_017151068.1|DMIR	LOC108100017|XP_017059213.1|DFIC
OG0010437	LOC108163461|XP_017154246.2|DMIR	LOC108088207|XP_017041397.1|DFIC
OG0010438	LOC108154385|XP_017140138.1|DMIR, LOC108162401|XP_017152614.1|DMIR	LOC108094363|XP_017050392.1|DFIC
OG0010439	LOC108162305|XP_017152462.1|DMIR	LOC108094360|XP_017050388.1|DFIC
OG0010440	LOC108161470|XP_017151225.1|DMIR	LOC108101142|XP_017060854.1|DFIC
OG0010441	LOC108164141|XP_017155234.1|DMIR	LOC108098271|XP_017056563.1|DFIC
OG0010442	LOC108157720|XP_017145377.1|DMIR	LOC108088080|XP_017041221.1|DFIC
OG0010443	LOC108161575|XP_017151352.2|DMIR	LOC108098434|XP_017056815.1|DFIC
OG0010444	LOC108164265|XP_033249853.1|DMIR	LOC108098433|XP_017056814.1|DFIC
OG0010445	LOC108164200|XP_033249689.1|DMIR	LOC108092314|XP_017047338.1|DFIC
OG0010446	LOC108164232|XP_017155352.1|DMIR	LOC108091422|XP_017046102.1|DFIC
OG0010447	LOC108165606|XP_017157171.1|DMIR	LOC108089071|XP_017042668.1|DFIC
OG0010448	LOC108153414|XP_017138904.1|DMIR	LOC108089754|XP_017043633.1|DFIC
OG0010449	LOC108150771|XP_017134554.1|DMIR	LOC108089328|XP_017042994.1|DFIC
OG0010450	LOC108152187|XP_017136824.1|DMIR	LOC108100178|XP_017059436.1|DFIC
OG0010451	LOC108153752|XP_017139371.1|DMIR	LOC108100701|XP_017060215.1|DFIC
OG0010452	LOC108152287|XP_017136994.1|DMIR	LOC108096344|XP_017053380.1|DFIC
OG0010453	LOC108153471|XP_017138991.1|DMIR	LOC108096308|XP_017053283.1|DFIC
OG0010454	LOC108152888|XP_017138016.1|DMIR	LOC108089404|XP_017043083.1|DFIC
OG0010455	LOC108151239|XP_017135228.1|DMIR	LOC108087439|XP_017040281.1|DFIC
OG0010456	LOC108165323|XP_017156846.1|DMIR	LOC108099744|XP_017058858.1|DFIC
OG0010457	LOC108150863|XP_017134654.1|DMIR	LOC108096213|XP_017053090.1|DFIC
OG0010458	LOC108165385|XP_033243471.1|DMIR	LOC108096176|XP_017053049.1|DFIC
OG0010459	LOC108165388|XP_017156914.2|DMIR	LOC108096179|XP_017053051.1|DFIC
OG0010460	LOC108153782|XP_017139413.1|DMIR	LOC108096151|XP_017053022.1|DFIC
OG0010461	LOC108153386|XP_017138849.1|DMIR	LOC108096193|XP_017053066.1|DFIC
OG0010462	LOC108152100|XP_017136640.1|DMIR	LOC108099160|XP_017057994.1|DFIC
OG0010463	LOC108151315|XP_017135343.1|DMIR	LOC108089369|XP_017043034.1|DFIC
OG0010464	LOC108151293|XP_017135318.1|DMIR	LOC108089348|XP_017043018.1|DFIC
OG0010465	LOC108151313|XP_017135341.1|DMIR	LOC108089544|XP_017043370.1|DFIC
OG0010466	LOC108153734|XP_017139352.1|DMIR	LOC108089321|XP_017042987.1|DFIC
OG0010467	LOC108165379|XP_017156905.1|DMIR	LOC108089650|XP_017043508.1|DFIC
OG0010468	LOC108151954|XP_017136381.1|DMIR	LOC108088237|XP_017041437.1|DFIC
OG0010469	LOC108151917|XP_017136320.1|DMIR	LOC108100236|XP_017059502.1|DFIC
OG0010470	LOC108151973|XP_017136416.1|DMIR	LOC108096301|XP_017053269.1|DFIC
OG0010471	LOC108153093|XP_017138363.1|DMIR	LOC108096372|XP_017053413.1|DFIC
OG0010472	LOC108165509|XP_017157055.1|DMIR	LOC108099239|XP_017058103.1|DFIC
OG0010473	LOC108150912|XP_017134726.2|DMIR	LOC108089697|XP_017043533.1|DFIC
OG0010474	LOC108165501|XP_017157048.1|DMIR	LOC108093058|XP_017048455.1|DFIC
OG0010475	LOC108165349|XP_033242451.1|DMIR	LOC108093105|XP_017048532.1|DFIC
OG0010476	LOC108153439|XP_017138936.1|DMIR	LOC108087540|XP_017040438.1|DFIC
OG0010477	LOC108151651|XP_017135859.1|DMIR	LOC108099351|XP_017058323.1|DFIC
OG0010478	LOC108151603|XP_017135778.1|DMIR	LOC108086960|XP_017039561.1|DFIC
OG0010479	LOC108153697|XP_017139311.1|DMIR	LOC108086989|XP_017039610.1|DFIC
OG0010480	LOC108161433|XP_017151185.1|DMIR	LOC108099763|XP_017058881.1|DFIC
OG0010481	LOC108152399|XP_017137187.1|DMIR	LOC108099880|XP_017059022.1|DFIC
OG0010482	LOC108151334|XP_017135376.1|DMIR	LOC108089585|XP_017043431.1|DFIC
OG0010483	LOC108151138|XP_017135052.1|DMIR	LOC108087460|XP_017040311.1|DFIC
OG0010484	LOC108153666|XP_017139269.1|DMIR	LOC108088750|XP_017042187.1|DFIC
OG0010485	LOC108152509|XP_017137388.1|DMIR	LOC108100713|XP_017060233.1|DFIC
OG0010486	LOC108150851|XP_033243481.1|DMIR	LOC108088831|XP_017042287.1|DFIC
OG0010487	LOC108152221|XP_017136891.1|DMIR	LOC108100162|XP_017059414.1|DFIC
OG0010488	LOC108151255|XP_017135260.1|DMIR	LOC108099906|XP_017059056.1|DFIC
OG0010489	LOC108165556|XP_017157118.1|DMIR	LOC108086888|XP_017039438.1|DFIC
OG0010490	LOC108158435|XP_017146207.2|DMIR	LOC108096588|XP_017053776.1|DFIC
OG0010491	LOC108158016|XP_017145648.1|DMIR	LOC108090688|XP_017044963.1|DFIC
OG0010492	LOC108165344|XP_033242066.1|DMIR	LOC108088268|XP_017041475.1|DFIC
OG0010493	LOC108165611|XP_017157176.1|DMIR	LOC108099765|XP_017058883.1|DFIC
OG0010494	LOC108153770|XP_017139397.1|DMIR	LOC108088808|XP_017042268.1|DFIC
OG0010495	LOC108153250|XP_017138588.1|DMIR	LOC108095453|XP_017052057.1|DFIC
OG0010496	LOC108152433|XP_017137254.2|DMIR	LOC108095421|XP_017052015.1|DFIC
OG0010497	LOC108165305|XP_017156828.2|DMIR	LOC108095406|XP_017051979.1|DFIC
OG0010498	LOC108160965|XP_017150750.1|DMIR	LOC108090556|XP_017044786.1|DFIC
OG0010499	LOC108160303|XP_017149705.1|DMIR	LOC108095133|XP_017051561.1|DFIC
OG0010500	LOC117188455|XP_033248249.1|DMIR, LOC108158008|XP_017145640.2|DMIR	LOC108095103|XP_017051529.1|DFIC
OG0010501	LOC108157976|XP_017145611.1|DMIR	LOC108101446|XP_017061272.1|DFIC
OG0010502	LOC108151691|XP_033242154.1|DMIR	LOC108096167|XP_017053038.1|DFIC
OG0010503	LOC108158292|XP_017146017.1|DMIR	LOC108086649|XP_017039116.1|DFIC
OG0010504	LOC117187901|XP_033246729.1|DMIR, LOC108160960|XP_017150742.1|DMIR	LOC108094729|XP_017050964.1|DFIC
OG0010505	LOC117193172|XP_033253798.1|DMIR	LOC108101508|XP_017061357.1|DFIC
OG0010506	LOC117190222|XP_033251161.1|DMIR, LOC108160115|XP_017149397.1|DMIR	LOC108094204|XP_017050150.1|DFIC
OG0010507	LOC117187845|XP_033246609.1|DMIR, LOC108158335|XP_017146064.2|DMIR	LOC108090670|XP_017044941.1|DFIC
OG0010508	LOC108160535|XP_017150086.1|DMIR	LOC108101410|XP_017061225.1|DFIC
OG0010509	LOC117190087|XP_033251059.1|DMIR, LOC108160034|XP_017149264.1|DMIR	LOC108093600|XP_017049214.1|DFIC
OG0010510	LOC108158244|XP_017145966.1|DMIR	LOC108093666|XP_017049334.1|DFIC
OG0010511	LOC108159608|XP_033254461.1|DMIR, LOC117188118|XP_033247351.1|DMIR	LOC108093611|XP_017049227.1|DFIC
