Orthogroup	DMIR.longest_only	DYAK.longest_only
OG0008788	LOC108153088|XP_017138357.1|DMIR	LOC6533126|XP_002093852.2|DYAK
OG0008789	LOC108153739|XP_017139358.1|DMIR	LOC6532370|XP_002093122.1|DYAK
OG0008790	LOC117190023|XP_033251003.1|DMIR, LOC117187730|XP_033246406.1|DMIR, LOC117188054|XP_033247175.1|DMIR, LOC117188079|XP_033247292.1|DMIR, LOC117190389|XP_033251357.1|DMIR, LOC117188025|XP_033247052.1|DMIR, LOC108158391|XP_017146137.2|DMIR, LOC117188049|XP_033247155.1|DMIR	LOC6528617|XP_002089660.2|DYAK
OG0008791	LOC117192080|XP_033252674.1|DMIR, LOC108159306|XP_017147967.1|DMIR	LOC6531158|XP_002091987.1|DYAK
OG0008792	LOC117192859|XP_033253504.1|DMIR, LOC108160047|XP_017149280.1|DMIR	LOC6530516|XP_002091431.1|DYAK
OG0008793	LOC108159346|XP_017148042.1|DMIR	LOC6529057|XP_002090085.1|DYAK
OG0008794	LOC108163541|XP_017154387.1|DMIR	LOC6529542|XP_002090540.1|DYAK
OG0008795	LOC108157699|XP_017145357.1|DMIR	LOC6537242|XP_002097800.1|DYAK
OG0008796	LOC108157832|XP_017145524.1|DMIR, LOC108154363|XP_017140117.1|DMIR	LOC6538449|XP_002098973.1|DYAK
OG0008797	LOC108155325|XP_017141549.2|DMIR	LOC6537272|XP_002097830.1|DYAK
OG0008798	LOC108154063|XP_017139643.1|DMIR, LOC108157852|XP_017145545.1|DMIR	LOC6538920|XP_015049116.1|DYAK, LOC6538919|XP_002099423.2|DYAK
OG0008799	LOC108159129|XP_017147610.1|DMIR	LOC6528478|XP_002089524.1|DYAK
OG0008805	LOC108164603|XP_033251709.1|DMIR	LOC6525690|XP_002101512.1|DYAK
OG0008806	LOC117186230|XP_033242560.1|DMIR	LOC6524888|XP_002100728.1|DYAK
OG0008807	LOC108152064|XP_017136578.1|DMIR	LOC6524972|XP_015046009.1|DYAK
OG0008808	LOC108158725|XP_017146802.1|DMIR	LOC6524590|XP_039226439.1|DYAK
OG0008809	LOC108157529|XP_017145121.1|DMIR	LOC6538669|XP_002099189.1|DYAK
OG0008811	LOC108155127|XP_017141259.1|DMIR	LOC26536173|XP_015048197.1|DYAK
OG0008813	LOC108153949|XP_033245234.1|DMIR	LOC6536419|XP_015047741.1|DYAK
OG0008814	LOC108160427|XP_017149917.1|DMIR	LOC6531954|XP_002092740.1|DYAK
OG0008815	LOC108165530|XP_017157090.1|DMIR	LOC26535265|XP_015050101.1|DYAK
OG0008816	LOC108165435|XP_017156963.1|DMIR	LOC6534383|XP_002095061.1|DYAK
OG0008819	LOC108158425|XP_017146194.1|DMIR	LOC6530789|XP_039228339.1|DYAK
OG0008820	LOC108164048|XP_017155114.1|DMIR	LOC6527867|XP_002088939.1|DYAK
OG0008821	LOC108156511|XP_033251162.1|DMIR	LOC6526177|XP_039233651.1|DYAK
OG0008822	LOC108163844|XP_017154849.1|DMIR	LOC6528028|XP_002089095.1|DYAK
OG0008824	LOC108160663|XP_033248059.1|DMIR	LOC6533981|XP_002094676.2|DYAK
OG0008825	LOC108150884|XP_017134682.1|DMIR	LOC6533975|XP_002094670.1|DYAK
OG0008826	LOC108164083|XP_033250040.1|DMIR, LOC117189140|XP_033250070.1|DMIR, LOC108154214|XP_017139928.1|DMIR, LOC108154851|XP_033245724.1|DMIR, LOC108155183|XP_017141343.1|DMIR, LOC117187356|XP_033245737.1|DMIR, LOC117187074|XP_033244803.1|DMIR	LOC6535992|XP_039231957.1|DYAK
OG0008829	LOC108157595|XP_017145215.1|DMIR	LOC6524487|XP_002100344.1|DYAK
OG0008830	LOC108165470|XP_017157013.1|DMIR	LOC120320586|XP_039226588.1|DYAK
OG0008831	LOC108164553|XP_017155861.1|DMIR	LOC6524466|XP_039233535.1|DYAK
OG0008832	LOC108164524|XP_017155806.1|DMIR	LOC6524467|XP_002100324.1|DYAK
OG0008833	LOC108164693|XP_017156054.1|DMIR	LOC6525341|XP_002101177.1|DYAK
OG0008834	LOC108157143|XP_017144536.1|DMIR	LOC6538583|XP_002099105.1|DYAK
OG0008835	LOC108155917|XP_017142557.1|DMIR	LOC26536318|XP_015047356.2|DYAK
OG0008836	LOC108159720|XP_017148730.1|DMIR	LOC6528672|XP_015054310.1|DYAK
OG0008837	LOC108160179|XP_017149491.1|DMIR, LOC117190853|XP_033251771.1|DMIR	LOC6531308|XP_002092112.1|DYAK
OG0008838	LOC108162245|XP_017152380.1|DMIR	LOC6527893|XP_002088965.1|DYAK
OG0008839	LOC108159104|XP_017147566.1|DMIR, LOC117189848|XP_033250811.1|DMIR	LOC6530174|XP_002091114.2|DYAK
OG0008840	LOC108163496|XP_017154309.2|DMIR	LOC6529825|XP_002090806.1|DYAK
OG0008841	LOC108150815|XP_017134608.1|DMIR	LOC6532798|XP_002093535.1|DYAK
OG0008842	LOC108158035|XP_033246582.1|DMIR	LOC6531846|XP_002092633.1|DYAK
OG0008843	LOC108151181|XP_017135103.1|DMIR	LOC6532810|XP_002093547.1|DYAK
OG0008845	LOC108163968|XP_017155013.1|DMIR	LOC6529011|XP_002090043.1|DYAK
OG0008846	LOC108163953|XP_017154991.1|DMIR, LOC108163954|XP_017154992.1|DMIR	LOC6535005|XP_002095675.3|DYAK
OG0008847	LOC108155596|XP_017142007.1|DMIR	LOC6536147|XP_002096748.3|DYAK
OG0008848	LOC108159989|XP_017149186.1|DMIR, LOC117193344|XP_033253957.1|DMIR	LOC6531356|XP_002092159.2|DYAK
OG0008849	LOC108155963|XP_017142637.1|DMIR	LOC6525389|XP_039226113.1|DYAK
OG0008850	LOC108158374|XP_017146117.2|DMIR, LOC117190412|XP_033251380.1|DMIR, LOC108160930|XP_017150707.1|DMIR, LOC108157732|XP_017145396.2|DMIR	LOC6530738|XP_002091628.1|DYAK
OG0008851	LOC108164281|XP_017155419.1|DMIR	LOC6527149|XP_002088243.1|DYAK
OG0008852	LOC108157958|XP_017145592.1|DMIR	LOC6528559|XP_002089603.1|DYAK
OG0008854	LOC108162677|XP_017153008.1|DMIR	LOC6526360|XP_002087482.1|DYAK
OG0008855	LOC108157017|XP_017144316.1|DMIR	LOC6526019|XP_002101836.1|DYAK
OG0008856	LOC108164488|XP_017155742.1|DMIR	LOC6523702|XP_015046746.1|DYAK
OG0008857	LOC108152706|XP_017137717.1|DMIR	LOC6533313|XP_002094039.2|DYAK
OG0008858	LOC108155976|XP_017142654.1|DMIR	LOC6535471|XP_002096102.2|DYAK
OG0008859	LOC108153303|XP_017138696.1|DMIR	LOC6533547|XP_002094257.1|DYAK
OG0008860	LOC108156416|XP_017143352.1|DMIR	LOC6538828|XP_002099341.1|DYAK
OG0008861	LOC108160893|XP_017150651.1|DMIR	LOC6528653|XP_002089695.1|DYAK
OG0008862	LOC108155251|XP_033245113.1|DMIR	LOC6536665|XP_002097237.1|DYAK
OG0008863	LOC108163910|XP_017154927.1|DMIR	LOC6528949|XP_002089981.1|DYAK
OG0008864	LOC117185776|XP_017150554.1|DMIR, LOC117192986|XP_033253606.1|DMIR, LOC108160831|XP_033253605.1|DMIR	LOC6530551|XP_002091466.2|DYAK
OG0008865	LOC108162293|XP_017152443.1|DMIR	LOC6527342|XP_002088434.1|DYAK
OG0008866	LOC108161843|XP_033249772.1|DMIR	LOC6526254|XP_002087376.1|DYAK
OG0008867	LOC108153436|XP_017138934.1|DMIR	LOC6525350|XP_002101186.1|DYAK
OG0008868	LOC108160954|XP_017150734.1|DMIR, LOC117193592|XP_033254221.1|DMIR	LOC6528687|XP_002089729.1|DYAK
OG0008869	LOC108151432|XP_017135516.1|DMIR	LOC6535199|XP_002095858.2|DYAK
OG0008870	LOC108152736|XP_017137770.1|DMIR	LOC6534982|XP_002095652.1|DYAK
OG0008871	LOC108153000|XP_017138229.1|DMIR	LOC6534027|XP_015050371.1|DYAK
OG0008872	LOC108163514|XP_017154335.1|DMIR	LOC6526973|XP_002088069.1|DYAK
OG0008873	LOC108154487|XP_017140277.1|DMIR, LOC108163813|XP_017154792.1|DMIR	LOC6527022|XP_002088117.1|DYAK
OG0008874	LOC117191440|XP_033252197.1|DMIR, LOC108160948|XP_017150728.2|DMIR, LOC117188458|XP_033248260.1|DMIR	LOC6531448|XP_002092251.1|DYAK
OG0008875	LOC117193398|XP_033254038.1|DMIR, LOC108158179|XP_017145885.1|DMIR	LOC6530063|XP_002091009.1|DYAK
OG0008876	LOC108164516|XP_017155791.1|DMIR	LOC6523733|XP_015046861.1|DYAK
OG0008877	LOC108151911|XP_017136311.1|DMIR	LOC6533918|XP_002094618.1|DYAK
OG0008878	LOC108162333|XP_017152514.1|DMIR	LOC6527732|XP_002088815.1|DYAK
OG0008879	LOC117187995|XP_033246975.1|DMIR, LOC108159988|XP_017149185.2|DMIR	LOC6531355|XP_002092158.1|DYAK
OG0008880	LOC108165471|XP_017157010.1|DMIR	LOC6537280|XP_002097838.1|DYAK
OG0008881	LOC117193698|XP_033254315.1|DMIR, LOC108158313|XP_033246906.1|DMIR	LOC6532059|XP_002092836.1|DYAK
OG0008882	LOC108162259|XP_017152396.1|DMIR	LOC6527896|XP_002088968.2|DYAK
OG0008883	LOC108154106|XP_017139718.1|DMIR	LOC6536369|XP_002096951.1|DYAK
OG0008884	LOC108156346|XP_017143235.1|DMIR	LOC6538484|XP_002099008.1|DYAK
OG0008885	LOC108164067|XP_017155140.2|DMIR	LOC6529696|XP_002090689.1|DYAK
OG0008886	LOC117192866|XP_033253511.1|DMIR, LOC108159655|XP_017148617.2|DMIR	LOC6531382|XP_002092185.1|DYAK
OG0008887	LOC108158614|XP_033252545.1|DMIR, LOC117188169|XP_033247501.1|DMIR	LOC6530773|XP_002091661.1|DYAK
OG0008888	LOC108153448|XP_017138956.2|DMIR	LOC6533626|XP_002094333.1|DYAK
OG0008889	LOC108159520|XP_017148373.1|DMIR	LOC6530520|XP_002091435.1|DYAK
OG0008890	LOC108156590|XP_017143618.1|DMIR, LOC117187158|XP_033245119.1|DMIR	LOC6537258|XP_002097816.1|DYAK
OG0008891	LOC108152772|XP_017137839.1|DMIR	LOC6532966|XP_015049737.1|DYAK
OG0008892	LOC108159898|XP_033246759.1|DMIR	LOC6532000|XP_039228491.1|DYAK
OG0008893	LOC108151068|XP_017134936.1|DMIR	LOC6533038|XP_002093773.1|DYAK
OG0008894	LOC108157759|XP_017145429.1|DMIR	LOC6537761|XP_015048489.1|DYAK
OG0008895	LOC108155107|XP_017141229.1|DMIR	LOC6536404|XP_002096986.1|DYAK
OG0008896	LOC117186139|XP_033242204.1|DMIR, LOC108151978|XP_017136432.2|DMIR	LOC26535720|XP_015045071.2|DYAK
OG0008897	LOC108156491|XP_017143466.1|DMIR	LOC6535543|XP_039232223.1|DYAK
OG0008898	LOC108159036|XP_017147449.1|DMIR	LOC6529992|XP_039228738.1|DYAK
OG0008899	LOC108163001|XP_017153509.1|DMIR	LOC6529638|XP_002090632.1|DYAK
OG0008900	LOC108162484|XP_017152723.1|DMIR	LOC6529591|XP_002090585.1|DYAK
OG0008901	LOC108153613|XP_017139201.1|DMIR	LOC6533259|XP_002093985.1|DYAK
OG0008902	LOC108164478|XP_017155720.1|DMIR	LOC6523714|XP_015046792.1|DYAK
OG0008903	LOC108162681|XP_017153015.1|DMIR	LOC6526359|XP_002087481.1|DYAK
OG0008904	LOC117191422|XP_033252184.1|DMIR, LOC108159302|XP_017147963.1|DMIR	LOC6531156|XP_002091985.2|DYAK
OG0008905	LOC108164486|XP_017155731.1|DMIR	LOC6523729|XP_002099604.1|DYAK
OG0008906	LOC108153659|XP_033243546.1|DMIR	LOC6533575|XP_002094285.1|DYAK
OG0008907	LOC108153905|XP_017139491.1|DMIR	LOC6538715|XP_002099230.3|DYAK
OG0008908	LOC108155756|XP_017142285.1|DMIR	LOC6536070|XP_039231823.1|DYAK
OG0008909	LOC108157691|XP_017145348.1|DMIR	LOC6538148|XP_039232774.1|DYAK
OG0008910	LOC108157793|XP_017145476.1|DMIR	LOC6536336|XP_002096920.1|DYAK
OG0008911	LOC108154645|XP_017140463.1|DMIR	LOC6536661|XP_015047881.1|DYAK
OG0008912	LOC108154573|XP_017140362.1|DMIR	LOC6535263|XP_002095919.1|DYAK
OG0008913	LOC108155404|XP_017141690.1|DMIR	LOC6537754|XP_002098295.1|DYAK
OG0008914	LOC108156082|XP_017142859.1|DMIR	LOC6537321|XP_002097878.1|DYAK
OG0008915	LOC108155431|XP_017141731.1|DMIR	LOC6536130|XP_002096731.1|DYAK
OG0008916	LOC108162940|XP_017153415.1|DMIR	LOC6526917|XP_002088016.2|DYAK
OG0008917	LOC108162381|XP_017152587.1|DMIR	LOC6526892|XP_002087991.1|DYAK
OG0008919	LOC108162084|XP_017152127.1|DMIR	LOC6526312|XP_002087434.2|DYAK
OG0008920	LOC108151041|XP_017134901.1|DMIR	LOC26535977|XP_015050655.2|DYAK
OG0008921	LOC108162094|XP_017152145.1|DMIR	LOC26536299|XP_015054724.1|DYAK
OG0008922	LOC108162335|XP_017152516.1|DMIR	LOC6527731|XP_002088814.1|DYAK
OG0008923	LOC108160423|XP_017149914.2|DMIR, LOC117187953|XP_033246846.1|DMIR	LOC6530998|XP_002091836.1|DYAK
OG0008924	LOC108158847|XP_017147057.1|DMIR, LOC117189620|XP_033250630.1|DMIR	LOC6530764|XP_002091652.1|DYAK
OG0008925	LOC117193050|XP_033253674.1|DMIR, LOC108160372|XP_017149834.1|DMIR	LOC6531087|XP_002091921.1|DYAK
OG0008926	LOC108158365|XP_017146108.1|DMIR, LOC117192913|XP_033253539.1|DMIR	LOC6528716|XP_002089751.1|DYAK
OG0008927	LOC117193300|XP_033253930.1|DMIR, LOC108160307|XP_017149709.2|DMIR	LOC6532063|XP_002092840.2|DYAK
OG0008928	LOC108160928|XP_017150703.1|DMIR	LOC6528370|XP_002089419.1|DYAK
OG0008929	LOC117187912|XP_033246754.1|DMIR, LOC108159509|XP_017148357.2|DMIR	LOC6531017|XP_002091854.1|DYAK
OG0008930	LOC108157334|XP_017144839.1|DMIR	LOC6537357|XP_002097914.1|DYAK
OG0008931	LOC117193410|XP_033254051.1|DMIR, LOC108160881|XP_017150639.1|DMIR	LOC6528833|XP_002089865.2|DYAK
OG0008932	LOC108159161|XP_017147656.1|DMIR, LOC117192583|XP_033253193.1|DMIR	LOC6532114|XP_002092890.2|DYAK
OG0008933	LOC108158319|XP_017146049.1|DMIR	LOC6529304|XP_002090309.1|DYAK
OG0008934	LOC108150779|XP_033242069.1|DMIR	LOC6533327|XP_002094053.2|DYAK
OG0008935	LOC108159890|XP_017148995.1|DMIR	LOC6528387|XP_002089434.1|DYAK
OG0008936	LOC117188134|XP_033247382.1|DMIR, LOC108160377|XP_017149844.2|DMIR	LOC6530577|XP_039228257.1|DYAK
OG0008937	LOC117188456|XP_033248251.1|DMIR, LOC108158626|XP_017146591.2|DMIR	LOC6529345|XP_002090350.1|DYAK
OG0008938	LOC108158950|XP_033247434.1|DMIR	LOC6529935|XP_002090890.2|DYAK
OG0008939	LOC108160164|XP_017149473.2|DMIR, LOC117188040|XP_033247096.1|DMIR	LOC6530849|XP_002091730.1|DYAK
OG0008940	LOC108159983|XP_017149171.1|DMIR, LOC117192857|XP_033253502.1|DMIR	LOC6530521|XP_002091436.1|DYAK
OG0008941	LOC108163962|XP_017155007.1|DMIR	LOC6524223|XP_002100086.3|DYAK
OG0008942	LOC108157289|XP_017144781.1|DMIR	LOC6525022|XP_002100861.1|DYAK
OG0008943	LOC108162767|XP_017153146.1|DMIR	LOC6525468|XP_002101303.1|DYAK
OG0008944	LOC108164939|XP_017156416.1|DMIR	LOC6524787|XP_002100631.1|DYAK
OG0008945	LOC108152491|XP_017137356.1|DMIR	LOC120321999|XP_039232436.1|DYAK
OG0008946	LOC108153382|XP_017138847.1|DMIR	LOC6525067|XP_002100906.1|DYAK
OG0008947	LOC108165564|XP_017157127.1|DMIR	LOC6523884|XP_002099757.1|DYAK
OG0008948	LOC108152267|XP_017136978.2|DMIR	LOC6524401|XP_002100259.3|DYAK
OG0008949	LOC108165499|XP_017157046.1|DMIR	LOC26536026|XP_015049838.1|DYAK
OG0008950	LOC108161527|XP_017151298.1|DMIR	LOC6524365|XP_002100223.2|DYAK
OG0008951	LOC108165382|XP_033243476.1|DMIR	LOC6534445|XP_002095122.1|DYAK
OG0008952	LOC108151036|XP_017134894.1|DMIR	LOC6525666|XP_002101488.1|DYAK
OG0008953	LOC108153667|XP_017139270.1|DMIR	LOC6535191|XP_039229820.1|DYAK
OG0008955	LOC108150858|XP_017134650.1|DMIR	LOC6533262|XP_002093988.1|DYAK, LOC6533263|XP_002093989.1|DYAK
OG0008956	LOC108151404|XP_017135481.1|DMIR	LOC6528486|XP_002089532.1|DYAK
OG0008957	LOC108152297|XP_017137008.1|DMIR	LOC6534078|XP_002094764.1|DYAK
OG0008958	LOC108152904|XP_017138038.1|DMIR	LOC6539359|XP_002086237.2|DYAK
OG0008959	LOC108165609|XP_017157175.1|DMIR	LOC6534837|XP_002095509.1|DYAK
OG0008960	LOC108152764|XP_017137825.1|DMIR	LOC6533802|XP_002094503.2|DYAK
OG0008961	LOC108162809|XP_017153209.1|DMIR, LOC108162811|XP_017153211.2|DMIR	LOC6529461|XP_002090463.1|DYAK
OG0008962	LOC108152934|XP_017138156.1|DMIR, LOC108154023|XP_017139605.1|DMIR	LOC6525338|XP_002101174.1|DYAK
OG0008963	LOC108150932|XP_017134789.1|DMIR, LOC108164974|XP_017156478.1|DMIR	LOC6525648|XP_002101470.1|DYAK
OG0008964	LOC108153629|XP_017139222.1|DMIR	LOC6523917|XP_039228048.1|DYAK
OG0008965	LOC108163466|XP_017154250.1|DMIR	LOC6527950|XP_002089017.2|DYAK
OG0008966	LOC108161503|XP_017151269.1|DMIR	LOC6528961|XP_002089993.1|DYAK
OG0008968	LOC108161531|XP_017151300.1|DMIR	LOC6526424|XP_002087543.1|DYAK
OG0008969	LOC108161572|XP_017151350.1|DMIR	LOC6526420|XP_002087539.1|DYAK
OG0008970	LOC117189030|XP_033249796.1|DMIR, LOC108164113|XP_017155194.2|DMIR	LOC6526419|XP_002087538.1|DYAK
OG0008971	LOC117189124|XP_033250042.1|DMIR, LOC108163375|XP_017154116.1|DMIR, LOC117189125|XP_033250043.1|DMIR, LOC108153692|XP_017139307.1|DMIR	LOC6532750|XP_002093492.1|DYAK
OG0008972	LOC108152218|XP_017136885.1|DMIR	LOC6533239|XP_002093965.1|DYAK
OG0008973	LOC108153781|XP_017139412.1|DMIR	LOC6534468|XP_002095145.1|DYAK
OG0008974	LOC108154287|XP_017140026.1|DMIR	LOC26535094|XP_015044939.2|DYAK, LOC6539830|XP_002086713.1|DYAK
OG0008975	LOC117187702|XP_033246304.1|DMIR	LOC6528761|XP_002089796.1|DYAK, LOC6528762|XP_002089797.1|DYAK
OG0008976	LOC108165426|XP_033243386.1|DMIR	LOC6534991|XP_002095661.1|DYAK, LOC6534978|XP_002095648.2|DYAK
OG0008977	LOC108163026|XP_017153556.1|DMIR, LOC108161380|XP_017151116.1|DMIR	LOC6527467|XP_002088558.1|DYAK
OG0008978	LOC108159974|XP_017149150.1|DMIR	LOC6526199|XP_002102008.1|DYAK
OG0008979	LOC108162870|XP_017153311.1|DMIR, LOC108162873|XP_017153314.1|DMIR	LOC6527528|XP_002088618.1|DYAK
OG0008983	LOC117190474|XP_033251438.1|DMIR, LOC108160710|XP_017150370.1|DMIR	LOC6531951|XP_002092737.1|DYAK
OG0008985	LOC108165381|XP_017156908.1|DMIR	LOC6539473|XP_002086363.2|DYAK
OG0008986	LOC108155339|XP_017141583.1|DMIR	LOC6537608|XP_002098154.1|DYAK
OG0008987	LOC108162361|XP_017152555.1|DMIR	LOC6527588|XP_002088676.1|DYAK
OG0008988	LOC108154936|XP_017140914.1|DMIR	LOC6536731|XP_002097303.1|DYAK
OG0008989	LOC108156700|XP_017143840.1|DMIR	LOC6524364|XP_039229152.1|DYAK
OG0008993	LOC108153340|XP_017138764.1|DMIR	LOC6533695|XP_002094400.1|DYAK
OG0008994	LOC108162784|XP_017153173.1|DMIR	LOC6527677|XP_002088763.1|DYAK
OG0008995	LOC108157938|XP_017145571.1|DMIR	LOC6532016|XP_002092795.1|DYAK
OG0008996	LOC108165068|XP_017156609.1|DMIR	LOC6524866|XP_002100706.1|DYAK
OG0008997	LOC108157772|XP_017145450.1|DMIR	LOC6523811|XP_002099686.1|DYAK
OG0008999	LOC108150761|XP_017134547.1|DMIR	LOC6525875|XP_002101695.1|DYAK
OG0009000	LOC108151089|XP_017134963.2|DMIR	LOC6524162|XP_039226078.1|DYAK
OG0009001	LOC108163233|XP_017153880.1|DMIR	LOC6529666|XP_002090659.2|DYAK
OG0009002	LOC108156241|XP_017143078.1|DMIR	LOC26535723|XP_015047256.1|DYAK
OG0009003	LOC108165557|XP_017157119.1|DMIR	LOC6533944|XP_002094644.1|DYAK
OG0009004	LOC108158381|XP_033254312.1|DMIR	LOC6529305|XP_002090310.1|DYAK
OG0009005	LOC108161975|XP_033248909.1|DMIR	LOC6527451|XP_002088543.1|DYAK
OG0009006	LOC108155167|XP_017141322.1|DMIR	LOC6535804|XP_002096427.1|DYAK
OG0009007	LOC108151575|XP_017135739.1|DMIR	LOC6532631|XP_039230029.1|DYAK
OG0009008	LOC108155891|XP_017142522.1|DMIR	LOC6535739|XP_002096362.1|DYAK
OG0009009	LOC108151455|XP_017135565.1|DMIR	LOC6532392|XP_002093143.2|DYAK
OG0009010	LOC108151353|XP_017135399.1|DMIR	LOC6532730|XP_002093472.1|DYAK
OG0009011	LOC108152228|XP_017136900.1|DMIR	LOC6532919|XP_002093655.1|DYAK
OG0009012	LOC108158020|XP_033252894.1|DMIR, LOC117188271|XP_033247717.1|DMIR	LOC6530618|XP_002091531.1|DYAK
OG0009013	LOC108154755|XP_017140622.1|DMIR	LOC6524059|XP_002099928.1|DYAK
OG0009014	LOC108151152|XP_017135066.1|DMIR	LOC6534454|XP_002095131.2|DYAK
OG0009015	LOC108153737|XP_017139356.1|DMIR	LOC6533314|XP_002094040.2|DYAK
OG0009016	LOC108152841|XP_017137938.1|DMIR	LOC6533379|XP_039230369.1|DYAK
OG0009017	LOC108163545|XP_017154392.1|DMIR	LOC6526621|XP_002087729.1|DYAK
OG0009018	LOC108164480|XP_017155725.1|DMIR	LOC6523717|XP_002099592.1|DYAK
OG0009019	LOC108164487|XP_017155732.1|DMIR	LOC6523712|XP_039233015.1|DYAK
OG0009020	LOC108155093|XP_017141206.1|DMIR	LOC6537185|XP_015048193.1|DYAK
OG0009021	LOC108156908|XP_017144146.1|DMIR	LOC6535308|XP_002095964.2|DYAK
OG0009022	LOC108157845|XP_017145537.1|DMIR	LOC6536877|XP_015047979.1|DYAK
OG0009023	LOC108154422|XP_017140181.1|DMIR	LOC6538287|XP_002098814.1|DYAK
OG0009024	LOC108155957|XP_017142610.1|DMIR	LOC6538670|XP_002099190.1|DYAK
OG0009025	LOC108154821|XP_033245848.1|DMIR	LOC6536811|XP_002097381.2|DYAK
OG0009026	LOC108157173|XP_033244673.1|DMIR	LOC6538744|XP_039231578.1|DYAK
OG0009027	LOC108159357|XP_017148069.1|DMIR	LOC26536006|XP_039227874.1|DYAK
OG0009028	LOC108152949|XP_017138137.1|DMIR	LOC6532562|XP_002093307.1|DYAK
OG0009029	LOC108163518|XP_017154349.1|DMIR	LOC6528080|XP_015054476.1|DYAK
OG0009030	LOC108164199|XP_017155310.1|DMIR	LOC6526386|XP_002087505.1|DYAK
OG0009031	LOC108155762|XP_017142294.1|DMIR	LOC6539873|XP_002086757.1|DYAK
OG0009032	LOC108155763|XP_017142295.1|DMIR	LOC6539874|XP_002086756.1|DYAK
OG0009033	LOC108163735|XP_017154683.1|DMIR	LOC6527445|XP_002088537.3|DYAK
OG0009034	LOC108163767|XP_017154731.2|DMIR	LOC6528994|XP_002090026.1|DYAK
OG0009035	LOC108162254|XP_017152390.1|DMIR	LOC6527904|XP_002088976.1|DYAK
OG0009036	LOC108160500|XP_033247289.1|DMIR	LOC6528804|XP_002089836.1|DYAK
OG0009037	LOC108162270|XP_017152415.2|DMIR	LOC6526709|XP_002087812.1|DYAK
OG0009038	LOC108154905|XP_017140846.1|DMIR	LOC6538197|XP_002098725.1|DYAK
OG0009039	LOC108155417|XP_017141703.1|DMIR	LOC6537109|XP_002097670.1|DYAK
OG0009040	LOC108160652|XP_017150275.1|DMIR	LOC6530426|XP_039227927.1|DYAK
OG0009041	LOC108156895|XP_033244989.1|DMIR	LOC6535646|XP_002096274.2|DYAK
OG0009042	LOC108163693|XP_017154614.1|DMIR	LOC6527626|XP_002088714.1|DYAK
OG0009043	LOC117188737|XP_033248916.1|DMIR	LOC6529742|XP_002090732.1|DYAK
OG0009044	LOC108162351|XP_017152541.1|DMIR	LOC6527591|XP_002088679.1|DYAK
OG0009045	LOC108157454|XP_033245484.1|DMIR	LOC6537620|XP_039231484.1|DYAK
OG0009046	LOC108150987|XP_017134822.1|DMIR	LOC6535123|XP_015051033.2|DYAK
OG0009047	LOC108159367|XP_017148081.1|DMIR	LOC6528357|XP_015053925.1|DYAK
OG0009048	LOC108163439|XP_017154212.1|DMIR	LOC6527513|XP_002088603.1|DYAK
OG0009049	LOC108156168|XP_017142987.1|DMIR	LOC6537098|XP_002097659.1|DYAK
OG0009050	LOC108162630|XP_033248436.1|DMIR	LOC6527567|XP_002088657.1|DYAK
OG0009051	LOC108160613|XP_017150216.1|DMIR, LOC108160607|XP_017150205.2|DMIR	LOC6530831|XP_002091714.1|DYAK
OG0009052	LOC108154857|XP_017140767.1|DMIR	LOC6535993|XP_015047503.1|DYAK
OG0009053	LOC108155679|XP_017142134.1|DMIR	LOC6538733|XP_015048992.1|DYAK
OG0009054	LOC108155424|XP_017141719.1|DMIR	LOC6536744|XP_015047931.1|DYAK
OG0009055	LOC108163290|XP_017153979.1|DMIR	LOC6529674|XP_002090667.1|DYAK
OG0009056	LOC108162117|XP_017152180.1|DMIR	LOC6527002|XP_002088098.3|DYAK
OG0009057	LOC108151219|XP_017135189.1|DMIR	LOC6532209|XP_002092983.1|DYAK
OG0009058	LOC108164449|XP_017155654.1|DMIR	LOC6523768|XP_002099643.3|DYAK
OG0009059	LOC108152159|XP_017136768.1|DMIR	LOC6534320|XP_002095000.1|DYAK
OG0009060	LOC108155457|XP_017141764.1|DMIR	LOC6536382|XP_002096964.1|DYAK
OG0009061	LOC108158423|XP_017146190.1|DMIR	LOC6531451|XP_002092254.1|DYAK
OG0009062	LOC117189392|XP_033250403.1|DMIR, LOC108158763|XP_017146872.1|DMIR	LOC6531421|XP_002092224.1|DYAK
OG0009063	LOC108163839|XP_017154840.1|DMIR	LOC6529581|XP_002090575.2|DYAK
OG0009064	LOC117188035|XP_033247070.1|DMIR, LOC108160048|XP_017149281.2|DMIR	LOC6530468|XP_002091384.1|DYAK
OG0009065	LOC108157476|XP_017145046.1|DMIR	LOC6537881|XP_002098422.2|DYAK
OG0009066	LOC108152360|XP_017137123.1|DMIR	LOC6532513|XP_002093259.1|DYAK
OG0009067	LOC108152408|XP_017137203.1|DMIR	LOC6535142|XP_015051041.1|DYAK
OG0009068	LOC108158128|XP_017145798.2|DMIR	LOC6528450|XP_002089496.1|DYAK
OG0009069	LOC108163986|XP_017155038.1|DMIR	LOC6527348|XP_039226849.1|DYAK
OG0009070	LOC117185763|XP_033252162.1|DMIR, LOC108160719|XP_017150381.2|DMIR	LOC6528812|XP_015054254.1|DYAK
OG0009071	LOC108155056|XP_017141128.1|DMIR	LOC6538498|XP_015048890.1|DYAK
OG0009072	LOC108157644|XP_017145280.1|DMIR	LOC6536008|XP_002096623.2|DYAK
