Orthogroup	DMIR.longest_only	CPIP.longest_only
OG0007120	LOC108163940|XP_017154969.1|DMIR	LOC120426580|XP_039447298.1|CPIP
OG0007121	LOC108164949|XP_017156430.1|DMIR	LOC120426562|XP_039447268.1|CPIP
OG0007122	LOC108160489|XP_017150015.1|DMIR	LOC120426571|XP_039447286.1|CPIP
OG0007123	LOC108156911|XP_033244792.1|DMIR	LOC120426582|XP_039447305.1|CPIP, LOC120423209|XP_039442847.1|CPIP
OG0007124	LOC108152382|XP_017137165.1|DMIR	LOC120423206|XP_039442845.1|CPIP
OG0007125	LOC108153435|XP_017138929.1|DMIR	LOC120423215|XP_039442855.1|CPIP
OG0007126	LOC108151407|XP_017135484.1|DMIR	LOC120423213|XP_039442853.1|CPIP
OG0007127	LOC108151628|XP_017135816.1|DMIR	LOC120423229|XP_039442871.1|CPIP
OG0007128	LOC108153341|XP_033242793.1|DMIR	LOC120423228|XP_039442870.1|CPIP
OG0007129	LOC108152985|XP_017138201.1|DMIR	LOC120423192|XP_039442825.1|CPIP
OG0007130	LOC108151581|XP_017135746.1|DMIR	LOC120423195|XP_039442829.1|CPIP
OG0007131	LOC108150990|XP_017134830.1|DMIR	LOC120423207|XP_039442846.1|CPIP
OG0007132	LOC108150999|XP_033243708.1|DMIR	LOC120431829|XP_039452887.1|CPIP
OG0007137	LOC108151729|XP_017136007.1|DMIR	LOC120414335|XP_039431410.1|CPIP
OG0007138	LOC108152373|XP_017137152.1|DMIR	LOC120414366|XP_039431467.1|CPIP
OG0007139	LOC108152583|XP_017137521.1|DMIR	LOC120414348|XP_039431437.1|CPIP
OG0007140	LOC108164630|XP_017155964.1|DMIR	LOC120414350|XP_039431441.1|CPIP
OG0007141	LOC108165259|XP_033243983.1|DMIR	LOC120414351|XP_039431442.1|CPIP
OG0007142	LOC108152412|XP_017137214.1|DMIR	LOC120415253|XP_039432653.1|CPIP
OG0007143	LOC108156175|XP_017142993.1|DMIR	LOC120416162|XP_039433777.1|CPIP
OG0007144	LOC108156825|XP_017144012.1|DMIR	LOC120416161|XP_039433775.1|CPIP
OG0007145	LOC108156057|XP_033244342.1|DMIR	LOC120416174|XP_039433792.1|CPIP
OG0007146	LOC108155067|XP_017141143.1|DMIR	LOC120416176|XP_039433795.1|CPIP
OG0007147	LOC108156784|XP_017143947.1|DMIR	LOC120416153|XP_039433765.1|CPIP
OG0007148	LOC108162384|XP_017152591.1|DMIR	LOC120416167|XP_039433781.1|CPIP
OG0007149	LOC108159460|XP_017148254.1|DMIR	LOC120423947|XP_039443866.1|CPIP
OG0007150	LOC108150988|XP_017134826.1|DMIR	LOC120421435|XP_039440577.1|CPIP
OG0007152	LOC108163069|XP_017153635.1|DMIR	LOC120428001|XP_039448903.1|CPIP
OG0007153	LOC108164944|XP_017156421.1|DMIR	LOC120427997|XP_039448895.1|CPIP
OG0007154	LOC108159731|XP_017148754.1|DMIR	LOC120427009|XP_039447763.1|CPIP
OG0007155	LOC108160651|XP_017150274.1|DMIR	LOC120427011|XP_039447765.1|CPIP
OG0007156	LOC108155668|XP_017142121.1|DMIR	LOC120427003|XP_039447754.1|CPIP
OG0007157	LOC108155872|XP_017142480.1|DMIR	LOC120427017|XP_039447774.1|CPIP
OG0007158	LOC108150966|XP_017134790.1|DMIR	LOC120427018|XP_039447775.1|CPIP
OG0007159	LOC108153026|XP_017138270.1|DMIR	LOC120432356|XP_039453479.1|CPIP
OG0007160	LOC108155495|XP_017141812.1|DMIR	LOC120423875|XP_039443761.1|CPIP
OG0007161	LOC108151141|XP_017135055.1|DMIR	LOC120415334|XP_039432759.1|CPIP
OG0007162	LOC108151091|XP_017134965.1|DMIR	LOC120415325|XP_039432748.1|CPIP
OG0007163	LOC108154642|XP_017140460.1|DMIR	LOC120414373|XP_039431475.1|CPIP
OG0007164	LOC108154896|XP_017140834.1|DMIR	LOC120415115|XP_039432470.1|CPIP
OG0007165	LOC108153016|XP_033246409.1|DMIR	LOC120420459|XP_039439411.1|CPIP
OG0007166	LOC108152567|XP_017137492.1|DMIR	LOC120431731|XP_039452789.1|CPIP, LOC120420464|XP_039439421.1|CPIP
OG0007167	LOC108162006|XP_017151984.1|DMIR	LOC120431732|XP_039452790.1|CPIP, LOC120420483|XP_039439459.1|CPIP
OG0007168	LOC108164643|XP_017155982.1|DMIR	LOC120418831|XP_039437287.1|CPIP
OG0007169	LOC108155239|XP_017141421.1|DMIR	LOC120418849|XP_039437310.1|CPIP
OG0007170	LOC108155959|XP_017142612.1|DMIR	LOC120418761|XP_039437173.1|CPIP
OG0007171	LOC108159057|XP_017147489.1|DMIR	LOC120419179|XP_039437778.1|CPIP
OG0007172	LOC108153237|XP_017138563.1|DMIR	LOC120418607|XP_039436987.1|CPIP
OG0007173	LOC108152224|XP_017136896.1|DMIR	LOC120418597|XP_039436977.1|CPIP
OG0007174	LOC108156202|XP_017143024.2|DMIR	LOC120419090|XP_039437616.1|CPIP
OG0007175	LOC108153125|XP_017138403.1|DMIR	LOC120419198|XP_039437805.1|CPIP
OG0007176	LOC108154683|XP_017140513.1|DMIR	LOC120425599|XP_039446114.1|CPIP
OG0007177	LOC108155264|XP_017141456.1|DMIR	LOC120425605|XP_039446120.1|CPIP
OG0007178	LOC108155013|XP_017141053.1|DMIR	LOC120425609|XP_039446125.1|CPIP
OG0007179	LOC108155742|XP_017142249.1|DMIR	LOC120431565|XP_039452607.1|CPIP
OG0007180	LOC108155265|XP_017141457.1|DMIR	LOC120431564|XP_039452606.1|CPIP
OG0007181	LOC108160470|XP_017149981.1|DMIR	LOC120415093|XP_039432449.1|CPIP
OG0007182	LOC108157111|XP_017144474.1|DMIR	LOC120415236|XP_039432637.1|CPIP
OG0007183	LOC108157080|XP_033244924.1|DMIR	LOC120414134|XP_039431104.1|CPIP
OG0007184	LOC108157110|XP_033246078.1|DMIR	LOC120413936|XP_039430870.1|CPIP
OG0007185	LOC108163507|XP_017154326.1|DMIR	LOC120414322|XP_039431397.1|CPIP
OG0007186	LOC108156461|XP_017143412.1|DMIR	LOC120413658|XP_039430511.1|CPIP
OG0007187	LOC108155630|XP_017142049.1|DMIR	LOC120413660|XP_039430512.1|CPIP
OG0007188	LOC108155965|XP_017142631.1|DMIR	LOC120413668|XP_039430528.1|CPIP
OG0007189	LOC108155459|XP_017141767.1|DMIR	LOC120413663|XP_039430520.1|CPIP
OG0007190	LOC108155232|XP_017141409.1|DMIR	LOC120413665|XP_039430521.1|CPIP
OG0007191	LOC108151386|XP_017135450.2|DMIR	LOC120413679|XP_039430540.1|CPIP
OG0007192	LOC108151990|XP_017136444.1|DMIR	LOC120426344|XP_039447040.1|CPIP
OG0007193	LOC108151989|XP_017136443.1|DMIR	LOC120426333|XP_039447027.1|CPIP
OG0007194	LOC108151092|XP_017134971.1|DMIR	LOC120426836|XP_039447559.1|CPIP
OG0007195	LOC108154108|XP_017139720.1|DMIR	LOC120421213|XP_039440349.1|CPIP
OG0007196	LOC108154756|XP_033245967.1|DMIR	LOC120417650|XP_039435702.1|CPIP
OG0007197	LOC108152780|XP_017137851.1|DMIR	LOC120426336|XP_039447030.1|CPIP
OG0007198	LOC108156213|XP_017143040.1|DMIR	LOC120425226|XP_039445592.1|CPIP
OG0007199	LOC108155834|XP_017142434.1|DMIR	LOC120425211|XP_039445576.1|CPIP
OG0007200	LOC108155570|XP_017141959.1|DMIR	LOC120425220|XP_039445585.1|CPIP
OG0007201	LOC108152550|XP_017137452.1|DMIR	LOC120425918|XP_039446472.1|CPIP
OG0007202	LOC108151148|XP_017135063.1|DMIR	LOC120425919|XP_039446473.1|CPIP
OG0007203	LOC108151145|XP_017135060.1|DMIR	LOC120429899|XP_039450927.1|CPIP
OG0007204	LOC117186310|XP_033242805.1|DMIR	LOC120431965|XP_039453037.1|CPIP
OG0007205	LOC108151150|XP_017135064.1|DMIR	LOC120429898|XP_039450926.1|CPIP
OG0007206	LOC108155665|XP_017142117.1|DMIR	LOC120429896|XP_039450925.1|CPIP
OG0007207	LOC108154694|XP_017140532.1|DMIR	LOC120420481|XP_039439455.1|CPIP
OG0007208	LOC108155461|XP_017141769.1|DMIR	LOC120420482|XP_039439456.1|CPIP
OG0007209	LOC108155463|XP_017141771.1|DMIR	LOC120420480|XP_039439454.1|CPIP
OG0007210	LOC108156212|XP_017143039.1|DMIR	LOC120420479|XP_039439453.1|CPIP
OG0007211	LOC108155842|XP_017142441.1|DMIR	LOC120420460|XP_039439416.1|CPIP
OG0007212	LOC108156417|XP_017143353.1|DMIR	LOC120420461|XP_039439418.1|CPIP
OG0007213	LOC108159194|XP_017147739.1|DMIR, LOC117191304|XP_033252101.1|DMIR	LOC120416972|XP_039434827.1|CPIP
OG0007214	LOC108152786|XP_017137858.1|DMIR	LOC120416956|XP_039434794.1|CPIP
OG0007215	LOC108155413|XP_017141700.1|DMIR	LOC120416962|XP_039434814.1|CPIP
OG0007216	LOC108157659|XP_017145305.1|DMIR	LOC120416969|XP_039434821.1|CPIP
OG0007217	LOC108160224|XP_017149563.1|DMIR, LOC117190264|XP_033251212.1|DMIR	LOC120416977|XP_039434835.1|CPIP
OG0007218	LOC108156643|XP_017143734.1|DMIR	LOC120418173|XP_039436407.1|CPIP
OG0007219	LOC108156737|XP_017143885.1|DMIR	LOC120418165|XP_039436396.1|CPIP
OG0007220	LOC108157467|XP_017145033.1|DMIR	LOC120426771|XP_039447478.1|CPIP
OG0007221	LOC108155060|XP_033245635.1|DMIR	LOC120426765|XP_039447474.1|CPIP
OG0007222	LOC108156492|XP_017143471.2|DMIR	LOC120414071|XP_039431028.1|CPIP
OG0007223	LOC108154640|XP_017140457.1|DMIR	LOC120414438|XP_039431560.1|CPIP
OG0007224	LOC108156994|XP_017144276.2|DMIR	LOC120414429|XP_039431550.1|CPIP
OG0007225	LOC108154816|XP_017140706.1|DMIR	LOC120414336|XP_039431424.1|CPIP
OG0007226	LOC108155908|XP_017142541.1|DMIR	LOC120414332|XP_039431409.1|CPIP
OG0007227	LOC108153232|XP_017138556.1|DMIR	LOC120414863|XP_039432118.1|CPIP
OG0007228	LOC108152538|XP_033242695.1|DMIR	LOC120415386|XP_039432847.1|CPIP
OG0007229	LOC108156086|XP_017142864.1|DMIR	LOC120423950|XP_039443871.1|CPIP
OG0007230	LOC108155798|XP_017142367.1|DMIR	LOC120419108|XP_039437636.1|CPIP
OG0007231	LOC108156819|XP_017144003.1|DMIR	LOC120419093|XP_039437614.1|CPIP
OG0007232	LOC108151815|XP_033243576.1|DMIR	LOC120419118|XP_039437647.1|CPIP
OG0007233	LOC108152921|XP_017138090.1|DMIR	LOC120419095|XP_039437621.1|CPIP
OG0007234	LOC108153637|XP_017139230.1|DMIR	LOC120419112|XP_039437642.1|CPIP
OG0007235	LOC108153309|XP_017138709.1|DMIR	LOC120419100|XP_039437625.1|CPIP
OG0007236	LOC108155662|XP_017142112.1|DMIR	LOC120432169|XP_039453239.1|CPIP
OG0007237	LOC108155867|XP_017142474.1|DMIR	LOC120432171|XP_039453242.1|CPIP
OG0007238	LOC108164442|XP_017155634.1|DMIR	LOC120420315|XP_039439241.1|CPIP
OG0007239	LOC108154128|XP_017139750.1|DMIR	LOC120432384|XP_039453511.1|CPIP
OG0007240	LOC108155562|XP_017141944.1|DMIR	LOC120432404|XP_039453541.1|CPIP
OG0007241	LOC108157528|XP_017145124.1|DMIR	LOC120423976|XP_039443905.1|CPIP
OG0007242	LOC108157512|XP_017145106.1|DMIR	LOC120423534|XP_039443318.1|CPIP
OG0007243	LOC108159438|XP_017148209.1|DMIR	LOC120423524|XP_039443308.1|CPIP
OG0007244	LOC108154430|XP_017140187.1|DMIR	LOC120423571|XP_039443366.1|CPIP
OG0007245	LOC108155703|XP_033244186.1|DMIR	LOC120414982|XP_039432266.1|CPIP
OG0007246	LOC108154245|XP_017139969.2|DMIR	LOC120414558|XP_039431713.1|CPIP
OG0007247	LOC117192236|XP_033252792.1|DMIR, LOC108158588|XP_017146528.1|DMIR	LOC120413751|XP_039430620.1|CPIP
OG0007248	LOC108164790|XP_017156206.1|DMIR	LOC120414404|XP_039431521.1|CPIP
OG0007249	LOC108158260|XP_033244825.1|DMIR	LOC120414967|XP_039432236.1|CPIP
OG0007250	LOC108161810|XP_017151662.1|DMIR	LOC120414095|XP_039431060.1|CPIP
OG0007251	LOC108155022|XP_017141066.1|DMIR	LOC120414949|XP_039432217.1|CPIP
OG0007252	LOC108157361|XP_017144873.1|DMIR	LOC120415165|XP_039432542.1|CPIP
OG0007253	LOC108151250|XP_017135254.1|DMIR	LOC120414623|XP_039431793.1|CPIP
OG0007254	LOC108157600|XP_033245142.1|DMIR	LOC120419230|XP_039437820.1|CPIP
OG0007255	LOC108161263|XP_017150975.1|DMIR	LOC120419244|XP_039437831.1|CPIP
OG0007256	LOC108155266|XP_017141458.1|DMIR	LOC120419241|XP_039437829.1|CPIP
OG0007257	LOC108154265|XP_017139990.1|DMIR	LOC120419236|XP_039437827.1|CPIP
OG0007258	LOC108154272|XP_033245286.1|DMIR	LOC120431627|XP_039452671.1|CPIP
OG0007259	LOC108152761|XP_017137814.1|DMIR	LOC120427912|XP_039448786.1|CPIP
OG0007260	LOC108151125|XP_017135034.1|DMIR	LOC120427918|XP_039448790.1|CPIP
OG0007261	LOC108160269|XP_017149632.2|DMIR, LOC117187706|XP_033246309.1|DMIR	LOC120427920|XP_039448793.1|CPIP
OG0007262	LOC108164562|XP_033254942.1|DMIR	LOC120417051|XP_039434938.1|CPIP
OG0007263	LOC108153262|XP_017138613.1|DMIR	LOC120417049|XP_039434936.1|CPIP
OG0007264	LOC108152622|XP_017137581.1|DMIR	LOC120417045|XP_039434927.1|CPIP
OG0007265	LOC108152748|XP_017137795.1|DMIR	LOC120423847|XP_039443731.1|CPIP
OG0007266	LOC108154858|XP_017140769.1|DMIR	LOC120419104|XP_039437630.1|CPIP
OG0007267	LOC108155616|XP_017142034.1|DMIR	LOC120417148|XP_039435067.1|CPIP
OG0007268	LOC117189977|XP_033250951.1|DMIR, LOC108159668|XP_017148637.1|DMIR	LOC120417156|XP_039435073.1|CPIP
OG0007269	LOC108153766|XP_017139394.1|DMIR	LOC120415944|XP_039433521.1|CPIP, LOC120417168|XP_039435084.1|CPIP
OG0007270	LOC108155493|XP_033246005.1|DMIR	LOC120415953|XP_039433529.1|CPIP
OG0007271	LOC108155282|XP_017141487.1|DMIR	LOC120415899|XP_039433475.1|CPIP
OG0007272	LOC108152117|XP_017136683.1|DMIR	LOC120415902|XP_039433477.1|CPIP
OG0007273	LOC108157003|XP_017144288.1|DMIR	LOC120415921|XP_039433500.1|CPIP
OG0007274	LOC108157219|XP_017144666.1|DMIR	LOC120415927|XP_039433507.1|CPIP
OG0007275	LOC108152304|XP_017137018.1|DMIR	LOC120415912|XP_039433493.1|CPIP
OG0007276	LOC108152302|XP_017137017.1|DMIR	LOC120415911|XP_039433490.1|CPIP
OG0007277	LOC108153397|XP_017138872.1|DMIR	LOC120415908|XP_039433487.1|CPIP
OG0007279	LOC108152165|XP_017136773.1|DMIR	LOC120415897|XP_039433472.1|CPIP
OG0007280	LOC108152936|XP_017138118.1|DMIR	LOC120415895|XP_039433471.1|CPIP
OG0007281	LOC108156294|XP_017143166.1|DMIR	LOC120420939|XP_039440006.1|CPIP
OG0007282	LOC108156293|XP_017143165.1|DMIR	LOC120420938|XP_039440005.1|CPIP
OG0007283	LOC108155062|XP_017141137.1|DMIR	LOC120420935|XP_039440003.1|CPIP
OG0007284	LOC108154991|XP_017141024.1|DMIR	LOC120429833|XP_039450831.1|CPIP
OG0007285	LOC108158250|XP_017145979.1|DMIR	LOC120429832|XP_039450830.1|CPIP
OG0007286	LOC108158234|XP_017145959.1|DMIR	LOC120429827|XP_039450822.1|CPIP
OG0007287	LOC108162771|XP_017153156.1|DMIR	LOC120429835|XP_039450833.1|CPIP
OG0007288	LOC108156230|XP_017143062.1|DMIR	LOC120429830|XP_039450823.1|CPIP
OG0007289	LOC108164771|XP_017156173.1|DMIR	LOC120417508|XP_039435520.1|CPIP
OG0007290	LOC108155455|XP_017141759.1|DMIR	LOC120417542|XP_039435558.1|CPIP
OG0007291	LOC108163888|XP_017154896.1|DMIR	LOC120425868|XP_039446424.1|CPIP
OG0007292	LOC117186324|XP_033242846.1|DMIR	LOC120425869|XP_039446425.1|CPIP
OG0007293	LOC108157356|XP_017144867.1|DMIR	LOC120417343|XP_039435279.1|CPIP
OG0007295	LOC108154371|XP_017140125.1|DMIR	LOC120418767|XP_039437178.1|CPIP
OG0007296	LOC108156682|XP_017143807.1|DMIR	LOC120413782|XP_039430660.1|CPIP
OG0007297	LOC108157839|XP_017145531.1|DMIR	LOC120413805|XP_039430696.1|CPIP
OG0007298	LOC108156121|XP_017142916.1|DMIR	LOC120413809|XP_039430698.1|CPIP
OG0007299	LOC108154126|XP_017139746.2|DMIR	LOC120413744|XP_039430603.1|CPIP
OG0007300	LOC108154269|XP_017139994.1|DMIR	LOC120413803|XP_039430694.1|CPIP
OG0007301	LOC108154740|XP_017140597.1|DMIR	LOC120413763|XP_039430631.1|CPIP
OG0007302	LOC108156158|XP_017142971.1|DMIR	LOC120422478|XP_039441869.1|CPIP
OG0007303	LOC108158514|XP_017146384.1|DMIR	LOC120420873|XP_039439927.1|CPIP, LOC120417445|XP_039435423.1|CPIP
OG0007304	LOC108161676|XP_017151472.1|DMIR	LOC120422603|XP_039442028.1|CPIP
OG0007305	LOC108152930|XP_017138106.1|DMIR	LOC120414831|XP_039432092.1|CPIP
OG0007306	LOC108152928|XP_017138103.1|DMIR	LOC120414830|XP_039432091.1|CPIP
OG0007307	LOC108156844|XP_017144050.1|DMIR	LOC120414803|XP_039432053.1|CPIP
OG0007308	LOC108153973|XP_017139559.1|DMIR	LOC120414847|XP_039432106.1|CPIP
OG0007309	LOC108157474|XP_017145042.1|DMIR	LOC120414838|XP_039432098.1|CPIP
OG0007310	LOC108154839|XP_033245489.1|DMIR	LOC120414794|XP_039432039.1|CPIP
OG0007311	LOC108154835|XP_017140739.1|DMIR	LOC120414843|XP_039432100.1|CPIP
OG0007312	LOC108159145|XP_017147630.1|DMIR, LOC117189451|XP_033250467.1|DMIR	LOC120414810|XP_039432065.1|CPIP
OG0007313	LOC108156589|XP_017143621.1|DMIR	LOC120413927|XP_039430850.1|CPIP
OG0007314	LOC108151702|XP_017135945.1|DMIR	LOC120413979|XP_039430921.1|CPIP
OG0007315	LOC108164705|XP_033247276.1|DMIR	LOC120413919|XP_039430827.1|CPIP
OG0007316	LOC108155184|XP_017141344.1|DMIR	LOC120413908|XP_039430818.1|CPIP
OG0007317	LOC108155141|XP_017141283.1|DMIR	LOC120413968|XP_039430909.1|CPIP
OG0007318	LOC108155135|XP_017141275.1|DMIR	LOC120413955|XP_039430893.1|CPIP
OG0007319	LOC108152549|XP_017137450.1|DMIR	LOC120413046|XP_039429672.1|CPIP
OG0007320	LOC108163726|XP_017154669.1|DMIR	LOC120413055|XP_039429693.1|CPIP
OG0007321	LOC108160177|XP_017149494.1|DMIR	LOC120413070|XP_039429707.1|CPIP
OG0007322	LOC108152660|XP_033243380.1|DMIR	LOC120413053|XP_039429684.1|CPIP
OG0007323	LOC108164737|XP_017156119.1|DMIR	LOC120413074|XP_039429710.1|CPIP
OG0007324	LOC108155675|XP_017142128.1|DMIR	LOC120412961|XP_039429539.1|CPIP
OG0007325	LOC108155640|XP_017142076.1|DMIR	LOC120412988|XP_039429572.1|CPIP
OG0007326	LOC108155673|XP_017142124.1|DMIR	LOC120412942|XP_039429513.1|CPIP
OG0007327	LOC108151759|XP_017136090.1|DMIR	LOC120412984|XP_039429567.1|CPIP
OG0007328	LOC108153971|XP_017139556.1|DMIR	LOC120412949|XP_039429523.1|CPIP
OG0007329	LOC108156912|XP_017144149.1|DMIR	LOC120413007|XP_039429590.1|CPIP
OG0007331	LOC108159252|XP_017147870.1|DMIR	LOC120414381|XP_039431485.1|CPIP
OG0007332	LOC108156481|XP_017143454.1|DMIR	LOC120414375|XP_039431477.1|CPIP
OG0007333	LOC108155101|XP_017141218.1|DMIR	LOC120417908|XP_039436071.1|CPIP
OG0007334	LOC108162284|XP_017152432.1|DMIR	LOC120417903|XP_039436067.1|CPIP
OG0007335	LOC108152110|XP_017136671.1|DMIR	LOC120419331|XP_039437934.1|CPIP
OG0007336	LOC108152349|XP_017137108.1|DMIR	LOC120419355|XP_039437959.1|CPIP
OG0007337	LOC108151868|XP_017136249.1|DMIR	LOC120419363|XP_039437966.1|CPIP
OG0007338	LOC108151175|XP_017135095.1|DMIR	LOC120414013|XP_039430963.1|CPIP
OG0007339	LOC108154599|XP_017140403.1|DMIR	LOC120414011|XP_039430960.1|CPIP
OG0007340	LOC108153852|XP_033244804.1|DMIR	LOC120413993|XP_039430936.1|CPIP
OG0007341	LOC108156502|XP_017143489.1|DMIR	LOC120413989|XP_039430930.1|CPIP
OG0007342	LOC108157313|XP_017144808.1|DMIR	LOC120414006|XP_039430953.1|CPIP
OG0007343	LOC108156059|XP_017142831.1|DMIR	LOC120425925|XP_039446479.1|CPIP
OG0007344	LOC108164108|XP_017155187.1|DMIR	LOC120425924|XP_039446478.1|CPIP
OG0007345	LOC108156060|XP_017142832.1|DMIR	LOC120425927|XP_039446481.1|CPIP
OG0007346	LOC108153206|XP_017138515.1|DMIR	LOC120425931|XP_039446486.1|CPIP
OG0007347	LOC108155864|XP_017142475.1|DMIR	LOC120425934|XP_039446490.1|CPIP
OG0007348	LOC108155857|XP_017142463.1|DMIR	LOC120425941|XP_039446508.1|CPIP
OG0007349	LOC108155776|XP_017142328.1|DMIR	LOC120425937|XP_039446502.1|CPIP, LOC120425661|XP_039446175.1|CPIP
OG0007350	LOC108164020|XP_017155452.1|DMIR	LOC120425655|XP_039446170.1|CPIP
OG0007351	LOC108152545|XP_017137445.1|DMIR	LOC120426303|XP_039446985.1|CPIP
OG0007352	LOC108160615|XP_017150220.1|DMIR	LOC120426309|XP_039446991.1|CPIP
OG0007354	LOC108154846|XP_017140755.1|DMIR	LOC120422369|XP_039441712.1|CPIP
OG0007355	LOC108155829|XP_017142423.1|DMIR	LOC120422358|XP_039441699.1|CPIP
OG0007356	LOC108159708|XP_017148711.1|DMIR	LOC120422370|XP_039441713.1|CPIP
OG0007357	LOC108155537|XP_017141896.1|DMIR	LOC120422365|XP_039441708.1|CPIP
OG0007358	LOC108157155|XP_017144553.1|DMIR	LOC120422359|XP_039441702.1|CPIP
OG0007359	LOC108156652|XP_017143753.1|DMIR	LOC120423438|XP_039443187.1|CPIP
OG0007360	LOC108155381|XP_017141645.1|DMIR	LOC120421504|XP_039440659.1|CPIP
OG0007361	LOC108164903|XP_017156360.1|DMIR	LOC120421822|XP_039441036.1|CPIP
OG0007362	LOC108162081|XP_017152122.1|DMIR	LOC120422093|XP_039441379.1|CPIP
OG0007363	LOC108151945|XP_017136369.1|DMIR	LOC120421952|XP_039441200.1|CPIP
OG0007364	LOC108151943|XP_033242176.1|DMIR	LOC120422116|XP_039441422.1|CPIP
OG0007365	LOC108152489|XP_017137353.1|DMIR	LOC120421868|XP_039441102.1|CPIP
OG0007366	LOC108156995|XP_017144278.1|DMIR	LOC120422084|XP_039441368.1|CPIP
OG0007367	LOC108152689|XP_017137681.1|DMIR	LOC120422053|XP_039441323.1|CPIP
OG0007368	LOC108155451|XP_017141756.1|DMIR	LOC120421179|XP_039440310.1|CPIP
OG0007369	LOC108156938|XP_017144188.1|DMIR	LOC120421153|XP_039440281.1|CPIP
OG0007370	LOC108158691|XP_017146713.1|DMIR	LOC120422175|XP_039441488.1|CPIP
OG0007371	LOC108155273|XP_017141469.1|DMIR	LOC120421441|XP_039440585.1|CPIP
OG0007372	LOC108155209|XP_017141382.1|DMIR	LOC120422751|XP_039442227.1|CPIP
OG0007373	LOC108164115|XP_017155202.1|DMIR	LOC120422753|XP_039442230.1|CPIP
OG0007374	LOC108164546|XP_017155844.1|DMIR	LOC120422722|XP_039442186.1|CPIP
OG0007375	LOC108164838|XP_017156253.1|DMIR	LOC120418243|XP_039436490.1|CPIP
OG0007376	LOC108163267|XP_017153952.1|DMIR	LOC120418240|XP_039436481.1|CPIP
OG0007377	LOC108156129|XP_017142932.1|DMIR	LOC120418273|XP_039436526.1|CPIP
OG0007378	LOC108161159|XP_033251474.1|DMIR	LOC120418252|XP_039436499.1|CPIP
OG0007379	LOC108163025|XP_017153559.1|DMIR	LOC120418235|XP_039436471.1|CPIP
OG0007381	LOC108161992|XP_017151952.1|DMIR	LOC120431179|XP_039452250.1|CPIP
OG0007382	LOC108155198|XP_017141363.1|DMIR	LOC120431924|XP_039452998.1|CPIP
OG0007383	LOC108152129|XP_033242037.1|DMIR	LOC120431650|XP_039452691.1|CPIP
OG0007386	LOC108164883|XP_017156318.1|DMIR	LOC120417194|XP_039435095.1|CPIP
OG0007387	LOC117186839|XP_033244037.1|DMIR	LOC120426737|XP_039447448.1|CPIP
OG0007388	LOC117186125|XP_033242163.1|DMIR	LOC120427315|XP_039448103.1|CPIP
OG0007389	LOC108163162|XP_017153772.1|DMIR	LOC120431003|XP_039452096.1|CPIP
OG0007393	LOC108155677|XP_017142130.1|DMIR	LOC120431558|XP_039452600.1|CPIP
OG0007394	LOC108164112|XP_017155494.1|DMIR	LOC120429482|XP_039450488.1|CPIP
OG0007395	LOC108163995|XP_033255743.1|DMIR	LOC120424737|XP_039444862.1|CPIP
OG0007396	LOC108155263|XP_017141453.1|DMIR	LOC120430955|XP_039452017.1|CPIP
OG0007398	LOC108159009|XP_017147372.1|DMIR	LOC120424119|XP_039444094.1|CPIP
OG0007399	LOC108164768|XP_017156169.1|DMIR	LOC120424133|XP_039444107.1|CPIP
OG0007400	LOC108164622|XP_017155958.1|DMIR	LOC120419414|XP_039438026.1|CPIP
OG0007401	LOC108164750|XP_017156136.1|DMIR	LOC120419394|XP_039438000.1|CPIP
OG0007402	LOC108154983|XP_017141011.1|DMIR	LOC120419423|XP_039438030.1|CPIP
OG0007403	LOC108155319|XP_033245825.1|DMIR	LOC120417930|XP_039436101.1|CPIP
OG0007404	LOC108156593|XP_033244748.1|DMIR	LOC120417925|XP_039436095.1|CPIP
OG0007405	LOC108154682|XP_017140512.1|DMIR	LOC120419553|XP_039438201.1|CPIP
OG0007406	LOC108155827|XP_017142421.1|DMIR	LOC120420571|XP_039439583.1|CPIP
OG0007409	LOC108163172|XP_017153793.1|DMIR	LOC120428915|XP_039449992.1|CPIP
OG0007410	LOC108156056|XP_017142829.1|DMIR	LOC120423157|XP_039442771.1|CPIP
OG0007411	LOC108155618|XP_017142039.1|DMIR	LOC120423154|XP_039442767.1|CPIP
OG0007412	LOC108156521|XP_017143518.1|DMIR	LOC120423151|XP_039442766.1|CPIP
OG0007413	LOC108158997|XP_017147348.1|DMIR	LOC120419395|XP_039438001.1|CPIP
OG0007414	LOC108162240|XP_017152365.1|DMIR	LOC120431824|XP_039452880.1|CPIP
OG0007415	LOC108153653|XP_017139248.1|DMIR	LOC120421353|XP_039440472.1|CPIP
OG0007416	LOC108165262|XP_033243394.1|DMIR	LOC120421370|XP_039440496.1|CPIP
OG0007417	LOC108164911|XP_017156385.1|DMIR	LOC120421372|XP_039440498.1|CPIP
OG0007418	LOC117187818|XP_033246570.1|DMIR, LOC108159807|XP_033246571.1|DMIR, LOC117185853|XP_033253687.1|DMIR	LOC120419573|XP_039438232.1|CPIP
OG0007419	LOC108155042|XP_017141104.1|DMIR	LOC120419555|XP_039438203.1|CPIP
OG0007420	LOC108158917|XP_017147204.1|DMIR	LOC120419563|XP_039438226.1|CPIP
OG0007421	LOC108161252|XP_017150966.1|DMIR	LOC120416673|XP_039434422.1|CPIP
