Orthogroup	DMIR.longest_only	DSUB.longest_only
OG0008396	LOC108159175|XP_017147713.1|DMIR	LOC117903180|XP_034670915.1|DSUB
OG0008397	LOC108164592|XP_017155906.2|DMIR	LOC117898330|XP_034663548.1|DSUB
OG0008398	LOC108150929|XP_017134751.2|DMIR	LOC117890403|XP_034651107.1|DSUB
OG0008399	LOC108152053|XP_017136546.1|DMIR	LOC117889587|XP_034649886.1|DSUB
OG0008400	LOC108151564|XP_017135728.1|DMIR	LOC117895348|XP_034658820.1|DSUB
OG0008401	LOC108163799|XP_017154778.1|DMIR	LOC117901503|XP_034668164.1|DSUB
OG0008402	LOC108154829|XP_017140721.1|DMIR	LOC117898589|XP_034664024.1|DSUB
OG0008403	LOC108158507|XP_017146371.1|DMIR	LOC117903090|XP_034670788.1|DSUB
OG0008404	LOC108156763|XP_017143915.1|DMIR	LOC117898224|XP_034663349.1|DSUB
OG0008405	LOC108153465|XP_017138984.1|DMIR	LOC117903131|XP_034670854.1|DSUB
OG0008406	LOC108154429|XP_017140190.1|DMIR	LOC117892970|XP_034655199.1|DSUB
OG0008407	LOC108155465|XP_033246147.1|DMIR	LOC117899322|XP_034665147.1|DSUB
OG0008408	LOC108152755|XP_017137816.1|DMIR	LOC117903409|XP_034671299.1|DSUB
OG0008409	LOC108153422|XP_017138914.2|DMIR	LOC117893860|XP_034656521.1|DSUB
OG0008410	LOC108154691|XP_017140529.1|DMIR	LOC117897707|XP_034662620.1|DSUB
OG0008411	LOC108156797|XP_017143965.1|DMIR	LOC117896372|XP_034660539.1|DSUB
OG0008412	LOC108153308|XP_017138707.1|DMIR	LOC117903548|XP_034671631.1|DSUB
OG0008413	LOC108150983|XP_017134812.1|DMIR	LOC117894397|XP_034657293.1|DSUB
OG0008414	LOC108152077|XP_017136599.1|DMIR	LOC117896586|XP_034660904.1|DSUB
OG0008415	LOC108163208|XP_017153852.1|DMIR	LOC117899930|XP_034665990.1|DSUB
OG0008416	LOC108153299|XP_017138682.1|DMIR	LOC117903458|XP_034671386.1|DSUB
OG0008417	LOC108155406|XP_017141695.1|DMIR	LOC117903460|XP_034671389.1|DSUB
OG0008418	LOC108160132|XP_017149419.1|DMIR	LOC117890995|XP_034652038.1|DSUB
OG0008419	LOC108165001|XP_017156520.1|DMIR	LOC117892594|XP_034654827.1|DSUB
OG0008420	LOC108165108|XP_017156655.1|DMIR	LOC117900540|XP_034666834.1|DSUB
OG0008421	LOC108164791|XP_033247829.1|DMIR	LOC117903907|XP_034672304.1|DSUB
OG0008422	LOC108163786|XP_017154762.1|DMIR	LOC117896423|XP_034660635.1|DSUB
OG0008423	LOC108159386|XP_017148106.1|DMIR, LOC117191559|XP_033252279.1|DMIR	LOC117890575|XP_034651403.1|DSUB
OG0008424	LOC108164536|XP_017155825.1|DMIR	LOC117903808|XP_034672134.1|DSUB
OG0008425	LOC108157409|XP_033245527.1|DMIR	LOC117896084|XP_034660014.1|DSUB
OG0008426	LOC108158421|XP_017146188.1|DMIR	LOC117889885|XP_034650286.1|DSUB
OG0008427	LOC108164989|XP_033251981.1|DMIR	LOC117903274|XP_034671068.1|DSUB
OG0008428	LOC108164057|XP_017155131.1|DMIR	LOC117898643|XP_034664100.1|DSUB
OG0008429	LOC108157433|XP_017144975.1|DMIR	LOC117897843|XP_034662800.1|DSUB
OG0008430	LOC108164958|XP_017156455.1|DMIR	LOC117898230|XP_034663359.1|DSUB
OG0008431	LOC117188066|XP_033247231.1|DMIR	LOC117891134|XP_034652233.1|DSUB
OG0008432	LOC108155277|XP_017141473.1|DMIR	LOC117898739|XP_034664249.1|DSUB
OG0008433	LOC108152829|XP_017137918.1|DMIR	LOC117893618|XP_034656185.1|DSUB
OG0008434	LOC108156032|XP_017142773.1|DMIR	LOC117896656|XP_034660994.1|DSUB
OG0008435	LOC108163008|XP_017153522.1|DMIR	LOC117902309|XP_034669481.1|DSUB
OG0008436	LOC108159154|XP_017147641.1|DMIR	LOC117892400|XP_034654507.1|DSUB
OG0008438	LOC108156701|XP_017143837.1|DMIR	LOC117897475|XP_034662218.1|DSUB
OG0008439	LOC108158551|XP_017146454.1|DMIR, LOC117191048|XP_033251910.1|DMIR	LOC117890511|XP_034651305.1|DSUB
OG0008440	LOC108154747|XP_017140608.1|DMIR	LOC117899632|XP_034665678.1|DSUB
OG0008441	LOC108153010|XP_017138245.1|DMIR, LOC108150806|XP_017134598.1|DMIR	LOC117894313|XP_034657170.1|DSUB
OG0008442	LOC108160573|XP_033247371.1|DMIR	LOC117892235|XP_034654231.1|DSUB
OG0008443	LOC108151035|XP_033244017.1|DMIR	LOC117895121|XP_034658420.1|DSUB
OG0008444	LOC108151633|XP_017135827.1|DMIR	LOC117895091|XP_034658378.1|DSUB
OG0008445	LOC108162790|XP_017153183.1|DMIR	LOC117893974|XP_034656673.1|DSUB
OG0008446	LOC108164880|XP_033243941.1|DMIR	LOC117897394|XP_034662101.1|DSUB
OG0008447	LOC108164798|XP_017156212.1|DMIR	LOC117896737|XP_034661131.1|DSUB
OG0008448	LOC108151471|XP_033243230.1|DMIR	LOC117903650|XP_034671842.1|DSUB
OG0008449	LOC108160747|XP_017150432.1|DMIR	LOC117889613|XP_034649929.1|DSUB
OG0008450	LOC108153679|XP_017139287.1|DMIR	LOC117903583|XP_034671693.1|DSUB
OG0008451	LOC108157779|XP_017145458.1|DMIR	LOC117896718|XP_034661070.1|DSUB
OG0008452	LOC108162764|XP_017153140.1|DMIR	LOC117901437|XP_034668072.1|DSUB
OG0008453	LOC108158348|XP_017146076.1|DMIR	LOC117892372|XP_034654473.1|DSUB
OG0008454	LOC108164021|XP_033253676.1|DMIR	LOC117903748|XP_034672040.1|DSUB
OG0008455	LOC108152230|XP_017136905.1|DMIR	LOC117895322|XP_034658780.1|DSUB
OG0008456	LOC108155571|XP_017141960.1|DMIR	LOC117898383|XP_034663628.1|DSUB
OG0008457	LOC108154100|XP_017139710.1|DMIR	LOC117896505|XP_034660748.1|DSUB
OG0008458	LOC108158937|XP_017147236.2|DMIR, LOC117192895|XP_033253529.1|DMIR	LOC117890365|XP_034651050.1|DSUB
OG0008460	LOC108161424|XP_017151173.1|DMIR	LOC117900885|XP_034667305.1|DSUB
OG0008461	LOC108163740|XP_017154688.2|DMIR	LOC117902783|XP_034670276.1|DSUB
OG0008462	LOC108162075|XP_017152112.1|DMIR	LOC117900936|XP_034667393.1|DSUB
OG0008463	LOC108162585|XP_017152887.1|DMIR	LOC117900000|XP_034666062.1|DSUB
OG0008464	LOC108159650|XP_017148605.1|DMIR, LOC117190713|XP_033251670.1|DMIR	LOC117891966|XP_034653730.1|DSUB
OG0008465	LOC108160158|XP_017149463.2|DMIR	LOC117889995|XP_034650470.1|DSUB
OG0008466	LOC108160139|XP_017149436.1|DMIR	LOC117890922|XP_034651943.1|DSUB
OG0008467	LOC108158488|XP_017146285.1|DMIR, LOC117189976|XP_033250948.1|DMIR	LOC117890049|XP_034650561.1|DSUB
OG0008468	LOC108161641|XP_017151432.1|DMIR	LOC117901394|XP_034668019.1|DSUB
OG0008470	LOC117185869|XP_017147576.2|DMIR, LOC117185813|XP_033247264.1|DMIR	LOC117892057|XP_034653876.1|DSUB
OG0008472	LOC117194967|XP_033255336.1|DMIR, LOC108159011|XP_017147373.1|DMIR	LOC117892339|XP_034654384.1|DSUB
OG0008473	LOC108156065|XP_017142840.1|DMIR	LOC117895377|XP_034658880.1|DSUB
OG0008474	LOC108155098|XP_017141215.1|DMIR	LOC117896090|XP_034660019.1|DSUB
OG0008475	LOC108163854|XP_017154857.1|DMIR	LOC117901920|XP_034668779.1|DSUB
OG0008476	LOC108155155|XP_017141304.1|DMIR	LOC117899221|XP_034664985.1|DSUB
OG0008477	LOC108160919|XP_017150690.1|DMIR	LOC117891202|XP_034652429.1|DSUB
OG0008478	LOC108155010|XP_033245441.1|DMIR	LOC117896924|XP_034661355.1|DSUB
OG0008479	LOC117193466|XP_033254117.1|DMIR, LOC117194054|XP_033254590.1|DMIR, LOC117194914|XP_033255271.1|DMIR, LOC108159873|XP_017148966.1|DMIR	LOC117891780|XP_034653339.1|DSUB
OG0008480	LOC108152183|XP_017136811.1|DMIR	LOC117893180|XP_034655563.1|DSUB
OG0008481	LOC108152741|XP_017137782.1|DMIR	LOC117903407|XP_034671297.1|DSUB
OG0008482	LOC108150939|XP_017134758.1|DMIR	LOC117893995|XP_034656698.1|DSUB
OG0008483	LOC108162906|XP_033248625.1|DMIR	LOC117901815|XP_034668621.1|DSUB
OG0008484	LOC108156111|XP_017142896.1|DMIR	LOC117898773|XP_034664297.1|DSUB
OG0008485	LOC108164195|XP_017155304.1|DMIR	LOC117901719|XP_034668486.1|DSUB
OG0008486	LOC108164386|XP_033250202.1|DMIR	LOC117902929|XP_034670408.1|DSUB
OG0008488	LOC108157663|XP_017145311.1|DMIR	LOC117897697|XP_034662609.1|DSUB
OG0008489	LOC108154471|XP_017140231.1|DMIR	LOC117897081|XP_034661610.1|DSUB
OG0008490	LOC117187273|XP_033245505.1|DMIR, LOC117187274|XP_033245506.1|DMIR, LOC117186915|XP_033244142.1|DMIR, LOC117187275|XP_033245507.1|DMIR, LOC117186914|XP_033244141.1|DMIR, LOC117186913|XP_033244140.1|DMIR, LOC108157336|XP_033245264.1|DMIR	LOC117898715|XP_034664223.1|DSUB
OG0008491	LOC108157407|XP_017144943.2|DMIR	LOC117897871|XP_034662836.1|DSUB
OG0008492	LOC108163107|XP_017153690.1|DMIR	LOC117900119|XP_034666236.1|DSUB
OG0008493	LOC108162214|XP_017152321.2|DMIR	LOC117900062|XP_034666157.1|DSUB
OG0008494	LOC108159809|XP_017148868.1|DMIR	LOC117891130|XP_034652229.1|DSUB
OG0008495	LOC117191475|XP_033252223.1|DMIR, LOC117192056|XP_033252663.1|DMIR, LOC117191478|XP_033252225.1|DMIR, LOC117192057|XP_033252664.1|DMIR, LOC117191477|XP_033252224.1|DMIR, LOC108158540|XP_017146437.1|DMIR	LOC117891411|XP_034652748.1|DSUB
OG0008496	LOC117189937|XP_033250908.1|DMIR, LOC117189938|XP_033250910.1|DMIR, LOC117190788|XP_033251736.1|DMIR, LOC108160157|XP_033246829.1|DMIR	LOC117889994|XP_034650469.1|DSUB
OG0008497	LOC117194149|XP_033254693.1|DMIR, LOC108158380|XP_017146121.1|DMIR	LOC117890289|XP_034650943.1|DSUB
OG0008498	LOC108160929|XP_033255626.1|DMIR, LOC117185741|XP_033247876.1|DMIR	LOC117891164|XP_034652375.1|DSUB
OG0008499	LOC117193357|XP_033253964.1|DMIR, LOC108158238|XP_017145960.1|DMIR	LOC117891464|XP_034652838.1|DSUB, LOC117891463|XP_034652837.1|DSUB
OG0008500	LOC108159587|XP_017148526.1|DMIR	LOC117892299|XP_034654332.1|DSUB
OG0008501	LOC108152164|XP_017136772.1|DMIR	LOC117895457|XP_034659020.1|DSUB
OG0008502	LOC117194176|XP_033254728.1|DMIR	LOC117893685|XP_034656268.1|DSUB
OG0008502	LOC108162529|XP_017152799.1|DMIR, LOC108164858|XP_033255671.1|DMIR	LOC117903667|XP_034671884.1|DSUB
OG0008503	LOC108153062|XP_017138327.1|DMIR	LOC117903878|XP_034672260.1|DSUB
OG0008504	LOC117188649|XP_033248704.1|DMIR, LOC108163328|XP_017154049.2|DMIR	LOC117896872|XP_034661295.1|DSUB, LOC117893059|XP_034655351.1|DSUB
OG0008505	LOC108152314|XP_017137036.1|DMIR	LOC117901179|XP_034667722.1|DSUB, LOC117902502|XP_034669821.1|DSUB, LOC117889706|XP_034650018.1|DSUB, LOC117892733|XP_034655046.1|DSUB, LOC117902501|XP_034669820.1|DSUB, LOC117893801|XP_034656436.1|DSUB
OG0008506	LOC108153339|XP_017138763.1|DMIR	LOC117894171|XP_034656965.1|DSUB
OG0008507	LOC108151585|XP_017135753.1|DMIR	LOC117892963|XP_034655187.1|DSUB
OG0008508	LOC108151062|XP_017134931.2|DMIR	LOC117894821|XP_034657961.1|DSUB
OG0008510	LOC108151194|XP_017135141.1|DMIR	LOC117892703|XP_034655009.1|DSUB
OG0008511	LOC117185761|XP_017155074.1|DMIR	LOC117902511|XP_034669826.1|DSUB
OG0008511	LOC108151613|XP_017135799.2|DMIR, LOC108151615|XP_017135801.1|DMIR	LOC117893459|XP_034655969.1|DSUB
OG0008513	LOC108165103|XP_017156649.1|DMIR	LOC117893083|XP_034655395.1|DSUB
OG0008513	LOC108164996|XP_017156516.1|DMIR	LOC117903360|XP_034671206.1|DSUB, LOC117893643|XP_034656224.1|DSUB
OG0008514	LOC108161391|XP_017151129.1|DMIR	LOC117901223|XP_034667785.1|DSUB
OG0008515	LOC108153157|XP_017138449.1|DMIR, LOC108151869|XP_017136253.1|DMIR, LOC108161163|XP_033248475.1|DMIR, LOC108163784|XP_017154756.2|DMIR	LOC117900811|XP_034667193.1|DSUB
OG0008516	LOC108165430|XP_017156958.1|DMIR, LOC117188713|XP_033248860.1|DMIR, LOC108161172|XP_017150881.2|DMIR, LOC117189122|XP_033250041.1|DMIR	LOC117895304|XP_034658755.1|DSUB
OG0008517	LOC108152111|XP_017136675.1|DMIR	LOC117893073|XP_034655382.1|DSUB
OG0008518	LOC108153023|XP_017138266.1|DMIR, LOC117188467|XP_033248270.1|DMIR, LOC108160969|XP_017150756.2|DMIR, LOC117193283|XP_033253918.1|DMIR	LOC117893866|XP_034656529.1|DSUB
OG0008519	LOC117193828|XP_033254427.1|DMIR, LOC117193830|XP_033254429.1|DMIR, LOC117193832|XP_033254431.1|DMIR, LOC117193829|XP_033254428.1|DMIR, LOC117193834|XP_033254432.1|DMIR, LOC117193831|XP_033254430.1|DMIR, LOC108159589|XP_017148529.1|DMIR	LOC117890217|XP_034650846.1|DSUB
OG0008520	LOC108155310|XP_017141517.1|DMIR	LOC117899552|XP_034665532.1|DSUB
OG0008523	LOC117188706|XP_033248840.1|DMIR, LOC117188707|XP_033248841.1|DMIR, LOC108163336|XP_017154060.2|DMIR, LOC117188840|XP_033249205.1|DMIR, LOC108164073|XP_033248842.1|DMIR	LOC117900510|XP_034666794.1|DSUB
OG0008524	LOC108164929|XP_017156406.1|DMIR	LOC117903228|XP_034671018.1|DSUB
OG0008525	LOC108163700|XP_017154624.1|DMIR	LOC117901002|XP_034667490.1|DSUB
OG0008527	LOC117189145|XP_033250102.1|DMIR	LOC117903079|XP_034670767.1|DSUB
OG0008528	LOC108165593|XP_017157157.1|DMIR	LOC117895114|XP_034658411.1|DSUB
OG0008529	LOC108151466|XP_017135577.1|DMIR	LOC117890934|XP_034651962.1|DSUB
OG0008530	LOC108152871|XP_017137989.1|DMIR	LOC117903393|XP_034671270.1|DSUB
OG0008531	LOC108164569|XP_017155876.1|DMIR	LOC117903875|XP_034672255.1|DSUB
OG0008532	LOC108164719|XP_017156093.1|DMIR	LOC117895677|XP_034659396.1|DSUB
OG0008534	LOC108164648|XP_033249909.1|DMIR	LOC117893606|XP_034656176.1|DSUB
OG0008535	LOC108164807|XP_017156216.1|DMIR	LOC117901976|XP_034668874.1|DSUB
OG0008536	LOC108164655|XP_017155996.1|DMIR	LOC117901253|XP_034667840.1|DSUB
OG0008537	LOC108156185|XP_033244568.1|DMIR	LOC117896501|XP_034660739.1|DSUB
OG0008538	LOC108164709|XP_017156071.1|DMIR	LOC117903308|XP_034671132.1|DSUB
OG0008540	LOC108154792|XP_017140672.1|DMIR	LOC117897115|XP_034661656.1|DSUB
OG0008541	LOC108158850|XP_017147062.1|DMIR	LOC117892239|XP_034654238.1|DSUB
OG0008542	LOC108151819|XP_017136167.1|DMIR	LOC117893006|XP_034655253.1|DSUB
OG0008544	LOC108158834|XP_017147042.1|DMIR	LOC117890655|XP_034651515.1|DSUB
OG0008545	LOC108159502|XP_017148344.1|DMIR	LOC117891072|XP_034652136.1|DSUB
OG0008546	LOC108152447|XP_017137290.1|DMIR	LOC117893128|XP_034655467.1|DSUB
OG0008547	LOC108165476|XP_017157016.1|DMIR	LOC117890418|XP_034651130.1|DSUB
OG0008549	LOC108154773|XP_017140647.1|DMIR	LOC117899435|XP_034665329.1|DSUB
OG0008550	LOC108164785|XP_017156193.2|DMIR	LOC117896623|XP_034660955.1|DSUB
OG0008551	LOC108150935|XP_017134754.1|DMIR	LOC117895476|XP_034659044.1|DSUB
OG0008552	LOC108152081|XP_017136607.1|DMIR	LOC117893114|XP_034655442.1|DSUB
OG0008553	LOC117187832|XP_033246591.1|DMIR, LOC108158825|XP_017147011.2|DMIR	LOC117891362|XP_034652689.1|DSUB
OG0008554	LOC108152961|XP_017138153.1|DMIR	LOC117896578|XP_034660888.1|DSUB
OG0008555	LOC108150976|XP_017134807.1|DMIR	LOC117889633|XP_034649983.1|DSUB
OG0008556	LOC117193956|XP_033254501.1|DMIR, LOC117194116|XP_033254647.1|DMIR, LOC108158535|XP_017146427.1|DMIR	LOC117889939|XP_034650362.1|DSUB
OG0008557	LOC108154961|XP_033245663.1|DMIR, LOC117187337|XP_033245664.1|DMIR	LOC117898615|XP_034664058.1|DSUB
OG0008558	LOC108162046|XP_033249471.1|DMIR	LOC117901510|XP_034668171.1|DSUB
OG0008560	LOC108163236|XP_017153885.1|DMIR	LOC117900060|XP_034666156.1|DSUB
OG0008561	LOC108163391|XP_017154136.1|DMIR	LOC117901390|XP_034668015.1|DSUB
OG0008562	LOC108161355|XP_017151087.1|DMIR	LOC117902445|XP_034669728.1|DSUB
OG0008563	LOC108156311|XP_017143190.1|DMIR	LOC117899713|XP_034665819.1|DSUB
OG0008564	LOC108164316|XP_017155456.1|DMIR	LOC117900657|XP_034666983.1|DSUB
OG0008565	LOC117186502|XP_033243276.1|DMIR	LOC117903606|XP_034671752.1|DSUB
OG0008566	LOC108163743|XP_017154699.1|DMIR	LOC117900123|XP_034666239.1|DSUB
OG0008567	LOC108161955|XP_033248893.1|DMIR	LOC117901368|XP_034667969.1|DSUB
OG0008569	LOC108154522|XP_017140315.1|DMIR	LOC117891943|XP_034653686.1|DSUB
OG0008570	LOC108162452|XP_017152687.1|DMIR	LOC117895360|XP_034658838.1|DSUB
OG0008571	LOC108152080|XP_017136606.1|DMIR	LOC117893113|XP_034655441.1|DSUB
OG0008572	LOC108157681|XP_017145336.1|DMIR	LOC117897501|XP_034662282.1|DSUB
OG0008573	LOC117186716|XP_033243717.1|DMIR	LOC117903514|XP_034671511.1|DSUB
OG0008576	LOC108156208|XP_017143038.1|DMIR	LOC117897610|XP_034662468.1|DSUB
OG0008577	LOC108152551|XP_017137454.1|DMIR	LOC117894101|XP_034656867.1|DSUB
OG0008578	LOC108155564|XP_017141946.1|DMIR	LOC117897713|XP_034662626.1|DSUB
OG0008579	LOC108152144|XP_017136744.1|DMIR	LOC117893077|XP_034655386.1|DSUB
OG0008581	LOC108152319|XP_017137043.1|DMIR	LOC117893879|XP_034656542.1|DSUB
OG0008582	LOC108165473|XP_017157012.1|DMIR	LOC117897352|XP_034662028.1|DSUB
OG0008583	LOC108151567|XP_017136144.1|DMIR	LOC117902986|XP_034670579.1|DSUB
OG0008584	LOC108164653|XP_033254392.1|DMIR	LOC117903750|XP_034672047.1|DSUB
OG0008585	LOC108161241|XP_017150958.1|DMIR	LOC117895424|XP_034659000.1|DSUB
OG0008586	LOC108165072|XP_017156611.1|DMIR	LOC117895356|XP_034658874.1|DSUB
OG0008587	LOC108156206|XP_017143032.1|DMIR	LOC117896967|XP_034661402.1|DSUB
OG0008588	LOC108156594|XP_017143624.1|DMIR	LOC117898765|XP_034664286.1|DSUB
OG0008589	LOC108165466|XP_017157003.1|DMIR	LOC117903111|XP_034670828.1|DSUB
OG0008590	LOC108155069|XP_017141145.1|DMIR	LOC117898749|XP_034664261.1|DSUB
OG0008592	LOC117192919|XP_033253544.1|DMIR, LOC108160016|XP_017149240.1|DMIR	LOC117892017|XP_034653801.1|DSUB
OG0008593	LOC108152682|XP_017137671.1|DMIR	LOC117893111|XP_034655438.1|DSUB
OG0008594	LOC108155171|XP_017141327.1|DMIR	LOC117897897|XP_034662864.1|DSUB
OG0008595	LOC108158908|XP_017147191.1|DMIR	LOC117890465|XP_034651211.1|DSUB
OG0008596	LOC108158906|XP_017147188.2|DMIR, LOC117188016|XP_033247043.1|DMIR	LOC117890459|XP_034651196.1|DSUB
OG0008597	LOC108157838|XP_017145530.1|DMIR	LOC117898831|XP_034664389.1|DSUB
OG0008598	LOC108165031|XP_017156557.1|DMIR	LOC117903059|XP_034670697.1|DSUB
OG0008599	LOC108154799|XP_017140687.1|DMIR	LOC117894141|XP_034656966.1|DSUB
OG0008600	LOC108155683|XP_017142141.1|DMIR	LOC117897613|XP_034662469.1|DSUB
OG0008601	LOC108162625|XP_017152936.1|DMIR	LOC117900240|XP_034666420.1|DSUB
OG0008602	LOC108154795|XP_017140675.1|DMIR	LOC117897442|XP_034662175.1|DSUB
OG0008603	LOC108157186|XP_033245679.1|DMIR	LOC117898875|XP_034664447.1|DSUB
OG0008604	LOC108159647|XP_017148603.1|DMIR, LOC117190851|XP_033251767.1|DMIR	LOC117891964|XP_034653727.1|DSUB
OG0008605	LOC108162997|XP_017153501.2|DMIR	LOC117901307|XP_034667908.1|DSUB
OG0008606	LOC108164098|XP_017155176.1|DMIR	LOC117900398|XP_034666644.1|DSUB
OG0008607	LOC108156456|XP_017143407.1|DMIR	LOC117897138|XP_034661700.1|DSUB
OG0008608	LOC108152061|XP_017136564.1|DMIR	LOC117894881|XP_034658052.1|DSUB
OG0008609	LOC108154217|XP_017139932.1|DMIR	LOC117897609|XP_034662464.1|DSUB
OG0008610	LOC117193571|XP_033254208.1|DMIR, LOC108160359|XP_017149818.1|DMIR	LOC117890990|XP_034652032.1|DSUB
OG0008612	LOC108160676|XP_017150311.1|DMIR	LOC117890921|XP_034651942.1|DSUB
OG0008613	LOC108154482|XP_017140272.1|DMIR	LOC117897073|XP_034661597.1|DSUB
OG0008614	LOC108156398|XP_017143324.1|DMIR, LOC108162898|XP_017153360.1|DMIR	LOC117902280|XP_034669446.1|DSUB
OG0008615	LOC108155760|XP_017142292.1|DMIR	LOC117898895|XP_034664469.1|DSUB
OG0008616	LOC108154680|XP_017140510.1|DMIR	LOC117897403|XP_034662117.1|DSUB
OG0008617	LOC108154505|XP_017140294.1|DMIR	LOC117896713|XP_034661063.1|DSUB
OG0008619	LOC108163998|XP_033248910.1|DMIR	LOC117900552|XP_034666846.1|DSUB
OG0008620	LOC117187867|XP_033246647.1|DMIR, LOC108159465|XP_017148268.1|DMIR	LOC117892727|XP_034655041.1|DSUB
OG0008621	LOC108155003|XP_017141040.1|DMIR, LOC117187197|XP_033245226.1|DMIR	LOC117898119|XP_034663199.1|DSUB
OG0008622	LOC117191290|XP_033252088.1|DMIR, LOC108159188|XP_017147731.1|DMIR, LOC117191295|XP_033252094.1|DMIR, LOC117191294|XP_033252093.1|DMIR	LOC117890495|XP_034651277.1|DSUB
OG0008623	LOC117188388|XP_033248073.1|DMIR, LOC108160894|XP_017150652.2|DMIR	LOC117891480|XP_034652850.1|DSUB
OG0008624	LOC108160317|XP_033247820.1|DMIR	LOC117891249|XP_034652486.1|DSUB
OG0008624	LOC117192674|XP_033253287.1|DMIR	LOC117892617|XP_034654859.1|DSUB
OG0008625	LOC108160073|XP_017149317.1|DMIR, LOC117192550|XP_033253139.1|DMIR	LOC117890033|XP_034650540.1|DSUB
OG0008626	LOC108160993|XP_033248176.1|DMIR	LOC117889789|XP_034650151.1|DSUB, LOC117889788|XP_034650149.1|DSUB
OG0008627	LOC108162274|XP_017152421.2|DMIR, LOC108152263|XP_017136961.1|DMIR	LOC117895162|XP_034658511.1|DSUB
OG0008629	LOC108161202|XP_017150913.1|DMIR, LOC108161203|XP_033249322.1|DMIR	LOC117900799|XP_034667175.1|DSUB
OG0008630	LOC108164400|XP_017155529.1|DMIR	LOC117902977|XP_034670535.1|DSUB
OG0008631	LOC108155555|XP_017141939.1|DMIR, LOC108155995|XP_033244265.1|DMIR	LOC117899696|XP_034665790.1|DSUB
OG0008632	LOC108156276|XP_033244542.1|DMIR	LOC117899327|XP_034665152.1|DSUB
OG0008633	LOC117185687|XP_033252759.1|DMIR, LOC108159876|XP_017148969.1|DMIR	LOC117890980|XP_034652012.1|DSUB
OG0008634	LOC108161912|XP_017151810.1|DMIR	LOC117902186|XP_034669251.1|DSUB
OG0008635	LOC117189777|XP_033250737.1|DMIR, LOC108158693|XP_017146715.2|DMIR	LOC117899716|XP_034665825.1|DSUB, LOC117890730|XP_034651674.1|DSUB
OG0008636	LOC108153879|XP_017139469.1|DMIR	LOC117896870|XP_034661291.1|DSUB
OG0008637	LOC108151659|XP_017135869.1|DMIR	LOC117893154|XP_034655507.1|DSUB
OG0008638	LOC108154537|XP_017140329.1|DMIR	LOC117899392|XP_034665267.1|DSUB
OG0008639	LOC108155735|XP_017142240.1|DMIR	LOC117897262|XP_034661876.1|DSUB
OG0008640	LOC108156615|XP_017143658.1|DMIR	LOC117898439|XP_034663735.1|DSUB
OG0008641	LOC108152867|XP_033251930.1|DMIR, LOC117186015|XP_033241940.1|DMIR	LOC117896368|XP_034660538.1|DSUB, LOC117896357|XP_034660527.1|DSUB
OG0008642	LOC108154016|XP_033244419.1|DMIR	LOC117901045|XP_034667543.1|DSUB, LOC117891996|XP_034653773.1|DSUB, LOC117898577|XP_034663989.1|DSUB, LOC117896558|XP_034660848.1|DSUB
OG0008643	LOC108156963|XP_017144231.1|DMIR	LOC117897581|XP_034662426.1|DSUB
OG0008644	LOC108157658|XP_017145304.1|DMIR	LOC117898077|XP_034663143.1|DSUB
OG0008645	LOC108161983|XP_017151938.1|DMIR	LOC117901878|XP_034668727.1|DSUB
OG0008646	LOC117188874|XP_033249286.1|DMIR, LOC117185885|XP_033249670.1|DMIR, LOC108164054|XP_017155123.2|DMIR	LOC117901387|XP_034668011.1|DSUB
OG0008647	LOC108163875|XP_017154878.1|DMIR	LOC117900591|XP_034666891.1|DSUB
OG0008648	LOC108161982|XP_017151937.1|DMIR	LOC117901877|XP_034668726.1|DSUB
OG0008649	LOC117188520|XP_033248415.1|DMIR, LOC117189380|XP_033250396.1|DMIR	LOC117889791|XP_034650154.1|DSUB
OG0008650	LOC108157757|XP_017145427.1|DMIR	LOC117897645|XP_034662512.1|DSUB
OG0008651	LOC108160395|XP_017149873.2|DMIR, LOC117188091|XP_033247309.1|DMIR	LOC117891583|XP_034653002.1|DSUB
OG0008652	LOC108160956|XP_017150738.1|DMIR	LOC117890891|XP_034651875.1|DSUB
OG0008653	LOC117191002|XP_033251873.1|DMIR, LOC108160949|XP_017150729.1|DMIR, LOC117190957|XP_033251841.1|DMIR, LOC117191869|XP_033252525.1|DMIR, LOC117191233|XP_033252041.1|DMIR	LOC117891617|XP_034653044.1|DSUB
OG0008654	LOC117190855|XP_033251774.1|DMIR, LOC108160455|XP_017149960.1|DMIR	LOC117892624|XP_034654867.1|DSUB
OG0008655	LOC108160947|XP_033251902.1|DMIR, LOC117188278|XP_033247728.1|DMIR	LOC117890540|XP_034651356.1|DSUB
OG0008656	LOC108158376|XP_017146158.1|DMIR	LOC117903270|XP_034671064.1|DSUB
OG0008656	LOC108164920|XP_017156395.1|DMIR	LOC117903775|XP_034672089.1|DSUB
OG0008657	LOC108155796|XP_017142368.1|DMIR	LOC117903559|XP_034671657.1|DSUB
OG0008658	LOC108153742|XP_017139364.1|DMIR	LOC117902543|XP_034669872.1|DSUB
OG0008659	LOC108151779|XP_017136111.1|DMIR	LOC117894838|XP_034657977.1|DSUB
OG0008660	LOC108152406|XP_033242415.1|DMIR, LOC117191994|XP_033252607.1|DMIR	LOC117895784|XP_034659575.1|DSUB
OG0008661	LOC108152525|XP_017137415.1|DMIR	LOC117892936|XP_034655148.1|DSUB
