Orthogroup	DMIR.longest_only	HILL.longest_only
OG0008029	LOC108154845|XP_017140751.1|DMIR	LOC119659933|XP_037924201.1|HILL
OG0008030	LOC108154103|XP_017139714.1|DMIR	LOC119659856|XP_037924089.1|HILL
OG0008031	LOC108162860|XP_017153298.1|DMIR	LOC119660283|XP_037924681.1|HILL
OG0008032	LOC108154785|XP_017140661.1|DMIR	LOC119659908|XP_037924161.1|HILL
OG0008033	LOC108155840|XP_017142440.1|DMIR	LOC119658897|XP_037922626.1|HILL
OG0008034	LOC108156038|XP_017142780.1|DMIR	LOC119653379|XP_037913849.1|HILL
OG0008035	LOC108165194|XP_017156753.1|DMIR	LOC119655457|XP_037917286.1|HILL
OG0008036	LOC108156975|XP_017144255.1|DMIR	LOC119658987|XP_037922797.1|HILL
OG0008037	LOC108155045|XP_017141107.1|DMIR	LOC119658931|XP_037922692.1|HILL
OG0008038	LOC108151900|XP_017136302.1|DMIR	LOC119659874|XP_037924120.1|HILL
OG0008039	LOC108154859|XP_017140775.1|DMIR	LOC119659935|XP_037924203.1|HILL
OG0008040	LOC108154641|XP_017140459.1|DMIR	LOC119658901|XP_037922634.1|HILL
OG0008041	LOC108164745|XP_017156131.1|DMIR	LOC119650680|XP_037909566.1|HILL, LOC119659848|XP_037924073.1|HILL
OG0008042	LOC108154003|XP_017139586.2|DMIR	LOC119659982|XP_037924280.1|HILL
OG0008043	LOC108161764|XP_017151590.1|DMIR	LOC119653924|XP_037915011.1|HILL
OG0008044	LOC108152354|XP_017137127.1|DMIR	LOC119653723|XP_037914560.1|HILL
OG0008045	LOC108164636|XP_017155971.1|DMIR	LOC119655440|XP_037917262.1|HILL, LOC119649721|XP_037907931.1|HILL
OG0008046	LOC108156900|XP_017144131.1|DMIR	LOC119658779|XP_037922405.1|HILL
OG0008047	LOC108156605|XP_017143636.1|DMIR	LOC119658630|XP_037922070.1|HILL
OG0008048	LOC108154860|XP_017140776.1|DMIR	LOC119658778|XP_037922404.1|HILL
OG0008049	LOC108155681|XP_017142138.1|DMIR	LOC119658628|XP_037922066.1|HILL
OG0008050	LOC108156131|XP_017142933.1|DMIR	LOC119659059|XP_037922896.1|HILL
OG0008051	LOC108155655|XP_017142097.1|DMIR	LOC119660140|XP_037924466.1|HILL
OG0008052	LOC108156281|XP_017143144.1|DMIR	LOC119658904|XP_037922638.1|HILL
OG0008053	LOC108156729|XP_017143873.1|DMIR	LOC119655780|XP_037917792.1|HILL
OG0008054	LOC108164732|XP_017156117.1|DMIR	LOC119654654|XP_037916070.1|HILL
OG0008055	LOC108164601|XP_017155928.1|DMIR	LOC119660797|XP_037925546.1|HILL
OG0008056	LOC108151467|XP_017135581.1|DMIR	LOC119658715|XP_037922262.1|HILL
OG0008058	LOC108155040|XP_017141094.1|DMIR	LOC119659911|XP_037924163.1|HILL
OG0008060	LOC108154219|XP_017139934.1|DMIR	LOC119659045|XP_037922880.1|HILL
OG0008061	LOC108156007|XP_017142704.1|DMIR	LOC119656005|XP_037918175.1|HILL
OG0008062	LOC108162819|XP_017153228.1|DMIR	LOC119653667|XP_037914427.1|HILL
OG0008063	LOC108156913|XP_017144150.1|DMIR	LOC119658663|XP_037922145.1|HILL
OG0008064	LOC108160701|XP_017150348.1|DMIR	LOC119653880|XP_037914925.1|HILL
OG0008066	LOC108159467|XP_017148278.1|DMIR	LOC119658793|XP_037922433.1|HILL
OG0008067	LOC108161369|XP_017151106.1|DMIR	LOC119653714|XP_037914523.1|HILL
OG0008068	LOC108165037|XP_017156563.1|DMIR	LOC119653696|XP_037914497.1|HILL
OG0008069	LOC108156527|XP_033244526.1|DMIR	LOC119660342|XP_037924756.1|HILL
OG0008070	LOC108154864|XP_033244148.1|DMIR	LOC119659365|XP_037923348.1|HILL
OG0008071	LOC108161671|XP_017151467.1|DMIR	LOC119654615|XP_037916017.1|HILL
OG0008072	LOC108157493|XP_017145083.1|DMIR	LOC119646187|XP_037902498.1|HILL
OG0008073	LOC108165012|XP_017156537.1|DMIR	LOC119655502|XP_037917332.1|HILL
OG0008074	LOC108164670|XP_017156011.1|DMIR	LOC119656050|XP_037918243.1|HILL
OG0008075	LOC108158017|XP_017145649.1|DMIR	LOC119654147|XP_037915238.1|HILL
OG0008076	LOC108155398|XP_017141684.1|DMIR	LOC119653727|XP_037914563.1|HILL
OG0008077	LOC108156949|XP_017144207.1|DMIR	LOC119656704|XP_037919141.1|HILL
OG0008078	LOC108164752|XP_017156141.1|DMIR	LOC119656157|XP_037918421.1|HILL
OG0008079	LOC108165165|XP_017156726.1|DMIR	LOC119655684|XP_037917613.1|HILL
OG0008080	LOC108164642|XP_017155981.1|DMIR	LOC119655787|XP_037917806.1|HILL
OG0008081	LOC108152381|XP_017137164.1|DMIR	LOC119661280|XP_037926484.1|HILL
OG0008082	LOC108157571|XP_017145181.1|DMIR	LOC119659634|XP_037923761.1|HILL
OG0008083	LOC108154748|XP_017140610.1|DMIR	LOC119659775|XP_037923965.1|HILL
OG0008084	LOC108155547|XP_017141915.1|DMIR	LOC119657512|XP_037920379.1|HILL
OG0008085	LOC108154561|XP_017140351.1|DMIR	LOC119660549|XP_037925117.1|HILL
OG0008086	LOC108154742|XP_017140601.1|DMIR	LOC119659139|XP_037922997.1|HILL
OG0008087	LOC108155680|XP_017142139.1|DMIR	LOC119648155|XP_037905654.1|HILL
OG0008088	LOC108161517|XP_017151287.1|DMIR	LOC119648023|XP_037905366.1|HILL
OG0008089	LOC108151203|XP_017135166.1|DMIR	LOC119648247|XP_037905814.1|HILL
OG0008090	LOC108152661|XP_017137646.1|DMIR	LOC119651986|XP_037911829.1|HILL
OG0008091	LOC108154883|XP_017140816.1|DMIR	LOC119658943|XP_037922735.1|HILL
OG0008093	LOC108156531|XP_017143530.1|DMIR	LOC119647098|XP_037903797.1|HILL
OG0008094	LOC108163739|XP_017154687.1|DMIR	LOC119660317|XP_037924720.1|HILL
OG0008095	LOC108155466|XP_017141776.1|DMIR	LOC119660150|XP_037924478.1|HILL
OG0008096	LOC108153519|XP_017139070.1|DMIR	LOC119655115|XP_037916765.1|HILL
OG0008097	LOC108164404|XP_017155558.1|DMIR	LOC119652562|XP_037912698.1|HILL
OG0008098	LOC108153581|XP_017139150.1|DMIR	LOC119649386|XP_037907434.1|HILL
OG0008100	LOC108156300|XP_017143172.1|DMIR	LOC119658786|XP_037922421.1|HILL
OG0008101	LOC108154463|XP_017140226.1|DMIR	LOC119660876|XP_037925714.1|HILL
OG0008102	LOC108155418|XP_017141707.1|DMIR	LOC119658913|XP_037922657.1|HILL
OG0008103	LOC108157256|XP_017144726.1|DMIR	LOC119656985|XP_037919648.1|HILL
OG0008104	LOC108151038|XP_017134895.1|DMIR	LOC119650376|XP_037909041.1|HILL
OG0008105	LOC108155380|XP_017141643.1|DMIR	LOC119651399|XP_037910914.1|HILL
OG0008106	LOC108153011|XP_017138247.1|DMIR	LOC119660566|XP_037925140.1|HILL
OG0008107	LOC108155224|XP_017141397.1|DMIR	LOC119659291|XP_037923231.1|HILL
OG0008108	LOC108164689|XP_017156051.1|DMIR	LOC119655216|XP_037916920.1|HILL
OG0008109	LOC108155204|XP_017141375.1|DMIR	LOC119653886|XP_037914934.1|HILL
OG0008110	LOC108165127|XP_017156680.1|DMIR	LOC119649349|XP_037907387.1|HILL
OG0008111	LOC108163671|XP_017154589.1|DMIR	LOC119655879|XP_037917942.1|HILL
OG0008112	LOC108163645|XP_033253279.1|DMIR	LOC119653523|XP_037914118.1|HILL
OG0008113	LOC108153143|XP_017138434.1|DMIR	LOC119653524|XP_037914122.1|HILL
OG0008114	LOC108153142|XP_017138433.1|DMIR	LOC119655757|XP_037917741.1|HILL
OG0008115	LOC108159648|XP_017148607.1|DMIR	LOC119653564|XP_037914205.1|HILL
OG0008116	LOC108162590|XP_033242060.1|DMIR	LOC119653408|XP_037913901.1|HILL
OG0008117	LOC108154090|XP_017139694.1|DMIR	LOC119653664|XP_037914423.1|HILL
OG0008118	LOC108151009|XP_017134859.1|DMIR	LOC119655059|XP_037916677.1|HILL
OG0008119	LOC108153481|XP_017139013.1|DMIR	LOC119656267|XP_037918618.1|HILL
OG0008120	LOC108153337|XP_017138765.1|DMIR	LOC119653739|XP_037914590.1|HILL
OG0008121	LOC108158629|XP_017146597.2|DMIR, LOC117187776|XP_033246501.1|DMIR	LOC119655517|XP_037917355.1|HILL
OG0008122	LOC108154768|XP_017140643.1|DMIR	LOC119656036|XP_037918231.1|HILL
OG0008123	LOC108164525|XP_017155802.1|DMIR	LOC119655214|XP_037916918.1|HILL
OG0008124	LOC108153499|XP_033242914.1|DMIR	LOC119656242|XP_037918586.1|HILL
OG0008126	LOC108165074|XP_017156613.1|DMIR	LOC119653749|XP_037914606.1|HILL
OG0008128	LOC108164047|XP_017155117.1|DMIR	LOC119653620|XP_037914321.1|HILL
OG0008129	LOC108153063|XP_033243946.1|DMIR	LOC119653592|XP_037914269.1|HILL
OG0008130	LOC108164566|XP_017155872.1|DMIR	LOC119653593|XP_037914270.1|HILL
OG0008131	LOC108151131|XP_017135047.1|DMIR	LOC119655177|XP_037916857.1|HILL
OG0008132	LOC108157704|XP_017145363.1|DMIR	LOC119660508|XP_037925033.1|HILL
OG0008133	LOC108159443|XP_017148223.1|DMIR	LOC119653712|XP_037914521.1|HILL
OG0008134	LOC108162127|XP_033248418.1|DMIR	LOC119655928|XP_037918029.1|HILL
OG0008135	LOC108155014|XP_017141055.1|DMIR	LOC119659663|XP_037923803.1|HILL
OG0008136	LOC108164209|XP_017155329.1|DMIR	LOC119653701|XP_037914503.1|HILL
OG0008137	LOC108152568|XP_017137496.1|DMIR	LOC119653446|XP_037913969.1|HILL
OG0008138	LOC108151287|XP_017135308.1|DMIR	LOC119656075|XP_037918284.1|HILL
OG0008139	LOC108159050|XP_017147471.1|DMIR	LOC119654404|XP_037915716.1|HILL
OG0008140	LOC108165468|XP_033242815.1|DMIR	LOC119655513|XP_037917348.1|HILL
OG0008141	LOC108158969|XP_017147298.1|DMIR	LOC119656033|XP_037918227.1|HILL
OG0008142	LOC108152691|XP_017137687.1|DMIR	LOC119655426|XP_037917245.1|HILL
OG0008143	LOC117186296|XP_033242751.1|DMIR	LOC119653905|XP_037914969.1|HILL
OG0008144	LOC108158923|XP_017147215.1|DMIR, LOC117193631|XP_033254269.1|DMIR	LOC119655468|XP_037917298.1|HILL
OG0008145	LOC108152729|XP_033242714.1|DMIR	LOC119654221|XP_037915365.1|HILL
OG0008146	LOC108164761|XP_017156161.1|DMIR	LOC119654319|XP_037915573.1|HILL
OG0008147	LOC108161134|XP_017150848.1|DMIR	LOC119653496|XP_037914058.1|HILL
OG0008148	LOC108160167|XP_017149482.1|DMIR	LOC119661496|XP_037926788.1|HILL
OG0008149	LOC108164826|XP_017156236.1|DMIR	LOC119655401|XP_037917211.1|HILL
OG0008150	LOC108155262|XP_017141455.1|DMIR	LOC119654923|XP_037916501.1|HILL
OG0008151	LOC108152912|XP_017138077.1|DMIR	LOC119655729|XP_037917695.1|HILL
OG0008152	LOC108163887|XP_033253602.1|DMIR	LOC119653903|XP_037914968.1|HILL
OG0008153	LOC108160019|XP_017149243.1|DMIR	LOC119646770|XP_037903280.1|HILL
OG0008154	LOC108151135|XP_017135049.1|DMIR	LOC119649175|XP_037907131.1|HILL
OG0008155	LOC108153124|XP_017138402.1|DMIR	LOC119648979|XP_037906829.1|HILL
OG0008156	LOC108154777|XP_017140651.1|DMIR	LOC119653185|XP_037913667.1|HILL
OG0008157	LOC108157154|XP_017144551.2|DMIR	LOC119653871|XP_037914907.1|HILL
OG0008158	LOC108152123|XP_017136699.1|DMIR	LOC119655594|XP_037917477.1|HILL
OG0008159	LOC108165512|XP_017157057.1|DMIR	LOC119648759|XP_037906513.1|HILL
OG0008160	LOC108160000|XP_017149209.1|DMIR	LOC119653418|XP_037913920.1|HILL
OG0008161	LOC108160692|XP_017150336.1|DMIR	LOC119653614|XP_037914309.1|HILL
OG0008162	LOC108158996|XP_017147351.1|DMIR	LOC119657168|XP_037919881.1|HILL
OG0008163	LOC108151752|XP_017136079.1|DMIR	LOC119648366|XP_037906020.1|HILL
OG0008164	LOC108152400|XP_017137192.1|DMIR	LOC119654819|XP_037916307.1|HILL
OG0008165	LOC108155566|XP_017141951.1|DMIR	LOC119656159|XP_037918425.1|HILL
OG0008166	LOC108155600|XP_017142015.1|DMIR	LOC119656160|XP_037918427.1|HILL
OG0008167	LOC108152822|XP_017137904.1|DMIR	LOC119655235|XP_037916946.1|HILL
OG0008168	LOC108152821|XP_017137903.1|DMIR	LOC119656205|XP_037918524.1|HILL
OG0008169	LOC108151731|XP_017136020.1|DMIR	LOC119656206|XP_037918525.1|HILL
OG0008170	LOC108158600|XP_017146551.1|DMIR	LOC119656032|XP_037918225.1|HILL
OG0008171	LOC108164417|XP_017155626.1|DMIR	LOC119660725|XP_037925307.1|HILL
OG0008172	LOC108155835|XP_017142435.1|DMIR	LOC119654523|XP_037915892.1|HILL
OG0008173	LOC108163087|XP_017153657.1|DMIR	LOC119658417|XP_037921740.1|HILL
OG0008174	LOC108159008|XP_017147371.1|DMIR	LOC119653767|XP_037914686.1|HILL
OG0008175	LOC108164967|XP_017156471.1|DMIR	LOC119654277|XP_037915485.1|HILL
OG0008176	LOC108153528|XP_017139082.1|DMIR	LOC119659367|XP_037923354.1|HILL
OG0008177	LOC108152441|XP_017137276.1|DMIR	LOC119653423|XP_037913928.1|HILL
OG0008178	LOC108161337|XP_017151097.1|DMIR	LOC119656046|XP_037918240.1|HILL
OG0008179	LOC108161434|XP_017151189.1|DMIR	LOC119654837|XP_037916339.1|HILL
OG0008180	LOC108152657|XP_033242746.1|DMIR	LOC119655519|XP_037917357.1|HILL
OG0008181	LOC108152874|XP_017137993.1|DMIR	LOC119653718|XP_037914538.1|HILL
OG0008182	LOC108158957|XP_017147274.1|DMIR, LOC117193723|XP_033254339.1|DMIR	LOC119654700|XP_037916142.1|HILL
OG0008183	LOC108160099|XP_017149374.1|DMIR	LOC119654478|XP_037915825.1|HILL
OG0008185	LOC108156702|XP_017143839.1|DMIR	LOC119653444|XP_037913964.1|HILL
OG0008186	LOC108159146|XP_017147631.1|DMIR	LOC119655698|XP_037917640.1|HILL
OG0008187	LOC108159153|XP_017147639.1|DMIR	LOC119656056|XP_037918257.1|HILL
OG0008188	LOC108163506|XP_017154325.2|DMIR	LOC119647910|XP_037905157.1|HILL
OG0008189	LOC108162545|XP_017152818.1|DMIR	LOC119655618|XP_037917516.1|HILL
OG0008190	LOC108152866|XP_017137985.1|DMIR	LOC119648049|XP_037905439.1|HILL
OG0008191	LOC108153100|XP_017138373.1|DMIR	LOC119653624|XP_037914325.1|HILL
OG0008192	LOC108164576|XP_017155884.1|DMIR	LOC119655410|XP_037917222.1|HILL
OG0008193	LOC108164823|XP_017156233.1|DMIR	LOC119657609|XP_037920536.1|HILL
OG0008194	LOC108162494|XP_017152736.1|DMIR	LOC119655480|XP_037917308.1|HILL
OG0008195	LOC108160990|XP_017150784.1|DMIR	LOC119654849|XP_037916357.1|HILL
OG0008196	LOC108158568|XP_017146492.1|DMIR, LOC117191533|XP_033252262.1|DMIR	LOC119655919|XP_037918013.1|HILL
OG0008197	LOC108153163|XP_033243279.1|DMIR	LOC119650063|XP_037908484.1|HILL
OG0008198	LOC108152868|XP_017137986.1|DMIR	LOC119653882|XP_037914926.1|HILL
OG0008199	LOC108164976|XP_017156484.1|DMIR	LOC119647567|XP_037904491.1|HILL
OG0008200	LOC108160079|XP_017149335.1|DMIR	LOC119655992|XP_037918157.1|HILL
OG0008201	LOC108153123|XP_017138400.1|DMIR	LOC119648130|XP_037905595.1|HILL
OG0008202	LOC108151782|XP_017136115.1|DMIR	LOC119648084|XP_037905501.1|HILL
OG0008203	LOC108151920|XP_017136326.1|DMIR	LOC119649923|XP_037908254.1|HILL
OG0008204	LOC108164554|XP_017155857.1|DMIR	LOC119654817|XP_037916305.1|HILL
OG0008205	LOC108164780|XP_017156190.1|DMIR	LOC119649927|XP_037908274.1|HILL
OG0008206	LOC108153021|XP_017138261.1|DMIR	LOC119648659|XP_037906366.1|HILL
OG0008207	LOC108151903|XP_017136301.1|DMIR	LOC119650250|XP_037908768.1|HILL
OG0008208	LOC108158817|XP_017146996.2|DMIR	LOC119654714|XP_037916160.1|HILL
OG0008209	LOC108152848|XP_017137954.1|DMIR	LOC119656018|XP_037918198.1|HILL
OG0008211	LOC108163756|XP_017154715.1|DMIR	LOC119654519|XP_037915887.1|HILL
OG0008212	LOC108152316|XP_017137038.1|DMIR	LOC119649009|XP_037906887.1|HILL
OG0008213	LOC108164702|XP_017156065.1|DMIR	LOC119655816|XP_037917848.1|HILL
OG0008214	LOC108151514|XP_017135647.1|DMIR	LOC119654638|XP_037916041.1|HILL
OG0008215	LOC108153048|XP_017138309.1|DMIR	LOC119656107|XP_037918350.1|HILL
OG0008216	LOC108152045|XP_017136537.1|DMIR	LOC119655941|XP_037918056.1|HILL
OG0008217	LOC108163878|XP_017154884.1|DMIR	LOC119654955|XP_037916540.1|HILL
OG0008218	LOC117190149|XP_033251115.1|DMIR, LOC108159862|XP_017148952.1|DMIR	LOC119655409|XP_037917220.1|HILL
OG0008219	LOC108154240|XP_017139965.1|DMIR	LOC119655043|XP_037916652.1|HILL
OG0008220	LOC108152779|XP_017137850.1|DMIR	LOC119653679|XP_037914451.1|HILL
OG0008221	LOC108162645|XP_017152958.1|DMIR	LOC119648657|XP_037906365.1|HILL
OG0008222	LOC108152460|XP_017137313.1|DMIR	LOC119647623|XP_037904595.1|HILL
OG0008223	LOC108151695|XP_017135937.1|DMIR	LOC119650419|XP_037909151.1|HILL
OG0008224	LOC108151652|XP_017135860.1|DMIR	LOC119650046|XP_037908457.1|HILL
OG0008225	LOC108164530|XP_017155812.1|DMIR	LOC119653817|XP_037914777.1|HILL
OG0008226	LOC108165005|XP_017156529.1|DMIR	LOC119657870|XP_037920924.1|HILL
OG0008227	LOC108157588|XP_017145201.1|DMIR	LOC119652848|XP_037913128.1|HILL
OG0008228	LOC108156102|XP_017142884.1|DMIR	LOC119650921|XP_037910074.1|HILL
OG0008229	LOC108157537|XP_017145129.1|DMIR	LOC119659771|XP_037923960.1|HILL
OG0008230	LOC108155838|XP_017142438.1|DMIR	LOC119659529|XP_037923594.1|HILL
OG0008232	LOC108152610|XP_017137564.1|DMIR, LOC117186077|XP_033242064.1|DMIR	LOC119648618|XP_037906318.1|HILL
OG0008233	LOC108163202|XP_017153836.1|DMIR	LOC119650930|XP_037910084.1|HILL
OG0008234	LOC108159651|XP_017148606.1|DMIR, LOC117190714|XP_033251671.1|DMIR	LOC119647131|XP_037903849.1|HILL
OG0008235	LOC108164799|XP_017156213.1|DMIR	LOC119646452|XP_037902830.1|HILL
OG0008236	LOC108158711|XP_017146743.1|DMIR, LOC117192784|XP_033253429.1|DMIR	LOC119654405|XP_037915717.1|HILL
OG0008237	LOC117191067|XP_033251924.1|DMIR, LOC108160003|XP_017149216.1|DMIR	LOC119659374|XP_037923358.1|HILL
OG0008239	LOC108153112|XP_017138386.1|DMIR	LOC119647458|XP_037904318.1|HILL
OG0008240	LOC108158979|XP_017147312.1|DMIR	LOC119646168|XP_037902475.1|HILL
OG0008243	LOC108158500|XP_017146303.2|DMIR, LOC117188057|XP_033247191.1|DMIR	LOC119648025|XP_037905371.1|HILL
OG0008244	LOC108156092|XP_017142870.1|DMIR	LOC119657479|XP_037920327.1|HILL
OG0008246	LOC108158274|XP_017145999.1|DMIR	LOC119649123|XP_037907056.1|HILL, LOC119656015|XP_037918193.1|HILL
OG0008248	LOC108157050|XP_017144357.1|DMIR	LOC119651615|XP_037911197.1|HILL
OG0008250	LOC117189684|XP_033250676.1|DMIR, LOC108158464|XP_033250672.1|DMIR, LOC117189681|XP_033250673.1|DMIR, LOC117189682|XP_033250674.1|DMIR, LOC117189675|XP_033250670.1|DMIR, LOC117187919|XP_033246765.1|DMIR	LOC119658209|XP_037921403.1|HILL
OG0008254	LOC108153047|XP_017138304.1|DMIR	LOC119648698|XP_037906433.1|HILL
OG0008255	LOC108152763|XP_017137824.1|DMIR	LOC119658673|XP_037922163.1|HILL
OG0008266	LOC108156668|XP_017143780.1|DMIR	LOC119659659|XP_037923797.1|HILL
OG0008267	LOC108156475|XP_017143435.1|DMIR	LOC119650768|XP_037909798.1|HILL
OG0008268	LOC108162666|XP_017152996.2|DMIR	LOC119657907|XP_037921002.1|HILL
OG0008271	LOC108151331|XP_017135372.1|DMIR	LOC119656884|XP_037919481.1|HILL
OG0008272	LOC108152185|XP_017136816.1|DMIR	LOC119657131|XP_037919829.1|HILL
OG0008273	LOC108154693|XP_017140531.1|DMIR	LOC119660532|XP_037925088.1|HILL
OG0008274	LOC108152557|XP_017137474.1|DMIR	LOC119647857|XP_037905053.1|HILL, LOC119657860|XP_037920914.1|HILL
OG0008275	LOC108152428|XP_017137249.1|DMIR	LOC119654348|XP_037915618.1|HILL
OG0008276	LOC108161821|XP_017151672.1|DMIR	LOC119656605|XP_037918967.1|HILL
OG0008277	LOC108157132|XP_017144523.1|DMIR	LOC119657813|XP_037920851.1|HILL
OG0008278	LOC108163007|XP_017153520.1|DMIR	LOC119657315|XP_037920101.1|HILL
OG0008279	LOC108164765|XP_017156164.1|DMIR	LOC119657968|XP_037921105.1|HILL
OG0008280	LOC108164917|XP_017156390.1|DMIR	LOC119656800|XP_037919338.1|HILL
OG0008281	LOC108164747|XP_017156133.1|DMIR	LOC119656789|XP_037919317.1|HILL
OG0008282	LOC108165605|XP_017157169.1|DMIR	LOC119653480|XP_037914039.1|HILL
OG0008283	LOC108159877|XP_017148976.1|DMIR	LOC119661755|XP_037927152.1|HILL
OG0008284	LOC108164463|XP_017155685.1|DMIR	LOC119660741|XP_037925372.1|HILL, LOC119660740|XP_037925368.1|HILL
OG0008285	LOC108165061|XP_017156596.1|DMIR	LOC119657392|XP_037920206.1|HILL
OG0008286	LOC108165128|XP_017156682.1|DMIR	LOC119656966|XP_037919613.1|HILL
OG0008287	LOC108159070|XP_017147510.1|DMIR	LOC119657837|XP_037920886.1|HILL
OG0008288	LOC108157479|XP_017145052.1|DMIR	LOC119651970|XP_037911791.1|HILL
OG0008290	LOC108164697|XP_017156058.1|DMIR	LOC119656975|XP_037919637.1|HILL
OG0008291	LOC108152605|XP_017137555.1|DMIR	LOC119658297|XP_037921523.1|HILL
OG0008292	LOC108152546|XP_017137451.1|DMIR	LOC119656854|XP_037919434.1|HILL
OG0008293	LOC108157638|XP_017145271.1|DMIR	LOC119657480|XP_037920328.1|HILL
OG0008294	LOC108156005|XP_017142696.1|DMIR	LOC119650805|XP_037909872.1|HILL
OG0008295	LOC108155329|XP_017141563.1|DMIR	LOC119657054|XP_037919735.1|HILL
OG0008296	LOC108164861|XP_017156284.1|DMIR	LOC119660813|XP_037925582.1|HILL
OG0008297	LOC108159091|XP_017147543.1|DMIR	LOC119658223|XP_037921417.1|HILL
OG0008298	LOC108164527|XP_017155808.1|DMIR	LOC119657521|XP_037920391.1|HILL
OG0008299	LOC108156053|XP_017142815.1|DMIR	LOC119651973|XP_037911805.1|HILL, LOC119652433|XP_037912490.1|HILL
OG0008300	LOC108164679|XP_017156025.1|DMIR	LOC119656799|XP_037919334.1|HILL
OG0008301	LOC108156555|XP_017143565.1|DMIR	LOC119651318|XP_037910777.1|HILL
OG0008302	LOC108164728|XP_017156110.1|DMIR	LOC119657146|XP_037919851.1|HILL
OG0008303	LOC108152857|XP_017137971.1|DMIR	LOC119656860|XP_037919441.1|HILL
OG0008304	LOC108165098|XP_017156641.1|DMIR	LOC119658002|XP_037921150.1|HILL
OG0008305	LOC117186278|XP_033242704.1|DMIR	LOC119650674|XP_037909554.1|HILL
OG0008306	LOC108159295|XP_017147957.1|DMIR	LOC119656911|XP_037919530.1|HILL
OG0008308	LOC108155005|XP_017141043.1|DMIR	LOC119653009|XP_037913369.1|HILL
OG0008309	LOC108163369|XP_017154109.1|DMIR	LOC119651537|XP_037911097.1|HILL
OG0008310	LOC108153096|XP_017138367.1|DMIR	LOC119649911|XP_037908238.1|HILL
OG0008311	LOC108153545|XP_033241996.1|DMIR	LOC119652273|XP_037912190.1|HILL
OG0008312	LOC108157196|XP_017144617.1|DMIR	LOC119658482|XP_037921855.1|HILL
OG0008313	LOC108163493|XP_033243050.1|DMIR	LOC119657974|XP_037921114.1|HILL
OG0008314	LOC117189849|XP_033250812.1|DMIR, LOC108159105|XP_017147567.1|DMIR	LOC119661048|XP_037926184.1|HILL
OG0008315	LOC108150913|XP_017134727.1|DMIR	LOC119650949|XP_037910111.1|HILL
OG0008317	LOC108155203|XP_017141366.1|DMIR	LOC119652588|XP_037912737.1|HILL
OG0008318	LOC108164831|XP_017156242.1|DMIR	LOC119646714|XP_037903220.1|HILL
OG0008319	LOC108160950|XP_017150730.1|DMIR	LOC119653269|XP_037913819.1|HILL
OG0008320	LOC108161142|XP_033255157.1|DMIR	LOC119657029|XP_037919709.1|HILL
OG0008321	LOC108156298|XP_033245231.1|DMIR	LOC119652444|XP_037912514.1|HILL
OG0008323	LOC108155885|XP_017142510.1|DMIR	LOC119651186|XP_037910551.1|HILL
OG0008324	LOC108152020|XP_017136486.1|DMIR	LOC119652576|XP_037912718.1|HILL
OG0008325	LOC108155661|XP_017142115.1|DMIR	LOC119656527|XP_037918801.1|HILL
OG0008326	LOC108155233|XP_017141411.1|DMIR	LOC119650573|XP_037909317.1|HILL
OG0008327	LOC108160711|XP_017150373.1|DMIR	LOC119651627|XP_037911220.1|HILL
OG0008328	LOC108165054|XP_017156584.1|DMIR	LOC119657563|XP_037920450.1|HILL
OG0008329	LOC108164993|XP_017156507.1|DMIR	LOC119647997|XP_037905311.1|HILL
OG0008330	LOC108158236|XP_017145957.1|DMIR, LOC117191552|XP_033252273.1|DMIR	LOC119656858|XP_037919443.1|HILL
OG0008332	LOC108152990|XP_017138211.1|DMIR	LOC119647937|XP_037905210.1|HILL
OG0008333	LOC108153540|XP_017139095.1|DMIR	LOC119649258|XP_037907272.1|HILL
OG0008334	LOC108152905|XP_017138040.1|DMIR	LOC119649189|XP_037907143.1|HILL
OG0008335	LOC108151324|XP_017135365.1|DMIR	LOC119648296|XP_037905883.1|HILL
OG0008339	LOC108157707|XP_017145369.1|DMIR	LOC119652566|XP_037912707.1|HILL
OG0008340	LOC108159064|XP_017147498.1|DMIR	LOC119649185|XP_037907140.1|HILL
OG0008341	LOC108153226|XP_017138545.1|DMIR	LOC119648181|XP_037905695.1|HILL
OG0008343	LOC108156050|XP_017142811.1|DMIR	LOC119657424|XP_037920254.1|HILL
OG0008344	LOC108153071|XP_017138341.1|DMIR	LOC119647984|XP_037905295.1|HILL
OG0008346	LOC108152875|XP_017137994.1|DMIR	LOC119653453|XP_037913994.1|HILL
OG0008349	LOC108153764|XP_017139392.1|DMIR	LOC119660324|XP_037924730.1|HILL
OG0008350	LOC108156967|XP_017144244.1|DMIR	LOC119652808|XP_037913059.1|HILL
OG0008351	LOC108152728|XP_017137755.2|DMIR	LOC119649434|XP_037907512.1|HILL
OG0008352	LOC108152893|XP_017138022.1|DMIR	LOC119649676|XP_037907863.1|HILL
OG0008354	LOC108152970|XP_017138182.1|DMIR	LOC119654286|XP_037915502.1|HILL
OG0008356	LOC108151509|XP_017135643.1|DMIR	LOC119648098|XP_037905526.1|HILL
OG0008357	LOC108155389|XP_017141658.1|DMIR	LOC119654494|XP_037915845.1|HILL
OG0008358	LOC108161374|XP_017151112.1|DMIR	LOC119653411|XP_037913906.1|HILL
OG0008359	LOC108158556|XP_017146460.1|DMIR	LOC119659306|XP_037923251.1|HILL
OG0008360	LOC108160641|XP_017150262.1|DMIR	LOC119660896|XP_037925761.1|HILL
