Orthogroup	DMIR.longest_only	AALB.longest_only
OG0005987	LOC108160089|XP_033242991.1|DMIR	LOC118467388|XP_035793725.1|AALB
OG0005988	LOC108160830|XP_017150552.1|DMIR	LOC118464718|XP_035788183.1|AALB
OG0005989	LOC108160244|XP_017149592.1|DMIR	LOC118463915|XP_035786748.1|AALB
OG0005990	LOC108159735|XP_017148759.1|DMIR	LOC118463919|XP_035786769.1|AALB
OG0005991	LOC108158954|XP_017147270.1|DMIR, LOC117194197|XP_033254743.1|DMIR	LOC118464431|XP_035787695.1|AALB
OG0005992	LOC108151422|XP_017135502.1|DMIR	LOC118464430|XP_035787694.1|AALB
OG0005993	LOC108151423|XP_033243876.1|DMIR	LOC118467385|XP_035793718.1|AALB
OG0005994	LOC108151377|XP_017135427.1|DMIR	LOC118463735|XP_035786420.1|AALB
OG0005995	LOC108153559|XP_017139121.1|DMIR	LOC118467419|XP_035793798.1|AALB
OG0005996	LOC108152353|XP_017137114.1|DMIR	LOC118467422|XP_035793801.1|AALB
OG0005997	LOC117192568|XP_033253172.1|DMIR, LOC108160078|XP_017149334.1|DMIR	LOC118467536|XP_035794022.1|AALB
OG0005998	LOC108153765|XP_017139393.1|DMIR	LOC118467535|XP_035794021.1|AALB
OG0005999	LOC108153369|XP_033242874.1|DMIR	LOC118463199|XP_035785526.1|AALB
OG0006000	LOC117194024|XP_033254542.1|DMIR, LOC108158780|XP_017146943.1|DMIR	LOC118466845|XP_035792560.1|AALB
OG0006001	LOC108150892|XP_033243424.1|DMIR	LOC118464770|XP_035788288.1|AALB
OG0006002	LOC117190958|XP_033251842.1|DMIR, LOC108160581|XP_017150164.1|DMIR	LOC118462767|XP_035784625.1|AALB
OG0006003	LOC108152673|XP_017137658.1|DMIR	LOC118464729|XP_035788203.1|AALB
OG0006004	LOC108154111|XP_017139725.1|DMIR	LOC118464187|XP_035787230.1|AALB
OG0006005	LOC117193628|XP_033254262.1|DMIR, LOC108158919|XP_017147207.1|DMIR	LOC118467847|XP_035794646.1|AALB
OG0006006	LOC117193818|XP_033254420.1|DMIR, LOC117192841|XP_033253489.1|DMIR, LOC108159696|XP_017148697.1|DMIR	LOC118465013|XP_035788758.1|AALB
OG0006007	LOC108159267|XP_017147914.1|DMIR	LOC118467830|XP_035794614.1|AALB
OG0006008	LOC108163049|XP_017153608.1|DMIR	LOC118465072|XP_035788856.1|AALB
OG0006009	LOC108152048|XP_017136539.1|DMIR	LOC118467727|XP_035794424.1|AALB
OG0006010	LOC108152107|XP_033242256.1|DMIR	LOC118465817|XP_035790284.1|AALB
OG0006011	LOC108151530|XP_017135671.1|DMIR, LOC117192615|XP_033253229.1|DMIR	LOC118465829|XP_035790311.1|AALB
OG0006012	LOC108151992|XP_017136447.1|DMIR	LOC118467838|XP_035794623.1|AALB
OG0006013	LOC117192334|XP_033252873.1|DMIR, LOC108159517|XP_033246346.1|DMIR	LOC118467225|XP_035793369.1|AALB
OG0006014	LOC108152113|XP_017136678.1|DMIR	LOC118465855|XP_035790376.1|AALB
OG0006015	LOC117190908|XP_033251810.1|DMIR, LOC108158169|XP_017145879.1|DMIR	LOC118464716|XP_035788167.1|AALB
OG0006016	LOC108159585|XP_017148522.1|DMIR, LOC117194195|XP_033254739.1|DMIR	LOC118466079|XP_035790864.1|AALB
OG0006017	LOC117191579|XP_033252297.1|DMIR, LOC108160376|XP_017149843.1|DMIR	LOC118465505|XP_035789715.1|AALB
OG0006018	LOC108160134|XP_017149417.1|DMIR	LOC118465504|XP_035789713.1|AALB
OG0006019	LOC117188136|XP_033247385.1|DMIR, LOC108160380|XP_017149847.1|DMIR	LOC118465514|XP_035789725.1|AALB
OG0006020	LOC108151788|XP_017136126.1|DMIR	LOC118465463|XP_035789652.1|AALB
OG0006021	LOC108151379|XP_033243797.1|DMIR	LOC118465449|XP_035789597.1|AALB
OG0006022	LOC108162579|XP_017152881.1|DMIR	LOC118465451|XP_035789615.1|AALB
OG0006023	LOC108156350|XP_017143240.1|DMIR	LOC118467546|XP_035794038.1|AALB
OG0006024	LOC108163473|XP_017154268.1|DMIR	LOC118466370|XP_035791462.1|AALB
OG0006025	LOC108159799|XP_033246498.1|DMIR	LOC118463877|XP_035786689.1|AALB
OG0006026	LOC108157695|XP_017145354.1|DMIR	LOC118463603|XP_035786160.1|AALB
OG0006027	LOC117190081|XP_033251054.1|DMIR, LOC108159684|XP_017148668.1|DMIR	LOC118467015|XP_035792855.1|AALB
OG0006028	LOC108160381|XP_017149848.1|DMIR	LOC118462554|XP_035784226.1|AALB
OG0006029	LOC108158955|XP_017147271.1|DMIR, LOC117194198|XP_033254744.1|DMIR	LOC118467832|XP_035794616.1|AALB
OG0006030	LOC108157207|XP_017144644.1|DMIR	LOC118466104|XP_035790916.1|AALB
OG0006031	LOC117190119|XP_033251097.1|DMIR, LOC108160548|XP_017150104.1|DMIR	LOC118467834|XP_035794618.1|AALB
OG0006032	LOC108160568|XP_017150144.1|DMIR	LOC118462516|XP_035784137.1|AALB
OG0006033	LOC108159103|XP_017147562.1|DMIR	LOC118463359|XP_035785768.1|AALB
OG0006034	LOC108156715|XP_017143853.1|DMIR	LOC118464518|XP_035787850.1|AALB
OG0006035	LOC108155191|XP_017141351.1|DMIR	LOC118464003|XP_035786943.1|AALB
OG0006036	LOC108161788|XP_017151626.1|DMIR	LOC118464001|XP_035786941.1|AALB
OG0006037	LOC108160655|XP_017150280.1|DMIR	LOC118464002|XP_035786942.1|AALB
OG0006038	LOC108155140|XP_017141282.1|DMIR	LOC118466162|XP_035791031.1|AALB
OG0006039	LOC108159975|XP_017149151.2|DMIR, LOC117188036|XP_033247077.1|DMIR	LOC118466159|XP_035791026.1|AALB
OG0006040	LOC108160523|XP_017150068.1|DMIR, LOC117189969|XP_033250942.1|DMIR	LOC118466892|XP_035792640.1|AALB
OG0006041	LOC108162772|XP_017153160.1|DMIR	LOC118458022|XP_035776020.1|AALB
OG0006042	LOC108158938|XP_017147237.1|DMIR, LOC117185712|XP_033253397.1|DMIR	LOC118467433|XP_035793815.1|AALB
OG0006043	LOC108153363|XP_017138819.2|DMIR	LOC118464858|XP_035788461.1|AALB
OG0006044	LOC108152791|XP_017137862.1|DMIR	LOC118465069|XP_035788848.1|AALB
OG0006045	LOC108160484|XP_017149995.1|DMIR	LOC118467102|XP_035793045.1|AALB
OG0006046	LOC108159879|XP_017148980.1|DMIR	LOC118464233|XP_035787306.1|AALB
OG0006047	LOC108152298|XP_017137009.1|DMIR	LOC118464244|XP_035787338.1|AALB
OG0006048	LOC108152754|XP_017137803.1|DMIR	LOC118462794|XP_035784684.1|AALB
OG0006049	LOC108157247|XP_017144714.1|DMIR	LOC118467732|XP_035794430.1|AALB
OG0006050	LOC108156379|XP_017143281.1|DMIR	LOC118465256|XP_035789171.1|AALB
OG0006051	LOC108163332|XP_017154062.1|DMIR	LOC118465262|XP_035789177.1|AALB
OG0006052	LOC108159744|XP_017148771.1|DMIR, LOC117192519|XP_033253104.1|DMIR	LOC118467538|XP_035794029.1|AALB
OG0006053	LOC108151502|XP_017135633.1|DMIR	LOC118462513|XP_035784135.1|AALB
OG0006054	LOC108164429|XP_033250299.1|DMIR	LOC118466241|XP_035791184.1|AALB
OG0006055	LOC108154826|XP_017140716.1|DMIR	LOC118467320|XP_035793551.1|AALB
OG0006056	LOC108158940|XP_017147249.1|DMIR	LOC118465374|XP_035789462.1|AALB
OG0006057	LOC108151201|XP_017135164.1|DMIR	LOC118463677|XP_035786327.1|AALB
OG0006058	LOC108156970|XP_017144247.1|DMIR	LOC118467215|XP_035793352.1|AALB
OG0006059	LOC108152295|XP_017137006.1|DMIR	LOC118466536|XP_035791937.1|AALB
OG0006060	LOC108152296|XP_017137007.1|DMIR	LOC118466537|XP_035791940.1|AALB
OG0006061	LOC108157279|XP_017144769.1|DMIR	LOC118465271|XP_035789194.1|AALB
OG0006062	LOC108154224|XP_017139940.1|DMIR	LOC118465278|XP_035789212.1|AALB
OG0006063	LOC108162602|XP_017152910.1|DMIR	LOC118461534|XP_035782863.1|AALB
OG0006064	LOC117193156|XP_033253779.1|DMIR, LOC108158573|XP_017146498.1|DMIR	LOC118465780|XP_035790198.1|AALB
OG0006065	LOC108165526|XP_017157086.1|DMIR	LOC118465779|XP_035790197.1|AALB
OG0006066	LOC108160556|XP_017150117.1|DMIR	LOC118465781|XP_035790201.1|AALB
OG0006067	LOC117192669|XP_033253281.1|DMIR, LOC108159724|XP_017148735.1|DMIR	LOC118467330|XP_035793560.1|AALB
OG0006068	LOC108153492|XP_017139026.1|DMIR	LOC118463204|XP_035785540.1|AALB
OG0006069	LOC108165339|XP_017156862.1|DMIR	LOC118464364|XP_035787582.1|AALB
OG0006070	LOC108153365|XP_017138821.1|DMIR	LOC118466826|XP_035792514.1|AALB
OG0006071	LOC108157461|XP_017145023.1|DMIR	LOC118466822|XP_035792505.1|AALB
OG0006072	LOC108165534|XP_017157097.1|DMIR	LOC118466717|XP_035792275.1|AALB
OG0006073	LOC108151835|XP_017136200.1|DMIR	LOC118467779|XP_035794510.1|AALB
OG0006074	LOC108156876|XP_017144097.1|DMIR	LOC118462660|XP_035784440.1|AALB
OG0006075	LOC108155978|XP_017142659.1|DMIR	LOC118468247|XP_035794905.1|AALB
OG0006076	LOC108159249|XP_017147860.1|DMIR	LOC118464689|XP_035788105.1|AALB
OG0006077	LOC108152410|XP_017137209.1|DMIR	LOC118467906|XP_035794726.1|AALB
OG0006078	LOC108152411|XP_017137213.1|DMIR	LOC118465018|XP_035788767.1|AALB
OG0006079	LOC108151902|XP_017136300.1|DMIR	LOC118463176|XP_035785476.1|AALB
OG0006080	LOC108152700|XP_017137710.1|DMIR	LOC118462896|XP_035784883.1|AALB
OG0006081	LOC108158806|XP_017146982.2|DMIR, LOC117188311|XP_033247844.1|DMIR	LOC118462740|XP_035784593.1|AALB
OG0006082	LOC108158815|XP_017146993.1|DMIR, LOC117194014|XP_033254537.1|DMIR	LOC118462759|XP_035784618.1|AALB
OG0006083	LOC108151416|XP_017135493.1|DMIR	LOC118463796|XP_035786529.1|AALB
OG0006084	LOC108152819|XP_017137899.1|DMIR	LOC118465147|XP_035788982.1|AALB
OG0006085	LOC108155505|XP_017141834.1|DMIR	LOC118464012|XP_035786953.1|AALB
OG0006086	LOC108153476|XP_017138999.1|DMIR	LOC118464850|XP_035788440.1|AALB
OG0006087	LOC108159257|XP_017147882.1|DMIR	LOC118467026|XP_035792880.1|AALB
OG0006088	LOC108151260|XP_017135267.1|DMIR	LOC118467028|XP_035792886.1|AALB
OG0006089	LOC108151097|XP_017134980.1|DMIR	LOC118465684|XP_035790008.1|AALB
OG0006090	LOC108151273|XP_017135288.1|DMIR	LOC118465666|XP_035789978.1|AALB
OG0006091	LOC108151853|XP_017136227.2|DMIR	LOC118466903|XP_035792658.1|AALB
OG0006092	LOC108162375|XP_017152582.1|DMIR	LOC118463104|XP_035785304.1|AALB
OG0006093	LOC117191495|XP_033252238.1|DMIR, LOC108159563|XP_017148490.1|DMIR	LOC118465967|XP_035790611.1|AALB
OG0006094	LOC108151400|XP_017135476.1|DMIR	LOC118465959|XP_035790592.1|AALB
OG0006095	LOC117193379|XP_033253995.1|DMIR, LOC108159086|XP_017147531.1|DMIR	LOC118464175|XP_035787208.1|AALB
OG0006096	LOC108158541|XP_017146439.1|DMIR	LOC118464426|XP_035787682.1|AALB
OG0006097	LOC108152598|XP_033243136.1|DMIR	LOC118466459|XP_035791705.1|AALB
OG0006098	LOC108162691|XP_017153030.1|DMIR	LOC118466465|XP_035791716.1|AALB
OG0006099	LOC108158314|XP_033247071.1|DMIR, LOC117192249|XP_033252804.1|DMIR	LOC118465437|XP_035789580.1|AALB
OG0006100	LOC108160634|XP_017150252.1|DMIR, LOC117191188|XP_033252020.1|DMIR	LOC118465473|XP_035789661.1|AALB
OG0006101	LOC108163188|XP_033249062.1|DMIR	LOC118465823|XP_035790303.1|AALB
OG0006102	LOC117194026|XP_033254544.1|DMIR, LOC108160447|XP_017149947.2|DMIR	LOC118464359|XP_035787575.1|AALB
OG0006103	LOC108164783|XP_017156222.1|DMIR	LOC118465477|XP_035789671.1|AALB
OG0006104	LOC108164668|XP_017156010.1|DMIR	LOC118464372|XP_035787606.1|AALB
OG0006105	LOC108164619|XP_017155946.1|DMIR	LOC118464709|XP_035788133.1|AALB
OG0006106	LOC108153456|XP_017138965.1|DMIR	LOC118467921|XP_035794756.1|AALB
OG0006107	LOC108159593|XP_017148533.1|DMIR	LOC118466991|XP_035792805.1|AALB
OG0006108	LOC108153238|XP_017138565.1|DMIR	LOC118463767|XP_035786475.1|AALB
OG0006109	LOC108153007|XP_017138243.1|DMIR	LOC118466030|XP_035790747.1|AALB
OG0006110	LOC108152645|XP_017137625.1|DMIR	LOC118465149|XP_035788988.1|AALB
OG0006111	LOC117192600|XP_033253204.1|DMIR, LOC108159331|XP_017148016.1|DMIR	LOC118462739|XP_035784591.1|AALB
OG0006112	LOC117190762|XP_033251715.1|DMIR, LOC108159507|XP_017148354.1|DMIR	LOC118464947|XP_035788629.1|AALB
OG0006113	LOC108153325|XP_017138731.1|DMIR	LOC118464940|XP_035788619.1|AALB
OG0006114	LOC108154732|XP_017140587.1|DMIR	LOC118463464|XP_035785947.1|AALB
OG0006115	LOC108159313|XP_017147976.1|DMIR	LOC118463683|XP_035786342.1|AALB
OG0006116	LOC117189609|XP_033250622.1|DMIR, LOC108160333|XP_017149753.1|DMIR	LOC118465729|XP_035790083.1|AALB
OG0006117	LOC108159861|XP_017148949.1|DMIR	LOC118465024|XP_035788782.1|AALB
OG0006118	LOC117187696|XP_033246296.1|DMIR, LOC108160841|XP_033252161.1|DMIR	LOC118463366|XP_035785778.1|AALB
OG0006119	LOC117188141|XP_033247422.1|DMIR, LOC108160770|XP_017150460.2|DMIR	LOC118464202|XP_035787254.1|AALB
OG0006120	LOC108159609|XP_017148552.1|DMIR, LOC117193560|XP_033254198.1|DMIR	LOC118466019|XP_035790728.1|AALB
OG0006121	LOC108152529|XP_017137423.1|DMIR	LOC118463280|XP_035785649.1|AALB
OG0006122	LOC108164426|XP_017155595.1|DMIR	LOC118464654|XP_035788014.1|AALB
OG0006123	LOC108160809|XP_033247561.1|DMIR	LOC118463071|XP_035785223.1|AALB
OG0006124	LOC108156723|XP_017143863.1|DMIR	LOC118463073|XP_035785225.1|AALB
OG0006125	LOC108152579|XP_017137505.1|DMIR	LOC118464697|XP_035788112.1|AALB
OG0006126	LOC108152063|XP_017136566.1|DMIR	LOC118462731|XP_035784570.1|AALB
OG0006127	LOC108152432|XP_033242708.1|DMIR	LOC118462717|XP_035784554.1|AALB
OG0006128	LOC108153138|XP_017138423.1|DMIR	LOC118465685|XP_035790009.1|AALB
OG0006129	LOC108152496|XP_017137360.1|DMIR	LOC118465824|XP_035790304.1|AALB
OG0006130	LOC108150874|XP_017134670.1|DMIR	LOC118463868|XP_035786678.1|AALB
OG0006131	LOC108151033|XP_017134882.1|DMIR	LOC118466316|XP_035791321.1|AALB
OG0006132	LOC108151037|XP_017134893.1|DMIR	LOC118464345|XP_035787558.1|AALB
OG0006133	LOC108150875|XP_017134671.1|DMIR	LOC118466317|XP_035791323.1|AALB
OG0006134	LOC108151692|XP_033242155.1|DMIR	LOC118466312|XP_035791316.1|AALB
OG0006135	LOC108150870|XP_017134662.1|DMIR	LOC118462634|XP_035784371.1|AALB
OG0006136	LOC108152580|XP_017137510.1|DMIR	LOC118466390|XP_035791520.1|AALB
OG0006137	LOC108165506|XP_017157052.1|DMIR	LOC118463470|XP_035785953.1|AALB
OG0006138	LOC117191114|XP_033251967.1|DMIR, LOC108160586|XP_017150169.1|DMIR	LOC118465882|XP_035790412.1|AALB
OG0006139	LOC108159048|XP_017147466.1|DMIR	LOC118466490|XP_035791782.1|AALB
OG0006140	LOC117193763|XP_033254385.1|DMIR, LOC108159077|XP_017147518.1|DMIR	LOC118464882|XP_035788518.1|AALB
OG0006141	LOC108160660|XP_033247548.1|DMIR	LOC118467209|XP_035793328.1|AALB
OG0006142	LOC108150925|XP_017134745.1|DMIR	LOC118465930|XP_035790526.1|AALB
OG0006143	LOC108152571|XP_017137498.1|DMIR	LOC118465933|XP_035790534.1|AALB
OG0006144	LOC108153222|XP_017138539.1|DMIR	LOC118465929|XP_035790525.1|AALB
OG0006145	LOC108152139|XP_017136726.1|DMIR	LOC118465934|XP_035790535.1|AALB
OG0006146	LOC108162196|XP_017152291.1|DMIR	LOC118463764|XP_035786470.1|AALB
OG0006147	LOC108157089|XP_017144442.1|DMIR	LOC118464332|XP_035787542.1|AALB
OG0006148	LOC108151579|XP_017135745.1|DMIR	LOC118464437|XP_035787704.1|AALB
OG0006149	LOC108152944|XP_017138128.1|DMIR	LOC118465995|XP_035790683.1|AALB
OG0006150	LOC108152941|XP_017138125.1|DMIR	LOC118465991|XP_035790676.1|AALB
OG0006151	LOC108162591|XP_017152897.1|DMIR	LOC118465990|XP_035790672.1|AALB
OG0006152	LOC108157142|XP_017144534.1|DMIR	LOC118460275|XP_035780351.1|AALB
OG0006153	LOC108159189|XP_017147732.2|DMIR, LOC117185753|XP_033246294.1|DMIR	LOC118461614|XP_035783049.1|AALB
OG0006154	LOC108157484|XP_017145063.1|DMIR	LOC118461358|XP_035782487.1|AALB
OG0006155	LOC108155779|XP_017142327.1|DMIR	LOC118459368|XP_035778560.1|AALB
OG0006156	LOC108156190|XP_017143010.1|DMIR	LOC118460906|XP_035781544.1|AALB
OG0006158	LOC108152895|XP_017138029.1|DMIR	LOC118456241|XP_035772726.1|AALB
OG0006159	LOC117188154|XP_033247455.1|DMIR, LOC108160468|XP_017149974.2|DMIR	LOC118463740|XP_035786427.1|AALB
OG0006160	LOC117190743|XP_033251693.1|DMIR, LOC108159120|XP_017147592.1|DMIR	LOC118465375|XP_035789463.1|AALB
OG0006161	LOC117193815|XP_033254417.1|DMIR, LOC117193500|XP_033254141.1|DMIR, LOC108159273|XP_017147921.1|DMIR	LOC118467589|XP_035794136.1|AALB
OG0006162	LOC108164414|XP_017155578.1|DMIR	LOC118464125|XP_035787111.1|AALB
OG0006181	LOC108156240|XP_017143077.1|DMIR	LOC118465342|XP_035789392.1|AALB
OG0006182	LOC108157187|XP_017144604.1|DMIR	LOC118459681|XP_035779200.1|AALB
OG0006183	LOC108154941|XP_017140919.1|DMIR	LOC118462451|XP_035784021.1|AALB
OG0006184	LOC108156225|XP_017143053.1|DMIR	LOC118462526|XP_035784173.1|AALB
OG0006185	LOC108156296|XP_017143169.1|DMIR	LOC118463613|XP_035786236.1|AALB
OG0006186	LOC108156229|XP_017143057.1|DMIR	LOC118456351|XP_035772910.1|AALB
OG0006188	LOC108153769|XP_017139399.1|DMIR	LOC118458215|XP_035776359.1|AALB
OG0006189	LOC108153817|XP_017139422.1|DMIR	LOC118458227|XP_035776392.1|AALB
OG0006190	LOC108154722|XP_017140573.1|DMIR	LOC118459922|XP_035779665.1|AALB
OG0006191	LOC108156718|XP_017143858.1|DMIR	LOC118468854|XP_035796002.1|AALB
OG0006192	LOC108155212|XP_017141388.1|DMIR	LOC118463742|XP_035786433.1|AALB
OG0006193	LOC108160563|XP_017150131.1|DMIR	LOC118466495|XP_035791857.1|AALB
OG0006194	LOC108164754|XP_017156143.1|DMIR	LOC118466050|XP_035790784.1|AALB
OG0006195	LOC108164107|XP_017155190.2|DMIR, LOC117186630|XP_033243533.1|DMIR	LOC118465364|XP_035789449.1|AALB
OG0006196	LOC108154148|XP_033244694.1|DMIR	LOC118466371|XP_035791481.1|AALB
OG0006197	LOC108164479|XP_017155722.1|DMIR	LOC118459539|XP_035778906.1|AALB
OG0006198	LOC108162264|XP_017152408.2|DMIR	LOC118464114|XP_035787108.1|AALB
OG0006199	LOC108155331|XP_017141561.1|DMIR	LOC118464419|XP_035787670.1|AALB
OG0006200	LOC108157445|XP_017144989.1|DMIR	LOC118457825|XP_035775596.1|AALB
OG0006201	LOC108160824|XP_017150547.1|DMIR	LOC118466129|XP_035790976.1|AALB
OG0006202	LOC108160816|XP_017150535.1|DMIR	LOC118458386|XP_035776692.1|AALB
OG0006203	LOC108157354|XP_017144868.1|DMIR	LOC118461462|XP_035782697.1|AALB
OG0006204	LOC108156739|XP_017143887.1|DMIR	LOC118460860|XP_035781469.1|AALB
OG0006205	LOC108157151|XP_017144552.1|DMIR	LOC118459852|XP_035779558.1|AALB
OG0006206	LOC117186646|XP_033243573.1|DMIR	LOC118457605|XP_035775205.1|AALB
OG0006207	LOC108161828|XP_017151676.1|DMIR	LOC118456769|XP_035773741.1|AALB
OG0006208	LOC108165588|XP_017157151.1|DMIR	LOC118456730|XP_035773671.1|AALB
OG0006209	LOC108153714|XP_017139334.1|DMIR	LOC118457987|XP_035775944.1|AALB
OG0006210	LOC108154173|XP_017139841.1|DMIR	LOC118459341|XP_035778510.1|AALB, LOC118463694|XP_035786364.1|AALB
OG0006211	LOC108162123|XP_017152187.1|DMIR	LOC118466470|XP_035791744.1|AALB
OG0006212	LOC108162122|XP_017152185.1|DMIR	LOC118466456|XP_035791701.1|AALB
OG0006214	LOC108164662|XP_017156004.1|DMIR	LOC118463876|XP_035786691.1|AALB
OG0006215	LOC108153923|XP_017139511.1|DMIR	LOC118463084|XP_035785249.1|AALB
OG0006216	LOC108157026|XP_017144325.1|DMIR	LOC118468581|XP_035795409.1|AALB
OG0006217	LOC108164586|XP_017155901.1|DMIR	LOC118460912|XP_035781561.1|AALB
OG0006218	LOC108163696|XP_017154618.2|DMIR	LOC118463277|XP_035785650.1|AALB
OG0006219	LOC108150975|XP_017134804.1|DMIR	LOC118463439|XP_035785919.1|AALB
OG0006220	LOC108152612|XP_017137566.1|DMIR	LOC118463219|XP_035785557.1|AALB
OG0006221	LOC108157275|XP_017144762.1|DMIR	LOC118459979|XP_035779771.1|AALB
OG0006222	LOC108156745|XP_017143896.1|DMIR	LOC118456205|XP_035772668.1|AALB
OG0006223	LOC108156973|XP_017144256.1|DMIR	LOC118465175|XP_035789030.1|AALB
OG0006224	LOC108157161|XP_033243053.1|DMIR	LOC118466416|XP_035791588.1|AALB
OG0006225	LOC108164529|XP_017155810.1|DMIR	LOC118467439|XP_035793877.1|AALB
OG0006226	LOC117192575|XP_033253185.1|DMIR, LOC108158494|XP_017146294.1|DMIR	LOC118460925|XP_035781578.1|AALB
OG0006227	LOC108164633|XP_017155967.1|DMIR	LOC118463379|XP_035785804.1|AALB
OG0006228	LOC108158661|XP_017146647.1|DMIR	LOC118461791|XP_035783420.1|AALB
OG0006229	LOC108164456|XP_017155664.1|DMIR	LOC118468908|XP_035796110.1|AALB
OG0006230	LOC108160771|XP_017150464.1|DMIR	LOC118456961|XP_035774040.1|AALB
OG0006231	LOC108154095|XP_017139707.1|DMIR	LOC118457496|XP_035775432.1|AALB
OG0006232	LOC117186154|XP_033242249.1|DMIR, LOC117186153|XP_033242243.1|DMIR	LOC118459319|XP_035778467.1|AALB
OG0006233	LOC117186766|XP_033243882.1|DMIR	LOC118460378|XP_035780531.1|AALB
OG0006234	LOC108156324|XP_017143211.1|DMIR	LOC118465641|XP_035789942.1|AALB
OG0006235	LOC108164701|XP_017156062.1|DMIR	LOC118463210|XP_035785549.1|AALB
OG0006237	LOC108157214|XP_017144658.1|DMIR	LOC118462880|XP_035784845.1|AALB
OG0006238	LOC108164757|XP_017156149.1|DMIR	LOC118457229|XP_035774504.1|AALB
OG0006239	LOC108156200|XP_017143027.1|DMIR	LOC118463624|XP_035786219.1|AALB
OG0006240	LOC108156754|XP_017143904.1|DMIR	LOC118463733|XP_035786423.1|AALB
OG0006241	LOC108156291|XP_017143167.1|DMIR	LOC118465640|XP_035789941.1|AALB
OG0006242	LOC108164934|XP_033246459.1|DMIR	LOC118458264|XP_035776453.1|AALB
OG0006243	LOC108155365|XP_017141616.1|DMIR	LOC118458243|XP_035776409.1|AALB
OG0006244	LOC108157061|XP_017144380.1|DMIR	LOC118462949|XP_035784989.1|AALB
OG0006248	LOC108157335|XP_017144842.1|DMIR	LOC118457572|XP_035775144.1|AALB
OG0006249	LOC108163068|XP_017153632.1|DMIR	LOC118466313|XP_035791322.1|AALB
OG0006250	LOC108155415|XP_033249470.1|DMIR	LOC118459263|XP_035778367.1|AALB
OG0006251	LOC108156321|XP_017143202.1|DMIR	LOC118456703|XP_035773608.1|AALB
OG0006252	LOC108156320|XP_017143201.1|DMIR	LOC118468752|XP_035795810.1|AALB
OG0006253	LOC108155701|XP_017142172.1|DMIR	LOC118456293|XP_035772813.1|AALB
OG0006254	LOC117186604|XP_033243484.1|DMIR	LOC118462194|XP_035784000.1|AALB
OG0006255	LOC108156658|XP_017143760.2|DMIR	LOC118466494|XP_035791798.1|AALB
OG0006256	LOC108156316|XP_017143198.1|DMIR	LOC118458819|XP_035777628.1|AALB
OG0006257	LOC108164692|XP_017156053.1|DMIR	LOC118469017|XP_035796353.1|AALB
OG0006258	LOC108153704|XP_017139323.1|DMIR	LOC118456994|XP_035774143.1|AALB
OG0006259	LOC108154938|XP_017140917.1|DMIR	LOC118458707|XP_035777341.1|AALB
OG0006260	LOC108159003|XP_017147365.1|DMIR	LOC118461408|XP_035782580.1|AALB
OG0006261	LOC108162296|XP_017152449.1|DMIR	LOC118457792|XP_035775531.1|AALB
OG0006262	LOC108163829|XP_017154822.1|DMIR	LOC118466942|XP_035792736.1|AALB
OG0006263	LOC108152446|XP_017137289.1|DMIR	LOC118462005|XP_035783834.1|AALB
OG0006264	LOC108152487|XP_017137355.1|DMIR	LOC118460208|XP_035780212.1|AALB
OG0006265	LOC108159562|XP_017148489.1|DMIR	LOC118459545|XP_035778921.1|AALB
OG0006266	LOC108152466|XP_017137326.1|DMIR	LOC118461682|XP_035783165.1|AALB
OG0006267	LOC108163215|XP_017153863.1|DMIR	LOC118457138|XP_035774345.1|AALB
OG0006268	LOC108160239|XP_017149585.2|DMIR, LOC117187722|XP_033246365.1|DMIR	LOC118460298|XP_035780392.1|AALB
OG0006269	LOC108154620|XP_017140429.1|DMIR	LOC118465239|XP_035789153.1|AALB
OG0006270	LOC108151554|XP_017135713.1|DMIR	LOC118465046|XP_035788821.1|AALB
OG0006271	LOC108153986|XP_017139570.2|DMIR	LOC118459332|XP_035778492.1|AALB
OG0006272	LOC108164159|XP_017155258.1|DMIR	LOC118461970|XP_035783778.1|AALB
OG0006273	LOC117190825|XP_033251754.1|DMIR, LOC108160431|XP_017149923.1|DMIR	LOC118460314|XP_035780416.1|AALB
OG0006274	LOC108165178|XP_017156738.1|DMIR	LOC118464853|XP_035788462.1|AALB
OG0006276	LOC108151724|XP_017135990.1|DMIR	LOC118460244|XP_035780297.1|AALB
OG0006278	LOC108165302|XP_017156829.1|DMIR	LOC118462294|XP_035784008.1|AALB
OG0006279	LOC108161320|XP_017151039.1|DMIR	LOC118460823|XP_035781357.1|AALB, LOC118464788|XP_035788316.1|AALB
OG0006280	LOC108159474|XP_017148291.1|DMIR	LOC118465053|XP_035788831.1|AALB
OG0006281	LOC108159486|XP_017148311.1|DMIR	LOC118465016|XP_035788768.1|AALB
OG0006282	LOC108154078|XP_017139678.1|DMIR	LOC118459291|XP_035778429.1|AALB
OG0006283	LOC108154677|XP_017140508.1|DMIR	LOC118466546|XP_035791956.1|AALB
OG0006284	LOC108151301|XP_017135325.1|DMIR	LOC118466134|XP_035790978.1|AALB
OG0006285	LOC108155518|XP_017141853.1|DMIR	LOC118468716|XP_035795740.1|AALB
OG0006286	LOC108157145|XP_017144538.1|DMIR	LOC118462808|XP_035784717.1|AALB
OG0006287	LOC108164953|XP_017156439.1|DMIR	LOC118465949|XP_035790571.1|AALB
OG0006288	LOC108155508|XP_017141837.1|DMIR	LOC118465979|XP_035790645.1|AALB
