Orthogroup	DMIR.longest_only	DMAU.longest_only
OG0009355	LOC108163446|XP_017154220.2|DMIR	LOC117150502|XP_033173299.1|DMAU
OG0009356	LOC108164253|XP_017155376.1|DMIR	LOC117150973|XP_033174046.1|DMAU
OG0009357	LOC108162924|XP_017153395.1|DMIR	LOC117140253|XP_033158990.1|DMAU
OG0009358	LOC108162421|XP_017152638.1|DMIR	LOC117151002|XP_033174099.1|DMAU
OG0009359	LOC108162420|XP_017152637.1|DMIR	LOC117150988|XP_033174081.1|DMAU
OG0009360	LOC108163106|XP_017153689.2|DMIR	LOC117150665|XP_033173552.1|DMAU
OG0009361	LOC108164126|XP_017155213.1|DMIR	LOC117150630|XP_033173490.1|DMAU
OG0009362	LOC108163548|XP_017154398.1|DMIR	LOC117146494|XP_033168637.1|DMAU
OG0009363	LOC108161968|XP_017151916.2|DMIR	LOC117135214|XP_033151194.1|DMAU
OG0009364	LOC108163721|XP_017154660.1|DMIR	LOC117150216|XP_033172904.1|DMAU
OG0009365	LOC108162034|XP_017152041.1|DMIR	LOC117150731|XP_033173649.1|DMAU
OG0009366	LOC108162523|XP_017152793.1|DMIR	LOC117142263|XP_033162021.1|DMAU
OG0009367	LOC108161501|XP_017151266.1|DMIR	LOC117144148|XP_033165072.1|DMAU
OG0009368	LOC108162561|XP_017152847.1|DMIR	LOC117150926|XP_033173978.1|DMAU
OG0009369	LOC108162275|XP_017152422.2|DMIR	LOC117142063|XP_033161835.1|DMAU
OG0009370	LOC108161383|XP_017151120.1|DMIR	LOC117135216|XP_033151210.1|DMAU
OG0009371	LOC108161395|XP_017151132.1|DMIR	LOC117140847|XP_033159867.1|DMAU
OG0009372	LOC108162587|XP_017152892.1|DMIR	LOC117135343|XP_033151435.1|DMAU
OG0009373	LOC108163890|XP_017154898.1|DMIR	LOC117150267|XP_033172964.1|DMAU
OG0009374	LOC108162724|XP_017153081.1|DMIR	LOC117143940|XP_033164767.1|DMAU
OG0009376	LOC108162268|XP_033249623.1|DMIR	LOC117135324|XP_033151413.1|DMAU
OG0009377	LOC108163779|XP_017154747.1|DMIR	LOC117144303|XP_033165308.1|DMAU
OG0009378	LOC108161789|XP_017151627.1|DMIR	LOC117150800|XP_033173749.1|DMAU
OG0009379	LOC108163314|XP_017154027.1|DMIR	LOC117135538|XP_033151708.1|DMAU
OG0009380	LOC117189013|XP_033249755.1|DMIR	LOC117148574|XP_033171933.1|DMAU
OG0009381	LOC108163248|XP_017153903.1|DMIR	LOC117150456|XP_033173238.1|DMAU
OG0009382	LOC108161419|XP_017151164.1|DMIR	LOC117135285|XP_033151345.1|DMAU
OG0009383	LOC108161354|XP_017151086.1|DMIR	LOC117140959|XP_033160074.1|DMAU
OG0009384	LOC108162218|XP_017152324.2|DMIR	LOC117147037|XP_033169638.1|DMAU
OG0009385	LOC108162220|XP_017152329.1|DMIR	LOC117148510|XP_033171809.1|DMAU
OG0009386	LOC108162632|XP_033248437.1|DMIR	LOC117140333|XP_033159075.1|DMAU
OG0009387	LOC117187992|XP_033246960.1|DMIR, LOC117191400|XP_033252171.1|DMIR, LOC108160105|XP_017149384.2|DMIR	LOC117138700|XP_033156850.1|DMAU
OG0009388	LOC108160871|XP_017150622.2|DMIR, LOC117188120|XP_033247359.1|DMIR	LOC117137863|XP_033155469.1|DMAU
OG0009389	LOC117192938|XP_033253558.1|DMIR, LOC108160675|XP_017150310.1|DMIR	LOC117137332|XP_033154614.1|DMAU
OG0009390	LOC108159729|XP_017148750.2|DMIR, LOC117187882|XP_033246672.1|DMIR	LOC117138537|XP_033156566.1|DMAU
OG0009391	LOC108162282|XP_017152430.2|DMIR	LOC117150138|XP_033172838.1|DMAU
OG0009392	LOC108160822|XP_017150541.1|DMIR	LOC117137482|XP_033154853.1|DMAU
OG0009393	LOC108157613|XP_033245428.1|DMIR	LOC117144928|XP_033166272.1|DMAU
OG0009394	LOC117195099|XP_033255644.1|DMIR, LOC108158216|XP_017145928.1|DMIR	LOC117136339|XP_033153091.1|DMAU
OG0009395	LOC108158569|XP_017146493.1|DMIR	LOC117138033|XP_033155734.1|DMAU
OG0009396	LOC108158310|XP_017146038.1|DMIR	LOC117135733|XP_033152068.1|DMAU
OG0009397	LOC108160723|XP_017150389.1|DMIR	LOC117137205|XP_033154450.1|DMAU
OG0009398	LOC117190535|XP_033251478.1|DMIR, LOC108159134|XP_017147617.1|DMIR	LOC117135752|XP_033152099.1|DMAU
OG0009399	LOC117192885|XP_033253522.1|DMIR, LOC108158902|XP_017147179.1|DMIR	LOC117136811|XP_033153766.1|DMAU
OG0009400	LOC108160902|XP_017150663.1|DMIR, LOC117193507|XP_033254145.1|DMIR	LOC117136520|XP_033153356.1|DMAU
OG0009401	LOC108161636|XP_033248589.1|DMIR	LOC117150585|XP_033173434.1|DMAU
OG0009402	LOC108154132|XP_017139755.1|DMIR	LOC117143588|XP_033164227.1|DMAU
OG0009403	LOC108159149|XP_017147635.1|DMIR	LOC117138116|XP_033155867.1|DMAU
OG0009404	LOC108160389|XP_017149864.1|DMIR	LOC117135525|XP_033151680.1|DMAU
OG0009405	LOC117187828|XP_033246581.1|DMIR, LOC108158036|XP_033253718.1|DMIR	LOC117137880|XP_033155500.1|DMAU
OG0009406	LOC108158400|XP_017146147.1|DMIR	LOC117136895|XP_033153900.1|DMAU
OG0009407	LOC108159278|XP_017147928.1|DMIR	LOC117137481|XP_033154852.1|DMAU
OG0009408	LOC117188517|XP_033248408.1|DMIR, LOC108159649|XP_017148604.2|DMIR	LOC117135718|XP_033152041.1|DMAU
OG0009409	LOC108158415|XP_017146171.1|DMIR	LOC117138210|XP_033156036.1|DMAU
OG0009410	LOC108160192|XP_017149515.1|DMIR	LOC117136824|XP_033153790.1|DMAU
OG0009411	LOC108159090|XP_017147535.1|DMIR, LOC117185698|XP_033251802.1|DMIR	LOC117136974|XP_033154035.1|DMAU
OG0009412	LOC117185843|XP_033253109.1|DMIR, LOC108158528|XP_017146400.1|DMIR	LOC117136912|XP_033153925.1|DMAU
OG0009413	LOC117190921|XP_033251814.1|DMIR, LOC108158309|XP_017146037.1|DMIR	LOC117135839|XP_033152243.1|DMAU
OG0009414	LOC108160682|XP_017150322.1|DMIR	LOC117135838|XP_033152242.1|DMAU
OG0009415	LOC117189390|XP_033250401.1|DMIR, LOC108158306|XP_017146035.1|DMIR	LOC117137583|XP_033154980.1|DMAU
OG0009416	LOC117191244|XP_033252053.1|DMIR, LOC108160175|XP_017149488.1|DMIR	LOC117136004|XP_033152511.1|DMAU
OG0009417	LOC108160183|XP_017149499.1|DMIR, LOC117191246|XP_033252055.1|DMIR	LOC117136025|XP_033152534.1|DMAU
OG0009418	LOC108160173|XP_017149486.1|DMIR, LOC117191243|XP_033252051.1|DMIR	LOC117136006|XP_033152513.1|DMAU
OG0009419	LOC108160178|XP_017149490.1|DMIR, LOC117191992|XP_033252606.1|DMIR	LOC117136009|XP_033152516.1|DMAU
OG0009420	LOC117192108|XP_033252697.1|DMIR, LOC108160182|XP_017149497.1|DMIR	LOC117136017|XP_033152525.1|DMAU
OG0009421	LOC108160874|XP_017150625.1|DMIR	LOC117137430|XP_033154752.1|DMAU
OG0009422	LOC108158519|XP_017146387.1|DMIR	LOC117135819|XP_033152217.1|DMAU
OG0009423	LOC108159258|XP_017147887.1|DMIR, LOC117190634|XP_033251573.1|DMIR	LOC117135703|XP_033152009.1|DMAU
OG0009424	LOC117187942|XP_033246828.1|DMIR, LOC108160155|XP_017149461.2|DMIR	LOC117135616|XP_033151869.1|DMAU
OG0009425	LOC117193658|XP_033254288.1|DMIR, LOC108160777|XP_017150468.1|DMIR	LOC117137653|XP_033155080.1|DMAU
OG0009426	LOC117188110|XP_033247338.1|DMIR, LOC108160914|XP_017150680.2|DMIR	LOC117136661|XP_033153553.1|DMAU
OG0009427	LOC117189873|XP_033250838.1|DMIR, LOC108160215|XP_017149553.1|DMIR	LOC117136884|XP_033153884.1|DMAU
OG0009428	LOC117193930|XP_033254485.1|DMIR, LOC108158245|XP_017145968.1|DMIR	LOC117137580|XP_033154976.1|DMAU
OG0009429	LOC108158025|XP_017145657.2|DMIR, LOC117187870|XP_033246652.1|DMIR	LOC117136463|XP_033153281.1|DMAU
OG0009430	LOC117193193|XP_033253836.1|DMIR, LOC108159223|XP_017147813.1|DMIR	LOC117138145|XP_033155914.1|DMAU
OG0009431	LOC108159320|XP_017147999.1|DMIR	LOC117136436|XP_033153241.1|DMAU
OG0009432	LOC117192901|XP_033253533.1|DMIR, LOC108158242|XP_017145964.1|DMIR	LOC117137466|XP_033154804.1|DMAU
OG0009433	LOC108159699|XP_017148701.1|DMIR, LOC117192697|XP_033253327.1|DMIR	LOC117135996|XP_033152502.1|DMAU
OG0009434	LOC117187723|XP_033246366.1|DMIR, LOC108160240|XP_017149587.2|DMIR	LOC117135985|XP_033152491.1|DMAU
OG0009435	LOC117192695|XP_033253325.1|DMIR, LOC108159697|XP_017148698.1|DMIR	LOC117135988|XP_033152494.1|DMAU
OG0009436	LOC108158951|XP_017147268.1|DMIR, LOC117190877|XP_033251787.1|DMIR	LOC117137145|XP_033154340.1|DMAU
OG0009437	LOC117194010|XP_033254534.1|DMIR, LOC108158807|XP_017146983.1|DMIR	LOC117137569|XP_033154965.1|DMAU
OG0009438	LOC108158256|XP_017145982.1|DMIR	LOC117137330|XP_033154611.1|DMAU
OG0009439	LOC108158258|XP_017145984.1|DMIR	LOC117137300|XP_033154568.1|DMAU
OG0009440	LOC117189367|XP_033250386.1|DMIR, LOC108159525|XP_017148381.1|DMIR	LOC117135518|XP_033151669.1|DMAU
OG0009441	LOC108153366|XP_017138822.2|DMIR	LOC117146906|XP_033169407.1|DMAU
OG0009442	LOC108155443|XP_033249496.1|DMIR	LOC117148013|XP_033171065.1|DMAU
OG0009443	LOC108158327|XP_017146057.1|DMIR	LOC117137281|XP_033154543.1|DMAU
OG0009444	LOC108164430|XP_017155607.1|DMIR	LOC117147992|XP_033171036.1|DMAU
OG0009445	LOC108164961|XP_033250907.1|DMIR	LOC117148272|XP_033171477.1|DMAU
OG0009446	LOC108160452|XP_017150075.2|DMIR	LOC117146682|XP_033168938.1|DMAU
OG0009447	LOC108161951|XP_017151898.1|DMIR	LOC117146805|XP_033169239.1|DMAU
OG0009448	LOC108165156|XP_017156711.1|DMIR, LOC108164217|XP_017155340.1|DMIR	LOC117147613|XP_033170462.1|DMAU
OG0009449	LOC117186353|XP_033242959.1|DMIR, LOC108153846|XP_033242944.1|DMIR	LOC117148721|XP_033172163.1|DMAU
OG0009450	LOC108165100|XP_017156644.1|DMIR	LOC117148066|XP_033171147.1|DMAU
OG0009451	LOC108161574|XP_017151351.1|DMIR	LOC117146544|XP_033168731.1|DMAU
OG0009452	LOC108151968|XP_017136411.1|DMIR, LOC108164921|XP_017156396.1|DMIR	LOC117148876|XP_033172439.1|DMAU
OG0009453	LOC108155076|XP_017141159.1|DMIR	LOC117142451|XP_033162312.1|DMAU
OG0009454	LOC108165503|XP_017157050.1|DMIR	LOC117140826|XP_033159824.1|DMAU
OG0009455	LOC108164600|XP_017155927.2|DMIR	LOC117147459|XP_033170240.1|DMAU
OG0009456	LOC108165136|XP_017156691.1|DMIR	LOC117147453|XP_033170229.1|DMAU
OG0009457	LOC108152849|XP_017137958.1|DMIR	LOC117147020|XP_033169599.1|DMAU
OG0009458	LOC108150958|XP_017134784.1|DMIR	LOC117147272|XP_033169994.1|DMAU
OG0009459	LOC108152859|XP_017137969.1|DMIR	LOC117139426|XP_033157608.1|DMAU
OG0009460	LOC108153639|XP_017139231.1|DMIR	LOC117140985|XP_033160126.1|DMAU
OG0009461	LOC108165571|XP_017157134.1|DMIR	LOC117141404|XP_033160717.1|DMAU
OG0009462	LOC108153358|XP_017138813.1|DMIR	LOC117140750|XP_033159723.1|DMAU
OG0009463	LOC108153669|XP_017139272.1|DMIR	LOC117139022|XP_033157009.1|DMAU
OG0009464	LOC108150785|XP_017134575.1|DMIR	LOC117141496|XP_033160874.1|DMAU
OG0009465	LOC108150943|XP_017134766.2|DMIR	LOC117141163|XP_033160391.1|DMAU
OG0009466	LOC108165281|XP_017156805.1|DMIR	LOC117140960|XP_033160071.1|DMAU
OG0009467	LOC108150805|XP_017134597.1|DMIR	LOC117140667|XP_033159605.1|DMAU
OG0009468	LOC108153317|XP_017138718.1|DMIR	LOC117140848|XP_033159864.1|DMAU
OG0009469	LOC108152478|XP_017137340.1|DMIR	LOC117142066|XP_033161834.1|DMAU
OG0009470	LOC108165495|XP_017157041.2|DMIR	LOC117140451|XP_033159270.1|DMAU
OG0009471	LOC108163555|XP_017154407.1|DMIR	LOC117148559|XP_033171897.1|DMAU
OG0009472	LOC108165528|XP_017157088.1|DMIR	LOC117141994|XP_033161730.1|DMAU
OG0009473	LOC108154552|XP_017140344.1|DMIR	LOC117140713|XP_033159670.1|DMAU
OG0009474	LOC108153472|XP_017138992.2|DMIR	LOC117139718|XP_033158127.1|DMAU
OG0009475	LOC108153539|XP_017139094.1|DMIR	LOC117141524|XP_033160906.1|DMAU
OG0009476	LOC108152133|XP_017136718.1|DMIR	LOC117140420|XP_033159196.1|DMAU
OG0009477	LOC108151292|XP_017135317.1|DMIR	LOC117140517|XP_033159387.1|DMAU
OG0009478	LOC108151314|XP_017135342.1|DMIR	LOC117140054|XP_033158683.1|DMAU
OG0009479	LOC108161262|XP_033249366.1|DMIR	LOC117137284|XP_033154551.1|DMAU
OG0009480	LOC108151826|XP_017136181.1|DMIR	LOC117141199|XP_033160440.1|DMAU
OG0009481	LOC108153759|XP_017139383.1|DMIR	LOC117140308|XP_033159044.1|DMAU
OG0009482	LOC108150920|XP_033242355.1|DMIR	LOC117138980|XP_033156939.1|DMAU
OG0009483	LOC108150919|XP_017134738.1|DMIR	LOC117138981|XP_033156942.1|DMAU
OG0009484	LOC108154137|XP_017139762.1|DMIR	LOC117145365|XP_033166880.1|DMAU
OG0009485	LOC108151892|XP_017136282.1|DMIR	LOC117139661|XP_033158016.1|DMAU
OG0009486	LOC108151895|XP_017136286.1|DMIR	LOC117139664|XP_033158025.1|DMAU
OG0009487	LOC108150864|XP_017134655.1|DMIR	LOC117139417|XP_033157586.1|DMAU
OG0009488	LOC108153525|XP_017139073.1|DMIR	LOC117141370|XP_033160667.1|DMAU
OG0009489	LOC108153474|XP_017138997.1|DMIR	LOC117140067|XP_033158703.1|DMAU
OG0009490	LOC117188111|XP_033247340.1|DMIR, LOC108160561|XP_017150125.2|DMIR	LOC117136291|XP_033153018.1|DMAU
OG0009491	LOC108153555|XP_017139115.1|DMIR	LOC117141441|XP_033160785.1|DMAU
OG0009492	LOC108150868|XP_017134660.1|DMIR	LOC117140211|XP_033158890.1|DMAU
OG0009493	LOC108153331|XP_033242927.1|DMIR	LOC117141349|XP_033160645.1|DMAU
OG0009494	LOC108153330|XP_017138736.1|DMIR	LOC117140682|XP_033159629.1|DMAU
OG0009495	LOC108152051|XP_017136544.1|DMIR	LOC117138991|XP_033156953.1|DMAU
OG0009496	LOC108165568|XP_017157131.1|DMIR	LOC117139296|XP_033157419.1|DMAU
OG0009497	LOC108157841|XP_017145533.1|DMIR	LOC117143892|XP_033164685.1|DMAU
OG0009498	LOC108151653|XP_017135861.1|DMIR	LOC117140313|XP_033159050.1|DMAU
OG0009499	LOC108152950|XP_017138138.1|DMIR	LOC117140467|XP_033159303.1|DMAU
OG0009500	LOC108152837|XP_017137931.1|DMIR	LOC117140412|XP_033159177.1|DMAU
OG0009501	LOC108153172|XP_017138466.1|DMIR	LOC117141658|XP_033161139.1|DMAU
OG0009502	LOC108156074|XP_017142849.1|DMIR	LOC117144557|XP_033165692.1|DMAU
OG0009503	LOC108164191|XP_017155299.1|DMIR	LOC117150840|XP_033173799.1|DMAU
OG0009504	LOC108154239|XP_017139961.1|DMIR	LOC117143643|XP_033164312.1|DMAU
OG0009505	LOC108161187|XP_017150897.1|DMIR	LOC117150676|XP_033173572.1|DMAU
OG0009506	LOC117186587|XP_033243444.1|DMIR	LOC117140046|XP_033158674.1|DMAU
OG0009507	LOC108153202|XP_017138512.1|DMIR	LOC117139917|XP_033158490.1|DMAU
OG0009508	LOC108163546|XP_017154394.1|DMIR	LOC117150580|XP_033173425.1|DMAU
OG0009509	LOC117191543|XP_033252270.1|DMIR, LOC108159393|XP_017148117.1|DMIR	LOC117137999|XP_033155676.1|DMAU
OG0009510	LOC108151730|XP_017136019.1|DMIR, LOC108163662|XP_017154576.1|DMIR	LOC117147045|XP_033169682.1|DMAU
OG0009511	LOC108158413|XP_017146173.1|DMIR	LOC117145463|XP_033167025.1|DMAU
OG0009512	LOC108150845|XP_017134640.1|DMIR	LOC117147949|XP_033170984.1|DMAU, LOC117147950|XP_033170985.1|DMAU
OG0009513	LOC108152451|XP_017137303.1|DMIR	LOC117148703|XP_033172136.1|DMAU
OG0009514	LOC108151149|XP_017135067.1|DMIR	LOC117137684|XP_033155143.1|DMAU
OG0009515	LOC108163104|XP_033249944.1|DMIR	LOC117150294|XP_033173005.1|DMAU
OG0009516	LOC108165257|XP_033242977.1|DMIR, LOC108157519|XP_017145111.1|DMIR, LOC108162395|XP_017152605.2|DMIR	LOC117138114|XP_033155869.1|DMAU
OG0009517	LOC108162885|XP_017153329.1|DMIR	LOC117135303|XP_033151380.1|DMAU
OG0009518	LOC108165322|XP_017156845.2|DMIR	LOC117140406|XP_033159169.1|DMAU
OG0009519	LOC108153706|XP_017139320.1|DMIR	LOC117141689|XP_033161183.1|DMAU
OG0009520	LOC108156476|XP_017143438.1|DMIR	LOC117145212|XP_033166671.1|DMAU
OG0009521	LOC108153479|XP_017139007.2|DMIR, LOC117186589|XP_033243448.1|DMIR	LOC117140081|XP_033158725.1|DMAU
OG0009522	LOC117185974|XP_033250664.1|DMIR, LOC108159681|XP_017148663.2|DMIR, LOC117187903|XP_033246731.1|DMIR	LOC117136713|XP_033153627.1|DMAU
OG0009523	LOC108160129|XP_017149413.1|DMIR	LOC117135999|XP_033152505.1|DMAU
OG0009524	LOC117187669|XP_033246209.1|DMIR, LOC108159152|XP_017147638.2|DMIR	LOC117136196|XP_033152832.1|DMAU
OG0009525	LOC117193145|XP_033253765.1|DMIR, LOC108160193|XP_017149516.1|DMIR	LOC117136784|XP_033153730.1|DMAU
OG0009526	LOC108160191|XP_017149514.1|DMIR, LOC117193142|XP_033253763.1|DMIR, LOC117193143|XP_033253764.1|DMIR	LOC117137446|XP_033154776.1|DMAU
OG0009527	LOC108160850|XP_017150596.1|DMIR	LOC117149074|XP_033172611.1|DMAU, LOC117135911|XP_033152369.1|DMAU
OG0009528	LOC108160976|XP_017150765.1|DMIR, LOC117192961|XP_033253574.1|DMIR	LOC117137525|XP_033154904.1|DMAU
OG0009529	LOC117194959|XP_033255326.1|DMIR, LOC117194954|XP_033255316.1|DMIR, LOC108159300|XP_033248118.1|DMIR	LOC117138370|XP_033156328.1|DMAU
OG0009530	LOC117188318|XP_033247863.1|DMIR, LOC108158065|XP_033254360.1|DMIR, LOC117187807|XP_033246552.1|DMIR	LOC117137193|XP_033154410.1|DMAU
OG0009531	LOC117192971|XP_033253584.1|DMIR, LOC117194132|XP_033254671.1|DMIR, LOC117192970|XP_033253580.1|DMIR, LOC108158701|XP_033247493.1|DMIR	LOC117137030|XP_033154126.1|DMAU
OG0009532	LOC117193903|XP_033254471.1|DMIR, LOC108160945|XP_017150722.1|DMIR	LOC117138391|XP_033156354.1|DMAU
OG0009533	LOC108160913|XP_017150679.1|DMIR, LOC117193493|XP_033254135.1|DMIR, LOC117193933|XP_033254488.1|DMIR	LOC117138131|XP_033155891.1|DMAU
OG0009534	LOC108158233|XP_017145955.1|DMIR, LOC117193936|XP_033254491.1|DMIR	LOC117136695|XP_033153604.1|DMAU
OG0009535	LOC117191572|XP_033252291.1|DMIR, LOC117185947|XP_033251023.1|DMIR, LOC108160562|XP_017150127.1|DMIR	LOC117137406|XP_033154721.1|DMAU
OG0009536	LOC108155423|XP_017141718.1|DMIR	LOC117143329|XP_033163876.1|DMAU
OG0009537	LOC108154833|XP_017140735.1|DMIR	LOC117142931|XP_033163122.1|DMAU
OG0009538	LOC108154020|XP_017139601.1|DMIR	LOC117143989|XP_033164823.1|DMAU
OG0009539	LOC108154438|XP_017140200.1|DMIR	LOC117143483|XP_033164087.1|DMAU
OG0009540	LOC108156066|XP_033244334.1|DMIR, LOC117186980|XP_033244335.1|DMIR	LOC117145353|XP_033166862.1|DMAU
OG0009542	LOC108157657|XP_017145297.1|DMIR	LOC117145242|XP_033166709.1|DMAU
OG0009543	LOC108154320|XP_017140068.1|DMIR	LOC117144622|XP_033165807.1|DMAU
OG0009544	LOC108155291|XP_017141496.1|DMIR	LOC117144485|XP_033165556.1|DMAU
OG0009545	LOC108151811|XP_017136158.1|DMIR	LOC117142607|XP_033162576.1|DMAU
OG0009546	LOC108154539|XP_017140330.1|DMIR	LOC117143484|XP_033164088.1|DMAU
OG0009549	LOC108152812|XP_017137889.1|DMIR	LOC117140797|XP_033159785.1|DMAU
OG0009556	LOC108157943|XP_017145575.2|DMIR, LOC117191698|XP_033252387.1|DMIR, LOC117188307|XP_033247834.1|DMIR	LOC117137324|XP_033154603.1|DMAU
OG0009560	LOC108153427|XP_017138923.1|DMIR	LOC117148340|XP_033171567.1|DMAU
OG0009562	LOC108164303|XP_017155441.1|DMIR	LOC117143151|XP_033163545.1|DMAU
OG0009563	LOC108153567|XP_017139132.1|DMIR	LOC117141552|XP_033160949.1|DMAU
OG0009564	LOC108157395|XP_017144928.2|DMIR	LOC117148631|XP_033172022.1|DMAU
OG0009565	LOC108153198|XP_017138506.1|DMIR	LOC117138996|XP_033156963.1|DMAU
OG0009567	LOC108153840|XP_017139428.1|DMIR	LOC117142468|XP_033162373.1|DMAU
OG0009568	LOC108164174|XP_017155278.1|DMIR	LOC117150889|XP_033173915.1|DMAU, LOC117150900|XP_033173932.1|DMAU
OG0009569	LOC117194447|XP_033254906.1|DMIR	LOC117147777|XP_033170704.1|DMAU
OG0009570	LOC108155535|XP_017141892.1|DMIR	LOC117142729|XP_033162790.1|DMAU
OG0009572	LOC108155940|XP_017142593.1|DMIR	LOC117147695|XP_033170573.1|DMAU
OG0009573	LOC108164286|XP_017155426.1|DMIR	LOC117146645|XP_033168870.1|DMAU
OG0009574	LOC108161422|XP_017151204.1|DMIR	LOC117146502|XP_033168645.1|DMAU
OG0009575	LOC108158279|XP_017146003.1|DMIR	LOC117136775|XP_033153714.1|DMAU
OG0009576	LOC108154708|XP_017140547.1|DMIR	LOC117143916|XP_033164722.1|DMAU
OG0009577	LOC108161496|XP_017151260.1|DMIR	LOC117150791|XP_033173727.1|DMAU
OG0009578	LOC108163618|XP_017154505.1|DMIR	LOC117144585|XP_033165763.1|DMAU
OG0009579	LOC108163834|XP_017154835.1|DMIR	LOC117146597|XP_033168813.1|DMAU
OG0009581	LOC108161494|XP_017151258.1|DMIR	LOC117147041|XP_033169668.1|DMAU
OG0009582	LOC108152132|XP_017136709.1|DMIR	LOC117140418|XP_033159183.1|DMAU
OG0009583	LOC108164665|XP_017156007.1|DMIR	LOC117148868|XP_033172431.1|DMAU
OG0009584	LOC108155149|XP_017141336.1|DMIR	LOC117148637|XP_033172030.1|DMAU
OG0009585	LOC117185772|XP_017141042.1|DMIR	LOC117142332|XP_033162139.1|DMAU
OG0009586	LOC108150848|XP_017134641.1|DMIR	LOC117140422|XP_033159198.1|DMAU
OG0009587	LOC108160494|XP_017150019.1|DMIR	LOC117136016|XP_033152524.1|DMAU
OG0009588	LOC108154387|XP_017140139.1|DMIR	LOC117145223|XP_033166686.1|DMAU
OG0009589	LOC108151767|XP_017136100.1|DMIR	LOC117139271|XP_033157385.1|DMAU
OG0009590	LOC108153616|XP_017139204.1|DMIR	LOC117141011|XP_033160160.1|DMAU
OG0009591	LOC108157004|XP_017144292.1|DMIR	LOC117142398|XP_033162235.1|DMAU
OG0009592	LOC108156209|XP_017143036.1|DMIR	LOC117142725|XP_033162784.1|DMAU
OG0009593	LOC108157324|XP_017144829.1|DMIR	LOC117145006|XP_033166386.1|DMAU
OG0009594	LOC108155048|XP_017141112.1|DMIR	LOC117145711|XP_033167348.1|DMAU
OG0009595	LOC108154450|XP_017140209.1|DMIR	LOC117145524|XP_033167106.1|DMAU
OG0009596	LOC108157294|XP_017144785.1|DMIR	LOC117143674|XP_033164351.1|DMAU
OG0009597	LOC108157643|XP_017145279.1|DMIR	LOC117144780|XP_033166040.1|DMAU
OG0009598	LOC108156790|XP_017143956.1|DMIR	LOC117144779|XP_033166038.1|DMAU
OG0009599	LOC108157059|XP_017144378.1|DMIR	LOC117144133|XP_033165049.1|DMAU
OG0009600	LOC108155594|XP_017142001.1|DMIR	LOC117143769|XP_033164488.1|DMAU
OG0009601	LOC108154461|XP_017140222.1|DMIR	LOC117142243|XP_033161986.1|DMAU
OG0009602	LOC108154516|XP_017140306.1|DMIR	LOC117144323|XP_033165326.1|DMAU
OG0009603	LOC108155023|XP_017141067.1|DMIR	LOC117142220|XP_033161950.1|DMAU
OG0009604	LOC108154837|XP_017140747.1|DMIR	LOC117148418|XP_033171677.1|DMAU
OG0009605	LOC108157556|XP_017145149.1|DMIR	LOC117144858|XP_033166151.1|DMAU
OG0009606	LOC108157639|XP_017145272.1|DMIR	LOC117145173|XP_033166613.1|DMAU
OG0009607	LOC108154261|XP_017139986.1|DMIR	LOC117145024|XP_033166416.1|DMAU
OG0009608	LOC108154468|XP_017140228.1|DMIR	LOC117145874|XP_033167589.1|DMAU
OG0009609	LOC108154276|XP_017140014.1|DMIR	LOC117142917|XP_033163106.1|DMAU
OG0009610	LOC108154981|XP_017141009.1|DMIR	LOC117144498|XP_033165575.1|DMAU
OG0009611	LOC108155311|XP_017141519.1|DMIR	LOC117145742|XP_033167394.1|DMAU
OG0009612	LOC108153845|XP_017139433.1|DMIR	LOC117144717|XP_033165947.1|DMAU
OG0009613	LOC108161939|XP_017151860.1|DMIR	LOC117150530|XP_033173346.1|DMAU
OG0009614	LOC108154404|XP_017140163.1|DMIR	LOC117142951|XP_033163166.1|DMAU
OG0009615	LOC108157505|XP_017145093.1|DMIR	LOC117143723|XP_033164416.1|DMAU
OG0009616	LOC108153977|XP_033246141.1|DMIR	LOC117143629|XP_033164295.1|DMAU
OG0009617	LOC108156841|XP_017144044.2|DMIR	LOC117143991|XP_033164825.1|DMAU
OG0009618	LOC117189229|XP_033250248.1|DMIR	LOC117149987|XP_033172768.1|DMAU, LOC117144998|XP_033166370.1|DMAU
OG0009619	LOC108155206|XP_033245913.1|DMIR	LOC117143171|XP_033163576.1|DMAU
OG0009620	LOC108157064|XP_017144388.1|DMIR	LOC117144149|XP_033165070.1|DMAU
OG0009621	LOC108154342|XP_017140093.1|DMIR	LOC117143521|XP_033164135.1|DMAU
OG0009622	LOC108154488|XP_017140278.1|DMIR	LOC117143466|XP_033164070.1|DMAU
OG0009624	LOC108155347|XP_017141594.1|DMIR	LOC117145786|XP_033167457.1|DMAU
OG0009625	LOC108155850|XP_017142451.1|DMIR	LOC117144954|XP_033166300.1|DMAU
OG0009626	LOC108157830|XP_017145520.2|DMIR	LOC117143690|XP_033164369.1|DMAU
OG0009627	LOC108153992|XP_033246062.1|DMIR	LOC117145376|XP_033166891.1|DMAU
OG0009628	LOC108155436|XP_017141737.2|DMIR	LOC117144550|XP_033165683.1|DMAU
OG0009629	LOC108157277|XP_033245363.1|DMIR	LOC117143949|XP_033164774.1|DMAU
OG0009630	LOC108157282|XP_017144768.1|DMIR	LOC117143959|XP_033164785.1|DMAU
OG0009631	LOC108154227|XP_017139942.1|DMIR	LOC117142629|XP_033162623.1|DMAU
OG0009632	LOC108158207|XP_017145922.1|DMIR	LOC117147472|XP_033170256.1|DMAU
