Orthogroup	DMIR.longest_only	DHYD.longest_only
OG0008752	LOC108155922|XP_033244212.1|DMIR	LOC111598626|XP_030081638.1|DHYD
OG0008753	LOC108153732|XP_017139350.1|DMIR, LOC117186325|XP_033242848.1|DMIR	LOC111604417|XP_023178240.1|DHYD
OG0008755	LOC108153974|XP_017139560.1|DMIR	LOC111593277|XP_023161715.2|DHYD, LOC111593278|XP_023161717.2|DHYD
OG0008756	LOC108154527|XP_017140319.1|DMIR	LOC111598087|XP_023168904.1|DHYD
OG0008757	LOC108157749|XP_017145419.1|DMIR	LOC111597855|XP_023168535.2|DHYD
OG0008758	LOC108162912|XP_017153377.1|DMIR	LOC111599098|XP_023170407.2|DHYD
OG0008759	LOC108161866|XP_033249213.1|DMIR	LOC111592597|XP_023160682.2|DHYD
OG0008760	LOC108162635|XP_017152948.1|DMIR	LOC111600739|XP_023172789.2|DHYD, LOC111601808|XP_030080404.1|DHYD, LOC111602280|XP_030080374.1|DHYD
OG0008761	LOC108163356|XP_017154088.1|DMIR	LOC111593765|XP_023162551.1|DHYD
OG0008762	LOC117191598|XP_033252310.1|DMIR, LOC108160958|XP_017150740.1|DMIR	LOC111596383|XP_023166357.2|DHYD
OG0008763	LOC108161351|XP_017151081.1|DMIR	LOC111602247|XP_030079072.1|DHYD
OG0008765	LOC117186627|XP_033243529.1|DMIR, LOC117193799|XP_033254409.1|DMIR, LOC117186626|XP_033243528.1|DMIR, LOC108158407|XP_017146164.1|DMIR	LOC111605370|XP_023179620.1|DHYD
OG0008766	LOC108161585|XP_017151363.1|DMIR	LOC111596311|XP_023166240.1|DHYD
OG0008767	LOC108158180|XP_017145887.1|DMIR	LOC111602273|XP_023175037.1|DHYD
OG0008768	LOC117193198|XP_033253839.1|DMIR, LOC108160297|XP_017149696.1|DMIR	LOC111595607|XP_023165180.1|DHYD
OG0008769	LOC108159984|XP_017149175.1|DMIR	LOC111593583|XP_023162215.2|DHYD
OG0008770	LOC108160596|XP_017150182.1|DMIR, LOC108155778|XP_017142326.1|DMIR	LOC111597082|XP_023167384.1|DHYD
OG0008771	LOC117187814|XP_033246564.1|DMIR, LOC108159516|XP_017148364.2|DMIR, LOC117188230|XP_033247637.1|DMIR	LOC111605402|XP_023179671.1|DHYD
OG0008772	LOC117193523|XP_033254160.1|DMIR, LOC108159838|XP_017148917.1|DMIR	LOC111605259|XP_023179465.2|DHYD
OG0008773	LOC108158397|XP_017146143.1|DMIR, LOC117189518|XP_033250556.1|DMIR, LOC117189519|XP_033250557.1|DMIR	LOC111604376|XP_023178215.1|DHYD
OG0008774	LOC108160941|XP_017150718.1|DMIR	LOC111595437|XP_023164929.1|DHYD
OG0008775	LOC117189811|XP_033250762.1|DMIR, LOC117190439|XP_033251409.1|DMIR, LOC117191916|XP_033252557.1|DMIR, LOC117189808|XP_033250758.1|DMIR, LOC117191915|XP_033252556.1|DMIR, LOC108158448|XP_017146220.1|DMIR, LOC117189806|XP_033250756.1|DMIR	LOC111592175|XP_023160000.2|DHYD
OG0008776	LOC117194972|XP_033255337.1|DMIR, LOC108159250|XP_017147861.1|DMIR	LOC111600531|XP_023172435.2|DHYD
OG0008777	LOC117185756|XP_033246907.1|DMIR, LOC108159812|XP_017148870.2|DMIR	LOC111600555|XP_030082027.1|DHYD
OG0008778	LOC108160518|XP_017150059.1|DMIR	LOC111592159|XP_023159979.2|DHYD
OG0008779	LOC108159243|XP_017147858.1|DMIR	LOC111605320|XP_023179552.1|DHYD
OG0008780	LOC108157551|XP_017145144.1|DMIR	LOC111604890|XP_023178901.1|DHYD
OG0008781	LOC108162143|XP_017152219.1|DMIR	LOC111602060|XP_023174741.2|DHYD
OG0008782	LOC108152109|XP_017136658.1|DMIR	LOC111604772|XP_023178741.2|DHYD
OG0008783	LOC117187735|XP_033246422.1|DMIR, LOC117187736|XP_033246423.1|DMIR, LOC108157965|XP_033252690.1|DMIR	LOC111593960|XP_023162822.1|DHYD
OG0008784	LOC108151787|XP_017136124.1|DMIR	LOC111596655|XP_023166724.2|DHYD
OG0008785	LOC117190940|XP_033251827.1|DMIR, LOC117191870|XP_033252526.1|DMIR, LOC117192078|XP_033252672.1|DMIR, LOC117191812|XP_033252466.1|DMIR	LOC111599482|XP_023170918.1|DHYD
OG0008786	LOC108161593|XP_017151368.1|DMIR, LOC108161490|XP_017151252.1|DMIR	LOC111602325|XP_023175094.1|DHYD
OG0008787	LOC108152248|XP_017136943.1|DMIR	LOC111598707|XP_023169860.1|DHYD
OG0008788	LOC108153088|XP_017138357.1|DMIR	LOC111594862|XP_023164108.2|DHYD, LOC111594857|XP_023164104.2|DHYD
OG0008789	LOC108153739|XP_017139358.1|DMIR	LOC111601071|XP_023173263.2|DHYD, LOC111601069|XP_023173261.2|DHYD
OG0008790	LOC117190023|XP_033251003.1|DMIR, LOC117187730|XP_033246406.1|DMIR, LOC117188054|XP_033247175.1|DMIR, LOC117188079|XP_033247292.1|DMIR, LOC117190389|XP_033251357.1|DMIR, LOC117188025|XP_033247052.1|DMIR, LOC108158391|XP_017146137.2|DMIR, LOC117188049|XP_033247155.1|DMIR	LOC111597105|XP_023167415.2|DHYD
OG0008791	LOC117192080|XP_033252674.1|DMIR, LOC108159306|XP_017147967.1|DMIR	LOC111600654|XP_023172644.2|DHYD
OG0008792	LOC117192859|XP_033253504.1|DMIR, LOC108160047|XP_017149280.1|DMIR	LOC111597064|XP_023167359.2|DHYD, LOC111597062|XP_023167356.2|DHYD
OG0008794	LOC108163541|XP_017154387.1|DMIR	LOC111601430|XP_023173774.2|DHYD, LOC111593787|XP_023162577.1|DHYD
OG0008795	LOC108157699|XP_017145357.1|DMIR	LOC111598621|XP_030081623.1|DHYD
OG0008796	LOC108157832|XP_017145524.1|DMIR, LOC108154363|XP_017140117.1|DMIR	LOC111602973|XP_023176130.2|DHYD, LOC111602963|XP_023176110.1|DHYD
OG0008797	LOC108155325|XP_017141549.2|DMIR	LOC111601998|XP_023174655.2|DHYD, LOC111601999|XP_023174656.1|DHYD
OG0008805	LOC108164603|XP_033251709.1|DMIR	LOC111596585|XP_023166628.2|DHYD
OG0008806	LOC117186230|XP_033242560.1|DMIR	LOC111595965|XP_023165708.2|DHYD
OG0008807	LOC108152064|XP_017136578.1|DMIR	LOC111596740|XP_030079891.1|DHYD
OG0008808	LOC108158725|XP_017146802.1|DMIR	LOC111591981|XP_023159699.2|DHYD
OG0008809	LOC108157529|XP_017145121.1|DMIR	LOC111601782|XP_023174310.1|DHYD
OG0008811	LOC108155127|XP_017141259.1|DMIR	LOC111594968|XP_023164236.2|DHYD
OG0008813	LOC108153949|XP_033245234.1|DMIR	LOC111602737|XP_023175757.2|DHYD
OG0008816	LOC108165435|XP_017156963.1|DMIR	LOC111603696|XP_023177164.2|DHYD
OG0008819	LOC108158425|XP_017146194.1|DMIR	LOC111595520|XP_030081993.1|DHYD
OG0008820	LOC108164048|XP_017155114.1|DMIR	LOC111598480|XP_023169506.2|DHYD
OG0008822	LOC108163844|XP_017154849.1|DMIR	LOC111592614|XP_023160715.1|DHYD
OG0008824	LOC108160663|XP_033248059.1|DMIR	LOC111600124|XP_023171857.1|DHYD
OG0008825	LOC108150884|XP_017134682.1|DMIR	LOC111604524|XP_023178391.2|DHYD
OG0008829	LOC108157595|XP_017145215.1|DMIR	LOC111598880|XP_023170114.1|DHYD
OG0008830	LOC108165470|XP_017157013.1|DMIR	LOC111603193|XP_023176447.1|DHYD
OG0008831	LOC108164553|XP_017155861.1|DMIR	LOC111604048|XP_023177673.2|DHYD
OG0008832	LOC108164524|XP_017155806.1|DMIR	LOC111604051|XP_023177677.2|DHYD
OG0008833	LOC108164693|XP_017156054.1|DMIR	LOC111594992|XP_023164260.2|DHYD
OG0008834	LOC108157143|XP_017144536.1|DMIR	LOC111600822|XP_023172892.1|DHYD
OG0008835	LOC108155917|XP_017142557.1|DMIR	LOC115483349|XP_030080728.1|DHYD, LOC111595035|XP_023164329.1|DHYD
OG0008836	LOC108159720|XP_017148730.1|DMIR	LOC111597689|XP_023168289.1|DHYD
OG0008837	LOC108160179|XP_017149491.1|DMIR, LOC117190853|XP_033251771.1|DMIR	LOC111600647|XP_023172633.2|DHYD
OG0008838	LOC108162245|XP_017152380.1|DMIR	LOC111594648|XP_023163812.2|DHYD
OG0008839	LOC108159104|XP_017147566.1|DMIR, LOC117189848|XP_033250811.1|DMIR	LOC111597932|XP_023168655.1|DHYD
OG0008840	LOC108163496|XP_017154309.2|DMIR	LOC111599155|XP_023170494.2|DHYD
OG0008841	LOC108150815|XP_017134608.1|DMIR	LOC111604490|XP_023178349.2|DHYD
OG0008842	LOC108158035|XP_033246582.1|DMIR	LOC111605281|XP_023179493.2|DHYD
OG0008843	LOC108151181|XP_017135103.1|DMIR	LOC111595303|XP_023164727.1|DHYD
OG0008845	LOC108163968|XP_017155013.1|DMIR	LOC111601182|XP_023173428.1|DHYD
OG0008846	LOC108163953|XP_017154991.1|DMIR, LOC108163954|XP_017154992.1|DMIR	LOC111601030|XP_023173207.2|DHYD
OG0008847	LOC108155596|XP_017142007.1|DMIR	LOC111600824|XP_023172896.2|DHYD
OG0008848	LOC108159989|XP_017149186.1|DMIR, LOC117193344|XP_033253957.1|DMIR	LOC111593875|XP_023162707.2|DHYD
OG0008849	LOC108155963|XP_017142637.1|DMIR	LOC111598824|XP_023170023.1|DHYD
OG0008850	LOC108158374|XP_017146117.2|DMIR, LOC117190412|XP_033251380.1|DMIR, LOC108160930|XP_017150707.1|DMIR, LOC108157732|XP_017145396.2|DMIR	LOC111602087|XP_030079719.1|DHYD
OG0008851	LOC108164281|XP_017155419.1|DMIR	LOC111601314|XP_023173614.2|DHYD
OG0008852	LOC108157958|XP_017145592.1|DMIR	LOC111594164|XP_023163115.2|DHYD
OG0008854	LOC108162677|XP_017153008.1|DMIR	LOC111599141|XP_023170472.2|DHYD
OG0008855	LOC108157017|XP_017144316.1|DMIR	LOC111602050|XP_023174729.2|DHYD
OG0008856	LOC108164488|XP_017155742.1|DMIR	LOC111597851|XP_023168533.1|DHYD
OG0008857	LOC108152706|XP_017137717.1|DMIR	LOC111602895|XP_023176000.1|DHYD
OG0008858	LOC108155976|XP_017142654.1|DMIR	LOC111597597|XP_023168166.2|DHYD
OG0008859	LOC108153303|XP_017138696.1|DMIR	LOC111598205|XP_023169107.1|DHYD
OG0008860	LOC108156416|XP_017143352.1|DMIR	LOC115483338|XP_030080678.1|DHYD
OG0008861	LOC108160893|XP_017150651.1|DMIR	LOC111598005|XP_023168765.1|DHYD
OG0008862	LOC108155251|XP_033245113.1|DMIR	LOC111602528|XP_023175389.2|DHYD
OG0008863	LOC108163910|XP_017154927.1|DMIR	LOC111593659|XP_023162313.2|DHYD
OG0008864	LOC117185776|XP_017150554.1|DMIR, LOC117192986|XP_033253606.1|DMIR, LOC108160831|XP_033253605.1|DMIR	LOC111601224|XP_023173487.2|DHYD
OG0008865	LOC108162293|XP_017152443.1|DMIR	LOC111602474|XP_023175304.2|DHYD
OG0008866	LOC108161843|XP_033249772.1|DMIR	LOC111596004|XP_023165777.1|DHYD
OG0008867	LOC108153436|XP_017138934.1|DMIR	LOC111594991|XP_023164259.1|DHYD
OG0008868	LOC108160954|XP_017150734.1|DMIR, LOC117193592|XP_033254221.1|DMIR	LOC111597735|XP_023168354.1|DHYD
OG0008869	LOC108151432|XP_017135516.1|DMIR	LOC111592867|XP_023161081.2|DHYD
OG0008870	LOC108152736|XP_017137770.1|DMIR	LOC111592255|XP_023160105.2|DHYD
OG0008871	LOC108153000|XP_017138229.1|DMIR	LOC111604312|XP_023178128.2|DHYD
OG0008872	LOC108163514|XP_017154335.1|DMIR	LOC111601301|XP_023173588.2|DHYD
OG0008873	LOC108154487|XP_017140277.1|DMIR, LOC108163813|XP_017154792.1|DMIR	LOC111605019|XP_023179117.2|DHYD
OG0008874	LOC117191440|XP_033252197.1|DMIR, LOC108160948|XP_017150728.2|DMIR, LOC117188458|XP_033248260.1|DMIR	LOC111595545|XP_023165099.2|DHYD
OG0008875	LOC117193398|XP_033254038.1|DMIR, LOC108158179|XP_017145885.1|DMIR	LOC111605206|XP_023179392.2|DHYD
OG0008876	LOC108164516|XP_017155791.1|DMIR	LOC111593715|XP_030079836.1|DHYD
OG0008877	LOC108151911|XP_017136311.1|DMIR	LOC111605623|XP_023180043.2|DHYD
OG0008878	LOC108162333|XP_017152514.1|DMIR	LOC111603873|XP_023177448.2|DHYD
OG0008879	LOC117187995|XP_033246975.1|DMIR, LOC108159988|XP_017149185.2|DMIR	LOC111593874|XP_023162706.2|DHYD
OG0008880	LOC108165471|XP_017157010.1|DMIR	LOC111595765|XP_023165415.1|DHYD
OG0008881	LOC117193698|XP_033254315.1|DMIR, LOC108158313|XP_033246906.1|DMIR	LOC111594324|XP_023163336.2|DHYD
OG0008882	LOC108162259|XP_017152396.1|DMIR	LOC111594693|XP_023163881.2|DHYD
OG0008883	LOC108154106|XP_017139718.1|DMIR	LOC111593344|XP_023161824.1|DHYD
OG0008884	LOC108156346|XP_017143235.1|DMIR	LOC111596674|XP_023166746.1|DHYD
OG0008885	LOC108164067|XP_017155140.2|DMIR	LOC111592622|XP_023160725.2|DHYD
OG0008886	LOC117192866|XP_033253511.1|DMIR, LOC108159655|XP_017148617.2|DMIR	LOC111593519|XP_023162079.1|DHYD
OG0008887	LOC108158614|XP_033252545.1|DMIR, LOC117188169|XP_033247501.1|DMIR	LOC111602112|XP_023174825.2|DHYD
OG0008888	LOC108153448|XP_017138956.2|DMIR	LOC111603683|XP_023177135.2|DHYD
OG0008889	LOC108159520|XP_017148373.1|DMIR	LOC111597025|XP_023167303.2|DHYD
OG0008891	LOC108152772|XP_017137839.1|DMIR	LOC111591925|XP_023159619.2|DHYD
OG0008892	LOC108159898|XP_033246759.1|DMIR	LOC111600636|XP_023172610.2|DHYD, LOC115483361|XP_030080905.1|DHYD
OG0008893	LOC108151068|XP_017134936.1|DMIR	LOC111601659|XP_023174111.1|DHYD
OG0008894	LOC108157759|XP_017145429.1|DMIR	LOC111602710|XP_023175715.1|DHYD
OG0008895	LOC108155107|XP_017141229.1|DMIR	LOC111593320|XP_023161793.2|DHYD
OG0008897	LOC108156491|XP_017143466.1|DMIR	LOC111603616|XP_023177052.1|DHYD
OG0008898	LOC108159036|XP_017147449.1|DMIR	LOC111592101|XP_023159895.2|DHYD
OG0008899	LOC108163001|XP_017153509.1|DMIR	LOC111595760|XP_023165401.2|DHYD
OG0008900	LOC108162484|XP_017152723.1|DMIR	LOC111595438|XP_023164931.2|DHYD
OG0008901	LOC108153613|XP_017139201.1|DMIR	LOC111601082|XP_030081487.1|DHYD
OG0008902	LOC108164478|XP_017155720.1|DMIR	LOC111598104|XP_023168928.1|DHYD
OG0008903	LOC108162681|XP_017153015.1|DMIR	LOC111599116|XP_023170445.1|DHYD
OG0008904	LOC117191422|XP_033252184.1|DMIR, LOC108159302|XP_017147963.1|DMIR	LOC111600764|XP_030080943.1|DHYD
OG0008905	LOC108164486|XP_017155731.1|DMIR	LOC111593706|XP_023162432.2|DHYD
OG0008906	LOC108153659|XP_033243546.1|DMIR	LOC111597533|XP_023168079.2|DHYD
OG0008907	LOC108153905|XP_017139491.1|DMIR	LOC111593378|XP_023161865.2|DHYD
OG0008908	LOC108155756|XP_017142285.1|DMIR	LOC111603413|XP_030081733.1|DHYD
OG0008909	LOC108157691|XP_017145348.1|DMIR	LOC111596153|XP_023166010.1|DHYD
OG0008910	LOC108157793|XP_017145476.1|DMIR	LOC111595702|XP_030081556.1|DHYD
OG0008911	LOC108154645|XP_017140463.1|DMIR	LOC111604207|XP_023177936.2|DHYD
OG0008912	LOC108154573|XP_017140362.1|DMIR	LOC111602673|XP_023175634.1|DHYD
OG0008913	LOC108155404|XP_017141690.1|DMIR	LOC111600049|XP_023171746.1|DHYD
OG0008914	LOC108156082|XP_017142859.1|DMIR	LOC111602656|XP_023175596.2|DHYD, LOC115483716|XP_030081662.1|DHYD
OG0008915	LOC108155431|XP_017141731.1|DMIR	LOC111595819|XP_023165496.2|DHYD
OG0008916	LOC108162940|XP_017153415.1|DMIR	LOC111599067|XP_023170356.2|DHYD
OG0008917	LOC108162381|XP_017152587.1|DMIR	LOC111602485|XP_023175316.1|DHYD
OG0008919	LOC108162084|XP_017152127.1|DMIR	LOC111599176|XP_030080393.1|DHYD
OG0008920	LOC108151041|XP_017134901.1|DMIR	LOC111595120|XP_023164458.1|DHYD
OG0008921	LOC108162094|XP_017152145.1|DMIR	LOC111603922|XP_023177515.2|DHYD
OG0008922	LOC108162335|XP_017152516.1|DMIR	LOC111600607|XP_030079090.1|DHYD
OG0008923	LOC108160423|XP_017149914.2|DMIR, LOC117187953|XP_033246846.1|DMIR	LOC111592403|XP_023160346.1|DHYD
OG0008924	LOC108158847|XP_017147057.1|DMIR, LOC117189620|XP_033250630.1|DMIR	LOC111602119|XP_023174836.1|DHYD
OG0008925	LOC117193050|XP_033253674.1|DMIR, LOC108160372|XP_017149834.1|DMIR	LOC111602225|XP_023174973.1|DHYD
OG0008926	LOC108158365|XP_017146108.1|DMIR, LOC117192913|XP_033253539.1|DMIR	LOC111593882|XP_023162720.1|DHYD
OG0008927	LOC117193300|XP_033253930.1|DMIR, LOC108160307|XP_017149709.2|DMIR	LOC111604086|XP_023177745.2|DHYD
OG0008928	LOC108160928|XP_017150703.1|DMIR	LOC111593905|XP_023162744.1|DHYD
OG0008929	LOC117187912|XP_033246754.1|DMIR, LOC108159509|XP_017148357.2|DMIR	LOC111593293|XP_030081016.1|DHYD
OG0008930	LOC108157334|XP_017144839.1|DMIR	LOC111596564|XP_023166609.2|DHYD
OG0008931	LOC117193410|XP_033254051.1|DMIR, LOC108160881|XP_017150639.1|DMIR	LOC111597685|XP_023168283.2|DHYD
OG0008932	LOC108159161|XP_017147656.1|DMIR, LOC117192583|XP_033253193.1|DMIR	LOC111593837|XP_023162642.1|DHYD
OG0008933	LOC108158319|XP_017146049.1|DMIR	LOC111605221|XP_023179412.2|DHYD
OG0008934	LOC108150779|XP_033242069.1|DMIR	LOC111593203|XP_023161603.2|DHYD
OG0008935	LOC108159890|XP_017148995.1|DMIR	LOC115482738|XP_030078929.1|DHYD, LOC111593817|XP_023162614.2|DHYD
OG0008936	LOC117188134|XP_033247382.1|DMIR, LOC108160377|XP_017149844.2|DMIR	LOC111598019|XP_023168799.2|DHYD
OG0008937	LOC117188456|XP_033248251.1|DMIR, LOC108158626|XP_017146591.2|DMIR	LOC111592190|XP_023160025.2|DHYD
OG0008938	LOC108158950|XP_033247434.1|DMIR	LOC111599733|XP_030078582.1|DHYD
OG0008939	LOC108160164|XP_017149473.2|DMIR, LOC117188040|XP_033247096.1|DMIR	LOC111593836|XP_023162645.2|DHYD
OG0008940	LOC108159983|XP_017149171.1|DMIR, LOC117192857|XP_033253502.1|DMIR	LOC111596992|XP_023167251.2|DHYD
OG0008941	LOC108163962|XP_017155007.1|DMIR	LOC111598140|XP_023168970.2|DHYD
OG0008942	LOC108157289|XP_017144781.1|DMIR	LOC111596635|XP_023166690.2|DHYD
OG0008943	LOC108162767|XP_017153146.1|DMIR	LOC111592978|XP_023161241.2|DHYD
OG0008944	LOC108164939|XP_017156416.1|DMIR	LOC111598138|XP_023168968.2|DHYD
OG0008945	LOC108152491|XP_017137356.1|DMIR	LOC111603170|XP_023176418.1|DHYD
OG0008946	LOC108153382|XP_017138847.1|DMIR	LOC111597373|XP_030079954.1|DHYD
OG0008947	LOC108165564|XP_017157127.1|DMIR	LOC115482959|XP_030079325.1|DHYD, LOC111601912|XP_023174528.2|DHYD
OG0008948	LOC108152267|XP_017136978.2|DMIR	LOC111605602|XP_023179982.2|DHYD
OG0008949	LOC108165499|XP_017157046.1|DMIR	LOC111598066|XP_030080057.1|DHYD
OG0008951	LOC108165382|XP_033243476.1|DMIR	LOC111604723|XP_030079625.1|DHYD
OG0008952	LOC108151036|XP_017134894.1|DMIR	LOC111603164|XP_023176410.2|DHYD
OG0008953	LOC108153667|XP_017139270.1|DMIR	LOC111601719|XP_023174208.2|DHYD, LOC111592879|XP_023161097.2|DHYD
OG0008955	LOC108150858|XP_017134650.1|DMIR	LOC111597378|XP_023167803.2|DHYD
OG0008956	LOC108151404|XP_017135481.1|DMIR	LOC111591871|XP_023159522.2|DHYD
OG0008957	LOC108152297|XP_017137008.1|DMIR	LOC111600927|XP_030082035.1|DHYD
OG0008958	LOC108152904|XP_017138038.1|DMIR	LOC111600999|XP_023173162.2|DHYD
OG0008959	LOC108165609|XP_017157175.1|DMIR	LOC111600952|XP_023173097.2|DHYD
OG0008960	LOC108152764|XP_017137825.1|DMIR	LOC115483738|XP_030081796.1|DHYD
OG0008961	LOC108162809|XP_017153209.1|DMIR, LOC108162811|XP_017153211.2|DMIR	LOC111595183|XP_023164530.2|DHYD
OG0008962	LOC108152934|XP_017138156.1|DMIR, LOC108154023|XP_017139605.1|DMIR	LOC111594993|XP_023164261.1|DHYD
OG0008963	LOC108150932|XP_017134789.1|DMIR, LOC108164974|XP_017156478.1|DMIR	LOC111603143|XP_023176387.2|DHYD
OG0008964	LOC108153629|XP_017139222.1|DMIR	LOC111601827|XP_023174421.1|DHYD, LOC111601824|XP_023174416.1|DHYD
OG0008965	LOC108163466|XP_017154250.1|DMIR	LOC111603956|XP_023177559.2|DHYD
OG0008966	LOC108161503|XP_017151269.1|DMIR	LOC111596196|XP_023166075.1|DHYD
OG0008968	LOC108161531|XP_017151300.1|DMIR	LOC111595835|XP_023165511.2|DHYD
OG0008969	LOC108161572|XP_017151350.1|DMIR	LOC111595868|XP_023165552.1|DHYD
OG0008970	LOC117189030|XP_033249796.1|DMIR, LOC108164113|XP_017155194.2|DMIR	LOC111595845|XP_023165523.2|DHYD
OG0008971	LOC117189124|XP_033250042.1|DMIR, LOC108163375|XP_017154116.1|DMIR, LOC117189125|XP_033250043.1|DMIR, LOC108153692|XP_017139307.1|DMIR	LOC111592849|XP_030079474.1|DHYD
OG0008972	LOC108152218|XP_017136885.1|DMIR	LOC111601087|XP_023173282.2|DHYD, LOC111601064|XP_023173255.2|DHYD
OG0008973	LOC108153781|XP_017139412.1|DMIR	LOC111595073|XP_023164397.1|DHYD
OG0008977	LOC108163026|XP_017153556.1|DMIR, LOC108161380|XP_017151116.1|DMIR	LOC111603985|XP_023177598.1|DHYD
OG0008978	LOC108159974|XP_017149150.1|DMIR	LOC111600905|XP_023173029.1|DHYD
OG0008979	LOC108162870|XP_017153311.1|DMIR, LOC108162873|XP_017153314.1|DMIR	LOC111594772|XP_023163990.2|DHYD
OG0008985	LOC108165381|XP_017156908.1|DMIR	LOC111604720|XP_030079624.1|DHYD
OG0008987	LOC108162361|XP_017152555.1|DMIR	LOC111599366|XP_023170767.1|DHYD
OG0008988	LOC108154936|XP_017140914.1|DMIR	LOC111602786|XP_023175826.1|DHYD
OG0008989	LOC108156700|XP_017143840.1|DMIR	LOC111603091|XP_023176320.1|DHYD
OG0008990	LOC108165383|XP_033243047.1|DMIR	LOC111595653|XP_023165244.2|DHYD
OG0008991	LOC108157788|XP_017145467.1|DMIR	LOC111598554|XP_023169615.2|DHYD
OG0008993	LOC108153340|XP_017138764.1|DMIR	LOC111592812|XP_030080595.1|DHYD
OG0008994	LOC108162784|XP_017153173.1|DMIR	LOC111601876|XP_023174486.1|DHYD
OG0008995	LOC108157938|XP_017145571.1|DMIR	LOC111599667|XP_023171140.2|DHYD
OG0008996	LOC108165068|XP_017156609.1|DMIR	LOC111596727|XP_023166824.2|DHYD
OG0008997	LOC108157772|XP_017145450.1|DMIR	LOC111593039|XP_023161374.2|DHYD
OG0008999	LOC108150761|XP_017134547.1|DMIR	LOC111596042|XP_023165846.1|DHYD
OG0009000	LOC108151089|XP_017134963.2|DMIR	LOC111593517|XP_023162074.2|DHYD
OG0009001	LOC108163233|XP_017153880.1|DMIR	LOC111603894|XP_023177480.1|DHYD
OG0009002	LOC108156241|XP_017143078.1|DMIR	LOC111601775|XP_023174289.1|DHYD
OG0009003	LOC108165557|XP_017157119.1|DMIR	LOC111597347|XP_030081680.1|DHYD, LOC111597345|XP_030081678.1|DHYD
OG0009004	LOC108158381|XP_033254312.1|DMIR	LOC111603875|XP_023177454.1|DHYD
OG0009005	LOC108161975|XP_033248909.1|DMIR	LOC111605529|XP_023179858.1|DHYD
OG0009006	LOC108155167|XP_017141322.1|DMIR	LOC115483787|XP_030081905.1|DHYD, LOC111595031|XP_023164323.1|DHYD
OG0009007	LOC108151575|XP_017135739.1|DMIR	LOC111599837|XP_023171399.2|DHYD
OG0009008	LOC108155891|XP_017142522.1|DMIR	LOC111596706|XP_023166794.1|DHYD
OG0009009	LOC108151455|XP_017135565.1|DMIR	LOC111603716|XP_030081519.1|DHYD
OG0009010	LOC108151353|XP_017135399.1|DMIR	LOC111601604|XP_023174037.2|DHYD
OG0009011	LOC108152228|XP_017136900.1|DMIR	LOC111596025|XP_030079501.1|DHYD
OG0009012	LOC108158020|XP_033252894.1|DMIR, LOC117188271|XP_033247717.1|DMIR	LOC111592524|XP_023160547.2|DHYD
OG0009013	LOC108154755|XP_017140622.1|DMIR	LOC111597354|XP_023167770.2|DHYD
OG0009014	LOC108151152|XP_017135066.1|DMIR	LOC111604686|XP_023178622.2|DHYD
OG0009015	LOC108153737|XP_017139356.1|DMIR	LOC111602897|XP_023176002.2|DHYD
OG0009016	LOC108152841|XP_017137938.1|DMIR	LOC111603040|XP_023176238.2|DHYD
OG0009017	LOC108163545|XP_017154392.1|DMIR	LOC111596329|XP_023166262.2|DHYD
OG0009018	LOC108164480|XP_017155725.1|DMIR	LOC111597780|XP_030081715.1|DHYD
OG0009019	LOC108164487|XP_017155732.1|DMIR	LOC111597814|XP_030081707.1|DHYD
OG0009020	LOC108155093|XP_017141206.1|DMIR	LOC111603299|XP_023176592.2|DHYD
OG0009021	LOC108156908|XP_017144146.1|DMIR	LOC111599572|XP_023171011.1|DHYD
OG0009022	LOC108157845|XP_017145537.1|DMIR	LOC111596623|XP_023166681.1|DHYD
OG0009023	LOC108154422|XP_017140181.1|DMIR	LOC111597865|XP_023168556.2|DHYD
OG0009024	LOC108155957|XP_017142610.1|DMIR	LOC111593672|XP_030081548.1|DHYD
OG0009025	LOC108154821|XP_033245848.1|DMIR	LOC111598530|XP_023169587.2|DHYD
OG0009026	LOC108157173|XP_033244673.1|DMIR	LOC111597026|XP_023167308.2|DHYD
OG0009027	LOC108159357|XP_017148069.1|DMIR	LOC111603980|XP_023177596.2|DHYD
OG0009028	LOC108152949|XP_017138137.1|DMIR	LOC111605682|XP_023180117.2|DHYD
OG0009029	LOC108163518|XP_017154349.1|DMIR	LOC111602258|XP_023175021.1|DHYD
OG0009030	LOC108164199|XP_017155310.1|DMIR	LOC111599086|XP_023170390.2|DHYD
OG0009031	LOC108155762|XP_017142294.1|DMIR	LOC111603390|XP_023176721.1|DHYD
OG0009032	LOC108155763|XP_017142295.1|DMIR	LOC111603392|XP_023176724.2|DHYD
OG0009033	LOC108163735|XP_017154683.1|DMIR	LOC111605493|XP_023179809.2|DHYD
OG0009034	LOC108163767|XP_017154731.2|DMIR	LOC111601155|XP_023173399.2|DHYD
OG0009035	LOC108162254|XP_017152390.1|DMIR	LOC111594682|XP_023163870.2|DHYD
OG0009036	LOC108160500|XP_033247289.1|DMIR	LOC111592135|XP_023159943.2|DHYD
OG0009037	LOC108162270|XP_017152415.2|DMIR	LOC111599361|XP_023170761.2|DHYD
OG0009038	LOC108154905|XP_017140846.1|DMIR	LOC111603292|XP_023176580.2|DHYD
OG0009039	LOC108155417|XP_017141703.1|DMIR	LOC111602953|XP_023176093.2|DHYD
OG0009040	LOC108160652|XP_017150275.1|DMIR	LOC111592122|XP_023159923.2|DHYD
