Orthogroup	DMIR.longest_only	DSUP.longest_only
OG0008169	LOC108151731|XP_017136020.1|DMIR	LOC119557836|XP_037726740.1|DSUP
OG0008170	LOC108158600|XP_017146551.1|DMIR	LOC119551224|XP_037716389.1|DSUP
OG0008171	LOC108164417|XP_017155626.1|DMIR	LOC119558325|XP_037727669.1|DSUP
OG0008172	LOC108155835|XP_017142435.1|DMIR	LOC119559930|XP_037729065.1|DSUP
OG0008173	LOC108163087|XP_017153657.1|DMIR	LOC119546108|XP_037708122.1|DSUP
OG0008174	LOC108159008|XP_017147371.1|DMIR	LOC119559406|XP_037728403.1|DSUP
OG0008175	LOC108164967|XP_017156471.1|DMIR	LOC119558124|XP_037727284.1|DSUP
OG0008176	LOC108153528|XP_017139082.1|DMIR	LOC119556337|XP_037724355.1|DSUP
OG0008177	LOC108152441|XP_017137276.1|DMIR	LOC119556176|XP_037724026.1|DSUP
OG0008178	LOC108161337|XP_017151097.1|DMIR	LOC119556256|XP_037724229.1|DSUP
OG0008179	LOC108161434|XP_017151189.1|DMIR	LOC119557429|XP_037726109.1|DSUP
OG0008180	LOC108152657|XP_033242746.1|DMIR	LOC119556274|XP_037724251.1|DSUP
OG0008181	LOC108152874|XP_017137993.1|DMIR	LOC119556277|XP_037724255.1|DSUP
OG0008182	LOC108158957|XP_017147274.1|DMIR, LOC117193723|XP_033254339.1|DMIR	LOC119549072|XP_037712708.1|DSUP
OG0008183	LOC108160099|XP_017149374.1|DMIR	LOC119551320|XP_037716544.1|DSUP
OG0008184	LOC108156000|XP_017142689.1|DMIR	LOC119546729|XP_037709147.1|DSUP
OG0008185	LOC108156702|XP_017143839.1|DMIR	LOC119546271|XP_037708375.1|DSUP
OG0008186	LOC108159146|XP_017147631.1|DMIR	LOC119551669|XP_037717050.1|DSUP
OG0008187	LOC108159153|XP_017147639.1|DMIR	LOC119551670|XP_037717051.1|DSUP
OG0008188	LOC108163506|XP_017154325.2|DMIR	LOC119548460|XP_037711656.1|DSUP
OG0008189	LOC108162545|XP_017152818.1|DMIR	LOC119546195|XP_037708248.1|DSUP
OG0008190	LOC108152866|XP_017137985.1|DMIR	LOC119555346|XP_037722612.1|DSUP
OG0008191	LOC108153100|XP_017138373.1|DMIR	LOC119557225|XP_037725833.1|DSUP
OG0008192	LOC108164576|XP_017155884.1|DMIR	LOC119557331|XP_037725980.1|DSUP
OG0008193	LOC108164823|XP_017156233.1|DMIR	LOC119556602|XP_037724842.1|DSUP
OG0008194	LOC108162494|XP_017152736.1|DMIR	LOC119548467|XP_037711662.1|DSUP
OG0008195	LOC108160990|XP_017150784.1|DMIR	LOC119559470|XP_037728509.1|DSUP
OG0008196	LOC108158568|XP_017146492.1|DMIR, LOC117191533|XP_033252262.1|DMIR	LOC119550367|XP_037714937.1|DSUP
OG0008197	LOC108153163|XP_033243279.1|DMIR	LOC119554205|XP_037720933.1|DSUP
OG0008198	LOC108152868|XP_017137986.1|DMIR	LOC119556563|XP_037724785.1|DSUP
OG0008199	LOC108164976|XP_017156484.1|DMIR	LOC119558126|XP_037727286.1|DSUP
OG0008200	LOC108160079|XP_017149335.1|DMIR	LOC119550576|XP_037715295.1|DSUP
OG0008201	LOC108153123|XP_017138400.1|DMIR	LOC119554634|XP_037721559.1|DSUP
OG0008202	LOC108151782|XP_017136115.1|DMIR	LOC119555635|XP_037723084.1|DSUP
OG0008203	LOC108151920|XP_017136326.1|DMIR	LOC119554238|XP_037721000.1|DSUP
OG0008204	LOC108164554|XP_017155857.1|DMIR	LOC119557615|XP_037726351.1|DSUP
OG0008205	LOC108164780|XP_017156190.1|DMIR	LOC119557267|XP_037725881.1|DSUP
OG0008206	LOC108153021|XP_017138261.1|DMIR	LOC119555465|XP_037722798.1|DSUP
OG0008208	LOC108158817|XP_017146996.2|DMIR	LOC119551389|XP_037716642.1|DSUP
OG0008209	LOC108152848|XP_017137954.1|DMIR	LOC119555095|XP_037722241.1|DSUP
OG0008210	LOC108160785|XP_017150479.1|DMIR	LOC119554625|XP_037721549.1|DSUP
OG0008211	LOC108163756|XP_017154715.1|DMIR	LOC119548049|XP_037711057.1|DSUP
OG0008212	LOC108152316|XP_017137038.1|DMIR	LOC119554086|XP_037720757.1|DSUP
OG0008213	LOC108164702|XP_017156065.1|DMIR	LOC119556138|XP_037723961.1|DSUP
OG0008214	LOC108151514|XP_017135647.1|DMIR	LOC119553625|XP_037720023.1|DSUP
OG0008215	LOC108153048|XP_017138309.1|DMIR	LOC119557944|XP_037726892.1|DSUP
OG0008216	LOC108152045|XP_017136537.1|DMIR	LOC119555643|XP_037723106.1|DSUP
OG0008217	LOC108163878|XP_017154884.1|DMIR	LOC119556426|XP_037724573.1|DSUP
OG0008218	LOC117190149|XP_033251115.1|DMIR, LOC108159862|XP_017148952.1|DMIR	LOC119549268|XP_037713107.1|DSUP
OG0008219	LOC108154240|XP_017139965.1|DMIR	LOC119557806|XP_037726664.1|DSUP
OG0008220	LOC108152779|XP_017137850.1|DMIR	LOC119555877|XP_037723459.1|DSUP
OG0008221	LOC108162645|XP_017152958.1|DMIR	LOC119545947|XP_037707824.1|DSUP
OG0008222	LOC108152460|XP_017137313.1|DMIR	LOC119555679|XP_037723229.1|DSUP
OG0008223	LOC108151695|XP_017135937.1|DMIR	LOC119552776|XP_037718514.1|DSUP
OG0008224	LOC108151652|XP_017135860.1|DMIR	LOC119554055|XP_037720722.1|DSUP
OG0008225	LOC108164530|XP_017155812.1|DMIR	LOC119558152|XP_037727319.1|DSUP
OG0008226	LOC108165005|XP_017156529.1|DMIR	LOC119556947|XP_037725368.1|DSUP
OG0008227	LOC108157588|XP_017145201.1|DMIR	LOC119553803|XP_037720353.1|DSUP
OG0008228	LOC108156102|XP_017142884.1|DMIR	LOC119563099|XP_037732262.1|DSUP
OG0008229	LOC108157537|XP_017145129.1|DMIR	LOC119545820|XP_037707643.1|DSUP
OG0008230	LOC108155838|XP_017142438.1|DMIR	LOC119563490|XP_037732853.1|DSUP
OG0008231	LOC117193783|XP_033254400.1|DMIR	LOC119549352|XP_037713270.1|DSUP, LOC119547862|XP_037710822.1|DSUP, LOC119559156|XP_037728153.1|DSUP, LOC119549880|XP_037714112.1|DSUP, LOC119562388|XP_037731506.1|DSUP
OG0008232	LOC108152610|XP_017137564.1|DMIR, LOC117186077|XP_033242064.1|DMIR	LOC119553608|XP_037719994.1|DSUP
OG0008233	LOC108163202|XP_017153836.1|DMIR	LOC119547195|XP_037709862.1|DSUP
OG0008234	LOC108159651|XP_017148606.1|DMIR, LOC117190714|XP_033251671.1|DMIR	LOC119550729|XP_037715560.1|DSUP
OG0008235	LOC108164799|XP_017156213.1|DMIR	LOC119556811|XP_037725192.1|DSUP
OG0008236	LOC108158711|XP_017146743.1|DMIR, LOC117192784|XP_033253429.1|DMIR	LOC119559663|XP_037728640.1|DSUP
OG0008237	LOC117191067|XP_033251924.1|DMIR, LOC108160003|XP_017149216.1|DMIR	LOC119550787|XP_037715647.1|DSUP
OG0008238	LOC108151321|XP_017135363.1|DMIR	LOC119553502|XP_037719850.1|DSUP
OG0008239	LOC108153112|XP_017138386.1|DMIR	LOC119554900|XP_037721930.1|DSUP
OG0008240	LOC108158979|XP_017147312.1|DMIR	LOC119551100|XP_037716207.1|DSUP
OG0008243	LOC108158500|XP_017146303.2|DMIR, LOC117188057|XP_033247191.1|DMIR	LOC119549549|XP_037713627.1|DSUP
OG0008244	LOC108156092|XP_017142870.1|DMIR	LOC119560433|XP_037729800.1|DSUP
OG0008245	LOC108158272|XP_017145997.1|DMIR	LOC119550061|XP_037714451.1|DSUP
OG0008246	LOC108158274|XP_017145999.1|DMIR	LOC119550571|XP_037715289.1|DSUP
OG0008247	LOC108156478|XP_033245276.1|DMIR	LOC119563199|XP_037732416.1|DSUP, LOC119563198|XP_037732415.1|DSUP
OG0008248	LOC108157050|XP_017144357.1|DMIR	LOC119563310|XP_037732571.1|DSUP
OG0008249	LOC108155788|XP_017142336.1|DMIR	LOC119562627|XP_037731786.1|DSUP
OG0008250	LOC117189684|XP_033250676.1|DMIR, LOC108158464|XP_033250672.1|DMIR, LOC117189681|XP_033250673.1|DMIR, LOC117189682|XP_033250674.1|DMIR, LOC117189675|XP_033250670.1|DMIR, LOC117187919|XP_033246765.1|DMIR	LOC119550406|XP_037714992.1|DSUP
OG0008251	LOC117188479|XP_033248293.1|DMIR	LOC119552148|XP_037717874.1|DSUP
OG0008252	LOC117187798|XP_033246540.1|DMIR, LOC108159597|XP_017148540.2|DMIR	LOC119551738|XP_037717167.1|DSUP
OG0008253	LOC117188279|XP_033247729.1|DMIR, LOC108160920|XP_033252641.1|DMIR	LOC119551757|XP_037717212.1|DSUP
OG0008254	LOC108153047|XP_017138304.1|DMIR	LOC119559033|XP_037728090.1|DSUP, LOC119555032|XP_037722107.1|DSUP
OG0008255	LOC108152763|XP_017137824.1|DMIR	LOC119554726|XP_037721671.1|DSUP
OG0008256	LOC108159888|XP_017148993.2|DMIR, LOC117187684|XP_033246253.1|DMIR	LOC119549789|XP_037713982.1|DSUP
OG0008257	LOC108159029|XP_017147442.1|DMIR	LOC119551189|XP_037716319.1|DSUP
OG0008258	LOC108164289|XP_017155425.1|DMIR	LOC119547387|XP_037710163.1|DSUP, LOC119555946|XP_037723580.1|DSUP
OG0008259	LOC117188637|XP_033248682.1|DMIR, LOC108163479|XP_017154274.2|DMIR, LOC117189070|XP_033249920.1|DMIR	LOC119547089|XP_037709716.1|DSUP
OG0008260	LOC108153255|XP_017138607.1|DMIR, LOC108153256|XP_017138608.1|DMIR	LOC119555194|XP_037722378.1|DSUP
OG0008261	LOC117194300|XP_033254766.1|DMIR, LOC117194882|XP_033255234.1|DMIR, LOC117193858|XP_033254445.1|DMIR, LOC117193854|XP_033254443.1|DMIR, LOC117193306|XP_033253932.1|DMIR, LOC117193307|XP_033253933.1|DMIR, LOC108159066|XP_017147501.2|DMIR, LOC117193346|XP_033253960.1|DMIR, LOC117192757|XP_033253391.1|DMIR, LOC117192393|XP_033252961.1|DMIR, LOC117187879|XP_033246666.1|DMIR	LOC119551680|XP_037717067.1|DSUP
OG0008262	LOC108160936|XP_017150713.1|DMIR	LOC119559389|XP_037728377.1|DSUP
OG0008264	LOC108160877|XP_017150632.1|DMIR, LOC117193533|XP_033254171.1|DMIR, LOC117193392|XP_033254033.1|DMIR, LOC108160876|XP_017150631.1|DMIR	LOC119551726|XP_037717156.1|DSUP
OG0008265	LOC108154514|XP_017140303.2|DMIR	LOC119563329|XP_037732601.1|DSUP
OG0008266	LOC108156668|XP_017143780.1|DMIR	LOC119560293|XP_037729591.1|DSUP
OG0008267	LOC108156475|XP_017143435.1|DMIR	LOC119545726|XP_037707471.1|DSUP
OG0008268	LOC108162666|XP_017152996.2|DMIR	LOC119548699|XP_037712091.1|DSUP
OG0008269	LOC108161748|XP_017151570.1|DMIR	LOC119547104|XP_037709734.1|DSUP
OG0008270	LOC108159214|XP_017147786.1|DMIR	LOC119556374|XP_037724469.1|DSUP
OG0008271	LOC108151331|XP_017135372.1|DMIR	LOC119553228|XP_037719424.1|DSUP
OG0008272	LOC108152185|XP_017136816.1|DMIR	LOC119556192|XP_037724063.1|DSUP
OG0008273	LOC108154693|XP_017140531.1|DMIR	LOC119563237|XP_037732471.1|DSUP
OG0008274	LOC108152557|XP_017137474.1|DMIR	LOC119558017|XP_037727057.1|DSUP
OG0008275	LOC108152428|XP_017137249.1|DMIR	LOC119558054|XP_037727132.1|DSUP
OG0008276	LOC108161821|XP_017151672.1|DMIR	LOC119556185|XP_037724054.1|DSUP
OG0008277	LOC108157132|XP_017144523.1|DMIR	LOC119557622|XP_037726375.1|DSUP
OG0008278	LOC108163007|XP_017153520.1|DMIR	LOC119547094|XP_037709721.1|DSUP
OG0008279	LOC108164765|XP_017156164.1|DMIR	LOC119556473|XP_037724650.1|DSUP
OG0008280	LOC108164917|XP_017156390.1|DMIR	LOC119557903|XP_037726837.1|DSUP
OG0008281	LOC108164747|XP_017156133.1|DMIR	LOC119557530|XP_037726231.1|DSUP
OG0008282	LOC108165605|XP_017157169.1|DMIR	LOC119556925|XP_037725339.1|DSUP
OG0008283	LOC108159877|XP_017148976.1|DMIR	LOC119556616|XP_037724861.1|DSUP
OG0008284	LOC108164463|XP_017155685.1|DMIR	LOC119559766|XP_037728807.1|DSUP
OG0008285	LOC108165061|XP_017156596.1|DMIR	LOC119557706|XP_037726508.1|DSUP
OG0008286	LOC108165128|XP_017156682.1|DMIR	LOC119557300|XP_037725937.1|DSUP
OG0008287	LOC108159070|XP_017147510.1|DMIR	LOC119556725|XP_037725051.1|DSUP
OG0008288	LOC108157479|XP_017145052.1|DMIR	LOC119559744|XP_037728731.1|DSUP
OG0008289	LOC108154560|XP_017140350.1|DMIR	LOC119551104|XP_037716214.1|DSUP
OG0008290	LOC108164697|XP_017156058.1|DMIR	LOC119555988|XP_037723647.1|DSUP
OG0008291	LOC108152605|XP_017137555.1|DMIR	LOC119558192|XP_037727401.1|DSUP
OG0008292	LOC108152546|XP_017137451.1|DMIR	LOC119558016|XP_037727055.1|DSUP
OG0008293	LOC108157638|XP_017145271.1|DMIR	LOC119546476|XP_037708694.1|DSUP
OG0008294	LOC108156005|XP_017142696.1|DMIR	LOC119562888|XP_037731932.1|DSUP
OG0008295	LOC108155329|XP_017141563.1|DMIR	LOC119556767|XP_037725121.1|DSUP
OG0008296	LOC108164861|XP_017156284.1|DMIR	LOC119556353|XP_037724389.1|DSUP
OG0008297	LOC108159091|XP_017147543.1|DMIR	LOC119556728|XP_037725058.1|DSUP
OG0008298	LOC108164527|XP_017155808.1|DMIR	LOC119556960|XP_037725396.1|DSUP
OG0008299	LOC108156053|XP_017142815.1|DMIR	LOC119553818|XP_037720378.1|DSUP
OG0008300	LOC108164679|XP_017156025.1|DMIR	LOC119556952|XP_037725379.1|DSUP
OG0008301	LOC108156555|XP_017143565.1|DMIR	LOC119560797|XP_037730357.1|DSUP
OG0008302	LOC108164728|XP_017156110.1|DMIR	LOC119557734|XP_037726547.1|DSUP
OG0008303	LOC108152857|XP_017137971.1|DMIR	LOC119556624|XP_037724872.1|DSUP
OG0008304	LOC108165098|XP_017156641.1|DMIR	LOC119556434|XP_037724591.1|DSUP
OG0008305	LOC117186278|XP_033242704.1|DMIR	LOC119557686|XP_037726484.1|DSUP
OG0008306	LOC108159295|XP_017147957.1|DMIR	LOC119557628|XP_037726385.1|DSUP
OG0008307	LOC108157616|XP_017145240.1|DMIR	LOC119560782|XP_037730336.1|DSUP
OG0008308	LOC108155005|XP_017141043.1|DMIR	LOC119545763|XP_037707536.1|DSUP
OG0008309	LOC108163369|XP_017154109.1|DMIR	LOC119546945|XP_037709513.1|DSUP
OG0008310	LOC108153096|XP_017138367.1|DMIR	LOC119555028|XP_037722102.1|DSUP
OG0008311	LOC108153545|XP_033241996.1|DMIR	LOC119558057|XP_037727135.1|DSUP
OG0008312	LOC108157196|XP_017144617.1|DMIR	LOC119560397|XP_037729754.1|DSUP
OG0008313	LOC108163493|XP_033243050.1|DMIR	LOC119555879|XP_037723462.1|DSUP
OG0008314	LOC108159105|XP_017147567.1|DMIR	LOC119550183|XP_037714648.1|DSUP
OG0008315	LOC108150913|XP_017134727.1|DMIR	LOC119553547|XP_037719913.1|DSUP
OG0008317	LOC108155203|XP_017141366.1|DMIR	LOC119560953|XP_037730620.1|DSUP
OG0008318	LOC108164831|XP_017156242.1|DMIR	LOC119556483|XP_037724665.1|DSUP
OG0008319	LOC108160950|XP_017150730.1|DMIR	LOC119550412|XP_037714998.1|DSUP
OG0008320	LOC108161142|XP_033255157.1|DMIR	LOC119556197|XP_037724073.1|DSUP
OG0008321	LOC108156298|XP_033245231.1|DMIR	LOC119560065|XP_037729300.1|DSUP
OG0008322	LOC108161330|XP_017151056.2|DMIR	LOC119546823|XP_037709343.1|DSUP
OG0008323	LOC108155885|XP_017142510.1|DMIR	LOC119549872|XP_037714103.1|DSUP
OG0008324	LOC108152020|XP_017136486.1|DMIR	LOC119558164|XP_037727354.1|DSUP
OG0008325	LOC108155661|XP_017142115.1|DMIR	LOC119555998|XP_037723657.1|DSUP
OG0008326	LOC108155233|XP_017141411.1|DMIR	LOC119554895|XP_037721929.1|DSUP
OG0008327	LOC108160711|XP_017150373.1|DMIR	LOC119551025|XP_037716011.1|DSUP
OG0008328	LOC108165054|XP_017156584.1|DMIR	LOC119557410|XP_037726087.1|DSUP
OG0008329	LOC108164993|XP_017156507.1|DMIR	LOC119556714|XP_037725040.1|DSUP
OG0008330	LOC108158236|XP_017145957.1|DMIR, LOC117191552|XP_033252273.1|DMIR	LOC119550628|XP_037715385.1|DSUP
OG0008331	LOC108152002|XP_017136461.1|DMIR	LOC119554965|XP_037722019.1|DSUP
OG0008332	LOC108152990|XP_017138211.1|DMIR	LOC119554534|XP_037721414.1|DSUP
OG0008333	LOC108153540|XP_017139095.1|DMIR	LOC119554792|XP_037721768.1|DSUP
OG0008334	LOC108152905|XP_017138040.1|DMIR	LOC119553958|XP_037720579.1|DSUP
OG0008335	LOC108151324|XP_017135365.1|DMIR	LOC119554656|XP_037721585.1|DSUP
OG0008336	LOC108150952|XP_017134775.1|DMIR	LOC119554317|XP_037721107.1|DSUP
OG0008338	LOC108151721|XP_017135986.1|DMIR	LOC119553333|XP_037719592.1|DSUP
OG0008339	LOC108157707|XP_017145369.1|DMIR	LOC119556129|XP_037723946.1|DSUP
OG0008340	LOC108159064|XP_017147498.1|DMIR	LOC119551679|XP_037717066.1|DSUP
OG0008341	LOC108153226|XP_017138545.1|DMIR	LOC119554049|XP_037720716.1|DSUP
OG0008342	LOC108152155|XP_017136763.1|DMIR	LOC119555606|XP_037723031.1|DSUP
OG0008343	LOC108156050|XP_017142811.1|DMIR	LOC119551942|XP_037717543.1|DSUP
OG0008344	LOC108153071|XP_017138341.1|DMIR	LOC119554795|XP_037721772.1|DSUP
OG0008345	LOC108151504|XP_017135638.1|DMIR	LOC119555213|XP_037722404.1|DSUP
OG0008346	LOC108152875|XP_017137994.1|DMIR	LOC119556704|XP_037725029.1|DSUP
OG0008347	LOC108161773|XP_017151601.1|DMIR	LOC119548033|XP_037711037.1|DSUP
OG0008348	LOC108151873|XP_033242729.1|DMIR	LOC119554377|XP_037721185.1|DSUP
OG0008349	LOC108153764|XP_017139392.1|DMIR	LOC119553780|XP_037720315.1|DSUP
OG0008350	LOC108156967|XP_017144244.1|DMIR	LOC119556189|XP_037724060.1|DSUP
OG0008351	LOC108152728|XP_017137755.2|DMIR	LOC119553806|XP_037720354.1|DSUP
OG0008352	LOC108152893|XP_017138022.1|DMIR	LOC119552684|XP_037718332.1|DSUP
OG0008353	LOC108153284|XP_017138645.1|DMIR	LOC119553229|XP_037719425.1|DSUP
OG0008354	LOC108152970|XP_017138182.1|DMIR	LOC119556346|XP_037724376.1|DSUP
OG0008355	LOC108160408|XP_017149890.1|DMIR	LOC119552023|XP_037717688.1|DSUP
OG0008356	LOC108151509|XP_017135643.1|DMIR	LOC119552940|XP_037718821.1|DSUP
OG0008357	LOC108155389|XP_017141658.1|DMIR	LOC119545679|XP_037707344.1|DSUP
OG0008359	LOC108158556|XP_017146460.1|DMIR	LOC119551451|XP_037716724.1|DSUP
OG0008360	LOC108160641|XP_017150262.1|DMIR	LOC119550775|XP_037715633.1|DSUP
OG0008361	LOC108162721|XP_017153075.1|DMIR	LOC119547911|XP_037710877.1|DSUP
OG0008362	LOC108155752|XP_017142280.1|DMIR	LOC119556059|XP_037723794.1|DSUP
OG0008363	LOC108159820|XP_017148880.2|DMIR, LOC117185782|XP_033246886.1|DMIR	LOC119552196|XP_037717977.1|DSUP
OG0008364	LOC108150879|XP_017134678.1|DMIR	LOC119555719|XP_037723339.1|DSUP
OG0008366	LOC108154143|XP_017139768.1|DMIR	LOC119555220|XP_037722415.1|DSUP
OG0008367	LOC108152787|XP_017137860.1|DMIR	LOC119556949|XP_037725376.1|DSUP
OG0008368	LOC108162989|XP_017153486.1|DMIR	LOC119548617|XP_037711914.1|DSUP
OG0008369	LOC108164671|XP_017156012.1|DMIR	LOC119556516|XP_037724716.1|DSUP
OG0008370	LOC108156282|XP_017143145.1|DMIR	LOC119563250|XP_037732491.1|DSUP
OG0008371	LOC108156045|XP_017142805.1|DMIR	LOC119546253|XP_037708342.1|DSUP
OG0008372	LOC108161251|XP_033249750.1|DMIR	LOC119562564|XP_037731699.1|DSUP
OG0008373	LOC108163264|XP_017153923.1|DMIR	LOC119548038|XP_037711042.1|DSUP
OG0008374	LOC108162389|XP_017152595.1|DMIR	LOC119559698|XP_037728686.1|DSUP
OG0008375	LOC108162667|XP_017152997.2|DMIR	LOC119548701|XP_037712093.1|DSUP
OG0008376	LOC108162359|XP_017152553.1|DMIR	LOC119548839|XP_037712386.1|DSUP
OG0008377	LOC108163226|XP_017153871.1|DMIR	LOC119546233|XP_037708305.1|DSUP
OG0008378	LOC108163224|XP_017153870.1|DMIR	LOC119546231|XP_037708303.1|DSUP
OG0008379	LOC108163067|XP_017153630.1|DMIR	LOC119548159|XP_037711190.1|DSUP
OG0008380	LOC108163190|XP_017153819.1|DMIR	LOC119547339|XP_037710077.1|DSUP
OG0008381	LOC108163601|XP_017154478.1|DMIR	LOC119547726|XP_037710636.1|DSUP
OG0008383	LOC108163511|XP_017154331.1|DMIR	LOC119547671|XP_037710557.1|DSUP
OG0008384	LOC108162532|XP_033249982.1|DMIR	LOC119546696|XP_037709103.1|DSUP
OG0008385	LOC108164309|XP_017155446.1|DMIR	LOC119546632|XP_037709000.1|DSUP
OG0008386	LOC108164410|XP_017155570.1|DMIR	LOC119557325|XP_037725974.1|DSUP
OG0008387	LOC108155974|XP_017142650.1|DMIR	LOC119563535|XP_037732935.1|DSUP
OG0008388	LOC108162199|XP_017152299.1|DMIR	LOC119546727|XP_037709145.1|DSUP
OG0008389	LOC108161154|XP_017150865.2|DMIR	LOC119547163|XP_037709817.1|DSUP
OG0008390	LOC108161802|XP_017151647.2|DMIR	LOC119546273|XP_037708373.1|DSUP
OG0008391	LOC108164171|XP_017155276.1|DMIR	LOC119548010|XP_037711007.1|DSUP
OG0008392	LOC108151015|XP_017134865.1|DMIR	LOC119552726|XP_037718405.1|DSUP
OG0008393	LOC108151582|XP_017135747.1|DMIR	LOC119552621|XP_037718214.1|DSUP
OG0008394	LOC108152833|XP_017137927.1|DMIR	LOC119553801|XP_037720344.1|DSUP
OG0008395	LOC108164955|XP_017156450.1|DMIR	LOC119558123|XP_037727282.1|DSUP
OG0008396	LOC108159175|XP_017147713.1|DMIR	LOC119556263|XP_037724237.1|DSUP
OG0008397	LOC108164592|XP_017155906.2|DMIR	LOC119557829|XP_037726716.1|DSUP
OG0008398	LOC108150929|XP_017134751.2|DMIR	LOC119558403|XP_037727861.1|DSUP
OG0008399	LOC108152053|XP_017136546.1|DMIR	LOC119558360|XP_037727792.1|DSUP
OG0008400	LOC108151564|XP_017135728.1|DMIR	LOC119554310|XP_037721098.1|DSUP
OG0008401	LOC108163799|XP_017154778.1|DMIR	LOC119546278|XP_037708381.1|DSUP
OG0008402	LOC108154829|XP_017140721.1|DMIR	LOC119559841|XP_037728862.1|DSUP
OG0008403	LOC108158507|XP_017146371.1|DMIR	LOC119556810|XP_037725191.1|DSUP
OG0008404	LOC108156763|XP_017143915.1|DMIR	LOC119560990|XP_037730697.1|DSUP
OG0008405	LOC108153465|XP_017138984.1|DMIR	LOC119557930|XP_037726868.1|DSUP
OG0008406	LOC108154429|XP_017140190.1|DMIR	LOC119558213|XP_037727447.1|DSUP
OG0008407	LOC108155465|XP_033246147.1|DMIR	LOC119547895|XP_037710863.1|DSUP
OG0008408	LOC108152755|XP_017137816.1|DMIR	LOC119557577|XP_037726302.1|DSUP
OG0008409	LOC108153422|XP_017138914.2|DMIR	LOC119555265|XP_037722496.1|DSUP
OG0008410	LOC108154691|XP_017140529.1|DMIR	LOC119563162|XP_037732350.1|DSUP
OG0008411	LOC108156797|XP_017143965.1|DMIR	LOC119563278|XP_037732529.1|DSUP
OG0008412	LOC108153308|XP_017138707.1|DMIR	LOC119556371|XP_037724464.1|DSUP
OG0008413	LOC108150983|XP_017134812.1|DMIR	LOC119554609|XP_037721528.1|DSUP
OG0008414	LOC108152077|XP_017136599.1|DMIR	LOC119557246|XP_037725860.1|DSUP
OG0008415	LOC108163208|XP_017153852.1|DMIR	LOC119556588|XP_037724818.1|DSUP
OG0008416	LOC108153299|XP_017138682.1|DMIR	LOC119556262|XP_037724236.1|DSUP
OG0008417	LOC108155406|XP_017141695.1|DMIR	LOC119557779|XP_037726607.1|DSUP
OG0008418	LOC108160132|XP_017149419.1|DMIR	LOC119556259|XP_037724231.1|DSUP
OG0008419	LOC108165001|XP_017156520.1|DMIR	LOC119558079|XP_037727186.1|DSUP
OG0008420	LOC108165108|XP_017156655.1|DMIR	LOC119557845|XP_037726752.1|DSUP
OG0008421	LOC108164791|XP_033247829.1|DMIR	LOC119556338|XP_037724358.1|DSUP
OG0008422	LOC108163786|XP_017154762.1|DMIR	LOC119557186|XP_037725759.1|DSUP
OG0008423	LOC108159386|XP_017148106.1|DMIR, LOC117191559|XP_033252279.1|DMIR	LOC119550927|XP_037715872.1|DSUP
OG0008424	LOC108164536|XP_017155825.1|DMIR	LOC119556246|XP_037724207.1|DSUP
OG0008425	LOC108157409|XP_033245527.1|DMIR	LOC119563121|XP_037732294.1|DSUP
OG0008426	LOC108158421|XP_017146188.1|DMIR	LOC119549477|XP_037713505.1|DSUP
OG0008427	LOC108164989|XP_033251981.1|DMIR	LOC119557543|XP_037726244.1|DSUP
OG0008428	LOC108164057|XP_017155131.1|DMIR	LOC119557621|XP_037726374.1|DSUP
OG0008429	LOC108157433|XP_017144975.1|DMIR	LOC119563320|XP_037732583.1|DSUP
OG0008430	LOC108164958|XP_017156455.1|DMIR	LOC119557933|XP_037726871.1|DSUP
OG0008431	LOC117188066|XP_033247231.1|DMIR	LOC119555632|XP_037723079.1|DSUP
OG0008432	LOC108155277|XP_017141473.1|DMIR	LOC119549945|XP_037714258.1|DSUP
OG0008433	LOC108152829|XP_017137918.1|DMIR	LOC119553040|XP_037719032.1|DSUP
OG0008434	LOC108156032|XP_017142773.1|DMIR	LOC119559374|XP_037728348.1|DSUP
OG0008435	LOC108163008|XP_017153522.1|DMIR	LOC119546771|XP_037709250.1|DSUP
OG0008436	LOC108159154|XP_017147641.1|DMIR	LOC119551671|XP_037717052.1|DSUP
OG0008438	LOC108156701|XP_017143837.1|DMIR	LOC119562274|XP_037731380.1|DSUP
OG0008439	LOC108158551|XP_017146454.1|DMIR, LOC117191048|XP_033251910.1|DMIR	LOC119550035|XP_037714399.1|DSUP
OG0008440	LOC108154747|XP_017140608.1|DMIR	LOC119560597|XP_037730049.1|DSUP
OG0008441	LOC108153010|XP_017138245.1|DMIR, LOC108150806|XP_017134598.1|DMIR	LOC119552849|XP_037718647.1|DSUP
OG0008442	LOC108160573|XP_033247371.1|DMIR	LOC119550364|XP_037714932.1|DSUP
OG0008443	LOC108151035|XP_033244017.1|DMIR	LOC119554261|XP_037721030.1|DSUP
OG0008444	LOC108151633|XP_017135827.1|DMIR	LOC119553472|XP_037719809.1|DSUP
OG0008445	LOC108162790|XP_017153183.1|DMIR	LOC119557877|XP_037726806.1|DSUP
OG0008446	LOC108164880|XP_033243941.1|DMIR	LOC119556381|XP_037724481.1|DSUP
OG0008447	LOC108164798|XP_017156212.1|DMIR	LOC119557175|XP_037725717.1|DSUP
OG0008448	LOC108151471|XP_033243230.1|DMIR	LOC119556403|XP_037724508.1|DSUP
OG0008449	LOC108160747|XP_017150432.1|DMIR	LOC119556350|XP_037724382.1|DSUP
