Orthogroup	DMIR.longest_only	BTRY.longest_only
OG0007130	LOC108151581|XP_017135746.1|DMIR	LOC120777224|XP_039964339.1|BTRY
OG0007131	LOC108150990|XP_017134830.1|DMIR	LOC120778210|XP_039965901.1|BTRY
OG0007132	LOC108150999|XP_033243708.1|DMIR	LOC120778128|XP_039965766.1|BTRY
OG0007133	LOC108153182|XP_017138482.1|DMIR	LOC120777070|XP_039964131.1|BTRY
OG0007134	LOC108151251|XP_017135255.1|DMIR	LOC120776662|XP_039963466.1|BTRY
OG0007135	LOC108152017|XP_017136482.1|DMIR	LOC120777739|XP_039965164.1|BTRY
OG0007136	LOC108152130|XP_017136707.1|DMIR	LOC120776611|XP_039963334.1|BTRY
OG0007137	LOC108151729|XP_017136007.1|DMIR	LOC120773910|XP_039959029.1|BTRY
OG0007138	LOC108152373|XP_017137152.1|DMIR	LOC120773739|XP_039958732.1|BTRY
OG0007139	LOC108152583|XP_017137521.1|DMIR	LOC120775539|XP_039961695.1|BTRY
OG0007140	LOC108164630|XP_017155964.1|DMIR	LOC120775377|XP_039961472.1|BTRY
OG0007141	LOC108165259|XP_033243983.1|DMIR	LOC120776024|XP_039962404.1|BTRY
OG0007142	LOC108152412|XP_017137214.1|DMIR	LOC120776762|XP_039963659.1|BTRY
OG0007143	LOC108156175|XP_017142993.1|DMIR	LOC120766937|XP_039948620.1|BTRY
OG0007144	LOC108156825|XP_017144012.1|DMIR	LOC120779398|XP_039967533.1|BTRY
OG0007145	LOC108156057|XP_033244342.1|DMIR	LOC120782574|XP_039970852.1|BTRY
OG0007146	LOC108155067|XP_017141143.1|DMIR	LOC120782602|XP_039970903.1|BTRY
OG0007147	LOC108156784|XP_017143947.1|DMIR	LOC120775294|XP_039961344.1|BTRY
OG0007148	LOC108162384|XP_017152591.1|DMIR	LOC120774364|XP_039959884.1|BTRY
OG0007149	LOC108159460|XP_017148254.1|DMIR	LOC120772447|XP_039957001.1|BTRY
OG0007150	LOC108150988|XP_017134826.1|DMIR	LOC120778564|XP_039966361.1|BTRY
OG0007151	LOC117186403|XP_033243048.1|DMIR	LOC120777058|XP_039964105.1|BTRY
OG0007152	LOC108163069|XP_017153635.1|DMIR	LOC120775579|XP_039961750.1|BTRY
OG0007153	LOC108164944|XP_017156421.1|DMIR	LOC120774157|XP_039959501.1|BTRY
OG0007154	LOC108159731|XP_017148754.1|DMIR	LOC120771658|XP_039955706.1|BTRY
OG0007155	LOC108160651|XP_017150274.1|DMIR	LOC120772392|XP_039956916.1|BTRY
OG0007156	LOC108155668|XP_017142121.1|DMIR	LOC120775235|XP_039961252.1|BTRY
OG0007157	LOC108155872|XP_017142480.1|DMIR	LOC120773185|XP_039958074.1|BTRY
OG0007158	LOC108150966|XP_017134790.1|DMIR	LOC120776834|XP_039963789.1|BTRY
OG0007159	LOC108153026|XP_017138270.1|DMIR	LOC120774244|XP_039959643.1|BTRY
OG0007160	LOC108155495|XP_017141812.1|DMIR	LOC120775053|XP_039960971.1|BTRY
OG0007161	LOC108151141|XP_017135055.1|DMIR	LOC120775807|XP_039962089.1|BTRY
OG0007162	LOC108151091|XP_017134965.1|DMIR	LOC120773979|XP_039959166.1|BTRY
OG0007163	LOC108154642|XP_017140460.1|DMIR	LOC120779843|XP_039968141.1|BTRY
OG0007164	LOC108154896|XP_017140834.1|DMIR	LOC120766534|XP_039948039.1|BTRY
OG0007165	LOC108153016|XP_033246409.1|DMIR	LOC120775889|XP_039962204.1|BTRY
OG0007166	LOC108152567|XP_017137492.1|DMIR	LOC120774831|XP_039960576.1|BTRY
OG0007167	LOC108162006|XP_017151984.1|DMIR	LOC120775594|XP_039961764.1|BTRY
OG0007168	LOC108164643|XP_017155982.1|DMIR	LOC120774156|XP_039959500.1|BTRY
OG0007169	LOC108155239|XP_017141421.1|DMIR	LOC120774420|XP_039959982.1|BTRY
OG0007170	LOC108155959|XP_017142612.1|DMIR	LOC120773506|XP_039958392.1|BTRY
OG0007171	LOC108159057|XP_017147489.1|DMIR	LOC120775056|XP_039960970.1|BTRY
OG0007172	LOC108153237|XP_017138563.1|DMIR	LOC120773609|XP_039958543.1|BTRY
OG0007173	LOC108152224|XP_017136896.1|DMIR	LOC120773608|XP_039958542.1|BTRY
OG0007174	LOC108156202|XP_017143024.2|DMIR	LOC120766460|XP_039947923.1|BTRY
OG0007175	LOC108153125|XP_017138403.1|DMIR	LOC120778605|XP_039966411.1|BTRY
OG0007176	LOC108154683|XP_017140513.1|DMIR	LOC120773201|XP_039958076.1|BTRY
OG0007177	LOC108155264|XP_017141456.1|DMIR	LOC120766173|XP_039947460.1|BTRY
OG0007178	LOC108155013|XP_017141053.1|DMIR	LOC120766614|XP_039948156.1|BTRY
OG0007179	LOC108155742|XP_017142249.1|DMIR	LOC120766175|XP_039947462.1|BTRY
OG0007180	LOC108155265|XP_017141457.1|DMIR	LOC120766958|XP_039948682.1|BTRY
OG0007181	LOC108160470|XP_017149981.1|DMIR	LOC120774890|XP_039960688.1|BTRY
OG0007182	LOC108157111|XP_017144474.1|DMIR	LOC120782283|XP_039970419.1|BTRY
OG0007183	LOC108157080|XP_033244924.1|DMIR	LOC120782428|XP_039970614.1|BTRY
OG0007184	LOC108157110|XP_033246078.1|DMIR	LOC120782693|XP_039971026.1|BTRY
OG0007185	LOC108163507|XP_017154326.1|DMIR	LOC120767926|XP_039950221.1|BTRY
OG0007186	LOC108156461|XP_017143412.1|DMIR	LOC120769965|XP_039952975.1|BTRY
OG0007187	LOC108155630|XP_017142049.1|DMIR	LOC120775465|XP_039961593.1|BTRY
OG0007188	LOC108155965|XP_017142631.1|DMIR	LOC120769391|XP_039952296.1|BTRY
OG0007189	LOC108155459|XP_017141767.1|DMIR	LOC120766529|XP_039948036.1|BTRY
OG0007190	LOC108155232|XP_017141409.1|DMIR	LOC120766227|XP_039947537.1|BTRY
OG0007191	LOC108151386|XP_017135450.2|DMIR	LOC120776458|XP_039963057.1|BTRY
OG0007192	LOC108151990|XP_017136444.1|DMIR	LOC120773934|XP_039959070.1|BTRY
OG0007193	LOC108151989|XP_017136443.1|DMIR	LOC120773933|XP_039959068.1|BTRY
OG0007194	LOC108151092|XP_017134971.1|DMIR	LOC120773954|XP_039959116.1|BTRY
OG0007195	LOC108154108|XP_017139720.1|DMIR	LOC120766457|XP_039947915.1|BTRY
OG0007196	LOC108154756|XP_033245967.1|DMIR	LOC120774760|XP_039960457.1|BTRY
OG0007197	LOC108152780|XP_017137851.1|DMIR	LOC120777790|XP_039965251.1|BTRY
OG0007198	LOC108156213|XP_017143040.1|DMIR	LOC120766398|XP_039947779.1|BTRY
OG0007199	LOC108155834|XP_017142434.1|DMIR	LOC120782598|XP_039970887.1|BTRY
OG0007200	LOC108155570|XP_017141959.1|DMIR	LOC120768610|XP_039951315.1|BTRY
OG0007201	LOC108152550|XP_017137452.1|DMIR	LOC120777634|XP_039965020.1|BTRY
OG0007202	LOC108151148|XP_017135063.1|DMIR	LOC120776409|XP_039962967.1|BTRY
OG0007203	LOC108151145|XP_017135060.1|DMIR	LOC120777079|XP_039964142.1|BTRY
OG0007204	LOC117186310|XP_033242805.1|DMIR	LOC120775119|XP_039961071.1|BTRY
OG0007205	LOC108151150|XP_017135064.1|DMIR	LOC120778315|XP_039966043.1|BTRY
OG0007206	LOC108155665|XP_017142117.1|DMIR	LOC120768256|XP_039950787.1|BTRY
OG0007207	LOC108154694|XP_017140532.1|DMIR	LOC120779108|XP_039967226.1|BTRY
OG0007208	LOC108155461|XP_017141769.1|DMIR	LOC120779098|XP_039967203.1|BTRY
OG0007209	LOC108155463|XP_017141771.1|DMIR	LOC120779115|XP_039967240.1|BTRY
OG0007210	LOC108156212|XP_017143039.1|DMIR	LOC120779383|XP_039967517.1|BTRY
OG0007211	LOC108155842|XP_017142441.1|DMIR	LOC120782757|XP_039971145.1|BTRY
OG0007212	LOC108156417|XP_017143353.1|DMIR	LOC120766827|XP_039948473.1|BTRY
OG0007213	LOC108159194|XP_017147739.1|DMIR, LOC117191304|XP_033252101.1|DMIR	LOC120772791|XP_039957508.1|BTRY
OG0007214	LOC108152786|XP_017137858.1|DMIR	LOC120777204|XP_039964312.1|BTRY
OG0007215	LOC108155413|XP_017141700.1|DMIR	LOC120779567|XP_039967845.1|BTRY
OG0007216	LOC108157659|XP_017145305.1|DMIR	LOC120782884|XP_039971367.1|BTRY
OG0007217	LOC108160224|XP_017149563.1|DMIR, LOC117190264|XP_033251212.1|DMIR	LOC120771083|XP_039954841.1|BTRY
OG0007218	LOC108156643|XP_017143734.1|DMIR	LOC120782436|XP_039970657.1|BTRY
OG0007219	LOC108156737|XP_017143885.1|DMIR	LOC120775486|XP_039961627.1|BTRY
OG0007220	LOC108157467|XP_017145033.1|DMIR	LOC120766527|XP_039948031.1|BTRY
OG0007221	LOC108155060|XP_033245635.1|DMIR	LOC120780234|XP_039968422.1|BTRY
OG0007222	LOC108156492|XP_017143471.2|DMIR	LOC120782795|XP_039971203.1|BTRY
OG0007223	LOC108154640|XP_017140457.1|DMIR	LOC120774939|XP_039960755.1|BTRY
OG0007224	LOC108156994|XP_017144276.2|DMIR	LOC120782847|XP_039971308.1|BTRY
OG0007225	LOC108154816|XP_017140706.1|DMIR	LOC120782173|XP_039970243.1|BTRY
OG0007226	LOC108155908|XP_017142541.1|DMIR	LOC120780061|XP_039968266.1|BTRY
OG0007227	LOC108153232|XP_017138556.1|DMIR	LOC120778209|XP_039965899.1|BTRY
OG0007228	LOC108152538|XP_033242695.1|DMIR	LOC120778580|XP_039966380.1|BTRY
OG0007229	LOC108156086|XP_017142864.1|DMIR	LOC120774807|XP_039960542.1|BTRY
OG0007230	LOC108155798|XP_017142367.1|DMIR	LOC120782713|XP_039971068.1|BTRY
OG0007231	LOC108156819|XP_017144003.1|DMIR	LOC120776410|XP_039962976.1|BTRY
OG0007232	LOC108151815|XP_033243576.1|DMIR	LOC120777201|XP_039964304.1|BTRY
OG0007233	LOC108152921|XP_017138090.1|DMIR	LOC120778049|XP_039965659.1|BTRY
OG0007234	LOC108153637|XP_017139230.1|DMIR	LOC120778673|XP_039966541.1|BTRY
OG0007235	LOC108153309|XP_017138709.1|DMIR	LOC120777998|XP_039965589.1|BTRY
OG0007236	LOC108155662|XP_017142112.1|DMIR	LOC120777951|XP_039965501.1|BTRY
OG0007237	LOC108155867|XP_017142474.1|DMIR	LOC120769030|XP_039951808.1|BTRY
OG0007238	LOC108164442|XP_017155634.1|DMIR	LOC120779566|XP_039967842.1|BTRY
OG0007239	LOC108154128|XP_017139750.1|DMIR	LOC120782012|XP_039970107.1|BTRY
OG0007240	LOC108155562|XP_017141944.1|DMIR	LOC120778095|XP_039965729.1|BTRY, LOC120777161|XP_039964237.1|BTRY
OG0007241	LOC108157528|XP_017145124.1|DMIR	LOC120774466|XP_039960056.1|BTRY
OG0007242	LOC108157512|XP_017145106.1|DMIR	LOC120773480|XP_039958340.1|BTRY
OG0007243	LOC108159438|XP_017148209.1|DMIR	LOC120775652|XP_039961842.1|BTRY
OG0007244	LOC108154430|XP_017140187.1|DMIR	LOC120775909|XP_039962235.1|BTRY
OG0007245	LOC108155703|XP_033244186.1|DMIR	LOC120782640|XP_039970946.1|BTRY
OG0007246	LOC108154245|XP_017139969.2|DMIR	LOC120782564|XP_039970839.1|BTRY
OG0007247	LOC117192236|XP_033252792.1|DMIR, LOC108158588|XP_017146528.1|DMIR	LOC120771613|XP_039955636.1|BTRY
OG0007248	LOC108164790|XP_017156206.1|DMIR	LOC120775809|XP_039962091.1|BTRY
OG0007249	LOC108158260|XP_033244825.1|DMIR	LOC120773424|XP_039958231.1|BTRY
OG0007250	LOC108161810|XP_017151662.1|DMIR	LOC120775317|XP_039961387.1|BTRY
OG0007251	LOC108155022|XP_017141066.1|DMIR	LOC120771610|XP_039955633.1|BTRY
OG0007252	LOC108157361|XP_017144873.1|DMIR	LOC120782849|XP_039971310.1|BTRY
OG0007253	LOC108151250|XP_017135254.1|DMIR	LOC120779143|XP_039967284.1|BTRY
OG0007254	LOC108157600|XP_033245142.1|DMIR	LOC120782066|XP_039970155.1|BTRY
OG0007255	LOC108161263|XP_017150975.1|DMIR	LOC120775391|XP_039961485.1|BTRY
OG0007256	LOC108155266|XP_017141458.1|DMIR	LOC120766174|XP_039947461.1|BTRY
OG0007257	LOC108154265|XP_017139990.1|DMIR	LOC120770085|XP_039953170.1|BTRY
OG0007258	LOC108154272|XP_033245286.1|DMIR	LOC120782369|XP_039970646.1|BTRY
OG0007259	LOC108152761|XP_017137814.1|DMIR	LOC120773456|XP_039958284.1|BTRY
OG0007260	LOC108151125|XP_017135034.1|DMIR	LOC120775536|XP_039961692.1|BTRY
OG0007262	LOC108164562|XP_033254942.1|DMIR	LOC120774080|XP_039959341.1|BTRY
OG0007264	LOC108152622|XP_017137581.1|DMIR	LOC120774161|XP_039959512.1|BTRY
OG0007265	LOC108152748|XP_017137795.1|DMIR	LOC120775882|XP_039962192.1|BTRY
OG0007266	LOC108154858|XP_017140769.1|DMIR	LOC120774317|XP_039959791.1|BTRY
OG0007267	LOC108155616|XP_017142034.1|DMIR	LOC120772473|XP_039957047.1|BTRY
OG0007268	LOC117189977|XP_033250951.1|DMIR, LOC108159668|XP_017148637.1|DMIR	LOC120771305|XP_039955173.1|BTRY
OG0007269	LOC108153766|XP_017139394.1|DMIR	LOC120774685|XP_039960349.1|BTRY
OG0007270	LOC108155493|XP_033246005.1|DMIR	LOC120767050|XP_039948838.1|BTRY
OG0007271	LOC108155282|XP_017141487.1|DMIR	LOC120775599|XP_039961775.1|BTRY
OG0007272	LOC108152117|XP_017136683.1|DMIR	LOC120776868|XP_039963860.1|BTRY
OG0007273	LOC108157003|XP_017144288.1|DMIR	LOC120774820|XP_039960563.1|BTRY
OG0007274	LOC108157219|XP_017144666.1|DMIR	LOC120782228|XP_039970328.1|BTRY
OG0007275	LOC108152304|XP_017137018.1|DMIR	LOC120778157|XP_039965817.1|BTRY
OG0007276	LOC108152302|XP_017137017.1|DMIR	LOC120777919|XP_039965437.1|BTRY
OG0007277	LOC108153397|XP_017138872.1|DMIR	LOC120778081|XP_039965712.1|BTRY
OG0007279	LOC108152165|XP_017136773.1|DMIR	LOC120776988|XP_039964020.1|BTRY
OG0007280	LOC108152936|XP_017138118.1|DMIR	LOC120777444|XP_039964690.1|BTRY
OG0007281	LOC108156294|XP_017143166.1|DMIR	LOC120775187|XP_039961179.1|BTRY
OG0007282	LOC108156293|XP_017143165.1|DMIR	LOC120775149|XP_039961123.1|BTRY
OG0007283	LOC108155062|XP_017141137.1|DMIR	LOC120780241|XP_039968433.1|BTRY
OG0007284	LOC108154991|XP_017141024.1|DMIR	LOC120782794|XP_039971202.1|BTRY
OG0007285	LOC108158250|XP_017145979.1|DMIR	LOC120775343|XP_039961422.1|BTRY
OG0007286	LOC108158234|XP_017145959.1|DMIR	LOC120773678|XP_039958638.1|BTRY
OG0007287	LOC108162771|XP_017153156.1|DMIR	LOC120768090|XP_039950562.1|BTRY
OG0007288	LOC108156230|XP_017143062.1|DMIR	LOC120774200|XP_039959575.1|BTRY
OG0007289	LOC108164771|XP_017156173.1|DMIR	LOC120774333|XP_039959821.1|BTRY
OG0007290	LOC108155455|XP_017141759.1|DMIR	LOC120775163|XP_039961147.1|BTRY
OG0007291	LOC108163888|XP_017154896.1|DMIR	LOC120780322|XP_039968547.1|BTRY
OG0007292	LOC117186324|XP_033242846.1|DMIR	LOC120775445|XP_039961565.1|BTRY
OG0007293	LOC108157356|XP_017144867.1|DMIR	LOC120782696|XP_039971029.1|BTRY
OG0007294	LOC108156689|XP_017143821.1|DMIR	LOC120766315|XP_039947668.1|BTRY
OG0007295	LOC108154371|XP_017140125.1|DMIR	LOC120772449|XP_039957007.1|BTRY
OG0007296	LOC108156682|XP_017143807.1|DMIR	LOC120766191|XP_039947482.1|BTRY
OG0007297	LOC108157839|XP_017145531.1|DMIR	LOC120782465|XP_039970690.1|BTRY
OG0007298	LOC108156121|XP_017142916.1|DMIR	LOC120766552|XP_039948070.1|BTRY
OG0007299	LOC108154126|XP_017139746.2|DMIR	LOC120766967|XP_039948691.1|BTRY
OG0007300	LOC108154269|XP_017139994.1|DMIR	LOC120782435|XP_039970654.1|BTRY
OG0007301	LOC108154740|XP_017140597.1|DMIR	LOC120776630|XP_039963385.1|BTRY
OG0007302	LOC108156158|XP_017142971.1|DMIR	LOC120773350|XP_039958108.1|BTRY
OG0007303	LOC108158514|XP_017146384.1|DMIR	LOC120773761|XP_039958769.1|BTRY
OG0007304	LOC108161676|XP_017151472.1|DMIR	LOC120767853|XP_039950091.1|BTRY
OG0007305	LOC108152930|XP_017138106.1|DMIR	LOC120777911|XP_039965427.1|BTRY
OG0007306	LOC108152928|XP_017138103.1|DMIR	LOC120777910|XP_039965425.1|BTRY
OG0007307	LOC108156844|XP_017144050.1|DMIR	LOC120780237|XP_039968426.1|BTRY
OG0007308	LOC108153973|XP_017139559.1|DMIR	LOC120774586|XP_039960252.1|BTRY
OG0007309	LOC108157474|XP_017145042.1|DMIR	LOC120766789|XP_039948420.1|BTRY
OG0007310	LOC108154839|XP_033245489.1|DMIR	LOC120779209|XP_039967424.1|BTRY
OG0007311	LOC108154835|XP_017140739.1|DMIR	LOC120770688|XP_039954206.1|BTRY
OG0007312	LOC108159145|XP_017147630.1|DMIR, LOC117189451|XP_033250467.1|DMIR	LOC120773770|XP_039958783.1|BTRY
OG0007313	LOC108156589|XP_017143621.1|DMIR	LOC120774222|XP_039959614.1|BTRY
OG0007314	LOC108151702|XP_017135945.1|DMIR	LOC120775145|XP_039961107.1|BTRY, LOC120775146|XP_039961110.1|BTRY
OG0007315	LOC108164705|XP_033247276.1|DMIR	LOC120773712|XP_039958687.1|BTRY
OG0007316	LOC108155184|XP_017141344.1|DMIR	LOC120782279|XP_039970414.1|BTRY
OG0007317	LOC108155141|XP_017141283.1|DMIR	LOC120772542|XP_039957159.1|BTRY
OG0007318	LOC108155135|XP_017141275.1|DMIR	LOC120772532|XP_039957138.1|BTRY
OG0007319	LOC108152549|XP_017137450.1|DMIR	LOC120778501|XP_039966263.1|BTRY
OG0007320	LOC108163726|XP_017154669.1|DMIR	LOC120774835|XP_039960585.1|BTRY
OG0007321	LOC108160177|XP_017149494.1|DMIR	LOC120775861|XP_039962165.1|BTRY
OG0007322	LOC108152660|XP_033243380.1|DMIR	LOC120774154|XP_039959496.1|BTRY
OG0007323	LOC108164737|XP_017156119.1|DMIR	LOC120775420|XP_039961536.1|BTRY
OG0007324	LOC108155675|XP_017142128.1|DMIR	LOC120771705|XP_039955778.1|BTRY
OG0007325	LOC108155640|XP_017142076.1|DMIR	LOC120767039|XP_039948820.1|BTRY
OG0007326	LOC108155673|XP_017142124.1|DMIR	LOC120773680|XP_039958647.1|BTRY
OG0007327	LOC108151759|XP_017136090.1|DMIR	LOC120776926|XP_039963931.1|BTRY
OG0007328	LOC108153971|XP_017139556.1|DMIR	LOC120777838|XP_039965310.1|BTRY
OG0007329	LOC108156912|XP_017144149.1|DMIR	LOC120782356|XP_039970529.1|BTRY
OG0007330	LOC108156565|XP_033253925.1|DMIR	LOC120774980|XP_039960815.1|BTRY
OG0007331	LOC108159252|XP_017147870.1|DMIR	LOC120773626|XP_039958565.1|BTRY
OG0007332	LOC108156481|XP_017143454.1|DMIR	LOC120774100|XP_039959388.1|BTRY
OG0007333	LOC108155101|XP_017141218.1|DMIR	LOC120766637|XP_039948189.1|BTRY
OG0007334	LOC108162284|XP_017152432.1|DMIR	LOC120775851|XP_039962155.1|BTRY
OG0007335	LOC108152110|XP_017136671.1|DMIR	LOC120776749|XP_039963637.1|BTRY
OG0007336	LOC108152349|XP_017137108.1|DMIR	LOC120766500|XP_039947986.1|BTRY
OG0007337	LOC108151868|XP_017136249.1|DMIR	LOC120778029|XP_039965636.1|BTRY
OG0007338	LOC108151175|XP_017135095.1|DMIR	LOC120778967|XP_039966977.1|BTRY
OG0007339	LOC108154599|XP_017140403.1|DMIR	LOC120766813|XP_039948457.1|BTRY
OG0007340	LOC108153852|XP_033244804.1|DMIR	LOC120782591|XP_039970876.1|BTRY
OG0007341	LOC108156502|XP_017143489.1|DMIR	LOC120766957|XP_039948680.1|BTRY
OG0007342	LOC108157313|XP_017144808.1|DMIR	LOC120766480|XP_039947955.1|BTRY
OG0007343	LOC108156059|XP_017142831.1|DMIR	LOC120770681|XP_039954203.1|BTRY
OG0007344	LOC108164108|XP_017155187.1|DMIR	LOC120767629|XP_039949723.1|BTRY, LOC120769589|XP_039952582.1|BTRY
OG0007345	LOC108156060|XP_017142832.1|DMIR	LOC120767067|XP_039948859.1|BTRY
OG0007346	LOC108153206|XP_017138515.1|DMIR	LOC120776574|XP_039963272.1|BTRY
OG0007347	LOC108155864|XP_017142475.1|DMIR	LOC120775016|XP_039960901.1|BTRY
OG0007348	LOC108155857|XP_017142463.1|DMIR	LOC120775363|XP_039961459.1|BTRY, LOC120779403|XP_039967535.1|BTRY
OG0007349	LOC108155776|XP_017142328.1|DMIR	LOC120774645|XP_039960303.1|BTRY
OG0007350	LOC108164020|XP_017155452.1|DMIR	LOC120776191|XP_039962750.1|BTRY
OG0007351	LOC108152545|XP_017137445.1|DMIR	LOC120777369|XP_039964573.1|BTRY
OG0007352	LOC108160615|XP_017150220.1|DMIR	LOC120772794|XP_039957511.1|BTRY
OG0007353	LOC108155259|XP_033245744.1|DMIR	LOC120782817|XP_039971297.1|BTRY
OG0007354	LOC108154846|XP_017140755.1|DMIR	LOC120772158|XP_039956528.1|BTRY
OG0007355	LOC108155829|XP_017142423.1|DMIR	LOC120773768|XP_039958782.1|BTRY
OG0007356	LOC108159708|XP_017148711.1|DMIR	LOC120771571|XP_039955570.1|BTRY
OG0007357	LOC108155537|XP_017141896.1|DMIR	LOC120772068|XP_039956392.1|BTRY
OG0007358	LOC108157155|XP_017144553.1|DMIR	LOC120767221|XP_039948979.1|BTRY
OG0007359	LOC108156652|XP_017143753.1|DMIR	LOC120766203|XP_039947501.1|BTRY
OG0007360	LOC108155381|XP_017141645.1|DMIR	LOC120766287|XP_039947623.1|BTRY
OG0007361	LOC108164903|XP_017156360.1|DMIR	LOC120774185|XP_039959540.1|BTRY
OG0007362	LOC108162081|XP_017152122.1|DMIR	LOC120768063|XP_039950518.1|BTRY
OG0007363	LOC108151945|XP_017136369.1|DMIR	LOC120775879|XP_039962190.1|BTRY
OG0007364	LOC108151943|XP_033242176.1|DMIR	LOC120776153|XP_039962633.1|BTRY
OG0007365	LOC108152489|XP_017137353.1|DMIR	LOC120775113|XP_039961064.1|BTRY
OG0007366	LOC108156995|XP_017144278.1|DMIR	LOC120779375|XP_039967507.1|BTRY
OG0007367	LOC108152689|XP_017137681.1|DMIR	LOC120778998|XP_039967035.1|BTRY
OG0007368	LOC108155451|XP_017141756.1|DMIR	LOC120782599|XP_039970888.1|BTRY
OG0007369	LOC108156938|XP_017144188.1|DMIR	LOC120766810|XP_039948456.1|BTRY
OG0007370	LOC108158691|XP_017146713.1|DMIR	LOC120772347|XP_039956843.1|BTRY
OG0007371	LOC108155273|XP_017141469.1|DMIR	LOC120773488|XP_039958366.1|BTRY
OG0007372	LOC108155209|XP_017141382.1|DMIR	LOC120767032|XP_039948812.1|BTRY
OG0007373	LOC108164115|XP_017155202.1|DMIR	LOC120774472|XP_039960062.1|BTRY
OG0007374	LOC108164546|XP_017155844.1|DMIR	LOC120775887|XP_039962201.1|BTRY
OG0007375	LOC108164838|XP_017156253.1|DMIR	LOC120774072|XP_039959318.1|BTRY
OG0007376	LOC108163267|XP_017153952.1|DMIR	LOC120774346|XP_039959860.1|BTRY
OG0007377	LOC108156129|XP_017142932.1|DMIR	LOC120776109|XP_039962535.1|BTRY
OG0007378	LOC108161159|XP_033251474.1|DMIR	LOC120774777|XP_039960484.1|BTRY
OG0007379	LOC108163025|XP_017153559.1|DMIR	LOC120774029|XP_039959261.1|BTRY
OG0007380	LOC108152076|XP_017136598.1|DMIR	LOC120773627|XP_039958567.1|BTRY
OG0007381	LOC108161992|XP_017151952.1|DMIR	LOC120774949|XP_039960763.1|BTRY
OG0007382	LOC108155198|XP_017141363.1|DMIR	LOC120773505|XP_039958391.1|BTRY
OG0007383	LOC108152129|XP_033242037.1|DMIR	LOC120776117|XP_039962555.1|BTRY
OG0007384	LOC108155231|XP_017141412.1|DMIR	LOC120775921|XP_039962257.1|BTRY
OG0007385	LOC108152937|XP_017138123.1|DMIR	LOC120775002|XP_039960861.1|BTRY
OG0007386	LOC108164883|XP_017156318.1|DMIR	LOC120775316|XP_039961386.1|BTRY
OG0007387	LOC117186839|XP_033244037.1|DMIR	LOC120774965|XP_039960788.1|BTRY
OG0007388	LOC117186125|XP_033242163.1|DMIR	LOC120774405|XP_039959961.1|BTRY
OG0007389	LOC108163162|XP_017153772.1|DMIR	LOC120768350|XP_039950937.1|BTRY
OG0007390	LOC108164579|XP_017155887.1|DMIR	LOC120774986|XP_039960828.1|BTRY
OG0007391	LOC108156257|XP_017143106.1|DMIR	LOC120766801|XP_039948439.1|BTRY
OG0007392	LOC108151088|XP_017134967.1|DMIR	LOC120775041|XP_039960950.1|BTRY
OG0007393	LOC108155677|XP_017142130.1|DMIR	LOC120780248|XP_039968444.1|BTRY
OG0007394	LOC108164112|XP_017155494.1|DMIR	LOC120774077|XP_039959329.1|BTRY
OG0007395	LOC108163995|XP_033255743.1|DMIR	LOC120773932|XP_039959065.1|BTRY
OG0007396	LOC108155263|XP_017141453.1|DMIR	LOC120766955|XP_039948678.1|BTRY
OG0007397	LOC117188661|XP_033248737.1|DMIR	LOC120768504|XP_039951162.1|BTRY
OG0007398	LOC108159009|XP_017147372.1|DMIR	LOC120772121|XP_039956466.1|BTRY
OG0007399	LOC108164768|XP_017156169.1|DMIR	LOC120773840|XP_039958903.1|BTRY
OG0007400	LOC108164622|XP_017155958.1|DMIR	LOC120773790|XP_039958819.1|BTRY
OG0007401	LOC108164750|XP_017156136.1|DMIR	LOC120775174|XP_039961160.1|BTRY
OG0007402	LOC108154983|XP_017141011.1|DMIR	LOC120781020|XP_039969146.1|BTRY
OG0007403	LOC108155319|XP_033245825.1|DMIR	LOC120766243|XP_039947597.1|BTRY
OG0007404	LOC108156593|XP_033244748.1|DMIR	LOC120780863|XP_039969033.1|BTRY
OG0007405	LOC108154682|XP_017140512.1|DMIR	LOC120778396|XP_039966118.1|BTRY
OG0007406	LOC108155827|XP_017142421.1|DMIR	LOC120782818|XP_039971265.1|BTRY
OG0007407	LOC108162754|XP_017153123.1|DMIR	LOC120767627|XP_039949719.1|BTRY
OG0007408	LOC108150926|XP_017134746.1|DMIR	LOC120778483|XP_039966234.1|BTRY
OG0007409	LOC108163172|XP_017153793.1|DMIR	LOC120769182|XP_039952001.1|BTRY
OG0007410	LOC108156056|XP_017142829.1|DMIR	LOC120774424|XP_039959991.1|BTRY
OG0007411	LOC108155618|XP_017142039.1|DMIR	LOC120773423|XP_039958230.1|BTRY
OG0007412	LOC108156521|XP_017143518.1|DMIR	LOC120774546|XP_039960211.1|BTRY
OG0007413	LOC108158997|XP_017147348.1|DMIR	LOC120770102|XP_039953206.1|BTRY
OG0007414	LOC108162240|XP_017152365.1|DMIR	LOC120774888|XP_039960684.1|BTRY
OG0007415	LOC108153653|XP_017139248.1|DMIR	LOC120774430|XP_039960002.1|BTRY
OG0007416	LOC108165262|XP_033243394.1|DMIR	LOC120774640|XP_039960298.1|BTRY
OG0007417	LOC108164911|XP_017156385.1|DMIR	LOC120775860|XP_039962164.1|BTRY
OG0007418	LOC117187818|XP_033246570.1|DMIR, LOC108159807|XP_033246571.1|DMIR, LOC117185853|XP_033253687.1|DMIR	LOC120774213|XP_039959600.1|BTRY
