Orthogroup	DMIR.longest_only	AAEG.longest_only
OG0007373	LOC108164115|XP_017155202.1|DMIR	LOC5577341|XP_001656418.2|AAEG
OG0007374	LOC108164546|XP_017155844.1|DMIR	LOC5577355|XP_021707870.1|AAEG
OG0007375	LOC108164838|XP_017156253.1|DMIR	LOC5577374|XP_021711576.1|AAEG
OG0007376	LOC108163267|XP_017153952.1|DMIR	LOC5577380|XP_021704597.1|AAEG
OG0007377	LOC108156129|XP_017142932.1|DMIR	LOC5570989|XP_001659450.1|AAEG
OG0007378	LOC108161159|XP_033251474.1|DMIR	LOC5570991|XP_021706843.1|AAEG
OG0007379	LOC108163025|XP_017153559.1|DMIR	LOC5574167|XP_021709052.1|AAEG
OG0007380	LOC108152076|XP_017136598.1|DMIR	LOC5568845|XP_001652572.1|AAEG
OG0007381	LOC108161992|XP_017151952.1|DMIR	LOC5566951|XP_021705976.1|AAEG
OG0007382	LOC108155198|XP_017141363.1|DMIR	LOC5575048|XP_001655485.2|AAEG
OG0007383	LOC108152129|XP_033242037.1|DMIR	LOC5575043|XP_021705130.1|AAEG
OG0007384	LOC108155231|XP_017141412.1|DMIR	LOC5574429|XP_001661446.1|AAEG
OG0007385	LOC108152937|XP_017138123.1|DMIR	LOC110677883|XP_021705349.1|AAEG, LOC5574443|XP_021711347.1|AAEG
OG0007386	LOC108164883|XP_017156318.1|DMIR	LOC5578298|XP_001656880.1|AAEG
OG0007387	LOC117186839|XP_033244037.1|DMIR	LOC5578294|XP_001656879.1|AAEG
OG0007388	LOC117186125|XP_033242163.1|DMIR	LOC5578293|XP_021710115.1|AAEG
OG0007389	LOC108163162|XP_017153772.1|DMIR	LOC5568516|XP_001652340.2|AAEG
OG0007390	LOC108164579|XP_017155887.1|DMIR	LOC5569012|XP_021705484.1|AAEG
OG0007391	LOC108156257|XP_017143106.1|DMIR	LOC5569009|XP_021712417.1|AAEG, LOC110679381|XP_021709530.1|AAEG
OG0007392	LOC108151088|XP_017134967.1|DMIR	LOC5569017|XP_021704299.1|AAEG
OG0007393	LOC108155677|XP_017142130.1|DMIR	LOC5568995|XP_021704770.1|AAEG
OG0007394	LOC108164112|XP_017155494.1|DMIR	LOC5568986|XP_021708469.1|AAEG
OG0007395	LOC108163995|XP_033255743.1|DMIR	LOC5579528|XP_021709661.1|AAEG
OG0007396	LOC108155263|XP_017141453.1|DMIR	LOC5570800|XP_021705516.1|AAEG
OG0007397	LOC117188661|XP_033248737.1|DMIR	LOC5570798|XP_021705518.1|AAEG
OG0007398	LOC108159009|XP_017147372.1|DMIR	LOC5571749|XP_021705050.1|AAEG
OG0007399	LOC108164768|XP_017156169.1|DMIR	LOC110677735|XP_021704644.1|AAEG
OG0007400	LOC108164622|XP_017155958.1|DMIR	LOC5571753|XP_021705202.1|AAEG
OG0007401	LOC108164750|XP_017156136.1|DMIR	LOC5568207|XP_021709882.1|AAEG
OG0007402	LOC108154983|XP_017141011.1|DMIR	LOC5576157|XP_001662506.1|AAEG
OG0007403	LOC108155319|XP_033245825.1|DMIR	LOC5576158|XP_021709328.1|AAEG
OG0007404	LOC108156593|XP_033244748.1|DMIR	LOC5580158|XP_021706441.1|AAEG
OG0007405	LOC108154682|XP_017140512.1|DMIR	LOC5580157|XP_021709392.1|AAEG
OG0007406	LOC108155827|XP_017142421.1|DMIR	LOC5578821|XP_021705169.1|AAEG
OG0007407	LOC108162754|XP_017153123.1|DMIR	LOC5572473|XP_021705138.1|AAEG
OG0007408	LOC108150926|XP_017134746.1|DMIR	LOC5572474|XP_021706089.1|AAEG
OG0007409	LOC108163172|XP_017153793.1|DMIR	LOC5572472|XP_021706926.1|AAEG
OG0007410	LOC108156056|XP_017142829.1|DMIR	LOC5564766|XP_021710614.1|AAEG
OG0007411	LOC108155618|XP_017142039.1|DMIR	LOC5564791|XP_001649135.1|AAEG
OG0007412	LOC108156521|XP_017143518.1|DMIR	LOC5564792|XP_021704882.1|AAEG
OG0007413	LOC108158997|XP_017147348.1|DMIR	LOC5564786|XP_021707615.1|AAEG
OG0007414	LOC108162240|XP_017152365.1|DMIR	LOC5572854|XP_001660613.1|AAEG
OG0007415	LOC108153653|XP_017139248.1|DMIR	LOC5572248|XP_001653936.2|AAEG
OG0007416	LOC108165262|XP_033243394.1|DMIR	LOC110679171|XP_021708955.1|AAEG
OG0007417	LOC108164911|XP_017156385.1|DMIR	LOC5572250|XP_021705174.1|AAEG
OG0007418	LOC117187818|XP_033246570.1|DMIR, LOC108159807|XP_033246571.1|DMIR, LOC117185853|XP_033253687.1|DMIR	LOC5570007|XP_001658896.1|AAEG
OG0007419	LOC108155042|XP_017141104.1|DMIR	LOC5570016|XP_021708975.1|AAEG
OG0007420	LOC108158917|XP_017147204.1|DMIR	LOC5570019|XP_001658909.2|AAEG
OG0007421	LOC108161252|XP_017150966.1|DMIR	LOC5570029|XP_021707656.1|AAEG
OG0007422	LOC108152910|XP_017138054.1|DMIR	LOC5570057|XP_001658936.1|AAEG
OG0007423	LOC108159759|XP_017148809.1|DMIR	LOC5570048|XP_001658939.1|AAEG
OG0007424	LOC108152430|XP_017137251.1|DMIR	LOC5570052|XP_001658945.1|AAEG
OG0007425	LOC108151213|XP_017135180.1|DMIR	LOC5568012|XP_001657829.2|AAEG
OG0007426	LOC108161099|XP_017150829.1|DMIR	LOC5568030|XP_001657833.1|AAEG
OG0007427	LOC108155352|XP_033254486.1|DMIR	LOC5568014|XP_001657836.1|AAEG
OG0007428	LOC108153220|XP_017138541.1|DMIR	LOC5579847|XP_021709810.1|AAEG
OG0007429	LOC108158082|XP_017145719.1|DMIR	LOC5578185|XP_021705787.1|AAEG, LOC110681215|XP_021712679.1|AAEG
OG0007430	LOC108153480|XP_017139009.1|DMIR	LOC5570804|XP_001653312.1|AAEG
OG0007431	LOC108162035|XP_017152047.1|DMIR	LOC5570809|XP_001653316.2|AAEG
OG0007432	LOC108153117|XP_017138394.1|DMIR	LOC5570812|XP_001653319.2|AAEG
OG0007433	LOC108155994|XP_017142683.1|DMIR	LOC5573030|XP_021707220.1|AAEG
OG0007434	LOC108152515|XP_017137397.1|DMIR	LOC5575487|XP_021709351.1|AAEG
OG0007435	LOC108152506|XP_017137379.1|DMIR	LOC5572120|XP_021710768.1|AAEG
OG0007436	LOC108151524|XP_017135663.1|DMIR	LOC5570577|XP_001653246.2|AAEG
OG0007437	LOC108153061|XP_017138322.1|DMIR	LOC5570560|XP_021704717.1|AAEG
OG0007438	LOC108151172|XP_017135093.1|DMIR	LOC5574448|XP_021704617.1|AAEG
OG0007439	LOC108164847|XP_017156267.1|DMIR	LOC5572991|XP_021705663.1|AAEG
OG0007440	LOC108162715|XP_017153071.1|DMIR	LOC5572987|XP_001654314.2|AAEG
OG0007441	LOC108158939|XP_017147247.1|DMIR	LOC5576234|XP_001656012.2|AAEG
OG0007442	LOC108155613|XP_017142031.1|DMIR	LOC5576227|XP_001656005.2|AAEG
OG0007443	LOC108158681|XP_017146702.1|DMIR	LOC5576226|XP_001656004.2|AAEG
OG0007444	LOC117189991|XP_033250967.1|DMIR, LOC108160699|XP_017150343.1|DMIR	LOC5576223|XP_001656001.1|AAEG
OG0007445	LOC108160698|XP_017150342.1|DMIR, LOC117189990|XP_033250966.1|DMIR	LOC5576222|XP_001656000.1|AAEG
OG0007446	LOC108161730|XP_017151542.1|DMIR	LOC5576219|XP_001655996.2|AAEG
OG0007447	LOC108163682|XP_017154596.1|DMIR	LOC5576215|XP_001655992.1|AAEG
OG0007448	LOC108159960|XP_017149119.1|DMIR, LOC117192898|XP_033253531.1|DMIR	LOC5576211|XP_021706461.1|AAEG
OG0007449	LOC108151399|XP_017135475.1|DMIR	LOC5568381|XP_021708763.1|AAEG
OG0007450	LOC108161834|XP_017151681.2|DMIR	LOC5568395|XP_001658032.1|AAEG
OG0007451	LOC108152692|XP_017137684.1|DMIR	LOC5568388|XP_021711083.1|AAEG
OG0007452	LOC108152599|XP_017137544.1|DMIR	LOC5563848|XP_021705412.1|AAEG
OG0007453	LOC108152330|XP_017137067.1|DMIR	LOC5576407|XP_021710239.1|AAEG
OG0007454	LOC108151977|XP_017136431.1|DMIR	LOC5579298|XP_001647606.2|AAEG
OG0007455	LOC108160449|XP_017149949.1|DMIR, LOC117194028|XP_033254546.1|DMIR	LOC5565230|XP_021705653.1|AAEG
OG0007456	LOC108156559|XP_017143576.1|DMIR	LOC5565229|XP_001649558.1|AAEG
OG0007457	LOC108153356|XP_017138812.1|DMIR	LOC5569534|XP_021705470.1|AAEG
OG0007458	LOC108161921|XP_017151826.1|DMIR	LOC5569531|XP_001652845.1|AAEG
OG0007459	LOC108155437|XP_017141738.2|DMIR	LOC23687424|XP_021706106.1|AAEG
OG0007460	LOC108159399|XP_017148125.1|DMIR	LOC5569547|XP_001652847.2|AAEG
OG0007461	LOC108151002|XP_017134841.1|DMIR	LOC5569538|XP_001652850.2|AAEG
OG0007462	LOC108151019|XP_017134867.1|DMIR	LOC5569543|XP_021704432.1|AAEG
OG0007463	LOC108151007|XP_033243723.1|DMIR	LOC5569542|XP_021704431.1|AAEG
OG0007464	LOC108151004|XP_017134849.1|DMIR	LOC5569544|XP_021704433.1|AAEG
OG0007465	LOC108153437|XP_017138931.1|DMIR	LOC5575316|XP_021706347.1|AAEG
OG0007466	LOC117193850|XP_033254441.1|DMIR, LOC108159850|XP_033246798.1|DMIR	LOC5571124|XP_021711034.1|AAEG
OG0007467	LOC108160363|XP_017149823.1|DMIR, LOC117193334|XP_033253954.1|DMIR	LOC5574779|XP_021709596.1|AAEG
OG0007468	LOC117190404|XP_033251372.1|DMIR, LOC108159732|XP_017148755.1|DMIR	LOC5578344|XP_001656914.2|AAEG
OG0007469	LOC108152271|XP_017136980.2|DMIR	LOC5578338|XP_021706754.1|AAEG
OG0007470	LOC108162114|XP_017152175.1|DMIR	LOC5578331|XP_001656900.2|AAEG
OG0007471	LOC108160744|XP_017150426.1|DMIR	LOC5573759|XP_021705630.1|AAEG
OG0007472	LOC108164533|XP_017155820.2|DMIR	LOC5573754|XP_001654782.2|AAEG
OG0007473	LOC108152725|XP_017137750.1|DMIR	LOC5573742|XP_001654770.1|AAEG
OG0007474	LOC108159482|XP_033246268.1|DMIR	LOC5579663|XP_021707446.1|AAEG
OG0007475	LOC108153347|XP_017138793.1|DMIR	LOC5577237|XP_021710770.1|AAEG
OG0007476	LOC108152820|XP_017137901.1|DMIR	LOC5576932|XP_021704955.1|AAEG
OG0007477	LOC108152037|XP_017136519.1|DMIR	LOC5576935|XP_021710723.1|AAEG, LOC110679644|XP_021710727.1|AAEG
OG0007478	LOC108162842|XP_017153273.2|DMIR	LOC5575774|XP_021705902.1|AAEG
OG0007479	LOC108164698|XP_017156059.1|DMIR	LOC5577486|XP_001663404.1|AAEG
OG0007480	LOC108157013|XP_033244886.1|DMIR	LOC5577485|XP_021707341.1|AAEG
OG0007481	LOC108152677|XP_017137662.1|DMIR	LOC5570994|XP_001653426.2|AAEG
OG0007482	LOC108162788|XP_017153177.1|DMIR	LOC110678790|XP_021707848.1|AAEG
OG0007483	LOC108158521|XP_017146390.1|DMIR	LOC5572358|XP_021705669.1|AAEG
OG0007484	LOC108152085|XP_017136615.1|DMIR	LOC23687567|XP_021708965.1|AAEG
OG0007485	LOC108152436|XP_017137261.1|DMIR	LOC110679177|XP_021708967.1|AAEG
OG0007486	LOC108161444|XP_017151198.1|DMIR	LOC5576707|XP_001656213.1|AAEG
OG0007487	LOC108164492|XP_033250244.1|DMIR	LOC5576709|XP_021704626.1|AAEG
OG0007488	LOC108152751|XP_017137798.1|DMIR	LOC5575270|XP_001661875.1|AAEG
OG0007489	LOC108154600|XP_033244350.1|DMIR	LOC5575274|XP_001661867.1|AAEG
OG0007490	LOC117186162|XP_033242276.1|DMIR	LOC5573621|XP_021710745.1|AAEG
OG0007491	LOC108152790|XP_017137869.1|DMIR	LOC5575220|XP_001655621.1|AAEG
OG0007492	LOC117187904|XP_033246732.1|DMIR	LOC5573627|XP_001660954.2|AAEG
OG0007493	LOC117186225|XP_033242545.1|DMIR	LOC5573832|XP_021708049.1|AAEG
OG0007494	LOC108163127|XP_017153727.2|DMIR	LOC5563992|XP_021709437.1|AAEG
OG0007495	LOC108153292|XP_017138672.1|DMIR	LOC5563763|XP_021706109.1|AAEG
OG0007496	LOC108152137|XP_033243250.1|DMIR	LOC5577094|XP_021709703.1|AAEG
OG0007497	LOC108151426|XP_017135506.1|DMIR	LOC5577092|XP_021710505.1|AAEG
OG0007498	LOC108152301|XP_017137015.1|DMIR	LOC5571875|XP_021709642.1|AAEG
OG0007499	LOC108151375|XP_017135425.1|DMIR	LOC5571877|XP_001659986.2|AAEG
OG0007500	LOC108151376|XP_017135426.1|DMIR	LOC5571876|XP_021706353.1|AAEG
OG0007501	LOC108151428|XP_017135509.1|DMIR	LOC5567298|XP_021704230.1|AAEG
OG0007502	LOC108159532|XP_017148395.1|DMIR	LOC5570178|XP_001658967.2|AAEG
OG0007503	LOC108162808|XP_033248566.1|DMIR	LOC5570176|XP_021707208.1|AAEG
OG0007504	LOC108152951|XP_017138139.1|DMIR	LOC5570175|XP_001658970.1|AAEG
OG0007505	LOC108153059|XP_017138320.1|DMIR	LOC5563829|XP_021705481.1|AAEG
OG0007506	LOC108152674|XP_017137660.1|DMIR	LOC5563826|XP_021706702.1|AAEG
OG0007507	LOC108161812|XP_017151660.1|DMIR	LOC5567448|XP_021710242.1|AAEG
OG0007508	LOC108163144|XP_017153746.1|DMIR	LOC5566305|XP_001650699.1|AAEG
OG0007509	LOC108162581|XP_017152883.1|DMIR	LOC5566303|XP_021710916.1|AAEG
OG0007510	LOC108159051|XP_017147472.1|DMIR, LOC117192822|XP_033253477.1|DMIR	LOC5573473|XP_001660893.2|AAEG
OG0007511	LOC108162544|XP_017152817.1|DMIR	LOC5577174|XP_001663262.1|AAEG
OG0007512	LOC108155944|XP_017142597.1|DMIR	LOC5576819|XP_021707224.1|AAEG
OG0007513	LOC108161822|XP_017151669.1|DMIR	LOC110678186|XP_021706501.1|AAEG
OG0007514	LOC108152667|XP_017137652.1|DMIR	LOC5564092|XP_021704390.1|AAEG
OG0007515	LOC108162623|XP_017152934.1|DMIR	LOC5577979|XP_001663649.1|AAEG
OG0007516	LOC108161824|XP_017151671.2|DMIR	LOC5574963|XP_021711057.1|AAEG
OG0007517	LOC108152439|XP_017137266.1|DMIR	LOC5574961|XP_001655432.1|AAEG
OG0007518	LOC108158935|XP_017147233.1|DMIR	LOC5574955|XP_021710999.1|AAEG
OG0007519	LOC108159776|XP_017148824.1|DMIR	LOC5575183|XP_021709939.1|AAEG
OG0007520	LOC108163921|XP_017154947.1|DMIR	LOC5573356|XP_001660842.2|AAEG
OG0007521	LOC108156665|XP_017143776.1|DMIR	LOC5567361|XP_001657376.2|AAEG
OG0007522	LOC108153495|XP_017139039.1|DMIR	LOC5566415|XP_021710266.1|AAEG
OG0007523	LOC108159952|XP_017149102.1|DMIR	LOC5575516|XP_021710609.1|AAEG
OG0007524	LOC108163173|XP_017153794.1|DMIR	LOC5564364|XP_021706173.1|AAEG
OG0007525	LOC108162629|XP_017152941.1|DMIR	LOC5571035|XP_001659470.1|AAEG
OG0007526	LOC108154554|XP_017140346.1|DMIR	LOC5571024|XP_001659458.2|AAEG
OG0007527	LOC108152831|XP_017137925.1|DMIR	LOC5569796|XP_001653010.1|AAEG
OG0007528	LOC108159345|XP_017148039.1|DMIR	LOC5572184|XP_021710216.1|AAEG
OG0007529	LOC108161002|XP_017150798.1|DMIR	LOC5578347|XP_021704792.1|AAEG
OG0007530	LOC108154082|XP_017139683.1|DMIR	LOC5567240|XP_001651670.2|AAEG
OG0007531	LOC108159268|XP_017147916.1|DMIR	LOC5567238|XP_001651668.2|AAEG
OG0007532	LOC108160253|XP_017149607.1|DMIR	LOC5567221|XP_001651650.2|AAEG
OG0007533	LOC108151784|XP_017136119.1|DMIR	LOC5567219|XP_001651647.2|AAEG
OG0007534	LOC108153354|XP_017138810.1|DMIR	LOC5567216|XP_001651645.1|AAEG
OG0007535	LOC108153521|XP_017139068.1|DMIR	LOC5567210|XP_001651639.2|AAEG
OG0007536	LOC108156852|XP_017144065.1|DMIR	LOC5567207|XP_021710699.1|AAEG
OG0007537	LOC108153393|XP_033242818.1|DMIR	LOC5567198|XP_021709908.1|AAEG
OG0007538	LOC108151235|XP_017135223.1|DMIR	LOC5567190|XP_021710084.1|AAEG
OG0007539	LOC108162392|XP_017152601.1|DMIR	LOC5567180|XP_021709178.1|AAEG
OG0007540	LOC108156380|XP_017143283.1|DMIR	LOC5567179|XP_001651608.1|AAEG
OG0007541	LOC108158143|XP_017145849.1|DMIR	LOC110679261|XP_021709179.1|AAEG
OG0007542	LOC108159568|XP_033248194.1|DMIR	LOC5567178|XP_021706240.1|AAEG
OG0007543	LOC108164416|XP_017155582.1|DMIR	LOC5571202|XP_001659588.2|AAEG
OG0007544	LOC108153067|XP_017138336.1|DMIR	LOC5571904|XP_001660002.1|AAEG
OG0007545	LOC108163430|XP_017154201.1|DMIR	LOC5574817|XP_021711563.1|AAEG
OG0007546	LOC108155070|XP_017141146.1|DMIR	LOC5577750|XP_001663523.2|AAEG
OG0007547	LOC117191051|XP_033251913.1|DMIR, LOC108158554|XP_017146456.1|DMIR	LOC5579104|XP_021707664.1|AAEG
OG0007548	LOC108152565|XP_017137487.1|DMIR	LOC5572083|XP_021707928.1|AAEG
OG0007549	LOC108153360|XP_017138815.1|DMIR	LOC110680267|XP_021711779.1|AAEG, LOC5566065|XP_001650410.2|AAEG
OG0007550	LOC108152830|XP_017137924.1|DMIR	LOC5566064|XP_021711259.1|AAEG
OG0007551	LOC108160727|XP_017150396.1|DMIR	LOC5566044|XP_021711454.1|AAEG
OG0007552	LOC108163623|XP_033249599.1|DMIR	LOC5566045|XP_001650420.1|AAEG
OG0007553	LOC108161993|XP_017151950.1|DMIR	LOC5566061|XP_001650421.1|AAEG
OG0007554	LOC108151851|XP_017136225.1|DMIR	LOC5578125|XP_001656772.1|AAEG
OG0007555	LOC108158449|XP_017146221.1|DMIR	LOC5578084|XP_021710051.1|AAEG
OG0007556	LOC108160904|XP_017150666.1|DMIR	LOC5578086|XP_021706803.1|AAEG
OG0007557	LOC108160450|XP_017149950.1|DMIR	LOC5578088|XP_021710800.1|AAEG
OG0007558	LOC108160207|XP_017149538.1|DMIR	LOC5578097|XP_021706575.1|AAEG
OG0007559	LOC108163857|XP_017154861.1|DMIR	LOC5578100|XP_001656796.2|AAEG
OG0007560	LOC108153290|XP_017138667.1|DMIR	LOC5578115|XP_001656813.2|AAEG
OG0007561	LOC108153106|XP_033242899.1|DMIR	LOC5578903|XP_021708574.1|AAEG
OG0007562	LOC108152765|XP_017137828.1|DMIR	LOC5580212|XP_001662072.2|AAEG
OG0007563	LOC108151259|XP_017135266.1|DMIR	LOC5568521|XP_001652343.2|AAEG
OG0007564	LOC108151983|XP_017136436.1|DMIR	LOC110677853|XP_021705246.1|AAEG
OG0007565	LOC108156267|XP_017143124.1|DMIR	LOC5566872|XP_021705357.1|AAEG
OG0007566	LOC108159289|XP_017147942.1|DMIR	LOC5566867|XP_021710072.1|AAEG
OG0007567	LOC108155650|XP_017142088.1|DMIR	LOC5564584|XP_001648922.2|AAEG
OG0007568	LOC108158422|XP_017146189.1|DMIR	LOC5564591|XP_021707551.1|AAEG
OG0007569	LOC108159338|XP_017148025.1|DMIR	LOC5564588|XP_021704602.1|AAEG
OG0007570	LOC108158420|XP_017146186.1|DMIR	LOC5564593|XP_001648925.2|AAEG
OG0007571	LOC108158418|XP_017146183.1|DMIR, LOC117193012|XP_033253622.1|DMIR	LOC5564598|XP_001648926.2|AAEG
OG0007572	LOC108161829|XP_017151677.1|DMIR	LOC5564582|XP_021705472.1|AAEG
OG0007573	LOC108159561|XP_017148488.1|DMIR	LOC5564589|XP_001648945.2|AAEG
OG0007574	LOC108159111|XP_017147581.1|DMIR	LOC5579923|XP_021705877.1|AAEG
OG0007575	LOC108160024|XP_017149249.1|DMIR	LOC5579925|XP_021705957.1|AAEG
OG0007576	LOC108157466|XP_017145036.1|DMIR	LOC110680487|XP_021711982.1|AAEG, LOC5568453|XP_021706620.1|AAEG
OG0007577	LOC108162350|XP_017152545.1|DMIR	LOC110681185|XP_021712654.1|AAEG, LOC5568455|XP_001652288.1|AAEG
OG0007578	LOC108161952|XP_017151894.2|DMIR	LOC5577286|XP_021706718.1|AAEG
OG0007579	LOC108160116|XP_017149398.1|DMIR	LOC5573261|XP_001654472.1|AAEG
OG0007580	LOC108150953|XP_017134776.1|DMIR	LOC5573262|XP_021709471.1|AAEG
OG0007581	LOC108162182|XP_017152262.1|DMIR	LOC5573265|XP_021707203.1|AAEG
OG0007582	LOC108154698|XP_017140536.1|DMIR	LOC5573266|XP_021707044.1|AAEG
OG0007583	LOC108160014|XP_017149236.1|DMIR	LOC5573269|XP_021707075.1|AAEG
OG0007584	LOC108153076|XP_017138352.1|DMIR	LOC5574192|XP_021707347.1|AAEG
OG0007585	LOC108151005|XP_017134850.1|DMIR	LOC5574191|XP_001661248.1|AAEG
OG0007586	LOC108162175|XP_017152257.1|DMIR	LOC5574174|XP_021708031.1|AAEG
OG0007587	LOC117185823|XP_033253729.1|DMIR, LOC108159695|XP_017148693.1|DMIR	LOC5567490|XP_021708142.1|AAEG
OG0007588	LOC117189024|XP_033249789.1|DMIR	LOC5567489|XP_001657496.1|AAEG
OG0007589	LOC108156583|XP_017143609.1|DMIR	LOC5567471|XP_021708456.1|AAEG, LOC110681387|XP_021712824.1|AAEG
OG0007590	LOC108151130|XP_017135043.1|DMIR	LOC5567461|XP_021708534.1|AAEG
OG0007591	LOC108158811|XP_017146988.1|DMIR	LOC5567458|XP_001657458.1|AAEG
OG0007592	LOC108159422|XP_017148177.1|DMIR	LOC5567453|XP_001657457.1|AAEG
OG0007593	LOC108152380|XP_017137161.1|DMIR	LOC5571923|XP_021708638.1|AAEG
OG0007594	LOC108158814|XP_017146992.1|DMIR	LOC5566548|XP_001650943.2|AAEG
OG0007595	LOC108160868|XP_017150619.1|DMIR	LOC5566544|XP_001650939.1|AAEG
OG0007596	LOC108151359|XP_017135407.1|DMIR	LOC5566535|XP_001650927.1|AAEG
OG0007597	LOC108151640|XP_017135835.1|DMIR	LOC5563691|XP_001647963.1|AAEG
OG0007598	LOC108159673|XP_017148649.1|DMIR	LOC5568961|XP_001652621.1|AAEG
OG0007599	LOC108152695|XP_017137690.1|DMIR	LOC5576161|XP_021709806.1|AAEG
OG0007600	LOC108151966|XP_017136400.1|DMIR	LOC5568951|XP_001652611.1|AAEG
OG0007601	LOC108153173|XP_017138468.1|DMIR	LOC5565426|XP_001649804.1|AAEG
OG0007602	LOC108152744|XP_017137781.1|DMIR	LOC5565447|XP_001649793.1|AAEG
OG0007603	LOC108152740|XP_017137777.1|DMIR	LOC5565439|XP_021710531.1|AAEG
OG0007604	LOC108151926|XP_017136335.1|DMIR	LOC5567876|XP_001651907.1|AAEG
OG0007605	LOC108151085|XP_017134957.1|DMIR	LOC5576319|XP_021710862.1|AAEG
OG0007606	LOC108152220|XP_017136886.1|DMIR	LOC5576326|XP_001656061.1|AAEG
OG0007607	LOC108157090|XP_017144443.2|DMIR	LOC5564131|XP_021711054.1|AAEG
OG0007608	LOC108151658|XP_017135868.1|DMIR	LOC5564115|XP_001648450.1|AAEG
OG0007609	LOC108164535|XP_017155823.1|DMIR	LOC5564110|XP_001648448.1|AAEG
OG0007610	LOC108160836|XP_033252355.1|DMIR, LOC117188113|XP_033247344.1|DMIR	LOC5566702|XP_021711360.1|AAEG
OG0007611	LOC108164401|XP_033250233.1|DMIR	LOC5566699|XP_021711392.1|AAEG
OG0007612	LOC108160832|XP_017150556.1|DMIR	LOC5566698|XP_001651106.2|AAEG
OG0007613	LOC108160522|XP_017150067.2|DMIR	LOC5566687|XP_001651094.2|AAEG
OG0007614	LOC108151757|XP_017136085.1|DMIR	LOC5568587|XP_021711605.1|AAEG
OG0007615	LOC108151970|XP_017136412.1|DMIR	LOC5568588|XP_001652419.1|AAEG
OG0007616	LOC108155649|XP_017142087.1|DMIR	LOC5568603|XP_001652417.2|AAEG
OG0007617	LOC108153458|XP_017138971.1|DMIR	LOC5568590|XP_001652422.2|AAEG
OG0007618	LOC108153772|XP_017139400.1|DMIR	LOC5568592|XP_001652424.2|AAEG
OG0007619	LOC108152591|XP_017137536.1|DMIR	LOC5568593|XP_021711620.1|AAEG
OG0007620	LOC108151621|XP_017135809.1|DMIR	LOC5568599|XP_021711641.1|AAEG
OG0007621	LOC108160549|XP_017150105.1|DMIR	LOC5569134|XP_001652738.2|AAEG
OG0007622	LOC108152059|XP_017136553.1|DMIR	LOC5569135|XP_021704146.1|AAEG
OG0007623	LOC108152043|XP_017136531.1|DMIR	LOC5569142|XP_021704189.1|AAEG
OG0007624	LOC108151904|XP_017136303.1|DMIR	LOC5573214|XP_001654439.2|AAEG
OG0007625	LOC108152440|XP_017137267.1|DMIR	LOC5573208|XP_021704307.1|AAEG
OG0007626	LOC108151891|XP_017136281.1|DMIR	LOC5573228|XP_001654433.1|AAEG
OG0007627	LOC108151890|XP_017136280.1|DMIR	LOC5573216|XP_001654431.1|AAEG
OG0007628	LOC108164501|XP_017155763.1|DMIR	LOC5572034|XP_001660142.1|AAEG
OG0007629	LOC108151865|XP_017136243.1|DMIR	LOC110680484|XP_021711981.1|AAEG
OG0007664	LOC108155470|XP_017141780.1|DMIR	LOC5579633|XP_021694454.1|AAEG
OG0007665	LOC108161498|XP_017151265.1|DMIR	LOC5575983|XP_021694469.1|AAEG
OG0007666	LOC108164896|XP_017156352.1|DMIR	LOC5566218|XP_001650621.2|AAEG
OG0007667	LOC108159018|XP_017147407.1|DMIR	LOC5574530|XP_001655183.2|AAEG
OG0007668	LOC108162197|XP_017152292.1|DMIR	LOC5572032|XP_001660139.1|AAEG
OG0007669	LOC108160334|XP_017149767.1|DMIR	LOC5572018|XP_001660127.1|AAEG
OG0007670	LOC108160325|XP_017149745.1|DMIR	LOC5572019|XP_021694526.1|AAEG
OG0007671	LOC108162969|XP_017153461.1|DMIR	LOC5579819|XP_021694539.1|AAEG
OG0007672	LOC108151459|XP_017135569.1|DMIR	LOC5564262|XP_001648601.2|AAEG
OG0007673	LOC108156499|XP_017143484.1|DMIR	LOC5574715|XP_001655294.1|AAEG
OG0007674	LOC108151473|XP_017135590.1|DMIR	LOC5574714|XP_021694711.1|AAEG
OG0007675	LOC108154133|XP_017139760.1|DMIR	LOC5567109|XP_021694820.1|AAEG
OG0007676	LOC108164999|XP_017156518.1|DMIR	LOC5579417|XP_001647719.2|AAEG
OG0007677	LOC108155188|XP_017141352.1|DMIR	LOC5564702|XP_021694824.1|AAEG
OG0007678	LOC108164863|XP_017156287.1|DMIR	LOC5577043|XP_021694833.1|AAEG
OG0007679	LOC108164526|XP_017155803.1|DMIR	LOC5574747|XP_021694839.1|AAEG
OG0007680	LOC108162615|XP_017152922.1|DMIR	LOC5580053|XP_001654817.2|AAEG
OG0007681	LOC108156787|XP_017143951.1|DMIR	LOC110674813|XP_021694898.1|AAEG
OG0007682	LOC117186823|XP_033244001.1|DMIR	LOC5566204|XP_021694939.1|AAEG
OG0007683	LOC108152655|XP_017137642.1|DMIR	LOC5568331|XP_021694941.1|AAEG
OG0007684	LOC108154149|XP_017139787.1|DMIR	LOC5568330|XP_001657986.2|AAEG
OG0007685	LOC117186769|XP_033243883.1|DMIR	LOC5564956|XP_021694953.1|AAEG
OG0007686	LOC108164931|XP_017156409.1|DMIR	LOC5576498|XP_021694976.1|AAEG
OG0007687	LOC108164596|XP_017155914.1|DMIR	LOC110674836|XP_021695005.1|AAEG
