Orthogroup	DMIR.longest_only	ASTE.longest_only
OG0006469	LOC108162099|XP_017152189.1|DMIR	LOC118502879|XP_035891490.1|ASTE
OG0006470	LOC108152619|XP_017137579.1|DMIR	LOC118508488|XP_035904199.1|ASTE
OG0006471	LOC108156635|XP_017143721.1|DMIR	LOC118508581|XP_035904379.1|ASTE
OG0006472	LOC108156633|XP_017143720.1|DMIR	LOC118508580|XP_035904377.1|ASTE
OG0006473	LOC108152242|XP_017136927.1|DMIR	LOC118502703|XP_035891130.1|ASTE
OG0006474	LOC108159614|XP_017148557.1|DMIR	LOC118502725|XP_035891176.1|ASTE
OG0006475	LOC108157241|XP_017144700.1|DMIR	LOC118502747|XP_035891206.1|ASTE
OG0006476	LOC108164654|XP_017155995.1|DMIR	LOC118502709|XP_035891146.1|ASTE
OG0006477	LOC108164573|XP_017155881.1|DMIR	LOC118502741|XP_035891199.1|ASTE
OG0006478	LOC108156952|XP_017144210.1|DMIR	LOC118504649|XP_035895299.1|ASTE
OG0006479	LOC108156821|XP_033245203.1|DMIR	LOC118506354|XP_035899252.1|ASTE
OG0006480	LOC108158967|XP_017147290.1|DMIR	LOC118504644|XP_035895293.1|ASTE
OG0006481	LOC108163120|XP_017153715.1|DMIR	LOC118502882|XP_035891494.1|ASTE
OG0006482	LOC108155648|XP_017142086.1|DMIR	LOC118505547|XP_035897381.1|ASTE
OG0006483	LOC108154719|XP_033244502.1|DMIR	LOC118505557|XP_035897402.1|ASTE
OG0006484	LOC108154718|XP_017140562.1|DMIR	LOC118505559|XP_035897403.1|ASTE
OG0006485	LOC108156537|XP_017143534.1|DMIR	LOC118506936|XP_035900647.1|ASTE
OG0006486	LOC108157508|XP_017145096.1|DMIR	LOC118504367|XP_035894657.1|ASTE
OG0006487	LOC108154888|XP_017140821.2|DMIR	LOC118503293|XP_035892280.1|ASTE
OG0006488	LOC108153399|XP_017138878.1|DMIR	LOC118504289|XP_035894477.1|ASTE
OG0006489	LOC108155249|XP_017141430.1|DMIR	LOC118503303|XP_035892310.1|ASTE
OG0006490	LOC108155780|XP_017142329.1|DMIR	LOC118503027|XP_035891745.1|ASTE
OG0006491	LOC108161728|XP_017151541.1|DMIR	LOC118503277|XP_035892248.1|ASTE
OG0006492	LOC108156524|XP_017143517.1|DMIR	LOC118506937|XP_035900648.1|ASTE
OG0006493	LOC108161832|XP_017151683.1|DMIR	LOC118506900|XP_035900573.1|ASTE
OG0006494	LOC108153243|XP_017138577.1|DMIR	LOC118506893|XP_035900564.1|ASTE
OG0006495	LOC117186336|XP_033242900.1|DMIR	LOC118508255|XP_035903767.1|ASTE
OG0006496	LOC108153938|XP_017139524.2|DMIR	LOC118508574|XP_035904370.1|ASTE
OG0006497	LOC108154174|XP_017139838.1|DMIR	LOC118505252|XP_035896698.1|ASTE
OG0006498	LOC108157292|XP_017144780.2|DMIR	LOC118505193|XP_035896558.1|ASTE
OG0006499	LOC108156233|XP_017143064.1|DMIR	LOC118505150|XP_035896421.1|ASTE
OG0006500	LOC108161612|XP_017151400.2|DMIR	LOC118505239|XP_035896682.1|ASTE
OG0006501	LOC108156018|XP_017142737.1|DMIR	LOC118505241|XP_035896684.1|ASTE
OG0006502	LOC108157306|XP_017144800.1|DMIR	LOC118505630|XP_035897596.1|ASTE
OG0006503	LOC108157427|XP_017144965.1|DMIR	LOC118505631|XP_035897597.1|ASTE
OG0006504	LOC108156740|XP_017143888.1|DMIR	LOC118505628|XP_035897594.1|ASTE
OG0006505	LOC108156753|XP_017143903.1|DMIR	LOC118505622|XP_035897578.1|ASTE
OG0006506	LOC108152082|XP_017136608.1|DMIR	LOC118506953|XP_035900665.1|ASTE
OG0006507	LOC108157437|XP_017144980.1|DMIR	LOC118507431|XP_035901796.1|ASTE
OG0006508	LOC108157216|XP_017144659.1|DMIR	LOC118508389|XP_035904025.1|ASTE
OG0006509	LOC108152303|XP_033245294.1|DMIR	LOC118502539|XP_035890703.1|ASTE
OG0006510	LOC108156638|XP_033244338.1|DMIR	LOC118508380|XP_035904009.1|ASTE
OG0006511	LOC108154168|XP_017139819.2|DMIR	LOC118502823|XP_035891392.1|ASTE
OG0006512	LOC108155816|XP_017142390.1|DMIR	LOC118505407|XP_035897048.1|ASTE
OG0006513	LOC108154169|XP_017139820.1|DMIR	LOC118502549|XP_035890723.1|ASTE
OG0006514	LOC108155955|XP_017142608.1|DMIR	LOC118507873|XP_035902973.1|ASTE
OG0006515	LOC108155568|XP_017141952.1|DMIR	LOC118507867|XP_035902966.1|ASTE
OG0006516	LOC108154368|XP_017140122.1|DMIR	LOC118507851|XP_035902875.1|ASTE
OG0006517	LOC108156421|XP_017143359.1|DMIR	LOC118507853|XP_035902880.1|ASTE
OG0006518	LOC108156627|XP_033244706.1|DMIR	LOC118507856|XP_035902897.1|ASTE
OG0006519	LOC108156422|XP_017143360.1|DMIR	LOC118507854|XP_035902881.1|ASTE
OG0006520	LOC108155395|XP_017141669.1|DMIR	LOC118517615|XP_035919804.1|ASTE
OG0006521	LOC108157025|XP_017144324.1|DMIR	LOC118502855|XP_035891453.1|ASTE
OG0006522	LOC108155302|XP_017141506.2|DMIR	LOC118502845|XP_035891434.1|ASTE
OG0006523	LOC108155129|XP_017141262.1|DMIR	LOC118502895|XP_035891509.1|ASTE
OG0006524	LOC108163586|XP_017154449.1|DMIR	LOC118505161|XP_035896450.1|ASTE
OG0006525	LOC108156988|XP_033243784.1|DMIR	LOC118504688|XP_035895395.1|ASTE
OG0006526	LOC108153931|XP_017139516.2|DMIR	LOC118502458|XP_035890581.1|ASTE
OG0006527	LOC108154649|XP_017140469.1|DMIR	LOC118508557|XP_035904344.1|ASTE
OG0006528	LOC108154498|XP_017140287.1|DMIR	LOC118504265|XP_035894387.1|ASTE
OG0006529	LOC108153929|XP_033245765.1|DMIR	LOC118504292|XP_035894481.1|ASTE
OG0006530	LOC108153928|XP_017139513.1|DMIR	LOC118502946|XP_035891589.1|ASTE
OG0006531	LOC108154664|XP_017140491.1|DMIR	LOC118502941|XP_035891585.1|ASTE
OG0006532	LOC108157389|XP_017144915.1|DMIR	LOC118502934|XP_035891576.1|ASTE
OG0006533	LOC108159765|XP_017148813.1|DMIR	LOC118502928|XP_035891559.1|ASTE
OG0006534	LOC108155124|XP_017141256.1|DMIR	LOC118507506|XP_035901936.1|ASTE
OG0006535	LOC108154884|XP_017140817.1|DMIR	LOC118502518|XP_035890671.1|ASTE
OG0006536	LOC108155723|XP_017142216.1|DMIR	LOC118502950|XP_035891595.1|ASTE
OG0006537	LOC108155903|XP_017142536.1|DMIR	LOC118507909|XP_035903094.1|ASTE
OG0006538	LOC108157009|XP_033245192.1|DMIR	LOC118505166|XP_035896459.1|ASTE
OG0006539	LOC108157218|XP_017144664.1|DMIR	LOC118505234|XP_035896660.1|ASTE
OG0006540	LOC108156224|XP_017143052.2|DMIR	LOC118506360|XP_035899267.1|ASTE
OG0006541	LOC108156781|XP_017143943.1|DMIR	LOC118507517|XP_035901970.1|ASTE
OG0006542	LOC108156782|XP_017143945.1|DMIR	LOC118507519|XP_035901972.1|ASTE
OG0006543	LOC108156051|XP_017142812.1|DMIR	LOC118502948|XP_035891592.1|ASTE
OG0006544	LOC108156954|XP_017144218.1|DMIR	LOC118507810|XP_035902767.1|ASTE
OG0006545	LOC108164738|XP_017156120.1|DMIR	LOC118507818|XP_035902789.1|ASTE
OG0006546	LOC108154192|XP_017139896.1|DMIR	LOC118507803|XP_035902754.1|ASTE
OG0006547	LOC108154787|XP_033245933.1|DMIR	LOC118503460|XP_035892636.1|ASTE
OG0006548	LOC108154231|XP_017139947.1|DMIR	LOC118507468|XP_035901861.1|ASTE
OG0006549	LOC108155100|XP_017141217.1|DMIR	LOC118505069|XP_035896245.1|ASTE
OG0006550	LOC108155605|XP_017142017.1|DMIR	LOC118505061|XP_035896230.1|ASTE
OG0006551	LOC108164672|XP_017156013.1|DMIR	LOC118507733|XP_035902586.1|ASTE
OG0006552	LOC108159417|XP_017148167.1|DMIR	LOC118507732|XP_035902583.1|ASTE
OG0006553	LOC108155603|XP_017142014.1|DMIR	LOC118512275|XP_035912357.1|ASTE
OG0006554	LOC108154001|XP_033244378.1|DMIR	LOC118511925|XP_035911471.1|ASTE
OG0006555	LOC108155812|XP_017142382.1|DMIR	LOC118511930|XP_035911504.1|ASTE
OG0006556	LOC108157413|XP_017144953.1|DMIR	LOC118514630|XP_035917524.1|ASTE
OG0006557	LOC108162237|XP_017152362.1|DMIR	LOC118511935|XP_035911515.1|ASTE
OG0006558	LOC108157246|XP_017144706.1|DMIR	LOC118511941|XP_035911534.1|ASTE
OG0006559	LOC108156960|XP_033245233.1|DMIR	LOC118511978|XP_035911610.1|ASTE
OG0006560	LOC108156640|XP_017143727.1|DMIR	LOC118507785|XP_035902713.1|ASTE
OG0006561	LOC108155449|XP_017141754.1|DMIR	LOC118507784|XP_035902712.1|ASTE
OG0006562	LOC108156955|XP_017144220.1|DMIR	LOC118502949|XP_035891594.1|ASTE
OG0006563	LOC108154830|XP_017140722.1|DMIR	LOC118503007|XP_035891710.1|ASTE
OG0006564	LOC108157249|XP_033244650.1|DMIR	LOC118503001|XP_035891704.1|ASTE
OG0006565	LOC108154005|XP_033246059.1|DMIR	LOC118502979|XP_035891651.1|ASTE
OG0006566	LOC108156099|XP_017142877.1|DMIR	LOC118504420|XP_035894747.1|ASTE
OG0006567	LOC108156173|XP_017142992.1|DMIR	LOC118507831|XP_035902830.1|ASTE
OG0006568	LOC108156172|XP_017142991.1|DMIR	LOC118507826|XP_035902816.1|ASTE
OG0006569	LOC108153268|XP_017138625.1|DMIR	LOC118507828|XP_035902818.1|ASTE
OG0006570	LOC108154932|XP_017140908.1|DMIR	LOC118504296|XP_035894485.1|ASTE
OG0006571	LOC108156735|XP_017143883.1|DMIR	LOC118503179|XP_035892047.1|ASTE
OG0006572	LOC108157131|XP_017144520.1|DMIR	LOC118506930|XP_035900630.1|ASTE
OG0006573	LOC108157473|XP_017145041.1|DMIR	LOC118517613|XP_035919802.1|ASTE
OG0006574	LOC108156746|XP_033244962.1|DMIR	LOC118502687|XP_035891093.1|ASTE
OG0006575	LOC108155770|XP_017142311.1|DMIR	LOC118504663|XP_035895339.1|ASTE
OG0006576	LOC108155168|XP_017141323.1|DMIR	LOC118505085|XP_035896269.1|ASTE
OG0006577	LOC108156536|XP_017143533.1|DMIR	LOC118505084|XP_035896268.1|ASTE
OG0006578	LOC108155163|XP_033245530.1|DMIR	LOC118505049|XP_035896216.1|ASTE
OG0006579	LOC108162091|XP_017152143.1|DMIR	LOC118505072|XP_035896249.1|ASTE
OG0006580	LOC108156366|XP_017143259.1|DMIR	LOC118504424|XP_035894754.1|ASTE
OG0006581	LOC108157320|XP_017144824.1|DMIR	LOC118505418|XP_035897066.1|ASTE
OG0006582	LOC108155089|XP_017141200.1|DMIR	LOC118505421|XP_035897069.1|ASTE
OG0006583	LOC108155174|XP_033245681.1|DMIR	LOC118503270|XP_035892229.1|ASTE
OG0006584	LOC108161811|XP_017151659.1|DMIR	LOC118504686|XP_035895393.1|ASTE
OG0006585	LOC108162124|XP_017152188.1|DMIR	LOC118502840|XP_035891415.1|ASTE
OG0006586	LOC108155308|XP_017141515.1|DMIR	LOC118507739|XP_035902605.1|ASTE
OG0006587	LOC108155304|XP_017141509.1|DMIR	LOC118507738|XP_035902602.1|ASTE
OG0006588	LOC108156543|XP_017143548.1|DMIR	LOC118507740|XP_035902606.1|ASTE
OG0006589	LOC108155430|XP_017141729.1|DMIR	LOC118507771|XP_035902685.1|ASTE
OG0006590	LOC108155428|XP_017141726.1|DMIR	LOC118507769|XP_035902680.1|ASTE
OG0006591	LOC108151490|XP_017135619.1|DMIR	LOC118512048|XP_035911775.1|ASTE
OG0006592	LOC108156773|XP_017143929.1|DMIR	LOC118512110|XP_035911977.1|ASTE
OG0006593	LOC108156772|XP_017143928.1|DMIR	LOC118512097|XP_035911956.1|ASTE
OG0006594	LOC108151848|XP_017136223.1|DMIR	LOC118512101|XP_035911966.1|ASTE
OG0006595	LOC108160291|XP_017149673.1|DMIR	LOC118511474|XP_035910494.1|ASTE
OG0006596	LOC108160106|XP_017149385.1|DMIR, LOC117189995|XP_033250972.1|DMIR, LOC117185747|XP_033250971.1|DMIR	LOC118511481|XP_035910511.1|ASTE
OG0006597	LOC108151805|XP_017136147.1|DMIR	LOC118511484|XP_035910527.1|ASTE
OG0006598	LOC108161334|XP_017151061.2|DMIR	LOC118511486|XP_035910531.1|ASTE
OG0006599	LOC108151743|XP_017136054.1|DMIR	LOC118511496|XP_035910548.1|ASTE
OG0006600	LOC108152449|XP_017137292.1|DMIR	LOC118512952|XP_035914063.1|ASTE
OG0006601	LOC108152377|XP_017137158.1|DMIR	LOC118510179|XP_035907593.1|ASTE
OG0006602	LOC108152378|XP_017137159.1|DMIR	LOC118510180|XP_035907594.1|ASTE
OG0006603	LOC108152375|XP_017137154.1|DMIR	LOC118510170|XP_035907578.1|ASTE
OG0006604	LOC108152963|XP_017138155.1|DMIR	LOC118510183|XP_035907598.1|ASTE
OG0006605	LOC108165144|XP_017156699.1|DMIR	LOC118510174|XP_035907587.1|ASTE
OG0006606	LOC108151698|XP_017135942.1|DMIR	LOC118510181|XP_035907595.1|ASTE
OG0006607	LOC108152134|XP_017136719.1|DMIR	LOC118510188|XP_035907602.1|ASTE
OG0006608	LOC108156767|XP_017143921.1|DMIR	LOC118510208|XP_035907638.1|ASTE
OG0006609	LOC108156953|XP_017144217.1|DMIR	LOC118513123|XP_035914424.1|ASTE
OG0006610	LOC108152196|XP_017136838.1|DMIR	LOC118513125|XP_035914425.1|ASTE
OG0006611	LOC108153320|XP_033243086.1|DMIR	LOC118513131|XP_035914443.1|ASTE
OG0006612	LOC108153323|XP_017138727.1|DMIR	LOC118513133|XP_035914452.1|ASTE
OG0006613	LOC108153215|XP_017138526.1|DMIR	LOC118513132|XP_035914447.1|ASTE
OG0006614	LOC108153534|XP_017139086.1|DMIR	LOC118513134|XP_035914453.1|ASTE
OG0006615	LOC108153583|XP_017139152.1|DMIR	LOC118514417|XP_035917193.1|ASTE
OG0006616	LOC108152519|XP_017137405.1|DMIR	LOC118514420|XP_035917202.1|ASTE
OG0006617	LOC108151449|XP_017135553.1|DMIR	LOC118514427|XP_035917222.1|ASTE
OG0006618	LOC108152246|XP_017136940.1|DMIR	LOC118509839|XP_035906924.1|ASTE
OG0006619	LOC108151563|XP_017135727.1|DMIR	LOC118509840|XP_035906925.1|ASTE
OG0006620	LOC108151560|XP_017135719.1|DMIR	LOC118511497|XP_035910549.1|ASTE
OG0006621	LOC108152635|XP_017137604.1|DMIR	LOC118511498|XP_035910550.1|ASTE
OG0006622	LOC108151955|XP_017136382.1|DMIR	LOC118512865|XP_035913842.1|ASTE
OG0006623	LOC108152527|XP_017137416.1|DMIR	LOC118508924|XP_035904700.1|ASTE
OG0006624	LOC108158753|XP_017146854.1|DMIR, LOC117189880|XP_033250852.1|DMIR	LOC118510594|XP_035908489.1|ASTE
OG0006625	LOC117189887|XP_033250858.1|DMIR, LOC108158760|XP_017146863.1|DMIR	LOC118510597|XP_035908496.1|ASTE
OG0006626	LOC108158705|XP_017146733.1|DMIR	LOC118510146|XP_035907530.1|ASTE
OG0006627	LOC108158849|XP_017147061.1|DMIR	LOC118510145|XP_035907526.1|ASTE
OG0006628	LOC108158688|XP_017146710.1|DMIR	LOC118512057|XP_035911801.1|ASTE
OG0006629	LOC108159328|XP_017148012.1|DMIR	LOC118509638|XP_035906438.1|ASTE
OG0006630	LOC108158294|XP_017146022.1|DMIR	LOC118512200|XP_035912198.1|ASTE
OG0006631	LOC108152334|XP_017137081.1|DMIR	LOC118512197|XP_035912193.1|ASTE
OG0006632	LOC108158405|XP_017146160.1|DMIR	LOC118512189|XP_035912173.1|ASTE
OG0006633	LOC108151919|XP_017136325.1|DMIR	LOC118512196|XP_035912191.1|ASTE
OG0006634	LOC108162102|XP_017152152.1|DMIR	LOC118512186|XP_035912170.1|ASTE
OG0006635	LOC108162676|XP_017153007.1|DMIR	LOC118512187|XP_035912171.1|ASTE
OG0006636	LOC108164740|XP_017156122.1|DMIR	LOC118512117|XP_035911986.1|ASTE
OG0006638	LOC108158836|XP_017147045.1|DMIR	LOC118512078|XP_035911910.1|ASTE
OG0006639	LOC108158832|XP_033247952.1|DMIR	LOC118512051|XP_035911787.1|ASTE
OG0006640	LOC108158191|XP_017145899.1|DMIR	LOC118512088|XP_035911944.1|ASTE
OG0006641	LOC108158960|XP_017147280.1|DMIR, LOC117192561|XP_033253157.1|DMIR	LOC118512081|XP_035911930.1|ASTE
OG0006642	LOC108158662|XP_033246361.1|DMIR	LOC118512055|XP_035911799.1|ASTE
OG0006643	LOC117189836|XP_033250791.1|DMIR, LOC108160479|XP_017149988.1|DMIR	LOC118512118|XP_035911987.1|ASTE
OG0006644	LOC108152331|XP_017137070.1|DMIR	LOC118504421|XP_035894750.1|ASTE
OG0006645	LOC108162171|XP_017152253.2|DMIR	LOC118513602|XP_035915532.1|ASTE
OG0006646	LOC108159015|XP_017147379.1|DMIR, LOC117192392|XP_033252960.1|DMIR	LOC118513607|XP_035915541.1|ASTE
OG0006647	LOC117190212|XP_033251157.1|DMIR, LOC108159927|XP_017149061.1|DMIR	LOC118508868|XP_035904549.1|ASTE
OG0006648	LOC108153687|XP_017139299.1|DMIR	LOC118512216|XP_035912224.1|ASTE
OG0006649	LOC108159201|XP_017147760.1|DMIR	LOC118508909|XP_035904663.1|ASTE
OG0006650	LOC108160374|XP_017149836.1|DMIR	LOC118514493|XP_035917309.1|ASTE
OG0006651	LOC108152062|XP_017136561.1|DMIR	LOC118509596|XP_035906271.1|ASTE
OG0006652	LOC108153264|XP_017138616.1|DMIR	LOC118509597|XP_035906280.1|ASTE
OG0006653	LOC108151662|XP_017135872.1|DMIR	LOC118513075|XP_035914318.1|ASTE
OG0006654	LOC108152025|XP_017136495.1|DMIR	LOC118513086|XP_035914348.1|ASTE
OG0006655	LOC108150956|XP_017134779.1|DMIR	LOC118509820|XP_035906874.1|ASTE
OG0006656	LOC108152166|XP_017136775.1|DMIR	LOC118509835|XP_035906919.1|ASTE
OG0006657	LOC108158846|XP_017147056.1|DMIR	LOC118509105|XP_035905165.1|ASTE
OG0006658	LOC108152978|XP_017138194.1|DMIR	LOC118513031|XP_035914201.1|ASTE
OG0006659	LOC108153526|XP_017139075.1|DMIR	LOC118513035|XP_035914205.1|ASTE
OG0006660	LOC108153658|XP_017139255.1|DMIR	LOC118514461|XP_035917271.1|ASTE
OG0006661	LOC108152060|XP_017136558.1|DMIR	LOC118513009|XP_035914172.1|ASTE
OG0006662	LOC108162833|XP_017153254.1|DMIR	LOC118504687|XP_035895394.1|ASTE
OG0006663	LOC108153568|XP_017139134.1|DMIR	LOC118510885|XP_035909158.1|ASTE
OG0006664	LOC108155400|XP_017141686.1|DMIR	LOC118511373|XP_035910260.1|ASTE
OG0006665	LOC108153190|XP_017138496.1|DMIR	LOC118511370|XP_035910257.1|ASTE
OG0006666	LOC108158621|XP_017146585.1|DMIR	LOC118512960|XP_035914079.1|ASTE
OG0006667	LOC108152036|XP_017136518.1|DMIR	LOC118512176|XP_035912155.1|ASTE
OG0006668	LOC108160987|XP_017150780.1|DMIR	LOC118512988|XP_035914136.1|ASTE
OG0006669	LOC108153650|XP_017139245.1|DMIR	LOC118512981|XP_035914127.1|ASTE
OG0006670	LOC108152087|XP_017136616.1|DMIR	LOC118512992|XP_035914141.1|ASTE
OG0006671	LOC108152086|XP_017136612.1|DMIR	LOC118512979|XP_035914117.1|ASTE
OG0006672	LOC108165481|XP_017157022.1|DMIR	LOC118512977|XP_035914103.1|ASTE
OG0006673	LOC108151067|XP_017134935.1|DMIR	LOC118513241|XP_035914690.1|ASTE
OG0006674	LOC108153535|XP_017139089.1|DMIR	LOC118516855|XP_035918609.1|ASTE, LOC118510503|XP_035908301.1|ASTE
OG0006675	LOC108152686|XP_017137678.1|DMIR	LOC118513239|XP_035914687.1|ASTE
OG0006676	LOC108150916|XP_017134733.1|DMIR	LOC118510492|XP_035908277.1|ASTE
OG0006677	LOC108152004|XP_017136464.1|DMIR	LOC118510486|XP_035908260.1|ASTE
OG0006678	LOC108151660|XP_017135870.1|DMIR	LOC118503767|XP_035893329.1|ASTE
OG0006679	LOC108152997|XP_017138224.1|DMIR	LOC118514266|XP_035916878.1|ASTE
OG0006680	LOC108157620|XP_017145245.1|DMIR	LOC118514462|XP_035917272.1|ASTE
OG0006681	LOC108152084|XP_017136610.1|DMIR	LOC118510570|XP_035908452.1|ASTE
OG0006682	LOC108152672|XP_017137657.1|DMIR	LOC118510539|XP_035908389.1|ASTE
OG0006683	LOC108153751|XP_017139370.1|DMIR	LOC118510541|XP_035908394.1|ASTE
OG0006684	LOC108152003|XP_033242571.1|DMIR	LOC118512027|XP_035911708.1|ASTE
OG0006685	LOC117192576|XP_033253186.1|DMIR, LOC108158495|XP_017146295.1|DMIR	LOC118510138|XP_035907512.1|ASTE
OG0006686	LOC108152217|XP_017136882.1|DMIR	LOC118514490|XP_035917306.1|ASTE
OG0006687	LOC108165056|XP_017156588.1|DMIR	LOC118512203|XP_035912206.1|ASTE
OG0006688	LOC108153398|XP_017138877.1|DMIR	LOC118510519|XP_035908346.1|ASTE
OG0006689	LOC108165575|XP_017157137.1|DMIR	LOC118510528|XP_035908365.1|ASTE
OG0006690	LOC108156497|XP_017143480.1|DMIR	LOC118512136|XP_035912039.1|ASTE
OG0006691	LOC108151124|XP_017135033.1|DMIR	LOC118512153|XP_035912086.1|ASTE
OG0006692	LOC108151918|XP_017136324.1|DMIR	LOC118512152|XP_035912085.1|ASTE
OG0006693	LOC108152861|XP_017137975.1|DMIR	LOC118512149|XP_035912078.1|ASTE
OG0006694	LOC108159550|XP_017148448.1|DMIR	LOC118512161|XP_035912109.1|ASTE
OG0006695	LOC108151864|XP_017136242.1|DMIR	LOC118514322|XP_035916999.1|ASTE
OG0006696	LOC108162130|XP_017152199.1|DMIR	LOC118509123|XP_035905203.1|ASTE
OG0006697	LOC108152948|XP_017138131.1|DMIR	LOC118510453|XP_035908163.1|ASTE
OG0006698	LOC108151670|XP_017135897.1|DMIR	LOC118510458|XP_035908182.1|ASTE
OG0006699	LOC108153486|XP_017139015.1|DMIR	LOC118512678|XP_035913353.1|ASTE
OG0006700	LOC108152112|XP_017136677.1|DMIR	LOC118512688|XP_035913372.1|ASTE
OG0006701	LOC108160445|XP_017149944.1|DMIR	LOC118513479|XP_035915170.1|ASTE
OG0006702	LOC108153234|XP_017138560.1|DMIR	LOC118512751|XP_035913531.1|ASTE
OG0006703	LOC108152102|XP_017136641.1|DMIR	LOC118513095|XP_035914389.1|ASTE
OG0006704	LOC108152103|XP_017136643.1|DMIR	LOC118513109|XP_035914402.1|ASTE
OG0006705	LOC117185835|XP_033254220.1|DMIR, LOC108160482|XP_017149991.1|DMIR	LOC118513041|XP_035914226.1|ASTE
OG0006706	LOC108160331|XP_017149751.1|DMIR	LOC118513043|XP_035914228.1|ASTE
OG0006707	LOC108158679|XP_017146698.1|DMIR	LOC118510275|XP_035907782.1|ASTE
OG0006708	LOC108152639|XP_017137618.1|DMIR	LOC118510276|XP_035907783.1|ASTE
OG0006709	LOC108153233|XP_017138559.1|DMIR	LOC118509483|XP_035906028.1|ASTE
OG0006710	LOC108151697|XP_033244003.1|DMIR	LOC118509505|XP_035906055.1|ASTE
OG0006711	LOC108151696|XP_017135938.1|DMIR	LOC118509506|XP_035906066.1|ASTE
OG0006712	LOC108151704|XP_017135951.1|DMIR	LOC118509509|XP_035906068.1|ASTE
OG0006713	LOC108153121|XP_017138398.1|DMIR	LOC118509927|XP_035907149.1|ASTE
OG0006714	LOC108153119|XP_017138397.1|DMIR	LOC118509925|XP_035907147.1|ASTE
OG0006715	LOC108151699|XP_017135943.1|DMIR	LOC118509937|XP_035907161.1|ASTE
OG0006716	LOC108161986|XP_017151941.1|DMIR	LOC118509936|XP_035907160.1|ASTE
OG0006717	LOC108151335|XP_017135377.1|DMIR	LOC118509941|XP_035907166.1|ASTE
OG0006718	LOC108151339|XP_017135384.1|DMIR	LOC118509944|XP_035907169.1|ASTE
OG0006719	LOC108152241|XP_017136925.1|DMIR	LOC118509533|XP_035906146.1|ASTE
OG0006720	LOC108151591|XP_017135759.1|DMIR	LOC118509530|XP_035906143.1|ASTE
OG0006721	LOC108152906|XP_017138043.1|DMIR	LOC118510321|XP_035907858.1|ASTE
OG0006722	LOC108152891|XP_017138019.1|DMIR	LOC118514246|XP_035916852.1|ASTE
OG0006723	LOC108162154|XP_017152221.1|DMIR	LOC118511214|XP_035909901.1|ASTE
OG0006724	LOC108154774|XP_017140648.1|DMIR	LOC118510162|XP_035907563.1|ASTE
OG0006725	LOC108154775|XP_017140649.1|DMIR	LOC118510159|XP_035907560.1|ASTE
OG0006726	LOC108155044|XP_017141106.1|DMIR	LOC118510160|XP_035907561.1|ASTE
OG0006727	LOC108154769|XP_017140640.1|DMIR	LOC118510154|XP_035907551.1|ASTE
OG0006728	LOC108154947|XP_017140933.1|DMIR	LOC118511547|XP_035910648.1|ASTE
OG0006729	LOC117185800|XP_033246578.1|DMIR, LOC108159623|XP_017148566.2|DMIR	LOC118509767|XP_035906795.1|ASTE
OG0006730	LOC117187825|XP_033246576.1|DMIR, LOC108159619|XP_017148563.2|DMIR	LOC118509731|XP_035906748.1|ASTE
OG0006731	LOC108162113|XP_017152173.1|DMIR	LOC118510407|XP_035908053.1|ASTE
OG0006732	LOC108165446|XP_033243206.1|DMIR	LOC118509595|XP_035906270.1|ASTE
OG0006733	LOC108153513|XP_017139058.1|DMIR	LOC118510363|XP_035907964.1|ASTE
OG0006734	LOC108152293|XP_017137004.1|DMIR	LOC118510377|XP_035907999.1|ASTE
OG0006735	LOC108152461|XP_033242241.1|DMIR	LOC118510342|XP_035907905.1|ASTE
OG0006736	LOC108151069|XP_017134937.1|DMIR	LOC118510421|XP_035908087.1|ASTE
OG0006737	LOC108153466|XP_017138985.1|DMIR	LOC118509760|XP_035906784.1|ASTE
OG0006738	LOC108159139|XP_017147623.1|DMIR	LOC118509703|XP_035906674.1|ASTE
OG0006739	LOC108152542|XP_017137442.1|DMIR	LOC118509712|XP_035906689.1|ASTE
OG0006740	LOC108152390|XP_017137177.1|DMIR	LOC118509710|XP_035906687.1|ASTE
OG0006741	LOC108152389|XP_017137176.1|DMIR	LOC118512874|XP_035913860.1|ASTE
OG0006742	LOC108154130|XP_033245839.1|DMIR	LOC118511434|XP_035910418.1|ASTE
OG0006743	LOC108163765|XP_017154729.1|DMIR	LOC118512835|XP_035913779.1|ASTE
OG0006744	LOC108152862|XP_017137978.1|DMIR	LOC118512316|XP_035912462.1|ASTE
OG0006745	LOC108156026|XP_017142765.1|DMIR	LOC118512635|XP_035913224.1|ASTE
OG0006746	LOC108151101|XP_017134985.1|DMIR	LOC118509444|XP_035905945.1|ASTE
OG0006747	LOC108165482|XP_017157024.1|DMIR	LOC118510330|XP_035907877.1|ASTE
OG0006748	LOC108152074|XP_017136588.1|DMIR	LOC118509639|XP_035906439.1|ASTE
OG0006749	LOC108152552|XP_017137455.1|DMIR	LOC118512792|XP_035913605.1|ASTE
OG0006750	LOC108153584|XP_017139156.1|DMIR	LOC118512795|XP_035913611.1|ASTE
OG0006752	LOC108153462|XP_017138980.1|DMIR	LOC118509205|XP_035905371.1|ASTE
OG0006753	LOC108152777|XP_017137846.1|DMIR	LOC118509852|XP_035906946.1|ASTE
OG0006754	LOC108151531|XP_017135673.1|DMIR	LOC118514450|XP_035917259.1|ASTE
OG0006755	LOC108152028|XP_017136499.1|DMIR	LOC118512804|XP_035913637.1|ASTE
