Orthogroup	DMIR.longest_only	DANA.longest_only
OG0008690	LOC108162537|XP_033248483.1|DMIR	LOC6497165|XP_014761539.1|DANA
OG0008691	LOC108152479|XP_017137341.1|DMIR	LOC6493538|XP_032310235.1|DANA
OG0008692	LOC108153454|XP_017138968.2|DMIR	LOC6503667|XP_001963967.2|DANA
OG0008694	LOC108159024|XP_017147467.1|DMIR	LOC6505061|XP_032307893.1|DANA
OG0008695	LOC108158069|XP_017145708.1|DMIR	LOC6496652|XP_001961336.1|DANA
OG0008696	LOC108155052|XP_017141118.1|DMIR	LOC6500481|XP_001953315.2|DANA
OG0008697	LOC108165410|XP_017156938.1|DMIR	LOC6493429|XP_001957729.2|DANA
OG0008698	LOC108160717|XP_017150382.1|DMIR	LOC6505249|XP_014760326.1|DANA
OG0008699	LOC108153158|XP_017138450.1|DMIR	LOC6506370|XP_032310220.1|DANA
OG0008701	LOC108159570|XP_017148501.1|DMIR	LOC6496086|XP_032306908.1|DANA
OG0008702	LOC108157399|XP_017144929.1|DMIR	LOC6500014|XP_001953402.1|DANA
OG0008702	LOC108163467|XP_017154253.1|DMIR	LOC6498543|XP_001963031.3|DANA
OG0008703	LOC108152626|XP_017137589.1|DMIR	LOC6506559|XP_001957646.1|DANA
OG0008704	LOC108162795|XP_017153186.1|DMIR	LOC6498055|XP_001961980.1|DANA
OG0008705	LOC108161427|XP_017151178.1|DMIR	LOC6497759|XP_032307486.1|DANA
OG0008706	LOC108154644|XP_017140462.1|DMIR	LOC6505897|XP_001964569.1|DANA
OG0008707	LOC108161681|XP_033248843.1|DMIR	LOC116656469|XP_032312021.1|DANA
OG0008708	LOC108162862|XP_017153340.1|DMIR	LOC6502928|XP_001963572.1|DANA
OG0008709	LOC108154752|XP_017140615.1|DMIR	LOC6501485|XP_014767070.1|DANA
OG0008710	LOC108157592|XP_017145208.1|DMIR	LOC6500372|XP_001953073.1|DANA
OG0008711	LOC108156840|XP_017144041.1|DMIR	LOC6501296|XP_032306749.1|DANA
OG0008712	LOC108158910|XP_017147193.1|DMIR	LOC6496172|XP_001960371.1|DANA
OG0008714	LOC108162076|XP_017152113.1|DMIR	LOC6502453|XP_001962099.1|DANA
OG0008715	LOC108156221|XP_017143047.1|DMIR	LOC6502649|XP_001952885.1|DANA
OG0008716	LOC108157744|XP_017145413.1|DMIR	LOC6503448|XP_001967500.1|DANA
OG0008717	LOC108153208|XP_017138519.1|DMIR	LOC6506438|XP_001957880.1|DANA
OG0008718	LOC117187950|XP_033246841.1|DMIR, LOC108159818|XP_017148878.2|DMIR	LOC6496063|XP_001960144.3|DANA
OG0008719	LOC108154894|XP_017140828.1|DMIR	LOC6505627|XP_014760735.1|DANA
OG0008721	LOC108151748|XP_017136076.1|DMIR	LOC6502164|XP_032309371.1|DANA
OG0008722	LOC108155927|XP_017142569.1|DMIR	LOC6500969|XP_001954270.1|DANA
OG0008723	LOC108151987|XP_017136441.1|DMIR	LOC6493352|XP_001957577.1|DANA
OG0008724	LOC108162058|XP_017152087.1|DMIR	LOC6498534|XP_032311083.1|DANA
OG0008725	LOC108158010|XP_017145642.1|DMIR, LOC117189407|XP_033250428.1|DMIR	LOC6495594|XP_001959167.1|DANA
OG0008726	LOC108160593|XP_033252042.1|DMIR, LOC117188148|XP_033247437.1|DMIR	LOC6495778|XP_032306572.1|DANA
OG0008727	LOC108157293|XP_017144783.2|DMIR	LOC6502061|XP_001967443.1|DANA, LOC6499715|XP_001954075.1|DANA
OG0008728	LOC108156442|XP_017143390.1|DMIR	LOC6499847|XP_001953779.1|DANA
OG0008729	LOC108164749|XP_017156134.1|DMIR	LOC6507951|XP_032307948.1|DANA
OG0008730	LOC108155372|XP_017141631.1|DMIR	LOC6503846|XP_001963709.1|DANA
OG0008731	LOC108155216|XP_017141389.1|DMIR	LOC6502651|XP_001952910.2|DANA
OG0008732	LOC108163184|XP_033248907.1|DMIR	LOC6497049|XP_001962851.1|DANA
OG0008734	LOC108156569|XP_017143592.1|DMIR	LOC6500989|XP_001954306.1|DANA
OG0008735	LOC108158255|XP_033253906.1|DMIR, LOC117188415|XP_033248163.1|DMIR	LOC6495513|XP_001959007.1|DANA
OG0008736	LOC108159713|XP_017148721.2|DMIR, LOC117187889|XP_033246714.1|DMIR	LOC6495393|XP_001958743.1|DANA
OG0008737	LOC108156008|XP_017142701.1|DMIR	LOC6499623|XP_001954273.1|DANA
OG0008738	LOC108161348|XP_017151075.1|DMIR	LOC6498199|XP_001962281.2|DANA
OG0008739	LOC108151527|XP_017135666.1|DMIR	LOC6503188|XP_001967723.2|DANA, LOC6493223|XP_001957296.1|DANA
OG0008740	LOC108158791|XP_017146962.1|DMIR, LOC117192211|XP_033252772.1|DMIR	LOC6494629|XP_001959984.2|DANA
OG0008741	LOC108159025|XP_017147427.1|DMIR	LOC6504025|XP_001964029.1|DANA
OG0008742	LOC108152958|XP_017138147.1|DMIR	LOC6502796|XP_001957022.1|DANA
OG0008743	LOC108159837|XP_017148916.1|DMIR	LOC6495271|XP_001958728.1|DANA
OG0008744	LOC108158301|XP_017146031.1|DMIR, LOC117191399|XP_033252170.1|DMIR	LOC6494566|XP_001960091.1|DANA
OG0008745	LOC108165424|XP_017156987.2|DMIR	LOC6501969|XP_001966784.1|DANA
OG0008746	LOC108156207|XP_017143035.1|DMIR	LOC6501230|XP_001954806.1|DANA
OG0008747	LOC108153570|XP_017139135.1|DMIR	LOC6493149|XP_001957151.2|DANA
OG0008748	LOC108161766|XP_017151588.1|DMIR	LOC6497550|XP_001961842.1|DANA
OG0008749	LOC108161861|XP_017151738.1|DMIR	LOC6497584|XP_001961763.1|DANA
OG0008750	LOC108163178|XP_017153804.1|DMIR	LOC6496971|XP_001963022.1|DANA
OG0008751	LOC108154379|XP_017140132.1|DMIR, LOC108154380|XP_017140133.1|DMIR	LOC6500464|XP_001953273.1|DANA, LOC6500571|XP_001953500.1|DANA
OG0008753	LOC108153732|XP_017139350.1|DMIR, LOC117186325|XP_033242848.1|DMIR	LOC6507203|XP_001956492.1|DANA
OG0008755	LOC108153974|XP_017139560.1|DMIR	LOC6499086|XP_001955334.3|DANA
OG0008756	LOC108154527|XP_017140319.1|DMIR	LOC6499910|XP_001953652.1|DANA
OG0008757	LOC108157749|XP_017145419.1|DMIR	LOC6499735|XP_032305634.1|DANA
OG0008758	LOC108162912|XP_017153377.1|DMIR	LOC6497644|XP_001961646.2|DANA
OG0008759	LOC108161866|XP_033249213.1|DMIR	LOC6497592|XP_032307774.1|DANA
OG0008760	LOC108162635|XP_017152948.1|DMIR	LOC6496912|XP_001963159.1|DANA
OG0008761	LOC108163356|XP_017154088.1|DMIR	LOC6504794|XP_014760466.1|DANA
OG0008762	LOC117191598|XP_033252310.1|DMIR, LOC108160958|XP_017150740.1|DMIR	LOC6495212|XP_001958839.1|DANA
OG0008763	LOC108161351|XP_017151081.1|DMIR	LOC6497341|XP_001962287.1|DANA
OG0008764	LOC108161508|XP_017151272.2|DMIR	LOC6497097|XP_001962763.3|DANA
OG0008765	LOC117186627|XP_033243529.1|DMIR, LOC117193799|XP_033254409.1|DMIR, LOC117186626|XP_033243528.1|DMIR, LOC108158407|XP_017146164.1|DMIR	LOC6496237|XP_001960514.1|DANA
OG0008766	LOC108161585|XP_017151363.1|DMIR	LOC6498128|XP_001962136.2|DANA
OG0008767	LOC108158180|XP_017145887.1|DMIR	LOC6495613|XP_001959219.1|DANA
OG0008768	LOC117193198|XP_033253839.1|DMIR, LOC108160297|XP_017149696.1|DMIR	LOC6494108|XP_001960955.1|DANA
OG0008769	LOC108159984|XP_017149175.1|DMIR	LOC6495662|XP_001959334.1|DANA
OG0008770	LOC108160596|XP_017150182.1|DMIR, LOC108155778|XP_017142326.1|DMIR	LOC6494813|XP_001959612.2|DANA
OG0008771	LOC117187814|XP_033246564.1|DMIR, LOC108159516|XP_017148364.2|DMIR, LOC117188230|XP_033247637.1|DMIR	LOC6495400|XP_032306636.1|DANA
OG0008772	LOC117193523|XP_033254160.1|DMIR, LOC108159838|XP_017148917.1|DMIR	LOC6495272|XP_001958727.1|DANA
OG0008773	LOC108158397|XP_017146143.1|DMIR, LOC117189518|XP_033250556.1|DMIR, LOC117189519|XP_033250557.1|DMIR	LOC26514272|XP_014763994.1|DANA
OG0008774	LOC108160941|XP_017150718.1|DMIR	LOC6495116|XP_001959020.1|DANA
OG0008775	LOC117189811|XP_033250762.1|DMIR, LOC117190439|XP_033251409.1|DMIR, LOC117191916|XP_033252557.1|DMIR, LOC117189808|XP_033250758.1|DMIR, LOC117191915|XP_033252556.1|DMIR, LOC108158448|XP_017146220.1|DMIR, LOC117189806|XP_033250756.1|DMIR	LOC6496270|XP_001960579.2|DANA
OG0008776	LOC117194972|XP_033255337.1|DMIR, LOC108159250|XP_017147861.1|DMIR	LOC6502524|XP_001959969.3|DANA
OG0008777	LOC117185756|XP_033246907.1|DMIR, LOC108159812|XP_017148870.2|DMIR	LOC6495858|XP_001959720.2|DANA
OG0008778	LOC108160518|XP_017150059.1|DMIR	LOC6496642|XP_001961318.1|DANA
OG0008779	LOC108159243|XP_017147858.1|DMIR	LOC6505148|XP_001965440.1|DANA
OG0008780	LOC108157551|XP_017145144.1|DMIR	LOC6499455|XP_001954603.1|DANA
OG0008781	LOC108162143|XP_017152219.1|DMIR	LOC6503609|XP_001964068.1|DANA
OG0008782	LOC108152109|XP_017136658.1|DMIR	LOC6493548|XP_032309596.1|DANA
OG0008783	LOC117187735|XP_033246422.1|DMIR, LOC117187736|XP_033246423.1|DMIR, LOC108157965|XP_033252690.1|DMIR	LOC6494429|XP_001960338.1|DANA
OG0008784	LOC108151787|XP_017136124.1|DMIR	LOC6493210|XP_014764253.1|DANA
OG0008785	LOC117190940|XP_033251827.1|DMIR, LOC117191870|XP_033252526.1|DMIR, LOC117192078|XP_033252672.1|DMIR, LOC117191812|XP_033252466.1|DMIR	LOC6493471|XP_014764401.1|DANA
OG0008786	LOC108161593|XP_017151368.1|DMIR, LOC108161490|XP_017151252.1|DMIR	LOC6498383|XP_001962682.2|DANA
OG0008787	LOC108152248|XP_017136943.1|DMIR	LOC6507309|XP_001956274.1|DANA
OG0008788	LOC108153088|XP_017138357.1|DMIR	LOC6493307|XP_001957493.1|DANA, LOC6493306|XP_032309865.1|DANA
OG0008789	LOC108153739|XP_017139358.1|DMIR	LOC6507393|XP_001956100.2|DANA
OG0008790	LOC117190023|XP_033251003.1|DMIR, LOC117187730|XP_033246406.1|DMIR, LOC117188054|XP_033247175.1|DMIR, LOC117188079|XP_033247292.1|DMIR, LOC117190389|XP_033251357.1|DMIR, LOC117188025|XP_033247052.1|DMIR, LOC108158391|XP_017146137.2|DMIR, LOC117188049|XP_033247155.1|DMIR	LOC6495423|XP_001958818.1|DANA
OG0008791	LOC117192080|XP_033252674.1|DMIR, LOC108159306|XP_017147967.1|DMIR	LOC6496050|XP_001960117.1|DANA
OG0008792	LOC117192859|XP_033253504.1|DMIR, LOC108160047|XP_017149280.1|DMIR	LOC6496131|XP_001960294.2|DANA
OG0008793	LOC108159346|XP_017148042.1|DMIR	LOC6496645|XP_001961322.1|DANA, LOC6496646|XP_001961323.1|DANA
OG0008794	LOC108163541|XP_017154387.1|DMIR	LOC6496831|XP_001963315.1|DANA
OG0008795	LOC108157699|XP_017145357.1|DMIR	LOC116655268|XP_032308773.1|DANA, LOC116655293|XP_032308821.1|DANA, LOC116655288|XP_032308800.1|DANA, LOC116655282|XP_032308793.1|DANA, LOC6500614|XP_032308765.1|DANA
OG0008796	LOC108157832|XP_017145524.1|DMIR, LOC108154363|XP_017140117.1|DMIR	LOC6499578|XP_001954352.1|DANA
OG0008797	LOC108155325|XP_017141549.2|DMIR	LOC6499685|XP_001954143.1|DANA
OG0008798	LOC108154063|XP_017139643.1|DMIR, LOC108157852|XP_017145545.1|DMIR	LOC6505960|XP_001964685.3|DANA
OG0008799	LOC108159129|XP_017147610.1|DMIR	LOC6496044|XP_001960108.1|DANA
OG0008801	LOC108153298|XP_017138677.1|DMIR, LOC117186662|XP_033243592.1|DMIR, LOC108152202|XP_017136850.1|DMIR, LOC108155713|XP_017142199.1|DMIR	LOC26514723|XP_014765659.1|DANA
OG0008805	LOC108164603|XP_033251709.1|DMIR	LOC6505005|XP_032307976.1|DANA
OG0008806	LOC117186230|XP_033242560.1|DMIR	LOC26514320|XP_014767271.1|DANA
OG0008807	LOC108152064|XP_017136578.1|DMIR	LOC6502273|XP_014759989.1|DANA
OG0008808	LOC108158725|XP_017146802.1|DMIR	LOC6503562|XP_001964154.2|DANA
OG0008809	LOC108157529|XP_017145121.1|DMIR	LOC6505692|XP_001964447.1|DANA
OG0008811	LOC108155127|XP_017141259.1|DMIR	LOC6505646|XP_001964538.2|DANA
OG0008813	LOC108153949|XP_033245234.1|DMIR	LOC6505842|XP_032305549.1|DANA
OG0008814	LOC108160427|XP_017149917.1|DMIR	LOC6494900|XP_001959463.1|DANA
OG0008815	LOC108165530|XP_017157090.1|DMIR	LOC6507545|XP_001955889.1|DANA
OG0008816	LOC108165435|XP_017156963.1|DMIR	LOC6493364|XP_001957604.1|DANA
OG0008819	LOC108158425|XP_017146194.1|DMIR	LOC6495511|XP_001959004.1|DANA
OG0008820	LOC108164048|XP_017155114.1|DMIR	LOC6505418|XP_001964886.1|DANA
OG0008821	LOC108156511|XP_033251162.1|DMIR	LOC6503612|XP_001964066.2|DANA
OG0008822	LOC108163844|XP_017154849.1|DMIR	LOC6498578|XP_032311283.1|DANA
OG0008825	LOC108150884|XP_017134682.1|DMIR	LOC6493288|XP_001957450.1|DANA
OG0008829	LOC108157595|XP_017145215.1|DMIR	LOC6502233|XP_001966032.1|DANA
OG0008830	LOC108165470|XP_017157013.1|DMIR	LOC6505098|XP_032307968.1|DANA
OG0008831	LOC108164553|XP_017155861.1|DMIR	LOC6504859|XP_001966466.1|DANA
OG0008832	LOC108164524|XP_017155806.1|DMIR	LOC6504654|XP_001966465.1|DANA
OG0008833	LOC108164693|XP_017156054.1|DMIR	LOC6503663|XP_032308575.1|DANA
OG0008834	LOC108157143|XP_017144536.1|DMIR	LOC6499885|XP_001953699.1|DANA
OG0008835	LOC108155917|XP_017142557.1|DMIR	LOC26514434|XP_014760920.1|DANA
OG0008836	LOC108159720|XP_017148730.1|DMIR	LOC6495573|XP_014763358.1|DANA
OG0008837	LOC108160179|XP_017149491.1|DMIR, LOC117190853|XP_033251771.1|DMIR	LOC6494147|XP_001960869.1|DANA
OG0008838	LOC108162245|XP_017152380.1|DMIR	LOC6505456|XP_001964916.2|DANA
OG0008839	LOC108159104|XP_017147566.1|DMIR, LOC117189848|XP_033250811.1|DMIR	LOC6495672|XP_001959358.1|DANA
OG0008840	LOC108163496|XP_017154309.2|DMIR	LOC6498183|XP_001962249.1|DANA
OG0008841	LOC108150815|XP_017134608.1|DMIR	LOC6493002|XP_032310158.1|DANA
OG0008842	LOC108158035|XP_033246582.1|DMIR	LOC6495904|XP_001959829.2|DANA
OG0008843	LOC108151181|XP_017135103.1|DMIR	LOC6493399|XP_001957671.2|DANA
OG0008845	LOC108163968|XP_017155013.1|DMIR	LOC6498191|XP_001962266.1|DANA
OG0008847	LOC108155596|XP_017142007.1|DMIR	LOC6500587|XP_001953524.2|DANA
OG0008848	LOC108159989|XP_017149186.1|DMIR, LOC117193344|XP_033253957.1|DMIR	LOC6494275|XP_001960619.2|DANA
OG0008849	LOC108155963|XP_017142637.1|DMIR	LOC6503924|XP_001963857.2|DANA
OG0008850	LOC108158374|XP_017146117.2|DMIR, LOC117190412|XP_033251380.1|DMIR, LOC108160930|XP_017150707.1|DMIR, LOC108157732|XP_017145396.2|DMIR	LOC6495058|XP_001959151.2|DANA
OG0008851	LOC108164281|XP_017155419.1|DMIR	LOC6498608|XP_001963151.3|DANA, LOC6498609|XP_001963152.2|DANA
OG0008852	LOC108157958|XP_017145592.1|DMIR	LOC6495199|XP_001958871.1|DANA
OG0008854	LOC108162677|XP_017153008.1|DMIR	LOC6497637|XP_001961663.1|DANA
OG0008855	LOC108157017|XP_017144316.1|DMIR	LOC6502098|XP_001966218.1|DANA
OG0008856	LOC108164488|XP_017155742.1|DMIR	LOC6496745|XP_032311654.1|DANA
OG0008857	LOC108152706|XP_017137717.1|DMIR	LOC6506429|XP_001957893.2|DANA
OG0008858	LOC108155976|XP_017142654.1|DMIR	LOC6499961|XP_032305546.1|DANA
OG0008859	LOC108153303|XP_017138696.1|DMIR	LOC6507313|XP_001956266.1|DANA
OG0008860	LOC108156416|XP_017143352.1|DMIR	LOC6505641|XP_001964545.1|DANA
OG0008861	LOC108160893|XP_017150651.1|DMIR	LOC6495237|XP_001958788.1|DANA
OG0008862	LOC108155251|XP_033245113.1|DMIR	LOC6499871|XP_001953734.1|DANA
OG0008863	LOC108163910|XP_017154927.1|DMIR	LOC6497749|XP_001961428.3|DANA
OG0008864	LOC117185776|XP_017150554.1|DMIR, LOC117192986|XP_033253606.1|DMIR, LOC108160831|XP_033253605.1|DMIR	LOC6496116|XP_001960262.1|DANA
OG0008865	LOC108162293|XP_017152443.1|DMIR	LOC6506128|XP_001965119.3|DANA
OG0008866	LOC108161843|XP_033249772.1|DMIR	LOC6497861|XP_032307641.1|DANA
OG0008867	LOC108153436|XP_017138934.1|DMIR	LOC6503989|XP_001963965.1|DANA
OG0008868	LOC108160954|XP_017150734.1|DMIR, LOC117193592|XP_033254221.1|DMIR	LOC6495561|XP_001959108.1|DANA
OG0008869	LOC108151432|XP_017135516.1|DMIR	LOC6493870|XP_032310010.1|DANA
OG0008870	LOC108152736|XP_017137770.1|DMIR	LOC6506301|XP_001958162.1|DANA
OG0008871	LOC108153000|XP_017138229.1|DMIR	LOC6493810|XP_014764543.1|DANA, LOC6506111|XP_001958528.1|DANA
OG0008872	LOC108163514|XP_017154335.1|DMIR	LOC6507070|XP_014760594.1|DANA
OG0008873	LOC108154487|XP_017140277.1|DMIR, LOC108163813|XP_017154792.1|DMIR	LOC6498239|XP_032307310.1|DANA
OG0008874	LOC117191440|XP_033252197.1|DMIR, LOC108160948|XP_017150728.2|DMIR, LOC117188458|XP_033248260.1|DMIR	LOC6495507|XP_001958998.1|DANA
OG0008875	LOC117193398|XP_033254038.1|DMIR, LOC108158179|XP_017145885.1|DMIR	LOC6494669|XP_001959899.1|DANA
OG0008876	LOC108164516|XP_017155791.1|DMIR	LOC6505343|XP_032308040.1|DANA
OG0008877	LOC108151911|XP_017136311.1|DMIR	LOC6506208|XP_001958341.1|DANA
OG0008878	LOC108162333|XP_017152514.1|DMIR	LOC6497200|XP_001962567.1|DANA
OG0008879	LOC117187995|XP_033246975.1|DMIR, LOC108159988|XP_017149185.2|DMIR	LOC6496287|XP_001960618.2|DANA
OG0008880	LOC108165471|XP_017157010.1|DMIR	LOC6501363|XP_001955078.1|DANA
OG0008881	LOC117193698|XP_033254315.1|DMIR, LOC108158313|XP_033246906.1|DMIR	LOC6496459|XP_001960951.1|DANA
OG0008882	LOC108162259|XP_017152396.1|DMIR	LOC6504553|XP_001964920.2|DANA
OG0008883	LOC108154106|XP_017139718.1|DMIR	LOC6501700|XP_001955795.1|DANA
OG0008884	LOC108156346|XP_017143235.1|DMIR	LOC6499560|XP_001954382.1|DANA
OG0008885	LOC108164067|XP_017155140.2|DMIR	LOC6497536|XP_001961887.1|DANA
OG0008886	LOC117192866|XP_033253511.1|DMIR, LOC108159655|XP_017148617.2|DMIR	LOC6496299|XP_032306750.1|DANA
OG0008887	LOC108158614|XP_033252545.1|DMIR, LOC117188169|XP_033247501.1|DMIR	LOC6495041|XP_001959183.1|DANA
OG0008888	LOC108153448|XP_017138956.2|DMIR	LOC6506455|XP_001957844.1|DANA
OG0008889	LOC108159520|XP_017148373.1|DMIR	LOC6496129|XP_001960290.1|DANA
OG0008890	LOC108156590|XP_017143618.1|DMIR, LOC117187158|XP_033245119.1|DMIR	LOC6502720|XP_001964380.2|DANA
OG0008891	LOC108152772|XP_017137839.1|DMIR	LOC6507696|XP_014765409.1|DANA
OG0008892	LOC108159898|XP_033246759.1|DMIR	LOC6494243|XP_001960674.1|DANA
OG0008893	LOC108151068|XP_017134936.1|DMIR	LOC6506605|XP_001957560.1|DANA
OG0008894	LOC108157759|XP_017145429.1|DMIR	LOC6501622|XP_001955623.2|DANA
OG0008895	LOC108155107|XP_017141229.1|DMIR	LOC6505812|XP_001964414.1|DANA
OG0008896	LOC117186139|XP_033242204.1|DMIR, LOC108151978|XP_017136432.2|DMIR	LOC6493244|XP_001957345.1|DANA
OG0008897	LOC108156491|XP_017143466.1|DMIR	LOC6505791|XP_001964382.1|DANA
OG0008898	LOC108159036|XP_017147449.1|DMIR	LOC6495806|XP_032306597.1|DANA
OG0008899	LOC108163001|XP_017153509.1|DMIR	LOC6497467|XP_001962020.1|DANA
OG0008900	LOC108162484|XP_017152723.1|DMIR	LOC6497655|XP_001961626.1|DANA
OG0008901	LOC108153613|XP_017139201.1|DMIR	LOC6507428|XP_032309879.1|DANA
OG0008903	LOC108162681|XP_017153015.1|DMIR	LOC6497894|XP_032307400.1|DANA
OG0008904	LOC117191422|XP_033252184.1|DMIR, LOC108159302|XP_017147963.1|DMIR	LOC6494551|XP_014762838.1|DANA
OG0008905	LOC108164486|XP_017155731.1|DMIR	LOC6505469|XP_032311776.1|DANA
OG0008906	LOC108153659|XP_033243546.1|DMIR	LOC6506476|XP_032310051.1|DANA
OG0008907	LOC108153905|XP_017139491.1|DMIR	LOC6503442|XP_001967490.1|DANA
OG0008908	LOC108155756|XP_017142285.1|DMIR	LOC6500446|XP_032312278.1|DANA
OG0008909	LOC108157691|XP_017145348.1|DMIR	LOC6499228|XP_001955066.1|DANA
OG0008910	LOC108157793|XP_017145476.1|DMIR	LOC6500557|XP_032307928.1|DANA
OG0008911	LOC108154645|XP_017140463.1|DMIR	LOC6505858|XP_032305532.1|DANA
OG0008912	LOC108154573|XP_017140362.1|DMIR	LOC6500975|XP_032305622.1|DANA
OG0008913	LOC108155404|XP_017141690.1|DMIR	LOC6506021|XP_001964788.1|DANA
OG0008914	LOC108156082|XP_017142859.1|DMIR	LOC6498962|XP_001955601.2|DANA, LOC6498963|XP_001955600.1|DANA
OG0008915	LOC108155431|XP_017141731.1|DMIR	LOC6499975|XP_001953508.1|DANA
OG0008916	LOC108162940|XP_017153415.1|DMIR	LOC6497409|XP_032307355.1|DANA
OG0008917	LOC108162381|XP_017152587.1|DMIR	LOC6505483|XP_001964938.1|DANA
OG0008919	LOC108162084|XP_017152127.1|DMIR	LOC6507392|XP_001965364.2|DANA
OG0008920	LOC108151041|XP_017134901.1|DMIR	LOC6507097|XP_001956675.1|DANA
OG0008921	LOC108162094|XP_017152145.1|DMIR	LOC26513678|XP_014762257.1|DANA
OG0008922	LOC108162335|XP_017152516.1|DMIR	LOC6504196|XP_032311866.1|DANA, LOC6497201|XP_001962566.2|DANA
OG0008923	LOC108160423|XP_017149914.2|DMIR, LOC117187953|XP_033246846.1|DMIR	LOC6496572|XP_001961180.1|DANA
OG0008924	LOC108158847|XP_017147057.1|DMIR, LOC117189620|XP_033250630.1|DMIR	LOC6495598|XP_001959174.2|DANA
OG0008925	LOC117193050|XP_033253674.1|DMIR, LOC108160372|XP_017149834.1|DMIR	LOC6495031|XP_001959204.1|DANA
OG0008926	LOC108158365|XP_017146108.1|DMIR, LOC117192913|XP_033253539.1|DMIR	LOC6494819|XP_014763005.1|DANA
OG0008927	LOC117193300|XP_033253930.1|DMIR, LOC108160307|XP_017149709.2|DMIR	LOC6496462|XP_014763838.1|DANA
OG0008928	LOC108160928|XP_017150703.1|DMIR	LOC6495535|XP_001959050.1|DANA
OG0008929	LOC117187912|XP_033246754.1|DMIR, LOC108159509|XP_017148357.2|DMIR	LOC6493986|XP_001961198.1|DANA
OG0008930	LOC108157334|XP_017144839.1|DMIR	LOC26515358|XP_014767420.1|DANA
OG0008931	LOC117193410|XP_033254051.1|DMIR, LOC108160881|XP_017150639.1|DMIR	LOC6496402|XP_001960839.1|DANA
OG0008932	LOC108159161|XP_017147656.1|DMIR, LOC117192583|XP_033253193.1|DMIR	LOC6494408|XP_001960388.1|DANA
OG0008933	LOC108158319|XP_017146049.1|DMIR	LOC6495276|XP_001958722.1|DANA
OG0008934	LOC108150779|XP_033242069.1|DMIR	LOC6502843|XP_014764617.1|DANA
OG0008935	LOC108159890|XP_017148995.1|DMIR	LOC6495545|XP_001959070.1|DANA
OG0008936	LOC117188134|XP_033247382.1|DMIR, LOC108160377|XP_017149844.2|DMIR	LOC6496104|XP_001960233.1|DANA
OG0008937	LOC117188456|XP_033248251.1|DMIR, LOC108158626|XP_017146591.2|DMIR	LOC6494337|XP_001960506.1|DANA
OG0008938	LOC108158950|XP_033247434.1|DMIR	LOC6496537|XP_001961095.1|DANA
OG0008939	LOC108160164|XP_017149473.2|DMIR, LOC117188040|XP_033247096.1|DMIR	LOC6494606|XP_001960021.1|DANA
OG0008940	LOC108159983|XP_017149171.1|DMIR, LOC117192857|XP_033253502.1|DMIR	LOC6494456|XP_001960289.1|DANA
OG0008941	LOC108163962|XP_017155007.1|DMIR	LOC6503551|XP_032308752.1|DANA
OG0008942	LOC108157289|XP_017144781.1|DMIR	LOC6505159|XP_001965458.3|DANA
OG0008943	LOC108162767|XP_017153146.1|DMIR	LOC6503037|XP_001963365.2|DANA
OG0008944	LOC108164939|XP_017156416.1|DMIR	LOC6503744|XP_001963821.1|DANA
OG0008945	LOC108152491|XP_017137356.1|DMIR	LOC6503709|XP_001963885.1|DANA
OG0008946	LOC108153382|XP_017138847.1|DMIR	LOC6503101|XP_001963424.1|DANA
OG0008947	LOC108165564|XP_017157127.1|DMIR	LOC6504699|XP_032309089.1|DANA
OG0008948	LOC108152267|XP_017136978.2|DMIR	LOC6504878|XP_032309246.1|DANA
OG0008949	LOC108165499|XP_017157046.1|DMIR	LOC26514506|XP_014765632.1|DANA
OG0008950	LOC108161527|XP_017151298.1|DMIR	LOC116655069|XP_032308014.1|DANA, LOC6505144|XP_001965433.2|DANA, LOC6504299|XP_001967689.2|DANA, LOC116656482|XP_032312034.1|DANA
OG0008951	LOC108165382|XP_033243476.1|DMIR	LOC6506551|XP_032310100.1|DANA
OG0008952	LOC108151036|XP_017134894.1|DMIR	LOC6505275|XP_001965666.1|DANA
OG0008953	LOC108153667|XP_017139270.1|DMIR	LOC6506264|XP_032310064.1|DANA
OG0008955	LOC108150858|XP_017134650.1|DMIR	LOC6507424|XP_001956041.1|DANA
OG0008956	LOC108151404|XP_017135481.1|DMIR	LOC26513708|XP_014765522.2|DANA
OG0008957	LOC108152297|XP_017137008.1|DMIR	LOC26514685|XP_032309769.1|DANA
OG0008958	LOC108152904|XP_017138038.1|DMIR	LOC6507788|XP_001956343.2|DANA
OG0008959	LOC108165609|XP_017157175.1|DMIR	LOC6507111|XP_032310802.1|DANA
OG0008960	LOC108152764|XP_017137825.1|DMIR	LOC6507137|XP_001956606.2|DANA
OG0008961	LOC108162809|XP_017153209.1|DMIR, LOC108162811|XP_017153211.2|DMIR	LOC6497616|XP_001961706.1|DANA
OG0008962	LOC108152934|XP_017138156.1|DMIR, LOC108154023|XP_017139605.1|DMIR	LOC6503662|XP_001963978.1|DANA
OG0008963	LOC108150932|XP_017134789.1|DMIR, LOC108164974|XP_017156478.1|DMIR	LOC6504990|XP_001965678.1|DANA
OG0008964	LOC108153629|XP_017139222.1|DMIR	LOC6503944|XP_001963889.3|DANA
OG0008965	LOC108163466|XP_017154250.1|DMIR	LOC26513846|XP_032311074.1|DANA
OG0008966	LOC108161503|XP_017151269.1|DMIR	LOC6497783|XP_001961443.1|DANA
OG0008968	LOC108161531|XP_017151300.1|DMIR	LOC6497996|XP_001961864.1|DANA
