Orthogroup	DMIR.longest_only	BCOP.longest_only
OG0005907	LOC108152528|XP_017137417.1|DMIR	LOC119078894|XP_037042519.1|BCOP
OG0005908	LOC108152600|XP_017137545.1|DMIR	LOC119066946|XP_037025560.1|BCOP
OG0005909	LOC108153351|XP_017138806.1|DMIR	LOC119066938|XP_037025550.1|BCOP
OG0005910	LOC117190673|XP_033251630.1|DMIR, LOC108158816|XP_017146994.1|DMIR	LOC119072299|XP_037033373.1|BCOP
OG0005911	LOC117190675|XP_033251634.1|DMIR, LOC108160689|XP_017150330.1|DMIR	LOC119072331|XP_037033413.1|BCOP
OG0005912	LOC108159447|XP_017148226.1|DMIR	LOC119071342|XP_037032123.1|BCOP
OG0005913	LOC108155880|XP_017142497.1|DMIR	LOC119086077|XP_037052547.1|BCOP
OG0005914	LOC108160318|XP_017149731.1|DMIR	LOC119066449|XP_037024845.1|BCOP
OG0005915	LOC108160319|XP_017149734.1|DMIR, LOC117192673|XP_033253286.1|DMIR	LOC119071557|XP_037032377.1|BCOP
OG0005916	LOC108159324|XP_017148005.1|DMIR	LOC119072394|XP_037033502.1|BCOP
OG0005917	LOC117193748|XP_033254369.1|DMIR, LOC108159785|XP_017148838.1|DMIR	LOC119070656|XP_037030982.1|BCOP
OG0005919	LOC108158803|XP_017146978.1|DMIR	LOC119072350|XP_037033433.1|BCOP
OG0005920	LOC108159672|XP_017148643.2|DMIR, LOC117193189|XP_033253827.1|DMIR	LOC119082659|XP_037048137.1|BCOP
OG0005921	LOC108151056|XP_017134920.1|DMIR	LOC119071535|XP_037032315.1|BCOP
OG0005922	LOC108154490|XP_017140283.1|DMIR	LOC119081723|XP_037046760.1|BCOP
OG0005923	LOC108151022|XP_017134871.1|DMIR	LOC119071802|XP_037032763.1|BCOP
OG0005924	LOC108151026|XP_017134875.1|DMIR	LOC119071818|XP_037032784.1|BCOP
OG0005925	LOC108151614|XP_017135800.1|DMIR	LOC119074216|XP_037036112.1|BCOP
OG0005926	LOC108164804|XP_017156215.1|DMIR	LOC119071570|XP_037032404.1|BCOP
OG0005927	LOC108156586|XP_017143612.1|DMIR	LOC119079583|XP_037043469.1|BCOP
OG0005928	LOC108152521|XP_017137410.1|DMIR	LOC119071594|XP_037032441.1|BCOP
OG0005929	LOC108153372|XP_017138831.1|DMIR	LOC119079365|XP_037043113.1|BCOP
OG0005930	LOC108159851|XP_017148932.1|DMIR	LOC119072076|XP_037033119.1|BCOP
OG0005931	LOC108160519|XP_017150063.1|DMIR, LOC117193672|XP_033254299.1|DMIR	LOC119072083|XP_037033135.1|BCOP
OG0005932	LOC108158771|XP_017146887.2|DMIR	LOC119077366|XP_037040446.1|BCOP
OG0005933	LOC117192820|XP_033253476.1|DMIR, LOC108159049|XP_017147470.1|DMIR	LOC119071236|XP_037031964.1|BCOP
OG0005934	LOC108159397|XP_017148121.1|DMIR	LOC119078256|XP_037041645.1|BCOP
OG0005935	LOC108152623|XP_017137582.1|DMIR	LOC119078728|XP_037042305.1|BCOP
OG0005936	LOC108162991|XP_017153492.1|DMIR	LOC119084196|XP_037049969.1|BCOP, LOC119076286|XP_037038843.1|BCOP
OG0005937	LOC108152457|XP_017137310.1|DMIR	LOC119072330|XP_037033412.1|BCOP
OG0005938	LOC108160743|XP_033246833.1|DMIR	LOC119071234|XP_037031963.1|BCOP
OG0005939	LOC108164534|XP_017155822.1|DMIR	LOC119074205|XP_037036096.1|BCOP
OG0005940	LOC117187939|XP_033246825.1|DMIR, LOC108159760|XP_017148806.2|DMIR	LOC119072067|XP_037033097.1|BCOP
OG0005941	LOC108160729|XP_017150402.1|DMIR, LOC117185716|XP_033251440.1|DMIR	LOC119071157|XP_037031803.1|BCOP
OG0005942	LOC117193208|XP_033253856.1|DMIR, LOC108160545|XP_017150098.1|DMIR	LOC119079018|XP_037042686.1|BCOP
OG0005943	LOC117192677|XP_033253292.1|DMIR, LOC108159204|XP_017147762.1|DMIR	LOC119079019|XP_037042691.1|BCOP
OG0005944	LOC108159652|XP_017148609.1|DMIR	LOC119079036|XP_037042718.1|BCOP
OG0005945	LOC117193896|XP_033254469.1|DMIR, LOC108159480|XP_017148298.1|DMIR	LOC119079022|XP_037042696.1|BCOP
OG0005946	LOC108160908|XP_017150670.1|DMIR	LOC119066638|XP_037025100.1|BCOP
OG0005947	LOC117193412|XP_033254053.1|DMIR, LOC108160530|XP_017150079.1|DMIR	LOC119083163|XP_037048702.1|BCOP
OG0005948	LOC108153460|XP_017138979.1|DMIR	LOC119080530|XP_037044836.1|BCOP
OG0005949	LOC108153566|XP_017139131.1|DMIR	LOC119071098|XP_037031638.1|BCOP
OG0005950	LOC108161628|XP_017151417.1|DMIR	LOC119078732|XP_037042310.1|BCOP
OG0005951	LOC108151997|XP_017136455.1|DMIR	LOC119071164|XP_037031820.1|BCOP, LOC119071374|XP_037032133.1|BCOP
OG0005952	LOC108161627|XP_017151415.1|DMIR	LOC119078806|XP_037042404.1|BCOP
OG0005953	LOC108162671|XP_017153003.1|DMIR	LOC119078808|XP_037042408.1|BCOP
OG0005954	LOC108162751|XP_017153119.2|DMIR	LOC119078811|XP_037042410.1|BCOP
OG0005955	LOC108157030|XP_017144332.1|DMIR	LOC119071032|XP_037031522.1|BCOP
OG0005956	LOC108159624|XP_017148569.2|DMIR, LOC117187817|XP_033246568.1|DMIR	LOC119077042|XP_037040064.1|BCOP
OG0005957	LOC108156301|XP_017143174.1|DMIR	LOC119083515|XP_037049127.1|BCOP
OG0005958	LOC108157272|XP_033245436.1|DMIR	LOC119071452|XP_037032197.1|BCOP
OG0005959	LOC108162971|XP_017153458.1|DMIR	LOC119066092|XP_037024259.1|BCOP
OG0005960	LOC108153261|XP_017138615.1|DMIR	LOC119072879|XP_037034084.1|BCOP
OG0005961	LOC108159860|XP_017148948.1|DMIR	LOC119072576|XP_037033718.1|BCOP
OG0005962	LOC108158402|XP_017146148.1|DMIR	LOC119068486|XP_037027992.1|BCOP
OG0005963	LOC108163462|XP_017154247.2|DMIR	LOC119085827|XP_037052223.1|BCOP
OG0005964	LOC108160013|XP_017149234.1|DMIR	LOC119066098|XP_037024264.1|BCOP
OG0005965	LOC117192959|XP_033253572.1|DMIR, LOC108158799|XP_017146975.1|DMIR	LOC119074206|XP_037036097.1|BCOP
OG0005966	LOC108158924|XP_017147216.1|DMIR, LOC117189820|XP_033250769.1|DMIR	LOC119071380|XP_037032136.1|BCOP
OG0005967	LOC108160687|XP_017150329.2|DMIR, LOC108160679|XP_033248381.1|DMIR	LOC119072659|XP_037033810.1|BCOP
OG0005968	LOC108160351|XP_017149802.1|DMIR, LOC117193154|XP_033253775.1|DMIR	LOC119072660|XP_037033813.1|BCOP
OG0005969	LOC117188315|XP_033247855.1|DMIR	LOC119071151|XP_037031786.1|BCOP
OG0005970	LOC108153224|XP_017138543.1|DMIR	LOC119066920|XP_037025516.1|BCOP
OG0005971	LOC108159007|XP_017147370.1|DMIR	LOC119086006|XP_037052478.1|BCOP
OG0005972	LOC108152438|XP_017137259.1|DMIR	LOC119071659|XP_037032518.1|BCOP
OG0005973	LOC108152953|XP_017138141.1|DMIR	LOC119072332|XP_037033415.1|BCOP
OG0005974	LOC108151626|XP_017135814.1|DMIR	LOC119072337|XP_037033420.1|BCOP
OG0005975	LOC108152653|XP_017137636.1|DMIR	LOC119072340|XP_037033421.1|BCOP
OG0005976	LOC108155561|XP_017141943.1|DMIR	LOC119076905|XP_037039815.1|BCOP
OG0005977	LOC108158623|XP_017146588.1|DMIR	LOC119066826|XP_037025381.1|BCOP, LOC119066828|XP_037025383.1|BCOP
OG0005978	LOC108160356|XP_017149812.1|DMIR	LOC119071000|XP_037031489.1|BCOP
OG0005979	LOC108159853|XP_017148934.1|DMIR	LOC119071223|XP_037031932.1|BCOP
OG0005980	LOC108159635|XP_017148585.1|DMIR	LOC119072180|XP_037033235.1|BCOP
OG0005981	LOC108156598|XP_033241974.1|DMIR	LOC119076593|XP_037039334.1|BCOP
OG0005982	LOC108160040|XP_017149272.1|DMIR, LOC117190639|XP_033251577.1|DMIR	LOC119072179|XP_037033234.1|BCOP
OG0005983	LOC108161860|XP_017151767.1|DMIR	LOC119077693|XP_037040853.1|BCOP
OG0005984	LOC108162025|XP_033243406.1|DMIR	LOC119068838|XP_037028527.1|BCOP
OG0005985	LOC108155248|XP_017141434.1|DMIR	LOC119076613|XP_037039367.1|BCOP
OG0005986	LOC108164568|XP_017155875.1|DMIR	LOC119076795|XP_037039653.1|BCOP
OG0005987	LOC108160089|XP_033242991.1|DMIR	LOC119068225|XP_037027624.1|BCOP
OG0005988	LOC108160830|XP_017150552.1|DMIR	LOC119071889|XP_037032883.1|BCOP
OG0005989	LOC108160244|XP_017149592.1|DMIR	LOC119071663|XP_037032525.1|BCOP
OG0005990	LOC108159735|XP_017148759.1|DMIR	LOC119074246|XP_037036166.1|BCOP
OG0005991	LOC108158954|XP_017147270.1|DMIR, LOC117194197|XP_033254743.1|DMIR	LOC119085323|XP_037051600.1|BCOP
OG0005992	LOC108151422|XP_017135502.1|DMIR	LOC119072063|XP_037033093.1|BCOP
OG0005993	LOC108151423|XP_033243876.1|DMIR	LOC119078807|XP_037042406.1|BCOP
OG0005994	LOC108151377|XP_017135427.1|DMIR	LOC119071077|XP_037031609.1|BCOP
OG0005995	LOC108153559|XP_017139121.1|DMIR	LOC119071062|XP_037031589.1|BCOP
OG0005996	LOC108152353|XP_017137114.1|DMIR	LOC119071094|XP_037031632.1|BCOP
OG0005997	LOC117192568|XP_033253172.1|DMIR, LOC108160078|XP_017149334.1|DMIR	LOC119072510|XP_037033648.1|BCOP
OG0005998	LOC108153765|XP_017139393.1|DMIR	LOC119072508|XP_037033646.1|BCOP
OG0005999	LOC108153369|XP_033242874.1|DMIR	LOC119072368|XP_037033459.1|BCOP
OG0006000	LOC117194024|XP_033254542.1|DMIR, LOC108158780|XP_017146943.1|DMIR	LOC119082270|XP_037047632.1|BCOP
OG0006001	LOC108150892|XP_033243424.1|DMIR	LOC119076541|XP_037039233.1|BCOP
OG0006002	LOC117190958|XP_033251842.1|DMIR, LOC108160581|XP_017150164.1|DMIR	LOC119082369|XP_037047788.1|BCOP
OG0006003	LOC108152673|XP_017137658.1|DMIR	LOC119071747|XP_037032674.1|BCOP
OG0006004	LOC108154111|XP_017139725.1|DMIR	LOC119073162|XP_037034359.1|BCOP, LOC119073174|XP_037034376.1|BCOP
OG0006005	LOC117193628|XP_033254262.1|DMIR, LOC108158919|XP_017147207.1|DMIR	LOC119071669|XP_037032542.1|BCOP
OG0006006	LOC117193818|XP_033254420.1|DMIR, LOC117192841|XP_033253489.1|DMIR, LOC108159696|XP_017148697.1|DMIR	LOC119076116|XP_037038673.1|BCOP
OG0006007	LOC108159267|XP_017147914.1|DMIR	LOC119071479|XP_037032224.1|BCOP
OG0006008	LOC108163049|XP_017153608.1|DMIR	LOC119066936|XP_037025544.1|BCOP
OG0006010	LOC108152107|XP_033242256.1|DMIR	LOC119080996|XP_037045547.1|BCOP
OG0006011	LOC108151530|XP_017135671.1|DMIR, LOC117192615|XP_033253229.1|DMIR	LOC119071753|XP_037032684.1|BCOP
OG0006012	LOC108151992|XP_017136447.1|DMIR	LOC119071851|XP_037032805.1|BCOP
OG0006013	LOC117192334|XP_033252873.1|DMIR, LOC108159517|XP_033246346.1|DMIR	LOC119071855|XP_037032808.1|BCOP
OG0006014	LOC108152113|XP_017136678.1|DMIR	LOC119074805|XP_037036984.1|BCOP
OG0006015	LOC117190908|XP_033251810.1|DMIR, LOC108158169|XP_017145879.1|DMIR	LOC119071345|XP_037032127.1|BCOP
OG0006016	LOC108159585|XP_017148522.1|DMIR, LOC117194195|XP_033254739.1|DMIR	LOC119085318|XP_037051594.1|BCOP
OG0006017	LOC117191579|XP_033252297.1|DMIR, LOC108160376|XP_017149843.1|DMIR	LOC119074251|XP_037036170.1|BCOP
OG0006018	LOC108160134|XP_017149417.1|DMIR	LOC119085520|XP_037051830.1|BCOP, LOC119085320|XP_037051596.1|BCOP
OG0006019	LOC117188136|XP_033247385.1|DMIR, LOC108160380|XP_017149847.1|DMIR	LOC119076722|XP_037039537.1|BCOP
OG0006020	LOC108151788|XP_017136126.1|DMIR	LOC119082865|XP_037048423.1|BCOP
OG0006021	LOC108151379|XP_033243797.1|DMIR	LOC119076290|XP_037038846.1|BCOP
OG0006022	LOC108162579|XP_017152881.1|DMIR	LOC119066522|XP_037024935.1|BCOP
OG0006023	LOC108156350|XP_017143240.1|DMIR	LOC119071971|XP_037032999.1|BCOP
OG0006024	LOC108163473|XP_017154268.1|DMIR	LOC119076578|XP_037039269.1|BCOP
OG0006025	LOC117189718|XP_033250696.1|DMIR, LOC108159799|XP_033246498.1|DMIR	LOC119071490|XP_037032237.1|BCOP
OG0006026	LOC108157695|XP_017145354.1|DMIR	LOC119069420|XP_037029367.1|BCOP
OG0006027	LOC117190081|XP_033251054.1|DMIR, LOC108159684|XP_017148668.1|DMIR	LOC119075526|XP_037037892.1|BCOP
OG0006028	LOC108160381|XP_017149848.1|DMIR	LOC119071846|XP_037032799.1|BCOP
OG0006029	LOC108158955|XP_017147271.1|DMIR, LOC117194198|XP_033254744.1|DMIR	LOC119085372|XP_037051648.1|BCOP
OG0006030	LOC108157207|XP_017144644.1|DMIR	LOC119078234|XP_037041591.1|BCOP
OG0006031	LOC117190119|XP_033251097.1|DMIR, LOC108160548|XP_017150104.1|DMIR	LOC119072606|XP_037033756.1|BCOP
OG0006032	LOC108160568|XP_017150144.1|DMIR	LOC119080322|XP_037044495.1|BCOP, LOC119077220|XP_037040296.1|BCOP
OG0006033	LOC108159103|XP_017147562.1|DMIR	LOC119071485|XP_037032231.1|BCOP, LOC119080365|XP_037044557.1|BCOP
OG0006034	LOC108156715|XP_017143853.1|DMIR	LOC119070112|XP_037030321.1|BCOP
OG0006035	LOC108155191|XP_017141351.1|DMIR	LOC119071936|XP_037032954.1|BCOP
OG0006036	LOC108161788|XP_017151626.1|DMIR	LOC119072747|XP_037033929.1|BCOP
OG0006037	LOC108160655|XP_017150280.1|DMIR	LOC119078994|XP_037042653.1|BCOP
OG0006038	LOC108155140|XP_017141282.1|DMIR	LOC119071384|XP_037032148.1|BCOP
OG0006039	LOC108159975|XP_017149151.2|DMIR, LOC117188036|XP_033247077.1|DMIR	LOC119071143|XP_037031766.1|BCOP
OG0006040	LOC108160523|XP_017150068.1|DMIR, LOC117189969|XP_033250942.1|DMIR	LOC119072465|XP_037033584.1|BCOP
OG0006041	LOC108162772|XP_017153160.1|DMIR	LOC119070414|XP_037030649.1|BCOP
OG0006042	LOC108158938|XP_017147237.1|DMIR, LOC117185712|XP_033253397.1|DMIR	LOC119085124|XP_037051284.1|BCOP
OG0006043	LOC108153363|XP_017138819.2|DMIR	LOC119074195|XP_037036084.1|BCOP
OG0006044	LOC108152791|XP_017137862.1|DMIR	LOC119078997|XP_037042657.1|BCOP
OG0006045	LOC108160484|XP_017149995.1|DMIR	LOC119080220|XP_037044356.1|BCOP
OG0006046	LOC108159879|XP_017148980.1|DMIR	LOC119066435|XP_037024821.1|BCOP
OG0006047	LOC108152298|XP_017137009.1|DMIR	LOC119066444|XP_037024836.1|BCOP
OG0006048	LOC108152754|XP_017137803.1|DMIR	LOC119082343|XP_037047751.1|BCOP
OG0006049	LOC108157247|XP_017144714.1|DMIR	LOC119076216|XP_037038762.1|BCOP
OG0006050	LOC108156379|XP_017143281.1|DMIR	LOC119068306|XP_037027741.1|BCOP
OG0006051	LOC108163332|XP_017154062.1|DMIR	LOC119071974|XP_037033004.1|BCOP
OG0006052	LOC108159744|XP_017148771.1|DMIR, LOC117192519|XP_033253104.1|DMIR	LOC119071914|XP_037032927.1|BCOP
OG0006053	LOC108151502|XP_017135633.1|DMIR	LOC119069386|XP_037029338.1|BCOP
OG0006054	LOC108164429|XP_033250299.1|DMIR	LOC119085047|XP_037051154.1|BCOP
OG0006055	LOC108154826|XP_017140716.1|DMIR	LOC119083481|XP_037049100.1|BCOP
OG0006056	LOC108158940|XP_017147249.1|DMIR	LOC119085122|XP_037051282.1|BCOP
OG0006057	LOC108151201|XP_017135164.1|DMIR	LOC119066104|XP_037024276.1|BCOP
OG0006058	LOC108156970|XP_017144247.1|DMIR	LOC119072193|XP_037033255.1|BCOP
OG0006059	LOC108152295|XP_017137006.1|DMIR	LOC119066387|XP_037024715.1|BCOP
OG0006060	LOC108152296|XP_017137007.1|DMIR	LOC119066389|XP_037024717.1|BCOP
OG0006061	LOC108157279|XP_017144769.1|DMIR	LOC119081197|XP_037045808.1|BCOP
OG0006062	LOC108154224|XP_017139940.1|DMIR	LOC119084502|XP_037050416.1|BCOP
OG0006063	LOC108162602|XP_017152910.1|DMIR	LOC119073074|XP_037034282.1|BCOP, LOC119082170|XP_037047480.1|BCOP
OG0006064	LOC117193156|XP_033253779.1|DMIR, LOC108158573|XP_017146498.1|DMIR	LOC119071546|XP_037032340.1|BCOP
OG0006065	LOC108165526|XP_017157086.1|DMIR	LOC119079251|XP_037042928.1|BCOP, LOC119079704|XP_037043656.1|BCOP
OG0006066	LOC108160556|XP_017150117.1|DMIR	LOC119072181|XP_037033236.1|BCOP
OG0006067	LOC117192669|XP_033253281.1|DMIR, LOC108159724|XP_017148735.1|DMIR	LOC119072156|XP_037033203.1|BCOP
OG0006068	LOC108153492|XP_017139026.1|DMIR	LOC119070409|XP_037030631.1|BCOP
OG0006070	LOC108153365|XP_017138821.1|DMIR	LOC119083289|XP_037048877.1|BCOP
OG0006071	LOC108157461|XP_017145023.1|DMIR	LOC119085558|XP_037051877.1|BCOP
OG0006072	LOC108165534|XP_017157097.1|DMIR	LOC119071330|XP_037032109.1|BCOP
OG0006073	LOC108151835|XP_017136200.1|DMIR	LOC119077788|XP_037040990.1|BCOP, LOC119077793|XP_037040996.1|BCOP
OG0006074	LOC108156876|XP_017144097.1|DMIR	LOC119085110|XP_037051259.1|BCOP
OG0006075	LOC108155978|XP_017142659.1|DMIR	LOC119084910|XP_037050961.1|BCOP
OG0006076	LOC108159249|XP_017147860.1|DMIR	LOC119083538|XP_037049155.1|BCOP
OG0006077	LOC108152410|XP_017137209.1|DMIR	LOC119079857|XP_037043825.1|BCOP
OG0006078	LOC108152411|XP_017137213.1|DMIR	LOC119079859|XP_037043828.1|BCOP
OG0006079	LOC108151902|XP_017136300.1|DMIR	LOC119082528|XP_037047936.1|BCOP, LOC119082563|XP_037047984.1|BCOP
OG0006080	LOC108152700|XP_017137710.1|DMIR	LOC119066844|XP_037025407.1|BCOP
OG0006081	LOC108158806|XP_017146982.2|DMIR, LOC117188311|XP_033247844.1|DMIR	LOC119086037|XP_037052506.1|BCOP
OG0006082	LOC108158815|XP_017146993.1|DMIR, LOC117194014|XP_033254537.1|DMIR	LOC119067594|XP_037026587.1|BCOP
OG0006083	LOC108151416|XP_017135493.1|DMIR	LOC119066876|XP_037025445.1|BCOP
OG0006084	LOC108152819|XP_017137899.1|DMIR	LOC119071013|XP_037031510.1|BCOP
OG0006085	LOC108155505|XP_017141834.1|DMIR	LOC119066865|XP_037025430.1|BCOP
OG0006086	LOC108153476|XP_017138999.1|DMIR	LOC119066857|XP_037025421.1|BCOP
OG0006087	LOC108159257|XP_017147882.1|DMIR	LOC119072401|XP_037033506.1|BCOP
OG0006088	LOC108151260|XP_017135267.1|DMIR	LOC119083178|XP_037048733.1|BCOP
OG0006089	LOC108151097|XP_017134980.1|DMIR	LOC119085994|XP_037052460.1|BCOP
OG0006090	LOC108151273|XP_017135288.1|DMIR	LOC119071616|XP_037032450.1|BCOP
OG0006091	LOC108151853|XP_017136227.2|DMIR	LOC119071710|XP_037032599.1|BCOP
OG0006092	LOC108162375|XP_017152582.1|DMIR	LOC119071752|XP_037032682.1|BCOP
OG0006093	LOC117191495|XP_033252238.1|DMIR, LOC108159563|XP_017148490.1|DMIR	LOC119066903|XP_037025488.1|BCOP
OG0006094	LOC108151400|XP_017135476.1|DMIR	LOC119079617|XP_037043508.1|BCOP
OG0006095	LOC117193379|XP_033253995.1|DMIR, LOC108159086|XP_017147531.1|DMIR	LOC119082030|XP_037047248.1|BCOP
OG0006096	LOC108158541|XP_017146439.1|DMIR	LOC119066557|XP_037024998.1|BCOP
OG0006097	LOC108152598|XP_033243136.1|DMIR	LOC119074212|XP_037036104.1|BCOP
OG0006098	LOC108162691|XP_017153030.1|DMIR	LOC119076312|XP_037038874.1|BCOP
OG0006099	LOC108158314|XP_033247071.1|DMIR, LOC117192249|XP_033252804.1|DMIR	LOC119071377|XP_037032132.1|BCOP
OG0006100	LOC108160634|XP_017150252.1|DMIR, LOC117191188|XP_033252020.1|DMIR	LOC119072081|XP_037033132.1|BCOP
OG0006101	LOC108163188|XP_033249062.1|DMIR	LOC119072071|XP_037033102.1|BCOP
OG0006102	LOC117194026|XP_033254544.1|DMIR, LOC108160447|XP_017149947.2|DMIR	LOC119078782|XP_037042389.1|BCOP
OG0006103	LOC108164783|XP_017156222.1|DMIR	LOC119076107|XP_037038662.1|BCOP
OG0006104	LOC108164668|XP_017156010.1|DMIR	LOC119076132|XP_037038700.1|BCOP
OG0006105	LOC108164619|XP_017155946.1|DMIR	LOC119076070|XP_037038609.1|BCOP
OG0006106	LOC108153456|XP_017138965.1|DMIR	LOC119071898|XP_037032895.1|BCOP
OG0006107	LOC108159593|XP_017148533.1|DMIR	LOC119071551|XP_037032367.1|BCOP
OG0006108	LOC108153238|XP_017138565.1|DMIR	LOC119071583|XP_037032425.1|BCOP
OG0006109	LOC108153007|XP_017138243.1|DMIR	LOC119070641|XP_037030965.1|BCOP
OG0006110	LOC108152645|XP_017137625.1|DMIR	LOC119082016|XP_037047228.1|BCOP
OG0006111	LOC117192600|XP_033253204.1|DMIR, LOC108159331|XP_017148016.1|DMIR	LOC119066396|XP_037024725.1|BCOP
OG0006112	LOC117190762|XP_033251715.1|DMIR, LOC108159507|XP_017148354.1|DMIR	LOC119076938|XP_037039872.1|BCOP
OG0006113	LOC108153325|XP_017138731.1|DMIR	LOC119076933|XP_037039865.1|BCOP
OG0006114	LOC108154732|XP_017140587.1|DMIR	LOC119071894|XP_037032890.1|BCOP
OG0006115	LOC108159313|XP_017147976.1|DMIR	LOC119066191|XP_037024400.1|BCOP, LOC119066193|XP_037024402.1|BCOP
OG0006116	LOC117189609|XP_033250622.1|DMIR, LOC108160333|XP_017149753.1|DMIR	LOC119083477|XP_037049093.1|BCOP
OG0006117	LOC108159861|XP_017148949.1|DMIR	LOC119066416|XP_037024784.1|BCOP
OG0006118	LOC117187696|XP_033246296.1|DMIR, LOC108160841|XP_033252161.1|DMIR	LOC119070999|XP_037031487.1|BCOP
OG0006119	LOC117188141|XP_033247422.1|DMIR, LOC108160770|XP_017150460.2|DMIR	LOC119071804|XP_037032765.1|BCOP
OG0006120	LOC108159609|XP_017148552.1|DMIR, LOC117193560|XP_033254198.1|DMIR	LOC119069086|XP_037028868.1|BCOP
OG0006121	LOC108152529|XP_017137423.1|DMIR	LOC119072984|XP_037034204.1|BCOP, LOC119066820|XP_037025362.1|BCOP
OG0006122	LOC108164426|XP_017155595.1|DMIR	LOC119072876|XP_037034077.1|BCOP
OG0006123	LOC108160809|XP_033247561.1|DMIR	LOC119086011|XP_037052482.1|BCOP
OG0006124	LOC108156723|XP_017143863.1|DMIR	LOC119069553|XP_037029528.1|BCOP
OG0006125	LOC108152579|XP_017137505.1|DMIR	LOC119072491|XP_037033625.1|BCOP
OG0006126	LOC108152063|XP_017136566.1|DMIR	LOC119082157|XP_037047461.1|BCOP
OG0006127	LOC108152432|XP_033242708.1|DMIR	LOC119085386|XP_037051674.1|BCOP
OG0006128	LOC108153138|XP_017138423.1|DMIR	LOC119071089|XP_037031626.1|BCOP
OG0006129	LOC108152496|XP_017137360.1|DMIR	LOC119066839|XP_037025397.1|BCOP
OG0006130	LOC108150874|XP_017134670.1|DMIR	LOC119071397|XP_037032169.1|BCOP
OG0006131	LOC108151033|XP_017134882.1|DMIR	LOC119066622|XP_037025078.1|BCOP
OG0006132	LOC108151037|XP_017134893.1|DMIR	LOC119066626|XP_037025083.1|BCOP
OG0006133	LOC108150875|XP_017134671.1|DMIR	LOC119076571|XP_037039261.1|BCOP
OG0006134	LOC108151692|XP_033242155.1|DMIR	LOC119081718|XP_037046751.1|BCOP
OG0006135	LOC108150870|XP_017134662.1|DMIR	LOC119080940|XP_037045458.1|BCOP
OG0006136	LOC108152580|XP_017137510.1|DMIR	LOC119084891|XP_037050933.1|BCOP
OG0006137	LOC108165506|XP_017157052.1|DMIR	LOC119071326|XP_037032106.1|BCOP
OG0006138	LOC117191114|XP_033251967.1|DMIR, LOC108160586|XP_017150169.1|DMIR	LOC119072972|XP_037034183.1|BCOP
OG0006139	LOC108159048|XP_017147466.1|DMIR	LOC119074258|XP_037036175.1|BCOP
OG0006141	LOC108160660|XP_033247548.1|DMIR	LOC119071402|XP_037032174.1|BCOP
OG0006142	LOC108150925|XP_017134745.1|DMIR	LOC119071239|XP_037031969.1|BCOP
OG0006143	LOC108152571|XP_017137498.1|DMIR	LOC119085468|XP_037051779.1|BCOP
OG0006144	LOC108153222|XP_017138539.1|DMIR	LOC119085466|XP_037051778.1|BCOP
OG0006145	LOC108152139|XP_017136726.1|DMIR	LOC119071674|XP_037032549.1|BCOP
OG0006146	LOC108162196|XP_017152291.1|DMIR	LOC119070075|XP_037030270.1|BCOP
OG0006147	LOC108157089|XP_017144442.1|DMIR	LOC119074491|XP_037036537.1|BCOP
OG0006148	LOC108151579|XP_017135745.1|DMIR	LOC119084009|XP_037049717.1|BCOP
OG0006149	LOC108152944|XP_017138128.1|DMIR	LOC119066200|XP_037024415.1|BCOP
OG0006150	LOC108152941|XP_017138125.1|DMIR	LOC119070755|XP_037031125.1|BCOP
OG0006151	LOC108162591|XP_017152897.1|DMIR	LOC119081044|XP_037045644.1|BCOP
OG0006152	LOC108157142|XP_017144534.1|DMIR	LOC119069950|XP_037030072.1|BCOP
OG0006153	LOC108159189|XP_017147732.2|DMIR, LOC117185753|XP_033246294.1|DMIR	LOC119074343|XP_037036331.1|BCOP
OG0006154	LOC108157484|XP_017145063.1|DMIR	LOC119078163|XP_037041533.1|BCOP, LOC119071214|XP_037032260.1|BCOP, LOC119070451|XP_037031082.1|BCOP, LOC119085979|XP_037052439.1|BCOP, LOC119068594|XP_037028143.1|BCOP, LOC119068785|XP_037028821.1|BCOP
OG0006155	LOC108155779|XP_017142327.1|DMIR	LOC119074710|XP_037036893.1|BCOP
OG0006156	LOC108156190|XP_017143010.1|DMIR	LOC119078045|XP_037041355.1|BCOP
OG0006158	LOC108152895|XP_017138029.1|DMIR	LOC119085441|XP_037051754.1|BCOP
OG0006159	LOC117188154|XP_033247455.1|DMIR, LOC108160468|XP_017149974.2|DMIR	LOC119071269|XP_037032029.1|BCOP
OG0006160	LOC117190743|XP_033251693.1|DMIR, LOC108159120|XP_017147592.1|DMIR	LOC119083107|XP_037048634.1|BCOP
OG0006161	LOC117193815|XP_033254417.1|DMIR, LOC117193500|XP_033254141.1|DMIR, LOC108159273|XP_017147921.1|DMIR	LOC119068982|XP_037028751.1|BCOP
OG0006162	LOC108164414|XP_017155578.1|DMIR	LOC119080070|XP_037044185.1|BCOP
OG0006165	LOC108153631|XP_017139224.1|DMIR	LOC119071010|XP_037031504.1|BCOP
OG0006181	LOC108156240|XP_017143077.1|DMIR	LOC119069285|XP_037029248.1|BCOP
OG0006182	LOC108157187|XP_017144604.1|DMIR	LOC119081766|XP_037046858.1|BCOP
OG0006183	LOC108154941|XP_017140919.1|DMIR	LOC119082406|XP_037047835.1|BCOP
OG0006184	LOC108156225|XP_017143053.1|DMIR	LOC119067784|XP_037026820.1|BCOP
