Orthogroup	DMIR.longest_only	AEAL.longest_only
OG0005198	LOC108153027|XP_017138271.1|DMIR	LOC109417311|XP_019546955.2|AEAL
OG0005199	LOC108159739|XP_017148765.1|DMIR, LOC117192800|XP_033253447.1|DMIR	LOC109414976|XP_019544364.2|AEAL
OG0005200	LOC117185740|XP_033250884.1|DMIR, LOC108159957|XP_017149116.1|DMIR	LOC109414995|XP_029728974.1|AEAL
OG0005201	LOC108158557|XP_017146462.1|DMIR, LOC117191352|XP_033252137.1|DMIR	LOC109398186|XP_019526049.2|AEAL
OG0005202	LOC108160002|XP_017149215.2|DMIR, LOC117187989|XP_033246955.1|DMIR	LOC109405972|XP_029732835.1|AEAL
OG0005203	LOC108159216|XP_017147785.1|DMIR	LOC109411800|XP_029709908.1|AEAL
OG0005204	LOC108163631|XP_017154526.1|DMIR	LOC115254166|XP_029728215.1|AEAL, LOC109414488|XP_029728227.1|AEAL
OG0005205	LOC108163930|XP_017154952.1|DMIR	LOC109414487|XP_019543883.2|AEAL, LOC109421517|XP_029728228.1|AEAL
OG0005206	LOC108160120|XP_017149402.1|DMIR	LOC109622268|XP_019932087.2|AEAL, LOC109414463|XP_029728192.1|AEAL, LOC115266396|XP_029728494.1|AEAL
OG0005207	LOC108158730|XP_017146823.1|DMIR	LOC109621250|XP_029728194.1|AEAL, LOC109414459|XP_029728162.1|AEAL, LOC115266328|XP_029728276.1|AEAL
OG0005208	LOC108158163|XP_017145875.1|DMIR, LOC117194040|XP_033254576.1|DMIR	LOC115266307|XP_029728159.1|AEAL, LOC109414453|XP_019543827.3|AEAL
OG0005209	LOC108163559|XP_017154413.1|DMIR	LOC115266331|XP_029728285.1|AEAL, LOC109414450|XP_029728139.1|AEAL, LOC115266306|XP_029728157.1|AEAL
OG0005210	LOC108162485|XP_017152724.1|DMIR	LOC115266305|XP_029728156.1|AEAL, LOC115266332|XP_029728286.1|AEAL
OG0005211	LOC108151363|XP_017135411.1|DMIR	LOC109404733|XP_019533200.2|AEAL
OG0005212	LOC108162583|XP_017152884.1|DMIR	LOC109414418|XP_019543769.1|AEAL
OG0005213	LOC108162406|XP_017152624.1|DMIR	LOC109428276|XP_019559553.2|AEAL, LOC109427956|XP_019559160.2|AEAL
OG0005214	LOC108162609|XP_017152917.2|DMIR	LOC109427944|XP_029710150.1|AEAL, LOC109428262|XP_029728330.1|AEAL
OG0005215	LOC108162983|XP_017153478.1|DMIR	LOC109427939|XP_029710140.1|AEAL, LOC109428257|XP_019559527.1|AEAL
OG0005216	LOC108163223|XP_017153868.1|DMIR	LOC109428255|XP_029710137.1|AEAL, LOC115266349|XP_029728340.1|AEAL
OG0005217	LOC108163456|XP_017154234.1|DMIR	LOC115271028|XP_029736308.1|AEAL, LOC109427922|XP_029728359.1|AEAL
OG0005218	LOC108163701|XP_017154625.1|DMIR	LOC109428235|XP_029728368.1|AEAL
OG0005219	LOC108159084|XP_017147528.1|DMIR	LOC115266355|XP_029728374.1|AEAL, LOC109428232|XP_019559488.2|AEAL
OG0005220	LOC108151642|XP_017135837.1|DMIR	LOC109427913|XP_029728373.1|AEAL, LOC115254006|XP_029714315.1|AEAL
OG0005221	LOC108163074|XP_017153643.1|DMIR	LOC109427911|XP_019559084.1|AEAL, LOC115255757|XP_029709741.1|AEAL
OG0005222	LOC108162105|XP_033248993.1|DMIR	LOC109428220|XP_029728390.1|AEAL
OG0005223	LOC108163725|XP_017154667.1|DMIR	LOC109427885|XP_019559031.2|AEAL
OG0005224	LOC108162447|XP_017152678.2|DMIR	LOC115258949|XP_029715334.1|AEAL
OG0005225	LOC108162648|XP_017152967.1|DMIR	LOC109424143|XP_029715480.1|AEAL
OG0005226	LOC108162698|XP_017153037.1|DMIR	LOC109433252|XP_029714970.1|AEAL, LOC115258738|XP_029714965.1|AEAL
OG0005227	LOC108161894|XP_017151778.1|DMIR	LOC109424261|XP_019554893.1|AEAL, LOC109433262|XP_029715097.1|AEAL
OG0005228	LOC108161890|XP_017151774.1|DMIR	LOC109433264|XP_019565236.2|AEAL, LOC109424282|XP_019554933.2|AEAL
OG0005229	LOC108162101|XP_017152150.1|DMIR	LOC109424435|XP_029714900.1|AEAL, LOC109433263|XP_029715696.1|AEAL
OG0005230	LOC108161626|XP_017151412.1|DMIR	LOC109424484|XP_029714837.1|AEAL
OG0005231	LOC108163534|XP_017154376.1|DMIR	LOC115258576|XP_029714646.1|AEAL, LOC109622904|XP_019932921.2|AEAL
OG0005232	LOC108163035|XP_017153573.1|DMIR	LOC115258596|XP_029714713.1|AEAL, LOC109622897|XP_019932912.1|AEAL
OG0005233	LOC108162493|XP_017152735.1|DMIR	LOC109622894|XP_019932908.1|AEAL, LOC115258548|XP_029714558.1|AEAL
OG0005234	LOC108163942|XP_033249258.1|DMIR	LOC109622871|XP_019932881.2|AEAL
OG0005235	LOC108161737|XP_017151550.1|DMIR	LOC109420089|XP_019549946.2|AEAL
OG0005236	LOC108163398|XP_017154149.1|DMIR	LOC109420088|XP_019549945.2|AEAL, LOC115255820|XP_029709866.1|AEAL
OG0005237	LOC108162829|XP_017153247.1|DMIR	LOC109420087|XP_019549944.1|AEAL, LOC115257864|XP_029713686.1|AEAL
OG0005238	LOC108161495|XP_017151259.1|DMIR	LOC115256042|XP_029710153.1|AEAL, LOC115256041|XP_029710145.1|AEAL, LOC109420041|XP_029710088.1|AEAL
OG0005239	LOC108162069|XP_017152103.1|DMIR	LOC109420085|XP_019549939.2|AEAL
OG0005240	LOC108161609|XP_017151397.2|DMIR	LOC109420082|XP_019549935.2|AEAL
OG0005241	LOC108162830|XP_033248700.1|DMIR	LOC109420081|XP_019549929.2|AEAL
OG0005242	LOC108162927|XP_033249645.1|DMIR	LOC109420080|XP_019549928.2|AEAL
OG0005243	LOC108162098|XP_017152148.1|DMIR	LOC109420062|XP_019549905.2|AEAL
OG0005244	LOC108155653|XP_017142094.1|DMIR	LOC115262431|XP_029720683.1|AEAL, LOC109407865|XP_029713470.1|AEAL
OG0005245	LOC108155031|XP_017141083.1|DMIR	LOC109407882|XP_029713465.1|AEAL, LOC109420057|XP_029720684.1|AEAL
OG0005246	LOC108161818|XP_017151667.1|DMIR	LOC109412008|XP_019541198.2|AEAL, LOC115253488|XP_029720685.1|AEAL
OG0005247	LOC117193084|XP_033253700.1|DMIR, LOC108158713|XP_017146745.1|DMIR	LOC109412013|XP_019541202.2|AEAL
OG0005248	LOC108155150|XP_017141299.1|DMIR	LOC109400978|XP_029713285.1|AEAL, LOC109408234|XP_029716686.1|AEAL
OG0005249	LOC108155612|XP_033245137.1|DMIR	LOC109408279|XP_029716688.1|AEAL, LOC109400989|XP_029713259.1|AEAL
OG0005250	LOC108162369|XP_017152572.1|DMIR	LOC109400987|XP_029713777.1|AEAL, LOC109408320|XP_029713193.1|AEAL
OG0005251	LOC108161319|XP_017151034.2|DMIR	LOC109412350|XP_029712761.1|AEAL, LOC109416190|XP_029713001.1|AEAL
OG0005252	LOC108161923|XP_017151828.1|DMIR	LOC109416591|XP_029712659.1|AEAL, LOC109412354|XP_029712952.1|AEAL
OG0005253	LOC108161796|XP_033248800.1|DMIR	LOC109412366|XP_029712627.1|AEAL
OG0005254	LOC108163449|XP_017154226.1|DMIR	LOC109412371|XP_029712587.1|AEAL
OG0005255	LOC108163448|XP_017154224.1|DMIR	LOC109412372|XP_029712576.1|AEAL
OG0005256	LOC117188833|XP_033249180.1|DMIR	LOC109401402|XP_019529500.1|AEAL
OG0005257	LOC108163850|XP_017154854.1|DMIR	LOC109432885|XP_019564796.2|AEAL
OG0005258	LOC108162547|XP_017152821.1|DMIR	LOC115257113|XP_029712343.1|AEAL, LOC109401386|XP_029712413.1|AEAL
OG0005259	LOC108161673|XP_017151468.1|DMIR	LOC109432905|XP_029709650.1|AEAL, LOC109401399|XP_029711849.1|AEAL
OG0005260	LOC108161680|XP_017151476.1|DMIR	LOC115256848|XP_029711738.1|AEAL, LOC109432907|XP_029711899.1|AEAL
OG0005261	LOC108162738|XP_033248623.1|DMIR	LOC115256811|XP_029711636.1|AEAL, LOC109432903|XP_019564815.2|AEAL
OG0005262	LOC108163589|XP_017154457.1|DMIR	LOC109404650|XP_019533115.2|AEAL, LOC109401431|XP_029712187.1|AEAL
OG0005263	LOC108163900|XP_033250074.1|DMIR	LOC109433104|XP_029715450.1|AEAL
OG0005264	LOC108157446|XP_017144992.1|DMIR	LOC109433105|XP_019565040.2|AEAL
OG0005267	LOC108162286|XP_017152435.1|DMIR	LOC109411274|XP_019540346.2|AEAL, LOC109433143|XP_019565085.1|AEAL
OG0005268	LOC108162281|XP_017152429.2|DMIR	LOC109433070|XP_029711548.1|AEAL, LOC109411275|XP_029711494.1|AEAL
OG0005269	LOC108161723|XP_017151532.1|DMIR	LOC109433115|XP_029711448.1|AEAL, LOC109411279|XP_029711556.1|AEAL
OG0005270	LOC117188734|XP_033248913.1|DMIR, LOC108163898|XP_017154906.1|DMIR	LOC109411286|XP_029711353.1|AEAL, LOC115256771|XP_029711587.1|AEAL
OG0005271	LOC108162755|XP_017153124.1|DMIR	LOC109411287|XP_029711333.1|AEAL
OG0005272	LOC108163619|XP_017154506.1|DMIR	LOC109433087|XP_019565022.2|AEAL
OG0005273	LOC108163816|XP_017154796.1|DMIR	LOC109433038|XP_029709481.1|AEAL, LOC109411292|XP_019540364.1|AEAL
OG0005274	LOC108161631|XP_017151420.1|DMIR	LOC109411293|XP_029711267.1|AEAL, LOC109433089|XP_019565024.2|AEAL
OG0005275	LOC108162201|XP_017152301.2|DMIR	LOC115256606|XP_029711278.1|AEAL, LOC109411294|XP_029711256.1|AEAL
OG0005276	LOC108164257|XP_017155386.1|DMIR	LOC109411791|XP_029711191.1|AEAL, LOC115261031|XP_029718258.1|AEAL
OG0005277	LOC108162982|XP_017153477.1|DMIR	LOC109419982|XP_029711174.1|AEAL
OG0005278	LOC108158617|XP_033252552.1|DMIR, LOC117188170|XP_033247502.1|DMIR, LOC117191905|XP_033252551.1|DMIR	LOC109419991|XP_019549829.2|AEAL
OG0005279	LOC108162956|XP_017153444.1|DMIR	LOC109420079|XP_019549933.2|AEAL
OG0005280	LOC108163452|XP_017154229.1|DMIR	LOC109420179|XP_019550054.2|AEAL
OG0005281	LOC108164163|XP_017155259.2|DMIR	LOC109401721|XP_019529858.2|AEAL
OG0005282	LOC108156455|XP_017143406.1|DMIR	LOC109420353|XP_029710819.1|AEAL
OG0005283	LOC108154879|XP_017140809.1|DMIR	LOC109401715|XP_029710808.1|AEAL
OG0005284	LOC108161886|XP_033250023.1|DMIR	LOC109401710|XP_029710731.1|AEAL
OG0005285	LOC108161878|XP_017151760.1|DMIR	LOC109401720|XP_029710720.1|AEAL
OG0005286	LOC108162598|XP_017152905.1|DMIR	LOC115259263|XP_029715657.1|AEAL, LOC109420561|XP_029710624.1|AEAL
OG0005287	LOC108162595|XP_017152902.1|DMIR	LOC109420580|XP_029710517.1|AEAL, LOC109623154|XP_019933200.2|AEAL
OG0005288	LOC108164294|XP_017155430.1|DMIR	LOC109420723|XP_019550727.1|AEAL
OG0005289	LOC117188712|XP_033248856.1|DMIR	LOC109420734|XP_029724988.1|AEAL
OG0005290	LOC108156764|XP_017143917.1|DMIR	LOC115264946|XP_029724982.1|AEAL, LOC109621990|XP_029725005.1|AEAL
OG0005291	LOC108163169|XP_017153790.1|DMIR	LOC109409008|XP_029724972.1|AEAL, LOC115264932|XP_029724931.1|AEAL, LOC109621974|XP_029730046.1|AEAL
OG0005292	LOC108163024|XP_017153554.1|DMIR	LOC109409005|XP_029730034.1|AEAL, LOC115253535|XP_029724929.1|AEAL, LOC109621964|XP_019931726.1|AEAL
OG0005293	LOC108162536|XP_033249446.1|DMIR	LOC109622033|XP_029730045.1|AEAL, LOC115264980|XP_029725025.1|AEAL, LOC109415057|XP_019544457.2|AEAL
OG0005294	LOC108163419|XP_017154176.1|DMIR	LOC109621952|XP_029724957.1|AEAL, LOC109415044|XP_019544438.2|AEAL
OG0005295	LOC108163167|XP_033248763.1|DMIR	LOC109621263|XP_029724895.1|AEAL, LOC109404201|XP_029724952.1|AEAL
OG0005296	LOC108156125|XP_017142924.1|DMIR	LOC109414019|XP_029724860.1|AEAL
OG0005297	LOC108162714|XP_017153064.1|DMIR	LOC109414018|XP_029724851.1|AEAL
OG0005299	LOC108155911|XP_017142546.1|DMIR	LOC109400333|XP_019528371.1|AEAL, LOC109425183|XP_019555984.1|AEAL
OG0005300	LOC108164591|XP_017155905.1|DMIR	LOC109425181|XP_019555981.2|AEAL, LOC115254141|XP_029724834.1|AEAL
OG0005301	LOC108162052|XP_017152076.1|DMIR	LOC109425163|XP_019555951.2|AEAL
OG0005302	LOC108160093|XP_033247021.1|DMIR, LOC117189798|XP_033250751.1|DMIR	LOC109429437|XP_019560936.1|AEAL
OG0005303	LOC108163667|XP_017154579.1|DMIR	LOC109425141|XP_029724801.1|AEAL
OG0005304	LOC108163014|XP_017153538.1|DMIR	LOC109429414|XP_019560912.2|AEAL
OG0005305	LOC117191909|XP_033252555.1|DMIR, LOC108158615|XP_017146579.1|DMIR	LOC109429400|XP_029724794.1|AEAL
OG0005306	LOC108164086|XP_017155163.1|DMIR	LOC109425126|XP_019555869.2|AEAL, LOC109429390|XP_029729547.1|AEAL
OG0005307	LOC108164117|XP_017155203.1|DMIR	LOC109425123|XP_029729520.1|AEAL, LOC115266946|XP_029729533.1|AEAL
OG0005308	LOC108163020|XP_017153547.1|DMIR	LOC109425117|XP_029729499.1|AEAL, LOC109429380|XP_029729510.1|AEAL
OG0005309	LOC108162905|XP_017153364.1|DMIR	LOC115266928|XP_029729484.1|AEAL, LOC109429443|XP_029733877.1|AEAL, LOC109429378|XP_029729509.1|AEAL, LOC109409635|XP_029729498.1|AEAL
OG0005310	LOC108161781|XP_017151611.1|DMIR	LOC109429374|XP_019560817.1|AEAL, LOC115260391|XP_029717210.1|AEAL
OG0005311	LOC108163904|XP_017154919.2|DMIR	LOC109409628|XP_029729478.1|AEAL, LOC109429371|XP_029717211.1|AEAL
OG0005312	LOC108161976|XP_017151924.2|DMIR	LOC109429367|XP_029729488.1|AEAL, LOC109409623|XP_029729469.1|AEAL
OG0005313	LOC108161604|XP_017151380.1|DMIR	LOC109408139|XP_029709990.1|AEAL, LOC109413637|XP_029729443.1|AEAL
OG0005314	LOC108163132|XP_017153735.1|DMIR	LOC109408137|XP_029715535.1|AEAL, LOC109413597|XP_029729440.1|AEAL
OG0005315	LOC108162697|XP_033250108.1|DMIR	LOC109408136|XP_019548787.1|AEAL, LOC109408130|XP_029715520.1|AEAL
OG0005316	LOC117191904|XP_033252547.1|DMIR, LOC108158619|XP_033247503.1|DMIR	LOC109408126|XP_019536889.2|AEAL
OG0005317	LOC108162177|XP_017152259.1|DMIR	LOC109408120|XP_019536884.2|AEAL
OG0005318	LOC108162425|XP_017152641.1|DMIR	LOC109419060|XP_029729425.1|AEAL
OG0005319	LOC108163081|XP_017153649.1|DMIR	LOC109408104|XP_019536863.2|AEAL
OG0005320	LOC108163196|XP_017153830.1|DMIR	LOC109408103|XP_019536861.2|AEAL
OG0005321	LOC108163363|XP_017154101.1|DMIR	LOC115258880|XP_029715182.1|AEAL, LOC115258944|XP_029715322.1|AEAL
OG0005322	LOC108163262|XP_017153921.1|DMIR	LOC109409313|XP_019538304.2|AEAL, LOC109419114|XP_019548880.2|AEAL
OG0005323	LOC108163073|XP_017153637.1|DMIR	LOC109419512|XP_029714569.1|AEAL, LOC115258767|XP_029715025.1|AEAL
OG0005324	LOC108162249|XP_017152385.1|DMIR	LOC109409296|XP_029714573.1|AEAL, LOC109419529|XP_029714556.1|AEAL
OG0005325	LOC108163175|XP_017153798.1|DMIR	LOC109419531|XP_029714542.1|AEAL, LOC109409290|XP_029715073.1|AEAL
OG0005326	LOC108162255|XP_017152391.1|DMIR	LOC109409293|XP_029714806.1|AEAL, LOC109419533|XP_019549297.2|AEAL
OG0005327	LOC108164052|XP_017155119.1|DMIR	LOC109409288|XP_029714826.1|AEAL, LOC109419535|XP_029714582.1|AEAL
OG0005328	LOC108155175|XP_017141334.1|DMIR	LOC109409267|XP_019538232.2|AEAL
OG0005329	LOC108153175|XP_017138472.1|DMIR	LOC109409265|XP_029714878.1|AEAL
OG0005330	LOC108153174|XP_017138471.1|DMIR	LOC109409264|XP_019538228.2|AEAL
OG0005331	LOC108162287|XP_017152436.1|DMIR	LOC109419613|XP_019549387.1|AEAL
OG0005332	LOC108163502|XP_017154316.1|DMIR	LOC109419611|XP_029714560.1|AEAL
OG0005333	LOC108163980|XP_017155030.1|DMIR	LOC109622824|XP_019932825.2|AEAL, LOC115258586|XP_029714688.1|AEAL
OG0005334	LOC108161332|XP_017151059.1|DMIR	LOC115258721|XP_029714937.1|AEAL, LOC109397548|XP_019525396.1|AEAL
OG0005335	LOC108159041|XP_017147453.1|DMIR	LOC109622803|XP_019932804.2|AEAL, LOC109397520|XP_019525365.2|AEAL
OG0005336	LOC108158796|XP_017146971.1|DMIR	LOC109397519|XP_029714757.1|AEAL, LOC109621499|XP_019931087.2|AEAL
OG0005337	LOC108159398|XP_017148123.1|DMIR	LOC109622812|XP_029721610.1|AEAL, LOC109397532|XP_029714520.1|AEAL
OG0005338	LOC108161253|XP_033249468.1|DMIR	LOC115258526|XP_029714518.1|AEAL
OG0005339	LOC108162801|XP_017153197.1|DMIR	LOC109418499|XP_029715164.1|AEAL
OG0005340	LOC108163468|XP_017154254.1|DMIR	LOC109622835|XP_019932839.2|AEAL
OG0005341	LOC117192903|XP_033253534.1|DMIR, LOC108160117|XP_017149399.1|DMIR	LOC109622837|XP_019932841.2|AEAL
OG0005342	LOC108163626|XP_017154514.1|DMIR	LOC109622838|XP_019932842.1|AEAL
OG0005343	LOC108158106|XP_017145763.1|DMIR, LOC117192444|XP_033253017.1|DMIR	LOC109398617|XP_029715282.1|AEAL
OG0005344	LOC108158270|XP_017145996.1|DMIR, LOC117189377|XP_033250392.1|DMIR	LOC109404696|XP_029714673.1|AEAL, LOC109398642|XP_029714674.1|AEAL
OG0005345	LOC108162851|XP_017153283.1|DMIR	LOC109398627|XP_019526554.1|AEAL, LOC109404784|XP_019533273.1|AEAL
OG0005346	LOC117187853|XP_033246627.1|DMIR, LOC108162119|XP_017152182.2|DMIR	LOC109407063|XP_019535636.1|AEAL
OG0005347	LOC108162690|XP_017153027.1|DMIR	LOC109407088|XP_029715186.1|AEAL
OG0005348	LOC108161316|XP_017151025.1|DMIR	LOC109407182|XP_029715194.1|AEAL, LOC115258558|XP_029714598.1|AEAL
OG0005349	LOC108161614|XP_017151402.1|DMIR	LOC109407204|XP_029714599.1|AEAL
OG0005350	LOC108161634|XP_017151424.1|DMIR	LOC109407208|XP_029716567.1|AEAL, LOC109405872|XP_019534476.2|AEAL
OG0005351	LOC108151825|XP_017136180.1|DMIR	LOC109405879|XP_029714432.1|AEAL, LOC109407209|XP_019535736.2|AEAL
OG0005352	LOC108161605|XP_017151388.1|DMIR	LOC109405894|XP_029714527.1|AEAL
OG0005353	LOC108158552|XP_017146455.1|DMIR	LOC109405902|XP_029714622.1|AEAL, LOC109407217|XP_029714701.1|AEAL
OG0005354	LOC108161837|XP_017151685.1|DMIR	LOC109407223|XP_019535763.2|AEAL
OG0005355	LOC108162584|XP_017152886.2|DMIR	LOC109414300|XP_029715313.1|AEAL, LOC109407233|XP_019535772.1|AEAL
OG0005356	LOC108162586|XP_017152890.1|DMIR	LOC109414301|XP_019543662.2|AEAL, LOC109407234|XP_029714716.1|AEAL
OG0005357	LOC108163094|XP_017153668.1|DMIR	LOC115258575|XP_029714641.1|AEAL, LOC109414304|XP_029714649.1|AEAL
OG0005358	LOC108161418|XP_017151163.1|DMIR	LOC115258708|XP_029714921.1|AEAL, LOC109407243|XP_019535793.2|AEAL
OG0005359	LOC117194134|XP_033254675.1|DMIR, LOC108158604|XP_017146555.1|DMIR	LOC109414310|XP_029715321.1|AEAL
OG0005360	LOC108153425|XP_017138917.1|DMIR	LOC115258624|XP_029714778.1|AEAL, LOC109407248|XP_019535800.1|AEAL
OG0005361	LOC108163305|XP_017154007.2|DMIR	LOC109407254|XP_029715177.1|AEAL, LOC109414323|XP_029715175.1|AEAL, LOC115258805|XP_029715094.1|AEAL
OG0005362	LOC108162044|XP_017152060.1|DMIR	LOC109424217|XP_029714804.1|AEAL, LOC109414335|XP_019543699.2|AEAL, LOC115254018|XP_029714794.1|AEAL
OG0005363	LOC108163598|XP_017154472.1|DMIR	LOC109414343|XP_019543705.2|AEAL, LOC115261755|XP_029719500.1|AEAL
OG0005364	LOC108158357|XP_017146099.1|DMIR	LOC115267672|XP_029730688.1|AEAL, LOC109420900|XP_029720667.1|AEAL
OG0005365	LOC108163018|XP_017153543.1|DMIR	LOC109420935|XP_019550957.2|AEAL, LOC109412652|XP_019541824.2|AEAL
OG0005366	LOC108163564|XP_017154418.1|DMIR	LOC115257988|XP_029713832.1|AEAL
OG0005367	LOC108163654|XP_017154562.1|DMIR	LOC115258720|XP_029714933.1|AEAL, LOC109420963|XP_029715019.1|AEAL
OG0005368	LOC108156274|XP_017143132.1|DMIR	LOC109420965|XP_019550984.1|AEAL
OG0005369	LOC108162011|XP_017151991.1|DMIR	LOC115258571|XP_029714619.1|AEAL, LOC109429368|XP_019560811.2|AEAL
OG0005370	LOC108163292|XP_017153982.1|DMIR	LOC115254022|XP_029715155.1|AEAL, LOC109428433|XP_019559738.2|AEAL
OG0005371	LOC108164062|XP_017155133.1|DMIR	LOC109428452|XP_019559766.2|AEAL, LOC109420969|XP_019550987.2|AEAL
OG0005372	LOC108156550|XP_017143558.1|DMIR	LOC115255029|XP_029708599.1|AEAL, LOC115255040|XP_029708626.1|AEAL
OG0005373	LOC108161916|XP_017151817.1|DMIR	LOC109428736|XP_019560111.1|AEAL
OG0005374	LOC108162183|XP_017152264.1|DMIR	LOC109428782|XP_029714621.1|AEAL
OG0005375	LOC108162180|XP_017152260.1|DMIR	LOC109421009|XP_019551040.2|AEAL
OG0005376	LOC108163606|XP_017154485.1|DMIR	LOC109428821|XP_029714885.1|AEAL, LOC109421015|XP_029714939.1|AEAL
OG0005377	LOC108151798|XP_017136137.1|DMIR	LOC115268660|XP_029732632.1|AEAL, LOC109429109|XP_019560505.1|AEAL
OG0005378	LOC108161525|XP_017151292.1|DMIR	LOC109428583|XP_029714802.1|AEAL, LOC109421075|XP_029714613.1|AEAL
OG0005379	LOC108162073|XP_017152110.1|DMIR	LOC109428608|XP_019559947.2|AEAL, LOC109421079|XP_019551118.2|AEAL
OG0005380	LOC108164013|XP_017155077.1|DMIR	LOC109428598|XP_029714479.1|AEAL, LOC109398524|XP_029714575.1|AEAL
OG0005381	LOC108162853|XP_017153286.1|DMIR	LOC109416522|XP_029730009.1|AEAL, LOC109398535|XP_029714510.1|AEAL
OG0005382	LOC108162822|XP_033248552.1|DMIR	LOC109398534|XP_019526463.2|AEAL
OG0005383	LOC108151387|XP_033243200.1|DMIR	LOC109410191|XP_029715088.1|AEAL, LOC109405688|XP_019534293.2|AEAL
OG0005384	LOC108157436|XP_017144979.1|DMIR	LOC115258815|XP_029715107.1|AEAL, LOC109405698|XP_019534303.2|AEAL
OG0005385	LOC117185792|XP_033246261.1|DMIR, LOC108159884|XP_017148987.2|DMIR	LOC109410206|XP_019539275.2|AEAL
OG0005386	LOC108160878|XP_017150636.1|DMIR	LOC109417518|XP_029721823.1|AEAL, LOC115258831|XP_029715126.1|AEAL
OG0005387	LOC108155441|XP_017141742.1|DMIR	LOC109417539|XP_019547161.1|AEAL, LOC109410223|XP_029729291.1|AEAL
OG0005388	LOC108161835|XP_017151682.1|DMIR	LOC115255416|XP_029709388.1|AEAL, LOC109417636|XP_019547224.1|AEAL
OG0005389	LOC108162921|XP_017153392.1|DMIR	LOC109417654|XP_019547252.2|AEAL, LOC109622149|XP_019931926.2|AEAL
OG0005390	LOC108162356|XP_017152551.1|DMIR	LOC109417700|XP_019547362.2|AEAL, LOC109417709|XP_029709188.1|AEAL, LOC115255335|XP_029709208.1|AEAL
OG0005391	LOC108162360|XP_017152554.1|DMIR	LOC109417710|XP_029709189.1|AEAL, LOC109417761|XP_029709211.1|AEAL, LOC115253944|XP_029709209.1|AEAL
OG0005392	LOC108162029|XP_017152036.1|DMIR	LOC109417715|XP_019547358.1|AEAL
OG0005393	LOC108154176|XP_033244279.1|DMIR	LOC109417716|XP_019547359.1|AEAL, LOC115255323|XP_029709191.1|AEAL
OG0005394	LOC108162762|XP_017153138.1|DMIR	LOC109417717|XP_029709185.1|AEAL
OG0005395	LOC108162980|XP_017153475.1|DMIR	LOC109417721|XP_019547370.2|AEAL, LOC109430623|XP_019524832.2|AEAL
OG0005396	LOC108161776|XP_017151604.1|DMIR	LOC109423693|XP_029709154.1|AEAL
OG0005397	LOC108161782|XP_017151613.1|DMIR	LOC109417738|XP_019547400.2|AEAL
OG0005398	LOC108156162|XP_017142979.1|DMIR	LOC115255300|XP_029709142.1|AEAL, LOC109420023|XP_029709098.1|AEAL
OG0005399	LOC108160622|XP_017150226.1|DMIR	LOC109419998|XP_029709079.1|AEAL, LOC109417771|XP_029709101.1|AEAL
OG0005400	LOC108160805|XP_017150518.1|DMIR, LOC117192671|XP_033253282.1|DMIR	LOC115253681|XP_029709070.1|AEAL, LOC109419400|XP_029709062.1|AEAL, LOC115255479|XP_029709463.1|AEAL
OG0005401	LOC108163551|XP_017154401.1|DMIR	LOC115257262|XP_029712562.1|AEAL, LOC109415355|XP_019544801.2|AEAL
OG0005402	LOC108163550|XP_017154400.1|DMIR	LOC109415604|XP_029709018.1|AEAL, LOC115253486|XP_029709030.1|AEAL
OG0005403	LOC108161777|XP_017151606.1|DMIR	LOC109407176|XP_019535706.1|AEAL, LOC115255218|XP_029709021.1|AEAL
OG0005404	LOC108161780|XP_017151610.1|DMIR	LOC109424512|XP_029708977.1|AEAL
OG0005405	LOC108160685|XP_017150327.2|DMIR, LOC117188093|XP_033247313.1|DMIR	LOC109419964|XP_019549798.2|AEAL, LOC115255190|XP_029708990.1|AEAL
OG0005406	LOC108158636|XP_017146607.2|DMIR, LOC117185838|XP_033247294.1|DMIR	LOC109419960|XP_019549796.2|AEAL, LOC109622706|XP_019932679.2|AEAL
OG0005407	LOC108158360|XP_017146103.2|DMIR, LOC117188463|XP_033248267.1|DMIR	LOC109419959|XP_029709558.1|AEAL
OG0005408	LOC108161966|XP_017151914.1|DMIR	LOC109419949|XP_019549780.2|AEAL, LOC109420743|XP_019550764.2|AEAL
OG0005409	LOC108162374|XP_017152577.1|DMIR	LOC115258228|XP_029714162.1|AEAL, LOC109419910|XP_029708896.1|AEAL
OG0005410	LOC108161903|XP_017151791.1|DMIR	LOC109420724|XP_019550724.1|AEAL, LOC115259307|XP_029715705.1|AEAL, LOC115253616|XP_029708883.1|AEAL
OG0005411	LOC117191379|XP_033252157.1|DMIR, LOC117191348|XP_033252134.1|DMIR, LOC108160972|XP_017150758.1|DMIR	LOC109419850|XP_019549680.2|AEAL, LOC109420603|XP_019550509.2|AEAL
OG0005412	LOC108158148|XP_017145857.1|DMIR	LOC109420710|XP_029708848.1|AEAL, LOC115253938|XP_029708856.1|AEAL
OG0005413	LOC108160066|XP_017149304.2|DMIR, LOC117188006|XP_033247011.1|DMIR	LOC109420598|XP_029708843.1|AEAL, LOC109403254|XP_029709548.1|AEAL
OG0005414	LOC108164677|XP_017156021.1|DMIR	LOC109419874|XP_029736335.1|AEAL, LOC115254266|XP_029736334.1|AEAL, LOC109420705|XP_019550704.2|AEAL
OG0005415	LOC108153574|XP_033242764.1|DMIR	LOC109420687|XP_019550665.1|AEAL
