Orthogroup	DMIR.longest_only	DNOV.longest_only
OG0009297	LOC108157706|XP_033245427.1|DMIR	LOC115765733|XP_030565259.1|DNOV
OG0009298	LOC108156271|XP_017143130.1|DMIR	LOC115767896|XP_030568127.1|DNOV
OG0009299	LOC108154336|XP_017140086.1|DMIR	LOC115763820|XP_030562430.1|DNOV
OG0009300	LOC108155531|XP_017141882.1|DMIR	LOC115763709|XP_030562261.1|DNOV
OG0009301	LOC108155054|XP_017141126.1|DMIR	LOC115763631|XP_030562119.1|DNOV
OG0009302	LOC108157296|XP_017144787.1|DMIR	LOC115761447|XP_030559074.1|DNOV
OG0009303	LOC108157072|XP_033245317.1|DMIR	LOC115759608|XP_030556440.1|DNOV
OG0009304	LOC108157199|XP_017144620.1|DMIR	LOC115763893|XP_030562531.1|DNOV
OG0009305	LOC108154344|XP_017140099.1|DMIR	LOC115770725|XP_030571984.1|DNOV
OG0009306	LOC108162674|XP_017153010.1|DMIR	LOC115768190|XP_030568560.1|DNOV
OG0009307	LOC108156044|XP_017142804.1|DMIR	LOC115765595|XP_030565105.1|DNOV
OG0009308	LOC108155341|XP_017141585.1|DMIR	LOC115764700|XP_030563758.1|DNOV
OG0009309	LOC108154118|XP_017139732.2|DMIR	LOC115761503|XP_030559130.1|DNOV
OG0009310	LOC108154949|XP_017140944.1|DMIR	LOC115765756|XP_030565279.1|DNOV
OG0009311	LOC108154326|XP_017140075.1|DMIR	LOC115767905|XP_030568138.1|DNOV
OG0009312	LOC108157719|XP_017145376.1|DMIR	LOC115770705|XP_030571960.1|DNOV
OG0009313	LOC108156027|XP_017142766.1|DMIR	LOC115770772|XP_030572046.1|DNOV
OG0009314	LOC108154802|XP_017140689.2|DMIR	LOC115770769|XP_030572040.1|DNOV
OG0009315	LOC108155966|XP_017142632.1|DMIR	LOC115763852|XP_030562480.1|DNOV
OG0009316	LOC108155016|XP_017141057.1|DMIR	LOC115759567|XP_030556392.1|DNOV
OG0009317	LOC108157682|XP_033245857.1|DMIR	LOC115764840|XP_030563949.1|DNOV
OG0009318	LOC108155336|XP_017141574.1|DMIR	LOC115770921|XP_030572239.1|DNOV
OG0009319	LOC108155190|XP_017141350.1|DMIR	LOC115770833|XP_030572128.1|DNOV
OG0009320	LOC108154255|XP_017139979.1|DMIR	LOC115765765|XP_030565291.1|DNOV
OG0009321	LOC108157590|XP_017145206.1|DMIR	LOC115765741|XP_030565265.1|DNOV
OG0009322	LOC108156890|XP_017144114.1|DMIR	LOC115764787|XP_030563888.1|DNOV
OG0009323	LOC108157114|XP_017144484.1|DMIR	LOC115764696|XP_030563750.1|DNOV
OG0009324	LOC108157648|XP_033245063.1|DMIR	LOC115763781|XP_030562361.1|DNOV
OG0009325	LOC108156341|XP_017143229.1|DMIR	LOC115764905|XP_030564061.1|DNOV
OG0009326	LOC108154417|XP_017140177.1|DMIR	LOC115772015|XP_030573806.1|DNOV
OG0009327	LOC108155309|XP_017141516.1|DMIR	LOC115759407|XP_030556158.1|DNOV
OG0009328	LOC108156523|XP_017143516.1|DMIR	LOC115764943|XP_030564119.1|DNOV
OG0009329	LOC117185876|XP_033245123.1|DMIR	LOC115764622|XP_030563645.1|DNOV
OG0009330	LOC108156832|XP_017144030.1|DMIR	LOC115764164|XP_030562909.1|DNOV
OG0009331	LOC108157178|XP_017144590.1|DMIR	LOC115764152|XP_030562887.1|DNOV
OG0009332	LOC108154172|XP_017139837.2|DMIR	LOC115761540|XP_030559182.1|DNOV
OG0009333	LOC108155540|XP_017141906.2|DMIR	LOC115771645|XP_030573309.1|DNOV
OG0009334	LOC108155510|XP_033246054.1|DMIR	LOC115757680|XP_030553876.1|DNOV
OG0009335	LOC108154393|XP_017140146.2|DMIR, LOC117187116|XP_033244982.1|DMIR	LOC115759458|XP_030556250.1|DNOV
OG0009336	LOC108157477|XP_017145048.1|DMIR	LOC115771663|XP_030573337.1|DNOV
OG0009337	LOC108153302|XP_033243006.1|DMIR	LOC115767342|XP_030567453.1|DNOV
OG0009338	LOC108156805|XP_017143981.1|DMIR	LOC115764044|XP_030562744.1|DNOV
OG0009339	LOC108154602|XP_033244798.1|DMIR	LOC115764181|XP_030562928.1|DNOV
OG0009340	LOC108157245|XP_017144705.1|DMIR	LOC115761463|XP_030559090.1|DNOV
OG0009341	LOC108155383|XP_017141647.1|DMIR	LOC115771995|XP_030573783.1|DNOV
OG0009342	LOC108156330|XP_017143214.1|DMIR	LOC115764651|XP_030563691.1|DNOV
OG0009343	LOC108156329|XP_017143213.1|DMIR	LOC115764825|XP_030563934.1|DNOV
OG0009344	LOC108157513|XP_017145102.2|DMIR	LOC115764728|XP_030563798.1|DNOV
OG0009345	LOC108156759|XP_017143910.1|DMIR	LOC115764856|XP_030563986.1|DNOV
OG0009346	LOC108156535|XP_017143532.1|DMIR	LOC115764767|XP_030563864.1|DNOV
OG0009347	LOC108154570|XP_017140357.2|DMIR	LOC115764104|XP_030562816.1|DNOV
OG0009348	LOC108156004|XP_017142695.1|DMIR	LOC115761366|XP_030558975.1|DNOV
OG0009349	LOC108156438|XP_017143385.1|DMIR	LOC115762261|XP_030560278.1|DNOV, LOC115762262|XP_030560281.1|DNOV
OG0009350	LOC108156030|XP_017142771.1|DMIR	LOC115771990|XP_030573772.1|DNOV
OG0009351	LOC108154309|XP_017140054.1|DMIR	LOC115772000|XP_030573792.1|DNOV
OG0009352	LOC108154367|XP_017140121.1|DMIR	LOC115764197|XP_030562944.1|DNOV
OG0009353	LOC108154299|XP_017140041.1|DMIR	LOC115771953|XP_030573718.1|DNOV
OG0009354	LOC108161279|XP_017150987.2|DMIR, LOC108161280|XP_033248444.1|DMIR	LOC115758567|XP_030555138.1|DNOV
OG0009355	LOC108163446|XP_017154220.2|DMIR	LOC115765507|XP_030564984.1|DNOV
OG0009356	LOC108164253|XP_017155376.1|DMIR	LOC115758727|XP_030555339.1|DNOV
OG0009357	LOC108162924|XP_017153395.1|DMIR	LOC115760204|XP_030557298.1|DNOV
OG0009358	LOC108162421|XP_017152638.1|DMIR	LOC115760012|XP_030557034.1|DNOV
OG0009359	LOC108162420|XP_017152637.1|DMIR	LOC115760011|XP_030557033.1|DNOV
OG0009360	LOC108163106|XP_017153689.2|DMIR	LOC115760095|XP_030557140.1|DNOV
OG0009361	LOC108164126|XP_017155213.1|DMIR	LOC115759816|XP_030556767.1|DNOV
OG0009362	LOC108163548|XP_017154398.1|DMIR	LOC115759985|XP_030556999.1|DNOV
OG0009363	LOC108161968|XP_017151916.2|DMIR	LOC115758523|XP_030555076.1|DNOV
OG0009364	LOC108163721|XP_017154660.1|DMIR	LOC115758894|XP_030555551.1|DNOV
OG0009365	LOC108162034|XP_017152041.1|DMIR	LOC115768537|XP_030568995.1|DNOV
OG0009366	LOC108162523|XP_017152793.1|DMIR	LOC115758740|XP_030555351.1|DNOV
OG0009367	LOC108161501|XP_017151266.1|DMIR	LOC115758642|XP_030555238.1|DNOV
OG0009368	LOC108162561|XP_017152847.1|DMIR	LOC115759165|XP_030555894.1|DNOV
OG0009369	LOC108162275|XP_017152422.2|DMIR	LOC115758382|XP_030554844.1|DNOV
OG0009370	LOC108161383|XP_017151120.1|DMIR	LOC115758560|XP_030555127.1|DNOV
OG0009371	LOC108161395|XP_017151132.1|DMIR	LOC115758733|XP_030555343.1|DNOV
OG0009372	LOC108162587|XP_017152892.1|DMIR	LOC115758475|XP_030555012.1|DNOV
OG0009373	LOC108163890|XP_017154898.1|DMIR	LOC115760013|XP_030557035.1|DNOV
OG0009374	LOC108162724|XP_017153081.1|DMIR	LOC115763008|XP_030561258.1|DNOV
OG0009376	LOC108162268|XP_033249623.1|DMIR	LOC115759993|XP_030557007.1|DNOV
OG0009377	LOC108163779|XP_017154747.1|DMIR	LOC115763577|XP_030562056.1|DNOV
OG0009378	LOC108161789|XP_017151627.1|DMIR	LOC115763483|XP_030561928.1|DNOV
OG0009379	LOC108163314|XP_017154027.1|DMIR	LOC115758676|XP_030555277.1|DNOV
OG0009380	LOC117189013|XP_033249755.1|DMIR	LOC115759723|XP_030556599.1|DNOV
OG0009381	LOC108163248|XP_017153903.1|DMIR	LOC115758706|XP_030555314.1|DNOV
OG0009382	LOC108161419|XP_017151164.1|DMIR	LOC115763286|XP_030561631.1|DNOV
OG0009383	LOC108161354|XP_017151086.1|DMIR	LOC115759125|XP_030555828.1|DNOV
OG0009384	LOC108162218|XP_017152324.2|DMIR	LOC115769184|XP_030569748.1|DNOV
OG0009385	LOC108162220|XP_017152329.1|DMIR	LOC115769268|XP_030569839.1|DNOV
OG0009386	LOC108162632|XP_033248437.1|DMIR	LOC115769310|XP_030569899.1|DNOV
OG0009387	LOC117187992|XP_033246960.1|DMIR, LOC117191400|XP_033252171.1|DMIR, LOC108160105|XP_017149384.2|DMIR	LOC115760639|XP_030557957.1|DNOV
OG0009388	LOC108160871|XP_017150622.2|DMIR, LOC117188120|XP_033247359.1|DMIR	LOC115760713|XP_030558040.1|DNOV
OG0009389	LOC117192938|XP_033253558.1|DMIR, LOC108160675|XP_017150310.1|DMIR	LOC115760742|XP_030558080.1|DNOV
OG0009390	LOC108159729|XP_017148750.2|DMIR, LOC117187882|XP_033246672.1|DMIR	LOC115762078|XP_030560030.1|DNOV
OG0009391	LOC108162282|XP_017152430.2|DMIR	LOC115758888|XP_030555543.1|DNOV
OG0009392	LOC108160822|XP_017150541.1|DMIR	LOC115762421|XP_030560476.1|DNOV
OG0009393	LOC108157613|XP_033245428.1|DMIR	LOC115762944|XP_030561193.1|DNOV
OG0009394	LOC117195099|XP_033255644.1|DMIR, LOC108158216|XP_017145928.1|DMIR	LOC115759154|XP_030555873.1|DNOV
OG0009395	LOC108158569|XP_017146493.1|DMIR	LOC115763706|XP_030562259.1|DNOV
OG0009396	LOC108158310|XP_017146038.1|DMIR	LOC115762338|XP_030560363.1|DNOV
OG0009397	LOC108160723|XP_017150389.1|DMIR	LOC115758008|XP_030554368.1|DNOV
OG0009398	LOC117190535|XP_033251478.1|DMIR, LOC108159134|XP_017147617.1|DMIR	LOC115762389|XP_030560430.1|DNOV
OG0009399	LOC117192885|XP_033253522.1|DMIR, LOC108158902|XP_017147179.1|DMIR	LOC115762086|XP_030560041.1|DNOV
OG0009400	LOC108160902|XP_017150663.1|DMIR, LOC117193507|XP_033254145.1|DMIR	LOC115760917|XP_030558350.1|DNOV
OG0009401	LOC108161636|XP_033248589.1|DMIR	LOC115763119|XP_030561422.1|DNOV
OG0009402	LOC108154132|XP_017139755.1|DMIR	LOC115761300|XP_030558887.1|DNOV
OG0009403	LOC108159149|XP_017147635.1|DMIR	LOC115766729|XP_030566588.1|DNOV
OG0009404	LOC108160389|XP_017149864.1|DMIR	LOC115762050|XP_030559989.1|DNOV
OG0009405	LOC117187828|XP_033246581.1|DMIR, LOC108158036|XP_033253718.1|DMIR	LOC115760630|XP_030557941.1|DNOV
OG0009406	LOC108158400|XP_017146147.1|DMIR	LOC115762346|XP_030560373.1|DNOV
OG0009407	LOC108159278|XP_017147928.1|DMIR	LOC115762040|XP_030559966.1|DNOV
OG0009408	LOC117188517|XP_033248408.1|DMIR, LOC108159649|XP_017148604.2|DMIR	LOC115760543|XP_030557790.1|DNOV
OG0009409	LOC108158415|XP_017146171.1|DMIR	LOC115760682|XP_030558008.1|DNOV
OG0009410	LOC108160192|XP_017149515.1|DMIR	LOC115762345|XP_030560372.1|DNOV
OG0009411	LOC108159090|XP_017147535.1|DMIR, LOC117185698|XP_033251802.1|DMIR	LOC115762214|XP_030560211.1|DNOV
OG0009412	LOC117185843|XP_033253109.1|DMIR, LOC108158528|XP_017146400.1|DMIR	LOC115760090|XP_030557146.1|DNOV
OG0009413	LOC117190921|XP_033251814.1|DMIR, LOC108158309|XP_017146037.1|DMIR	LOC115762495|XP_030560592.1|DNOV
OG0009414	LOC108160682|XP_017150322.1|DMIR	LOC115762494|XP_030560591.1|DNOV
OG0009415	LOC117189390|XP_033250401.1|DMIR, LOC108158306|XP_017146035.1|DMIR	LOC115762376|XP_030560416.1|DNOV
OG0009416	LOC117191244|XP_033252053.1|DMIR, LOC108160175|XP_017149488.1|DMIR	LOC115760691|XP_030558056.1|DNOV
OG0009417	LOC108160183|XP_017149499.1|DMIR, LOC117191246|XP_033252055.1|DMIR	LOC115760938|XP_030558419.1|DNOV
OG0009418	LOC108160173|XP_017149486.1|DMIR, LOC117191243|XP_033252051.1|DMIR	LOC115760784|XP_030558179.1|DNOV
OG0009419	LOC108160178|XP_017149490.1|DMIR, LOC117191992|XP_033252606.1|DMIR	LOC115760769|XP_030558119.1|DNOV
OG0009420	LOC117192108|XP_033252697.1|DMIR, LOC108160182|XP_017149497.1|DMIR	LOC115758171|XP_030554575.1|DNOV
OG0009421	LOC108160874|XP_017150625.1|DMIR	LOC115757939|XP_030554269.1|DNOV
OG0009422	LOC108158519|XP_017146387.1|DMIR	LOC115758287|XP_030554711.1|DNOV
OG0009423	LOC108159258|XP_017147887.1|DMIR, LOC117190634|XP_033251573.1|DMIR	LOC115766535|XP_030566362.1|DNOV
OG0009424	LOC117187942|XP_033246828.1|DMIR, LOC108160155|XP_017149461.2|DMIR	LOC115766538|XP_030566366.1|DNOV
OG0009425	LOC117193658|XP_033254288.1|DMIR, LOC108160777|XP_017150468.1|DMIR	LOC115767444|XP_030567601.1|DNOV
OG0009426	LOC117188110|XP_033247338.1|DMIR, LOC108160914|XP_017150680.2|DMIR	LOC115757924|XP_030554247.1|DNOV
OG0009427	LOC117189873|XP_033250838.1|DMIR, LOC108160215|XP_017149553.1|DMIR	LOC115771489|XP_030573076.1|DNOV
OG0009428	LOC117193930|XP_033254485.1|DMIR, LOC108158245|XP_017145968.1|DMIR	LOC115767423|XP_030567559.1|DNOV
OG0009429	LOC108158025|XP_017145657.2|DMIR, LOC117187870|XP_033246652.1|DMIR	LOC115758045|XP_030554419.1|DNOV
OG0009430	LOC117193193|XP_033253836.1|DMIR, LOC108159223|XP_017147813.1|DMIR	LOC115758239|XP_030554656.1|DNOV
OG0009431	LOC108159320|XP_017147999.1|DMIR	LOC115762249|XP_030560301.1|DNOV
OG0009432	LOC117192901|XP_033253533.1|DMIR, LOC108158242|XP_017145964.1|DMIR	LOC115757975|XP_030554316.1|DNOV
OG0009433	LOC108159699|XP_017148701.1|DMIR, LOC117192697|XP_033253327.1|DMIR	LOC115760736|XP_030558071.1|DNOV
OG0009434	LOC117187723|XP_033246366.1|DMIR, LOC108160240|XP_017149587.2|DMIR	LOC115760637|XP_030557953.1|DNOV
OG0009435	LOC117192695|XP_033253325.1|DMIR, LOC108159697|XP_017148698.1|DMIR	LOC115760635|XP_030557949.1|DNOV
OG0009436	LOC108158951|XP_017147268.1|DMIR, LOC117190877|XP_033251787.1|DMIR	LOC115764560|XP_030563544.1|DNOV
OG0009437	LOC117194010|XP_033254534.1|DMIR, LOC108158807|XP_017146983.1|DMIR	LOC115758300|XP_030554728.1|DNOV
OG0009438	LOC108158256|XP_017145982.1|DMIR	LOC115757929|XP_030554255.1|DNOV
OG0009439	LOC108158258|XP_017145984.1|DMIR	LOC115757996|XP_030554349.1|DNOV
OG0009440	LOC117189367|XP_033250386.1|DMIR, LOC108159525|XP_017148381.1|DMIR	LOC115760929|XP_030558367.1|DNOV
OG0009441	LOC108153366|XP_017138822.2|DMIR	LOC115769023|XP_030569592.1|DNOV
OG0009442	LOC108155443|XP_033249496.1|DMIR	LOC115764324|XP_030563133.1|DNOV
OG0009443	LOC108158327|XP_017146057.1|DMIR	LOC115760948|XP_030558393.1|DNOV
OG0009444	LOC108164430|XP_017155607.1|DMIR	LOC115766482|XP_030566292.1|DNOV
OG0009445	LOC108164961|XP_033250907.1|DMIR	LOC115767863|XP_030568081.1|DNOV
OG0009446	LOC108160452|XP_017150075.2|DMIR	LOC115768228|XP_030568615.1|DNOV
OG0009448	LOC108165156|XP_017156711.1|DMIR, LOC108164217|XP_017155340.1|DMIR	LOC115766449|XP_030566241.1|DNOV
OG0009449	LOC117186353|XP_033242959.1|DMIR, LOC108153846|XP_033242944.1|DMIR	LOC115765283|XP_030564633.1|DNOV
OG0009450	LOC108165100|XP_017156644.1|DMIR	LOC115769079|XP_030569651.1|DNOV
OG0009451	LOC108161574|XP_017151351.1|DMIR	LOC115758749|XP_030555367.1|DNOV
OG0009453	LOC108155076|XP_017141159.1|DMIR	LOC115771980|XP_030573760.1|DNOV
OG0009454	LOC108165503|XP_017157050.1|DMIR	LOC115770366|XP_030571472.1|DNOV
OG0009455	LOC108164600|XP_017155927.2|DMIR	LOC115769094|XP_030569664.1|DNOV
OG0009456	LOC108165136|XP_017156691.1|DMIR	LOC115767567|XP_030567712.1|DNOV
OG0009457	LOC108152849|XP_017137958.1|DMIR	LOC115768373|XP_030568805.1|DNOV
OG0009458	LOC108150958|XP_017134784.1|DMIR	LOC115765096|XP_030564340.1|DNOV
OG0009459	LOC108152859|XP_017137969.1|DMIR	LOC115762870|XP_030561105.1|DNOV
OG0009460	LOC108153639|XP_017139231.1|DMIR	LOC115766973|XP_030566928.1|DNOV
OG0009461	LOC108165571|XP_017157134.1|DMIR	LOC115766945|XP_030566893.1|DNOV
OG0009462	LOC108153358|XP_017138813.1|DMIR	LOC115765806|XP_030565381.1|DNOV
OG0009463	LOC108153669|XP_017139272.1|DMIR	LOC115769971|XP_030570883.1|DNOV
OG0009464	LOC108150785|XP_017134575.1|DMIR	LOC115771088|XP_030572502.1|DNOV
OG0009465	LOC108150943|XP_017134766.2|DMIR	LOC115771142|XP_030572572.1|DNOV
OG0009466	LOC108165281|XP_017156805.1|DMIR	LOC115770160|XP_030571179.1|DNOV
OG0009467	LOC108150805|XP_017134597.1|DMIR	LOC115762834|XP_030561061.1|DNOV
OG0009468	LOC108153317|XP_017138718.1|DMIR	LOC115770973|XP_030572297.1|DNOV
OG0009469	LOC108152478|XP_017137340.1|DMIR	LOC115767647|XP_030567794.1|DNOV
OG0009470	LOC108165495|XP_017157041.2|DMIR	LOC115769466|XP_030570140.1|DNOV
OG0009471	LOC108163555|XP_017154407.1|DMIR	LOC115763003|XP_030561252.1|DNOV
OG0009472	LOC108165528|XP_017157088.1|DMIR	LOC115768086|XP_030568421.1|DNOV
OG0009473	LOC108154552|XP_017140344.1|DMIR	LOC115769549|XP_030570252.1|DNOV
OG0009474	LOC108153472|XP_017138992.2|DMIR	LOC115769422|XP_030570090.1|DNOV
OG0009475	LOC108153539|XP_017139094.1|DMIR	LOC115771222|XP_030572682.1|DNOV
OG0009476	LOC108152133|XP_017136718.1|DMIR	LOC115771163|XP_030572604.1|DNOV
OG0009477	LOC108151292|XP_017135317.1|DMIR	LOC115762854|XP_030561089.1|DNOV
OG0009478	LOC108151314|XP_017135342.1|DMIR	LOC115762817|XP_030561040.1|DNOV
OG0009479	LOC108161262|XP_033249366.1|DMIR	LOC115764569|XP_030563556.1|DNOV
OG0009480	LOC108151826|XP_017136181.1|DMIR	LOC115769454|XP_030570130.1|DNOV
OG0009481	LOC108153759|XP_017139383.1|DMIR	LOC115766972|XP_030566925.1|DNOV
OG0009482	LOC108150920|XP_033242355.1|DMIR	LOC115771585|XP_030573206.1|DNOV
OG0009483	LOC108150919|XP_017134738.1|DMIR	LOC115771386|XP_030572931.1|DNOV
OG0009484	LOC108154137|XP_017139762.1|DMIR	LOC115761715|XP_030559453.1|DNOV
OG0009485	LOC108151892|XP_017136282.1|DMIR	LOC115769687|XP_030570468.1|DNOV
OG0009486	LOC108151895|XP_017136286.1|DMIR	LOC115769689|XP_030570473.1|DNOV
OG0009487	LOC108150864|XP_017134655.1|DMIR	LOC115770315|XP_030571411.1|DNOV
OG0009488	LOC108153525|XP_017139073.1|DMIR	LOC115770245|XP_030571313.1|DNOV
OG0009489	LOC108153474|XP_017138997.1|DMIR	LOC115766941|XP_030566892.1|DNOV
OG0009490	LOC117188111|XP_033247340.1|DMIR, LOC108160561|XP_017150125.2|DMIR	LOC115757918|XP_030554241.1|DNOV
OG0009491	LOC108153555|XP_017139115.1|DMIR	LOC115771421|XP_030572983.1|DNOV
OG0009492	LOC108150868|XP_017134660.1|DMIR	LOC115770280|XP_030571368.1|DNOV
OG0009493	LOC108153331|XP_033242927.1|DMIR	LOC115770515|XP_030571676.1|DNOV
OG0009494	LOC108153330|XP_017138736.1|DMIR	LOC115770517|XP_030571678.1|DNOV
OG0009495	LOC108152051|XP_017136544.1|DMIR	LOC115770061|XP_030571016.1|DNOV
OG0009496	LOC108165568|XP_017157131.1|DMIR	LOC115769077|XP_030569653.1|DNOV, LOC115769426|XP_030570093.1|DNOV
OG0009497	LOC108157841|XP_017145533.1|DMIR	LOC115764801|XP_030563908.1|DNOV
OG0009498	LOC108151653|XP_017135861.1|DMIR	LOC115770417|XP_030571540.1|DNOV
OG0009499	LOC108152950|XP_017138138.1|DMIR	LOC115770210|XP_030571265.1|DNOV
OG0009500	LOC108152837|XP_017137931.1|DMIR	LOC115770260|XP_030571335.1|DNOV
OG0009501	LOC108153172|XP_017138466.1|DMIR	LOC115769436|XP_030570107.1|DNOV
OG0009502	LOC108156074|XP_017142849.1|DMIR	LOC115766190|XP_030565893.1|DNOV
OG0009503	LOC108164191|XP_017155299.1|DMIR	LOC115759316|XP_030556087.1|DNOV
OG0009504	LOC108154239|XP_017139961.1|DMIR	LOC115763983|XP_030562655.1|DNOV
OG0009505	LOC108161187|XP_017150897.1|DMIR	LOC115759786|XP_030556724.1|DNOV
OG0009506	LOC117186587|XP_033243444.1|DMIR	LOC115771221|XP_030572681.1|DNOV
OG0009507	LOC108153202|XP_017138512.1|DMIR	LOC115769619|XP_030570376.1|DNOV
OG0009508	LOC108163546|XP_017154394.1|DMIR	LOC115769162|XP_030569718.1|DNOV
OG0009509	LOC117191543|XP_033252270.1|DMIR, LOC108159393|XP_017148117.1|DMIR	LOC115760993|XP_030558460.1|DNOV
OG0009510	LOC108151730|XP_017136019.1|DMIR, LOC108163662|XP_017154576.1|DMIR	LOC115767736|XP_030567908.1|DNOV
OG0009512	LOC108150845|XP_017134640.1|DMIR	LOC115768371|XP_030568804.1|DNOV
OG0009514	LOC108151149|XP_017135067.1|DMIR	LOC115767238|XP_030567299.1|DNOV
OG0009515	LOC108163104|XP_033249944.1|DMIR	LOC115759827|XP_030556777.1|DNOV
OG0009516	LOC108165257|XP_033242977.1|DMIR, LOC108157519|XP_017145111.1|DMIR, LOC108162395|XP_017152605.2|DMIR	LOC115759873|XP_030556843.1|DNOV
OG0009517	LOC108162885|XP_017153329.1|DMIR	LOC115760210|XP_030557316.1|DNOV, LOC115760211|XP_030557317.1|DNOV
OG0009518	LOC108165322|XP_017156845.2|DMIR	LOC115770385|XP_030571494.1|DNOV
OG0009519	LOC108153706|XP_017139320.1|DMIR	LOC115767255|XP_030567326.1|DNOV, LOC115765826|XP_030565410.1|DNOV
OG0009520	LOC108156476|XP_017143438.1|DMIR	LOC115761455|XP_030559081.1|DNOV
OG0009521	LOC108153479|XP_017139007.2|DMIR, LOC117186589|XP_033243448.1|DMIR	LOC115765901|XP_030565508.1|DNOV
OG0009522	LOC117185974|XP_033250664.1|DMIR, LOC108159681|XP_017148663.2|DMIR, LOC117187903|XP_033246731.1|DMIR	LOC115762619|XP_030560781.1|DNOV, LOC115758154|XP_030554551.1|DNOV
OG0009523	LOC108160129|XP_017149413.1|DMIR	LOC115760645|XP_030557967.1|DNOV
OG0009524	LOC117187669|XP_033246209.1|DMIR, LOC108159152|XP_017147638.2|DMIR	LOC115766860|XP_030566820.1|DNOV
OG0009525	LOC117193145|XP_033253765.1|DMIR, LOC108160193|XP_017149516.1|DMIR	LOC115762238|XP_030560240.1|DNOV
OG0009526	LOC108160191|XP_017149514.1|DMIR, LOC117193142|XP_033253763.1|DMIR, LOC117193143|XP_033253764.1|DMIR	LOC115762242|XP_030560245.1|DNOV
OG0009527	LOC108160850|XP_017150596.1|DMIR	LOC115761032|XP_030558505.1|DNOV
OG0009528	LOC108160976|XP_017150765.1|DMIR, LOC117192961|XP_033253574.1|DMIR	LOC115761048|XP_030558523.1|DNOV
OG0009529	LOC117194959|XP_033255326.1|DMIR, LOC117194954|XP_033255316.1|DMIR, LOC108159300|XP_033248118.1|DMIR	LOC115769976|XP_030570922.1|DNOV
OG0009530	LOC108158065|XP_033254360.1|DMIR, LOC117187807|XP_033246552.1|DMIR	LOC115758049|XP_030554423.1|DNOV
OG0009531	LOC117192971|XP_033253584.1|DMIR, LOC117194132|XP_033254671.1|DMIR, LOC117192970|XP_033253580.1|DMIR, LOC108158701|XP_033247493.1|DMIR	LOC115758275|XP_030554698.1|DNOV
OG0009532	LOC117193903|XP_033254471.1|DMIR, LOC108160945|XP_017150722.1|DMIR	LOC115761126|XP_030558646.1|DNOV
OG0009533	LOC108160913|XP_017150679.1|DMIR, LOC117193493|XP_033254135.1|DMIR, LOC117193933|XP_033254488.1|DMIR	LOC115766601|XP_030566446.1|DNOV
OG0009534	LOC108158233|XP_017145955.1|DMIR, LOC117193936|XP_033254491.1|DMIR	LOC115766614|XP_030566465.1|DNOV
OG0009535	LOC117191572|XP_033252291.1|DMIR, LOC117185947|XP_033251023.1|DMIR, LOC108160562|XP_017150127.1|DMIR	LOC115766519|XP_030566345.1|DNOV
OG0009536	LOC108155423|XP_017141718.1|DMIR	LOC115761950|XP_030559849.1|DNOV
OG0009537	LOC108154833|XP_017140735.1|DMIR	LOC115761913|XP_030559790.1|DNOV, LOC115761915|XP_030559793.1|DNOV
OG0009538	LOC108154020|XP_017139601.1|DMIR	LOC115761854|XP_030559701.1|DNOV
OG0009539	LOC108154438|XP_017140200.1|DMIR	LOC115763774|XP_030562353.1|DNOV
OG0009540	LOC108156066|XP_033244334.1|DMIR, LOC117186980|XP_033244335.1|DMIR	LOC115765071|XP_030564306.1|DNOV
OG0009542	LOC108157657|XP_017145297.1|DMIR	LOC115771989|XP_030573770.1|DNOV
OG0009543	LOC108154320|XP_017140068.1|DMIR	LOC115764828|XP_030563937.1|DNOV
OG0009545	LOC108151811|XP_017136158.1|DMIR	LOC115761564|XP_030559209.1|DNOV, LOC115764344|XP_030563159.1|DNOV, LOC115767540|XP_030567678.1|DNOV
OG0009546	LOC108154539|XP_017140330.1|DMIR	LOC115764741|XP_030563817.1|DNOV
OG0009560	LOC108153427|XP_017138923.1|DMIR	LOC115765373|XP_030564755.1|DNOV
OG0009562	LOC108164303|XP_017155441.1|DMIR	LOC115763222|XP_030561556.1|DNOV
OG0009563	LOC108153567|XP_017139132.1|DMIR	LOC115768859|XP_030569426.1|DNOV
OG0009564	LOC108157395|XP_017144928.2|DMIR	LOC115766274|XP_030565999.1|DNOV
OG0009565	LOC108153198|XP_017138506.1|DMIR	LOC115771152|XP_030572584.1|DNOV
OG0009567	LOC108153840|XP_017139428.1|DMIR	LOC115764215|XP_030562986.1|DNOV
OG0009568	LOC108164174|XP_017155278.1|DMIR	LOC115759086|XP_030555778.1|DNOV
OG0009569	LOC117194447|XP_033254906.1|DMIR	LOC115766339|XP_030566091.1|DNOV
OG0009570	LOC108155535|XP_017141892.1|DMIR	LOC115763822|XP_030562432.1|DNOV
OG0009572	LOC108155940|XP_017142593.1|DMIR	LOC115768268|XP_030568661.1|DNOV
OG0009573	LOC108164286|XP_017155426.1|DMIR	LOC115767610|XP_030567768.1|DNOV
OG0009574	LOC108161422|XP_017151204.1|DMIR	LOC115768825|XP_030569382.1|DNOV
OG0009575	LOC108158279|XP_017146003.1|DMIR	LOC115762349|XP_030560377.1|DNOV
OG0009576	LOC108154708|XP_017140547.1|DMIR	LOC115764038|XP_030562734.1|DNOV
OG0009577	LOC108161496|XP_017151260.1|DMIR	LOC115759298|XP_030556061.1|DNOV
OG0009578	LOC108163618|XP_017154505.1|DMIR	LOC115763603|XP_030562090.1|DNOV
