Orthogroup	DMIR.longest_only	DBIA.longest_only
OG0007788	LOC108156977|XP_017144258.1|DMIR	LOC108031979|XP_016961262.1|DBIA
OG0007789	LOC108153947|XP_033244067.1|DMIR	LOC108031051|XP_016959740.1|DBIA
OG0007790	LOC108155026|XP_033245945.1|DMIR	LOC108026142|XP_016952360.1|DBIA
OG0007791	LOC108155733|XP_017142237.1|DMIR	LOC108025348|XP_016951294.1|DBIA
OG0007792	LOC108164503|XP_017155773.1|DMIR	LOC108025838|XP_016951985.1|DBIA
OG0007793	LOC108156186|XP_017143005.1|DMIR	LOC108031417|XP_016960307.1|DBIA
OG0007794	LOC108162203|XP_017152306.1|DMIR	LOC108024192|XP_016949527.1|DBIA
OG0007795	LOC108154601|XP_017140410.1|DMIR	LOC108023681|XP_016948792.1|DBIA
OG0007796	LOC108156268|XP_017143125.1|DMIR	LOC108026264|XP_016952612.1|DBIA
OG0007797	LOC108155893|XP_017142523.1|DMIR	LOC108025333|XP_016951251.1|DBIA
OG0007798	LOC108155895|XP_017142526.1|DMIR	LOC108025296|XP_016951174.1|DBIA
OG0007799	LOC108156836|XP_017144034.1|DMIR	LOC108031084|XP_016959779.1|DBIA
OG0007800	LOC108157777|XP_017145456.1|DMIR	LOC108032224|XP_016961575.1|DBIA
OG0007801	LOC108154077|XP_017139673.1|DMIR	LOC108026404|XP_016952816.1|DBIA
OG0007802	LOC108155786|XP_017142335.1|DMIR	LOC108032042|XP_016961343.1|DBIA
OG0007803	LOC108153961|XP_017139546.1|DMIR	LOC108030955|XP_016959644.1|DBIA
OG0007804	LOC108159971|XP_017149147.1|DMIR	LOC108023477|XP_016948487.1|DBIA
OG0007805	LOC108156376|XP_017143278.1|DMIR	LOC108027583|XP_016954587.1|DBIA
OG0007806	LOC108156343|XP_017143234.1|DMIR	LOC108027584|XP_016954588.1|DBIA
OG0007808	LOC108155007|XP_017141047.1|DMIR	LOC108026465|XP_016952895.1|DBIA
OG0007809	LOC108155039|XP_017141099.1|DMIR, LOC117188180|XP_033247544.1|DMIR	LOC108025883|XP_016952048.1|DBIA
OG0007810	LOC108162362|XP_017152557.1|DMIR	LOC108032641|XP_016962076.1|DBIA
OG0007811	LOC108154832|XP_017140724.2|DMIR	LOC108031429|XP_016960321.1|DBIA
OG0007812	LOC108164830|XP_017156245.1|DMIR	LOC108023249|XP_016948018.1|DBIA
OG0007813	LOC108154716|XP_017140556.1|DMIR	LOC108031715|XP_016960870.1|DBIA
OG0007814	LOC108154880|XP_017140815.1|DMIR	LOC108023606|XP_016948701.1|DBIA
OG0007815	LOC108157743|XP_017145415.1|DMIR	LOC108023199|XP_016947947.1|DBIA
OG0007816	LOC108153423|XP_017138915.1|DMIR	LOC108028729|XP_016956180.1|DBIA
OG0007817	LOC108156526|XP_033246037.1|DMIR, LOC117187448|XP_033246035.1|DMIR	LOC108027334|XP_016954235.1|DBIA
OG0007818	LOC108157083|XP_017144421.1|DMIR	LOC108026390|XP_016952801.1|DBIA
OG0007819	LOC108162707|XP_017153097.1|DMIR	LOC108023978|XP_016949195.1|DBIA
OG0007820	LOC108156235|XP_033245342.1|DMIR	LOC108025303|XP_016951187.1|DBIA
OG0007821	LOC108157694|XP_017145353.1|DMIR	LOC108025531|XP_016951545.1|DBIA
OG0007822	LOC108157693|XP_033245742.1|DMIR	LOC108025530|XP_016951543.1|DBIA
OG0007823	LOC108157305|XP_017144798.1|DMIR	LOC108025012|XP_016950756.1|DBIA
OG0007824	LOC108155768|XP_017142309.1|DMIR	LOC108026210|XP_016952515.1|DBIA
OG0007825	LOC108154181|XP_017139844.1|DMIR	LOC108023984|XP_016949206.1|DBIA
OG0007826	LOC108155105|XP_017141225.1|DMIR	LOC108024575|XP_016950060.1|DBIA
OG0007827	LOC108152774|XP_017137847.1|DMIR	LOC108023473|XP_016948484.1|DBIA
OG0007828	LOC108152541|XP_017137441.1|DMIR	LOC108028691|XP_016956124.1|DBIA
OG0007829	LOC108155529|XP_017141879.1|DMIR	LOC108024953|XP_016950675.1|DBIA
OG0007830	LOC108157705|XP_017145364.2|DMIR	LOC108023410|XP_016948360.1|DBIA
OG0007831	LOC108162013|XP_017151997.2|DMIR	LOC108033142|XP_016962853.1|DBIA
OG0007832	LOC108163841|XP_017154848.1|DMIR	LOC108027600|XP_016954610.1|DBIA
OG0007833	LOC108159707|XP_017148715.1|DMIR	LOC108023652|XP_016948761.1|DBIA
OG0007834	LOC108154087|XP_017139690.2|DMIR	LOC108026331|XP_016952716.1|DBIA
OG0007836	LOC108156197|XP_017143020.1|DMIR, LOC117187473|XP_033246128.1|DMIR	LOC108031092|XP_016959788.1|DBIA
OG0007837	LOC108153927|XP_017139512.2|DMIR	LOC108027141|XP_016953849.1|DBIA
OG0007838	LOC108154559|XP_017140348.2|DMIR	LOC108027079|XP_016953783.1|DBIA
OG0007839	LOC108157753|XP_017145426.1|DMIR	LOC108023222|XP_016947983.1|DBIA
OG0007840	LOC108154957|XP_017140959.1|DMIR	LOC108025505|XP_016951516.1|DBIA
OG0007841	LOC108156228|XP_017143056.2|DMIR	LOC108031229|XP_016959953.1|DBIA
OG0007842	LOC108156780|XP_017143940.1|DMIR	LOC108026261|XP_016952603.1|DBIA
OG0007843	LOC108156783|XP_017143946.2|DMIR	LOC108026096|XP_016952285.1|DBIA
OG0007844	LOC108158635|XP_017146605.1|DMIR	LOC108029905|XP_016957885.1|DBIA
OG0007845	LOC108157615|XP_017145235.1|DMIR	LOC108031125|XP_016959826.1|DBIA
OG0007846	LOC108152371|XP_017137148.1|DMIR	LOC108024206|XP_016949548.1|DBIA
OG0007847	LOC108156944|XP_017144198.1|DMIR	LOC108026399|XP_016952811.1|DBIA
OG0007848	LOC108156716|XP_017143854.1|DMIR	LOC108026400|XP_016952812.1|DBIA
OG0007849	LOC108156328|XP_017143212.1|DMIR	LOC108031789|XP_016960991.1|DBIA
OG0007850	LOC108156327|XP_017143209.1|DMIR	LOC108031788|XP_016960990.1|DBIA
OG0007851	LOC108157587|XP_017145200.1|DMIR	LOC108025066|XP_016950812.1|DBIA
OG0007852	LOC108157248|XP_017144711.1|DMIR	LOC108027057|XP_016953755.1|DBIA
OG0007853	LOC108157750|XP_017145420.1|DMIR	LOC108024844|XP_016950471.1|DBIA
OG0007854	LOC108155919|XP_017142559.1|DMIR	LOC108026342|XP_016952735.1|DBIA
OG0007855	LOC108154585|XP_033245586.1|DMIR	LOC108031235|XP_016959960.1|DBIA
OG0007856	LOC108156717|XP_017143855.1|DMIR	LOC108026401|XP_016952813.1|DBIA
OG0007857	LOC108156530|XP_017143525.1|DMIR	LOC108024721|XP_016950302.1|DBIA
OG0007858	LOC108162783|XP_017153170.1|DMIR	LOC108036105|XP_016967566.1|DBIA
OG0007859	LOC108164543|XP_017155841.1|DMIR	LOC108023205|XP_016947957.1|DBIA
OG0007860	LOC108155883|XP_017142508.1|DMIR	LOC108032110|XP_016961430.1|DBIA
OG0007861	LOC108157431|XP_017144971.1|DMIR	LOC108031561|XP_016960595.1|DBIA
OG0007862	LOC117187128|XP_033245039.1|DMIR	LOC108025190|XP_016950989.1|DBIA
OG0007863	LOC108162728|XP_017153085.1|DMIR	LOC108033759|XP_016963825.1|DBIA
OG0007864	LOC108157063|XP_017144384.1|DMIR	LOC108031888|XP_016961143.1|DBIA
OG0007865	LOC108151781|XP_017136114.1|DMIR	LOC108035339|XP_016966413.1|DBIA
OG0007866	LOC108156365|XP_017143258.1|DMIR	LOC108024695|XP_016950263.1|DBIA
OG0007867	LOC108156881|XP_017144102.1|DMIR	LOC108031970|XP_016961251.1|DBIA
OG0007868	LOC108154466|XP_017140225.1|DMIR	LOC108026105|XP_016952294.1|DBIA
OG0007869	LOC108158618|XP_017146586.1|DMIR	LOC108033057|XP_016962687.1|DBIA
OG0007870	LOC108151740|XP_017136047.1|DMIR	LOC108028422|XP_016955738.1|DBIA
OG0007871	LOC108164074|XP_017155149.1|DMIR	LOC108026550|XP_016952992.1|DBIA
OG0007872	LOC108151074|XP_017134943.1|DMIR	LOC108028580|XP_016955976.1|DBIA
OG0007873	LOC108151083|XP_017134955.1|DMIR	LOC108028552|XP_016955944.1|DBIA
OG0007874	LOC108164634|XP_017155969.1|DMIR	LOC108032498|XP_016961809.1|DBIA
OG0007875	LOC108158130|XP_017145800.1|DMIR	LOC108036454|XP_016968105.1|DBIA
OG0007876	LOC108165053|XP_017156583.1|DMIR	LOC108033201|XP_016962936.1|DBIA
OG0007877	LOC108163755|XP_017154717.1|DMIR	LOC108026161|XP_016952387.1|DBIA
OG0007878	LOC108158624|XP_017146589.1|DMIR	LOC108030344|XP_016958698.1|DBIA
OG0007879	LOC108152913|XP_017138078.1|DMIR	LOC108028452|XP_016955784.1|DBIA
OG0007880	LOC108164399|XP_017155531.1|DMIR	LOC108023953|XP_016949135.1|DBIA
OG0007881	LOC108153401|XP_017138884.1|DMIR	LOC108035527|XP_016966685.1|DBIA
OG0007882	LOC108152678|XP_017137664.1|DMIR	LOC108035159|XP_016966103.1|DBIA
OG0007883	LOC108153305|XP_017138700.1|DMIR	LOC108035158|XP_016966096.1|DBIA
OG0007884	LOC108165434|XP_017156962.1|DMIR	LOC108034411|XP_016964783.1|DBIA
OG0007885	LOC108158131|XP_017145803.1|DMIR	LOC108036456|XP_016968109.1|DBIA
OG0007886	LOC108163585|XP_017154447.1|DMIR	LOC108032736|XP_016962208.1|DBIA
OG0007887	LOC108152676|XP_017137661.1|DMIR	LOC108035156|XP_016966095.1|DBIA
OG0007888	LOC108153353|XP_017138809.1|DMIR	LOC108028627|XP_016956036.1|DBIA
OG0007889	LOC108153269|XP_017138626.1|DMIR	LOC108028786|XP_016956255.1|DBIA
OG0007890	LOC108165493|XP_017157036.2|DMIR	LOC108035461|XP_016966592.1|DBIA
OG0007891	LOC108157194|XP_017144612.1|DMIR	LOC108026185|XP_016952463.1|DBIA
OG0007892	LOC108158709|XP_017146738.1|DMIR	LOC108025751|XP_016951838.1|DBIA
OG0007893	LOC108159219|XP_017147805.1|DMIR	LOC108022786|XP_016947401.1|DBIA
OG0007894	LOC108152699|XP_033242097.1|DMIR	LOC108030205|XP_016958455.1|DBIA
OG0007895	LOC108151913|XP_017136313.1|DMIR	LOC108029663|XP_016957582.1|DBIA
OG0007896	LOC108153225|XP_017138544.1|DMIR	LOC108035657|XP_016966853.1|DBIA
OG0007897	LOC108153184|XP_017138484.1|DMIR	LOC108035602|XP_016966769.1|DBIA
OG0007898	LOC108153153|XP_017138444.1|DMIR	LOC108034513|XP_016964926.1|DBIA
OG0007899	LOC108152403|XP_017137194.1|DMIR	LOC108028437|XP_016955756.1|DBIA
OG0007902	LOC108164739|XP_017156121.1|DMIR	LOC108026681|XP_016953256.1|DBIA
OG0007903	LOC108152703|XP_017137712.1|DMIR	LOC108035235|XP_016966256.1|DBIA
OG0007904	LOC108152034|XP_017136513.1|DMIR	LOC108028482|XP_016955834.1|DBIA
OG0007905	LOC108163788|XP_017154760.1|DMIR	LOC108036737|XP_016968533.1|DBIA
OG0007906	LOC108165600|XP_017157163.1|DMIR	LOC108035698|XP_016966908.1|DBIA
OG0007907	LOC108151063|XP_017134928.1|DMIR	LOC108035297|XP_016966354.1|DBIA
OG0007908	LOC108151064|XP_017134932.1|DMIR	LOC108035298|XP_016966355.1|DBIA
OG0007909	LOC108159721|XP_017148734.1|DMIR	LOC108023451|XP_016948437.1|DBIA
OG0007910	LOC108150922|XP_017134741.1|DMIR	LOC108035952|XP_016967244.1|DBIA
OG0007911	LOC108153219|XP_017138537.1|DMIR	LOC108035653|XP_016966849.1|DBIA
OG0007912	LOC108151055|XP_017134918.1|DMIR	LOC108034800|XP_016965290.1|DBIA
OG0007913	LOC108153221|XP_017138538.1|DMIR	LOC108035654|XP_016966850.1|DBIA
OG0007914	LOC108151006|XP_033242473.1|DMIR	LOC108035165|XP_016966109.1|DBIA
OG0007915	LOC108152625|XP_017137588.1|DMIR	LOC108035691|XP_016966898.1|DBIA
OG0007916	LOC108161121|XP_017150833.1|DMIR	LOC108033718|XP_016963740.1|DBIA
OG0007917	LOC108159281|XP_033254379.1|DMIR	LOC108036260|XP_016967760.1|DBIA
OG0007918	LOC108160390|XP_017149866.1|DMIR	LOC108030327|XP_016958673.1|DBIA
OG0007919	LOC117192988|XP_033253610.1|DMIR, LOC108160464|XP_017149967.1|DMIR, LOC117192928|XP_033253549.1|DMIR	LOC108026843|XP_016953510.1|DBIA
OG0007920	LOC108160783|XP_017150476.1|DMIR	LOC108026835|XP_016953498.1|DBIA
OG0007921	LOC108158273|XP_017145998.1|DMIR	LOC108022193|XP_016946534.1|DBIA
OG0007922	LOC108156041|XP_017142795.1|DMIR	LOC108031160|XP_016959865.1|DBIA
OG0007923	LOC108162639|XP_017152955.1|DMIR	LOC108025738|XP_016951815.1|DBIA
OG0007924	LOC108159169|XP_017147690.1|DMIR, LOC117185794|XP_033252851.1|DMIR	LOC108029704|XP_016957661.1|DBIA
OG0007925	LOC108160405|XP_017149885.1|DMIR	LOC108022446|XP_016946838.1|DBIA
OG0007926	LOC108159978|XP_017149159.1|DMIR	LOC108030154|XP_016958371.1|DBIA
OG0007927	LOC108163174|XP_017153795.1|DMIR	LOC108033895|XP_016964037.1|DBIA
OG0007928	LOC108163454|XP_017154230.1|DMIR	LOC108036756|XP_016968571.1|DBIA
OG0007929	LOC108161906|XP_017151794.1|DMIR	LOC108033960|XP_016964154.1|DBIA
OG0007930	LOC117185786|XP_033246792.1|DMIR, LOC108158254|XP_033253697.1|DMIR	LOC108022187|XP_016946529.1|DBIA
OG0007931	LOC108161353|XP_017151084.1|DMIR	LOC108021864|XP_016946144.1|DBIA
OG0007932	LOC108161558|XP_017151335.1|DMIR	LOC108025807|XP_016951939.1|DBIA
OG0007933	LOC108155142|XP_017141285.1|DMIR	LOC108024983|XP_016950725.1|DBIA
OG0007934	LOC108162128|XP_017152196.1|DMIR	LOC108024996|XP_016950741.1|DBIA
OG0007935	LOC108162647|XP_017152966.1|DMIR	LOC108032508|XP_016961823.1|DBIA
OG0007936	LOC108161615|XP_017151404.1|DMIR	LOC108034115|XP_016964384.1|DBIA
OG0007937	LOC108162378|XP_017152584.1|DMIR	LOC108036782|XP_016968613.1|DBIA
OG0007938	LOC108160185|XP_017149502.1|DMIR	LOC108033918|XP_016964078.1|DBIA
OG0007939	LOC108162661|XP_017152990.1|DMIR	LOC108029139|XP_016956751.1|DBIA
OG0007940	LOC108162659|XP_033249967.1|DMIR	LOC108029140|XP_016956752.1|DBIA
OG0007941	LOC117188009|XP_033247015.1|DMIR	LOC108036688|XP_016968469.1|DBIA
OG0007942	LOC117186229|XP_033242557.1|DMIR	LOC108025848|XP_016952000.1|DBIA
OG0007943	LOC108161218|XP_033248814.1|DMIR	LOC108032348|XP_016961647.1|DBIA
OG0007944	LOC108151051|XP_017134915.1|DMIR	LOC108034798|XP_016965288.1|DBIA
OG0007945	LOC108162882|XP_017153323.2|DMIR	LOC108034194|XP_016964511.1|DBIA
OG0007946	LOC117189373|XP_033250391.1|DMIR, LOC117189371|XP_033250389.1|DMIR, LOC108159526|XP_017148382.1|DMIR	LOC108026556|XP_016952996.1|DBIA
OG0007947	LOC108163729|XP_017154675.1|DMIR	LOC108032760|XP_016962242.1|DBIA
OG0007948	LOC108162742|XP_033249261.1|DMIR	LOC108032676|XP_016962134.1|DBIA
OG0007949	LOC108161655|XP_017151447.1|DMIR	LOC108032565|XP_016961954.1|DBIA
OG0007950	LOC108161478|XP_017151236.1|DMIR	LOC108033373|XP_016963180.1|DBIA
OG0007951	LOC108162917|XP_017153386.1|DMIR	LOC108029159|XP_016956788.1|DBIA
OG0007952	LOC108163728|XP_017154674.1|DMIR	LOC108027864|XP_016954963.1|DBIA
OG0007954	LOC108163652|XP_017154560.1|DMIR	LOC108034033|XP_016964268.1|DBIA
OG0007955	LOC108162049|XP_017152067.1|DMIR	LOC108033748|XP_016963813.1|DBIA
OG0007956	LOC108162516|XP_017152786.1|DMIR	LOC108032375|XP_016961685.1|DBIA
OG0007957	LOC108164177|XP_017155282.1|DMIR	LOC108035253|XP_016966287.1|DBIA
OG0007958	LOC108154480|XP_017140273.1|DMIR	LOC108023973|XP_016949186.1|DBIA
OG0007959	LOC108161372|XP_017151108.1|DMIR	LOC108034031|XP_016964266.1|DBIA
OG0007960	LOC108163979|XP_017155029.1|DMIR	LOC108034184|XP_016964491.1|DBIA
OG0007961	LOC108157302|XP_017144792.1|DMIR	LOC108026439|XP_016952865.1|DBIA
OG0007962	LOC108155758|XP_017142293.1|DMIR	LOC108023538|XP_016948596.1|DBIA
OG0007963	LOC108162542|XP_017152813.1|DMIR	LOC108032724|XP_016962193.1|DBIA
OG0007964	LOC108162685|XP_017153022.1|DMIR	LOC108034279|XP_016964627.1|DBIA
OG0007965	LOC108162778|XP_017153163.1|DMIR	LOC108023831|XP_016948966.1|DBIA
OG0007966	LOC108162012|XP_017151992.1|DMIR	LOC108027751|XP_016954792.1|DBIA
OG0007967	LOC108162555|XP_017152837.2|DMIR	LOC108033831|XP_016963947.1|DBIA
OG0007968	LOC108161526|XP_017151293.1|DMIR	LOC108027765|XP_016954812.1|DBIA
OG0007969	LOC108163554|XP_017154406.2|DMIR	LOC108033764|XP_016963840.1|DBIA
OG0007970	LOC108158612|XP_017146577.1|DMIR, LOC117194136|XP_033254685.1|DMIR	LOC108022859|XP_016947524.1|DBIA
OG0007971	LOC108161463|XP_017151220.1|DMIR	LOC108023540|XP_016948598.1|DBIA
OG0007972	LOC108158262|XP_017145987.1|DMIR, LOC117191323|XP_033252114.1|DMIR	LOC108022338|XP_016946689.1|DBIA
OG0007973	LOC108162679|XP_017153012.1|DMIR	LOC108033806|XP_016963913.1|DBIA
OG0007974	LOC108165060|XP_017156599.1|DMIR	LOC108036138|XP_016967617.1|DBIA
OG0007975	LOC108155832|XP_017142431.1|DMIR	LOC108027211|XP_016954022.1|DBIA
OG0007976	LOC108152522|XP_017137412.2|DMIR	LOC108024234|XP_016949595.1|DBIA
OG0007977	LOC108162712|XP_017153062.2|DMIR	LOC108036765|XP_016968593.1|DBIA
OG0007978	LOC108163695|XP_017154617.1|DMIR	LOC108027677|XP_016954712.1|DBIA
OG0007979	LOC108163099|XP_033248520.1|DMIR	LOC108032728|XP_016962197.1|DBIA
OG0007980	LOC108163510|XP_017154330.1|DMIR	LOC108034146|XP_016964434.1|DBIA
OG0007981	LOC108164795|XP_017156208.1|DMIR	LOC108033120|XP_016962818.1|DBIA
OG0007982	LOC108162564|XP_017152850.1|DMIR	LOC108033728|XP_016963762.1|DBIA
OG0007983	LOC108163610|XP_017154488.1|DMIR	LOC108034109|XP_016964376.1|DBIA
OG0007984	LOC108163617|XP_017154502.1|DMIR	LOC108032579|XP_016961971.1|DBIA
OG0007985	LOC117189026|XP_033249791.1|DMIR	LOC108025963|XP_016952145.1|DBIA
OG0007986	LOC108163181|XP_017153807.1|DMIR	LOC108033808|XP_016963917.1|DBIA
OG0007987	LOC108161717|XP_017151525.1|DMIR	LOC108027857|XP_016954946.1|DBIA
OG0007988	LOC108162003|XP_017151975.1|DMIR	LOC108032766|XP_016962251.1|DBIA
OG0007989	LOC108162513|XP_017152780.1|DMIR	LOC108035150|XP_016966086.1|DBIA
OG0007990	LOC108163736|XP_017154684.1|DMIR	LOC108034183|XP_016964490.1|DBIA
OG0007991	LOC108163472|XP_017154262.1|DMIR	LOC108029155|XP_016956779.1|DBIA
OG0007992	LOC108162096|XP_017152147.1|DMIR	LOC108036788|XP_016968622.1|DBIA
OG0007993	LOC108154779|XP_017140652.1|DMIR	LOC108023876|XP_016949045.1|DBIA
OG0007994	LOC108162601|XP_017152909.1|DMIR	LOC108034020|XP_016964247.1|DBIA
OG0007995	LOC108163907|XP_017154923.1|DMIR	LOC108032598|XP_016962002.1|DBIA
OG0007996	LOC108164971|XP_017156472.1|DMIR	LOC108027578|XP_016954578.1|DBIA
OG0007997	LOC108152647|XP_017137626.1|DMIR	LOC108035967|XP_016967273.1|DBIA
OG0007998	LOC108162902|XP_017153361.1|DMIR	LOC108034042|XP_016964277.1|DBIA
OG0007999	LOC108163287|XP_017153976.1|DMIR	LOC108034308|XP_016964667.1|DBIA
OG0008000	LOC108163576|XP_033248949.1|DMIR	LOC108034273|XP_016964620.1|DBIA
OG0008001	LOC108163371|XP_017154112.1|DMIR	LOC108034203|XP_016964523.1|DBIA
OG0008002	LOC108161815|XP_017151664.1|DMIR	LOC108029099|XP_016956679.1|DBIA
OG0008003	LOC108163372|XP_017154113.2|DMIR	LOC108033931|XP_016964098.1|DBIA
OG0008004	LOC108162739|XP_017153113.1|DMIR	LOC108023511|XP_016948544.1|DBIA
OG0008005	LOC108157844|XP_017145548.1|DMIR	LOC108025720|XP_016951768.1|DBIA
OG0008006	LOC108164628|XP_017155962.1|DMIR	LOC108024048|XP_016949314.1|DBIA
OG0008007	LOC108164598|XP_017155926.1|DMIR	LOC108021966|XP_016946291.1|DBIA
OG0008008	LOC108151420|XP_017135500.1|DMIR	LOC108035915|XP_016967178.1|DBIA
OG0008009	LOC108152835|XP_017137932.1|DMIR	LOC108021898|XP_016946205.1|DBIA
OG0008010	LOC108163688|XP_017154611.1|DMIR	LOC108025797|XP_016951923.1|DBIA
OG0008011	LOC108160889|XP_017150647.2|DMIR, LOC117187973|XP_033246909.1|DMIR	LOC108026751|XP_016953366.1|DBIA
OG0008012	LOC108158490|XP_017146289.1|DMIR	LOC108036182|XP_016967661.1|DBIA
OG0008013	LOC108159572|XP_017148504.1|DMIR	LOC108026923|XP_016953623.1|DBIA
OG0008014	LOC108156993|XP_017144275.1|DMIR	LOC108024987|XP_016950730.1|DBIA
OG0008015	LOC108152797|XP_017137872.1|DMIR	LOC108028590|XP_016955992.1|DBIA
OG0008016	LOC108152798|XP_017137873.1|DMIR	LOC108028592|XP_016955995.1|DBIA
OG0008017	LOC108153483|XP_017139011.1|DMIR	LOC108028792|XP_016956301.1|DBIA
OG0008018	LOC108152805|XP_033243628.1|DMIR	LOC108023190|XP_016947922.1|DBIA
OG0008019	LOC108165036|XP_017156561.1|DMIR	LOC108024008|XP_016949241.1|DBIA
OG0008020	LOC108156811|XP_017143994.1|DMIR	LOC108031542|XP_016960568.1|DBIA
OG0008021	LOC108164556|XP_017155862.1|DMIR	LOC108025678|XP_016951704.1|DBIA
OG0008022	LOC108154352|XP_017140106.2|DMIR	LOC108025235|XP_016951071.1|DBIA
OG0008023	LOC108164646|XP_033247791.1|DMIR	LOC108023667|XP_016948778.1|DBIA
OG0008024	LOC108153656|XP_017139253.1|DMIR	LOC108023708|XP_016948826.1|DBIA
OG0008025	LOC108152847|XP_017137953.1|DMIR	LOC108023192|XP_016947932.1|DBIA
OG0008026	LOC108164913|XP_017156388.1|DMIR	LOC108023297|XP_016948087.1|DBIA
OG0008027	LOC108164782|XP_017156192.1|DMIR	LOC108021981|XP_016946310.1|DBIA
OG0008028	LOC108156604|XP_017143634.1|DMIR	LOC108024223|XP_016949586.1|DBIA
OG0008029	LOC108154845|XP_017140751.1|DMIR	LOC108026371|XP_016952780.1|DBIA
OG0008030	LOC108154103|XP_017139714.1|DMIR	LOC108032920|XP_016962475.1|DBIA
OG0008031	LOC108162860|XP_017153298.1|DMIR	LOC108027860|XP_016954950.1|DBIA
OG0008032	LOC108154785|XP_017140661.1|DMIR	LOC108023884|XP_016949057.1|DBIA
OG0008033	LOC108155840|XP_017142440.1|DMIR	LOC108026280|XP_016952634.1|DBIA
OG0008034	LOC108156038|XP_017142780.1|DMIR	LOC108031732|XP_016960900.1|DBIA
OG0008035	LOC108165194|XP_017156753.1|DMIR	LOC108025940|XP_016952127.1|DBIA
OG0008036	LOC108156975|XP_017144255.1|DMIR	LOC108026120|XP_016952312.1|DBIA
OG0008037	LOC108155045|XP_017141107.1|DMIR	LOC108026116|XP_016952305.1|DBIA
OG0008038	LOC108151900|XP_017136302.1|DMIR	LOC108021943|XP_016946260.1|DBIA
OG0008039	LOC108154859|XP_017140775.1|DMIR	LOC108031567|XP_016960614.1|DBIA
OG0008040	LOC108154641|XP_017140459.1|DMIR	LOC108023871|XP_016949039.1|DBIA
OG0008041	LOC108164745|XP_017156131.1|DMIR	LOC108025700|XP_016951725.1|DBIA
OG0008042	LOC108154003|XP_017139586.2|DMIR	LOC108027424|XP_016954361.1|DBIA
OG0008043	LOC108161764|XP_017151590.1|DMIR	LOC108023598|XP_016948694.1|DBIA
OG0008044	LOC108152354|XP_017137127.1|DMIR	LOC108024120|XP_016949390.1|DBIA
OG0008045	LOC108164636|XP_017155971.1|DMIR	LOC108025948|XP_016952135.1|DBIA
OG0008046	LOC108156900|XP_017144131.1|DMIR	LOC108032011|XP_016961300.1|DBIA
OG0008047	LOC108156605|XP_017143636.1|DMIR	LOC108027297|XP_016954178.1|DBIA
OG0008048	LOC108154860|XP_017140776.1|DMIR	LOC108031705|XP_016960857.1|DBIA
OG0008049	LOC108155681|XP_017142138.1|DMIR	LOC108027294|XP_016954175.1|DBIA
OG0008050	LOC108156131|XP_017142933.1|DMIR	LOC108026292|XP_016952648.1|DBIA
OG0008051	LOC108155655|XP_017142097.1|DMIR	LOC108031667|XP_016960796.1|DBIA
OG0008052	LOC108156281|XP_017143144.1|DMIR	LOC108026258|XP_016952601.1|DBIA
OG0008053	LOC108156729|XP_017143873.1|DMIR	LOC108036888|XP_016968756.1|DBIA
OG0008054	LOC108164732|XP_017156117.1|DMIR	LOC108023615|XP_016948710.1|DBIA
OG0008055	LOC108164601|XP_017155928.1|DMIR	LOC108023672|XP_016948783.1|DBIA
OG0008056	LOC108151467|XP_017135581.1|DMIR	LOC108023219|XP_016947978.1|DBIA
OG0008057	LOC108156354|XP_017143244.1|DMIR	LOC108027029|XP_016953714.1|DBIA
OG0008058	LOC108155040|XP_017141094.1|DMIR	LOC108024595|XP_016950092.1|DBIA
OG0008059	LOC108155148|XP_017141298.1|DMIR	LOC108027398|XP_016954325.1|DBIA
OG0008060	LOC108154219|XP_017139934.1|DMIR	LOC108024513|XP_016949950.1|DBIA
OG0008061	LOC108156007|XP_017142704.1|DMIR	LOC108023801|XP_016948931.1|DBIA
OG0008062	LOC108162819|XP_017153228.1|DMIR	LOC108026633|XP_016953147.1|DBIA
OG0008063	LOC108156913|XP_017144150.1|DMIR	LOC108027425|XP_016954362.1|DBIA
OG0008064	LOC108160701|XP_017150348.1|DMIR	LOC108025732|XP_016951800.1|DBIA
OG0008065	LOC108165469|XP_017157009.1|DMIR	LOC108023762|XP_016948892.1|DBIA
OG0008066	LOC108159467|XP_017148278.1|DMIR	LOC108028880|XP_016956377.1|DBIA
OG0008067	LOC108161369|XP_017151106.1|DMIR	LOC108025766|XP_016951850.1|DBIA
OG0008068	LOC108165037|XP_017156563.1|DMIR	LOC108025925|XP_016952105.1|DBIA
OG0008069	LOC108156527|XP_033244526.1|DMIR	LOC108026010|XP_016952190.1|DBIA
OG0008070	LOC108154864|XP_033244148.1|DMIR	LOC108031706|XP_016960858.1|DBIA
OG0008071	LOC108161671|XP_017151467.1|DMIR	LOC108032573|XP_016961966.1|DBIA
OG0008072	LOC108157493|XP_017145083.1|DMIR	LOC108024191|XP_016949526.1|DBIA
OG0008073	LOC108165012|XP_017156537.1|DMIR	LOC108033196|XP_016962931.1|DBIA
OG0008074	LOC108164670|XP_017156011.1|DMIR	LOC108033175|XP_016962901.1|DBIA
OG0008075	LOC108158017|XP_017145649.1|DMIR	LOC108022151|XP_016946482.1|DBIA
OG0008076	LOC108155398|XP_017141684.1|DMIR	LOC108023434|XP_016948412.1|DBIA
OG0008077	LOC108156949|XP_017144207.1|DMIR	LOC108032941|XP_016962504.1|DBIA
