Orthogroup	DYAK.longest_only	BCOP.longest_only
OG0007951	LOC6527594|XP_002088682.1|DYAK	LOC119070762|XP_037031130.1|BCOP
OG0007952	LOC6526861|XP_015053243.1|DYAK	LOC119075605|XP_037037970.1|BCOP
OG0007953	LOC6527096|XP_002088189.1|DYAK	LOC119078452|XP_037041878.1|BCOP
OG0007954	LOC6527036|XP_002088130.1|DYAK	LOC119072754|XP_037033937.1|BCOP
OG0007955	LOC6527928|XP_039227363.1|DYAK	LOC119075757|XP_037038190.1|BCOP
OG0007956	LOC6529751|XP_002090741.1|DYAK	LOC119078423|XP_037041827.1|BCOP
OG0007957	LOC6527975|XP_039226987.1|DYAK	LOC119075334|XP_037037657.1|BCOP
OG0007958	LOC6524716|XP_039230647.1|DYAK	LOC119080803|XP_037045268.1|BCOP
OG0007959	LOC6529587|XP_002090581.1|DYAK	LOC119078890|XP_037042516.1|BCOP
OG0007960	LOC6528049|XP_002089116.1|DYAK	LOC119072481|XP_037033605.1|BCOP
OG0007961	LOC6538506|XP_002099028.3|DYAK	LOC119082755|XP_037048232.1|BCOP
OG0007962	LOC6524389|XP_002100247.1|DYAK	LOC119073745|XP_037035302.1|BCOP
OG0007963	LOC6527461|XP_002088552.1|DYAK	LOC119072702|XP_037033869.1|BCOP
OG0007964	LOC6527071|XP_002088164.1|DYAK	LOC119075635|XP_037038011.1|BCOP
OG0007965	LOC6527128|XP_015053187.1|DYAK	LOC119081979|XP_037047187.1|BCOP
OG0007966	LOC6526446|XP_002087565.1|DYAK	LOC119066640|XP_037025103.1|BCOP
OG0007967	LOC6529261|XP_002090266.2|DYAK	LOC119072670|XP_037033826.1|BCOP
OG0007968	LOC6526435|XP_039227695.1|DYAK	LOC119082063|XP_037047294.1|BCOP
OG0007969	LOC6527994|XP_002089061.1|DYAK	LOC119080952|XP_037045476.1|BCOP
OG0007970	LOC26535558|XP_015051546.1|DYAK	LOC119077969|XP_037041249.1|BCOP
OG0007971	LOC6525035|XP_002100874.2|DYAK	LOC119082295|XP_037047664.1|BCOP
OG0007972	LOC6530113|XP_002091059.1|DYAK	LOC119081489|XP_037046386.1|BCOP
OG0007974	LOC6524564|XP_002100421.2|DYAK	LOC119069278|XP_037029235.1|BCOP, LOC119069284|XP_037029246.1|BCOP
OG0007975	LOC6537521|XP_002098067.1|DYAK	LOC119083772|XP_037049451.1|BCOP
OG0007976	LOC6525286|XP_002101122.2|DYAK	LOC119075204|XP_037037493.1|BCOP
OG0007977	LOC6527652|XP_002088738.1|DYAK	LOC119084645|XP_037050607.1|BCOP
OG0007978	LOC6527623|XP_002088711.1|DYAK	LOC119084648|XP_037050612.1|BCOP
OG0007979	LOC6529785|XP_039229360.1|DYAK	LOC119071779|XP_037032730.1|BCOP
OG0007980	LOC6529826|XP_002090807.1|DYAK	LOC119078764|XP_037042367.1|BCOP
OG0007981	LOC6524861|XP_002100701.1|DYAK	LOC119078765|XP_037042368.1|BCOP
OG0007982	LOC6527220|XP_039226945.1|DYAK	LOC119078727|XP_037042298.1|BCOP
OG0007983	LOC6529561|XP_002090558.1|DYAK	LOC119072008|XP_037033021.1|BCOP
OG0007984	LOC6529727|XP_015052408.1|DYAK	LOC119072783|XP_037033966.1|BCOP
OG0007986	LOC6527382|XP_002088474.1|DYAK	LOC119082121|XP_037047400.1|BCOP
OG0007987	LOC6526614|XP_002087722.1|DYAK	LOC119075343|XP_037037667.1|BCOP
OG0007988	LOC6529801|XP_002090785.1|DYAK	LOC119085841|XP_037052239.1|BCOP
OG0007989	LOC6527981|XP_002089048.1|DYAK	LOC119076331|XP_037038909.1|BCOP
OG0007990	LOC6528048|XP_002089115.1|DYAK	LOC119081965|XP_037047168.1|BCOP
OG0007991	LOC6526772|XP_002087875.1|DYAK	LOC119084691|XP_037050666.1|BCOP
OG0007992	LOC6527759|XP_039227454.1|DYAK	LOC119075306|XP_037037612.1|BCOP
OG0007993	LOC6539015|XP_015049165.1|DYAK	LOC119069787|XP_037029823.1|BCOP
OG0007995	LOC6527537|XP_002088627.1|DYAK	LOC119082386|XP_037047809.1|BCOP
OG0007996	LOC6525864|XP_015046521.1|DYAK	LOC119078866|XP_037042474.1|BCOP
OG0007997	LOC6534188|XP_002094871.1|DYAK	LOC119085879|XP_037052286.1|BCOP
OG0007998	LOC6529639|XP_015052395.1|DYAK	LOC119071885|XP_037032880.1|BCOP
OG0007999	LOC6527181|XP_002088275.1|DYAK	LOC119075632|XP_037038007.1|BCOP
OG0008000	LOC6527183|XP_039227213.1|DYAK	LOC119075630|XP_037038004.1|BCOP
OG0008001	LOC6527405|XP_002088497.1|DYAK	LOC119066762|XP_037025292.1|BCOP
OG0008002	LOC6526301|XP_039226297.1|DYAK	LOC119076959|XP_037039933.1|BCOP
OG0008003	LOC6527407|XP_002088499.3|DYAK	LOC119085980|XP_037052441.1|BCOP
OG0008004	LOC6523785|XP_002099660.2|DYAK	LOC119069626|XP_037029623.1|BCOP
OG0008005	LOC6526023|XP_002101840.2|DYAK	LOC119074555|XP_037036636.1|BCOP
OG0008006	LOC6525143|XP_002100981.1|DYAK	LOC119075957|XP_037038428.1|BCOP
OG0008007	LOC6524231|XP_002100094.1|DYAK	LOC119075969|XP_037038450.1|BCOP
OG0008008	LOC6539464|XP_002086355.2|DYAK	LOC119084286|XP_037050107.1|BCOP
OG0008009	LOC6524266|XP_002100129.1|DYAK	LOC119076223|XP_037038773.1|BCOP
OG0008010	LOC6539987|XP_002086857.2|DYAK	LOC119073853|XP_037035597.1|BCOP
OG0008011	LOC6531281|XP_002092090.1|DYAK	LOC119082847|XP_037048408.1|BCOP
OG0008012	LOC6529348|XP_039228810.1|DYAK	LOC119082845|XP_037048403.1|BCOP
OG0008013	LOC6530902|XP_002091754.2|DYAK	LOC119072056|XP_037033085.1|BCOP
OG0008014	LOC6535303|XP_002095959.2|DYAK	LOC119077685|XP_037040841.1|BCOP
OG0008015	LOC6533684|XP_002094389.1|DYAK	LOC119075857|XP_037038308.1|BCOP
OG0008016	LOC6533686|XP_002094391.1|DYAK	LOC119075861|XP_037038314.1|BCOP
OG0008017	LOC6524547|XP_002100404.2|DYAK	LOC119075887|XP_037038351.1|BCOP
OG0008018	LOC6523916|XP_039227005.1|DYAK	LOC119084307|XP_037050121.1|BCOP
OG0008019	LOC6525140|XP_015046117.1|DYAK	LOC119077857|XP_037041081.1|BCOP
OG0008020	LOC6535765|XP_002096388.2|DYAK	LOC119074237|XP_037036154.1|BCOP
OG0008022	LOC6538316|XP_002098843.1|DYAK	LOC119077854|XP_037041075.1|BCOP
OG0008023	LOC6523903|XP_002099776.1|DYAK	LOC119079605|XP_037043491.1|BCOP
OG0008024	LOC26535641|XP_039233415.1|DYAK	LOC119076424|XP_037039062.1|BCOP
OG0008025	LOC120320839|XP_039227627.1|DYAK	LOC119069738|XP_037029775.1|BCOP
OG0008026	LOC6525036|XP_002100875.1|DYAK	LOC119068656|XP_037028231.1|BCOP
OG0008027	LOC6524222|XP_002100085.1|DYAK	LOC119074617|XP_037036772.1|BCOP
OG0008028	LOC6535530|XP_015047202.1|DYAK	LOC119070598|XP_037030915.1|BCOP
OG0008029	LOC6538739|XP_002099254.1|DYAK	LOC119073441|XP_037034830.1|BCOP
OG0008030	LOC6535324|XP_002095980.1|DYAK	LOC119073491|XP_037034893.1|BCOP
OG0008031	LOC6526643|XP_002087751.1|DYAK	LOC119076856|XP_037039755.1|BCOP
OG0008032	LOC6539021|XP_002099523.2|DYAK	LOC119073716|XP_037035234.1|BCOP
OG0008033	LOC6537414|XP_039231449.1|DYAK	LOC119076814|XP_037039696.1|BCOP
OG0008034	LOC6536757|XP_002097329.2|DYAK	LOC119084112|XP_037049858.1|BCOP
OG0008035	LOC6524727|XP_002100571.1|DYAK	LOC119077626|XP_037040738.1|BCOP
OG0008036	LOC6538512|XP_002099034.1|DYAK	LOC119067641|XP_037026639.1|BCOP
OG0008037	LOC6538519|XP_039232320.1|DYAK	LOC119067665|XP_037026676.1|BCOP
OG0008038	LOC6524202|XP_002100065.1|DYAK	LOC119076538|XP_037039227.1|BCOP
OG0008039	LOC6535822|XP_002096443.2|DYAK	LOC119076020|XP_037038516.1|BCOP
OG0008040	LOC6539039|XP_002099541.1|DYAK	LOC119074310|XP_037036252.1|BCOP
OG0008041	LOC6525512|XP_002101347.1|DYAK	LOC119083719|XP_037049414.1|BCOP, LOC119070058|XP_037030288.1|BCOP, LOC119085622|XP_037051941.1|BCOP
OG0008042	LOC6536821|XP_002097391.3|DYAK	LOC119084354|XP_037050194.1|BCOP
OG0008043	LOC6524416|XP_002100274.1|DYAK	LOC119077813|XP_037041019.1|BCOP
OG0008044	LOC6524380|XP_039229098.1|DYAK	LOC119076018|XP_037038508.1|BCOP
OG0008045	LOC6524307|XP_002100166.1|DYAK	LOC119077880|XP_037041130.1|BCOP
OG0008046	LOC6535814|XP_002096436.2|DYAK	LOC119066512|XP_037024960.1|BCOP
OG0008047	LOC6535895|XP_002096511.3|DYAK	LOC119082774|XP_037048263.1|BCOP
OG0008048	LOC6535817|XP_002096439.1|DYAK	LOC119066362|XP_037024716.1|BCOP
OG0008049	LOC6535894|XP_039232234.1|DYAK	LOC119075239|XP_037037527.1|BCOP
OG0008050	LOC6538486|XP_002099010.2|DYAK	LOC119076014|XP_037038500.1|BCOP
OG0008051	LOC6536861|XP_002097430.1|DYAK	LOC119076520|XP_037039200.1|BCOP
OG0008052	LOC6537105|XP_002097666.1|DYAK	LOC119077974|XP_037041251.1|BCOP
OG0008053	LOC6535211|XP_039229748.1|DYAK	LOC119066891|XP_037025473.1|BCOP
OG0008054	LOC6523783|XP_002099658.1|DYAK	LOC119075902|XP_037038373.1|BCOP
OG0008055	LOC6525037|XP_002100876.2|DYAK	LOC119085019|XP_037051092.1|BCOP
OG0008056	LOC6523924|XP_002099797.1|DYAK	LOC119076482|XP_037039158.1|BCOP
OG0008057	LOC6537491|XP_002098039.2|DYAK	LOC119075171|XP_037037461.1|BCOP
OG0008058	LOC6537315|XP_002097872.1|DYAK	LOC119084254|XP_037050053.1|BCOP
OG0008059	LOC6537479|XP_002098035.1|DYAK	LOC119076150|XP_037038728.1|BCOP
OG0008060	LOC6536615|XP_002097187.1|DYAK	LOC119073793|XP_037035465.1|BCOP
OG0008061	LOC6525385|XP_002101221.1|DYAK	LOC119071051|XP_037031605.1|BCOP
OG0008062	LOC6524822|XP_002100664.1|DYAK	LOC119067084|XP_037025740.1|BCOP
OG0008063	LOC6536820|XP_002097390.1|DYAK	LOC119073869|XP_037035635.1|BCOP
OG0008064	LOC6524930|XP_002100770.1|DYAK	LOC119078090|XP_037041449.1|BCOP
OG0008066	LOC6526219|XP_002102028.1|DYAK	LOC119072746|XP_037033926.1|BCOP
OG0008067	LOC6525518|XP_002101353.1|DYAK	LOC119077964|XP_037041239.1|BCOP
OG0008068	LOC6525515|XP_015046337.1|DYAK	LOC119067569|XP_037026545.1|BCOP
OG0008070	LOC6535818|XP_015047367.2|DYAK	LOC119075230|XP_037037515.1|BCOP
OG0008071	LOC6525456|XP_002101291.1|DYAK	LOC119075914|XP_037038394.1|BCOP
OG0008072	LOC6525195|XP_002101033.1|DYAK	LOC119074319|XP_037036272.1|BCOP
OG0008073	LOC6525310|XP_002101146.1|DYAK	LOC119076456|XP_037039117.1|BCOP
OG0008074	LOC6525307|XP_002101143.2|DYAK	LOC119083047|XP_037048566.1|BCOP
OG0008075	LOC6530543|XP_015051914.1|DYAK	LOC119071751|XP_037032681.1|BCOP
OG0008076	LOC6524427|XP_002100285.3|DYAK	LOC119084159|XP_037049906.1|BCOP
OG0008077	LOC6535319|XP_002095975.1|DYAK	LOC119077912|XP_037041182.1|BCOP
OG0008078	LOC6524010|XP_002099882.1|DYAK	LOC119084431|XP_037050305.1|BCOP
OG0008079	LOC6524818|XP_002100660.1|DYAK	LOC119084119|XP_037049867.1|BCOP
OG0008080	LOC26535869|XP_015045697.2|DYAK	LOC119082210|XP_037047553.1|BCOP
OG0008081	LOC6524446|XP_002100304.1|DYAK	LOC119078098|XP_037041458.1|BCOP
OG0008082	LOC6538295|XP_002098822.2|DYAK	LOC119085282|XP_037051531.1|BCOP
OG0008083	LOC6537496|XP_002098044.2|DYAK	LOC119078370|XP_037041803.1|BCOP
OG0008084	LOC6537642|XP_002098187.2|DYAK	LOC119079547|XP_037043430.1|BCOP
OG0008085	LOC6538386|XP_002098910.1|DYAK	LOC119074978|XP_037037275.1|BCOP
OG0008086	LOC6537493|XP_015048374.1|DYAK	LOC119075172|XP_037037463.1|BCOP
OG0008087	LOC6524834|XP_002100676.1|DYAK	LOC119076896|XP_037039800.1|BCOP
OG0008088	LOC6524366|XP_002100224.1|DYAK	LOC119073524|XP_037034956.1|BCOP
OG0008089	LOC6532344|XP_002093104.1|DYAK	LOC119072334|XP_037033417.1|BCOP
OG0008090	LOC6523876|XP_002099749.1|DYAK	LOC119067478|XP_037026375.1|BCOP
OG0008091	LOC6538788|XP_002099301.1|DYAK	LOC119074790|XP_037036970.1|BCOP
OG0008092	LOC6535750|XP_039232599.1|DYAK	LOC119077582|XP_037040685.1|BCOP
OG0008093	LOC6525743|XP_039226585.1|DYAK	LOC119068635|XP_037028196.1|BCOP
OG0008095	LOC6537397|XP_002097953.1|DYAK	LOC119070888|XP_037031304.1|BCOP
OG0008096	LOC6523821|XP_002099696.1|DYAK	LOC119072735|XP_037033909.1|BCOP
OG0008097	LOC6525275|XP_002101111.1|DYAK	LOC119069803|XP_037029853.1|BCOP
OG0008098	LOC6534107|XP_002094793.2|DYAK	LOC119084426|XP_037050298.1|BCOP
OG0008099	LOC6534807|XP_015050843.1|DYAK	LOC119075192|XP_037037478.1|BCOP
OG0008100	LOC6538693|XP_002099212.1|DYAK	LOC119082207|XP_037047541.1|BCOP
OG0008101	LOC6524717|XP_002100561.1|DYAK	LOC119079961|XP_037043969.1|BCOP
OG0008102	LOC120320442|XP_039231884.1|DYAK	LOC119083990|XP_037049702.1|BCOP
OG0008103	LOC6525213|XP_002101051.1|DYAK	LOC119070004|XP_037030155.1|BCOP
OG0008104	LOC6534496|XP_039229965.1|DYAK	LOC119074909|XP_037037151.1|BCOP
OG0008105	LOC6537262|XP_015048230.1|DYAK	LOC119076036|XP_037038550.1|BCOP
OG0008106	LOC6535194|XP_002095854.1|DYAK	LOC119074355|XP_037036355.1|BCOP
OG0008108	LOC6523782|XP_002099657.1|DYAK	LOC119081955|XP_037047145.1|BCOP
OG0008109	LOC6524228|XP_002100091.1|DYAK	LOC119076140|XP_037038709.1|BCOP
OG0008110	LOC6525091|XP_002100930.1|DYAK	LOC119076093|XP_037038643.1|BCOP
OG0008111	LOC6523804|XP_002099679.1|DYAK	LOC119074576|XP_037036701.1|BCOP
OG0008112	LOC6524471|XP_039233514.1|DYAK	LOC119074551|XP_037036621.1|BCOP
OG0008113	LOC6524543|XP_002100400.1|DYAK	LOC119074688|XP_037036867.1|BCOP
OG0008114	LOC6524544|XP_002100401.1|DYAK	LOC119074677|XP_037036856.1|BCOP
OG0008115	LOC6525332|XP_015046244.1|DYAK	LOC119074557|XP_037036650.1|BCOP
OG0008116	LOC6525336|XP_039226673.1|DYAK	LOC119074564|XP_037036678.1|BCOP
OG0008117	LOC6525129|XP_002100967.1|DYAK	LOC119077955|XP_037041219.1|BCOP
OG0008118	LOC6523806|XP_002099681.1|DYAK	LOC119075159|XP_037037450.1|BCOP
OG0008119	LOC6525149|XP_002100987.1|DYAK	LOC119074475|XP_037036511.1|BCOP
OG0008120	LOC6525068|XP_002100907.3|DYAK	LOC119085119|XP_037051276.1|BCOP
OG0008121	LOC6530089|XP_002091035.1|DYAK	LOC119080235|XP_037044380.1|BCOP
OG0008122	LOC6524056|XP_002099925.1|DYAK	LOC119077862|XP_037041093.1|BCOP
OG0008123	LOC6524015|XP_002099887.1|DYAK	LOC119074917|XP_037037201.1|BCOP
OG0008124	LOC6524397|XP_039226142.1|DYAK	LOC119074922|XP_037037208.1|BCOP
OG0008125	LOC6524234|XP_002100097.1|DYAK	LOC119076112|XP_037038707.1|BCOP
OG0008126	LOC6524020|XP_002099892.1|DYAK	LOC119073962|XP_037035799.1|BCOP
OG0008127	LOC6524046|XP_002099915.1|DYAK	LOC119074403|XP_037036420.1|BCOP
OG0008128	LOC6524869|XP_002100709.1|DYAK	LOC119074415|XP_037036439.1|BCOP
OG0008129	LOC6524018|XP_039232368.1|DYAK	LOC119076565|XP_037039248.1|BCOP
OG0008130	LOC6525107|XP_002100946.1|DYAK	LOC119085975|XP_037052437.1|BCOP
OG0008131	LOC6523778|XP_002099653.3|DYAK	LOC119083014|XP_037048546.1|BCOP
OG0008132	LOC6538735|XP_002099250.1|DYAK	LOC119077750|XP_037040953.1|BCOP
OG0008133	LOC6524573|XP_002100430.1|DYAK	LOC119076058|XP_037038589.1|BCOP
OG0008134	LOC6524021|XP_002099893.1|DYAK	LOC119076012|XP_037038495.1|BCOP
OG0008135	LOC6536265|XP_002096851.1|DYAK	LOC119076742|XP_037039582.1|BCOP
OG0008136	LOC6526866|XP_002087966.2|DYAK	LOC119075283|XP_037037565.1|BCOP
OG0008137	LOC6524221|XP_002100084.1|DYAK	LOC119076042|XP_037038563.1|BCOP
OG0008138	LOC26536213|XP_015050996.1|DYAK	LOC119069965|XP_037030099.1|BCOP
OG0008139	LOC6529960|XP_002090907.2|DYAK	LOC119066868|XP_037025437.1|BCOP
OG0008140	LOC6524235|XP_002100098.1|DYAK	LOC119073938|XP_037035711.1|BCOP
OG0008141	LOC6525060|XP_002100899.2|DYAK	LOC119084203|XP_037049977.1|BCOP
OG0008142	LOC6525168|XP_002101006.1|DYAK	LOC119074760|XP_037036922.1|BCOP
OG0008143	LOC6524892|XP_002100732.1|DYAK	LOC119084208|XP_037049993.1|BCOP
OG0008144	LOC6530053|XP_002090999.1|DYAK	LOC119084228|XP_037050022.1|BCOP
OG0008145	LOC6524512|XP_002100369.1|DYAK	LOC119080666|XP_037044989.1|BCOP
OG0008146	LOC6525444|XP_002101279.1|DYAK	LOC119077014|XP_037040022.1|BCOP
OG0008147	LOC6525446|XP_002101281.1|DYAK	LOC119084983|XP_037051030.1|BCOP
OG0008148	LOC6524008|XP_039226110.1|DYAK	LOC119074761|XP_037036923.1|BCOP
OG0008149	LOC6524063|XP_002099932.1|DYAK	LOC119066760|XP_037025294.1|BCOP
OG0008150	LOC6525070|XP_002100909.1|DYAK	LOC119074512|XP_037036569.1|BCOP
OG0008151	LOC6525700|XP_002101522.2|DYAK	LOC119068799|XP_037028456.1|BCOP
OG0008152	LOC120320967|XP_039227931.1|DYAK	LOC119074866|XP_037037084.1|BCOP
OG0008153	LOC6532099|XP_002092875.1|DYAK	LOC119080186|XP_037044318.1|BCOP
OG0008154	LOC6534127|XP_002094811.1|DYAK	LOC119071941|XP_037032960.1|BCOP
OG0008155	LOC120321528|XP_039230172.1|DYAK, LOC26535075|XP_039230173.1|DYAK	LOC119086030|XP_037052501.1|BCOP
OG0008156	LOC6539017|XP_002099519.1|DYAK	LOC119070003|XP_037030154.1|BCOP
OG0008157	LOC6536523|XP_002097099.1|DYAK	LOC119077044|XP_037040069.1|BCOP
OG0008158	LOC6524974|XP_002100814.1|DYAK	LOC119071049|XP_037031551.1|BCOP
OG0008159	LOC26534477|XP_015050505.1|DYAK	LOC119074215|XP_037036110.1|BCOP
OG0008160	LOC6530945|XP_039228478.1|DYAK	LOC119071538|XP_037032318.1|BCOP
OG0008161	LOC6532229|XP_002093002.3|DYAK	LOC119077047|XP_037040074.1|BCOP
OG0008162	LOC6525932|XP_002101752.1|DYAK	LOC119067759|XP_037026787.1|BCOP
OG0008163	LOC6533110|XP_039230228.1|DYAK	LOC119072459|XP_037033577.1|BCOP
OG0008164	LOC6526241|XP_039229359.1|DYAK	LOC119074604|XP_037036751.1|BCOP
OG0008165	LOC6524410|XP_002100268.1|DYAK	LOC119076032|XP_037038544.1|BCOP
OG0008166	LOC6524592|XP_002100449.1|DYAK	LOC119076110|XP_037038665.1|BCOP
OG0008167	LOC6524517|XP_002100374.2|DYAK	LOC119074951|XP_037037235.1|BCOP
OG0008168	LOC6524515|XP_002100372.1|DYAK	LOC119072326|XP_037033446.1|BCOP
OG0008169	LOC6523847|XP_002099720.1|DYAK	LOC119067583|XP_037026577.1|BCOP
OG0008170	LOC6530452|XP_002091368.1|DYAK	LOC119070978|XP_037031456.1|BCOP
OG0008171	LOC6525379|XP_002101215.1|DYAK	LOC119081639|XP_037046606.1|BCOP
OG0008172	LOC6535897|XP_039232233.1|DYAK	LOC119071532|XP_037032310.1|BCOP
OG0008173	LOC26535642|XP_015052915.1|DYAK	LOC119080692|XP_037045033.1|BCOP
OG0008174	LOC6529888|XP_039228697.1|DYAK	LOC119086007|XP_037052479.1|BCOP
OG0008175	LOC6525906|XP_002101726.2|DYAK	LOC119067740|XP_037026766.1|BCOP
OG0008176	LOC6523822|XP_002099697.2|DYAK	LOC119074810|XP_037036989.1|BCOP
OG0008177	LOC6524123|XP_002099987.1|DYAK	LOC119068603|XP_037028153.1|BCOP
OG0008178	LOC6524989|XP_002100829.1|DYAK	LOC119070245|XP_037030412.1|BCOP
OG0008179	LOC6524842|XP_002100682.1|DYAK	LOC119073841|XP_037035570.1|BCOP
OG0008180	LOC6523875|XP_002099748.1|DYAK	LOC119084027|XP_037049743.1|BCOP
OG0008181	LOC6523874|XP_039233424.1|DYAK	LOC119077779|XP_037040984.1|BCOP
OG0008182	LOC6528654|XP_002089696.1|DYAK	LOC119084061|XP_037049793.1|BCOP
OG0008185	LOC6539064|XP_002099566.1|DYAK	LOC119075288|XP_037037571.1|BCOP
OG0008186	LOC6531429|XP_002092232.1|DYAK	LOC119082527|XP_037047935.1|BCOP
OG0008187	LOC26535849|XP_039228195.1|DYAK	LOC119076164|XP_037038744.1|BCOP
OG0008188	LOC6526831|XP_002087932.1|DYAK	LOC119066940|XP_037025553.1|BCOP
OG0008189	LOC6527463|XP_002088554.1|DYAK	LOC119082226|XP_037047575.1|BCOP
OG0008191	LOC6523919|XP_002099792.3|DYAK	LOC119084325|XP_037050150.1|BCOP
OG0008192	LOC6525147|XP_002100985.1|DYAK	LOC119076044|XP_037038565.1|BCOP
OG0008193	LOC6526146|XP_002101960.1|DYAK	LOC119066911|XP_037025506.1|BCOP
OG0008194	LOC6528280|XP_002089333.1|DYAK	LOC119071964|XP_037032990.1|BCOP
OG0008195	LOC6529914|XP_002090871.1|DYAK	LOC119085314|XP_037051587.1|BCOP
OG0008197	LOC6534082|XP_002094768.3|DYAK	LOC119066775|XP_037025325.1|BCOP
OG0008198	LOC6523856|XP_002099729.3|DYAK	LOC119075145|XP_037037431.1|BCOP
OG0008199	LOC6525904|XP_002101724.1|DYAK	LOC119085986|XP_037052446.1|BCOP
OG0008200	LOC6529350|XP_002090355.1|DYAK	LOC119078286|XP_037041671.1|BCOP
OG0008201	LOC6533765|XP_002094469.1|DYAK	LOC119071626|XP_037032478.1|BCOP
OG0008202	LOC6533786|XP_002094488.1|DYAK	LOC119066395|XP_037024722.1|BCOP
OG0008203	LOC6532409|XP_002093160.1|DYAK	LOC119076390|XP_037039009.1|BCOP
OG0008204	LOC6525484|XP_002101319.1|DYAK	LOC119083255|XP_037048828.1|BCOP
OG0008205	LOC6525018|XP_002100857.1|DYAK	LOC119072501|XP_037033638.1|BCOP
OG0008206	LOC6539528|XP_002086416.1|DYAK	LOC119082711|XP_037048182.1|BCOP
OG0008207	LOC6534743|XP_002095418.1|DYAK	LOC119082564|XP_037047985.1|BCOP
OG0008210	LOC6534040|XP_002094726.1|DYAK	LOC119071256|XP_037031996.1|BCOP
OG0008211	LOC6527974|XP_002089041.1|DYAK	LOC119071676|XP_037032551.1|BCOP
OG0008212	LOC6534927|XP_002095598.2|DYAK	LOC119071161|XP_037031811.1|BCOP
OG0008213	LOC6523813|XP_039233745.1|DYAK	LOC119076099|XP_037038650.1|BCOP
OG0008215	LOC6525607|XP_039233647.1|DYAK	LOC119071001|XP_037031490.1|BCOP
OG0008216	LOC6534830|XP_002095502.1|DYAK	LOC119072097|XP_037033146.1|BCOP
OG0008217	LOC6525156|XP_002100994.1|DYAK	LOC119076943|XP_037039889.1|BCOP
OG0008218	LOC6531460|XP_002092259.1|DYAK	LOC119066417|XP_037024785.1|BCOP
OG0008219	LOC6525251|XP_039233436.1|DYAK	LOC119068848|XP_037028561.1|BCOP
OG0008220	LOC6526055|XP_015046614.1|DYAK	LOC119084315|XP_037050130.1|BCOP
OG0008221	LOC6529570|XP_015052385.1|DYAK	LOC119078498|XP_037041945.1|BCOP
OG0008222	LOC6535181|XP_002095843.1|DYAK	LOC119072303|XP_037033384.1|BCOP
OG0008223	LOC6534175|XP_039230158.1|DYAK	LOC119081765|XP_037046854.1|BCOP
OG0008224	LOC6534747|XP_002095422.1|DYAK	LOC119066103|XP_037024272.1|BCOP
OG0008225	LOC6525561|XP_002101396.1|DYAK	LOC119082577|XP_037047997.1|BCOP
OG0008226	LOC6524145|XP_002100008.1|DYAK	LOC119083485|XP_037049106.1|BCOP
OG0008227	LOC26535844|XP_039232130.1|DYAK	LOC119069404|XP_037029349.1|BCOP
OG0008228	LOC6538016|XP_002098551.1|DYAK	LOC119070042|XP_037030221.1|BCOP
OG0008230	LOC6535521|XP_002096150.1|DYAK	LOC119074414|XP_037036438.1|BCOP
OG0008233	LOC6529756|XP_002090746.1|DYAK	LOC119080068|XP_037044178.1|BCOP
OG0008234	LOC6532142|XP_002092918.2|DYAK	LOC119081312|XP_037045978.1|BCOP, LOC119081311|XP_037045970.1|BCOP
OG0008235	LOC6526017|XP_002101834.1|DYAK	LOC119076171|XP_037038752.1|BCOP
OG0008237	LOC6528467|XP_002089513.1|DYAK	LOC119079953|XP_037043959.1|BCOP
OG0008238	LOC6532381|XP_002093132.1|DYAK	LOC119079531|XP_037043416.1|BCOP
OG0008239	LOC6534705|XP_002095380.2|DYAK	LOC119080534|XP_037044841.1|BCOP
OG0008240	LOC6531065|XP_002091899.1|DYAK	LOC119079888|XP_037043866.1|BCOP
OG0008243	LOC6530209|XP_002091147.2|DYAK	LOC119084712|XP_037050689.1|BCOP
OG0008244	LOC6537680|XP_002098225.1|DYAK	LOC119077545|XP_037040653.1|BCOP
OG0008245	LOC6530860|XP_002091739.1|DYAK	LOC119066604|XP_037025062.1|BCOP
OG0008246	LOC6531679|XP_002092470.1|DYAK	LOC119084130|XP_037049875.1|BCOP, LOC119082287|XP_037047656.1|BCOP, LOC119078200|XP_037041560.1|BCOP
OG0008266	LOC6537512|XP_002098058.1|DYAK	LOC119069491|XP_037029456.1|BCOP
OG0008267	LOC6538340|XP_039231206.1|DYAK	LOC119070586|XP_037030892.1|BCOP
OG0008268	LOC6529240|XP_002090246.1|DYAK	LOC119068096|XP_037027414.1|BCOP
OG0008269	LOC6529846|XP_002090813.2|DYAK	LOC119070128|XP_037030344.1|BCOP
OG0008270	LOC6524371|XP_039229145.1|DYAK	LOC119082239|XP_037047601.1|BCOP
OG0008271	LOC6533442|XP_002094153.1|DYAK	LOC119070326|XP_037030490.1|BCOP
OG0008272	LOC6524110|XP_002099974.1|DYAK	LOC119067290|XP_037026075.1|BCOP
OG0008273	LOC6537423|XP_002097979.1|DYAK	LOC119084499|XP_037050414.1|BCOP
OG0008275	LOC6524117|XP_002099981.1|DYAK	LOC119067576|XP_037026556.1|BCOP
OG0008276	LOC6524849|XP_002100689.1|DYAK	LOC119067757|XP_037026784.1|BCOP
OG0008277	LOC6525975|XP_039233403.1|DYAK	LOC119067626|XP_037026614.1|BCOP
OG0008278	LOC6528046|XP_002089113.1|DYAK	LOC119080890|XP_037045364.1|BCOP
OG0008279	LOC6524749|XP_015045870.1|DYAK	LOC119082228|XP_037047581.1|BCOP
