Orthogroup	DYAK.longest_only	DNOV.longest_only
OG0009343	LOC6536854|XP_002097423.1|DYAK	LOC115764825|XP_030563934.1|DNOV
OG0009344	LOC6537649|XP_002098194.1|DYAK	LOC115764728|XP_030563798.1|DNOV
OG0009345	LOC6538249|XP_002098776.1|DYAK	LOC115764856|XP_030563986.1|DNOV
OG0009346	LOC6538271|XP_002098798.1|DYAK	LOC115764767|XP_030563864.1|DNOV
OG0009347	LOC6538369|XP_002098893.1|DYAK	LOC115764104|XP_030562816.1|DNOV
OG0009348	LOC6537722|XP_002098267.2|DYAK	LOC115761366|XP_030558975.1|DNOV
OG0009349	LOC6536712|XP_015047909.1|DYAK	LOC115762261|XP_030560278.1|DNOV, LOC115762262|XP_030560281.1|DNOV
OG0009350	LOC6538926|XP_002099430.2|DYAK	LOC115771990|XP_030573772.1|DNOV
OG0009351	LOC6538921|XP_002099425.1|DYAK	LOC115772000|XP_030573792.1|DNOV
OG0009352	LOC6537568|XP_002098114.1|DYAK	LOC115764197|XP_030562944.1|DNOV
OG0009353	LOC6537739|XP_002098280.1|DYAK	LOC115771953|XP_030573718.1|DNOV
OG0009354	LOC6527142|XP_002088236.1|DYAK	LOC115758567|XP_030555138.1|DNOV
OG0009355	LOC6527404|XP_002088496.1|DYAK	LOC115765507|XP_030564984.1|DNOV
OG0009356	LOC6526704|XP_039226796.1|DYAK	LOC115758727|XP_030555339.1|DNOV
OG0009357	LOC6527325|XP_002088417.1|DYAK	LOC115760204|XP_030557298.1|DNOV
OG0009358	LOC6526750|XP_002087853.1|DYAK	LOC115760012|XP_030557034.1|DNOV
OG0009359	LOC6526749|XP_002087852.1|DYAK	LOC115760011|XP_030557033.1|DNOV
OG0009360	LOC6527702|XP_002088786.3|DYAK	LOC115760095|XP_030557140.1|DNOV
OG0009361	LOC6527701|XP_002088785.1|DYAK	LOC115759816|XP_030556767.1|DNOV
OG0009362	LOC6527700|XP_002088784.1|DYAK	LOC115759985|XP_030556999.1|DNOV
OG0009363	LOC26536089|XP_015054692.1|DYAK	LOC115758523|XP_030555076.1|DNOV
OG0009364	LOC6526562|XP_002087672.1|DYAK	LOC115758894|XP_030555551.1|DNOV
OG0009365	LOC6526875|XP_039226359.1|DYAK	LOC115768537|XP_030568995.1|DNOV
OG0009366	LOC6527279|XP_002088373.1|DYAK	LOC115758740|XP_030555351.1|DNOV
OG0009367	LOC6527365|XP_002088457.1|DYAK	LOC115758642|XP_030555238.1|DNOV
OG0009368	LOC26534812|XP_015054553.1|DYAK	LOC115759165|XP_030555894.1|DNOV
OG0009369	LOC6526276|XP_002087398.1|DYAK	LOC115758382|XP_030554844.1|DNOV
OG0009370	LOC6529269|XP_002090274.1|DYAK	LOC115758560|XP_030555127.1|DNOV
OG0009371	LOC6529270|XP_002090275.1|DYAK	LOC115758733|XP_030555343.1|DNOV
OG0009372	LOC6526281|XP_002087403.1|DYAK	LOC115758475|XP_030555012.1|DNOV
OG0009373	LOC6529425|XP_002090429.1|DYAK	LOC115760013|XP_030557035.1|DNOV
OG0009374	LOC26535137|XP_015052874.1|DYAK	LOC115763008|XP_030561258.1|DNOV
OG0009376	LOC6526671|XP_002087779.3|DYAK	LOC115759993|XP_030557007.1|DNOV
OG0009377	LOC6528939|XP_002089971.1|DYAK	LOC115763577|XP_030562056.1|DNOV
OG0009378	LOC6527875|XP_039226882.1|DYAK	LOC115763483|XP_030561928.1|DNOV
OG0009379	LOC6528117|XP_002089184.1|DYAK	LOC115758676|XP_030555277.1|DNOV
OG0009380	LOC6527976|XP_002089043.1|DYAK	LOC115759723|XP_030556599.1|DNOV
OG0009381	LOC6528111|XP_002089178.1|DYAK	LOC115758706|XP_030555314.1|DNOV
OG0009382	LOC6526992|XP_039227767.1|DYAK	LOC115763286|XP_030561631.1|DNOV
OG0009383	LOC6527100|XP_002088193.1|DYAK	LOC115759125|XP_030555828.1|DNOV
OG0009384	LOC6528205|XP_002089267.1|DYAK	LOC115769184|XP_030569748.1|DNOV
OG0009385	LOC6528199|XP_002089261.1|DYAK	LOC115769268|XP_030569839.1|DNOV
OG0009386	LOC6527562|XP_002088652.1|DYAK	LOC115769310|XP_030569899.1|DNOV
OG0009387	LOC6531003|XP_002091841.1|DYAK	LOC115760639|XP_030557957.1|DNOV
OG0009388	LOC6531009|XP_002091846.1|DYAK	LOC115760713|XP_030558040.1|DNOV
OG0009389	LOC6531825|XP_002092612.1|DYAK	LOC115760742|XP_030558080.1|DNOV
OG0009390	LOC6530741|XP_002091631.1|DYAK	LOC115762078|XP_030560030.1|DNOV
OG0009391	LOC6526588|XP_002087696.1|DYAK	LOC115758888|XP_030555543.1|DNOV
OG0009392	LOC6528364|XP_002089413.1|DYAK	LOC115762421|XP_030560476.1|DNOV
OG0009393	LOC6535356|XP_002096007.1|DYAK	LOC115762944|XP_030561193.1|DNOV
OG0009394	LOC6530446|XP_002091362.1|DYAK	LOC115759154|XP_030555873.1|DNOV
OG0009395	LOC6531322|XP_039228432.1|DYAK	LOC115763706|XP_030562259.1|DNOV
OG0009396	LOC6529286|XP_002090291.2|DYAK	LOC115762338|XP_030560363.1|DNOV
OG0009397	LOC6530657|XP_002091555.1|DYAK	LOC115758008|XP_030554368.1|DNOV
OG0009398	LOC6531810|XP_002092597.1|DYAK	LOC115762389|XP_030560430.1|DNOV
OG0009399	LOC6529329|XP_002090334.1|DYAK	LOC115762086|XP_030560041.1|DNOV
OG0009400	LOC6528682|XP_002089724.1|DYAK	LOC115760917|XP_030558350.1|DNOV
OG0009401	LOC6527243|XP_002088337.1|DYAK	LOC115763119|XP_030561422.1|DNOV
OG0009402	LOC6536391|XP_002096973.1|DYAK	LOC115761300|XP_030558887.1|DNOV
OG0009403	LOC6531435|XP_002092238.1|DYAK	LOC115766729|XP_030566588.1|DNOV
OG0009404	LOC6528353|XP_002089402.1|DYAK	LOC115762050|XP_030559989.1|DNOV
OG0009405	LOC6528684|XP_002089726.1|DYAK	LOC115760630|XP_030557941.1|DNOV
OG0009406	LOC6528756|XP_002089791.1|DYAK	LOC115762346|XP_030560373.1|DNOV
OG0009407	LOC6528755|XP_002089790.1|DYAK	LOC115762040|XP_030559966.1|DNOV
OG0009408	LOC6532144|XP_002092920.1|DYAK	LOC115760543|XP_030557790.1|DNOV
OG0009409	LOC6530122|XP_002091068.1|DYAK	LOC115760682|XP_030558008.1|DNOV
OG0009410	LOC6529312|XP_002090317.1|DYAK	LOC115762345|XP_030560372.1|DNOV
OG0009411	LOC6530042|XP_015052560.1|DYAK	LOC115762214|XP_030560211.1|DNOV
OG0009412	LOC6531551|XP_015051411.1|DYAK	LOC115760090|XP_030557146.1|DNOV
OG0009413	LOC6528373|XP_002089422.1|DYAK	LOC115762495|XP_030560592.1|DNOV
OG0009414	LOC6528377|XP_002089426.1|DYAK	LOC115762494|XP_030560591.1|DNOV
OG0009415	LOC6528401|XP_002089448.1|DYAK	LOC115762376|XP_030560416.1|DNOV
OG0009416	LOC6531299|XP_002092103.1|DYAK	LOC115760691|XP_030558056.1|DNOV
OG0009417	LOC26535321|XP_015051232.1|DYAK	LOC115760938|XP_030558419.1|DNOV
OG0009418	LOC6531301|XP_002092105.1|DYAK	LOC115760784|XP_030558179.1|DNOV
OG0009419	LOC6531304|XP_002092108.1|DYAK	LOC115760769|XP_030558119.1|DNOV
OG0009420	LOC6531305|XP_015051234.1|DYAK	LOC115758171|XP_030554575.1|DNOV
OG0009421	LOC6531684|XP_002092475.1|DYAK	LOC115757939|XP_030554269.1|DNOV
OG0009422	LOC6529882|XP_002090839.1|DYAK	LOC115758287|XP_030554711.1|DNOV
OG0009423	LOC26534692|XP_015051505.1|DYAK	LOC115766535|XP_030566362.1|DNOV
OG0009424	LOC6530587|XP_002091500.1|DYAK	LOC115766538|XP_030566366.1|DNOV
OG0009425	LOC6529048|XP_002090079.1|DYAK	LOC115767444|XP_030567601.1|DNOV
OG0009426	LOC6529906|XP_002090863.1|DYAK	LOC115757924|XP_030554247.1|DNOV
OG0009427	LOC6531038|XP_002091874.2|DYAK	LOC115771489|XP_030573076.1|DNOV
OG0009428	LOC6530922|XP_002091765.1|DYAK	LOC115767423|XP_030567559.1|DNOV
OG0009429	LOC6530810|XP_002091693.2|DYAK	LOC115758045|XP_030554419.1|DNOV
OG0009430	LOC6531697|XP_002092488.1|DYAK	LOC115758239|XP_030554656.1|DNOV
OG0009431	LOC6531908|XP_002092694.2|DYAK	LOC115762249|XP_030560301.1|DNOV
OG0009432	LOC6532028|XP_002092805.2|DYAK	LOC115757975|XP_030554316.1|DNOV
OG0009433	LOC6531618|XP_002092415.1|DYAK	LOC115760736|XP_030558071.1|DNOV
OG0009434	LOC6531623|XP_002092420.1|DYAK	LOC115760637|XP_030557953.1|DNOV
OG0009435	LOC6531622|XP_002092419.1|DYAK	LOC115760635|XP_030557949.1|DNOV
OG0009436	LOC6529934|XP_002090889.1|DYAK	LOC115764560|XP_030563544.1|DNOV
OG0009437	LOC6528788|XP_002089822.1|DYAK	LOC115758300|XP_030554728.1|DNOV
OG0009438	LOC6528565|XP_002089609.1|DYAK	LOC115757929|XP_030554255.1|DNOV
OG0009439	LOC6528556|XP_002089600.2|DYAK	LOC115757996|XP_030554349.1|DNOV
OG0009440	LOC6531924|XP_002092710.1|DYAK	LOC115760929|XP_030558367.1|DNOV
OG0009441	LOC26535579|XP_039228194.1|DYAK	LOC115769023|XP_030569592.1|DNOV
OG0009442	LOC6524845|XP_002100685.1|DYAK	LOC115764324|XP_030563133.1|DNOV
OG0009443	LOC6531838|XP_002092625.2|DYAK	LOC115760948|XP_030558393.1|DNOV
OG0009444	LOC6525000|XP_039232794.1|DYAK	LOC115766482|XP_030566292.1|DNOV
OG0009445	LOC6525526|XP_002101361.2|DYAK	LOC115767863|XP_030568081.1|DNOV
OG0009446	LOC6524178|XP_039226271.1|DYAK	LOC115768228|XP_030568615.1|DNOV
OG0009448	LOC6525619|XP_002101454.1|DYAK	LOC115766449|XP_030566241.1|DNOV
OG0009449	LOC6525899|XP_002101719.1|DYAK	LOC115765283|XP_030564633.1|DNOV
OG0009450	LOC6524348|XP_039233492.1|DYAK	LOC115769079|XP_030569651.1|DNOV
OG0009451	LOC6528108|XP_002089175.1|DYAK	LOC115758749|XP_030555367.1|DNOV
OG0009453	LOC6537777|XP_002098318.1|DYAK	LOC115771980|XP_030573760.1|DNOV
OG0009454	LOC6534189|XP_002094872.1|DYAK	LOC115770366|XP_030571472.1|DNOV
OG0009455	LOC6524232|XP_002100095.2|DYAK	LOC115769094|XP_030569664.1|DNOV
OG0009456	LOC6524002|XP_002099874.2|DYAK	LOC115767567|XP_030567712.1|DNOV
OG0009457	LOC6524265|XP_002100128.2|DYAK	LOC115768373|XP_030568805.1|DNOV
OG0009458	LOC6523830|XP_002099705.3|DYAK	LOC115765096|XP_030564340.1|DNOV
OG0009459	LOC6532312|XP_039230776.1|DYAK	LOC115762870|XP_030561105.1|DNOV
OG0009460	LOC6532796|XP_002093533.1|DYAK	LOC115766973|XP_030566928.1|DNOV
OG0009461	LOC6532801|XP_002093538.1|DYAK	LOC115766945|XP_030566893.1|DNOV
OG0009462	LOC6532374|XP_002093126.1|DYAK	LOC115765806|XP_030565381.1|DNOV
OG0009463	LOC6534421|XP_002095099.1|DYAK	LOC115769971|XP_030570883.1|DNOV
OG0009464	LOC6534357|XP_002095035.1|DYAK	LOC115771088|XP_030572502.1|DNOV
OG0009465	LOC6534340|XP_039230040.1|DYAK	LOC115771142|XP_030572572.1|DNOV
OG0009466	LOC6533351|XP_002094076.1|DYAK	LOC115770160|XP_030571179.1|DNOV
OG0009467	LOC6532962|XP_002093697.1|DYAK	LOC115762834|XP_030561061.1|DNOV
OG0009468	LOC6533485|XP_015050055.1|DYAK	LOC115770973|XP_030572297.1|DNOV
OG0009469	LOC6533147|XP_002093873.1|DYAK	LOC115767647|XP_030567794.1|DNOV
OG0009470	LOC6533193|XP_002093919.1|DYAK	LOC115769466|XP_030570140.1|DNOV
OG0009471	LOC6528027|XP_002089094.1|DYAK	LOC115763003|XP_030561252.1|DNOV
OG0009472	LOC26535493|XP_015050088.1|DYAK	LOC115768086|XP_030568421.1|DNOV
OG0009473	LOC6539793|XP_002086678.1|DYAK	LOC115769549|XP_030570252.1|DNOV
OG0009474	LOC6532330|XP_002093090.1|DYAK	LOC115769422|XP_030570090.1|DNOV
OG0009475	LOC6532654|XP_002093398.1|DYAK	LOC115771222|XP_030572682.1|DNOV
OG0009476	LOC26534481|XP_015050620.1|DYAK	LOC115771163|XP_030572604.1|DNOV
OG0009477	LOC6535066|XP_002095730.2|DYAK	LOC115762854|XP_030561089.1|DNOV
OG0009478	LOC6535084|XP_002095748.2|DYAK	LOC115762817|XP_030561040.1|DNOV
OG0009479	LOC6527280|XP_015053654.1|DYAK	LOC115764569|XP_030563556.1|DNOV
OG0009480	LOC6533386|XP_002094110.1|DYAK	LOC115769454|XP_030570130.1|DNOV
OG0009481	LOC6533013|XP_002093748.1|DYAK	LOC115766972|XP_030566925.1|DNOV
OG0009482	LOC6534996|XP_039230571.1|DYAK	LOC115771585|XP_030573206.1|DNOV
OG0009483	LOC6534998|XP_002095668.3|DYAK	LOC115771386|XP_030572931.1|DNOV
OG0009484	LOC6537035|XP_002097602.1|DYAK	LOC115761715|XP_030559453.1|DNOV
OG0009485	LOC6532352|XP_002093112.1|DYAK	LOC115769687|XP_030570468.1|DNOV
OG0009486	LOC6532351|XP_002093111.1|DYAK	LOC115769689|XP_030570473.1|DNOV
OG0009487	LOC6539721|XP_002086608.1|DYAK	LOC115770315|XP_030571411.1|DNOV
OG0009488	LOC6534145|XP_002094829.1|DYAK	LOC115770245|XP_030571313.1|DNOV
OG0009489	LOC6534284|XP_002094965.2|DYAK	LOC115766941|XP_030566892.1|DNOV
OG0009490	LOC6529908|XP_002090865.1|DYAK	LOC115757918|XP_030554241.1|DNOV
OG0009491	LOC6534624|XP_002095299.1|DYAK	LOC115771421|XP_030572983.1|DNOV
OG0009492	LOC6535168|XP_002095830.1|DYAK	LOC115770280|XP_030571368.1|DNOV
OG0009493	LOC6535153|XP_002095815.1|DYAK	LOC115770515|XP_030571676.1|DNOV
OG0009494	LOC6539328|XP_002086224.2|DYAK	LOC115770517|XP_030571678.1|DNOV
OG0009495	LOC6534774|XP_015050830.2|DYAK	LOC115770061|XP_030571016.1|DNOV
OG0009496	LOC6539807|XP_002086691.2|DYAK	LOC115769077|XP_030569653.1|DNOV, LOC115769426|XP_030570093.1|DNOV
OG0009497	LOC6537336|XP_002097893.1|DYAK	LOC115764801|XP_030563908.1|DNOV
OG0009498	LOC6534751|XP_002095426.2|DYAK	LOC115770417|XP_030571540.1|DNOV
OG0009499	LOC26535561|XP_039229741.1|DYAK	LOC115770210|XP_030571265.1|DNOV
OG0009500	LOC6534741|XP_002095416.2|DYAK	LOC115770260|XP_030571335.1|DNOV
OG0009501	LOC6534475|XP_002095152.2|DYAK	LOC115769436|XP_030570107.1|DNOV
OG0009502	LOC6537205|XP_002097763.1|DYAK	LOC115766190|XP_030565893.1|DNOV
OG0009503	LOC6528087|XP_015053875.1|DYAK	LOC115759316|XP_030556087.1|DNOV
OG0009504	LOC6536410|XP_002096992.2|DYAK	LOC115763983|XP_030562655.1|DNOV
OG0009505	LOC6526942|XP_002088040.1|DYAK	LOC115759786|XP_030556724.1|DNOV
OG0009506	LOC6532656|XP_002093400.1|DYAK	LOC115771221|XP_030572681.1|DNOV
OG0009507	LOC6532258|XP_002093030.1|DYAK	LOC115769619|XP_030570376.1|DNOV
OG0009508	LOC6526622|XP_002087730.2|DYAK	LOC115769162|XP_030569718.1|DNOV
OG0009509	LOC6531395|XP_002092198.1|DYAK	LOC115760993|XP_030558460.1|DNOV
OG0009510	LOC6524786|XP_002100630.1|DYAK	LOC115767736|XP_030567908.1|DNOV
OG0009512	LOC6524252|XP_002100115.1|DYAK	LOC115768371|XP_030568804.1|DNOV
OG0009514	LOC6531410|XP_002092213.2|DYAK	LOC115767238|XP_030567299.1|DNOV
OG0009515	LOC6529644|XP_039229357.1|DYAK	LOC115759827|XP_030556777.1|DNOV
OG0009516	LOC6529436|XP_039228103.1|DYAK	LOC115759873|XP_030556843.1|DNOV
OG0009517	LOC6526938|XP_002088036.2|DYAK	LOC115760210|XP_030557316.1|DNOV, LOC115760211|XP_030557317.1|DNOV
OG0009518	LOC6533601|XP_002094309.2|DYAK	LOC115770385|XP_030571494.1|DNOV
OG0009519	LOC6532373|XP_039230007.1|DYAK	LOC115767255|XP_030567326.1|DNOV, LOC115765826|XP_030565410.1|DNOV
OG0009520	LOC6538339|XP_002098864.2|DYAK	LOC115761455|XP_030559081.1|DNOV
OG0009521	LOC6533447|XP_002094158.2|DYAK	LOC115765901|XP_030565508.1|DNOV
OG0009522	LOC6531893|XP_002092680.3|DYAK	LOC115762619|XP_030560781.1|DNOV, LOC115758154|XP_030554551.1|DNOV
OG0009523	LOC6531617|XP_002092414.1|DYAK	LOC115760645|XP_030557967.1|DNOV
OG0009524	LOC6531434|XP_002092237.1|DYAK	LOC115766860|XP_030566820.1|DNOV
OG0009525	LOC6529314|XP_002090319.1|DYAK	LOC115762238|XP_030560240.1|DNOV
OG0009526	LOC6529315|XP_002090320.1|DYAK	LOC115762242|XP_030560245.1|DNOV
OG0009527	LOC6531103|XP_002091937.1|DYAK	LOC115761032|XP_030558505.1|DNOV
OG0009528	LOC6531593|XP_002092390.1|DYAK	LOC115761048|XP_030558523.1|DNOV
OG0009529	LOC6531648|XP_015051453.1|DYAK	LOC115769976|XP_030570922.1|DNOV
OG0009530	LOC6529912|XP_002090869.2|DYAK	LOC115758049|XP_030554423.1|DNOV
OG0009531	LOC6530226|XP_002091163.1|DYAK	LOC115758275|XP_030554698.1|DNOV
OG0009532	LOC6530540|XP_002091455.1|DYAK	LOC115761126|XP_030558646.1|DNOV
OG0009533	LOC6530856|XP_002091735.1|DYAK	LOC115766601|XP_030566446.1|DNOV
OG0009534	LOC6530846|XP_002091727.1|DYAK	LOC115766614|XP_030566465.1|DNOV
OG0009535	LOC6531804|XP_002092591.1|DYAK	LOC115766519|XP_030566345.1|DNOV
OG0009536	LOC6536742|XP_002097314.2|DYAK	LOC115761950|XP_030559849.1|DNOV
OG0009537	LOC6536511|XP_002097088.1|DYAK	LOC115761913|XP_030559790.1|DNOV, LOC115761915|XP_030559793.1|DNOV
OG0009538	LOC6538992|XP_002099494.1|DYAK	LOC115761854|XP_030559701.1|DNOV
OG0009539	LOC26535565|XP_015047433.2|DYAK	LOC115763774|XP_030562353.1|DNOV
OG0009540	LOC6538036|XP_015048614.1|DYAK	LOC115765071|XP_030564306.1|DNOV
OG0009542	LOC6538925|XP_002099429.1|DYAK	LOC115771989|XP_030573770.1|DNOV
OG0009543	LOC6538450|XP_002098974.1|DYAK	LOC115764828|XP_030563937.1|DNOV
OG0009545	LOC26536132|XP_015049079.1|DYAK	LOC115761564|XP_030559209.1|DNOV, LOC115764344|XP_030563159.1|DNOV, LOC115767540|XP_030567678.1|DNOV
OG0009546	LOC6537025|XP_002097592.1|DYAK	LOC115769031|XP_030569599.1|DNOV, LOC115764741|XP_030563817.1|DNOV
OG0009560	LOC6525344|XP_002101180.1|DYAK	LOC115765373|XP_030564755.1|DNOV
OG0009562	LOC6530323|XP_002091250.1|DYAK	LOC115763222|XP_030561556.1|DNOV
OG0009563	LOC6533941|XP_002094641.1|DYAK	LOC115768859|XP_030569426.1|DNOV
OG0009564	LOC26535260|XP_039233571.1|DYAK	LOC115766274|XP_030565999.1|DNOV
OG0009565	LOC6532663|XP_002093407.1|DYAK	LOC115771152|XP_030572584.1|DNOV
OG0009567	LOC6535939|XP_015047474.2|DYAK	LOC115764215|XP_030562986.1|DNOV
OG0009568	LOC6529186|XP_002090193.1|DYAK	LOC115759086|XP_030555778.1|DNOV
OG0009569	LOC6525838|XP_002101658.2|DYAK	LOC115766339|XP_030566091.1|DNOV
OG0009570	LOC6535761|XP_002096384.2|DYAK	LOC115763822|XP_030562432.1|DNOV
OG0009571	LOC6536620|XP_002097192.2|DYAK	LOC115764714|XP_030563773.1|DNOV
OG0009572	LOC6525390|XP_002101225.1|DYAK	LOC115768268|XP_030568661.1|DNOV
OG0009573	LOC6524570|XP_002100427.1|DYAK	LOC115767610|XP_030567768.1|DNOV
OG0009574	LOC6524185|XP_015045556.1|DYAK	LOC115768825|XP_030569382.1|DNOV
OG0009575	LOC6529306|XP_002090311.1|DYAK	LOC115762349|XP_030560377.1|DNOV
OG0009576	LOC6537586|XP_002098132.1|DYAK	LOC115764038|XP_030562734.1|DNOV
OG0009577	LOC6528100|XP_002089167.1|DYAK	LOC115759298|XP_030556061.1|DNOV
OG0009578	LOC6529728|XP_002090721.1|DYAK	LOC115763603|XP_030562090.1|DNOV
OG0009579	LOC6526131|XP_002101948.1|DYAK	LOC115766311|XP_030566054.1|DNOV
OG0009580	LOC6528712|XP_002089747.1|DYAK	LOC115762469|XP_030560546.1|DNOV
OG0009581	LOC6528946|XP_002089978.1|DYAK	LOC115769179|XP_030569743.1|DNOV
OG0009582	LOC6534389|XP_015050616.1|DYAK	LOC115771161|XP_030572594.1|DNOV
OG0009583	LOC6525304|XP_002101140.1|DYAK	LOC115771343|XP_030572874.1|DNOV
OG0009584	LOC6524942|XP_002100782.1|DYAK	LOC115765174|XP_030564454.1|DNOV
OG0009586	LOC6534388|XP_002095066.1|DYAK	LOC115769702|XP_030570489.1|DNOV
OG0009587	LOC6531311|XP_002092115.1|DYAK	LOC115771649|XP_030573355.1|DNOV
OG0009589	LOC26536237|XP_015049328.1|DYAK	LOC115771194|XP_030572650.1|DNOV
OG0009590	LOC6533260|XP_002093986.1|DYAK	LOC115771119|XP_030572543.1|DNOV
OG0009591	LOC6536298|XP_002096882.1|DYAK	LOC115766180|XP_030565882.1|DNOV
OG0009592	LOC26536407|XP_039232649.1|DYAK	LOC115759449|XP_030556236.1|DNOV
OG0009593	LOC6535701|XP_015047280.2|DYAK	LOC115759533|XP_030556343.1|DNOV
OG0009594	LOC6538517|XP_002099039.1|DYAK	LOC115770950|XP_030572271.1|DNOV
OG0009595	LOC6536045|XP_002096655.1|DYAK	LOC115761507|XP_030559135.1|DNOV
OG0009596	LOC6536012|XP_002096627.1|DYAK	LOC115761415|XP_030559032.1|DNOV
OG0009597	LOC6536009|XP_002096624.2|DYAK	LOC115761513|XP_030559142.1|DNOV
OG0009598	LOC6539893|XP_015044889.1|DYAK	LOC115761377|XP_030558988.1|DNOV
OG0009599	LOC6536574|XP_002097150.1|DYAK	LOC115765749|XP_030565271.1|DNOV
OG0009600	LOC6537091|XP_002097652.1|DYAK	LOC115770753|XP_030572025.1|DNOV
OG0009601	LOC6538704|XP_002099219.1|DYAK	LOC115770859|XP_030572155.1|DNOV
OG0009602	LOC6538451|XP_002098975.2|DYAK	LOC115764692|XP_030563746.1|DNOV
OG0009603	LOC6536256|XP_002096842.1|DYAK	LOC115759468|XP_030556261.1|DNOV
OG0009604	LOC6525723|XP_002101545.1|DYAK	LOC115768881|XP_030569451.1|DNOV
OG0009605	LOC6538425|XP_039231911.1|DYAK	LOC115765600|XP_030565113.1|DNOV
OG0009606	LOC6538429|XP_002098953.1|DYAK	LOC115765709|XP_030565229.1|DNOV
OG0009607	LOC6538430|XP_002098954.1|DYAK	LOC115765743|XP_030565267.1|DNOV
OG0009608	LOC6538720|XP_002099235.1|DYAK	LOC115770742|XP_030572003.1|DNOV
OG0009609	LOC6537068|XP_002097629.2|DYAK	LOC115770963|XP_030572293.1|DNOV
OG0009610	LOC6535693|XP_002096321.1|DYAK	LOC115759475|XP_030556269.1|DNOV
OG0009611	LOC6535691|XP_002096319.3|DYAK	LOC115759643|XP_030556492.1|DNOV
OG0009612	LOC6540285|XP_002087120.3|DYAK	LOC115763812|XP_030562422.1|DNOV
OG0009613	LOC6529503|XP_002090505.1|DYAK	LOC115763090|XP_030561388.1|DNOV
OG0009614	LOC6537349|XP_002097906.1|DYAK	LOC115764833|XP_030563941.1|DNOV
OG0009615	LOC6538311|XP_002098838.1|DYAK	LOC115771635|XP_030573294.1|DNOV
OG0009616	LOC6538328|XP_002098855.1|DYAK	LOC115772093|XP_030573914.1|DNOV
OG0009617	LOC6535575|XP_039232453.1|DYAK	LOC115761249|XP_030558814.1|DNOV
OG0009619	LOC6537732|XP_002098277.2|DYAK	LOC115771707|XP_030573386.1|DNOV
OG0009620	LOC6536191|XP_002096782.1|DYAK	LOC115764954|XP_030564135.1|DNOV
OG0009621	LOC6536189|XP_002096780.1|DYAK	LOC115764931|XP_030564101.1|DNOV
OG0009622	LOC6535614|XP_002096242.1|DYAK	LOC115764055|XP_030562762.1|DNOV
OG0009623	LOC6536830|XP_002097400.1|DYAK	LOC115761591|XP_030559246.1|DNOV, LOC115767081|XP_030567091.1|DNOV
OG0009624	LOC6539056|XP_002099558.1|DYAK	LOC115771727|XP_030573411.1|DNOV
OG0009625	LOC6538897|XP_002099401.1|DYAK	LOC115759638|XP_030556486.1|DNOV
OG0009626	LOC6537813|XP_002098354.1|DYAK	LOC115768640|XP_030569172.1|DNOV
OG0009627	LOC6537814|XP_002098355.3|DYAK	LOC115768641|XP_030569173.1|DNOV
OG0009628	LOC6537809|XP_002098350.1|DYAK	LOC115761204|XP_030558748.1|DNOV
OG0009629	LOC6537440|XP_002097996.3|DYAK	LOC115761551|XP_030559193.1|DNOV
OG0009630	LOC6537436|XP_002097992.1|DYAK	LOC115761404|XP_030559022.1|DNOV
OG0009631	LOC6536885|XP_002097454.1|DYAK	LOC115761549|XP_030559190.1|DNOV
OG0009632	LOC6525047|XP_002100886.1|DYAK	LOC115766332|XP_030566083.1|DNOV
OG0009633	LOC6530444|XP_002091360.1|DYAK	LOC115759276|XP_030556042.1|DNOV
OG0009634	LOC6539004|XP_002099506.1|DYAK	LOC115771719|XP_030573402.1|DNOV
OG0009635	LOC6537358|XP_039231542.1|DYAK	LOC115764791|XP_030563894.1|DNOV
OG0009636	LOC6534776|XP_002095451.1|DYAK	LOC115770146|XP_030571156.1|DNOV
OG0009637	LOC6538629|XP_002099151.1|DYAK	LOC115761763|XP_030559530.1|DNOV
OG0009638	LOC6535599|XP_002096227.1|DYAK	LOC115759656|XP_030556505.1|DNOV
OG0009639	LOC6536134|XP_002096735.2|DYAK	LOC115765686|XP_030565204.1|DNOV
OG0009640	LOC6538363|XP_002098887.1|DYAK	LOC115764049|XP_030562750.1|DNOV
OG0009641	LOC6537716|XP_002098261.1|DYAK	LOC115761596|XP_030559254.1|DNOV
OG0009642	LOC6537713|XP_002098258.1|DYAK	LOC115761553|XP_030559196.1|DNOV
OG0009643	LOC6536729|XP_002097301.1|DYAK	LOC115771705|XP_030573385.1|DNOV
OG0009644	LOC6537919|XP_002098459.2|DYAK	LOC115771715|XP_030573395.1|DNOV
OG0009645	LOC6537922|XP_002098462.2|DYAK	LOC115757661|XP_030553837.1|DNOV
OG0009646	LOC6538905|XP_002099409.2|DYAK	LOC115759599|XP_030556430.1|DNOV
OG0009647	LOC6538898|XP_002099402.1|DYAK	LOC115759639|XP_030556487.1|DNOV
OG0009648	LOC6537563|XP_002098109.2|DYAK	LOC115764198|XP_030562946.1|DNOV
OG0009649	LOC6538130|XP_002098665.1|DYAK	LOC115757710|XP_030553928.1|DNOV
OG0009650	LOC6529551|XP_039228067.1|DYAK	LOC115760191|XP_030557281.1|DNOV
OG0009651	LOC26535667|XP_015054650.1|DYAK	LOC115759687|XP_030556540.1|DNOV
OG0009652	LOC6526739|XP_002087842.2|DYAK	LOC115759824|XP_030556775.1|DNOV
OG0009653	LOC6526763|XP_002087866.2|DYAK	LOC115759920|XP_030556915.1|DNOV
