Orthogroup	DYAK.longest_only	HILL.longest_only
OG0006277	LOC6539835|XP_039231552.1|DYAK	LOC119652291|XP_037912216.1|HILL
OG0006278	LOC6525687|XP_002101509.2|DYAK	LOC119657642|XP_037920575.1|HILL
OG0006279	LOC6525525|XP_039230195.1|DYAK	LOC119656787|XP_037919307.1|HILL
OG0006280	LOC6526218|XP_039231732.1|DYAK	LOC119656524|XP_037918800.1|HILL
OG0006281	LOC6526220|XP_002102029.1|DYAK	LOC119656523|XP_037918799.1|HILL
OG0006282	LOC6525128|XP_039233774.1|DYAK	LOC119657658|XP_037920610.1|HILL
OG0006283	LOC6537932|XP_002098472.1|DYAK	LOC119651271|XP_037910702.1|HILL
OG0006284	LOC6539511|XP_002086399.2|DYAK	LOC119657403|XP_037920223.1|HILL
OG0006285	LOC6535296|XP_002095952.1|DYAK	LOC119648191|XP_037905709.1|HILL
OG0006287	LOC6525528|XP_002101363.1|DYAK	LOC119651909|XP_037911664.1|HILL
OG0006288	LOC6538943|XP_002099447.1|DYAK	LOC119651908|XP_037911663.1|HILL
OG0006289	LOC6535587|XP_002096215.1|DYAK	LOC119651301|XP_037910754.1|HILL
OG0006290	LOC6525267|XP_015046193.1|DYAK	LOC119658230|XP_037921432.1|HILL
OG0006291	LOC6527448|XP_002088540.1|DYAK	LOC119657633|XP_037920566.1|HILL
OG0006292	LOC6524503|XP_015045729.1|DYAK	LOC119646389|XP_037902761.1|HILL
OG0006293	LOC6532390|XP_002093141.1|DYAK	LOC119647509|XP_037904399.1|HILL
OG0006294	LOC6524707|XP_039233778.1|DYAK	LOC119653894|XP_037914956.1|HILL
OG0006295	LOC6524087|XP_002099951.3|DYAK	LOC119657423|XP_037920253.1|HILL
OG0006296	LOC6525209|XP_039231375.1|DYAK	LOC119656947|XP_037919588.1|HILL
OG0006297	LOC6525702|XP_015046430.1|DYAK	LOC119656695|XP_037919122.1|HILL
OG0006298	LOC6524709|XP_002100553.1|DYAK	LOC119656643|XP_037919019.1|HILL
OG0006299	LOC6524300|XP_015045595.1|DYAK	LOC119658227|XP_037921422.1|HILL
OG0006300	LOC6524374|XP_015045636.1|DYAK	LOC119657598|XP_037920511.1|HILL
OG0006301	LOC6525104|XP_002100943.1|DYAK	LOC119656657|XP_037919059.1|HILL
OG0006302	LOC6525079|XP_015046085.1|DYAK	LOC119656784|XP_037919298.1|HILL
OG0006303	LOC6530179|XP_002091119.2|DYAK	LOC119647288|XP_037904119.1|HILL
OG0006304	LOC6538138|XP_002098673.3|DYAK	LOC119656820|XP_037919381.1|HILL
OG0006305	LOC6538135|XP_002098670.1|DYAK	LOC119657431|XP_037920262.1|HILL
OG0006306	LOC26534501|XP_039231576.1|DYAK	LOC119657287|XP_037920061.1|HILL
OG0006307	LOC6539055|XP_002099557.3|DYAK	LOC119651711|XP_037911352.1|HILL
OG0006308	LOC6525600|XP_002101435.1|DYAK	LOC119657945|XP_037921065.1|HILL
OG0006309	LOC6525572|XP_015046372.1|DYAK	LOC119657599|XP_037920513.1|HILL
OG0006310	LOC6537536|XP_002098082.1|DYAK	LOC119658250|XP_037921453.1|HILL
OG0006311	LOC6525359|XP_002101195.2|DYAK	LOC119657319|XP_037920107.1|HILL
OG0006312	LOC6525360|XP_002101196.1|DYAK	LOC119657573|XP_037920467.1|HILL
OG0006313	LOC6525382|XP_002101218.1|DYAK	LOC119657522|XP_037920392.1|HILL
OG0006314	LOC6524883|XP_002100723.1|DYAK	LOC119657619|XP_037920550.1|HILL
OG0006315	LOC6538974|XP_015049145.1|DYAK	LOC119658594|XP_037921982.1|HILL
OG0006316	LOC6526214|XP_002102023.1|DYAK	LOC119658115|XP_037921310.1|HILL
OG0006317	LOC6525408|XP_002101243.1|DYAK	LOC119657569|XP_037920457.1|HILL
OG0006318	LOC6525203|XP_002101041.1|DYAK	LOC119656713|XP_037919160.1|HILL
OG0006319	LOC6528816|XP_002089848.1|DYAK	LOC119656573|XP_037918888.1|HILL
OG0006320	LOC6525948|XP_002101768.1|DYAK	LOC119657375|XP_037920188.1|HILL
OG0006321	LOC6525233|XP_002101071.1|DYAK	LOC119658231|XP_037921436.1|HILL
OG0006322	LOC6525898|XP_002101718.1|DYAK	LOC119657426|XP_037920256.1|HILL
OG0006323	LOC6524898|XP_002100738.1|DYAK	LOC119658021|XP_037921178.1|HILL
OG0006324	LOC6524445|XP_002100303.2|DYAK	LOC119657267|XP_037920027.1|HILL
OG0006325	LOC6535861|XP_002096480.1|DYAK	LOC119660418|XP_037924893.1|HILL
OG0006326	LOC6539573|XP_002086461.2|DYAK	LOC119657446|XP_037920285.1|HILL
OG0006327	LOC6538306|XP_002098833.1|DYAK	LOC119646562|XP_037902969.1|HILL
OG0006328	LOC6537812|XP_015048527.1|DYAK	LOC119653087|XP_037913509.1|HILL
OG0006329	LOC6524588|XP_002100445.1|DYAK	LOC119658055|XP_037921228.1|HILL
OG0006330	LOC6538624|XP_002099146.1|DYAK	LOC119659277|XP_037923213.1|HILL
OG0006331	LOC6525641|XP_002101463.2|DYAK	LOC119657901|XP_037920985.1|HILL
OG0006332	LOC6524567|XP_039226340.1|DYAK	LOC119658073|XP_037921260.1|HILL
OG0006333	LOC6524629|XP_002100486.3|DYAK	LOC119656742|XP_037919224.1|HILL
OG0006334	LOC6524085|XP_002099949.1|DYAK	LOC119658025|XP_037921185.1|HILL
OG0006335	LOC6537847|XP_002098388.1|DYAK	LOC119657232|XP_037919976.1|HILL
OG0006336	LOC6526043|XP_002101860.1|DYAK	LOC119657754|XP_037920736.1|HILL
OG0006337	LOC6525061|XP_002100900.1|DYAK	LOC119656748|XP_037919235.1|HILL
OG0006338	LOC6535288|XP_002095944.1|DYAK	LOC119651427|XP_037910952.1|HILL
OG0006339	LOC6524893|XP_002100733.1|DYAK	LOC119658408|XP_037921727.1|HILL
OG0006340	LOC6526061|XP_002101878.1|DYAK	LOC119657002|XP_037919668.1|HILL
OG0006341	LOC6525946|XP_002101766.2|DYAK	LOC119656752|XP_037919243.1|HILL
OG0006342	LOC6525944|XP_039229319.1|DYAK	LOC119657246|XP_037919989.1|HILL
OG0006343	LOC6525942|XP_002101762.1|DYAK	LOC119658371|XP_037921660.1|HILL
OG0006344	LOC6525592|XP_002101427.1|DYAK	LOC119658428|XP_037921755.1|HILL
OG0006345	LOC6537775|XP_039231727.1|DYAK	LOC119652963|XP_037913287.1|HILL
OG0006346	LOC6538072|XP_002098607.1|DYAK	LOC119652410|XP_037912450.1|HILL
OG0006347	LOC6538750|XP_015049009.1|DYAK	LOC119650662|XP_037909530.1|HILL
OG0006348	LOC6524357|XP_002100215.1|DYAK	LOC119658012|XP_037921166.1|HILL
OG0006349	LOC6524484|XP_039229956.1|DYAK	LOC119657965|XP_037921097.1|HILL
OG0006350	LOC6538019|XP_002098554.1|DYAK	LOC119652628|XP_037912803.1|HILL
OG0006351	LOC6525131|XP_002100969.1|DYAK	LOC119656588|XP_037918924.1|HILL
OG0006352	LOC6530451|XP_002091367.1|DYAK	LOC119657388|XP_037920201.1|HILL
OG0006353	LOC6538842|XP_002099355.1|DYAK	LOC119657917|XP_037921031.1|HILL
OG0006354	LOC6537800|XP_002098341.2|DYAK	LOC119658842|XP_037922516.1|HILL
OG0006355	LOC6525930|XP_002101750.2|DYAK	LOC119656764|XP_037919270.1|HILL
OG0006356	LOC6524458|XP_002100315.1|DYAK	LOC119657845|XP_037920895.1|HILL
OG0006357	LOC6525698|XP_039226462.1|DYAK	LOC119656937|XP_037919564.1|HILL
OG0006358	LOC6532407|XP_002093158.3|DYAK	LOC119657982|XP_037921123.1|HILL
OG0006359	LOC6537197|XP_002097755.1|DYAK	LOC119658265|XP_037921485.1|HILL
OG0006360	LOC6524006|XP_015045428.1|DYAK	LOC119657256|XP_037920012.1|HILL
OG0006361	LOC6536151|XP_002096752.1|DYAK, LOC26534953|XP_039231750.1|DYAK	LOC119656011|XP_037918187.1|HILL
OG0006362	LOC6524392|XP_002100250.1|DYAK	LOC119656952|XP_037919595.1|HILL
OG0006363	LOC6525878|XP_015046527.1|DYAK	LOC119657147|XP_037919852.1|HILL
OG0006364	LOC6527353|XP_002088445.2|DYAK	LOC119657227|XP_037919968.1|HILL
OG0006365	LOC6526107|XP_002101924.1|DYAK	LOC119658344|XP_037921618.1|HILL
OG0006366	LOC6526103|XP_039231059.1|DYAK	LOC119658346|XP_037921627.1|HILL
OG0006367	LOC6525909|XP_002101729.1|DYAK	LOC119658283|XP_037921501.1|HILL
OG0006368	LOC6538906|XP_015049094.1|DYAK	LOC119657275|XP_037920042.1|HILL
OG0006369	LOC6538908|XP_039232380.1|DYAK	LOC119657652|XP_037920593.1|HILL
OG0006370	LOC6525846|XP_002101666.1|DYAK	LOC119657914|XP_037921028.1|HILL
OG0006371	LOC6538941|XP_002099445.1|DYAK	LOC119658014|XP_037921171.1|HILL
OG0006372	LOC6538313|XP_002098840.1|DYAK	LOC119657756|XP_037920739.1|HILL
OG0006373	LOC6525282|XP_015046206.1|DYAK	LOC119657811|XP_037920841.1|HILL
OG0006374	LOC6525362|XP_002101198.1|DYAK	LOC119657542|XP_037920412.1|HILL
OG0006375	LOC6524825|XP_002100667.1|DYAK	LOC119657712|XP_037920679.1|HILL
OG0006376	LOC6525908|XP_002101728.1|DYAK	LOC119656835|XP_037919413.1|HILL
OG0006377	LOC6525822|XP_002101642.1|DYAK	LOC119656519|XP_037918791.1|HILL
OG0006378	LOC6538013|XP_039232256.1|DYAK	LOC119651412|XP_037910933.1|HILL
OG0006379	LOC6524775|XP_002100619.1|DYAK	LOC119658386|XP_037921681.1|HILL
OG0006380	LOC6524230|XP_002100093.1|DYAK	LOC119656870|XP_037919456.1|HILL
OG0006381	LOC6524703|XP_002100547.2|DYAK	LOC119656826|XP_037919399.1|HILL
OG0006382	LOC6524561|XP_002100418.1|DYAK	LOC119657587|XP_037920495.1|HILL
OG0006383	LOC6524584|XP_039230903.1|DYAK	LOC119656756|XP_037919250.1|HILL
OG0006384	LOC6524583|XP_002100440.1|DYAK	LOC119658520|XP_037921924.1|HILL
OG0006385	LOC6537801|XP_002098342.1|DYAK	LOC119651541|XP_037911100.1|HILL
OG0006386	LOC6527055|XP_002088148.1|DYAK	LOC119651430|XP_037910955.1|HILL
OG0006387	LOC6538881|XP_002099385.1|DYAK	LOC119656953|XP_037919599.1|HILL
OG0006388	LOC6524083|XP_002099947.3|DYAK	LOC119656483|XP_037918735.1|HILL
OG0006389	LOC6524084|XP_002099948.1|DYAK	LOC119656484|XP_037918736.1|HILL
OG0006390	LOC6535532|XP_002096161.1|DYAK	LOC119657832|XP_037920877.1|HILL
OG0006391	LOC6536924|XP_002097493.1|DYAK	LOC119652428|XP_037912480.1|HILL
OG0006392	LOC6524118|XP_002099982.1|DYAK	LOC119659212|XP_037923112.1|HILL
OG0006393	LOC6528922|XP_002089954.1|DYAK	LOC119657229|XP_037919969.1|HILL
OG0006394	LOC6535431|XP_002096080.1|DYAK	LOC119652357|XP_037912368.1|HILL
OG0006395	LOC6536334|XP_002096918.1|DYAK	LOC119657625|XP_037920556.1|HILL
OG0006396	LOC6525144|XP_002100982.1|DYAK	LOC119655705|XP_037917650.1|HILL
OG0006397	LOC6524284|XP_039230142.1|DYAK	LOC119657447|XP_037920286.1|HILL
OG0006398	LOC6524016|XP_002099888.1|DYAK	LOC119657281|XP_037920053.1|HILL
OG0006399	LOC6524827|XP_002100669.1|DYAK	LOC119656674|XP_037919086.1|HILL
OG0006400	LOC6524826|XP_002100668.1|DYAK	LOC119656672|XP_037919083.1|HILL
OG0006401	LOC6535033|XP_002095699.2|DYAK	LOC119649334|XP_037907366.1|HILL
OG0006402	LOC6535889|XP_002096505.1|DYAK	LOC119656578|XP_037918896.1|HILL
OG0006403	LOC120321927|XP_039232129.1|DYAK	LOC119650975|XP_037910166.1|HILL
OG0006404	LOC6537394|XP_002097950.1|DYAK	LOC119650854|XP_037909932.1|HILL
OG0006405	LOC6533995|XP_039229970.1|DYAK	LOC119648583|XP_037906282.1|HILL
OG0006406	LOC6538112|XP_002098647.1|DYAK	LOC119659855|XP_037924088.1|HILL
OG0006407	LOC6525274|XP_002101110.1|DYAK	LOC119657038|XP_037919720.1|HILL
OG0006408	LOC6526059|XP_002101876.1|DYAK	LOC119657109|XP_037919796.1|HILL
OG0006409	LOC6525533|XP_002101368.1|DYAK	LOC119652401|XP_037912436.1|HILL
OG0006410	LOC6524986|XP_002100826.1|DYAK	LOC119654552|XP_037915930.1|HILL
OG0006411	LOC6523985|XP_002099857.1|DYAK	LOC119657534|XP_037920405.1|HILL
OG0006412	LOC6538364|XP_002098888.1|DYAK	LOC119658457|XP_037921791.1|HILL, LOC119651742|XP_037911400.1|HILL
OG0006413	LOC6538362|XP_015048803.1|DYAK	LOC119652009|XP_037911868.1|HILL
OG0006414	LOC6536250|XP_015047619.1|DYAK	LOC119651144|XP_037910476.1|HILL, LOC119654915|XP_037916480.1|HILL
OG0006415	LOC6525977|XP_002101796.2|DYAK	LOC119658695|XP_037922211.1|HILL
OG0006416	LOC6525440|XP_002101275.1|DYAK	LOC119658446|XP_037921778.1|HILL
OG0006417	LOC6526648|XP_002087756.1|DYAK	LOC119656745|XP_037919232.1|HILL
OG0006418	LOC6525597|XP_039229293.1|DYAK	LOC119657371|XP_037920182.1|HILL
OG0006419	LOC6539010|XP_002099512.1|DYAK	LOC119651858|XP_037911590.1|HILL
OG0006420	LOC6537938|XP_002098478.1|DYAK	LOC119653187|XP_037913668.1|HILL
OG0006421	LOC6528124|XP_015054460.2|DYAK	LOC119660392|XP_037924854.1|HILL
OG0006422	LOC6528118|XP_002089185.1|DYAK	LOC119652522|XP_037912647.1|HILL
OG0006423	LOC6537743|XP_002098284.1|DYAK	LOC119657644|XP_037920578.1|HILL
OG0006424	LOC6537744|XP_002098285.1|DYAK	LOC119657179|XP_037919896.1|HILL
OG0006425	LOC6537741|XP_039232542.1|DYAK	LOC119657850|XP_037920901.1|HILL
OG0006426	LOC6537740|XP_002098281.1|DYAK	LOC119657851|XP_037920902.1|HILL
OG0006427	LOC6538237|XP_002098764.1|DYAK	LOC119658000|XP_037921148.1|HILL
OG0006428	LOC6535873|XP_015047405.1|DYAK	LOC119650999|XP_037910211.1|HILL
OG0006429	LOC6538795|XP_002099308.1|DYAK	LOC119658364|XP_037921653.1|HILL
OG0006430	LOC6534764|XP_002095439.1|DYAK	LOC119651177|XP_037910532.1|HILL
OG0006431	LOC6537991|XP_002098526.2|DYAK	LOC119651765|XP_037911433.1|HILL
OG0006432	LOC6535643|XP_015047251.2|DYAK	LOC119653072|XP_037913482.1|HILL
OG0006433	LOC6537949|XP_002098486.1|DYAK	LOC119651062|XP_037910322.1|HILL
OG0006434	LOC6528002|XP_002089069.1|DYAK	LOC119661257|XP_037926436.1|HILL
OG0006435	LOC6538291|XP_039232857.1|DYAK	LOC119650902|XP_037910011.1|HILL
OG0006436	LOC6525587|XP_015046376.1|DYAK	LOC119656487|XP_037918740.1|HILL
OG0006437	LOC6524630|XP_015045784.1|DYAK	LOC119656489|XP_037918742.1|HILL
OG0006438	LOC6526306|XP_002087428.1|DYAK	LOC119659349|XP_037923326.1|HILL
OG0006439	LOC6536714|XP_002097286.1|DYAK	LOC119652371|XP_037912396.1|HILL
OG0006440	LOC6536715|XP_002097287.1|DYAK	LOC119651935|XP_037911703.1|HILL
OG0006442	LOC6538665|XP_002099185.1|DYAK	LOC119660894|XP_037925754.1|HILL
OG0006443	LOC6536149|XP_002096750.1|DYAK	LOC119651314|XP_037910771.1|HILL
OG0006444	LOC6538833|XP_002099346.1|DYAK	LOC119650865|XP_037909954.1|HILL
OG0006445	LOC6523839|XP_002099712.1|DYAK	LOC119653064|XP_037913470.1|HILL
OG0006446	LOC6538574|XP_002099096.2|DYAK	LOC119652953|XP_037913274.1|HILL
OG0006447	LOC6538581|XP_015048916.1|DYAK	LOC119652434|XP_037912503.1|HILL
OG0006448	LOC6538759|XP_002099273.1|DYAK	LOC119651373|XP_037910876.1|HILL
OG0006450	LOC6529459|XP_002090461.1|DYAK	LOC119660754|XP_037925444.1|HILL
OG0006451	LOC6525225|XP_015046159.1|DYAK	LOC119657451|XP_037920291.1|HILL
OG0006452	LOC6538606|XP_002099128.1|DYAK	LOC119651074|XP_037910343.1|HILL
OG0006453	LOC6534319|XP_002094999.1|DYAK	LOC119652794|XP_037913045.1|HILL
OG0006454	LOC6523864|XP_002099737.3|DYAK	LOC119660990|XP_037926006.1|HILL
OG0006455	LOC6535267|XP_039231717.1|DYAK	LOC119652509|XP_037912627.1|HILL
OG0006456	LOC6535270|XP_002095926.1|DYAK	LOC119652382|XP_037912408.1|HILL
OG0006457	LOC6536955|XP_002097524.1|DYAK	LOC119657853|XP_037920904.1|HILL
OG0006458	LOC6527983|XP_002089050.1|DYAK	LOC119659604|XP_037923702.1|HILL
OG0006459	LOC6537762|XP_002098303.1|DYAK	LOC119651822|XP_037911541.1|HILL
OG0006460	LOC6538785|XP_002099298.1|DYAK	LOC119650568|XP_037909313.1|HILL
OG0006461	LOC6535909|XP_002096525.1|DYAK	LOC119651452|XP_037910986.1|HILL
OG0006462	LOC6537917|XP_002098457.3|DYAK	LOC119651828|XP_037911549.1|HILL
OG0006463	LOC6537171|XP_015048178.1|DYAK	LOC119651817|XP_037911535.1|HILL
OG0006464	LOC6534782|XP_039230615.1|DYAK	LOC119652779|XP_037913018.1|HILL
OG0006465	LOC6524472|XP_002100329.2|DYAK	LOC119654608|XP_037916006.1|HILL
OG0006466	LOC6524382|XP_002100240.2|DYAK	LOC119661145|XP_037926282.1|HILL
OG0006467	LOC6535596|XP_002096224.1|DYAK	LOC119658422|XP_037921745.1|HILL
OG0006468	LOC6538766|XP_002099280.1|DYAK	LOC119651507|XP_037911059.1|HILL
OG0006469	LOC6525133|XP_002100971.1|DYAK	LOC119648566|XP_037906265.1|HILL
OG0006470	LOC6534574|XP_002095250.2|DYAK	LOC119648863|XP_037906675.1|HILL
OG0006471	LOC6538777|XP_002099291.3|DYAK	LOC119651429|XP_037910954.1|HILL
OG0006472	LOC6538779|XP_002099293.1|DYAK	LOC119650981|XP_037910171.1|HILL
OG0006473	LOC6533536|XP_015050129.1|DYAK	LOC119651655|XP_037911266.1|HILL
OG0006474	LOC6531369|XP_002092172.1|DYAK	LOC119651839|XP_037911564.1|HILL
OG0006475	LOC6537602|XP_002098148.2|DYAK	LOC119652621|XP_037912793.1|HILL
OG0006476	LOC6524081|XP_039230631.1|DYAK	LOC119658009|XP_037921161.1|HILL
OG0006477	LOC6524305|XP_039233142.1|DYAK	LOC119657804|XP_037920827.1|HILL
OG0006478	LOC6538804|XP_002099317.2|DYAK	LOC119651264|XP_037910692.1|HILL
OG0006479	LOC6538802|XP_039232712.1|DYAK	LOC119653217|XP_037913717.1|HILL
OG0006480	LOC6528483|XP_002089529.3|DYAK	LOC119652619|XP_037912791.1|HILL
OG0006481	LOC6527329|XP_002088421.1|DYAK	LOC119657111|XP_037919798.1|HILL
OG0006482	LOC6538094|XP_002098628.3|DYAK	LOC119652919|XP_037913234.1|HILL
OG0006483	LOC6538635|XP_002099155.1|DYAK	LOC119659278|XP_037923215.1|HILL
OG0006484	LOC6538633|XP_039231649.1|DYAK	LOC119659572|XP_037923654.1|HILL
OG0006485	LOC6536194|XP_002096785.1|DYAK	LOC119650887|XP_037909991.1|HILL
OG0006486	LOC6536542|XP_015047809.1|DYAK	LOC119659813|XP_037924022.1|HILL
OG0006487	LOC6536487|XP_002097065.1|DYAK	LOC119657932|XP_037921048.1|HILL
OG0006488	LOC6532286|XP_002093046.1|DYAK	LOC119658238|XP_037921443.1|HILL
OG0006489	LOC6538133|XP_002098668.1|DYAK	LOC119660606|XP_037925222.1|HILL
OG0006490	LOC26535620|XP_039232333.1|DYAK	LOC119651103|XP_037910388.1|HILL
OG0006491	LOC6529599|XP_002090593.1|DYAK	LOC119651712|XP_037911354.1|HILL
OG0006492	LOC6537537|XP_002098083.1|DYAK	LOC119653214|XP_037913712.1|HILL
OG0006493	LOC6525667|XP_002101489.1|DYAK	LOC119656486|XP_037918738.1|HILL
OG0006494	LOC6524809|XP_039229430.1|DYAK	LOC119656698|XP_037919131.1|HILL
OG0006495	LOC6524879|XP_039226533.1|DYAK	LOC119657028|XP_037919706.1|HILL
OG0006496	LOC6538776|XP_002099290.1|DYAK	LOC119651027|XP_037910267.1|HILL
OG0006498	LOC6536887|XP_002097456.1|DYAK	LOC119653040|XP_037913424.1|HILL
OG0006499	LOC6538999|XP_039231048.1|DYAK	LOC119657758|XP_037920742.1|HILL
OG0006500	LOC6527996|XP_002089063.2|DYAK	LOC119661012|XP_037926087.1|HILL
OG0006501	LOC6538841|XP_002099354.1|DYAK	LOC119656671|XP_037919082.1|HILL
OG0006502	LOC6538845|XP_015049072.2|DYAK	LOC119653085|XP_037913506.1|HILL
OG0006503	LOC6538847|XP_002099360.2|DYAK	LOC119651191|XP_037910557.1|HILL
OG0006504	LOC6538848|XP_002099361.1|DYAK	LOC119651519|XP_037911078.1|HILL
OG0006505	LOC6538003|XP_002098538.1|DYAK	LOC119657263|XP_037920022.1|HILL
OG0006506	LOC6532672|XP_002093416.1|DYAK	LOC119658062|XP_037921243.1|HILL
OG0006507	LOC6535477|XP_015047170.2|DYAK	LOC119660184|XP_037924523.1|HILL
OG0006508	LOC6535479|XP_002096110.1|DYAK	LOC119660356|XP_037924783.1|HILL
OG0006509	LOC6526064|XP_039229765.1|DYAK	LOC119658452|XP_037921787.1|HILL
OG0006510	LOC6536516|XP_002097093.1|DYAK	LOC119653249|XP_037913783.1|HILL
OG0006512	LOC6535829|XP_002096450.1|DYAK	LOC119653193|XP_037913681.1|HILL
OG0006513	LOC6536899|XP_015047991.1|DYAK	LOC119653075|XP_037913487.1|HILL
OG0006514	LOC6538613|XP_002099135.1|DYAK	LOC119652574|XP_037912716.1|HILL
OG0006515	LOC6535634|XP_002096262.2|DYAK	LOC119652573|XP_037912715.1|HILL
OG0006516	LOC6538677|XP_039232070.1|DYAK	LOC119651653|XP_037911264.1|HILL
OG0006517	LOC6538679|XP_002099198.1|DYAK	LOC119651985|XP_037911828.1|HILL
OG0006518	LOC6538678|XP_039232053.1|DYAK	LOC119652349|XP_037912317.1|HILL
OG0006519	LOC6538680|XP_002099199.2|DYAK	LOC119652695|XP_037912900.1|HILL
OG0006520	LOC6538818|XP_002099331.1|DYAK	LOC119651182|XP_037910540.1|HILL
OG0006521	LOC6537332|XP_002097889.1|DYAK	LOC119652980|XP_037913317.1|HILL
OG0006522	LOC6538814|XP_002099327.1|DYAK	LOC119650619|XP_037909436.1|HILL
OG0006523	LOC6537192|XP_002097750.1|DYAK	LOC119653189|XP_037913674.1|HILL
OG0006524	LOC6527057|XP_002088150.1|DYAK	LOC119658312|XP_037921562.1|HILL
OG0006525	LOC26535979|XP_039226088.1|DYAK	LOC119657066|XP_037919747.1|HILL
OG0006526	LOC6537592|XP_039231844.1|DYAK	LOC119651732|XP_037911388.1|HILL
OG0006527	LOC6537590|XP_002098136.1|DYAK	LOC119651540|XP_037911099.1|HILL
OG0006529	LOC6537585|XP_002098131.2|DYAK	LOC119652404|XP_037912438.1|HILL
OG0006530	LOC6537583|XP_002098129.1|DYAK	LOC119652934|XP_037913252.1|HILL
OG0006531	LOC6537579|XP_002098125.1|DYAK	LOC119652436|XP_037912506.1|HILL
OG0006532	LOC6537572|XP_002098118.1|DYAK	LOC119653118|XP_037913570.1|HILL
OG0006533	LOC6530564|XP_002091477.1|DYAK	LOC119652743|XP_037912970.1|HILL
OG0006534	LOC6537187|XP_002097745.1|DYAK	LOC119651146|XP_037910478.1|HILL
OG0006535	LOC6538789|XP_002099302.1|DYAK	LOC119650683|XP_037909571.1|HILL
OG0006536	LOC6537546|XP_002098092.1|DYAK	LOC119651773|XP_037911455.1|HILL
OG0006537	LOC6538350|XP_002098875.1|DYAK	LOC119651281|XP_037910718.1|HILL
OG0006538	LOC6538267|XP_039232870.1|DYAK	LOC119652334|XP_037912274.1|HILL
OG0006539	LOC6538174|XP_002098702.1|DYAK	LOC119651829|XP_037911550.1|HILL
OG0006540	LOC6537659|XP_015048457.1|DYAK	LOC119652783|XP_037913026.1|HILL
OG0006541	LOC6538078|XP_002098612.1|DYAK	LOC119651498|XP_037911043.1|HILL
OG0006542	LOC6538077|XP_002098611.1|DYAK	LOC119651499|XP_037911044.1|HILL
OG0006543	LOC6538332|XP_015048782.1|DYAK	LOC119650745|XP_037909746.1|HILL
OG0006544	LOC120321707|XP_039231057.1|DYAK	LOC119659523|XP_037923587.1|HILL
OG0006545	LOC6523815|XP_002099690.1|DYAK	LOC119651305|XP_037910760.1|HILL
OG0006546	LOC6537838|XP_002098379.1|DYAK	LOC119652898|XP_037913199.1|HILL
OG0006547	LOC6538684|XP_039232037.1|DYAK	LOC119652369|XP_037912390.1|HILL
OG0006548	LOC6536960|XP_002097529.1|DYAK	LOC119657121|XP_037919813.1|HILL
OG0006549	LOC6537042|XP_002097609.1|DYAK	LOC119660221|XP_037924587.1|HILL
OG0006550	LOC6539022|XP_002099524.1|DYAK	LOC119654118|XP_037915209.1|HILL, LOC119659972|XP_037924262.1|HILL
OG0006551	LOC6525828|XP_002101648.1|DYAK	LOC119656782|XP_037919295.1|HILL
OG0006552	LOC6525825|XP_002101645.1|DYAK	LOC119657003|XP_037919669.1|HILL
OG0006553	LOC6538303|XP_002098830.1|DYAK	LOC119652849|XP_037913129.1|HILL
OG0006554	LOC6535922|XP_039231521.1|DYAK	LOC119652536|XP_037912665.1|HILL
OG0006555	LOC6535256|XP_002095912.1|DYAK	LOC119651458|XP_037910992.1|HILL
OG0006557	LOC6536636|XP_002097208.1|DYAK	LOC119660277|XP_037924675.1|HILL
OG0006558	LOC6537859|XP_015048553.1|DYAK	LOC119646603|XP_037903027.1|HILL
OG0006559	LOC6536438|XP_002097019.1|DYAK	LOC119652796|XP_037913046.1|HILL
OG0006560	LOC6538001|XP_002098536.1|DYAK	LOC119651149|XP_037910482.1|HILL
OG0006561	LOC6538000|XP_002098535.1|DYAK	LOC119651148|XP_037910481.1|HILL
OG0006562	LOC6538294|XP_002098821.1|DYAK	LOC119652452|XP_037912525.1|HILL
OG0006563	LOC6536806|XP_002097376.1|DYAK	LOC119652630|XP_037912805.1|HILL
OG0006564	LOC6536804|XP_002097374.2|DYAK	LOC119652651|XP_037912828.1|HILL
OG0006565	LOC6536730|XP_002097302.3|DYAK	LOC119652367|XP_037912387.1|HILL
OG0006566	LOC6537284|XP_015048257.1|DYAK	LOC119651112|XP_037910407.1|HILL
OG0006567	LOC6537875|XP_002098416.1|DYAK	LOC119656536|XP_037918810.1|HILL
OG0006568	LOC6537874|XP_002098415.1|DYAK	LOC119656537|XP_037918811.1|HILL
OG0006569	LOC6533122|XP_039230229.1|DYAK	LOC119658819|XP_037922471.1|HILL
OG0006570	LOC6535380|XP_015047098.1|DYAK	LOC119658841|XP_037922514.1|HILL
OG0006571	LOC6537771|XP_002098312.1|DYAK	LOC119651702|XP_037911343.1|HILL
OG0006572	LOC26534884|XP_015047828.1|DYAK	LOC119656551|XP_037918845.1|HILL
OG0006573	LOC6537619|XP_002098165.1|DYAK	LOC119652575|XP_037912717.1|HILL
OG0006574	LOC6536515|XP_015047794.1|DYAK	LOC119651224|XP_037910616.1|HILL
OG0006575	LOC6538055|XP_002098590.1|DYAK	LOC119657045|XP_037919727.1|HILL
OG0006576	LOC6538648|XP_002099168.1|DYAK	LOC119657999|XP_037921147.1|HILL
OG0006577	LOC6536193|XP_002096784.1|DYAK	LOC119651460|XP_037910994.1|HILL
OG0006578	LOC6538649|XP_039231394.1|DYAK	LOC119652253|XP_037912162.1|HILL
