Orthogroup	DYAK.longest_only	SLEB.longest_only
OG0008449	LOC6524984|XP_002100824.1|DYAK	LOC115627631|XP_030379227.1|SLEB
OG0008450	LOC26535577|XP_015046516.1|DYAK	LOC115629625|XP_030381986.1|SLEB
OG0008451	LOC6535744|XP_002096367.2|DYAK	LOC115624155|XP_030374612.1|SLEB
OG0008452	LOC6526329|XP_002087451.2|DYAK	LOC115631572|XP_030384224.1|SLEB
OG0008453	LOC6528501|XP_002089547.1|DYAK	LOC115629687|XP_030382071.1|SLEB
OG0008454	LOC6524465|XP_002100322.3|DYAK	LOC115629250|XP_030381527.1|SLEB
OG0008455	LOC6532923|XP_002093659.1|DYAK	LOC115628391|XP_030380335.1|SLEB
OG0008456	LOC6537390|XP_039231424.1|DYAK	LOC115623318|XP_030373439.1|SLEB
OG0008457	LOC6536367|XP_002096949.1|DYAK	LOC115623640|XP_030373944.1|SLEB
OG0008458	LOC6532013|XP_015051661.1|DYAK	LOC115624860|XP_030375566.1|SLEB
OG0008459	LOC6525127|XP_039233775.1|DYAK	LOC115620697|XP_030369927.1|SLEB
OG0008460	LOC6526990|XP_002088086.1|DYAK	LOC115626344|XP_030377553.1|SLEB
OG0008461	LOC6527684|XP_015053029.2|DYAK	LOC115631987|XP_030384766.1|SLEB
OG0008462	LOC6526524|XP_002087634.1|DYAK	LOC115631737|XP_030384435.1|SLEB
OG0008463	LOC6526284|XP_002087406.1|DYAK	LOC115631964|XP_030384687.1|SLEB
OG0008464	LOC6532143|XP_002092919.1|DYAK	LOC115631726|XP_030384424.1|SLEB
OG0008465	LOC26535292|XP_015052894.1|DYAK	LOC115623043|XP_030373083.1|SLEB
OG0008466	LOC6532100|XP_002092876.1|DYAK	LOC115634103|XP_030387519.1|SLEB
OG0008467	LOC6531048|XP_002091884.1|DYAK	LOC115628930|XP_030381056.1|SLEB
OG0008468	LOC6527362|XP_002088454.1|DYAK	LOC115631849|XP_030384553.1|SLEB
OG0008469	LOC6525799|XP_002101620.1|DYAK	LOC115626097|XP_030377243.1|SLEB
OG0008470	LOC6532085|XP_002092862.2|DYAK	LOC115626501|XP_030377750.1|SLEB
OG0008472	LOC6531640|XP_039227841.1|DYAK	LOC115628381|XP_030380326.1|SLEB
OG0008473	LOC6524961|XP_002100801.2|DYAK	LOC115628045|XP_030379849.1|SLEB
OG0008474	LOC6537036|XP_002097603.3|DYAK	LOC115625214|XP_030376044.1|SLEB
OG0008475	LOC6527469|XP_002088560.1|DYAK	LOC115626084|XP_030377196.1|SLEB
OG0008476	LOC6537223|XP_002097781.1|DYAK	LOC115625453|XP_030376361.1|SLEB
OG0008477	LOC6529974|XP_015052030.1|DYAK	LOC115619971|XP_030368867.1|SLEB
OG0008479	LOC6530680|XP_002091575.1|DYAK	LOC115624537|XP_030375121.1|SLEB
OG0008480	LOC6534516|XP_015050673.2|DYAK	LOC115622419|XP_030372214.1|SLEB
OG0008481	LOC6524028|XP_002099900.1|DYAK	LOC115633300|XP_030386571.1|SLEB
OG0008482	LOC6534344|XP_002095024.2|DYAK	LOC115632150|XP_030385028.1|SLEB
OG0008483	LOC6526433|XP_002087552.1|DYAK	LOC115631720|XP_030384415.1|SLEB
OG0008484	LOC6537232|XP_015048207.1|DYAK	LOC115624119|XP_030374574.1|SLEB
OG0008485	LOC6528064|XP_002089131.1|DYAK	LOC115626299|XP_030377487.1|SLEB
OG0008486	LOC6523775|XP_039233087.1|DYAK	LOC115627746|XP_030379380.1|SLEB
OG0008487	LOC6524362|XP_002100220.1|DYAK	LOC115633247|XP_030386503.1|SLEB
OG0008488	LOC6535879|XP_002096495.1|DYAK	LOC115624309|XP_030374792.1|SLEB
OG0008489	LOC6539877|XP_002086760.2|DYAK	LOC115624247|XP_030374728.1|SLEB
OG0008490	LOC6538559|XP_002099081.1|DYAK	LOC115624139|XP_030374595.1|SLEB
OG0008491	LOC6536524|XP_002097100.1|DYAK	LOC115620974|XP_030370355.1|SLEB
OG0008492	LOC120321252|XP_039229358.1|DYAK, LOC6529645|XP_002090639.1|DYAK	LOC115631388|XP_030383970.1|SLEB
OG0008493	LOC6528201|XP_002089263.1|DYAK	LOC115626024|XP_030377133.1|SLEB
OG0008494	LOC6531723|XP_002092513.1|DYAK	LOC115632642|XP_030385732.1|SLEB, LOC115634759|XP_030388510.1|SLEB, LOC115632867|XP_030385990.1|SLEB
OG0008495	LOC6530408|XP_002091334.1|DYAK	LOC115634695|XP_030388430.1|SLEB
OG0008496	LOC26534883|XP_039228146.1|DYAK	LOC115623032|XP_030373072.1|SLEB
OG0008497	LOC6530805|XP_002091688.1|DYAK	LOC115634074|XP_030387481.1|SLEB
OG0008498	LOC6531629|XP_002092426.1|DYAK	LOC115621705|XP_030371275.1|SLEB
OG0008499	LOC6530864|XP_002091742.1|DYAK	LOC115632157|XP_030385046.1|SLEB
OG0008500	LOC6528661|XP_002089703.3|DYAK	LOC115631272|XP_030383847.1|SLEB
OG0008501	LOC6534322|XP_002095002.2|DYAK	LOC115622997|XP_030373016.1|SLEB
OG0008502	LOC6525249|XP_002101086.2|DYAK	LOC115627201|XP_030378679.1|SLEB
OG0008503	LOC6525554|XP_002101389.1|DYAK	LOC115628936|XP_030381068.1|SLEB
OG0008504	LOC26535874|XP_015050080.1|DYAK	LOC115633038|XP_030386242.1|SLEB
OG0008505	LOC6534692|XP_002095367.3|DYAK	LOC115623245|XP_030373366.1|SLEB
OG0008506	LOC6534719|XP_002095394.1|DYAK	LOC115632335|XP_030385300.1|SLEB
OG0008507	LOC6534242|XP_039230935.1|DYAK, LOC6534241|XP_002094923.1|DYAK	LOC115622633|XP_030372499.1|SLEB
OG0008508	LOC6525113|XP_039233407.1|DYAK	LOC115627987|XP_030379743.1|SLEB
OG0008509	LOC6524271|XP_002100134.1|DYAK, LOC6536650|XP_002097222.1|DYAK, LOC6524270|XP_002100133.1|DYAK	LOC115629750|XP_030382149.1|SLEB
OG0008510	LOC6525309|XP_002101145.1|DYAK	LOC115633278|XP_030386549.1|SLEB
OG0008512	LOC6526996|XP_002088092.1|DYAK	LOC115629023|XP_030381180.1|SLEB
OG0008513	LOC6526530|XP_002087640.1|DYAK	LOC115631263|XP_030383834.1|SLEB
OG0008514	LOC6529501|XP_002090503.1|DYAK, LOC6529500|XP_002090502.1|DYAK	LOC115631429|XP_030384021.1|SLEB
OG0008515	LOC6526619|XP_002087727.1|DYAK	LOC115631613|XP_030384277.1|SLEB
OG0008516	LOC6533398|XP_002094116.1|DYAK	LOC115623177|XP_030373257.1|SLEB
OG0008517	LOC6532595|XP_002093339.1|DYAK	LOC115623270|XP_030373409.1|SLEB
OG0008518	LOC6539378|XP_002086271.2|DYAK	LOC115634106|XP_030387524.1|SLEB
OG0008519	LOC6530097|XP_002091043.1|DYAK	LOC115634780|XP_030388540.1|SLEB
OG0008520	LOC6535687|XP_039232681.1|DYAK	LOC115623740|XP_030374113.1|SLEB
OG0008521	LOC6538406|XP_002098930.2|DYAK, LOC6538405|XP_002098929.2|DYAK	LOC115625435|XP_030376341.1|SLEB, LOC115625430|XP_030376330.1|SLEB
OG0008522	LOC26534879|XP_015052847.1|DYAK, LOC6530102|XP_015052596.1|DYAK	LOC115625732|XP_030376748.1|SLEB
OG0008523	LOC6528945|XP_002089977.3|DYAK	LOC115626126|XP_030377240.1|SLEB
OG0008524	LOC6525372|XP_002101208.1|DYAK, LOC6525368|XP_002101204.1|DYAK	LOC115626955|XP_030378330.1|SLEB
OG0008527	LOC6525760|XP_002101581.1|DYAK	LOC115627578|XP_030379161.1|SLEB
OG0008528	LOC6532203|XP_002092977.1|DYAK	LOC115632230|XP_030385150.1|SLEB
OG0008529	LOC6523926|XP_002099799.1|DYAK	LOC115626930|XP_030378296.1|SLEB
OG0008530	LOC6524634|XP_002100491.1|DYAK	LOC115633341|XP_030386633.1|SLEB
OG0008531	LOC6525724|XP_002101546.1|DYAK	LOC115629855|XP_030382297.1|SLEB
OG0008532	LOC6525573|XP_002101408.2|DYAK	LOC115629122|XP_030381319.1|SLEB
OG0008534	LOC120320554|XP_039226398.1|DYAK	LOC115629633|XP_030381994.1|SLEB
OG0008535	LOC6525466|XP_039228564.1|DYAK	LOC115626875|XP_030378246.1|SLEB
OG0008538	LOC6525281|XP_002101117.1|DYAK	LOC115628684|XP_030380718.1|SLEB
OG0008540	LOC6536364|XP_002096946.1|DYAK	LOC115625344|XP_030376232.1|SLEB
OG0008541	LOC6528532|XP_039226505.1|DYAK	LOC115622583|XP_030372439.1|SLEB
OG0008542	LOC6532774|XP_002093516.1|DYAK	LOC115632197|XP_030385103.1|SLEB
OG0008544	LOC26534519|XP_039227381.1|DYAK	LOC115634389|XP_030387938.1|SLEB
OG0008545	LOC6531969|XP_002092755.1|DYAK	LOC115633691|XP_030387007.1|SLEB
OG0008546	LOC6532501|XP_002093247.1|DYAK	LOC115622970|XP_030372980.1|SLEB
OG0008547	LOC6524043|XP_002099912.1|DYAK	LOC115628920|XP_030381041.1|SLEB
OG0008548	LOC6538879|XP_002099383.3|DYAK	LOC115626271|XP_030377449.1|SLEB
OG0008549	LOC6538660|XP_002099180.1|DYAK	LOC115620555|XP_030369702.1|SLEB
OG0008550	LOC6524193|XP_002100056.3|DYAK	LOC115624498|XP_030375062.1|SLEB
OG0008551	LOC6532456|XP_002093203.2|DYAK	LOC115622353|XP_030372128.1|SLEB
OG0008552	LOC6532673|XP_002093417.1|DYAK	LOC115622617|XP_030372478.1|SLEB
OG0008554	LOC6523915|XP_015045370.1|DYAK	LOC115627780|XP_030379449.1|SLEB
OG0008555	LOC6523942|XP_002099814.1|DYAK	LOC115626676|XP_030377962.1|SLEB
OG0008556	LOC6528638|XP_039227373.1|DYAK	LOC115620561|XP_030369712.1|SLEB
OG0008557	LOC26535430|XP_015048589.1|DYAK	LOC115620714|XP_030369951.1|SLEB
OG0008558	LOC6527968|XP_039226982.1|DYAK	LOC115625873|XP_030376946.1|SLEB
OG0008560	LOC6527840|XP_015054635.1|DYAK	LOC115626634|XP_030377902.1|SLEB
OG0008562	LOC6527092|XP_002088185.3|DYAK	LOC115626203|XP_030377346.1|SLEB
OG0008563	LOC6537849|XP_002098390.1|DYAK	LOC115620890|XP_030370233.1|SLEB
OG0008564	LOC6528023|XP_002089090.1|DYAK	LOC115631403|XP_030383986.1|SLEB
OG0008565	LOC6534372|XP_002095050.1|DYAK	LOC115633356|XP_030386656.1|SLEB
OG0008566	LOC6528180|XP_002089243.1|DYAK	LOC115625675|XP_030376672.1|SLEB
OG0008567	LOC26535908|XP_015052934.2|DYAK	LOC115631621|XP_030384287.1|SLEB
OG0008569	LOC6524443|XP_002100301.1|DYAK	LOC115629144|XP_030381358.1|SLEB
OG0008571	LOC6532670|XP_002093414.2|DYAK	LOC115622616|XP_030372476.1|SLEB
OG0008572	LOC6535350|XP_002096002.1|DYAK	LOC115623654|XP_030373969.1|SLEB
OG0008573	LOC6524413|XP_002100271.1|DYAK	LOC115633255|XP_030386516.1|SLEB
OG0008574	LOC26534943|XP_015050724.1|DYAK	LOC115622828|XP_030372766.1|SLEB
OG0008575	LOC6537796|XP_015048523.1|DYAK	LOC115620500|XP_030369612.1|SLEB
OG0008576	LOC6539098|XP_015045309.1|DYAK	LOC115627569|XP_030379153.1|SLEB
OG0008577	LOC6533879|XP_002094579.1|DYAK	LOC115622213|XP_030371968.1|SLEB
OG0008578	LOC6535535|XP_015047207.1|DYAK	LOC115624065|XP_030374510.1|SLEB
OG0008579	LOC6532592|XP_002093336.1|DYAK	LOC115623271|XP_030373410.1|SLEB
OG0008581	LOC6534926|XP_002095597.3|DYAK	LOC115633739|XP_030387072.1|SLEB
OG0008582	LOC6524036|XP_002099906.1|DYAK	LOC115629349|XP_030381658.1|SLEB
OG0008583	LOC6523777|XP_039228390.1|DYAK	LOC115629634|XP_030381995.1|SLEB
OG0008584	LOC6524464|XP_002100321.1|DYAK	LOC115629264|XP_030381548.1|SLEB
OG0008585	LOC6525472|XP_002101307.1|DYAK	LOC115627031|XP_030378421.1|SLEB
OG0008586	LOC6525473|XP_002101308.1|DYAK	LOC115627029|XP_030378418.1|SLEB
OG0008587	LOC6535707|XP_015047290.1|DYAK	LOC115623424|XP_030373606.1|SLEB
OG0008588	LOC6535664|XP_002096292.2|DYAK	LOC115624380|XP_030374947.1|SLEB
OG0008589	LOC6524526|XP_039233583.1|DYAK	LOC115629958|XP_030382432.1|SLEB
OG0008590	LOC6538417|XP_002098941.2|DYAK	LOC115625512|XP_030376436.1|SLEB
OG0008592	LOC6530575|XP_039229144.1|DYAK	LOC115631908|XP_030384618.1|SLEB, LOC115624767|XP_030375460.1|SLEB
OG0008593	LOC6533567|XP_002094277.1|DYAK	LOC115623140|XP_030373210.1|SLEB
OG0008594	LOC6535805|XP_002096428.1|DYAK	LOC115621230|XP_030370679.1|SLEB
OG0008595	LOC6531500|XP_002092299.1|DYAK	LOC115634210|XP_030387662.1|SLEB
OG0008596	LOC6531506|XP_002092305.2|DYAK	LOC115634208|XP_030387659.1|SLEB
OG0008597	LOC6538734|XP_002099249.1|DYAK	LOC115625392|XP_030376289.1|SLEB
OG0008598	LOC6526005|XP_039229705.1|DYAK	LOC115629501|XP_030381840.1|SLEB
OG0008599	LOC6524057|XP_002099926.3|DYAK	LOC115629682|XP_030382064.1|SLEB
OG0008600	LOC6535892|XP_002096508.1|DYAK	LOC115624422|XP_030375019.1|SLEB
OG0008601	LOC6526981|XP_002088077.1|DYAK	LOC115631711|XP_030384398.1|SLEB
OG0008602	LOC6538682|XP_002099201.1|DYAK	LOC115625318|XP_030376200.1|SLEB
OG0008603	LOC6536928|XP_015048017.1|DYAK	LOC115621498|XP_030371025.1|SLEB
OG0008604	LOC6532145|XP_002092921.1|DYAK	LOC115623079|XP_030373143.1|SLEB
OG0008605	LOC6529706|XP_002090699.1|DYAK	LOC115626104|XP_030377217.1|SLEB
OG0008606	LOC6526847|XP_002087947.1|DYAK	LOC115622095|XP_030371797.1|SLEB, LOC115630758|XP_030383273.1|SLEB
OG0008607	LOC6537527|XP_002098073.1|DYAK	LOC115623682|XP_030374012.1|SLEB
OG0008608	LOC6524219|XP_002100082.3|DYAK	LOC115627318|XP_030378821.1|SLEB
OG0008609	LOC6536617|XP_002097189.1|DYAK	LOC115623436|XP_030373642.1|SLEB, LOC115623981|XP_030374411.1|SLEB
OG0008610	LOC6531387|XP_002092190.1|DYAK	LOC115633682|XP_030386996.1|SLEB
OG0008612	LOC120320824|XP_039227563.1|DYAK	LOC115633874|XP_030387235.1|SLEB
OG0008614	LOC6525208|XP_002101046.1|DYAK	LOC115627520|XP_030379080.1|SLEB
OG0008615	LOC6536069|XP_002096679.2|DYAK	LOC115623853|XP_030374257.1|SLEB
OG0008616	LOC6538985|XP_039231213.1|DYAK	LOC115625561|XP_030376515.1|SLEB
OG0008617	LOC6537891|XP_002098432.2|DYAK	LOC115621618|XP_030371173.1|SLEB
OG0008619	LOC6527297|XP_002088391.1|DYAK	LOC115630708|XP_030383221.1|SLEB
OG0008620	LOC6528542|XP_002089588.1|DYAK	LOC115628000|XP_030379770.1|SLEB
OG0008621	LOC6536439|XP_002097020.2|DYAK	LOC115621221|XP_030370666.1|SLEB
OG0008622	LOC6531717|XP_002092507.1|DYAK	LOC115634634|XP_030388349.1|SLEB
OG0008623	LOC26535110|XP_015052869.1|DYAK	LOC115621620|XP_030371175.1|SLEB, LOC115621367|XP_030370850.1|SLEB
OG0008624	LOC6530346|XP_039227882.1|DYAK	LOC115633659|XP_030386965.1|SLEB
OG0008625	LOC6528830|XP_002089862.1|DYAK	LOC115634565|XP_030388252.1|SLEB
OG0008626	LOC6539120|XP_039226538.1|DYAK	LOC115623064|XP_030373107.1|SLEB
OG0008627	LOC6532642|XP_039230511.1|DYAK	LOC115632999|XP_030386181.1|SLEB
OG0008629	LOC26535445|XP_015052902.1|DYAK	LOC115625812|XP_030376899.1|SLEB
OG0008630	LOC6523745|XP_002099620.1|DYAK	LOC115627761|XP_030379407.1|SLEB
OG0008631	LOC6537664|XP_002098209.2|DYAK	LOC115622042|XP_030371770.1|SLEB
OG0008632	LOC6539066|XP_002099568.2|DYAK	LOC115620497|XP_030369609.1|SLEB
OG0008633	LOC6530465|XP_039227897.1|DYAK	LOC115626573|XP_030377817.1|SLEB
OG0008634	LOC26535980|XP_015045243.1|DYAK	LOC115626406|XP_030377631.1|SLEB
OG0008635	LOC6528537|XP_002089583.1|DYAK	LOC115634056|XP_030387459.1|SLEB
OG0008636	LOC6536775|XP_002097346.1|DYAK	LOC115623911|XP_030374326.1|SLEB
OG0008637	LOC26535099|XP_015045156.1|DYAK	LOC115634383|XP_030387928.1|SLEB
OG0008638	LOC6535581|XP_002096210.1|DYAK	LOC115620386|XP_030369454.1|SLEB
OG0008639	LOC6538288|XP_002098815.3|DYAK	LOC115621159|XP_030370577.1|SLEB
OG0008640	LOC6535624|XP_002096252.2|DYAK	LOC115620338|XP_030369395.1|SLEB
OG0008641	LOC6538838|XP_002099351.2|DYAK	LOC115621916|XP_030371617.1|SLEB
OG0008642	LOC6536659|XP_002097231.1|DYAK	LOC115628984|XP_030381123.1|SLEB
OG0008643	LOC6539065|XP_002099567.1|DYAK	LOC115620511|XP_030369634.1|SLEB
OG0008644	LOC6538924|XP_002099428.1|DYAK	LOC115620934|XP_030370302.1|SLEB
OG0008645	LOC6529549|XP_002090547.1|DYAK	LOC115626142|XP_030377264.1|SLEB
OG0008646	LOC6529466|XP_002090468.1|DYAK	LOC115630807|XP_030383331.1|SLEB
OG0008647	LOC6526759|XP_002087862.1|DYAK	LOC115630957|XP_030383391.1|SLEB
OG0008648	LOC6529548|XP_002090546.1|DYAK	LOC115631878|XP_030384586.1|SLEB
OG0008649	LOC6531803|XP_002092590.1|DYAK	LOC115630948|XP_030383418.1|SLEB
OG0008650	LOC6537140|XP_002097701.1|DYAK	LOC115624075|XP_030374524.1|SLEB
OG0008651	LOC6530385|XP_002091311.1|DYAK	LOC115633025|XP_030386213.1|SLEB
OG0008652	LOC6531099|XP_002091933.1|DYAK	LOC115629101|XP_030381285.1|SLEB
OG0008653	LOC6531447|XP_002092250.1|DYAK	LOC115634317|XP_030387837.1|SLEB
OG0008654	LOC6531918|XP_002092704.1|DYAK	LOC115633830|XP_030387178.1|SLEB
OG0008655	LOC6528596|XP_002089639.1|DYAK	LOC115633689|XP_030387006.1|SLEB
OG0008656	LOC6524142|XP_002100005.1|DYAK	LOC115628934|XP_030381066.1|SLEB
OG0008657	LOC6524764|XP_002100608.1|DYAK	LOC115626697|XP_030377985.1|SLEB
OG0008658	LOC6524071|XP_002099935.1|DYAK	LOC115629894|XP_030382350.1|SLEB
OG0008659	LOC6533768|XP_002094472.2|DYAK	LOC115630540|XP_030383006.1|SLEB
OG0008660	LOC6534290|XP_039230812.1|DYAK	LOC115632340|XP_030385304.1|SLEB
OG0008661	LOC6532269|XP_002093041.1|DYAK	LOC115622889|XP_030372852.1|SLEB
OG0008662	LOC6535208|XP_002095867.1|DYAK	LOC115632683|XP_030385779.1|SLEB
OG0008663	LOC6534907|XP_002095578.2|DYAK	LOC115620030|XP_030368995.1|SLEB
OG0008664	LOC6532355|XP_002093115.1|DYAK	LOC115632394|XP_030385384.1|SLEB, LOC115632283|XP_030385232.1|SLEB
OG0008665	LOC6528218|XP_002089280.1|DYAK	LOC115622631|XP_030372497.1|SLEB
OG0008666	LOC6539355|XP_002086248.2|DYAK	LOC115624942|XP_030375652.1|SLEB
OG0008667	LOC6533825|XP_002094525.2|DYAK	LOC115622272|XP_030372034.1|SLEB
OG0008668	LOC6532372|XP_002093124.1|DYAK	LOC115628340|XP_030380263.1|SLEB
OG0008669	LOC6528970|XP_002090002.1|DYAK	LOC115631781|XP_030384475.1|SLEB, LOC115625980|XP_030377086.1|SLEB
OG0008670	LOC6537337|XP_015048287.1|DYAK	LOC115621747|XP_030371340.1|SLEB, LOC115621743|XP_030371336.1|SLEB, LOC115620203|XP_030369198.1|SLEB, LOC115621348|XP_030370828.1|SLEB
OG0008672	LOC6529497|XP_002090499.1|DYAK	LOC115630967|XP_030383406.1|SLEB
OG0008673	LOC6527683|XP_002088769.2|DYAK	LOC115631991|XP_030384781.1|SLEB
OG0008677	LOC6537804|XP_002098345.1|DYAK	LOC115621271|XP_030370731.1|SLEB
OG0008679	LOC6525953|XP_002101773.1|DYAK	LOC115627966|XP_030379720.1|SLEB
OG0008680	LOC6524311|XP_015045607.1|DYAK	LOC115628725|XP_030380785.1|SLEB
OG0008681	LOC6524611|XP_002100468.1|DYAK	LOC115629646|XP_030382017.1|SLEB
OG0008682	LOC6525844|XP_002101664.1|DYAK	LOC115629623|XP_030381982.1|SLEB
OG0008683	LOC6523958|XP_002099830.2|DYAK	LOC115628676|XP_030380710.1|SLEB
OG0008684	LOC6524712|XP_002100556.1|DYAK	LOC115629774|XP_030382189.1|SLEB
OG0008685	LOC6530571|XP_002091484.3|DYAK	LOC115619953|XP_030368842.1|SLEB
OG0008686	LOC6537840|XP_002098381.2|DYAK	LOC115620630|XP_030369820.1|SLEB
OG0008687	LOC6531957|XP_002092743.2|DYAK	LOC115634581|XP_030388274.1|SLEB
OG0008688	LOC6524428|XP_039233545.1|DYAK	LOC115628008|XP_030379791.1|SLEB
OG0008689	LOC6536403|XP_002096985.1|DYAK	LOC115624384|XP_030374955.1|SLEB
OG0008691	LOC6533146|XP_002093872.1|DYAK	LOC115633110|XP_030386355.1|SLEB
OG0008694	LOC6525826|XP_002101646.1|DYAK	LOC115629573|XP_030381924.1|SLEB
OG0008695	LOC120320436|XP_015054155.1|DYAK	LOC115626143|XP_030377266.1|SLEB
OG0008698	LOC6525045|XP_002100884.1|DYAK	LOC115627487|XP_030379030.1|SLEB
OG0008699	LOC26534786|XP_015050738.1|DYAK	LOC115624700|XP_030375376.1|SLEB
OG0008700	LOC6535758|XP_002096381.3|DYAK	LOC115623934|XP_030374354.1|SLEB
OG0008701	LOC6531586|XP_002092384.1|DYAK	LOC115633940|XP_030387318.1|SLEB
OG0008702	LOC6536753|XP_002097325.1|DYAK	LOC115626524|XP_030377763.1|SLEB
OG0008704	LOC6526741|XP_002087844.1|DYAK	LOC115631289|XP_030383863.1|SLEB
OG0008705	LOC6526988|XP_002088084.1|DYAK	LOC115625931|XP_030377027.1|SLEB
OG0008706	LOC6539038|XP_002099540.1|DYAK	LOC115620450|XP_030369540.1|SLEB
OG0008707	LOC6524918|XP_039226134.1|DYAK	LOC115627380|XP_030378893.1|SLEB
OG0008708	LOC6525135|XP_039232754.1|DYAK	LOC115627245|XP_030378726.1|SLEB
OG0008709	LOC6538277|XP_002098804.1|DYAK	LOC115620584|XP_030369749.1|SLEB
OG0008710	LOC6536932|XP_002097501.1|DYAK	LOC115620387|XP_030369455.1|SLEB
OG0008711	LOC6535885|XP_039231054.1|DYAK	LOC115623542|XP_030373785.1|SLEB
OG0008712	LOC6531499|XP_002092298.1|DYAK	LOC115634211|XP_030387663.1|SLEB
OG0008714	LOC6526523|XP_039227731.1|DYAK	LOC115631738|XP_030384437.1|SLEB
OG0008715	LOC6536251|XP_002096837.1|DYAK	LOC115620817|XP_030370104.1|SLEB
OG0008716	LOC6538703|XP_002099218.1|DYAK	LOC115625402|XP_030376300.1|SLEB
OG0008717	LOC6533372|XP_002094097.1|DYAK	LOC115632391|XP_030385381.1|SLEB
OG0008718	LOC6531192|XP_002092020.3|DYAK	LOC115634161|XP_030387601.1|SLEB
OG0008719	LOC6539033|XP_002099535.1|DYAK	LOC115620398|XP_030369470.1|SLEB
OG0008721	LOC6524604|XP_002100461.3|DYAK	LOC115633382|XP_030386686.1|SLEB
OG0008722	LOC6536278|XP_002096864.1|DYAK	LOC115624478|XP_030375040.1|SLEB, LOC115623748|XP_030374143.1|SLEB
OG0008723	LOC6533404|XP_015049989.1|DYAK	LOC115622219|XP_030371976.1|SLEB
OG0008724	LOC6527929|XP_002088997.2|DYAK	LOC115626042|XP_030377153.1|SLEB
OG0008725	LOC6530755|XP_002091645.1|DYAK	LOC115634685|XP_030388408.1|SLEB
OG0008726	LOC6530021|XP_039228086.1|DYAK	LOC115621851|XP_030371526.1|SLEB
OG0008727	LOC6536888|XP_002097457.2|DYAK	LOC115631830|XP_030384528.1|SLEB, LOC115621255|XP_030370711.1|SLEB
OG0008728	LOC6536713|XP_002097285.2|DYAK	LOC115620780|XP_030370049.1|SLEB
OG0008729	LOC6525772|XP_039231551.1|DYAK	LOC115627682|XP_030379285.1|SLEB
OG0008730	LOC6525703|XP_002101525.1|DYAK	LOC115627140|XP_030378577.1|SLEB
OG0008731	LOC6537308|XP_002097866.2|DYAK	LOC115621876|XP_030371562.1|SLEB
OG0008732	LOC6527446|XP_002088538.1|DYAK	LOC115628542|XP_030380563.1|SLEB
OG0008734	LOC6535282|XP_002095938.1|DYAK	LOC115621802|XP_030371443.1|SLEB
OG0008735	LOC6530793|XP_002091676.1|DYAK	LOC115634542|XP_030388212.1|SLEB, LOC115634543|XP_030388213.1|SLEB
OG0008736	LOC6529283|XP_002090288.1|DYAK	LOC115633756|XP_030387091.1|SLEB
OG0008738	LOC6527095|XP_002088188.1|DYAK	LOC115625671|XP_030376667.1|SLEB
OG0008739	LOC6534763|XP_002095438.1|DYAK	LOC115626366|XP_030377583.1|SLEB
OG0008740	LOC6528817|XP_002089849.2|DYAK	LOC115630611|XP_030383099.1|SLEB
OG0008741	LOC6528774|XP_002089808.1|DYAK	LOC115627190|XP_030378657.1|SLEB
OG0008742	LOC6532765|XP_002093507.1|DYAK	LOC115632461|XP_030385477.1|SLEB
OG0008743	LOC6529298|XP_002090303.1|DYAK	LOC115630495|XP_030382947.1|SLEB
OG0008744	LOC6528462|XP_002089508.1|DYAK	LOC115634653|XP_030388370.1|SLEB
OG0008745	LOC6525896|XP_039228904.1|DYAK	LOC115633407|XP_030386710.1|SLEB
OG0008746	LOC6535706|XP_015047285.1|DYAK	LOC115623370|XP_030373515.1|SLEB
OG0008747	LOC6539791|XP_039230285.1|DYAK	LOC115622403|XP_030372193.1|SLEB
OG0008748	LOC6526398|XP_002087517.1|DYAK	LOC115631630|XP_030384297.1|SLEB
OG0008749	LOC6527254|XP_002088348.1|DYAK	LOC115631646|XP_030384317.1|SLEB
OG0008750	LOC6527942|XP_002089009.1|DYAK	LOC115625682|XP_030376679.1|SLEB
OG0008751	LOC6536020|XP_002096635.1|DYAK	LOC115624269|XP_030374755.1|SLEB
OG0008752	LOC6536273|XP_002096859.2|DYAK	LOC115623648|XP_030373954.1|SLEB
OG0008753	LOC6533667|XP_002094373.1|DYAK	LOC115623051|XP_030373090.1|SLEB
OG0008756	LOC6535600|XP_002096228.2|DYAK	LOC115621932|XP_030371640.1|SLEB
OG0008757	LOC6537710|XP_039231703.1|DYAK	LOC115621624|XP_030371180.1|SLEB
OG0008758	LOC6526365|XP_002087486.1|DYAK	LOC115631593|XP_030384254.1|SLEB
OG0008759	LOC6527264|XP_015053652.2|DYAK	LOC115631550|XP_030384187.1|SLEB
OG0008760	LOC6527156|XP_002088250.1|DYAK	LOC115630691|XP_030383202.1|SLEB, LOC115630685|XP_030383192.1|SLEB, LOC115630696|XP_030383208.1|SLEB
OG0008761	LOC6527817|XP_002088890.1|DYAK	LOC115626426|XP_030377658.1|SLEB
OG0008762	LOC6528597|XP_002089640.1|DYAK	LOC115632108|XP_030384957.1|SLEB
OG0008763	LOC6527102|XP_015053197.1|DYAK	LOC115625718|XP_030376724.1|SLEB
OG0008764	LOC6527572|XP_002088662.1|DYAK	LOC115626038|XP_030377148.1|SLEB
OG0008765	LOC6530084|XP_002091030.1|DYAK	LOC115633627|XP_030386926.1|SLEB
OG0008766	LOC6526471|XP_002087589.2|DYAK	LOC115631879|XP_030384587.1|SLEB
