Orthogroup	DYAK.longest_only	AEAL.longest_only
OG0005834	LOC6532929|XP_002093665.1|DYAK	LOC109409019|XP_029718399.1|AEAL, LOC115267297|XP_029730070.1|AEAL, LOC109429132|XP_019560526.1|AEAL
OG0005835	LOC6532936|XP_002093671.1|DYAK	LOC115261402|XP_029718877.1|AEAL, LOC109429124|XP_019560518.2|AEAL
OG0005836	LOC6534329|XP_002095009.1|DYAK	LOC109429122|XP_019560515.2|AEAL, LOC115261404|XP_029718879.1|AEAL
OG0005837	LOC6538731|XP_002099246.1|DYAK	LOC115253983|XP_029712299.1|AEAL, LOC109429121|XP_019560514.2|AEAL
OG0005838	LOC6535483|XP_002096114.1|DYAK	LOC115261407|XP_029718887.1|AEAL, LOC109429114|XP_019560506.2|AEAL
OG0005839	LOC6526613|XP_002087721.1|DYAK	LOC115261464|XP_029719001.1|AEAL, LOC109429094|XP_019560478.1|AEAL
OG0005840	LOC6535524|XP_002096153.1|DYAK	LOC115261463|XP_029719000.1|AEAL, LOC109429093|XP_019560477.2|AEAL
OG0005841	LOC6536025|XP_002096640.3|DYAK, LOC120322328|XP_039233302.1|DYAK	LOC109427199|XP_029714107.1|AEAL
OG0005842	LOC6523956|XP_002099828.1|DYAK	LOC115261167|XP_029718386.1|AEAL, LOC109427209|XP_019558259.1|AEAL
OG0005843	LOC6534111|XP_015050452.1|DYAK	LOC109427217|XP_019558269.2|AEAL, LOC115257318|XP_029712635.1|AEAL
OG0005844	LOC6535027|XP_002095693.2|DYAK	LOC109427216|XP_019558268.2|AEAL, LOC115261449|XP_029718979.1|AEAL
OG0005845	LOC6535375|XP_002096025.1|DYAK	LOC109427232|XP_029718975.1|AEAL, LOC115261425|XP_029718934.1|AEAL
OG0005846	LOC6536288|XP_002096874.1|DYAK	LOC109411600|XP_029718920.1|AEAL, LOC109427233|XP_029718973.1|AEAL
OG0005847	LOC6536306|XP_039231781.1|DYAK	LOC109427242|XP_029718968.1|AEAL, LOC115261420|XP_029718916.1|AEAL, LOC109411608|XP_029715622.1|AEAL
OG0005848	LOC6524925|XP_002100765.1|DYAK	LOC109428128|XP_029717174.1|AEAL
OG0005849	LOC6524772|XP_015045879.1|DYAK	LOC115261645|XP_029719405.1|AEAL, LOC115259955|XP_029716612.1|AEAL, LOC109428138|XP_029734284.1|AEAL
OG0005850	LOC6524929|XP_002100769.1|DYAK	LOC109406888|XP_029732901.1|AEAL, LOC109404443|XP_029719087.1|AEAL
OG0005851	LOC6527017|XP_002088112.1|DYAK	LOC109404496|XP_019532934.2|AEAL
OG0005852	LOC6536632|XP_002097204.1|DYAK	LOC109406323|XP_029719067.1|AEAL, LOC115261480|XP_029719036.1|AEAL, LOC109404494|XP_029719106.1|AEAL
OG0005853	LOC6525722|XP_002101544.1|DYAK	LOC115261190|XP_029718396.1|AEAL, LOC109404996|XP_019533524.2|AEAL, LOC115261187|XP_029718395.1|AEAL, LOC109416158|XP_019545675.2|AEAL
OG0005854	LOC6535972|XP_039231819.1|DYAK	LOC109416154|XP_029719202.1|AEAL, LOC115261532|XP_029719230.1|AEAL
OG0005855	LOC6524192|XP_039232867.1|DYAK	LOC109404990|XP_029720544.1|AEAL, LOC109416152|XP_029719203.1|AEAL
OG0005856	LOC6524905|XP_015045931.1|DYAK	LOC115261553|XP_029719273.1|AEAL, LOC109432839|XP_029719269.1|AEAL
OG0005857	LOC6535742|XP_002096365.1|DYAK	LOC109432824|XP_019564713.1|AEAL
OG0005858	LOC6536746|XP_002097318.1|DYAK	LOC115256033|XP_029710134.1|AEAL, LOC115254219|XP_029733008.1|AEAL, LOC109419430|XP_029733010.1|AEAL
OG0005859	LOC6527581|XP_002088669.2|DYAK	LOC115254220|XP_029733108.1|AEAL, LOC109406242|XP_019534846.1|AEAL
OG0005860	LOC6536076|XP_039231933.1|DYAK	LOC109406269|XP_019534893.1|AEAL
OG0005861	LOC6539050|XP_039232574.1|DYAK	LOC109406727|XP_029719589.1|AEAL
OG0005862	LOC6528602|XP_039227009.1|DYAK	LOC109411945|XP_029733029.1|AEAL, LOC109406730|XP_029733036.1|AEAL
OG0005863	LOC6531855|XP_002092642.1|DYAK, LOC26535009|XP_039228002.1|DYAK	LOC109406736|XP_019535325.2|AEAL
OG0005864	LOC6536287|XP_002096873.1|DYAK	LOC109406735|XP_019535324.1|AEAL
OG0005865	LOC6538688|XP_002099207.1|DYAK	LOC109417151|XP_019546822.2|AEAL
OG0005866	LOC6530245|XP_002091182.1|DYAK	LOC109411968|XP_019541178.2|AEAL
OG0005867	LOC6528933|XP_002089965.2|DYAK	LOC109424550|XP_029714375.1|AEAL
OG0005868	LOC26535421|XP_015052900.1|DYAK	LOC109428759|XP_019560141.2|AEAL, LOC109424532|XP_019555251.2|AEAL, LOC115269437|XP_029734061.1|AEAL
OG0005869	LOC6524218|XP_002100081.1|DYAK	LOC115269401|XP_029733939.1|AEAL, LOC109428764|XP_019560143.2|AEAL, LOC109424530|XP_019555248.2|AEAL
OG0005870	LOC6524476|XP_002100333.1|DYAK	LOC109428771|XP_019560154.2|AEAL, LOC115269443|XP_029734065.1|AEAL, LOC109424523|XP_019555237.2|AEAL
OG0005871	LOC6524598|XP_002100455.1|DYAK	LOC115269423|XP_029734001.1|AEAL, LOC109424519|XP_019555233.2|AEAL, LOC109428774|XP_019560159.2|AEAL
OG0005872	LOC6537688|XP_015048460.1|DYAK	LOC115269445|XP_029734070.1|AEAL, LOC109428775|XP_019560160.2|AEAL, LOC115254233|XP_029734076.1|AEAL
OG0005873	LOC6536317|XP_002096901.1|DYAK	LOC109397770|XP_029712676.1|AEAL, LOC115269408|XP_029733952.1|AEAL, LOC115269411|XP_029733982.1|AEAL
OG0005874	LOC6524874|XP_015045909.1|DYAK	LOC109397769|XP_029733970.1|AEAL, LOC109419483|XP_029733963.1|AEAL
OG0005876	LOC6524238|XP_039226591.1|DYAK	LOC109400174|XP_019528195.1|AEAL
OG0005877	LOC120320423|XP_002100762.1|DYAK	LOC109405394|XP_019534003.2|AEAL, LOC115253429|XP_029724180.1|AEAL, LOC109399541|XP_019527562.1|AEAL
OG0005879	LOC6525749|XP_015046474.1|DYAK	LOC109401665|XP_029724219.1|AEAL, LOC115264563|XP_029724247.1|AEAL
OG0005880	LOC6539362|XP_002086256.2|DYAK	LOC115254126|XP_029724261.1|AEAL, LOC109431986|XP_029724302.1|AEAL
OG0005881	LOC6534135|XP_002094819.1|DYAK	LOC109431314|XP_019563078.1|AEAL, LOC109432011|XP_019563859.1|AEAL
OG0005882	LOC6524955|XP_002100795.1|DYAK	LOC115254127|XP_029724297.1|AEAL, LOC109431308|XP_029724263.1|AEAL, LOC109432014|XP_029724298.1|AEAL
OG0005883	LOC6532208|XP_002092982.1|DYAK	LOC109431984|XP_029716956.1|AEAL, LOC109431283|XP_029724266.1|AEAL
OG0005884	LOC6534707|XP_002095382.2|DYAK	LOC109432013|XP_029716957.1|AEAL, LOC109431312|XP_029724270.1|AEAL
OG0005885	LOC6534049|XP_002094735.1|DYAK	LOC109431310|XP_019563072.2|AEAL
OG0005886	LOC6534875|XP_002095547.1|DYAK	LOC109431288|XP_019563048.2|AEAL
OG0005887	LOC6534134|XP_002094818.2|DYAK	LOC109431990|XP_029710255.1|AEAL, LOC109431292|XP_019563053.2|AEAL
OG0005888	LOC6535187|XP_039230819.1|DYAK	LOC109432009|XP_029724272.1|AEAL
OG0005889	LOC6533934|XP_002094634.2|DYAK	LOC109431296|XP_029724276.1|AEAL, LOC109431997|XP_019563845.2|AEAL
OG0005890	LOC6524132|XP_002099996.1|DYAK	LOC109407704|XP_019536398.2|AEAL, LOC109431239|XP_019563003.2|AEAL
OG0005891	LOC6533749|XP_015050245.1|DYAK	LOC109407707|XP_019536402.1|AEAL, LOC109431242|XP_019563009.1|AEAL
OG0005892	LOC26536259|XP_039230170.1|DYAK, LOC6533764|XP_002094468.3|DYAK	LOC109407702|XP_019536396.2|AEAL
OG0005893	LOC6534460|XP_039229816.1|DYAK	LOC109431235|XP_029724397.1|AEAL, LOC109420155|XP_029724334.1|AEAL
OG0005894	LOC6534461|XP_002095138.1|DYAK	LOC109431244|XP_019563016.2|AEAL, LOC109420150|XP_029724315.1|AEAL, LOC115264608|XP_029724335.1|AEAL
OG0005895	LOC6534462|XP_002095139.1|DYAK	LOC109420152|XP_019550014.1|AEAL, LOC115264609|XP_029724336.1|AEAL, LOC109431246|XP_019563018.2|AEAL
OG0005896	LOC6534762|XP_039229740.1|DYAK	LOC109431247|XP_029724338.1|AEAL, LOC109420149|XP_029724608.1|AEAL
OG0005898	LOC6524814|XP_002100656.2|DYAK	LOC115254134|XP_029724506.1|AEAL, LOC109402884|XP_029724486.1|AEAL, LOC109401542|XP_029724542.1|AEAL
OG0005899	LOC6528424|XP_002089470.1|DYAK	LOC115260866|XP_029718053.1|AEAL
OG0005900	LOC6526326|XP_002087448.1|DYAK	LOC115260379|XP_029717201.1|AEAL
OG0005901	LOC6530585|XP_039228143.1|DYAK	LOC109406493|XP_029713515.1|AEAL
OG0005902	LOC6530360|XP_002091286.1|DYAK	LOC109418761|XP_019548532.2|AEAL
OG0005903	LOC6536600|XP_002097176.1|DYAK	LOC109406496|XP_019535125.1|AEAL
OG0005904	LOC6537936|XP_002098476.2|DYAK	LOC109418764|XP_019548534.2|AEAL
OG0005905	LOC6534868|XP_015050882.1|DYAK	LOC109418769|XP_029713545.1|AEAL
OG0005906	LOC26535923|XP_039230816.1|DYAK	LOC109418781|XP_029712993.1|AEAL
OG0005907	LOC6534855|XP_002095527.2|DYAK	LOC109403280|XP_029713011.1|AEAL
OG0005908	LOC6539531|XP_002086419.1|DYAK	LOC115257503|XP_029713015.1|AEAL, LOC109418824|XP_019548598.1|AEAL
OG0005909	LOC6534600|XP_039229963.1|DYAK	LOC109418825|XP_019548604.2|AEAL
OG0005910	LOC6531465|XP_002092264.1|DYAK	LOC109405798|XP_019534400.1|AEAL
OG0005911	LOC6531464|XP_002092263.1|DYAK	LOC109418841|XP_019548621.2|AEAL
OG0005912	LOC120320433|XP_015051337.1|DYAK	LOC109405818|XP_019534423.2|AEAL, LOC115258006|XP_029713861.1|AEAL
OG0005913	LOC6537785|XP_002098326.1|DYAK	LOC109420345|XP_019550214.2|AEAL
OG0005914	LOC6530348|XP_002091275.1|DYAK	LOC109401679|XP_019529811.2|AEAL
OG0005915	LOC6530347|XP_002091274.1|DYAK	LOC109401684|XP_019529818.2|AEAL
OG0005916	LOC6530697|XP_002091588.1|DYAK	LOC115257457|XP_029712913.1|AEAL
OG0005917	LOC6530979|XP_002091817.1|DYAK	LOC109420401|XP_019550275.2|AEAL
OG0005918	LOC6525391|XP_002101226.1|DYAK	LOC109420402|XP_019550276.2|AEAL
OG0005919	LOC6528786|XP_002089820.1|DYAK	LOC109402333|XP_019530544.2|AEAL
OG0005920	LOC6531509|XP_002092308.1|DYAK	LOC115257418|XP_029712860.1|AEAL, LOC109433189|XP_029713707.1|AEAL, LOC115257399|XP_029712815.1|AEAL
OG0005921	LOC6532445|XP_002093192.1|DYAK	LOC115257451|XP_029712908.1|AEAL, LOC109402272|XP_019530469.1|AEAL, LOC109433176|XP_019565119.2|AEAL
OG0005922	LOC6523961|XP_002099833.1|DYAK	LOC109399959|XP_019527972.2|AEAL
OG0005923	LOC6533829|XP_002094529.1|DYAK	LOC109403454|XP_019531830.1|AEAL
OG0005924	LOC6534068|XP_002094754.1|DYAK	LOC109433195|XP_019565148.2|AEAL
OG0005925	LOC6533937|XP_002094637.1|DYAK	LOC109403401|XP_019531770.2|AEAL, LOC115257517|XP_029713067.1|AEAL
OG0005926	LOC6525340|XP_002101176.1|DYAK	LOC115257751|XP_029713528.1|AEAL, LOC115257750|XP_029713527.1|AEAL
OG0005927	LOC6537516|XP_002098062.1|DYAK	LOC109417183|XP_029713022.1|AEAL, LOC109422422|XP_029712954.1|AEAL
OG0005928	LOC6525989|XP_002101807.1|DYAK	LOC109422424|XP_029713023.1|AEAL, LOC109417184|XP_029728078.1|AEAL, LOC115253551|XP_029712961.1|AEAL
OG0005929	LOC6532436|XP_002093183.1|DYAK	LOC109422420|XP_019552761.2|AEAL, LOC115257531|XP_029713112.1|AEAL
OG0005930	LOC6530248|XP_002091185.1|DYAK	LOC109424500|XP_019555214.2|AEAL
OG0005931	LOC6528294|XP_002089347.1|DYAK	LOC109422403|XP_029708331.1|AEAL
OG0005932	LOC26535495|XP_015052906.1|DYAK	LOC115254788|XP_029708333.1|AEAL, LOC109424496|XP_029733211.1|AEAL
OG0005933	LOC6528664|XP_002089706.1|DYAK	LOC109422396|XP_019552719.1|AEAL, LOC109424492|XP_019555196.1|AEAL
OG0005934	LOC6530439|XP_002091355.3|DYAK	LOC109424489|XP_029733683.1|AEAL, LOC109422391|XP_019552712.1|AEAL
OG0005935	LOC6535185|XP_039230239.1|DYAK	LOC109424486|XP_029733680.1|AEAL
OG0005936	LOC6527008|XP_002088104.1|DYAK	LOC109424482|XP_019555175.2|AEAL
OG0005937	LOC6535183|XP_002095845.2|DYAK	LOC109424481|XP_019555174.2|AEAL, LOC109422383|XP_019552694.2|AEAL
OG0005938	LOC6531340|XP_002092144.1|DYAK	LOC109422214|XP_029716832.1|AEAL
OG0005939	LOC6524732|XP_002100576.1|DYAK	LOC115263964|XP_029723123.1|AEAL, LOC109424468|XP_029716840.1|AEAL, LOC115266982|XP_029729573.1|AEAL
OG0005940	LOC6530590|XP_002091503.2|DYAK	LOC109424462|XP_029716849.1|AEAL, LOC109422366|XP_029729576.1|AEAL
OG0005941	LOC6531900|XP_039228907.1|DYAK	LOC109424461|XP_019555139.2|AEAL, LOC109422365|XP_029716857.1|AEAL
OG0005943	LOC6528288|XP_015053902.1|DYAK	LOC109424411|XP_029708133.1|AEAL
OG0005944	LOC6528291|XP_002089344.1|DYAK	LOC109422314|XP_019552547.2|AEAL
OG0005945	LOC6529356|XP_002090361.1|DYAK	LOC109424416|XP_019555062.2|AEAL
OG0005946	LOC6530067|XP_039228579.1|DYAK	LOC109422334|XP_029708140.1|AEAL
OG0005947	LOC6531379|XP_002092182.1|DYAK	LOC109422212|XP_029708141.1|AEAL
OG0005948	LOC6534973|XP_002095643.1|DYAK	LOC109415954|XP_019545468.2|AEAL
OG0005949	LOC6534601|XP_002095276.3|DYAK	LOC109418710|XP_019548495.1|AEAL
OG0005950	LOC6527240|XP_015053169.1|DYAK	LOC109418687|XP_029712979.1|AEAL, LOC109412913|XP_029712890.1|AEAL
OG0005952	LOC6527239|XP_015053639.1|DYAK	LOC109418673|XP_029719583.1|AEAL
OG0005953	LOC6529243|XP_002090249.1|DYAK	LOC109418671|XP_019548430.2|AEAL
OG0005954	LOC6529239|XP_002090245.1|DYAK	LOC109414787|XP_029719582.1|AEAL
OG0005955	LOC6536387|XP_002096969.1|DYAK	LOC109418654|XP_019548419.2|AEAL, LOC109414791|XP_029717003.1|AEAL
OG0005956	LOC6531247|XP_002092056.1|DYAK	LOC109413135|XP_029713064.1|AEAL
OG0005957	LOC6538692|XP_002099211.1|DYAK	LOC109418572|XP_019548329.2|AEAL, LOC115267032|XP_029729672.1|AEAL
OG0005958	LOC6538453|XP_002098977.1|DYAK	LOC109413133|XP_019542400.2|AEAL
OG0005959	LOC6527909|XP_002088981.1|DYAK	LOC109418555|XP_019548308.1|AEAL
OG0005960	LOC6525857|XP_002101677.1|DYAK	LOC109418537|XP_029730656.1|AEAL, LOC109413098|XP_029712775.1|AEAL
OG0005961	LOC6531458|XP_002092257.1|DYAK	LOC109418536|XP_019548284.2|AEAL, LOC109413096|XP_029713610.1|AEAL
OG0005962	LOC6530823|XP_039228275.1|DYAK	LOC109418515|XP_019548268.2|AEAL, LOC115257666|XP_029713365.1|AEAL
OG0005963	LOC6527270|XP_002088364.1|DYAK	LOC109413084|XP_019542322.2|AEAL, LOC109418512|XP_019548264.2|AEAL
OG0005964	LOC6530573|XP_002091486.1|DYAK	LOC109413077|XP_029718224.1|AEAL, LOC115257505|XP_029713031.1|AEAL
OG0005965	LOC6528822|XP_002089854.2|DYAK	LOC109418501|XP_019548247.2|AEAL
OG0005966	LOC6530136|XP_002091082.2|DYAK	LOC109413065|XP_029713281.1|AEAL
OG0005967	LOC6530830|XP_039228944.1|DYAK	LOC109431049|XP_019562730.1|AEAL
OG0005968	LOC6530834|XP_002091717.2|DYAK	LOC109431047|XP_019562725.2|AEAL
OG0005969	LOC6531938|XP_039228500.1|DYAK	LOC109431036|XP_029721497.1|AEAL
OG0005970	LOC6533613|XP_002094321.1|DYAK	LOC109425895|XP_019556825.2|AEAL, LOC115253694|XP_029721475.1|AEAL, LOC109433004|XP_029721468.1|AEAL
OG0005971	LOC6529889|XP_002090846.1|DYAK	LOC109413547|XP_029721444.1|AEAL, LOC115253462|XP_029721427.1|AEAL
OG0005972	LOC6534794|XP_015050837.1|DYAK	LOC109425617|XP_029721436.1|AEAL, LOC109413550|XP_029721428.1|AEAL
OG0005973	LOC6534878|XP_002095550.1|DYAK	LOC115262749|XP_029721407.1|AEAL, LOC109407900|XP_019536624.2|AEAL
OG0005974	LOC6534808|XP_015050846.1|DYAK	LOC109407899|XP_029721403.1|AEAL, LOC109413559|XP_029716868.1|AEAL
OG0005975	LOC6534798|XP_002095470.1|DYAK	LOC109413565|XP_019542796.2|AEAL
OG0005977	LOC6530769|XP_002091657.1|DYAK	LOC109413570|XP_019542801.1|AEAL
OG0005978	LOC6531687|XP_002092478.3|DYAK	LOC115262295|XP_029720557.1|AEAL, LOC109413575|XP_019542809.2|AEAL
OG0005979	LOC6530007|XP_002090953.1|DYAK	LOC115262731|XP_029721346.1|AEAL, LOC109401265|XP_029721396.1|AEAL, LOC109413582|XP_029715513.1|AEAL
OG0005980	LOC6528418|XP_002089464.1|DYAK	LOC109401293|XP_019529336.2|AEAL, LOC109413600|XP_029721278.1|AEAL
OG0005981	LOC6525540|XP_002101375.2|DYAK	LOC109413608|XP_029721275.1|AEAL, LOC109401236|XP_019529244.1|AEAL
OG0005982	LOC6528425|XP_002089471.3|DYAK	LOC109413610|XP_019542857.2|AEAL, LOC109401284|XP_019529321.2|AEAL
OG0005983	LOC120322033|XP_039232735.1|DYAK	LOC115262744|XP_029721383.1|AEAL, LOC109401306|XP_019529354.2|AEAL
OG0005984	LOC6525616|XP_039226012.1|DYAK	LOC109401243|XP_019529255.2|AEAL, LOC109623316|XP_019933387.2|AEAL, LOC115262705|XP_029721237.1|AEAL
OG0005985	LOC6525072|XP_002100911.2|DYAK	LOC109623312|XP_019933385.2|AEAL, LOC115262707|XP_029721242.1|AEAL, LOC109401291|XP_029721566.1|AEAL
OG0005986	LOC6525725|XP_002101547.1|DYAK	LOC109623309|XP_019933382.2|AEAL, LOC115262708|XP_029721244.1|AEAL, LOC109401314|XP_019529361.2|AEAL
OG0005987	LOC6526006|XP_015046585.1|DYAK	LOC109623305|XP_029721247.1|AEAL, LOC109401247|XP_029721565.1|AEAL
OG0005988	LOC6530230|XP_002091167.1|DYAK	LOC109623291|XP_029707566.1|AEAL, LOC109401182|XP_029712142.1|AEAL
OG0005989	LOC6529909|XP_002090866.1|DYAK	LOC109401152|XP_019931319.1|AEAL
OG0005990	LOC6531134|XP_002091968.1|DYAK	LOC109401151|XP_019529172.2|AEAL
OG0005991	LOC6528659|XP_039227019.1|DYAK	LOC109401160|XP_019529179.1|AEAL
OG0005992	LOC6533602|XP_002094310.1|DYAK	LOC109401156|XP_019529174.2|AEAL
OG0005993	LOC6533604|XP_015050184.1|DYAK	LOC109401157|XP_029712135.1|AEAL
OG0005994	LOC6534638|XP_002095313.2|DYAK	LOC109401167|XP_019529192.1|AEAL
OG0005995	LOC6534791|XP_002095463.1|DYAK	LOC109623256|XP_029712134.1|AEAL
OG0005996	LOC6539366|XP_002086259.1|DYAK	LOC109401143|XP_019529168.1|AEAL
OG0005997	LOC6529349|XP_002090354.1|DYAK	LOC109426901|XP_019558002.1|AEAL, LOC109623321|XP_019933415.1|AEAL
OG0005998	LOC6534173|XP_002094857.1|DYAK	LOC115262694|XP_029721197.1|AEAL, LOC109426903|XP_029721181.1|AEAL, LOC109426865|XP_029721196.1|AEAL
OG0005999	LOC6532241|XP_002093014.1|DYAK	LOC109426921|XP_029720837.1|AEAL, LOC115262689|XP_029721188.1|AEAL
OG0006000	LOC6531347|XP_039229310.1|DYAK	LOC109426924|XP_019558029.2|AEAL
OG0006001	LOC6533065|XP_015049799.1|DYAK	LOC109426876|XP_029721163.1|AEAL, LOC115266854|XP_029729322.1|AEAL
OG0006002	LOC6531911|XP_002092697.1|DYAK	LOC109623351|XP_019933453.2|AEAL
OG0006003	LOC6534150|XP_002094834.1|DYAK	LOC109427043|XP_019558137.1|AEAL
OG0006004	LOC6535330|XP_002095986.1|DYAK	LOC109401606|XP_019529727.2|AEAL
OG0006006	LOC6530688|XP_002091579.1|DYAK	LOC109424734|XP_019555465.2|AEAL
OG0006007	LOC6529046|XP_002090077.1|DYAK	LOC109424722|XP_029721098.1|AEAL
OG0006008	LOC6526656|XP_015053442.1|DYAK	LOC109424719|XP_029721099.1|AEAL
OG0006009	LOC6539747|XP_015044996.1|DYAK	LOC109424714|XP_029721104.1|AEAL
OG0006010	LOC6534622|XP_039230946.1|DYAK	LOC109424682|XP_029721116.1|AEAL
OG0006011	LOC6532194|XP_002092968.2|DYAK	LOC109424681|XP_019555391.2|AEAL
OG0006012	LOC6533724|XP_015050228.1|DYAK	LOC109424676|XP_029721028.1|AEAL, LOC115259975|XP_029716629.1|AEAL
OG0006013	LOC6530034|XP_002090980.2|DYAK	LOC109412033|XP_029721014.1|AEAL
OG0006014	LOC6534030|XP_002094717.1|DYAK	LOC109412042|XP_019541229.2|AEAL
OG0006015	LOC6530484|XP_002091399.1|DYAK	LOC109412048|XP_019541236.1|AEAL
OG0006016	LOC6528660|XP_002089702.1|DYAK	LOC109424657|XP_019555372.2|AEAL
OG0006017	LOC6530175|XP_002091115.1|DYAK	LOC109412056|XP_019541246.2|AEAL
OG0006018	LOC6530984|XP_002091822.2|DYAK	LOC109412058|XP_019541248.1|AEAL
OG0006019	LOC26535978|XP_015052945.2|DYAK	LOC109412061|XP_019541254.2|AEAL
OG0006020	LOC6539744|XP_002086629.1|DYAK	LOC109408624|XP_019537506.1|AEAL, LOC109424644|XP_019555351.2|AEAL
OG0006021	LOC6533923|XP_002094623.1|DYAK	LOC109424642|XP_029720881.1|AEAL, LOC109408623|XP_029720903.1|AEAL
OG0006022	LOC6527500|XP_002088590.1|DYAK	LOC109421953|XP_029720887.1|AEAL, LOC109408617|XP_029720913.1|AEAL
OG0006023	LOC6538479|XP_002099003.1|DYAK	LOC109421944|XP_029720925.1|AEAL
OG0006024	LOC6524977|XP_039231108.1|DYAK	LOC109432678|XP_029720946.1|AEAL, LOC109421922|XP_029721012.1|AEAL
OG0006025	LOC6530156|XP_002091098.1|DYAK	LOC109421919|XP_029721001.1|AEAL, LOC109432664|XP_029720876.1|AEAL
OG0006026	LOC6537765|XP_015048491.1|DYAK	LOC115267705|XP_029730716.1|AEAL, LOC109401974|XP_029730709.1|AEAL
OG0006027	LOC6529945|XP_039228555.1|DYAK	LOC109432670|XP_029730759.1|AEAL
OG0006028	LOC6530373|XP_002091299.1|DYAK	LOC115267731|XP_029730785.1|AEAL
OG0006029	LOC6528656|XP_002089698.1|DYAK	LOC109428956|XP_029730788.1|AEAL
OG0006030	LOC6538676|XP_002099195.1|DYAK	LOC115267736|XP_029730793.1|AEAL, LOC109408825|XP_019537750.1|AEAL
OG0006031	LOC6530199|XP_002091137.3|DYAK	LOC109408737|XP_029730795.1|AEAL, LOC109428949|XP_029730749.1|AEAL
OG0006032	LOC6526149|XP_039226370.1|DYAK	LOC109408731|XP_029714133.1|AEAL, LOC109428942|XP_029730801.1|AEAL
OG0006033	LOC6530172|XP_002091112.1|DYAK	LOC109428930|XP_019560315.2|AEAL
OG0006034	LOC6535859|XP_002096478.3|DYAK	LOC115268095|XP_029731975.1|AEAL, LOC109408816|XP_029730825.1|AEAL
OG0006035	LOC6537127|XP_002097688.1|DYAK	LOC109428912|XP_019560298.2|AEAL, LOC115259954|XP_029716613.1|AEAL
OG0006036	LOC6527876|XP_002088948.1|DYAK	LOC109414915|XP_019544311.2|AEAL
OG0006037	LOC6530427|XP_002091343.1|DYAK	LOC109428910|XP_019560296.2|AEAL, LOC109414914|XP_019544310.2|AEAL
OG0006038	LOC6537534|XP_002098080.1|DYAK	LOC109428901|XP_019560282.2|AEAL
OG0006039	LOC6529053|XP_002090082.1|DYAK	LOC109428893|XP_029715550.1|AEAL
OG0006040	LOC6529895|XP_002090852.2|DYAK	LOC109428880|XP_019560263.2|AEAL
OG0006041	LOC6525471|XP_002101306.1|DYAK	LOC115261072|XP_029718307.1|AEAL, LOC109416893|XP_019546543.1|AEAL
OG0006042	LOC6531544|XP_015051394.1|DYAK	LOC109416894|XP_029730889.1|AEAL
OG0006043	LOC6534264|XP_002094945.1|DYAK	LOC109416899|XP_029730883.1|AEAL, LOC109428868|XP_029714134.1|AEAL
OG0006044	LOC26536131|XP_039226486.1|DYAK	LOC109411427|XP_019540486.2|AEAL, LOC109428860|XP_019560241.2|AEAL
OG0006045	LOC6529077|XP_002090090.2|DYAK	LOC115267758|XP_029730856.1|AEAL, LOC109428852|XP_019560227.2|AEAL
OG0006046	LOC6531700|XP_002092491.2|DYAK	LOC115253597|XP_029731030.1|AEAL, LOC109432245|XP_029730679.1|AEAL
OG0006047	LOC6534077|XP_002094763.1|DYAK	LOC109432292|XP_029731015.1|AEAL, LOC109397122|XP_029716996.1|AEAL
OG0006048	LOC6533735|XP_002094440.1|DYAK	LOC109397145|XP_019525030.2|AEAL
OG0006049	LOC6524705|XP_002100549.1|DYAK	LOC109397161|XP_019525043.2|AEAL
OG0006050	LOC6539006|XP_002099508.1|DYAK	LOC109397123|XP_019525004.2|AEAL
OG0006051	LOC6525008|XP_002100847.1|DYAK	LOC109432316|XP_019564201.1|AEAL
OG0006052	LOC6532158|XP_002092934.2|DYAK	LOC109432310|XP_029730996.1|AEAL, LOC109432309|XP_029732011.1|AEAL
OG0006053	LOC6532743|XP_002093485.1|DYAK	LOC115267804|XP_029730992.1|AEAL, LOC109432295|XP_029731050.1|AEAL
OG0006054	LOC6523706|XP_002099583.1|DYAK	LOC109397120|XP_029731049.1|AEAL, LOC109432308|XP_029730990.1|AEAL
OG0006055	LOC6536815|XP_002097385.1|DYAK	LOC109397057|XP_029730910.1|AEAL, LOC109432273|XP_029730982.1|AEAL
OG0006056	LOC6531543|XP_002092342.1|DYAK	LOC109409837|XP_029730968.1|AEAL, LOC109397140|XP_029730917.1|AEAL
OG0006057	LOC6532349|XP_039230006.1|DYAK	LOC109409839|XP_029730962.1|AEAL, LOC109397097|XP_029714411.1|AEAL
OG0006058	LOC6535621|XP_002096249.1|DYAK	LOC109397116|XP_029730952.1|AEAL, LOC109409854|XP_029730930.1|AEAL
OG0006059	LOC6533927|XP_015050332.1|DYAK	LOC109409885|XP_029731075.1|AEAL
OG0006060	LOC6533928|XP_002094628.1|DYAK	LOC109409886|XP_019538947.2|AEAL
OG0006061	LOC6526172|XP_039229556.1|DYAK	LOC109409901|XP_019538963.2|AEAL
OG0006062	LOC6536616|XP_002097188.1|DYAK	LOC109399072|XP_019527042.1|AEAL
OG0006063	LOC6527936|XP_002089003.1|DYAK	LOC109399134|XP_019527117.2|AEAL
OG0006064	LOC6530354|XP_002091280.1|DYAK	LOC109399094|XP_019527070.2|AEAL
OG0006065	LOC6533511|XP_002094222.2|DYAK	LOC109409911|XP_019538977.2|AEAL
OG0006066	LOC6528422|XP_002089468.1|DYAK	LOC109399104|XP_029731072.1|AEAL, LOC109409914|XP_029731085.1|AEAL
