Orthogroup	DYAK.longest_only	DSUB.longest_only
OG0009708	LOC6528371|XP_002089420.1|DYAK	LOC117892326|XP_034654370.1|DSUB
OG0009709	LOC6528374|XP_002089423.1|DYAK	LOC117892323|XP_034654366.1|DSUB
OG0009710	LOC6528375|XP_002089424.1|DYAK	LOC117892317|XP_034654361.1|DSUB
OG0009711	LOC6528389|XP_002089436.1|DYAK	LOC117889733|XP_034650047.1|DSUB
OG0009712	LOC6539641|XP_002086530.2|DYAK	LOC117894531|XP_034657539.1|DSUB
OG0009713	LOC6528652|XP_015054314.1|DYAK	LOC117889805|XP_034650173.1|DSUB
OG0009714	LOC6529883|XP_002090840.1|DYAK	LOC117890129|XP_034650707.1|DSUB
OG0009715	LOC6531892|XP_039228218.1|DYAK	LOC117890581|XP_034651410.1|DSUB
OG0009716	LOC6528640|XP_002089682.1|DYAK	LOC117892629|XP_034654873.1|DSUB
OG0009717	LOC6530973|XP_002091811.2|DYAK	LOC117890616|XP_034651448.1|DSUB
OG0009718	LOC6529905|XP_002090862.1|DYAK	LOC117891509|XP_034652894.1|DSUB
OG0009719	LOC6532045|XP_002092822.1|DYAK	LOC117891225|XP_034652462.1|DSUB
OG0009720	LOC6531372|XP_002092175.1|DYAK	LOC117892547|XP_034654748.1|DSUB
OG0009721	LOC6530150|XP_002091092.3|DYAK	LOC117890858|XP_034651835.1|DSUB
OG0009722	LOC6530169|XP_002091109.1|DYAK	LOC117892510|XP_034654683.1|DSUB
OG0009723	LOC6532970|XP_002093705.1|DYAK	LOC117893874|XP_034656536.1|DSUB
OG0009724	LOC26534920|XP_015052852.1|DYAK	LOC117891697|XP_034653179.1|DSUB
OG0009725	LOC6531627|XP_002092424.1|DYAK	LOC117891725|XP_034653208.1|DSUB
OG0009726	LOC6536695|XP_002097267.3|DYAK	LOC117898210|XP_034663325.1|DSUB
OG0009727	LOC6529927|XP_002090883.1|DYAK	LOC117890352|XP_034651035.1|DSUB
OG0009728	LOC6530896|XP_002091748.2|DYAK	LOC117892597|XP_034654826.1|DSUB
OG0009729	LOC6530897|XP_002091749.1|DYAK	LOC117890932|XP_034651958.1|DSUB
OG0009730	LOC6525064|XP_002100903.2|DYAK	LOC117903143|XP_034670872.1|DSUB
OG0009731	LOC6530241|XP_002091178.2|DYAK	LOC117892756|XP_034655073.1|DSUB
OG0009732	LOC6528591|XP_002089634.1|DYAK	LOC117891430|XP_034652792.1|DSUB
OG0009733	LOC6525029|XP_002100868.1|DYAK	LOC117903446|XP_034671369.1|DSUB
OG0009734	LOC6525398|XP_002101233.2|DYAK	LOC117903232|XP_034671023.1|DSUB
OG0009735	LOC6533248|XP_002093974.2|DYAK	LOC117901959|XP_034668830.1|DSUB
OG0009736	LOC6524062|XP_039230607.1|DYAK	LOC117903841|XP_034672187.1|DSUB
OG0009737	LOC6536922|XP_002097491.1|DYAK	LOC117897256|XP_034661871.1|DSUB
OG0009738	LOC6525794|XP_002101615.1|DYAK	LOC117891820|XP_034653448.1|DSUB
OG0009739	LOC6525796|XP_002101617.1|DYAK	LOC117903585|XP_034671696.1|DSUB
OG0009740	LOC6526025|XP_039226054.1|DYAK	LOC117897509|XP_034662303.1|DSUB
OG0009741	LOC6527846|XP_002088918.1|DYAK	LOC117900777|XP_034667149.1|DSUB
OG0009742	LOC6524667|XP_002100524.2|DYAK	LOC117890075|XP_034650614.1|DSUB
OG0009743	LOC6525621|XP_015046390.1|DYAK	LOC117901152|XP_034667697.1|DSUB
OG0009744	LOC6524108|XP_002099972.1|DYAK	LOC117903552|XP_034671643.1|DSUB
OG0009745	LOC6525325|XP_002101161.2|DYAK	LOC117889607|XP_034649917.1|DSUB
OG0009746	LOC6534038|XP_002094724.2|DYAK	LOC117893770|XP_034656404.1|DSUB, LOC117894248|XP_034657087.1|DSUB
OG0009747	LOC6526470|XP_002087588.1|DYAK	LOC117901374|XP_034667975.1|DSUB
OG0009748	LOC6525206|XP_002101044.1|DYAK	LOC117902274|XP_034669433.1|DSUB
OG0009749	LOC6534285|XP_002094966.1|DYAK	LOC117893711|XP_034656289.1|DSUB
OG0009750	LOC6532498|XP_002093244.2|DYAK	LOC117893121|XP_034655461.1|DSUB
OG0009751	LOC6525923|XP_002101743.1|DYAK	LOC117903836|XP_034672179.1|DSUB
OG0009752	LOC6524421|XP_002100279.1|DYAK	LOC117903820|XP_034672154.1|DSUB
OG0009753	LOC6524422|XP_002100280.1|DYAK	LOC117903822|XP_034672166.1|DSUB
OG0009754	LOC26535453|XP_015051720.2|DYAK	LOC117891961|XP_034653724.1|DSUB
OG0009755	LOC6539983|XP_002086858.1|DYAK	LOC117896905|XP_034661368.1|DSUB
OG0009756	LOC6525974|XP_002101793.1|DYAK	LOC117903483|XP_034671438.1|DSUB
OG0009757	LOC6532174|XP_002092947.1|DYAK	LOC117901793|XP_034668594.1|DSUB
OG0009758	LOC6538081|XP_002098615.1|DYAK	LOC117897787|XP_034662727.1|DSUB, LOC117896016|XP_034659913.1|DSUB
OG0009759	LOC26536125|XP_015045302.1|DYAK	LOC117897603|XP_034662455.1|DSUB
OG0009760	LOC6523891|XP_002099764.2|DYAK	LOC117894590|XP_034657632.1|DSUB
OG0009761	LOC6523885|XP_002099758.3|DYAK	LOC117901075|XP_034667582.1|DSUB
OG0009762	LOC6524405|XP_002100263.1|DYAK	LOC117894481|XP_034657478.1|DSUB
OG0009763	LOC6532400|XP_002093151.1|DYAK	LOC117895567|XP_034659174.1|DSUB
OG0009764	LOC6534387|XP_002095065.1|DYAK	LOC117895233|XP_034658630.1|DSUB
OG0009765	LOC6532313|XP_002093073.1|DYAK	LOC117894738|XP_034657828.1|DSUB
OG0009766	LOC6533163|XP_002093889.1|DYAK	LOC117895267|XP_034658681.1|DSUB
OG0009767	LOC6533174|XP_002093900.1|DYAK	LOC117895266|XP_034658680.1|DSUB
OG0009768	LOC6532797|XP_002093534.1|DYAK	LOC117894833|XP_034657971.1|DSUB
OG0009769	LOC6532615|XP_002093359.1|DYAK	LOC117893730|XP_034656342.1|DSUB
OG0009770	LOC6533342|XP_002094068.2|DYAK	LOC117893449|XP_034655959.1|DSUB
OG0009771	LOC6532201|XP_002092975.1|DYAK	LOC117895117|XP_034658414.1|DSUB
OG0009772	LOC6532362|XP_002093119.1|DYAK	LOC117893428|XP_034655937.1|DSUB
OG0009773	LOC6534413|XP_039229756.1|DYAK	LOC117893982|XP_034656685.1|DSUB
OG0009774	LOC6534352|XP_002095031.2|DYAK	LOC117893588|XP_034656151.1|DSUB
OG0009775	LOC6533352|XP_002094077.1|DYAK	LOC117894988|XP_034658226.1|DSUB
OG0009776	LOC6533561|XP_002094271.1|DYAK	LOC117894021|XP_034656749.1|DSUB
OG0009777	LOC6533572|XP_039229706.1|DYAK	LOC117893849|XP_034656507.1|DSUB
OG0009778	LOC6533486|XP_002094197.1|DYAK	LOC117894853|XP_034657999.1|DSUB
OG0009779	LOC6533135|XP_015049822.1|DYAK	LOC117894579|XP_034657611.1|DSUB
OG0009780	LOC6533137|XP_002093863.1|DYAK	LOC117894568|XP_034657592.1|DSUB
OG0009781	LOC6533199|XP_015049843.1|DYAK	LOC117894228|XP_034657035.1|DSUB
OG0009782	LOC6532773|XP_002093515.1|DYAK	LOC117893008|XP_034655255.1|DSUB
OG0009783	LOC6532287|XP_002093047.1|DYAK	LOC117895364|XP_034658839.1|DSUB
OG0009784	LOC6533504|XP_002094215.1|DYAK	LOC117895592|XP_034659233.1|DSUB
OG0009785	LOC6534659|XP_002095334.3|DYAK	LOC117893378|XP_034655863.1|DSUB
OG0009786	LOC6532585|XP_002093329.1|DYAK	LOC117895523|XP_034659119.1|DSUB
OG0009787	LOC6532582|XP_002093326.1|DYAK	LOC117895516|XP_034659112.1|DSUB
OG0009788	LOC6532499|XP_002093245.1|DYAK	LOC117893123|XP_034655463.1|DSUB
OG0009789	LOC6532766|XP_002093508.1|DYAK	LOC117894669|XP_034657737.1|DSUB
OG0009790	LOC6530563|XP_002091476.1|DYAK	LOC117892041|XP_034653857.1|DSUB
OG0009791	LOC6532679|XP_039229398.1|DYAK	LOC117895161|XP_034658507.1|DSUB
OG0009792	LOC6532706|XP_002093448.1|DYAK	LOC117895149|XP_034658473.1|DSUB
OG0009793	LOC6532225|XP_002092998.1|DYAK	LOC117894608|XP_034657650.1|DSUB
OG0009794	LOC6538516|XP_002099038.1|DYAK	LOC117898490|XP_034663817.1|DSUB
OG0009795	LOC6525849|XP_002101669.1|DYAK	LOC117896650|XP_034660991.1|DSUB
OG0009796	LOC6533638|XP_039229766.1|DYAK	LOC117893804|XP_034656441.1|DSUB
OG0009797	LOC6533361|XP_002094086.1|DYAK	LOC117894143|XP_034656928.1|DSUB
OG0009798	LOC6533360|XP_002094085.3|DYAK	LOC117893702|XP_034656281.1|DSUB
OG0009799	LOC6534727|XP_002095402.1|DYAK	LOC117893858|XP_034656518.1|DSUB
OG0009800	LOC6534620|XP_002095295.2|DYAK	LOC117893542|XP_034656083.1|DSUB
OG0009801	LOC6532832|XP_002093569.1|DYAK	LOC117894856|XP_034658004.1|DSUB
OG0009802	LOC6532834|XP_015049634.1|DYAK	LOC117893034|XP_034655286.1|DSUB
OG0009803	LOC6535053|XP_002095717.1|DYAK	LOC117894515|XP_034657516.1|DSUB
OG0009804	LOC6535068|XP_002095732.1|DYAK	LOC117894533|XP_034657541.1|DSUB
OG0009805	LOC6539503|XP_002086383.1|DYAK	LOC117894525|XP_034657530.1|DSUB
OG0009806	LOC6539495|XP_002086385.1|DYAK	LOC117894514|XP_034657515.1|DSUB
OG0009807	LOC6535086|XP_002095750.1|DYAK	LOC117894549|XP_034657561.1|DSUB
OG0009808	LOC6532772|XP_039229423.1|DYAK	LOC117893011|XP_034655257.1|DSUB
OG0009809	LOC6533270|XP_002093996.2|DYAK	LOC117894636|XP_034657699.1|DSUB
OG0009810	LOC6539788|XP_002086673.2|DYAK	LOC117893657|XP_034656239.1|DSUB
OG0009811	LOC6534677|XP_002095352.3|DYAK	LOC117893658|XP_034656240.1|DSUB
OG0009812	LOC6533250|XP_002093976.1|DYAK	LOC117893769|XP_034656400.1|DSUB
OG0009813	LOC6539425|XP_002086313.2|DYAK	LOC117894255|XP_034657099.1|DSUB
OG0009814	LOC6533047|XP_002093782.1|DYAK	LOC117894388|XP_034657285.1|DSUB
OG0009815	LOC6539658|XP_002086544.1|DYAK	LOC117893604|XP_034656171.1|DSUB
OG0009816	LOC6534080|XP_002094766.2|DYAK	LOC117893467|XP_034655979.1|DSUB
OG0009817	LOC6534079|XP_002094765.2|DYAK	LOC117893023|XP_034655271.1|DSUB
OG0009818	LOC6533999|XP_002094688.1|DYAK	LOC117893885|XP_034656548.1|DSUB
OG0009819	LOC6534000|XP_002094689.1|DYAK	LOC117893460|XP_034655970.1|DSUB
OG0009820	LOC6534001|XP_002094690.1|DYAK	LOC117894411|XP_034657311.1|DSUB
OG0009821	LOC6534753|XP_002095428.2|DYAK	LOC117894647|XP_034657710.1|DSUB
OG0009822	LOC6534234|XP_002094916.1|DYAK	LOC117894222|XP_034657029.1|DSUB
OG0009823	LOC26535372|XP_015049566.1|DYAK	LOC117895331|XP_034658795.1|DSUB
OG0009824	LOC6533685|XP_002094390.3|DYAK	LOC117893754|XP_034656379.1|DSUB
OG0009825	LOC6534019|XP_002094706.1|DYAK	LOC117895748|XP_034659510.1|DSUB
OG0009826	LOC6539331|XP_002086222.2|DYAK	LOC117892999|XP_034655245.1|DSUB
OG0009827	LOC6535150|XP_002095812.2|DYAK	LOC117892997|XP_034655243.1|DSUB
OG0009828	LOC6533698|XP_002094403.2|DYAK	LOC117895177|XP_034658530.1|DSUB
OG0009829	LOC6534559|XP_002095235.2|DYAK	LOC117894284|XP_034657133.1|DSUB
OG0009830	LOC6539352|XP_002086245.1|DYAK	LOC117894556|XP_034657571.1|DSUB
OG0009831	LOC6534584|XP_002095260.1|DYAK	LOC117893431|XP_034655940.1|DSUB
OG0009832	LOC6539357|XP_002086250.2|DYAK	LOC117894118|XP_034656891.1|DSUB
OG0009833	LOC26534553|XP_015050679.1|DYAK	LOC117894727|XP_034657807.1|DSUB
OG0009834	LOC6530441|XP_002091357.1|DYAK	LOC117891165|XP_034652379.1|DSUB
OG0009835	LOC6531630|XP_002092427.3|DYAK	LOC117891168|XP_034652382.1|DSUB
OG0009836	LOC6535656|XP_002096284.1|DYAK	LOC117897449|XP_034662184.1|DSUB
OG0009837	LOC6536671|XP_002097243.1|DYAK	LOC117897989|XP_034663005.1|DSUB
OG0009838	LOC6529421|XP_002090425.1|DYAK	LOC117900181|XP_034666318.1|DSUB
OG0009839	LOC26535255|XP_015054603.1|DYAK	LOC117892543|XP_034654743.1|DSUB
OG0009840	LOC6529719|XP_002090712.1|DYAK	LOC117900759|XP_034667132.1|DSUB
OG0009841	LOC6528091|XP_002089158.1|DYAK	LOC117901949|XP_034668814.1|DSUB
OG0009842	LOC6534119|XP_002094803.2|DYAK	LOC117895088|XP_034658376.1|DSUB
OG0009843	LOC6532783|XP_015049603.1|DYAK	LOC117893921|XP_034656594.1|DSUB
OG0009844	LOC6534096|XP_002094782.1|DYAK	LOC117895582|XP_034659203.1|DSUB
OG0009845	LOC6530464|XP_002091380.2|DYAK	LOC117890981|XP_034652021.1|DSUB
OG0009846	LOC6528259|XP_002089312.1|DYAK	LOC117901967|XP_034668839.1|DSUB
OG0009847	LOC6524112|XP_039228534.1|DYAK	LOC117891084|XP_034652158.1|DSUB
OG0009848	LOC6524168|XP_002100031.1|DYAK	LOC117896749|XP_034661110.1|DSUB
OG0009849	LOC6538641|XP_015048936.2|DYAK	LOC117899304|XP_034665116.1|DSUB
OG0009850	LOC26534483|XP_039232297.1|DYAK	LOC117902687|XP_034670118.1|DSUB
OG0009851	LOC26536330|XP_015046587.1|DYAK	LOC117900509|XP_034666793.1|DSUB
OG0009852	LOC6533950|XP_002094650.1|DYAK	LOC117891533|XP_034652933.1|DSUB
OG0009853	LOC6524673|XP_002100530.1|DYAK	LOC117890031|XP_034650542.1|DSUB
OG0009854	LOC6525795|XP_002101616.2|DYAK	LOC117903579|XP_034671690.1|DSUB
OG0009855	LOC6527781|XP_002088854.1|DYAK	LOC117900649|XP_034666972.1|DSUB
OG0009856	LOC6527539|XP_002088629.1|DYAK	LOC117900407|XP_034666653.1|DSUB
OG0009857	LOC6529717|XP_002090710.2|DYAK	LOC117900762|XP_034667134.1|DSUB
OG0009858	LOC6527901|XP_039226897.1|DYAK	LOC117901123|XP_034667652.1|DSUB
OG0009859	LOC6529782|XP_002090766.2|DYAK	LOC117901261|XP_034667845.1|DSUB
OG0009860	LOC6527207|XP_002088301.2|DYAK	LOC117901937|XP_034668796.1|DSUB
OG0009861	LOC6526425|XP_002087544.1|DYAK	LOC117900636|XP_034666956.1|DSUB
OG0009862	LOC6527288|XP_002088382.2|DYAK	LOC117901436|XP_034668071.1|DSUB
OG0009863	LOC6526279|XP_015053350.1|DYAK	LOC117902561|XP_034669893.1|DSUB
OG0009864	LOC6530311|XP_002091238.1|DYAK	LOC117900919|XP_034667373.1|DSUB
OG0009865	LOC6526851|XP_002087951.1|DYAK	LOC117900770|XP_034667141.1|DSUB
OG0009866	LOC6533599|XP_015050180.1|DYAK	LOC117895444|XP_034659001.1|DSUB
OG0009867	LOC6533008|XP_039229381.1|DYAK	LOC117895861|XP_034659720.1|DSUB
OG0009868	LOC6539712|XP_002086597.1|DYAK	LOC117894405|XP_034657308.1|DSUB
OG0009869	LOC26536100|XP_039226944.1|DYAK	LOC117901567|XP_034668256.1|DSUB, LOC117901804|XP_034668609.1|DSUB, LOC117901939|XP_034668799.1|DSUB, LOC117897200|XP_034661793.1|DSUB, LOC117901803|XP_034668607.1|DSUB, LOC117901565|XP_034668254.1|DSUB
OG0009870	LOC6534238|XP_002094920.1|DYAK	LOC117892962|XP_034655185.1|DSUB
OG0009871	LOC6530045|XP_002090991.1|DYAK	LOC117890522|XP_034651319.1|DSUB
OG0009872	LOC6530677|XP_002091572.1|DYAK	LOC117891783|XP_034653344.1|DSUB
OG0009873	LOC6531610|XP_002092407.1|DYAK	LOC117891559|XP_034652970.1|DSUB
OG0009874	LOC6534268|XP_002094949.1|DYAK	LOC117894152|XP_034656939.1|DSUB
OG0009875	LOC6535152|XP_002095814.1|DYAK	LOC117894661|XP_034657727.1|DSUB
OG0009876	LOC6530115|XP_002091061.3|DYAK	LOC117892641|XP_034654887.1|DSUB
OG0009877	LOC6528736|XP_015053421.1|DYAK	LOC117890662|XP_034651526.1|DSUB
OG0009878	LOC26535891|XP_015052932.1|DYAK	LOC117890109|XP_034650668.1|DSUB
OG0009879	LOC6531202|XP_002092030.1|DYAK	LOC117890223|XP_034650851.1|DSUB
OG0009880	LOC6531598|XP_002092395.1|DYAK	LOC117889820|XP_034650191.1|DSUB
OG0009881	LOC6529967|XP_002090914.1|DYAK	LOC117890682|XP_034651556.1|DSUB
OG0009882	LOC6531861|XP_002092648.1|DYAK	LOC117892739|XP_034655055.1|DSUB
OG0009883	LOC6530797|XP_002091680.2|DYAK	LOC117889883|XP_034650284.1|DSUB
OG0009884	LOC6530795|XP_002091678.1|DYAK	LOC117892310|XP_034654348.1|DSUB
OG0009885	LOC6528803|XP_002089835.1|DYAK	LOC117891019|XP_034652072.1|DSUB
OG0009886	LOC6531707|XP_002092498.1|DYAK	LOC117892124|XP_034654047.1|DSUB
OG0009887	LOC6528629|XP_002089671.1|DYAK	LOC117890905|XP_034651895.1|DSUB
OG0009888	LOC6530915|XP_002091759.1|DYAK	LOC117891528|XP_034652920.1|DSUB
OG0009889	LOC6531778|XP_002092565.1|DYAK	LOC117891474|XP_034652846.1|DSUB
OG0009890	LOC6531381|XP_002092184.1|DYAK	LOC117889963|XP_034650415.1|DSUB, LOC117892260|XP_034654267.1|DSUB
OG0009891	LOC6535262|XP_002095918.1|DYAK	LOC117891708|XP_034653193.1|DSUB
OG0009892	LOC6524875|XP_002100715.1|DYAK	LOC117898933|XP_034664533.1|DSUB
OG0009893	LOC6530196|XP_015051975.1|DYAK	LOC117892639|XP_034654885.1|DSUB
OG0009894	LOC6535991|XP_002096606.3|DYAK	LOC117897088|XP_034661618.1|DSUB
OG0009895	LOC6539860|XP_002086740.3|DYAK	LOC117898894|XP_034664468.1|DSUB
OG0009896	LOC6538524|XP_002099046.1|DYAK	LOC117895984|XP_034659857.1|DSUB
OG0009897	LOC6537149|XP_002097710.1|DYAK	LOC117896375|XP_034660542.1|DSUB
OG0009898	LOC6537241|XP_002097799.1|DYAK	LOC117898558|XP_034663934.1|DSUB
OG0009899	LOC6537313|XP_002097871.2|DYAK	LOC117897079|XP_034661606.1|DSUB
OG0009900	LOC6536929|XP_002097498.1|DYAK	LOC117898873|XP_034664445.1|DSUB
OG0009901	LOC6538393|XP_002098917.1|DYAK	LOC117896567|XP_034660859.1|DSUB
OG0009902	LOC6536543|XP_002097119.1|DYAK	LOC117896687|XP_034661029.1|DSUB
OG0009903	LOC6536098|XP_002096706.1|DYAK	LOC117897402|XP_034662112.1|DSUB
OG0009904	LOC6537270|XP_002097828.1|DYAK	LOC117896535|XP_034660809.1|DSUB
OG0009905	LOC6536983|XP_002097552.1|DYAK	LOC117899691|XP_034665786.1|DSUB
OG0009906	LOC6536976|XP_002097545.1|DYAK	LOC117896822|XP_034661221.1|DSUB
OG0009907	LOC6535836|XP_002096457.1|DYAK	LOC117896205|XP_034660223.1|DSUB
OG0009909	LOC6538301|XP_002098828.1|DYAK	LOC117899248|XP_034665019.1|DSUB
OG0009910	LOC6536181|XP_039232777.1|DYAK	LOC117898945|XP_034664557.1|DSUB
OG0009911	LOC6531806|XP_002092593.1|DYAK	LOC117891177|XP_034652392.1|DSUB
OG0009912	LOC6529773|XP_002090757.2|DYAK	LOC117901254|XP_034667838.1|DSUB
OG0009913	LOC6526631|XP_002087739.1|DYAK	LOC117901907|XP_034668764.1|DSUB
OG0009915	LOC6526461|XP_039226900.1|DYAK	LOC117901775|XP_034668566.1|DSUB
OG0009916	LOC6528192|XP_002089255.2|DYAK, LOC6528193|XP_002089256.2|DYAK	LOC117900069|XP_034666163.1|DSUB
OG0009922	LOC6534893|XP_002095565.1|DYAK	LOC117894828|XP_034657967.1|DSUB
OG0009925	LOC6537425|XP_002097981.1|DYAK	LOC117897705|XP_034662618.1|DSUB
OG0009927	LOC6523895|XP_002099768.1|DYAK	LOC117889586|XP_034649885.1|DSUB
OG0009928	LOC6537996|XP_002098531.2|DYAK	LOC117899000|XP_034664637.1|DSUB
OG0009930	LOC6525714|XP_002101536.1|DYAK	LOC117892022|XP_034653812.1|DSUB
OG0009931	LOC6530591|XP_002091504.1|DYAK	LOC117892092|XP_034653975.1|DSUB
OG0009932	LOC6528829|XP_002089861.3|DYAK	LOC117890032|XP_034650539.1|DSUB
OG0009934	LOC6533086|XP_002093818.1|DYAK	LOC117895021|XP_034658280.1|DSUB
OG0009937	LOC26535320|XP_015051104.2|DYAK	LOC117896032|XP_034659931.1|DSUB
OG0009938	LOC6525683|XP_039231353.1|DYAK	LOC117899587|XP_034665600.1|DSUB
OG0009941	LOC6528144|XP_002089210.1|DYAK	LOC117900108|XP_034666222.1|DSUB
OG0009942	LOC6528826|XP_002089858.1|DYAK	LOC117891549|XP_034652956.1|DSUB
OG0009943	LOC6527219|XP_002088313.1|DYAK	LOC117902307|XP_034669479.1|DSUB
OG0009944	LOC6523894|XP_002099767.1|DYAK	LOC117889748|XP_034650085.1|DSUB
OG0009945	LOC6526052|XP_002101869.1|DYAK	LOC117903825|XP_034672165.1|DSUB
OG0009946	LOC26534522|XP_015048304.1|DYAK	LOC117898027|XP_034663056.1|DSUB
OG0009947	LOC6533127|XP_015049821.2|DYAK	LOC117895487|XP_034659068.1|DSUB
OG0009948	LOC6523865|XP_002099738.1|DYAK	LOC117903351|XP_034671193.1|DSUB
OG0009949	LOC6535365|XP_015047086.1|DYAK	LOC117897898|XP_034662865.1|DSUB
OG0009950	LOC6537406|XP_002097962.1|DYAK	LOC117896922|XP_034661353.1|DSUB
OG0009951	LOC6535745|XP_039232525.1|DYAK	LOC117896719|XP_034661071.1|DSUB
OG0009953	LOC6538482|XP_002099006.1|DYAK	LOC117896446|XP_034660666.1|DSUB
OG0009954	LOC6536734|XP_002097306.1|DYAK	LOC117896091|XP_034660022.1|DSUB
OG0009955	LOC6531547|XP_002092345.2|DYAK	LOC117891281|XP_034652560.1|DSUB
OG0009956	LOC6524119|XP_002099983.1|DYAK	LOC117903071|XP_034670734.1|DSUB
OG0009957	LOC6538822|XP_002099335.1|DYAK	LOC117898846|XP_034664414.1|DSUB
OG0009958	LOC6538310|XP_002098837.1|DYAK	LOC117899365|XP_034665235.1|DSUB
OG0009960	LOC6535268|XP_002095924.1|DYAK	LOC117899607|XP_034665627.1|DSUB
OG0009962	LOC6536949|XP_002097518.1|DYAK	LOC117896826|XP_034661225.1|DSUB
OG0009963	LOC6537729|XP_015048477.1|DYAK	LOC117899317|XP_034665140.1|DSUB
OG0009964	LOC6537923|XP_002098463.1|DYAK	LOC117897935|XP_034662917.1|DSUB
OG0009965	LOC6538899|XP_039231285.1|DYAK	LOC117897580|XP_034662425.1|DSUB
OG0009966	LOC6529467|XP_039229076.1|DYAK	LOC117902321|XP_034669501.1|DSUB
OG0009967	LOC6529646|XP_002090640.1|DYAK	LOC117901366|XP_034667966.1|DSUB
OG0009968	LOC6526291|XP_002087413.1|DYAK	LOC117901156|XP_034667698.1|DSUB, LOC117901159|XP_034667701.1|DSUB
OG0009969	LOC6529531|XP_002090533.1|DYAK	LOC117901575|XP_034668265.1|DSUB
OG0009970	LOC6529619|XP_002090613.1|DYAK	LOC117902261|XP_034669411.1|DSUB
OG0009971	LOC6529492|XP_002090494.2|DYAK	LOC117900949|XP_034667412.1|DSUB
OG0009972	LOC6528010|XP_002089077.1|DYAK	LOC117900395|XP_034666640.1|DSUB
OG0009973	LOC6528534|XP_015053972.1|DYAK	LOC117902333|XP_034669519.1|DSUB
OG0009974	LOC6529216|XP_002090223.1|DYAK	LOC117901096|XP_034667615.1|DSUB
OG0009975	LOC6528135|XP_002089201.1|DYAK	LOC117901981|XP_034668881.1|DSUB
OG0009976	LOC6527069|XP_002088162.1|DYAK	LOC117902268|XP_034669418.1|DSUB
OG0009977	LOC6527957|XP_002089024.1|DYAK	LOC117900599|XP_034666902.1|DSUB
OG0009978	LOC6527960|XP_002089027.1|DYAK	LOC117900600|XP_034666903.1|DSUB
OG0009979	LOC6527473|XP_002088563.1|DYAK	LOC117901614|XP_034668325.1|DSUB
OG0009980	LOC6532096|XP_002092872.1|DYAK	LOC117891337|XP_034652648.1|DSUB
OG0009981	LOC6531162|XP_002091991.2|DYAK	LOC117892587|XP_034654817.1|DSUB
OG0009982	LOC6531160|XP_002091989.3|DYAK	LOC117889808|XP_034650178.1|DSUB
OG0009984	LOC6530091|XP_002091037.1|DYAK	LOC117890275|XP_034650925.1|DSUB
OG0009985	LOC26535675|XP_015054651.1|DYAK	LOC117892361|XP_034654460.1|DSUB
OG0009986	LOC6528378|XP_002089427.1|DYAK	LOC117890140|XP_034650717.1|DSUB
OG0009987	LOC6531313|XP_002092117.1|DYAK	LOC117889912|XP_034650329.1|DSUB
OG0009988	LOC6531312|XP_002092116.1|DYAK	LOC117889917|XP_034650333.1|DSUB
OG0009989	LOC6530593|XP_002091506.1|DYAK	LOC117892087|XP_034653969.1|DSUB
OG0009990	LOC6530813|XP_002091696.1|DYAK	LOC117892498|XP_034654665.1|DSUB
OG0009991	LOC6530399|XP_039228542.1|DYAK	LOC117889769|XP_034650122.1|DSUB
OG0009992	LOC6524800|XP_002100642.1|DYAK	LOC117895734|XP_034659488.1|DSUB
OG0009993	LOC6524934|XP_039226053.1|DYAK	LOC117893227|XP_034655658.1|DSUB
OG0009994	LOC6540300|XP_039227608.1|DYAK	LOC117895847|XP_034659703.1|DSUB
OG0009995	LOC6523974|XP_039229924.1|DYAK	LOC117903267|XP_034671060.1|DSUB
OG0009996	LOC6525331|XP_002101167.1|DYAK	LOC117891111|XP_034652201.1|DSUB
OG0009997	LOC6525222|XP_002101060.1|DYAK	LOC117902518|XP_034669837.1|DSUB
OG0009998	LOC6525535|XP_002101370.1|DYAK	LOC117896212|XP_034660237.1|DSUB
OG0009999	LOC6525410|XP_002101245.1|DYAK	LOC117903608|XP_034671756.1|DSUB
OG0010000	LOC6525257|XP_002101093.1|DYAK	LOC117903647|XP_034671839.1|DSUB
OG0010001	LOC6523981|XP_002099853.1|DYAK	LOC117892945|XP_034655162.1|DSUB
OG0010002	LOC26535833|XP_015049228.1|DYAK	LOC117894723|XP_034657801.1|DSUB
OG0010003	LOC6527218|XP_002088312.1|DYAK	LOC117900194|XP_034666339.1|DSUB
OG0010004	LOC6524061|XP_002099930.1|DYAK	LOC117895510|XP_034659104.1|DSUB
OG0010005	LOC6533210|XP_002093936.1|DYAK	LOC117902570|XP_034669923.1|DSUB
OG0010006	LOC6525647|XP_002101469.1|DYAK	LOC117899989|XP_034666053.1|DSUB
OG0010007	LOC6525498|XP_002101333.1|DYAK	LOC117893736|XP_034656357.1|DSUB
OG0010008	LOC6525787|XP_002101608.1|DYAK	LOC117901589|XP_034668294.1|DSUB
OG0010009	LOC6529748|XP_002090738.1|DYAK	LOC117900993|XP_034667481.1|DSUB
OG0010010	LOC6526104|XP_002101921.1|DYAK	LOC117897327|XP_034661990.1|DSUB
OG0010011	LOC6524226|XP_002100089.2|DYAK	LOC117903273|XP_034671067.1|DSUB
OG0010012	LOC6524697|XP_002100541.3|DYAK	LOC117903087|XP_034670782.1|DSUB
OG0010013	LOC6525082|XP_002100921.1|DYAK	LOC117890395|XP_034651094.1|DSUB
