Orthogroup	DYAK.longest_only	ASTE.longest_only
OG0007167	LOC6524860|XP_002100700.1|DYAK	LOC118505810|XP_035898045.1|ASTE
OG0007168	LOC6525145|XP_002100983.1|DYAK	LOC118508371|XP_035903991.1|ASTE
OG0007169	LOC6524436|XP_002100294.1|DYAK	LOC118508374|XP_035904002.1|ASTE
OG0007170	LOC6535274|XP_002095930.2|DYAK	LOC118505645|XP_035897616.1|ASTE
OG0007171	LOC6524531|XP_002100388.1|DYAK	LOC118505518|XP_035897311.1|ASTE
OG0007172	LOC6523905|XP_002099778.1|DYAK	LOC118502760|XP_035891232.1|ASTE
OG0007173	LOC6523908|XP_002099781.1|DYAK	LOC118502759|XP_035891230.1|ASTE
OG0007174	LOC6537794|XP_039231683.1|DYAK	LOC118506736|XP_035900175.1|ASTE
OG0007175	LOC6533917|XP_002094617.1|DYAK	LOC118506751|XP_035900226.1|ASTE
OG0007176	LOC6538551|XP_002099073.1|DYAK	LOC118505650|XP_035897625.1|ASTE
OG0007177	LOC6535413|XP_002096062.1|DYAK	LOC118517563|XP_035919698.1|ASTE
OG0007178	LOC6536264|XP_015047622.1|DYAK	LOC118517521|XP_035919643.1|ASTE
OG0007179	LOC6536083|XP_002096693.2|DYAK	LOC118517539|XP_035919668.1|ASTE
OG0007180	LOC6535410|XP_002096059.1|DYAK	LOC118517530|XP_035919657.1|ASTE
OG0007181	LOC6524393|XP_002100251.1|DYAK	LOC118505519|XP_035897312.1|ASTE
OG0007182	LOC6535717|XP_002096343.1|DYAK	LOC118506435|XP_035899448.1|ASTE
OG0007183	LOC6535719|XP_039232832.1|DYAK	LOC118506428|XP_035899422.1|ASTE
OG0007184	LOC6535715|XP_039231106.1|DYAK	LOC118506427|XP_035899420.1|ASTE
OG0007185	LOC6526829|XP_002087930.1|DYAK	LOC118506754|XP_035900244.1|ASTE
OG0007186	LOC6537064|XP_002097625.1|DYAK	LOC118506760|XP_035900246.1|ASTE
OG0007187	LOC6538438|XP_039232640.1|DYAK	LOC118508511|XP_035904248.1|ASTE
OG0007188	LOC6538639|XP_002099159.2|DYAK	LOC118508513|XP_035904254.1|ASTE
OG0007189	LOC6536377|XP_002096959.1|DYAK	LOC118508517|XP_035904263.1|ASTE
OG0007190	LOC6537411|XP_015048335.1|DYAK	LOC118508519|XP_035904266.1|ASTE
OG0007191	LOC6534317|XP_002094997.1|DYAK	LOC118508522|XP_035904274.1|ASTE
OG0007192	LOC6524635|XP_002100492.2|DYAK	LOC118504500|XP_035894915.1|ASTE
OG0007193	LOC6524636|XP_002100493.1|DYAK	LOC118504493|XP_035894909.1|ASTE
OG0007194	LOC6524161|XP_002100024.1|DYAK	LOC118504497|XP_035894913.1|ASTE
OG0007195	LOC6535332|XP_002095988.1|DYAK	LOC118505344|XP_035896896.1|ASTE
OG0007196	LOC6538278|XP_002098805.1|DYAK	LOC118504861|XP_035895790.1|ASTE
OG0007197	LOC6534103|XP_002094789.1|DYAK	LOC118505651|XP_035897626.1|ASTE
OG0007198	LOC6535714|XP_002096341.1|DYAK	LOC118506606|XP_035899866.1|ASTE
OG0007199	LOC6535529|XP_002096158.3|DYAK	LOC118506599|XP_035899858.1|ASTE
OG0007200	LOC6537391|XP_002097947.1|DYAK	LOC118506597|XP_035899855.1|ASTE
OG0007201	LOC6533880|XP_002094580.1|DYAK	LOC118505860|XP_035898135.1|ASTE
OG0007202	LOC6534450|XP_039230604.1|DYAK	LOC118505861|XP_035898137.1|ASTE
OG0007203	LOC6534451|XP_002095128.1|DYAK	LOC118503578|XP_035892911.1|ASTE
OG0007204	LOC6524924|XP_002100764.1|DYAK	LOC118503579|XP_035892912.1|ASTE
OG0007205	LOC6535035|XP_002095700.2|DYAK	LOC118503582|XP_035892914.1|ASTE
OG0007206	LOC6537419|XP_015048340.1|DYAK	LOC118506993|XP_035900766.1|ASTE
OG0007207	LOC6538554|XP_002099076.1|DYAK	LOC118502724|XP_035891173.1|ASTE
OG0007208	LOC6536379|XP_015047718.1|DYAK	LOC118502728|XP_035891181.1|ASTE
OG0007209	LOC6536380|XP_002096962.1|DYAK	LOC118502721|XP_035891170.1|ASTE
OG0007210	LOC6535709|XP_002096336.1|DYAK	LOC118511708|XP_035911022.1|ASTE
OG0007211	LOC6537416|XP_015048338.1|DYAK	LOC118502682|XP_035891083.1|ASTE
OG0007212	LOC6538830|XP_002099343.1|DYAK	LOC118503570|XP_035892896.1|ASTE
OG0007213	LOC26534614|XP_015051507.1|DYAK	LOC118506526|XP_035899671.1|ASTE
OG0007214	LOC6533682|XP_002094388.1|DYAK	LOC118506524|XP_035899658.1|ASTE
OG0007215	LOC6536637|XP_002097209.1|DYAK	LOC118506512|XP_035899631.1|ASTE
OG0007216	LOC6538923|XP_002099427.1|DYAK	LOC118502431|XP_035890552.1|ASTE
OG0007217	LOC26534543|XP_015051599.1|DYAK	LOC118506510|XP_035899627.1|ASTE
OG0007218	LOC6539049|XP_002099551.3|DYAK	LOC118505237|XP_035896669.1|ASTE
OG0007219	LOC6537246|XP_002097804.1|DYAK	LOC118504643|XP_035895287.1|ASTE
OG0007220	LOC6535622|XP_002096250.1|DYAK	LOC118505319|XP_035896857.1|ASTE
OG0007221	LOC6538422|XP_002098946.2|DYAK	LOC118505318|XP_035896855.1|ASTE
OG0007222	LOC6537167|XP_002097728.1|DYAK	LOC118504785|XP_035895629.1|ASTE
OG0007223	LOC6539041|XP_002099543.1|DYAK	LOC118503657|XP_035893073.1|ASTE
OG0007224	LOC6535657|XP_002096285.3|DYAK	LOC118503651|XP_035893065.1|ASTE
OG0007225	LOC6537209|XP_002097767.1|DYAK	LOC118503660|XP_035893078.1|ASTE
OG0007226	LOC6536242|XP_002096831.1|DYAK	LOC118503649|XP_035893061.1|ASTE
OG0007227	LOC6533102|XP_002093828.1|DYAK	LOC118506562|XP_035899777.1|ASTE
OG0007228	LOC6532953|XP_002093688.1|DYAK	LOC118504311|XP_035894506.1|ASTE
OG0007229	LOC6535917|XP_002096533.1|DYAK	LOC118505125|XP_035896334.1|ASTE
OG0007230	LOC6535510|XP_002096139.1|DYAK	LOC118505251|XP_035896697.1|ASTE
OG0007231	LOC6536770|XP_002097341.1|DYAK	LOC118507615|XP_035902220.1|ASTE
OG0007232	LOC6533015|XP_015049773.1|DYAK	LOC118505502|XP_035897256.1|ASTE
OG0007233	LOC6533017|XP_002093752.1|DYAK	LOC118505504|XP_035897265.1|ASTE
OG0007234	LOC6533022|XP_002093757.1|DYAK	LOC118505525|XP_035897330.1|ASTE
OG0007235	LOC6533020|XP_039230159.1|DYAK	LOC118505526|XP_035897331.1|ASTE
OG0007236	LOC6535964|XP_002096579.1|DYAK	LOC118505473|XP_035897179.1|ASTE
OG0007237	LOC6536240|XP_002096829.1|DYAK	LOC118505472|XP_035897178.1|ASTE
OG0007238	LOC6523762|XP_002099637.1|DYAK	LOC118516843|XP_035918586.1|ASTE, LOC118505387|XP_035896986.1|ASTE
OG0007239	LOC6535314|XP_002095970.2|DYAK	LOC118506575|XP_035899811.1|ASTE
OG0007241	LOC6525726|XP_002101548.1|DYAK	LOC118504278|XP_035894445.1|ASTE
OG0007242	LOC6525727|XP_015046446.1|DYAK	LOC118504276|XP_035894435.1|ASTE
OG0007243	LOC6524576|XP_039226913.1|DYAK	LOC118507727|XP_035902574.1|ASTE
OG0007244	LOC6537141|XP_015048172.1|DYAK	LOC118517103|XP_035918854.1|ASTE, LOC118504281|XP_035894450.1|ASTE
OG0007245	LOC6538913|XP_002099417.1|DYAK	LOC118517095|XP_035918845.1|ASTE, LOC118503674|XP_035893108.1|ASTE
OG0007246	LOC6536832|XP_002097402.1|DYAK	LOC118505461|XP_035897156.1|ASTE
OG0007247	LOC6530355|XP_002091281.1|DYAK	LOC118507637|XP_035902289.1|ASTE
OG0007248	LOC6523781|XP_002099656.1|DYAK	LOC118506340|XP_035899216.1|ASTE
OG0007249	LOC6525125|XP_015046107.2|DYAK	LOC118506330|XP_035899193.1|ASTE
OG0007250	LOC6526022|XP_002101839.1|DYAK	LOC118508545|XP_035904321.1|ASTE
OG0007251	LOC6536257|XP_002096843.1|DYAK	LOC118502617|XP_035890883.1|ASTE
OG0007252	LOC6536452|XP_002097033.3|DYAK	LOC118502612|XP_035890872.1|ASTE
OG0007253	LOC6539630|XP_039229604.1|DYAK	LOC118502594|XP_035890842.1|ASTE
OG0007254	LOC6535520|XP_039231677.1|DYAK	LOC118508354|XP_035903948.1|ASTE
OG0007255	LOC6525887|XP_002101707.1|DYAK	LOC118517566|XP_035919703.1|ASTE
OG0007256	LOC6535412|XP_002096061.1|DYAK	LOC118517537|XP_035919665.1|ASTE
OG0007257	LOC6537067|XP_002097628.1|DYAK	LOC118507000|XP_035900786.1|ASTE
OG0007258	LOC6537066|XP_039232072.1|DYAK	LOC118507005|XP_035900792.1|ASTE
OG0007259	LOC6523878|XP_039233418.1|DYAK	LOC118507041|XP_035900889.1|ASTE
OG0007260	LOC6533857|XP_002094557.1|DYAK	LOC118507040|XP_035900888.1|ASTE
OG0007261	LOC6531636|XP_002092433.1|DYAK	LOC118507049|XP_035900902.1|ASTE
OG0007262	LOC6524469|XP_002100326.1|DYAK	LOC118504336|XP_035894586.1|ASTE
OG0007263	LOC6534786|XP_002095458.2|DYAK	LOC118504339|XP_035894593.1|ASTE
OG0007264	LOC6535143|XP_039230249.1|DYAK	LOC118504342|XP_035894596.1|ASTE
OG0007265	LOC6524047|XP_002099916.1|DYAK	LOC118504354|XP_035894632.1|ASTE
OG0007266	LOC6535819|XP_002096441.3|DYAK	LOC118505152|XP_035896425.1|ASTE
OG0007267	LOC6535516|XP_002096145.1|DYAK	LOC118504632|XP_035895242.1|ASTE
OG0007268	LOC6531138|XP_002091972.1|DYAK	LOC118504628|XP_035895234.1|ASTE
OG0007269	LOC6523890|XP_002099763.1|DYAK	LOC118505052|XP_035896218.1|ASTE
OG0007270	LOC6537327|XP_039232546.1|DYAK	LOC118505029|XP_035896137.1|ASTE
OG0007271	LOC6537139|XP_002097700.1|DYAK	LOC118508539|XP_035904312.1|ASTE
OG0007272	LOC6533101|XP_002093827.1|DYAK	LOC118508553|XP_035904338.1|ASTE
OG0007273	LOC6536602|XP_002097178.1|DYAK	LOC118508543|XP_035904318.1|ASTE
OG0007274	LOC6536460|XP_002097041.1|DYAK	LOC118502367|XP_035890479.1|ASTE
OG0007275	LOC6532850|XP_015049653.1|DYAK	LOC118502615|XP_035890882.1|ASTE
OG0007276	LOC6532847|XP_002093584.1|DYAK	LOC118506980|XP_035900734.1|ASTE
OG0007277	LOC6534619|XP_039229732.1|DYAK	LOC118506972|XP_035900711.1|ASTE
OG0007278	LOC6532635|XP_002093379.1|DYAK	LOC118506982|XP_035900743.1|ASTE
OG0007279	LOC6533546|XP_039229903.1|DYAK	LOC118506687|XP_035900050.1|ASTE
OG0007280	LOC6539779|XP_039229571.1|DYAK	LOC118506685|XP_035900044.1|ASTE
OG0007281	LOC6538509|XP_002099031.1|DYAK	LOC118502749|XP_035891208.1|ASTE
OG0007282	LOC6538508|XP_002099030.1|DYAK	LOC118502708|XP_035891145.1|ASTE
OG0007283	LOC6538415|XP_002098939.1|DYAK	LOC118502726|XP_035891179.1|ASTE
OG0007284	LOC6535590|XP_002096218.1|DYAK	LOC118505734|XP_035897815.1|ASTE
OG0007285	LOC6525180|XP_002101018.3|DYAK	LOC118505729|XP_035897809.1|ASTE
OG0007286	LOC6525179|XP_039227644.1|DYAK	LOC118505727|XP_035897803.1|ASTE
OG0007287	LOC6526347|XP_002087469.1|DYAK	LOC118505730|XP_035897811.1|ASTE
OG0007288	LOC6524029|XP_039232375.1|DYAK	LOC118507720|XP_035902562.1|ASTE
OG0007289	LOC6524013|XP_002099885.1|DYAK	LOC118504362|XP_035894648.1|ASTE
OG0007290	LOC6535525|XP_002096154.1|DYAK	LOC118506835|XP_035900440.1|ASTE
OG0007291	LOC6524159|XP_002100022.1|DYAK	LOC118517559|XP_035919694.1|ASTE
OG0007292	LOC6524884|XP_002100724.1|DYAK	LOC118517562|XP_035919697.1|ASTE
OG0007293	LOC26535095|XP_039231336.1|DYAK	LOC118508268|XP_035903798.1|ASTE
OG0007294	LOC6537240|XP_002097798.1|DYAK	LOC118503215|XP_035892097.1|ASTE
OG0007295	LOC6537144|XP_002097705.3|DYAK	LOC118503522|XP_035892774.1|ASTE
OG0007296	LOC6538107|XP_039232417.1|DYAK	LOC118505046|XP_035896193.1|ASTE
OG0007297	LOC6535455|XP_002096096.1|DYAK	LOC118505073|XP_035896251.1|ASTE
OG0007298	LOC6535409|XP_002096058.1|DYAK	LOC118505100|XP_035896296.1|ASTE
OG0007299	LOC6536294|XP_039231864.1|DYAK	LOC118508410|XP_035904066.1|ASTE
OG0007300	LOC6537070|XP_002097631.1|DYAK	LOC118507707|XP_035902495.1|ASTE
OG0007301	LOC6537514|XP_015048380.1|DYAK	LOC118502773|XP_035891258.1|ASTE
OG0007302	LOC6535398|XP_002096048.2|DYAK	LOC118505388|XP_035896988.1|ASTE
OG0007303	LOC6525039|XP_002100878.1|DYAK	LOC118504774|XP_035895596.1|ASTE
OG0007304	LOC6528226|XP_002089288.1|DYAK	LOC118503186|XP_035892060.1|ASTE
OG0007305	LOC6534245|XP_002094927.1|DYAK	LOC118503267|XP_035892220.1|ASTE
OG0007306	LOC6534244|XP_002094926.1|DYAK	LOC118503266|XP_035892219.1|ASTE
OG0007307	LOC6537089|XP_002097650.2|DYAK	LOC118504543|XP_035895034.1|ASTE
OG0007308	LOC6538260|XP_002098787.1|DYAK	LOC118504528|XP_035894963.1|ASTE
OG0007309	LOC6538394|XP_002098918.1|DYAK	LOC118502533|XP_035890697.1|ASTE
OG0007310	LOC6538743|XP_015049002.1|DYAK	LOC118502531|XP_035890691.1|ASTE
OG0007311	LOC6538740|XP_015048996.1|DYAK	LOC118502530|XP_035890688.1|ASTE
OG0007312	LOC6531428|XP_002092231.3|DYAK	LOC118504465|XP_035894863.1|ASTE
OG0007313	LOC6525354|XP_002101190.1|DYAK	LOC118503016|XP_035891733.1|ASTE
OG0007314	LOC6524448|XP_015045703.1|DYAK	LOC118503011|XP_035891720.1|ASTE
OG0007315	LOC6525092|XP_039226350.1|DYAK	LOC118502978|XP_035891642.1|ASTE
OG0007316	LOC6535732|XP_002096355.1|DYAK	LOC118502997|XP_035891698.1|ASTE
OG0007317	LOC6537532|XP_015048400.1|DYAK	LOC118506983|XP_035900744.1|ASTE
OG0007318	LOC6537531|XP_002098077.1|DYAK	LOC118506968|XP_035900696.1|ASTE
OG0007319	LOC6533878|XP_002094578.1|DYAK	LOC118505692|XP_035897724.1|ASTE
OG0007320	LOC6536501|XP_002097079.1|DYAK	LOC118506551|XP_035899748.1|ASTE
OG0007321	LOC6524420|XP_015045695.1|DYAK	LOC118506545|XP_035899729.1|ASTE
OG0007322	LOC6523872|XP_015045358.1|DYAK	LOC118507591|XP_035902148.1|ASTE
OG0007323	LOC6523816|XP_002099691.1|DYAK	LOC118507588|XP_035902144.1|ASTE
OG0007324	LOC6537481|XP_002098037.1|DYAK	LOC118506946|XP_035900657.1|ASTE
OG0007325	LOC6537780|XP_002098321.1|DYAK	LOC118506934|XP_035900643.1|ASTE
OG0007326	LOC6537482|XP_002098038.1|DYAK	LOC118506928|XP_035900620.1|ASTE
OG0007327	LOC6533425|XP_002094143.1|DYAK	LOC118508435|XP_035904107.1|ASTE
OG0007328	LOC6537182|XP_015048192.2|DYAK	LOC118506941|XP_035900652.1|ASTE
OG0007329	LOC6538539|XP_002099061.1|DYAK	LOC118502658|XP_035891002.1|ASTE
OG0007331	LOC6523808|XP_002099683.1|DYAK	LOC118506890|XP_035900558.1|ASTE
OG0007332	LOC6526179|XP_002101989.1|DYAK	LOC118502517|XP_035890662.1|ASTE
OG0007333	LOC6537038|XP_002097605.2|DYAK	LOC118502581|XP_035890816.1|ASTE
OG0007334	LOC6526585|XP_039226489.1|DYAK	LOC118506691|XP_035900056.1|ASTE
OG0007335	LOC6532593|XP_002093337.1|DYAK	LOC118504743|XP_035895524.1|ASTE
OG0007336	LOC6524520|XP_002100377.1|DYAK	LOC118506733|XP_035900165.1|ASTE
OG0007337	LOC6534330|XP_002095010.1|DYAK	LOC118506739|XP_035900190.1|ASTE
OG0007338	LOC6532814|XP_002093551.1|DYAK	LOC118506398|XP_035899342.1|ASTE
OG0007339	LOC6536293|XP_002096877.1|DYAK	LOC118506531|XP_035899692.1|ASTE
OG0007340	LOC6535495|XP_002096126.2|DYAK	LOC118505135|XP_035896369.1|ASTE
OG0007341	LOC6535416|XP_002096065.3|DYAK	LOC118505791|XP_035898017.1|ASTE
OG0007342	LOC6538120|XP_039232140.1|DYAK	LOC118506961|XP_035900675.1|ASTE
OG0007343	LOC6538709|XP_002099224.1|DYAK	LOC118504507|XP_035894930.1|ASTE
OG0007344	LOC6526410|XP_002087529.1|DYAK	LOC118504506|XP_035894929.1|ASTE
OG0007345	LOC6538707|XP_002099222.1|DYAK	LOC118504504|XP_035894924.1|ASTE
OG0007346	LOC6532958|XP_002093693.1|DYAK	LOC118504817|XP_035895714.1|ASTE
OG0007347	LOC6524754|XP_039232127.1|DYAK	LOC118502631|XP_035890909.1|ASTE
OG0007348	LOC6524763|XP_002100607.1|DYAK	LOC118502622|XP_035890889.1|ASTE
OG0007349	LOC6524761|XP_015045874.1|DYAK	LOC118502620|XP_035890887.1|ASTE
OG0007350	LOC6524125|XP_002099989.1|DYAK	LOC118502639|XP_035890978.1|ASTE
OG0007351	LOC6534109|XP_002094795.1|DYAK	LOC118508368|XP_035903983.1|ASTE
OG0007352	LOC6530062|XP_002091008.1|DYAK	LOC118502806|XP_035891337.1|ASTE
OG0007353	LOC6535372|XP_002096022.1|DYAK	LOC118502811|XP_035891344.1|ASTE
OG0007354	LOC6525718|XP_002101540.1|DYAK	LOC118505412|XP_035897054.1|ASTE
OG0007355	LOC6537520|XP_039231052.1|DYAK	LOC118502676|XP_035891058.1|ASTE
OG0007356	LOC6528704|XP_002089739.1|DYAK	LOC118502772|XP_035891257.1|ASTE
OG0007357	LOC6537615|XP_015048438.1|DYAK	LOC118502766|XP_035891245.1|ASTE
OG0007358	LOC6537120|XP_039232151.1|DYAK	LOC118502767|XP_035891249.1|ASTE
OG0007359	LOC6538284|XP_002098811.1|DYAK	LOC118504496|XP_035894912.1|ASTE
OG0007360	LOC6537263|XP_002097821.1|DYAK	LOC118506388|XP_035899321.1|ASTE
OG0007361	LOC6523812|XP_039233732.1|DYAK	LOC118504304|XP_035894493.1|ASTE
OG0007362	LOC6529665|XP_002090658.1|DYAK	LOC118504306|XP_035894500.1|ASTE
OG0007363	LOC6524262|XP_002100125.1|DYAK	LOC118506269|XP_035899064.1|ASTE
OG0007364	LOC6524261|XP_015045571.1|DYAK	LOC118505770|XP_035897906.1|ASTE
OG0007365	LOC6524250|XP_002100113.1|DYAK	LOC118503249|XP_035892179.1|ASTE
OG0007366	LOC6535658|XP_015047260.1|DYAK	LOC118503251|XP_035892182.1|ASTE
OG0007367	LOC6532913|XP_002093649.2|DYAK	LOC118503256|XP_035892189.1|ASTE
OG0007368	LOC6535878|XP_002096494.2|DYAK	LOC118508501|XP_035904230.1|ASTE
OG0007369	LOC6535481|XP_015047172.2|DYAK	LOC118504868|XP_035895805.1|ASTE
OG0007370	LOC6528539|XP_002089585.1|DYAK	LOC118504865|XP_035895800.1|ASTE
OG0007371	LOC6538070|XP_002098605.1|DYAK	LOC118508382|XP_035904012.1|ASTE
OG0007372	LOC6536305|XP_002096889.1|DYAK	LOC118504245|XP_035894361.1|ASTE
OG0007373	LOC6524783|XP_002100627.1|DYAK	LOC118504250|XP_035894370.1|ASTE
OG0007374	LOC6525227|XP_002101065.1|DYAK	LOC118502522|XP_035890676.1|ASTE
OG0007375	LOC6525268|XP_002101104.1|DYAK	LOC118505044|XP_035896188.1|ASTE
OG0007376	LOC6524770|XP_002100614.1|DYAK	LOC118505054|XP_035896221.1|ASTE
OG0007377	LOC6524993|XP_002100833.1|DYAK	LOC118505017|XP_035896099.1|ASTE
OG0007378	LOC6525130|XP_002100968.1|DYAK	LOC118504982|XP_035896028.1|ASTE
OG0007379	LOC6524862|XP_002100702.1|DYAK	LOC118504997|XP_035896067.1|ASTE
OG0007380	LOC6523912|XP_002099785.1|DYAK	LOC118505002|XP_035896080.1|ASTE
OG0007381	LOC6524858|XP_002100698.1|DYAK	LOC118507564|XP_035902079.1|ASTE
OG0007382	LOC6524438|XP_002100296.2|DYAK	LOC118502873|XP_035891474.1|ASTE
OG0007383	LOC6524399|XP_039233659.1|DYAK	LOC118507561|XP_035902056.1|ASTE
OG0007384	LOC6524442|XP_002100300.1|DYAK	LOC118502559|XP_035890770.1|ASTE, LOC118515309|XP_035917891.1|ASTE
OG0007385	LOC6525699|XP_002101521.1|DYAK	LOC118506823|XP_035900406.1|ASTE
OG0007386	LOC6524134|XP_002099998.1|DYAK	LOC118506848|XP_035900471.1|ASTE
OG0007387	LOC6524904|XP_002100744.2|DYAK	LOC118506856|XP_035900479.1|ASTE
OG0007388	LOC6524891|XP_015045920.1|DYAK	LOC118506842|XP_035900449.1|ASTE
OG0007389	LOC6529204|XP_002090211.1|DYAK	LOC118507081|XP_035900957.1|ASTE
OG0007390	LOC6524455|XP_002100312.1|DYAK	LOC118506850|XP_035900473.1|ASTE
OG0007391	LOC6538566|XP_002099088.1|DYAK	LOC118507438|XP_035901809.1|ASTE
OG0007392	LOC6523780|XP_015045340.1|DYAK	LOC118506861|XP_035900485.1|ASTE
OG0007393	LOC6538732|XP_039231752.1|DYAK	LOC118505263|XP_035896718.1|ASTE
OG0007394	LOC6524470|XP_039233522.1|DYAK	LOC118505173|XP_035896507.1|ASTE
OG0007395	LOC6526113|XP_039233502.1|DYAK	LOC118505207|XP_035896584.1|ASTE
OG0007396	LOC6535415|XP_002096064.2|DYAK	LOC118505155|XP_035896441.1|ASTE
OG0007397	LOC6527982|XP_015054502.1|DYAK	LOC118504536|XP_035894992.1|ASTE
OG0007398	LOC6531639|XP_002092436.1|DYAK	LOC118505854|XP_035898127.1|ASTE
OG0007399	LOC6525270|XP_002101106.1|DYAK	LOC118505855|XP_035898129.1|ASTE
OG0007400	LOC6524475|XP_002100332.1|DYAK	LOC118509347|XP_035905758.1|ASTE
OG0007401	LOC6525995|XP_039228153.1|DYAK	LOC118511198|XP_035909864.1|ASTE, LOC118517343|XP_035919221.1|ASTE
OG0007402	LOC6535692|XP_002096320.1|DYAK	LOC118510985|XP_035909388.1|ASTE
OG0007404	LOC6535665|XP_015047267.2|DYAK	LOC118510978|XP_035909372.1|ASTE
OG0007405	LOC6538552|XP_002099074.1|DYAK	LOC118510979|XP_035909373.1|ASTE
OG0007406	LOC6536000|XP_002096615.3|DYAK	LOC118511183|XP_035909832.1|ASTE
OG0007407	LOC6528098|XP_002089165.2|DYAK	LOC118510927|XP_035909231.1|ASTE
OG0007408	LOC6534989|XP_002095659.1|DYAK	LOC118511398|XP_035910325.1|ASTE
OG0007409	LOC6526864|XP_002087964.1|DYAK	LOC118510953|XP_035909291.1|ASTE
OG0007410	LOC6524959|XP_002100799.1|DYAK	LOC118504266|XP_035894388.1|ASTE
OG0007411	LOC6524409|XP_002100267.1|DYAK	LOC118504273|XP_035894400.1|ASTE
OG0007412	LOC6526180|XP_002101990.1|DYAK	LOC118504271|XP_035894398.1|ASTE
OG0007413	LOC6528878|XP_002089910.1|DYAK	LOC118503642|XP_035893036.1|ASTE
OG0007414	LOC6523862|XP_002099735.1|DYAK	LOC118517702|XP_035920026.1|ASTE
OG0007415	LOC6524506|XP_002100363.3|DYAK	LOC118512406|XP_035912690.1|ASTE
OG0007416	LOC6524527|XP_039233577.1|DYAK	LOC118512398|XP_035912673.1|ASTE
OG0007417	LOC6524214|XP_002100077.1|DYAK	LOC118512409|XP_035912697.1|ASTE
OG0007418	LOC6531239|XP_002092051.1|DYAK	LOC118512412|XP_035912702.1|ASTE
OG0007419	LOC6537320|XP_002097877.2|DYAK	LOC118517717|XP_035920055.1|ASTE
OG0007420	LOC6530054|XP_002091000.1|DYAK	LOC118512425|XP_035912722.1|ASTE
OG0007421	LOC6524384|XP_039226122.1|DYAK	LOC118505383|XP_035896978.1|ASTE
OG0007422	LOC6524394|XP_002100252.1|DYAK	LOC118508218|XP_035903697.1|ASTE
OG0007423	LOC6526008|XP_002101826.1|DYAK	LOC118508216|XP_035903690.1|ASTE
OG0007424	LOC6533671|XP_002094377.1|DYAK	LOC118504881|XP_035895830.1|ASTE
OG0007425	LOC6539702|XP_015045040.1|DYAK	LOC118506009|XP_035898486.1|ASTE
OG0007426	LOC6525273|XP_002101109.1|DYAK	LOC118506004|XP_035898482.1|ASTE
OG0007427	LOC6525704|XP_002101526.1|DYAK	LOC118506016|XP_035898495.1|ASTE
OG0007428	LOC6525708|XP_015046436.1|DYAK	LOC118511568|XP_035910701.1|ASTE
OG0007429	LOC6530836|XP_002091719.2|DYAK	LOC118504230|XP_035894340.1|ASTE
OG0007430	LOC6532306|XP_002093066.1|DYAK	LOC118506160|XP_035898824.1|ASTE
OG0007431	LOC6526871|XP_002087971.1|DYAK	LOC118506159|XP_035898823.1|ASTE
OG0007432	LOC6535180|XP_002095842.1|DYAK	LOC118508402|XP_035904056.1|ASTE
OG0007433	LOC6525381|XP_002101217.2|DYAK	LOC118503486|XP_035892681.1|ASTE
OG0007434	LOC6533750|XP_002094455.2|DYAK	LOC118504010|XP_035893859.1|ASTE
OG0007435	LOC6533763|XP_002094467.1|DYAK	LOC118504012|XP_035893867.1|ASTE
OG0007436	LOC6539750|XP_002086635.1|DYAK	LOC118504028|XP_035893901.1|ASTE
OG0007437	LOC6534133|XP_002094817.1|DYAK	LOC118504042|XP_035893933.1|ASTE
OG0007438	LOC6534856|XP_015050875.2|DYAK	LOC118504283|XP_035894451.1|ASTE
OG0007439	LOC6535635|XP_002096263.1|DYAK	LOC118507604|XP_035902170.1|ASTE
OG0007440	LOC6526228|XP_039233617.1|DYAK	LOC118505787|XP_035897989.1|ASTE
OG0007441	LOC6531538|XP_002092337.1|DYAK	LOC118507264|XP_035901447.1|ASTE
OG0007442	LOC6535515|XP_002096144.2|DYAK	LOC118503273|XP_035892239.1|ASTE
OG0007443	LOC26535829|XP_015051589.1|DYAK	LOC118507273|XP_035901470.1|ASTE
OG0007444	LOC6530435|XP_002091351.1|DYAK	LOC118507411|XP_035901765.1|ASTE
OG0007445	LOC6530436|XP_002091352.1|DYAK	LOC118503990|XP_035893832.1|ASTE
OG0007446	LOC6529604|XP_002090598.2|DYAK	LOC118507406|XP_035901757.1|ASTE
OG0007447	LOC6529574|XP_002090571.1|DYAK	LOC118503991|XP_035893833.1|ASTE
OG0007448	LOC6529360|XP_002090365.1|DYAK	LOC118503917|XP_035893611.1|ASTE
OG0007449	LOC6533778|XP_002094481.1|DYAK	LOC118503714|XP_035893170.1|ASTE
OG0007450	LOC26536298|XP_015054723.1|DYAK	LOC118503720|XP_035893215.1|ASTE
OG0007451	LOC6539529|XP_002086417.3|DYAK	LOC118505962|XP_035898390.1|ASTE
OG0007452	LOC6539530|XP_002086418.1|DYAK	LOC118505959|XP_035898386.1|ASTE
OG0007453	LOC6533687|XP_002094392.1|DYAK	LOC118507158|XP_035901101.1|ASTE
OG0007454	LOC6539613|XP_015045072.2|DYAK	LOC118506215|XP_035898929.1|ASTE
OG0007455	LOC6530940|XP_002091782.1|DYAK	LOC118503480|XP_035892673.1|ASTE
OG0007456	LOC6525745|XP_002101567.3|DYAK	LOC118508084|XP_035903452.1|ASTE
OG0007457	LOC6532341|XP_002093101.1|DYAK	LOC118503318|XP_035892350.1|ASTE
