Orthogroup	DYAK.longest_only	DMIR.longest_only
OG0010547	LOC6535619|XP_002096247.1|DYAK	LOC108157179|XP_017144591.1|DMIR
OG0010548	LOC6538365|XP_002098889.1|DYAK	LOC108154631|XP_017140444.1|DMIR
OG0010549	LOC6536842|XP_002097412.1|DYAK	LOC108156625|XP_017143672.1|DMIR
OG0010550	LOC6538020|XP_002098555.1|DYAK	LOC108156109|XP_017142894.1|DMIR
OG0010551	LOC6538006|XP_002098541.1|DYAK	LOC108156458|XP_017143411.2|DMIR
OG0010552	LOC6538954|XP_002099457.1|DYAK	LOC108156427|XP_017143369.1|DMIR
OG0010553	LOC6538953|XP_002099456.1|DYAK	LOC108156423|XP_017143361.1|DMIR
OG0010554	LOC6538236|XP_002098763.2|DYAK	LOC117187270|XP_033245496.1|DMIR
OG0010555	LOC6537786|XP_002098327.1|DYAK	LOC108154440|XP_017140202.1|DMIR
OG0010556	LOC6538459|XP_002098983.1|DYAK	LOC108156984|XP_017144266.1|DMIR
OG0010557	LOC6536582|XP_002097158.1|DYAK	LOC108154347|XP_017140102.1|DMIR
OG0010558	LOC6536572|XP_002097148.1|DYAK	LOC108157253|XP_017144720.1|DMIR
OG0010559	LOC6538426|XP_002098950.1|DYAK	LOC108154258|XP_017139982.1|DMIR
OG0010560	LOC6536131|XP_015047578.1|DYAK	LOC108155429|XP_017141727.1|DMIR
OG0010561	LOC6535502|XP_002096133.1|DYAK	LOC108157267|XP_017144744.1|DMIR
OG0010562	LOC6536538|XP_002097114.1|DYAK	LOC108157349|XP_017144859.1|DMIR
OG0010563	LOC6536536|XP_002097112.1|DYAK	LOC108156188|XP_017143008.1|DMIR
OG0010564	LOC6538088|XP_002098622.1|DYAK	LOC108154733|XP_017140589.1|DMIR
OG0010565	LOC6538882|XP_002099386.1|DYAK	LOC108157257|XP_017144723.2|DMIR, LOC117194603|XP_033255026.1|DMIR
OG0010566	LOC26535952|XP_015049098.1|DYAK	LOC108155791|XP_017142350.1|DMIR
OG0010567	LOC6539831|XP_002086714.2|DYAK	LOC108157799|XP_017145481.1|DMIR
OG0010568	LOC6538917|XP_002099421.1|DYAK	LOC108157819|XP_017145507.1|DMIR
OG0010569	LOC6538951|XP_002099454.1|DYAK	LOC108156431|XP_017143375.1|DMIR
OG0010570	LOC6538359|XP_002098883.1|DYAK	LOC108154339|XP_017140089.1|DMIR
OG0010571	LOC6535813|XP_002096435.1|DYAK	LOC108157358|XP_017144870.1|DMIR
OG0010572	LOC6537665|XP_002098210.1|DYAK	LOC108155993|XP_017142680.1|DMIR
OG0010573	LOC6538643|XP_002099163.2|DYAK	LOC108155351|XP_017141599.1|DMIR
OG0010574	LOC6538644|XP_002099164.1|DYAK	LOC108155355|XP_017141606.1|DMIR
OG0010575	LOC6538996|XP_002099498.2|DYAK	LOC108156234|XP_017143069.1|DMIR
OG0010576	LOC6536462|XP_002097043.1|DYAK	LOC108155527|XP_033246046.1|DMIR
OG0010577	LOC6536651|XP_002097223.3|DYAK	LOC108157284|XP_017144772.1|DMIR
OG0010578	LOC6538826|XP_002099339.1|DYAK	LOC108156372|XP_017143269.1|DMIR
OG0010579	LOC6537250|XP_002097808.1|DYAK	LOC108157843|XP_017145535.1|DMIR
OG0010580	LOC6535442|XP_002096091.2|DYAK	LOC108154562|XP_017140352.1|DMIR
OG0010581	LOC6535248|XP_002095904.2|DYAK	LOC108154582|XP_017140374.1|DMIR
OG0010582	LOC26535506|XP_015048672.1|DYAK	LOC108155245|XP_017141425.2|DMIR
OG0010583	LOC6537462|XP_002098018.2|DYAK	LOC108157689|XP_017145345.1|DMIR
OG0010584	LOC6537283|XP_002097841.1|DYAK	LOC108156100|XP_017142881.1|DMIR
OG0010585	LOC6537022|XP_002097589.1|DYAK	LOC108157820|XP_017145508.1|DMIR
OG0010586	LOC6535335|XP_002095991.1|DYAK	LOC108154115|XP_017139729.1|DMIR
OG0010587	LOC6538901|XP_002099405.2|DYAK	LOC117187041|XP_033244636.1|DMIR, LOC108155862|XP_017142470.2|DMIR
OG0010588	LOC26535470|XP_015048776.1|DYAK	LOC117194569|XP_033255003.1|DMIR, LOC108157204|XP_017144641.1|DMIR
OG0010589	LOC6531863|XP_002092650.2|DYAK	LOC108160599|XP_017150191.1|DMIR, LOC117193372|XP_033253990.1|DMIR
OG0010590	LOC6527637|XP_002088725.1|DYAK	LOC108163487|XP_017154288.1|DMIR
OG0010592	LOC6529483|XP_002090485.2|DYAK	LOC108164246|XP_017155370.2|DMIR
OG0010593	LOC6534844|XP_002095516.2|DYAK	LOC108151013|XP_017134863.1|DMIR
OG0010594	LOC6533321|XP_002094047.1|DYAK	LOC108157180|XP_017144592.1|DMIR, LOC108154475|XP_017140238.1|DMIR
OG0010595	LOC6533834|XP_002094534.1|DYAK	LOC108165229|XP_017156757.1|DMIR
OG0010596	LOC26535797|XP_015050399.1|DYAK	LOC108162276|XP_017152423.2|DMIR
OG0010597	LOC6533556|XP_002094266.1|DYAK	LOC108161545|XP_017151316.1|DMIR, LOC117189117|XP_033250017.1|DMIR
OG0010598	LOC6535158|XP_002095820.1|DYAK	LOC108153771|XP_017139398.1|DMIR
OG0010599	LOC6527476|XP_002088566.1|DYAK	LOC108161147|XP_017150858.1|DMIR
OG0010600	LOC6527491|XP_002088581.1|DYAK	LOC108163936|XP_017154960.1|DMIR
OG0010601	LOC6527527|XP_002088617.1|DYAK	LOC108162879|XP_017153321.1|DMIR
OG0010603	LOC6535865|XP_002096484.1|DYAK	LOC108154739|XP_033250267.1|DMIR
OG0010612	LOC6528060|XP_015054479.1|DYAK	LOC108162955|XP_017153442.1|DMIR
OG0010616	LOC120321769|XP_039231529.1|DYAK	LOC108154481|XP_017140269.1|DMIR
OG0010619	LOC6532720|XP_002093462.2|DYAK	LOC108154073|XP_017139663.2|DMIR
OG0010621	LOC6527458|XP_002088550.1|DYAK	LOC108164995|XP_017156511.1|DMIR
OG0010622	LOC26535177|XP_015048144.2|DYAK	LOC117187099|XP_033244920.1|DMIR
OG0010624	LOC6536320|XP_002096904.1|DYAK	LOC108154996|XP_017141034.1|DMIR
OG0010626	LOC6535884|XP_002096500.1|DYAK	LOC108154423|XP_017140182.1|DMIR
OG0010629	LOC6536962|XP_002097531.3|DYAK	LOC108157244|XP_017144704.1|DMIR
OG0010630	LOC6535835|XP_039232637.1|DYAK	LOC108154196|XP_017139901.1|DMIR
OG0010631	LOC6527103|XP_002088196.1|DYAK	LOC108161356|XP_017151088.1|DMIR
OG0010632	LOC6528745|XP_002089780.1|DYAK	LOC108159277|XP_017147927.2|DMIR, LOC117188497|XP_033248340.1|DMIR
OG0010633	LOC120320600|XP_039226668.1|DYAK	LOC117185764|XP_033252685.1|DMIR
OG0010634	LOC6529977|XP_002090923.2|DYAK	LOC108160870|XP_017150621.1|DMIR, LOC117191795|XP_033252446.1|DMIR
OG0010635	LOC6532095|XP_002092871.1|DYAK	LOC108160791|XP_017150487.1|DMIR
OG0010636	LOC6529339|XP_002090344.1|DYAK	LOC117188493|XP_033248333.1|DMIR, LOC108158184|XP_017145891.2|DMIR
OG0010637	LOC6526586|XP_002087694.2|DYAK	LOC108162285|XP_017152433.2|DMIR
OG0010638	LOC6525547|XP_002101382.3|DYAK	LOC108164935|XP_017156413.1|DMIR
OG0010639	LOC6525301|XP_002101137.1|DYAK	LOC108150948|XP_017134774.1|DMIR
OG0010640	LOC6525302|XP_002101138.1|DYAK	LOC108151210|XP_017135182.1|DMIR
OG0010641	LOC6525305|XP_002101141.1|DYAK	LOC108164666|XP_033243938.1|DMIR
OG0010642	LOC6524308|XP_002100167.2|DYAK	LOC108164635|XP_033247814.1|DMIR
OG0010643	LOC120321114|XP_039228668.1|DYAK	LOC108153101|XP_017138374.1|DMIR
OG0010644	LOC6526253|XP_002087375.2|DYAK	LOC108153835|XP_017139426.1|DMIR
OG0010645	LOC6523982|XP_002099854.1|DYAK	LOC108164572|XP_017155883.2|DMIR
OG0010646	LOC6535076|XP_002095740.2|DYAK	LOC108151316|XP_017135344.1|DMIR
OG0010647	LOC26534770|XP_015049941.1|DYAK	LOC108151976|XP_017136430.1|DMIR
OG0010648	LOC6533287|XP_039229460.1|DYAK	LOC108150964|XP_017134787.2|DMIR
OG0010650	LOC6532665|XP_002093409.1|DYAK	LOC108150783|XP_017134571.1|DMIR
OG0010651	LOC6539638|XP_002086524.1|DYAK	LOC108151312|XP_017135340.1|DMIR
OG0010653	LOC6538572|XP_002099094.1|DYAK	LOC108154262|XP_017139987.1|DMIR
OG0010655	LOC6539608|XP_015045080.2|DYAK	LOC108150819|XP_033243416.1|DMIR
OG0010657	LOC6524780|XP_002100624.1|DYAK	LOC108164123|XP_017155212.1|DMIR
OG0010658	LOC6524500|XP_002100357.3|DYAK	LOC108165263|XP_033243805.1|DMIR
OG0010659	LOC6524257|XP_002100120.1|DYAK	LOC108153775|XP_017139405.1|DMIR
OG0010660	LOC6524260|XP_002100123.1|DYAK	LOC108150810|XP_017134604.1|DMIR
OG0010661	LOC6525177|XP_002101015.2|DYAK	LOC108151728|XP_017136003.1|DMIR
OG0010662	LOC6523857|XP_015045355.1|DYAK	LOC108153428|XP_017138919.1|DMIR
OG0010663	LOC6526115|XP_002101932.2|DYAK	LOC108163984|XP_017155040.1|DMIR
OG0010664	LOC6525123|XP_002100961.1|DYAK	LOC108150750|XP_017134536.1|DMIR
OG0010665	LOC6525759|XP_002101580.1|DYAK	LOC117189149|XP_033250110.1|DMIR
OG0010666	LOC6524135|XP_002099999.2|DYAK	LOC108164884|XP_017156319.1|DMIR
OG0010667	LOC6524695|XP_002100539.1|DYAK	LOC108154268|XP_017140034.1|DMIR
OG0010668	LOC6523976|XP_002099848.1|DYAK	LOC108161948|XP_017151883.1|DMIR
OG0010669	LOC6525392|XP_002101227.2|DYAK	LOC108165155|XP_033244799.1|DMIR
OG0010670	LOC6524352|XP_002100210.1|DYAK	LOC108151773|XP_017136145.1|DMIR
OG0010671	LOC120322382|XP_039233496.1|DYAK	LOC108151936|XP_017136392.1|DMIR
OG0010672	LOC6534011|XP_002094700.1|DYAK	LOC108164616|XP_017155947.1|DMIR
OG0010673	LOC6525617|XP_002101452.1|DYAK	LOC108164860|XP_017156279.1|DMIR
OG0010674	LOC6524143|XP_002100006.1|DYAK	LOC108158459|XP_017146280.1|DMIR
OG0010675	LOC6525694|XP_002101516.1|DYAK	LOC108165021|XP_017156547.1|DMIR
OG0010677	LOC6526050|XP_002101867.1|DYAK	LOC108151711|XP_017135972.1|DMIR
OG0010678	LOC26534525|XP_015046500.1|DYAK	LOC108159096|XP_033254418.1|DMIR
OG0010679	LOC6533460|XP_002094171.2|DYAK	LOC108163874|XP_033248804.1|DMIR
OG0010680	LOC6525421|XP_015046284.1|DYAK	LOC108157625|XP_017145251.1|DMIR
OG0010681	LOC6525424|XP_002101259.1|DYAK	LOC108152176|XP_017136794.1|DMIR
OG0010682	LOC6525426|XP_039229746.1|DYAK	LOC108155830|XP_017142462.1|DMIR
OG0010683	LOC6528271|XP_002089324.2|DYAK	LOC108163329|XP_017154050.1|DMIR
OG0010684	LOC6528269|XP_002089322.2|DYAK	LOC108162897|XP_017153356.1|DMIR, LOC108162910|XP_017153374.2|DMIR
OG0010685	LOC6529814|XP_002090796.1|DYAK	LOC108161415|XP_017151159.1|DMIR
OG0010686	LOC6527510|XP_002088600.2|DYAK	LOC108161601|XP_017151378.1|DMIR
OG0010687	LOC6528004|XP_002089071.1|DYAK	LOC108161327|XP_017151051.2|DMIR
OG0010688	LOC6527337|XP_002088429.2|DYAK	LOC108163384|XP_017154127.1|DMIR
OG0010689	LOC6526965|XP_002088061.1|DYAK	LOC108162165|XP_017152244.1|DMIR
OG0010690	LOC6527162|XP_039226869.1|DYAK	LOC108161152|XP_017150863.2|DMIR
OG0010691	LOC26535283|XP_015054606.1|DYAK	LOC108162638|XP_017152951.2|DMIR
OG0010692	LOC6527151|XP_002088245.1|DYAK	LOC108162636|XP_017152949.2|DMIR
OG0010693	LOC6529262|XP_002090267.2|DYAK	LOC108162553|XP_033248472.1|DMIR
OG0010694	LOC6527443|XP_002088535.1|DYAK	LOC108161174|XP_017150884.2|DMIR
OG0010695	LOC6526896|XP_002087995.1|DYAK	LOC108162379|XP_017152585.1|DMIR
OG0010696	LOC6526485|XP_002087602.1|DYAK	LOC108164291|XP_017155428.1|DMIR
OG0010697	LOC6527004|XP_002088100.3|DYAK	LOC108162116|XP_017152178.1|DMIR
OG0010698	LOC6527052|XP_002088145.1|DYAK	LOC108162159|XP_017152226.1|DMIR
OG0010699	LOC6529182|XP_002090189.2|DYAK	LOC108164022|XP_017155085.1|DMIR
OG0010701	LOC6526598|XP_002087706.1|DYAK	LOC108161524|XP_017151291.2|DMIR
OG0010702	LOC6526332|XP_002087454.1|DYAK	LOC108163897|XP_017154905.1|DMIR
OG0010703	LOC6526350|XP_002087472.1|DYAK	LOC108162773|XP_017153157.1|DMIR
OG0010704	LOC6526804|XP_002087906.1|DYAK	LOC108164312|XP_017155450.1|DMIR
OG0010705	LOC6532753|XP_002093495.1|DYAK	LOC108150784|XP_017134573.1|DMIR
OG0010707	LOC6533021|XP_002093756.1|DYAK	LOC108150773|XP_017134558.2|DMIR
OG0010708	LOC26535222|XP_015050999.2|DYAK	LOC108163240|XP_017153890.1|DMIR, LOC108151279|XP_017135296.1|DMIR
OG0010709	LOC6534446|XP_002095123.1|DYAK	LOC108151154|XP_017135071.1|DMIR
OG0010710	LOC6532947|XP_002093682.2|DYAK	LOC108151351|XP_017135397.1|DMIR
OG0010712	LOC6532660|XP_002093404.1|DYAK	LOC108152290|XP_017137001.1|DMIR
OG0010713	LOC6534291|XP_002094972.3|DYAK	LOC117185875|XP_033242414.1|DMIR
OG0010714	LOC26534716|XP_015049879.1|DYAK	LOC108153615|XP_017139203.1|DMIR
OG0010715	LOC26534946|XP_015045020.2|DYAK	LOC108152511|XP_017137393.1|DMIR
OG0010716	LOC6534602|XP_002095277.1|DYAK	LOC108153753|XP_017139374.1|DMIR
OG0010717	LOC6534517|XP_002095194.3|DYAK	LOC108152182|XP_017136810.1|DMIR
OG0010718	LOC6534091|XP_002094777.1|DYAK	LOC108152194|XP_017136837.1|DMIR
OG0010719	LOC6536029|XP_002096644.1|DYAK	LOC108155688|XP_017142149.1|DMIR
OG0010720	LOC6534485|XP_039229833.1|DYAK	LOC108151045|XP_017134904.1|DMIR
OG0010721	LOC6534481|XP_002095158.1|DYAK	LOC108165522|XP_017157068.1|DMIR
OG0010722	LOC6531613|XP_002092410.1|DYAK	LOC117188482|XP_033248309.1|DMIR, LOC108159058|XP_017147486.2|DMIR
OG0010723	LOC26534557|XP_015044946.2|DYAK	LOC108150786|XP_017134576.1|DMIR
OG0010724	LOC26535132|XP_015052871.1|DYAK	LOC117191659|XP_033252357.1|DMIR, LOC108158004|XP_017145635.1|DMIR
OG0010725	LOC6530747|XP_002091637.1|DYAK	LOC108158006|XP_033252358.1|DMIR, LOC117187773|XP_033246482.1|DMIR
OG0010726	LOC6531437|XP_002092240.1|DYAK	LOC108159155|XP_017147642.1|DMIR
OG0010727	LOC6528361|XP_002089410.1|DYAK	LOC117188478|XP_033248292.1|DMIR, LOC108159370|XP_017148087.2|DMIR
OG0010728	LOC6528382|XP_002089429.2|DYAK	LOC117188496|XP_033248339.1|DMIR, LOC108158222|XP_017145942.2|DMIR
OG0010730	LOC26534523|XP_015051480.1|DYAK	LOC117188078|XP_033247277.1|DMIR, LOC108158162|XP_017145874.2|DMIR
OG0010731	LOC6530818|XP_002091701.2|DYAK	LOC108161017|XP_017150818.1|DMIR, LOC117194159|XP_033254706.1|DMIR
OG0010732	LOC26536242|XP_015052962.1|DYAK	LOC117190014|XP_033250996.1|DMIR, LOC108158160|XP_017145872.1|DMIR
OG0010733	LOC6531899|XP_039228918.1|DYAK	LOC108160730|XP_033247515.1|DMIR
OG0010734	LOC6530425|XP_002091341.1|DYAK	LOC108160981|XP_017150773.1|DMIR
OG0010735	LOC6530296|XP_002091223.1|DYAK	LOC108160775|XP_017150466.1|DMIR
OG0010736	LOC6529081|XP_002090094.1|DYAK	LOC108161015|XP_017150816.1|DMIR
OG0010737	LOC120320627|XP_039226802.1|DYAK	LOC108160909|XP_033250427.1|DMIR
OG0010738	LOC6538647|XP_015048939.1|DYAK	LOC108155169|XP_017141324.1|DMIR
OG0010739	LOC26534974|XP_015047617.1|DYAK	LOC108155869|XP_033245463.1|DMIR
OG0010740	LOC6535338|XP_002095994.2|DYAK	LOC108157716|XP_017145375.1|DMIR
OG0010741	LOC6536764|XP_002097336.2|DYAK	LOC108157679|XP_017145334.1|DMIR
OG0010742	LOC6536673|XP_002097246.1|DYAK	LOC117187020|XP_033244532.1|DMIR, LOC117187156|XP_033245112.1|DMIR
OG0010743	LOC6535728|XP_002096351.3|DYAK	LOC108156613|XP_017143657.1|DMIR
OG0010744	LOC6539892|XP_002086774.1|DYAK	LOC108157291|XP_017144779.1|DMIR
OG0010745	LOC6537107|XP_002097668.1|DYAK	LOC108155416|XP_017141702.1|DMIR
OG0010746	LOC6536301|XP_002096885.1|DYAK	LOC108156828|XP_017144020.1|DMIR, LOC108156104|XP_017142888.2|DMIR
OG0010747	LOC6538590|XP_002099112.2|DYAK	LOC108156474|XP_033244858.1|DMIR
OG0010748	LOC6536686|XP_002097259.1|DYAK	LOC108157858|XP_017145553.1|DMIR
OG0010749	LOC6538729|XP_002099244.1|DYAK	LOC108156866|XP_017144083.1|DMIR
OG0010750	LOC6538728|XP_002099243.2|DYAK	LOC108156860|XP_017144076.1|DMIR
OG0010751	LOC6535688|XP_002096316.1|DYAK	LOC108155315|XP_033245827.1|DMIR
OG0010752	LOC26536305|XP_015049077.1|DYAK	LOC108157378|XP_017144897.1|DMIR
OG0010753	LOC6537810|XP_002098351.1|DYAK	LOC108155439|XP_017141741.1|DMIR
OG0010754	LOC6536564|XP_002097140.1|DYAK	LOC108155387|XP_017141656.1|DMIR
OG0010755	LOC6538370|XP_002098894.2|DYAK	LOC108153963|XP_033245903.1|DMIR
OG0010756	LOC6538371|XP_002098895.3|DYAK	LOC108153964|XP_017139550.2|DMIR
OG0010757	LOC6538046|XP_002098581.3|DYAK	LOC108154452|XP_017140213.1|DMIR
OG0010758	LOC6538032|XP_002098567.1|DYAK	LOC108156067|XP_017142839.2|DMIR
OG0010759	LOC6538975|XP_039231903.1|DYAK	LOC108154626|XP_017140437.1|DMIR
OG0010760	LOC6536599|XP_002097175.1|DYAK	LOC108156777|XP_017143938.1|DMIR
OG0010761	LOC6536145|XP_002096746.1|DYAK	LOC108153894|XP_017139480.1|DMIR
OG0010762	LOC6538193|XP_002098721.2|DYAK	LOC108154907|XP_017140848.1|DMIR
OG0010763	LOC6537666|XP_002098211.1|DYAK	LOC108155990|XP_017142677.1|DMIR
OG0010764	LOC6537695|XP_002098240.1|DYAK	LOC108154316|XP_017140064.2|DMIR
OG0010765	LOC6538145|XP_002098679.1|DYAK	LOC108157740|XP_017145407.1|DMIR
OG0010766	LOC6536451|XP_002097032.1|DYAK	LOC108157364|XP_017144879.1|DMIR
OG0010767	LOC6538914|XP_002099418.3|DYAK	LOC108155697|XP_017142161.1|DMIR
OG0010768	LOC6538360|XP_002098884.1|DYAK	LOC108154630|XP_017140442.1|DMIR
OG0010769	LOC6538627|XP_002099149.1|DYAK	LOC108157480|XP_017145054.1|DMIR
OG0010770	LOC6538827|XP_002099340.1|DYAK	LOC108156371|XP_017143268.1|DMIR
OG0010771	LOC6528516|XP_002089562.1|DYAK	LOC108158202|XP_017145914.1|DMIR
OG0010772	LOC6535450|XP_002096094.3|DYAK	LOC108153876|XP_017139465.1|DMIR
OG0010773	LOC6535446|XP_002096093.1|DYAK	LOC108154709|XP_017140548.1|DMIR
OG0010774	LOC6535291|XP_002095947.2|DYAK	LOC108156339|XP_017143227.1|DMIR
OG0010775	LOC6536970|XP_039232545.1|DYAK	LOC108153920|XP_017139505.2|DMIR
OG0010776	LOC6529206|XP_002090213.1|DYAK	LOC108163392|XP_017154138.1|DMIR
OG0010777	LOC6536786|XP_002097356.1|DYAK	LOC108157591|XP_017145207.1|DMIR
OG0010778	LOC6536755|XP_002097327.2|DYAK	LOC108154439|XP_017140201.1|DMIR
OG0010779	LOC6536750|XP_015047932.1|DYAK	LOC108157402|XP_017144935.1|DMIR
OG0010780	LOC6537802|XP_002098343.2|DYAK	LOC108156915|XP_017144152.2|DMIR
OG0010781	LOC6536211|XP_002096802.1|DYAK	LOC108156452|XP_033244808.1|DMIR
OG0010782	LOC6535696|XP_002096324.1|DYAK	LOC108154980|XP_017141007.1|DMIR
OG0010783	LOC6537112|XP_002097673.1|DYAK	LOC108155556|XP_017141936.1|DMIR
OG0010784	LOC26535381|XP_015051495.1|DYAK	LOC108159293|XP_017147950.2|DMIR
OG0010785	LOC6530228|XP_002091165.1|DYAK	LOC108158433|XP_017146204.1|DMIR
OG0010786	LOC6531273|XP_002092082.2|DYAK	LOC108159220|XP_017147809.1|DMIR
OG0010787	LOC6530114|XP_002091060.1|DYAK	LOC117190371|XP_033251342.1|DMIR, LOC108158440|XP_033246204.1|DMIR
OG0010788	LOC26535658|XP_015052919.1|DYAK	LOC108159072|XP_017147511.2|DMIR
OG0010789	LOC6531530|XP_002092329.1|DYAK	LOC117192852|XP_033253496.1|DMIR, LOC117192854|XP_033253499.1|DMIR, LOC108160472|XP_017149980.1|DMIR, LOC117193364|XP_033253972.1|DMIR, LOC108160471|XP_017149977.1|DMIR
OG0010790	LOC6530485|XP_002091400.1|DYAK	LOC117185968|XP_033252872.1|DMIR, LOC108160434|XP_017149931.1|DMIR, LOC117185897|XP_033246560.1|DMIR
OG0010791	LOC6527274|XP_002088368.1|DYAK	LOC108163377|XP_017154119.2|DMIR
OG0010792	LOC6525806|XP_002101627.1|DYAK	LOC108159829|XP_017148899.1|DMIR
OG0010793	LOC6539097|XP_002086004.1|DYAK	LOC108163251|XP_017154303.1|DMIR
OG0010794	LOC6532995|XP_002093730.1|DYAK	LOC108157755|XP_017145424.1|DMIR
OG0010795	LOC6532649|XP_002093393.1|DYAK	LOC117188759|XP_033248987.1|DMIR
OG0010797	LOC6535064|XP_002095728.1|DYAK	LOC108150811|XP_017134605.1|DMIR, LOC108154302|XP_017140045.1|DMIR
OG0010798	LOC6532256|XP_002093028.2|DYAK	LOC108153099|XP_017138372.1|DMIR
OG0010799	LOC6533988|XP_002094679.1|DYAK	LOC108152434|XP_017137255.1|DMIR
OG0010800	LOC120321612|XP_039230783.1|DYAK	LOC108151745|XP_017136056.1|DMIR
OG0010801	LOC6527486|XP_002088576.1|DYAK	LOC108163422|XP_017154180.1|DMIR
OG0010802	LOC6526853|XP_002087953.1|DYAK	LOC108161389|XP_017151127.1|DMIR
OG0010803	LOC6526466|XP_002087585.1|DYAK	LOC108151028|XP_017134880.1|DMIR
OG0010804	LOC6527210|XP_039227399.1|DYAK	LOC108164208|XP_017155328.1|DMIR
OG0010806	LOC6527228|XP_002088322.1|DYAK	LOC108162826|XP_017153241.1|DMIR
OG0010807	LOC6528086|XP_002089153.1|DYAK	LOC108164179|XP_017155286.1|DMIR
OG0010808	LOC6524881|XP_039226524.1|DYAK	LOC117186144|XP_033242212.1|DMIR
OG0010810	LOC6530238|XP_002091175.1|DYAK	LOC108159830|XP_017148897.1|DMIR, LOC117193207|XP_033253850.1|DMIR
OG0010820	LOC6532607|XP_039229975.1|DYAK	LOC108153149|XP_017138440.1|DMIR
OG0010821	LOC6529805|XP_002090787.1|DYAK	LOC108163894|XP_017154903.1|DMIR
OG0010824	LOC6533123|XP_002093849.1|DYAK	LOC108150772|XP_033243069.1|DMIR
OG0010825	LOC6529904|XP_002090861.3|DYAK	LOC108160772|XP_033247420.1|DMIR
OG0010827	LOC6536331|XP_002096915.3|DYAK	LOC108155294|XP_017141498.1|DMIR
OG0010828	LOC6525892|XP_002101712.1|DYAK	LOC108153144|XP_017138438.1|DMIR
OG0010830	LOC6528000|XP_002089067.2|DYAK	LOC108161329|XP_017151053.1|DMIR
OG0010831	LOC120320806|XP_039227392.1|DYAK	LOC117188870|XP_033249282.1|DMIR, LOC117188871|XP_033249283.1|DMIR
OG0010832	LOC6532098|XP_002092874.1|DYAK	LOC108160023|XP_017149248.2|DMIR, LOC117188019|XP_033247044.1|DMIR
OG0010833	LOC6531862|XP_002092649.1|DYAK	LOC108154659|XP_017140484.1|DMIR
OG0010834	LOC6524996|XP_002100836.1|DYAK	LOC117186579|XP_033243432.1|DMIR, LOC108158297|XP_033242979.1|DMIR
OG0010835	LOC6525110|XP_002100949.2|DYAK	LOC108154625|XP_033252201.1|DMIR
OG0010837	LOC26535958|XP_015045157.2|DYAK	LOC108151661|XP_017135871.2|DMIR
OG0010838	LOC6534977|XP_039230817.1|DYAK	LOC108152495|XP_017137359.1|DMIR
OG0010839	LOC6534832|XP_002095504.1|DYAK	LOC108152044|XP_017136536.1|DMIR
OG0010840	LOC6539725|XP_002086613.1|DYAK	LOC108151016|XP_017134866.1|DMIR
OG0010841	LOC6527546|XP_002088636.2|DYAK	LOC108163733|XP_017154679.1|DMIR
OG0010842	LOC26534586|XP_039227773.1|DYAK	LOC117190830|XP_033251757.1|DMIR, LOC117185955|XP_033251825.1|DMIR, LOC108160063|XP_017149299.1|DMIR
OG0010843	LOC26535954|XP_015052942.1|DYAK	LOC108159715|XP_017148724.2|DMIR
OG0010844	LOC6537748|XP_002098289.2|DYAK	LOC108154288|XP_017140028.1|DMIR
OG0010845	LOC6524220|XP_002100083.1|DYAK	LOC108151580|XP_017135748.1|DMIR
OG0010846	LOC26535731|XP_015048841.1|DYAK	LOC108157459|XP_017145020.1|DMIR
OG0010847	LOC6525102|XP_015046097.1|DYAK	LOC108151095|XP_017134977.1|DMIR
OG0010848	LOC6524751|XP_002100595.1|DYAK	LOC108157134|XP_017144563.1|DMIR
OG0010849	LOC6524253|XP_002100116.1|DYAK	LOC108165242|XP_017156768.1|DMIR
OG0010850	LOC6524518|XP_002100375.1|DYAK	LOC108165585|XP_017157146.1|DMIR
OG0010852	LOC26535414|XP_015051596.1|DYAK	LOC108151861|XP_017136241.1|DMIR, LOC108161571|XP_017151349.1|DMIR
OG0010853	LOC6524434|XP_002100292.1|DYAK	LOC108164857|XP_017156278.1|DMIR
OG0010854	LOC6524696|XP_002100540.1|DYAK	LOC108154188|XP_017139917.1|DMIR
OG0010855	LOC120322384|XP_039233500.1|DYAK	LOC108152010|XP_017136516.1|DMIR
OG0010856	LOC6525952|XP_002101772.1|DYAK	LOC108151079|XP_017134954.1|DMIR
OG0010858	LOC6525650|XP_002101472.1|DYAK	LOC108152281|XP_017136991.1|DMIR
OG0010859	LOC6528182|XP_002089245.1|DYAK	LOC108163745|XP_017154702.1|DMIR
OG0010862	LOC6526581|XP_002087689.1|DYAK	LOC108161555|XP_017151327.1|DMIR
OG0010863	LOC6527926|XP_002088994.1|DYAK	LOC108162054|XP_017152080.1|DMIR
OG0010864	LOC26534788|XP_015052843.1|DYAK	LOC108162107|XP_017152166.1|DMIR
OG0010865	LOC6529015|XP_039226870.1|DYAK	LOC108163814|XP_017154794.1|DMIR
OG0010866	LOC6532348|XP_015049292.1|DYAK	LOC108151206|XP_017135170.1|DMIR
OG0010867	LOC26536349|XP_015049602.1|DYAK	LOC108150959|XP_017134781.1|DMIR
OG0010868	LOC6533014|XP_002093749.1|DYAK	LOC108151816|XP_017136163.1|DMIR
OG0010869	LOC26534847|XP_039230194.1|DYAK	LOC108151827|XP_017136185.1|DMIR
OG0010870	LOC26536251|XP_015049383.1|DYAK	LOC108165347|XP_017156869.1|DMIR
OG0010871	LOC26534495|XP_015049384.1|DYAK	LOC108150781|XP_017134569.1|DMIR
