Orthogroup	DYAK.longest_only	CPIP.longest_only
OG0006460	LOC6538785|XP_002099298.1|DYAK	LOC120426732|XP_039447439.1|CPIP
OG0006461	LOC6535909|XP_002096525.1|DYAK	LOC120427080|XP_039447856.1|CPIP
OG0006462	LOC6537917|XP_002098457.3|DYAK	LOC120427070|XP_039447842.1|CPIP
OG0006463	LOC6537171|XP_015048178.1|DYAK	LOC120427078|XP_039447854.1|CPIP
OG0006464	LOC6534782|XP_039230615.1|DYAK	LOC120424046|XP_039444002.1|CPIP
OG0006465	LOC6524472|XP_002100329.2|DYAK	LOC120431604|XP_039452642.1|CPIP
OG0006466	LOC6524382|XP_002100240.2|DYAK	LOC120431606|XP_039452645.1|CPIP
OG0006467	LOC6535596|XP_002096224.1|DYAK	LOC120422556|XP_039441967.1|CPIP
OG0006468	LOC6538766|XP_002099280.1|DYAK	LOC120431785|XP_039452841.1|CPIP
OG0006469	LOC6525133|XP_002100971.1|DYAK	LOC120425163|XP_039445535.1|CPIP
OG0006470	LOC6534574|XP_002095250.2|DYAK	LOC120430220|XP_039451232.1|CPIP
OG0006471	LOC6538777|XP_002099291.3|DYAK	LOC120425741|XP_039446281.1|CPIP
OG0006472	LOC6538779|XP_002099293.1|DYAK	LOC120425739|XP_039446278.1|CPIP
OG0006473	LOC6533536|XP_015050129.1|DYAK	LOC120425753|XP_039446295.1|CPIP
OG0006474	LOC6531369|XP_002092172.1|DYAK	LOC120425755|XP_039446303.1|CPIP
OG0006475	LOC6537602|XP_002098148.2|DYAK	LOC120425749|XP_039446289.1|CPIP
OG0006476	LOC6524081|XP_039230631.1|DYAK	LOC120418329|XP_039436597.1|CPIP
OG0006477	LOC6524305|XP_039233142.1|DYAK	LOC120418331|XP_039436600.1|CPIP
OG0006478	LOC6538804|XP_002099317.2|DYAK	LOC120427252|XP_039448041.1|CPIP
OG0006479	LOC6538802|XP_039232712.1|DYAK	LOC120427682|XP_039448497.1|CPIP
OG0006480	LOC6528483|XP_002089529.3|DYAK	LOC120427681|XP_039448496.1|CPIP
OG0006481	LOC6527329|XP_002088421.1|DYAK	LOC120428286|XP_039449212.1|CPIP
OG0006482	LOC6538094|XP_002098628.3|DYAK	LOC120422551|XP_039441958.1|CPIP
OG0006483	LOC6538635|XP_002099155.1|DYAK	LOC120431707|XP_039452762.1|CPIP
OG0006484	LOC6538633|XP_039231649.1|DYAK	LOC120431916|XP_039452986.1|CPIP
OG0006485	LOC6536194|XP_002096785.1|DYAK	LOC120426247|XP_039446919.1|CPIP
OG0006486	LOC6536542|XP_015047809.1|DYAK	LOC120432493|XP_039453641.1|CPIP
OG0006487	LOC6536487|XP_002097065.1|DYAK	LOC120427897|XP_039448766.1|CPIP
OG0006488	LOC6532286|XP_002093046.1|DYAK	LOC120416953|XP_039434796.1|CPIP
OG0006489	LOC6538133|XP_002098668.1|DYAK	LOC120414264|XP_039431311.1|CPIP
OG0006490	LOC26535620|XP_039232333.1|DYAK	LOC120418383|XP_039436691.1|CPIP
OG0006491	LOC6529599|XP_002090593.1|DYAK	LOC120418362|XP_039436656.1|CPIP
OG0006492	LOC6537537|XP_002098083.1|DYAK	LOC120424279|XP_039444283.1|CPIP
OG0006493	LOC6525667|XP_002101489.1|DYAK	LOC120427399|XP_039448189.1|CPIP
OG0006494	LOC6524809|XP_039229430.1|DYAK	LOC120427397|XP_039448184.1|CPIP
OG0006496	LOC6538776|XP_002099290.1|DYAK	LOC120427146|XP_039447937.1|CPIP
OG0006497	LOC6536889|XP_002097458.1|DYAK	LOC120426698|XP_039447410.1|CPIP
OG0006498	LOC6536887|XP_002097456.1|DYAK	LOC120428906|XP_039449977.1|CPIP
OG0006499	LOC6538999|XP_039231048.1|DYAK	LOC120425695|XP_039446211.1|CPIP
OG0006500	LOC6527996|XP_002089063.2|DYAK	LOC120420730|XP_039439760.1|CPIP
OG0006501	LOC6538841|XP_002099354.1|DYAK	LOC120420716|XP_039439746.1|CPIP
OG0006502	LOC6538845|XP_015049072.2|DYAK	LOC120420719|XP_039439751.1|CPIP
OG0006503	LOC6538847|XP_002099360.2|DYAK	LOC120420715|XP_039439745.1|CPIP
OG0006504	LOC6538848|XP_002099361.1|DYAK	LOC120420729|XP_039439758.1|CPIP
OG0006505	LOC6538003|XP_002098538.1|DYAK	LOC120420720|XP_039439752.1|CPIP
OG0006507	LOC6535477|XP_015047170.2|DYAK	LOC120425720|XP_039446259.1|CPIP
OG0006508	LOC6535479|XP_002096110.1|DYAK	LOC120425725|XP_039446263.1|CPIP
OG0006509	LOC6526064|XP_039229765.1|DYAK	LOC120414289|XP_039431354.1|CPIP
OG0006510	LOC6536516|XP_002097093.1|DYAK	LOC120426702|XP_039447416.1|CPIP
OG0006511	LOC6536890|XP_002097459.2|DYAK	LOC120426682|XP_039447391.1|CPIP
OG0006512	LOC6535829|XP_002096450.1|DYAK	LOC120427257|XP_039448051.1|CPIP
OG0006513	LOC6536899|XP_015047991.1|DYAK	LOC120421022|XP_039440079.1|CPIP
OG0006516	LOC6538677|XP_039232070.1|DYAK	LOC120431643|XP_039452684.1|CPIP
OG0006517	LOC6538679|XP_002099198.1|DYAK	LOC120425430|XP_039445893.1|CPIP
OG0006518	LOC6538678|XP_039232053.1|DYAK	LOC120425424|XP_039445883.1|CPIP
OG0006519	LOC6538680|XP_002099199.2|DYAK	LOC120425416|XP_039445880.1|CPIP
OG0006520	LOC6538818|XP_002099331.1|DYAK	LOC120430498|XP_039451528.1|CPIP
OG0006521	LOC6537332|XP_002097889.1|DYAK	LOC120427164|XP_039447957.1|CPIP
OG0006522	LOC6538814|XP_002099327.1|DYAK	LOC120421188|XP_039440323.1|CPIP
OG0006523	LOC6537192|XP_002097750.1|DYAK	LOC120421193|XP_039440331.1|CPIP
OG0006524	LOC6527057|XP_002088150.1|DYAK	LOC120421187|XP_039440322.1|CPIP
OG0006525	LOC26535979|XP_039226088.1|DYAK	LOC120421197|XP_039440334.1|CPIP
OG0006526	LOC6537592|XP_039231844.1|DYAK	LOC120430080|XP_039451104.1|CPIP
OG0006527	LOC6537590|XP_002098136.1|DYAK	LOC120430084|XP_039451107.1|CPIP
OG0006528	LOC6537589|XP_002098135.1|DYAK	LOC120430081|XP_039451105.1|CPIP
OG0006529	LOC6537585|XP_002098131.2|DYAK	LOC120430908|XP_039451964.1|CPIP
OG0006530	LOC6537583|XP_002098129.1|DYAK	LOC120430909|XP_039451965.1|CPIP
OG0006531	LOC6537579|XP_002098125.1|DYAK	LOC120429546|XP_039450537.1|CPIP
OG0006532	LOC6537572|XP_002098118.1|DYAK	LOC120429014|XP_039450085.1|CPIP, LOC120429011|XP_039450083.1|CPIP
OG0006534	LOC6537187|XP_002097745.1|DYAK	LOC120430272|XP_039451292.1|CPIP
OG0006535	LOC6538789|XP_002099302.1|DYAK	LOC120432518|XP_039453670.1|CPIP
OG0006536	LOC6537546|XP_002098092.1|DYAK	LOC120422554|XP_039441963.1|CPIP
OG0006538	LOC6538267|XP_039232870.1|DYAK	LOC120414274|XP_039431330.1|CPIP
OG0006539	LOC6538174|XP_002098702.1|DYAK	LOC120426158|XP_039446808.1|CPIP
OG0006540	LOC6537659|XP_015048457.1|DYAK	LOC120430171|XP_039451185.1|CPIP
OG0006541	LOC6538078|XP_002098612.1|DYAK	LOC120424234|XP_039444231.1|CPIP
OG0006542	LOC6538077|XP_002098611.1|DYAK	LOC120424235|XP_039444232.1|CPIP
OG0006543	LOC6538332|XP_015048782.1|DYAK	LOC120428724|XP_039449731.1|CPIP
OG0006544	LOC120321707|XP_039231057.1|DYAK	LOC120421005|XP_039440053.1|CPIP
OG0006545	LOC6523815|XP_002099690.1|DYAK	LOC120421011|XP_039440063.1|CPIP
OG0006546	LOC6537838|XP_002098379.1|DYAK	LOC120421004|XP_039440052.1|CPIP
OG0006547	LOC6538684|XP_039232037.1|DYAK	LOC120423818|XP_039443674.1|CPIP
OG0006549	LOC6537042|XP_002097609.1|DYAK	LOC120431860|XP_039452930.1|CPIP
OG0006550	LOC6539022|XP_002099524.1|DYAK	LOC120430430|XP_039451467.1|CPIP
OG0006551	LOC6525828|XP_002101648.1|DYAK	LOC120417093|XP_039435006.1|CPIP
OG0006552	LOC6525825|XP_002101645.1|DYAK	LOC120417096|XP_039435008.1|CPIP
OG0006553	LOC6538303|XP_002098830.1|DYAK	LOC120425055|XP_039445361.1|CPIP
OG0006554	LOC6535922|XP_039231521.1|DYAK	LOC120425081|XP_039445410.1|CPIP
OG0006555	LOC6535256|XP_002095912.1|DYAK	LOC120425041|XP_039445345.1|CPIP
OG0006556	LOC6536997|XP_002097566.2|DYAK	LOC120425067|XP_039445374.1|CPIP, LOC120425066|XP_039445373.1|CPIP
OG0006557	LOC6536636|XP_002097208.1|DYAK	LOC120415977|XP_039433561.1|CPIP
OG0006558	LOC6537859|XP_015048553.1|DYAK	LOC120420750|XP_039439784.1|CPIP
OG0006559	LOC6536438|XP_002097019.1|DYAK	LOC120420756|XP_039439793.1|CPIP
OG0006560	LOC6538001|XP_002098536.1|DYAK	LOC120420757|XP_039439794.1|CPIP
OG0006561	LOC6538000|XP_002098535.1|DYAK	LOC120420755|XP_039439792.1|CPIP
OG0006562	LOC6538294|XP_002098821.1|DYAK	LOC120423337|XP_039443042.1|CPIP
OG0006563	LOC6536806|XP_002097376.1|DYAK	LOC120423354|XP_039443063.1|CPIP
OG0006564	LOC6536804|XP_002097374.2|DYAK	LOC120423342|XP_039443046.1|CPIP
OG0006565	LOC6536730|XP_002097302.3|DYAK	LOC120423326|XP_039443021.1|CPIP
OG0006566	LOC6537284|XP_015048257.1|DYAK	LOC120425364|XP_039445802.1|CPIP
OG0006574	LOC6536515|XP_015047794.1|DYAK	LOC120427401|XP_039448191.1|CPIP
OG0006575	LOC6538055|XP_002098590.1|DYAK	LOC120425432|XP_039445895.1|CPIP
OG0006576	LOC6538648|XP_002099168.1|DYAK	LOC120422561|XP_039441977.1|CPIP
OG0006577	LOC6536193|XP_002096784.1|DYAK	LOC120422560|XP_039441976.1|CPIP
OG0006578	LOC6538649|XP_039231394.1|DYAK	LOC120422578|XP_039442000.1|CPIP
OG0006579	LOC6527756|XP_002088836.1|DYAK	LOC120422558|XP_039441975.1|CPIP
OG0006580	LOC6537444|XP_002098000.1|DYAK	LOC120425376|XP_039445822.1|CPIP
OG0006581	LOC6535377|XP_002096027.1|DYAK	LOC120425366|XP_039445808.1|CPIP
OG0006582	LOC6535467|XP_002096098.1|DYAK	LOC120425374|XP_039445816.1|CPIP
OG0006583	LOC6537459|XP_002098015.3|DYAK	LOC120425378|XP_039445825.1|CPIP
OG0006584	LOC6526722|XP_002087825.1|DYAK	LOC120425390|XP_039445841.1|CPIP
OG0006585	LOC6527660|XP_015053760.2|DYAK	LOC120430432|XP_039451472.1|CPIP
OG0006586	LOC6537962|XP_002098499.1|DYAK	LOC120417079|XP_039434983.1|CPIP
OG0006587	LOC6537963|XP_002098500.3|DYAK	LOC120417076|XP_039434978.1|CPIP
OG0006588	LOC6536687|XP_002097260.3|DYAK	LOC120417077|XP_039434979.1|CPIP
OG0006590	LOC6536129|XP_002096730.1|DYAK	LOC120427725|XP_039448562.1|CPIP
OG0006591	LOC6534695|XP_002095370.3|DYAK	LOC120428066|XP_039448959.1|CPIP
OG0006592	LOC6536464|XP_002097045.1|DYAK	LOC120428078|XP_039448989.1|CPIP
OG0006593	LOC6536463|XP_002097044.1|DYAK	LOC120428077|XP_039448987.1|CPIP
OG0006594	LOC6532548|XP_002093293.1|DYAK	LOC120428072|XP_039448980.1|CPIP
OG0006595	LOC6531479|XP_039228045.1|DYAK	LOC120428684|XP_039449676.1|CPIP
OG0006596	LOC6530999|XP_002091837.1|DYAK	LOC120428682|XP_039449671.1|CPIP
OG0006597	LOC6533495|XP_002094206.1|DYAK	LOC120428696|XP_039449700.1|CPIP
OG0006598	LOC6527988|XP_002089055.1|DYAK	LOC120428691|XP_039449693.1|CPIP
OG0006599	LOC6533653|XP_002094359.1|DYAK	LOC120427604|XP_039448415.1|CPIP
OG0006600	LOC6533337|XP_015049922.1|DYAK	LOC120427602|XP_039448408.1|CPIP
OG0006601	LOC6533849|XP_002094549.1|DYAK	LOC120427611|XP_039448426.1|CPIP
OG0006602	LOC6533848|XP_015050285.1|DYAK	LOC120427612|XP_039448427.1|CPIP
OG0006603	LOC6533847|XP_002094547.1|DYAK	LOC120427620|XP_039448434.1|CPIP
OG0006604	LOC6534564|XP_002095240.1|DYAK	LOC120427616|XP_039448430.1|CPIP
OG0006605	LOC6523995|XP_002099867.2|DYAK	LOC120427622|XP_039448437.1|CPIP
OG0006606	LOC6533215|XP_002093941.1|DYAK	LOC120427605|XP_039448416.1|CPIP
OG0006607	LOC6533623|XP_015050192.1|DYAK	LOC120427606|XP_039448417.1|CPIP
OG0006608	LOC6535389|XP_002096039.2|DYAK	LOC120428398|XP_039449345.1|CPIP
OG0006609	LOC6536212|XP_002096803.1|DYAK	LOC120423012|XP_039442578.1|CPIP
OG0006610	LOC6535109|XP_015051009.2|DYAK	LOC120423007|XP_039442564.1|CPIP
OG0006611	LOC6532466|XP_002093213.1|DYAK	LOC120423016|XP_039442588.1|CPIP
OG0006612	LOC6532467|XP_002093214.1|DYAK	LOC120423024|XP_039442601.1|CPIP
OG0006613	LOC6532468|XP_002093215.1|DYAK	LOC120423022|XP_039442596.1|CPIP
OG0006614	LOC6532469|XP_015049377.1|DYAK	LOC120423010|XP_039442575.1|CPIP
OG0006615	LOC6532475|XP_002093221.1|DYAK	LOC120423001|XP_039442557.1|CPIP
OG0006616	LOC6532648|XP_002093392.1|DYAK	LOC120423004|XP_039442560.1|CPIP
OG0006617	LOC6534303|XP_002094984.1|DYAK	LOC120422999|XP_039442551.1|CPIP
OG0006618	LOC6533544|XP_015050141.1|DYAK	LOC120417825|XP_039435973.1|CPIP
OG0006619	LOC6533529|XP_002094239.1|DYAK	LOC120430251|XP_039451270.1|CPIP
OG0006620	LOC6533526|XP_002094236.1|DYAK	LOC120430252|XP_039451271.1|CPIP
OG0006621	LOC6533290|XP_002094016.1|DYAK	LOC120430256|XP_039451275.1|CPIP
OG0006622	LOC6532280|XP_002093045.1|DYAK	LOC120421741|XP_039440941.1|CPIP
OG0006623	LOC6532271|XP_002093042.1|DYAK	LOC120421747|XP_039440954.1|CPIP
OG0006624	LOC6528307|XP_015054436.1|DYAK	LOC120422869|XP_039442352.1|CPIP
OG0006625	LOC6528308|XP_039226662.1|DYAK	LOC120422862|XP_039442345.1|CPIP
OG0006626	LOC6529103|XP_002090116.1|DYAK	LOC120422860|XP_039442343.1|CPIP
OG0006627	LOC6528533|XP_002089579.1|DYAK	LOC120422849|XP_039442329.1|CPIP
OG0006628	LOC6528535|XP_039226498.1|DYAK	LOC120422826|XP_039442294.1|CPIP
OG0006629	LOC6530714|XP_002091605.1|DYAK	LOC120417405|XP_039435380.1|CPIP
OG0006630	LOC6530287|XP_039228662.1|DYAK	LOC120424202|XP_039444195.1|CPIP
OG0006631	LOC6533376|XP_002094101.1|DYAK	LOC120424170|XP_039444158.1|CPIP
OG0006632	LOC6530083|XP_002091029.1|DYAK	LOC120424188|XP_039444179.1|CPIP
OG0006633	LOC6532412|XP_002093163.1|DYAK	LOC120424193|XP_039444186.1|CPIP
OG0006634	LOC6526353|XP_002087475.2|DYAK	LOC120424199|XP_039444191.1|CPIP
OG0006635	LOC6526442|XP_002087561.1|DYAK	LOC120424201|XP_039444194.1|CPIP
OG0006636	LOC6524776|XP_002100620.1|DYAK	LOC120417824|XP_039435972.1|CPIP
OG0006637	LOC6533207|XP_002093933.1|DYAK	LOC120417797|XP_039435929.1|CPIP
OG0006638	LOC6528739|XP_002089774.2|DYAK	LOC120424425|XP_039444475.1|CPIP
OG0006639	LOC6528737|XP_015054284.1|DYAK	LOC120424424|XP_039444474.1|CPIP
OG0006640	LOC6528507|XP_002089553.2|DYAK	LOC120427196|XP_039447992.1|CPIP
OG0006641	LOC6528835|XP_039227253.1|DYAK	LOC120426918|XP_039447660.1|CPIP
OG0006642	LOC6531738|XP_002092528.1|DYAK	LOC120427452|XP_039448256.1|CPIP
OG0006643	LOC6531960|XP_002092746.1|DYAK	LOC120427168|XP_039447965.1|CPIP
OG0006644	LOC6533688|XP_002094393.1|DYAK	LOC120419752|XP_039438504.1|CPIP
OG0006645	LOC6529723|XP_039229042.1|DYAK	LOC120419734|XP_039438462.1|CPIP
OG0006646	LOC6530218|XP_002091156.1|DYAK	LOC120419754|XP_039438510.1|CPIP
OG0006647	LOC6531025|XP_015051751.1|DYAK	LOC120429770|XP_039450761.1|CPIP
OG0006648	LOC6532459|XP_015049367.1|DYAK	LOC120419768|XP_039438530.1|CPIP
OG0006649	LOC6530961|XP_002091799.2|DYAK	LOC120419496|XP_039438121.1|CPIP
OG0006650	LOC6528322|XP_039226761.1|DYAK	LOC120423495|XP_039443264.1|CPIP
OG0006651	LOC6534709|XP_039229678.1|DYAK	LOC120417406|XP_039435381.1|CPIP
OG0006652	LOC6533650|XP_002094356.1|DYAK	LOC120423186|XP_039442822.1|CPIP
OG0006653	LOC6533498|XP_015050068.1|DYAK	LOC120416544|XP_039434201.1|CPIP
OG0006654	LOC6532255|XP_002093027.1|DYAK	LOC120416550|XP_039434214.1|CPIP
OG0006655	LOC6532778|XP_002093520.1|DYAK	LOC120421330|XP_039440432.1|CPIP
OG0006656	LOC6532993|XP_002093728.1|DYAK	LOC120429275|XP_039450431.1|CPIP
OG0006657	LOC6530756|XP_002091646.1|DYAK	LOC120422637|XP_039442069.1|CPIP
OG0006658	LOC6532897|XP_002093633.1|DYAK	LOC120418865|XP_039437333.1|CPIP
OG0006659	LOC6532893|XP_002093629.1|DYAK	LOC120418868|XP_039437337.1|CPIP
OG0006660	LOC6533162|XP_002093888.2|DYAK	LOC120418901|XP_039437365.1|CPIP
OG0006661	LOC6533177|XP_002093903.1|DYAK	LOC120427559|XP_039448367.1|CPIP
OG0006662	LOC6526390|XP_002087509.1|DYAK	LOC120425589|XP_039446102.1|CPIP
OG0006663	LOC6533224|XP_002093950.1|DYAK	LOC120412867|XP_039429428.1|CPIP
OG0006664	LOC6537752|XP_002098293.1|DYAK	LOC120423653|XP_039443469.1|CPIP
OG0006665	LOC6532232|XP_002093005.1|DYAK	LOC120426040|XP_039446654.1|CPIP
OG0006666	LOC6530767|XP_002091655.1|DYAK	LOC120425583|XP_039446090.1|CPIP
OG0006667	LOC6534738|XP_002095413.2|DYAK	LOC120424186|XP_039444177.1|CPIP
OG0006668	LOC6528517|XP_002089563.1|DYAK	LOC120425489|XP_039445972.1|CPIP
OG0006669	LOC6533268|XP_002093994.2|DYAK	LOC120426258|XP_039446932.1|CPIP
OG0006670	LOC6533272|XP_002093998.1|DYAK	LOC120426394|XP_039447087.1|CPIP
OG0006671	LOC6533273|XP_015049884.1|DYAK	LOC120425899|XP_039446453.1|CPIP
OG0006672	LOC6532697|XP_002093439.1|DYAK	LOC120425745|XP_039446308.1|CPIP
OG0006673	LOC6533037|XP_002093772.1|DYAK	LOC120426351|XP_039447049.1|CPIP
OG0006674	LOC6532303|XP_002093063.1|DYAK	LOC120427485|XP_039448282.1|CPIP
OG0006675	LOC6532909|XP_002093645.1|DYAK	LOC120427045|XP_039447814.1|CPIP
OG0006676	LOC6533073|XP_002093805.1|DYAK	LOC120428977|XP_039450044.1|CPIP
OG0006677	LOC6532728|XP_002093470.2|DYAK	LOC120424373|XP_039444401.1|CPIP
OG0006678	LOC6534749|XP_002095424.1|DYAK	LOC120424384|XP_039444418.1|CPIP
OG0006679	LOC26535332|XP_015050052.1|DYAK	LOC120424375|XP_039444406.1|CPIP
OG0006680	LOC6537977|XP_002098514.1|DYAK	LOC120432611|XP_039453792.1|CPIP
OG0006681	LOC6533275|XP_002094001.2|DYAK	LOC120432596|XP_039453769.1|CPIP
OG0006682	LOC6533106|XP_002093832.1|DYAK	LOC120432600|XP_039453775.1|CPIP
OG0006683	LOC6533107|XP_002093833.1|DYAK	LOC120432602|XP_039453783.1|CPIP
OG0006684	LOC6532729|XP_002093471.1|DYAK	LOC120432599|XP_039453772.1|CPIP
OG0006685	LOC6528814|XP_002089846.1|DYAK	LOC120432604|XP_039453784.1|CPIP
OG0006686	LOC6533241|XP_002093967.1|DYAK	LOC120432616|XP_039453797.1|CPIP
OG0006687	LOC6525832|XP_002101652.2|DYAK	LOC120427283|XP_039448069.1|CPIP, LOC120427151|XP_039447944.1|CPIP
OG0006688	LOC6533158|XP_002093884.2|DYAK	LOC120426872|XP_039447612.1|CPIP
OG0006689	LOC6532424|XP_002093171.2|DYAK	LOC120422837|XP_039442312.1|CPIP
OG0006690	LOC6536683|XP_002097256.1|DYAK	LOC120425356|XP_039445797.1|CPIP
OG0006691	LOC26535253|XP_015050288.1|DYAK	LOC120428819|XP_039449859.1|CPIP
OG0006692	LOC6532413|XP_002093164.1|DYAK	LOC120428815|XP_039449851.1|CPIP
OG0006693	LOC6533445|XP_002094156.1|DYAK	LOC120425979|XP_039446567.1|CPIP
OG0006694	LOC6524430|XP_002100288.3|DYAK	LOC120422319|XP_039441640.1|CPIP
OG0006695	LOC6532716|XP_002093458.1|DYAK	LOC120420567|XP_039439578.1|CPIP
OG0006696	LOC26535804|XP_039226190.1|DYAK	LOC120420562|XP_039439565.1|CPIP
OG0006697	LOC6532563|XP_015049429.1|DYAK	LOC120420570|XP_039439582.1|CPIP
OG0006698	LOC6534438|XP_002095115.1|DYAK	LOC120430176|XP_039451194.1|CPIP
OG0006699	LOC6533430|XP_002094147.2|DYAK	LOC120415757|XP_039433299.1|CPIP
OG0006700	LOC6532594|XP_002093338.1|DYAK	LOC120415746|XP_039433286.1|CPIP
OG0006701	LOC6529381|XP_002090386.1|DYAK	LOC120415750|XP_039433292.1|CPIP
OG0006702	LOC6532213|XP_002092986.1|DYAK	LOC120424875|XP_039445067.1|CPIP
OG0006703	LOC6534402|XP_002095080.1|DYAK	LOC120424885|XP_039445105.1|CPIP
OG0006704	LOC6534401|XP_002095079.1|DYAK	LOC120424876|XP_039445069.1|CPIP
OG0006705	LOC6528686|XP_002089728.1|DYAK	LOC120418872|XP_039437341.1|CPIP
OG0006706	LOC6532119|XP_002092895.1|DYAK	LOC120418870|XP_039437339.1|CPIP
OG0006707	LOC6531877|XP_002092664.1|DYAK	LOC120418874|XP_039437342.1|CPIP
OG0006708	LOC6525167|XP_039227745.1|DYAK	LOC120418875|XP_039437343.1|CPIP
OG0006709	LOC6524513|XP_002100370.1|DYAK	LOC120426790|XP_039447501.1|CPIP
OG0006711	LOC6533213|XP_002093939.3|DYAK	LOC120430314|XP_039451346.1|CPIP
OG0006712	LOC6533497|XP_039230345.1|DYAK	LOC120430453|XP_039451495.1|CPIP
OG0006713	LOC6533627|XP_002094334.1|DYAK	LOC120430400|XP_039451440.1|CPIP
OG0006714	LOC6533628|XP_039230270.1|DYAK	LOC120430392|XP_039451433.1|CPIP
OG0006715	LOC6533217|XP_002093943.2|DYAK	LOC120422828|XP_039442299.1|CPIP
OG0006716	LOC6526663|XP_002087771.1|DYAK	LOC120422840|XP_039442315.1|CPIP
OG0006717	LOC6533895|XP_002094595.1|DYAK	LOC120422858|XP_039442341.1|CPIP
OG0006718	LOC6533896|XP_002094596.1|DYAK	LOC120426248|XP_039446923.1|CPIP
OG0006719	LOC6534382|XP_002095060.2|DYAK	LOC120430320|XP_039451354.1|CPIP
OG0006720	LOC6534235|XP_039230291.1|DYAK	LOC120430749|XP_039451789.1|CPIP
OG0006721	LOC6533887|XP_039229831.1|DYAK	LOC120421340|XP_039440456.1|CPIP
OG0006722	LOC6535051|XP_002095715.1|DYAK	LOC120428346|XP_039449281.1|CPIP
OG0006723	LOC6526997|XP_002088093.1|DYAK	LOC120428335|XP_039449268.1|CPIP
OG0006724	LOC6538654|XP_002099174.1|DYAK	LOC120420661|XP_039439689.1|CPIP
OG0006725	LOC6538658|XP_002099178.1|DYAK	LOC120420688|XP_039439718.1|CPIP
OG0006726	LOC6537318|XP_002097875.1|DYAK	LOC120420687|XP_039439717.1|CPIP
OG0006727	LOC6538659|XP_002099179.1|DYAK	LOC120420649|XP_039439665.1|CPIP
OG0006728	LOC6536318|XP_002096902.1|DYAK	LOC120427039|XP_039447802.1|CPIP
OG0006729	LOC6529370|XP_015052176.1|DYAK	LOC120421534|XP_039440687.1|CPIP
OG0006730	LOC6529371|XP_002090376.1|DYAK	LOC120421549|XP_039440710.1|CPIP
OG0006731	LOC6527005|XP_002088101.1|DYAK	LOC120421530|XP_039440684.1|CPIP
OG0006732	LOC6533411|XP_002094129.2|DYAK	LOC120420103|XP_039438984.1|CPIP
OG0006733	LOC6534644|XP_039230081.1|DYAK	LOC120413258|XP_039429921.1|CPIP
OG0006734	LOC6533251|XP_002093977.1|DYAK	LOC120413245|XP_039429908.1|CPIP
OG0006735	LOC6532762|XP_039229420.1|DYAK	LOC120413242|XP_039429904.1|CPIP
OG0006736	LOC6533035|XP_002093770.1|DYAK	LOC120413249|XP_039429912.1|CPIP
OG0006737	LOC6534307|XP_002094988.1|DYAK	LOC120413181|XP_039429828.1|CPIP
OG0006738	LOC6529897|XP_002090854.1|DYAK	LOC120413247|XP_039429910.1|CPIP
OG0006739	LOC6533092|XP_002093823.1|DYAK	LOC120413183|XP_039429831.1|CPIP
OG0006740	LOC6533400|XP_002094118.1|DYAK	LOC120413195|XP_039429844.1|CPIP
OG0006741	LOC6533399|XP_002094117.1|DYAK	LOC120413157|XP_039429800.1|CPIP
OG0006742	LOC6537132|XP_002097693.1|DYAK	LOC120428745|XP_039449757.1|CPIP
OG0006743	LOC6526289|XP_002087411.2|DYAK	LOC120413155|XP_039429794.1|CPIP
OG0006744	LOC6533548|XP_002094258.1|DYAK	LOC120413215|XP_039429867.1|CPIP
OG0006745	LOC6537054|XP_002097619.1|DYAK	LOC120418491|XP_039436863.1|CPIP
OG0006746	LOC6532699|XP_002093441.1|DYAK	LOC120413163|XP_039429805.1|CPIP
OG0006747	LOC26534889|XP_015049994.1|DYAK	LOC120413160|XP_039429803.1|CPIP
OG0006748	LOC6523842|XP_002099715.3|DYAK	LOC120412894|XP_039429458.1|CPIP
OG0006749	LOC6532439|XP_002093186.1|DYAK	LOC120420093|XP_039438960.1|CPIP
OG0006750	LOC6523984|XP_002099856.1|DYAK	LOC120420112|XP_039438994.1|CPIP
OG0006752	LOC6532880|XP_002093616.2|DYAK	LOC120416506|XP_039434157.1|CPIP
OG0006753	LOC6532882|XP_002093618.2|DYAK	LOC120416485|XP_039434138.1|CPIP
OG0006754	LOC6532192|XP_002092966.1|DYAK	LOC120428831|XP_039449879.1|CPIP
OG0006755	LOC6532253|XP_002093025.1|DYAK	LOC120430777|XP_039451825.1|CPIP
OG0006756	LOC6533154|XP_002093880.1|DYAK	LOC120416500|XP_039434150.1|CPIP
OG0006757	LOC6533153|XP_002093879.1|DYAK	LOC120413497|XP_039430288.1|CPIP
OG0006758	LOC6533487|XP_002094198.1|DYAK	LOC120413436|XP_039430183.1|CPIP
OG0006759	LOC6533488|XP_002094199.1|DYAK	LOC120413434|XP_039430179.1|CPIP
OG0006760	LOC6534701|XP_039229690.1|DYAK	LOC120413447|XP_039430214.1|CPIP
OG0006761	LOC6537533|XP_002098079.1|DYAK	LOC120425594|XP_039446110.1|CPIP
OG0006762	LOC6526154|XP_015046654.1|DYAK	LOC120418929|XP_039437397.1|CPIP
OG0006767	LOC6534683|XP_002095358.3|DYAK	LOC120420648|XP_039439664.1|CPIP
OG0006768	LOC6539394|XP_002086289.2|DYAK	LOC120420655|XP_039439673.1|CPIP
OG0006769	LOC6534686|XP_002095361.1|DYAK	LOC120420657|XP_039439681.1|CPIP
