Orthogroup	DYAK.longest_only	CCAP.longest_only
OG0008086	LOC6537493|XP_015048374.1|DYAK	CCAP1982_LOCUS4826|CAD6996132.1|CCAP
OG0008091	LOC6538788|XP_002099301.1|DYAK	CCAP1982_LOCUS2678|CAD6993884.1|CCAP
OG0008092	LOC6535750|XP_039232599.1|DYAK	CCAP1982_LOCUS186|CAD6991251.1|CCAP
OG0008094	LOC6527327|XP_002088419.1|DYAK	CCAP1982_LOCUS6811|CAD6998195.1|CCAP
OG0008098	LOC6534107|XP_002094793.2|DYAK	CCAP1982_LOCUS13603|CAD7005246.1|CCAP
OG0008099	LOC6534807|XP_015050843.1|DYAK	CCAP1982_LOCUS13383|CAD7005010.1|CCAP
OG0008100	LOC6538693|XP_002099212.1|DYAK	CCAP1982_LOCUS536|CAD6991621.1|CCAP
OG0008102	LOC120320442|XP_039231884.1|DYAK	CCAP1982_LOCUS4798|CAD6996098.1|CCAP
OG0008104	LOC6534496|XP_039229965.1|DYAK	CCAP1982_LOCUS13968|CAD7005609.1|CCAP
OG0008105	LOC6537262|XP_015048230.1|DYAK	CCAP1982_LOCUS1889|CAD6993059.1|CCAP
OG0008107	LOC6537399|XP_039231621.1|DYAK	CCAP1982_LOCUS846|CAD6991958.1|CCAP
OG0008132	LOC6538735|XP_002099250.1|DYAK	CCAP1982_LOCUS5058|CAD6996379.1|CCAP
OG0008136	LOC6526866|XP_002087966.2|DYAK	CCAP1982_LOCUS7013|CAD6998413.1|CCAP
OG0008138	LOC26536213|XP_015050996.1|DYAK	CCAP1982_LOCUS14890|CAD7006576.1|CCAP
OG0008153	LOC6532099|XP_002092875.1|DYAK	CCAP1982_LOCUS7157|CAD6998579.1|CCAP
OG0008154	LOC6534127|XP_002094811.1|DYAK	CCAP1982_LOCUS13782|CAD7005419.1|CCAP
OG0008156	LOC6539017|XP_002099519.1|DYAK	CCAP1982_LOCUS262|CAD6991333.1|CCAP
OG0008157	LOC6536523|XP_002097099.1|DYAK	CCAP1982_LOCUS1671|CAD6992834.1|CCAP
OG0008159	LOC26534477|XP_015050505.1|DYAK	CCAP1982_LOCUS14131|CAD7005782.1|CCAP
OG0008160	LOC6530945|XP_039228478.1|DYAK	CCAP1982_LOCUS20519|CAD7012437.1|CCAP
OG0008163	LOC6533110|XP_039230228.1|DYAK	CCAP1982_LOCUS14911|CAD7006600.1|CCAP
OG0008172	LOC6535897|XP_039232233.1|DYAK	CCAP1982_LOCUS2600|CAD6993804.1|CCAP
OG0008182	LOC6528654|XP_002089696.1|DYAK	CCAP1982_LOCUS19443|CAD7011338.1|CCAP
OG0008183	LOC6532022|XP_002092800.2|DYAK	CCAP1982_LOCUS19493|CAD7011393.1|CCAP
OG0008184	LOC6528021|XP_002089088.3|DYAK	CCAP1982_LOCUS19714|CAD7011625.1|CCAP
OG0008185	LOC6539064|XP_002099566.1|DYAK	CCAP1982_LOCUS3685|CAD6994952.1|CCAP
OG0008186	LOC6531429|XP_002092232.1|DYAK	CCAP1982_LOCUS22846|CAD7014882.1|CCAP
OG0008187	LOC26535849|XP_039228195.1|DYAK	CCAP1982_LOCUS22847|CAD7014883.1|CCAP
OG0008189	LOC6527463|XP_002088554.1|DYAK	CCAP1982_LOCUS6511|CAD6997892.1|CCAP
OG0008190	LOC6532336|XP_002093096.1|DYAK	CCAP1982_LOCUS10923|CAD7002432.1|CCAP
OG0008195	LOC6529914|XP_002090871.1|DYAK	CCAP1982_LOCUS19870|CAD7011758.1|CCAP
OG0008197	LOC6534082|XP_002094768.3|DYAK	CCAP1982_LOCUS11615|CAD7003154.1|CCAP
OG0008201	LOC6533765|XP_002094469.1|DYAK	CCAP1982_LOCUS14008|CAD7005651.1|CCAP
OG0008202	LOC6533786|XP_002094488.1|DYAK	CCAP1982_LOCUS13425|CAD7005055.1|CCAP
OG0008207	LOC6534743|XP_002095418.1|DYAK	CCAP1982_LOCUS14253|CAD7005914.1|CCAP
OG0008208	LOC6531466|XP_002092265.1|DYAK	CCAP1982_LOCUS19592|CAD7011494.1|CCAP
OG0008209	LOC6532821|XP_002093558.1|DYAK	CCAP1982_LOCUS13090|CAD7004697.1|CCAP
OG0008210	LOC6534040|XP_002094726.1|DYAK	CCAP1982_LOCUS21155|CAD7013078.1|CCAP
OG0008211	LOC6527974|XP_002089041.1|DYAK	CCAP1982_LOCUS5555|CAD6996882.1|CCAP
OG0008212	LOC6534927|XP_002095598.2|DYAK	CCAP1982_LOCUS13377|CAD7005001.1|CCAP
OG0008222	LOC6535181|XP_002095843.1|DYAK	CCAP1982_LOCUS13754|CAD7005394.1|CCAP
OG0008223	LOC6534175|XP_039230158.1|DYAK	CCAP1982_LOCUS13974|CAD7005616.1|CCAP
OG0008227	LOC26535844|XP_039232130.1|DYAK	CCAP1982_LOCUS3812|CAD6995088.1|CCAP
OG0008228	LOC6538016|XP_002098551.1|DYAK	CCAP1982_LOCUS2358|CAD6993546.1|CCAP
OG0008229	LOC6536497|XP_015047767.1|DYAK	CCAP1982_LOCUS2175|CAD6993357.1|CCAP
OG0008230	LOC6535521|XP_002096150.1|DYAK	CCAP1982_LOCUS643|CAD6991732.1|CCAP
OG0008232	LOC6532452|XP_002093199.1|DYAK	CCAP1982_LOCUS11916|CAD7003463.1|CCAP
OG0008233	LOC6529756|XP_002090746.1|DYAK	CCAP1982_LOCUS5478|CAD6996805.1|CCAP
OG0008234	LOC6532142|XP_002092918.2|DYAK	CCAP1982_LOCUS22924|CAD7014962.1|CCAP
OG0008237	LOC6528467|XP_002089513.1|DYAK	CCAP1982_LOCUS21190|CAD7013117.1|CCAP
OG0008238	LOC6532381|XP_002093132.1|DYAK	CCAP1982_LOCUS12216|CAD7003780.1|CCAP
OG0008239	LOC6534705|XP_002095380.2|DYAK	CCAP1982_LOCUS13295|CAD7004911.1|CCAP
OG0008240	LOC6531065|XP_002091899.1|DYAK	CCAP1982_LOCUS21666|CAD7013615.1|CCAP
OG0008243	LOC6530209|XP_002091147.2|DYAK	CCAP1982_LOCUS21722|CAD7013681.1|CCAP
OG0008244	LOC6537680|XP_002098225.1|DYAK	CCAP1982_LOCUS3012|CAD6994251.1|CCAP, CCAP1982_LOCUS3014|CAD6994253.1|CCAP, CCAP1982_LOCUS3013|CAD6994252.1|CCAP
OG0008245	LOC6530860|XP_002091739.1|DYAK	CCAP1982_LOCUS20759|CAD7012652.1|CCAP, CCAP1982_LOCUS20761|CAD7012654.1|CCAP, CCAP1982_LOCUS20752|CAD7012649.1|CCAP
OG0008246	LOC6531679|XP_002092470.1|DYAK	CCAP1982_LOCUS20115|CAD7012004.1|CCAP
OG0008247	LOC6526659|XP_002087767.1|DYAK	CCAP1982_LOCUS3065|CAD6994307.1|CCAP
OG0008248	LOC6538297|XP_002098824.1|DYAK	CCAP1982_LOCUS7940|CAD6999414.1|CCAP, CCAP1982_LOCUS3813|CAD6995089.1|CCAP
OG0008249	LOC6538909|XP_002099413.1|DYAK	CCAP1982_LOCUS1862|CAD6993026.1|CCAP, CCAP1982_LOCUS1863|CAD6993027.1|CCAP
OG0008250	LOC6530013|XP_002090959.1|DYAK	CCAP1982_LOCUS23131|CAD7015179.1|CCAP, CCAP1982_LOCUS23132|CAD7015180.1|CCAP
OG0008251	LOC6528360|XP_002089409.1|DYAK	CCAP1982_LOCUS23380|CAD7015438.1|CCAP
OG0008252	LOC6528721|XP_002089756.1|DYAK	CCAP1982_LOCUS22375|CAD7014380.1|CCAP, CCAP1982_LOCUS22374|CAD7014379.1|CCAP
OG0008253	LOC6528595|XP_002089638.1|DYAK	CCAP1982_LOCUS20951|CAD7012852.1|CCAP, CCAP1982_LOCUS20795|CAD7012688.1|CCAP, CCAP1982_LOCUS20796|CAD7012689.1|CCAP, CCAP1982_LOCUS20797|CAD7012690.1|CCAP, CCAP1982_LOCUS20794|CAD7012687.1|CCAP, CCAP1982_LOCUS20793|CAD7012686.1|CCAP, CCAP1982_LOCUS20958|CAD7012859.1|CCAP
OG0008254	LOC6532265|XP_002093037.1|DYAK	CCAP1982_LOCUS14756|CAD7006437.1|CCAP
OG0008255	LOC6535186|XP_002095848.1|DYAK	CCAP1982_LOCUS22856|CAD7014892.1|CCAP, CCAP1982_LOCUS12510|CAD7004087.1|CCAP
OG0008256	LOC6528391|XP_002089438.1|DYAK	CCAP1982_LOCUS21502|CAD7013437.1|CCAP
OG0008266	LOC6537512|XP_002098058.1|DYAK	CCAP1982_LOCUS2422|CAD6993612.1|CCAP
OG0008267	LOC6538340|XP_039231206.1|DYAK	CCAP1982_LOCUS3067|CAD6994310.1|CCAP
OG0008271	LOC6533442|XP_002094153.1|DYAK	CCAP1982_LOCUS14909|CAD7006598.1|CCAP
OG0008273	LOC6537423|XP_002097979.1|DYAK	CCAP1982_LOCUS120|CAD6991182.1|CCAP
OG0008284	LOC6523752|XP_002099627.1|DYAK	CCAP1982_LOCUS9611|CAD7001139.1|CCAP
OG0008288	LOC6535651|XP_002096279.2|DYAK	CCAP1982_LOCUS1825|CAD6992994.1|CCAP
OG0008289	LOC6538645|XP_002099165.1|DYAK	CCAP1982_LOCUS1206|CAD6992342.1|CCAP
OG0008294	LOC6537960|XP_002098497.1|DYAK	CCAP1982_LOCUS3185|CAD6994434.1|CCAP
OG0008299	LOC6538331|XP_002098858.1|DYAK	CCAP1982_LOCUS3440|CAD6994705.1|CCAP
OG0008301	LOC6536436|XP_002097017.2|DYAK	CCAP1982_LOCUS1728|CAD6992893.1|CCAP
OG0008308	LOC6538587|XP_002099109.1|DYAK	CCAP1982_LOCUS3483|CAD6994750.1|CCAP
OG0008310	LOC6535011|XP_002095681.1|DYAK	CCAP1982_LOCUS13492|CAD7005130.1|CCAP
OG0008312	LOC26534819|XP_039232415.1|DYAK	CCAP1982_LOCUS3005|CAD6994244.1|CCAP
OG0008316	LOC120320463|XP_039226115.1|DYAK, LOC120320665|XP_039226919.1|DYAK, LOC120320757|XP_039227243.1|DYAK	CCAP1982_LOCUS9775|CAD7001277.1|CCAP, CCAP1982_LOCUS10515|CAD7002027.1|CCAP
OG0008317	LOC6537733|XP_002098278.2|DYAK	CCAP1982_LOCUS2023|CAD6993203.1|CCAP
OG0008321	LOC6536420|XP_002097002.1|DYAK	CCAP1982_LOCUS1594|CAD6992751.1|CCAP
OG0008323	LOC6536554|XP_002097130.1|DYAK	CCAP1982_LOCUS3509|CAD6994778.1|CCAP
OG0008327	LOC6531952|XP_015051631.1|DYAK	CCAP1982_LOCUS19575|CAD7011475.1|CCAP
OG0008330	LOC6531402|XP_002092205.1|DYAK	CCAP1982_LOCUS22445|CAD7014449.1|CCAP
OG0008331	LOC6533564|XP_002094274.1|DYAK	CCAP1982_LOCUS12328|CAD7003899.1|CCAP
OG0008335	LOC6533443|XP_002094154.1|DYAK	CCAP1982_LOCUS14416|CAD7006084.1|CCAP
OG0008337	LOC6528694|XP_002089736.1|DYAK	CCAP1982_LOCUS21735|CAD7013694.1|CCAP
OG0008338	LOC6534894|XP_002095566.1|DYAK	CCAP1982_LOCUS11816|CAD7003357.1|CCAP
OG0008340	LOC6531183|XP_002092012.1|DYAK	CCAP1982_LOCUS22350|CAD7014353.1|CCAP
OG0008341	LOC6533614|XP_002094322.2|DYAK	CCAP1982_LOCUS3342|CAD6994604.1|CCAP
OG0008342	LOC6533489|XP_002094200.1|DYAK	CCAP1982_LOCUS13043|CAD7004648.1|CCAP
OG0008343	LOC6538344|XP_002098869.1|DYAK	CCAP1982_LOCUS2994|CAD6994232.1|CCAP, CCAP1982_LOCUS2995|CAD6994233.1|CCAP
OG0008344	LOC6532450|XP_002093197.1|DYAK	CCAP1982_LOCUS11914|CAD7003461.1|CCAP
OG0008345	LOC6533420|XP_002094138.1|DYAK	CCAP1982_LOCUS12323|CAD7003893.1|CCAP
OG0008347	LOC6526407|XP_002087526.2|DYAK	CCAP1982_LOCUS8876|CAD7000401.1|CCAP
OG0008348	LOC6534333|XP_002095013.2|DYAK	CCAP1982_LOCUS12034|CAD7003586.1|CCAP
OG0008349	LOC6533982|XP_002094677.2|DYAK	CCAP1982_LOCUS3526|CAD6994795.1|CCAP
OG0008351	LOC6532464|XP_002093211.2|DYAK	CCAP1982_LOCUS11606|CAD7003145.1|CCAP
OG0008352	LOC6535049|XP_002095713.1|DYAK	CCAP1982_LOCUS14829|CAD7006515.1|CCAP
OG0008353	LOC6532247|XP_002093020.2|DYAK	CCAP1982_LOCUS12045|CAD7003597.1|CCAP
OG0008355	LOC120321115|XP_039228660.1|DYAK	CCAP1982_LOCUS22485|CAD7014483.1|CCAP
OG0008356	LOC6533907|XP_002094607.1|DYAK	CCAP1982_LOCUS10774|CAD7002279.1|CCAP
OG0008357	LOC6536297|XP_002096881.1|DYAK	CCAP1982_LOCUS863|CAD6991976.1|CCAP
OG0008358	LOC6528077|XP_002089144.1|DYAK	CCAP1982_LOCUS5391|CAD6996708.1|CCAP, CCAP1982_LOCUS5392|CAD6996709.1|CCAP
OG0008359	LOC6532156|XP_015051726.2|DYAK	CCAP1982_LOCUS7255|CAD6998698.1|CCAP
OG0008360	LOC6531727|XP_002092517.1|DYAK	CCAP1982_LOCUS7152|CAD6998572.1|CCAP
OG0008361	LOC6527749|XP_039226413.1|DYAK	CCAP1982_LOCUS9119|CAD7000645.1|CCAP
OG0008363	LOC6531233|XP_002092045.1|DYAK	CCAP1982_LOCUS19956|CAD7011847.1|CCAP
OG0008364	LOC6534499|XP_002095176.1|DYAK	CCAP1982_LOCUS14632|CAD7006310.1|CCAP
OG0008365	LOC6531055|XP_015052807.1|DYAK	CCAP1982_LOCUS20151|CAD7012049.1|CCAP
OG0008366	LOC6537028|XP_002097595.1|DYAK	CCAP1982_LOCUS4899|CAD6996210.1|CCAP
OG0008371	LOC6536576|XP_002097152.1|DYAK	CCAP1982_LOCUS4600|CAD6995899.1|CCAP
OG0008372	LOC26534583|XP_039227636.1|DYAK	CCAP1982_LOCUS21458|CAD7013393.1|CCAP
OG0008376	LOC26536066|XP_015054687.1|DYAK	CCAP1982_LOCUS8463|CAD6999956.1|CCAP
OG0008377	LOC26534939|XP_015052855.1|DYAK	CCAP1982_LOCUS5667|CAD6997006.1|CCAP
OG0008379	LOC6529218|XP_015052222.1|DYAK	CCAP1982_LOCUS5779|CAD6997134.1|CCAP
OG0008381	LOC6527622|XP_002088710.1|DYAK	CCAP1982_LOCUS7843|CAD6999316.1|CCAP
OG0008387	LOC6537980|XP_039232481.1|DYAK	CCAP1982_LOCUS2129|CAD6993312.1|CCAP, CCAP1982_LOCUS2128|CAD6993311.1|CCAP
OG0008389	LOC6529822|XP_002090803.1|DYAK	CCAP1982_LOCUS6890|CAD6998281.1|CCAP
OG0008392	LOC6534842|XP_002095514.2|DYAK	CCAP1982_LOCUS13567|CAD7005207.1|CCAP
OG0008393	LOC6539412|XP_002086300.1|DYAK	CCAP1982_LOCUS13966|CAD7005607.1|CCAP
OG0008400	LOC6533527|XP_002094237.1|DYAK	CCAP1982_LOCUS11408|CAD7002943.1|CCAP
OG0008401	LOC6526286|XP_002087408.1|DYAK	CCAP1982_LOCUS8474|CAD6999969.1|CCAP
OG0008402	LOC6536817|XP_002097387.1|DYAK	CCAP1982_LOCUS4270|CAD6995559.1|CCAP
OG0008404	LOC6537474|XP_002098030.1|DYAK	CCAP1982_LOCUS652|CAD6991740.1|CCAP
OG0008407	LOC6537395|XP_039232035.1|DYAK	CCAP1982_LOCUS4426|CAD6995719.1|CCAP
OG0008410	LOC6537424|XP_002097980.1|DYAK	CCAP1982_LOCUS119|CAD6991180.1|CCAP
OG0008423	LOC6531772|XP_002092559.1|DYAK	CCAP1982_LOCUS9595|CAD7001123.1|CCAP
OG0008425	LOC6537047|XP_002097612.2|DYAK	CCAP1982_LOCUS105|CAD6991166.1|CCAP
OG0008431	LOC6534570|XP_002095246.2|DYAK	CCAP1982_LOCUS19670|CAD7011581.1|CCAP
OG0008432	LOC6538232|XP_002098759.3|DYAK	CCAP1982_LOCUS2706|CAD6993915.1|CCAP
OG0008433	LOC6534032|XP_002094719.2|DYAK	CCAP1982_LOCUS13436|CAD7005072.1|CCAP
OG0008438	LOC6536253|XP_002096839.1|DYAK	CCAP1982_LOCUS4252|CAD6995541.1|CCAP
OG0008439	LOC6531149|XP_002091978.1|DYAK	CCAP1982_LOCUS21021|CAD7012923.1|CCAP
OG0008440	LOC6537497|XP_002098045.1|DYAK	CCAP1982_LOCUS773|CAD6991882.1|CCAP
OG0008442	LOC6530983|XP_015051768.1|DYAK	CCAP1982_LOCUS21078|CAD7012987.1|CCAP
OG0008443	LOC6534493|XP_002095170.1|DYAK	CCAP1982_LOCUS13397|CAD7005025.1|CCAP
OG0008444	LOC6534202|XP_002094885.3|DYAK	CCAP1982_LOCUS14132|CAD7005783.1|CCAP
OG0008451	LOC6535744|XP_002096367.2|DYAK	CCAP1982_LOCUS100|CAD6991160.1|CCAP
OG0008455	LOC6532923|XP_002093659.1|DYAK	CCAP1982_LOCUS12726|CAD7004306.1|CCAP
OG0008456	LOC6537390|XP_039231424.1|DYAK	CCAP1982_LOCUS27|CAD6991079.1|CCAP
OG0008457	LOC6536367|XP_002096949.1|DYAK	CCAP1982_LOCUS4532|CAD6995830.1|CCAP
OG0008458	LOC6532013|XP_015051661.1|DYAK	CCAP1982_LOCUS19472|CAD7011371.1|CCAP
OG0008461	LOC6527684|XP_015053029.2|DYAK	CCAP1982_LOCUS6949|CAD6998348.1|CCAP
OG0008462	LOC6526524|XP_002087634.1|DYAK	CCAP1982_LOCUS8775|CAD7000285.1|CCAP
OG0008463	LOC6526284|XP_002087406.1|DYAK	CCAP1982_LOCUS8023|CAD6999499.1|CCAP
OG0008464	LOC6532143|XP_002092919.1|DYAK	CCAP1982_LOCUS22925|CAD7014964.1|CCAP
OG0008466	LOC6532100|XP_002092876.1|DYAK	CCAP1982_LOCUS7231|CAD6998669.1|CCAP
OG0008467	LOC6531048|XP_002091884.1|DYAK	CCAP1982_LOCUS21767|CAD7013736.1|CCAP
OG0008468	LOC6527362|XP_002088454.1|DYAK	CCAP1982_LOCUS7303|CAD6998749.1|CCAP
OG0008469	LOC6525799|XP_002101620.1|DYAK	CCAP1982_LOCUS23118|CAD7015165.1|CCAP
OG0008472	LOC6531640|XP_039227841.1|DYAK	CCAP1982_LOCUS10062|CAD7001568.1|CCAP
OG0008474	LOC6537036|XP_002097603.3|DYAK	CCAP1982_LOCUS5114|CAD6996442.1|CCAP
OG0008475	LOC6527469|XP_002088560.1|DYAK	CCAP1982_LOCUS6517|CAD6997899.1|CCAP, CCAP1982_LOCUS6523|CAD6997905.1|CCAP, CCAP1982_LOCUS6522|CAD6997904.1|CCAP, CCAP1982_LOCUS6524|CAD6997906.1|CCAP, CCAP1982_LOCUS6521|CAD6997903.1|CCAP
OG0008476	LOC6537223|XP_002097781.1|DYAK	CCAP1982_LOCUS391|CAD6991466.1|CCAP
OG0008477	LOC6529974|XP_015052030.1|DYAK	CCAP1982_LOCUS22509|CAD7014508.1|CCAP
OG0008478	LOC6538589|XP_002099111.2|DYAK	CCAP1982_LOCUS3477|CAD6994744.1|CCAP
OG0008479	LOC6530680|XP_002091575.1|DYAK	CCAP1982_LOCUS19737|CAD7011651.1|CCAP, CCAP1982_LOCUS6185|CAD6997546.1|CCAP
OG0008480	LOC6534516|XP_015050673.2|DYAK	CCAP1982_LOCUS14695|CAD7006373.1|CCAP, CCAP1982_LOCUS14713|CAD7006393.1|CCAP, CCAP1982_LOCUS14697|CAD7006375.1|CCAP
OG0008481	LOC6524028|XP_002099900.1|DYAK	CCAP1982_LOCUS14544|CAD7006217.1|CCAP
OG0008482	LOC6534344|XP_002095024.2|DYAK	CCAP1982_LOCUS12017|CAD7003568.1|CCAP
OG0008484	LOC6537232|XP_015048207.1|DYAK	CCAP1982_LOCUS436|CAD6991516.1|CCAP
OG0008485	LOC6528064|XP_002089131.1|DYAK	CCAP1982_LOCUS6269|CAD6997634.1|CCAP
OG0008486	LOC6523775|XP_039233087.1|DYAK	CCAP1982_LOCUS9771|CAD7001273.1|CCAP
OG0008487	LOC6524362|XP_002100220.1|DYAK	CCAP1982_LOCUS6502|CAD6997883.1|CCAP
OG0008488	LOC6535879|XP_002096495.1|DYAK	CCAP1982_LOCUS661|CAD6991750.1|CCAP
OG0008489	LOC6539877|XP_002086760.2|DYAK	CCAP1982_LOCUS532|CAD6991617.1|CCAP
OG0008490	LOC6538559|XP_002099081.1|DYAK	CCAP1982_LOCUS653|CAD6991742.1|CCAP
OG0008491	LOC6536524|XP_002097100.1|DYAK	CCAP1982_LOCUS1678|CAD6992842.1|CCAP, CCAP1982_LOCUS1677|CAD6992841.1|CCAP
OG0008492	LOC120321252|XP_039229358.1|DYAK, LOC6529645|XP_002090639.1|DYAK	CCAP1982_LOCUS8811|CAD7000328.1|CCAP
OG0008493	LOC6528201|XP_002089263.1|DYAK	CCAP1982_LOCUS6067|CAD6997420.1|CCAP, CCAP1982_LOCUS6069|CAD6997423.1|CCAP, CCAP1982_LOCUS6068|CAD6997421.1|CCAP
OG0008494	LOC6531723|XP_002092513.1|DYAK	CCAP1982_LOCUS6093|CAD6997447.1|CCAP, CCAP1982_LOCUS23057|CAD7015103.1|CCAP, CCAP1982_LOCUS23056|CAD7015102.1|CCAP, CCAP1982_LOCUS23055|CAD7015101.1|CCAP
OG0008495	LOC6530408|XP_002091334.1|DYAK	CCAP1982_LOCUS19977|CAD7011865.1|CCAP
OG0008497	LOC6530805|XP_002091688.1|DYAK	CCAP1982_LOCUS20095|CAD7011984.1|CCAP
OG0008498	LOC6531629|XP_002092426.1|DYAK	CCAP1982_LOCUS20459|CAD7012365.1|CCAP
OG0008500	LOC6528661|XP_002089703.3|DYAK	CCAP1982_LOCUS21037|CAD7012941.1|CCAP, CCAP1982_LOCUS21038|CAD7012942.1|CCAP
OG0008501	LOC6534322|XP_002095002.2|DYAK	CCAP1982_LOCUS11559|CAD7003096.1|CCAP, CCAP1982_LOCUS11560|CAD7003097.1|CCAP
OG0008504	LOC26535874|XP_015050080.1|DYAK	CCAP1982_LOCUS13100|CAD7004707.1|CCAP
OG0008505	LOC6534692|XP_002095367.3|DYAK	CCAP1982_LOCUS13067|CAD7004672.1|CCAP
OG0008506	LOC6534719|XP_002095394.1|DYAK	CCAP1982_LOCUS11720|CAD7003258.1|CCAP, CCAP1982_LOCUS11722|CAD7003260.1|CCAP, CCAP1982_LOCUS11721|CAD7003259.1|CCAP, CCAP1982_LOCUS11724|CAD7003262.1|CCAP
OG0008507	LOC6534242|XP_039230935.1|DYAK, LOC6534241|XP_002094923.1|DYAK	CCAP1982_LOCUS14104|CAD7005756.1|CCAP, CCAP1982_LOCUS14105|CAD7005757.1|CCAP
OG0008528	LOC6532203|XP_002092977.1|DYAK	CCAP1982_LOCUS12165|CAD7003728.1|CCAP
OG0008537	LOC26534728|XP_039231023.1|DYAK	CCAP1982_LOCUS4050|CAD6995332.1|CCAP, CCAP1982_LOCUS4051|CAD6995333.1|CCAP
OG0008541	LOC6528532|XP_039226505.1|DYAK	CCAP1982_LOCUS22831|CAD7014866.1|CCAP
OG0008542	LOC6532774|XP_002093516.1|DYAK	CCAP1982_LOCUS12353|CAD7003929.1|CCAP
OG0008544	LOC26534519|XP_039227381.1|DYAK	CCAP1982_LOCUS21998|CAD7013989.1|CCAP
OG0008545	LOC6531969|XP_002092755.1|DYAK	CCAP1982_LOCUS21091|CAD7013001.1|CCAP
OG0008546	LOC6532501|XP_002093247.1|DYAK	CCAP1982_LOCUS11185|CAD7002708.1|CCAP
OG0008548	LOC6538879|XP_002099383.3|DYAK	CCAP1982_LOCUS181|CAD6991246.1|CCAP
OG0008551	LOC6532456|XP_002093203.2|DYAK	CCAP1982_LOCUS12997|CAD7004602.1|CCAP
OG0008552	LOC6532673|XP_002093417.1|DYAK	CCAP1982_LOCUS11251|CAD7002778.1|CCAP
OG0008556	LOC6528638|XP_039227373.1|DYAK	CCAP1982_LOCUS19952|CAD7011842.1|CCAP
OG0008557	LOC26535430|XP_015048589.1|DYAK	CCAP1982_LOCUS1669|CAD6992832.1|CCAP
OG0008562	LOC6527092|XP_002088185.3|DYAK	CCAP1982_LOCUS6143|CAD6997504.1|CCAP
OG0008563	LOC6537849|XP_002098390.1|DYAK	CCAP1982_LOCUS2235|CAD6993420.1|CCAP
OG0008566	LOC6528180|XP_002089243.1|DYAK	CCAP1982_LOCUS6031|CAD6997390.1|CCAP
OG0008567	LOC26535908|XP_015052934.2|DYAK	CCAP1982_LOCUS8257|CAD6999731.1|CCAP
OG0008571	LOC6532670|XP_002093414.2|DYAK	CCAP1982_LOCUS11110|CAD7002626.1|CCAP
OG0008574	LOC26534943|XP_015050724.1|DYAK	CCAP1982_LOCUS12049|CAD7003602.1|CCAP
OG0008578	LOC6535535|XP_015047207.1|DYAK	CCAP1982_LOCUS12346|CAD7003921.1|CCAP
OG0008587	LOC6535707|XP_015047290.1|DYAK	CCAP1982_LOCUS4937|CAD6996254.1|CCAP
OG0008588	LOC6535664|XP_002096292.2|DYAK	CCAP1982_LOCUS4528|CAD6995825.1|CCAP
OG0008593	LOC6533567|XP_002094277.1|DYAK	CCAP1982_LOCUS12098|CAD7003660.1|CCAP
OG0008594	LOC6535805|XP_002096428.1|DYAK	CCAP1982_LOCUS3117|CAD6994364.1|CCAP
OG0008595	LOC6531500|XP_002092299.1|DYAK	CCAP1982_LOCUS22911|CAD7014948.1|CCAP
OG0008596	LOC6531506|XP_002092305.2|DYAK	CCAP1982_LOCUS22919|CAD7014957.1|CCAP
OG0008597	LOC6538734|XP_002099249.1|DYAK	CCAP1982_LOCUS5059|CAD6996381.1|CCAP
OG0008600	LOC6535892|XP_002096508.1|DYAK	CCAP1982_LOCUS81|CAD6991139.1|CCAP
OG0008601	LOC6526981|XP_002088077.1|DYAK	CCAP1982_LOCUS7418|CAD6998871.1|CCAP
OG0008602	LOC6538682|XP_002099201.1|DYAK	CCAP1982_LOCUS2526|CAD6993728.1|CCAP
OG0008604	LOC6532145|XP_002092921.1|DYAK	CCAP1982_LOCUS22927|CAD7014967.1|CCAP
OG0008605	LOC6529706|XP_002090699.1|DYAK	CCAP1982_LOCUS5784|CAD6997139.1|CCAP
OG0008607	LOC6537527|XP_002098073.1|DYAK	CCAP1982_LOCUS575|CAD6991661.1|CCAP
OG0008609	LOC6536617|XP_002097189.1|DYAK	CCAP1982_LOCUS127|CAD6991189.1|CCAP
OG0008612	LOC120320824|XP_039227563.1|DYAK	CCAP1982_LOCUS21533|CAD7013470.1|CCAP
OG0008615	LOC6536069|XP_002096679.2|DYAK	CCAP1982_LOCUS4379|CAD6995672.1|CCAP
OG0008616	LOC6538985|XP_039231213.1|DYAK	CCAP1982_LOCUS1344|CAD6992492.1|CCAP, CCAP1982_LOCUS1343|CAD6992491.1|CCAP
OG0008619	LOC6527297|XP_002088391.1|DYAK	CCAP1982_LOCUS7338|CAD6998784.1|CCAP
OG0008620	LOC6528542|XP_002089588.1|DYAK	CCAP1982_LOCUS22390|CAD7014396.1|CCAP
OG0008621	LOC6536439|XP_002097020.2|DYAK	CCAP1982_LOCUS1356|CAD6992507.1|CCAP
OG0008622	LOC6531717|XP_002092507.1|DYAK	CCAP1982_LOCUS19898|CAD7011787.1|CCAP
OG0008623	LOC26535110|XP_015052869.1|DYAK	CCAP1982_LOCUS1549|CAD6992704.1|CCAP, CCAP1982_LOCUS1540|CAD6992695.1|CCAP
OG0008624	LOC6530346|XP_039227882.1|DYAK	CCAP1982_LOCUS7129|CAD6998541.1|CCAP
OG0008625	LOC6528830|XP_002089862.1|DYAK	CCAP1982_LOCUS22286|CAD7014283.1|CCAP
OG0008626	LOC6539120|XP_039226538.1|DYAK	CCAP1982_LOCUS23012|CAD7015055.1|CCAP
