Orthogroup	DYAK.longest_only	DVIR.longest_only
OG0008552	LOC6532673|XP_002093417.1|DYAK	LOC6623489|XP_002046767.1|DVIR
OG0008554	LOC6523915|XP_015045370.1|DYAK	LOC6635477|XP_032295544.1|DVIR
OG0008555	LOC6523942|XP_002099814.1|DYAK	LOC6634691|XP_002058344.1|DVIR
OG0008556	LOC6528638|XP_039227373.1|DYAK	LOC6626652|XP_002049882.1|DVIR
OG0008558	LOC6527968|XP_039226982.1|DYAK	LOC6634199|XP_002057731.2|DVIR, LOC116651565|XP_032294086.1|DVIR
OG0008560	LOC6527840|XP_015054635.1|DYAK	LOC6627638|XP_002051112.2|DVIR
OG0008561	LOC6530326|XP_002091253.1|DYAK	LOC6627492|XP_002052200.1|DVIR
OG0008562	LOC6527092|XP_002088185.3|DYAK	LOC6627804|XP_002051314.1|DVIR
OG0008563	LOC6537849|XP_002098390.1|DYAK	LOC6630959|XP_002054736.1|DVIR
OG0008564	LOC6528023|XP_002089090.1|DYAK	LOC6628856|XP_002051242.2|DVIR
OG0008565	LOC6534372|XP_002095050.1|DYAK	LOC6632151|XP_032296085.1|DVIR
OG0008566	LOC6528180|XP_002089243.1|DYAK	LOC6634022|XP_002057486.1|DVIR
OG0008567	LOC26535908|XP_015052934.2|DYAK	LOC6627866|XP_032294372.1|DVIR
OG0008569	LOC6524443|XP_002100301.1|DYAK	LOC6633491|XP_002057350.1|DVIR
OG0008570	LOC6525480|XP_039226653.1|DYAK	LOC26530618|XP_032289194.1|DVIR
OG0008571	LOC6532670|XP_002093414.2|DYAK	LOC6623129|XP_002046769.1|DVIR
OG0008572	LOC6535350|XP_002096002.1|DYAK	LOC6632674|XP_002056645.1|DVIR
OG0008573	LOC6524413|XP_002100271.1|DYAK	LOC6633508|XP_002057226.2|DVIR
OG0008574	LOC26534943|XP_015050724.1|DYAK	LOC26530963|XP_015031672.1|DVIR
OG0008575	LOC6537796|XP_015048523.1|DYAK	LOC6630061|XP_015027631.1|DVIR
OG0008576	LOC6539098|XP_015045309.1|DYAK	LOC6633345|XP_032289111.1|DVIR
OG0008577	LOC6533879|XP_002094579.1|DYAK	LOC6622225|XP_002046918.1|DVIR
OG0008578	LOC6535535|XP_015047207.1|DYAK	LOC6630284|XP_002054895.1|DVIR
OG0008579	LOC6532592|XP_002093336.1|DYAK	LOC6623701|XP_002047350.1|DVIR
OG0008581	LOC6534926|XP_002095597.3|DYAK	LOC6622126|XP_002047541.3|DVIR
OG0008582	LOC6524036|XP_002099906.1|DYAK	LOC26531063|XP_015025723.1|DVIR
OG0008583	LOC6523777|XP_039228390.1|DYAK	LOC6636065|XP_032295497.1|DVIR
OG0008584	LOC6524464|XP_002100321.1|DYAK	LOC6633561|XP_002057366.1|DVIR
OG0008585	LOC6525472|XP_002101307.1|DYAK	LOC6634501|XP_002057913.1|DVIR
OG0008586	LOC6525473|XP_002101308.1|DYAK	LOC6634801|XP_002057914.2|DVIR
OG0008587	LOC6535707|XP_015047290.1|DYAK	LOC6630213|XP_015027731.1|DVIR
OG0008588	LOC6535664|XP_002096292.2|DYAK	LOC6630541|XP_002054606.1|DVIR
OG0008589	LOC6524526|XP_039233583.1|DYAK	LOC6633865|XP_032296653.1|DVIR
OG0008590	LOC6538417|XP_002098941.2|DYAK	LOC26531206|XP_015027871.1|DVIR
OG0008593	LOC6533567|XP_002094277.1|DYAK	LOC6623735|XP_002047820.1|DVIR
OG0008594	LOC6535805|XP_002096428.1|DYAK	LOC6629895|XP_002053990.1|DVIR
OG0008595	LOC6531500|XP_002092299.1|DYAK	LOC6626814|XP_002050648.1|DVIR
OG0008596	LOC6531506|XP_002092305.2|DYAK	LOC6626649|XP_002050643.2|DVIR
OG0008597	LOC6538734|XP_002099249.1|DYAK	LOC6630627|XP_002053301.1|DVIR
OG0008598	LOC6526005|XP_039229705.1|DYAK	LOC116652176|XP_032296079.1|DVIR
OG0008599	LOC6524057|XP_002099926.3|DYAK	LOC6633558|XP_002057255.1|DVIR
OG0008600	LOC6535892|XP_002096508.1|DYAK	LOC6629414|XP_002053148.1|DVIR
OG0008601	LOC6526981|XP_002088077.1|DYAK	LOC6635644|XP_002059190.1|DVIR
OG0008602	LOC6538682|XP_002099201.1|DYAK	LOC6630340|XP_002053015.2|DVIR
OG0008603	LOC6536928|XP_015048017.1|DYAK	LOC6632438|XP_002056168.1|DVIR
OG0008604	LOC6532145|XP_002092921.1|DYAK	LOC6626600|XP_002050634.1|DVIR
OG0008605	LOC6529706|XP_002090699.1|DYAK	LOC6633998|XP_015025320.1|DVIR
OG0008606	LOC6526847|XP_002087947.1|DYAK	LOC6627482|XP_002052132.1|DVIR
OG0008607	LOC6537527|XP_002098073.1|DYAK	LOC6630459|XP_002053456.1|DVIR
OG0008608	LOC6524219|XP_002100082.3|DYAK	LOC6634632|XP_002058031.3|DVIR
OG0008609	LOC6536617|XP_002097189.1|DYAK	LOC6629659|XP_002053598.1|DVIR
OG0008610	LOC6531387|XP_002092190.1|DYAK	LOC6625180|XP_032291970.1|DVIR
OG0008612	LOC120320824|XP_039227563.1|DYAK	LOC6636457|XP_002059817.1|DVIR, LOC116650885|XP_032291731.1|DVIR
OG0008614	LOC6525208|XP_002101046.1|DYAK	LOC6631617|XP_002055075.1|DVIR
OG0008615	LOC6536069|XP_002096679.2|DYAK	LOC6632336|XP_002056404.1|DVIR
OG0008616	LOC6538985|XP_039231213.1|DYAK	LOC6629772|XP_032288810.1|DVIR
OG0008619	LOC6527297|XP_002088391.1|DYAK	LOC26531329|XP_015028921.1|DVIR
OG0008620	LOC6528542|XP_002089588.1|DYAK	LOC6626431|XP_002050404.1|DVIR
OG0008621	LOC6536439|XP_002097020.2|DYAK	LOC6629920|XP_002054554.1|DVIR
OG0008622	LOC6531717|XP_002092507.1|DYAK	LOC6624825|XP_002048983.1|DVIR
OG0008623	LOC26535110|XP_015052869.1|DYAK	LOC6625408|XP_002049843.1|DVIR
OG0008624	LOC6530346|XP_039227882.1|DYAK	LOC6626464|XP_032292666.1|DVIR
OG0008625	LOC6528830|XP_002089862.1|DYAK	LOC6624815|XP_002050682.1|DVIR
OG0008626	LOC6539120|XP_039226538.1|DYAK	LOC6626112|XP_002050025.2|DVIR
OG0008627	LOC6532642|XP_039230511.1|DYAK	LOC6623573|XP_015030863.1|DVIR
OG0008629	LOC26535445|XP_015052902.1|DYAK	LOC6628959|XP_032293604.1|DVIR
OG0008630	LOC6523745|XP_002099620.1|DYAK	LOC6636232|XP_015024084.1|DVIR
OG0008631	LOC6537664|XP_002098209.2|DYAK	LOC6630413|XP_002054201.1|DVIR
OG0008632	LOC6539066|XP_002099568.2|DYAK	LOC6629390|XP_032294987.1|DVIR
OG0008633	LOC6530465|XP_039227897.1|DYAK	LOC6625874|XP_015029409.1|DVIR
OG0008634	LOC26535980|XP_015045243.1|DYAK	LOC26531233|XP_015028902.1|DVIR
OG0008635	LOC6528537|XP_002089583.1|DYAK	LOC6627248|XP_002050399.2|DVIR
OG0008636	LOC6536775|XP_002097346.1|DYAK	LOC6632356|XP_002056718.1|DVIR
OG0008637	LOC26535099|XP_015045156.1|DYAK	LOC6624448|XP_032290413.1|DVIR
OG0008638	LOC6535581|XP_002096210.1|DYAK	LOC6630698|XP_002054405.1|DVIR
OG0008639	LOC6538288|XP_002098815.3|DYAK	LOC6633063|XP_002055952.1|DVIR
OG0008640	LOC6535624|XP_002096252.2|DYAK	LOC6635110|XP_002058670.1|DVIR
OG0008641	LOC6538838|XP_002099351.2|DYAK	LOC6633173|XP_002056155.2|DVIR
OG0008642	LOC6536659|XP_002097231.1|DYAK	LOC6631116|XP_002054236.1|DVIR
OG0008643	LOC6539065|XP_002099567.1|DYAK	LOC6629388|XP_002054457.1|DVIR
OG0008644	LOC6538924|XP_002099428.1|DYAK	LOC6629484|XP_002054079.1|DVIR
OG0008645	LOC6529549|XP_002090547.1|DYAK	LOC6627573|XP_002052251.1|DVIR, LOC6627572|XP_002052250.1|DVIR
OG0008646	LOC6529466|XP_002090468.1|DYAK	LOC6635731|XP_032294763.1|DVIR
OG0008647	LOC6526759|XP_002087862.1|DYAK	LOC6628020|XP_002052520.1|DVIR
OG0008648	LOC6529548|XP_002090546.1|DYAK	LOC6627571|XP_002052249.1|DVIR
OG0008649	LOC6531803|XP_002092590.1|DYAK	LOC6625995|XP_002050018.2|DVIR
OG0008650	LOC6537140|XP_002097701.1|DYAK	LOC26530512|XP_015026248.1|DVIR, LOC6632485|XP_002056298.2|DVIR
OG0008651	LOC6530385|XP_002091311.1|DYAK	LOC6624801|XP_002050195.2|DVIR
OG0008652	LOC6531099|XP_002091933.1|DYAK	LOC6625455|XP_002050991.1|DVIR, LOC116650995|XP_032292358.1|DVIR
OG0008653	LOC6531447|XP_002092250.1|DYAK	LOC6625957|XP_002049588.1|DVIR
OG0008654	LOC6531918|XP_002092704.1|DYAK	LOC116650949|XP_032292148.1|DVIR, LOC6624976|XP_002049957.2|DVIR
OG0008655	LOC6528596|XP_002089639.1|DYAK	LOC6624843|XP_002049659.1|DVIR
OG0008656	LOC6524142|XP_002100005.1|DYAK	LOC6631821|XP_002055193.1|DVIR
OG0008657	LOC6524764|XP_002100608.1|DYAK	LOC6633756|XP_002056942.1|DVIR
OG0008658	LOC6524071|XP_002099935.1|DYAK	LOC6634592|XP_032296439.1|DVIR
OG0008659	LOC6533768|XP_002094472.2|DYAK	LOC6623614|XP_002048619.3|DVIR
OG0008660	LOC6534290|XP_039230812.1|DYAK	LOC6623714|XP_032290533.1|DVIR
OG0008661	LOC6532269|XP_002093041.1|DYAK	LOC6623046|XP_002047092.1|DVIR
OG0008662	LOC6535208|XP_002095867.1|DYAK	LOC6624684|XP_032291015.1|DVIR
OG0008663	LOC6534907|XP_002095578.2|DYAK	LOC6622981|XP_002047557.2|DVIR
OG0008664	LOC6532355|XP_002093115.1|DYAK	LOC6622055|XP_002047029.1|DVIR
OG0008665	LOC6528218|XP_002089280.1|DYAK	LOC6634132|XP_002057520.1|DVIR
OG0008666	LOC6539355|XP_002086248.2|DYAK	LOC6623509|XP_002048646.1|DVIR
OG0008667	LOC6533825|XP_002094525.2|DYAK	LOC6623115|XP_032291196.1|DVIR
OG0008668	LOC6532372|XP_002093124.1|DYAK	LOC6622870|XP_002046486.1|DVIR
OG0008669	LOC6528970|XP_002090002.1|DYAK	LOC6634302|XP_002057553.1|DVIR
OG0008670	LOC6537337|XP_015048287.1|DYAK	LOC6630162|XP_002054782.2|DVIR
OG0008671	LOC26534896|XP_015054561.1|DYAK	LOC26531664|XP_032294075.1|DVIR
OG0008672	LOC6529497|XP_002090499.1|DYAK	LOC6629042|XP_002052188.1|DVIR, LOC6629043|XP_002052189.1|DVIR
OG0008673	LOC6527683|XP_002088769.2|DYAK	LOC26531783|XP_015028985.1|DVIR
OG0008677	LOC6537804|XP_002098345.1|DYAK	LOC6630808|XP_002054276.1|DVIR
OG0008679	LOC6525953|XP_002101773.1|DYAK	LOC6631623|XP_002055565.1|DVIR
OG0008681	LOC6524611|XP_002100468.1|DYAK	LOC6631455|XP_002055543.1|DVIR
OG0008683	LOC6523958|XP_002099830.2|DYAK	LOC6631907|XP_002054952.1|DVIR
OG0008685	LOC6530571|XP_002091484.3|DYAK	LOC6625902|XP_002049714.1|DVIR
OG0008686	LOC6537840|XP_002098381.2|DYAK	LOC6630822|XP_002054729.2|DVIR
OG0008688	LOC6524428|XP_039233545.1|DYAK	LOC6634664|XP_002057980.1|DVIR
OG0008689	LOC6536403|XP_002096985.1|DYAK	LOC6630121|XP_002053392.1|DVIR
OG0008691	LOC6533146|XP_002093872.1|DYAK	LOC6624396|XP_002046529.1|DVIR
OG0008692	LOC6525345|XP_002101181.1|DYAK	LOC6632035|XP_032296260.1|DVIR
OG0008694	LOC6525826|XP_002101646.1|DYAK	LOC6631341|XP_032295602.1|DVIR
OG0008695	LOC120320436|XP_015054155.1|DYAK	LOC6626843|XP_002049193.1|DVIR
OG0008696	LOC6538493|XP_002099015.1|DYAK	LOC6632751|XP_032289617.1|DVIR
OG0008698	LOC6525045|XP_002100884.1|DYAK	LOC6631918|XP_032295742.1|DVIR
OG0008700	LOC6535758|XP_002096381.3|DYAK	LOC6632558|XP_002056541.1|DVIR
OG0008703	LOC6534429|XP_002095106.1|DYAK	LOC6622986|XP_002046504.1|DVIR
OG0008704	LOC6526741|XP_002087844.1|DYAK	LOC6628259|XP_002052539.1|DVIR
OG0008705	LOC6526988|XP_002088084.1|DYAK	LOC6633905|XP_002057598.1|DVIR
OG0008706	LOC6539038|XP_002099540.1|DYAK	LOC6629330|XP_002053871.1|DVIR
OG0008707	LOC6524918|XP_039226134.1|DYAK	LOC6635309|XP_002058785.3|DVIR
OG0008708	LOC6525135|XP_039232754.1|DYAK	LOC6634556|XP_002057973.1|DVIR
OG0008709	LOC6538277|XP_002098804.1|DYAK	LOC6630449|XP_002053724.1|DVIR
OG0008710	LOC6536932|XP_002097501.1|DYAK	LOC6632424|XP_002056096.1|DVIR
OG0008711	LOC6535885|XP_039231054.1|DYAK	LOC6632868|XP_032289416.1|DVIR
OG0008712	LOC6531499|XP_002092298.1|DYAK	LOC6626815|XP_002050649.2|DVIR
OG0008714	LOC6526523|XP_039227731.1|DYAK	LOC6628456|XP_002051828.1|DVIR
OG0008715	LOC6536251|XP_002096837.1|DYAK	LOC6630209|XP_032294204.1|DVIR
OG0008716	LOC6538703|XP_002099218.1|DYAK	LOC6629524|XP_002053326.1|DVIR
OG0008717	LOC6533372|XP_002094097.1|DYAK	LOC6624015|XP_002048300.2|DVIR
OG0008718	LOC6531192|XP_002092020.3|DYAK	LOC6624809|XP_002050606.3|DVIR
OG0008719	LOC6539033|XP_002099535.1|DYAK	LOC6629335|XP_032290717.1|DVIR
OG0008721	LOC6524604|XP_002100461.3|DYAK	LOC6634535|XP_032296437.1|DVIR
OG0008722	LOC6536278|XP_002096864.1|DYAK	LOC6629444|XP_032289541.1|DVIR
OG0008723	LOC6533404|XP_015049989.1|DYAK	LOC6623247|XP_002047142.1|DVIR
OG0008724	LOC6527929|XP_002088997.2|DYAK	LOC6627341|XP_002052452.2|DVIR
OG0008725	LOC6530755|XP_002091645.1|DYAK	LOC6635819|XP_002059442.1|DVIR
OG0008726	LOC6530021|XP_039228086.1|DYAK	LOC6626257|XP_032292011.1|DVIR
OG0008727	LOC6536888|XP_002097457.2|DYAK	LOC6632410|XP_002056206.1|DVIR
OG0008728	LOC6536713|XP_002097285.2|DYAK	LOC6630375|XP_002054350.1|DVIR
OG0008729	LOC6525772|XP_039231551.1|DYAK	LOC6632000|XP_032295949.1|DVIR
OG0008730	LOC6525703|XP_002101525.1|DYAK	LOC6634465|XP_002057953.1|DVIR
OG0008731	LOC6537308|XP_002097866.2|DYAK	LOC6630736|XP_032294786.1|DVIR
OG0008732	LOC6527446|XP_002088538.1|DYAK	LOC6628522|XP_002051680.2|DVIR
OG0008734	LOC6535282|XP_002095938.1|DYAK	LOC116650256|XP_032289387.1|DVIR, LOC6631033|XP_002054124.1|DVIR
OG0008735	LOC6530793|XP_002091676.1|DYAK	LOC116651131|XP_032292892.1|DVIR, LOC6625572|XP_002049597.1|DVIR
OG0008736	LOC6529283|XP_002090288.1|DYAK	LOC6636476|XP_032292497.1|DVIR
OG0008737	LOC6536281|XP_002096867.3|DYAK	LOC6629442|XP_002053159.1|DVIR
OG0008738	LOC6527095|XP_002088188.1|DYAK	LOC6628013|XP_002051317.1|DVIR
OG0008739	LOC6534763|XP_002095438.1|DYAK	LOC6624004|XP_002048103.1|DVIR
OG0008740	LOC6528817|XP_002089849.2|DYAK	LOC6627265|XP_002049921.2|DVIR
OG0008741	LOC6528774|XP_002089808.1|DYAK	LOC116650732|XP_032291138.1|DVIR, LOC6636434|XP_002059823.1|DVIR
OG0008742	LOC6532765|XP_002093507.1|DYAK	LOC6622374|XP_002046971.1|DVIR
OG0008743	LOC6529298|XP_002090303.1|DYAK	LOC116651480|XP_032293801.1|DVIR, LOC6636492|XP_002059854.1|DVIR
OG0008744	LOC6528462|XP_002089508.1|DYAK	LOC6626344|XP_002050345.1|DVIR
OG0008745	LOC6525896|XP_039228904.1|DYAK	LOC6631671|XP_002055413.1|DVIR
OG0008746	LOC6535706|XP_015047285.1|DYAK	LOC6630215|XP_002054580.1|DVIR
OG0008747	LOC6539791|XP_039230285.1|DYAK	LOC6624064|XP_032291200.1|DVIR
OG0008748	LOC6526398|XP_002087517.1|DYAK	LOC6627532|XP_002051701.2|DVIR
OG0008749	LOC6527254|XP_002088348.1|DYAK	LOC6629209|XP_002051259.2|DVIR
OG0008750	LOC6527942|XP_002089009.1|DYAK	LOC6634288|XP_002057755.1|DVIR
OG0008752	LOC6536273|XP_002096859.2|DYAK	LOC6629445|XP_002053165.3|DVIR
OG0008753	LOC6533667|XP_002094373.1|DYAK	LOC6623476|XP_002048527.1|DVIR, LOC6622268|XP_002048529.2|DVIR
OG0008754	LOC6529923|XP_002090880.2|DYAK	LOC6635363|XP_002058887.1|DVIR
OG0008755	LOC6538263|XP_002098790.2|DYAK	LOC6629663|XP_002054757.1|DVIR, LOC6629794|XP_032294974.1|DVIR
OG0008756	LOC6535600|XP_002096228.2|DYAK	LOC6634977|XP_002058425.1|DVIR
OG0008757	LOC6537710|XP_039231703.1|DYAK	LOC6630725|XP_032293358.1|DVIR
OG0008758	LOC6526365|XP_002087486.1|DYAK	LOC6629049|XP_002052887.1|DVIR
OG0008759	LOC6527264|XP_015053652.2|DYAK	LOC6628945|XP_032293564.1|DVIR
OG0008760	LOC6527156|XP_002088250.1|DYAK	LOC6628487|XP_002052034.1|DVIR
OG0008761	LOC6527817|XP_002088890.1|DYAK	LOC6627415|XP_002051088.1|DVIR
OG0008762	LOC6528597|XP_002089640.1|DYAK	LOC6624844|XP_002049660.1|DVIR
OG0008763	LOC6527102|XP_015053197.1|DYAK	LOC6628708|XP_032293398.1|DVIR
OG0008764	LOC6527572|XP_002088662.1|DYAK	LOC6634021|XP_002057485.1|DVIR
OG0008765	LOC6530084|XP_002091030.1|DYAK	LOC6625160|XP_002050621.1|DVIR
OG0008766	LOC6526471|XP_002087589.2|DYAK	LOC6628439|XP_002052224.2|DVIR
OG0008767	LOC6531098|XP_002091932.1|DYAK	LOC116651203|XP_032292962.1|DVIR, LOC6625454|XP_002050990.1|DVIR
OG0008768	LOC6532062|XP_002092839.1|DYAK	LOC6625812|XP_002050594.1|DVIR
OG0008769	LOC6530622|XP_002091535.1|DYAK	LOC6624773|XP_002050726.1|DVIR
OG0008770	LOC6528417|XP_015054374.1|DYAK	LOC6625703|XP_002049789.1|DVIR
OG0008771	LOC6530291|XP_039228665.1|DYAK	LOC6625473|XP_002050149.1|DVIR
OG0008772	LOC6529299|XP_002090304.1|DYAK	LOC116651552|XP_032294044.1|DVIR, LOC6636491|XP_002059853.1|DVIR
OG0008773	LOC26536020|XP_015051178.1|DYAK	LOC6625048|XP_002049169.1|DVIR
OG0008774	LOC6530812|XP_002091695.1|DYAK	LOC6626054|XP_002049610.1|DVIR
OG0008775	LOC6531694|XP_002092485.1|DYAK	LOC6627065|XP_015029723.1|DVIR
OG0008776	LOC6530448|XP_002091364.1|DYAK	LOC6626940|XP_002050078.3|DVIR
OG0008777	LOC6531282|XP_015051228.1|DYAK	LOC6627045|XP_002050075.2|DVIR
OG0008778	LOC6528293|XP_002089346.1|DYAK	LOC6625859|XP_002049217.1|DVIR
OG0008779	LOC6524372|XP_002100230.1|DYAK	LOC6636652|XP_002060130.1|DVIR
OG0008780	LOC6539826|XP_002086710.1|DYAK	LOC6634730|XP_002058329.1|DVIR
OG0008781	LOC6524024|XP_002099896.1|DYAK	LOC6633305|XP_002057404.1|DVIR, LOC6633306|XP_002057405.1|DVIR
OG0008782	LOC6532598|XP_015049449.1|DYAK	LOC6623434|XP_015031292.1|DVIR
OG0008783	LOC6531788|XP_002092575.1|DYAK	LOC6625937|XP_002049048.2|DVIR
OG0008784	LOC26535150|XP_039230613.1|DYAK	LOC6624235|XP_002048118.1|DVIR
OG0008785	LOC6533608|XP_002094316.3|DYAK	LOC26531271|XP_015028916.1|DVIR
OG0008786	LOC6528125|XP_015054459.1|DYAK	LOC6627950|XP_002051423.2|DVIR
OG0008787	LOC6533538|XP_002094248.1|DYAK	LOC6622855|XP_002047065.1|DVIR
OG0008788	LOC6533126|XP_002093852.2|DYAK	LOC6624501|XP_002047187.2|DVIR, LOC6624353|XP_002047195.2|DVIR
OG0008789	LOC6532370|XP_002093122.1|DYAK	LOC26530920|XP_015031665.1|DVIR, LOC6622841|XP_002046485.2|DVIR
OG0008790	LOC6528617|XP_002089660.2|DYAK	LOC6625281|XP_002049866.3|DVIR
OG0008791	LOC6531158|XP_002091987.1|DYAK	LOC6626297|XP_002050441.1|DVIR
OG0008792	LOC6530516|XP_002091431.1|DYAK	LOC6627266|XP_002049908.2|DVIR, LOC6627082|XP_002049907.1|DVIR
OG0008793	LOC6529057|XP_002090085.1|DYAK	LOC6626242|XP_002049190.1|DVIR
OG0008794	LOC6529542|XP_002090540.1|DYAK	LOC6629392|XP_032295224.1|DVIR, LOC6626328|XP_002048942.1|DVIR
OG0008795	LOC6537242|XP_002097800.1|DYAK	LOC6629541|XP_002053669.1|DVIR, LOC6629539|XP_002053667.2|DVIR, LOC26530489|XP_032293727.1|DVIR
OG0008796	LOC6538449|XP_002098973.1|DYAK	LOC6630463|XP_002053460.1|DVIR, LOC6630462|XP_032294479.1|DVIR
OG0008797	LOC6537272|XP_002097830.1|DYAK	LOC6630475|XP_002054111.1|DVIR, LOC6630474|XP_002054110.1|DVIR
OG0008805	LOC6525690|XP_002101512.1|DYAK	LOC6631363|XP_032296118.1|DVIR
OG0008806	LOC6524888|XP_002100728.1|DYAK	LOC6636714|XP_002060187.1|DVIR
OG0008807	LOC6524972|XP_015046009.1|DYAK	LOC6636654|XP_032295793.1|DVIR
OG0008808	LOC6524590|XP_039226439.1|DYAK	LOC6634498|XP_002058236.2|DVIR
OG0008809	LOC6538669|XP_002099189.1|DYAK	LOC6630644|XP_002053027.1|DVIR
OG0008811	LOC26536173|XP_015048197.1|DYAK	LOC6633084|XP_002055962.2|DVIR
OG0008813	LOC6536419|XP_015047741.1|DYAK	LOC6629918|XP_032294797.1|DVIR
OG0008816	LOC6534383|XP_002095061.1|DYAK	LOC6623272|XP_002047253.1|DVIR
OG0008819	LOC6530789|XP_039228339.1|DYAK	LOC116651122|XP_032292859.1|DVIR
OG0008820	LOC6527867|XP_002088939.1|DYAK	LOC6627345|XP_002052456.1|DVIR
OG0008821	LOC6526177|XP_039233651.1|DYAK	LOC6634647|XP_002058298.2|DVIR
OG0008822	LOC6528028|XP_002089095.1|DYAK	LOC6628049|XP_002051160.1|DVIR
OG0008823	LOC6525278|XP_002101114.2|DYAK	LOC6634766|XP_032296366.1|DVIR
OG0008824	LOC6533981|XP_002094676.2|DYAK	LOC6626272|XP_002050038.1|DVIR
OG0008825	LOC6533975|XP_002094670.1|DYAK	LOC6622248|XP_002047471.1|DVIR
OG0008829	LOC6524487|XP_002100344.1|DYAK	LOC6633573|XP_002057077.1|DVIR
OG0008830	LOC120320586|XP_039226588.1|DYAK	LOC6635456|XP_032295973.1|DVIR
OG0008831	LOC6524466|XP_039233535.1|DYAK	LOC6633536|XP_002057364.1|DVIR
OG0008832	LOC6524467|XP_002100324.1|DYAK	LOC6633534|XP_002057362.1|DVIR
OG0008833	LOC6525341|XP_002101177.1|DYAK	LOC6632039|XP_032296259.1|DVIR
OG0008834	LOC6538583|XP_002099105.1|DYAK	LOC26530491|XP_032288950.1|DVIR
OG0008835	LOC26536318|XP_015047356.2|DYAK	LOC26531128|XP_015027862.1|DVIR
OG0008836	LOC6528672|XP_015054310.1|DYAK	LOC6626612|XP_002048706.1|DVIR
OG0008837	LOC6531308|XP_002092112.1|DYAK	LOC6624949|XP_002050229.1|DVIR
OG0008838	LOC6527893|XP_002088965.1|DYAK	LOC6628797|XP_002051220.2|DVIR
OG0008839	LOC6530174|XP_002091114.2|DYAK	LOC6626373|XP_002049396.1|DVIR
OG0008840	LOC6529825|XP_002090806.1|DYAK	LOC6628845|XP_032293985.1|DVIR
OG0008841	LOC6532798|XP_002093535.1|DYAK	LOC6636567|XP_032291514.1|DVIR
OG0008842	LOC6531846|XP_002092633.1|DYAK	LOC6636357|XP_002059886.2|DVIR
OG0008843	LOC6532810|XP_002093547.1|DYAK	LOC6623926|XP_002046363.1|DVIR
OG0008845	LOC6529011|XP_002090043.1|DYAK	LOC6627430|XP_002052156.1|DVIR
OG0008846	LOC6535005|XP_002095675.3|DYAK	LOC6624038|XP_002046858.2|DVIR
OG0008847	LOC6536147|XP_002096748.3|DYAK	LOC6629313|XP_032291482.1|DVIR
OG0008848	LOC6531356|XP_002092159.2|DYAK	LOC6624862|XP_002048881.2|DVIR
OG0008849	LOC6525389|XP_039226113.1|DYAK	LOC6633747|XP_015025650.2|DVIR
OG0008850	LOC6530738|XP_002091628.1|DYAK	LOC6635897|XP_032292059.1|DVIR
OG0008851	LOC6527149|XP_002088243.1|DYAK	LOC6628431|XP_032294195.1|DVIR
OG0008852	LOC6528559|XP_002089603.1|DYAK	LOC6627284|XP_032292894.1|DVIR
OG0008854	LOC6526360|XP_002087482.1|DYAK	LOC6628730|XP_032294091.1|DVIR
OG0008855	LOC6526019|XP_002101836.1|DYAK	LOC6636010|XP_002059510.2|DVIR
OG0008856	LOC6523702|XP_015046746.1|DYAK	LOC6636185|XP_002059675.1|DVIR
OG0008857	LOC6533313|XP_002094039.2|DYAK	LOC6622321|XP_002046650.2|DVIR
OG0008858	LOC6535471|XP_002096102.2|DYAK	LOC6623608|XP_032291123.1|DVIR
OG0008859	LOC6533547|XP_002094257.1|DYAK	LOC6622483|XP_002046426.1|DVIR
OG0008860	LOC6538828|XP_002099341.1|DYAK	LOC6633071|XP_002056143.1|DVIR
OG0008861	LOC6528653|XP_002089695.1|DYAK	LOC6626440|XP_002048908.1|DVIR
OG0008862	LOC6536665|XP_002097237.1|DYAK	LOC6632735|XP_032288911.1|DVIR
OG0008863	LOC6528949|XP_002089981.1|DYAK	LOC6634171|XP_002057538.2|DVIR
OG0008864	LOC6530551|XP_002091466.2|DYAK	LOC6627162|XP_002049735.1|DVIR
OG0008865	LOC6527342|XP_002088434.1|DYAK	LOC6627879|XP_002052003.1|DVIR
OG0008866	LOC6526254|XP_002087376.1|DYAK	LOC6635626|XP_032294723.1|DVIR
OG0008867	LOC6525350|XP_002101186.1|DYAK	LOC6632029|XP_002055495.2|DVIR
OG0008868	LOC6528687|XP_002089729.1|DYAK	LOC6625615|XP_002051057.1|DVIR
OG0008869	LOC6535199|XP_002095858.2|DYAK	LOC6622443|XP_002047665.2|DVIR
OG0008870	LOC6534982|XP_002095652.1|DYAK	LOC6623016|XP_002047564.1|DVIR
OG0008871	LOC6534027|XP_015050371.1|DYAK	LOC6622566|XP_032290372.1|DVIR
OG0008872	LOC6526973|XP_002088069.1|DYAK	LOC6628819|XP_002052584.1|DVIR
OG0008873	LOC6527022|XP_002088117.1|DYAK	LOC6627647|XP_002052498.1|DVIR
OG0008874	LOC6531448|XP_002092251.1|DYAK	LOC6625958|XP_002049589.1|DVIR
OG0008875	LOC6530063|XP_002091009.1|DYAK	LOC6636314|XP_002059874.1|DVIR
OG0008876	LOC6523733|XP_015046861.1|DYAK	LOC6636222|XP_032290140.1|DVIR
OG0008877	LOC6533918|XP_002094618.1|DYAK	LOC6622906|XP_002048148.1|DVIR
OG0008878	LOC6527732|XP_002088815.1|DYAK	LOC6634382|XP_002057576.1|DVIR
OG0008879	LOC6531355|XP_002092158.1|DYAK	LOC26531492|XP_015030343.1|DVIR
