Orthogroup	DYAK.longest_only	DSAN.longest_only
OG0007873	LOC6533297|XP_002094023.1|DYAK	LOC120450276|XP_039489126.1|DSAN
OG0007874	LOC6524158|XP_002100021.1|DYAK	LOC120455578|XP_039497883.1|DSAN
OG0007875	LOC6529383|XP_039228827.1|DYAK	LOC120444697|XP_039480497.1|DSAN
OG0007876	LOC6523993|XP_002099865.3|DYAK	LOC120456706|XP_039499613.1|DSAN
OG0007877	LOC6524807|XP_015045891.1|DYAK	LOC120455189|XP_039497061.1|DSAN
OG0007878	LOC6530766|XP_002091654.1|DYAK	LOC120444420|XP_039479984.1|DSAN
OG0007879	LOC6534308|XP_015050558.1|DYAK	LOC120448986|XP_039487187.1|DSAN
OG0007880	LOC6524269|XP_002100132.1|DYAK	LOC120455035|XP_039496803.1|DSAN
OG0007881	LOC6532872|XP_039229821.1|DYAK	LOC120449772|XP_039488345.1|DSAN
OG0007882	LOC6532866|XP_002093602.2|DYAK	LOC120448897|XP_039487047.1|DSAN
OG0007883	LOC6532867|XP_002093603.1|DYAK	LOC120448953|XP_039487136.1|DSAN
OG0007884	LOC6534381|XP_039229961.1|DYAK	LOC120450106|XP_039488835.1|DSAN
OG0007885	LOC6529382|XP_002090387.2|DYAK	LOC120444699|XP_039480502.1|DSAN
OG0007886	LOC6527507|XP_002088597.1|DYAK	LOC120455210|XP_039497109.1|DSAN
OG0007887	LOC6532865|XP_002093601.2|DYAK	LOC120448896|XP_039487046.1|DSAN
OG0007888	LOC6533661|XP_002094367.1|DYAK	LOC120447846|XP_039485387.1|DSAN
OG0007889	LOC6534647|XP_002095322.1|DYAK	LOC120449461|XP_039487867.1|DSAN
OG0007890	LOC6533416|XP_039230191.1|DYAK	LOC120450077|XP_039488798.1|DSAN
OG0007891	LOC6537166|XP_002097727.1|DYAK	LOC120450956|XP_039490177.1|DSAN
OG0007892	LOC6529105|XP_002090118.1|DYAK	LOC120458916|XP_039502699.1|DSAN
OG0007893	LOC6531842|XP_002092629.1|DYAK	LOC120445671|XP_039482154.1|DSAN
OG0007894	LOC6532611|XP_039230210.1|DYAK	LOC120450289|XP_039489142.1|DSAN
OG0007895	LOC6532191|XP_039229772.1|DYAK	LOC120448685|XP_039486757.1|DSAN
OG0007896	LOC6533615|XP_002094323.1|DYAK	LOC120448716|XP_039486820.1|DSAN
OG0007897	LOC6533882|XP_002094582.1|DYAK	LOC120449252|XP_039487564.1|DSAN
OG0007898	LOC6533520|XP_002094231.1|DYAK	LOC120450052|XP_039488743.1|DSAN
OG0007899	LOC6534295|XP_015050549.1|DYAK	LOC120447693|XP_039485156.1|DSAN
OG0007900	LOC26536225|XP_015052959.1|DYAK	LOC120446997|XP_039484234.1|DSAN
OG0007901	LOC6532664|XP_002093408.1|DYAK	LOC120449200|XP_039487497.1|DSAN
OG0007902	LOC6524777|XP_002100621.1|DYAK	LOC120456396|XP_039499158.1|DSAN
OG0007903	LOC6535108|XP_002095771.2|DYAK	LOC120447539|XP_039484917.1|DSAN
OG0007904	LOC6534733|XP_002095408.2|DYAK	LOC120448399|XP_039486323.1|DSAN
OG0007905	LOC6527633|XP_002088721.1|DYAK	LOC120446112|XP_039482844.1|DSAN
OG0007906	LOC6533060|XP_039229908.1|DYAK	LOC120449712|XP_039488262.1|DSAN
OG0007907	LOC6533041|XP_002093776.1|DYAK	LOC120449230|XP_039487536.1|DSAN
OG0007908	LOC6533040|XP_002093775.2|DYAK	LOC120449232|XP_039487538.1|DSAN
OG0007909	LOC6524459|XP_002100316.1|DYAK	LOC120455396|XP_039497467.1|DSAN
OG0007910	LOC6539664|XP_002086550.3|DYAK	LOC120450483|XP_039489464.1|DSAN
OG0007911	LOC6532861|XP_002093597.1|DYAK	LOC120449789|XP_039488367.1|DSAN
OG0007912	LOC6532446|XP_002093193.1|DYAK	LOC120450142|XP_039488904.1|DSAN
OG0007913	LOC6532860|XP_002093596.1|DYAK	LOC120449793|XP_039488371.1|DSAN
OG0007914	LOC6533821|XP_039230874.1|DYAK	LOC120450182|XP_039488981.1|DSAN
OG0007915	LOC6534430|XP_002095107.1|DYAK	LOC120449863|XP_039488457.1|DSAN
OG0007916	LOC6528099|XP_002089166.1|DYAK	LOC120443872|XP_039479180.1|DSAN
OG0007917	LOC6528753|XP_002089788.1|DYAK	LOC120445538|XP_039481945.1|DSAN
OG0007918	LOC6528354|XP_002089403.1|DYAK	LOC120458945|XP_039502739.1|DSAN
OG0007919	LOC6531568|XP_002092366.1|DYAK	LOC120445699|XP_039482190.1|DSAN
OG0007920	LOC6530598|XP_002091511.3|DYAK	LOC120444565|XP_039480255.1|DSAN
OG0007921	LOC6530286|XP_002091214.1|DYAK	LOC120446778|XP_039483858.1|DSAN
OG0007922	LOC6536761|XP_002097333.2|DYAK	LOC120453783|XP_039494565.1|DSAN
OG0007923	LOC6525089|XP_002100928.2|DYAK	LOC120455420|XP_039497503.1|DSAN
OG0007924	LOC6530066|XP_002091012.1|DYAK	LOC120445635|XP_039482103.1|DSAN
OG0007925	LOC6532153|XP_002092929.1|DYAK	LOC120445452|XP_039481831.1|DSAN
OG0007926	LOC6531498|XP_002092297.1|DYAK	LOC120446611|XP_039483590.1|DSAN
OG0007927	LOC6527042|XP_039227756.1|DYAK	LOC120448004|XP_039485655.1|DSAN
OG0007928	LOC6527777|XP_015053011.1|DYAK	LOC120458567|XP_039502200.1|DSAN
OG0007929	LOC6527018|XP_002088113.1|DYAK	LOC120444037|XP_039479477.1|DSAN
OG0007930	LOC6532169|XP_039228920.1|DYAK	LOC120445494|XP_039481875.1|DSAN
OG0007931	LOC6527093|XP_015053614.1|DYAK	LOC120450728|XP_039489757.1|DSAN
OG0007932	LOC6524944|XP_039226099.1|DYAK	LOC120457089|XP_039500206.1|DSAN
OG0007933	LOC6536701|XP_002097273.3|DYAK	LOC120452267|XP_039492330.1|DSAN
OG0007934	LOC26534835|XP_039232786.1|DYAK	LOC120452475|XP_039492649.1|DSAN
OG0007935	LOC6527453|XP_002088545.1|DYAK	LOC120443857|XP_039479153.1|DSAN
OG0007936	LOC6539130|XP_039227582.1|DYAK	LOC120446492|XP_039483436.1|DSAN
OG0007937	LOC6526898|XP_002087997.1|DYAK	LOC120453143|XP_039493637.1|DSAN
OG0007938	LOC6527180|XP_002088274.1|DYAK	LOC120447719|XP_039485193.1|DSAN
OG0007939	LOC6526781|XP_002087884.1|DYAK	LOC120456617|XP_039499477.1|DSAN
OG0007940	LOC6526783|XP_039227343.1|DYAK	LOC120443840|XP_039479133.1|DSAN
OG0007941	LOC6539177|XP_002086078.2|DYAK	LOC120457098|XP_039500265.1|DSAN
OG0007942	LOC6524896|XP_002100736.1|DYAK	LOC120457235|XP_039500550.1|DSAN
OG0007943	LOC6527487|XP_002088577.3|DYAK	LOC120444056|XP_039479497.1|DSAN
OG0007944	LOC6532448|XP_015049359.1|DYAK	LOC120450135|XP_039488896.1|DSAN
OG0007945	LOC6527145|XP_002088239.1|DYAK	LOC120447771|XP_039485260.1|DSAN
OG0007946	LOC6531922|XP_002092708.1|DYAK	LOC120444798|XP_039480680.1|DSAN
OG0007947	LOC6527481|XP_002088571.1|DYAK	LOC120458132|XP_039501608.1|DSAN
OG0007948	LOC6528981|XP_002090013.1|DYAK	LOC120452106|XP_039492119.1|DSAN
OG0007949	LOC6525455|XP_002101290.1|DYAK	LOC120455740|XP_039498096.1|DSAN
OG0007950	LOC6529277|XP_002090282.1|DYAK	LOC120457775|XP_039501206.1|DSAN
OG0007951	LOC6527594|XP_002088682.1|DYAK	LOC120453345|XP_039493952.1|DSAN
OG0007952	LOC6526861|XP_015053243.1|DYAK	LOC120456475|XP_039499275.1|DSAN
OG0007953	LOC6527096|XP_002088189.1|DYAK	LOC120443736|XP_039478925.1|DSAN
OG0007954	LOC6527036|XP_002088130.1|DYAK	LOC120458258|XP_039501781.1|DSAN
OG0007955	LOC6527928|XP_039227363.1|DYAK	LOC120449754|XP_039488334.1|DSAN
OG0007956	LOC6529751|XP_002090741.1|DYAK	LOC120445533|XP_039481933.1|DSAN
OG0007957	LOC6527975|XP_039226987.1|DYAK	LOC120458514|XP_039502119.1|DSAN
OG0007958	LOC6524716|XP_039230647.1|DYAK	LOC120455462|XP_039497617.1|DSAN
OG0007959	LOC6529587|XP_002090581.1|DYAK	LOC120445733|XP_039482238.1|DSAN
OG0007960	LOC6528049|XP_002089116.1|DYAK	LOC120458088|XP_039501539.1|DSAN
OG0007961	LOC6538506|XP_002099028.3|DYAK	LOC120454657|XP_039496094.1|DSAN
OG0007962	LOC6524389|XP_002100247.1|DYAK	LOC120455982|XP_039498471.1|DSAN
OG0007963	LOC6527461|XP_002088552.1|DYAK	LOC120448976|XP_039487174.1|DSAN
OG0007964	LOC6527071|XP_002088164.1|DYAK	LOC120454739|XP_039496196.1|DSAN
OG0007965	LOC6527128|XP_015053187.1|DYAK	LOC120448731|XP_039486843.1|DSAN
OG0007966	LOC6526446|XP_002087565.1|DYAK	LOC120443811|XP_039479085.1|DSAN
OG0007967	LOC6529261|XP_002090266.2|DYAK	LOC120457745|XP_039501178.1|DSAN
OG0007968	LOC6526435|XP_039227695.1|DYAK	LOC120454328|XP_039495470.1|DSAN
OG0007969	LOC6527994|XP_002089061.1|DYAK	LOC120444113|XP_039479577.1|DSAN
OG0007970	LOC26535558|XP_015051546.1|DYAK	LOC120445628|XP_039482089.1|DSAN
OG0007971	LOC6525035|XP_002100874.2|DYAK	LOC120455194|XP_039497070.1|DSAN
OG0007972	LOC6530113|XP_002091059.1|DYAK	LOC120446669|XP_039483676.1|DSAN
OG0007973	LOC6527379|XP_002088471.2|DYAK	LOC120458478|XP_039502072.1|DSAN
OG0007974	LOC6524564|XP_002100421.2|DYAK	LOC120455641|XP_039497965.1|DSAN
OG0007975	LOC6537521|XP_002098067.1|DYAK	LOC120453934|XP_039494813.1|DSAN
OG0007976	LOC6525286|XP_002101122.2|DYAK	LOC120456335|XP_039499039.1|DSAN
OG0007977	LOC6527652|XP_002088738.1|DYAK	LOC120444726|XP_039480589.1|DSAN
OG0007978	LOC6527623|XP_002088711.1|DYAK	LOC120458682|XP_039502353.1|DSAN
OG0007979	LOC6529785|XP_039229360.1|DYAK	LOC120445738|XP_039482246.1|DSAN
OG0007980	LOC6529826|XP_002090807.1|DYAK	LOC120446021|XP_039482710.1|DSAN
OG0007981	LOC6524861|XP_002100701.1|DYAK	LOC120455314|XP_039497298.1|DSAN
OG0007982	LOC6527220|XP_039226945.1|DYAK	LOC120458765|XP_039502511.1|DSAN
OG0007983	LOC6529561|XP_002090558.1|DYAK	LOC120445949|XP_039482568.1|DSAN
OG0007984	LOC6529727|XP_015052408.1|DYAK	LOC120445496|XP_039481877.1|DSAN
OG0007986	LOC6527382|XP_002088474.1|DYAK	LOC120451034|XP_039490299.1|DSAN
OG0007987	LOC6526614|XP_002087722.1|DYAK	LOC120446880|XP_039484027.1|DSAN
OG0007988	LOC6529801|XP_002090785.1|DYAK	LOC120446411|XP_039483291.1|DSAN
OG0007989	LOC6527981|XP_002089048.1|DYAK	LOC120457926|XP_039501367.1|DSAN
OG0007990	LOC6528048|XP_002089115.1|DYAK	LOC120458087|XP_039501538.1|DSAN
OG0007991	LOC6526772|XP_002087875.1|DYAK	LOC120455246|XP_039497175.1|DSAN
OG0007992	LOC6527759|XP_039227454.1|DYAK	LOC120444312|XP_039479793.1|DSAN
OG0007993	LOC6539015|XP_015049165.1|DYAK	LOC120451424|XP_039491031.1|DSAN
OG0007994	LOC6527933|XP_002089001.1|DYAK	LOC120445029|XP_039481042.1|DSAN
OG0007995	LOC6527537|XP_002088627.1|DYAK	LOC120446133|XP_039482895.1|DSAN
OG0007996	LOC6525864|XP_015046521.1|DYAK	LOC120455975|XP_039498458.1|DSAN
OG0007997	LOC6534188|XP_002094871.1|DYAK	LOC120449463|XP_039487869.1|DSAN
OG0007998	LOC6529639|XP_015052395.1|DYAK	LOC120445169|XP_039481283.1|DSAN
OG0007999	LOC6527181|XP_002088275.1|DYAK	LOC120457041|XP_039500147.1|DSAN
OG0008000	LOC6527183|XP_039227213.1|DYAK	LOC120453304|XP_039493882.1|DSAN
OG0008001	LOC6527405|XP_002088497.1|DYAK	LOC120443999|XP_039479415.1|DSAN
OG0008002	LOC6526301|XP_039226297.1|DYAK	LOC120447067|XP_039484394.1|DSAN
OG0008003	LOC6527407|XP_002088499.3|DYAK	LOC120444038|XP_039479481.1|DSAN
OG0008004	LOC6523785|XP_002099660.2|DYAK	LOC120455528|XP_039497752.1|DSAN
OG0008005	LOC6526023|XP_002101840.2|DYAK	LOC120457382|XP_039500859.1|DSAN
OG0008006	LOC6525143|XP_002100981.1|DYAK	LOC120457129|XP_039500302.1|DSAN
OG0008007	LOC6524231|XP_002100094.1|DYAK	LOC120455053|XP_039496839.1|DSAN
OG0008008	LOC6539464|XP_002086355.2|DYAK	LOC120449580|XP_039488068.1|DSAN
OG0008009	LOC6524266|XP_002100129.1|DYAK	LOC120455033|XP_039496801.1|DSAN
OG0008010	LOC6539987|XP_002086857.2|DYAK	LOC120457228|XP_039500535.1|DSAN
OG0008011	LOC6531281|XP_002092090.1|DYAK	LOC120444773|XP_039480640.1|DSAN
OG0008012	LOC6529348|XP_039228810.1|DYAK	LOC120445340|XP_039481610.1|DSAN
OG0008013	LOC6530902|XP_002091754.2|DYAK	LOC120446265|XP_039483075.1|DSAN
OG0008014	LOC6535303|XP_002095959.2|DYAK	LOC120452478|XP_039492653.1|DSAN
OG0008015	LOC6533684|XP_002094389.1|DYAK	LOC120448773|XP_039486893.1|DSAN
OG0008016	LOC6533686|XP_002094391.1|DYAK	LOC120448775|XP_039486896.1|DSAN
OG0008017	LOC6524547|XP_002100404.2|DYAK	LOC120457054|XP_039500162.1|DSAN
OG0008018	LOC6523916|XP_039227005.1|DYAK	LOC120455286|XP_039497256.1|DSAN
OG0008019	LOC6525140|XP_015046117.1|DYAK	LOC120456349|XP_039499067.1|DSAN
OG0008020	LOC6535765|XP_002096388.2|DYAK	LOC120454435|XP_039495665.1|DSAN
OG0008021	LOC6524333|XP_002100191.1|DYAK	LOC120455807|XP_039498201.1|DSAN
OG0008022	LOC6538316|XP_002098843.1|DYAK	LOC120453193|XP_039493693.1|DSAN
OG0008023	LOC6523903|XP_002099776.1|DYAK	LOC120457169|XP_039500385.1|DSAN
OG0008024	LOC26535641|XP_039233415.1|DYAK	LOC120457018|XP_039500108.1|DSAN
OG0008025	LOC120320839|XP_039227627.1|DYAK	LOC120455912|XP_039498355.1|DSAN
OG0008026	LOC6525036|XP_002100875.1|DYAK	LOC120455195|XP_039497072.1|DSAN
OG0008027	LOC6524222|XP_002100085.1|DYAK	LOC120457006|XP_039500093.1|DSAN
OG0008028	LOC6535530|XP_015047202.1|DYAK	LOC120453158|XP_039493647.1|DSAN
OG0008029	LOC6538739|XP_002099254.1|DYAK	LOC120454149|XP_039495142.1|DSAN
OG0008030	LOC6535324|XP_002095980.1|DYAK	LOC120452459|XP_039492623.1|DSAN
OG0008031	LOC6526643|XP_002087751.1|DYAK	LOC120452820|XP_039493161.1|DSAN
OG0008032	LOC6539021|XP_002099523.2|DYAK	LOC120451430|XP_039491040.1|DSAN
OG0008033	LOC6537414|XP_039231449.1|DYAK	LOC120451522|XP_039491224.1|DSAN
OG0008034	LOC6536757|XP_002097329.2|DYAK	LOC120451744|XP_039491587.1|DSAN
OG0008035	LOC6524727|XP_002100571.1|DYAK	LOC120457306|XP_039500724.1|DSAN
OG0008036	LOC6538512|XP_002099034.1|DYAK	LOC120453531|XP_039494217.1|DSAN
OG0008037	LOC6538519|XP_039232320.1|DYAK	LOC120453524|XP_039494206.1|DSAN
OG0008038	LOC6524202|XP_002100065.1|DYAK	LOC120456963|XP_039500042.1|DSAN
OG0008039	LOC6535822|XP_002096443.2|DYAK	LOC120453996|XP_039494895.1|DSAN
OG0008040	LOC6539039|XP_002099541.1|DYAK	LOC120452736|XP_039493041.1|DSAN
OG0008041	LOC6525512|XP_002101347.1|DYAK	LOC120457126|XP_039500295.1|DSAN
OG0008042	LOC6536821|XP_002097391.3|DYAK	LOC120454640|XP_039496073.1|DSAN
OG0008043	LOC6524416|XP_002100274.1|DYAK	LOC120455493|XP_039497676.1|DSAN
OG0008044	LOC6524380|XP_039229098.1|DYAK	LOC120456948|XP_039500021.1|DSAN
OG0008045	LOC6524307|XP_002100166.1|DYAK	LOC120455329|XP_039497341.1|DSAN
OG0008046	LOC6535814|XP_002096436.2|DYAK	LOC120454605|XP_039495998.1|DSAN
OG0008047	LOC6535895|XP_002096511.3|DYAK	LOC120450777|XP_039489869.1|DSAN
OG0008048	LOC6535817|XP_002096439.1|DYAK	LOC120453997|XP_039494897.1|DSAN
OG0008049	LOC6535894|XP_039232234.1|DYAK	LOC120450775|XP_039489867.1|DSAN
OG0008050	LOC6538486|XP_002099010.2|DYAK	LOC120451495|XP_039491180.1|DSAN
OG0008051	LOC6536861|XP_002097430.1|DYAK	LOC120450806|XP_039489910.1|DSAN
OG0008052	LOC6537105|XP_002097666.1|DYAK	LOC120451153|XP_039490514.1|DSAN
OG0008053	LOC6535211|XP_039229748.1|DYAK	LOC120448285|XP_039486149.1|DSAN
OG0008054	LOC6523783|XP_002099658.1|DYAK	LOC120455894|XP_039498324.1|DSAN
OG0008055	LOC6525037|XP_002100876.2|DYAK	LOC120456301|XP_039498981.1|DSAN
OG0008056	LOC6523924|XP_002099797.1|DYAK	LOC120457354|XP_039500804.1|DSAN
OG0008057	LOC6537491|XP_002098039.2|DYAK	LOC120453625|XP_039494339.1|DSAN
OG0008058	LOC6537315|XP_002097872.1|DYAK	LOC120452198|XP_039492250.1|DSAN
OG0008059	LOC6537479|XP_002098035.1|DYAK	LOC120453300|XP_039493866.1|DSAN
OG0008060	LOC6536615|XP_002097187.1|DYAK	LOC120452223|XP_039492283.1|DSAN
OG0008061	LOC6525385|XP_002101221.1|DYAK	LOC120456208|XP_039498822.1|DSAN
OG0008062	LOC6524822|XP_002100664.1|DYAK	LOC120456395|XP_039499157.1|DSAN
OG0008063	LOC6536820|XP_002097390.1|DYAK	LOC120454641|XP_039496075.1|DSAN
OG0008064	LOC6524930|XP_002100770.1|DYAK	LOC120456313|XP_039499001.1|DSAN
OG0008065	LOC6524037|XP_002099907.1|DYAK	LOC120457409|XP_039500941.1|DSAN
OG0008066	LOC6526219|XP_002102028.1|DYAK	LOC120457386|XP_039500871.1|DSAN
OG0008067	LOC6525518|XP_002101353.1|DYAK	LOC120455516|XP_039497723.1|DSAN
OG0008068	LOC6525515|XP_015046337.1|DYAK	LOC120456801|XP_039499769.1|DSAN
OG0008069	LOC6537183|XP_002097741.1|DYAK	LOC120451254|XP_039490713.1|DSAN
OG0008070	LOC6535818|XP_015047367.2|DYAK	LOC120453998|XP_039494899.1|DSAN
OG0008071	LOC6525456|XP_002101291.1|DYAK	LOC120455741|XP_039498097.1|DSAN
OG0008072	LOC6525195|XP_002101033.1|DYAK	LOC120455067|XP_039496853.1|DSAN
OG0008073	LOC6525310|XP_002101146.1|DYAK	LOC120456833|XP_039499817.1|DSAN
OG0008074	LOC6525307|XP_002101143.2|DYAK	LOC120455263|XP_039497198.1|DSAN
OG0008075	LOC6530543|XP_015051914.1|DYAK	LOC120445542|XP_039481947.1|DSAN
OG0008076	LOC6524427|XP_002100285.3|DYAK	LOC120455258|XP_039497193.1|DSAN
OG0008077	LOC6535319|XP_002095975.1|DYAK	LOC120453077|XP_039493538.1|DSAN
OG0008078	LOC6524010|XP_002099882.1|DYAK	LOC120455539|XP_039497810.1|DSAN
OG0008079	LOC6524818|XP_002100660.1|DYAK	LOC120457036|XP_039500137.1|DSAN
OG0008080	LOC26535869|XP_015045697.2|DYAK	LOC120455261|XP_039497196.1|DSAN
OG0008081	LOC6524446|XP_002100304.1|DYAK	LOC120456326|XP_039499026.1|DSAN
OG0008082	LOC6538295|XP_002098822.2|DYAK	LOC120453720|XP_039494482.1|DSAN
OG0008083	LOC6537496|XP_002098044.2|DYAK	LOC120454536|XP_039495848.1|DSAN
OG0008084	LOC6537642|XP_002098187.2|DYAK	LOC120453855|XP_039494694.1|DSAN
OG0008085	LOC6538386|XP_002098910.1|DYAK	LOC120452822|XP_039493160.1|DSAN
OG0008086	LOC6537493|XP_015048374.1|DYAK	LOC120454534|XP_039495841.1|DSAN
OG0008087	LOC6524834|XP_002100676.1|DYAK	LOC120456012|XP_039498502.1|DSAN
OG0008088	LOC6524366|XP_002100224.1|DYAK	LOC120456953|XP_039500031.1|DSAN
OG0008089	LOC6532344|XP_002093104.1|DYAK	LOC120450400|XP_039489330.1|DSAN
OG0008090	LOC6523876|XP_002099749.1|DYAK	LOC120456377|XP_039499132.1|DSAN
OG0008091	LOC6538788|XP_002099301.1|DYAK	LOC120452625|XP_039492868.1|DSAN
OG0008092	LOC6535750|XP_039232599.1|DYAK	LOC120450872|XP_039490032.1|DSAN
OG0008093	LOC6525743|XP_039226585.1|DYAK	LOC120455696|XP_039498038.1|DSAN
OG0008094	LOC6527327|XP_002088419.1|DYAK	LOC120452918|XP_039493358.1|DSAN
OG0008095	LOC6537397|XP_002097953.1|DYAK	LOC120451801|XP_039491689.1|DSAN
OG0008096	LOC6523821|XP_002099696.1|DYAK	LOC120456245|XP_039498899.1|DSAN
OG0008097	LOC6525275|XP_002101111.1|DYAK	LOC120456042|XP_039498549.1|DSAN
OG0008098	LOC6534107|XP_002094793.2|DYAK	LOC120448525|XP_039486497.1|DSAN
OG0008099	LOC6534807|XP_015050843.1|DYAK	LOC120447674|XP_039485133.1|DSAN
OG0008100	LOC6538693|XP_002099212.1|DYAK	LOC120451181|XP_039490555.1|DSAN
OG0008101	LOC6524717|XP_002100561.1|DYAK	LOC120455459|XP_039497613.1|DSAN
OG0008103	LOC6525213|XP_002101051.1|DYAK	LOC120456482|XP_039499280.1|DSAN
OG0008104	LOC6534496|XP_039229965.1|DYAK	LOC120449490|XP_039487906.1|DSAN
OG0008105	LOC6537262|XP_015048230.1|DYAK	LOC120454098|XP_039495042.1|DSAN
OG0008106	LOC6535194|XP_002095854.1|DYAK	LOC120449006|XP_039487214.1|DSAN
OG0008107	LOC6537399|XP_039231621.1|DYAK	LOC120453473|XP_039494137.1|DSAN
OG0008108	LOC6523782|XP_002099657.1|DYAK	LOC120455893|XP_039498322.1|DSAN
OG0008109	LOC6524228|XP_002100091.1|DYAK	LOC120455054|XP_039496840.1|DSAN
OG0008110	LOC6525091|XP_002100930.1|DYAK	LOC120455568|XP_039497864.1|DSAN
OG0008111	LOC6523804|XP_002099679.1|DYAK	LOC120456287|XP_039498964.1|DSAN
OG0008112	LOC6524471|XP_039233514.1|DYAK	LOC120455386|XP_039497447.1|DSAN
OG0008113	LOC6524543|XP_002100400.1|DYAK	LOC120455881|XP_039498298.1|DSAN
OG0008114	LOC6524544|XP_002100401.1|DYAK	LOC120455880|XP_039498297.1|DSAN
OG0008115	LOC6525332|XP_015046244.1|DYAK	LOC120456168|XP_039498758.1|DSAN
OG0008116	LOC6525336|XP_039226673.1|DYAK	LOC120456174|XP_039498774.1|DSAN
OG0008117	LOC6525129|XP_002100967.1|DYAK	LOC120456091|XP_039498619.1|DSAN
OG0008118	LOC6523806|XP_002099681.1|DYAK	LOC120456291|XP_039498969.1|DSAN
OG0008119	LOC6525149|XP_002100987.1|DYAK	LOC120455586|XP_039497893.1|DSAN
OG0008120	LOC6525068|XP_002100907.3|DYAK	LOC120455123|XP_039496950.1|DSAN
OG0008121	LOC6530089|XP_002091035.1|DYAK	LOC120445106|XP_039481184.1|DSAN
OG0008122	LOC6524056|XP_002099925.1|DYAK	LOC120455628|XP_039497948.1|DSAN
OG0008123	LOC6524015|XP_002099887.1|DYAK	LOC120456292|XP_039498970.1|DSAN
OG0008124	LOC6524397|XP_039226142.1|DYAK	LOC120455635|XP_039497958.1|DSAN
OG0008125	LOC6524234|XP_002100097.1|DYAK	LOC120455046|XP_039496828.1|DSAN
OG0008126	LOC6524020|XP_002099892.1|DYAK	LOC120456819|XP_039499800.1|DSAN
OG0008127	LOC6524046|XP_002099915.1|DYAK	LOC120457402|XP_039500929.1|DSAN
OG0008128	LOC6524869|XP_002100709.1|DYAK	LOC120455145|XP_039496984.1|DSAN
OG0008129	LOC6524018|XP_039232368.1|DYAK	LOC120457416|XP_039500948.1|DSAN
OG0008130	LOC6525107|XP_002100946.1|DYAK	LOC120455423|XP_039497511.1|DSAN
OG0008131	LOC6523778|XP_002099653.3|DYAK	LOC120455200|XP_039497084.1|DSAN
OG0008132	LOC6538735|XP_002099250.1|DYAK	LOC120452235|XP_039492295.1|DSAN
OG0008133	LOC6524573|XP_002100430.1|DYAK	LOC120454940|XP_039496643.1|DSAN
OG0008134	LOC6524021|XP_002099893.1|DYAK	LOC120455202|XP_039497089.1|DSAN
OG0008135	LOC6536265|XP_002096851.1|DYAK	LOC120451327|XP_039490836.1|DSAN
OG0008136	LOC6526866|XP_002087966.2|DYAK	LOC120453744|XP_039494514.1|DSAN
OG0008137	LOC6524221|XP_002100084.1|DYAK	LOC120456073|XP_039498596.1|DSAN
OG0008138	LOC26536213|XP_015050996.1|DYAK	LOC120448590|XP_039486607.1|DSAN
OG0008139	LOC6529960|XP_002090907.2|DYAK	LOC120444826|XP_039480716.1|DSAN
OG0008140	LOC6524235|XP_002100098.1|DYAK	LOC120455048|XP_039496833.1|DSAN
OG0008141	LOC6525060|XP_002100899.2|DYAK	LOC120455648|XP_039497973.1|DSAN
OG0008142	LOC6525168|XP_002101006.1|DYAK	LOC120455097|XP_039496908.1|DSAN
OG0008143	LOC6524892|XP_002100732.1|DYAK	LOC120455553|XP_039497830.1|DSAN
OG0008144	LOC6530053|XP_002090999.1|DYAK	LOC120444471|XP_039480082.1|DSAN
OG0008145	LOC6524512|XP_002100369.1|DYAK	LOC120457141|XP_039500337.1|DSAN
OG0008146	LOC6525444|XP_002101279.1|DYAK	LOC120454948|XP_039496651.1|DSAN
OG0008147	LOC6525446|XP_002101281.1|DYAK	LOC120454946|XP_039496649.1|DSAN
OG0008148	LOC6524008|XP_039226110.1|DYAK	LOC120456974|XP_039500055.1|DSAN
OG0008149	LOC6524063|XP_002099932.1|DYAK	LOC120457044|XP_039500150.1|DSAN
OG0008150	LOC6525070|XP_002100909.1|DYAK	LOC120457240|XP_039500560.1|DSAN
OG0008151	LOC6525700|XP_002101522.2|DYAK	LOC120457051|XP_039500155.1|DSAN
OG0008152	LOC120320967|XP_039227931.1|DYAK	LOC120455949|XP_039498424.1|DSAN
OG0008153	LOC6532099|XP_002092875.1|DYAK	LOC120445086|XP_039481149.1|DSAN
OG0008154	LOC6534127|XP_002094811.1|DYAK	LOC120447687|XP_039485151.1|DSAN
OG0008155	LOC120321528|XP_039230172.1|DYAK, LOC26535075|XP_039230173.1|DYAK	LOC120449103|XP_039487346.1|DSAN
OG0008156	LOC6539017|XP_002099519.1|DYAK	LOC120451423|XP_039491030.1|DSAN
OG0008157	LOC6536523|XP_002097099.1|DYAK	LOC120453002|XP_039493440.1|DSAN
OG0008158	LOC6524974|XP_002100814.1|DYAK	LOC120455612|XP_039497927.1|DSAN
OG0008159	LOC26534477|XP_015050505.1|DYAK	LOC120450565|XP_039489609.1|DSAN
OG0008160	LOC6530945|XP_039228478.1|DYAK	LOC120445137|XP_039481222.1|DSAN
OG0008161	LOC6532229|XP_002093002.3|DYAK	LOC120450149|XP_039488919.1|DSAN
OG0008162	LOC6525932|XP_002101752.1|DYAK	LOC120455221|XP_039497125.1|DSAN
OG0008163	LOC6533110|XP_039230228.1|DYAK	LOC120447918|XP_039485509.1|DSAN
OG0008164	LOC6526241|XP_039229359.1|DYAK	LOC120456702|XP_039499603.1|DSAN
