Orthogroup	DYAK.longest_only	DPSE.longest_only
OG0010055	LOC6525348|XP_002101184.1|DYAK	LOC4815053|XP_001354769.2|DPSE
OG0010056	LOC6525559|XP_002101394.1|DYAK	LOC4815426|XP_001355648.3|DPSE
OG0010057	LOC6523877|XP_002099750.1|DYAK	LOC6902106|XP_002133637.1|DPSE
OG0010058	LOC6524580|XP_039226920.1|DYAK	LOC4814547|XP_001355086.3|DPSE
OG0010059	LOC6526049|XP_002101866.1|DYAK	LOC4816046|XP_001355397.2|DPSE
OG0010060	LOC6524510|XP_002100367.1|DYAK	LOC4815613|XP_001355374.2|DPSE
OG0010061	LOC6532983|XP_002093718.1|DYAK	LOC4812203|XP_001352642.3|DPSE
OG0010062	LOC6533173|XP_002093899.1|DYAK	LOC6900709|XP_002135072.2|DPSE
OG0010063	LOC6534341|XP_002095021.1|DYAK	LOC4813737|XP_033240209.1|DPSE
OG0010064	LOC6534331|XP_002095011.1|DYAK	LOC4813901|XP_001353794.3|DPSE
OG0010065	LOC6533067|XP_002093799.1|DYAK	LOC26532264|XP_015043111.2|DPSE
OG0010066	LOC6532429|XP_002093176.2|DYAK	LOC4813164|XP_001353733.3|DPSE
OG0010067	LOC6533508|XP_002094219.1|DYAK	LOC4813633|XP_033241119.1|DPSE
OG0010068	LOC6539398|XP_002086286.1|DYAK	LOC4812936|XP_033239984.1|DPSE
OG0010069	LOC6532458|XP_002093205.1|DYAK	LOC4812885|XP_001353559.1|DPSE
OG0010070	LOC26534900|XP_015050787.1|DYAK	LOC26532034|XP_015043780.2|DPSE
OG0010071	LOC6534325|XP_002095005.1|DYAK	LOC117184418|XP_033237550.1|DPSE
OG0010072	LOC6533033|XP_002093768.1|DYAK	LOC4814149|XP_001354272.2|DPSE
OG0010073	LOC6533410|XP_002094128.1|DYAK	LOC6900987|XP_002134683.1|DPSE
OG0010074	LOC6524163|XP_002100026.2|DYAK	LOC4815637|XP_001355408.3|DPSE
OG0010075	LOC6532780|XP_002093522.1|DYAK	LOC26533666|XP_015042864.2|DPSE
OG0010076	LOC6533901|XP_002094601.1|DYAK	LOC4813807|XP_001353405.3|DPSE
OG0010077	LOC6535056|XP_002095720.1|DYAK	LOC6900022|XP_002135387.2|DPSE
OG0010078	LOC6535057|XP_002095721.1|DYAK	LOC6900021|XP_015043685.2|DPSE
OG0010079	LOC6539496|XP_002086386.2|DYAK	LOC6900016|XP_002135381.4|DPSE
OG0010080	LOC6532755|XP_002093497.1|DYAK	LOC4814139|XP_001354204.3|DPSE
OG0010081	LOC26534560|XP_015049436.1|DYAK	LOC6900997|XP_002134693.3|DPSE
OG0010082	LOC6532830|XP_002093567.1|DYAK	LOC4812267|XP_001352864.1|DPSE
OG0010083	LOC6534101|XP_002094787.1|DYAK	LOC4813499|XP_001353694.3|DPSE
OG0010084	LOC6534126|XP_039229884.1|DYAK	LOC6900369|XP_033238235.1|DPSE
OG0010085	LOC6539326|XP_039230262.1|DYAK	LOC26533890|XP_033237401.1|DPSE
OG0010086	LOC6534104|XP_002094790.1|DYAK	LOC4813809|XP_001353697.3|DPSE
OG0010087	LOC6534045|XP_002094731.1|DYAK	LOC4813093|XP_033238200.1|DPSE
OG0010088	LOC6539351|XP_002086244.2|DYAK	LOC4813044|XP_001353516.3|DPSE
OG0010089	LOC6533721|XP_039230556.1|DYAK	LOC6900757|XP_015043317.2|DPSE
OG0010090	LOC6523743|XP_002099618.1|DYAK	LOC4811806|XP_033237225.1|DPSE
OG0010091	LOC6530422|XP_002091338.1|DYAK	LOC6897405|XP_002137557.1|DPSE
OG0010092	LOC120322286|XP_039233277.1|DYAK	LOC13036438|XP_003736826.2|DPSE
OG0010093	LOC6531297|XP_039229238.1|DYAK	LOC6903244|XP_015036445.2|DPSE
OG0010094	LOC6537807|XP_002098348.1|DYAK	LOC4800927|XP_001358115.3|DPSE
OG0010095	LOC26536240|XP_015049021.1|DYAK	LOC4801791|XP_003736605.2|DPSE
OG0010096	LOC6523999|XP_002099871.1|DYAK	LOC6901719|XP_002134387.2|DPSE
OG0010097	LOC6540556|XP_039226584.1|DYAK	LOC26533384|XP_015042367.1|DPSE
OG0010098	LOC6528088|XP_002089155.1|DYAK	LOC6903337|XP_002132218.2|DPSE
OG0010099	LOC6529637|XP_002090631.1|DYAK	LOC4816950|XP_001356892.2|DPSE
OG0010100	LOC6533075|XP_002093807.2|DYAK	LOC6900659|XP_002135027.2|DPSE
OG0010101	LOC6535115|XP_002095778.1|DYAK	LOC4812834|XP_001353582.2|DPSE
OG0010102	LOC6539358|XP_002086251.2|DYAK	LOC4812812|XP_001353509.2|DPSE
OG0010103	LOC6539350|XP_002086243.1|DYAK	LOC4813058|XP_001353517.3|DPSE
OG0010104	LOC6532565|XP_002093310.2|DYAK	LOC6900035|XP_002135400.2|DPSE
OG0010105	LOC6527724|XP_002088807.1|DYAK	LOC6903283|XP_033236404.1|DPSE
OG0010106	LOC6530149|XP_002091091.1|DYAK	LOC4803668|XP_001360351.2|DPSE
OG0010107	LOC6531845|XP_002092632.1|DYAK	LOC4804555|XP_001361098.3|DPSE
OG0010108	LOC6531153|XP_039227960.1|DYAK	LOC6898371|XP_002138424.2|DPSE
OG0010110	LOC6533156|XP_002093882.1|DYAK	LOC4813060|XP_001353838.4|DPSE
OG0010111	LOC6538121|XP_002098656.3|DYAK	LOC6897273|XP_002137433.4|DPSE
OG0010112	LOC6536936|XP_002097505.1|DYAK	LOC4801279|XP_001358399.3|DPSE
OG0010113	LOC6525506|XP_002101341.1|DYAK	LOC4814932|XP_001354846.3|DPSE
OG0010114	LOC6524180|XP_002100043.3|DYAK	LOC4814913|XP_001354912.4|DPSE
OG0010115	LOC6524174|XP_002100037.1|DYAK	LOC4815771|XP_001355417.3|DPSE
OG0010116	LOC6525394|XP_039232013.1|DYAK	LOC4815133|XP_001355210.4|DPSE
OG0010117	LOC6526082|XP_002101899.1|DYAK	LOC4815960|XP_001355624.2|DPSE
OG0010118	LOC6524294|XP_015045592.1|DYAK	LOC4814617|XP_033238227.1|DPSE
OG0010119	LOC26534724|XP_039228152.1|DYAK	LOC6903643|XP_002136831.2|DPSE
OG0010120	LOC6525228|XP_002101066.1|DYAK	LOC4815364|XP_001354925.1|DPSE
OG0010121	LOC6525761|XP_039233275.1|DYAK	LOC4814413|XP_001354346.3|DPSE
OG0010122	LOC6524660|XP_002100517.1|DYAK	LOC6901415|XP_002134101.2|DPSE
OG0010123	LOC6524700|XP_002100544.2|DYAK	LOC4814706|XP_001354887.3|DPSE
OG0010125	LOC6525949|XP_002101769.2|DYAK	LOC4814385|XP_001354399.3|DPSE
OG0010126	LOC6528254|XP_039227434.1|DYAK	LOC6903503|XP_002132382.2|DPSE
OG0010127	LOC6527882|XP_002088954.1|DYAK	LOC6902786|XP_033235144.1|DPSE
OG0010128	LOC6527877|XP_002088949.3|DYAK	LOC4816877|XP_015035754.2|DPSE
OG0010129	LOC6527488|XP_002088578.1|DYAK	LOC4816138|XP_033236069.1|DPSE
OG0010130	LOC6527816|XP_002088889.1|DYAK	LOC4816257|XP_001355830.1|DPSE
OG0010131	LOC6528223|XP_002089285.2|DYAK	LOC117184152|XP_033236481.1|DPSE
OG0010132	LOC6529716|XP_002090709.1|DYAK	LOC4816536|XP_001356259.3|DPSE
OG0010133	LOC6529715|XP_002090708.2|DYAK	LOC6902726|XP_002133240.2|DPSE
OG0010134	LOC6527890|XP_002088962.1|DYAK	LOC4817057|XP_001356364.2|DPSE
OG0010135	LOC6528130|XP_002089197.1|DYAK	LOC4816524|XP_001356079.3|DPSE
OG0010136	LOC6528132|XP_002089199.1|DYAK	LOC4816492|XP_001356080.2|DPSE
OG0010137	LOC6527115|XP_002088208.1|DYAK	LOC4816155|XP_001355872.4|DPSE
OG0010138	LOC26536042|XP_015052951.2|DYAK	LOC6902408|XP_002133342.2|DPSE
OG0010139	LOC6529858|XP_002090822.1|DYAK	LOC6903093|XP_033235853.1|DPSE
OG0010140	LOC6526545|XP_002087655.3|DYAK	LOC6902928|XP_002132654.3|DPSE
OG0010141	LOC6527205|XP_002088299.1|DYAK	LOC4811729|XP_015044340.2|DPSE
OG0010142	LOC6526422|XP_039227060.1|DYAK	LOC4817629|XP_001357025.2|DPSE
OG0010143	LOC6527296|XP_039227616.1|DYAK	LOC6902866|XP_002132602.2|DPSE
OG0010144	LOC6529452|XP_002090454.2|DYAK	LOC4817677|XP_001357063.3|DPSE
OG0010145	LOC6528139|XP_039226341.1|DYAK	LOC4817880|XP_001357486.3|DPSE
OG0010146	LOC6529235|XP_002090241.2|DYAK	LOC4818178|XP_001357492.3|DPSE
OG0010147	LOC6526788|XP_002087891.1|DYAK	LOC4817271|XP_001356487.2|DPSE
OG0010148	LOC6529412|XP_039229351.1|DYAK	LOC4817491|XP_015036295.2|DPSE
OG0010149	LOC6526463|XP_002087582.2|DYAK	LOC6903137|XP_002132844.2|DPSE
OG0010150	LOC6529567|XP_002090564.1|DYAK	LOC4816826|XP_001356653.2|DPSE
OG0010151	LOC26534937|XP_015052853.1|DYAK, LOC120321056|XP_039228277.1|DYAK	LOC117184023|XP_033235864.1|DPSE
OG0010152	LOC6527386|XP_002088478.1|DYAK	LOC4816785|XP_001356556.2|DPSE
OG0010153	LOC6529002|XP_002090034.1|DYAK	LOC4816287|XP_033236371.1|DPSE
OG0010154	LOC6529013|XP_002090045.2|DYAK	LOC4816277|XP_001356022.4|DPSE
OG0010155	LOC6529816|XP_002090798.1|DYAK	LOC4816470|XP_001356029.2|DPSE
OG0010156	LOC6532624|XP_002093368.1|DYAK	LOC6897093|XP_015037072.2|DPSE
OG0010157	LOC6533600|XP_002094308.1|DYAK	LOC6900688|XP_002135052.2|DPSE
OG0010158	LOC6533573|XP_002094283.1|DYAK	LOC4813362|XP_001353764.3|DPSE
OG0010159	LOC6533006|XP_002093741.1|DYAK	LOC4812081|XP_001352657.3|DPSE
OG0010160	LOC6532794|XP_002093532.2|DYAK	LOC6902884|XP_002132618.2|DPSE
OG0010161	LOC6535059|XP_002095723.1|DYAK	LOC4811992|XP_001352557.1|DPSE
OG0010162	LOC26534963|XP_015050636.1|DYAK	LOC6901534|XP_002134208.1|DPSE, LOC117184823|XP_033239672.1|DPSE
OG0010163	LOC6539774|XP_002086660.3|DYAK	LOC4813650|XP_001353215.4|DPSE
OG0010164	LOC6533660|XP_002094366.1|DYAK	LOC4813757|XP_001353436.2|DPSE
OG0010165	LOC6533188|XP_002093914.1|DYAK	LOC4814093|XP_001354220.2|DPSE
OG0010166	LOC6532529|XP_002093275.2|DYAK	LOC4812748|XP_001353126.1|DPSE
OG0010167	LOC6532543|XP_002093289.1|DYAK	LOC6900330|XP_033237415.1|DPSE
OG0010168	LOC26536210|XP_015051051.1|DYAK	LOC6899901|XP_033239468.1|DPSE, LOC117184396|XP_033237403.1|DPSE
OG0010169	LOC6533745|XP_039230619.1|DYAK	LOC6900746|XP_002135105.2|DPSE
OG0010170	LOC6534223|XP_002094905.1|DYAK	LOC4813358|XP_001353981.5|DPSE
OG0010171	LOC6534224|XP_002094906.1|DYAK	LOC4813234|XP_001353980.1|DPSE
OG0010172	LOC6539567|XP_002086458.1|DYAK	LOC6900634|XP_002135007.1|DPSE
OG0010173	LOC6530050|XP_002090996.1|DYAK	LOC4805185|XP_001361632.1|DPSE
OG0010174	LOC6530569|XP_002091482.1|DYAK	LOC4805240|XP_001361673.3|DPSE
OG0010175	LOC6530546|XP_002091461.1|DYAK	LOC4805255|XP_001361686.2|DPSE
OG0010176	LOC6530542|XP_002091457.1|DYAK	LOC6898846|XP_002138817.1|DPSE
OG0010177	LOC6528443|XP_002089489.2|DYAK	LOC4804911|XP_001361396.1|DPSE
OG0010178	LOC6531404|XP_002092207.1|DYAK	LOC4803791|XP_001360451.3|DPSE
OG0010179	LOC6540532|XP_039230741.1|DYAK	LOC4813381|XP_001353619.2|DPSE
OG0010180	LOC6534999|XP_002095669.1|DYAK	LOC6900234|XP_002135563.3|DPSE
OG0010181	LOC6535131|XP_002095793.1|DYAK	LOC6900209|XP_002135541.2|DPSE
OG0010182	LOC26534869|XP_039228099.1|DYAK	LOC26533558|XP_015039926.2|DPSE
OG0010183	LOC6530737|XP_002091627.1|DYAK	LOC6898477|XP_002138519.1|DPSE
OG0010184	LOC26536180|XP_015052955.1|DYAK	LOC6898274|XP_002138341.2|DPSE
OG0010185	LOC6530376|XP_015051952.1|DYAK	LOC4803889|XP_001360535.4|DPSE
OG0010186	LOC6534136|XP_002094820.1|DYAK	LOC4812954|XP_001353197.3|DPSE
OG0010187	LOC6529338|XP_002090343.1|DYAK	LOC4805656|XP_001362018.3|DPSE
OG0010188	LOC6531422|XP_015051322.1|DYAK	LOC4803804|XP_001360462.3|DPSE
OG0010189	LOC6530059|XP_039228906.1|DYAK	LOC4804758|XP_001361269.2|DPSE
OG0010190	LOC6529290|XP_002090295.1|DYAK	LOC4804747|XP_001361259.2|DPSE
OG0010191	LOC6529313|XP_002090318.1|DYAK	LOC4804727|XP_001361243.3|DPSE
OG0010192	LOC26536364|XP_015051123.1|DYAK	LOC26532301|XP_015040208.2|DPSE
OG0010193	LOC6528430|XP_002089476.1|DYAK	LOC4804923|XP_001361407.3|DPSE
OG0010194	LOC6533707|XP_002094412.1|DYAK	LOC4813134|XP_015043323.2|DPSE
OG0010195	LOC6533703|XP_002094408.1|DYAK	LOC4813224|XP_001353918.4|DPSE
OG0010196	LOC6532087|XP_002092864.2|DYAK	LOC4805437|XP_001361838.3|DPSE
OG0010197	LOC6530026|XP_002090972.2|DYAK	LOC4804042|XP_015039560.2|DPSE
OG0010198	LOC6531271|XP_002092080.2|DYAK	LOC4803938|XP_001360578.2|DPSE
OG0010199	LOC6530691|XP_002091582.1|DYAK	LOC6898998|XP_004444536.1|DPSE
OG0010200	LOC6531675|XP_002092466.1|DYAK	LOC6898912|XP_033233894.1|DPSE
OG0010201	LOC6532046|XP_002092823.1|DYAK	LOC4805601|XP_001361978.3|DPSE
OG0010202	LOC6530822|XP_002091705.1|DYAK	LOC4804599|XP_001361133.2|DPSE
OG0010203	LOC6530615|XP_002091528.1|DYAK	LOC6898856|XP_002138828.2|DPSE
OG0010204	LOC6530477|XP_002091392.1|DYAK	LOC4804455|XP_001361014.2|DPSE
OG0010205	LOC6531582|XP_002092380.1|DYAK	LOC6899108|XP_002139025.1|DPSE
OG0010206	LOC6530513|XP_002091428.2|DYAK	LOC6899109|XP_033233633.1|DPSE
OG0010207	LOC6530421|XP_002091337.1|DYAK	LOC4803972|XP_001360609.3|DPSE
OG0010208	LOC6528807|XP_002089839.1|DYAK	LOC4804451|XP_033234785.1|DPSE
OG0010209	LOC6528808|XP_002089840.1|DYAK	LOC6898493|XP_002138534.3|DPSE
OG0010210	LOC6529343|XP_002090348.2|DYAK	LOC4804362|XP_001360936.3|DPSE
OG0010211	LOC6531706|XP_002092497.1|DYAK	LOC4804192|XP_001360794.4|DPSE
OG0010212	LOC6530537|XP_002091452.1|DYAK	LOC6898848|XP_002138820.2|DPSE
OG0010213	LOC6530534|XP_002091449.1|DYAK	LOC4805267|XP_001361692.2|DPSE
OG0010214	LOC6530527|XP_002091442.3|DYAK	LOC4805273|XP_001361698.3|DPSE
OG0010215	LOC6530901|XP_002091753.1|DYAK	LOC4804954|XP_001361434.2|DPSE
OG0010216	LOC6530157|XP_002091099.1|DYAK	LOC4803675|XP_001360354.2|DPSE
OG0010217	LOC6531799|XP_002092586.1|DYAK	LOC4803711|XP_001360385.3|DPSE
OG0010218	LOC6531795|XP_002092582.1|DYAK	LOC4803715|XP_001360389.3|DPSE
OG0010219	LOC6531779|XP_002092566.1|DYAK	LOC4803723|XP_001360396.2|DPSE
OG0010220	LOC6531344|XP_002092148.1|DYAK	LOC4804178|XP_001360781.3|DPSE
OG0010221	LOC6531342|XP_002092146.2|DYAK	LOC4804179|XP_001360782.4|DPSE
OG0010222	LOC6529875|XP_002090832.1|DYAK	LOC4804770|XP_001361280.2|DPSE
OG0010223	LOC6530331|XP_002091258.2|DYAK	LOC6898167|XP_002138245.1|DPSE
OG0010224	LOC6530205|XP_002091143.1|DYAK	LOC4804145|XP_001360751.2|DPSE
OG0010225	LOC6536766|XP_002097338.2|DYAK	LOC4802603|XP_001359492.3|DPSE
OG0010226	LOC6539851|XP_002086735.3|DYAK	LOC4802951|XP_001359764.3|DPSE
OG0010227	LOC26536268|XP_039232467.1|DYAK	LOC13036428|XP_003736745.2|DPSE
OG0010228	LOC6539847|XP_002086728.1|DYAK	LOC4803060|XP_001359861.3|DPSE
OG0010229	LOC6535662|XP_002096290.1|DYAK	LOC4803243|XP_001360016.3|DPSE
OG0010230	LOC6535666|XP_002096294.1|DYAK	LOC4803247|XP_001360020.3|DPSE
OG0010231	LOC6538874|XP_002099378.2|DYAK	LOC4800398|XP_001357682.4|DPSE
OG0010232	LOC26535266|XP_015048020.1|DYAK	LOC26533103|XP_015037128.2|DPSE
OG0010233	LOC6537753|XP_002098294.1|DYAK	LOC4801664|XP_001358716.2|DPSE
OG0010234	LOC26534506|XP_015048069.1|DYAK	LOC13036481|XP_003736624.1|DPSE
OG0010235	LOC6538023|XP_002098558.1|DYAK	LOC4800502|XP_001357768.2|DPSE
OG0010236	LOC6537979|XP_002098516.2|DYAK	LOC4800272|XP_001357656.3|DPSE
OG0010237	LOC6539061|XP_002099563.1|DYAK	LOC6897352|XP_015037420.2|DPSE
OG0010238	LOC6538469|XP_002098993.1|DYAK	LOC4802659|XP_001359536.4|DPSE
OG0010239	LOC6537696|XP_002098241.1|DYAK	LOC4801074|XP_001358234.3|DPSE
OG0010240	LOC6528179|XP_002089242.1|DYAK	LOC6902707|XP_002133221.1|DPSE
OG0010241	LOC26535575|XP_015047968.1|DYAK	LOC117184667|XP_033239158.1|DPSE
OG0010242	LOC6538642|XP_002099162.1|DYAK	LOC6896657|XP_002136873.2|DPSE
OG0010243	LOC6539011|XP_015049164.1|DYAK	LOC4800730|XP_001357950.2|DPSE
OG0010244	LOC6536656|XP_002097228.1|DYAK	LOC117183393|XP_033233088.1|DPSE
OG0010245	LOC6535454|XP_002096095.2|DYAK	LOC4802684|XP_001359554.2|DPSE
OG0010246	LOC6536971|XP_002097540.1|DYAK	LOC4801998|XP_033240147.1|DPSE
OG0010247	LOC6537899|XP_002098440.1|DYAK	LOC4800554|XP_001357812.4|DPSE
OG0010248	LOC26535518|XP_015048360.1|DYAK	LOC6897104|XP_033232614.1|DPSE
OG0010249	LOC6537403|XP_015048332.1|DYAK	LOC4802844|XP_003736839.2|DPSE
OG0010250	LOC6536891|XP_002097460.2|DYAK	LOC4801411|XP_001358510.3|DPSE
OG0010251	LOC6535837|XP_002096458.2|DYAK	LOC4800894|XP_001358088.3|DPSE
OG0010252	LOC6537421|XP_002097977.1|DYAK	LOC4802369|XP_001359298.3|DPSE, LOC6901964|XP_015041032.2|DPSE, LOC26534455|XP_033240028.1|DPSE, LOC6901963|XP_033239451.1|DPSE, LOC26532315|XP_033239453.1|DPSE, LOC117184743|XP_033239455.1|DPSE
OG0010253	LOC6531856|XP_002092643.1|DYAK	LOC4804546|XP_033234080.1|DPSE
OG0010254	LOC6531834|XP_002092621.1|DYAK	LOC4804476|XP_001361034.2|DPSE
OG0010255	LOC6525057|XP_002100896.1|DYAK	LOC4815333|XP_001354706.3|DPSE
OG0010256	LOC26536351|XP_015048564.2|DYAK	LOC4800549|XP_001357809.3|DPSE
OG0010258	LOC6533837|XP_002094537.1|DYAK	LOC6900595|XP_002134968.1|DPSE, LOC6900520|XP_002134908.1|DPSE
OG0010259	LOC26536348|XP_015050181.1|DYAK	LOC6900687|XP_002135051.2|DPSE
OG0010260	LOC6527789|XP_002088862.1|DYAK	LOC6902366|XP_002133312.2|DPSE
OG0010275	LOC6537564|XP_002098110.1|DYAK	LOC4801913|XP_033240784.1|DPSE
OG0010276	LOC6525905|XP_039226040.1|DYAK	LOC4816096|XP_001355671.3|DPSE
OG0010277	LOC6537959|XP_002098496.1|DYAK	LOC117184915|XP_033239976.1|DPSE
OG0010278	LOC26535603|XP_039226530.1|DYAK	LOC117184897|XP_033239914.1|DPSE
OG0010279	LOC6538634|XP_002099154.1|DYAK	LOC4801286|XP_001358406.3|DPSE
OG0010280	LOC6525303|XP_002101139.1|DYAK	LOC4815200|XP_001354720.4|DPSE
OG0010281	LOC6533459|XP_015050040.1|DYAK	LOC117184462|XP_033238053.1|DPSE
OG0010282	LOC6538281|XP_002098808.1|DYAK	LOC4801242|XP_001358365.2|DPSE
OG0010283	LOC6537108|XP_002097669.1|DYAK	LOC6897567|XP_002137712.2|DPSE
OG0010284	LOC6538308|XP_002098835.1|DYAK	LOC6897072|XP_002137256.2|DPSE
OG0010285	LOC6537808|XP_002098349.1|DYAK	LOC4800926|XP_001358114.3|DPSE
OG0010286	LOC26536385|XP_039231710.1|DYAK	LOC4800501|XP_001357767.2|DPSE
OG0010287	LOC26534565|XP_015048476.1|DYAK	LOC6897307|XP_002137462.1|DPSE
OG0010288	LOC6535604|XP_002096232.1|DYAK	LOC4801340|XP_001358451.2|DPSE
OG0010289	LOC6538367|XP_002098891.1|DYAK	LOC4801323|XP_033241623.1|DPSE
OG0010290	LOC6538685|XP_002099204.1|DYAK	LOC6896756|XP_002136963.1|DPSE
OG0010291	LOC6538900|XP_002099404.2|DYAK	LOC4800379|XP_015038609.2|DPSE
OG0010292	LOC6538131|XP_002098666.1|DYAK	LOC6896746|XP_033241600.1|DPSE
OG0010293	LOC6526555|XP_002087665.1|DYAK	LOC4817478|XP_001356621.4|DPSE
OG0010294	LOC6529222|XP_015052218.1|DYAK	LOC4816394|XP_015036705.2|DPSE
OG0010295	LOC6528134|XP_002089200.1|DYAK	LOC4816667|XP_001356081.3|DPSE
OG0010297	LOC120320848|XP_039227685.1|DYAK	LOC117183736|XP_033234602.1|DPSE
OG0010298	LOC6531169|XP_002091998.1|DYAK	LOC6898366|XP_002138419.2|DPSE
OG0010299	LOC6528504|XP_039227134.1|DYAK	LOC4804997|XP_001361467.3|DPSE
OG0010300	LOC6529316|XP_002090321.1|DYAK	LOC15382898|XP_033234854.1|DPSE
OG0010301	LOC26535173|XP_015048446.1|DYAK	LOC4802284|XP_001359233.3|DPSE
OG0010303	LOC6531933|XP_002092719.1|DYAK	LOC4803527|XP_001360239.3|DPSE
OG0010304	LOC6525603|XP_002101438.1|DYAK	LOC4814213|XP_001354333.3|DPSE
OG0010305	LOC6525568|XP_002101403.1|DYAK	LOC6902199|XP_002133726.2|DPSE
OG0010306	LOC6525577|XP_002101412.1|DYAK	LOC4815553|XP_001355595.2|DPSE
OG0010307	LOC6525490|XP_015046306.1|DYAK	LOC6901470|XP_015041732.2|DPSE
OG0010308	LOC6525300|XP_002101136.1|DYAK	LOC4815092|XP_001354723.3|DPSE
OG0010309	LOC6532842|XP_002093579.2|DYAK	LOC26532302|XP_015043016.2|DPSE
OG0010310	LOC6523922|XP_002099795.1|DYAK	LOC4815734|XP_001355437.4|DPSE
OG0010311	LOC6525202|XP_002101040.1|DYAK	LOC6901623|XP_015041901.2|DPSE
OG0010312	LOC6525216|XP_002101054.1|DYAK	LOC4814794|XP_033240214.1|DPSE
OG0010313	LOC6534632|XP_002095307.3|DYAK	LOC6900891|XP_033238602.1|DPSE
OG0010314	LOC6524621|XP_002100478.2|DYAK	LOC4814895|XP_001354730.3|DPSE
OG0010315	LOC6525956|XP_002101776.1|DYAK	LOC6901069|XP_002134548.2|DPSE
OG0010316	LOC6531439|XP_002092242.2|DYAK	LOC6898256|XP_015039371.2|DPSE
OG0010317	LOC6524377|XP_002100235.1|DYAK	LOC4815382|XP_001354547.2|DPSE
OG0010318	LOC6524533|XP_002100390.1|DYAK	LOC4814304|XP_001354443.3|DPSE
OG0010319	LOC6524435|XP_002100293.1|DYAK	LOC4816032|XP_001355227.2|DPSE
OG0010320	LOC6525080|XP_002100919.1|DYAK	LOC4814805|XP_001354559.2|DPSE
OG0010321	LOC6532975|XP_002093710.3|DYAK	LOC6900047|XP_002135411.3|DPSE
OG0010322	LOC6532982|XP_002093717.1|DYAK	LOC6900051|XP_033238661.1|DPSE
OG0010323	LOC6532222|XP_002092995.1|DYAK	LOC6899976|XP_002135343.2|DPSE
OG0010324	LOC6532925|XP_039229952.1|DYAK	LOC4812656|XP_001353044.4|DPSE
OG0010325	LOC6533331|XP_002094057.2|DYAK	LOC4812901|XP_001353244.1|DPSE
OG0010326	LOC6532873|XP_002093609.2|DYAK	LOC6899935|XP_002135303.2|DPSE
OG0010327	LOC6533031|XP_039229986.1|DYAK	LOC4814052|XP_033239895.1|DPSE
OG0010328	LOC6539492|XP_002086381.2|DYAK	LOC4812144|XP_001352562.3|DPSE
OG0010329	LOC6539498|XP_002086388.3|DYAK	LOC6900015|XP_002135380.2|DPSE
OG0010330	LOC6534225|XP_002094907.1|DYAK	LOC4813236|XP_001353979.2|DPSE
OG0010331	LOC6534269|XP_002094950.1|DYAK	LOC6900792|XP_015043349.2|DPSE
OG0010332	LOC6524767|XP_002100611.1|DYAK	LOC4816073|XP_001355522.3|DPSE
OG0010333	LOC6527072|XP_002088165.1|DYAK	LOC4817919|XP_001357295.1|DPSE
OG0010334	LOC6527298|XP_002088392.1|DYAK	LOC4816870|XP_033236101.1|DPSE
OG0010335	LOC6525575|XP_002101410.2|DYAK	LOC6902197|XP_002133724.2|DPSE
OG0010336	LOC6523901|XP_002099774.1|DYAK	LOC4816008|XP_001355457.3|DPSE
OG0010337	LOC6524553|XP_002100410.2|DYAK	LOC4811755|XP_001352326.1|DPSE
OG0010338	LOC6524865|XP_002100705.1|DYAK	LOC4815840|XP_001355685.2|DPSE
OG0010339	LOC6536578|XP_002097154.1|DYAK	LOC6900415|XP_002134807.1|DPSE
OG0010340	LOC6525463|XP_002101298.1|DYAK	LOC6901550|XP_002134225.2|DPSE
OG0010341	LOC6525465|XP_002101300.1|DYAK	LOC4814573|XP_033239168.1|DPSE
OG0010342	LOC6525534|XP_002101369.2|DYAK	LOC6901382|XP_033240054.1|DPSE
OG0010343	LOC6537267|XP_002097825.1|DYAK	LOC6902151|XP_002133682.2|DPSE
OG0010344	LOC6524499|XP_002100356.1|DYAK	LOC4815598|XP_001355365.3|DPSE
OG0010345	LOC6525162|XP_002101000.1|DYAK	LOC4815843|XP_001355496.2|DPSE
OG0010346	LOC6523892|XP_002099765.2|DYAK	LOC4815524|XP_001355463.3|DPSE
OG0010347	LOC6525701|XP_002101523.1|DYAK	LOC4815556|XP_001355304.3|DPSE
OG0010348	LOC6528626|XP_002089669.1|DYAK	LOC4805057|XP_001361521.4|DPSE
OG0010349	LOC6524258|XP_002100121.1|DYAK	LOC6901130|XP_002134605.2|DPSE
OG0010350	LOC6524263|XP_002100126.1|DYAK	LOC4815172|XP_015041421.2|DPSE
OG0010351	LOC6525011|XP_002100850.2|DYAK	LOC4815566|XP_001355558.2|DPSE
OG0010352	LOC6524381|XP_002100239.1|DYAK	LOC4816034|XP_001355554.2|DPSE
OG0010353	LOC6525991|XP_039227368.1|DYAK	LOC6903644|XP_002136828.2|DPSE
OG0010354	LOC6524332|XP_002100190.1|DYAK	LOC4814802|XP_001354664.2|DPSE
OG0010355	LOC6524097|XP_002099961.2|DYAK	LOC4815933|XP_001355322.3|DPSE
OG0010356	LOC6525766|XP_002101587.2|DYAK	LOC6901017|XP_002134501.1|DPSE
OG0010357	LOC6525928|XP_002101748.1|DYAK	LOC4815463|XP_001355659.3|DPSE
OG0010358	LOC6525645|XP_002101467.3|DYAK	LOC6901222|XP_002133923.3|DPSE
OG0010359	LOC6523889|XP_039233425.1|DYAK	LOC4815975|XP_001355466.4|DPSE
OG0010360	LOC6523887|XP_002099760.1|DYAK	LOC4815578|XP_001355468.1|DPSE
