Orthogroup	DFIC.longest_only	DNOV.longest_only
OG0009023	LOC108088379|XP_017041615.1|DFIC	LOC115764934|XP_030564104.1|DNOV
OG0009024	LOC108099462|XP_017058500.1|DFIC	LOC115761886|XP_030559749.1|DNOV
OG0009025	LOC108087973|XP_017041061.1|DFIC	LOC115771834|XP_030573575.1|DNOV
OG0009026	LOC108092160|XP_017047169.1|DFIC	LOC115757660|XP_030553835.1|DNOV
OG0009027	LOC108087805|XP_017040851.1|DFIC	LOC115757763|XP_030554051.1|DNOV
OG0009028	LOC108087446|XP_017040290.1|DFIC	LOC115769672|XP_030570447.1|DNOV
OG0009029	LOC108088129|XP_017041279.1|DFIC	LOC115759201|XP_030555946.1|DNOV
OG0009030	LOC108101325|XP_017061122.1|DFIC	LOC115765996|XP_030565623.1|DNOV
OG0009031	LOC108093551|XP_017049136.1|DFIC	LOC115761756|XP_030559521.1|DNOV
OG0009032	LOC108093552|XP_017049137.1|DFIC	LOC115761757|XP_030559522.1|DNOV
OG0009033	LOC108100891|XP_017060489.1|DFIC	LOC115759071|XP_030555761.1|DNOV
OG0009034	LOC108094546|XP_017050644.1|DFIC	LOC115763089|XP_030561387.1|DNOV
OG0009035	LOC108101251|XP_017060996.1|DFIC	LOC115759335|XP_030556113.1|DNOV
OG0009036	LOC108090900|XP_017045300.1|DFIC	LOC115758199|XP_030554604.1|DNOV
OG0009037	LOC108092444|XP_017047514.1|DFIC	LOC115759256|XP_030556016.1|DNOV
OG0009038	LOC108088521|XP_017041849.1|DFIC	LOC115761608|XP_030559270.1|DNOV
OG0009039	LOC108096705|XP_017054032.1|DFIC	LOC115770702|XP_030571956.1|DNOV
OG0009040	LOC108086692|XP_017039177.1|DFIC	LOC115758262|XP_030554680.1|DNOV
OG0009041	LOC108088016|XP_017041117.1|DFIC	LOC115764731|XP_030563802.1|DNOV
OG0009042	LOC108098096|XP_017056295.1|DFIC, LOC108089974|XP_017043964.1|DFIC	LOC115765511|XP_030564989.1|DNOV
OG0009043	LOC108092731|XP_017047948.1|DFIC	LOC115763375|XP_030561769.1|DNOV
OG0009044	LOC108089857|XP_017043791.1|DFIC	LOC115758429|XP_030554945.1|DNOV
OG0009045	LOC108091816|XP_017046676.1|DFIC	LOC115763810|XP_030562421.1|DNOV
OG0009046	LOC108093580|XP_017049191.1|DFIC	LOC115770348|XP_030571449.1|DNOV
OG0009047	LOC108094203|XP_017050147.1|DFIC	LOC115762136|XP_030560105.1|DNOV
OG0009048	LOC108092725|XP_017047943.1|DFIC	LOC115769204|XP_030569771.1|DNOV
OG0009049	LOC108097663|XP_017055602.1|DFIC	LOC115770805|XP_030572088.1|DNOV
OG0009050	LOC108098324|XP_017056638.1|DFIC, LOC108099786|XP_017058936.1|DFIC	LOC115769306|XP_030569895.1|DNOV
OG0009051	LOC108094870|XP_017051181.1|DFIC	LOC115766539|XP_030566367.1|DNOV
OG0009052	LOC108098466|XP_017056863.1|DFIC	LOC115764633|XP_030563662.1|DNOV
OG0009053	LOC108092052|XP_017046990.1|DFIC	LOC115770851|XP_030572148.1|DNOV
OG0009054	LOC108088047|XP_017041171.1|DFIC	LOC115761924|XP_030559802.1|DNOV
OG0009055	LOC108101179|XP_017060899.1|DFIC	LOC115763613|XP_030562101.1|DNOV
OG0009056	LOC108088210|XP_017041400.1|DFIC	LOC115759970|XP_030556981.1|DNOV
OG0009057	LOC108099092|XP_017057899.1|DFIC	LOC115768101|XP_030568454.1|DNOV
OG0009058	LOC108101719|XP_017061652.1|DFIC	LOC115766724|XP_030566539.1|DNOV
OG0009059	LOC108099859|XP_017058994.1|DFIC	LOC115769896|XP_030570772.1|DNOV
OG0009060	LOC108098787|XP_017057411.1|DFIC	LOC115761573|XP_030559220.1|DNOV
OG0009061	LOC108093934|XP_017049801.1|DFIC	LOC115757794|XP_030554067.1|DNOV
OG0009062	LOC108090343|XP_017044448.1|DFIC	LOC115762509|XP_030560612.1|DNOV
OG0009063	LOC108101704|XP_017061634.1|DFIC, LOC108096058|XP_017052905.1|DFIC	LOC115767701|XP_030567854.1|DNOV
OG0009064	LOC108087730|XP_017040739.1|DFIC	LOC115769036|XP_030569638.1|DNOV
OG0009065	LOC108091689|XP_017046507.1|DFIC	LOC115761357|XP_030558964.1|DNOV
OG0009066	LOC108087552|XP_017040462.1|DFIC	LOC115762596|XP_030560748.1|DNOV
OG0009067	LOC108093576|XP_017049181.1|DFIC	LOC115770026|XP_030570942.1|DNOV
OG0009068	LOC108093766|XP_017049524.1|DFIC	LOC115760193|XP_030557287.1|DNOV
OG0009069	LOC108093472|XP_017049046.1|DFIC	LOC115758583|XP_030555161.1|DNOV
OG0009070	LOC108090698|XP_017044973.1|DFIC	LOC115758282|XP_030554705.1|DNOV
OG0009071	LOC108095751|XP_017052426.1|DFIC	LOC115763632|XP_030562120.1|DNOV
OG0009072	LOC108098624|XP_017057184.1|DFIC	LOC115761475|XP_030559102.1|DNOV
OG0009073	LOC108101123|XP_017060833.1|DFIC	LOC115763837|XP_030562456.1|DNOV
OG0009074	LOC108102049|XP_017062163.1|DFIC	LOC115767932|XP_030568164.1|DNOV
OG0009075	LOC108091381|XP_017046050.1|DFIC	LOC115763833|XP_030562453.1|DNOV
OG0009076	LOC108099393|XP_017058381.1|DFIC	LOC115770687|XP_030571937.1|DNOV
OG0009077	LOC108091399|XP_017046077.1|DFIC	LOC115767849|XP_030568062.1|DNOV
OG0009078	LOC108087360|XP_017040190.1|DFIC, LOC108087261|XP_017040056.1|DFIC	LOC115765783|XP_030565317.1|DNOV
OG0009079	LOC108092013|XP_017046936.1|DFIC	LOC115770776|XP_030572055.1|DNOV
OG0009080	LOC108097785|XP_017055808.1|DFIC	LOC115770653|XP_030571878.1|DNOV
OG0009081	LOC108095699|XP_017052359.1|DFIC	LOC115765772|XP_030565303.1|DNOV
OG0009082	LOC108098037|XP_017056190.1|DFIC	LOC115770621|XP_030571818.1|DNOV
OG0009083	LOC108095339|XP_017051910.1|DFIC	LOC115768504|XP_030568949.1|DNOV
OG0009084	LOC108098862|XP_017057525.1|DFIC	LOC115766184|XP_030565886.1|DNOV
OG0009085	LOC108087302|XP_017040110.1|DFIC, LOC108087303|XP_017040111.1|DFIC	LOC115770547|XP_030571709.1|DNOV
OG0009086	LOC108098634|XP_017057197.1|DFIC	LOC115771737|XP_030573424.1|DNOV
OG0009087	LOC108095956|XP_017052785.1|DFIC	LOC115765056|XP_030564289.1|DNOV
OG0009088	LOC108099678|XP_017058805.1|DFIC	LOC115759636|XP_030556485.1|DNOV
OG0009089	LOC108092800|XP_017048060.1|DFIC	LOC115768305|XP_030568710.1|DNOV
OG0009090	LOC108088493|XP_017041806.1|DFIC	LOC115764862|XP_030563998.1|DNOV
OG0009091	LOC108098484|XP_017056885.1|DFIC	LOC115764182|XP_030562929.1|DNOV
OG0009092	LOC108098474|XP_017056873.1|DFIC	LOC115764174|XP_030562921.1|DNOV, LOC115759658|XP_030556507.1|DNOV
OG0009093	LOC108087241|XP_017040025.1|DFIC	LOC115761246|XP_030558804.1|DNOV
OG0009094	LOC108088462|XP_017041735.1|DFIC, LOC108088461|XP_017041734.1|DFIC	LOC115764946|XP_030564127.1|DNOV, LOC115765070|XP_030564305.1|DNOV
OG0009095	LOC108088363|XP_017041599.1|DFIC	LOC115765072|XP_030564308.1|DNOV
OG0009096	LOC108095730|XP_017052394.1|DFIC	LOC115771674|XP_030573348.1|DNOV
OG0009097	LOC108095724|XP_017052387.1|DFIC	LOC115772022|XP_030573815.1|DNOV
OG0009098	LOC108095799|XP_017052552.1|DFIC	LOC115764779|XP_030563878.1|DNOV
OG0009099	LOC108088418|XP_017041668.1|DFIC	LOC115759405|XP_030556155.1|DNOV
OG0009100	LOC108098430|XP_017056809.1|DFIC	LOC115763262|XP_030561601.1|DNOV
OG0009101	LOC108095155|XP_017051587.1|DFIC	LOC115758686|XP_030555289.1|DNOV
OG0009102	LOC108091544|XP_017046303.1|DFIC	LOC115766012|XP_030565646.1|DNOV
OG0009103	LOC108092472|XP_017047551.1|DFIC	LOC115760213|XP_030557323.1|DNOV
OG0009104	LOC108092469|XP_017047548.1|DFIC	LOC115760016|XP_030557037.1|DNOV
OG0009105	LOC108101391|XP_017061199.1|DFIC	LOC115759063|XP_030555751.1|DNOV
OG0009106	LOC108094183|XP_017050133.1|DFIC	LOC115759918|XP_030556913.1|DNOV
OG0009107	LOC108100883|XP_017060481.1|DFIC	LOC115760069|XP_030557109.1|DNOV
OG0009108	LOC108096206|XP_017053086.1|DFIC	LOC115766201|XP_030565911.1|DNOV
OG0009109	LOC108094521|XP_017050612.1|DFIC	LOC115760271|XP_030557401.1|DNOV
OG0009110	LOC108091402|XP_017046082.1|DFIC	LOC115759167|XP_030555897.1|DNOV, LOC115759166|XP_030555895.1|DNOV
OG0009111	LOC108096156|XP_017053026.1|DFIC	LOC115762765|XP_030560969.1|DNOV
OG0009112	LOC108091521|XP_017046270.1|DFIC	LOC115766000|XP_030565628.1|DNOV
OG0009113	LOC108100112|XP_017059350.1|DFIC	LOC115758752|XP_030555370.1|DNOV
OG0009114	LOC108091474|XP_017046182.1|DFIC	LOC115758385|XP_030554847.1|DNOV
OG0009115	LOC108098218|XP_017056489.1|DFIC	LOC115759211|XP_030555962.1|DNOV
OG0009116	LOC108092342|XP_017047368.1|DFIC	LOC115763271|XP_030561609.1|DNOV
OG0009117	LOC108094557|XP_017050654.1|DFIC	LOC115758665|XP_030555263.1|DNOV
OG0009118	LOC108092811|XP_017048073.1|DFIC	LOC115771330|XP_030572856.1|DNOV
OG0009119	LOC108098292|XP_017056590.1|DFIC	LOC115769187|XP_030569751.1|DNOV
OG0009120	LOC108087407|XP_017040236.1|DFIC	LOC115769482|XP_030570159.1|DNOV
OG0009121	LOC108095236|XP_017051752.1|DFIC	LOC115760633|XP_030557945.1|DNOV
OG0009122	LOC108087616|XP_017040547.1|DFIC	LOC115760945|XP_030558387.1|DNOV
OG0009123	LOC108094844|XP_017051136.1|DFIC	LOC115762221|XP_030560215.1|DNOV
OG0009124	LOC108090018|XP_017044007.1|DFIC	LOC115758078|XP_030554452.1|DNOV
OG0009125	LOC108094214|XP_017050160.1|DFIC	LOC115762411|XP_030560459.1|DNOV
OG0009126	LOC108093972|XP_017049867.1|DFIC	LOC115762461|XP_030560533.1|DNOV
OG0009127	LOC108101842|XP_017061850.1|DFIC	LOC115771112|XP_030572539.1|DNOV
OG0009128	LOC108094235|XP_017050182.1|DFIC	LOC115762377|XP_030560417.1|DNOV
OG0009129	LOC108090297|XP_017044395.1|DFIC	LOC115761078|XP_030558556.1|DNOV
OG0009130	LOC108101502|XP_017061350.1|DFIC	LOC115762291|XP_030560316.1|DNOV
OG0009131	LOC108101534|XP_017061398.1|DFIC	LOC115762430|XP_030560487.1|DNOV
OG0009132	LOC108090857|XP_017045232.1|DFIC	LOC115762394|XP_030560434.1|DNOV
OG0009133	LOC108087772|XP_017040790.1|DFIC	LOC115760728|XP_030558062.1|DNOV
OG0009134	LOC108087614|XP_017040545.1|DFIC	LOC115760840|XP_030558244.1|DNOV
OG0009135	LOC108090566|XP_017044797.1|DFIC	LOC115760750|XP_030558088.1|DNOV
OG0009136	LOC108094074|XP_017050004.1|DFIC	LOC115762206|XP_030560191.1|DNOV
OG0009137	LOC108086637|XP_017039102.1|DFIC	LOC115760919|XP_030558352.1|DNOV
OG0009138	LOC108086652|XP_017039125.1|DFIC	LOC115760892|XP_030558318.1|DNOV
OG0009139	LOC108101919|XP_017061986.1|DFIC	LOC115759674|XP_030556523.1|DNOV
OG0009140	LOC108086385|XP_017038776.1|DFIC	LOC115762191|XP_030560174.1|DNOV
OG0009141	LOC108094229|XP_017050176.1|DFIC	LOC115762499|XP_030560595.1|DNOV
OG0009142	LOC108094271|XP_017050232.1|DFIC	LOC115762038|XP_030559964.1|DNOV
OG0009143	LOC108096761|XP_017054109.1|DFIC	LOC115760854|XP_030558303.1|DNOV
OG0009144	LOC108096534|XP_017053708.1|DFIC	LOC115758162|XP_030554564.1|DNOV
OG0009145	LOC108090994|XP_017045440.1|DFIC	LOC115764141|XP_030562878.1|DNOV
OG0009146	LOC108094758|XP_017051004.1|DFIC	LOC115757886|XP_030554185.1|DNOV
OG0009147	LOC108090293|XP_017044392.1|DFIC	LOC115766622|XP_030566474.1|DNOV
OG0009148	LOC108090463|XP_017044650.1|DFIC	LOC115761691|XP_030559417.1|DNOV
OG0009149	LOC108094822|XP_017051082.1|DFIC	LOC115767421|XP_030567556.1|DNOV
OG0009150	LOC108094849|XP_017051144.1|DFIC	LOC115764553|XP_030563534.1|DNOV, LOC115760451|XP_030557624.1|DNOV
OG0009151	LOC108086464|XP_017038879.1|DFIC	LOC115758210|XP_030554620.1|DNOV
OG0009152	LOC108090754|XP_017045075.1|DFIC	LOC115758294|XP_030554721.1|DNOV
OG0009153	LOC108090742|XP_017045056.1|DFIC	LOC115771824|XP_030573566.1|DNOV
OG0009154	LOC108095861|XP_017052651.1|DFIC	LOC115764936|XP_030564107.1|DNOV
OG0009155	LOC108090392|XP_017044530.1|DFIC	LOC115764512|XP_030563469.1|DNOV
OG0009156	LOC108097865|XP_017055890.1|DFIC, LOC108094935|XP_017051287.1|DFIC	LOC115763219|XP_030561552.1|DNOV
OG0009157	LOC108094442|XP_017050504.1|DFIC, LOC108094470|XP_017050543.1|DFIC	LOC115770451|XP_030571589.1|DNOV
OG0009158	LOC108099050|XP_017057803.1|DFIC	LOC115762969|XP_030561206.1|DNOV, LOC115762788|XP_030561001.1|DNOV
OG0009159	LOC108094622|XP_017050794.1|DFIC	LOC115767393|XP_030567517.1|DNOV, LOC115767966|XP_030568225.1|DNOV
OG0009160	LOC108101256|XP_017061001.1|DFIC	LOC115768127|XP_030568481.1|DNOV
OG0009161	LOC108092909|XP_017048257.1|DFIC	LOC115768359|XP_030568786.1|DNOV
OG0009162	LOC108099736|XP_017058846.1|DFIC	LOC115771110|XP_030572530.1|DNOV
OG0009163	LOC108087535|XP_017040430.1|DFIC	LOC115769662|XP_030570435.1|DNOV
OG0009164	LOC108100646|XP_017060139.1|DFIC	LOC115767159|XP_030567194.1|DNOV
OG0009165	LOC108093032|XP_017048425.1|DFIC	LOC115767653|XP_030567799.1|DNOV
OG0009166	LOC108100274|XP_017059548.1|DFIC	LOC115768103|XP_030568455.1|DNOV
OG0009167	LOC108093166|XP_017048607.1|DFIC	LOC115769541|XP_030570242.1|DNOV
OG0009168	LOC108093167|XP_017048609.1|DFIC	LOC115769544|XP_030570245.1|DNOV
OG0009169	LOC108087438|XP_017040280.1|DFIC	LOC115769981|XP_030570902.1|DNOV
OG0009170	LOC108089572|XP_017043415.1|DFIC	LOC115762633|XP_030560797.1|DNOV
OG0009171	LOC108099825|XP_017058944.1|DFIC	LOC115762703|XP_030560887.1|DNOV
OG0009172	LOC108100158|XP_017059403.1|DFIC	LOC115769049|XP_030569623.1|DNOV
OG0009173	LOC108099102|XP_017057911.1|DFIC	LOC115771278|XP_030572758.1|DNOV
OG0009174	LOC108097368|XP_017055101.1|DFIC	LOC115765300|XP_030564652.1|DNOV
OG0009175	LOC108098737|XP_017057356.1|DFIC	LOC115758527|XP_030555078.1|DNOV
OG0009176	LOC108086934|XP_017039532.1|DFIC	LOC115770087|XP_030571056.1|DNOV
OG0009177	LOC108099464|XP_017058503.1|DFIC	LOC115765822|XP_030565409.1|DNOV, LOC115765793|XP_030565356.1|DNOV
OG0009178	LOC108096416|XP_017053484.1|DFIC	LOC115767091|XP_030567102.1|DNOV
OG0009179	LOC108088761|XP_017042199.1|DFIC	LOC115771378|XP_030572923.1|DNOV
OG0009180	LOC108086923|XP_017039514.1|DFIC	LOC115768291|XP_030568699.1|DNOV
OG0009181	LOC108100408|XP_017059784.1|DFIC	LOC115770231|XP_030571297.1|DNOV, LOC115770307|XP_030571402.1|DNOV
OG0009182	LOC108096431|XP_017053509.1|DFIC	LOC115770235|XP_030571299.1|DNOV, LOC115759383|XP_030556525.1|DNOV
OG0009183	LOC108095398|XP_017051970.1|DFIC	LOC115771372|XP_030572915.1|DNOV
OG0009184	LOC108088771|XP_017042212.1|DFIC	LOC115770323|XP_030571420.1|DNOV
OG0009185	LOC108088917|XP_017042421.1|DFIC	LOC115768512|XP_030568961.1|DNOV, LOC115770773|XP_030572054.1|DNOV
OG0009186	LOC108100716|XP_017060238.1|DFIC	LOC115770251|XP_030571323.1|DNOV
OG0009187	LOC108097922|XP_017055961.1|DFIC	LOC115764921|XP_030564086.1|DNOV
OG0009188	LOC108093903|XP_017049751.1|DFIC	LOC115761133|XP_030558653.1|DNOV
OG0009189	LOC108089626|XP_017043479.1|DFIC	LOC115762801|XP_030561017.1|DNOV
OG0009190	LOC108100089|XP_017059324.1|DFIC	LOC115769452|XP_030570125.1|DNOV
OG0009191	LOC108096954|XP_017054410.1|DFIC	LOC115767452|XP_030567648.1|DNOV
OG0009192	LOC108097745|XP_017055743.1|DFIC	LOC115762165|XP_030560142.1|DNOV
OG0009193	LOC108090053|XP_017044050.1|DFIC	LOC115769168|XP_030569729.1|DNOV
OG0009194	LOC108101484|XP_017061321.1|DFIC	LOC115758932|XP_030555592.1|DNOV
OG0009195	LOC108089698|XP_017043535.1|DFIC	LOC115770462|XP_030571598.1|DNOV
OG0009196	LOC108089768|XP_017043648.1|DFIC	LOC115770338|XP_030571435.1|DNOV
OG0009197	LOC108093222|XP_017048682.1|DFIC	LOC115769778|XP_030570603.1|DNOV
OG0009198	LOC108096469|XP_017053572.1|DFIC	LOC115767041|XP_030567033.1|DNOV
OG0009199	LOC108099741|XP_017058855.1|DFIC	LOC115766135|XP_030565827.1|DNOV
OG0009200	LOC108096852|XP_017054257.1|DFIC	LOC115765079|XP_030564318.1|DNOV
OG0009201	LOC108090507|XP_017044712.1|DFIC	LOC115760812|XP_030558189.1|DNOV
OG0009202	LOC108101810|XP_017061775.1|DFIC	LOC115760621|XP_030557930.1|DNOV
OG0009203	LOC108094237|XP_017050184.1|DFIC	LOC115762487|XP_030560584.1|DNOV
OG0009204	LOC108094783|XP_017051046.1|DFIC	LOC115758047|XP_030554421.1|DNOV, LOC115758151|XP_030554545.1|DNOV
OG0009205	LOC108094805|XP_017051065.1|DFIC, LOC108094742|XP_017050979.1|DFIC	LOC115758149|XP_030554543.1|DNOV
OG0009206	LOC108086744|XP_017039273.1|DFIC	LOC115764219|XP_030562994.1|DNOV
OG0009207	LOC108096320|XP_017053336.1|DFIC	LOC115766155|XP_030565851.1|DNOV, LOC115766140|XP_030565833.1|DNOV
OG0009208	LOC108098662|XP_017057227.1|DFIC	LOC115771713|XP_030573393.1|DNOV, LOC115771711|XP_030573391.1|DNOV, LOC115771712|XP_030573392.1|DNOV
OG0009209	LOC108087091|XP_017039761.1|DFIC	LOC115770560|XP_030571732.1|DNOV
OG0009211	LOC108089909|XP_017043876.1|DFIC	LOC115768565|XP_030569040.1|DNOV
OG0009214	LOC108099022|XP_017057747.1|DFIC	LOC115770162|XP_030571181.1|DNOV
OG0009219	LOC108086809|XP_017039337.1|DFIC	LOC115761958|XP_030559856.1|DNOV
OG0009221	LOC108089196|XP_017042829.1|DFIC	LOC115763190|XP_030561511.1|DNOV
OG0009224	LOC108091759|XP_017046592.1|DFIC	LOC115765609|XP_030565120.1|DNOV
OG0009225	LOC108097253|XP_017054922.1|DFIC	LOC115768457|XP_030568883.1|DNOV
OG0009228	LOC108098095|XP_017056290.1|DFIC	LOC115765278|XP_030564627.1|DNOV
OG0009229	LOC108098584|XP_017057113.1|DFIC	LOC115765683|XP_030565201.1|DNOV
OG0009231	LOC108094725|XP_017050960.1|DFIC	LOC115767358|XP_030567475.1|DNOV
OG0009232	LOC108086501|XP_017038915.1|DFIC	LOC115765329|XP_030564691.1|DNOV
OG0009234	LOC108097234|XP_017054892.1|DFIC	LOC115767612|XP_030567770.1|DNOV
OG0009238	LOC108100166|XP_017059418.1|DFIC	LOC115771538|XP_030573135.1|DNOV
OG0009239	LOC108088920|XP_017042425.1|DFIC	LOC115771422|XP_030572984.1|DNOV
OG0009241	LOC108092372|XP_017047403.1|DFIC	LOC115763338|XP_030561705.1|DNOV
OG0009245	LOC108087159|XP_017039872.1|DFIC	LOC115765617|XP_030565128.1|DNOV
OG0009247	LOC108098016|XP_017056156.1|DFIC	LOC115765763|XP_030565287.1|DNOV
OG0009248	LOC108097564|XP_017055433.1|DFIC	LOC115765259|XP_030564598.1|DNOV
OG0009249	LOC108100006|XP_017059198.1|DFIC	LOC115759240|XP_030555998.1|DNOV
OG0009251	LOC108102162|XP_017062350.1|DFIC	LOC115767573|XP_030567719.1|DNOV
OG0009252	LOC108097262|XP_017054941.1|DFIC	LOC115767038|XP_030567027.1|DNOV
OG0009253	LOC108088692|XP_017042121.1|DFIC	LOC115764384|XP_030563210.1|DNOV
OG0009254	LOC108092963|XP_017048335.1|DFIC	LOC115768152|XP_030568507.1|DNOV
OG0009255	LOC108097134|XP_017054720.1|DFIC	LOC115765154|XP_030564427.1|DNOV
OG0009256	LOC108088706|XP_017042137.1|DFIC	LOC115766265|XP_030565988.1|DNOV
OG0009257	LOC108098042|XP_017056196.1|DFIC	LOC115765371|XP_030564754.1|DNOV
OG0009258	LOC108094673|XP_017050879.1|DFIC	LOC115767760|XP_030567942.1|DNOV
OG0009259	LOC108098076|XP_017056258.1|DFIC	LOC115767856|XP_030568072.1|DNOV
OG0009260	LOC108102117|XP_017062269.1|DFIC	LOC115764335|XP_030563150.1|DNOV
OG0009261	LOC108097700|XP_017055668.1|DFIC	LOC115769016|XP_030569586.1|DNOV
OG0009262	LOC108095332|XP_017051901.1|DFIC	LOC115769018|XP_030569589.1|DNOV
OG0009263	LOC108094625|XP_017050803.1|DFIC	LOC115768051|XP_030568350.1|DNOV
OG0009264	LOC108094606|XP_017050751.1|DFIC	LOC115766473|XP_030566278.1|DNOV
OG0009265	LOC108094549|XP_017050650.1|DFIC	LOC115766424|XP_030566208.1|DNOV
OG0009266	LOC108101377|XP_017061178.1|DFIC	LOC115759332|XP_030556107.1|DNOV
OG0009267	LOC108098194|XP_017056423.1|DFIC	LOC115759182|XP_030555917.1|DNOV
OG0009271	LOC108097984|XP_017056096.1|DFIC	LOC115766448|XP_030566236.1|DNOV
OG0009272	LOC108100195|XP_017059458.1|DFIC	LOC115770143|XP_030571151.1|DNOV
OG0009273	LOC108092331|XP_017047356.1|DFIC	LOC115759880|XP_030556853.1|DNOV
OG0009274	LOC108099060|XP_017057818.1|DFIC	LOC115771015|XP_030572393.1|DNOV
OG0009275	LOC108092908|XP_017048256.1|DFIC	LOC115765095|XP_030564339.1|DNOV
OG0009276	LOC108101829|XP_017061825.1|DFIC	LOC115762199|XP_030560183.1|DNOV
OG0009277	LOC108097050|XP_017054573.1|DFIC	LOC115767003|XP_030566985.1|DNOV
OG0009278	LOC108097283|XP_017054973.1|DFIC	LOC115764424|XP_030563282.1|DNOV
OG0009279	LOC108088144|XP_017041299.1|DFIC	LOC115759700|XP_030556559.1|DNOV
OG0009280	LOC108086506|XP_017038922.1|DFIC	LOC115764302|XP_030563097.1|DNOV
OG0009281	LOC108091254|XP_017045858.1|DFIC	LOC115768358|XP_030568785.1|DNOV
OG0009282	LOC108091456|XP_017046145.1|DFIC	LOC115758373|XP_030554825.1|DNOV
OG0009283	LOC108089226|XP_017042871.1|DFIC	LOC115763950|XP_030562603.1|DNOV
OG0009284	LOC108088328|XP_017041556.1|DFIC	LOC115770174|XP_030571194.1|DNOV
OG0009286	LOC108093132|XP_017048566.1|DFIC	LOC115762770|XP_030560979.1|DNOV
OG0009287	LOC108093081|XP_017048491.1|DFIC	LOC115771036|XP_030572432.1|DNOV
OG0009288	LOC108101642|XP_017061547.1|DFIC	LOC115768680|XP_030569223.1|DNOV
OG0009289	LOC108101971|XP_017062049.1|DFIC	LOC115766710|XP_030566492.1|DNOV
OG0009290	LOC108086399|XP_017038790.1|DFIC	LOC115762235|XP_030560237.1|DNOV
OG0009291	LOC108101972|XP_017062052.1|DFIC	LOC115766711|XP_030566494.1|DNOV
OG0009292	LOC108098070|XP_017056251.1|DFIC	LOC115765301|XP_030564656.1|DNOV
OG0009293	LOC108097890|XP_017055918.1|DFIC	LOC115765335|XP_030564699.1|DNOV
OG0009294	LOC108090341|XP_017044446.1|DFIC	LOC115766528|XP_030566354.1|DNOV
OG0009295	LOC108094592|XP_017050710.1|DFIC	LOC115767405|XP_030567531.1|DNOV
OG0009296	LOC108095835|XP_017052613.1|DFIC	LOC115765635|XP_030565148.1|DNOV
OG0009297	LOC108095883|XP_017052683.1|DFIC	LOC115765733|XP_030565259.1|DNOV
OG0009298	LOC108087916|XP_017040991.1|DFIC	LOC115767896|XP_030568127.1|DNOV
OG0009299	LOC108101057|XP_017060733.1|DFIC	LOC115763820|XP_030562430.1|DNOV
OG0009300	LOC108101053|XP_017060726.1|DFIC	LOC115763709|XP_030562261.1|DNOV
OG0009301	LOC108095750|XP_017052425.1|DFIC	LOC115763631|XP_030562119.1|DNOV
OG0009302	LOC108098473|XP_017056872.1|DFIC	LOC115761447|XP_030559074.1|DNOV
OG0009303	LOC108091941|XP_017046818.1|DFIC	LOC115759608|XP_030556440.1|DNOV
OG0009304	LOC108101027|XP_017060683.1|DFIC	LOC115763893|XP_030562531.1|DNOV
OG0009305	LOC108087034|XP_017039692.1|DFIC	LOC115770725|XP_030571984.1|DNOV
OG0009306	LOC108091151|XP_017045676.1|DFIC	LOC115768190|XP_030568560.1|DNOV
OG0009307	LOC108092063|XP_017047015.1|DFIC	LOC115765595|XP_030565105.1|DNOV
OG0009308	LOC108091790|XP_017046638.1|DFIC	LOC115764700|XP_030563758.1|DNOV
OG0009309	LOC108087020|XP_017039675.1|DFIC	LOC115761503|XP_030559130.1|DNOV
OG0009310	LOC108087369|XP_017040199.1|DFIC	LOC115765756|XP_030565279.1|DNOV
OG0009311	LOC108102004|XP_017062091.1|DFIC	LOC115767905|XP_030568138.1|DNOV
OG0009312	LOC108086998|XP_017039623.1|DFIC	LOC115770705|XP_030571960.1|DNOV
OG0009313	LOC108102257|XP_017062496.1|DFIC	LOC115770772|XP_030572046.1|DNOV
OG0009314	LOC108096898|XP_017054337.1|DFIC	LOC115770769|XP_030572040.1|DNOV
OG0009315	LOC108099600|XP_017058705.1|DFIC	LOC115763852|XP_030562480.1|DNOV
OG0009316	LOC108099449|XP_017058476.1|DFIC	LOC115759567|XP_030556392.1|DNOV
OG0009317	LOC108088550|XP_017041884.1|DFIC	LOC115764840|XP_030563949.1|DNOV
OG0009318	LOC108098504|XP_017056921.1|DFIC	LOC115770921|XP_030572239.1|DNOV
OG0009319	LOC108096458|XP_017053558.1|DFIC	LOC115770833|XP_030572128.1|DNOV
OG0009320	LOC108095720|XP_017052383.1|DFIC	LOC115765765|XP_030565291.1|DNOV
OG0009321	LOC108095703|XP_017052364.1|DFIC	LOC115765741|XP_030565265.1|DNOV
OG0009322	LOC108098963|XP_017057664.1|DFIC	LOC115764787|XP_030563888.1|DNOV
OG0009323	LOC108091834|XP_017046703.1|DFIC	LOC115764696|XP_030563750.1|DNOV
OG0009324	LOC108098465|XP_017056859.1|DFIC	LOC115763781|XP_030562361.1|DNOV
OG0009325	LOC108097895|XP_017055926.1|DFIC	LOC115764905|XP_030564061.1|DNOV
OG0009326	LOC108091936|XP_017046812.1|DFIC	LOC115772015|XP_030573806.1|DNOV
OG0009327	LOC108088422|XP_017041672.1|DFIC	LOC115759407|XP_030556158.1|DNOV
OG0009328	LOC108088442|XP_017041706.1|DFIC	LOC115764943|XP_030564119.1|DNOV
OG0009329	LOC108087189|XP_017039934.1|DFIC	LOC115764622|XP_030563645.1|DNOV
OG0009330	LOC108092089|XP_017047067.1|DFIC	LOC115764164|XP_030562909.1|DNOV
