Orthogroup	DFIC.longest_only	AALB.longest_only
OG0007687	LOC108086497|XP_017038912.1|DFIC	LOC118461954|XP_035783747.1|AALB
OG0007688	LOC108087200|XP_017039948.1|DFIC	LOC118458033|XP_035776045.1|AALB
OG0007689	LOC108098104|XP_017056305.1|DFIC	LOC118460147|XP_035780137.1|AALB
OG0007690	LOC108097597|XP_017055486.1|DFIC	LOC118466351|XP_035791381.1|AALB
OG0007691	LOC108088522|XP_017041850.1|DFIC	LOC118458658|XP_035777246.1|AALB
OG0007692	LOC108097760|XP_017055761.1|DFIC	LOC118465101|XP_035788960.1|AALB
OG0007693	LOC108094492|XP_017050574.1|DFIC	LOC118464479|XP_035787792.1|AALB
OG0007694	LOC108096324|XP_017053345.1|DFIC	LOC118458932|XP_035777800.1|AALB
OG0007695	LOC108097323|XP_017055033.1|DFIC	LOC118456341|XP_035772891.1|AALB
OG0007696	LOC108088326|XP_017041555.1|DFIC	LOC118461964|XP_035783767.1|AALB
OG0007697	LOC108096335|XP_017053363.1|DFIC	LOC118459082|XP_035778034.1|AALB
OG0007698	LOC108095579|XP_017052221.1|DFIC	LOC118459598|XP_035779035.1|AALB
OG0007699	LOC108095385|XP_017051954.1|DFIC	LOC118460060|XP_035779949.1|AALB
OG0007700	LOC108097063|XP_017054585.1|DFIC	LOC118460510|XP_035780771.1|AALB
OG0007701	LOC108092879|XP_017048209.1|DFIC	LOC118461497|XP_035782817.1|AALB
OG0007702	LOC108097297|XP_017055000.1|DFIC	LOC118457139|XP_035774387.1|AALB
OG0007703	LOC108091350|XP_017045992.1|DFIC	LOC118459807|XP_035779441.1|AALB
OG0007704	LOC108086821|XP_017039353.1|DFIC	LOC118468869|XP_035796048.1|AALB
OG0007705	LOC108088686|XP_017042116.1|DFIC	LOC118460330|XP_035780441.1|AALB
OG0007706	LOC108088691|XP_017042119.1|DFIC	LOC118459584|XP_035779008.1|AALB
OG0007707	LOC108097512|XP_017055316.1|DFIC	LOC118468659|XP_035795588.1|AALB
OG0007708	LOC108094583|XP_017050689.1|DFIC	LOC118464777|XP_035788299.1|AALB
OG0007709	LOC108095611|XP_017052265.1|DFIC	LOC118466036|XP_035790764.1|AALB
OG0007710	LOC108097617|XP_017055517.1|DFIC	LOC118461656|XP_035783166.1|AALB
OG0007711	LOC108098058|XP_017056235.1|DFIC	LOC118468416|XP_035795075.1|AALB
OG0007712	LOC108094628|XP_017050806.1|DFIC	LOC118465197|XP_035789068.1|AALB
OG0007713	LOC108095269|XP_017051782.1|DFIC	LOC118461271|XP_035782311.1|AALB
OG0007714	LOC108097959|XP_017056056.1|DFIC	LOC118465614|XP_035789888.1|AALB
OG0007715	LOC108097583|XP_017055461.1|DFIC	LOC118461523|XP_035782851.1|AALB
OG0007716	LOC108091181|XP_017045729.1|DFIC	LOC118456153|XP_035772565.1|AALB
OG0007717	LOC108086815|XP_017039347.1|DFIC	LOC118458754|XP_035777442.1|AALB
OG0007718	LOC108092805|XP_017048065.1|DFIC	LOC118463383|XP_035785817.1|AALB
OG0007719	LOC108097144|XP_017054740.1|DFIC	LOC118456402|XP_035773001.1|AALB
OG0007720	LOC108097000|XP_017054477.1|DFIC	LOC118459694|XP_035779232.1|AALB
OG0007721	LOC108097698|XP_017055661.1|DFIC	LOC118460673|XP_035781089.1|AALB
OG0007722	LOC108097458|XP_017055220.1|DFIC	LOC118468565|XP_035795375.1|AALB
OG0007723	LOC108097455|XP_017055216.1|DFIC	LOC118456571|XP_035773342.1|AALB
OG0007724	LOC108091550|XP_017046310.1|DFIC	LOC118456483|XP_035773197.1|AALB
OG0007725	LOC108102210|XP_017062422.1|DFIC	LOC118459301|XP_035778446.1|AALB
OG0007726	LOC108101665|XP_017061573.1|DFIC	LOC118467056|XP_035792998.1|AALB
OG0007727	LOC108095625|XP_017052282.1|DFIC	LOC118459861|XP_035779529.1|AALB
OG0007728	LOC108092900|XP_017048237.1|DFIC	LOC118466157|XP_035791067.1|AALB
OG0007729	LOC108101686|XP_017061605.1|DFIC	LOC118462784|XP_035784669.1|AALB
OG0007731	LOC108093963|XP_017049860.1|DFIC	LOC118456287|XP_035772798.1|AALB
OG0007733	LOC108098126|XP_017056336.1|DFIC	LOC118461642|XP_035783111.1|AALB
OG0007734	LOC108097924|XP_017055965.1|DFIC	LOC118465766|XP_035790178.1|AALB
OG0007735	LOC108098011|XP_017056141.1|DFIC	LOC118460684|XP_035781079.1|AALB
OG0007736	LOC108097304|XP_017055008.1|DFIC	LOC118458075|XP_035776128.1|AALB
OG0007737	LOC108093328|XP_017048808.1|DFIC	LOC118464411|XP_035787665.1|AALB
OG0007738	LOC108091663|XP_017046464.1|DFIC	LOC118466333|XP_035791349.1|AALB
OG0007741	LOC108101667|XP_017061575.1|DFIC	LOC118460967|XP_035781670.1|AALB
OG0007742	LOC108102156|XP_017062337.1|DFIC	LOC118456365|XP_035772933.1|AALB
OG0007743	LOC108088536|XP_017041869.1|DFIC	LOC118459847|XP_035779511.1|AALB
OG0007744	LOC108094499|XP_017050590.1|DFIC	LOC118466209|XP_035791123.1|AALB
OG0007745	LOC108087166|XP_017039889.1|DFIC	LOC118461267|XP_035782293.1|AALB
OG0007746	LOC108099473|XP_017058517.1|DFIC	LOC118460595|XP_035780919.1|AALB
OG0007747	LOC108098006|XP_017056132.1|DFIC	LOC118460552|XP_035780843.1|AALB
OG0007749	LOC108097064|XP_017054589.1|DFIC	LOC118466762|XP_035792369.1|AALB
OG0007751	LOC108091532|XP_017046287.1|DFIC	LOC118462901|XP_035784892.1|AALB
OG0007753	LOC108097593|XP_017055478.1|DFIC	LOC118457856|XP_035775641.1|AALB
OG0007754	LOC108091109|XP_017045621.1|DFIC	LOC118468805|XP_035795909.1|AALB
OG0007755	LOC108091051|XP_017045489.1|DFIC	LOC118460763|XP_035781256.1|AALB
OG0007756	LOC108091100|XP_017045608.1|DFIC	LOC118464326|XP_035787532.1|AALB
OG0007758	LOC108094375|XP_017050410.1|DFIC	LOC118456894|XP_035773908.1|AALB
OG0007760	LOC108094699|XP_017050920.1|DFIC	LOC118460774|XP_035781275.1|AALB
OG0007761	LOC108097982|XP_017056093.1|DFIC	LOC118466394|XP_035791584.1|AALB
OG0007762	LOC108097981|XP_017056087.1|DFIC	LOC118458786|XP_035777527.1|AALB
OG0007763	LOC108091572|XP_017046339.1|DFIC	LOC118457131|XP_035774342.1|AALB
OG0007764	LOC108097933|XP_017056013.1|DFIC	LOC118457304|XP_035774687.1|AALB
OG0007765	LOC108098078|XP_017056265.1|DFIC	LOC118459063|XP_035777995.1|AALB
OG0007767	LOC108095009|XP_017051343.1|DFIC	LOC118464693|XP_035788111.1|AALB
OG0007768	LOC108094630|XP_017050808.1|DFIC	LOC118465585|XP_035789849.1|AALB
OG0007769	LOC108094647|XP_017050846.1|DFIC	LOC118457091|XP_035774272.1|AALB, LOC118459634|XP_035779108.1|AALB
OG0007770	LOC108100901|XP_017060503.1|DFIC	LOC118460429|XP_035780613.1|AALB
OG0007771	LOC108101746|XP_017061697.1|DFIC	LOC118462664|XP_035784453.1|AALB
OG0007772	LOC108097129|XP_017054714.1|DFIC	LOC118466974|XP_035792779.1|AALB
OG0007773	LOC108088128|XP_017041275.1|DFIC	LOC118460446|XP_035780651.1|AALB
OG0007774	LOC108086988|XP_017039609.1|DFIC	LOC118461277|XP_035782323.1|AALB, LOC118462616|XP_035784344.1|AALB
OG0007775	LOC108097763|XP_017055773.1|DFIC	LOC118464866|XP_035788481.1|AALB
OG0007776	LOC108088723|XP_017042158.1|DFIC	LOC118458526|XP_035777000.1|AALB
OG0007777	LOC108097563|XP_017055432.1|DFIC	LOC118468445|XP_035795112.1|AALB
OG0007778	LOC108095615|XP_017052269.1|DFIC	LOC118468395|XP_035795051.1|AALB
OG0007779	LOC108089616|XP_017043467.1|DFIC	LOC118465472|XP_035789664.1|AALB
OG0007780	LOC108097266|XP_017054951.1|DFIC	LOC118465513|XP_035789728.1|AALB
OG0007781	LOC108092791|XP_017048045.1|DFIC	LOC118459370|XP_035778564.1|AALB
OG0007782	LOC108091349|XP_017045991.1|DFIC	LOC118459432|XP_035778674.1|AALB
OG0007783	LOC108097168|XP_017054792.1|DFIC	LOC118458025|XP_035776024.1|AALB
OG0007784	LOC108098563|XP_017057064.1|DFIC	LOC118467381|XP_035793754.1|AALB
OG0007785	LOC108092257|XP_017047258.1|DFIC	LOC118460838|XP_035781413.1|AALB
OG0007786	LOC108091430|XP_017046110.1|DFIC	LOC118460134|XP_035780091.1|AALB
OG0007787	LOC108088440|XP_017041704.1|DFIC	LOC118457809|XP_035775556.1|AALB
OG0007788	LOC108099408|XP_017058411.1|DFIC	LOC118468319|XP_035794957.1|AALB
OG0007790	LOC108088390|XP_017041628.1|DFIC	LOC118460940|XP_035781597.1|AALB
OG0007792	LOC108094463|XP_017050537.1|DFIC	LOC118460537|XP_035780817.1|AALB
OG0007793	LOC108098844|XP_017057494.1|DFIC	LOC118460081|XP_035779988.1|AALB
OG0007794	LOC108097410|XP_017055157.1|DFIC	LOC118460665|XP_035781028.1|AALB
OG0007795	LOC108092917|XP_017048263.1|DFIC	LOC118458115|XP_035776182.1|AALB
OG0007796	LOC108095844|XP_017052629.1|DFIC	LOC118459039|XP_035777952.1|AALB
OG0007797	LOC108099431|XP_017058452.1|DFIC	LOC118457292|XP_035774647.1|AALB
OG0007798	LOC108099433|XP_017058456.1|DFIC	LOC118457294|XP_035774652.1|AALB
OG0007799	LOC108099665|XP_017058789.1|DFIC	LOC118457830|XP_035775598.1|AALB
OG0007800	LOC108099645|XP_017058764.1|DFIC	LOC118462038|XP_035783905.1|AALB
OG0007802	LOC108099493|XP_017058543.1|DFIC	LOC118461388|XP_035782542.1|AALB
OG0007803	LOC108087886|XP_017040953.1|DFIC	LOC118461597|XP_035782994.1|AALB
OG0007804	LOC108091065|XP_017045551.1|DFIC	LOC118460901|XP_035781537.1|AALB
OG0007805	LOC108097975|XP_017056081.1|DFIC	LOC118460908|XP_035781551.1|AALB
OG0007806	LOC108097974|XP_017056080.1|DFIC	LOC118460902|XP_035781538.1|AALB
OG0007808	LOC108095990|XP_017052824.1|DFIC	LOC118458041|XP_035776053.1|AALB
OG0007809	LOC108088625|XP_017042022.1|DFIC	LOC118469013|XP_035796347.1|AALB
OG0007810	LOC108092703|XP_017047907.1|DFIC	LOC118469010|XP_035796337.1|AALB
OG0007811	LOC108087178|XP_017039913.1|DFIC	LOC118462043|XP_035783913.1|AALB
OG0007812	LOC108088572|XP_017041907.1|DFIC	LOC118462039|XP_035783907.1|AALB
OG0007813	LOC108095891|XP_017052694.1|DFIC	LOC118456276|XP_035772782.1|AALB
OG0007814	LOC108101953|XP_017062028.1|DFIC	LOC118458318|XP_035776554.1|AALB
OG0007815	LOC108088604|XP_017041979.1|DFIC	LOC118460946|XP_035781607.1|AALB
OG0007816	LOC108100577|XP_017060044.1|DFIC	LOC118460456|XP_035780670.1|AALB
OG0007817	LOC108090185|XP_017044260.1|DFIC	LOC118460454|XP_035780667.1|AALB
OG0007818	LOC108092173|XP_017047184.1|DFIC	LOC118458467|XP_035776880.1|AALB
OG0007819	LOC108097546|XP_017055390.1|DFIC	LOC118460556|XP_035780846.1|AALB
OG0007820	LOC108086832|XP_017039367.1|DFIC	LOC118457057|XP_035774198.1|AALB
OG0007821	LOC108099653|XP_017058774.1|DFIC	LOC118458614|XP_035777184.1|AALB
OG0007822	LOC108099652|XP_017058772.1|DFIC	LOC118458612|XP_035777181.1|AALB
OG0007823	LOC108099329|XP_017058291.1|DFIC	LOC118466764|XP_035792381.1|AALB
OG0007824	LOC108086533|XP_017038959.1|DFIC	LOC118460811|XP_035781321.1|AALB
OG0007825	LOC108087119|XP_017039789.1|DFIC	LOC118459490|XP_035778801.1|AALB
OG0007827	LOC108097015|XP_017054503.1|DFIC	LOC118458129|XP_035776203.1|AALB
OG0007828	LOC108093209|XP_017048660.1|DFIC	LOC118464782|XP_035788305.1|AALB
OG0007829	LOC108098540|XP_017057016.1|DFIC	LOC118460206|XP_035780208.1|AALB
OG0007830	LOC108087101|XP_017039772.1|DFIC	LOC118456262|XP_035772756.1|AALB
OG0007831	LOC108094672|XP_017050875.1|DFIC	LOC118457754|XP_035775463.1|AALB
OG0007832	LOC108097499|XP_017055296.1|DFIC	LOC118459589|XP_035779010.1|AALB
OG0007833	LOC108097123|XP_017054707.1|DFIC	LOC118458802|XP_035777558.1|AALB
OG0007834	LOC108095791|XP_017052537.1|DFIC	LOC118461380|XP_035782526.1|AALB
OG0007835	LOC108095935|XP_017052760.1|DFIC	LOC118460479|XP_035780713.1|AALB
OG0007836	LOC108092099|XP_017047081.1|DFIC	LOC118461492|XP_035782767.1|AALB
OG0007837	LOC108091777|XP_017046613.1|DFIC	LOC118458405|XP_035776713.1|AALB
OG0007838	LOC108091838|XP_017046707.1|DFIC	LOC118456161|XP_035772577.1|AALB
OG0007839	LOC108088609|XP_017041983.1|DFIC	LOC118468927|XP_035796139.1|AALB
OG0007840	LOC108088441|XP_017041705.1|DFIC	LOC118458253|XP_035776435.1|AALB
OG0007841	LOC108099585|XP_017058680.1|DFIC	LOC118456926|XP_035773949.1|AALB
OG0007842	LOC108086558|XP_017038997.1|DFIC	LOC118461363|XP_035782494.1|AALB
OG0007843	LOC108086530|XP_017038948.1|DFIC	LOC118462070|XP_035783959.1|AALB
OG0007844	LOC108090572|XP_017044805.1|DFIC	LOC118458097|XP_035776158.1|AALB
OG0007845	LOC108091712|XP_017046540.1|DFIC	LOC118458107|XP_035776173.1|AALB
OG0007846	LOC108097256|XP_017054934.1|DFIC	LOC118468686|XP_035795693.1|AALB
OG0007847	LOC108091959|XP_017046846.1|DFIC	LOC118456589|XP_035773380.1|AALB
OG0007848	LOC108092162|XP_017047174.1|DFIC	LOC118457094|XP_035774275.1|AALB
OG0007849	LOC108098932|XP_017057626.1|DFIC	LOC118458993|XP_035777885.1|AALB
OG0007850	LOC108098931|XP_017057625.1|DFIC	LOC118458989|XP_035777881.1|AALB
OG0007852	LOC108088071|XP_017041209.1|DFIC	LOC118460383|XP_035780535.1|AALB
OG0007853	LOC108102273|XP_017062513.1|DFIC	LOC118458789|XP_035777523.1|AALB
OG0007854	LOC108092116|XP_017047105.1|DFIC	LOC118468568|XP_035795389.1|AALB
OG0007855	LOC108098785|XP_017057409.1|DFIC	LOC118459189|XP_035778239.1|AALB
OG0007856	LOC108092163|XP_017047175.1|DFIC	LOC118458697|XP_035777329.1|AALB
OG0007857	LOC108087270|XP_017040065.1|DFIC	LOC118461655|XP_035783126.1|AALB
OG0007858	LOC108092715|XP_017047931.1|DFIC	LOC118468313|XP_035794949.1|AALB
OG0007859	LOC108088644|XP_017042054.1|DFIC	LOC118459827|XP_035779482.1|AALB
OG0007860	LOC108098867|XP_017057542.1|DFIC	LOC118468563|XP_035795368.1|AALB
OG0007861	LOC108098805|XP_017057435.1|DFIC	LOC118457553|XP_035775113.1|AALB
OG0007864	LOC108097704|XP_017055678.1|DFIC	LOC118456784|XP_035773753.1|AALB
OG0007865	LOC108100168|XP_017059421.1|DFIC	LOC118456718|XP_035773648.1|AALB
OG0007866	LOC108092165|XP_017047177.1|DFIC	LOC118459563|XP_035778955.1|AALB
OG0007867	LOC108099573|XP_017058664.1|DFIC	LOC118468312|XP_035794943.1|AALB
OG0007868	LOC108095696|XP_017052355.1|DFIC	LOC118458052|XP_035776069.1|AALB
OG0007869	LOC108097339|XP_017055061.1|DFIC	LOC118461292|XP_035782358.1|AALB
OG0007870	LOC108099949|XP_017059115.1|DFIC	LOC118463895|XP_035786718.1|AALB
OG0007871	LOC108094685|XP_017050896.1|DFIC	LOC118464868|XP_035788483.1|AALB
OG0007872	LOC108089553|XP_017043385.1|DFIC	LOC118464825|XP_035788388.1|AALB
OG0007874	LOC108095343|XP_017051913.1|DFIC	LOC118467049|XP_035792936.1|AALB
OG0007875	LOC108096765|XP_017054120.1|DFIC	LOC118462974|XP_035785036.1|AALB
OG0007876	LOC108097355|XP_017055080.1|DFIC	LOC118464856|XP_035788457.1|AALB
OG0007877	LOC108094642|XP_017050836.1|DFIC	LOC118466828|XP_035792516.1|AALB
OG0007878	LOC108094769|XP_017051030.1|DFIC	LOC118465410|XP_035789525.1|AALB
OG0007880	LOC108091358|XP_017046000.1|DFIC	LOC118463157|XP_035785433.1|AALB
OG0007881	LOC108100055|XP_017059280.1|DFIC	LOC118463702|XP_035786379.1|AALB
OG0007882	LOC108099428|XP_017058451.1|DFIC	LOC118466765|XP_035792379.1|AALB
OG0007883	LOC108099404|XP_017058405.1|DFIC	LOC118466763|XP_035792370.1|AALB
OG0007884	LOC108100124|XP_017059366.1|DFIC	LOC118466094|XP_035790900.1|AALB
OG0007885	LOC108096767|XP_017054124.1|DFIC	LOC118465529|XP_035789748.1|AALB
OG0007886	LOC108095843|XP_017052666.1|DFIC, LOC108092736|XP_017047954.1|DFIC	LOC118467340|XP_035793608.1|AALB
OG0007887	LOC108099364|XP_017058345.1|DFIC	LOC118464467|XP_035787768.1|AALB
OG0007888	LOC108099827|XP_017058948.1|DFIC	LOC118467081|XP_035793013.1|AALB
OG0007889	LOC108093264|XP_017048732.1|DFIC	LOC118467091|XP_035793029.1|AALB
OG0007890	LOC108089017|XP_017042586.1|DFIC	LOC118463212|XP_035785547.1|AALB
OG0007891	LOC108096411|XP_017053477.1|DFIC	LOC118464090|XP_035787048.1|AALB
OG0007892	LOC108101346|XP_017061142.1|DFIC	LOC118462650|XP_035784396.1|AALB
OG0007893	LOC108087687|XP_017040679.1|DFIC	LOC118466284|XP_035791262.1|AALB
OG0007894	LOC108096243|XP_017053157.1|DFIC	LOC118463540|XP_035786052.1|AALB
OG0007895	LOC108099163|XP_017057997.1|DFIC	LOC118463539|XP_035786048.1|AALB
OG0007896	LOC108089750|XP_017043626.1|DFIC	LOC118466432|XP_035791622.1|AALB
OG0007897	LOC108089602|XP_017043448.1|DFIC	LOC118462885|XP_035784860.1|AALB
OG0007898	LOC108100231|XP_017059501.1|DFIC	LOC118467506|XP_035793951.1|AALB
OG0007899	LOC108099864|XP_017059001.1|DFIC	LOC118462687|XP_035784494.1|AALB
OG0007900	LOC108096624|XP_017053859.1|DFIC	LOC118463615|XP_035786201.1|AALB
OG0007902	LOC108094704|XP_017050929.1|DFIC	LOC118468845|XP_035795982.1|AALB
OG0007903	LOC108089515|XP_017043328.1|DFIC	LOC118466224|XP_035791152.1|AALB
OG0007904	LOC108088230|XP_017041428.1|DFIC	LOC118466225|XP_035791153.1|AALB
OG0007905	LOC108100881|XP_017060479.1|DFIC	LOC118458716|XP_035777354.1|AALB
OG0007906	LOC108099948|XP_017059113.1|DFIC	LOC118464496|XP_035787817.1|AALB
OG0007907	LOC108088981|XP_017042513.1|DFIC	LOC118466275|XP_035791241.1|AALB
OG0007908	LOC108088983|XP_017042515.1|DFIC	LOC118466278|XP_035791248.1|AALB
OG0007909	LOC108097160|XP_017054779.1|DFIC	LOC118467371|XP_035793677.1|AALB
OG0007911	LOC108099371|XP_017058357.1|DFIC	LOC118464311|XP_035787495.1|AALB
OG0007912	LOC108100281|XP_017059556.1|DFIC	LOC118464314|XP_035787503.1|AALB
OG0007913	LOC108099444|XP_017058474.1|DFIC	LOC118464316|XP_035787505.1|AALB
OG0007914	LOC108100640|XP_017060132.1|DFIC	LOC118466442|XP_035791644.1|AALB
OG0007915	LOC108089385|XP_017043056.1|DFIC	LOC118466347|XP_035791371.1|AALB
OG0007916	LOC108088114|XP_017041254.1|DFIC	LOC118467368|XP_035793669.1|AALB
OG0007917	LOC108090503|XP_017044709.1|DFIC	LOC118466756|XP_035792349.1|AALB
OG0007918	LOC108094211|XP_017050158.1|DFIC	LOC118467804|XP_035794571.1|AALB
OG0007919	LOC108101897|XP_017061949.1|DFIC	LOC118466906|XP_035792663.1|AALB
OG0007920	LOC108101427|XP_017061246.1|DFIC	LOC118466912|XP_035792670.1|AALB
OG0007921	LOC108086414|XP_017038804.1|DFIC	LOC118464026|XP_035786975.1|AALB
OG0007922	LOC108088074|XP_017041213.1|DFIC	LOC118456930|XP_035773965.1|AALB
OG0007923	LOC108091187|XP_017045753.1|DFIC	LOC118465895|XP_035790439.1|AALB
OG0007924	LOC108096856|XP_017054265.1|DFIC	LOC118463576|XP_035786109.1|AALB
OG0007925	LOC108090785|XP_017045121.1|DFIC	LOC118464399|XP_035787646.1|AALB
OG0007926	LOC108093830|XP_017049649.1|DFIC	LOC118457558|XP_035775122.1|AALB
OG0007927	LOC108088162|XP_017041315.1|DFIC	LOC118458139|XP_035776223.1|AALB
OG0007928	LOC108098727|XP_017057337.1|DFIC	LOC118461869|XP_035783584.1|AALB
OG0007929	LOC108088187|XP_017041377.1|DFIC	LOC118457730|XP_035775415.1|AALB
OG0007930	LOC108095119|XP_017051548.1|DFIC	LOC118456901|XP_035773918.1|AALB
OG0007931	LOC108093004|XP_017048394.1|DFIC	LOC118457040|XP_035774175.1|AALB
OG0007932	LOC108102158|XP_017062339.1|DFIC	LOC118461846|XP_035783521.1|AALB
OG0007933	LOC108087025|XP_017039682.1|DFIC	LOC118456481|XP_035773188.1|AALB
OG0007934	LOC108098631|XP_017057195.1|DFIC	LOC118459157|XP_035778138.1|AALB
OG0007935	LOC108092668|XP_017047820.1|DFIC	LOC118468679|XP_035795683.1|AALB
OG0007936	LOC108089157|XP_017042769.1|DFIC	LOC118457675|XP_035775325.1|AALB
OG0007937	LOC108100808|XP_017060363.1|DFIC	LOC118457175|XP_035774400.1|AALB
OG0007938	LOC108100063|XP_017059286.1|DFIC	LOC118456682|XP_035773555.1|AALB
OG0007939	LOC108091554|XP_017046313.1|DFIC	LOC118457851|XP_035775631.1|AALB
OG0007940	LOC108091495|XP_017046212.1|DFIC	LOC118457384|XP_035774811.1|AALB
OG0007941	LOC108100516|XP_017059966.1|DFIC	LOC118458354|XP_035776598.1|AALB
OG0007942	LOC108094658|XP_017050857.1|DFIC	LOC118468922|XP_035796125.1|AALB
OG0007944	LOC108100277|XP_017059551.1|DFIC	LOC118459768|XP_035779356.1|AALB
OG0007945	LOC108089140|XP_017042749.1|DFIC	LOC118456855|XP_035773848.1|AALB
OG0007946	LOC108090898|XP_017045297.1|DFIC	LOC118456965|XP_035774048.1|AALB
OG0007947	LOC108092739|XP_017047957.1|DFIC	LOC118468737|XP_035795781.1|AALB
OG0007948	LOC108094543|XP_017050638.1|DFIC	LOC118456159|XP_035772575.1|AALB
OG0007949	LOC108095358|XP_017051928.1|DFIC	LOC118457326|XP_035774712.1|AALB
OG0007950	LOC108089927|XP_017043901.1|DFIC	LOC118461542|XP_035782881.1|AALB
OG0007951	LOC108089860|XP_017043794.1|DFIC	LOC118461544|XP_035782885.1|AALB
OG0007952	LOC108089947|XP_017043927.1|DFIC	LOC118461545|XP_035782887.1|AALB
OG0007953	LOC108093016|XP_017048407.1|DFIC	LOC118461872|XP_035783597.1|AALB
OG0007954	LOC108088214|XP_017041408.1|DFIC	LOC118457935|XP_035775840.1|AALB
OG0007955	LOC108101222|XP_017060960.1|DFIC	LOC118468538|XP_035795314.1|AALB
OG0007956	LOC108092620|XP_017047747.1|DFIC	LOC118458010|XP_035776000.1|AALB
OG0007957	LOC108089275|XP_017042939.1|DFIC	LOC118457870|XP_035775677.1|AALB
OG0007958	LOC108097595|XP_017055481.1|DFIC	LOC118456970|XP_035774057.1|AALB
OG0007959	LOC108096050|XP_017052885.1|DFIC	LOC118456499|XP_035773221.1|AALB
OG0007960	LOC108089193|XP_017042822.1|DFIC	LOC118467157|XP_035793194.1|AALB
OG0007961	LOC108095970|XP_017052802.1|DFIC	LOC118458304|XP_035776527.1|AALB
OG0007962	LOC108092947|XP_017048307.1|DFIC	LOC118456180|XP_035772624.1|AALB
OG0007963	LOC108092723|XP_017047941.1|DFIC	LOC118459218|XP_035778294.1|AALB
OG0007964	LOC108088198|XP_017041388.1|DFIC	LOC118468474|XP_035795185.1|AALB
OG0007965	LOC108093411|XP_017048937.1|DFIC	LOC118458825|XP_035777602.1|AALB
OG0007966	LOC108094143|XP_017050063.1|DFIC	LOC118456909|XP_035773928.1|AALB
OG0007967	LOC108089920|XP_017043890.1|DFIC	LOC118461739|XP_035783330.1|AALB
OG0007968	LOC108094144|XP_017050064.1|DFIC	LOC118457601|XP_035775195.1|AALB
OG0007969	LOC108089270|XP_017042930.1|DFIC	LOC118460525|XP_035780797.1|AALB
OG0007970	LOC108096694|XP_017053999.1|DFIC	LOC118461429|XP_035782630.1|AALB
OG0007971	LOC108091082|XP_017045576.1|DFIC	LOC118460671|XP_035781040.1|AALB
OG0007972	LOC108086654|XP_017039127.1|DFIC	LOC118459090|XP_035778048.1|AALB
OG0007973	LOC108094506|XP_017050595.1|DFIC	LOC118466959|XP_035792757.1|AALB
OG0007974	LOC108095580|XP_017052225.1|DFIC	LOC118458899|XP_035777751.1|AALB
OG0007975	LOC108090232|XP_017044319.1|DFIC	LOC118457981|XP_035775926.1|AALB
OG0007976	LOC108094643|XP_017050843.1|DFIC	LOC118456808|XP_035773791.1|AALB
OG0007977	LOC108100866|XP_017060438.1|DFIC	LOC118462051|XP_035783927.1|AALB
OG0007978	LOC108089780|XP_017043663.1|DFIC	LOC118462054|XP_035783933.1|AALB
OG0007979	LOC108098342|XP_017056673.1|DFIC	LOC118458007|XP_035775985.1|AALB
OG0007980	LOC108091271|XP_017045875.1|DFIC	LOC118458677|XP_035777282.1|AALB
OG0007981	LOC108094656|XP_017050855.1|DFIC	LOC118458678|XP_035777283.1|AALB
OG0007982	LOC108100023|XP_017059219.1|DFIC	LOC118458672|XP_035777275.1|AALB
OG0007983	LOC108095090|XP_017051515.1|DFIC	LOC118458717|XP_035777355.1|AALB
OG0007984	LOC108094452|XP_017050519.1|DFIC	LOC118460979|XP_035781686.1|AALB
OG0007985	LOC108100585|XP_017060054.1|DFIC	LOC118457538|XP_035775084.1|AALB
OG0007986	LOC108094508|XP_017050598.1|DFIC	LOC118458272|XP_035776480.1|AALB
OG0007987	LOC108092465|XP_017047542.1|DFIC	LOC118461191|XP_035782116.1|AALB
OG0007988	LOC108086328|XP_017038718.1|DFIC, LOC108098374|XP_017056718.1|DFIC	LOC118458419|XP_035776754.1|AALB
OG0007989	LOC108089237|XP_017042887.1|DFIC	LOC118461217|XP_035782175.1|AALB
OG0007990	LOC108089191|XP_017042818.1|DFIC	LOC118461962|XP_035783762.1|AALB
OG0007992	LOC108100963|XP_017060603.1|DFIC	LOC118459282|XP_035778421.1|AALB
OG0007993	LOC108100779|XP_017060307.1|DFIC	LOC118457939|XP_035775849.1|AALB
OG0007994	LOC108089175|XP_017042800.1|DFIC	LOC118456375|XP_035772952.1|AALB
OG0007996	LOC108087597|XP_017040520.1|DFIC	LOC118461403|XP_035782569.1|AALB
OG0007997	LOC108088342|XP_017041577.1|DFIC	LOC118460530|XP_035780804.1|AALB
OG0007998	LOC108101229|XP_017060968.1|DFIC	LOC118460513|XP_035780772.1|AALB
OG0007999	LOC108100091|XP_017059322.1|DFIC	LOC118467696|XP_035794374.1|AALB
OG0008000	LOC108100054|XP_017059276.1|DFIC	LOC118467728|XP_035794429.1|AALB
OG0008001	LOC108092269|XP_017047291.1|DFIC	LOC118456169|XP_035772606.1|AALB
OG0008002	LOC108091524|XP_017046275.1|DFIC	LOC118462013|XP_035783852.1|AALB
OG0008003	LOC108092273|XP_017047296.1|DFIC	LOC118456446|XP_035773102.1|AALB
OG0008004	LOC108092810|XP_017048072.1|DFIC	LOC118462022|XP_035783875.1|AALB
OG0008005	LOC108095518|XP_017052115.1|DFIC	LOC118462021|XP_035783873.1|AALB
OG0008006	LOC108097635|XP_017055554.1|DFIC	LOC118456649|XP_035773480.1|AALB
