Orthogroup	DFIC.longest_only	DALB.longest_only
OG0007849	LOC108098932|XP_017057626.1|DFIC	LOC117573794|XP_034113093.1|DALB
OG0007850	LOC108098931|XP_017057625.1|DFIC	LOC117573793|XP_034113091.1|DALB
OG0007851	LOC108086597|XP_017039056.1|DFIC	LOC117576145|XP_034116603.1|DALB
OG0007852	LOC108088071|XP_017041209.1|DFIC	LOC117576246|XP_034116758.1|DALB
OG0007853	LOC108102273|XP_017062513.1|DFIC	LOC117573394|XP_034112488.1|DALB
OG0007854	LOC108092116|XP_017047105.1|DFIC	LOC117576975|XP_034118045.1|DALB
OG0007855	LOC108098785|XP_017057409.1|DFIC	LOC117574903|XP_034114832.1|DALB
OG0007856	LOC108092163|XP_017047175.1|DFIC	LOC117573485|XP_034112603.1|DALB
OG0007857	LOC108087270|XP_017040065.1|DFIC	LOC117575069|XP_034115048.1|DALB
OG0007858	LOC108092715|XP_017047931.1|DFIC	LOC117565958|XP_034101244.1|DALB
OG0007859	LOC108088644|XP_017042054.1|DFIC	LOC117577543|XP_034118262.1|DALB
OG0007860	LOC108098867|XP_017057542.1|DFIC	LOC117575010|XP_034114977.1|DALB
OG0007861	LOC108098805|XP_017057435.1|DFIC	LOC117573275|XP_034112249.1|DALB
OG0007864	LOC108097704|XP_017055678.1|DFIC	LOC117576802|XP_034117753.1|DALB
OG0007865	LOC108100168|XP_017059421.1|DFIC	LOC117568942|XP_034105771.1|DALB
OG0007866	LOC108092165|XP_017047177.1|DFIC	LOC117575102|XP_034115096.1|DALB
OG0007868	LOC108095696|XP_017052355.1|DFIC	LOC117575363|XP_034115417.1|DALB
OG0007869	LOC108097339|XP_017055061.1|DFIC	LOC117567096|XP_034102770.1|DALB
OG0007870	LOC108099949|XP_017059115.1|DFIC	LOC117566847|XP_034102329.1|DALB
OG0007871	LOC108094685|XP_017050896.1|DFIC	LOC117577752|XP_034118554.1|DALB
OG0007872	LOC108089553|XP_017043385.1|DFIC	LOC117572702|XP_034111649.1|DALB
OG0007873	LOC108089461|XP_017043195.1|DFIC	LOC117572354|XP_034111006.1|DALB
OG0007874	LOC108095343|XP_017051913.1|DFIC	LOC117576957|XP_034118018.1|DALB
OG0007875	LOC108096765|XP_017054120.1|DFIC	LOC117568421|XP_034104957.1|DALB
OG0007876	LOC108097355|XP_017055080.1|DFIC	LOC117569855|XP_034107083.1|DALB
OG0007877	LOC108094642|XP_017050836.1|DFIC	LOC117570644|XP_034108306.1|DALB
OG0007878	LOC108094769|XP_017051030.1|DFIC	LOC117568334|XP_034104809.1|DALB
OG0007879	LOC108099892|XP_017059037.1|DFIC	LOC117567933|XP_034104112.1|DALB
OG0007880	LOC108091358|XP_017046000.1|DFIC	LOC117570308|XP_034107771.1|DALB
OG0007881	LOC108100055|XP_017059280.1|DFIC	LOC117570998|XP_034108838.1|DALB
OG0007882	LOC108099428|XP_017058451.1|DFIC	LOC117568595|XP_034105234.1|DALB
OG0007883	LOC108099404|XP_017058405.1|DFIC	LOC117567446|XP_034103344.1|DALB
OG0007884	LOC108100124|XP_017059366.1|DFIC	LOC117566802|XP_034102240.1|DALB
OG0007885	LOC108096767|XP_017054124.1|DFIC	LOC117568233|XP_034104598.1|DALB
OG0007886	LOC108092736|XP_017047954.1|DFIC	LOC117563694|XP_034098029.1|DALB
OG0007887	LOC108099364|XP_017058345.1|DFIC	LOC117568594|XP_034105233.1|DALB
OG0007888	LOC108099827|XP_017058948.1|DFIC	LOC117567658|XP_034103667.1|DALB
OG0007889	LOC108093264|XP_017048732.1|DFIC	LOC117570177|XP_034107544.1|DALB
OG0007890	LOC108089017|XP_017042586.1|DFIC	LOC117572556|XP_034111319.1|DALB
OG0007891	LOC108096411|XP_017053477.1|DFIC	LOC117573756|XP_034113031.1|DALB
OG0007892	LOC108101346|XP_017061142.1|DFIC	LOC117566978|XP_034102531.1|DALB
OG0007893	LOC108087687|XP_017040679.1|DFIC	LOC117572169|XP_034110710.1|DALB
OG0007894	LOC108096243|XP_017053157.1|DFIC	LOC117568878|XP_034105659.1|DALB
OG0007895	LOC108099163|XP_017057997.1|DFIC	LOC117569739|XP_034106913.1|DALB
OG0007896	LOC108089750|XP_017043626.1|DFIC	LOC117566372|XP_034101761.1|DALB
OG0007897	LOC108089602|XP_017043448.1|DFIC	LOC117568822|XP_034105588.1|DALB
OG0007898	LOC108100231|XP_017059501.1|DFIC	LOC117568900|XP_034105694.1|DALB
OG0007899	LOC108099864|XP_017059001.1|DFIC	LOC117572311|XP_034110933.1|DALB
OG0007900	LOC108096624|XP_017053859.1|DFIC	LOC117567135|XP_034102836.1|DALB
OG0007902	LOC108094704|XP_017050929.1|DFIC	LOC117576557|XP_034117289.1|DALB
OG0007903	LOC108089515|XP_017043328.1|DFIC	LOC117568727|XP_034105437.1|DALB
OG0007904	LOC108088230|XP_017041428.1|DFIC	LOC117572300|XP_034110903.1|DALB
OG0007905	LOC108100881|XP_017060479.1|DFIC	LOC117564724|XP_034099497.1|DALB
OG0007906	LOC108099948|XP_017059113.1|DFIC	LOC117572509|XP_034111253.1|DALB
OG0007907	LOC108088981|XP_017042513.1|DFIC	LOC117572361|XP_034111015.1|DALB
OG0007908	LOC108088983|XP_017042515.1|DFIC	LOC117572362|XP_034111016.1|DALB
OG0007909	LOC108097160|XP_017054779.1|DFIC	LOC117566300|XP_034101701.1|DALB
OG0007910	LOC108088286|XP_017041496.1|DFIC	LOC117569864|XP_034107090.1|DALB
OG0007911	LOC108099371|XP_017058357.1|DFIC	LOC117568987|XP_034105850.1|DALB
OG0007912	LOC108100281|XP_017059556.1|DFIC	LOC117568991|XP_034105853.1|DALB
OG0007913	LOC108099444|XP_017058474.1|DFIC	LOC117568993|XP_034105856.1|DALB
OG0007914	LOC108100640|XP_017060132.1|DFIC	LOC117570915|XP_034108714.1|DALB
OG0007915	LOC108089385|XP_017043056.1|DFIC	LOC117567684|XP_034103699.1|DALB
OG0007917	LOC108090503|XP_017044709.1|DFIC	LOC117568575|XP_034105195.1|DALB
OG0007918	LOC108094211|XP_017050158.1|DFIC	LOC117570066|XP_034107392.1|DALB
OG0007919	LOC108101897|XP_017061949.1|DFIC	LOC117566641|XP_034102074.1|DALB
OG0007920	LOC108101427|XP_017061246.1|DFIC	LOC117571178|XP_034109097.1|DALB
OG0007921	LOC108086414|XP_017038804.1|DFIC	LOC117569440|XP_034106494.1|DALB
OG0007922	LOC108088074|XP_017041213.1|DFIC	LOC117574700|XP_034114503.1|DALB
OG0007923	LOC108091187|XP_017045753.1|DFIC	LOC117566733|XP_034102170.1|DALB
OG0007924	LOC108096856|XP_017054265.1|DFIC	LOC117572213|XP_034110776.1|DALB
OG0007925	LOC108090785|XP_017045121.1|DFIC	LOC117570437|XP_034107985.1|DALB, LOC117566555|XP_034101987.1|DALB
OG0007926	LOC108093830|XP_017049649.1|DFIC	LOC117566401|XP_034101805.1|DALB
OG0007927	LOC108088162|XP_017041315.1|DFIC	LOC117564133|XP_034098684.1|DALB
OG0007928	LOC108098727|XP_017057337.1|DFIC	LOC117563340|XP_034097506.1|DALB
OG0007929	LOC108088187|XP_017041377.1|DFIC	LOC117563316|XP_034097465.1|DALB
OG0007930	LOC108095119|XP_017051548.1|DFIC	LOC117566799|XP_034102232.1|DALB
OG0007931	LOC108093004|XP_017048394.1|DFIC	LOC117563397|XP_034097621.1|DALB
OG0007932	LOC108102158|XP_017062339.1|DFIC	LOC117576074|XP_034116507.1|DALB
OG0007933	LOC108087025|XP_017039682.1|DFIC	LOC117575350|XP_034115407.1|DALB
OG0007934	LOC108098631|XP_017057195.1|DFIC	LOC117564843|XP_034099667.1|DALB
OG0007936	LOC108089157|XP_017042769.1|DFIC	LOC117563666|XP_034097975.1|DALB
OG0007937	LOC108100808|XP_017060363.1|DFIC	LOC117564002|XP_034098483.1|DALB
OG0007939	LOC108091554|XP_017046313.1|DFIC	LOC117565985|XP_034101288.1|DALB
OG0007940	LOC108091495|XP_017046212.1|DFIC	LOC117565983|XP_034101282.1|DALB
OG0007941	LOC108100516|XP_017059966.1|DFIC	LOC117567197|XP_034102917.1|DALB
OG0007942	LOC108094658|XP_017050857.1|DFIC	LOC117578008|XP_034119037.1|DALB
OG0007944	LOC108100277|XP_017059551.1|DFIC	LOC117568983|XP_034105840.1|DALB
OG0007945	LOC108089140|XP_017042749.1|DFIC	LOC117563603|XP_034097888.1|DALB
OG0007946	LOC108090898|XP_017045297.1|DFIC	LOC117564560|XP_034099284.1|DALB
OG0007948	LOC108094543|XP_017050638.1|DFIC	LOC117563572|XP_034097846.1|DALB
OG0007949	LOC108095358|XP_017051928.1|DFIC	LOC117565592|XP_034100686.1|DALB
OG0007950	LOC108089927|XP_017043901.1|DFIC	LOC117565741|XP_034100878.1|DALB
OG0007951	LOC108089860|XP_017043794.1|DFIC	LOC117563267|XP_034097385.1|DALB
OG0007952	LOC108089947|XP_017043927.1|DFIC	LOC117566130|XP_034101502.1|DALB
OG0007953	LOC108093016|XP_017048407.1|DFIC	LOC117563621|XP_034097912.1|DALB
OG0007954	LOC108088214|XP_017041408.1|DFIC	LOC117565617|XP_034100714.1|DALB
OG0007955	LOC108101222|XP_017060960.1|DFIC	LOC117565895|XP_034101128.1|DALB
OG0007956	LOC108092620|XP_017047747.1|DFIC	LOC117565935|XP_034101211.1|DALB
OG0007957	LOC108089275|XP_017042939.1|DFIC	LOC117564848|XP_034099673.1|DALB
OG0007958	LOC108097595|XP_017055481.1|DFIC	LOC117574349|XP_034114065.1|DALB
OG0007959	LOC108096050|XP_017052885.1|DFIC	LOC117564979|XP_034099816.1|DALB
OG0007961	LOC108095970|XP_017052802.1|DFIC	LOC117575655|XP_034115832.1|DALB
OG0007962	LOC108092947|XP_017048307.1|DFIC	LOC117564446|XP_034099106.1|DALB
OG0007965	LOC108093411|XP_017048937.1|DFIC	LOC117563855|XP_034098275.1|DALB
OG0007966	LOC108094143|XP_017050063.1|DFIC	LOC117566147|XP_034101525.1|DALB
OG0007967	LOC108089920|XP_017043890.1|DFIC	LOC117565389|XP_034100360.1|DALB
OG0007968	LOC108094144|XP_017050064.1|DFIC	LOC117563800|XP_034098223.1|DALB
OG0007969	LOC108089270|XP_017042930.1|DFIC	LOC117564085|XP_034098605.1|DALB
OG0007970	LOC108096694|XP_017053999.1|DFIC	LOC117568978|XP_034105829.1|DALB
OG0007971	LOC108091082|XP_017045576.1|DFIC	LOC117569455|XP_034106514.1|DALB
OG0007973	LOC108094506|XP_017050595.1|DFIC	LOC117565342|XP_034100287.1|DALB
OG0007974	LOC108095580|XP_017052225.1|DFIC	LOC117565547|XP_034100638.1|DALB
OG0007975	LOC108090232|XP_017044319.1|DFIC	LOC117575719|XP_034115948.1|DALB
OG0007976	LOC108094643|XP_017050843.1|DFIC	LOC117565141|XP_034100047.1|DALB
OG0007977	LOC108100866|XP_017060438.1|DFIC	LOC117563410|XP_034097633.1|DALB
OG0007978	LOC108089780|XP_017043663.1|DFIC	LOC117563608|XP_034097896.1|DALB
OG0007979	LOC108098342|XP_017056673.1|DFIC	LOC117564028|XP_034098521.1|DALB
OG0007980	LOC108091271|XP_017045875.1|DFIC	LOC117565787|XP_034100955.1|DALB
OG0007981	LOC108094656|XP_017050855.1|DFIC	LOC117578172|XP_034119353.1|DALB
OG0007982	LOC108100023|XP_017059219.1|DFIC	LOC117565864|XP_034101087.1|DALB
OG0007983	LOC108095090|XP_017051515.1|DFIC	LOC117565262|XP_034100176.1|DALB
OG0007984	LOC108094452|XP_017050519.1|DFIC	LOC117563441|XP_034097668.1|DALB
OG0007985	LOC108100585|XP_017060054.1|DFIC	LOC117566046|XP_034101387.1|DALB
OG0007986	LOC108094508|XP_017050598.1|DFIC	LOC117563612|XP_034097904.1|DALB
OG0007987	LOC108092465|XP_017047542.1|DFIC	LOC117564376|XP_034098986.1|DALB
OG0007988	LOC108086328|XP_017038718.1|DFIC, LOC108098374|XP_017056718.1|DFIC	LOC117564455|XP_034099128.1|DALB
OG0007989	LOC108089237|XP_017042887.1|DFIC	LOC117565377|XP_034100342.1|DALB
OG0007991	LOC108092503|XP_017047604.1|DFIC	LOC117566232|XP_034101670.1|DALB
OG0007992	LOC108100963|XP_017060603.1|DFIC	LOC117565949|XP_034101227.1|DALB
OG0007994	LOC108089175|XP_017042800.1|DFIC	LOC117565979|XP_034101273.1|DALB
OG0007996	LOC108087597|XP_017040520.1|DFIC	LOC117578195|XP_034119404.1|DALB
OG0007997	LOC108088342|XP_017041577.1|DFIC	LOC117568489|XP_034105067.1|DALB
OG0007998	LOC108101229|XP_017060968.1|DFIC	LOC117563936|XP_034098400.1|DALB
OG0008001	LOC108092269|XP_017047291.1|DFIC	LOC117564006|XP_034098489.1|DALB
OG0008002	LOC108091524|XP_017046275.1|DFIC	LOC117563563|XP_034097833.1|DALB
OG0008003	LOC108092273|XP_017047296.1|DFIC	LOC117564007|XP_034098490.1|DALB
OG0008004	LOC108092810|XP_017048072.1|DFIC	LOC117572301|XP_034110907.1|DALB
OG0008005	LOC108095518|XP_017052115.1|DFIC	LOC117573684|XP_034112925.1|DALB
OG0008006	LOC108097635|XP_017055554.1|DFIC	LOC117571836|XP_034110116.1|DALB
OG0008007	LOC108091348|XP_017045990.1|DFIC	LOC117564127|XP_034098682.1|DALB
OG0008008	LOC108088347|XP_017041582.1|DFIC	LOC117566982|XP_034102536.1|DALB
OG0008009	LOC108091335|XP_017045967.1|DFIC	LOC117572647|XP_034111521.1|DALB
OG0008010	LOC108102131|XP_017062284.1|DFIC	LOC117570111|XP_034107466.1|DALB
OG0008011	LOC108096846|XP_017054248.1|DFIC	LOC117568422|XP_034104962.1|DALB
OG0008012	LOC108096893|XP_017054325.1|DFIC	LOC117569770|XP_034106955.1|DALB
OG0008013	LOC108094949|XP_017051300.1|DFIC	LOC117570144|XP_034107499.1|DALB
OG0008014	LOC108098626|XP_017057188.1|DFIC	LOC117575266|XP_034115292.1|DALB
OG0008015	LOC108100606|XP_017060084.1|DFIC	LOC117567184|XP_034102900.1|DALB
OG0008016	LOC108100608|XP_017060086.1|DFIC	LOC117567186|XP_034102902.1|DALB
OG0008017	LOC108095494|XP_017052090.1|DFIC	LOC117578012|XP_034119001.1|DALB
OG0008018	LOC108097120|XP_017054702.1|DFIC	LOC117576645|XP_034117472.1|DALB
OG0008019	LOC108097701|XP_017055673.1|DFIC	LOC117573635|XP_034112838.1|DALB
OG0008020	LOC108101080|XP_017060768.1|DFIC	LOC117575189|XP_034115192.1|DALB
OG0008021	LOC108097153|XP_017054763.1|DFIC	LOC117567977|XP_034104222.1|DALB
OG0008023	LOC108097278|XP_017054967.1|DFIC	LOC117571688|XP_034109832.1|DALB
OG0008024	LOC108097335|XP_017055058.1|DFIC	LOC117577814|XP_034118636.1|DALB
OG0008025	LOC108097242|XP_017054909.1|DFIC	LOC117572952|XP_034111819.1|DALB
OG0008026	LOC108091085|XP_017045578.1|DFIC	LOC117569464|XP_034106526.1|DALB
OG0008027	LOC108086509|XP_017038927.1|DFIC	LOC117578130|XP_034119227.1|DALB
OG0008028	LOC108087233|XP_017040008.1|DFIC	LOC117574756|XP_034114590.1|DALB
OG0008029	LOC108091973|XP_017046872.1|DFIC	LOC117576759|XP_034117695.1|DALB
OG0008030	LOC108091392|XP_017046065.1|DFIC	LOC117575067|XP_034115046.1|DALB
OG0008031	LOC108092370|XP_017047401.1|DFIC	LOC117564104|XP_034098641.1|DALB
OG0008033	LOC108102011|XP_017062098.1|DFIC	LOC117576502|XP_034117187.1|DALB
OG0008034	LOC108088021|XP_017041124.1|DFIC	LOC117566743|XP_034102181.1|DALB
OG0008035	LOC108097747|XP_017055745.1|DFIC	LOC117574590|XP_034114367.1|DALB
OG0008036	LOC108095959|XP_017052789.1|DFIC	LOC117576796|XP_034117747.1|DALB
OG0008037	LOC108095737|XP_017052403.1|DFIC	LOC117574052|XP_034113554.1|DALB
OG0008038	LOC108086489|XP_017038903.1|DFIC	LOC117572218|XP_034110789.1|DALB
OG0008041	LOC108097445|XP_017055204.1|DFIC	LOC117575858|XP_034116172.1|DALB
OG0008042	LOC108088010|XP_017041111.1|DFIC	LOC117576012|XP_034116410.1|DALB
OG0008043	LOC108091339|XP_017045973.1|DFIC	LOC117578283|XP_034119611.1|DALB
OG0008044	LOC108097005|XP_017054483.1|DFIC	LOC117568601|XP_034105248.1|DALB
OG0008045	LOC108097361|XP_017055092.1|DFIC	LOC117573806|XP_034113112.1|DALB
OG0008047	LOC108098583|XP_017057111.1|DFIC	LOC117575727|XP_034115961.1|DALB
OG0008049	LOC108098582|XP_017057109.1|DFIC	LOC117575722|XP_034115953.1|DALB
OG0008050	LOC108095839|XP_017052619.1|DFIC	LOC117574312|XP_034114012.1|DALB
OG0008051	LOC108088018|XP_017041121.1|DFIC	LOC117574241|XP_034113846.1|DALB
OG0008052	LOC108096737|XP_017054077.1|DFIC	LOC117575157|XP_034115151.1|DALB
OG0008053	LOC108094995|XP_017051321.1|DFIC	LOC117573117|XP_034111934.1|DALB
OG0008054	LOC108092858|XP_017048168.1|DFIC	LOC117568318|XP_034104786.1|DALB
OG0008055	LOC108091084|XP_017045577.1|DFIC	LOC117573373|XP_034112405.1|DALB
OG0008056	LOC108097347|XP_017055072.1|DFIC	LOC117577696|XP_034118487.1|DALB
OG0008057	LOC108090110|XP_017044116.1|DFIC	LOC117574820|XP_034114680.1|DALB
OG0008058	LOC108092028|XP_017046956.1|DFIC	LOC117574332|XP_034114036.1|DALB
OG0008059	LOC108090136|XP_017044165.1|DFIC	LOC117576706|XP_034117612.1|DALB
OG0008060	LOC108087260|XP_017040054.1|DFIC	LOC117575013|XP_034114981.1|DALB
OG0008061	LOC108095325|XP_017051894.1|DFIC	LOC117577771|XP_034118578.1|DALB
OG0008062	LOC108094702|XP_017050927.1|DFIC	LOC117564381|XP_034098995.1|DALB
OG0008063	LOC108088011|XP_017041112.1|DFIC	LOC117576014|XP_034116411.1|DALB
OG0008064	LOC108091112|XP_017045624.1|DFIC	LOC117571737|XP_034109949.1|DALB
OG0008065	LOC108097343|XP_017055068.1|DFIC	LOC117573740|XP_034113013.1|DALB
OG0008066	LOC108100919|XP_017060522.1|DFIC	LOC117578185|XP_034119389.1|DALB
OG0008067	LOC108097676|XP_017055622.1|DFIC	LOC117578401|XP_034119750.1|DALB
OG0008068	LOC108097778|XP_017055794.1|DFIC	LOC117577639|XP_034118399.1|DALB
OG0008069	LOC108097543|XP_017055389.1|DFIC	LOC117574030|XP_034113515.1|DALB
OG0008071	LOC108095359|XP_017051929.1|DFIC	LOC117565610|XP_034100709.1|DALB
OG0008072	LOC108097408|XP_017055154.1|DFIC	LOC117578313|XP_034119657.1|DALB
OG0008073	LOC108095389|XP_017051958.1|DFIC	LOC117570667|XP_034108350.1|DALB
OG0008075	LOC108090677|XP_017044952.1|DFIC	LOC117569185|XP_034106145.1|DALB
OG0008076	LOC108091311|XP_017045923.1|DFIC	LOC117578317|XP_034119663.1|DALB
OG0008077	LOC108091401|XP_017046081.1|DFIC	LOC117575637|XP_034115808.1|DALB
OG0008078	LOC108097272|XP_017054958.1|DFIC	LOC117563618|XP_034097913.1|DALB
OG0008079	LOC108094723|XP_017050954.1|DFIC	LOC117577707|XP_034118500.1|DALB
OG0008080	LOC108091340|XP_017045976.1|DFIC	LOC117566506|XP_034101974.1|DALB
OG0008081	LOC108097238|XP_017054901.1|DFIC	LOC117575169|XP_034115172.1|DALB
OG0008082	LOC108086596|XP_017039054.1|DFIC	LOC117576617|XP_034117418.1|DALB
OG0008083	LOC108090113|XP_017044126.1|DFIC	LOC117575405|XP_034115476.1|DALB
OG0008084	LOC108099301|XP_017058186.1|DFIC	LOC117573477|XP_034112597.1|DALB
OG0008085	LOC108095728|XP_017052392.1|DFIC	LOC117575121|XP_034115111.1|DALB
OG0008086	LOC108090081|XP_017044073.1|DFIC	LOC117575399|XP_034115465.1|DALB
OG0008087	LOC108094696|XP_017050916.1|DFIC	LOC117577989|XP_034118978.1|DALB
OG0008088	LOC108097191|XP_017054824.1|DFIC	LOC117565325|XP_034100259.1|DALB
OG0008089	LOC108100353|XP_017059676.1|DFIC	LOC117569822|XP_034107037.1|DALB
OG0008090	LOC108097271|XP_017054957.1|DFIC	LOC117577632|XP_034118390.1|DALB
OG0008091	LOC108091997|XP_017046911.1|DFIC	LOC117574178|XP_034113762.1|DALB
OG0008092	LOC108101071|XP_017060752.1|DFIC	LOC117576295|XP_034116838.1|DALB
OG0008093	LOC108091079|XP_017045571.1|DFIC	LOC117575911|XP_034116257.1|DALB
OG0008094	LOC108093515|XP_017049096.1|DFIC	LOC117565940|XP_034101217.1|DALB
OG0008095	LOC108102065|XP_017062194.1|DFIC	LOC117576905|XP_034117933.1|DALB
OG0008096	LOC108097021|XP_017054527.1|DFIC	LOC117578227|XP_034119496.1|DALB
OG0008097	LOC108088637|XP_017042044.1|DFIC	LOC117571375|XP_034109420.1|DALB
OG0008098	LOC108087567|XP_017040484.1|DFIC	LOC117571039|XP_034108898.1|DALB
OG0008099	LOC108100403|XP_017059775.1|DFIC	LOC117571271|XP_034109224.1|DALB
OG0008100	LOC108092054|XP_017046997.1|DFIC	LOC117573678|XP_034112902.1|DALB
OG0008101	LOC108097596|XP_017055483.1|DFIC	LOC117573784|XP_034113085.1|DALB
OG0008102	LOC108096715|XP_017054043.1|DFIC	LOC117575162|XP_034115155.1|DALB
OG0008103	LOC108094633|XP_017050814.1|DFIC	LOC117578194|XP_034119403.1|DALB
OG0008104	LOC108096464|XP_017053564.1|DFIC	LOC117572644|XP_034111513.1|DALB
OG0008106	LOC108088780|XP_017042226.1|DFIC	LOC117569992|XP_034107263.1|DALB
OG0008107	LOC108102082|XP_017062220.1|DFIC	LOC117575779|XP_034116037.1|DALB
OG0008108	LOC108092856|XP_017048165.1|DFIC	LOC117568317|XP_034104773.1|DALB
OG0008109	LOC108091279|XP_017045882.1|DFIC	LOC117565677|XP_034100840.1|DALB
OG0008110	LOC108091141|XP_017045665.1|DFIC	LOC117568877|XP_034105663.1|DALB
OG0008111	LOC108092837|XP_017048131.1|DFIC	LOC117577054|XP_034118090.1|DALB
OG0008112	LOC108097090|XP_017054634.1|DFIC	LOC117578053|XP_034119068.1|DALB
OG0008113	LOC108095619|XP_017052274.1|DFIC	LOC117565976|XP_034101274.1|DALB
OG0008114	LOC108095618|XP_017052273.1|DFIC	LOC117565959|XP_034101249.1|DALB
OG0008115	LOC108097950|XP_017056032.1|DFIC	LOC117570434|XP_034107986.1|DALB
OG0008116	LOC108098015|XP_017056151.1|DFIC	LOC117570482|XP_034108060.1|DALB
OG0008117	LOC108097587|XP_017055467.1|DFIC	LOC117577627|XP_034118387.1|DALB
OG0008118	LOC108092843|XP_017048138.1|DFIC	LOC117578005|XP_034118994.1|DALB
OG0008119	LOC108097717|XP_017055698.1|DFIC	LOC117578253|XP_034119564.1|DALB
OG0008120	LOC108091196|XP_017045767.1|DFIC	LOC117575116|XP_034115108.1|DALB
OG0008121	LOC108096700|XP_017054023.1|DFIC	LOC117568697|XP_034105398.1|DALB
OG0008122	LOC108097082|XP_017054614.1|DFIC	LOC117577995|XP_034118984.1|DALB
OG0008123	LOC108097248|XP_017054917.1|DFIC	LOC117568634|XP_034105318.1|DALB
OG0008124	LOC108092953|XP_017048315.1|DFIC	LOC117578327|XP_034119685.1|DALB
OG0008125	LOC108091327|XP_017045957.1|DFIC	LOC117567605|XP_034103587.1|DALB
OG0008126	LOC108097383|XP_017055125.1|DFIC	LOC117564826|XP_034099644.1|DALB
OG0008127	LOC108097177|XP_017054804.1|DFIC	LOC117578106|XP_034119174.1|DALB
OG0008128	LOC108094663|XP_017050863.1|DFIC	LOC117577650|XP_034118427.1|DALB
OG0008129	LOC108097279|XP_017054969.1|DFIC	LOC117569810|XP_034107057.1|DALB
OG0008130	LOC108088703|XP_017042134.1|DFIC	LOC117576981|XP_034118056.1|DALB
OG0008131	LOC108092855|XP_017048164.1|DFIC	LOC117571695|XP_034109883.1|DALB
OG0008132	LOC108092193|XP_017047209.1|DFIC	LOC117575930|XP_034116280.1|DALB
OG0008133	LOC108095555|XP_017052179.1|DFIC	LOC117576570|XP_034117317.1|DALB
OG0008134	LOC108097287|XP_017054990.1|DFIC	LOC117564721|XP_034099498.1|DALB
OG0008135	LOC108099460|XP_017058498.1|DFIC	LOC117573876|XP_034113244.1|DALB
OG0008136	LOC108089987|XP_017043976.1|DFIC	LOC117565408|XP_034100384.1|DALB
OG0008137	LOC108086491|XP_017038905.1|DFIC	LOC117578125|XP_034119213.1|DALB
OG0008138	LOC108089573|XP_017043419.1|DFIC	LOC117567392|XP_034103234.1|DALB
OG0008139	LOC108094938|XP_017051288.1|DFIC	LOC117577626|XP_034118383.1|DALB
OG0008140	LOC108091328|XP_017045958.1|DFIC	LOC117571844|XP_034110129.1|DALB
OG0008141	LOC108091221|XP_017045812.1|DFIC	LOC117566407|XP_034101816.1|DALB
OG0008142	LOC108097772|XP_017055787.1|DFIC	LOC117577541|XP_034118260.1|DALB
OG0008143	LOC108094677|XP_017050883.1|DFIC	LOC117575904|XP_034116244.1|DALB
OG0008144	LOC108096632|XP_017053871.1|DFIC	LOC117571085|XP_034108958.1|DALB
OG0008145	LOC108091217|XP_017045806.1|DFIC	LOC117563623|XP_034097956.1|DALB
OG0008146	LOC108095305|XP_017051854.1|DFIC	LOC117577777|XP_034118587.1|DALB
OG0008147	LOC108095302|XP_017051849.1|DFIC	LOC117577815|XP_034118640.1|DALB
OG0008148	LOC108097189|XP_017054821.1|DFIC	LOC117563597|XP_034097880.1|DALB
OG0008149	LOC108097263|XP_017054944.1|DFIC	LOC117574608|XP_034114790.1|DALB
OG0008150	LOC108091164|XP_017045693.1|DFIC	LOC117568701|XP_034105409.1|DALB
OG0008151	LOC108092782|XP_017048027.1|DFIC	LOC117578076|XP_034119112.1|DALB
OG0008152	LOC108097187|XP_017054819.1|DFIC	LOC117578214|XP_034119477.1|DALB
OG0008153	LOC108101908|XP_017061971.1|DFIC	LOC117571719|XP_034109911.1|DALB
OG0008154	LOC108087454|XP_017040304.1|DFIC	LOC117567478|XP_034103399.1|DALB
OG0008155	LOC108100667|XP_017060169.1|DFIC	LOC117569498|XP_034106573.1|DALB
OG0008157	LOC108087363|XP_017040192.1|DFIC	LOC117574326|XP_034114027.1|DALB
OG0008158	LOC108097994|XP_017056120.1|DFIC	LOC117567680|XP_034103697.1|DALB
OG0008159	LOC108088314|XP_017041539.1|DFIC	LOC117569487|XP_034106558.1|DALB
OG0008160	LOC108094889|XP_017051215.1|DFIC	LOC117569809|XP_034107016.1|DALB
OG0008161	LOC108098994|XP_017057715.1|DFIC	LOC117565836|XP_034101041.1|DALB
OG0008162	LOC108097536|XP_017055372.1|DFIC	LOC117578094|XP_034119152.1|DALB
OG0008163	LOC108093090|XP_017048513.1|DFIC	LOC117568098|XP_034104369.1|DALB
OG0008164	LOC108102171|XP_017062360.1|DFIC	LOC117568781|XP_034105513.1|DALB
OG0008165	LOC108092961|XP_017048333.1|DFIC	LOC117570275|XP_034107689.1|DALB
OG0008166	LOC108095616|XP_017052270.1|DFIC	LOC117577553|XP_034118274.1|DALB
OG0008167	LOC108091160|XP_017045682.1|DFIC	LOC117564321|XP_034098916.1|DALB
OG0008168	LOC108091179|XP_017045727.1|DFIC	LOC117564329|XP_034098929.1|DALB
OG0008169	LOC108097028|XP_017054534.1|DFIC	LOC117566948|XP_034102475.1|DALB
OG0008170	LOC108086753|XP_017039281.1|DFIC	LOC117570726|XP_034108439.1|DALB
OG0008171	LOC108098010|XP_017056140.1|DFIC	LOC117578073|XP_034119108.1|DALB
OG0008172	LOC108098629|XP_017057193.1|DFIC	LOC117575720|XP_034115950.1|DALB
