Orthogroup	DFIC.longest_only	CCAP.longest_only
OG0008924	LOC108094843|XP_017051135.1|DFIC	CCAP1982_LOCUS22040|CAD7014034.1|CCAP
OG0008925	LOC108086312|XP_017038702.1|DFIC	CCAP1982_LOCUS23261|CAD7015316.1|CCAP
OG0008926	LOC108090413|XP_017044557.1|DFIC	CCAP1982_LOCUS23319|CAD7015375.1|CCAP
OG0008927	LOC108101887|XP_017061931.1|DFIC	CCAP1982_LOCUS23406|CAD7015466.1|CCAP, CCAP1982_LOCUS23407|CAD7015467.1|CCAP
OG0008928	LOC108094227|XP_017050173.1|DFIC	CCAP1982_LOCUS23369|CAD7015427.1|CCAP
OG0008929	LOC108095176|XP_017051630.1|DFIC	CCAP1982_LOCUS22113|CAD7014107.1|CCAP
OG0008930	LOC108091943|XP_017046820.1|DFIC	CCAP1982_LOCUS22409|CAD7014413.1|CCAP
OG0008931	LOC108090916|XP_017045328.1|DFIC	CCAP1982_LOCUS22283|CAD7014280.1|CCAP
OG0008932	LOC108090695|XP_017044967.1|DFIC	CCAP1982_LOCUS21274|CAD7013203.1|CCAP, CCAP1982_LOCUS21273|CAD7013202.1|CCAP
OG0008933	LOC108086397|XP_017038788.1|DFIC	CCAP1982_LOCUS21287|CAD7013216.1|CCAP
OG0008935	LOC108094334|XP_017050372.1|DFIC	CCAP1982_LOCUS21498|CAD7013433.1|CCAP, CCAP1982_LOCUS21497|CAD7013432.1|CCAP
OG0008936	LOC108096913|XP_017054352.1|DFIC	CCAP1982_LOCUS19449|CAD7011346.1|CCAP
OG0008937	LOC108096698|XP_017054019.1|DFIC	CCAP1982_LOCUS20341|CAD7012245.1|CCAP, CCAP1982_LOCUS20342|CAD7012246.1|CCAP, CCAP1982_LOCUS20343|CAD7012247.1|CCAP, CCAP1982_LOCUS20340|CAD7012244.1|CCAP
OG0008938	LOC108094851|XP_017051147.1|DFIC	CCAP1982_LOCUS20561|CAD7012484.1|CCAP
OG0008939	LOC108094892|XP_017051221.1|DFIC	CCAP1982_LOCUS20782|CAD7012675.1|CCAP
OG0008940	LOC108090864|XP_017045241.1|DFIC	CCAP1982_LOCUS21046|CAD7012952.1|CCAP
OG0008946	LOC108091202|XP_017045774.1|DFIC	CCAP1982_LOCUS19692|CAD7011603.1|CCAP
OG0008949	LOC108093053|XP_017048449.1|DFIC	CCAP1982_LOCUS12415|CAD7003993.1|CCAP
OG0008950	LOC108097196|XP_017054830.1|DFIC	CCAP1982_LOCUS12886|CAD7004481.1|CCAP
OG0008951	LOC108089351|XP_017043020.1|DFIC	CCAP1982_LOCUS12900|CAD7004501.1|CCAP
OG0008952	LOC108097901|XP_017055927.1|DFIC	CCAP1982_LOCUS12363|CAD7003941.1|CCAP, CCAP1982_LOCUS12373|CAD7003951.1|CCAP
OG0008953	LOC108088741|XP_017042178.1|DFIC	CCAP1982_LOCUS13060|CAD7004665.1|CCAP
OG0008955	LOC108089345|XP_017043015.1|DFIC	CCAP1982_LOCUS11543|CAD7003080.1|CCAP
OG0008956	LOC108100171|XP_017059428.1|DFIC	CCAP1982_LOCUS14575|CAD7006249.1|CCAP
OG0008957	LOC108086951|XP_017039553.1|DFIC	CCAP1982_LOCUS12274|CAD7003841.1|CCAP
OG0008958	LOC108088879|XP_017042363.1|DFIC	CCAP1982_LOCUS13525|CAD7005164.1|CCAP
OG0008959	LOC108100230|XP_017059497.1|DFIC	CCAP1982_LOCUS13474|CAD7005112.1|CCAP, CCAP1982_LOCUS13473|CAD7005111.1|CCAP
OG0008960	LOC108100409|XP_017059785.1|DFIC	CCAP1982_LOCUS13422|CAD7005052.1|CCAP
OG0008961	LOC108090612|XP_017044872.1|DFIC	CCAP1982_LOCUS7054|CAD6998457.1|CCAP
OG0008985	LOC108089358|XP_017043025.1|DFIC	CCAP1982_LOCUS12236|CAD7003803.1|CCAP
OG0008986	LOC108091789|XP_017046637.1|DFIC	CCAP1982_LOCUS5702|CAD6997047.1|CCAP
OG0008990	LOC108087412|XP_017040240.1|DFIC	CCAP1982_LOCUS11431|CAD7002967.1|CCAP
OG0008992	LOC108096843|XP_017054246.1|DFIC	CCAP1982_LOCUS3524|CAD6994793.1|CCAP
OG0008993	LOC108100565|XP_017060031.1|DFIC	CCAP1982_LOCUS13676|CAD7005315.1|CCAP
OG0008994	LOC108092716|XP_017047933.1|DFIC	CCAP1982_LOCUS6730|CAD6998118.1|CCAP
OG0008995	LOC108090947|XP_017045371.1|DFIC	CCAP1982_LOCUS19479|CAD7011378.1|CCAP
OG0008999	LOC108094224|XP_017050174.1|DFIC	CCAP1982_LOCUS4623|CAD6995921.1|CCAP, CCAP1982_LOCUS4622|CAD6995920.1|CCAP
OG0009003	LOC108089339|XP_017043009.1|DFIC	CCAP1982_LOCUS14538|CAD7006210.1|CCAP
OG0009005	LOC108100862|XP_017060430.1|DFIC	CCAP1982_LOCUS8449|CAD6999940.1|CCAP
OG0009006	LOC108093368|XP_017048878.1|DFIC	CCAP1982_LOCUS3116|CAD6994363.1|CCAP
OG0009007	LOC108093955|XP_017049847.1|DFIC	CCAP1982_LOCUS14979|CAD7006678.1|CCAP
OG0009008	LOC108101090|XP_017060782.1|DFIC	CCAP1982_LOCUS93|CAD6991153.1|CCAP
OG0009009	LOC108100505|XP_017059945.1|DFIC	CCAP1982_LOCUS12773|CAD7004361.1|CCAP
OG0009010	LOC108089033|XP_017042619.1|DFIC	CCAP1982_LOCUS14898|CAD7006587.1|CCAP
OG0009011	LOC108100358|XP_017059680.1|DFIC	CCAP1982_LOCUS12729|CAD7004309.1|CCAP
OG0009014	LOC108089380|XP_017043052.1|DFIC	CCAP1982_LOCUS13336|CAD7004957.1|CCAP
OG0009015	LOC108088247|XP_017041453.1|DFIC	CCAP1982_LOCUS12356|CAD7003934.1|CCAP
OG0009016	LOC108096370|XP_017053411.1|DFIC	CCAP1982_LOCUS10869|CAD7002375.1|CCAP
OG0009017	LOC108092514|XP_017047624.1|DFIC	CCAP1982_LOCUS5361|CAD6996677.1|CCAP
OG0009018	LOC108098407|XP_017056787.1|DFIC	CCAP1982_LOCUS10355|CAD7001867.1|CCAP, CCAP1982_LOCUS10357|CAD7001869.1|CCAP
OG0009019	LOC108098401|XP_017056769.1|DFIC	CCAP1982_LOCUS10619|CAD7002131.1|CCAP
OG0009020	LOC108097214|XP_017054854.1|DFIC	CCAP1982_LOCUS2828|CAD6994056.1|CCAP
OG0009021	LOC108091395|XP_017046069.1|DFIC	CCAP1982_LOCUS4666|CAD6995955.1|CCAP
OG0009022	LOC108087393|XP_017040225.1|DFIC	CCAP1982_LOCUS1965|CAD6993139.1|CCAP
OG0009023	LOC108088379|XP_017041615.1|DFIC	CCAP1982_LOCUS3398|CAD6994663.1|CCAP
OG0009024	LOC108099462|XP_017058500.1|DFIC	CCAP1982_LOCUS2458|CAD6993649.1|CCAP
OG0009025	LOC108087973|XP_017041061.1|DFIC	CCAP1982_LOCUS3816|CAD6995093.1|CCAP
OG0009026	LOC108092160|XP_017047169.1|DFIC	CCAP1982_LOCUS20439|CAD7012345.1|CCAP
OG0009027	LOC108087805|XP_017040851.1|DFIC	CCAP1982_LOCUS21777|CAD7013746.1|CCAP
OG0009028	LOC108087446|XP_017040290.1|DFIC	CCAP1982_LOCUS11381|CAD7002914.1|CCAP
OG0009029	LOC108088129|XP_017041279.1|DFIC	CCAP1982_LOCUS5388|CAD6996704.1|CCAP
OG0009030	LOC108101325|XP_017061122.1|DFIC	CCAP1982_LOCUS7038|CAD6998438.1|CCAP
OG0009031	LOC108093551|XP_017049136.1|DFIC	CCAP1982_LOCUS4387|CAD6995680.1|CCAP
OG0009032	LOC108093552|XP_017049137.1|DFIC	CCAP1982_LOCUS4386|CAD6995679.1|CCAP
OG0009033	LOC108100891|XP_017060489.1|DFIC	CCAP1982_LOCUS8791|CAD7000303.1|CCAP
OG0009034	LOC108094546|XP_017050644.1|DFIC	CCAP1982_LOCUS7585|CAD6999038.1|CCAP
OG0009035	LOC108101251|XP_017060996.1|DFIC	CCAP1982_LOCUS7736|CAD6999202.1|CCAP
OG0009036	LOC108090900|XP_017045300.1|DFIC	CCAP1982_LOCUS20353|CAD7012257.1|CCAP
OG0009037	LOC108092444|XP_017047514.1|DFIC	CCAP1982_LOCUS6931|CAD6998326.1|CCAP
OG0009038	LOC108088521|XP_017041849.1|DFIC	CCAP1982_LOCUS3917|CAD6995198.1|CCAP
OG0009039	LOC108096705|XP_017054032.1|DFIC	CCAP1982_LOCUS4800|CAD6996100.1|CCAP
OG0009040	LOC108086692|XP_017039177.1|DFIC	CCAP1982_LOCUS5253|CAD6996584.1|CCAP
OG0009041	LOC108088016|XP_017041117.1|DFIC	CCAP1982_LOCUS2610|CAD6993813.1|CCAP
OG0009042	LOC108098096|XP_017056295.1|DFIC, LOC108089974|XP_017043964.1|DFIC	CCAP1982_LOCUS7840|CAD6999312.1|CCAP
OG0009043	LOC108092731|XP_017047948.1|DFIC	CCAP1982_LOCUS2208|CAD6993392.1|CCAP
OG0009044	LOC108089857|XP_017043791.1|DFIC	CCAP1982_LOCUS8461|CAD6999953.1|CCAP
OG0009046	LOC108093580|XP_017049191.1|DFIC	CCAP1982_LOCUS13800|CAD7005440.1|CCAP
OG0009047	LOC108094203|XP_017050147.1|DFIC	CCAP1982_LOCUS23383|CAD7015441.1|CCAP
OG0009048	LOC108092725|XP_017047943.1|DFIC	CCAP1982_LOCUS5609|CAD6996939.1|CCAP
OG0009049	LOC108097663|XP_017055602.1|DFIC	CCAP1982_LOCUS923|CAD6992042.1|CCAP
OG0009050	LOC108098324|XP_017056638.1|DFIC, LOC108099786|XP_017058936.1|DFIC	CCAP1982_LOCUS6009|CAD6997372.1|CCAP
OG0009052	LOC108098466|XP_017056863.1|DFIC	CCAP1982_LOCUS4264|CAD6995553.1|CCAP
OG0009053	LOC108092052|XP_017046990.1|DFIC	CCAP1982_LOCUS5061|CAD6996384.1|CCAP
OG0009054	LOC108088047|XP_017041171.1|DFIC	CCAP1982_LOCUS5162|CAD6996493.1|CCAP
OG0009055	LOC108101179|XP_017060899.1|DFIC	CCAP1982_LOCUS5834|CAD6997195.1|CCAP
OG0009056	LOC108088210|XP_017041400.1|DFIC	CCAP1982_LOCUS11346|CAD7002877.1|CCAP
OG0009057	LOC108099092|XP_017057899.1|DFIC	CCAP1982_LOCUS22424|CAD7014428.1|CCAP
OG0009058	LOC108101719|XP_017061652.1|DFIC	CCAP1982_LOCUS9823|CAD7001326.1|CCAP
OG0009059	LOC108099859|XP_017058994.1|DFIC	CCAP1982_LOCUS13234|CAD7004849.1|CCAP
OG0009060	LOC108098787|XP_017057411.1|DFIC	CCAP1982_LOCUS717|CAD6991816.1|CCAP
OG0009061	LOC108093934|XP_017049801.1|DFIC	CCAP1982_LOCUS19686|CAD7011597.1|CCAP
OG0009062	LOC108090343|XP_017044448.1|DFIC	CCAP1982_LOCUS21703|CAD7013661.1|CCAP, CCAP1982_LOCUS21701|CAD7013659.1|CCAP
OG0009063	LOC108101704|XP_017061634.1|DFIC, LOC108096058|XP_017052905.1|DFIC	CCAP1982_LOCUS8667|CAD7000176.1|CCAP
OG0009064	LOC108087730|XP_017040739.1|DFIC	CCAP1982_LOCUS10160|CAD7001669.1|CCAP
OG0009065	LOC108091689|XP_017046507.1|DFIC	CCAP1982_LOCUS485|CAD6991566.1|CCAP
OG0009066	LOC108087552|XP_017040462.1|DFIC	CCAP1982_LOCUS11170|CAD7002692.1|CCAP
OG0009067	LOC108093576|XP_017049181.1|DFIC	CCAP1982_LOCUS14161|CAD7005815.1|CCAP
OG0009068	LOC108093766|XP_017049524.1|DFIC	CCAP1982_LOCUS22489|CAD7014487.1|CCAP
OG0009069	LOC108093472|XP_017049046.1|DFIC	CCAP1982_LOCUS7799|CAD6999269.1|CCAP
OG0009071	LOC108095751|XP_017052426.1|DFIC	CCAP1982_LOCUS4781|CAD6996074.1|CCAP, CCAP1982_LOCUS4779|CAD6996072.1|CCAP
OG0009072	LOC108098624|XP_017057184.1|DFIC	CCAP1982_LOCUS4696|CAD6995990.1|CCAP, CCAP1982_LOCUS4697|CAD6995991.1|CCAP, CCAP1982_LOCUS4698|CAD6995992.1|CCAP
OG0009073	LOC108101123|XP_017060833.1|DFIC	CCAP1982_LOCUS103|CAD6991164.1|CCAP
OG0009074	LOC108102049|XP_017062163.1|DFIC	CCAP1982_LOCUS4576|CAD6995875.1|CCAP, CCAP1982_LOCUS4575|CAD6995874.1|CCAP
OG0009075	LOC108091381|XP_017046050.1|DFIC	CCAP1982_LOCUS735|CAD6991836.1|CCAP
OG0009076	LOC108099393|XP_017058381.1|DFIC	CCAP1982_LOCUS4960|CAD6996277.1|CCAP
OG0009077	LOC108091399|XP_017046077.1|DFIC	CCAP1982_LOCUS4889|CAD6996199.1|CCAP
OG0009078	LOC108087360|XP_017040190.1|DFIC, LOC108087261|XP_017040056.1|DFIC	CCAP1982_LOCUS4867|CAD6996175.1|CCAP
OG0009079	LOC108092013|XP_017046936.1|DFIC	CCAP1982_LOCUS552|CAD6991638.1|CCAP, CCAP1982_LOCUS545|CAD6991631.1|CCAP, CCAP1982_LOCUS551|CAD6991637.1|CCAP
OG0009080	LOC108097785|XP_017055808.1|DFIC	CCAP1982_LOCUS4812|CAD6996117.1|CCAP
OG0009081	LOC108095699|XP_017052359.1|DFIC	CCAP1982_LOCUS344|CAD6991417.1|CCAP
OG0009082	LOC108098037|XP_017056190.1|DFIC	CCAP1982_LOCUS5090|CAD6996417.1|CCAP
OG0009083	LOC108095339|XP_017051910.1|DFIC	CCAP1982_LOCUS4292|CAD6995582.1|CCAP, CCAP1982_LOCUS4293|CAD6995583.1|CCAP
OG0009084	LOC108098862|XP_017057525.1|DFIC	CCAP1982_LOCUS4255|CAD6995544.1|CCAP
OG0009085	LOC108087302|XP_017040110.1|DFIC, LOC108087303|XP_017040111.1|DFIC	CCAP1982_LOCUS3214|CAD6994469.1|CCAP
OG0009086	LOC108098634|XP_017057197.1|DFIC	CCAP1982_LOCUS1993|CAD6993169.1|CCAP
OG0009087	LOC108095956|XP_017052785.1|DFIC	CCAP1982_LOCUS2170|CAD6993352.1|CCAP, CCAP1982_LOCUS2750|CAD6993965.1|CCAP
OG0009088	LOC108099678|XP_017058805.1|DFIC	CCAP1982_LOCUS1142|CAD6992274.1|CCAP
OG0009089	LOC108092800|XP_017048060.1|DFIC	CCAP1982_LOCUS3988|CAD6995267.1|CCAP
OG0009090	LOC108088493|XP_017041806.1|DFIC	CCAP1982_LOCUS3889|CAD6995168.1|CCAP
OG0009091	LOC108098484|XP_017056885.1|DFIC	CCAP1982_LOCUS2313|CAD6993500.1|CCAP
OG0009092	LOC108098474|XP_017056873.1|DFIC	CCAP1982_LOCUS2768|CAD6993985.1|CCAP
OG0009093	LOC108087241|XP_017040025.1|DFIC	CCAP1982_LOCUS2711|CAD6993920.1|CCAP
OG0009094	LOC108088462|XP_017041735.1|DFIC, LOC108088461|XP_017041734.1|DFIC	CCAP1982_LOCUS2505|CAD6993699.1|CCAP
OG0009095	LOC108088363|XP_017041599.1|DFIC	CCAP1982_LOCUS2504|CAD6993698.1|CCAP
OG0009096	LOC108095730|XP_017052394.1|DFIC	CCAP1982_LOCUS2969|CAD6994207.1|CCAP
OG0009097	LOC108095724|XP_017052387.1|DFIC	CCAP1982_LOCUS2970|CAD6994208.1|CCAP
OG0009098	LOC108095799|XP_017052552.1|DFIC	CCAP1982_LOCUS1913|CAD6993085.1|CCAP, CCAP1982_LOCUS2992|CAD6994230.1|CCAP
OG0009099	LOC108088418|XP_017041668.1|DFIC	CCAP1982_LOCUS1054|CAD6992181.1|CCAP
OG0009100	LOC108098430|XP_017056809.1|DFIC	CCAP1982_LOCUS8621|CAD7000128.1|CCAP, CCAP1982_LOCUS8620|CAD7000127.1|CCAP
OG0009101	LOC108095155|XP_017051587.1|DFIC	CCAP1982_LOCUS8640|CAD7000147.1|CCAP, CCAP1982_LOCUS8641|CAD7000148.1|CCAP
OG0009102	LOC108091544|XP_017046303.1|DFIC	CCAP1982_LOCUS8701|CAD7000209.1|CCAP, CCAP1982_LOCUS8707|CAD7000215.1|CCAP
OG0009103	LOC108092472|XP_017047551.1|DFIC	CCAP1982_LOCUS8743|CAD7000253.1|CCAP
OG0009104	LOC108092469|XP_017047548.1|DFIC	CCAP1982_LOCUS8744|CAD7000254.1|CCAP, CCAP1982_LOCUS8768|CAD7000278.1|CCAP
OG0009105	LOC108101391|XP_017061199.1|DFIC	CCAP1982_LOCUS8217|CAD6999690.1|CCAP
OG0009106	LOC108094183|XP_017050133.1|DFIC	CCAP1982_LOCUS8493|CAD6999987.1|CCAP
OG0009107	LOC108100883|XP_017060481.1|DFIC	CCAP1982_LOCUS8063|CAD6999542.1|CCAP
OG0009108	LOC108096206|XP_017053086.1|DFIC	CCAP1982_LOCUS9172|CAD7000699.1|CCAP
OG0009109	LOC108094521|XP_017050612.1|DFIC	CCAP1982_LOCUS7308|CAD6998754.1|CCAP
OG0009110	LOC108091402|XP_017046082.1|DFIC	CCAP1982_LOCUS7387|CAD6998839.1|CCAP
OG0009111	LOC108096156|XP_017053026.1|DFIC	CCAP1982_LOCUS7963|CAD6999439.1|CCAP
OG0009112	LOC108091521|XP_017046270.1|DFIC	CCAP1982_LOCUS7556|CAD6999009.1|CCAP, CCAP1982_LOCUS7555|CAD6999008.1|CCAP
OG0009113	LOC108100451|XP_017059903.1|DFIC, LOC108100112|XP_017059350.1|DFIC	CCAP1982_LOCUS7941|CAD6999415.1|CCAP
OG0009114	LOC108091474|XP_017046182.1|DFIC	CCAP1982_LOCUS7902|CAD6999375.1|CCAP
OG0009115	LOC108098218|XP_017056489.1|DFIC	CCAP1982_LOCUS6265|CAD6997630.1|CCAP
OG0009116	LOC108092342|XP_017047368.1|DFIC	CCAP1982_LOCUS5370|CAD6996686.1|CCAP, CCAP1982_LOCUS5371|CAD6996687.1|CCAP
OG0009117	LOC108094557|XP_017050654.1|DFIC	CCAP1982_LOCUS7761|CAD6999227.1|CCAP
OG0009118	LOC108092811|XP_017048073.1|DFIC	CCAP1982_LOCUS6113|CAD6997471.1|CCAP, CCAP1982_LOCUS6114|CAD6997472.1|CCAP
OG0009119	LOC108098292|XP_017056590.1|DFIC	CCAP1982_LOCUS6054|CAD6997413.1|CCAP
OG0009120	LOC108087407|XP_017040236.1|DFIC	CCAP1982_LOCUS21847|CAD7013827.1|CCAP, CCAP1982_LOCUS21845|CAD7013825.1|CCAP, CCAP1982_LOCUS21846|CAD7013826.1|CCAP
OG0009121	LOC108095236|XP_017051752.1|DFIC	CCAP1982_LOCUS21943|CAD7013929.1|CCAP
OG0009122	LOC108087616|XP_017040547.1|DFIC	CCAP1982_LOCUS22032|CAD7014026.1|CCAP
OG0009123	LOC108094844|XP_017051136.1|DFIC	CCAP1982_LOCUS22043|CAD7014037.1|CCAP
OG0009124	LOC108090018|XP_017044007.1|DFIC	CCAP1982_LOCUS23411|CAD7015471.1|CCAP
OG0009125	LOC108094214|XP_017050160.1|DFIC	CCAP1982_LOCUS23371|CAD7015429.1|CCAP
OG0009126	LOC108093972|XP_017049867.1|DFIC	CCAP1982_LOCUS23075|CAD7015125.1|CCAP, CCAP1982_LOCUS23072|CAD7015122.1|CCAP
OG0009127	LOC108101842|XP_017061850.1|DFIC	CCAP1982_LOCUS22820|CAD7014853.1|CCAP
OG0009128	LOC108094235|XP_017050182.1|DFIC	CCAP1982_LOCUS22109|CAD7014103.1|CCAP
OG0009129	LOC108090297|XP_017044395.1|DFIC	CCAP1982_LOCUS22130|CAD7014124.1|CCAP
OG0009130	LOC108101502|XP_017061350.1|DFIC	CCAP1982_LOCUS22701|CAD7014722.1|CCAP
OG0009131	LOC108101534|XP_017061398.1|DFIC	CCAP1982_LOCUS22704|CAD7014726.1|CCAP
OG0009132	LOC108090857|XP_017045232.1|DFIC	CCAP1982_LOCUS22744|CAD7014770.1|CCAP
OG0009133	LOC108087772|XP_017040790.1|DFIC	CCAP1982_LOCUS22519|CAD7014518.1|CCAP
OG0009134	LOC108087614|XP_017040545.1|DFIC	CCAP1982_LOCUS7220|CAD6998653.1|CCAP
OG0009135	LOC108090566|XP_017044797.1|DFIC	CCAP1982_LOCUS7212|CAD6998643.1|CCAP, CCAP1982_LOCUS7213|CAD6998645.1|CCAP
OG0009136	LOC108094074|XP_017050004.1|DFIC	CCAP1982_LOCUS22941|CAD7014981.1|CCAP
OG0009137	LOC108086637|XP_017039102.1|DFIC	CCAP1982_LOCUS21267|CAD7013196.1|CCAP
OG0009138	LOC108086652|XP_017039125.1|DFIC	CCAP1982_LOCUS21269|CAD7013198.1|CCAP
OG0009139	LOC108101919|XP_017061986.1|DFIC	CCAP1982_LOCUS21183|CAD7013110.1|CCAP, CCAP1982_LOCUS21187|CAD7013114.1|CCAP
OG0009140	LOC108086385|XP_017038776.1|DFIC	CCAP1982_LOCUS21281|CAD7013210.1|CCAP
OG0009141	LOC108094229|XP_017050176.1|DFIC	CCAP1982_LOCUS21464|CAD7013399.1|CCAP
OG0009142	LOC108094271|XP_017050232.1|DFIC	CCAP1982_LOCUS21503|CAD7013438.1|CCAP, CCAP1982_LOCUS21501|CAD7013436.1|CCAP
OG0009143	LOC108096761|XP_017054109.1|DFIC	CCAP1982_LOCUS21544|CAD7013482.1|CCAP
OG0009145	LOC108090994|XP_017045440.1|DFIC	CCAP1982_LOCUS19965|CAD7011856.1|CCAP
OG0009146	LOC108094758|XP_017051004.1|DFIC	CCAP1982_LOCUS19781|CAD7011697.1|CCAP
OG0009147	LOC108090293|XP_017044392.1|DFIC	CCAP1982_LOCUS20323|CAD7012225.1|CCAP
OG0009148	LOC108090463|XP_017044650.1|DFIC	CCAP1982_LOCUS19993|CAD7011881.1|CCAP
OG0009149	LOC108094822|XP_017051082.1|DFIC	CCAP1982_LOCUS20028|CAD7011916.1|CCAP, CCAP1982_LOCUS20027|CAD7011915.1|CCAP
OG0009150	LOC108094849|XP_017051144.1|DFIC	CCAP1982_LOCUS20559|CAD7012481.1|CCAP
OG0009151	LOC108086464|XP_017038879.1|DFIC	CCAP1982_LOCUS20661|CAD7012576.1|CCAP
OG0009152	LOC108090754|XP_017045075.1|DFIC	CCAP1982_LOCUS20690|CAD7012606.1|CCAP
OG0009153	LOC108090742|XP_017045056.1|DFIC	CCAP1982_LOCUS21097|CAD7013008.1|CCAP
OG0009162	LOC108099736|XP_017058846.1|DFIC	CCAP1982_LOCUS12012|CAD7003563.1|CCAP, CCAP1982_LOCUS12016|CAD7003567.1|CCAP
OG0009163	LOC108087535|XP_017040430.1|DFIC	CCAP1982_LOCUS12090|CAD7003652.1|CCAP, CCAP1982_LOCUS12089|CAD7003651.1|CCAP
OG0009164	LOC108100646|XP_017060139.1|DFIC	CCAP1982_LOCUS13310|CAD7004927.1|CCAP
OG0009165	LOC108093032|XP_017048425.1|DFIC	CCAP1982_LOCUS12630|CAD7004211.1|CCAP
OG0009166	LOC108100274|XP_017059548.1|DFIC	CCAP1982_LOCUS13097|CAD7004704.1|CCAP, CCAP1982_LOCUS13098|CAD7004705.1|CCAP
OG0009167	LOC108093166|XP_017048607.1|DFIC	CCAP1982_LOCUS13022|CAD7004627.1|CCAP, CCAP1982_LOCUS13019|CAD7004624.1|CCAP
OG0009168	LOC108093167|XP_017048609.1|DFIC	CCAP1982_LOCUS13021|CAD7004626.1|CCAP
OG0009169	LOC108087438|XP_017040280.1|DFIC	CCAP1982_LOCUS11437|CAD7002974.1|CCAP, CCAP1982_LOCUS11436|CAD7002973.1|CCAP
OG0009170	LOC108089572|XP_017043415.1|DFIC	CCAP1982_LOCUS14887|CAD7006573.1|CCAP
OG0009171	LOC108099825|XP_017058944.1|DFIC	CCAP1982_LOCUS14973|CAD7006671.1|CCAP
OG0009172	LOC108100158|XP_017059403.1|DFIC	CCAP1982_LOCUS11770|CAD7003309.1|CCAP
OG0009173	LOC108099102|XP_017057911.1|DFIC	CCAP1982_LOCUS11800|CAD7003341.1|CCAP
OG0009174	LOC108097368|XP_017055101.1|DFIC	CCAP1982_LOCUS14567|CAD7006241.1|CCAP, CCAP1982_LOCUS14568|CAD7006242.1|CCAP
OG0009175	LOC108098737|XP_017057356.1|DFIC	CCAP1982_LOCUS11681|CAD7003220.1|CCAP
OG0009176	LOC108086934|XP_017039532.1|DFIC	CCAP1982_LOCUS12283|CAD7003853.1|CCAP
OG0009177	LOC108099464|XP_017058503.1|DFIC	CCAP1982_LOCUS14686|CAD7006364.1|CCAP
OG0009178	LOC108096416|XP_017053484.1|DFIC	CCAP1982_LOCUS14682|CAD7006360.1|CCAP, CCAP1982_LOCUS14683|CAD7006361.1|CCAP
OG0009179	LOC108088761|XP_017042199.1|DFIC	CCAP1982_LOCUS14642|CAD7006320.1|CCAP, CCAP1982_LOCUS14641|CAD7006319.1|CCAP
OG0009182	LOC108096431|XP_017053509.1|DFIC	CCAP1982_LOCUS13887|CAD7005527.1|CCAP, CCAP1982_LOCUS13888|CAD7005528.1|CCAP
OG0009183	LOC108095398|XP_017051970.1|DFIC	CCAP1982_LOCUS13821|CAD7005461.1|CCAP, CCAP1982_LOCUS13822|CAD7005462.1|CCAP
OG0009184	LOC108088771|XP_017042212.1|DFIC	CCAP1982_LOCUS13742|CAD7005382.1|CCAP
OG0009185	LOC108088917|XP_017042421.1|DFIC	CCAP1982_LOCUS13527|CAD7005167.1|CCAP
OG0009186	LOC108100716|XP_017060238.1|DFIC	CCAP1982_LOCUS14269|CAD7005931.1|CCAP
OG0009188	LOC108093903|XP_017049751.1|DFIC	CCAP1982_LOCUS22613|CAD7014622.1|CCAP
OG0009189	LOC108089626|XP_017043479.1|DFIC	CCAP1982_LOCUS10625|CAD7002137.1|CCAP, CCAP1982_LOCUS10060|CAD7001566.1|CCAP, CCAP1982_LOCUS4108|CAD6995390.1|CCAP, CCAP1982_LOCUS10417|CAD7001930.1|CCAP
OG0009190	LOC108100089|XP_017059324.1|DFIC	CCAP1982_LOCUS11499|CAD7003036.1|CCAP
OG0009191	LOC108096954|XP_017054410.1|DFIC	CCAP1982_LOCUS21738|CAD7013698.1|CCAP
OG0009192	LOC108097745|XP_017055743.1|DFIC	CCAP1982_LOCUS22994|CAD7015037.1|CCAP
OG0009219	LOC108086809|XP_017039337.1|DFIC	CCAP1982_LOCUS1342|CAD6992490.1|CCAP
OG0009221	LOC108089196|XP_017042829.1|DFIC	CCAP1982_LOCUS2845|CAD6994075.1|CCAP
OG0009237	LOC108089278|XP_017042946.1|DFIC	CCAP1982_LOCUS5735|CAD6997082.1|CCAP
OG0009238	LOC108100166|XP_017059418.1|DFIC	CCAP1982_LOCUS13427|CAD7005059.1|CCAP
OG0009245	LOC108087159|XP_017039872.1|DFIC	CCAP1982_LOCUS649|CAD6991737.1|CCAP
OG0009266	LOC108101377|XP_017061178.1|DFIC	CCAP1982_LOCUS8781|CAD7000291.1|CCAP
OG0009267	LOC108098194|XP_017056423.1|DFIC	CCAP1982_LOCUS6258|CAD6997622.1|CCAP
OG0009269	LOC108087339|XP_017040168.1|DFIC	CCAP1982_LOCUS13783|CAD7005421.1|CCAP
OG0009270	LOC108093874|XP_017049705.1|DFIC	CCAP1982_LOCUS20409|CAD7012315.1|CCAP
OG0009273	LOC108092331|XP_017047356.1|DFIC	CCAP1982_LOCUS9149|CAD7000675.1|CCAP
OG0009274	LOC108099060|XP_017057818.1|DFIC	CCAP1982_LOCUS11312|CAD7002843.1|CCAP
OG0009276	LOC108101829|XP_017061825.1|DFIC	CCAP1982_LOCUS22273|CAD7014270.1|CCAP
OG0009283	LOC108089226|XP_017042871.1|DFIC	CCAP1982_LOCUS5738|CAD6997085.1|CCAP, CCAP1982_LOCUS5737|CAD6997084.1|CCAP
