Orthogroup	DFIC.longest_only	CQUI.longest_only
OG0007296	LOC108088501|XP_017041820.1|DFIC	LOC6054341|XP_038119261.1|CQUI
OG0007297	LOC108091930|XP_017046805.1|DFIC	LOC6054100|XP_001870071.2|CQUI
OG0007298	LOC108090125|XP_017044146.1|DFIC	LOC6040426|XP_038120934.1|CQUI
OG0007299	LOC108099579|XP_017058672.1|DFIC	LOC6053921|XP_001869925.2|CQUI
OG0007300	LOC108102262|XP_017062506.1|DFIC	LOC6039815|XP_001849328.2|CQUI
OG0007301	LOC108090145|XP_017044180.1|DFIC	LOC6039805|XP_038118952.1|CQUI
OG0007302	LOC108090147|XP_017044192.1|DFIC	LOC6050141|XP_038117593.1|CQUI
OG0007304	LOC108090046|XP_017044038.1|DFIC	LOC6051687|XP_001868085.2|CQUI
OG0007305	LOC108099849|XP_017058985.1|DFIC	LOC6039720|XP_001849274.2|CQUI
OG0007306	LOC108099844|XP_017058980.1|DFIC	LOC6039719|XP_001849273.2|CQUI
OG0007307	LOC108097668|XP_017055614.1|DFIC	LOC6039698|XP_001849257.1|CQUI
OG0007308	LOC108088389|XP_017041627.1|DFIC	LOC6039693|XP_001849254.2|CQUI
OG0007309	LOC108095905|XP_017052715.1|DFIC	LOC6041424|XP_038120737.1|CQUI
OG0007310	LOC108092100|XP_017047082.1|DFIC	LOC6046677|XP_038118034.1|CQUI
OG0007311	LOC108091970|XP_017046865.1|DFIC	LOC6046675|XP_038118072.1|CQUI
OG0007312	LOC108090466|XP_017044652.1|DFIC	LOC6046657|XP_038118075.1|CQUI
OG0007313	LOC108098093|XP_017056288.1|DFIC	LOC6032503|XP_001843092.2|CQUI
OG0007314	LOC108097236|XP_017054894.1|DFIC	LOC6032508|XP_038120405.1|CQUI
OG0007315	LOC108091228|XP_017045822.1|DFIC	LOC6032521|XP_038116776.1|CQUI
OG0007316	LOC108101120|XP_017060830.1|DFIC	LOC6032533|XP_001843114.2|CQUI
OG0007317	LOC108090177|XP_017044249.1|DFIC	LOC6032541|XP_038120332.1|CQUI
OG0007318	LOC108090175|XP_017044243.1|DFIC	LOC6032545|XP_038120057.1|CQUI
OG0007319	LOC108089474|XP_017043224.1|DFIC	LOC6053704|XP_038115651.1|CQUI
OG0007320	LOC108087266|XP_017040062.1|DFIC	LOC6050267|XP_038121621.1|CQUI
OG0007321	LOC108091330|XP_017045959.1|DFIC	LOC6048876|XP_038119756.1|CQUI
OG0007322	LOC108097373|XP_017055109.1|DFIC	LOC6042557|XP_038117378.1|CQUI
OG0007323	LOC108092848|XP_017048157.1|DFIC	LOC6042554|XP_038120330.1|CQUI
OG0007324	LOC108090198|XP_017044275.1|DFIC	LOC6039525|XP_001849126.1|CQUI
OG0007325	LOC108088456|XP_017041730.1|DFIC	LOC6039524|XP_001849125.1|CQUI
OG0007326	LOC108090111|XP_017044117.1|DFIC	LOC6039523|XP_001849124.1|CQUI
OG0007327	LOC108099064|XP_017057829.1|DFIC	LOC119770438|XP_038121278.1|CQUI
OG0007328	LOC108097551|XP_017055402.1|DFIC	LOC6054547|XP_038114867.1|CQUI
OG0007329	LOC108095938|XP_017052764.1|DFIC	LOC6046748|XP_038116760.1|CQUI
OG0007330	LOC108091097|XP_017045603.1|DFIC	LOC6042278|XP_038114747.1|CQUI
OG0007331	LOC108092836|XP_017048129.1|DFIC	LOC6042275|XP_038114745.1|CQUI
OG0007332	LOC108092781|XP_017048019.1|DFIC	LOC6042272|XP_038115601.1|CQUI
OG0007333	LOC108087019|XP_017039674.1|DFIC	LOC6051286|XP_038119993.1|CQUI
OG0007334	LOC108092586|XP_017047722.1|DFIC	LOC6050406|XP_001867021.2|CQUI
OG0007335	LOC108096362|XP_017053400.1|DFIC	LOC6037586|XP_038122087.1|CQUI
OG0007336	LOC108091170|XP_017045706.1|DFIC	LOC6037581|XP_001847477.2|CQUI
OG0007337	LOC108099932|XP_017059091.1|DFIC	LOC6037583|XP_038119443.1|CQUI
OG0007338	LOC108099025|XP_017057749.1|DFIC	LOC119770638|XP_038121826.1|CQUI
OG0007339	LOC108099514|XP_017058566.1|DFIC	LOC6037552|XP_001847449.2|CQUI
OG0007340	LOC108087129|XP_017039815.1|DFIC	LOC6044876|XP_038115723.1|CQUI
OG0007341	LOC108090174|XP_017044240.1|DFIC	LOC6041572|XP_038118174.1|CQUI
OG0007342	LOC108097754|XP_017055754.1|DFIC	LOC6050902|XP_038117798.1|CQUI
OG0007343	LOC108091975|XP_017046874.1|DFIC	LOC6039226|XP_038114944.1|CQUI
OG0007344	LOC108101329|XP_017061127.1|DFIC	LOC6039227|XP_001848868.2|CQUI
OG0007345	LOC108091977|XP_017046876.1|DFIC	LOC6039224|XP_001848865.2|CQUI
OG0007346	LOC108096452|XP_017053544.1|DFIC	LOC6039221|XP_001848862.2|CQUI
OG0007347	LOC108094654|XP_017050852.1|DFIC	LOC6039215|XP_038122045.1|CQUI
OG0007348	LOC108101674|XP_017061587.1|DFIC	LOC6039212|XP_038122032.1|CQUI
OG0007349	LOC108101670|XP_017061583.1|DFIC	LOC6039208|XP_001848849.2|CQUI
OG0007350	LOC108097257|XP_017054935.1|DFIC	LOC6032720|XP_001843271.2|CQUI
OG0007351	LOC108087573|XP_017040493.1|DFIC	LOC6032733|XP_038116050.1|CQUI
OG0007352	LOC108096970|XP_017054437.1|DFIC	LOC6032737|XP_038122127.1|CQUI
OG0007353	LOC108090184|XP_017044259.1|DFIC	LOC6032745|XP_001843291.1|CQUI
OG0007354	LOC108098655|XP_017057220.1|DFIC	LOC6032755|XP_001843297.2|CQUI
OG0007355	LOC108090162|XP_017044216.1|DFIC	LOC6032758|XP_038119583.1|CQUI
OG0007356	LOC108090393|XP_017044531.1|DFIC	LOC6032765|XP_038121180.1|CQUI
OG0007357	LOC108091779|XP_017046617.1|DFIC	LOC6032769|XP_038116347.1|CQUI
OG0007358	LOC108097322|XP_017055035.1|DFIC	LOC6032775|XP_038116348.1|CQUI
OG0007359	LOC108088537|XP_017041870.1|DFIC	LOC6033829|XP_038117649.1|CQUI
OG0007360	LOC108098853|XP_017057505.1|DFIC	LOC6037755|XP_001847635.1|CQUI
OG0007361	LOC108092845|XP_017048145.1|DFIC	LOC6047426|XP_038122181.1|CQUI
OG0007362	LOC108101201|XP_017060935.1|DFIC	LOC6047425|XP_038121417.1|CQUI
OG0007363	LOC108097327|XP_017055040.1|DFIC, LOC108091286|XP_017045896.1|DFIC	LOC6035844|XP_001845960.1|CQUI
OG0007364	LOC108091283|XP_017045889.1|DFIC	LOC6035842|XP_038120319.1|CQUI
OG0007365	LOC108091282|XP_017045885.1|DFIC	LOC6035836|XP_038117827.1|CQUI
OG0007366	LOC108087995|XP_017041088.1|DFIC	LOC119768685|XP_038115165.1|CQUI
OG0007367	LOC108100467|XP_017059887.1|DFIC	LOC6035827|XP_038115169.1|CQUI
OG0007368	LOC108098605|XP_017057156.1|DFIC	LOC6035796|XP_038119738.1|CQUI
OG0007369	LOC108092072|XP_017047031.1|DFIC	LOC6042781|XP_038119917.1|CQUI
OG0007370	LOC108101489|XP_017061330.1|DFIC	LOC6042777|XP_001870783.1|CQUI
OG0007371	LOC108086583|XP_017039028.1|DFIC	LOC6042766|XP_038116431.1|CQUI
OG0007372	LOC108099531|XP_017058592.1|DFIC	LOC6038948|XP_038120803.1|CQUI
OG0007373	LOC108094601|XP_017050741.1|DFIC	LOC6038946|XP_001848638.2|CQUI
OG0007374	LOC108088646|XP_017042056.1|DFIC	LOC6033982|XP_001844374.1|CQUI
OG0007375	LOC108088682|XP_017042111.1|DFIC	LOC6034008|XP_038118707.1|CQUI
OG0007376	LOC108094608|XP_017050762.1|DFIC	LOC6034012|XP_038118783.1|CQUI
OG0007377	LOC108095319|XP_017051885.1|DFIC	LOC6034032|XP_001844416.1|CQUI
OG0007378	LOC108097626|XP_017055537.1|DFIC	LOC6034035|XP_001844418.2|CQUI
OG0007379	LOC108094655|XP_017050853.1|DFIC	LOC6034041|XP_001844421.2|CQUI
OG0007380	LOC108097227|XP_017054876.1|DFIC	LOC6034050|XP_001844429.2|CQUI
OG0007381	LOC108094670|XP_017050872.1|DFIC	LOC6049661|XP_001866384.2|CQUI
OG0007382	LOC108097072|XP_017054602.1|DFIC	LOC6036784|XP_001846780.2|CQUI
OG0007383	LOC108092818|XP_017048110.1|DFIC	LOC6041871|XP_038116828.1|CQUI
OG0007384	LOC108097077|XP_017054607.1|DFIC	LOC6046610|XP_001863783.2|CQUI
OG0007385	LOC108092796|XP_017048056.1|DFIC	LOC6047961|XP_001864943.2|CQUI
OG0007386	LOC108097148|XP_017054757.1|DFIC	LOC6042028|XP_001851190.2|CQUI
OG0007387	LOC108094569|XP_017050671.1|DFIC	LOC6044848|XP_001862293.2|CQUI
OG0007388	LOC108094588|XP_017050696.1|DFIC	LOC6047964|XP_038121196.1|CQUI
OG0007390	LOC108097124|XP_017054709.1|DFIC	LOC119769951|XP_038119766.1|CQUI
OG0007393	LOC108092050|XP_017046987.1|DFIC	LOC6046210|XP_038118408.1|CQUI
OG0007394	LOC108097091|XP_017054635.1|DFIC	LOC6053802|XP_038119597.1|CQUI
OG0007395	LOC108097954|XP_017056049.1|DFIC	LOC6052895|XP_038119343.1|CQUI
OG0007396	LOC108090172|XP_017044237.1|DFIC	LOC6050597|XP_038122261.1|CQUI
OG0007398	LOC108093842|XP_017049661.1|DFIC	LOC6039974|XP_038108774.1|CQUI
OG0007399	LOC108088669|XP_017042091.1|DFIC	LOC6044091|XP_038112320.1|CQUI
OG0007400	LOC108097334|XP_017055057.1|DFIC	LOC119769637|XP_038118786.1|CQUI, LOC6046198|XP_001863429.1|CQUI
OG0007401	LOC108097575|XP_017055451.1|DFIC	LOC6045828|XP_038107665.1|CQUI
OG0007402	LOC108101102|XP_017060801.1|DFIC	LOC6052539|XP_038108406.1|CQUI
OG0007403	LOC108101058|XP_017060734.1|DFIC	LOC6053523|XP_038109714.1|CQUI
OG0007404	LOC108101091|XP_017060783.1|DFIC	LOC6045498|XP_038110164.1|CQUI
OG0007405	LOC108095822|XP_017052590.1|DFIC	LOC6031509|XP_001842299.2|CQUI
OG0007406	LOC108098575|XP_017057100.1|DFIC	LOC6044665|XP_001862144.2|CQUI
OG0007408	LOC108088288|XP_017041498.1|DFIC	LOC119767372|XP_038111770.1|CQUI
OG0007409	LOC108089936|XP_017043915.1|DFIC	LOC119768052|XP_038114318.1|CQUI
OG0007410	LOC108102140|XP_017062298.1|DFIC	LOC6039948|XP_038108127.1|CQUI
OG0007411	LOC108092878|XP_017048208.1|DFIC	LOC6039945|XP_001849440.1|CQUI
OG0007412	LOC108092802|XP_017048062.1|DFIC	LOC6039944|XP_001849439.1|CQUI
OG0007413	LOC108096679|XP_017053968.1|DFIC	LOC6046176|XP_038107502.1|CQUI
OG0007414	LOC108097261|XP_017054940.1|DFIC	LOC6033792|XP_001844194.1|CQUI
OG0007415	LOC108091138|XP_017045662.1|DFIC	LOC6033772|XP_038111199.1|CQUI
OG0007416	LOC108095516|XP_017052114.1|DFIC	LOC6033770|XP_038110197.1|CQUI
OG0007417	LOC108086502|XP_017038917.1|DFIC	LOC6033766|XP_038112132.1|CQUI
OG0007418	LOC108093885|XP_017049730.1|DFIC	LOC6031517|XP_038109990.1|CQUI
OG0007419	LOC108092061|XP_017047011.1|DFIC	LOC6031507|XP_001842297.2|CQUI
OG0007420	LOC108096631|XP_017053869.1|DFIC	LOC6031504|XP_038108404.1|CQUI
OG0007421	LOC108097004|XP_017054481.1|DFIC	LOC6031479|XP_038114148.1|CQUI
OG0007422	LOC108092945|XP_017048304.1|DFIC	LOC6031453|XP_001842257.2|CQUI
OG0007423	LOC108095534|XP_017052150.1|DFIC	LOC6031451|XP_001842255.2|CQUI
OG0007424	LOC108099832|XP_017058952.1|DFIC	LOC6041152|XP_001850451.1|CQUI
OG0007425	LOC108088932|XP_017042444.1|DFIC	LOC6041150|XP_038110612.1|CQUI
OG0007426	LOC108088634|XP_017042041.1|DFIC	LOC6041146|XP_038106456.1|CQUI
OG0007427	LOC108092789|XP_017048043.1|DFIC	LOC6041143|XP_038106457.1|CQUI
OG0007428	LOC108092777|XP_017047999.1|DFIC	LOC6046924|XP_038112899.1|CQUI
OG0007429	LOC108094820|XP_017051080.1|DFIC	LOC6053225|XP_038106428.1|CQUI
OG0007430	LOC108100660|XP_017060159.1|DFIC	LOC6046816|XP_001863955.1|CQUI
OG0007431	LOC108089957|XP_017043938.1|DFIC	LOC6046821|XP_038109940.1|CQUI
OG0007432	LOC108088798|XP_017042257.1|DFIC	LOC6037749|XP_038110621.1|CQUI
OG0007433	LOC108095268|XP_017051781.1|DFIC	LOC6040041|XP_001849510.2|CQUI
OG0007434	LOC108100391|XP_017059738.1|DFIC	LOC6040051|XP_038108299.1|CQUI
OG0007435	LOC108100621|XP_017060105.1|DFIC	LOC6040056|XP_001849527.2|CQUI
OG0007436	LOC108100429|XP_017059825.1|DFIC	LOC6033394|XP_038110307.1|CQUI
OG0007437	LOC108087563|XP_017040479.1|DFIC	LOC6042518|XP_038113928.1|CQUI
OG0007438	LOC108100440|XP_017059850.1|DFIC	LOC6042530|XP_038113280.1|CQUI
OG0007439	LOC108088008|XP_017041109.1|DFIC	LOC6046812|XP_001863953.2|CQUI
OG0007440	LOC108102143|XP_017062304.1|DFIC	LOC6036918|XP_038107775.1|CQUI
OG0007441	LOC108087639|XP_017040592.1|DFIC	LOC6034259|XP_001844604.2|CQUI
OG0007442	LOC108087155|XP_017039867.1|DFIC	LOC6034252|XP_001844597.2|CQUI
OG0007443	LOC108087681|XP_017040674.1|DFIC	LOC6034250|XP_038112638.1|CQUI
OG0007444	LOC108086709|XP_017039203.1|DFIC	LOC6038557|XP_001848343.1|CQUI
OG0007445	LOC108086708|XP_017039202.1|DFIC	LOC6038556|XP_038112945.1|CQUI
OG0007446	LOC108096077|XP_017052926.1|DFIC	LOC6038560|XP_001848346.2|CQUI
OG0007447	LOC108096099|XP_017052964.1|DFIC	LOC6038567|XP_001848353.1|CQUI
OG0007448	LOC108096901|XP_017054336.1|DFIC	LOC6054195|XP_038109726.1|CQUI
OG0007449	LOC108100160|XP_017059412.1|DFIC	LOC6048688|XP_038111186.1|CQUI
OG0007450	LOC108089853|XP_017043787.1|DFIC	LOC6048689|XP_001865568.2|CQUI
OG0007451	LOC108096309|XP_017053285.1|DFIC	LOC6032416|XP_038107925.1|CQUI
OG0007452	LOC108096368|XP_017053408.1|DFIC	LOC6052139|XP_001868453.2|CQUI
OG0007453	LOC108100600|XP_017060072.1|DFIC	LOC6032409|XP_038109767.1|CQUI
OG0007454	LOC108096331|XP_017053353.1|DFIC	LOC6045051|XP_038113060.1|CQUI
OG0007455	LOC108094924|XP_017051271.1|DFIC	LOC6052625|XP_038110734.1|CQUI
OG0007456	LOC108091081|XP_017045575.1|DFIC	LOC6052628|XP_038111283.1|CQUI
OG0007457	LOC108100356|XP_017059678.1|DFIC	LOC6033401|XP_038108190.1|CQUI
OG0007458	LOC108095660|XP_017052317.1|DFIC	LOC6033396|XP_001843852.1|CQUI
OG0007459	LOC108095758|XP_017052439.1|DFIC	LOC6033398|XP_001843853.2|CQUI
OG0007460	LOC108093730|XP_017049474.1|DFIC	LOC6033391|XP_001843846.1|CQUI
OG0007461	LOC108100457|XP_017059874.1|DFIC	LOC6040077|XP_038107629.1|CQUI
OG0007462	LOC108100567|XP_017060034.1|DFIC	LOC6040080|XP_001849549.1|CQUI
OG0007463	LOC108100233|XP_017059499.1|DFIC	LOC6040081|XP_038111834.1|CQUI
OG0007464	LOC108100379|XP_017059722.1|DFIC	LOC6040082|XP_038108942.1|CQUI
OG0007465	LOC108095464|XP_017052068.1|DFIC	LOC6035464|XP_038113361.1|CQUI
OG0007466	LOC108093777|XP_017049537.1|DFIC	LOC6033417|XP_038112021.1|CQUI
OG0007467	LOC108094298|XP_017050303.1|DFIC	LOC6033411|XP_038113725.1|CQUI
OG0007468	LOC108093717|XP_017049411.1|DFIC	LOC6038551|XP_001848337.2|CQUI
OG0007469	LOC108099915|XP_017059067.1|DFIC	LOC6034243|XP_001844589.2|CQUI
OG0007470	LOC108088208|XP_017041399.1|DFIC	LOC119767800|XP_038113259.1|CQUI
OG0007471	LOC108093753|XP_017049510.1|DFIC	LOC6051162|XP_038110767.1|CQUI
OG0007472	LOC108097783|XP_017055802.1|DFIC	LOC6048276|XP_001865216.2|CQUI
OG0007473	LOC108100407|XP_017059782.1|DFIC	LOC6045980|XP_001863250.2|CQUI
OG0007474	LOC108096790|XP_017054155.1|DFIC	LOC6043659|XP_038112098.1|CQUI
OG0007475	LOC108093164|XP_017048604.1|DFIC	LOC6049071|XP_001865890.2|CQUI
OG0007476	LOC108091178|XP_017045724.1|DFIC	LOC6040770|XP_038112122.1|CQUI
OG0007477	LOC108091177|XP_017045715.1|DFIC	LOC6051638|XP_038114197.1|CQUI
OG0007478	LOC108089233|XP_017042882.1|DFIC	LOC6040783|XP_038111206.1|CQUI
OG0007479	LOC108097311|XP_017055017.1|DFIC	LOC6051163|XP_001867645.2|CQUI
OG0007480	LOC108097757|XP_017055762.1|DFIC	LOC6051165|XP_038112960.1|CQUI
OG0007481	LOC108099387|XP_017058378.1|DFIC	LOC6037974|XP_001847824.2|CQUI
OG0007482	LOC108092718|XP_017047935.1|DFIC	LOC6045068|XP_001862480.2|CQUI
OG0007483	LOC108096847|XP_017054249.1|DFIC	LOC6051367|XP_038114427.1|CQUI
OG0007484	LOC108097992|XP_017056115.1|DFIC	LOC119766793|XP_038108541.1|CQUI
OG0007485	LOC108102173|XP_017062367.1|DFIC	LOC6042625|XP_001870687.2|CQUI
OG0007486	LOC108097789|XP_017055809.1|DFIC	LOC6042627|XP_001870689.2|CQUI
OG0007487	LOC108095053|XP_017051448.1|DFIC	LOC6042623|XP_038108537.1|CQUI
OG0007488	LOC108100345|XP_017059659.1|DFIC	LOC6037713|XP_038114458.1|CQUI
OG0007489	LOC108099515|XP_017058567.1|DFIC	LOC6037720|XP_038114456.1|CQUI
OG0007490	LOC108094668|XP_017050869.1|DFIC	LOC6037735|XP_038111156.1|CQUI
OG0007491	LOC108097086|XP_017054624.1|DFIC	LOC6037736|XP_038111158.1|CQUI
OG0007492	LOC108093962|XP_017049856.1|DFIC	LOC6037743|XP_038108632.1|CQUI
OG0007493	LOC108094594|XP_017050726.1|DFIC	LOC6035956|XP_038114264.1|CQUI
OG0007494	LOC108089277|XP_017042943.1|DFIC	LOC6035935|XP_038107134.1|CQUI
OG0007495	LOC108087587|XP_017040508.1|DFIC	LOC6035931|XP_001846041.2|CQUI
OG0007496	LOC108100377|XP_017059714.1|DFIC	LOC6038572|XP_038110567.1|CQUI
OG0007497	LOC108089747|XP_017043622.1|DFIC	LOC6038570|XP_038108672.1|CQUI
OG0007498	LOC108086932|XP_017039529.1|DFIC	LOC6035701|XP_038114470.1|CQUI
OG0007499	LOC108088866|XP_017042335.1|DFIC	LOC6035699|XP_038107936.1|CQUI
OG0007500	LOC108088867|XP_017042337.1|DFIC	LOC6035698|XP_038111230.1|CQUI
OG0007501	LOC108088772|XP_017042213.1|DFIC	LOC6035686|XP_038110155.1|CQUI
OG0007503	LOC108089959|XP_017043939.1|DFIC	LOC6051246|XP_038114015.1|CQUI
OG0007504	LOC108100678|XP_017060181.1|DFIC	LOC6051242|XP_001867712.2|CQUI
OG0007505	LOC108087474|XP_017040339.1|DFIC	LOC6051244|XP_038110939.1|CQUI
OG0007506	LOC108087476|XP_017040341.1|DFIC	LOC6048606|XP_001865502.2|CQUI
OG0007507	LOC108093497|XP_017049076.1|DFIC	LOC6036084|XP_038107959.1|CQUI
OG0007508	LOC108092423|XP_017047479.1|DFIC	LOC6048207|XP_001865160.2|CQUI
OG0007509	LOC108092710|XP_017047920.1|DFIC	LOC6035871|XP_038110787.1|CQUI
OG0007510	LOC108090358|XP_017044472.1|DFIC	LOC6037818|XP_001847693.2|CQUI
OG0007511	LOC108092744|XP_017047962.1|DFIC	LOC6053361|XP_001869460.1|CQUI
OG0007512	LOC108101070|XP_017060749.1|DFIC	LOC6052892|XP_038112264.1|CQUI
OG0007513	LOC108091540|XP_017046294.1|DFIC	LOC119767764|XP_038113137.1|CQUI
OG0007514	LOC108100369|XP_017059699.1|DFIC	LOC6034175|XP_001844530.2|CQUI
OG0007515	LOC108100049|XP_017059271.1|DFIC	LOC6044272|XP_001861805.2|CQUI
OG0007516	LOC108089846|XP_017043780.1|DFIC	LOC6034184|XP_038109178.1|CQUI
OG0007517	LOC108100344|XP_017059658.1|DFIC	LOC6044479|XP_038112221.1|CQUI
OG0007518	LOC108090912|XP_017045322.1|DFIC	LOC6034194|XP_001844549.2|CQUI
OG0007519	LOC108095170|XP_017051623.1|DFIC	LOC6042934|XP_038108491.1|CQUI
OG0007520	LOC108094697|XP_017050918.1|DFIC	LOC6035894|XP_001846007.2|CQUI
OG0007521	LOC108097945|XP_017056026.1|DFIC	LOC6037827|XP_038112095.1|CQUI
OG0007522	LOC108097474|XP_017055239.1|DFIC	LOC6053988|XP_001869977.1|CQUI
OG0007523	LOC108094005|XP_017049920.1|DFIC	LOC6035906|XP_038108572.1|CQUI
OG0007524	LOC108089937|XP_017043916.1|DFIC	LOC6031688|XP_001842428.2|CQUI
OG0007525	LOC108098381|XP_017056734.1|DFIC	LOC119767841|XP_038113432.1|CQUI
OG0007526	LOC108096422|XP_017053499.1|DFIC	LOC6049705|XP_001866424.2|CQUI
OG0007527	LOC108089728|XP_017043594.1|DFIC	LOC6053332|XP_038111250.1|CQUI
OG0007528	LOC108089654|XP_017043511.1|DFIC	LOC6034233|XP_038109310.1|CQUI
OG0007529	LOC108086634|XP_017039098.1|DFIC	LOC6042169|XP_038110930.1|CQUI
OG0007530	LOC108095787|XP_017052533.1|DFIC	LOC6034675|XP_038108405.1|CQUI
OG0007531	LOC108094244|XP_017050192.1|DFIC	LOC6034672|XP_001844960.1|CQUI
OG0007532	LOC108101916|XP_017061981.1|DFIC	LOC6034655|XP_001844944.2|CQUI
OG0007534	LOC108086955|XP_017039557.1|DFIC	LOC119767738|XP_038113026.1|CQUI
OG0007535	LOC108095480|XP_017052084.1|DFIC	LOC6045963|XP_038113821.1|CQUI
OG0007536	LOC108097367|XP_017055105.1|DFIC	LOC6045961|XP_038111765.1|CQUI
OG0007537	LOC108086918|XP_017039482.1|DFIC	LOC6045974|XP_038108038.1|CQUI
OG0007538	LOC108086942|XP_017039541.1|DFIC	LOC6037853|XP_038108081.1|CQUI
OG0007539	LOC108095086|XP_017051507.1|DFIC	LOC6037839|XP_001847712.2|CQUI
OG0007540	LOC108086830|XP_017039365.1|DFIC	LOC6037837|XP_001847711.2|CQUI
OG0007541	LOC108094900|XP_017051235.1|DFIC	LOC6037836|XP_001847710.2|CQUI
OG0007542	LOC108090874|XP_017045256.1|DFIC	LOC6037834|XP_001847708.2|CQUI
OG0007543	LOC108098399|XP_017056765.1|DFIC	LOC6049144|XP_038107226.1|CQUI
OG0007544	LOC108100493|XP_017059924.1|DFIC	LOC6049878|XP_038112267.1|CQUI
OG0007545	LOC108098330|XP_017056647.1|DFIC	LOC6049137|XP_001865940.1|CQUI
OG0007546	LOC108095875|XP_017052669.1|DFIC	LOC119767832|XP_038113366.1|CQUI
OG0007547	LOC108093771|XP_017049530.1|DFIC	LOC6032319|XP_038107131.1|CQUI
OG0007548	LOC108100309|XP_017059597.1|DFIC	LOC6038347|XP_038107324.1|CQUI
OG0007549	LOC108088927|XP_017042438.1|DFIC	LOC6038354|XP_038109030.1|CQUI
OG0007550	LOC108095446|XP_017052045.1|DFIC	LOC6045578|XP_038112432.1|CQUI
OG0007551	LOC108101521|XP_017061378.1|DFIC	LOC6045576|XP_038109319.1|CQUI
OG0007552	LOC108091552|XP_017046312.1|DFIC	LOC6045577|XP_038113560.1|CQUI
OG0007553	LOC108092327|XP_017047352.1|DFIC	LOC6045581|XP_001862921.2|CQUI
OG0007554	LOC108087497|XP_017040382.1|DFIC	LOC6042350|XP_038110848.1|CQUI
OG0007555	LOC108093707|XP_017049392.1|DFIC	LOC6042354|XP_038111049.1|CQUI
OG0007556	LOC108090948|XP_017045372.1|DFIC	LOC6042355|XP_038112334.1|CQUI
OG0007557	LOC108090914|XP_017045324.1|DFIC	LOC6042357|XP_038113600.1|CQUI
OG0007558	LOC108086711|XP_017039205.1|DFIC	LOC6042374|XP_038113420.1|CQUI
OG0007559	LOC108098713|XP_017057317.1|DFIC	LOC6042377|XP_001851502.1|CQUI
OG0007560	LOC108100633|XP_017060124.1|DFIC	LOC6040183|XP_038112146.1|CQUI
OG0007561	LOC108088352|XP_017041588.1|DFIC	LOC119768045|XP_038114296.1|CQUI
OG0007562	LOC108100410|XP_017059787.1|DFIC	LOC6044037|XP_038114235.1|CQUI
OG0007563	LOC108099940|XP_017059099.1|DFIC	LOC6053991|XP_001869981.1|CQUI
OG0007564	LOC108095445|XP_017052044.1|DFIC	LOC6053387|XP_001869485.2|CQUI
OG0007565	LOC108095842|XP_017052627.1|DFIC	LOC119767243|XP_038111316.1|CQUI
OG0007566	LOC108086689|XP_017039173.1|DFIC	LOC119766669|XP_038107784.1|CQUI
OG0007567	LOC108086585|XP_017039033.1|DFIC	LOC6049868|XP_001866559.1|CQUI
OG0007568	LOC108087822|XP_017040880.1|DFIC	LOC6049869|XP_001866560.2|CQUI
OG0007569	LOC108094898|XP_017051232.1|DFIC	LOC6043097|XP_038111959.1|CQUI
OG0007570	LOC108087821|XP_017040878.1|DFIC	LOC6043109|XP_038109776.1|CQUI
OG0007571	LOC108087776|XP_017040793.1|DFIC	LOC6043107|XP_001855864.2|CQUI
OG0007572	LOC108089851|XP_017043784.1|DFIC	LOC6049650|XP_038113671.1|CQUI
OG0007573	LOC108093743|XP_017049499.1|DFIC	LOC6043046|XP_038111748.1|CQUI
OG0007574	LOC108101848|XP_017061855.1|DFIC	LOC6043052|XP_001855172.1|CQUI
OG0007575	LOC108093925|XP_017049783.1|DFIC	LOC6043056|XP_038110524.1|CQUI
OG0007576	LOC108091161|XP_017045683.1|DFIC	LOC6036090|XP_038114102.1|CQUI
OG0007577	LOC108091126|XP_017045646.1|DFIC	LOC6036093|XP_038113829.1|CQUI
OG0007578	LOC108098219|XP_017056485.1|DFIC	LOC6036104|XP_038107051.1|CQUI
OG0007579	LOC108090522|XP_017044730.1|DFIC	LOC6047573|XP_038112508.1|CQUI
OG0007580	LOC108096208|XP_017053084.1|DFIC	LOC6047571|XP_038106154.1|CQUI
OG0007581	LOC108098197|XP_017056424.1|DFIC	LOC6047565|XP_001864610.2|CQUI
OG0007582	LOC108095824|XP_017052593.1|DFIC	LOC119767436|XP_038111964.1|CQUI
OG0007583	LOC108096771|XP_017054135.1|DFIC	LOC6054435|XP_001870350.2|CQUI
OG0007584	LOC108095531|XP_017052147.1|DFIC	LOC6043941|XP_038110639.1|CQUI
OG0007585	LOC108100566|XP_017060032.1|DFIC	LOC6043959|XP_038110472.1|CQUI
OG0007586	LOC108092685|XP_017047861.1|DFIC	LOC6037439|XP_001847353.2|CQUI
OG0007587	LOC108095194|XP_017051689.1|DFIC	LOC6037455|XP_038109360.1|CQUI
OG0007588	LOC108095693|XP_017052356.1|DFIC	LOC6051910|XP_038107395.1|CQUI
OG0007589	LOC108098092|XP_017056287.1|DFIC	LOC6053821|XP_001869841.2|CQUI
OG0007590	LOC108087449|XP_017040294.1|DFIC	LOC6032269|XP_038112339.1|CQUI
OG0007591	LOC108090758|XP_017045080.1|DFIC	LOC6032276|XP_001842910.2|CQUI
OG0007592	LOC108096794|XP_017054162.1|DFIC	LOC6032275|XP_038114312.1|CQUI
OG0007593	LOC108092866|XP_017048188.1|DFIC	LOC6045880|XP_038109347.1|CQUI
