Orthogroup	DFIC.longest_only	BTRY.longest_only
OG0006890	LOC108089963|XP_017043945.1|DFIC	LOC120767726|XP_039949869.1|BTRY
OG0006891	LOC108093500|XP_017049079.1|DFIC	LOC120767727|XP_039949870.1|BTRY
OG0006892	LOC108091489|XP_017046201.1|DFIC	LOC120767916|XP_039950210.1|BTRY
OG0006893	LOC108091436|XP_017046124.1|DFIC	LOC120767915|XP_039950208.1|BTRY
OG0006894	LOC108091435|XP_017046123.1|DFIC	LOC120767914|XP_039950205.1|BTRY
OG0006895	LOC108097233|XP_017054890.1|DFIC	LOC120775943|XP_039962286.1|BTRY
OG0006896	LOC108086351|XP_017038740.1|DFIC	LOC120771433|XP_039955363.1|BTRY
OG0006897	LOC108097849|XP_017055868.1|DFIC	LOC120781856|XP_039970008.1|BTRY
OG0006898	LOC108096096|XP_017052958.1|DFIC	LOC120769133|XP_039951936.1|BTRY
OG0006899	LOC108092532|XP_017047646.1|DFIC	LOC120769507|XP_039952473.1|BTRY
OG0006900	LOC108095592|XP_017052244.1|DFIC	LOC120767960|XP_039950285.1|BTRY
OG0006901	LOC108091557|XP_017046318.1|DFIC	LOC120768008|XP_039950368.1|BTRY
OG0006902	LOC108097215|XP_017054851.1|DFIC	LOC120774416|XP_039959977.1|BTRY
OG0006903	LOC108088502|XP_017041822.1|DFIC	LOC120766237|XP_039947549.1|BTRY
OG0006904	LOC108092743|XP_017047961.1|DFIC	LOC120768634|XP_039951334.1|BTRY
OG0006905	LOC108090610|XP_017044869.1|DFIC	LOC120767444|XP_039949440.1|BTRY
OG0006906	LOC108096071|XP_017052921.1|DFIC	LOC120769136|XP_039951942.1|BTRY
OG0006907	LOC108089843|XP_017043756.1|DFIC	LOC120769609|XP_039952623.1|BTRY
OG0006908	LOC108101754|XP_017061705.1|DFIC	LOC120768374|XP_039950973.1|BTRY
OG0006909	LOC108089268|XP_017042928.1|DFIC	LOC120781384|XP_039969523.1|BTRY
OG0006910	LOC108100968|XP_017060608.1|DFIC	LOC120767617|XP_039949707.1|BTRY
OG0006912	LOC108094451|XP_017050518.1|DFIC	LOC120768095|XP_039950569.1|BTRY
OG0006913	LOC108100871|XP_017060449.1|DFIC	LOC120767397|XP_039949367.1|BTRY
OG0006914	LOC108095438|XP_017052036.1|DFIC	LOC120776915|XP_039963920.1|BTRY
OG0006915	LOC108092499|XP_017047601.1|DFIC	LOC120776912|XP_039963916.1|BTRY
OG0006916	LOC108092656|XP_017047803.1|DFIC	LOC120767249|XP_039949037.1|BTRY
OG0006917	LOC108094542|XP_017050635.1|DFIC, LOC108100454|XP_017059872.1|DFIC	LOC120768085|XP_039950548.1|BTRY
OG0006918	LOC108094551|XP_017050648.1|DFIC	LOC120768259|XP_039950786.1|BTRY
OG0006921	LOC108092384|XP_017047425.1|DFIC	LOC120769801|XP_039952921.1|BTRY
OG0006922	LOC108092709|XP_017047919.1|DFIC	LOC120768139|XP_039950631.1|BTRY
OG0006923	LOC108092490|XP_017047574.1|DFIC	LOC120767616|XP_039949705.1|BTRY
OG0006924	LOC108102087|XP_017062228.1|DFIC	LOC120769189|XP_039952015.1|BTRY
OG0006925	LOC108086607|XP_017039070.1|DFIC	LOC120766717|XP_039948296.1|BTRY
OG0006926	LOC108092493|XP_017047577.1|DFIC	LOC120768560|XP_039951242.1|BTRY
OG0006927	LOC108092547|XP_017047670.1|DFIC	LOC120769389|XP_039952293.1|BTRY
OG0006928	LOC108092539|XP_017047656.1|DFIC	LOC120769698|XP_039952759.1|BTRY
OG0006929	LOC108100106|XP_017059342.1|DFIC	LOC120767463|XP_039949480.1|BTRY
OG0006930	LOC108089946|XP_017043925.1|DFIC	LOC120769526|XP_039952498.1|BTRY
OG0006931	LOC108093507|XP_017049087.1|DFIC	LOC120768441|XP_039951063.1|BTRY
OG0006932	LOC108089189|XP_017042814.1|DFIC	LOC120782087|XP_039970171.1|BTRY
OG0006933	LOC108089182|XP_017042807.1|DFIC	LOC120781407|XP_039969551.1|BTRY
OG0006934	LOC108092062|XP_017047012.1|DFIC	LOC120766759|XP_039948367.1|BTRY
OG0006935	LOC108094545|XP_017050642.1|DFIC	LOC120769159|XP_039951974.1|BTRY
OG0006936	LOC108088177|XP_017041344.1|DFIC	LOC120769223|XP_039952053.1|BTRY
OG0006937	LOC108089271|XP_017042932.1|DFIC	LOC120768187|XP_039950690.1|BTRY
OG0006938	LOC108101193|XP_017060925.1|DFIC	LOC120769355|XP_039952250.1|BTRY, LOC120769291|XP_039952152.1|BTRY
OG0006939	LOC108097150|XP_017054759.1|DFIC	LOC120772311|XP_039956759.1|BTRY
OG0006940	LOC108100875|XP_017060456.1|DFIC	LOC120769694|XP_039952754.1|BTRY
OG0006941	LOC108100033|XP_017059242.1|DFIC	LOC120768086|XP_039950551.1|BTRY
OG0006942	LOC108096514|XP_017053630.1|DFIC	LOC120770976|XP_039954645.1|BTRY
OG0006943	LOC108098247|XP_017056525.1|DFIC	LOC120767899|XP_039950177.1|BTRY
OG0006944	LOC108094139|XP_017050060.1|DFIC	LOC120767386|XP_039949325.1|BTRY
OG0006945	LOC108096079|XP_017052929.1|DFIC	LOC120767836|XP_039950060.1|BTRY
OG0006946	LOC108087249|XP_017040040.1|DFIC	LOC120767008|XP_039948754.1|BTRY
OG0006947	LOC108101747|XP_017061698.1|DFIC	LOC120767986|XP_039950338.1|BTRY
OG0006948	LOC108098350|XP_017056681.1|DFIC	LOC120769249|XP_039952085.1|BTRY
OG0006949	LOC108101277|XP_017061058.1|DFIC	LOC120769423|XP_039952339.1|BTRY
OG0006950	LOC108101395|XP_017061204.1|DFIC	LOC120767771|XP_039949944.1|BTRY
OG0006951	LOC108100951|XP_017060584.1|DFIC	LOC120767705|XP_039949835.1|BTRY
OG0006952	LOC108088067|XP_017041200.1|DFIC	LOC120782077|XP_039970165.1|BTRY
OG0006953	LOC108096371|XP_017053412.1|DFIC	LOC120776695|XP_039963514.1|BTRY
OG0006954	LOC108092276|XP_017047300.1|DFIC	LOC120767955|XP_039950276.1|BTRY
OG0006955	LOC108093293|XP_017048759.1|DFIC	LOC120782299|XP_039970443.1|BTRY
OG0006956	LOC108092325|XP_017047350.1|DFIC	LOC120769029|XP_039951804.1|BTRY
OG0006957	LOC108092701|XP_017047904.1|DFIC	LOC120767858|XP_039950100.1|BTRY
OG0006958	LOC108090957|XP_017045390.1|DFIC	LOC120770973|XP_039954642.1|BTRY
OG0006959	LOC108099043|XP_017057793.1|DFIC	LOC120778533|XP_039966309.1|BTRY
OG0006960	LOC108100999|XP_017060654.1|DFIC	LOC120769463|XP_039952409.1|BTRY
OG0006961	LOC108090627|XP_017044893.1|DFIC	LOC120769150|XP_039951961.1|BTRY
OG0006962	LOC108092368|XP_017047397.1|DFIC	LOC120768018|XP_039950408.1|BTRY
OG0006963	LOC108089161|XP_017042778.1|DFIC	LOC120768554|XP_039951232.1|BTRY
OG0006964	LOC108089247|XP_017042900.1|DFIC	LOC120769090|XP_039951883.1|BTRY
OG0006965	LOC108096076|XP_017052925.1|DFIC	LOC120769752|XP_039952847.1|BTRY
OG0006966	LOC108098332|XP_017056654.1|DFIC	LOC120768990|XP_039951758.1|BTRY
OG0006967	LOC108094912|XP_017051247.1|DFIC	LOC120772059|XP_039956376.1|BTRY
OG0006968	LOC108086427|XP_017038823.1|DFIC	LOC120772441|XP_039956992.1|BTRY
OG0006969	LOC108099925|XP_017059083.1|DFIC	LOC120777399|XP_039964629.1|BTRY
OG0006970	LOC108088425|XP_017041677.1|DFIC	LOC120782832|XP_039971287.1|BTRY
OG0006971	LOC108101334|XP_017061132.1|DFIC	LOC120768640|XP_039951344.1|BTRY
OG0006972	LOC108100026|XP_017059231.1|DFIC	LOC120779970|XP_039968203.1|BTRY
OG0006973	LOC108091412|XP_017046092.1|DFIC	LOC120768354|XP_039950943.1|BTRY
OG0006974	LOC108094368|XP_017050401.1|DFIC	LOC120777011|XP_039964048.1|BTRY
OG0006975	LOC108089858|XP_017043793.1|DFIC	LOC120769274|XP_039952123.1|BTRY
OG0006976	LOC108091744|XP_017046614.1|DFIC	LOC120769297|XP_039952160.1|BTRY
OG0006977	LOC108087831|XP_017040893.1|DFIC	LOC120771714|XP_039955801.1|BTRY
OG0006979	LOC108091461|XP_017046159.1|DFIC	LOC120767231|XP_039948992.1|BTRY
OG0006980	LOC108093439|XP_017048992.1|DFIC	LOC120768059|XP_039950512.1|BTRY
OG0006981	LOC108092667|XP_017047819.1|DFIC	LOC120767443|XP_039949439.1|BTRY
OG0006982	LOC108093427|XP_017048971.1|DFIC	LOC120769064|XP_039951853.1|BTRY
OG0006983	LOC108091493|XP_017046206.1|DFIC	LOC120768356|XP_039950946.1|BTRY
OG0006984	LOC108098224|XP_017056494.1|DFIC	LOC120769324|XP_039952209.1|BTRY
OG0006985	LOC108092608|XP_017047737.1|DFIC	LOC120769737|XP_039952824.1|BTRY
OG0006986	LOC108089960|XP_017043941.1|DFIC	LOC120769605|XP_039952619.1|BTRY
OG0006987	LOC108094290|XP_017050277.1|DFIC	LOC120781280|XP_039969410.1|BTRY
OG0006988	LOC108096084|XP_017052938.1|DFIC	LOC120767950|XP_039950270.1|BTRY
OG0006989	LOC108092274|XP_017047297.1|DFIC	LOC120768291|XP_039950852.1|BTRY
OG0006990	LOC108089921|XP_017043891.1|DFIC	LOC120767995|XP_039950346.1|BTRY
OG0006991	LOC108098671|XP_017057255.1|DFIC	LOC120766305|XP_039947656.1|BTRY
OG0006992	LOC108089886|XP_017043838.1|DFIC	LOC120767447|XP_039949444.1|BTRY
OG0006993	LOC108090601|XP_017044841.1|DFIC	LOC120767303|XP_039949123.1|BTRY
OG0006994	LOC108100872|XP_017060451.1|DFIC	LOC120767847|XP_039950079.1|BTRY
OG0006995	LOC108095345|XP_017051950.1|DFIC, LOC108092727|XP_017047945.1|DFIC	LOC120767985|XP_039950336.1|BTRY
OG0006996	LOC108092730|XP_017047947.1|DFIC	LOC120768638|XP_039951337.1|BTRY
OG0006997	LOC108090298|XP_017044396.1|DFIC	LOC120770265|XP_039953508.1|BTRY
OG0006998	LOC108095786|XP_017052532.1|DFIC	LOC120768502|XP_039951160.1|BTRY
OG0006999	LOC108094161|XP_017050097.1|DFIC	LOC120771953|XP_039956197.1|BTRY
OG0007000	LOC108091534|XP_017046289.1|DFIC	LOC120768899|XP_039951590.1|BTRY
OG0007001	LOC108086640|XP_017039106.1|DFIC	LOC120773046|XP_039957911.1|BTRY, LOC120770140|XP_039953260.1|BTRY
OG0007002	LOC108094441|XP_017050503.1|DFIC	LOC120768980|XP_039951718.1|BTRY
OG0007003	LOC108086683|XP_017039165.1|DFIC	LOC120770091|XP_039953174.1|BTRY
OG0007004	LOC108092378|XP_017047410.1|DFIC	LOC120767898|XP_039950174.1|BTRY
OG0007005	LOC108090625|XP_017044891.1|DFIC	LOC120769494|XP_039952457.1|BTRY
OG0007006	LOC108098236|XP_017056512.1|DFIC	LOC120769273|XP_039952119.1|BTRY
OG0007007	LOC108089197|XP_017042830.1|DFIC	LOC120781600|XP_039969770.1|BTRY
OG0007008	LOC108101259|XP_017061002.1|DFIC	LOC120768896|XP_039951584.1|BTRY
OG0007009	LOC108089190|XP_017042816.1|DFIC	LOC120781686|XP_039969837.1|BTRY
OG0007010	LOC108096057|XP_017052900.1|DFIC	LOC120768388|XP_039950990.1|BTRY
OG0007011	LOC108091871|XP_017046741.1|DFIC	LOC120768459|XP_039951094.1|BTRY
OG0007012	LOC108089779|XP_017043662.1|DFIC	LOC120769315|XP_039952195.1|BTRY
OG0007013	LOC108088118|XP_017041261.1|DFIC	LOC120769104|XP_039951899.1|BTRY
OG0007014	LOC108088117|XP_017041255.1|DFIC	LOC120769491|XP_039952454.1|BTRY
OG0007015	LOC108092429|XP_017047498.1|DFIC	LOC120769754|XP_039952851.1|BTRY
OG0007016	LOC108100041|XP_017059254.1|DFIC	LOC120767220|XP_039948969.1|BTRY
OG0007017	LOC108092531|XP_017047643.1|DFIC	LOC120769674|XP_039952726.1|BTRY
OG0007018	LOC108092705|XP_017047909.1|DFIC	LOC120768120|XP_039950605.1|BTRY
OG0007019	LOC108101101|XP_017060805.1|DFIC	LOC120768498|XP_039951154.1|BTRY
OG0007021	LOC108091451|XP_017046139.1|DFIC	LOC120767668|XP_039949774.1|BTRY
OG0007022	LOC108092492|XP_017047575.1|DFIC	LOC120768020|XP_039950414.1|BTRY
OG0007023	LOC108089187|XP_017042813.1|DFIC	LOC120777225|XP_039964340.1|BTRY
OG0007024	LOC108087156|XP_017039868.1|DFIC	LOC120766607|XP_039948148.1|BTRY
OG0007025	LOC108097378|XP_017055117.1|DFIC	LOC120774850|XP_039960605.1|BTRY
OG0007026	LOC108091460|XP_017046156.1|DFIC	LOC120767346|XP_039949238.1|BTRY
OG0007027	LOC108092328|XP_017047353.1|DFIC	LOC120769083|XP_039951877.1|BTRY
OG0007028	LOC108091465|XP_017046166.1|DFIC	LOC120767284|XP_039949093.1|BTRY
OG0007029	LOC108098257|XP_017056546.1|DFIC, LOC108086973|XP_017039618.1|DFIC	LOC120768387|XP_039950986.1|BTRY
OG0007030	LOC108088658|XP_017042074.1|DFIC	LOC120774469|XP_039960059.1|BTRY
OG0007031	LOC108094561|XP_017050659.1|DFIC	LOC120768251|XP_039950779.1|BTRY
OG0007032	LOC108088817|XP_017042274.1|DFIC	LOC120771197|XP_039955030.1|BTRY
OG0007033	LOC108090047|XP_017044041.1|DFIC	LOC120767854|XP_039950092.1|BTRY
OG0007034	LOC108092467|XP_017047545.1|DFIC	LOC120768048|XP_039950491.1|BTRY
OG0007035	LOC108097801|XP_017055821.1|DFIC	LOC120772678|XP_039957349.1|BTRY
OG0007036	LOC108100422|XP_017059808.1|DFIC	LOC120778007|XP_039965604.1|BTRY
OG0007037	LOC108099560|XP_017058637.1|DFIC	LOC120779971|XP_039968206.1|BTRY
OG0007038	LOC108096873|XP_017054291.1|DFIC	LOC120770251|XP_039953486.1|BTRY
OG0007039	LOC108096609|XP_017053839.1|DFIC	LOC120775473|XP_039961605.1|BTRY
OG0007040	LOC108094505|XP_017050594.1|DFIC	LOC120769780|XP_039952897.1|BTRY
OG0007041	LOC108095767|XP_017052482.1|DFIC	LOC120769289|XP_039952144.1|BTRY
OG0007042	LOC108098740|XP_017057360.1|DFIC	LOC120767844|XP_039950072.1|BTRY
OG0007043	LOC108090171|XP_017044232.1|DFIC	LOC120766954|XP_039948673.1|BTRY
OG0007045	LOC108101049|XP_017060722.1|DFIC	LOC120767043|XP_039948830.1|BTRY
OG0007046	LOC108090225|XP_017044309.1|DFIC	LOC120782395|XP_039970572.1|BTRY
OG0007047	LOC108089777|XP_017043660.1|DFIC	LOC120767974|XP_039950319.1|BTRY, LOC120767973|XP_039950318.1|BTRY
OG0007048	LOC108094162|XP_017050098.1|DFIC	LOC120767989|XP_039950342.1|BTRY
OG0007049	LOC108101331|XP_017061129.1|DFIC	LOC120767813|XP_039950026.1|BTRY
OG0007050	LOC108100903|XP_017060505.1|DFIC	LOC120768268|XP_039950800.1|BTRY
OG0007051	LOC108092497|XP_017047593.1|DFIC	LOC120768900|XP_039951591.1|BTRY
OG0007052	LOC108093597|XP_017049215.1|DFIC	LOC120774706|XP_039960370.1|BTRY
OG0007053	LOC108098834|XP_017057479.1|DFIC	LOC120780510|XP_039968719.1|BTRY
OG0007054	LOC108090846|XP_017045207.1|DFIC	LOC120771998|XP_039956289.1|BTRY
OG0007055	LOC108090470|XP_017044656.1|DFIC	LOC120770557|XP_039954067.1|BTRY
OG0007056	LOC108099189|XP_017058045.1|DFIC	LOC120777595|XP_039964966.1|BTRY
OG0007057	LOC108093615|XP_017049244.1|DFIC	LOC120774707|XP_039960375.1|BTRY
OG0007058	LOC108097200|XP_017054834.1|DFIC	LOC120775597|XP_039961770.1|BTRY
OG0007059	LOC108100799|XP_017060345.1|DFIC	LOC120768581|XP_039951270.1|BTRY
OG0007060	LOC108100800|XP_017060347.1|DFIC, LOC108095475|XP_017052082.1|DFIC	LOC120768483|XP_039951132.1|BTRY
OG0007061	LOC108100813|XP_017060369.1|DFIC	LOC120769409|XP_039952321.1|BTRY
OG0007062	LOC108091471|XP_017046177.1|DFIC	LOC120769819|XP_039952961.1|BTRY
OG0007063	LOC108100992|XP_017060646.1|DFIC	LOC120767546|XP_039949594.1|BTRY
OG0007064	LOC108090482|XP_017044672.1|DFIC	LOC120781229|XP_039969299.1|BTRY
OG0007065	LOC108099843|XP_017058979.1|DFIC	LOC120767317|XP_039949184.1|BTRY
OG0007066	LOC108096184|XP_017053056.1|DFIC	LOC120776858|XP_039963838.1|BTRY
OG0007067	LOC108100076|XP_017059305.1|DFIC	LOC120768220|XP_039950729.1|BTRY
OG0007068	LOC108089177|XP_017042802.1|DFIC	LOC120768004|XP_039950363.1|BTRY
OG0007069	LOC108092652|XP_017047793.1|DFIC	LOC120767907|XP_039950191.1|BTRY
OG0007070	LOC108096780|XP_017054144.1|DFIC	LOC120770377|XP_039953728.1|BTRY
OG0007071	LOC108090811|XP_017045157.1|DFIC	LOC120770360|XP_039953705.1|BTRY
OG0007072	LOC108095414|XP_017052006.1|DFIC, LOC108098481|XP_017056881.1|DFIC	LOC120782290|XP_039970427.1|BTRY
OG0007073	LOC108101306|XP_017061097.1|DFIC	LOC120768270|XP_039950802.1|BTRY
OG0007074	LOC108090952|XP_017045385.1|DFIC	LOC120771748|XP_039955853.1|BTRY
OG0007075	LOC108092402|XP_017047454.1|DFIC	LOC120767314|XP_039949174.1|BTRY
OG0007076	LOC108101571|XP_017061470.1|DFIC	LOC120771229|XP_039955074.1|BTRY
OG0007077	LOC108100053|XP_017059275.1|DFIC	LOC120768266|XP_039950797.1|BTRY
OG0007078	LOC108092320|XP_017047344.1|DFIC	LOC120768939|XP_039951656.1|BTRY
OG0007079	LOC108092324|XP_017047348.1|DFIC	LOC120768942|XP_039951661.1|BTRY
OG0007080	LOC108097856|XP_017055881.1|DFIC	LOC120768007|XP_039950366.1|BTRY
OG0007081	LOC108094377|XP_017050414.1|DFIC	LOC120768902|XP_039951593.1|BTRY
OG0007082	LOC108091492|XP_017046205.1|DFIC	LOC120768134|XP_039950626.1|BTRY
OG0007083	LOC108093475|XP_017049050.1|DFIC	LOC120767583|XP_039949664.1|BTRY
OG0007084	LOC108095317|XP_017051881.1|DFIC	LOC120774380|XP_039959918.1|BTRY
OG0007085	LOC108094160|XP_017050094.1|DFIC	LOC120768915|XP_039951620.1|BTRY
OG0007086	LOC108098263|XP_017056551.1|DFIC	LOC120769254|XP_039952090.1|BTRY
OG0007087	LOC108088341|XP_017041576.1|DFIC	LOC120769084|XP_039951878.1|BTRY
OG0007088	LOC108098336|XP_017056665.1|DFIC	LOC120769709|XP_039952782.1|BTRY
OG0007089	LOC108091444|XP_017046128.1|DFIC	LOC120768089|XP_039950561.1|BTRY
OG0007090	LOC108092449|XP_017047523.1|DFIC	LOC120767393|XP_039949343.1|BTRY
OG0007091	LOC108098230|XP_017056501.1|DFIC	LOC120768295|XP_039950858.1|BTRY
OG0007092	LOC108092109|XP_017047095.1|DFIC	LOC120769325|XP_039952217.1|BTRY
OG0007093	LOC108101209|XP_017060946.1|DFIC	LOC120777570|XP_039964908.1|BTRY
OG0007094	LOC108099238|XP_017058138.1|DFIC, LOC108101158|XP_017060870.1|DFIC	LOC120772640|XP_039957298.1|BTRY
OG0007095	LOC108086324|XP_017038714.1|DFIC	LOC120768396|XP_039951003.1|BTRY
OG0007096	LOC108098329|XP_017056646.1|DFIC	LOC120768415|XP_039951030.1|BTRY
OG0007097	LOC108089771|XP_017043651.1|DFIC	LOC120767198|XP_039948933.1|BTRY
OG0007098	LOC108089961|XP_017043942.1|DFIC	LOC120767860|XP_039950103.1|BTRY
OG0007099	LOC108087127|XP_017039812.1|DFIC	LOC120778745|XP_039966656.1|BTRY
OG0007100	LOC108088168|XP_017041329.1|DFIC	LOC120769229|XP_039952060.1|BTRY
OG0007101	LOC108098200|XP_017056427.1|DFIC	LOC120767556|XP_039949621.1|BTRY
OG0007102	LOC108091484|XP_017046194.1|DFIC	LOC120769365|XP_039952260.1|BTRY
OG0007103	LOC108101233|XP_017060972.1|DFIC	LOC120768087|XP_039950558.1|BTRY
OG0007104	LOC108100058|XP_017059279.1|DFIC	LOC120781663|XP_039969817.1|BTRY
OG0007105	LOC108089167|XP_017042787.1|DFIC	LOC120767969|XP_039950311.1|BTRY
OG0007106	LOC108091563|XP_017046325.1|DFIC	LOC120768213|XP_039950717.1|BTRY
OG0007107	LOC108094163|XP_017050100.1|DFIC	LOC120767897|XP_039950168.1|BTRY
OG0007108	LOC108089953|XP_017043933.1|DFIC	LOC120769384|XP_039952288.1|BTRY
OG0007109	LOC108101217|XP_017060955.1|DFIC	LOC120769205|XP_039952034.1|BTRY
OG0007110	LOC108092326|XP_017047351.1|DFIC	LOC120768921|XP_039951630.1|BTRY
OG0007111	LOC108100851|XP_017060419.1|DFIC	LOC120767562|XP_039949632.1|BTRY
OG0007112	LOC108091549|XP_017046309.1|DFIC	LOC120767605|XP_039949688.1|BTRY
OG0007113	LOC108095815|XP_017052577.1|DFIC	LOC120766535|XP_039948040.1|BTRY
OG0007114	LOC108093484|XP_017049059.1|DFIC	LOC120767952|XP_039950273.1|BTRY
OG0007115	LOC108092277|XP_017047301.1|DFIC	LOC120767951|XP_039950271.1|BTRY
OG0007116	LOC108100869|XP_017060445.1|DFIC	LOC120767433|XP_039949424.1|BTRY
OG0007117	LOC108101303|XP_017061093.1|DFIC	LOC120769247|XP_039952083.1|BTRY
OG0007118	LOC108098700|XP_017057299.1|DFIC	LOC120767681|XP_039949799.1|BTRY
OG0007119	LOC108095326|XP_017051895.1|DFIC	LOC120774715|XP_039960392.1|BTRY
OG0007120	LOC108101775|XP_017061738.1|DFIC	LOC120776092|XP_039962507.1|BTRY
OG0007121	LOC108101697|XP_017061623.1|DFIC	LOC120774892|XP_039960694.1|BTRY
OG0007122	LOC108097677|XP_017055624.1|DFIC	LOC120774321|XP_039959796.1|BTRY
OG0007123	LOC108097398|XP_017055143.1|DFIC	LOC120773852|XP_039958924.1|BTRY
OG0007124	LOC108089411|XP_017043098.1|DFIC	LOC120776842|XP_039963802.1|BTRY
OG0007125	LOC108095450|XP_017052048.1|DFIC	LOC120779031|XP_039967086.1|BTRY
OG0007126	LOC108096410|XP_017053472.1|DFIC	LOC120776460|XP_039963061.1|BTRY
OG0007127	LOC108100560|XP_017060023.1|DFIC	LOC120777861|XP_039965344.1|BTRY
OG0007128	LOC108095401|XP_017051973.1|DFIC	LOC120777358|XP_039964560.1|BTRY
OG0007129	LOC108095451|XP_017052051.1|DFIC	LOC120777761|XP_039965198.1|BTRY
OG0007130	LOC108100455|XP_017059869.1|DFIC	LOC120777224|XP_039964339.1|BTRY
OG0007131	LOC108093592|XP_017049207.1|DFIC	LOC120778210|XP_039965901.1|BTRY
OG0007132	LOC108093585|XP_017049199.1|DFIC	LOC120778128|XP_039965766.1|BTRY
OG0007133	LOC108089390|XP_017043062.1|DFIC	LOC120777070|XP_039964131.1|BTRY
OG0007134	LOC108089491|XP_017043261.1|DFIC	LOC120776662|XP_039963466.1|BTRY
OG0007135	LOC108089630|XP_017043482.1|DFIC	LOC120777739|XP_039965164.1|BTRY
OG0007136	LOC108100500|XP_017059935.1|DFIC	LOC120776611|XP_039963334.1|BTRY
OG0007137	LOC108097018|XP_017054506.1|DFIC	LOC120773910|XP_039959029.1|BTRY
OG0007138	LOC108091321|XP_017045945.1|DFIC	LOC120773739|XP_039958732.1|BTRY
OG0007139	LOC108097554|XP_017055408.1|DFIC	LOC120775539|XP_039961695.1|BTRY
OG0007140	LOC108091331|XP_017045962.1|DFIC	LOC120775377|XP_039961472.1|BTRY
OG0007141	LOC108092954|XP_017048320.1|DFIC	LOC120776024|XP_039962404.1|BTRY
OG0007142	LOC108088885|XP_017042372.1|DFIC	LOC120776762|XP_039963659.1|BTRY
OG0007143	LOC108088449|XP_017041716.1|DFIC	LOC120766937|XP_039948620.1|BTRY
OG0007144	LOC108099565|XP_017058651.1|DFIC	LOC120779398|XP_039967533.1|BTRY
OG0007145	LOC108091974|XP_017046873.1|DFIC	LOC120782574|XP_039970852.1|BTRY
OG0007146	LOC108095874|XP_017052668.1|DFIC	LOC120782602|XP_039970903.1|BTRY
OG0007147	LOC108088059|XP_017041189.1|DFIC	LOC120775294|XP_039961344.1|BTRY
OG0007148	LOC108095294|XP_017051823.1|DFIC	LOC120774364|XP_039959884.1|BTRY
OG0007149	LOC108101558|XP_017061446.1|DFIC	LOC120772447|XP_039957001.1|BTRY
OG0007150	LOC108093595|XP_017049210.1|DFIC	LOC120778564|XP_039966361.1|BTRY
OG0007151	LOC108087413|XP_017040242.1|DFIC	LOC120777058|XP_039964105.1|BTRY
OG0007152	LOC108097699|XP_017055667.1|DFIC	LOC120775579|XP_039961750.1|BTRY
OG0007153	LOC108097638|XP_017055557.1|DFIC	LOC120774157|XP_039959501.1|BTRY
OG0007154	LOC108093713|XP_017049406.1|DFIC	LOC120771658|XP_039955706.1|BTRY
OG0007155	LOC108101801|XP_017061767.1|DFIC	LOC120772392|XP_039956916.1|BTRY
OG0007156	LOC108093324|XP_017048801.1|DFIC	LOC120775235|XP_039961252.1|BTRY
OG0007157	LOC108090188|XP_017044264.1|DFIC	LOC120773185|XP_039958074.1|BTRY
OG0007158	LOC108099151|XP_017057985.1|DFIC	LOC120776834|XP_039963789.1|BTRY
OG0007159	LOC108097219|XP_017054856.1|DFIC	LOC120774244|XP_039959643.1|BTRY
OG0007160	LOC108102044|XP_017062156.1|DFIC	LOC120775053|XP_039960971.1|BTRY
OG0007161	LOC108092857|XP_017048167.1|DFIC	LOC120775807|XP_039962089.1|BTRY
OG0007162	LOC108091203|XP_017045775.1|DFIC	LOC120773979|XP_039959166.1|BTRY
OG0007163	LOC108100757|XP_017060280.1|DFIC	LOC120779843|XP_039968141.1|BTRY
OG0007164	LOC108100753|XP_017060274.1|DFIC	LOC120766534|XP_039948039.1|BTRY
OG0007165	LOC108101693|XP_017061613.1|DFIC	LOC120775889|XP_039962204.1|BTRY
OG0007166	LOC108088991|XP_017042523.1|DFIC	LOC120774831|XP_039960576.1|BTRY
OG0007167	LOC108094671|XP_017050874.1|DFIC	LOC120775594|XP_039961764.1|BTRY
OG0007168	LOC108097637|XP_017055556.1|DFIC	LOC120774156|XP_039959500.1|BTRY
OG0007169	LOC108097078|XP_017054608.1|DFIC	LOC120774420|XP_039959982.1|BTRY
OG0007170	LOC108098569|XP_017057074.1|DFIC	LOC120773506|XP_039958392.1|BTRY
OG0007171	LOC108095593|XP_017052245.1|DFIC	LOC120775056|XP_039960970.1|BTRY
OG0007172	LOC108097173|XP_017054800.1|DFIC	LOC120773609|XP_039958543.1|BTRY
OG0007173	LOC108097171|XP_017054797.1|DFIC	LOC120773608|XP_039958542.1|BTRY
OG0007174	LOC108095974|XP_017052807.1|DFIC	LOC120766460|XP_039947923.1|BTRY
OG0007175	LOC108089416|XP_017043108.1|DFIC	LOC120778605|XP_039966411.1|BTRY
OG0007176	LOC108095991|XP_017052825.1|DFIC	LOC120773201|XP_039958076.1|BTRY
OG0007177	LOC108090120|XP_017044140.1|DFIC	LOC120766173|XP_039947460.1|BTRY
OG0007178	LOC108099459|XP_017058496.1|DFIC	LOC120766614|XP_039948156.1|BTRY
OG0007179	LOC108098555|XP_017057049.1|DFIC	LOC120766175|XP_039947462.1|BTRY
OG0007180	LOC108090121|XP_017044141.1|DFIC	LOC120766958|XP_039948682.1|BTRY
OG0007181	LOC108092966|XP_017048344.1|DFIC	LOC120774890|XP_039960688.1|BTRY
OG0007182	LOC108101127|XP_017060840.1|DFIC	LOC120782283|XP_039970419.1|BTRY
