Orthogroup	DFIC.longest_only	DVIR.longest_only
OG0008695	LOC108094196|XP_017050138.1|DFIC	LOC6626843|XP_002049193.1|DVIR
OG0008696	LOC108095746|XP_017052415.1|DFIC	LOC6632751|XP_032289617.1|DVIR
OG0008697	LOC108100130|XP_017059372.1|DFIC	LOC6623542|XP_032290176.1|DVIR
OG0008698	LOC108091076|XP_017045567.1|DFIC	LOC6631918|XP_032295742.1|DVIR
OG0008703	LOC108089429|XP_017043125.1|DFIC	LOC6622986|XP_002046504.1|DVIR
OG0008704	LOC108092511|XP_017047618.1|DFIC	LOC6628259|XP_002052539.1|DVIR
OG0008705	LOC108100105|XP_017059340.1|DFIC	LOC6633905|XP_002057598.1|DVIR
OG0008706	LOC108100759|XP_017060282.1|DFIC	LOC6629330|XP_002053871.1|DVIR
OG0008707	LOC108094596|XP_017050732.1|DFIC	LOC6635309|XP_002058785.3|DVIR
OG0008708	LOC108097547|XP_017055391.1|DFIC	LOC6634556|XP_002057973.1|DVIR
OG0008709	LOC108088407|XP_017041653.1|DFIC	LOC6630449|XP_002053724.1|DVIR
OG0008710	LOC108087317|XP_017040133.1|DFIC	LOC6632424|XP_002056096.1|DVIR
OG0008711	LOC108098518|XP_017056972.1|DFIC	LOC6632868|XP_032289416.1|DVIR
OG0008712	LOC108093829|XP_017049648.1|DFIC	LOC6626815|XP_002050649.2|DVIR
OG0008714	LOC108092520|XP_017047631.1|DFIC	LOC6628456|XP_002051828.1|DVIR
OG0008715	LOC108099611|XP_017058723.1|DFIC	LOC6630209|XP_032294204.1|DVIR
OG0008716	LOC108091900|XP_017046773.1|DFIC	LOC6629524|XP_002053326.1|DVIR
OG0008717	LOC108096403|XP_017053463.1|DFIC	LOC6624015|XP_002048300.2|DVIR
OG0008718	LOC108093894|XP_017049739.1|DFIC	LOC6624809|XP_002050606.3|DVIR
OG0008719	LOC108100749|XP_017060266.1|DFIC	LOC6629335|XP_032290717.1|DVIR
OG0008721	LOC108095498|XP_017052094.1|DFIC	LOC6634535|XP_032296437.1|DVIR
OG0008722	LOC108099365|XP_017058346.1|DFIC	LOC6629444|XP_032289541.1|DVIR
OG0008723	LOC108096361|XP_017053399.1|DFIC	LOC6623247|XP_002047142.1|DVIR
OG0008724	LOC108088769|XP_017042615.1|DFIC, LOC108101223|XP_017060961.1|DFIC	LOC6627341|XP_002052452.2|DVIR
OG0008725	LOC108094824|XP_017051083.1|DFIC	LOC6635819|XP_002059442.1|DVIR
OG0008726	LOC108096825|XP_017054217.1|DFIC	LOC6626257|XP_032292011.1|DVIR
OG0008727	LOC108087390|XP_017040221.1|DFIC	LOC6632410|XP_002056206.1|DVIR
OG0008728	LOC108086999|XP_017039624.1|DFIC	LOC6630375|XP_002054350.1|DVIR
OG0008729	LOC108088736|XP_017042176.1|DFIC	LOC6632000|XP_032295949.1|DVIR
OG0008730	LOC108092790|XP_017048044.1|DFIC	LOC6634465|XP_002057953.1|DVIR
OG0008731	LOC108091949|XP_017046835.1|DFIC	LOC6630736|XP_032294786.1|DVIR
OG0008732	LOC108100886|XP_017060485.1|DFIC	LOC6628522|XP_002051680.2|DVIR
OG0008734	LOC108098564|XP_017057066.1|DFIC	LOC116650256|XP_032289387.1|DVIR, LOC6631033|XP_002054124.1|DVIR
OG0008735	LOC108094961|XP_017051313.1|DFIC	LOC116651131|XP_032292892.1|DVIR, LOC6625572|XP_002049597.1|DVIR
OG0008736	LOC108086444|XP_017038851.1|DFIC	LOC6636476|XP_032292497.1|DVIR
OG0008737	LOC108099389|XP_017058376.1|DFIC	LOC6629442|XP_002053159.1|DVIR
OG0008738	LOC108092995|XP_017048381.1|DFIC	LOC6628013|XP_002051317.1|DVIR
OG0008739	LOC108100620|XP_017060102.1|DFIC	LOC6624004|XP_002048103.1|DVIR
OG0008740	LOC108090700|XP_017044980.1|DFIC	LOC6627265|XP_002049921.2|DVIR
OG0008741	LOC108090750|XP_017045070.1|DFIC	LOC116650732|XP_032291138.1|DVIR, LOC6636434|XP_002059823.1|DVIR
OG0008742	LOC108099156|XP_017057989.1|DFIC	LOC6622374|XP_002046971.1|DVIR
OG0008743	LOC108086451|XP_017038858.1|DFIC	LOC116651480|XP_032293801.1|DVIR, LOC6636492|XP_002059854.1|DVIR
OG0008744	LOC108101475|XP_017061310.1|DFIC	LOC6626344|XP_002050345.1|DVIR
OG0008745	LOC108097602|XP_017055498.1|DFIC	LOC6631671|XP_002055413.1|DVIR
OG0008746	LOC108101103|XP_017060802.1|DFIC	LOC6630215|XP_002054580.1|DVIR
OG0008747	LOC108093229|XP_017048688.1|DFIC	LOC6624064|XP_032291200.1|DVIR
OG0008748	LOC108101302|XP_017061092.1|DFIC	LOC6627532|XP_002051701.2|DVIR
OG0008749	LOC108100045|XP_017059265.1|DFIC	LOC6629209|XP_002051259.2|DVIR
OG0008750	LOC108089214|XP_017042853.1|DFIC	LOC6634288|XP_002057755.1|DVIR
OG0008752	LOC108099362|XP_017058337.1|DFIC	LOC6629445|XP_002053165.3|DVIR
OG0008753	LOC108099833|XP_017058953.1|DFIC	LOC6623476|XP_002048527.1|DVIR, LOC6622268|XP_002048529.2|DVIR
OG0008754	LOC108094772|XP_017051034.1|DFIC	LOC6635363|XP_002058887.1|DVIR
OG0008755	LOC108088358|XP_017041593.1|DFIC	LOC6629663|XP_002054757.1|DVIR, LOC6629794|XP_032294974.1|DVIR
OG0008756	LOC108087887|XP_017040954.1|DFIC	LOC6634977|XP_002058425.1|DVIR
OG0008757	LOC108099297|XP_017058180.1|DFIC	LOC6630725|XP_032293358.1|DVIR
OG0008758	LOC108091485|XP_017046195.1|DFIC	LOC6629049|XP_002052887.1|DVIR
OG0008759	LOC108098703|XP_017057305.1|DFIC	LOC6628945|XP_032293564.1|DVIR
OG0008760	LOC108100094|XP_017059327.1|DFIC	LOC6628487|XP_002052034.1|DVIR
OG0008761	LOC108098718|XP_017057326.1|DFIC, LOC108102197|XP_017062392.1|DFIC	LOC6627415|XP_002051088.1|DVIR
OG0008762	LOC108090312|XP_017044413.1|DFIC	LOC6624844|XP_002049660.1|DVIR
OG0008763	LOC108093010|XP_017048402.1|DFIC	LOC6628708|XP_032293398.1|DVIR
OG0008764	LOC108095537|XP_017052156.1|DFIC, LOC108098294|XP_017056592.1|DFIC	LOC6634021|XP_002057485.1|DVIR
OG0008765	LOC108096664|XP_017053926.1|DFIC	LOC6625160|XP_002050621.1|DVIR
OG0008766	LOC108094096|XP_017050009.1|DFIC	LOC6628439|XP_002052224.2|DVIR
OG0008767	LOC108086304|XP_017038685.1|DFIC	LOC116651203|XP_032292962.1|DVIR, LOC6625454|XP_002050990.1|DVIR
OG0008768	LOC108101888|XP_017061932.1|DFIC	LOC6625812|XP_002050594.1|DVIR
OG0008769	LOC108101420|XP_017061235.1|DFIC	LOC6624773|XP_002050726.1|DVIR
OG0008770	LOC108094007|XP_017049923.1|DFIC	LOC6625703|XP_002049789.1|DVIR
OG0008771	LOC108086405|XP_017038796.1|DFIC	LOC6625473|XP_002050149.1|DVIR
OG0008772	LOC108086452|XP_017038859.1|DFIC	LOC116651552|XP_032294044.1|DVIR, LOC6636491|XP_002059853.1|DVIR
OG0008773	LOC108094013|XP_017049929.1|DFIC	LOC6625048|XP_002049169.1|DVIR
OG0008774	LOC108094967|XP_017051319.1|DFIC	LOC6626054|XP_002049610.1|DVIR
OG0008775	LOC108093711|XP_017049398.1|DFIC	LOC6627065|XP_015029723.1|DVIR
OG0008776	LOC108086750|XP_017039279.1|DFIC	LOC6626940|XP_002050078.3|DVIR
OG0008777	LOC108096845|XP_017054247.1|DFIC	LOC6627045|XP_002050075.2|DVIR
OG0008778	LOC108094299|XP_017050304.1|DFIC	LOC6625859|XP_002049217.1|DVIR
OG0008779	LOC108097204|XP_017054839.1|DFIC	LOC6636652|XP_002060130.1|DVIR
OG0008780	LOC108091389|XP_017046059.1|DFIC	LOC6634730|XP_002058329.1|DVIR
OG0008781	LOC108097353|XP_017055078.1|DFIC	LOC6633305|XP_002057404.1|DVIR, LOC6633306|XP_002057405.1|DVIR
OG0008782	LOC108100214|XP_017059480.1|DFIC, LOC108096385|XP_017053434.1|DFIC	LOC6623434|XP_015031292.1|DVIR
OG0008783	LOC108096543|XP_017053719.1|DFIC	LOC6625937|XP_002049048.2|DVIR
OG0008784	LOC108100555|XP_017060016.1|DFIC	LOC6624235|XP_002048118.1|DVIR
OG0008785	LOC108089739|XP_017043610.1|DFIC	LOC26531271|XP_015028916.1|DVIR
OG0008786	LOC108093392|XP_017048901.1|DFIC	LOC6627950|XP_002051423.2|DVIR
OG0008787	LOC108087550|XP_017040460.1|DFIC	LOC6622855|XP_002047065.1|DVIR
OG0008788	LOC108093237|XP_017048700.1|DFIC	LOC6624501|XP_002047187.2|DVIR, LOC6624353|XP_002047195.2|DVIR
OG0008789	LOC108100734|XP_017060260.1|DFIC	LOC26530920|XP_015031665.1|DVIR, LOC6622841|XP_002046485.2|DVIR
OG0008790	LOC108090464|XP_017044651.1|DFIC	LOC6625281|XP_002049866.3|DVIR
OG0008791	LOC108093791|XP_017049561.1|DFIC, LOC108093635|XP_017049282.1|DFIC	LOC6626297|XP_002050441.1|DVIR
OG0008792	LOC108090767|XP_017045095.1|DFIC	LOC6627266|XP_002049908.2|DVIR, LOC6627082|XP_002049907.1|DVIR
OG0008793	LOC108089657|XP_017043517.1|DFIC	LOC6626242|XP_002049190.1|DVIR
OG0008794	LOC108102021|XP_017062114.1|DFIC, LOC108098286|XP_017056582.1|DFIC	LOC6629392|XP_032295224.1|DVIR, LOC6626328|XP_002048942.1|DVIR
OG0008795	LOC108098975|XP_017057680.1|DFIC	LOC6629541|XP_002053669.1|DVIR, LOC6629539|XP_002053667.2|DVIR, LOC26530489|XP_032293727.1|DVIR
OG0008796	LOC108095718|XP_017052382.1|DFIC	LOC6630463|XP_002053460.1|DVIR, LOC6630462|XP_032294479.1|DVIR
OG0008797	LOC108098971|XP_017057676.1|DFIC	LOC6630475|XP_002054111.1|DVIR, LOC6630474|XP_002054110.1|DVIR
OG0008805	LOC108098079|XP_017056266.1|DFIC	LOC6631363|XP_032296118.1|DVIR
OG0008806	LOC108094566|XP_017050667.1|DFIC	LOC6636714|XP_002060187.1|DVIR
OG0008807	LOC108097990|XP_017056114.1|DFIC	LOC6636654|XP_032295793.1|DVIR
OG0008808	LOC108095564|XP_017052201.1|DFIC	LOC6634498|XP_002058236.2|DVIR
OG0008809	LOC108099635|XP_017058754.1|DFIC	LOC6630644|XP_002053027.1|DVIR
OG0008811	LOC108097477|XP_017055245.1|DFIC	LOC6633084|XP_002055962.2|DVIR
OG0008813	LOC108098921|XP_017057614.1|DFIC	LOC6629918|XP_032294797.1|DVIR
OG0008816	LOC108100426|XP_017059820.1|DFIC	LOC6623272|XP_002047253.1|DVIR
OG0008819	LOC108094940|XP_017051290.1|DFIC	LOC116651122|XP_032292859.1|DVIR
OG0008820	LOC108097836|XP_017055848.1|DFIC	LOC6627345|XP_002052456.1|DVIR
OG0008822	LOC108089117|XP_017042718.1|DFIC	LOC6628049|XP_002051160.1|DVIR
OG0008823	LOC108088678|XP_017042106.1|DFIC	LOC6634766|XP_032296366.1|DVIR
OG0008824	LOC108095419|XP_017052014.1|DFIC	LOC6626272|XP_002050038.1|DVIR
OG0008825	LOC108095418|XP_017052013.1|DFIC	LOC6622248|XP_002047471.1|DVIR
OG0008829	LOC108097136|XP_017054722.1|DFIC	LOC6633573|XP_002057077.1|DVIR
OG0008830	LOC108088593|XP_017041929.1|DFIC	LOC6635456|XP_032295973.1|DVIR
OG0008831	LOC108097159|XP_017054778.1|DFIC	LOC6633536|XP_002057364.1|DVIR
OG0008832	LOC108097092|XP_017054638.1|DFIC	LOC6633534|XP_002057362.1|DVIR
OG0008833	LOC108098094|XP_017056289.1|DFIC	LOC6632039|XP_032296259.1|DVIR
OG0008834	LOC108095849|XP_017052636.1|DFIC	LOC26530491|XP_032288950.1|DVIR
OG0008835	LOC108093337|XP_017048822.1|DFIC	LOC26531128|XP_015027862.1|DVIR
OG0008836	LOC108090519|XP_017044727.1|DFIC	LOC6626612|XP_002048706.1|DVIR
OG0008837	LOC108096532|XP_017053706.1|DFIC	LOC6624949|XP_002050229.1|DVIR
OG0008838	LOC108101195|XP_017060928.1|DFIC	LOC6628797|XP_002051220.2|DVIR
OG0008839	LOC108086679|XP_017039161.1|DFIC	LOC6626373|XP_002049396.1|DVIR
OG0008840	LOC108098385|XP_017056742.1|DFIC	LOC6628845|XP_032293985.1|DVIR
OG0008841	LOC108099218|XP_017058087.1|DFIC	LOC6636567|XP_032291514.1|DVIR
OG0008842	LOC108087606|XP_017040534.1|DFIC	LOC6636357|XP_002059886.2|DVIR
OG0008843	LOC108099131|XP_017057958.1|DFIC	LOC6623926|XP_002046363.1|DVIR
OG0008845	LOC108098447|XP_017056840.1|DFIC	LOC6627430|XP_002052156.1|DVIR
OG0008846	LOC108088338|XP_017041571.1|DFIC	LOC6624038|XP_002046858.2|DVIR
OG0008847	LOC108091822|XP_017046689.1|DFIC	LOC6629313|XP_032291482.1|DVIR
OG0008848	LOC108090268|XP_017044366.1|DFIC	LOC6624862|XP_002048881.2|DVIR
OG0008849	LOC108095391|XP_017051960.1|DFIC	LOC6633747|XP_015025650.2|DVIR
OG0008850	LOC108095130|XP_017051559.1|DFIC	LOC6635897|XP_032292059.1|DVIR
OG0008851	LOC108089132|XP_017042737.1|DFIC	LOC6628431|XP_032294195.1|DVIR
OG0008852	LOC108101469|XP_017061303.1|DFIC	LOC6627284|XP_032292894.1|DVIR
OG0008854	LOC108091517|XP_017046264.1|DFIC	LOC6628730|XP_032294091.1|DVIR
OG0008855	LOC108095609|XP_017052262.1|DFIC	LOC6636010|XP_002059510.2|DVIR
OG0008856	LOC108098410|XP_017056793.1|DFIC	LOC6636185|XP_002059675.1|DVIR
OG0008857	LOC108088245|XP_017041450.1|DFIC	LOC6622321|XP_002046650.2|DVIR
OG0008858	LOC108092024|XP_017046951.1|DFIC	LOC6623608|XP_032291123.1|DVIR
OG0008859	LOC108087469|XP_017040334.1|DFIC	LOC6622483|XP_002046426.1|DVIR
OG0008860	LOC108097640|XP_017055559.1|DFIC	LOC6633071|XP_002056143.1|DVIR
OG0008861	LOC108090437|XP_017044603.1|DFIC	LOC6626440|XP_002048908.1|DVIR
OG0008862	LOC108096815|XP_017054199.1|DFIC	LOC6632735|XP_032288911.1|DVIR
OG0008863	LOC108101373|XP_017061176.1|DFIC	LOC6634171|XP_002057538.2|DVIR
OG0008864	LOC108090637|XP_017044903.1|DFIC	LOC6627162|XP_002049735.1|DVIR
OG0008865	LOC108093512|XP_017049092.1|DFIC	LOC6627879|XP_002052003.1|DVIR
OG0008866	LOC108091507|XP_017046239.1|DFIC	LOC6635626|XP_032294723.1|DVIR
OG0008867	LOC108097999|XP_017056125.1|DFIC	LOC6632029|XP_002055495.2|DVIR
OG0008868	LOC108090279|XP_017044379.1|DFIC	LOC6625615|XP_002051057.1|DVIR
OG0008869	LOC108088774|XP_017042217.1|DFIC	LOC6622443|XP_002047665.2|DVIR
OG0008870	LOC108088262|XP_017041469.1|DFIC	LOC6623016|XP_002047564.1|DVIR
OG0008871	LOC108095424|XP_017052021.1|DFIC	LOC6622566|XP_032290372.1|DVIR
OG0008872	LOC108093454|XP_017049022.1|DFIC	LOC6628819|XP_002052584.1|DVIR
OG0008873	LOC108088167|XP_017041328.1|DFIC	LOC6627647|XP_002052498.1|DVIR
OG0008874	LOC108093692|XP_017049360.1|DFIC	LOC6625958|XP_002049589.1|DVIR
OG0008875	LOC108096969|XP_017054435.1|DFIC	LOC6636314|XP_002059874.1|DVIR
OG0008876	LOC108095045|XP_017051434.1|DFIC	LOC6636222|XP_032290140.1|DVIR
OG0008877	LOC108089418|XP_017043111.1|DFIC	LOC6622906|XP_002048148.1|DVIR
OG0008878	LOC108100950|XP_017060583.1|DFIC	LOC6634382|XP_002057576.1|DVIR
OG0008879	LOC108090267|XP_017044365.1|DFIC	LOC26531492|XP_015030343.1|DVIR
OG0008880	LOC108091998|XP_017046913.1|DFIC	LOC116651947|XP_032295378.1|DVIR
OG0008881	LOC108101811|XP_017061776.1|DFIC	LOC6625238|XP_002049484.2|DVIR
OG0008882	LOC108101624|XP_017061528.1|DFIC, LOC108101196|XP_017060929.1|DFIC	LOC6628597|XP_032293589.1|DVIR
OG0008883	LOC108092106|XP_017047090.1|DFIC	LOC6633091|XP_002056274.1|DVIR
OG0008884	LOC108095648|XP_017052302.1|DFIC	LOC6632978|XP_002056481.1|DVIR
OG0008885	LOC108101577|XP_017061516.1|DFIC, LOC108094473|XP_017050546.1|DFIC	LOC6633992|XP_002057659.1|DVIR
OG0008886	LOC108090476|XP_017044661.1|DFIC	LOC6625727|XP_002049021.1|DVIR
OG0008887	LOC108094914|XP_017051249.1|DFIC	LOC6635847|XP_002059459.2|DVIR
OG0008888	LOC108099897|XP_017059044.1|DFIC	LOC6622857|XP_002047222.3|DVIR, LOC6622947|XP_002047223.2|DVIR
OG0008889	LOC108090764|XP_017045093.1|DFIC	LOC6627078|XP_002049903.1|DVIR
OG0008890	LOC108098958|XP_017057659.1|DFIC	LOC6630669|XP_015026884.1|DVIR
OG0008891	LOC108096333|XP_017053357.1|DFIC	LOC6623081|XP_032291434.1|DVIR
OG0008892	LOC108090894|XP_017045289.1|DFIC	LOC6625315|XP_032291557.1|DVIR
OG0008893	LOC108088987|XP_017042518.1|DFIC	LOC6622245|XP_002046937.1|DVIR
OG0008894	LOC108099485|XP_017058534.1|DFIC	LOC6629639|XP_002054844.1|DVIR
OG0008895	LOC108098856|XP_017057512.1|DFIC	LOC6630122|XP_002053393.1|DVIR
OG0008896	LOC108096332|XP_017053355.1|DFIC	LOC6622327|XP_015031588.1|DVIR
OG0008897	LOC108087226|XP_017039998.1|DFIC	LOC6630682|XP_002054615.1|DVIR
OG0008898	LOC108087778|XP_017040795.1|DFIC	LOC6626856|XP_032293120.1|DVIR
OG0008899	LOC108101204|XP_017060940.1|DFIC	LOC6627937|XP_002052662.2|DVIR
OG0008900	LOC108096080|XP_017052930.1|DFIC, LOC108087771|XP_017040829.1|DFIC	LOC6627583|XP_002052814.1|DVIR
OG0008901	LOC108089564|XP_017043397.1|DFIC	LOC6624153|XP_032290619.1|DVIR
OG0008903	LOC108091518|XP_017046266.1|DFIC	LOC6628729|XP_032294093.1|DVIR
OG0008904	LOC108093790|XP_017049560.1|DFIC	LOC6626296|XP_032291577.1|DVIR
OG0008905	LOC108095027|XP_017051386.1|DFIC	LOC6636226|XP_032290142.1|DVIR
OG0008906	LOC108089744|XP_017043616.1|DFIC	LOC6623702|XP_032290686.1|DVIR
OG0008907	LOC108091919|XP_017046794.1|DFIC	LOC6629341|XP_002053318.1|DVIR
OG0008908	LOC108093557|XP_017049140.1|DFIC	LOC6632335|XP_032289786.1|DVIR
OG0008909	LOC108086290|XP_017038668.1|DFIC	LOC6629685|XP_002053983.1|DVIR
OG0008910	LOC108099592|XP_017058688.1|DFIC	LOC6629774|XP_002052988.1|DVIR
OG0008911	LOC108092143|XP_017047143.1|DFIC	LOC6635012|XP_002058656.1|DVIR
OG0008912	LOC108098494|XP_017056903.1|DFIC	LOC116651864|XP_032294964.1|DVIR, LOC6634991|XP_002058493.2|DVIR
OG0008913	LOC108099402|XP_017058397.1|DFIC	LOC6635192|XP_002058391.1|DVIR
OG0008914	LOC108091918|XP_017046793.1|DFIC	LOC6634927|XP_002058438.1|DVIR
OG0008915	LOC108089100|XP_017042704.1|DFIC	LOC6631168|XP_002053516.1|DVIR
OG0008916	LOC108100801|XP_017060348.1|DFIC	LOC6629147|XP_032294207.1|DVIR
OG0008917	LOC108100909|XP_017060512.1|DFIC	LOC6628426|XP_002051865.2|DVIR
OG0008918	LOC108096098|XP_017052962.1|DFIC, LOC108097902|XP_017055928.1|DFIC	LOC6627326|XP_002051922.2|DVIR
OG0008919	LOC108091459|XP_017046150.1|DFIC	LOC6627776|XP_032294230.1|DVIR
OG0008920	LOC108096195|XP_017053068.1|DFIC	LOC26531637|XP_015031777.1|DVIR
OG0008921	LOC108100961|XP_017060601.1|DFIC	LOC6628145|XP_002052432.1|DVIR
OG0008922	LOC108094138|XP_017050053.1|DFIC, LOC108100954|XP_017060592.1|DFIC	LOC6634154|XP_002057631.1|DVIR
OG0008923	LOC108095240|XP_017051757.1|DFIC	LOC6626950|XP_002050940.1|DVIR
OG0008924	LOC108094843|XP_017051135.1|DFIC	LOC116650882|XP_032291688.1|DVIR, LOC6635838|XP_002059450.1|DVIR
OG0008925	LOC108086312|XP_017038702.1|DFIC	LOC6625450|XP_002050986.3|DVIR
OG0008926	LOC108090413|XP_017044557.1|DFIC	LOC6626173|XP_002050158.1|DVIR
OG0008927	LOC108101887|XP_017061931.1|DFIC	LOC116650356|XP_032289713.1|DVIR, LOC6626545|XP_002050375.2|DVIR
OG0008928	LOC108094227|XP_017050173.1|DFIC	LOC6636392|XP_002059961.1|DVIR
OG0008929	LOC108095176|XP_017051630.1|DFIC	LOC6626987|XP_002050174.1|DVIR
OG0008930	LOC108091943|XP_017046820.1|DFIC	LOC6632606|XP_032289524.1|DVIR
OG0008931	LOC108090916|XP_017045328.1|DFIC	LOC6625712|XP_002051044.1|DVIR
OG0008932	LOC108090695|XP_017044967.1|DFIC	LOC6626334|XP_002048864.1|DVIR
OG0008933	LOC108086397|XP_017038788.1|DFIC	LOC6636487|XP_002059849.1|DVIR
OG0008934	LOC108086990|XP_017039611.1|DFIC, LOC108086991|XP_017039617.1|DFIC	LOC6622684|XP_032290949.1|DVIR
OG0008935	LOC108094334|XP_017050372.1|DFIC	LOC6636433|XP_002059984.1|DVIR
OG0008936	LOC108096913|XP_017054352.1|DFIC	LOC6625150|XP_002048924.1|DVIR
OG0008937	LOC108096698|XP_017054019.1|DFIC	LOC6626747|XP_002049310.2|DVIR
OG0008938	LOC108094851|XP_017051147.1|DFIC	LOC6635329|XP_002058878.1|DVIR
OG0008939	LOC108094892|XP_017051221.1|DFIC	LOC6626724|XP_002049095.1|DVIR
OG0008940	LOC108090864|XP_017045241.1|DFIC	LOC6627077|XP_032292815.1|DVIR
OG0008941	LOC108086498|XP_017038913.1|DFIC	LOC6634751|XP_032296413.1|DVIR
OG0008942	LOC108091101|XP_017045610.1|DFIC	LOC6631853|XP_032295967.1|DVIR
OG0008943	LOC108092978|XP_017048359.1|DFIC	LOC6634435|XP_002057909.1|DVIR
OG0008944	LOC108094612|XP_017050776.1|DFIC	LOC6634441|XP_002058056.1|DVIR
OG0008945	LOC108097281|XP_017054971.1|DFIC	LOC6636073|XP_002059604.1|DVIR
OG0008946	LOC108091202|XP_017045774.1|DFIC	LOC6633272|XP_002057153.1|DVIR
OG0008947	LOC108097043|XP_017054563.1|DFIC	LOC6635483|XP_032296096.1|DVIR, LOC6636934|XP_002060390.1|DVIR
OG0008948	LOC108092823|XP_017048115.1|DFIC	LOC6633319|XP_032296728.1|DVIR
OG0008949	LOC108093053|XP_017048449.1|DFIC	LOC26531456|XP_015031747.1|DVIR
OG0008950	LOC108097196|XP_017054830.1|DFIC	LOC6632047|XP_002055244.1|DVIR
OG0008951	LOC108089351|XP_017043020.1|DFIC	LOC6624026|XP_032290178.1|DVIR
OG0008952	LOC108097901|XP_017055927.1|DFIC	LOC116652114|XP_032295925.1|DVIR
OG0008953	LOC108088741|XP_017042178.1|DFIC	LOC6624700|XP_002047174.1|DVIR, LOC6622177|XP_002047672.2|DVIR
OG0008955	LOC108089345|XP_017043015.1|DFIC	LOC6623787|XP_002046891.3|DVIR
OG0008956	LOC108100171|XP_017059428.1|DFIC	LOC6624588|XP_002047640.1|DVIR
OG0008957	LOC108086951|XP_017039553.1|DFIC	LOC26530545|XP_015031610.1|DVIR
OG0008958	LOC108088879|XP_017042363.1|DFIC	LOC6624073|XP_002048657.1|DVIR
OG0008959	LOC108100230|XP_017059497.1|DFIC	LOC6624545|XP_002048066.2|DVIR
OG0008960	LOC108100409|XP_017059785.1|DFIC	LOC6622263|XP_032290370.1|DVIR
OG0008961	LOC108090612|XP_017044872.1|DFIC	LOC6635729|XP_002059144.2|DVIR
OG0008962	LOC108097892|XP_017055920.1|DFIC	LOC6632041|XP_002055507.1|DVIR
OG0008963	LOC108097897|XP_017055924.1|DFIC	LOC6636151|XP_002059658.1|DVIR
OG0008964	LOC108097359|XP_017055088.1|DFIC	LOC6635472|XP_002059001.1|DVIR, LOC6635473|XP_002059002.1|DVIR
OG0008965	LOC108089221|XP_017042865.1|DFIC	LOC26531804|XP_015025410.2|DVIR
OG0008966	LOC108101360|XP_017061160.1|DFIC	LOC6634265|XP_002057547.2|DVIR
OG0008967	LOC108100375|XP_017059712.1|DFIC	LOC6627841|XP_002051731.2|DVIR
OG0008967	LOC108100151|XP_017059397.1|DFIC	LOC6624384|XP_002048509.2|DVIR
OG0008968	LOC108094118|XP_017050029.1|DFIC	LOC6627656|XP_002051720.1|DVIR
OG0008969	LOC108095171|XP_017051628.1|DFIC	LOC6627624|XP_015027976.1|DVIR, LOC26530990|XP_015028881.1|DVIR
OG0008970	LOC108095192|XP_017051684.1|DFIC	LOC6627623|XP_002051714.1|DVIR
OG0008971	LOC108088949|XP_017042459.1|DFIC	LOC6622052|XP_032290868.1|DVIR
OG0008972	LOC108093269|XP_017048737.1|DFIC	LOC6624027|XP_032290948.1|DVIR, LOC6623748|XP_002046850.1|DVIR
OG0008973	LOC108096192|XP_017053065.1|DFIC	LOC6622625|XP_002048227.1|DVIR
OG0008975	LOC108090632|XP_017044900.1|DFIC	LOC6636503|XP_032291732.1|DVIR
OG0008977	LOC108092639|XP_017047766.1|DFIC, LOC108100767|XP_017060696.1|DFIC	LOC6634359|XP_002057700.1|DVIR
OG0008978	LOC108099989|XP_017059175.1|DFIC	LOC6635874|XP_002059347.1|DVIR
OG0008979	LOC108092658|XP_017047808.1|DFIC	LOC6628809|XP_002051232.1|DVIR
OG0008985	LOC108089358|XP_017043025.1|DFIC	LOC6623920|XP_002046237.1|DVIR
OG0008988	LOC108092124|XP_017047115.1|DFIC	LOC6629640|XP_002054845.1|DVIR
OG0008989	LOC108097192|XP_017054826.1|DFIC	LOC6632046|XP_002055243.1|DVIR
OG0008990	LOC108087412|XP_017040240.1|DFIC	LOC6623310|XP_032290576.1|DVIR
OG0008992	LOC108096843|XP_017054246.1|DFIC	LOC6632466|XP_002055802.2|DVIR
OG0008993	LOC108100565|XP_017060031.1|DFIC	LOC6623203|XP_032288980.1|DVIR, LOC116649772|XP_032289943.1|DVIR
OG0008994	LOC108092716|XP_017047933.1|DFIC	LOC6629222|XP_002051942.1|DVIR
OG0008995	LOC108090947|XP_017045371.1|DFIC	LOC6627197|XP_032292969.1|DVIR
OG0008996	LOC108094666|XP_017050866.1|DFIC	LOC6633823|XP_002057102.1|DVIR
OG0008997	LOC108092841|XP_017048136.1|DFIC	LOC6636085|XP_002059616.2|DVIR
OG0008999	LOC108094224|XP_017050174.1|DFIC	LOC6635420|XP_032295488.1|DVIR
OG0009000	LOC108095347|XP_017051916.1|DFIC	LOC6633741|XP_002057026.2|DVIR
OG0009001	LOC108101202|XP_017060938.1|DFIC	LOC6634119|XP_002057720.1|DVIR
OG0009002	LOC108087962|XP_017041045.1|DFIC	LOC26531108|XP_015027858.1|DVIR
OG0009003	LOC108089339|XP_017043009.1|DFIC	LOC6622692|XP_015031534.1|DVIR
OG0009004	LOC108086389|XP_017038780.1|DFIC	LOC6629137|XP_032293592.1|DVIR
OG0009005	LOC108100862|XP_017060430.1|DFIC	LOC6629101|XP_002051685.1|DVIR
OG0009006	LOC108093368|XP_017048878.1|DFIC	LOC6629896|XP_002053991.1|DVIR
