Orthogroup	DFIC.longest_only	DPER.longest_only
OG0007955	LOC108101222|XP_017060960.1|DFIC	LOC6589275|XP_026844698.1|DPER
OG0007956	LOC108092620|XP_017047747.1|DFIC	LOC6593898|XP_002019077.1|DPER
OG0007957	LOC108089275|XP_017042939.1|DFIC	LOC6589878|XP_002014374.1|DPER
OG0007958	LOC108097595|XP_017055481.1|DFIC	LOC6599303|XP_026848243.1|DPER
OG0007959	LOC108096050|XP_017052885.1|DFIC	LOC6589440|XP_002014823.1|DPER
OG0007960	LOC108089193|XP_017042822.1|DFIC	LOC6588960|XP_026844340.1|DPER
OG0007961	LOC108095970|XP_017052802.1|DFIC	LOC6591779|XP_002017140.1|DPER
OG0007962	LOC108092947|XP_017048307.1|DFIC	LOC6597393|XP_026846401.1|DPER
OG0007963	LOC108092723|XP_017047941.1|DFIC	LOC6596271|XP_002021797.1|DPER
OG0007964	LOC108088198|XP_017041388.1|DFIC	LOC6593765|XP_026843537.1|DPER
OG0007965	LOC108093411|XP_017048937.1|DFIC	LOC6589865|XP_026844292.1|DPER
OG0007966	LOC108094143|XP_017050063.1|DFIC	LOC6589818|XP_002015341.1|DPER
OG0007967	LOC108089920|XP_017043890.1|DFIC	LOC6593369|XP_002018590.2|DPER
OG0007968	LOC108094144|XP_017050064.1|DFIC	LOC6595674|XP_026844378.1|DPER
OG0007969	LOC108089270|XP_017042930.1|DFIC	LOC6589330|XP_002014355.1|DPER
OG0007970	LOC108096694|XP_017053999.1|DFIC	LOC113565083|XP_026841424.1|DPER
OG0007971	LOC108091082|XP_017045576.1|DFIC	LOC6599164|XP_026848287.1|DPER
OG0007972	LOC108086654|XP_017039127.1|DFIC	LOC6590252|XP_002016544.1|DPER
OG0007973	LOC108094506|XP_017050595.1|DFIC	LOC6589380|XP_026844996.1|DPER
OG0007974	LOC108095580|XP_017052225.1|DFIC	LOC6597696|XP_002022877.1|DPER
OG0007975	LOC108090232|XP_017044319.1|DFIC	LOC6588281|XP_002014138.1|DPER
OG0007976	LOC108094643|XP_017050843.1|DFIC	LOC6602678|XP_002027689.2|DPER
OG0007977	LOC108100866|XP_017060438.1|DFIC	LOC6602215|XP_002027253.2|DPER
OG0007978	LOC108089780|XP_017043663.1|DFIC	LOC6589533|XP_026844238.1|DPER
OG0007979	LOC108098342|XP_017056673.1|DFIC	LOC6596459|XP_026843648.1|DPER
OG0007980	LOC108091271|XP_017045875.1|DFIC	LOC6596437|XP_026843530.1|DPER
OG0007981	LOC108094656|XP_017050855.1|DFIC	LOC6597759|XP_002022890.1|DPER
OG0007982	LOC108100023|XP_017059219.1|DFIC	LOC6589002|XP_002014324.2|DPER
OG0007983	LOC108095090|XP_017051515.1|DFIC	LOC6589478|XP_002014924.2|DPER
OG0007984	LOC108094452|XP_017050519.1|DFIC	LOC6593324|XP_026843534.1|DPER
OG0007985	LOC108100585|XP_017060054.1|DFIC	LOC113565473|XP_026843389.1|DPER
OG0007986	LOC108094508|XP_017050598.1|DFIC	LOC6589681|XP_002014766.2|DPER
OG0007987	LOC108092465|XP_017047542.1|DFIC	LOC6596491|XP_002021565.2|DPER
OG0007988	LOC108086328|XP_017038718.1|DFIC, LOC108098374|XP_017056718.1|DFIC	LOC6596530|XP_002021727.1|DPER
OG0007989	LOC108089237|XP_017042887.1|DFIC	LOC6589197|XP_002014359.1|DPER
OG0007990	LOC108089191|XP_017042818.1|DFIC	LOC6588728|XP_002014370.1|DPER
OG0007991	LOC108092503|XP_017047604.1|DFIC	LOC6588992|XP_026844083.1|DPER
OG0007992	LOC108100963|XP_017060603.1|DFIC	LOC113565574|XP_026843793.1|DPER
OG0007993	LOC108100779|XP_017060307.1|DFIC	LOC6588590|XP_002012989.2|DPER
OG0007994	LOC108089175|XP_017042800.1|DFIC	LOC6589270|XP_002014448.1|DPER
OG0007995	LOC108101726|XP_017061670.1|DFIC, LOC108092708|XP_017047915.1|DFIC	LOC6593866|XP_026843462.1|DPER
OG0007996	LOC108087597|XP_017040520.1|DFIC	LOC6604605|XP_026847177.1|DPER
OG0007997	LOC108088342|XP_017041577.1|DFIC	LOC6595795|XP_002021307.1|DPER
OG0007998	LOC108101229|XP_017060968.1|DFIC	LOC6589401|XP_026844173.1|DPER
OG0007999	LOC108100091|XP_017059322.1|DFIC	LOC6596577|XP_026843144.1|DPER
OG0008000	LOC108100054|XP_017059276.1|DFIC	LOC6596578|XP_002021665.1|DPER
OG0008001	LOC108092269|XP_017047291.1|DFIC	LOC6603043|XP_002028065.1|DPER
OG0008002	LOC108091524|XP_017046275.1|DFIC	LOC6589499|XP_002014589.1|DPER
OG0008003	LOC108092273|XP_017047296.1|DFIC	LOC6603041|XP_002028063.2|DPER
OG0008004	LOC108092810|XP_017048072.1|DFIC	LOC6598171|XP_026846157.1|DPER
OG0008005	LOC108095518|XP_017052115.1|DFIC	LOC6599221|XP_026848325.1|DPER
OG0008006	LOC108097635|XP_017055554.1|DFIC	LOC6600762|XP_002025770.1|DPER
OG0008007	LOC108091348|XP_017045990.1|DFIC	LOC6598538|XP_002023734.1|DPER
OG0008008	LOC108088347|XP_017041582.1|DFIC	LOC113566015|XP_026845517.1|DPER
OG0008009	LOC108091335|XP_017045967.1|DFIC	LOC6602770|XP_002027774.1|DPER
OG0008010	LOC108102131|XP_017062284.1|DFIC	LOC6603111|XP_026847095.1|DPER
OG0008011	LOC108096846|XP_017054248.1|DFIC	LOC6590776|XP_026841788.1|DPER
OG0008012	LOC108096893|XP_017054325.1|DFIC	LOC6602104|XP_002027149.1|DPER
OG0008013	LOC108094949|XP_017051300.1|DFIC	LOC6590623|XP_026841206.1|DPER
OG0008014	LOC108098626|XP_017057188.1|DFIC	LOC6591974|XP_026843747.1|DPER
OG0008015	LOC108100606|XP_017060084.1|DFIC	LOC6598880|XP_026847819.1|DPER
OG0008016	LOC108100608|XP_017060086.1|DFIC	LOC6598966|XP_002024054.1|DPER
OG0008017	LOC108095494|XP_017052090.1|DFIC	LOC6602586|XP_026845941.1|DPER
OG0008018	LOC108097120|XP_017054702.1|DFIC	LOC6596730|XP_026845998.1|DPER
OG0008019	LOC108097701|XP_017055673.1|DFIC	LOC6600759|XP_026848634.1|DPER
OG0008020	LOC108101080|XP_017060768.1|DFIC	LOC6594212|XP_002019671.2|DPER
OG0008021	LOC108097153|XP_017054763.1|DFIC	LOC6598470|XP_002023698.1|DPER
OG0008022	LOC108086534|XP_017038960.1|DFIC	LOC6588578|XP_026840073.1|DPER
OG0008023	LOC108097278|XP_017054967.1|DFIC	LOC6600020|XP_026849188.1|DPER
OG0008024	LOC108097335|XP_017055058.1|DFIC	LOC6596693|XP_002021962.2|DPER
OG0008025	LOC108097242|XP_017054909.1|DFIC	LOC6596726|XP_026845991.1|DPER
OG0008026	LOC108091085|XP_017045578.1|DFIC	LOC6599165|XP_002024356.2|DPER
OG0008027	LOC108086509|XP_017038927.1|DFIC	LOC6604150|XP_026848950.1|DPER
OG0008028	LOC108087233|XP_017040008.1|DFIC	LOC6591412|XP_002016938.1|DPER
OG0008029	LOC108091973|XP_017046872.1|DFIC	LOC6591658|XP_002016853.1|DPER
OG0008030	LOC108091392|XP_017046065.1|DFIC	LOC6592140|XP_002017276.1|DPER
OG0008031	LOC108092370|XP_017047401.1|DFIC	LOC6596418|XP_002021816.1|DPER
OG0008032	LOC108100774|XP_017060302.1|DFIC	LOC6587817|XP_026851031.1|DPER
OG0008033	LOC108102011|XP_017062098.1|DFIC	LOC6591602|XP_002017097.2|DPER
OG0008034	LOC108088021|XP_017041124.1|DFIC	LOC6591860|XP_002017350.1|DPER
OG0008035	LOC108097747|XP_017055745.1|DFIC	LOC6598204|XP_002023539.2|DPER
OG0008036	LOC108095959|XP_017052789.1|DFIC	LOC6594030|XP_002019640.1|DPER
OG0008037	LOC108095737|XP_017052403.1|DFIC	LOC6594042|XP_026850379.1|DPER
OG0008038	LOC108086489|XP_017038903.1|DFIC	LOC6597355|XP_002022557.2|DPER
OG0008039	LOC108093316|XP_017048792.1|DFIC	LOC6594955|XP_026840348.1|DPER
OG0008040	LOC108100756|XP_017060279.1|DFIC	LOC6588347|XP_002013193.2|DPER
OG0008041	LOC108097445|XP_017055204.1|DFIC	LOC6599412|XP_026847142.1|DPER
OG0008042	LOC108088010|XP_017041111.1|DFIC	LOC6598732|XP_002023879.2|DPER
OG0008043	LOC108091339|XP_017045973.1|DFIC	LOC6600132|XP_002025249.1|DPER
OG0008044	LOC108097005|XP_017054483.1|DFIC	LOC113566580|XP_026848611.1|DPER
OG0008045	LOC108097361|XP_017055092.1|DFIC	LOC6599326|XP_026847109.1|DPER
OG0008046	LOC108093318|XP_017048794.1|DFIC	LOC6594961|XP_002020329.1|DPER
OG0008047	LOC108098583|XP_017057111.1|DFIC	LOC6591414|XP_002016940.2|DPER
OG0008048	LOC108093317|XP_017048793.1|DFIC	LOC6594959|XP_002020327.1|DPER
OG0008049	LOC108098582|XP_017057109.1|DFIC	LOC6591415|XP_002016941.2|DPER
OG0008050	LOC108095839|XP_017052619.1|DFIC	LOC6592011|XP_002017439.2|DPER
OG0008051	LOC108088018|XP_017041121.1|DFIC	LOC6588572|XP_002013953.1|DPER
OG0008052	LOC108096737|XP_017054077.1|DFIC	LOC6591905|XP_026840250.1|DPER
OG0008053	LOC108094995|XP_017051321.1|DFIC	LOC6591589|XP_002016803.1|DPER
OG0008054	LOC108092858|XP_017048168.1|DFIC	LOC6600216|XP_026846616.1|DPER
OG0008055	LOC108091084|XP_017045577.1|DFIC	LOC6599166|XP_026848249.1|DPER
OG0008056	LOC108097347|XP_017055072.1|DFIC	LOC6596752|XP_002021935.1|DPER
OG0008057	LOC108090110|XP_017044116.1|DFIC	LOC6588128|XP_002014119.1|DPER
OG0008058	LOC108092028|XP_017046956.1|DFIC	LOC6587193|XP_026843210.1|DPER
OG0008059	LOC108090136|XP_017044165.1|DFIC	LOC6592059|XP_026841547.1|DPER
OG0008060	LOC108087260|XP_017040054.1|DFIC	LOC6594145|XP_002019771.1|DPER
OG0008061	LOC108095325|XP_017051894.1|DFIC	LOC6600778|XP_026845166.1|DPER
OG0008062	LOC108094702|XP_017050927.1|DFIC	LOC6597619|XP_002022757.1|DPER
OG0008063	LOC108088011|XP_017041112.1|DFIC	LOC6598731|XP_002023878.1|DPER
OG0008064	LOC108091112|XP_017045624.1|DFIC	LOC6599445|XP_026847195.1|DPER
OG0008065	LOC108097343|XP_017055068.1|DFIC	LOC6596915|XP_002021845.1|DPER
OG0008066	LOC108100919|XP_017060522.1|DFIC	LOC6600191|XP_026846719.1|DPER
OG0008067	LOC108097676|XP_017055622.1|DFIC	LOC6598302|XP_002023504.2|DPER
OG0008068	LOC108097778|XP_017055794.1|DFIC	LOC6599408|XP_026847112.1|DPER
OG0008069	LOC108097543|XP_017055389.1|DFIC	LOC6587654|XP_026851107.1|DPER
OG0008070	LOC108093319|XP_017048795.1|DFIC	LOC6594958|XP_002020326.2|DPER
OG0008071	LOC108095359|XP_017051929.1|DFIC	LOC6597533|XP_002022663.1|DPER
OG0008072	LOC108097408|XP_017055154.1|DFIC	LOC6597664|XP_026848886.1|DPER
OG0008073	LOC108095389|XP_017051958.1|DFIC	LOC6598217|XP_002023342.2|DPER
OG0008075	LOC108090677|XP_017044952.1|DFIC	LOC6592418|XP_026840820.1|DPER
OG0008076	LOC108091311|XP_017045923.1|DFIC	LOC6600145|XP_026846638.1|DPER
OG0008077	LOC108091401|XP_017046081.1|DFIC	LOC6591962|XP_002017504.1|DPER
OG0008078	LOC108097272|XP_017054958.1|DFIC	LOC6603077|XP_002028119.1|DPER
OG0008079	LOC108094723|XP_017050954.1|DFIC	LOC6597625|XP_002022763.1|DPER
OG0008080	LOC108091340|XP_017045976.1|DFIC	LOC6600143|XP_002025260.2|DPER
OG0008081	LOC108097238|XP_017054901.1|DFIC	LOC6596888|XP_002022103.2|DPER
OG0008082	LOC108086596|XP_017039054.1|DFIC	LOC6587406|XP_002013030.1|DPER
OG0008083	LOC108090113|XP_017044126.1|DFIC	LOC6588224|XP_002014123.2|DPER
OG0008084	LOC108099301|XP_017058186.1|DFIC	LOC6587889|XP_002012783.1|DPER
OG0008085	LOC108095728|XP_017052392.1|DFIC	LOC6587725|XP_002012938.1|DPER
OG0008086	LOC108090081|XP_017044073.1|DFIC	LOC6588188|XP_026846950.1|DPER
OG0008087	LOC108094696|XP_017050916.1|DFIC	LOC6600211|XP_026846713.1|DPER
OG0008088	LOC108097191|XP_017054824.1|DFIC	LOC6598580|XP_026846231.1|DPER
OG0008089	LOC108100353|XP_017059676.1|DFIC	LOC6601017|XP_002026139.2|DPER
OG0008090	LOC108097271|XP_017054957.1|DFIC	LOC6596659|XP_002021997.1|DPER
OG0008091	LOC108091997|XP_017046911.1|DFIC	LOC6587839|XP_002013458.1|DPER
OG0008092	LOC108101071|XP_017060752.1|DFIC	LOC6594416|XP_002019680.1|DPER
OG0008093	LOC108091079|XP_017045571.1|DFIC	LOC6599284|XP_026848292.1|DPER
OG0008094	LOC108093515|XP_017049096.1|DFIC	LOC6589692|XP_002015205.1|DPER
OG0008095	LOC108102065|XP_017062194.1|DFIC	LOC6594718|XP_002019403.1|DPER
OG0008096	LOC108097021|XP_017054527.1|DFIC	LOC6599947|XP_002025137.1|DPER
OG0008097	LOC108088637|XP_017042044.1|DFIC	LOC6597259|XP_002022453.1|DPER
OG0008098	LOC108087567|XP_017040484.1|DFIC	LOC6601973|XP_026849626.1|DPER
OG0008099	LOC108100403|XP_017059775.1|DFIC	LOC6595983|XP_002021049.1|DPER
OG0008100	LOC108092054|XP_017046997.1|DFIC	LOC6594258|XP_026850313.1|DPER
OG0008101	LOC108097596|XP_017055483.1|DFIC	LOC6599306|XP_026848294.1|DPER
OG0008102	LOC108096715|XP_017054043.1|DFIC	LOC113564934|XP_026840256.1|DPER
OG0008103	LOC108094633|XP_017050814.1|DFIC	LOC6597440|XP_002022382.1|DPER
OG0008104	LOC108096464|XP_017053564.1|DFIC	LOC6597059|XP_002022184.1|DPER
OG0008105	LOC108098852|XP_017057503.1|DFIC	LOC6588353|XP_026851134.1|DPER
OG0008106	LOC108088780|XP_017042226.1|DFIC	LOC6596139|XP_002021152.1|DPER
OG0008107	LOC108102082|XP_017062220.1|DFIC	LOC6594716|XP_002019401.2|DPER
OG0008108	LOC108092856|XP_017048165.1|DFIC	LOC6600215|XP_002025213.1|DPER
OG0008109	LOC108091279|XP_017045882.1|DFIC	LOC6600114|XP_002025281.1|DPER
OG0008110	LOC108091141|XP_017045665.1|DFIC	LOC6600786|XP_002025809.1|DPER
OG0008111	LOC108092837|XP_017048131.1|DFIC	LOC6598145|XP_002023482.2|DPER
OG0008112	LOC108097090|XP_017054634.1|DFIC	LOC6600444|XP_026848429.1|DPER
OG0008113	LOC108095619|XP_017052274.1|DFIC	LOC6602570|XP_026845887.1|DPER
OG0008114	LOC108095618|XP_017052273.1|DFIC	LOC6602581|XP_002027605.1|DPER
OG0008115	LOC108097950|XP_017056032.1|DFIC	LOC6598168|XP_026846142.1|DPER
OG0008116	LOC108098015|XP_017056151.1|DFIC	LOC6598165|XP_026846190.1|DPER
OG0008117	LOC108097587|XP_017055467.1|DFIC	LOC6597313|XP_002022501.2|DPER
OG0008118	LOC108092843|XP_017048138.1|DFIC	LOC6598147|XP_026846288.1|DPER
OG0008119	LOC108097717|XP_017055698.1|DFIC	LOC6600737|XP_002025775.1|DPER
OG0008120	LOC108091196|XP_017045767.1|DFIC	LOC6598283|XP_002023306.1|DPER
OG0008121	LOC108096700|XP_017054023.1|DFIC	LOC6592202|XP_002017837.1|DPER
OG0008122	LOC108097082|XP_017054614.1|DFIC	LOC6600224|XP_026846670.1|DPER
OG0008123	LOC108097248|XP_017054917.1|DFIC	LOC6598290|XP_002023313.1|DPER
OG0008124	LOC108092953|XP_017048315.1|DFIC	LOC6596868|XP_026845853.1|DPER
OG0008125	LOC108091327|XP_017045957.1|DFIC	LOC6596916|XP_002021846.1|DPER
OG0008126	LOC108097383|XP_017055125.1|DFIC	LOC113566674|XP_026849160.1|DPER
OG0008127	LOC108097177|XP_017054804.1|DFIC	LOC6600150|XP_026846698.1|DPER
OG0008128	LOC108094663|XP_017050863.1|DFIC	LOC6600153|XP_002025236.1|DPER
OG0008129	LOC108097279|XP_017054969.1|DFIC	LOC6596863|XP_026845817.1|DPER
OG0008130	LOC108088703|XP_017042134.1|DFIC	LOC6597333|XP_002022521.2|DPER
OG0008131	LOC108092855|XP_017048164.1|DFIC	LOC6600096|XP_002025209.2|DPER
OG0008132	LOC108092193|XP_017047209.1|DFIC	LOC6591653|XP_002016848.1|DPER
OG0008133	LOC108095555|XP_017052179.1|DFIC	LOC6599307|XP_002024428.2|DPER
OG0008134	LOC108097287|XP_017054990.1|DFIC	LOC6600061|XP_026849228.1|DPER
OG0008135	LOC108099460|XP_017058498.1|DFIC	LOC6594335|XP_026840492.1|DPER
OG0008136	LOC108089987|XP_017043976.1|DFIC	LOC6588914|XP_026844397.1|DPER
OG0008137	LOC108086491|XP_017038905.1|DFIC	LOC6597547|XP_026848934.1|DPER
OG0008138	LOC108089573|XP_017043419.1|DFIC	LOC6599707|XP_002024960.1|DPER
OG0008139	LOC108094938|XP_017051288.1|DFIC	LOC6590694|XP_002016625.1|DPER
OG0008140	LOC108091328|XP_017045958.1|DFIC	LOC113566041|XP_026845652.1|DPER
OG0008141	LOC108091221|XP_017045812.1|DFIC	LOC6598210|XP_026846134.1|DPER
OG0008142	LOC108097772|XP_017055787.1|DFIC	LOC6602903|XP_002027926.2|DPER
OG0008143	LOC108094677|XP_017050883.1|DFIC	LOC6603313|XP_002028293.1|DPER
OG0008144	LOC108096632|XP_017053871.1|DFIC	LOC6593220|XP_002018480.1|DPER
OG0008145	LOC108091217|XP_017045806.1|DFIC	LOC6597020|XP_026845737.1|DPER
OG0008146	LOC108095305|XP_017051854.1|DFIC	LOC6597544|XP_002022674.1|DPER
OG0008147	LOC108095302|XP_017051849.1|DFIC	LOC6597542|XP_026849278.1|DPER
OG0008148	LOC108097189|XP_017054821.1|DFIC	LOC6603080|XP_026847140.1|DPER
OG0008149	LOC108097263|XP_017054944.1|DFIC	LOC6599944|XP_026849122.1|DPER
OG0008150	LOC108091164|XP_017045693.1|DFIC	LOC6602892|XP_026849649.1|DPER
OG0008151	LOC108092782|XP_017048027.1|DFIC	LOC6602619|XP_026846665.1|DPER
OG0008152	LOC108097187|XP_017054819.1|DFIC	LOC6600441|XP_026848408.1|DPER
OG0008153	LOC108101908|XP_017061971.1|DFIC	LOC6590381|XP_002015483.2|DPER
OG0008154	LOC108087454|XP_017040304.1|DFIC	LOC113566031|XP_026845607.1|DPER
OG0008155	LOC108100667|XP_017060169.1|DFIC	LOC6602798|XP_002027849.1|DPER
OG0008156	LOC108100776|XP_017060303.1|DFIC	LOC6587910|XP_002012987.1|DPER
OG0008157	LOC108087363|XP_017040192.1|DFIC	LOC6588108|XP_002012866.1|DPER
OG0008158	LOC108097994|XP_017056120.1|DFIC	LOC6598138|XP_002023290.1|DPER
OG0008159	LOC108088314|XP_017041539.1|DFIC	LOC6599052|XP_026849019.1|DPER
OG0008160	LOC108094889|XP_017051215.1|DFIC	LOC6590135|XP_026841813.1|DPER
OG0008161	LOC108098994|XP_017057715.1|DFIC	LOC6599444|XP_002024508.2|DPER
OG0008162	LOC108097536|XP_017055372.1|DFIC	LOC6598312|XP_002023386.1|DPER
OG0008163	LOC108093090|XP_017048513.1|DFIC	LOC113566615|XP_026848846.1|DPER
OG0008164	LOC108102171|XP_017062360.1|DFIC	LOC6600706|XP_026848614.1|DPER
OG0008165	LOC108092961|XP_017048333.1|DFIC	LOC6600090|XP_002025182.2|DPER
OG0008166	LOC108095616|XP_017052270.1|DFIC	LOC113565942|XP_026845137.1|DPER
OG0008167	LOC108091160|XP_017045682.1|DFIC	LOC6603241|XP_002028217.1|DPER
OG0008168	LOC108091179|XP_017045727.1|DFIC	LOC6603223|XP_026845450.1|DPER
OG0008169	LOC108097028|XP_017054534.1|DFIC	LOC6596714|XP_002022037.1|DPER
OG0008170	LOC108086753|XP_017039281.1|DFIC	LOC6591259|XP_002015795.1|DPER
OG0008171	LOC108098010|XP_017056140.1|DFIC	LOC6600430|XP_002025535.2|DPER
OG0008172	LOC108098629|XP_017057193.1|DFIC	LOC6594182|XP_002019813.1|DPER
OG0008173	LOC108093426|XP_017048969.1|DFIC	LOC6596345|XP_002021700.1|DPER
OG0008174	LOC108096646|XP_017053899.1|DFIC	LOC6592639|XP_002017860.1|DPER
OG0008175	LOC108097592|XP_017055477.1|DFIC	LOC6597711|XP_026846397.1|DPER
OG0008176	LOC108097024|XP_017054530.1|DFIC	LOC6599948|XP_026849158.1|DPER
OG0008177	LOC108097259|XP_017054936.1|DFIC	LOC6600703|XP_002025818.1|DPER
OG0008178	LOC108095330|XP_017051900.1|DFIC	LOC6599117|XP_002024418.1|DPER
OG0008179	LOC108094629|XP_017050807.1|DFIC	LOC6602873|XP_002027908.1|DPER
OG0008180	LOC108097267|XP_017054954.1|DFIC	LOC6596660|XP_026845904.1|DPER
OG0008181	LOC108097269|XP_017054956.1|DFIC	LOC6596719|XP_002022042.1|DPER
OG0008182	LOC108090436|XP_017044602.1|DFIC	LOC6590648|XP_002016609.1|DPER
OG0008183	LOC108101931|XP_017062002.1|DFIC	LOC6601319|XP_026841869.1|DPER
OG0008184	LOC108089184|XP_017042809.1|DFIC	LOC6587172|XP_002013490.2|DPER
OG0008185	LOC108098676|XP_017057261.1|DFIC	LOC6588142|XP_026848905.1|DPER
OG0008186	LOC108090467|XP_017044653.1|DFIC	LOC6590705|XP_002015989.1|DPER
OG0008187	LOC108090468|XP_017044654.1|DFIC	LOC6590706|XP_026841162.1|DPER
OG0008188	LOC108101326|XP_017061123.1|DFIC	LOC6595510|XP_002020615.2|DPER
OG0008189	LOC108092745|XP_017047963.1|DFIC	LOC6596269|XP_002021795.1|DPER
OG0008190	LOC108100674|XP_017060179.1|DFIC	LOC6601042|XP_002026130.1|DPER
OG0008191	LOC108097244|XP_017054910.1|DFIC	LOC6596724|XP_002021940.1|DPER
OG0008192	LOC108097756|XP_017055757.1|DFIC	LOC6600736|XP_026848603.1|DPER
OG0008193	LOC108098128|XP_017056340.1|DFIC	LOC6597850|XP_002023012.2|DPER
OG0008194	LOC108101749|XP_017061700.1|DFIC	LOC6593696|XP_002018843.1|DPER
OG0008195	LOC108094782|XP_017051045.1|DFIC	LOC6592375|XP_002017997.1|DPER
OG0008196	LOC108096976|XP_017054444.1|DFIC	LOC6591269|XP_002016024.1|DPER
OG0008197	LOC108086950|XP_017039552.1|DFIC	LOC6595851|XP_026845701.1|DPER
OG0008198	LOC108097298|XP_017055001.1|DFIC	LOC6596841|XP_026845874.1|DPER
OG0008199	LOC108097655|XP_017055577.1|DFIC	LOC6597714|XP_002022865.2|DPER
OG0008200	LOC108096834|XP_017054228.1|DFIC	LOC6602102|XP_002027147.1|DPER
OG0008201	LOC108100666|XP_017060168.1|DFIC	LOC6602796|XP_002027847.1|DPER
OG0008202	LOC108100169|XP_017059424.1|DFIC	LOC6600593|XP_002025648.1|DPER
OG0008203	LOC108100481|XP_017059904.1|DFIC	LOC6600282|XP_002025395.1|DPER
OG0008204	LOC108092881|XP_017048212.1|DFIC	LOC6600380|XP_002025468.1|DPER
OG0008205	LOC108091123|XP_017045643.1|DFIC	LOC6598431|XP_026848666.1|DPER
OG0008206	LOC108096310|XP_017053286.1|DFIC	LOC6601862|XP_026849347.1|DPER
OG0008207	LOC108096424|XP_017053497.1|DFIC	LOC6601836|XP_002026902.2|DPER
OG0008208	LOC108094032|XP_017049952.1|DFIC	LOC6590697|XP_026841550.1|DPER
OG0008209	LOC108099191|XP_017058048.1|DFIC	LOC6601679|XP_026847563.1|DPER
OG0008210	LOC108086887|XP_017039436.1|DFIC	LOC6593160|XP_002018334.1|DPER
OG0008211	LOC108089251|XP_017042906.1|DFIC	LOC6589795|XP_002014463.1|DPER
OG0008212	LOC108088907|XP_017042403.1|DFIC	LOC6602349|XP_002027428.1|DPER
OG0008213	LOC108092847|XP_017048155.1|DFIC	LOC6602755|XP_002027784.1|DPER
OG0008214	LOC108089446|XP_017043175.1|DFIC	LOC6595959|XP_002021197.1|DPER
OG0008215	LOC108097988|XP_017056107.1|DFIC	LOC6602672|XP_002027712.2|DPER
OG0008216	LOC108100421|XP_017059807.1|DFIC	LOC6596035|XP_002021034.1|DPER
OG0008217	LOC108097470|XP_017055230.1|DFIC	LOC6602875|XP_026849663.1|DPER
OG0008218	LOC108093737|XP_017049483.1|DFIC	LOC6590518|XP_002016086.2|DPER
OG0008219	LOC108088627|XP_017042031.1|DFIC	LOC6597414|XP_002022422.2|DPER
OG0008220	LOC108091219|XP_017045810.1|DFIC	LOC6596900|XP_026849896.1|DPER
OG0008221	LOC108096036|XP_017052871.1|DFIC	LOC6588940|XP_026844847.1|DPER
OG0008222	LOC108088787|XP_017042237.1|DFIC	LOC6603441|XP_002028395.1|DPER
OG0008223	LOC108096375|XP_017053416.1|DFIC	LOC6596947|XP_002022228.2|DPER
OG0008224	LOC108096278|XP_017053230.1|DFIC	LOC6601832|XP_002026898.1|DPER
OG0008225	LOC108095591|XP_017052242.1|DFIC	LOC6597284|XP_026846504.1|DPER
OG0008226	LOC108097286|XP_017054983.1|DFIC	LOC6597739|XP_002022959.2|DPER
OG0008227	LOC108086595|XP_017039053.1|DFIC	LOC6587393|XP_026849390.1|DPER
OG0008228	LOC108088448|XP_017041714.1|DFIC	LOC6595137|XP_026848618.1|DPER
OG0008229	LOC108087187|XP_017039933.1|DFIC	LOC6588202|XP_026850547.1|DPER
OG0008230	LOC108087331|XP_017040150.1|DFIC	LOC6594179|XP_002019810.1|DPER
OG0008232	LOC108100588|XP_017060057.1|DFIC	LOC113566021|XP_026845547.1|DPER, LOC6595885|XP_002021398.1|DPER
OG0008233	LOC108098345|XP_017056676.1|DFIC, LOC108098344|XP_017056674.1|DFIC	LOC6593383|XP_002019082.1|DPER
OG0008234	LOC108090816|XP_017045163.1|DFIC	LOC6590745|XP_002015676.2|DPER
OG0008235	LOC108095539|XP_017052157.1|DFIC	LOC6599216|XP_026848268.1|DPER
OG0008236	LOC108101345|XP_017061141.1|DFIC	LOC6602134|XP_002027105.1|DPER
OG0008237	LOC108101579|XP_017061480.1|DFIC	LOC6591014|XP_002016366.2|DPER
OG0008238	LOC108100337|XP_017059644.1|DFIC	LOC6599578|XP_026849573.1|DPER
OG0008239	LOC108093258|XP_017048723.1|DFIC	LOC113566003|XP_026845423.1|DPER
OG0008240	LOC108096612|XP_017053845.1|DFIC	LOC6592682|XP_002017949.1|DPER
OG0008243	LOC108087725|XP_017040735.1|DFIC	LOC6602082|XP_026841084.1|DPER
OG0008244	LOC108099577|XP_017058669.1|DFIC	LOC6588003|XP_002012817.1|DPER
OG0008245	LOC108094771|XP_017051033.1|DFIC	LOC6590566|XP_002016697.1|DPER
OG0008246	LOC108093676|XP_017049344.1|DFIC	LOC6592315|XP_002017574.1|DPER
OG0008247	LOC108095890|XP_017052692.1|DFIC	LOC6598681|XP_026849897.1|DPER
OG0008248	LOC108086521|XP_017038939.1|DFIC	LOC6587391|XP_002013027.1|DPER
OG0008249	LOC108099383|XP_017058370.1|DFIC	LOC6595300|XP_026850597.1|DPER
OG0008250	LOC108096945|XP_017054394.1|DFIC	LOC6590897|XP_002016264.1|DPER
OG0008251	LOC108094219|XP_017050166.1|DFIC	LOC6590885|XP_026841511.1|DPER
OG0008252	LOC108090408|XP_017044549.1|DFIC	LOC6592997|XP_002017980.1|DPER
OG0008253	LOC108090314|XP_017044415.1|DFIC	LOC6590438|XP_002015734.1|DPER
