Orthogroup	DFIC.longest_only	AAEG.longest_only
OG0005799	LOC108098523|XP_017056986.1|DFIC	LOC5575803|XP_021705383.1|AAEG
OG0005800	LOC108098613|XP_017057165.1|DFIC	LOC5575805|XP_001662231.1|AAEG
OG0005801	LOC108098612|XP_017057164.1|DFIC	LOC5575807|XP_021705327.1|AAEG
OG0005802	LOC108097195|XP_017054832.1|DFIC	LOC5578475|XP_001656998.2|AAEG, LOC110680731|XP_021712214.1|AAEG
OG0005803	LOC108098861|XP_017057516.1|DFIC	LOC5578458|XP_021709948.1|AAEG
OG0005804	LOC108087370|XP_017040200.1|DFIC	LOC5578450|XP_001656971.1|AAEG
OG0005805	LOC108101894|XP_017061943.1|DFIC	LOC5578443|XP_001656963.1|AAEG
OG0005806	LOC108092214|XP_017047235.1|DFIC	LOC5563982|XP_021707487.1|AAEG
OG0005807	LOC108091911|XP_017046785.1|DFIC	LOC110679479|XP_021709864.1|AAEG
OG0005808	LOC108094721|XP_017050951.1|DFIC	LOC5563959|XP_001648297.2|AAEG
OG0005809	LOC108100265|XP_017059537.1|DFIC	LOC5574132|XP_001661201.1|AAEG
OG0005810	LOC108098529|XP_017056995.1|DFIC	LOC5574140|XP_001661209.1|AAEG
OG0005811	LOC108098530|XP_017056996.1|DFIC	LOC5574141|XP_001661210.1|AAEG
OG0005812	LOC108092015|XP_017046940.1|DFIC	LOC5579951|XP_021710171.1|AAEG
OG0005813	LOC108098766|XP_017057387.1|DFIC	LOC5579949|XP_021710079.1|AAEG
OG0005814	LOC108090218|XP_017044300.1|DFIC	LOC5579944|XP_001652233.2|AAEG
OG0005815	LOC108094246|XP_017050193.1|DFIC	LOC5579942|XP_021705918.1|AAEG
OG0005816	LOC108100762|XP_017060287.1|DFIC	LOC5578896|XP_021710318.1|AAEG
OG0005817	LOC108097646|XP_017055567.1|DFIC	LOC5568669|XP_001652504.2|AAEG
OG0005818	LOC108095960|XP_017052790.1|DFIC	LOC110679571|XP_021710267.1|AAEG
OG0005819	LOC108098417|XP_017056803.1|DFIC	LOC5570882|XP_001659391.1|AAEG
OG0005820	LOC108098429|XP_017056813.1|DFIC	LOC5570880|XP_001659393.1|AAEG
OG0005821	LOC108089086|XP_017042685.1|DFIC	LOC5577808|XP_001663575.1|AAEG
OG0005822	LOC108088205|XP_017041395.1|DFIC	LOC5577809|XP_001663577.1|AAEG
OG0005823	LOC108092799|XP_017048059.1|DFIC	LOC5577810|XP_001663578.2|AAEG
OG0005824	LOC108098854|XP_017057506.1|DFIC	LOC5577815|XP_001663584.2|AAEG
OG0005825	LOC108100732|XP_017060257.1|DFIC	LOC5567162|XP_001651592.1|AAEG
OG0005826	LOC108098789|XP_017057419.1|DFIC	LOC5567160|XP_001651590.1|AAEG
OG0005827	LOC108095968|XP_017052800.1|DFIC	LOC5567158|XP_001651589.1|AAEG
OG0005828	LOC108093213|XP_017048665.1|DFIC	LOC5567155|XP_001651583.1|AAEG
OG0005829	LOC108099558|XP_017058633.1|DFIC	LOC5567153|XP_021710813.1|AAEG
OG0005830	LOC108100468|XP_017059888.1|DFIC	LOC5573600|XP_001654734.1|AAEG
OG0005831	LOC108100723|XP_017060246.1|DFIC	LOC5573597|XP_001654731.2|AAEG
OG0005832	LOC108100709|XP_017060229.1|DFIC	LOC110678733|XP_021707692.1|AAEG
OG0005833	LOC108100327|XP_017059623.1|DFIC	LOC5573590|XP_021704634.1|AAEG
OG0005834	LOC108100332|XP_017059631.1|DFIC	LOC5573585|XP_021704639.1|AAEG
OG0005835	LOC108100150|XP_017059396.1|DFIC	LOC5573581|XP_001654715.2|AAEG
OG0005836	LOC108099926|XP_017059084.1|DFIC	LOC5573579|XP_001654713.2|AAEG
OG0005837	LOC108092051|XP_017046989.1|DFIC	LOC5573577|XP_021706120.1|AAEG
OG0005838	LOC108092154|XP_017047160.1|DFIC	LOC5573573|XP_021707748.1|AAEG
OG0005839	LOC108092464|XP_017047541.1|DFIC	LOC5578550|XP_021709295.1|AAEG
OG0005840	LOC108087286|XP_017040083.1|DFIC	LOC5578551|XP_001663942.2|AAEG
OG0005841	LOC108096127|XP_017052993.1|DFIC	LOC5577226|XP_021705914.1|AAEG
OG0005842	LOC108097313|XP_017055019.1|DFIC	LOC23687739|XP_011493184.1|AAEG
OG0005843	LOC108087514|XP_017040406.1|DFIC	LOC5577324|XP_021708361.1|AAEG
OG0005844	LOC108088309|XP_017041529.1|DFIC	LOC5577322|XP_001656400.1|AAEG
OG0005845	LOC108090190|XP_017044266.1|DFIC	LOC5577335|XP_021710799.1|AAEG
OG0005846	LOC108099317|XP_017058217.1|DFIC	LOC5577336|XP_021706852.1|AAEG
OG0005847	LOC108099530|XP_017058586.1|DFIC	LOC5577342|XP_001656420.2|AAEG
OG0005848	LOC108094690|XP_017050902.1|DFIC	LOC5577365|XP_001656445.1|AAEG
OG0005849	LOC108094607|XP_017050747.1|DFIC	LOC5577379|XP_021707561.1|AAEG
OG0005850	LOC108091111|XP_017045623.1|DFIC	LOC5577100|XP_021705695.1|AAEG
OG0005851	LOC108088189|XP_017041378.1|DFIC	LOC5570990|XP_001659448.2|AAEG
OG0005852	LOC108102078|XP_017062210.1|DFIC	LOC110678329|XP_021706756.1|AAEG
OG0005853	LOC108093578|XP_017049193.1|DFIC	LOC5574440|XP_021705350.1|AAEG
OG0005854	LOC108098526|XP_017056993.1|DFIC	LOC5575383|XP_021705709.1|AAEG
OG0005855	LOC108101777|XP_017061740.1|DFIC	LOC5575382|XP_021704205.1|AAEG
OG0005856	LOC108094615|XP_017050778.1|DFIC	LOC5569014|XP_021708051.1|AAEG
OG0005857	LOC108101052|XP_017060725.1|DFIC	LOC5568987|XP_001652642.1|AAEG
OG0005858	LOC108087969|XP_017041057.1|DFIC	LOC23687604|XP_021704779.1|AAEG
OG0005859	LOC108089981|XP_017043971.1|DFIC	LOC5568208|XP_021705142.1|AAEG
OG0005860	LOC108098449|XP_017056846.1|DFIC	LOC5578822|XP_021708307.1|AAEG
OG0005861	LOC108098670|XP_017057249.1|DFIC	LOC5572484|XP_021705402.1|AAEG
OG0005862	LOC108090308|XP_017044407.1|DFIC	LOC5572476|XP_021710165.1|AAEG, LOC110680708|XP_021712189.1|AAEG
OG0005863	LOC108087711|XP_017040720.1|DFIC	LOC23687538|XP_011493159.2|AAEG
OG0005864	LOC108099319|XP_017058238.1|DFIC	LOC5575422|XP_001661944.2|AAEG
OG0005865	LOC108092014|XP_017046939.1|DFIC	LOC5564785|XP_001649142.1|AAEG
OG0005866	LOC108093775|XP_017049534.1|DFIC	LOC5564796|XP_021706032.1|AAEG
OG0005867	LOC108096920|XP_017054402.1|DFIC, LOC108098166|XP_017056387.1|DFIC	LOC5564790|XP_001649133.2|AAEG
OG0005868	LOC108086633|XP_017039097.1|DFIC	LOC5564777|XP_001649112.1|AAEG
OG0005869	LOC108086505|XP_017038920.1|DFIC	LOC5564784|XP_001649114.1|AAEG
OG0005870	LOC108097333|XP_017055056.1|DFIC	LOC5564770|XP_001649121.1|AAEG
OG0005871	LOC108095606|XP_017052259.1|DFIC	LOC5577027|XP_001663121.1|AAEG
OG0005872	LOC108099373|XP_017058354.1|DFIC	LOC5577026|XP_021704956.1|AAEG
OG0005873	LOC108099429|XP_017058449.1|DFIC	LOC5572247|XP_001653938.2|AAEG
OG0005874	LOC108094644|XP_017050838.1|DFIC	LOC5564087|XP_021706445.1|AAEG
OG0005875	LOC108101575|XP_017061475.1|DFIC	LOC5572136|XP_021706317.1|AAEG
OG0005876	LOC108091318|XP_017045938.1|DFIC	LOC5570026|XP_021704159.1|AAEG
OG0005877	LOC108094650|XP_017050848.1|DFIC	LOC5570050|XP_021708576.1|AAEG
OG0005878	LOC108091173|XP_017045708.1|DFIC	LOC5565745|XP_021707813.1|AAEG
OG0005879	LOC108091114|XP_017045626.1|DFIC	LOC5579837|XP_001651512.1|AAEG
OG0005880	LOC108088873|XP_017042350.1|DFIC	LOC5578190|XP_021705785.1|AAEG
OG0005881	LOC108087491|XP_017040370.1|DFIC	LOC5578184|XP_001656828.1|AAEG
OG0005882	LOC108102166|XP_017062353.1|DFIC	LOC5578194|XP_021705884.1|AAEG
OG0005883	LOC108099088|XP_017057893.1|DFIC	LOC110679519|XP_021710035.1|AAEG
OG0005884	LOC108093212|XP_017048664.1|DFIC	LOC5578205|XP_011493735.2|AAEG
OG0005885	LOC108086954|XP_017039556.1|DFIC	LOC5570805|XP_021709306.1|AAEG
OG0005886	LOC108100373|XP_017059709.1|DFIC	LOC5570806|XP_021707582.1|AAEG
OG0005887	LOC108087490|XP_017040368.1|DFIC	LOC5570811|XP_021709050.1|AAEG
OG0005888	LOC108088796|XP_017042249.1|DFIC	LOC5570813|XP_021705541.1|AAEG
OG0005889	LOC108089505|XP_017043308.1|DFIC	LOC5573021|XP_021710069.1|AAEG
OG0005890	LOC108097146|XP_017054754.1|DFIC	LOC5572118|XP_021710581.1|AAEG
OG0005891	LOC108100395|XP_017059744.1|DFIC	LOC5572119|XP_001660206.1|AAEG
OG0005892	LOC108100665|XP_017060167.1|DFIC	LOC5572122|XP_001660203.1|AAEG
OG0005893	LOC108096407|XP_017053469.1|DFIC	LOC23687963|XP_011493441.1|AAEG
OG0005894	LOC108096408|XP_017053470.1|DFIC	LOC5570580|XP_001653244.2|AAEG
OG0005895	LOC108096409|XP_017053471.1|DFIC	LOC5570575|XP_001653245.1|AAEG
OG0005896	LOC108100619|XP_017060101.1|DFIC	LOC5570581|XP_001653243.2|AAEG
OG0005897	LOC108095452|XP_017052052.1|DFIC	LOC5570582|XP_021704722.1|AAEG
OG0005898	LOC108094681|XP_017050890.1|DFIC	LOC5579050|XP_001657248.1|AAEG
OG0005899	LOC108094030|XP_017049950.1|DFIC	LOC5576220|XP_001655998.2|AAEG
OG0005900	LOC108091515|XP_017046260.1|DFIC	LOC5576218|XP_021709290.1|AAEG
OG0005901	LOC108096804|XP_017054179.1|DFIC	LOC5571176|XP_001653482.2|AAEG
OG0005902	LOC108101526|XP_017061387.1|DFIC	LOC5571166|XP_021706038.1|AAEG
OG0005903	LOC108087204|XP_017039959.1|DFIC	LOC5571173|XP_001653486.1|AAEG
OG0005904	LOC108087333|XP_017040154.1|DFIC	LOC5571178|XP_001653489.2|AAEG
OG0005905	LOC108100507|XP_017059947.1|DFIC	LOC5571159|XP_021709920.1|AAEG
OG0005906	LOC108088282|XP_017041492.1|DFIC	LOC5568380|XP_001658030.3|AAEG
OG0005907	LOC108100442|XP_017059853.1|DFIC	LOC110680448|XP_021711933.1|AAEG, LOC5568391|XP_021705858.1|AAEG
OG0005908	LOC108096369|XP_017053409.1|DFIC	LOC5563849|XP_001648164.1|AAEG
OG0005909	LOC108088909|XP_017042407.1|DFIC	LOC5576402|XP_021704878.1|AAEG
OG0005910	LOC108093981|XP_017049879.1|DFIC	LOC5566612|XP_021709871.1|AAEG
OG0005911	LOC108093982|XP_017049880.1|DFIC	LOC5566611|XP_001651008.2|AAEG
OG0005912	LOC108093736|XP_017049480.1|DFIC	LOC5566608|XP_001651005.2|AAEG
OG0005913	LOC108095780|XP_017052523.1|DFIC	LOC5566585|XP_001650980.2|AAEG
OG0005914	LOC108093840|XP_017049659.1|DFIC	LOC5566583|XP_021704540.1|AAEG
OG0005915	LOC108093841|XP_017049660.1|DFIC	LOC5566632|XP_021707046.1|AAEG
OG0005916	LOC108095215|XP_017051715.1|DFIC	LOC5565223|XP_021704549.1|AAEG
OG0005917	LOC108095169|XP_017051622.1|DFIC	LOC5568201|XP_001657919.2|AAEG
OG0005918	LOC108095372|XP_017051940.1|DFIC	LOC5568202|XP_001657918.2|AAEG
OG0005919	LOC108090647|XP_017044914.1|DFIC	LOC5570372|XP_021706824.1|AAEG
OG0005920	LOC108093658|XP_017049322.1|DFIC	LOC5563911|XP_001648224.1|AAEG
OG0005921	LOC108100283|XP_017059557.1|DFIC	LOC110680623|XP_021712110.1|AAEG, LOC5563902|XP_021709765.1|AAEG
OG0005922	LOC108097128|XP_017054713.1|DFIC	LOC5569533|XP_001652844.2|AAEG
OG0005923	LOC108100568|XP_017060035.1|DFIC	LOC5569539|XP_001652851.2|AAEG
OG0005924	LOC108086939|XP_017039537.1|DFIC	LOC5569540|XP_001652852.1|AAEG
OG0005925	LOC108089606|XP_017043455.1|DFIC	LOC5575322|XP_021704361.1|AAEG
OG0005926	LOC108097879|XP_017055904.1|DFIC	LOC5571127|XP_021708993.1|AAEG, LOC110681324|XP_021712770.1|AAEG
OG0005927	LOC108090203|XP_017044279.1|DFIC	LOC5571108|XP_021706164.1|AAEG
OG0005928	LOC108097501|XP_017055298.1|DFIC	LOC5571110|XP_021706166.1|AAEG
OG0005929	LOC108100315|XP_017059608.1|DFIC	LOC5571111|XP_001659551.2|AAEG
OG0005930	LOC108093773|XP_017049533.1|DFIC	LOC5571122|XP_001659563.2|AAEG, LOC110679710|XP_021711032.1|AAEG
OG0005931	LOC108094300|XP_017050305.1|DFIC	LOC5571125|XP_001659566.1|AAEG
OG0005932	LOC108090878|XP_017045262.1|DFIC	LOC5574778|XP_021709594.1|AAEG
OG0005933	LOC108090356|XP_017044470.1|DFIC	LOC5578345|XP_021704458.1|AAEG
OG0005934	LOC108086731|XP_017039248.1|DFIC	LOC5578333|XP_021710764.1|AAEG
OG0005935	LOC108088781|XP_017042227.1|DFIC	LOC5578336|XP_001656907.2|AAEG
OG0005936	LOC108088217|XP_017041412.1|DFIC	LOC5578339|XP_001656904.2|AAEG
OG0005937	LOC108088783|XP_017042233.1|DFIC	LOC5578341|XP_021711621.1|AAEG
OG0005938	LOC108093752|XP_017049508.1|DFIC	LOC110677921|XP_021705629.1|AAEG
OG0005939	LOC108097784|XP_017055804.1|DFIC	LOC5573756|XP_001654783.1|AAEG
OG0005940	LOC108096730|XP_017054063.1|DFIC	LOC5573750|XP_021706099.1|AAEG
OG0005941	LOC108090954|XP_017045388.1|DFIC	LOC5573748|XP_001654776.2|AAEG
OG0005942	LOC108094306|XP_017050316.1|DFIC	LOC5573735|XP_021706483.1|AAEG
OG0005943	LOC108094272|XP_017050233.1|DFIC	LOC5573733|XP_021704398.1|AAEG
OG0005944	LOC108094324|XP_017050357.1|DFIC	LOC5573731|XP_001654758.1|AAEG
OG0005945	LOC108096789|XP_017054154.1|DFIC	LOC5573730|XP_021704985.1|AAEG
OG0005946	LOC108096879|XP_017054304.1|DFIC	LOC5579667|XP_021707882.1|AAEG
OG0005947	LOC108090363|XP_017044478.1|DFIC	LOC5579652|XP_021709459.1|AAEG
OG0005948	LOC108088351|XP_017041587.1|DFIC	LOC5577244|XP_001656350.2|AAEG
OG0005949	LOC108088815|XP_017042272.1|DFIC	LOC5577242|XP_001656348.2|AAEG, LOC110681169|XP_021712632.1|AAEG
OG0005950	LOC108100080|XP_017059310.1|DFIC	LOC5564727|XP_001649069.2|AAEG
OG0005951	LOC108087536|XP_017040432.1|DFIC	LOC110678170|XP_021706485.1|AAEG
OG0005952	LOC108100078|XP_017059307.1|DFIC	LOC5565494|XP_001649841.1|AAEG
OG0005953	LOC108089906|XP_017043872.1|DFIC	LOC5565505|XP_001649842.1|AAEG
OG0005954	LOC108089941|XP_017043919.1|DFIC	LOC5565497|XP_021705136.1|AAEG
OG0005955	LOC108098791|XP_017057418.1|DFIC	LOC5565500|XP_021705146.1|AAEG
OG0005956	LOC108093858|XP_017049687.1|DFIC	LOC5573069|XP_021709006.1|AAEG
OG0005957	LOC108092213|XP_017047234.1|DFIC	LOC5573066|XP_001654397.1|AAEG
OG0005958	LOC108095983|XP_017052816.1|DFIC	LOC5573059|XP_021705803.1|AAEG
OG0005959	LOC108101248|XP_017060993.1|DFIC	LOC110678347|XP_021706792.1|AAEG, LOC5577488|XP_001663406.1|AAEG
OG0005960	LOC108087593|XP_017040514.1|DFIC	LOC5571000|XP_021704625.1|AAEG
OG0005961	LOC108093733|XP_017049477.1|DFIC	LOC5571002|XP_021710425.1|AAEG
OG0005962	LOC108094953|XP_017051305.1|DFIC	LOC5571010|XP_001653439.1|AAEG
OG0005963	LOC108098707|XP_017057309.1|DFIC	LOC5571013|XP_001653443.2|AAEG
OG0005964	LOC108096770|XP_017054132.1|DFIC	LOC5575076|XP_021705480.1|AAEG
OG0005965	LOC108090707|XP_017044989.1|DFIC	LOC5575080|XP_001661806.2|AAEG
OG0005966	LOC108086730|XP_017039247.1|DFIC	LOC5575087|XP_021709807.1|AAEG
OG0005967	LOC108094740|XP_017050977.1|DFIC	LOC5572365|XP_001660320.1|AAEG
OG0005968	LOC108094918|XP_017051257.1|DFIC	LOC5567137|XP_001651565.1|AAEG
OG0005969	LOC108090940|XP_017045365.1|DFIC	LOC5574124|XP_021709120.1|AAEG
OG0005970	LOC108089749|XP_017043625.1|DFIC	LOC5574237|XP_021708770.1|AAEG
OG0005971	LOC108096645|XP_017053898.1|DFIC	LOC5576254|XP_021704837.1|AAEG
OG0005972	LOC108100341|XP_017059650.1|DFIC	LOC5576251|XP_021705525.1|AAEG
OG0005973	LOC108100271|XP_017059544.1|DFIC	LOC5575280|XP_001661880.1|AAEG
OG0005974	LOC108100405|XP_017059777.1|DFIC	LOC5575273|XP_021707888.1|AAEG
OG0005975	LOC108100343|XP_017059657.1|DFIC	LOC5565582|XP_001649939.1|AAEG
OG0005977	LOC108094959|XP_017051312.1|DFIC	LOC5575269|XP_001661872.2|AAEG
OG0005978	LOC108093805|XP_017049605.1|DFIC	LOC5575271|XP_001661868.1|AAEG
OG0005979	LOC108087800|XP_017040835.1|DFIC	LOC5573625|XP_001660943.1|AAEG
OG0005980	LOC108093953|XP_017049842.1|DFIC	LOC5573629|XP_021707466.1|AAEG
OG0005981	LOC108101683|XP_017061599.1|DFIC	LOC23687867|XP_021711618.1|AAEG
OG0005982	LOC108094036|XP_017049958.1|DFIC	LOC5563815|XP_001648099.1|AAEG
OG0005983	LOC108097542|XP_017055384.1|DFIC	LOC5563813|XP_001648098.1|AAEG
OG0005984	LOC108098049|XP_017056219.1|DFIC	LOC5573835|XP_021707249.1|AAEG
OG0005985	LOC108091163|XP_017045692.1|DFIC	LOC5573836|XP_021708339.1|AAEG
OG0005986	LOC108091105|XP_017045617.1|DFIC	LOC5573829|XP_021705455.1|AAEG
OG0005987	LOC108095583|XP_017052227.1|DFIC	LOC5574298|XP_021707684.1|AAEG
OG0005988	LOC108094010|XP_017049927.1|DFIC	LOC5563757|XP_021709436.1|AAEG
OG0005989	LOC108094873|XP_017051190.1|DFIC	LOC5577098|XP_021709658.1|AAEG
OG0005990	LOC108093867|XP_017049697.1|DFIC	LOC5577097|XP_021706108.1|AAEG
OG0005991	LOC108090391|XP_017044529.1|DFIC	LOC5577095|XP_001663180.1|AAEG
OG0005992	LOC108089745|XP_017043619.1|DFIC	LOC5577460|XP_001663396.2|AAEG
OG0005993	LOC108089746|XP_017043620.1|DFIC	LOC5577466|XP_021710504.1|AAEG
OG0005994	LOC108088921|XP_017042426.1|DFIC	LOC5571878|XP_021710762.1|AAEG
OG0005995	LOC108100704|XP_017060221.1|DFIC	LOC5575860|XP_021709082.1|AAEG
OG0005996	LOC108088818|XP_017042275.1|DFIC	LOC5575858|XP_001662267.1|AAEG
OG0005997	LOC108096833|XP_017054227.1|DFIC	LOC5568695|XP_001652518.2|AAEG
OG0005998	LOC108087414|XP_017040243.1|DFIC	LOC110679587|XP_021710432.1|AAEG
OG0005999	LOC108099045|XP_017057795.1|DFIC	LOC5568711|XP_001652536.1|AAEG
OG0006000	LOC108090426|XP_017044584.1|DFIC	LOC5568714|XP_021709749.1|AAEG
OG0006001	LOC108099781|XP_017058899.1|DFIC	LOC5574265|XP_021708347.1|AAEG
OG0006002	LOC108090908|XP_017045318.1|DFIC	LOC5563823|XP_001648145.2|AAEG
OG0006003	LOC108087475|XP_017040340.1|DFIC	LOC5563827|XP_021704627.1|AAEG
OG0006004	LOC108091375|XP_017046026.1|DFIC	LOC5567430|XP_001657422.1|AAEG
OG0006005	LOC108086436|XP_017038836.1|DFIC	LOC5575696|XP_001662142.2|AAEG
OG0006006	LOC108095195|XP_017051691.1|DFIC	LOC5566300|XP_001650689.2|AAEG
OG0006007	LOC108094318|XP_017050345.1|DFIC	LOC5573474|XP_021705407.1|AAEG
OG0006008	LOC108092494|XP_017047582.1|DFIC	LOC5566304|XP_021709183.1|AAEG
OG0006009	LOC108100434|XP_017059839.1|DFIC	LOC110681445|XP_021712900.1|AAEG, LOC5573470|XP_021705046.1|AAEG
OG0006010	LOC108088881|XP_017042364.1|DFIC	LOC23687966|XP_021706500.1|AAEG
OG0006011	LOC108099117|XP_017057936.1|DFIC	LOC5577172|XP_001663254.2|AAEG
OG0006012	LOC108100292|XP_017059573.1|DFIC	LOC5569782|XP_021711413.1|AAEG
OG0006013	LOC108096495|XP_017053594.1|DFIC	LOC5569787|XP_021705605.1|AAEG
OG0006014	LOC108095447|XP_017052046.1|DFIC	LOC5574960|XP_001655431.2|AAEG
OG0006015	LOC108101834|XP_017061837.1|DFIC	LOC23687737|XP_021705989.1|AAEG
OG0006016	LOC108090354|XP_017044466.1|DFIC	LOC5573350|XP_021705674.1|AAEG
OG0006017	LOC108086676|XP_017039157.1|DFIC	LOC5573349|XP_001660831.2|AAEG
OG0006018	LOC108095184|XP_017051659.1|DFIC	LOC5573352|XP_021704340.1|AAEG
OG0006019	LOC108096917|XP_017054357.1|DFIC	LOC5573360|XP_021706074.1|AAEG
OG0006020	LOC108100557|XP_017060019.1|DFIC	LOC5564745|XP_001649088.2|AAEG
OG0006021	LOC108089412|XP_017043101.1|DFIC	LOC5564744|XP_021708098.1|AAEG
OG0006022	LOC108092676|XP_017047848.1|DFIC	LOC5567368|XP_021710034.1|AAEG
OG0006023	LOC108095897|XP_017052702.1|DFIC	LOC5575037|XP_001661768.1|AAEG
OG0006024	LOC108097930|XP_017055971.1|DFIC	LOC110680707|XP_021712188.1|AAEG, LOC5567355|XP_021708032.1|AAEG
OG0006025	LOC108086688|XP_017039171.1|DFIC	LOC5580239|XP_001662431.1|AAEG
OG0006026	LOC108099597|XP_017058698.1|DFIC	LOC5563869|XP_021708782.1|AAEG
OG0006027	LOC108094832|XP_017051113.1|DFIC	LOC5572397|XP_021709286.1|AAEG
OG0006028	LOC108101597|XP_017061498.1|DFIC	LOC5576764|XP_001662850.2|AAEG
OG0006029	LOC108090435|XP_017044601.1|DFIC	LOC5576765|XP_001662847.2|AAEG
OG0006030	LOC108099634|XP_017058753.1|DFIC	LOC5565337|XP_001649686.1|AAEG
OG0006031	LOC108087744|XP_017040755.1|DFIC	LOC5565339|XP_021705340.1|AAEG
OG0006032	LOC108098045|XP_017056198.1|DFIC	LOC5565734|XP_021709353.1|AAEG
OG0006033	LOC108086677|XP_017039158.1|DFIC, LOC108086621|XP_017039086.1|DFIC	LOC110677743|XP_021704702.1|AAEG
OG0006034	LOC108093348|XP_017048845.1|DFIC	LOC5565799|XP_021705215.1|AAEG
OG0006035	LOC108096466|XP_017053571.1|DFIC	LOC5571032|XP_001659469.1|AAEG
OG0006036	LOC108097833|XP_017055846.1|DFIC	LOC5571034|XP_001659467.2|AAEG
OG0006037	LOC108086694|XP_017039181.1|DFIC	LOC110678815|XP_021707923.1|AAEG
OG0006038	LOC108090219|XP_017044301.1|DFIC	LOC5569797|XP_001653009.1|AAEG
OG0006039	LOC108094315|XP_017050333.1|DFIC	LOC5569794|XP_021704287.1|AAEG
OG0006040	LOC108094752|XP_017050998.1|DFIC	LOC5574781|XP_001655338.2|AAEG
OG0006041	LOC108092973|XP_017048350.1|DFIC	LOC5574773|XP_001655331.2|AAEG
OG0006042	LOC108087636|XP_017040582.1|DFIC	LOC5574775|XP_021707090.1|AAEG
OG0006043	LOC108099929|XP_017059088.1|DFIC	LOC5578348|XP_021710741.1|AAEG
OG0006044	LOC108097260|XP_017054937.1|DFIC	LOC5577777|XP_001663552.1|AAEG
OG0006045	LOC108095044|XP_017051435.1|DFIC	LOC5577770|XP_021706153.1|AAEG
OG0006046	LOC108093889|XP_017049734.1|DFIC	LOC5567237|XP_021710103.1|AAEG
OG0006047	LOC108086949|XP_017039550.1|DFIC	LOC5567213|XP_021704572.1|AAEG
OG0006048	LOC108100602|XP_017060077.1|DFIC	LOC5567188|XP_001651617.2|AAEG
OG0006049	LOC108097585|XP_017055463.1|DFIC	LOC5567181|XP_001651610.1|AAEG
OG0006050	LOC108086829|XP_017039364.1|DFIC	LOC5567177|XP_001651607.1|AAEG
OG0006051	LOC108091104|XP_017045615.1|DFIC	LOC5567175|XP_001651605.1|AAEG
OG0006052	LOC108090863|XP_017045238.1|DFIC	LOC5567249|XP_021706241.1|AAEG
OG0006053	LOC108089059|XP_017042656.1|DFIC	LOC5578574|XP_001663965.1|AAEG
OG0006054	LOC108098404|XP_017056775.1|DFIC	LOC5571211|XP_021708731.1|AAEG
OG0006055	LOC108088000|XP_017041101.1|DFIC	LOC5571208|XP_021708173.1|AAEG
OG0006056	LOC108087640|XP_017040593.1|DFIC	LOC5575533|XP_001662032.1|AAEG
OG0006057	LOC108100561|XP_017060024.1|DFIC	LOC5575535|XP_021708643.1|AAEG
OG0006058	LOC108087943|XP_017041020.1|DFIC	LOC5574814|XP_021706192.1|AAEG
OG0006059	LOC108089510|XP_017043318.1|DFIC	LOC5579092|XP_021706125.1|AAEG
OG0006060	LOC108089511|XP_017043320.1|DFIC	LOC5579091|XP_021706128.1|AAEG
OG0006061	LOC108098001|XP_017056126.1|DFIC	LOC5579103|XP_001657298.2|AAEG
OG0006062	LOC108087262|XP_017040057.1|DFIC	LOC5579106|XP_021705727.1|AAEG
OG0006063	LOC108089149|XP_017042760.1|DFIC	LOC5579107|XP_001657302.2|AAEG
OG0006064	LOC108093627|XP_017049264.1|DFIC	LOC5579109|XP_001657306.2|AAEG
OG0006065	LOC108099042|XP_017057792.1|DFIC	LOC5579110|XP_001657307.2|AAEG
OG0006066	LOC108094035|XP_017049956.1|DFIC	LOC5579114|XP_001657313.2|AAEG
OG0006067	LOC108090257|XP_017044342.1|DFIC	LOC5579122|XP_021707507.1|AAEG
OG0006068	LOC108097473|XP_017055236.1|DFIC	LOC5572093|XP_021704708.1|AAEG
OG0006069	LOC108099903|XP_017059050.1|DFIC	LOC110678752|XP_021707732.1|AAEG, LOC110681331|XP_021712776.1|AAEG
OG0006070	LOC108088935|XP_017042448.1|DFIC	LOC110680268|XP_021711780.1|AAEG, LOC5566060|XP_001650411.1|AAEG
OG0006071	LOC108095892|XP_017052695.1|DFIC	LOC5566047|XP_001650415.2|AAEG
OG0006072	LOC108099689|XP_017058810.1|DFIC	LOC5566055|XP_001650427.2|AAEG
OG0006073	LOC108100706|XP_017060223.1|DFIC	LOC110677949|XP_021705719.1|AAEG
OG0006074	LOC108101688|XP_017061606.1|DFIC	LOC5578081|XP_021709335.1|AAEG
OG0006075	LOC108095390|XP_017051959.1|DFIC	LOC5578082|XP_001656776.1|AAEG
OG0006076	LOC108086749|XP_017039278.1|DFIC	LOC5578094|XP_021707463.1|AAEG
OG0006077	LOC108088884|XP_017042370.1|DFIC	LOC5578122|XP_001656822.2|AAEG
OG0006078	LOC108088899|XP_017042389.1|DFIC	LOC5578124|XP_001656823.1|AAEG
OG0006079	LOC108096279|XP_017053234.1|DFIC	LOC5578906|XP_001664114.2|AAEG
OG0006080	LOC108096348|XP_017053385.1|DFIC	LOC5580209|XP_001662068.2|AAEG
OG0006081	LOC108090751|XP_017045072.1|DFIC	LOC5568261|XP_001657958.2|AAEG
OG0006082	LOC108090761|XP_017045082.1|DFIC	LOC5568260|XP_001657955.1|AAEG
OG0006083	LOC108088310|XP_017041530.1|DFIC	LOC5571706|XP_021709357.1|AAEG
