Orthogroup	DFIC.longest_only	CPIP.longest_only
OG0006372	LOC108086606|XP_017039068.1|DFIC	LOC120423049|XP_039442656.1|CPIP
OG0006373	LOC108094598|XP_017050738.1|DFIC	LOC120430293|XP_039451322.1|CPIP
OG0006374	LOC108097920|XP_017055952.1|DFIC	LOC120420404|XP_039439350.1|CPIP
OG0006375	LOC108094626|XP_017050802.1|DFIC	LOC120430110|XP_039451130.1|CPIP
OG0006376	LOC108097591|XP_017055476.1|DFIC	LOC120430109|XP_039451128.1|CPIP
OG0006377	LOC108088633|XP_017042040.1|DFIC	LOC120430118|XP_039451137.1|CPIP
OG0006378	LOC108088452|XP_017041720.1|DFIC	LOC120418066|XP_039436258.1|CPIP
OG0006379	LOC108094587|XP_017050694.1|DFIC	LOC120418078|XP_039436269.1|CPIP, LOC120419871|XP_039438666.1|CPIP
OG0006380	LOC108091351|XP_017045993.1|DFIC	LOC120418080|XP_039436270.1|CPIP, LOC120419872|XP_039438667.1|CPIP
OG0006381	LOC108097584|XP_017055462.1|DFIC	LOC120418053|XP_039436238.1|CPIP, LOC120419903|XP_039438704.1|CPIP
OG0006382	LOC108095613|XP_017052267.1|DFIC	LOC120419904|XP_039438705.1|CPIP, LOC120418054|XP_039436240.1|CPIP
OG0006383	LOC108095524|XP_017052130.1|DFIC	LOC120418085|XP_039436282.1|CPIP, LOC120419867|XP_039438652.1|CPIP
OG0006384	LOC108095622|XP_017052278.1|DFIC	LOC120418090|XP_039436291.1|CPIP, LOC120419898|XP_039438700.1|CPIP
OG0006385	LOC108095793|XP_017052543.1|DFIC	LOC120419888|XP_039438687.1|CPIP
OG0006386	LOC108088159|XP_017041312.1|DFIC	LOC120419892|XP_039438694.1|CPIP
OG0006387	LOC108099518|XP_017058572.1|DFIC	LOC120419896|XP_039438699.1|CPIP
OG0006388	LOC108092873|XP_017048198.1|DFIC	LOC120428457|XP_039449402.1|CPIP
OG0006389	LOC108092871|XP_017048196.1|DFIC	LOC120428459|XP_039449405.1|CPIP
OG0006390	LOC108087232|XP_017040007.1|DFIC	LOC120426449|XP_039447145.1|CPIP
OG0006391	LOC108087078|XP_017039746.1|DFIC	LOC120424160|XP_039444143.1|CPIP
OG0006392	LOC108097007|XP_017054495.1|DFIC	LOC120427586|XP_039448398.1|CPIP
OG0006393	LOC108098265|XP_017056552.1|DFIC	LOC120425009|XP_039445314.1|CPIP
OG0006394	LOC108092085|XP_017047059.1|DFIC	LOC120425015|XP_039445320.1|CPIP
OG0006395	LOC108099520|XP_017058575.1|DFIC	LOC120424946|XP_039445190.1|CPIP
OG0006396	LOC108097636|XP_017055555.1|DFIC	LOC120419794|XP_039438564.1|CPIP
OG0006397	LOC108091315|XP_017045934.1|DFIC	LOC120425466|XP_039445932.1|CPIP
OG0006398	LOC108097249|XP_017054919.1|DFIC	LOC120425479|XP_039445950.1|CPIP
OG0006399	LOC108094620|XP_017050792.1|DFIC	LOC120428785|XP_039449806.1|CPIP
OG0006400	LOC108094619|XP_017050791.1|DFIC	LOC120428783|XP_039449805.1|CPIP
OG0006401	LOC108088329|XP_017041557.1|DFIC	LOC120428774|XP_039449792.1|CPIP
OG0006402	LOC108098651|XP_017057216.1|DFIC	LOC120428777|XP_039449795.1|CPIP
OG0006403	LOC108098483|XP_017056883.1|DFIC	LOC120427451|XP_039448253.1|CPIP
OG0006404	LOC108102022|XP_017062111.1|DFIC	LOC120427459|XP_039448262.1|CPIP
OG0006405	LOC108095454|XP_017052058.1|DFIC	LOC120427445|XP_039448247.1|CPIP
OG0006407	LOC108088636|XP_017042043.1|DFIC	LOC120426622|XP_039447349.1|CPIP
OG0006408	LOC108088689|XP_017042118.1|DFIC	LOC120429695|XP_039450664.1|CPIP
OG0006409	LOC108101709|XP_017061636.1|DFIC	LOC120429238|XP_039450383.1|CPIP
OG0006410	LOC108095357|XP_017051927.1|DFIC	LOC120428948|XP_039450022.1|CPIP
OG0006411	LOC108098139|XP_017056352.1|DFIC	LOC120428953|XP_039450026.1|CPIP
OG0006412	LOC108095933|XP_017052759.1|DFIC	LOC120425703|XP_039446228.1|CPIP
OG0006413	LOC108095859|XP_017052647.1|DFIC	LOC120431913|XP_039452977.1|CPIP
OG0006415	LOC108097552|XP_017055398.1|DFIC	LOC120416140|XP_039433749.1|CPIP
OG0006416	LOC108095321|XP_017051888.1|DFIC	LOC120431202|XP_039452278.1|CPIP
OG0006418	LOC108098115|XP_017056319.1|DFIC	LOC120427314|XP_039448102.1|CPIP, LOC120427837|XP_039448691.1|CPIP
OG0006419	LOC108086858|XP_017039400.1|DFIC	LOC120432092|XP_039453163.1|CPIP
OG0006420	LOC108087294|XP_017040093.1|DFIC	LOC120430807|XP_039451863.1|CPIP
OG0006421	LOC108093448|XP_017049003.1|DFIC	LOC120430805|XP_039451859.1|CPIP
OG0006422	LOC108091501|XP_017046267.1|DFIC	LOC120425488|XP_039445966.1|CPIP
OG0006423	LOC108099407|XP_017058410.1|DFIC	LOC120425472|XP_039445942.1|CPIP
OG0006424	LOC108099409|XP_017058412.1|DFIC	LOC120425478|XP_039445948.1|CPIP
OG0006425	LOC108099568|XP_017058655.1|DFIC	LOC120425494|XP_039445978.1|CPIP
OG0006426	LOC108099567|XP_017058654.1|DFIC	LOC120425493|XP_039445977.1|CPIP
OG0006427	LOC108095884|XP_017052684.1|DFIC	LOC120418062|XP_039436252.1|CPIP
OG0006428	LOC108098618|XP_017057174.1|DFIC	LOC120431709|XP_039452759.1|CPIP, LOC120425123|XP_039445480.1|CPIP
OG0006429	LOC108087130|XP_017039816.1|DFIC	LOC120427716|XP_039448548.1|CPIP
OG0006431	LOC108088490|XP_017041798.1|DFIC	LOC120417849|XP_039436004.1|CPIP
OG0006432	LOC108087926|XP_017041001.1|DFIC	LOC120417843|XP_039435997.1|CPIP
OG0006433	LOC108087207|XP_017039961.1|DFIC	LOC120421777|XP_039440979.1|CPIP
OG0006434	LOC108089128|XP_017042732.1|DFIC	LOC120423854|XP_039443739.1|CPIP
OG0006435	LOC108088495|XP_017041809.1|DFIC	LOC120423858|XP_039443741.1|CPIP
OG0006436	LOC108097877|XP_017055901.1|DFIC	LOC120423851|XP_039443736.1|CPIP
OG0006437	LOC108102207|XP_017062400.1|DFIC	LOC120423829|XP_039443691.1|CPIP
OG0006438	LOC108091539|XP_017046292.1|DFIC	LOC120427978|XP_039448868.1|CPIP
OG0006439	LOC108087042|XP_017039707.1|DFIC	LOC120426233|XP_039446903.1|CPIP
OG0006440	LOC108087043|XP_017039708.1|DFIC	LOC120426226|XP_039446896.1|CPIP
OG0006441	LOC108091719|XP_017046552.1|DFIC	LOC120418735|XP_039437142.1|CPIP
OG0006442	LOC108099619|XP_017058730.1|DFIC	LOC120418749|XP_039437159.1|CPIP
OG0006443	LOC108091795|XP_017046647.1|DFIC	LOC120420759|XP_039439796.1|CPIP
OG0006444	LOC108097726|XP_017055714.1|DFIC	LOC120420792|XP_039439839.1|CPIP
OG0006446	LOC108095930|XP_017052756.1|DFIC	LOC120424346|XP_039444372.1|CPIP
OG0006447	LOC108095998|XP_017052833.1|DFIC	LOC120425560|XP_039446052.1|CPIP
OG0006448	LOC108092179|XP_017047192.1|DFIC	LOC120423853|XP_039443738.1|CPIP
OG0006449	LOC108091869|XP_017046738.1|DFIC	LOC120423836|XP_039443715.1|CPIP
OG0006450	LOC108090618|XP_017044884.1|DFIC	LOC120423300|XP_039442998.1|CPIP
OG0006451	LOC108088643|XP_017042049.1|DFIC	LOC120422577|XP_039441997.1|CPIP
OG0006452	LOC108095785|XP_017052530.1|DFIC	LOC120428997|XP_039450070.1|CPIP
OG0006453	LOC108099860|XP_017058996.1|DFIC	LOC120426736|XP_039447447.1|CPIP
OG0006454	LOC108097294|XP_017054997.1|DFIC	LOC120428709|XP_039449714.1|CPIP
OG0006455	LOC108098536|XP_017057006.1|DFIC	LOC120415460|XP_039432950.1|CPIP
OG0006456	LOC108098535|XP_017057005.1|DFIC	LOC120416851|XP_039434679.1|CPIP
OG0006457	LOC108091645|XP_017046437.1|DFIC	LOC120416347|XP_039434014.1|CPIP
OG0006458	LOC108089227|XP_017042873.1|DFIC	LOC120416386|XP_039434060.1|CPIP
OG0006459	LOC108099486|XP_017058535.1|DFIC	LOC120421094|XP_039440170.1|CPIP, LOC120418750|XP_039437160.1|CPIP
OG0006460	LOC108091953|XP_017046839.1|DFIC	LOC120426732|XP_039447439.1|CPIP
OG0006461	LOC108098611|XP_017057163.1|DFIC	LOC120427080|XP_039447856.1|CPIP
OG0006462	LOC108087104|XP_017039775.1|DFIC	LOC120427070|XP_039447842.1|CPIP
OG0006463	LOC108097625|XP_017055539.1|DFIC	LOC120427078|XP_039447854.1|CPIP
OG0006464	LOC108100617|XP_017060097.1|DFIC	LOC120424046|XP_039444002.1|CPIP
OG0006465	LOC108097188|XP_017054820.1|DFIC	LOC120431604|XP_039452642.1|CPIP
OG0006466	LOC108097009|XP_017054497.1|DFIC	LOC120431606|XP_039452645.1|CPIP
OG0006467	LOC108088061|XP_017041190.1|DFIC	LOC120422556|XP_039441967.1|CPIP
OG0006468	LOC108092208|XP_017047226.1|DFIC	LOC120431785|XP_039452841.1|CPIP
OG0006469	LOC108097544|XP_017055386.1|DFIC	LOC120425163|XP_039445535.1|CPIP
OG0006470	LOC108089560|XP_017043393.1|DFIC	LOC120430220|XP_039451232.1|CPIP
OG0006471	LOC108092038|XP_017046966.1|DFIC	LOC120425741|XP_039446281.1|CPIP
OG0006472	LOC108092037|XP_017046965.1|DFIC	LOC120425739|XP_039446278.1|CPIP
OG0006473	LOC108087546|XP_017040450.1|DFIC	LOC120425753|XP_039446295.1|CPIP
OG0006474	LOC108090561|XP_017044793.1|DFIC	LOC120425755|XP_039446303.1|CPIP
OG0006475	LOC108091821|XP_017046687.1|DFIC	LOC120425749|XP_039446289.1|CPIP
OG0006476	LOC108092964|XP_017048339.1|DFIC	LOC120418329|XP_039436597.1|CPIP
OG0006477	LOC108097342|XP_017055067.1|DFIC	LOC120418331|XP_039436600.1|CPIP
OG0006478	LOC108087337|XP_017040162.1|DFIC	LOC120427252|XP_039448041.1|CPIP
OG0006479	LOC108087141|XP_017039835.1|DFIC	LOC120427682|XP_039448497.1|CPIP
OG0006480	LOC108101553|XP_017061437.1|DFIC	LOC120427681|XP_039448496.1|CPIP
OG0006481	LOC108093501|XP_017049080.1|DFIC	LOC120428286|XP_039449212.1|CPIP
OG0006482	LOC108086564|XP_017039010.1|DFIC	LOC120422551|XP_039441958.1|CPIP
OG0006483	LOC108095901|XP_017052712.1|DFIC	LOC120431707|XP_039452762.1|CPIP
OG0006484	LOC108095900|XP_017052710.1|DFIC	LOC120431916|XP_039452986.1|CPIP
OG0006485	LOC108097730|XP_017055720.1|DFIC	LOC120426247|XP_039446919.1|CPIP
OG0006486	LOC108098772|XP_017057392.1|DFIC	LOC120432493|XP_039453641.1|CPIP
OG0006487	LOC108098839|XP_017057489.1|DFIC	LOC120427897|XP_039448766.1|CPIP
OG0006488	LOC108099164|XP_017058001.1|DFIC	LOC120416953|XP_039434796.1|CPIP
OG0006489	LOC108097574|XP_017055449.1|DFIC	LOC120414264|XP_039431311.1|CPIP
OG0006490	LOC108098589|XP_017057125.1|DFIC	LOC120418383|XP_039436691.1|CPIP
OG0006491	LOC108096104|XP_017052973.1|DFIC, LOC108096061|XP_017052909.1|DFIC	LOC120418362|XP_039436656.1|CPIP
OG0006492	LOC108090199|XP_017044276.1|DFIC	LOC120424279|XP_039444283.1|CPIP
OG0006493	LOC108098051|XP_017056220.1|DFIC	LOC120427399|XP_039448189.1|CPIP
OG0006494	LOC108094638|XP_017050823.1|DFIC	LOC120427397|XP_039448184.1|CPIP
OG0006496	LOC108092034|XP_017046964.1|DFIC	LOC120427146|XP_039447937.1|CPIP
OG0006497	LOC108087219|XP_017039982.1|DFIC	LOC120426698|XP_039447410.1|CPIP
OG0006498	LOC108087358|XP_017040187.1|DFIC	LOC120428906|XP_039449977.1|CPIP
OG0006499	LOC108086818|XP_017039350.1|DFIC	LOC120425695|XP_039446211.1|CPIP
OG0006500	LOC108089172|XP_017042797.1|DFIC	LOC120420730|XP_039439760.1|CPIP
OG0006501	LOC108097627|XP_017055540.1|DFIC	LOC120420716|XP_039439746.1|CPIP
OG0006502	LOC108099332|XP_017058295.1|DFIC	LOC120420719|XP_039439751.1|CPIP
OG0006503	LOC108099335|XP_017058298.1|DFIC	LOC120420715|XP_039439745.1|CPIP
OG0006504	LOC108099334|XP_017058296.1|DFIC	LOC120420729|XP_039439758.1|CPIP
OG0006505	LOC108088526|XP_017041858.1|DFIC	LOC120420720|XP_039439752.1|CPIP
OG0006507	LOC108092205|XP_017047222.1|DFIC	LOC120425720|XP_039446259.1|CPIP
OG0006508	LOC108092136|XP_017047133.1|DFIC	LOC120425725|XP_039446263.1|CPIP
OG0006509	LOC108094705|XP_017050933.1|DFIC	LOC120414289|XP_039431354.1|CPIP
OG0006510	LOC108087211|XP_017039967.1|DFIC	LOC120426702|XP_039447416.1|CPIP
OG0006511	LOC108087215|XP_017039978.1|DFIC	LOC120426682|XP_039447391.1|CPIP
OG0006512	LOC108093357|XP_017048860.1|DFIC	LOC120427257|XP_039448051.1|CPIP
OG0006513	LOC108087121|XP_017039792.1|DFIC	LOC120421022|XP_039440079.1|CPIP
OG0006516	LOC108099669|XP_017058792.1|DFIC	LOC120431643|XP_039452684.1|CPIP
OG0006517	LOC108099469|XP_017058511.1|DFIC	LOC120425430|XP_039445893.1|CPIP
OG0006518	LOC108099326|XP_017058252.1|DFIC	LOC120425424|XP_039445883.1|CPIP
OG0006519	LOC108099470|XP_017058512.1|DFIC	LOC120425416|XP_039445880.1|CPIP
OG0006520	LOC108088415|XP_017041662.1|DFIC	LOC120430498|XP_039451528.1|CPIP
OG0006521	LOC108092131|XP_017047123.1|DFIC	LOC120427164|XP_039447957.1|CPIP
OG0006522	LOC108088413|XP_017041660.1|DFIC	LOC120421188|XP_039440323.1|CPIP
OG0006523	LOC108097491|XP_017055287.1|DFIC	LOC120421193|XP_039440331.1|CPIP
OG0006524	LOC108088190|XP_017041379.1|DFIC	LOC120421187|XP_039440322.1|CPIP
OG0006525	LOC108097409|XP_017055156.1|DFIC	LOC120421197|XP_039440334.1|CPIP
OG0006526	LOC108091762|XP_017046596.1|DFIC	LOC120430080|XP_039451104.1|CPIP
OG0006527	LOC108091836|XP_017046705.1|DFIC	LOC120430084|XP_039451107.1|CPIP
OG0006528	LOC108091737|XP_017046570.1|DFIC	LOC120430081|XP_039451105.1|CPIP
OG0006529	LOC108091760|XP_017046593.1|DFIC	LOC120430908|XP_039451964.1|CPIP
OG0006530	LOC108091730|XP_017046562.1|DFIC	LOC120430909|XP_039451965.1|CPIP
OG0006531	LOC108091758|XP_017046590.1|DFIC	LOC120429546|XP_039450537.1|CPIP
OG0006532	LOC108091825|XP_017046692.1|DFIC	LOC120429014|XP_039450085.1|CPIP, LOC120429011|XP_039450083.1|CPIP
OG0006534	LOC108097243|XP_017054913.1|DFIC	LOC120430272|XP_039451292.1|CPIP
OG0006535	LOC108087197|XP_017039947.1|DFIC	LOC120432518|XP_039453670.1|CPIP
OG0006536	LOC108091783|XP_017046627.1|DFIC	LOC120422554|XP_039441963.1|CPIP
OG0006538	LOC108088433|XP_017041690.1|DFIC	LOC120414274|XP_039431330.1|CPIP
OG0006539	LOC108102295|XP_017062547.1|DFIC	LOC120426158|XP_039446808.1|CPIP
OG0006540	LOC108099441|XP_017058468.1|DFIC	LOC120430171|XP_039451185.1|CPIP
OG0006541	LOC108086592|XP_017039050.1|DFIC	LOC120424234|XP_039444231.1|CPIP
OG0006542	LOC108086593|XP_017039051.1|DFIC	LOC120424235|XP_039444232.1|CPIP
OG0006543	LOC108095818|XP_017052579.1|DFIC	LOC120428724|XP_039449731.1|CPIP
OG0006544	LOC108098519|XP_017056977.1|DFIC	LOC120421005|XP_039440053.1|CPIP
OG0006545	LOC108092851|XP_017048161.1|DFIC	LOC120421011|XP_039440063.1|CPIP
OG0006546	LOC108091653|XP_017046447.1|DFIC	LOC120421004|XP_039440052.1|CPIP
OG0006547	LOC108099320|XP_017058241.1|DFIC	LOC120423818|XP_039443674.1|CPIP
OG0006549	LOC108087035|XP_017039697.1|DFIC	LOC120431860|XP_039452930.1|CPIP
OG0006550	LOC108100763|XP_017060289.1|DFIC	LOC120430430|XP_039451467.1|CPIP
OG0006551	LOC108088735|XP_017042174.1|DFIC	LOC120417093|XP_039435006.1|CPIP
OG0006552	LOC108088704|XP_017042135.1|DFIC	LOC120417096|XP_039435008.1|CPIP
OG0006553	LOC108086577|XP_017039023.1|DFIC	LOC120425055|XP_039445361.1|CPIP
OG0006554	LOC108098499|XP_017056907.1|DFIC	LOC120425081|XP_039445410.1|CPIP
OG0006555	LOC108098581|XP_017057108.1|DFIC	LOC120425041|XP_039445345.1|CPIP
OG0006556	LOC108091925|XP_017046799.1|DFIC	LOC120425067|XP_039445374.1|CPIP, LOC120425066|XP_039445373.1|CPIP
OG0006557	LOC108102064|XP_017062193.1|DFIC	LOC120415977|XP_039433561.1|CPIP
OG0006558	LOC108091661|XP_017046458.1|DFIC	LOC120420750|XP_039439784.1|CPIP
OG0006559	LOC108098883|XP_017057559.1|DFIC	LOC120420756|XP_039439793.1|CPIP
OG0006560	LOC108088402|XP_017041645.1|DFIC	LOC120420757|XP_039439794.1|CPIP
OG0006561	LOC108088401|XP_017041644.1|DFIC	LOC120420755|XP_039439792.1|CPIP
OG0006562	LOC108086578|XP_017039024.1|DFIC	LOC120423337|XP_039443042.1|CPIP
OG0006563	LOC108087977|XP_017041067.1|DFIC	LOC120423354|XP_039443063.1|CPIP
OG0006564	LOC108088072|XP_017041210.1|DFIC	LOC120423342|XP_039443046.1|CPIP
OG0006565	LOC108087029|XP_017039685.1|DFIC	LOC120423326|XP_039443021.1|CPIP
OG0006566	LOC108091987|XP_017046888.1|DFIC	LOC120425364|XP_039445802.1|CPIP
OG0006574	LOC108087300|XP_017040101.1|DFIC	LOC120427401|XP_039448191.1|CPIP
OG0006575	LOC108086601|XP_017039061.1|DFIC	LOC120425432|XP_039445895.1|CPIP
OG0006576	LOC108099538|XP_017058599.1|DFIC	LOC120422561|XP_039441977.1|CPIP
OG0006577	LOC108097729|XP_017055719.1|DFIC	LOC120422560|XP_039441976.1|CPIP
OG0006578	LOC108099537|XP_017058597.1|DFIC	LOC120422578|XP_039442000.1|CPIP
OG0006579	LOC108100959|XP_017060599.1|DFIC	LOC120422558|XP_039441975.1|CPIP
OG0006580	LOC108092166|XP_017047178.1|DFIC	LOC120425376|XP_039445822.1|CPIP
OG0006581	LOC108090239|XP_017044325.1|DFIC	LOC120425366|XP_039445808.1|CPIP
OG0006582	LOC108092110|XP_017047098.1|DFIC	LOC120425374|XP_039445816.1|CPIP
OG0006583	LOC108092069|XP_017047025.1|DFIC	LOC120425378|XP_039445825.1|CPIP
OG0006584	LOC108092506|XP_017047613.1|DFIC	LOC120425390|XP_039445841.1|CPIP
OG0006585	LOC108092648|XP_017047786.1|DFIC, LOC108100526|XP_017059978.1|DFIC	LOC120430432|XP_039451472.1|CPIP
OG0006586	LOC108088420|XP_017041671.1|DFIC	LOC120417079|XP_039434983.1|CPIP
OG0006587	LOC108088416|XP_017041664.1|DFIC	LOC120417076|XP_039434978.1|CPIP
OG0006588	LOC108097590|XP_017055479.1|DFIC	LOC120417077|XP_039434979.1|CPIP
OG0006590	LOC108089098|XP_017042701.1|DFIC	LOC120427725|XP_039448562.1|CPIP
OG0006591	LOC108093067|XP_017048466.1|DFIC	LOC120428066|XP_039448959.1|CPIP
OG0006592	LOC108098820|XP_017057462.1|DFIC	LOC120428078|XP_039448989.1|CPIP
OG0006593	LOC108098817|XP_017057460.1|DFIC	LOC120428077|XP_039448987.1|CPIP
OG0006594	LOC108087507|XP_017040394.1|DFIC	LOC120428072|XP_039448980.1|CPIP
OG0006595	LOC108093993|XP_017049903.1|DFIC	LOC120428684|XP_039449676.1|CPIP
OG0006596	LOC108095156|XP_017051583.1|DFIC	LOC120428682|XP_039449671.1|CPIP
OG0006597	LOC108099101|XP_017057910.1|DFIC	LOC120428696|XP_039449700.1|CPIP
OG0006598	LOC108089207|XP_017042846.1|DFIC	LOC120428691|XP_039449693.1|CPIP
OG0006599	LOC108099918|XP_017059075.1|DFIC	LOC120427604|XP_039448415.1|CPIP
OG0006600	LOC108086979|XP_017039584.1|DFIC	LOC120427602|XP_039448408.1|CPIP
OG0006601	LOC108089645|XP_017043502.1|DFIC	LOC120427611|XP_039448426.1|CPIP
OG0006602	LOC108089646|XP_017043503.1|DFIC	LOC120427612|XP_039448427.1|CPIP
OG0006603	LOC108089592|XP_017043439.1|DFIC	LOC120427620|XP_039448434.1|CPIP
OG0006604	LOC108089317|XP_017042983.1|DFIC	LOC120427616|XP_039448430.1|CPIP
OG0006605	LOC108097382|XP_017055122.1|DFIC	LOC120427622|XP_039448437.1|CPIP
OG0006606	LOC108093087|XP_017048504.1|DFIC	LOC120427605|XP_039448416.1|CPIP
OG0006607	LOC108089729|XP_017043595.1|DFIC	LOC120427606|XP_039448417.1|CPIP
OG0006608	LOC108090216|XP_017044298.1|DFIC	LOC120428398|XP_039449345.1|CPIP
OG0006609	LOC108097733|XP_017055723.1|DFIC	LOC120423012|XP_039442578.1|CPIP
OG0006610	LOC108089504|XP_017043298.1|DFIC	LOC120423007|XP_039442564.1|CPIP
OG0006611	LOC108100648|XP_017060143.1|DFIC	LOC120423016|XP_039442588.1|CPIP
OG0006612	LOC108100183|XP_017059441.1|DFIC	LOC120423024|XP_039442601.1|CPIP
OG0006613	LOC108100683|XP_017060188.1|DFIC	LOC120423022|XP_039442596.1|CPIP
OG0006614	LOC108100680|XP_017060183.1|DFIC	LOC120423010|XP_039442575.1|CPIP
OG0006615	LOC108100631|XP_017060123.1|DFIC	LOC120423001|XP_039442557.1|CPIP
OG0006616	LOC108093653|XP_017049314.1|DFIC	LOC120423004|XP_039442560.1|CPIP
OG0006617	LOC108099909|XP_017059059.1|DFIC	LOC120422999|XP_039442551.1|CPIP
OG0006618	LOC108087470|XP_017040335.1|DFIC	LOC120417825|XP_039435973.1|CPIP
OG0006619	LOC108099528|XP_017058589.1|DFIC	LOC120430251|XP_039451270.1|CPIP
OG0006620	LOC108099488|XP_017058541.1|DFIC	LOC120430252|XP_039451271.1|CPIP
OG0006621	LOC108089450|XP_017043178.1|DFIC	LOC120430256|XP_039451275.1|CPIP
OG0006622	LOC108099651|XP_017058775.1|DFIC	LOC120421741|XP_039440941.1|CPIP
OG0006623	LOC108099723|XP_017058838.1|DFIC	LOC120421747|XP_039440954.1|CPIP
OG0006624	LOC108094247|XP_017050194.1|DFIC	LOC120422869|XP_039442352.1|CPIP
OG0006625	LOC108094259|XP_017050213.1|DFIC	LOC120422862|XP_039442345.1|CPIP
OG0006626	LOC108101344|XP_017061140.1|DFIC	LOC120422860|XP_039442343.1|CPIP
OG0006627	LOC108101561|XP_017061451.1|DFIC	LOC120422849|XP_039442329.1|CPIP
OG0006628	LOC108101563|XP_017061455.1|DFIC	LOC120422826|XP_039442294.1|CPIP
OG0006629	LOC108095177|XP_017051631.1|DFIC	LOC120417405|XP_039435380.1|CPIP
OG0006630	LOC108086404|XP_017038794.1|DFIC	LOC120424202|XP_039444195.1|CPIP
OG0006631	LOC108096317|XP_017053309.1|DFIC	LOC120424170|XP_039444158.1|CPIP
OG0006632	LOC108096634|XP_017053881.1|DFIC	LOC120424188|XP_039444179.1|CPIP
OG0006633	LOC108100597|XP_017060068.1|DFIC	LOC120424193|XP_039444186.1|CPIP
OG0006634	LOC108091448|XP_017046135.1|DFIC	LOC120424199|XP_039444191.1|CPIP
OG0006635	LOC108094166|XP_017050107.1|DFIC	LOC120424201|XP_039444194.1|CPIP
OG0006636	LOC108094706|XP_017050930.1|DFIC	LOC120417824|XP_039435972.1|CPIP
OG0006637	LOC108093182|XP_017048626.1|DFIC	LOC120417797|XP_039435929.1|CPIP
OG0006638	LOC108090500|XP_017044706.1|DFIC	LOC120424425|XP_039444475.1|CPIP
OG0006639	LOC108090380|XP_017044500.1|DFIC	LOC120424424|XP_039444474.1|CPIP
OG0006640	LOC108101569|XP_017061467.1|DFIC	LOC120427196|XP_039447992.1|CPIP
OG0006641	LOC108090731|XP_017045034.1|DFIC	LOC120426918|XP_039447660.1|CPIP
OG0006642	LOC108096733|XP_017054068.1|DFIC	LOC120427452|XP_039448256.1|CPIP
OG0006643	LOC108090747|XP_017045063.1|DFIC	LOC120427168|XP_039447965.1|CPIP
OG0006644	LOC108100388|XP_017059736.1|DFIC	LOC120419752|XP_039438504.1|CPIP
OG0006645	LOC108094448|XP_017050511.1|DFIC	LOC120419734|XP_039438462.1|CPIP
OG0006646	LOC108093751|XP_017049507.1|DFIC	LOC120419754|XP_039438510.1|CPIP
OG0006647	LOC108087834|XP_017040895.1|DFIC	LOC120429770|XP_039450761.1|CPIP
OG0006648	LOC108100211|XP_017059475.1|DFIC	LOC120419768|XP_039438530.1|CPIP
OG0006649	LOC108096753|XP_017054100.1|DFIC	LOC120419496|XP_039438121.1|CPIP
OG0006650	LOC108094288|XP_017050272.1|DFIC	LOC120423495|XP_039443264.1|CPIP
OG0006651	LOC108093082|XP_017048493.1|DFIC	LOC120417406|XP_039435381.1|CPIP
OG0006652	LOC108099967|XP_017059144.1|DFIC	LOC120423186|XP_039442822.1|CPIP
OG0006653	LOC108099026|XP_017057750.1|DFIC	LOC120416544|XP_039434201.1|CPIP
OG0006654	LOC108099607|XP_017058721.1|DFIC	LOC120416550|XP_039434214.1|CPIP
OG0006655	LOC108099096|XP_017057903.1|DFIC	LOC120421330|XP_039440432.1|CPIP
OG0006656	LOC108096284|XP_017053238.1|DFIC	LOC120429275|XP_039450431.1|CPIP
OG0006657	LOC108094842|XP_017051133.1|DFIC	LOC120422637|XP_039442069.1|CPIP
OG0006658	LOC108100547|XP_017060004.1|DFIC	LOC120418865|XP_039437333.1|CPIP
OG0006659	LOC108100669|XP_017060174.1|DFIC	LOC120418868|XP_039437337.1|CPIP
OG0006660	LOC108093220|XP_017048677.1|DFIC	LOC120418901|XP_039437365.1|CPIP
OG0006661	LOC108093142|XP_017048576.1|DFIC	LOC120427559|XP_039448367.1|CPIP
OG0006662	LOC108101310|XP_017061101.1|DFIC	LOC120425589|XP_039446102.1|CPIP
OG0006663	LOC108093189|XP_017048638.1|DFIC	LOC120412867|XP_039429428.1|CPIP
OG0006664	LOC108099398|XP_017058393.1|DFIC	LOC120423653|XP_039443469.1|CPIP
OG0006665	LOC108098983|XP_017057688.1|DFIC	LOC120426040|XP_039446654.1|CPIP
OG0006666	LOC108094768|XP_017051029.1|DFIC	LOC120425583|XP_039446090.1|CPIP
OG0006667	LOC108088241|XP_017041441.1|DFIC	LOC120424186|XP_039444177.1|CPIP
OG0006668	LOC108101615|XP_017061519.1|DFIC	LOC120425489|XP_039445972.1|CPIP
OG0006669	LOC108089333|XP_017043002.1|DFIC	LOC120426258|XP_039446932.1|CPIP
OG0006670	LOC108089618|XP_017043469.1|DFIC	LOC120426394|XP_039447087.1|CPIP
OG0006671	LOC108089472|XP_017043216.1|DFIC	LOC120425899|XP_039446453.1|CPIP
OG0006672	LOC108088970|XP_017042487.1|DFIC	LOC120425745|XP_039446308.1|CPIP
OG0006673	LOC108088985|XP_017042517.1|DFIC	LOC120426351|XP_039447049.1|CPIP
OG0006674	LOC108100192|XP_017059453.1|DFIC	LOC120427485|XP_039448282.1|CPIP
OG0006675	LOC108100155|XP_017059401.1|DFIC	LOC120427045|XP_039447814.1|CPIP
OG0006676	LOC108099873|XP_017059011.1|DFIC	LOC120428977|XP_039450044.1|CPIP
