Orthogroup	DFIC.longest_only	DPSE.longest_only
OG0007893	LOC108087687|XP_017040679.1|DFIC	LOC4804469|XP_001361027.3|DPSE
OG0007894	LOC108096243|XP_017053157.1|DFIC	LOC6900909|XP_033241315.1|DPSE
OG0007895	LOC108099163|XP_017057997.1|DFIC	LOC4812633|XP_001352510.4|DPSE
OG0007896	LOC108089750|XP_017043626.1|DFIC	LOC4812489|XP_001352757.2|DPSE
OG0007897	LOC108089602|XP_017043448.1|DFIC	LOC4813647|XP_001353393.2|DPSE
OG0007898	LOC108100231|XP_017059501.1|DFIC	LOC4813623|XP_001354045.3|DPSE
OG0007899	LOC108099864|XP_017059001.1|DFIC	LOC6900502|XP_033237390.1|DPSE
OG0007900	LOC108096624|XP_017053859.1|DFIC	LOC6898161|XP_015039213.1|DPSE
OG0007902	LOC108094704|XP_017050929.1|DFIC	LOC4815422|XP_001355611.2|DPSE
OG0007903	LOC108089515|XP_017043328.1|DFIC	LOC4811987|XP_001352530.3|DPSE
OG0007904	LOC108088230|XP_017041428.1|DFIC	LOC4813075|XP_001353226.3|DPSE
OG0007905	LOC108100881|XP_017060479.1|DFIC	LOC4817102|XP_001356875.3|DPSE
OG0007906	LOC108099948|XP_017059113.1|DFIC	LOC6900666|XP_002135032.2|DPSE
OG0007907	LOC108088981|XP_017042513.1|DFIC	LOC6900990|XP_002134686.1|DPSE
OG0007908	LOC108088983|XP_017042515.1|DFIC	LOC4814142|XP_001354279.3|DPSE
OG0007909	LOC108097160|XP_017054779.1|DFIC	LOC4815074|XP_001354536.4|DPSE
OG0007910	LOC108088286|XP_017041496.1|DFIC	LOC4812352|XP_001352923.3|DPSE
OG0007911	LOC108099371|XP_017058357.1|DFIC	LOC4811977|XP_001352418.1|DPSE
OG0007912	LOC108100281|XP_017059556.1|DFIC	LOC4812302|XP_001352414.2|DPSE
OG0007913	LOC108099444|XP_017058474.1|DFIC	LOC4812014|XP_001352417.2|DPSE
OG0007914	LOC108100640|XP_017060132.1|DFIC	LOC4812779|XP_015042708.2|DPSE
OG0007915	LOC108089385|XP_017043056.1|DFIC	LOC4812676|XP_001353060.2|DPSE
OG0007916	LOC108088114|XP_017041254.1|DFIC	LOC4818054|XP_001357214.3|DPSE
OG0007917	LOC108090503|XP_017044709.1|DFIC	LOC6898510|XP_002138551.1|DPSE
OG0007918	LOC108094211|XP_017050158.1|DFIC	LOC4803447|XP_001360169.3|DPSE
OG0007919	LOC108101897|XP_017061949.1|DFIC	LOC4804858|XP_001361350.3|DPSE
OG0007920	LOC108101427|XP_017061246.1|DFIC	LOC4805290|XP_001361712.4|DPSE
OG0007921	LOC108086414|XP_017038804.1|DFIC	LOC4805020|XP_001361490.2|DPSE
OG0007922	LOC108088074|XP_017041213.1|DFIC	LOC4802599|XP_033232294.1|DPSE
OG0007923	LOC108091187|XP_017045753.1|DFIC	LOC4814696|XP_033237355.1|DPSE
OG0007924	LOC108096856|XP_017054265.1|DFIC	LOC4804765|XP_015040189.1|DPSE
OG0007925	LOC108090785|XP_017045121.1|DFIC	LOC4803566|XP_001360273.3|DPSE
OG0007926	LOC108093830|XP_017049649.1|DFIC	LOC4805660|XP_001362022.1|DPSE
OG0007927	LOC108088162|XP_017041315.1|DFIC	LOC4818041|XP_033235193.1|DPSE
OG0007928	LOC108098727|XP_017057337.1|DFIC	LOC4816103|XP_015036953.2|DPSE
OG0007929	LOC108088187|XP_017041377.1|DFIC	LOC4816114|XP_001355767.3|DPSE
OG0007930	LOC108095119|XP_017051548.1|DFIC	LOC6898564|XP_002138584.2|DPSE
OG0007931	LOC108093004|XP_017048394.1|DFIC	LOC4816232|XP_001355853.2|DPSE
OG0007932	LOC108102158|XP_017062339.1|DFIC	LOC4815128|XP_033239281.1|DPSE
OG0007933	LOC108087025|XP_017039682.1|DFIC	LOC4802070|XP_001359063.3|DPSE
OG0007934	LOC108098631|XP_017057195.1|DFIC	LOC6903324|XP_002132205.1|DPSE
OG0007935	LOC108092668|XP_017047820.1|DFIC	LOC4816743|XP_001356142.3|DPSE
OG0007936	LOC108089157|XP_017042769.1|DFIC	LOC6903648|XP_033235779.1|DPSE
OG0007937	LOC108100808|XP_017060363.1|DFIC	LOC6902986|XP_002132708.1|DPSE
OG0007938	LOC108100063|XP_017059286.1|DFIC	LOC6898813|XP_002138787.2|DPSE
OG0007939	LOC108091554|XP_017046313.1|DFIC	LOC4817472|XP_001356490.4|DPSE
OG0007940	LOC108091495|XP_017046212.1|DFIC	LOC6902849|XP_015035870.2|DPSE
OG0007941	LOC108100516|XP_017059966.1|DFIC	LOC4811771|XP_001352340.3|DPSE
OG0007942	LOC108094658|XP_017050857.1|DFIC	LOC6899788|XP_033240620.1|DPSE
OG0007943	LOC108092604|XP_017047733.1|DFIC	LOC4816199|XP_001355757.4|DPSE
OG0007944	LOC108100277|XP_017059551.1|DFIC	LOC4812063|XP_001352416.3|DPSE
OG0007945	LOC108089140|XP_017042749.1|DFIC	LOC4816723|XP_001356043.3|DPSE
OG0007946	LOC108090898|XP_017045297.1|DFIC	LOC4803517|XP_001360230.4|DPSE
OG0007947	LOC108092739|XP_017047957.1|DFIC	LOC4816222|XP_001355753.3|DPSE
OG0007948	LOC108094543|XP_017050638.1|DFIC	LOC4816733|XP_001356167.4|DPSE
OG0007949	LOC108095358|XP_017051928.1|DFIC	LOC4815054|XP_001355141.3|DPSE
OG0007950	LOC108089927|XP_017043901.1|DFIC	LOC4817448|XP_033236253.1|DPSE
OG0007951	LOC108089860|XP_017043794.1|DFIC	LOC4816682|XP_001355959.1|DPSE
OG0007952	LOC108089947|XP_017043927.1|DFIC	LOC4817687|XP_001357072.3|DPSE
OG0007953	LOC108093016|XP_017048407.1|DFIC	LOC4816235|XP_001355856.3|DPSE
OG0007954	LOC108088214|XP_017041408.1|DFIC	LOC4817987|XP_001357410.2|DPSE
OG0007955	LOC108101222|XP_017060960.1|DFIC	LOC6902771|XP_033235200.1|DPSE
OG0007956	LOC108092620|XP_017047747.1|DFIC	LOC4816206|XP_001355745.2|DPSE
OG0007957	LOC108089275|XP_017042939.1|DFIC	LOC6903316|XP_015035696.2|DPSE
OG0007958	LOC108097595|XP_017055481.1|DFIC	LOC4814498|XP_001354822.2|DPSE
OG0007959	LOC108096050|XP_017052885.1|DFIC	LOC4817200|XP_001356587.3|DPSE
OG0007960	LOC108089193|XP_017042822.1|DFIC	LOC4817773|XP_001357165.3|DPSE
OG0007961	LOC108095970|XP_017052802.1|DFIC	LOC4802415|XP_033241774.1|DPSE
OG0007962	LOC108092947|XP_017048307.1|DFIC	LOC4814717|XP_015041837.1|DPSE
OG0007963	LOC108092723|XP_017047941.1|DFIC	LOC4816350|XP_001356139.1|DPSE
OG0007964	LOC108088198|XP_017041388.1|DFIC	LOC4817829|XP_001357296.3|DPSE
OG0007965	LOC108093411|XP_017048937.1|DFIC	LOC4817865|XP_015035236.2|DPSE
OG0007966	LOC108094143|XP_017050063.1|DFIC	LOC4817508|XP_001356926.1|DPSE
OG0007967	LOC108089920|XP_017043890.1|DFIC	LOC4818199|XP_001357510.4|DPSE
OG0007968	LOC108094144|XP_017050064.1|DFIC	LOC4817644|XP_015036393.1|DPSE
OG0007969	LOC108089270|XP_017042930.1|DFIC	LOC26534315|XP_033236573.1|DPSE
OG0007970	LOC108096694|XP_017053999.1|DFIC	LOC4805557|XP_001361942.1|DPSE
OG0007971	LOC108091082|XP_017045576.1|DFIC	LOC4814628|XP_001354881.2|DPSE
OG0007972	LOC108086654|XP_017039127.1|DFIC	LOC4804277|XP_001360858.1|DPSE
OG0007973	LOC108094506|XP_017050595.1|DFIC	LOC4816833|XP_015036135.2|DPSE
OG0007974	LOC108095580|XP_017052225.1|DFIC	LOC26533336|XP_015041337.2|DPSE
OG0007975	LOC108090232|XP_017044319.1|DFIC	LOC4802052|XP_001359045.3|DPSE
OG0007976	LOC108094643|XP_017050843.1|DFIC	LOC4814218|XP_001354317.3|DPSE
OG0007977	LOC108100866|XP_017060438.1|DFIC	LOC4816654|XP_001355924.2|DPSE
OG0007978	LOC108089780|XP_017043663.1|DFIC	LOC4817158|XP_001356724.1|DPSE
OG0007979	LOC108098342|XP_017056673.1|DFIC	LOC4816604|XP_033236929.1|DPSE
OG0007980	LOC108091271|XP_017045875.1|DFIC	LOC4816687|XP_001356036.1|DPSE
OG0007981	LOC108094656|XP_017050855.1|DFIC	LOC4815659|XP_001355688.2|DPSE
OG0007982	LOC108100023|XP_017059219.1|DFIC	LOC26533298|XP_033236339.1|DPSE
OG0007983	LOC108095090|XP_017051515.1|DFIC	LOC4817342|XP_001356658.3|DPSE
OG0007984	LOC108094452|XP_017050519.1|DFIC	LOC4817913|XP_015035358.2|DPSE
OG0007985	LOC108100585|XP_017060054.1|DFIC	LOC117184109|XP_033236204.1|DPSE
OG0007986	LOC108094508|XP_017050598.1|DFIC	LOC4817256|XP_001356554.3|DPSE
OG0007987	LOC108092465|XP_017047542.1|DFIC	LOC4816290|XP_001355999.3|DPSE
OG0007988	LOC108086328|XP_017038718.1|DFIC, LOC108098374|XP_017056718.1|DFIC	LOC4816409|XP_033236186.1|DPSE
OG0007989	LOC108089237|XP_017042887.1|DFIC	LOC4817762|XP_015035687.1|DPSE
OG0007991	LOC108092503|XP_017047604.1|DFIC	LOC4817474|XP_015036093.2|DPSE
OG0007992	LOC108100963|XP_017060603.1|DFIC	LOC26533575|XP_015035318.1|DPSE
OG0007993	LOC108100779|XP_017060307.1|DFIC	LOC4801123|XP_001358267.3|DPSE
OG0007994	LOC108089175|XP_017042800.1|DFIC	LOC4816979|XP_001356329.2|DPSE
OG0007995	LOC108101726|XP_017061670.1|DFIC, LOC108092708|XP_017047915.1|DFIC	LOC4817940|XP_001357312.3|DPSE
OG0007996	LOC108087597|XP_017040520.1|DFIC	LOC4815373|XP_033239685.1|DPSE
OG0007997	LOC108088342|XP_017041577.1|DFIC	LOC4813767|XP_001353491.2|DPSE
OG0007998	LOC108101229|XP_017060968.1|DFIC	LOC4816927|XP_001356890.4|DPSE
OG0007999	LOC108100091|XP_017059322.1|DFIC	LOC4816497|XP_015036680.1|DPSE
OG0008000	LOC108100054|XP_017059276.1|DFIC	LOC4816498|XP_001356063.3|DPSE
OG0008001	LOC108092269|XP_017047291.1|DFIC	LOC4816499|XP_001355884.1|DPSE
OG0008002	LOC108091524|XP_017046275.1|DFIC	LOC4817178|XP_001356441.1|DPSE
OG0008003	LOC108092273|XP_017047296.1|DFIC	LOC4816571|XP_001355886.3|DPSE
OG0008004	LOC108092810|XP_017048072.1|DFIC	LOC4815124|XP_033238341.1|DPSE
OG0008005	LOC108095518|XP_017052115.1|DFIC	LOC6901478|XP_033241416.1|DPSE
OG0008006	LOC108097635|XP_017055554.1|DFIC	LOC4815304|XP_001354572.3|DPSE
OG0008007	LOC108091348|XP_017045990.1|DFIC	LOC4815358|XP_001354672.3|DPSE
OG0008008	LOC108088347|XP_017041582.1|DFIC	LOC6900516|XP_002134904.2|DPSE
OG0008009	LOC108091335|XP_017045967.1|DFIC	LOC4815355|XP_001354507.4|DPSE
OG0008010	LOC108102131|XP_017062284.1|DFIC	LOC6901730|XP_033239676.1|DPSE
OG0008011	LOC108096846|XP_017054248.1|DFIC	LOC4804212|XP_001360807.2|DPSE
OG0008012	LOC108096893|XP_017054325.1|DFIC	LOC6898686|XP_033234100.1|DPSE
OG0008013	LOC108094949|XP_017051300.1|DFIC	LOC6898713|XP_002138709.3|DPSE
OG0008014	LOC108098626|XP_017057188.1|DFIC	LOC6897558|XP_002137703.3|DPSE
OG0008015	LOC108100606|XP_017060084.1|DFIC	LOC4813297|XP_001353930.4|DPSE
OG0008016	LOC108100608|XP_017060086.1|DFIC	LOC4813357|XP_001353931.2|DPSE
OG0008017	LOC108095494|XP_017052090.1|DFIC	LOC4814427|XP_001354436.3|DPSE
OG0008018	LOC108097120|XP_017054702.1|DFIC	LOC4815526|XP_001355443.3|DPSE
OG0008019	LOC108097701|XP_017055673.1|DFIC	LOC4815182|XP_001354575.3|DPSE
OG0008020	LOC108101080|XP_017060768.1|DFIC	LOC4803067|XP_001359867.4|DPSE
OG0008021	LOC108097153|XP_017054763.1|DFIC	LOC4814904|XP_001354663.4|DPSE
OG0008022	LOC108086534|XP_017038960.1|DFIC	LOC4801137|XP_003736406.3|DPSE
OG0008023	LOC108097278|XP_017054967.1|DFIC	LOC6902192|XP_002133719.2|DPSE
OG0008024	LOC108097335|XP_017055058.1|DFIC	LOC4815576|XP_001355454.3|DPSE
OG0008025	LOC108097242|XP_017054909.1|DFIC	LOC4816092|XP_001355441.2|DPSE
OG0008026	LOC108091085|XP_017045578.1|DFIC	LOC4814730|XP_001354882.2|DPSE
OG0008027	LOC108086509|XP_017038927.1|DFIC	LOC6901801|XP_002134469.2|DPSE
OG0008028	LOC108087233|XP_017040008.1|DFIC	LOC4802241|XP_001359202.1|DPSE
OG0008029	LOC108091973|XP_017046872.1|DFIC	LOC4802169|XP_001359142.2|DPSE
OG0008030	LOC108091392|XP_017046065.1|DFIC	LOC4802525|XP_001359430.2|DPSE
OG0008031	LOC108092370|XP_017047401.1|DFIC	LOC4816737|XP_001356153.1|DPSE
OG0008032	LOC108100774|XP_017060302.1|DFIC	LOC4801117|XP_001358264.3|DPSE
OG0008033	LOC108102011|XP_017062098.1|DFIC	LOC4802377|XP_033239225.1|DPSE
OG0008034	LOC108088021|XP_017041124.1|DFIC	LOC4802597|XP_015037937.2|DPSE
OG0008035	LOC108097747|XP_017055745.1|DFIC	LOC4814445|XP_001354819.3|DPSE
OG0008036	LOC108095959|XP_017052789.1|DFIC	LOC4803045|XP_001359846.3|DPSE
OG0008037	LOC108095737|XP_017052403.1|DFIC	LOC6897901|XP_033232388.1|DPSE
OG0008038	LOC108086489|XP_017038903.1|DFIC	LOC4815692|XP_001355642.3|DPSE
OG0008039	LOC108093316|XP_017048792.1|DFIC	LOC6896787|XP_033237425.1|DPSE
OG0008040	LOC108100756|XP_017060279.1|DFIC	LOC4801979|XP_001358991.4|DPSE
OG0008041	LOC108097445|XP_017055204.1|DFIC	LOC4814518|XP_001355076.3|DPSE
OG0008042	LOC108088010|XP_017041111.1|DFIC	LOC4800833|XP_001358037.2|DPSE
OG0008043	LOC108091339|XP_017045973.1|DFIC	LOC4815677|XP_001355241.3|DPSE
OG0008044	LOC108097005|XP_017054483.1|DFIC	LOC4814831|XP_001354548.4|DPSE
OG0008045	LOC108097361|XP_017055092.1|DFIC	LOC4814438|XP_001355026.2|DPSE
OG0008046	LOC108093318|XP_017048794.1|DFIC	LOC4800532|XP_033237448.1|DPSE
OG0008047	LOC108098583|XP_017057111.1|DFIC	LOC6897520|XP_033241694.1|DPSE
OG0008048	LOC108093317|XP_017048793.1|DFIC	LOC4800530|XP_001357794.1|DPSE
OG0008049	LOC108098582|XP_017057109.1|DFIC	LOC6897521|XP_002137670.3|DPSE
OG0008050	LOC108095839|XP_017052619.1|DFIC	LOC4802673|XP_001359543.2|DPSE
OG0008051	LOC108088018|XP_017041121.1|DFIC	LOC4801352|XP_001358461.2|DPSE
OG0008052	LOC108096737|XP_017054077.1|DFIC	LOC4802339|XP_001359276.3|DPSE
OG0008053	LOC108094995|XP_017051321.1|DFIC	LOC6899768|XP_002135775.2|DPSE
OG0008054	LOC108092858|XP_017048168.1|DFIC	LOC4815417|XP_001355262.1|DPSE
OG0008055	LOC108091084|XP_017045577.1|DFIC	LOC4815303|XP_001354883.4|DPSE
OG0008056	LOC108097347|XP_017055072.1|DFIC	LOC4815603|XP_001355434.2|DPSE
OG0008057	LOC108090110|XP_017044116.1|DFIC	LOC6897434|XP_015037555.2|DPSE
OG0008058	LOC108092028|XP_017046956.1|DFIC	LOC4801947|XP_015037491.2|DPSE
OG0008059	LOC108090136|XP_017044165.1|DFIC	LOC4802677|XP_001359547.3|DPSE
OG0008060	LOC108087260|XP_017040054.1|DFIC	LOC4803151|XP_001359941.3|DPSE
OG0008061	LOC108095325|XP_017051894.1|DFIC	LOC4814451|XP_001354530.2|DPSE
OG0008062	LOC108094702|XP_017050927.1|DFIC	LOC4815038|XP_001355201.1|DPSE
OG0008063	LOC108088011|XP_017041112.1|DFIC	LOC4800832|XP_001358036.4|DPSE
OG0008064	LOC108091112|XP_017045624.1|DFIC	LOC4814663|XP_015041978.1|DPSE
OG0008065	LOC108097343|XP_017055068.1|DFIC	LOC4815509|XP_001355391.3|DPSE
OG0008066	LOC108100919|XP_017060522.1|DFIC	LOC4815414|XP_001355284.4|DPSE
OG0008067	LOC108097676|XP_017055622.1|DFIC	LOC6901416|XP_002134102.2|DPSE
OG0008068	LOC108097778|XP_017055794.1|DFIC	LOC4814848|XP_001355078.3|DPSE
OG0008069	LOC108097543|XP_017055389.1|DFIC	LOC6897127|XP_015037117.2|DPSE
OG0008070	LOC108093319|XP_017048795.1|DFIC	LOC4800529|XP_015038645.2|DPSE
OG0008071	LOC108095359|XP_017051929.1|DFIC	LOC4815232|XP_033238306.1|DPSE
OG0008072	LOC108097408|XP_017055154.1|DFIC	LOC4815424|XP_001355486.3|DPSE
OG0008073	LOC108095389|XP_017051958.1|DFIC	LOC4814784|XP_033237457.1|DPSE
OG0008075	LOC108090677|XP_017044952.1|DFIC	LOC15382874|XP_033234520.1|DPSE
OG0008076	LOC108091311|XP_017045923.1|DFIC	LOC4815912|XP_001355232.3|DPSE
OG0008077	LOC108091401|XP_017046081.1|DFIC	LOC4802712|XP_001359578.1|DPSE
OG0008078	LOC108097272|XP_017054958.1|DFIC	LOC4814776|XP_001355097.2|DPSE
OG0008079	LOC108094723|XP_017050954.1|DFIC	LOC4815271|XP_001355199.3|DPSE
OG0008080	LOC108091340|XP_017045976.1|DFIC	LOC4815790|XP_001355234.3|DPSE
OG0008081	LOC108097238|XP_017054901.1|DFIC	LOC4814373|XP_001354448.1|DPSE
OG0008082	LOC108086596|XP_017039054.1|DFIC	LOC4801152|XP_001358289.3|DPSE
OG0008083	LOC108090113|XP_017044126.1|DFIC	LOC4802039|XP_015037560.1|DPSE
OG0008084	LOC108099301|XP_017058186.1|DFIC	LOC4800962|XP_001358143.2|DPSE
OG0008085	LOC108095728|XP_017052392.1|DFIC	LOC4801079|XP_001358238.3|DPSE
OG0008086	LOC108090081|XP_017044073.1|DFIC	LOC4802036|XP_015037557.1|DPSE
OG0008087	LOC108094696|XP_017050916.1|DFIC	LOC6901875|XP_033239491.1|DPSE
OG0008088	LOC108097191|XP_017054824.1|DFIC	LOC4815194|XP_001354644.4|DPSE
OG0008089	LOC108100353|XP_017059676.1|DFIC	LOC4812438|XP_001352455.4|DPSE
OG0008090	LOC108097271|XP_017054957.1|DFIC	LOC6902107|XP_002133638.2|DPSE
OG0008091	LOC108091997|XP_017046911.1|DFIC	LOC4801761|XP_033232480.1|DPSE
OG0008092	LOC108101071|XP_017060752.1|DFIC	LOC6899355|XP_033241066.1|DPSE
OG0008093	LOC108091079|XP_017045571.1|DFIC	LOC4815323|XP_001354829.2|DPSE
OG0008094	LOC108093515|XP_017049096.1|DFIC	LOC4817088|XP_001356838.2|DPSE
OG0008095	LOC108102065|XP_017062194.1|DFIC	LOC4802840|XP_001359676.3|DPSE
OG0008096	LOC108097021|XP_017054527.1|DFIC	LOC6902176|XP_002133707.2|DPSE
OG0008097	LOC108088637|XP_017042044.1|DFIC	LOC4814711|XP_015041853.1|DPSE
OG0008098	LOC108087567|XP_017040484.1|DFIC	LOC4813162|XP_001353698.4|DPSE
OG0008099	LOC108100403|XP_017059775.1|DFIC	LOC4813763|XP_001353322.3|DPSE
OG0008100	LOC108092054|XP_017046997.1|DFIC	LOC4803322|XP_033233037.1|DPSE
OG0008101	LOC108097596|XP_017055483.1|DFIC	LOC4814578|XP_001354821.3|DPSE
OG0008102	LOC108096715|XP_017054043.1|DFIC	LOC4802335|XP_001359273.4|DPSE
OG0008103	LOC108094633|XP_017050814.1|DFIC	LOC4814764|XP_001355016.2|DPSE
OG0008104	LOC108096464|XP_017053564.1|DFIC	LOC4813171|XP_001353144.1|DPSE
OG0008105	LOC108098852|XP_017057503.1|DFIC	LOC6897026|XP_015038899.2|DPSE
OG0008106	LOC108088780|XP_017042226.1|DFIC	LOC4813886|XP_001353381.1|DPSE
OG0008107	LOC108102082|XP_017062220.1|DFIC	LOC4802842|XP_033241778.1|DPSE
OG0008108	LOC108092856|XP_017048165.1|DFIC	LOC4816079|XP_001355263.2|DPSE
OG0008109	LOC108091279|XP_017045882.1|DFIC	LOC4815756|XP_001355221.1|DPSE
OG0008110	LOC108091141|XP_017045665.1|DFIC	LOC4814467|XP_001354550.1|DPSE
OG0008111	LOC108092837|XP_017048131.1|DFIC	LOC4815091|XP_001354790.2|DPSE
OG0008112	LOC108097090|XP_017054634.1|DFIC	LOC4815522|XP_015041046.2|DPSE
OG0008113	LOC108095619|XP_017052274.1|DFIC	LOC4814234|XP_015042292.1|DPSE
OG0008114	LOC108095618|XP_017052273.1|DFIC	LOC4814233|XP_001354438.3|DPSE
OG0008115	LOC108097950|XP_017056032.1|DFIC	LOC4814721|XP_033237601.1|DPSE
OG0008116	LOC108098015|XP_017056151.1|DFIC	LOC6901390|XP_033238058.1|DPSE
OG0008117	LOC108097587|XP_017055467.1|DFIC	LOC4814851|XP_015041832.2|DPSE
OG0008118	LOC108092843|XP_017048138.1|DFIC	LOC4814865|XP_033237348.1|DPSE
OG0008119	LOC108097717|XP_017055698.1|DFIC	LOC4815354|XP_001354568.1|DPSE
OG0008120	LOC108091196|XP_017045767.1|DFIC	LOC4815005|XP_001354689.3|DPSE
OG0008121	LOC108096700|XP_017054023.1|DFIC	LOC4804359|XP_001360933.3|DPSE
OG0008122	LOC108097082|XP_017054614.1|DFIC	LOC4815974|XP_033241435.1|DPSE
OG0008123	LOC108097248|XP_017054917.1|DFIC	LOC4814665|XP_001354695.2|DPSE
OG0008124	LOC108092953|XP_017048315.1|DFIC	LOC4814343|XP_033238275.1|DPSE
OG0008125	LOC108091327|XP_017045957.1|DFIC	LOC4815503|XP_001355393.3|DPSE
OG0008126	LOC108097383|XP_017055125.1|DFIC	LOC4815600|XP_001355608.1|DPSE
OG0008127	LOC108097177|XP_017054804.1|DFIC	LOC4815731|XP_033241432.1|DPSE
OG0008128	LOC108094663|XP_017050863.1|DFIC	LOC4815691|XP_001355247.2|DPSE
OG0008129	LOC108097279|XP_017054969.1|DFIC	LOC4814346|XP_033241262.1|DPSE
OG0008130	LOC108088703|XP_017042134.1|DFIC	LOC4814496|XP_001354946.1|DPSE
OG0008131	LOC108092855|XP_017048164.1|DFIC	LOC6901851|XP_015040905.2|DPSE
OG0008132	LOC108092193|XP_017047209.1|DFIC	LOC4802165|XP_001359138.2|DPSE
OG0008133	LOC108095555|XP_017052179.1|DFIC	LOC4814458|XP_001355088.3|DPSE
OG0008134	LOC108097287|XP_017054990.1|DFIC	LOC4815599|XP_033238628.1|DPSE
OG0008135	LOC108099460|XP_017058498.1|DFIC	LOC4803011|XP_001359813.2|DPSE
OG0008136	LOC108089987|XP_017043976.1|DFIC	LOC4817099|XP_001356575.4|DPSE
OG0008137	LOC108086491|XP_017038905.1|DFIC	LOC4815275|XP_001355176.2|DPSE
OG0008138	LOC108089573|XP_017043419.1|DFIC	LOC6900002|XP_002135367.2|DPSE
OG0008139	LOC108094938|XP_017051288.1|DFIC	LOC6898764|XP_033234479.1|DPSE
OG0008140	LOC108091328|XP_017045958.1|DFIC	LOC6902033|XP_002133567.2|DPSE
OG0008141	LOC108091221|XP_017045812.1|DFIC	LOC4815066|XP_033238221.1|DPSE
OG0008142	LOC108097772|XP_017055787.1|DFIC	LOC4815517|XP_001355493.2|DPSE
OG0008143	LOC108094677|XP_017050883.1|DFIC	LOC6899195|XP_033237771.1|DPSE
OG0008144	LOC108096632|XP_017053871.1|DFIC	LOC4804752|XP_001361263.1|DPSE
OG0008145	LOC108091217|XP_017045806.1|DFIC	LOC4815447|XP_033239346.1|DPSE
OG0008146	LOC108095305|XP_017051854.1|DFIC	LOC4815048|XP_001355144.1|DPSE
OG0008147	LOC108095302|XP_017051849.1|DFIC	LOC6901753|XP_033237578.1|DPSE
OG0008148	LOC108097189|XP_017054821.1|DFIC	LOC4814631|XP_033240965.1|DPSE
OG0008149	LOC108097263|XP_017054944.1|DFIC	LOC4815696|XP_001355570.1|DPSE
OG0008150	LOC108091164|XP_017045693.1|DFIC	LOC4815407|XP_001355500.2|DPSE
OG0008151	LOC108092782|XP_017048027.1|DFIC	LOC4815641|XP_033238717.1|DPSE
OG0008152	LOC108097187|XP_017054819.1|DFIC	LOC6901978|XP_033240815.1|DPSE
OG0008153	LOC108101908|XP_017061971.1|DFIC	LOC4803402|XP_001360130.3|DPSE
OG0008154	LOC108087454|XP_017040304.1|DFIC	LOC6900367|XP_015042615.2|DPSE
OG0008155	LOC108100667|XP_017060169.1|DFIC	LOC4813779|XP_001353894.3|DPSE
OG0008156	LOC108100776|XP_017060303.1|DFIC	LOC4801121|XP_001358265.2|DPSE
OG0008157	LOC108087363|XP_017040192.1|DFIC	LOC4801020|XP_001358190.3|DPSE
OG0008158	LOC108097994|XP_017056120.1|DFIC	LOC4814759|XP_033239446.1|DPSE
OG0008159	LOC108088314|XP_017041539.1|DFIC	LOC6900826|XP_002135184.2|DPSE
OG0008160	LOC108094889|XP_017051215.1|DFIC	LOC4803502|XP_033233880.1|DPSE
OG0008161	LOC108098994|XP_017057715.1|DFIC	LOC6901670|XP_002134339.1|DPSE
OG0008162	LOC108097536|XP_017055372.1|DFIC	LOC4815251|XP_033240021.1|DPSE
OG0008163	LOC108093090|XP_017048513.1|DFIC	LOC4812002|XP_001352712.3|DPSE
OG0008164	LOC108102171|XP_017062360.1|DFIC	LOC6901181|XP_002133882.2|DPSE
OG0008165	LOC108092961|XP_017048333.1|DFIC	LOC4815945|XP_001355538.2|DPSE
OG0008166	LOC108095616|XP_017052270.1|DFIC	LOC4815944|XP_001355537.3|DPSE
OG0008167	LOC108091160|XP_017045682.1|DFIC	LOC6902023|XP_002133557.1|DPSE
OG0008168	LOC108091179|XP_017045727.1|DFIC	LOC4815588|XP_001355376.3|DPSE
OG0008169	LOC108097028|XP_017054534.1|DFIC	LOC4814275|XP_001354483.2|DPSE
OG0008170	LOC108086753|XP_017039281.1|DFIC	LOC4803657|XP_033233762.1|DPSE
OG0008171	LOC108098010|XP_017056140.1|DFIC	LOC4815647|XP_033240851.1|DPSE
OG0008172	LOC108098629|XP_017057193.1|DFIC	LOC4803186|XP_001359969.3|DPSE
OG0008173	LOC108093426|XP_017048969.1|DFIC	LOC4816544|XP_003736151.2|DPSE
OG0008174	LOC108096646|XP_017053899.1|DFIC	LOC6898465|XP_002138508.1|DPSE
OG0008175	LOC108097592|XP_017055477.1|DFIC	LOC4815665|XP_033239480.1|DPSE
OG0008176	LOC108097024|XP_017054530.1|DFIC	LOC4816060|XP_001355567.1|DPSE
OG0008177	LOC108097259|XP_017054936.1|DFIC	LOC4814925|XP_001354540.1|DPSE
OG0008178	LOC108095330|XP_017051900.1|DFIC	LOC4814468|XP_001354906.2|DPSE
OG0008179	LOC108094629|XP_017050807.1|DFIC	LOC4815890|XP_001355505.3|DPSE
OG0008180	LOC108097267|XP_017054954.1|DFIC	LOC4815418|XP_001355475.3|DPSE
OG0008181	LOC108097269|XP_017054956.1|DFIC	LOC6901138|XP_002134614.1|DPSE
OG0008182	LOC108090436|XP_017044602.1|DFIC	LOC4805048|XP_001361513.1|DPSE
OG0008183	LOC108101931|XP_017062002.1|DFIC	LOC6899067|XP_004444561.3|DPSE
OG0008184	LOC108089184|XP_017042809.1|DFIC	LOC13036553|XP_003736586.3|DPSE
OG0008185	LOC108098676|XP_017057261.1|DFIC	LOC4801846|XP_001358878.2|DPSE
