Orthogroup	DFIC.longest_only	SLEB.longest_only
OG0009328	LOC108088442|XP_017041706.1|DFIC	LOC115621528|XP_030371054.1|SLEB
OG0009329	LOC108087189|XP_017039934.1|DFIC	LOC115621397|XP_030370898.1|SLEB
OG0009330	LOC108092089|XP_017047067.1|DFIC	LOC115620744|XP_030369997.1|SLEB
OG0009331	LOC108087947|XP_017041022.1|DFIC	LOC115621614|XP_030371166.1|SLEB, LOC115621218|XP_030370661.1|SLEB
OG0009332	LOC108087193|XP_017039942.1|DFIC	LOC115621887|XP_030371575.1|SLEB
OG0009333	LOC108099564|XP_017058643.1|DFIC	LOC115620322|XP_030369375.1|SLEB
OG0009334	LOC108086811|XP_017039339.1|DFIC	LOC115620276|XP_030369309.1|SLEB
OG0009335	LOC108097615|XP_017055514.1|DFIC	LOC115620451|XP_030369542.1|SLEB
OG0009336	LOC108086857|XP_017039399.1|DFIC	LOC115621384|XP_030370875.1|SLEB
OG0009337	LOC108097883|XP_017055908.1|DFIC	LOC115629920|XP_030382384.1|SLEB
OG0009338	LOC108098532|XP_017057002.1|DFIC	LOC115620638|XP_030369835.1|SLEB
OG0009339	LOC108098477|XP_017056877.1|DFIC	LOC115621037|XP_030370419.1|SLEB
OG0009340	LOC108091679|XP_017046491.1|DFIC	LOC115620460|XP_030369551.1|SLEB
OG0009341	LOC108093332|XP_017048816.1|DFIC	LOC115620886|XP_030370226.1|SLEB
OG0009342	LOC108088077|XP_017041217.1|DFIC	LOC115621475|XP_030370995.1|SLEB
OG0009343	LOC108088081|XP_017041222.1|DFIC	LOC115621044|XP_030370426.1|SLEB
OG0009344	LOC108099234|XP_017058096.1|DFIC	LOC115620463|XP_030369554.1|SLEB
OG0009345	LOC108088480|XP_017041768.1|DFIC	LOC115621814|XP_030371460.1|SLEB
OG0009346	LOC108088374|XP_017041610.1|DFIC	LOC115621423|XP_030370935.1|SLEB
OG0009347	LOC108095683|XP_017052341.1|DFIC	LOC115621435|XP_030370949.1|SLEB
OG0009348	LOC108099513|XP_017058565.1|DFIC	LOC115620228|XP_030369229.1|SLEB
OG0009349	LOC108087010|XP_017039647.1|DFIC	LOC115620778|XP_030370047.1|SLEB
OG0009350	LOC108086876|XP_017039428.1|DFIC	LOC115621388|XP_030370882.1|SLEB
OG0009351	LOC108086795|XP_017039323.1|DFIC	LOC115621133|XP_030370545.1|SLEB
OG0009352	LOC108091726|XP_017046557.1|DFIC	LOC115621299|XP_030370767.1|SLEB
OG0009353	LOC108099288|XP_017058169.1|DFIC	LOC115621667|XP_030371236.1|SLEB
OG0009354	LOC108089141|XP_017042751.1|DFIC	LOC115631303|XP_030383878.1|SLEB
OG0009355	LOC108095093|XP_017051521.1|DFIC	LOC115628527|XP_030380547.1|SLEB
OG0009356	LOC108092548|XP_017047672.1|DFIC	LOC115631344|XP_030383921.1|SLEB
OG0009357	LOC108093494|XP_017049072.1|DFIC	LOC115631809|XP_030384506.1|SLEB
OG0009358	LOC108092387|XP_017047435.1|DFIC	LOC115631117|XP_030383638.1|SLEB
OG0009359	LOC108092386|XP_017047434.1|DFIC	LOC115631116|XP_030383636.1|SLEB
OG0009360	LOC108095633|XP_017052290.1|DFIC, LOC108100937|XP_017060572.1|DFIC	LOC115631498|XP_030384118.1|SLEB
OG0009361	LOC108095634|XP_017052291.1|DFIC, LOC108094591|XP_017050757.1|DFIC	LOC115631499|XP_030384119.1|SLEB
OG0009362	LOC108092635|XP_017047762.1|DFIC, LOC108095632|XP_017052289.1|DFIC	LOC115631862|XP_030384571.1|SLEB
OG0009363	LOC108089837|XP_017043740.1|DFIC	LOC115630931|XP_030383358.1|SLEB
OG0009364	LOC108092567|XP_017047697.1|DFIC	LOC115631815|XP_030384511.1|SLEB
OG0009365	LOC108089880|XP_017043829.1|DFIC	LOC115630419|XP_030382815.1|SLEB
OG0009366	LOC108088968|XP_017042526.1|DFIC	LOC115630680|XP_030383186.1|SLEB
OG0009368	LOC108091469|XP_017046176.1|DFIC	LOC115631698|XP_030384386.1|SLEB
OG0009369	LOC108091472|XP_017046178.1|DFIC	LOC115631669|XP_030384343.1|SLEB
OG0009370	LOC108089824|XP_017043726.1|DFIC	LOC115630704|XP_030383217.1|SLEB
OG0009371	LOC108089791|XP_017043675.1|DFIC	LOC115630670|XP_030383174.1|SLEB
OG0009372	LOC108091505|XP_017046235.1|DFIC	LOC115631674|XP_030384348.1|SLEB
OG0009373	LOC108095092|XP_017051517.1|DFIC	LOC115630498|XP_030382948.1|SLEB
OG0009374	LOC108098267|XP_017056554.1|DFIC	LOC115631129|XP_030383655.1|SLEB
OG0009376	LOC108092329|XP_017047354.1|DFIC	LOC115630797|XP_030383314.1|SLEB
OG0009377	LOC108095895|XP_017052704.1|DFIC, LOC108098259|XP_017056548.1|DFIC	LOC115626346|XP_030377555.1|SLEB
OG0009378	LOC108097858|XP_017055884.1|DFIC, LOC108095706|XP_017052404.1|DFIC	LOC115625725|XP_030376733.1|SLEB
OG0009379	LOC108091658|XP_017046497.1|DFIC	LOC115629040|XP_030381203.1|SLEB
OG0009380	LOC108089276|XP_017042942.1|DFIC, LOC108089116|XP_017042717.1|DFIC	LOC115631821|XP_030384518.1|SLEB
OG0009381	LOC108102220|XP_017062431.1|DFIC	LOC115626448|XP_030377683.1|SLEB
OG0009382	LOC108102232|XP_017062449.1|DFIC	LOC115626372|XP_030377587.1|SLEB
OG0009383	LOC108092997|XP_017048382.1|DFIC	LOC115626094|XP_030377206.1|SLEB, LOC115625711|XP_030376716.1|SLEB
OG0009384	LOC108090068|XP_017044068.1|DFIC	LOC115626022|XP_030377131.1|SLEB
OG0009385	LOC108098313|XP_017056615.1|DFIC	LOC115626026|XP_030377136.1|SLEB
OG0009386	LOC108098327|XP_017056640.1|DFIC, LOC108100042|XP_017059296.1|DFIC	LOC115626182|XP_030377319.1|SLEB
OG0009387	LOC108095154|XP_017051582.1|DFIC	LOC115626070|XP_030377186.1|SLEB
OG0009388	LOC108095225|XP_017051734.1|DFIC	LOC115626277|XP_030377463.1|SLEB
OG0009389	LOC108087737|XP_017040748.1|DFIC	LOC115629837|XP_030382277.1|SLEB
OG0009390	LOC108095163|XP_017051610.1|DFIC	LOC115620083|XP_030369125.1|SLEB
OG0009391	LOC108092454|XP_017047529.1|DFIC	LOC115630453|XP_030382873.1|SLEB
OG0009392	LOC108094220|XP_017050167.1|DFIC	LOC115633873|XP_030387233.1|SLEB
OG0009394	LOC108086642|XP_017039107.1|DFIC	LOC115634034|XP_030387435.1|SLEB
OG0009395	LOC108096502|XP_017053601.1|DFIC	LOC115634775|XP_030388531.1|SLEB
OG0009396	LOC108086434|XP_017038831.1|DFIC	LOC115634153|XP_030387593.1|SLEB
OG0009397	LOC108087838|XP_017040902.1|DFIC	LOC115634319|XP_030387839.1|SLEB
OG0009398	LOC108101413|XP_017061227.1|DFIC	LOC115634235|XP_030387689.1|SLEB
OG0009399	LOC108086371|XP_017038761.1|DFIC	LOC115619975|XP_030368870.1|SLEB
OG0009400	LOC108090496|XP_017044698.1|DFIC	LOC115634205|XP_030387651.1|SLEB
OG0009401	LOC108100113|XP_017059351.1|DFIC	LOC115632092|XP_030384927.1|SLEB
OG0009402	LOC108098797|XP_017057426.1|DFIC	LOC115623998|XP_030374429.1|SLEB
OG0009403	LOC108090584|XP_017044823.1|DFIC	LOC115632468|XP_030385492.1|SLEB
OG0009404	LOC108094202|XP_017050146.1|DFIC	LOC115625236|XP_030376085.1|SLEB
OG0009405	LOC108090564|XP_017044794.1|DFIC	LOC115634005|XP_030387391.1|SLEB
OG0009406	LOC108096591|XP_017053779.1|DFIC	LOC115634676|XP_030388394.1|SLEB
OG0009407	LOC108100536|XP_017059989.1|DFIC, LOC108093756|XP_017049513.1|DFIC	LOC115629589|XP_030381943.1|SLEB
OG0009408	LOC108090815|XP_017045161.1|DFIC	LOC115634797|XP_030388565.1|SLEB
OG0009409	LOC108086666|XP_017039136.1|DFIC	LOC115634807|XP_030388579.1|SLEB
OG0009410	LOC108086379|XP_017038770.1|DFIC	LOC115633811|XP_030387159.1|SLEB
OG0009411	LOC108096838|XP_017054231.1|DFIC	LOC115628810|XP_030380896.1|SLEB
OG0009412	LOC108101886|XP_017061919.1|DFIC	LOC115627764|XP_030379418.1|SLEB
OG0009413	LOC108094225|XP_017050171.1|DFIC	LOC115634373|XP_030387911.1|SLEB
OG0009414	LOC108094221|XP_017050168.1|DFIC	LOC115634457|XP_030388041.1|SLEB, LOC115634200|XP_030387647.1|SLEB
OG0009415	LOC108094262|XP_017050216.1|DFIC	LOC115624191|XP_030374690.1|SLEB
OG0009416	LOC108096760|XP_017054108.1|DFIC	LOC115634003|XP_030387387.1|SLEB
OG0009417	LOC108096762|XP_017054111.1|DFIC	LOC115633914|XP_030387283.1|SLEB
OG0009418	LOC108096500|XP_017053598.1|DFIC	LOC115634821|XP_030388599.1|SLEB
OG0009419	LOC108096535|XP_017053709.1|DFIC	LOC115634291|XP_030387803.1|SLEB
OG0009420	LOC108096536|XP_017053710.1|DFIC	LOC115634345|XP_030387860.1|SLEB
OG0009421	LOC108094053|XP_017049978.1|DFIC	LOC115631244|XP_030383817.1|SLEB
OG0009422	LOC108096803|XP_017054176.1|DFIC	LOC115632864|XP_030385991.1|SLEB
OG0009423	LOC108093718|XP_017049413.1|DFIC	LOC115626954|XP_030378332.1|SLEB
OG0009424	LOC108096524|XP_017053694.1|DFIC	LOC115633776|XP_030387110.1|SLEB
OG0009425	LOC108094333|XP_017050371.1|DFIC	LOC115624791|XP_030375494.1|SLEB
OG0009426	LOC108094755|XP_017051001.1|DFIC	LOC115634569|XP_030388253.1|SLEB
OG0009427	LOC108087817|XP_017040871.1|DFIC	LOC115621337|XP_030370820.1|SLEB
OG0009428	LOC108094825|XP_017051084.1|DFIC	LOC115634320|XP_030387843.1|SLEB
OG0009429	LOC108094791|XP_017051052.1|DFIC	LOC115634524|XP_030388190.1|SLEB
OG0009430	LOC108093794|XP_017049567.1|DFIC	LOC115634090|XP_030387505.1|SLEB
OG0009431	LOC108090802|XP_017045146.1|DFIC	LOC115628957|XP_030381103.1|SLEB
OG0009432	LOC108101918|XP_017061985.1|DFIC	LOC115634160|XP_030387603.1|SLEB
OG0009433	LOC108096867|XP_017054282.1|DFIC	LOC115633584|XP_030386891.1|SLEB
OG0009434	LOC108096734|XP_017054069.1|DFIC	LOC115622672|XP_030372551.1|SLEB
OG0009435	LOC108096735|XP_017054071.1|DFIC	LOC115623725|XP_030374066.1|SLEB
OG0009436	LOC108094852|XP_017051148.1|DFIC	LOC115626855|XP_030378221.1|SLEB
OG0009437	LOC108090756|XP_017045077.1|DFIC	LOC115633713|XP_030387036.1|SLEB
OG0009438	LOC108101459|XP_017061292.1|DFIC	LOC115620685|XP_030369917.1|SLEB
OG0009439	LOC108101474|XP_017061309.1|DFIC	LOC115634521|XP_030388187.1|SLEB
OG0009440	LOC108090896|XP_017045293.1|DFIC	LOC115633726|XP_030387053.1|SLEB
OG0009441	LOC108098123|XP_017056333.1|DFIC	LOC115629965|XP_030382443.1|SLEB
OG0009442	LOC108094632|XP_017050810.1|DFIC	LOC115626733|XP_030378038.1|SLEB
OG0009443	LOC108087620|XP_017040551.1|DFIC	LOC115634299|XP_030387812.1|SLEB
OG0009444	LOC108098152|XP_017056368.1|DFIC	LOC115627055|XP_030378458.1|SLEB
OG0009445	LOC108097530|XP_017055364.1|DFIC	LOC115633313|XP_030386602.1|SLEB
OG0009446	LOC108095315|XP_017051877.1|DFIC	LOC115627026|XP_030378416.1|SLEB
OG0009449	LOC108097599|XP_017055493.1|DFIC	LOC115626149|XP_030377273.1|SLEB, LOC115633409|XP_030386712.1|SLEB
OG0009450	LOC108097206|XP_017054840.1|DFIC	LOC115633290|XP_030386562.1|SLEB
OG0009451	LOC108088119|XP_017041262.1|DFIC	LOC115626491|XP_030377735.1|SLEB
OG0009453	LOC108099361|XP_017058336.1|DFIC	LOC115621636|XP_030371197.1|SLEB
OG0009454	LOC108088271|XP_017041477.1|DFIC	LOC115625104|XP_030375871.1|SLEB
OG0009455	LOC108091359|XP_017046001.1|DFIC	LOC115629494|XP_030381829.1|SLEB
OG0009456	LOC108097387|XP_017055127.1|DFIC	LOC115628861|XP_030380972.1|SLEB
OG0009457	LOC108091310|XP_017045922.1|DFIC	LOC115629731|XP_030382125.1|SLEB
OG0009458	LOC108092910|XP_017048258.1|DFIC	LOC115629705|XP_030382085.1|SLEB
OG0009459	LOC108100450|XP_017059863.1|DFIC	LOC115632639|XP_030385729.1|SLEB
OG0009460	LOC108099216|XP_017058084.1|DFIC	LOC115628357|XP_030380292.1|SLEB
OG0009461	LOC108099179|XP_017058031.1|DFIC	LOC115628404|XP_030380352.1|SLEB
OG0009462	LOC108100645|XP_017060137.1|DFIC	LOC115628323|XP_030380238.1|SLEB
OG0009463	LOC108089453|XP_017043185.1|DFIC	LOC115632741|XP_030385848.1|SLEB
OG0009464	LOC108099986|XP_017059173.1|DFIC	LOC115632943|XP_030386099.1|SLEB
OG0009465	LOC108099985|XP_017059172.1|DFIC	LOC115632711|XP_030385813.1|SLEB
OG0009466	LOC108086983|XP_017039600.1|DFIC	LOC115628292|XP_030380198.1|SLEB
OG0009467	LOC108096205|XP_017053081.1|DFIC	LOC115632165|XP_030385052.1|SLEB
OG0009468	LOC108099207|XP_017058072.1|DFIC	LOC115622611|XP_030372472.1|SLEB
OG0009469	LOC108093149|XP_017048584.1|DFIC	LOC115633097|XP_030386338.1|SLEB
OG0009470	LOC108093037|XP_017048430.1|DFIC	LOC115632781|XP_030385891.1|SLEB
OG0009471	LOC108089121|XP_017042726.1|DFIC	LOC115631827|XP_030384527.1|SLEB
OG0009472	LOC108099005|XP_017057726.1|DFIC	LOC115632875|XP_030386009.1|SLEB
OG0009473	LOC108093049|XP_017048446.1|DFIC	LOC115622425|XP_030372221.1|SLEB
OG0009474	LOC108100581|XP_017060049.1|DFIC	LOC115624844|XP_030375547.1|SLEB
OG0009475	LOC108096021|XP_017052863.1|DFIC	LOC115623039|XP_030373076.1|SLEB
OG0009476	LOC108089522|XP_017043337.1|DFIC	LOC115632502|XP_030385551.1|SLEB
OG0009478	LOC108089372|XP_017043037.1|DFIC	LOC115633016|XP_030386199.1|SLEB
OG0009479	LOC108101492|XP_017061342.1|DFIC, LOC108088739|XP_017042211.1|DFIC	LOC115630775|XP_030383290.1|SLEB
OG0009480	LOC108096232|XP_017053114.1|DFIC	LOC115632541|XP_030385611.1|SLEB
OG0009481	LOC108096198|XP_017053071.1|DFIC	LOC115632687|XP_030385783.1|SLEB
OG0009482	LOC108088277|XP_017041487.1|DFIC	LOC115634704|XP_030388443.1|SLEB
OG0009483	LOC108088348|XP_017041583.1|DFIC	LOC115633931|XP_030387312.1|SLEB
OG0009484	LOC108087017|XP_017039673.1|DFIC	LOC115623857|XP_030374261.1|SLEB
OG0009485	LOC108100485|XP_017059908.1|DFIC	LOC115632674|XP_030385768.1|SLEB
OG0009486	LOC108100486|XP_017059909.1|DFIC	LOC115632675|XP_030385769.1|SLEB
OG0009487	LOC108100240|XP_017059506.1|DFIC	LOC115622905|XP_030372888.1|SLEB
OG0009488	LOC108087478|XP_017040345.1|DFIC	LOC115624949|XP_030375660.1|SLEB
OG0009489	LOC108099777|XP_017058895.1|DFIC	LOC115622837|XP_030372777.1|SLEB
OG0009490	LOC108094788|XP_017051049.1|DFIC	LOC115634570|XP_030388254.1|SLEB
OG0009491	LOC108088934|XP_017042447.1|DFIC	LOC115624784|XP_030375475.1|SLEB
OG0009492	LOC108088763|XP_017042202.1|DFIC	LOC115632910|XP_030386060.1|SLEB
OG0009493	LOC108088789|XP_017042243.1|DFIC	LOC115622139|XP_030371858.1|SLEB
OG0009494	LOC108088792|XP_017042247.1|DFIC	LOC115622141|XP_030371861.1|SLEB
OG0009495	LOC108100437|XP_017059847.1|DFIC	LOC115633871|XP_030387228.1|SLEB
OG0009496	LOC108088910|XP_017042408.1|DFIC	LOC115632791|XP_030385902.1|SLEB
OG0009497	LOC108092132|XP_017047124.1|DFIC	LOC115624584|XP_030375182.1|SLEB
OG0009498	LOC108100570|XP_017060037.1|DFIC	LOC115620593|XP_030369767.1|SLEB
OG0009499	LOC108100675|XP_017060180.1|DFIC	LOC115627508|XP_030379103.1|SLEB
OG0009500	LOC108096199|XP_017053072.1|DFIC	LOC115634379|XP_030387923.1|SLEB
OG0009501	LOC108096175|XP_017053048.1|DFIC	LOC115624872|XP_030375577.1|SLEB
OG0009502	LOC108097402|XP_017055149.1|DFIC	LOC115623670|XP_030373996.1|SLEB
OG0009503	LOC108088125|XP_017041272.1|DFIC	LOC115626569|XP_030377808.1|SLEB
OG0009504	LOC108098826|XP_017057471.1|DFIC	LOC115623663|XP_030373981.1|SLEB
OG0009505	LOC108102045|XP_017062160.1|DFIC, LOC108100845|XP_017060414.1|DFIC	LOC115631283|XP_030383856.1|SLEB
OG0009506	LOC108095961|XP_017052795.1|DFIC	LOC115622493|XP_030372299.1|SLEB
OG0009507	LOC108099868|XP_017059008.1|DFIC	LOC115622804|XP_030372732.1|SLEB
OG0009508	LOC108092564|XP_017047693.1|DFIC	LOC115622600|XP_030372459.1|SLEB
OG0009509	LOC108090583|XP_017044822.1|DFIC	LOC115632080|XP_030384905.1|SLEB
OG0009510	LOC108094614|XP_017050777.1|DFIC	LOC115629900|XP_030382360.1|SLEB
OG0009511	LOC108087366|XP_017040195.1|DFIC	LOC115629195|XP_030381454.1|SLEB
OG0009512	LOC108091293|XP_017045905.1|DFIC	LOC115629522|XP_030381860.1|SLEB
OG0009514	LOC108099080|XP_017057868.1|DFIC	LOC115629636|XP_030381997.1|SLEB
OG0009515	LOC108101153|XP_017060865.1|DFIC	LOC115631627|XP_030384294.1|SLEB
OG0009516	LOC108094902|XP_017051240.1|DFIC, LOC108095084|XP_017051502.1|DFIC	LOC115630485|XP_030382926.1|SLEB
OG0009517	LOC108100864|XP_017060435.1|DFIC	LOC115631953|XP_030384670.1|SLEB
OG0009518	LOC108089696|XP_017043532.1|DFIC	LOC115623118|XP_030373185.1|SLEB, LOC115622404|XP_030372195.1|SLEB
OG0009519	LOC108100197|XP_017059460.1|DFIC	LOC115628433|XP_030380381.1|SLEB
OG0009520	LOC108095672|XP_017052327.1|DFIC	LOC115625465|XP_030376373.1|SLEB
OG0009521	LOC108099019|XP_017057744.1|DFIC	LOC115623031|XP_030373069.1|SLEB
OG0009523	LOC108096707|XP_017054029.1|DFIC	LOC115633743|XP_030387077.1|SLEB
OG0009524	LOC108090275|XP_017044374.1|DFIC	LOC115632472|XP_030385505.1|SLEB
OG0009525	LOC108086392|XP_017038783.1|DFIC	LOC115634316|XP_030387836.1|SLEB
OG0009526	LOC108086395|XP_017038786.1|DFIC	LOC115633831|XP_030387182.1|SLEB
OG0009527	LOC108090505|XP_017044710.1|DFIC	LOC115624135|XP_030374594.1|SLEB
OG0009528	LOC108096577|XP_017053763.1|DFIC	LOC115634164|XP_030387605.1|SLEB, LOC115634214|XP_030387666.1|SLEB
OG0009529	LOC108093871|XP_017049702.1|DFIC	LOC115625959|XP_030377436.1|SLEB
OG0009530	LOC108094730|XP_017050966.1|DFIC	LOC115634575|XP_030388266.1|SLEB
OG0009531	LOC108093645|XP_017049293.1|DFIC	LOC115624881|XP_030375587.1|SLEB
OG0009532	LOC108090932|XP_017045357.1|DFIC	LOC115624899|XP_030375608.1|SLEB
OG0009533	LOC108094964|XP_017051316.1|DFIC	LOC115633845|XP_030387196.1|SLEB
OG0009534	LOC108094776|XP_017051038.1|DFIC	LOC115627083|XP_030378493.1|SLEB
OG0009535	LOC108096888|XP_017054319.1|DFIC	LOC115633680|XP_030386994.1|SLEB
OG0009536	LOC108087897|XP_017040964.1|DFIC, LOC108088085|XP_017041229.1|DFIC	LOC115623779|XP_030374178.1|SLEB
OG0009537	LOC108087296|XP_017040097.1|DFIC	LOC115620277|XP_030369310.1|SLEB
OG0009538	LOC108086792|XP_017039321.1|DFIC	LOC115625154|XP_030375943.1|SLEB
OG0009539	LOC108098487|XP_017056888.1|DFIC	LOC115624305|XP_030374787.1|SLEB
OG0009540	LOC108088362|XP_017041598.1|DFIC, LOC108088361|XP_017041597.1|DFIC	LOC115621049|XP_030370431.1|SLEB
OG0009542	LOC108086850|XP_017039390.1|DFIC	LOC115620933|XP_030370301.1|SLEB
OG0009543	LOC108096018|XP_017052857.1|DFIC, LOC108095726|XP_017052390.1|DFIC	LOC115623749|XP_030374144.1|SLEB
OG0009544	LOC108099587|XP_017058682.1|DFIC	LOC115620299|XP_030369341.1|SLEB, LOC115620300|XP_030369342.1|SLEB
OG0009545	LOC108099381|XP_017058363.1|DFIC	LOC115624953|XP_030375665.1|SLEB
OG0009546	LOC108091904|XP_017046776.1|DFIC	LOC115620980|XP_030370359.1|SLEB
OG0009547	LOC108093620|XP_017049246.1|DFIC, LOC108093618|XP_017049243.1|DFIC	LOC115633928|XP_030387305.1|SLEB
OG0009549	LOC108099745|XP_017058859.1|DFIC, LOC108099752|XP_017058869.1|DFIC	LOC115622884|XP_030372841.1|SLEB
OG0009556	LOC108102238|XP_017062466.1|DFIC	LOC115630620|XP_030383149.1|SLEB
OG0009560	LOC108098071|XP_017056252.1|DFIC	LOC115626845|XP_030378193.1|SLEB
OG0009562	LOC108090000|XP_017043992.1|DFIC	LOC115620720|XP_030369959.1|SLEB
OG0009563	LOC108089610|XP_017043460.1|DFIC	LOC115622210|XP_030371966.1|SLEB
OG0009564	LOC108102155|XP_017062334.1|DFIC	LOC115628064|XP_030379888.1|SLEB
OG0009568	LOC108094361|XP_017050389.1|DFIC	LOC115626005|XP_030377113.1|SLEB
OG0009569	LOC108088577|XP_017041916.1|DFIC	LOC115629614|XP_030381972.1|SLEB
OG0009570	LOC108101081|XP_017060769.1|DFIC	LOC115623933|XP_030374353.1|SLEB
OG0009571	LOC108092156|XP_017047164.1|DFIC	LOC115623566|XP_030373823.1|SLEB
OG0009572	LOC108095371|XP_017051939.1|DFIC	LOC115628896|XP_030381015.1|SLEB
OG0009573	LOC108095589|XP_017052240.1|DFIC	LOC115628846|XP_030380952.1|SLEB
OG0009574	LOC108101772|XP_017061734.1|DFIC	LOC115627456|XP_030378984.1|SLEB
OG0009575	LOC108086394|XP_017038785.1|DFIC	LOC115633784|XP_030387123.1|SLEB
OG0009576	LOC108091752|XP_017046586.1|DFIC	LOC115621989|XP_030371703.1|SLEB
OG0009577	LOC108088097|XP_017041239.1|DFIC	LOC115626567|XP_030377806.1|SLEB
OG0009578	LOC108094455|XP_017050522.1|DFIC	LOC115625773|XP_030376804.1|SLEB
OG0009579	LOC108098141|XP_017056354.1|DFIC	LOC115629601|XP_030381953.1|SLEB
OG0009581	LOC108098182|XP_017056405.1|DFIC	LOC115626018|XP_030377126.1|SLEB
OG0009582	LOC108089529|XP_017043352.1|DFIC	LOC115632501|XP_030385539.1|SLEB
OG0009584	LOC108102116|XP_017062268.1|DFIC	LOC115627991|XP_030379746.1|SLEB
OG0009586	LOC108100247|XP_017059514.1|DFIC	LOC115632722|XP_030385828.1|SLEB
OG0009588	LOC108096029|XP_017052869.1|DFIC	LOC115628792|XP_030380867.1|SLEB
OG0009590	LOC108089568|XP_017043407.1|DFIC	LOC115632125|XP_030384991.1|SLEB
OG0009591	LOC108099447|XP_017058473.1|DFIC	LOC115625132|XP_030375906.1|SLEB
OG0009592	LOC108101113|XP_017060821.1|DFIC	LOC115624387|XP_030374958.1|SLEB
OG0009593	LOC108101020|XP_017060675.1|DFIC	LOC115624152|XP_030374609.1|SLEB
OG0009594	LOC108095742|XP_017052412.1|DFIC	LOC115625537|XP_030376475.1|SLEB
OG0009595	LOC108093536|XP_017049117.1|DFIC	LOC115623831|XP_030374236.1|SLEB
OG0009596	LOC108096136|XP_017053004.1|DFIC	LOC115623991|XP_030374422.1|SLEB
OG0009597	LOC108098488|XP_017056890.1|DFIC	LOC115624282|XP_030374765.1|SLEB
OG0009598	LOC108098623|XP_017057183.1|DFIC	LOC115623484|XP_030373713.1|SLEB
OG0009599	LOC108092219|XP_017047241.1|DFIC	LOC115624112|XP_030374566.1|SLEB
OG0009600	LOC108096635|XP_017053884.1|DFIC	LOC115625068|XP_030375811.1|SLEB
OG0009601	LOC108091980|XP_017046878.1|DFIC	LOC115625404|XP_030376302.1|SLEB
OG0009602	LOC108096017|XP_017052856.1|DFIC	LOC115626103|XP_030377215.1|SLEB
OG0009603	LOC108099451|XP_017058478.1|DFIC	LOC115623353|XP_030373496.1|SLEB
OG0009604	LOC108091037|XP_017045477.1|DFIC	LOC115629876|XP_030382334.1|SLEB
OG0009605	LOC108095691|XP_017052351.1|DFIC	LOC115625441|XP_030376349.1|SLEB
OG0009606	LOC108096012|XP_017052850.1|DFIC	LOC115625355|XP_030376248.1|SLEB
OG0009607	LOC108095701|XP_017052362.1|DFIC	LOC115625541|XP_030376478.1|SLEB
OG0009608	LOC108091843|XP_017046713.1|DFIC	LOC115625414|XP_030376313.1|SLEB
OG0009609	LOC108102243|XP_017062471.1|DFIC	LOC115624945|XP_030375656.1|SLEB
OG0009610	LOC108101100|XP_017060800.1|DFIC	LOC115624336|XP_030374845.1|SLEB
OG0009612	LOC108098486|XP_017056887.1|DFIC	LOC115623914|XP_030374330.1|SLEB
OG0009614	LOC108091916|XP_017046790.1|DFIC	LOC115620214|XP_030369212.1|SLEB
OG0009615	LOC108086522|XP_017038940.1|DFIC	LOC115621028|XP_030370408.1|SLEB, LOC115621030|XP_030370409.1|SLEB
OG0009616	LOC108095698|XP_017052358.1|DFIC	LOC115621571|XP_030371118.1|SLEB
OG0009617	LOC108087238|XP_017040018.1|DFIC	LOC115620313|XP_030369361.1|SLEB
OG0009619	LOC108099540|XP_017058604.1|DFIC	LOC115621309|XP_030370783.1|SLEB
OG0009620	LOC108097705|XP_017055681.1|DFIC	LOC115625494|XP_030376409.1|SLEB
OG0009621	LOC108097443|XP_017055202.1|DFIC	LOC115625366|XP_030376263.1|SLEB
OG0009622	LOC108087908|XP_017040979.1|DFIC	LOC115620937|XP_030370309.1|SLEB
OG0009623	LOC108087952|XP_017041030.1|DFIC	LOC115621055|XP_030370436.1|SLEB
OG0009624	LOC108098684|XP_017057282.1|DFIC	LOC115621911|XP_030371605.1|SLEB
OG0009625	LOC108099677|XP_017058804.1|DFIC	LOC115620259|XP_030369269.1|SLEB
OG0009626	LOC108095734|XP_017052399.1|DFIC	LOC115620291|XP_030369328.1|SLEB
OG0009627	LOC108095733|XP_017052398.1|DFIC	LOC115620294|XP_030369335.1|SLEB
OG0009628	LOC108095756|XP_017052438.1|DFIC	LOC115620290|XP_030369327.1|SLEB
OG0009629	LOC108091909|XP_017046782.1|DFIC	LOC115625472|XP_030376381.1|SLEB
OG0009630	LOC108091865|XP_017046734.1|DFIC	LOC115625470|XP_030376379.1|SLEB
OG0009631	LOC108087251|XP_017040044.1|DFIC	LOC115621984|XP_030371697.1|SLEB
OG0009632	LOC108091144|XP_017045669.1|DFIC	LOC115627674|XP_030379276.1|SLEB
OG0009633	LOC108086651|XP_017039124.1|DFIC	LOC115633974|XP_030387354.1|SLEB
OG0009634	LOC108086833|XP_017039369.1|DFIC	LOC115621772|XP_030371384.1|SLEB
OG0009635	LOC108092196|XP_017047212.1|DFIC	LOC115621279|XP_030370741.1|SLEB
OG0009636	LOC108100634|XP_017060125.1|DFIC	LOC115633262|XP_030386530.1|SLEB
OG0009637	LOC108095770|XP_017052502.1|DFIC	LOC115620644|XP_030369850.1|SLEB
OG0009638	LOC108087925|XP_017041000.1|DFIC	LOC115621708|XP_030371276.1|SLEB
OG0009639	LOC108089081|XP_017042675.1|DFIC	LOC115623751|XP_030374145.1|SLEB
