Orthogroup	DFIC.longest_only	HILL.longest_only
OG0008600	LOC108098640|XP_017057203.1|DFIC	LOC119652068|XP_037911934.1|HILL
OG0008601	LOC108100050|XP_017059272.1|DFIC	LOC119659540|XP_037923612.1|HILL
OG0008602	LOC108099659|XP_017058782.1|DFIC	LOC119652694|XP_037912899.1|HILL
OG0008603	LOC108087079|XP_017039747.1|DFIC	LOC119652884|XP_037913179.1|HILL
OG0008604	LOC108090813|XP_017045158.1|DFIC	LOC119647128|XP_037903843.1|HILL
OG0008605	LOC108094444|XP_017050507.1|DFIC, LOC108094443|XP_017050505.1|DFIC	LOC119654333|XP_037915592.1|HILL
OG0008606	LOC108089810|XP_017043696.1|DFIC, LOC108089781|XP_017043664.1|DFIC	LOC119652360|XP_037912374.1|HILL
OG0008607	LOC108090158|XP_017044213.1|DFIC	LOC119659335|XP_037923305.1|HILL
OG0008608	LOC108086490|XP_017038904.1|DFIC	LOC119653630|XP_037914334.1|HILL
OG0008609	LOC108087259|XP_017040053.1|DFIC	LOC119658860|XP_037922541.1|HILL
OG0008610	LOC108090264|XP_017044361.1|DFIC	LOC119646361|XP_037902726.1|HILL
OG0008615	LOC108093520|XP_017049101.1|DFIC	LOC119660332|XP_037924743.1|HILL
OG0008616	LOC108086808|XP_017039336.1|DFIC	LOC119646548|XP_037902951.1|HILL
OG0008619	LOC108102094|XP_017062237.1|DFIC	LOC119661363|XP_037926600.1|HILL
OG0008620	LOC108101495|XP_017061343.1|DFIC	LOC119651578|XP_037911144.1|HILL
OG0008621	LOC108098881|XP_017057557.1|DFIC	LOC119651459|XP_037910993.1|HILL
OG0008622	LOC108093613|XP_017049229.1|DFIC	LOC119655405|XP_037917216.1|HILL
OG0008623	LOC108094781|XP_017051043.1|DFIC	LOC119655278|XP_037917025.1|HILL
OG0008624	LOC108093838|XP_017049658.1|DFIC	LOC119648961|XP_037906812.1|HILL
OG0008626	LOC108096035|XP_017052870.1|DFIC	LOC119660175|XP_037924511.1|HILL
OG0008627	LOC108093688|XP_017049359.1|DFIC	LOC119661010|XP_037926080.1|HILL
OG0008629	LOC108094362|XP_017050391.1|DFIC	LOC119646898|XP_037903484.1|HILL
OG0008631	LOC108099438|XP_017058464.1|DFIC	LOC119651864|XP_037911599.1|HILL
OG0008632	LOC108098681|XP_017057279.1|DFIC	LOC119647306|XP_037904144.1|HILL
OG0008633	LOC108087654|XP_017040622.1|DFIC	LOC119653603|XP_037914285.1|HILL
OG0008634	LOC108095676|XP_017052337.1|DFIC	LOC119651860|XP_037911595.1|HILL
OG0008635	LOC108101487|XP_017061327.1|DFIC	LOC119652745|XP_037912972.1|HILL
OG0008636	LOC108087924|XP_017040999.1|DFIC	LOC119659458|XP_037923470.1|HILL, LOC119660038|XP_037924345.1|HILL, LOC119660354|XP_037924781.1|HILL, LOC119659719|XP_037923902.1|HILL, LOC119659753|XP_037923943.1|HILL
OG0008638	LOC108087169|XP_017039899.1|DFIC	LOC119649500|XP_037907596.1|HILL, LOC119649892|XP_037908210.1|HILL, LOC119648824|XP_037906611.1|HILL, LOC119649659|XP_037907843.1|HILL
OG0008639	LOC108088518|XP_017041846.1|DFIC	LOC119653912|XP_037914998.1|HILL
OG0008644	LOC108086849|XP_017039389.1|DFIC	LOC119661311|XP_037926531.1|HILL
OG0008645	LOC108098186|XP_017056410.1|DFIC, LOC108101995|XP_017062078.1|DFIC	LOC119651500|XP_037911050.1|HILL
OG0008646	LOC108090631|XP_017044899.1|DFIC	LOC119661294|XP_037926508.1|HILL
OG0008647	LOC108092305|XP_017047328.1|DFIC, LOC108092301|XP_017047325.1|DFIC, LOC108092302|XP_017047326.1|DFIC, LOC108092468|XP_017047546.1|DFIC	LOC119652432|XP_037912489.1|HILL, LOC119651435|XP_037910963.1|HILL
OG0008648	LOC108101994|XP_017062077.1|DFIC, LOC108098207|XP_017056436.1|DFIC	LOC119661642|XP_037927001.1|HILL, LOC119650789|XP_037909841.1|HILL
OG0008650	LOC108096231|XP_017053117.1|DFIC	LOC119659612|XP_037923713.1|HILL, LOC119659875|XP_037924121.1|HILL
OG0008651	LOC108101610|XP_017061513.1|DFIC	LOC119661505|XP_037926800.1|HILL
OG0008653	LOC108093668|XP_017049335.1|DFIC	LOC119654871|XP_037916394.1|HILL
OG0008660	LOC108099882|XP_017059025.1|DFIC	LOC119651738|XP_037911393.1|HILL
OG0008661	LOC108099714|XP_017058826.1|DFIC	LOC119651426|XP_037910951.1|HILL
OG0008665	LOC108090067|XP_017044067.1|DFIC	LOC119648579|XP_037906277.1|HILL
OG0008667	LOC108100136|XP_017059377.1|DFIC	LOC119647590|XP_037904532.1|HILL, LOC119647588|XP_037904525.1|HILL, LOC119647591|XP_037904533.1|HILL
OG0008669	LOC108086347|XP_017038737.1|DFIC	LOC119651956|XP_037911740.1|HILL, LOC119647317|XP_037904172.1|HILL
OG0008671	LOC108097828|XP_017055841.1|DFIC, LOC108097830|XP_017055843.1|DFIC	LOC119651955|XP_037911736.1|HILL, LOC119646767|XP_037903278.1|HILL
OG0008677	LOC108095982|XP_017052815.1|DFIC	LOC119653088|XP_037913514.1|HILL
OG0008681	LOC108088697|XP_017042127.1|DFIC	LOC119657738|XP_037920708.1|HILL
OG0008682	LOC108088639|XP_017042046.1|DFIC	LOC119656988|XP_037919650.1|HILL
OG0008683	LOC108097331|XP_017055049.1|DFIC	LOC119657037|XP_037919719.1|HILL
OG0008684	LOC108097435|XP_017055194.1|DFIC	LOC119657286|XP_037920060.1|HILL
OG0008685	LOC108096831|XP_017054225.1|DFIC	LOC119651979|XP_037911814.1|HILL
OG0008687	LOC108090740|XP_017045052.1|DFIC	LOC119648628|XP_037906329.1|HILL
OG0008688	LOC108097079|XP_017054610.1|DFIC	LOC119661651|XP_037927011.1|HILL
OG0008689	LOC108098857|XP_017057513.1|DFIC	LOC119659228|XP_037923130.1|HILL
OG0008690	LOC108101736|XP_017061677.1|DFIC	LOC119651734|XP_037911390.1|HILL
OG0008694	LOC108088705|XP_017042136.1|DFIC	LOC119647760|XP_037904807.1|HILL
OG0008696	LOC108095746|XP_017052415.1|DFIC	LOC119660568|XP_037925146.1|HILL
OG0008697	LOC108100130|XP_017059372.1|DFIC	LOC119647676|XP_037904681.1|HILL
OG0008698	LOC108091076|XP_017045567.1|DFIC	LOC119653864|XP_037914849.1|HILL
OG0008699	LOC108088877|XP_017042360.1|DFIC	LOC119647603|XP_037904559.1|HILL
OG0008701	LOC108090876|XP_017045259.1|DFIC	LOC119654395|XP_037915704.1|HILL
OG0008703	LOC108089429|XP_017043125.1|DFIC	LOC119655914|XP_037918007.1|HILL
OG0008704	LOC108092511|XP_017047618.1|DFIC	LOC119646957|XP_037903582.1|HILL
OG0008705	LOC108100105|XP_017059340.1|DFIC	LOC119652801|XP_037913052.1|HILL
OG0008706	LOC108100759|XP_017060282.1|DFIC	LOC119658902|XP_037922635.1|HILL
OG0008707	LOC108094596|XP_017050732.1|DFIC	LOC119658237|XP_037921442.1|HILL
OG0008708	LOC108097547|XP_017055391.1|DFIC	LOC119649332|XP_037907367.1|HILL
OG0008709	LOC108088407|XP_017041653.1|DFIC	LOC119660146|XP_037924474.1|HILL
OG0008710	LOC108087317|XP_017040133.1|DFIC	LOC119651226|XP_037910624.1|HILL
OG0008711	LOC108098518|XP_017056972.1|DFIC	LOC119658610|XP_037922019.1|HILL
OG0008712	LOC108093829|XP_017049648.1|DFIC	LOC119661789|XP_037927201.1|HILL
OG0008714	LOC108092520|XP_017047631.1|DFIC	LOC119660523|XP_037925077.1|HILL
OG0008716	LOC108091900|XP_017046773.1|DFIC	LOC119659307|XP_037923248.1|HILL
OG0008717	LOC108096403|XP_017053463.1|DFIC	LOC119659717|XP_037923900.1|HILL
OG0008719	LOC108100749|XP_017060266.1|DFIC	LOC119660257|XP_037924639.1|HILL
OG0008720	LOC108094726|XP_017050965.1|DFIC	LOC119648604|XP_037906301.1|HILL, LOC119648635|XP_037906333.1|HILL, LOC119646922|XP_037903531.1|HILL, LOC119647195|XP_037903934.1|HILL, LOC119659115|XP_037922966.1|HILL, LOC119646129|XP_037902407.1|HILL, LOC119650855|XP_037909933.1|HILL, LOC119650800|XP_037909866.1|HILL, LOC119659091|XP_037922931.1|HILL, LOC119653935|XP_037915023.1|HILL
OG0008721	LOC108095498|XP_017052094.1|DFIC	LOC119658130|XP_037921327.1|HILL
OG0008723	LOC108096361|XP_017053399.1|DFIC	LOC119648752|XP_037906504.1|HILL
OG0008725	LOC108094824|XP_017051083.1|DFIC	LOC119652896|XP_037913196.1|HILL, LOC119652672|XP_037912866.1|HILL
OG0008726	LOC108096825|XP_017054217.1|DFIC	LOC119652874|XP_037913167.1|HILL
OG0008728	LOC108086999|XP_017039624.1|DFIC	LOC119651993|XP_037911841.1|HILL
OG0008729	LOC108088736|XP_017042176.1|DFIC	LOC119658474|XP_037921837.1|HILL
OG0008730	LOC108092790|XP_017048044.1|DFIC	LOC119657477|XP_037920326.1|HILL
OG0008731	LOC108091949|XP_017046835.1|DFIC	LOC119652835|XP_037913097.1|HILL
OG0008732	LOC108100886|XP_017060485.1|DFIC	LOC119661042|XP_037926161.1|HILL, LOC119658333|XP_037921600.1|HILL
OG0008734	LOC108098564|XP_017057066.1|DFIC	LOC119652484|XP_037912593.1|HILL
OG0008735	LOC108094961|XP_017051313.1|DFIC	LOC119659632|XP_037923759.1|HILL
OG0008736	LOC108086444|XP_017038851.1|DFIC	LOC119646665|XP_037903123.1|HILL, LOC119655995|XP_037918161.1|HILL
OG0008737	LOC108099389|XP_017058376.1|DFIC	LOC119659112|XP_037922962.1|HILL, LOC119650913|XP_037910066.1|HILL, LOC119652054|XP_037911917.1|HILL
OG0008738	LOC108092995|XP_017048381.1|DFIC	LOC119650897|XP_037910004.1|HILL
OG0008739	LOC108100620|XP_017060102.1|DFIC	LOC119660717|XP_037925288.1|HILL
OG0008740	LOC108090700|XP_017044980.1|DFIC	LOC119654783|XP_037916254.1|HILL
OG0008741	LOC108090750|XP_017045070.1|DFIC	LOC119660921|XP_037925824.1|HILL
OG0008742	LOC108099156|XP_017057989.1|DFIC	LOC119649509|XP_037907608.1|HILL
OG0008743	LOC108086451|XP_017038858.1|DFIC	LOC119659149|XP_037923025.1|HILL
OG0008745	LOC108097602|XP_017055498.1|DFIC	LOC119652723|XP_037912944.1|HILL, LOC119651758|XP_037911424.1|HILL
OG0008746	LOC108101103|XP_017060802.1|DFIC	LOC119660160|XP_037924492.1|HILL
OG0008747	LOC108093229|XP_017048688.1|DFIC	LOC119649072|XP_037906993.1|HILL
OG0008748	LOC108101302|XP_017061092.1|DFIC	LOC119652918|XP_037913232.1|HILL
OG0008750	LOC108089214|XP_017042853.1|DFIC	LOC119654153|XP_037915245.1|HILL, LOC119646967|XP_037903596.1|HILL
OG0008751	LOC108096109|XP_017052975.1|DFIC, LOC108096139|XP_017053008.1|DFIC	LOC119651705|XP_037911346.1|HILL
OG0008752	LOC108099362|XP_017058337.1|DFIC	LOC119659709|XP_037923891.1|HILL
OG0008753	LOC108099833|XP_017058953.1|DFIC	LOC119655884|XP_037917957.1|HILL
OG0008756	LOC108087887|XP_017040954.1|DFIC	LOC119648773|XP_037906534.1|HILL, LOC119648252|XP_037905823.1|HILL, LOC119650144|XP_037908608.1|HILL, LOC119648374|XP_037906030.1|HILL
OG0008757	LOC108099297|XP_017058180.1|DFIC	LOC119652413|XP_037912458.1|HILL
OG0008758	LOC108091485|XP_017046195.1|DFIC	LOC119647030|XP_037903703.1|HILL, LOC119660917|XP_037925821.1|HILL
OG0008759	LOC108098703|XP_017057305.1|DFIC, LOC108101585|XP_017061489.1|DFIC	LOC119661245|XP_037926411.1|HILL
OG0008765	LOC108096664|XP_017053926.1|DFIC	LOC119647084|XP_037903773.1|HILL
OG0008766	LOC108094096|XP_017050009.1|DFIC	LOC119646230|XP_037902548.1|HILL
OG0008770	LOC108094007|XP_017049923.1|DFIC	LOC119661763|XP_037927161.1|HILL
OG0008773	LOC108094013|XP_017049929.1|DFIC	LOC119646200|XP_037902511.1|HILL
OG0008774	LOC108094967|XP_017051319.1|DFIC	LOC119655518|XP_037917356.1|HILL
OG0008777	LOC108096845|XP_017054247.1|DFIC	LOC119653606|XP_037914294.1|HILL
OG0008781	LOC108097353|XP_017055078.1|DFIC	LOC119661729|XP_037927124.1|HILL
OG0008782	LOC108100214|XP_017059480.1|DFIC, LOC108096385|XP_017053434.1|DFIC	LOC119648896|XP_037906723.1|HILL
OG0008783	LOC108096543|XP_017053719.1|DFIC	LOC119649405|XP_037907468.1|HILL, LOC119658910|XP_037922647.1|HILL
OG0008784	LOC108100555|XP_017060016.1|DFIC	LOC119648371|XP_037906026.1|HILL
OG0008795	LOC108098975|XP_017057680.1|DFIC	LOC119660196|XP_037924544.1|HILL
OG0008805	LOC108098079|XP_017056266.1|DFIC	LOC119656803|XP_037919340.1|HILL
OG0008806	LOC108094566|XP_017050667.1|DFIC	LOC119656959|XP_037919607.1|HILL
OG0008807	LOC108097990|XP_017056114.1|DFIC	LOC119656811|XP_037919359.1|HILL
OG0008808	LOC108095564|XP_017052201.1|DFIC	LOC119658445|XP_037921777.1|HILL
OG0008811	LOC108097477|XP_017055245.1|DFIC	LOC119652683|XP_037912885.1|HILL
OG0008813	LOC108098921|XP_017057614.1|DFIC	LOC119652049|XP_037911913.1|HILL
OG0008814	LOC108090801|XP_017045143.1|DFIC	LOC119646576|XP_037902997.1|HILL
OG0008815	LOC108099010|XP_017057733.1|DFIC	LOC119646510|XP_037902894.1|HILL
OG0008820	LOC108097836|XP_017055848.1|DFIC	LOC119651683|XP_037911310.1|HILL
OG0008822	LOC108089117|XP_017042718.1|DFIC	LOC119651280|XP_037910712.1|HILL
OG0008823	LOC108088678|XP_017042106.1|DFIC	LOC119646188|XP_037902499.1|HILL
OG0008824	LOC108095419|XP_017052014.1|DFIC	LOC119653399|XP_037913891.1|HILL
OG0008829	LOC108097136|XP_017054722.1|DFIC	LOC119657846|XP_037920896.1|HILL
OG0008830	LOC108088593|XP_017041929.1|DFIC	LOC119657594|XP_037920505.1|HILL
OG0008831	LOC108097159|XP_017054778.1|DFIC	LOC119655773|XP_037917756.1|HILL
OG0008832	LOC108097092|XP_017054638.1|DFIC	LOC119655195|XP_037916893.1|HILL
OG0008833	LOC108098094|XP_017056289.1|DFIC	LOC119654244|XP_037915414.1|HILL
OG0008834	LOC108095849|XP_017052636.1|DFIC	LOC119653011|XP_037913377.1|HILL
OG0008836	LOC108090519|XP_017044727.1|DFIC	LOC119647253|XP_037904059.1|HILL
OG0008838	LOC108101195|XP_017060928.1|DFIC	LOC119647489|XP_037904376.1|HILL
OG0008839	LOC108086679|XP_017039161.1|DFIC	LOC119654967|XP_037916555.1|HILL
OG0008841	LOC108099218|XP_017058087.1|DFIC	LOC119649018|XP_037906899.1|HILL
OG0008843	LOC108099131|XP_017057958.1|DFIC	LOC119649087|XP_037907017.1|HILL
OG0008845	LOC108098447|XP_017056840.1|DFIC	LOC119661334|XP_037926564.1|HILL
OG0008848	LOC108090268|XP_017044366.1|DFIC	LOC119661193|XP_037926343.1|HILL
OG0008854	LOC108091517|XP_017046264.1|DFIC	LOC119660814|XP_037925583.1|HILL
OG0008856	LOC108098410|XP_017056793.1|DFIC	LOC119660757|XP_037925446.1|HILL
OG0008857	LOC108088245|XP_017041450.1|DFIC	LOC119647684|XP_037904693.1|HILL
OG0008858	LOC108092024|XP_017046951.1|DFIC	LOC119647867|XP_037905065.1|HILL
OG0008859	LOC108087469|XP_017040334.1|DFIC	LOC119648271|XP_037905854.1|HILL
OG0008861	LOC108090437|XP_017044603.1|DFIC	LOC119657118|XP_037919809.1|HILL
OG0008862	LOC108096815|XP_017054199.1|DFIC	LOC119659261|XP_037923181.1|HILL
OG0008864	LOC108090637|XP_017044903.1|DFIC	LOC119657040|XP_037919722.1|HILL
OG0008866	LOC108091507|XP_017046239.1|DFIC	LOC119655429|XP_037917252.1|HILL
OG0008867	LOC108097999|XP_017056125.1|DFIC	LOC119659595|XP_037923685.1|HILL
OG0008869	LOC108088774|XP_017042217.1|DFIC	LOC119648431|XP_037906113.1|HILL
OG0008870	LOC108088262|XP_017041469.1|DFIC	LOC119649996|XP_037908385.1|HILL
OG0008871	LOC108095424|XP_017052021.1|DFIC	LOC119649205|XP_037907186.1|HILL
OG0008872	LOC108093454|XP_017049022.1|DFIC	LOC119646954|XP_037903578.1|HILL
OG0008874	LOC108093692|XP_017049360.1|DFIC	LOC119655356|XP_037917135.1|HILL
OG0008875	LOC108096969|XP_017054435.1|DFIC	LOC119660608|XP_037925232.1|HILL
OG0008876	LOC108095045|XP_017051434.1|DFIC	LOC119660895|XP_037925755.1|HILL
OG0008877	LOC108089418|XP_017043111.1|DFIC	LOC119648262|XP_037905841.1|HILL
OG0008878	LOC108100950|XP_017060583.1|DFIC	LOC119647885|XP_037905110.1|HILL
OG0008881	LOC108101811|XP_017061776.1|DFIC	LOC119647216|XP_037903972.1|HILL
OG0008883	LOC108092106|XP_017047090.1|DFIC	LOC119658801|XP_037922449.1|HILL
OG0008884	LOC108095648|XP_017052302.1|DFIC	LOC119660387|XP_037924839.1|HILL
OG0008885	LOC108101577|XP_017061516.1|DFIC, LOC108094473|XP_017050546.1|DFIC	LOC119650933|XP_037910090.1|HILL
OG0008886	LOC108090476|XP_017044661.1|DFIC	LOC119655445|XP_037917267.1|HILL
OG0008887	LOC108094914|XP_017051249.1|DFIC	LOC119659660|XP_037923801.1|HILL
OG0008889	LOC108090764|XP_017045093.1|DFIC	LOC119660979|XP_037925990.1|HILL
OG0008891	LOC108096333|XP_017053357.1|DFIC	LOC119647408|XP_037904212.1|HILL
OG0008892	LOC108090894|XP_017045289.1|DFIC	LOC119660794|XP_037925536.1|HILL
OG0008893	LOC108088987|XP_017042518.1|DFIC	LOC119659288|XP_037923229.1|HILL
OG0008894	LOC108099485|XP_017058534.1|DFIC	LOC119652791|XP_037913033.1|HILL
OG0008895	LOC108098856|XP_017057512.1|DFIC	LOC119659336|XP_037923306.1|HILL
OG0008897	LOC108087226|XP_017039998.1|DFIC	LOC119660513|XP_037925057.1|HILL
OG0008898	LOC108087778|XP_017040795.1|DFIC	LOC119653683|XP_037914472.1|HILL
OG0008899	LOC108101204|XP_017060940.1|DFIC	LOC119656195|XP_037918495.1|HILL
OG0008900	LOC108096080|XP_017052930.1|DFIC, LOC108087771|XP_017040829.1|DFIC	LOC119651674|XP_037911294.1|HILL
OG0008901	LOC108089564|XP_017043397.1|DFIC	LOC119649002|XP_037906872.1|HILL
OG0008902	LOC108098412|XP_017056796.1|DFIC	LOC119660885|XP_037925731.1|HILL
OG0008903	LOC108091518|XP_017046266.1|DFIC	LOC119652361|XP_037912376.1|HILL, LOC119659524|XP_037923588.1|HILL
OG0008904	LOC108093790|XP_017049560.1|DFIC	LOC119660474|XP_037924992.1|HILL
OG0008905	LOC108095027|XP_017051386.1|DFIC	LOC119660991|XP_037926007.1|HILL
OG0008906	LOC108089744|XP_017043616.1|DFIC	LOC119649724|XP_037907932.1|HILL
OG0008908	LOC108093557|XP_017049140.1|DFIC	LOC119659189|XP_037923077.1|HILL
OG0008909	LOC108086290|XP_017038668.1|DFIC	LOC119657223|XP_037919962.1|HILL
OG0008910	LOC108099592|XP_017058688.1|DFIC	LOC119659166|XP_037923045.1|HILL
OG0008913	LOC108099402|XP_017058397.1|DFIC	LOC119650939|XP_037910097.1|HILL
OG0008914	LOC108091918|XP_017046793.1|DFIC	LOC119657618|XP_037920549.1|HILL
OG0008915	LOC108089100|XP_017042704.1|DFIC	LOC119652900|XP_037913201.1|HILL
OG0008917	LOC108100909|XP_017060512.1|DFIC	LOC119660762|XP_037925456.1|HILL
OG0008920	LOC108096195|XP_017053068.1|DFIC	LOC119650299|XP_037908865.1|HILL, LOC119648363|XP_037906015.1|HILL
OG0008923	LOC108095240|XP_017051757.1|DFIC	LOC119659201|XP_037923097.1|HILL
OG0008925	LOC108086312|XP_017038702.1|DFIC	LOC119649709|XP_037907910.1|HILL, LOC119649710|XP_037907911.1|HILL
OG0008931	LOC108090916|XP_017045328.1|DFIC	LOC119647158|XP_037903893.1|HILL
OG0008933	LOC108086397|XP_017038788.1|DFIC	LOC119658928|XP_037922689.1|HILL, LOC119660460|XP_037924953.1|HILL
OG0008935	LOC108094334|XP_017050372.1|DFIC	LOC119648742|XP_037906489.1|HILL
OG0008936	LOC108096913|XP_017054352.1|DFIC	LOC119655807|XP_037917835.1|HILL
OG0008938	LOC108094851|XP_017051147.1|DFIC	LOC119655926|XP_037918025.1|HILL
OG0008939	LOC108094892|XP_017051221.1|DFIC	LOC119654889|XP_037916433.1|HILL
OG0008940	LOC108090864|XP_017045241.1|DFIC	LOC119655215|XP_037916919.1|HILL
OG0008941	LOC108086498|XP_017038913.1|DFIC	LOC119652985|XP_037913336.1|HILL
OG0008942	LOC108091101|XP_017045610.1|DFIC	LOC119657439|XP_037920274.1|HILL
OG0008944	LOC108094612|XP_017050776.1|DFIC	LOC119656926|XP_037919547.1|HILL
OG0008945	LOC108097281|XP_017054971.1|DFIC	LOC119661430|XP_037926703.1|HILL
OG0008946	LOC108091202|XP_017045774.1|DFIC	LOC119656176|XP_037918450.1|HILL, LOC119655163|XP_037916839.1|HILL
OG0008948	LOC108092823|XP_017048115.1|DFIC	LOC119655393|XP_037917198.1|HILL
OG0008950	LOC108097196|XP_017054830.1|DFIC	LOC119656087|XP_037918318.1|HILL
OG0008954	LOC108098437|XP_017056817.1|DFIC	LOC119650094|XP_037908540.1|HILL, LOC119649431|XP_037907507.1|HILL, LOC119649898|XP_037908219.1|HILL, LOC119648823|XP_037906610.1|HILL
OG0008956	LOC108100171|XP_017059428.1|DFIC	LOC119648667|XP_037906383.1|HILL
OG0008958	LOC108088879|XP_017042363.1|DFIC	LOC119647560|XP_037904481.1|HILL, LOC119649217|XP_037907204.1|HILL
OG0008960	LOC108100409|XP_017059785.1|DFIC	LOC119650357|XP_037908967.1|HILL
OG0008968	LOC108094118|XP_017050029.1|DFIC	LOC119660293|XP_037924692.1|HILL, LOC119659550|XP_037923628.1|HILL, LOC119660371|XP_037924815.1|HILL, LOC119660376|XP_037924822.1|HILL, LOC119660302|XP_037924702.1|HILL, LOC119659580|XP_037923665.1|HILL
OG0008975	LOC108090632|XP_017044900.1|DFIC	LOC119658438|XP_037921769.1|HILL
OG0008983	LOC108090978|XP_017045422.1|DFIC	LOC119650796|XP_037909861.1|HILL
OG0008986	LOC108091789|XP_017046637.1|DFIC	LOC119652384|XP_037912412.1|HILL
OG0008987	LOC108089867|XP_017043804.1|DFIC	LOC119656913|XP_037919536.1|HILL, LOC119656904|XP_037919517.1|HILL
OG0008992	LOC108096843|XP_017054246.1|DFIC	LOC119651091|XP_037910372.1|HILL
OG0008994	LOC108092716|XP_017047933.1|DFIC	LOC119646475|XP_037902857.1|HILL
OG0008996	LOC108094666|XP_017050866.1|DFIC	LOC119658447|XP_037921779.1|HILL
OG0009001	LOC108101202|XP_017060938.1|DFIC	LOC119658316|XP_037921569.1|HILL
OG0009002	LOC108087962|XP_017041045.1|DFIC	LOC119660139|XP_037924465.1|HILL
OG0009004	LOC108086389|XP_017038780.1|DFIC	LOC119649545|XP_037907664.1|HILL, LOC119649374|XP_037907418.1|HILL, LOC119648622|XP_037906320.1|HILL, LOC119649409|XP_037907473.1|HILL
OG0009005	LOC108100862|XP_017060430.1|DFIC	LOC119646720|XP_037903227.1|HILL
OG0009008	LOC108101090|XP_017060782.1|DFIC	LOC119658631|XP_037922073.1|HILL
OG0009009	LOC108100505|XP_017059945.1|DFIC	LOC119647859|XP_037905055.1|HILL
OG0009010	LOC108089033|XP_017042619.1|DFIC	LOC119660924|XP_037925831.1|HILL
OG0009011	LOC108100358|XP_017059680.1|DFIC	LOC119647672|XP_037904678.1|HILL
OG0009012	LOC108101324|XP_017061125.1|DFIC	LOC119655380|XP_037917176.1|HILL
OG0009013	LOC108097080|XP_017054611.1|DFIC	LOC119654311|XP_037915562.1|HILL, LOC119654309|XP_037915558.1|HILL
OG0009014	LOC108089380|XP_017043052.1|DFIC	LOC119648214|XP_037905750.1|HILL
OG0009015	LOC108088247|XP_017041453.1|DFIC	LOC119649114|XP_037907042.1|HILL
OG0009016	LOC108096370|XP_017053411.1|DFIC	LOC119648779|XP_037906542.1|HILL
OG0009017	LOC108092514|XP_017047624.1|DFIC	LOC119660980|XP_037925991.1|HILL
OG0009018	LOC108098407|XP_017056787.1|DFIC	LOC119660751|XP_037925433.1|HILL
OG0009019	LOC108098401|XP_017056769.1|DFIC	LOC119660915|XP_037925803.1|HILL
OG0009020	LOC108097214|XP_017054854.1|DFIC	LOC119652893|XP_037913192.1|HILL
OG0009021	LOC108091395|XP_017046069.1|DFIC	LOC119659673|XP_037923826.1|HILL
OG0009022	LOC108087393|XP_017040225.1|DFIC	LOC119651964|XP_037911754.1|HILL
OG0009023	LOC108088379|XP_017041615.1|DFIC	LOC119651425|XP_037910949.1|HILL
OG0009024	LOC108099462|XP_017058500.1|DFIC	LOC119652872|XP_037913159.1|HILL
OG0009026	LOC108092160|XP_017047169.1|DFIC	LOC119652265|XP_037912178.1|HILL
OG0009027	LOC108087805|XP_017040851.1|DFIC	LOC119648510|XP_037906209.1|HILL
OG0009028	LOC108087446|XP_017040290.1|DFIC	LOC119650895|XP_037910002.1|HILL
OG0009029	LOC108088129|XP_017041279.1|DFIC	LOC119651215|XP_037910596.1|HILL
OG0009030	LOC108101325|XP_017061122.1|DFIC	LOC119646599|XP_037903020.1|HILL
OG0009031	LOC108093551|XP_017049136.1|DFIC	LOC119658678|XP_037922169.1|HILL
OG0009032	LOC108093552|XP_017049137.1|DFIC	LOC119659904|XP_037924157.1|HILL
OG0009033	LOC108100891|XP_017060489.1|DFIC	LOC119661646|XP_037927006.1|HILL
OG0009034	LOC108094546|XP_017050644.1|DFIC	LOC119646566|XP_037902973.1|HILL
OG0009035	LOC108101251|XP_017060996.1|DFIC	LOC119657324|XP_037920114.1|HILL
OG0009036	LOC108090900|XP_017045300.1|DFIC	LOC119655987|XP_037918153.1|HILL
OG0009038	LOC108088521|XP_017041849.1|DFIC	LOC119655732|XP_037917710.1|HILL
OG0009039	LOC108096705|XP_017054032.1|DFIC	LOC119655663|XP_037917576.1|HILL
OG0009040	LOC108086692|XP_017039177.1|DFIC	LOC119654930|XP_037916510.1|HILL
OG0009041	LOC108088016|XP_017041117.1|DFIC	LOC119651284|XP_037910724.1|HILL
OG0009042	LOC108098096|XP_017056295.1|DFIC, LOC108089974|XP_017043964.1|DFIC	LOC119646873|XP_037903428.1|HILL
OG0009043	LOC108092731|XP_017047948.1|DFIC	LOC119651477|XP_037911015.1|HILL
OG0009044	LOC108089857|XP_017043791.1|DFIC	LOC119650392|XP_037909082.1|HILL
OG0009045	LOC108091816|XP_017046676.1|DFIC	LOC119660989|XP_037926003.1|HILL
OG0009046	LOC108093580|XP_017049191.1|DFIC	LOC119660798|XP_037925553.1|HILL
OG0009047	LOC108094203|XP_017050147.1|DFIC	LOC119661288|XP_037926493.1|HILL
OG0009048	LOC108092725|XP_017047943.1|DFIC	LOC119660987|XP_037926000.1|HILL
OG0009049	LOC108097663|XP_017055602.1|DFIC	LOC119660273|XP_037924663.1|HILL
OG0009051	LOC108094870|XP_017051181.1|DFIC	LOC119655338|XP_037917111.1|HILL
OG0009052	LOC108098466|XP_017056863.1|DFIC	LOC119659999|XP_037924303.1|HILL
OG0009053	LOC108092052|XP_017046990.1|DFIC	LOC119658839|XP_037922511.1|HILL
OG0009054	LOC108088047|XP_017041171.1|DFIC	LOC119659894|XP_037924145.1|HILL
OG0009055	LOC108101179|XP_017060899.1|DFIC	LOC119650591|XP_037909366.1|HILL
