Orthogroup	DFIC.longest_only	DYAK.longest_only
OG0009567	LOC108098511|XP_017056953.1|DFIC	LOC6535939|XP_015047474.2|DYAK
OG0009568	LOC108094361|XP_017050389.1|DFIC	LOC6529186|XP_002090193.1|DYAK
OG0009569	LOC108088577|XP_017041916.1|DFIC	LOC6525838|XP_002101658.2|DYAK
OG0009570	LOC108101081|XP_017060769.1|DFIC	LOC6535761|XP_002096384.2|DYAK
OG0009571	LOC108092156|XP_017047164.1|DFIC	LOC6536620|XP_002097192.2|DYAK
OG0009572	LOC108095371|XP_017051939.1|DFIC	LOC6525390|XP_002101225.1|DYAK
OG0009573	LOC108095589|XP_017052240.1|DFIC	LOC6524570|XP_002100427.1|DYAK
OG0009574	LOC108101772|XP_017061734.1|DFIC	LOC6524185|XP_015045556.1|DYAK
OG0009575	LOC108086394|XP_017038785.1|DFIC	LOC6529306|XP_002090311.1|DYAK
OG0009576	LOC108091752|XP_017046586.1|DFIC	LOC6537586|XP_002098132.1|DYAK
OG0009577	LOC108088097|XP_017041239.1|DFIC	LOC6528100|XP_002089167.1|DYAK
OG0009578	LOC108094455|XP_017050522.1|DFIC	LOC6529728|XP_002090721.1|DYAK
OG0009579	LOC108098141|XP_017056354.1|DFIC	LOC6526131|XP_002101948.1|DYAK
OG0009580	LOC108090452|XP_017044633.1|DFIC	LOC6528712|XP_002089747.1|DYAK
OG0009581	LOC108098182|XP_017056405.1|DFIC	LOC6528946|XP_002089978.1|DYAK
OG0009582	LOC108089529|XP_017043352.1|DFIC	LOC6534389|XP_015050616.1|DYAK
OG0009584	LOC108102116|XP_017062268.1|DFIC	LOC6524942|XP_002100782.1|DYAK
OG0009585	LOC108095836|XP_017052615.1|DFIC	LOC6538586|XP_002099108.2|DYAK
OG0009586	LOC108100247|XP_017059514.1|DFIC	LOC6534388|XP_002095066.1|DYAK
OG0009587	LOC108096784|XP_017054149.1|DFIC	LOC6531311|XP_002092115.1|DYAK
OG0009588	LOC108096029|XP_017052869.1|DFIC	LOC6538580|XP_002099102.1|DYAK
OG0009590	LOC108089568|XP_017043407.1|DFIC	LOC6533260|XP_002093986.1|DYAK
OG0009591	LOC108099447|XP_017058473.1|DFIC	LOC6536298|XP_002096882.1|DYAK
OG0009592	LOC108101113|XP_017060821.1|DFIC	LOC26536407|XP_039232649.1|DYAK
OG0009593	LOC108101020|XP_017060675.1|DFIC	LOC6535701|XP_015047280.2|DYAK
OG0009594	LOC108095742|XP_017052412.1|DFIC	LOC6538517|XP_002099039.1|DYAK
OG0009595	LOC108093536|XP_017049117.1|DFIC	LOC6536045|XP_002096655.1|DYAK
OG0009596	LOC108096136|XP_017053004.1|DFIC	LOC6536012|XP_002096627.1|DYAK
OG0009597	LOC108098488|XP_017056890.1|DFIC	LOC6536009|XP_002096624.2|DYAK
OG0009598	LOC108098623|XP_017057183.1|DFIC	LOC6539893|XP_015044889.1|DYAK
OG0009599	LOC108092219|XP_017047241.1|DFIC	LOC6536574|XP_002097150.1|DYAK
OG0009600	LOC108096635|XP_017053884.1|DFIC	LOC6537091|XP_002097652.1|DYAK
OG0009601	LOC108091980|XP_017046878.1|DFIC	LOC6538704|XP_002099219.1|DYAK
OG0009602	LOC108096017|XP_017052856.1|DFIC	LOC6538451|XP_002098975.2|DYAK
OG0009603	LOC108099451|XP_017058478.1|DFIC	LOC6536256|XP_002096842.1|DYAK
OG0009604	LOC108091037|XP_017045477.1|DFIC	LOC6525723|XP_002101545.1|DYAK
OG0009605	LOC108095691|XP_017052351.1|DFIC	LOC6538425|XP_039231911.1|DYAK
OG0009606	LOC108096012|XP_017052850.1|DFIC	LOC6538429|XP_002098953.1|DYAK
OG0009607	LOC108095701|XP_017052362.1|DFIC	LOC6538430|XP_002098954.1|DYAK
OG0009608	LOC108091843|XP_017046713.1|DFIC	LOC6538720|XP_002099235.1|DYAK
OG0009609	LOC108102243|XP_017062471.1|DFIC	LOC6537068|XP_002097629.2|DYAK
OG0009610	LOC108101100|XP_017060800.1|DFIC	LOC6535693|XP_002096321.1|DYAK
OG0009612	LOC108098486|XP_017056887.1|DFIC	LOC6540285|XP_002087120.3|DYAK
OG0009613	LOC108098178|XP_017056400.1|DFIC	LOC6529503|XP_002090505.1|DYAK
OG0009614	LOC108091916|XP_017046790.1|DFIC	LOC6537349|XP_002097906.1|DYAK
OG0009615	LOC108086522|XP_017038940.1|DFIC	LOC6538311|XP_002098838.1|DYAK
OG0009616	LOC108095698|XP_017052358.1|DFIC	LOC6538328|XP_002098855.1|DYAK
OG0009617	LOC108087238|XP_017040018.1|DFIC	LOC6535575|XP_039232453.1|DYAK
OG0009619	LOC108099540|XP_017058604.1|DFIC	LOC6537732|XP_002098277.2|DYAK
OG0009620	LOC108097705|XP_017055681.1|DFIC	LOC6536191|XP_002096782.1|DYAK
OG0009621	LOC108097443|XP_017055202.1|DFIC	LOC6536189|XP_002096780.1|DYAK
OG0009622	LOC108087908|XP_017040979.1|DFIC	LOC6535614|XP_002096242.1|DYAK
OG0009623	LOC108087952|XP_017041030.1|DFIC	LOC6536830|XP_002097400.1|DYAK
OG0009624	LOC108098684|XP_017057282.1|DFIC	LOC6539056|XP_002099558.1|DYAK
OG0009625	LOC108099677|XP_017058804.1|DFIC	LOC6538897|XP_002099401.1|DYAK
OG0009626	LOC108095734|XP_017052399.1|DFIC	LOC6537813|XP_002098354.1|DYAK
OG0009627	LOC108095733|XP_017052398.1|DFIC	LOC6537814|XP_002098355.3|DYAK
OG0009628	LOC108095756|XP_017052438.1|DFIC	LOC6537809|XP_002098350.1|DYAK
OG0009629	LOC108091909|XP_017046782.1|DFIC	LOC6537440|XP_002097996.3|DYAK
OG0009630	LOC108091865|XP_017046734.1|DFIC	LOC6537436|XP_002097992.1|DYAK
OG0009631	LOC108087251|XP_017040044.1|DFIC	LOC6536885|XP_002097454.1|DYAK
OG0009632	LOC108091144|XP_017045669.1|DFIC	LOC6525047|XP_002100886.1|DYAK
OG0009633	LOC108086651|XP_017039124.1|DFIC	LOC6530444|XP_002091360.1|DYAK
OG0009634	LOC108086833|XP_017039369.1|DFIC	LOC6539004|XP_002099506.1|DYAK
OG0009635	LOC108092196|XP_017047212.1|DFIC	LOC6537358|XP_039231542.1|DYAK
OG0009636	LOC108100634|XP_017060125.1|DFIC	LOC6534776|XP_002095451.1|DYAK
OG0009637	LOC108095770|XP_017052502.1|DFIC	LOC6538629|XP_002099151.1|DYAK
OG0009638	LOC108087925|XP_017041000.1|DFIC	LOC6535599|XP_002096227.1|DYAK
OG0009639	LOC108089081|XP_017042675.1|DFIC	LOC6536134|XP_002096735.2|DYAK
OG0009640	LOC108095988|XP_017052822.1|DFIC	LOC6538363|XP_002098887.1|DYAK
OG0009641	LOC108099242|XP_017058102.1|DFIC	LOC6537716|XP_002098261.1|DYAK
OG0009642	LOC108099289|XP_017058170.1|DFIC	LOC6537713|XP_002098258.1|DYAK
OG0009643	LOC108087000|XP_017039626.1|DFIC	LOC6536729|XP_002097301.1|DYAK
OG0009644	LOC108087391|XP_017040222.1|DFIC	LOC6537919|XP_002098459.2|DYAK
OG0009645	LOC108087357|XP_017040186.1|DFIC	LOC6537922|XP_002098462.2|DYAK
OG0009646	LOC108099415|XP_017058430.1|DFIC	LOC6538905|XP_002099409.2|DYAK
OG0009647	LOC108099281|XP_017058159.1|DFIC	LOC6538898|XP_002099402.1|DYAK
OG0009648	LOC108091809|XP_017046667.1|DFIC	LOC6537563|XP_002098109.2|DYAK
OG0009649	LOC108097608|XP_017055505.1|DFIC	LOC6538130|XP_002098665.1|DYAK
OG0009650	LOC108098254|XP_017056537.1|DFIC	LOC6529551|XP_039228067.1|DYAK
OG0009651	LOC108102105|XP_017062257.1|DFIC	LOC26535667|XP_015054650.1|DYAK
OG0009652	LOC108092563|XP_017047691.1|DFIC	LOC6526739|XP_002087842.2|DYAK
OG0009653	LOC108092470|XP_017047549.1|DFIC	LOC6526763|XP_002087866.2|DYAK
OG0009654	LOC108092471|XP_017047550.1|DFIC	LOC6526762|XP_002087865.1|DYAK
OG0009655	LOC108100787|XP_017060317.1|DFIC	LOC6527630|XP_002088718.1|DYAK
OG0009656	LOC108092700|XP_017047903.1|DFIC	LOC6527665|XP_002088751.1|DYAK
OG0009657	LOC108092350|XP_017047373.1|DFIC	LOC6526566|XP_015053305.1|DYAK
OG0009658	LOC108093511|XP_017049091.1|DFIC	LOC6527349|XP_002088441.1|DYAK
OG0009659	LOC108089956|XP_017043937.1|DFIC	LOC6526870|XP_002087970.1|DYAK
OG0009660	LOC108092574|XP_017047705.1|DFIC	LOC6526531|XP_039226838.1|DYAK
OG0009661	LOC108100815|XP_017060371.1|DFIC	LOC6526908|XP_002088007.1|DYAK
OG0009662	LOC108089679|XP_017043551.1|DFIC	LOC6527278|XP_002088372.1|DYAK
OG0009663	LOC108092377|XP_017047408.1|DFIC	LOC6526558|XP_002087668.1|DYAK
OG0009664	LOC108092363|XP_017047388.1|DFIC	LOC6526610|XP_002087718.1|DYAK
OG0009665	LOC108091567|XP_017046329.1|DFIC	LOC6526371|XP_002087490.2|DYAK
OG0009666	LOC108098227|XP_017056497.1|DFIC	LOC6529530|XP_002090532.1|DYAK
OG0009667	LOC108089900|XP_017043863.1|DFIC	LOC6529869|XP_002090826.1|DYAK
OG0009668	LOC108089793|XP_017043678.1|DFIC	LOC6529274|XP_002090279.3|DYAK
OG0009669	LOC108096064|XP_017052912.1|DFIC	LOC6529593|XP_002090587.2|DYAK
OG0009670	LOC108089863|XP_017043800.1|DFIC	LOC6527596|XP_039226879.1|DYAK
OG0009671	LOC108096040|XP_017052876.1|DFIC	LOC6529620|XP_039228221.1|DYAK
OG0009672	LOC108097824|XP_017055832.1|DFIC, LOC108101086|XP_017060812.1|DFIC	LOC6527866|XP_002088938.1|DYAK
OG0009673	LOC108100768|XP_017060335.1|DFIC, LOC108097831|XP_017055844.1|DFIC	LOC6527868|XP_002088940.1|DYAK
OG0009674	LOC108092753|XP_017047973.1|DFIC	LOC6529750|XP_002090740.2|DYAK
OG0009675	LOC108098448|XP_017056841.1|DFIC	LOC6529023|XP_002090055.1|DYAK
OG0009676	LOC108094385|XP_017050435.1|DFIC	LOC6529196|XP_002090203.1|DYAK
OG0009677	LOC108100981|XP_017060626.1|DFIC	LOC6527738|XP_002088821.1|DYAK
OG0009678	LOC108093399|XP_017048915.1|DFIC	LOC6526192|XP_002102001.1|DYAK
OG0009679	LOC108102219|XP_017062430.1|DFIC	LOC6528110|XP_002089177.1|DYAK
OG0009680	LOC108092657|XP_017047807.1|DFIC	LOC6527530|XP_002088620.1|DYAK
OG0009681	LOC108087611|XP_017040539.1|DFIC	LOC6531826|XP_015051569.1|DYAK
OG0009682	LOC108095142|XP_017051568.1|DFIC	LOC6530748|XP_002091638.1|DYAK
OG0009683	LOC108094223|XP_017050170.1|DFIC	LOC6528365|XP_002089414.1|DYAK
OG0009684	LOC108094210|XP_017050157.1|DFIC	LOC6528366|XP_002089415.2|DYAK
OG0009685	LOC108094217|XP_017050164.1|DFIC	LOC6528369|XP_002089418.1|DYAK
OG0009686	LOC108094065|XP_017049995.1|DFIC	LOC6531168|XP_039228317.1|DYAK
OG0009687	LOC108093974|XP_017049870.1|DFIC	LOC6531161|XP_002091990.1|DYAK
OG0009688	LOC108087845|XP_017040914.1|DFIC	LOC6531023|XP_002091860.1|DYAK
OG0009689	LOC108096892|XP_017054323.1|DFIC	LOC6531079|XP_039228052.1|DYAK
OG0009690	LOC108101445|XP_017061271.1|DFIC	LOC6530372|XP_002091298.1|DYAK
OG0009691	LOC108087810|XP_017040859.1|DFIC	LOC6530669|XP_002091567.1|DYAK
OG0009692	LOC108090585|XP_017044824.1|DFIC	LOC6531436|XP_002092239.1|DYAK
OG0009693	LOC108086703|XP_017039191.1|DFIC	LOC6530096|XP_015052002.1|DYAK
OG0009694	LOC108101617|XP_017061520.1|DFIC	LOC6529327|XP_002090332.1|DYAK
OG0009695	LOC108090718|XP_017045010.1|DFIC	LOC6532137|XP_002092913.1|DYAK
OG0009696	LOC108090518|XP_017044726.1|DFIC	LOC26535615|XP_039227536.1|DYAK
OG0009697	LOC108100243|XP_017059508.1|DFIC	LOC6533843|XP_002094543.1|DYAK
OG0009698	LOC108094319|XP_017050347.1|DFIC	LOC6528338|XP_039227629.1|DYAK
OG0009699	LOC108086435|XP_017038832.1|DFIC	LOC6529289|XP_015052282.1|DYAK
OG0009700	LOC108101847|XP_017061854.1|DFIC	LOC6532084|XP_002092861.1|DYAK
OG0009701	LOC108088424|XP_017041674.1|DFIC	LOC6538813|XP_002099326.1|DYAK
OG0009702	LOC108094336|XP_017050375.1|DFIC	LOC6528340|XP_002089393.1|DYAK
OG0009703	LOC108091476|XP_017046186.1|DFIC	LOC6526278|XP_002087400.1|DYAK
OG0009704	LOC108101456|XP_017061288.1|DFIC	LOC6528518|XP_002089564.1|DYAK
OG0009705	LOC108086748|XP_017039277.1|DFIC	LOC6530106|XP_002091052.1|DYAK
OG0009706	LOC108086659|XP_017039131.1|DFIC	LOC6530112|XP_002091058.1|DYAK
OG0009707	LOC108098876|XP_017057550.1|DFIC	LOC6536432|XP_002097014.1|DYAK
OG0009708	LOC108094226|XP_017050172.1|DFIC	LOC6528371|XP_002089420.1|DYAK
OG0009709	LOC108094222|XP_017050169.1|DFIC	LOC6528374|XP_002089423.1|DYAK
OG0009710	LOC108094208|XP_017050153.1|DFIC	LOC6528375|XP_002089424.1|DYAK
OG0009711	LOC108094270|XP_017050231.1|DFIC	LOC6528389|XP_002089436.1|DYAK
OG0009712	LOC108089541|XP_017043367.1|DFIC	LOC6539641|XP_002086530.2|DYAK
OG0009713	LOC108090441|XP_017044611.1|DFIC	LOC6528652|XP_015054314.1|DYAK
OG0009714	LOC108096975|XP_017054442.1|DFIC	LOC6529883|XP_002090840.1|DYAK
OG0009715	LOC108090993|XP_017045439.1|DFIC	LOC6531892|XP_039228218.1|DYAK
OG0009717	LOC108095207|XP_017051703.1|DFIC	LOC6530973|XP_002091811.2|DYAK
OG0009718	LOC108094754|XP_017051000.1|DFIC	LOC6529905|XP_002090862.1|DYAK
OG0009719	LOC108101933|XP_017062005.1|DFIC	LOC6532045|XP_002092822.1|DYAK
OG0009720	LOC108090378|XP_017044499.1|DFIC	LOC6531372|XP_002092175.1|DYAK
OG0009721	LOC108086646|XP_017039113.1|DFIC	LOC6530150|XP_002091092.3|DYAK
OG0009722	LOC108086674|XP_017039152.1|DFIC	LOC6530169|XP_002091109.1|DYAK
OG0009723	LOC108096210|XP_017053087.1|DFIC	LOC6532970|XP_002093705.1|DYAK
OG0009724	LOC108095209|XP_017051708.1|DFIC	LOC26534920|XP_015052852.1|DYAK
OG0009725	LOC108096499|XP_017053597.1|DFIC	LOC6531627|XP_002092424.1|DYAK
OG0009726	LOC108098059|XP_017056239.1|DFIC	LOC6536695|XP_002097267.3|DYAK
OG0009727	LOC108094910|XP_017051245.1|DFIC	LOC6529927|XP_002090883.1|DYAK
OG0009728	LOC108094926|XP_017051272.1|DFIC	LOC6530896|XP_002091748.2|DYAK
OG0009729	LOC108094817|XP_017051078.1|DFIC	LOC6530897|XP_002091749.1|DYAK
OG0009730	LOC108091201|XP_017045772.1|DFIC	LOC6525064|XP_002100903.2|DYAK
OG0009731	LOC108093603|XP_017049218.1|DFIC	LOC6530241|XP_002091178.2|DYAK
OG0009732	LOC108090262|XP_017044359.1|DFIC	LOC6528591|XP_002089634.1|DYAK
OG0009733	LOC108091053|XP_017045492.1|DFIC	LOC6525029|XP_002100868.1|DYAK
OG0009734	LOC108095264|XP_017051778.1|DFIC	LOC6525398|XP_002101233.2|DYAK
OG0009735	LOC108093239|XP_017048703.1|DFIC	LOC6533248|XP_002093974.2|DYAK
OG0009736	LOC108097246|XP_017054912.1|DFIC	LOC6524062|XP_039230607.1|DYAK
OG0009737	LOC108087105|XP_017039776.1|DFIC	LOC6536922|XP_002097491.1|DYAK
OG0009738	LOC108088684|XP_017042114.1|DFIC	LOC6525794|XP_002101615.1|DYAK
OG0009739	LOC108088580|XP_017041918.1|DFIC	LOC6525796|XP_002101617.1|DYAK
OG0009740	LOC108095587|XP_017052239.1|DFIC	LOC6526025|XP_039226054.1|DYAK
OG0009741	LOC108097827|XP_017055838.1|DFIC	LOC6527846|XP_002088918.1|DYAK
OG0009742	LOC108097502|XP_017055302.1|DFIC	LOC6524667|XP_002100524.2|DYAK
OG0009743	LOC108098046|XP_017056201.1|DFIC	LOC6525621|XP_015046390.1|DYAK
OG0009744	LOC108092987|XP_017048368.1|DFIC	LOC6524108|XP_002099972.1|DYAK
OG0009745	LOC108098075|XP_017056257.1|DFIC	LOC6525325|XP_002101161.2|DYAK
OG0009746	LOC108086895|XP_017039445.1|DFIC	LOC6534038|XP_002094724.2|DYAK
OG0009747	LOC108094180|XP_017050129.1|DFIC	LOC6526470|XP_002087588.1|DYAK
OG0009748	LOC108094325|XP_017050362.1|DFIC	LOC6525206|XP_002101044.1|DYAK
OG0009749	LOC108099931|XP_017059090.1|DFIC	LOC6534285|XP_002094966.1|DYAK
OG0009750	LOC108100172|XP_017059432.1|DFIC	LOC6532498|XP_002093244.2|DYAK
OG0009751	LOC108097743|XP_017055740.1|DFIC	LOC6525923|XP_002101743.1|DYAK
OG0009752	LOC108091332|XP_017045964.1|DFIC	LOC6524421|XP_002100279.1|DYAK
OG0009753	LOC108091333|XP_017045965.1|DFIC	LOC6524422|XP_002100280.1|DYAK
OG0009754	LOC108090719|XP_017045011.1|DFIC	LOC26535453|XP_015051720.2|DYAK
OG0009755	LOC108102169|XP_017062358.1|DFIC	LOC6539983|XP_002086858.1|DYAK
OG0009756	LOC108097553|XP_017055407.1|DFIC	LOC6525974|XP_002101793.1|DYAK
OG0009757	LOC108095247|XP_017051763.1|DFIC	LOC6532174|XP_002092947.1|DYAK
OG0009758	LOC108086557|XP_017038996.1|DFIC	LOC6538081|XP_002098615.1|DYAK
OG0009759	LOC108091115|XP_017045628.1|DFIC	LOC26536125|XP_015045302.1|DYAK
OG0009760	LOC108097039|XP_017054557.1|DFIC	LOC6523891|XP_002099764.2|DYAK
OG0009761	LOC108097049|XP_017054572.1|DFIC	LOC6523885|XP_002099758.3|DYAK
OG0009762	LOC108092877|XP_017048207.1|DFIC	LOC6524405|XP_002100263.1|DYAK
OG0009763	LOC108100259|XP_017059525.1|DFIC	LOC6532400|XP_002093151.1|DYAK
OG0009764	LOC108100234|XP_017059500.1|DFIC	LOC6534387|XP_002095065.1|DYAK
OG0009765	LOC108100662|XP_017060162.1|DFIC	LOC6532313|XP_002093073.1|DYAK
OG0009766	LOC108093270|XP_017048738.1|DFIC	LOC6533163|XP_002093889.1|DYAK
OG0009767	LOC108093129|XP_017048563.1|DFIC	LOC6533174|XP_002093900.1|DYAK
OG0009768	LOC108099217|XP_017058085.1|DFIC	LOC6532797|XP_002093534.1|DYAK
OG0009769	LOC108093848|XP_017049675.1|DFIC	LOC6532615|XP_002093359.1|DYAK
OG0009770	LOC108086970|XP_017039571.1|DFIC	LOC6533342|XP_002094068.2|DYAK
OG0009771	LOC108099147|XP_017057982.1|DFIC	LOC6532201|XP_002092975.1|DYAK
OG0009772	LOC108100208|XP_017059471.1|DFIC	LOC6532362|XP_002093119.1|DYAK
OG0009773	LOC108089402|XP_017043080.1|DFIC	LOC6534413|XP_039229756.1|DYAK
OG0009774	LOC108099707|XP_017058818.1|DFIC	LOC6534352|XP_002095031.2|DYAK
OG0009775	LOC108086982|XP_017039599.1|DFIC	LOC6533352|XP_002094077.1|DYAK
OG0009776	LOC108087555|XP_017040470.1|DFIC	LOC6533561|XP_002094271.1|DYAK
OG0009777	LOC108089753|XP_017043628.1|DFIC	LOC6533572|XP_039229706.1|DYAK
OG0009778	LOC108099133|XP_017057961.1|DFIC	LOC6533486|XP_002094197.1|DYAK
OG0009779	LOC108093218|XP_017048673.1|DFIC	LOC6533135|XP_015049822.1|DYAK
OG0009780	LOC108093204|XP_017048655.1|DFIC	LOC6533137|XP_002093863.1|DYAK
OG0009781	LOC108093117|XP_017048549.1|DFIC	LOC6533199|XP_015049843.1|DYAK
OG0009782	LOC108099200|XP_017058064.1|DFIC	LOC6532773|XP_002093515.1|DYAK
OG0009783	LOC108100117|XP_017059360.1|DFIC	LOC6532287|XP_002093047.1|DYAK
OG0009784	LOC108099006|XP_017057730.1|DFIC	LOC6533504|XP_002094215.1|DYAK
OG0009785	LOC108093027|XP_017048419.1|DFIC	LOC6534659|XP_002095334.3|DYAK
OG0009786	LOC108096390|XP_017053447.1|DFIC	LOC6532585|XP_002093329.1|DYAK
OG0009787	LOC108096306|XP_017053281.1|DFIC	LOC6532582|XP_002093326.1|DYAK
OG0009788	LOC108100210|XP_017059479.1|DFIC	LOC6532499|XP_002093245.1|DYAK
OG0009789	LOC108099155|XP_017057988.1|DFIC	LOC6532766|XP_002093508.1|DYAK
OG0009790	LOC108090683|XP_017044958.1|DFIC	LOC6530563|XP_002091476.1|DYAK
OG0009791	LOC108088945|XP_017042457.1|DFIC	LOC6532679|XP_039229398.1|DYAK
OG0009792	LOC108089032|XP_017042618.1|DFIC	LOC6532706|XP_002093448.1|DYAK
OG0009793	LOC108098992|XP_017057713.1|DFIC	LOC6532225|XP_002092998.1|DYAK
OG0009794	LOC108095743|XP_017052413.1|DFIC	LOC6538516|XP_002099038.1|DYAK
OG0009795	LOC108087600|XP_017040527.1|DFIC	LOC6525849|XP_002101669.1|DYAK
OG0009796	LOC108099794|XP_017058911.1|DFIC	LOC6533638|XP_039229766.1|DYAK
OG0009797	LOC108096229|XP_017053112.1|DFIC	LOC6533361|XP_002094086.1|DYAK
OG0009798	LOC108096228|XP_017053111.1|DFIC	LOC6533360|XP_002094085.3|DYAK
OG0009799	LOC108088236|XP_017041436.1|DFIC	LOC6534727|XP_002095402.1|DYAK
OG0009800	LOC108088929|XP_017042440.1|DFIC	LOC6534620|XP_002095295.2|DYAK
OG0009801	LOC108099170|XP_017058018.1|DFIC	LOC6532832|XP_002093569.1|DYAK
OG0009802	LOC108099195|XP_017058054.1|DFIC	LOC6532834|XP_015049634.1|DYAK
OG0009803	LOC108089649|XP_017043507.1|DFIC	LOC6535053|XP_002095717.1|DYAK
OG0009804	LOC108089543|XP_017043369.1|DFIC	LOC6535068|XP_002095732.1|DYAK
OG0009805	LOC108089540|XP_017043366.1|DFIC	LOC6539503|XP_002086383.1|DYAK
OG0009806	LOC108089320|XP_017042986.1|DFIC	LOC6539495|XP_002086385.1|DYAK
OG0009807	LOC108089362|XP_017043029.1|DFIC	LOC6535086|XP_002095750.1|DYAK
OG0009808	LOC108099199|XP_017058063.1|DFIC	LOC6532772|XP_039229423.1|DYAK
OG0009809	LOC108089341|XP_017043011.1|DFIC	LOC6533270|XP_002093996.2|DYAK
OG0009810	LOC108093248|XP_017048712.1|DFIC	LOC6539788|XP_002086673.2|DYAK
OG0009811	LOC108093249|XP_017048714.1|DFIC	LOC6534677|XP_002095352.3|DYAK
OG0009812	LOC108093146|XP_017048579.1|DFIC	LOC6533250|XP_002093976.1|DYAK
OG0009813	LOC108088842|XP_017042303.1|DFIC	LOC6539425|XP_002086313.2|DYAK
OG0009814	LOC108088965|XP_017042472.1|DFIC	LOC6533047|XP_002093782.1|DYAK
OG0009815	LOC108088350|XP_017041586.1|DFIC	LOC6539658|XP_002086544.1|DYAK
OG0009816	LOC108086948|XP_017039549.1|DFIC	LOC6534080|XP_002094766.2|DYAK
OG0009817	LOC108086892|XP_017039442.1|DFIC	LOC6534079|XP_002094765.2|DYAK
OG0009818	LOC108095407|XP_017051980.1|DFIC	LOC6533999|XP_002094688.1|DYAK
OG0009819	LOC108095409|XP_017051983.1|DFIC	LOC6534000|XP_002094689.1|DYAK
OG0009820	LOC108095461|XP_017052064.1|DFIC	LOC6534001|XP_002094690.1|DYAK
OG0009821	LOC108100721|XP_017060243.1|DFIC	LOC6534753|XP_002095428.2|DYAK
OG0009822	LOC108099928|XP_017059087.1|DFIC	LOC6534234|XP_002094916.1|DYAK
OG0009823	LOC108089043|XP_017042638.1|DFIC	LOC26535372|XP_015049566.1|DYAK
OG0009824	LOC108100607|XP_017060085.1|DFIC	LOC6533685|XP_002094390.3|DYAK
OG0009825	LOC108095402|XP_017051974.1|DFIC	LOC6534019|XP_002094706.1|DYAK
OG0009826	LOC108088790|XP_017042245.1|DFIC	LOC6539331|XP_002086222.2|DYAK
OG0009827	LOC108088791|XP_017042246.1|DFIC	LOC6535150|XP_002095812.2|DYAK
OG0009828	LOC108100654|XP_017060154.1|DFIC	LOC6533698|XP_002094403.2|DYAK
OG0009829	LOC108096414|XP_017053479.1|DFIC	LOC6534559|XP_002095235.2|DYAK
OG0009830	LOC108088829|XP_017042285.1|DFIC	LOC6539352|XP_002086245.1|DYAK
OG0009831	LOC108088822|XP_017042278.1|DFIC	LOC6534584|XP_002095260.1|DYAK
OG0009832	LOC108088823|XP_017042279.1|DFIC	LOC6539357|XP_002086250.2|DYAK
OG0009833	LOC108096457|XP_017053553.1|DFIC	LOC26534553|XP_015050679.1|DYAK
OG0009834	LOC108086712|XP_017039215.1|DFIC	LOC6530441|XP_002091357.1|DYAK
OG0009835	LOC108093693|XP_017049361.1|DFIC	LOC6531630|XP_002092427.3|DYAK
OG0009836	LOC108087997|XP_017041089.1|DFIC	LOC6535656|XP_002096284.1|DYAK
OG0009837	LOC108097986|XP_017056105.1|DFIC	LOC6536671|XP_002097243.1|DYAK
OG0009838	LOC108095070|XP_017051482.1|DFIC	LOC6529421|XP_002090425.1|DYAK
OG0009839	LOC108093634|XP_017049281.1|DFIC	LOC26535255|XP_015054603.1|DYAK
OG0009840	LOC108094466|XP_017050538.1|DFIC	LOC6529719|XP_002090712.1|DYAK
OG0009841	LOC108088101|XP_017041243.1|DFIC	LOC6528091|XP_002089158.1|DYAK
OG0009842	LOC108087458|XP_017040310.1|DFIC	LOC6534119|XP_002094803.2|DYAK
OG0009843	LOC108099099|XP_017057907.1|DFIC	LOC6532783|XP_015049603.1|DYAK
OG0009844	LOC108086899|XP_017039455.1|DFIC	LOC6534096|XP_002094782.1|DYAK
OG0009845	LOC108087656|XP_017040633.1|DFIC	LOC6530464|XP_002091380.2|DYAK
OG0009846	LOC108090063|XP_017044059.1|DFIC	LOC6528259|XP_002089312.1|DYAK
OG0009847	LOC108097102|XP_017054660.1|DFIC	LOC6524112|XP_039228534.1|DYAK
OG0009848	LOC108095336|XP_017051907.1|DFIC	LOC6524168|XP_002100031.1|DYAK
OG0009849	LOC108099655|XP_017058777.1|DFIC	LOC6538641|XP_015048936.2|DYAK
OG0009850	LOC108102160|XP_017062347.1|DFIC	LOC26534483|XP_039232297.1|DYAK
OG0009851	LOC108095535|XP_017052151.1|DFIC	LOC26536330|XP_015046587.1|DYAK
OG0009852	LOC108095408|XP_017051981.1|DFIC, LOC108089330|XP_017042997.1|DFIC	LOC6533950|XP_002094650.1|DYAK
OG0009853	LOC108097503|XP_017055303.1|DFIC	LOC6524673|XP_002100530.1|DYAK
OG0009854	LOC108088589|XP_017041928.1|DFIC	LOC6525795|XP_002101616.2|DYAK
OG0009855	LOC108098715|XP_017057321.1|DFIC	LOC6527781|XP_002088854.1|DYAK
OG0009856	LOC108092618|XP_017047745.1|DFIC	LOC6527539|XP_002088629.1|DYAK
OG0009857	LOC108094468|XP_017050540.1|DFIC, LOC108094428|XP_017050487.1|DFIC	LOC6529717|XP_002090710.2|DYAK
OG0009858	LOC108101148|XP_017060860.1|DFIC	LOC6527901|XP_039226897.1|DYAK
OG0009859	LOC108098301|XP_017056600.1|DFIC, LOC108098369|XP_017056708.1|DFIC, LOC108098306|XP_017056607.1|DFIC	LOC6529782|XP_002090766.2|DYAK
