Orthogroup	DFIC.longest_only	ASTE.longest_only
OG0006024	LOC108097930|XP_017055971.1|DFIC	LOC118512426|XP_035912723.1|ASTE
OG0006025	LOC108086688|XP_017039171.1|DFIC	LOC118507192|XP_035901158.1|ASTE
OG0006026	LOC108099597|XP_017058698.1|DFIC	LOC118517210|XP_035919070.1|ASTE, LOC118507914|XP_035903106.1|ASTE
OG0006027	LOC108094832|XP_017051113.1|DFIC	LOC118505996|XP_035898467.1|ASTE
OG0006028	LOC108101597|XP_017061498.1|DFIC	LOC118507750|XP_035902649.1|ASTE
OG0006029	LOC108090435|XP_017044601.1|DFIC	LOC118506094|XP_035898671.1|ASTE
OG0006030	LOC108099634|XP_017058753.1|DFIC	LOC118505995|XP_035898466.1|ASTE
OG0006031	LOC108087744|XP_017040755.1|DFIC	LOC118506096|XP_035898673.1|ASTE
OG0006032	LOC108098045|XP_017056198.1|DFIC	LOC118506092|XP_035898665.1|ASTE
OG0006033	LOC108086677|XP_017039158.1|DFIC, LOC108086621|XP_017039086.1|DFIC	LOC118504900|XP_035895859.1|ASTE
OG0006034	LOC108093348|XP_017048845.1|DFIC	LOC118510533|XP_035908381.1|ASTE
OG0006035	LOC108096466|XP_017053571.1|DFIC	LOC118517683|XP_035919987.1|ASTE
OG0006037	LOC108086694|XP_017039181.1|DFIC	LOC118517682|XP_035919985.1|ASTE
OG0006038	LOC108090219|XP_017044301.1|DFIC	LOC118517703|XP_035920027.1|ASTE
OG0006039	LOC108094315|XP_017050333.1|DFIC	LOC118507754|XP_035902657.1|ASTE
OG0006040	LOC108094752|XP_017050998.1|DFIC	LOC118508399|XP_035904054.1|ASTE
OG0006041	LOC108092973|XP_017048350.1|DFIC	LOC118505221|XP_035896638.1|ASTE
OG0006042	LOC108087636|XP_017040582.1|DFIC	LOC118505947|XP_035898364.1|ASTE
OG0006043	LOC108099929|XP_017059088.1|DFIC	LOC118503313|XP_035892333.1|ASTE
OG0006044	LOC108097260|XP_017054937.1|DFIC	LOC118503316|XP_035892339.1|ASTE
OG0006045	LOC108095044|XP_017051435.1|DFIC	LOC118506214|XP_035898928.1|ASTE
OG0006046	LOC108093889|XP_017049734.1|DFIC	LOC118504723|XP_035895456.1|ASTE
OG0006047	LOC108086949|XP_017039550.1|DFIC	LOC118507237|XP_035901380.1|ASTE
OG0006048	LOC108100602|XP_017060077.1|DFIC	LOC118508134|XP_035903533.1|ASTE
OG0006049	LOC108097585|XP_017055463.1|DFIC	LOC118508126|XP_035903527.1|ASTE
OG0006050	LOC108086829|XP_017039364.1|DFIC	LOC118507155|XP_035901092.1|ASTE
OG0006051	LOC108091104|XP_017045615.1|DFIC	LOC118507184|XP_035901149.1|ASTE
OG0006052	LOC108090863|XP_017045238.1|DFIC	LOC118505915|XP_035898271.1|ASTE
OG0006053	LOC108089059|XP_017042656.1|DFIC	LOC118508164|XP_035903604.1|ASTE
OG0006054	LOC108098404|XP_017056775.1|DFIC	LOC118508163|XP_035903598.1|ASTE
OG0006055	LOC108088000|XP_017041101.1|DFIC	LOC118512356|XP_035912558.1|ASTE, LOC118512357|XP_035912563.1|ASTE
OG0006056	LOC108087640|XP_017040593.1|DFIC	LOC118505949|XP_035898368.1|ASTE
OG0006057	LOC108100561|XP_017060024.1|DFIC	LOC118505952|XP_035898373.1|ASTE
OG0006058	LOC108087943|XP_017041020.1|DFIC	LOC118512375|XP_035912621.1|ASTE
OG0006059	LOC108089510|XP_017043318.1|DFIC	LOC118517607|XP_035919797.1|ASTE
OG0006060	LOC108089511|XP_017043320.1|DFIC	LOC118517609|XP_035919798.1|ASTE
OG0006061	LOC108098001|XP_017056126.1|DFIC	LOC118504843|XP_035895744.1|ASTE
OG0006062	LOC108087262|XP_017040057.1|DFIC	LOC118506349|XP_035899231.1|ASTE
OG0006063	LOC108089149|XP_017042760.1|DFIC	LOC118505067|XP_035896243.1|ASTE
OG0006064	LOC108093627|XP_017049264.1|DFIC	LOC118507152|XP_035901080.1|ASTE
OG0006065	LOC108099042|XP_017057792.1|DFIC	LOC118505392|XP_035896996.1|ASTE
OG0006066	LOC108094035|XP_017049956.1|DFIC	LOC118507758|XP_035902662.1|ASTE
OG0006067	LOC108090257|XP_017044342.1|DFIC	LOC118505772|XP_035897920.1|ASTE
OG0006068	LOC108097473|XP_017055236.1|DFIC	LOC118504727|XP_035895461.1|ASTE
OG0006069	LOC108099903|XP_017059050.1|DFIC	LOC118504164|XP_035894192.1|ASTE
OG0006070	LOC108088935|XP_017042448.1|DFIC	LOC118504172|XP_035894213.1|ASTE
OG0006071	LOC108095892|XP_017052695.1|DFIC	LOC118504174|XP_035894216.1|ASTE
OG0006072	LOC108099689|XP_017058810.1|DFIC	LOC118517665|XP_035919936.1|ASTE
OG0006073	LOC108100706|XP_017060223.1|DFIC	LOC118517674|XP_035919960.1|ASTE
OG0006074	LOC108101688|XP_017061606.1|DFIC	LOC118505979|XP_035898427.1|ASTE
OG0006075	LOC108095390|XP_017051959.1|DFIC	LOC118508506|XP_035904241.1|ASTE
OG0006076	LOC108086749|XP_017039278.1|DFIC	LOC118507269|XP_035901461.1|ASTE
OG0006077	LOC108088884|XP_017042370.1|DFIC	LOC118503245|XP_035892159.1|ASTE
OG0006078	LOC108088899|XP_017042389.1|DFIC	LOC118503246|XP_035892161.1|ASTE
OG0006079	LOC108096279|XP_017053234.1|DFIC	LOC118503163|XP_035892018.1|ASTE
OG0006080	LOC108096348|XP_017053385.1|DFIC	LOC118503162|XP_035892016.1|ASTE
OG0006081	LOC108090751|XP_017045072.1|DFIC	LOC118507086|XP_035900966.1|ASTE
OG0006082	LOC108090761|XP_017045082.1|DFIC	LOC118507087|XP_035900968.1|ASTE
OG0006083	LOC108088310|XP_017041530.1|DFIC	LOC118507454|XP_035901830.1|ASTE
OG0006084	LOC108096379|XP_017053420.1|DFIC	LOC118505816|XP_035898054.1|ASTE
OG0006085	LOC108088931|XP_017042443.1|DFIC	LOC118506240|XP_035898995.1|ASTE
OG0006086	LOC108088875|XP_017042351.1|DFIC	LOC118506256|XP_035899033.1|ASTE
OG0006087	LOC108093890|XP_017049735.1|DFIC	LOC118504751|XP_035895560.1|ASTE
OG0006088	LOC108099904|XP_017059051.1|DFIC	LOC118507573|XP_035902110.1|ASTE
OG0006089	LOC108095350|XP_017051919.1|DFIC	LOC118506203|XP_035898904.1|ASTE
OG0006090	LOC108089581|XP_017043425.1|DFIC	LOC118505867|XP_035898175.1|ASTE
OG0006091	LOC108087496|XP_017040381.1|DFIC	LOC118505394|XP_035897004.1|ASTE
OG0006092	LOC108095356|XP_017051926.1|DFIC	LOC118505879|XP_035898201.1|ASTE
OG0006093	LOC108090645|XP_017044912.1|DFIC	LOC118504891|XP_035895842.1|ASTE
OG0006094	LOC108100161|XP_017059413.1|DFIC	LOC118504890|XP_035895841.1|ASTE
OG0006095	LOC108090395|XP_017044533.1|DFIC	LOC118503061|XP_035891821.1|ASTE
OG0006096	LOC108086739|XP_017039260.1|DFIC	LOC118503882|XP_035893530.1|ASTE
OG0006097	LOC108088318|XP_017041543.1|DFIC	LOC118503876|XP_035893513.1|ASTE
OG0006098	LOC108091561|XP_017046322.1|DFIC	LOC118503872|XP_035893507.1|ASTE
OG0006099	LOC108087677|XP_017040671.1|DFIC	LOC118503864|XP_035893487.1|ASTE
OG0006100	LOC108096548|XP_017053726.1|DFIC	LOC118503853|XP_035893460.1|ASTE
OG0006101	LOC108089248|XP_017042901.1|DFIC	LOC118508049|XP_035903395.1|ASTE
OG0006102	LOC108094922|XP_017051269.1|DFIC	LOC118507415|XP_035901771.1|ASTE
OG0006103	LOC108091188|XP_017045754.1|DFIC	LOC118507199|XP_035901171.1|ASTE
OG0006104	LOC108095374|XP_017051943.1|DFIC	LOC118507200|XP_035901172.1|ASTE
OG0006105	LOC108095303|XP_017051852.1|DFIC	LOC118507202|XP_035901178.1|ASTE
OG0006106	LOC108088890|XP_017042376.1|DFIC	LOC118504734|XP_035895495.1|ASTE
OG0006107	LOC108095211|XP_017051710.1|DFIC	LOC118506110|XP_035898696.1|ASTE
OG0006108	LOC108097176|XP_017054803.1|DFIC	LOC118506109|XP_035898695.1|ASTE
OG0006109	LOC108088779|XP_017042225.1|DFIC	LOC118516535|XP_035918373.1|ASTE, LOC118506070|XP_035898625.1|ASTE
OG0006110	LOC108088285|XP_017041495.1|DFIC	LOC118503694|XP_035893137.1|ASTE
OG0006111	LOC108095181|XP_017051655.1|DFIC	LOC118504840|XP_035895737.1|ASTE
OG0006112	LOC108090974|XP_017045418.1|DFIC	LOC118503401|XP_035892497.1|ASTE
OG0006113	LOC108089420|XP_017043113.1|DFIC	LOC118503392|XP_035892487.1|ASTE
OG0006114	LOC108086548|XP_017038975.1|DFIC	LOC118503391|XP_035892486.1|ASTE
OG0006115	LOC108086760|XP_017039288.1|DFIC	LOC118503048|XP_035891776.1|ASTE
OG0006116	LOC108087727|XP_017040737.1|DFIC	LOC118503531|XP_035892810.1|ASTE
OG0006117	LOC108093735|XP_017049479.1|DFIC	LOC118504093|XP_035894068.1|ASTE
OG0006118	LOC108093719|XP_017049415.1|DFIC	LOC118504103|XP_035894079.1|ASTE
OG0006119	LOC108094757|XP_017051003.1|DFIC	LOC118504201|XP_035894273.1|ASTE
OG0006120	LOC108094016|XP_017049932.1|DFIC	LOC118508156|XP_035903589.1|ASTE
OG0006121	LOC108088865|XP_017042334.1|DFIC	LOC118504190|XP_035894258.1|ASTE
OG0006122	LOC108098415|XP_017056798.1|DFIC	LOC118504195|XP_035894263.1|ASTE
OG0006123	LOC108101932|XP_017062004.1|DFIC	LOC118504197|XP_035894269.1|ASTE
OG0006124	LOC108091882|XP_017046752.1|DFIC	LOC118504198|XP_035894270.1|ASTE
OG0006125	LOC108089492|XP_017043262.1|DFIC	LOC118503080|XP_035891855.1|ASTE
OG0006126	LOC108089438|XP_017043162.1|DFIC	LOC118503344|XP_035892406.1|ASTE
OG0006127	LOC108096367|XP_017053407.1|DFIC	LOC118503337|XP_035892395.1|ASTE
OG0006128	LOC108096420|XP_017053494.1|DFIC	LOC118503362|XP_035892448.1|ASTE
OG0006129	LOC108096380|XP_017053424.1|DFIC	LOC118503351|XP_035892427.1|ASTE
OG0006130	LOC108096329|XP_017053351.1|DFIC	LOC118503843|XP_035893445.1|ASTE
OG0006131	LOC108096260|XP_017053205.1|DFIC	LOC118503832|XP_035893431.1|ASTE
OG0006132	LOC108096432|XP_017053510.1|DFIC	LOC118504097|XP_035894073.1|ASTE
OG0006133	LOC108096330|XP_017053352.1|DFIC	LOC118503822|XP_035893416.1|ASTE
OG0006134	LOC108096374|XP_017053415.1|DFIC	LOC118503821|XP_035893415.1|ASTE
OG0006135	LOC108096314|XP_017053295.1|DFIC	LOC118503798|XP_035893384.1|ASTE
OG0006136	LOC108089495|XP_017043269.1|DFIC	LOC118503792|XP_035893365.1|ASTE
OG0006137	LOC108087479|XP_017040346.1|DFIC	LOC118508403|XP_035904057.1|ASTE
OG0006138	LOC108101454|XP_017061285.1|DFIC	LOC118503599|XP_035892945.1|ASTE
OG0006139	LOC108090352|XP_017044462.1|DFIC	LOC118506128|XP_035898755.1|ASTE
OG0006140	LOC108101900|XP_017061956.1|DFIC	LOC118506124|XP_035898743.1|ASTE
OG0006141	LOC108090462|XP_017044649.1|DFIC	LOC118503107|XP_035891938.1|ASTE
OG0006142	LOC108088287|XP_017041497.1|DFIC	LOC118504791|XP_035895653.1|ASTE
OG0006143	LOC108095428|XP_017052025.1|DFIC	LOC118508110|XP_035903497.1|ASTE
OG0006144	LOC108086904|XP_017039465.1|DFIC	LOC118508105|XP_035903491.1|ASTE
OG0006145	LOC108100378|XP_017059716.1|DFIC	LOC118508114|XP_035903500.1|ASTE
OG0006146	LOC108100967|XP_017060607.1|DFIC	LOC118508113|XP_035903499.1|ASTE
OG0006147	LOC108099349|XP_017058318.1|DFIC	LOC118503764|XP_035893321.1|ASTE
OG0006148	LOC108100453|XP_017059868.1|DFIC	LOC118503750|XP_035893294.1|ASTE
OG0006149	LOC108095441|XP_017052040.1|DFIC	LOC118503753|XP_035893297.1|ASTE
OG0006150	LOC108095439|XP_017052037.1|DFIC	LOC118503747|XP_035893290.1|ASTE
OG0006151	LOC108089147|XP_017042758.1|DFIC	LOC118503745|XP_035893280.1|ASTE
OG0006152	LOC108095848|XP_017052633.1|DFIC	LOC118504659|XP_035895334.1|ASTE
OG0006153	LOC108094058|XP_017049986.1|DFIC	LOC118506547|XP_035899732.1|ASTE
OG0006155	LOC108099353|XP_017058322.1|DFIC	LOC118502485|XP_035890610.1|ASTE
OG0006156	LOC108099391|XP_017058379.1|DFIC	LOC118505088|XP_035896272.1|ASTE
OG0006158	LOC108089408|XP_017043092.1|DFIC	LOC118510861|XP_035909093.1|ASTE
OG0006159	LOC108101608|XP_017061510.1|DFIC	LOC118503733|XP_035893241.1|ASTE
OG0006160	LOC108090968|XP_017045403.1|DFIC	LOC118506344|XP_035899221.1|ASTE
OG0006161	LOC108090254|XP_017044339.1|DFIC	LOC118509657|XP_035906510.1|ASTE
OG0006162	LOC108098397|XP_017056761.1|DFIC	LOC118509372|XP_035905797.1|ASTE, LOC118517331|XP_035919206.1|ASTE
OG0006163	LOC108101473|XP_017061308.1|DFIC	LOC118512637|XP_035913226.1|ASTE
OG0006181	LOC108087960|XP_017041042.1|DFIC	LOC118510457|XP_035908181.1|ASTE
OG0006182	LOC108099643|XP_017058761.1|DFIC	LOC118510466|XP_035908215.1|ASTE
OG0006183	LOC108092125|XP_017047117.1|DFIC	LOC118504962|XP_035895981.1|ASTE
OG0006184	LOC108099583|XP_017058677.1|DFIC	LOC118517389|XP_035919336.1|ASTE
OG0006185	LOC108097139|XP_017054732.1|DFIC	LOC118511262|XP_035910026.1|ASTE
OG0006186	LOC108099445|XP_017058471.1|DFIC	LOC118507320|XP_035901604.1|ASTE
OG0006187	LOC108099336|XP_017058300.1|DFIC	LOC118511264|XP_035910028.1|ASTE
OG0006188	LOC108097138|XP_017054725.1|DFIC	LOC118505395|XP_035897012.1|ASTE
OG0006190	LOC108099359|XP_017058334.1|DFIC	LOC118510292|XP_035907810.1|ASTE
OG0006191	LOC108088471|XP_017041747.1|DFIC	LOC118507523|XP_035901981.1|ASTE
OG0006192	LOC108092939|XP_017048295.1|DFIC	LOC118508051|XP_035903401.1|ASTE
OG0006193	LOC108097670|XP_017055613.1|DFIC	LOC118505169|XP_035896478.1|ASTE
OG0006194	LOC108102133|XP_017062291.1|DFIC	LOC118516550|XP_035918392.1|ASTE
OG0006195	LOC108094599|XP_017050735.1|DFIC	LOC118511117|XP_035909738.1|ASTE
OG0006196	LOC108098969|XP_017057675.1|DFIC	LOC118516756|XP_035918568.1|ASTE
OG0006197	LOC108098405|XP_017056776.1|DFIC	LOC118509676|XP_035906592.1|ASTE
OG0006198	LOC108091056|XP_017045496.1|DFIC	LOC118507132|XP_035901061.1|ASTE
OG0006199	LOC108095774|XP_017052508.1|DFIC	LOC118507096|XP_035900984.1|ASTE
OG0006200	LOC108092175|XP_017047187.1|DFIC	LOC118509460|XP_035905977.1|ASTE
OG0006201	LOC108088676|XP_017042100.1|DFIC	LOC118506952|XP_035900668.1|ASTE
OG0006202	LOC108088583|XP_017041922.1|DFIC	LOC118506932|XP_035900645.1|ASTE
OG0006203	LOC108097962|XP_017056062.1|DFIC	LOC118507395|XP_035901745.1|ASTE
OG0006204	LOC108092224|XP_017047247.1|DFIC	LOC118512712|XP_035913441.1|ASTE
OG0006205	LOC108097517|XP_017055330.1|DFIC	LOC118511421|XP_035910399.1|ASTE
OG0006206	LOC108094716|XP_017050942.1|DFIC	LOC118517496|XP_035919586.1|ASTE
OG0006207	LOC108089850|XP_017043783.1|DFIC	LOC118505296|XP_035896800.1|ASTE
OG0006208	LOC108099145|XP_017057977.1|DFIC	LOC118505276|XP_035896742.1|ASTE
OG0006209	LOC108097944|XP_017056025.1|DFIC	LOC118514543|XP_035917423.1|ASTE
OG0006210	LOC108088594|XP_017041931.1|DFIC	LOC118505477|XP_035897187.1|ASTE
OG0006211	LOC108092651|XP_017047792.1|DFIC	LOC118512034|XP_035911724.1|ASTE
OG0006212	LOC108092649|XP_017047790.1|DFIC	LOC118511654|XP_035910891.1|ASTE
OG0006214	LOC108102168|XP_017062357.1|DFIC	LOC118505724|XP_035897801.1|ASTE
OG0006215	LOC108097932|XP_017056010.1|DFIC	LOC118510787|XP_035908987.1|ASTE
OG0006217	LOC108097978|XP_017056085.1|DFIC	LOC118517382|XP_035919315.1|ASTE
OG0006218	LOC108092679|XP_017047855.1|DFIC	LOC118516488|XP_035918314.1|ASTE
OG0006219	LOC108097181|XP_017054812.1|DFIC	LOC118515721|XP_035917946.1|ASTE
OG0006220	LOC108099930|XP_017059089.1|DFIC	LOC118507166|XP_035901123.1|ASTE
OG0006221	LOC108086867|XP_017039418.1|DFIC	LOC118517486|XP_035919574.1|ASTE
OG0006222	LOC108086843|XP_017039382.1|DFIC	LOC118517495|XP_035919585.1|ASTE
OG0006223	LOC108097487|XP_017055280.1|DFIC	LOC118517507|XP_035919622.1|ASTE
OG0006224	LOC108097518|XP_017055334.1|DFIC	LOC118516663|XP_035918521.1|ASTE
OG0006225	LOC108101645|XP_017061550.1|DFIC	LOC118506528|XP_035899684.1|ASTE
OG0006226	LOC108096531|XP_017053704.1|DFIC	LOC118508996|XP_035904892.1|ASTE
OG0006227	LOC108091077|XP_017045569.1|DFIC	LOC118511740|XP_035911126.1|ASTE
OG0006228	LOC108094831|XP_017051112.1|DFIC	LOC118505405|XP_035897049.1|ASTE
OG0006229	LOC108095014|XP_017051348.1|DFIC	LOC118508987|XP_035904878.1|ASTE
OG0006230	LOC108098014|XP_017056148.1|DFIC	LOC118509041|XP_035905010.1|ASTE
OG0006231	LOC108097588|XP_017055470.1|DFIC	LOC118509090|XP_035905128.1|ASTE
OG0006232	LOC108094683|XP_017050892.1|DFIC	LOC118509106|XP_035905169.1|ASTE
OG0006233	LOC108094728|XP_017050963.1|DFIC	LOC118509156|XP_035905285.1|ASTE
OG0006234	LOC108098122|XP_017056331.1|DFIC	LOC118516617|XP_035918485.1|ASTE
OG0006235	LOC108094454|XP_017050525.1|DFIC	LOC118516410|XP_035918169.1|ASTE
OG0006237	LOC108097423|XP_017055179.1|DFIC	LOC118506102|XP_035898680.1|ASTE
OG0006238	LOC108097724|XP_017055711.1|DFIC	LOC118510893|XP_035909174.1|ASTE
OG0006239	LOC108102127|XP_017062278.1|DFIC	LOC118503930|XP_035893669.1|ASTE
OG0006240	LOC108088527|XP_017041859.1|DFIC	LOC118503860|XP_035893483.1|ASTE
OG0006241	LOC108098121|XP_017056330.1|DFIC	LOC118516610|XP_035918480.1|ASTE
OG0006242	LOC108101700|XP_017061627.1|DFIC	LOC118505305|XP_035896829.1|ASTE
OG0006243	LOC108098952|XP_017057649.1|DFIC	LOC118505208|XP_035896612.1|ASTE
OG0006244	LOC108099580|XP_017058674.1|DFIC	LOC118510186|XP_035907604.1|ASTE
OG0006246	LOC108097155|XP_017054766.1|DFIC	LOC118503632|XP_035893025.1|ASTE
OG0006247	LOC108101538|XP_017061409.1|DFIC	LOC118503605|XP_035892978.1|ASTE
OG0006248	LOC108093360|XP_017048866.1|DFIC	LOC118517268|XP_035919138.1|ASTE
OG0006249	LOC108101315|XP_017061106.1|DFIC, LOC108092825|XP_017048158.1|DFIC	LOC118505577|XP_035897429.1|ASTE
OG0006250	LOC108094634|XP_017050811.1|DFIC	LOC118503321|XP_035892359.1|ASTE
OG0006251	LOC108095801|XP_017052555.1|DFIC	LOC118504185|XP_035894241.1|ASTE
OG0006252	LOC108095800|XP_017052554.1|DFIC	LOC118504147|XP_035894158.1|ASTE
OG0006253	LOC108097152|XP_017054761.1|DFIC	LOC118503297|XP_035892294.1|ASTE
OG0006254	LOC108089986|XP_017043975.1|DFIC	LOC118510515|XP_035908331.1|ASTE
OG0006255	LOC108095980|XP_017052814.1|DFIC	LOC118512408|XP_035912696.1|ASTE
OG0006256	LOC108098043|XP_017056197.1|DFIC	LOC118517232|XP_035919105.1|ASTE
OG0006257	LOC108097538|XP_017055373.1|DFIC	LOC118517286|XP_035919160.1|ASTE
OG0006258	LOC108097943|XP_017056024.1|DFIC	LOC118517220|XP_035919101.1|ASTE
OG0006259	LOC108092151|XP_017047158.1|DFIC	LOC118502915|XP_035891538.1|ASTE
OG0006260	LOC108097539|XP_017055377.1|DFIC	LOC118502982|XP_035891660.1|ASTE
OG0006261	LOC108093488|XP_017049065.1|DFIC	LOC118512106|XP_035911971.1|ASTE
OG0006262	LOC108097497|XP_017055295.1|DFIC	LOC118506927|XP_035900619.1|ASTE
OG0006263	LOC108097317|XP_017055025.1|DFIC	LOC118506478|XP_035899551.1|ASTE
OG0006264	LOC108097003|XP_017054480.1|DFIC	LOC118507809|XP_035902765.1|ASTE
OG0006265	LOC108093745|XP_017049500.1|DFIC	LOC118509916|XP_035907106.1|ASTE
OG0006266	LOC108097104|XP_017054662.1|DFIC	LOC118510939|XP_035909269.1|ASTE
OG0006267	LOC108102211|XP_017062423.1|DFIC	LOC118509287|XP_035905587.1|ASTE
OG0006268	LOC108096736|XP_017054073.1|DFIC	LOC118503890|XP_035893558.1|ASTE
OG0006269	LOC108099656|XP_017058779.1|DFIC	LOC118511532|XP_035910618.1|ASTE
OG0006270	LOC108097467|XP_017055228.1|DFIC	LOC118509845|XP_035906939.1|ASTE
OG0006271	LOC108087364|XP_017040193.1|DFIC	LOC118504563|XP_035895065.1|ASTE
OG0006272	LOC108097702|XP_017055676.1|DFIC	LOC118516435|XP_035918208.1|ASTE, LOC118512290|XP_035912410.1|ASTE
OG0006273	LOC108094241|XP_017050189.1|DFIC	LOC118508170|XP_035903612.1|ASTE
OG0006275	LOC108097275|XP_017054962.1|DFIC	LOC118506078|XP_035898648.1|ASTE
OG0006276	LOC108098988|XP_017057700.1|DFIC	LOC118504482|XP_035894892.1|ASTE
OG0006277	LOC108098648|XP_017057211.1|DFIC	LOC118511416|XP_035910387.1|ASTE
OG0006278	LOC108097911|XP_017055937.1|DFIC	LOC118506084|XP_035898660.1|ASTE
OG0006279	LOC108097527|XP_017055358.1|DFIC	LOC118510088|XP_035907398.1|ASTE
OG0006280	LOC108100921|XP_017060529.1|DFIC	LOC118507044|XP_035900897.1|ASTE
OG0006281	LOC108100920|XP_017060528.1|DFIC	LOC118507036|XP_035900883.1|ASTE
OG0006282	LOC108097603|XP_017055499.1|DFIC	LOC118513766|XP_035915835.1|ASTE
OG0006283	LOC108087150|XP_017039853.1|DFIC	LOC118505773|XP_035897939.1|ASTE
OG0006284	LOC108089580|XP_017043424.1|DFIC	LOC118509455|XP_035905968.1|ASTE
OG0006285	LOC108098542|XP_017057019.1|DFIC	LOC118511887|XP_035911411.1|ASTE
OG0006286	LOC108087353|XP_017040183.1|DFIC	LOC118511841|XP_035911281.1|ASTE
OG0006287	LOC108097786|XP_017055805.1|DFIC	LOC118517459|XP_035919514.1|ASTE
OG0006288	LOC108086870|XP_017039421.1|DFIC	LOC118517461|XP_035919516.1|ASTE
OG0006289	LOC108087322|XP_017040141.1|DFIC	LOC118507945|XP_035903163.1|ASTE
OG0006290	LOC108088647|XP_017042058.1|DFIC	LOC118505805|XP_035898042.1|ASTE
OG0006291	LOC108100858|XP_017060427.1|DFIC	LOC118507612|XP_035902647.1|ASTE
OG0006292	LOC108091220|XP_017045811.1|DFIC	LOC118509948|XP_035907176.1|ASTE
OG0006293	LOC108100506|XP_017059946.1|DFIC	LOC118511073|XP_035909628.1|ASTE
OG0006294	LOC108097669|XP_017055612.1|DFIC	LOC118511427|XP_035910413.1|ASTE
OG0006295	LOC108092870|XP_017048195.1|DFIC	LOC118506125|XP_035898752.1|ASTE
OG0006296	LOC108094437|XP_017050500.1|DFIC	LOC118502989|XP_035891688.1|ASTE
OG0006297	LOC108092792|XP_017048049.1|DFIC	LOC118509174|XP_035905367.1|ASTE
OG0006298	LOC108097758|XP_017055758.1|DFIC	LOC118516918|XP_035918676.1|ASTE
OG0006299	LOC108091303|XP_017045915.1|DFIC	LOC118509231|XP_035905435.1|ASTE
OG0006300	LOC108097202|XP_017054836.1|DFIC	LOC118510848|XP_035909076.1|ASTE
OG0006301	LOC108088622|XP_017042019.1|DFIC	LOC118503858|XP_035893468.1|ASTE
OG0006302	LOC108091215|XP_017045801.1|DFIC	LOC118508767|XP_035904404.1|ASTE
OG0006303	LOC108087682|XP_017040675.1|DFIC	LOC118511147|XP_035909768.1|ASTE
OG0006305	LOC108097494|XP_017055286.1|DFIC	LOC118507674|XP_035902361.1|ASTE
OG0006306	LOC108095827|XP_017052598.1|DFIC	LOC118507576|XP_035902125.1|ASTE
OG0006309	LOC108098018|XP_017056157.1|DFIC	LOC118517482|XP_035919556.1|ASTE
OG0006311	LOC108097880|XP_017055905.1|DFIC	LOC118504534|XP_035894989.1|ASTE
OG0006313	LOC108095366|XP_017051936.1|DFIC	LOC118504318|XP_035894541.1|ASTE
OG0006314	LOC108094727|XP_017050962.1|DFIC	LOC118503485|XP_035892684.1|ASTE
OG0006315	LOC108086812|XP_017039340.1|DFIC	LOC118517500|XP_035919604.1|ASTE
OG0006316	LOC108100929|XP_017060559.1|DFIC	LOC118517278|XP_035919147.1|ASTE
OG0006317	LOC108095365|XP_017051935.1|DFIC	LOC118506402|XP_035899360.1|ASTE
OG0006318	LOC108094426|XP_017050489.1|DFIC	LOC118507915|XP_035903151.1|ASTE
OG0006319	LOC108090706|XP_017044988.1|DFIC	LOC118507981|XP_035903234.1|ASTE
OG0006320	LOC108097426|XP_017055183.1|DFIC	LOC118507848|XP_035902877.1|ASTE
OG0006321	LOC108088672|XP_017042094.1|DFIC	LOC118504681|XP_035895387.1|ASTE
OG0006322	LOC108097600|XP_017055496.1|DFIC	LOC118504222|XP_035894330.1|ASTE
OG0006323	LOC108094567|XP_017050668.1|DFIC	LOC118513798|XP_035915882.1|ASTE
OG0006324	LOC108097241|XP_017054908.1|DFIC	LOC118507445|XP_035901827.1|ASTE
OG0006325	LOC108093347|XP_017048844.1|DFIC	LOC118517412|XP_035919406.1|ASTE
OG0006326	LOC108096325|XP_017053346.1|DFIC	LOC118511347|XP_035910194.1|ASTE
OG0006327	LOC108086575|XP_017039021.1|DFIC	LOC118506801|XP_035900327.1|ASTE
OG0006328	LOC108095753|XP_017052430.1|DFIC	LOC118507483|XP_035901893.1|ASTE
OG0006329	LOC108095558|XP_017052182.1|DFIC	LOC118510450|XP_035908151.1|ASTE
OG0006330	LOC108095863|XP_017052653.1|DFIC	LOC118503718|XP_035893188.1|ASTE
OG0006331	LOC108098002|XP_017056127.1|DFIC	LOC118513859|XP_035916053.1|ASTE
OG0006332	LOC108095594|XP_017052247.1|DFIC	LOC118503712|XP_035893172.1|ASTE
OG0006333	LOC108102206|XP_017062397.1|DFIC	LOC118503693|XP_035893136.1|ASTE
OG0006334	LOC108092872|XP_017048197.1|DFIC	LOC118517385|XP_035919323.1|ASTE
OG0006335	LOC108091694|XP_017046516.1|DFIC	LOC118502675|XP_035891063.1|ASTE
OG0006336	LOC108091230|XP_017045824.1|DFIC	LOC118504232|XP_035894349.1|ASTE
OG0006337	LOC108091223|XP_017045817.1|DFIC	LOC118505047|XP_035896206.1|ASTE
OG0006338	LOC108098559|XP_017057054.1|DFIC	LOC118502836|XP_035891410.1|ASTE
OG0006339	LOC108094678|XP_017050884.1|DFIC	LOC118507704|XP_035902474.1|ASTE
OG0006340	LOC108094472|XP_017050549.1|DFIC	LOC118508045|XP_035903356.1|ASTE
OG0006341	LOC108097675|XP_017055620.1|DFIC	LOC118507857|XP_035902911.1|ASTE
OG0006342	LOC108097697|XP_017055659.1|DFIC	LOC118507633|XP_035902254.1|ASTE
