Orthogroup	DFIC.longest_only	DSUB.longest_only
OG0007725	LOC108102210|XP_017062422.1|DFIC	LOC117903061|XP_034670702.1|DSUB
OG0007726	LOC108101665|XP_017061573.1|DFIC	LOC117903759|XP_034672063.1|DSUB
OG0007727	LOC108095625|XP_017052282.1|DFIC	LOC117903738|XP_034671991.1|DSUB
OG0007728	LOC108092900|XP_017048237.1|DFIC	LOC117903785|XP_034672106.1|DSUB
OG0007729	LOC108101686|XP_017061605.1|DFIC	LOC117903903|XP_034672298.1|DSUB
OG0007730	LOC108092897|XP_017048234.1|DFIC	LOC117900364|XP_034666608.1|DSUB
OG0007731	LOC108093963|XP_017049860.1|DFIC	LOC117894295|XP_034657147.1|DSUB
OG0007732	LOC108094416|XP_017050477.1|DFIC	LOC117903225|XP_034671019.1|DSUB
OG0007733	LOC108098126|XP_017056336.1|DFIC	LOC117903141|XP_034670870.1|DSUB
OG0007734	LOC108097924|XP_017055965.1|DFIC	LOC117903306|XP_034671129.1|DSUB
OG0007735	LOC108098011|XP_017056141.1|DFIC	LOC117894407|XP_034657312.1|DSUB
OG0007736	LOC108097304|XP_017055008.1|DFIC	LOC117894443|XP_034657420.1|DSUB
OG0007737	LOC108093328|XP_017048808.1|DFIC	LOC117899751|XP_034665890.1|DSUB
OG0007738	LOC108091663|XP_017046464.1|DFIC	LOC117899711|XP_034665816.1|DSUB
OG0007739	LOC108097341|XP_017055066.1|DFIC	LOC117897923|XP_034662901.1|DSUB
OG0007740	LOC108097310|XP_017055016.1|DFIC	LOC117896776|XP_034661147.1|DSUB
OG0007741	LOC108101667|XP_017061575.1|DFIC	LOC117896121|XP_034660070.1|DSUB
OG0007742	LOC108102156|XP_017062337.1|DFIC	LOC117894034|XP_034656772.1|DSUB
OG0007744	LOC108094499|XP_017050590.1|DFIC	LOC117893452|XP_034655966.1|DSUB
OG0007745	LOC108087166|XP_017039889.1|DFIC	LOC117896267|XP_034660349.1|DSUB
OG0007746	LOC108099473|XP_017058517.1|DFIC	LOC117898947|XP_034664561.1|DSUB
OG0007747	LOC108098006|XP_017056132.1|DFIC	LOC117899471|XP_034665390.1|DSUB
OG0007748	LOC108094410|XP_017050466.1|DFIC	LOC117903057|XP_034670692.1|DSUB
OG0007749	LOC108097064|XP_017054589.1|DFIC	LOC117893560|XP_034656117.1|DSUB
OG0007750	LOC108086827|XP_017039361.1|DFIC	LOC117899729|XP_034665864.1|DSUB
OG0007751	LOC108091532|XP_017046287.1|DFIC	LOC117900698|XP_034667042.1|DSUB
OG0007752	LOC108100932|XP_017060561.1|DFIC	LOC117900974|XP_034667454.1|DSUB
OG0007753	LOC108097593|XP_017055478.1|DFIC	LOC117893872|XP_034656538.1|DSUB
OG0007754	LOC108091109|XP_017045621.1|DFIC	LOC117903359|XP_034671205.1|DSUB
OG0007755	LOC108091051|XP_017045489.1|DFIC	LOC117892343|XP_034654461.1|DSUB
OG0007756	LOC108091100|XP_017045608.1|DFIC	LOC117892651|XP_034654903.1|DSUB
OG0007757	LOC108097316|XP_017055023.1|DFIC	LOC117903044|XP_034670676.1|DSUB
OG0007758	LOC108094375|XP_017050410.1|DFIC	LOC117902334|XP_034669520.1|DSUB
OG0007759	LOC108099516|XP_017058570.1|DFIC	LOC117897447|XP_034662182.1|DSUB
OG0007760	LOC108094699|XP_017050920.1|DFIC	LOC117897829|XP_034662786.1|DSUB
OG0007761	LOC108097982|XP_017056093.1|DFIC	LOC117893603|XP_034656209.1|DSUB
OG0007762	LOC108097981|XP_017056087.1|DFIC	LOC117893272|XP_034655769.1|DSUB
OG0007763	LOC108091572|XP_017046339.1|DFIC	LOC117901438|XP_034668073.1|DSUB
OG0007764	LOC108097933|XP_017056013.1|DFIC	LOC117903412|XP_034671317.1|DSUB
OG0007765	LOC108098078|XP_017056265.1|DFIC	LOC117895877|XP_034659770.1|DSUB
OG0007766	LOC108087334|XP_017040155.1|DFIC	LOC117899115|XP_034664794.1|DSUB
OG0007767	LOC108095009|XP_017051343.1|DFIC	LOC117902950|XP_034670463.1|DSUB
OG0007768	LOC108094630|XP_017050808.1|DFIC	LOC117903714|XP_034671952.1|DSUB
OG0007769	LOC108094647|XP_017050846.1|DFIC	LOC117893395|XP_034655888.1|DSUB
OG0007770	LOC108100901|XP_017060503.1|DFIC	LOC117893435|XP_034655947.1|DSUB
OG0007771	LOC108101746|XP_017061697.1|DFIC	LOC117900803|XP_034667179.1|DSUB
OG0007772	LOC108097129|XP_017054714.1|DFIC	LOC117903052|XP_034670682.1|DSUB
OG0007773	LOC108088128|XP_017041275.1|DFIC	LOC117902115|XP_034669121.1|DSUB
OG0007774	LOC108086988|XP_017039609.1|DFIC	LOC117895710|XP_034659452.1|DSUB
OG0007775	LOC108097763|XP_017055773.1|DFIC	LOC117890653|XP_034651552.1|DSUB
OG0007776	LOC108088723|XP_017042158.1|DFIC	LOC117901321|XP_034667923.1|DSUB
OG0007777	LOC108097563|XP_017055432.1|DFIC	LOC117903761|XP_034672061.1|DSUB
OG0007778	LOC108095615|XP_017052269.1|DFIC	LOC117902623|XP_034670035.1|DSUB
OG0007779	LOC108089616|XP_017043467.1|DFIC	LOC117894501|XP_034657502.1|DSUB
OG0007780	LOC108097266|XP_017054951.1|DFIC	LOC117898339|XP_034663561.1|DSUB
OG0007781	LOC108092791|XP_017048045.1|DFIC	LOC117898219|XP_034663384.1|DSUB
OG0007782	LOC108091349|XP_017045991.1|DFIC	LOC117898299|XP_034663465.1|DSUB
OG0007783	LOC108097168|XP_017054792.1|DFIC	LOC117897753|XP_034662685.1|DSUB, LOC117899631|XP_034665722.1|DSUB
OG0007784	LOC108098563|XP_017057064.1|DFIC	LOC117896465|XP_034660688.1|DSUB
OG0007785	LOC108092257|XP_017047258.1|DFIC	LOC117903626|XP_034671784.1|DSUB
OG0007786	LOC108091430|XP_017046110.1|DFIC	LOC117900624|XP_034666944.1|DSUB
OG0007787	LOC108088440|XP_017041704.1|DFIC	LOC117898611|XP_034664055.1|DSUB
OG0007788	LOC108099408|XP_017058411.1|DFIC	LOC117896305|XP_034660418.1|DSUB
OG0007789	LOC108093280|XP_017048748.1|DFIC	LOC117899024|XP_034664674.1|DSUB
OG0007790	LOC108088390|XP_017041628.1|DFIC	LOC117898180|XP_034663279.1|DSUB
OG0007791	LOC108088496|XP_017041810.1|DFIC	LOC117898182|XP_034663289.1|DSUB
OG0007792	LOC108094463|XP_017050537.1|DFIC	LOC117903196|XP_034670972.1|DSUB
OG0007793	LOC108098844|XP_017057494.1|DFIC	LOC117899289|XP_034665092.1|DSUB
OG0007794	LOC108097410|XP_017055157.1|DFIC	LOC117889583|XP_034649880.1|DSUB
OG0007795	LOC108092917|XP_017048263.1|DFIC	LOC117903796|XP_034672115.1|DSUB
OG0007796	LOC108095844|XP_017052629.1|DFIC	LOC117899198|XP_034664961.1|DSUB
OG0007797	LOC108099431|XP_017058452.1|DFIC	LOC117896139|XP_034660100.1|DSUB
OG0007798	LOC108099433|XP_017058456.1|DFIC	LOC117896140|XP_034660103.1|DSUB
OG0007799	LOC108099665|XP_017058789.1|DFIC	LOC117897933|XP_034662914.1|DSUB
OG0007800	LOC108099645|XP_017058764.1|DFIC	LOC117898097|XP_034663168.1|DSUB
OG0007801	LOC108095945|XP_017052771.1|DFIC	LOC117898620|XP_034664066.1|DSUB
OG0007802	LOC108099493|XP_017058543.1|DFIC	LOC117897640|XP_034662507.1|DSUB
OG0007803	LOC108087886|XP_017040953.1|DFIC	LOC117899169|XP_034664919.1|DSUB
OG0007804	LOC108091065|XP_017045551.1|DFIC	LOC117903303|XP_034671130.1|DSUB
OG0007805	LOC108097975|XP_017056081.1|DFIC	LOC117895769|XP_034659539.1|DSUB
OG0007806	LOC108097974|XP_017056080.1|DFIC	LOC117895759|XP_034659526.1|DSUB
OG0007808	LOC108095990|XP_017052824.1|DFIC	LOC117897938|XP_034662920.1|DSUB
OG0007809	LOC108088625|XP_017042022.1|DFIC	LOC117903199|XP_034670975.1|DSUB
OG0007810	LOC108092703|XP_017047907.1|DFIC	LOC117900236|XP_034666416.1|DSUB
OG0007811	LOC108087178|XP_017039913.1|DFIC	LOC117898316|XP_034663491.1|DSUB
OG0007812	LOC108088572|XP_017041907.1|DFIC	LOC117889631|XP_034649979.1|DSUB
OG0007813	LOC108095891|XP_017052694.1|DFIC	LOC117897377|XP_034662070.1|DSUB
OG0007814	LOC108101953|XP_017062028.1|DFIC	LOC117903869|XP_034672250.1|DSUB
OG0007815	LOC108088604|XP_017041979.1|DFIC	LOC117897061|XP_034661552.1|DSUB
OG0007816	LOC108100577|XP_017060044.1|DFIC	LOC117895775|XP_034659562.1|DSUB
OG0007818	LOC108092173|XP_017047184.1|DFIC	LOC117897029|XP_034661499.1|DSUB
OG0007819	LOC108097546|XP_017055390.1|DFIC	LOC117903521|XP_034671526.1|DSUB
OG0007820	LOC108086832|XP_017039367.1|DFIC	LOC117898387|XP_034663633.1|DSUB
OG0007821	LOC108099653|XP_017058774.1|DFIC	LOC117897573|XP_034662413.1|DSUB
OG0007822	LOC108099652|XP_017058772.1|DFIC	LOC117897572|XP_034662409.1|DSUB
OG0007823	LOC108099329|XP_017058291.1|DFIC	LOC117899105|XP_034664777.1|DSUB
OG0007824	LOC108086533|XP_017038959.1|DFIC	LOC117898157|XP_034663253.1|DSUB
OG0007825	LOC108087119|XP_017039789.1|DFIC	LOC117897661|XP_034662539.1|DSUB
OG0007826	LOC108102286|XP_017062523.1|DFIC	LOC117899635|XP_034665685.1|DSUB
OG0007827	LOC108097015|XP_017054503.1|DFIC	LOC117903410|XP_034671305.1|DSUB
OG0007828	LOC108093209|XP_017048660.1|DFIC	LOC117894572|XP_034657602.1|DSUB
OG0007829	LOC108098540|XP_017057016.1|DFIC	LOC117896907|XP_034661334.1|DSUB
OG0007830	LOC108087101|XP_017039772.1|DFIC	LOC117897048|XP_034661523.1|DSUB
OG0007831	LOC108094672|XP_017050875.1|DFIC	LOC117897994|XP_034663015.1|DSUB
OG0007832	LOC108097499|XP_017055296.1|DFIC	LOC117903485|XP_034671443.1|DSUB
OG0007833	LOC108097123|XP_017054707.1|DFIC	LOC117903376|XP_034671236.1|DSUB
OG0007834	LOC108095791|XP_017052537.1|DFIC	LOC117898625|XP_034664072.1|DSUB
OG0007835	LOC108095935|XP_017052760.1|DFIC	LOC117896915|XP_034661345.1|DSUB
OG0007836	LOC108092099|XP_017047081.1|DFIC	LOC117898805|XP_034664341.1|DSUB
OG0007837	LOC108091777|XP_017046613.1|DFIC	LOC117897183|XP_034661773.1|DSUB
OG0007838	LOC108091838|XP_017046707.1|DFIC	LOC117896569|XP_034660861.1|DSUB
OG0007839	LOC108088609|XP_017041983.1|DFIC	LOC117897084|XP_034661617.1|DSUB
OG0007840	LOC108088441|XP_017041705.1|DFIC	LOC117898612|XP_034664056.1|DSUB
OG0007841	LOC108099585|XP_017058680.1|DFIC	LOC117896988|XP_034661435.1|DSUB
OG0007842	LOC108086558|XP_017038997.1|DFIC	LOC117897788|XP_034662728.1|DSUB
OG0007843	LOC108086530|XP_017038948.1|DFIC	LOC117897182|XP_034661772.1|DSUB
OG0007844	LOC108090572|XP_017044805.1|DFIC	LOC117892522|XP_034654702.1|DSUB
OG0007845	LOC108091712|XP_017046540.1|DFIC	LOC117899119|XP_034664799.1|DSUB
OG0007846	LOC108097256|XP_017054934.1|DFIC	LOC117902780|XP_034670315.1|DSUB
OG0007847	LOC108091959|XP_017046846.1|DFIC	LOC117897045|XP_034661519.1|DSUB
OG0007848	LOC108092162|XP_017047174.1|DFIC	LOC117897023|XP_034661491.1|DSUB
OG0007849	LOC108098932|XP_017057626.1|DFIC	LOC117896142|XP_034660105.1|DSUB
OG0007850	LOC108098931|XP_017057625.1|DFIC	LOC117896141|XP_034660104.1|DSUB
OG0007851	LOC108086597|XP_017039056.1|DFIC	LOC117898131|XP_034663216.1|DSUB
OG0007852	LOC108088071|XP_017041209.1|DFIC	LOC117898592|XP_034664029.1|DSUB
OG0007853	LOC108102273|XP_017062513.1|DFIC	LOC117898965|XP_034664597.1|DSUB
OG0007854	LOC108092116|XP_017047105.1|DFIC	LOC117896641|XP_034660978.1|DSUB
OG0007855	LOC108098785|XP_017057409.1|DFIC	LOC117898476|XP_034663801.1|DSUB
OG0007856	LOC108092163|XP_017047175.1|DFIC	LOC117897042|XP_034661516.1|DSUB
OG0007857	LOC108087270|XP_017040065.1|DFIC	LOC117898466|XP_034663780.1|DSUB
OG0007858	LOC108092715|XP_017047931.1|DFIC	LOC117902792|XP_034670299.1|DSUB
OG0007859	LOC108088644|XP_017042054.1|DFIC	LOC117900380|XP_034666626.1|DSUB
OG0007860	LOC108098867|XP_017057542.1|DFIC	LOC117897657|XP_034662532.1|DSUB
OG0007861	LOC108098805|XP_017057435.1|DFIC	LOC117896940|XP_034661375.1|DSUB
OG0007862	LOC108097483|XP_017055271.1|DFIC	LOC117892736|XP_034655056.1|DSUB, LOC117896337|XP_034660473.1|DSUB
OG0007864	LOC108097704|XP_017055678.1|DFIC	LOC117896312|XP_034660428.1|DSUB
OG0007865	LOC108100168|XP_017059421.1|DFIC	LOC117894843|XP_034657984.1|DSUB
OG0007866	LOC108092165|XP_017047177.1|DFIC	LOC117899316|XP_034665139.1|DSUB
OG0007867	LOC108099573|XP_017058664.1|DFIC	LOC117899260|XP_034665041.1|DSUB
OG0007868	LOC108095696|XP_017052355.1|DFIC	LOC117896014|XP_034659910.1|DSUB
OG0007869	LOC108097339|XP_017055061.1|DFIC	LOC117903670|XP_034671888.1|DSUB
OG0007870	LOC108099949|XP_017059115.1|DFIC	LOC117894363|XP_034657248.1|DSUB
OG0007871	LOC108094685|XP_017050896.1|DFIC	LOC117903630|XP_034671792.1|DSUB
OG0007872	LOC108089553|XP_017043385.1|DFIC	LOC117893291|XP_034655752.1|DSUB
OG0007873	LOC108089461|XP_017043195.1|DFIC	LOC117893303|XP_034655771.1|DSUB
OG0007874	LOC108095343|XP_017051913.1|DFIC	LOC117894938|XP_034658148.1|DSUB
OG0007875	LOC108096765|XP_017054120.1|DFIC	LOC117890183|XP_034650773.1|DSUB
OG0007876	LOC108097355|XP_017055080.1|DFIC	LOC117903720|XP_034671960.1|DSUB
OG0007877	LOC108094642|XP_017050836.1|DFIC	LOC117893100|XP_034655426.1|DSUB
OG0007879	LOC108099892|XP_017059037.1|DFIC	LOC117894684|XP_034657754.1|DSUB
OG0007880	LOC108091358|XP_017046000.1|DFIC	LOC117902295|XP_034669470.1|DSUB
OG0007881	LOC108100055|XP_017059280.1|DFIC	LOC117894010|XP_034656725.1|DSUB
OG0007882	LOC108099428|XP_017058451.1|DFIC	LOC117895735|XP_034659484.1|DSUB
OG0007883	LOC108099404|XP_017058405.1|DFIC	LOC117895733|XP_034659479.1|DSUB
OG0007884	LOC108100124|XP_017059366.1|DFIC	LOC117894437|XP_034657394.1|DSUB
OG0007885	LOC108096767|XP_017054124.1|DFIC	LOC117890184|XP_034650779.1|DSUB
OG0007886	LOC108092736|XP_017047954.1|DFIC	LOC117902265|XP_034669416.1|DSUB
OG0007887	LOC108099364|XP_017058345.1|DFIC	LOC117895729|XP_034659474.1|DSUB
OG0007888	LOC108099827|XP_017058948.1|DFIC	LOC117894900|XP_034658083.1|DSUB
OG0007889	LOC108093264|XP_017048732.1|DFIC	LOC117894612|XP_034657655.1|DSUB
OG0007890	LOC108089017|XP_017042586.1|DFIC	LOC117893036|XP_034655293.1|DSUB
OG0007891	LOC108096411|XP_017053477.1|DFIC	LOC117897530|XP_034662341.1|DSUB
OG0007892	LOC108101346|XP_017061142.1|DFIC	LOC117889894|XP_034650296.1|DSUB
OG0007893	LOC108087687|XP_017040679.1|DFIC	LOC117892117|XP_034654036.1|DSUB
OG0007894	LOC108096243|XP_017053157.1|DFIC	LOC117893722|XP_034656302.1|DSUB
OG0007895	LOC108099163|XP_017057997.1|DFIC	LOC117895102|XP_034658389.1|DSUB
OG0007896	LOC108089750|XP_017043626.1|DFIC	LOC117893808|XP_034656447.1|DSUB
OG0007897	LOC108089602|XP_017043448.1|DFIC	LOC117895818|XP_034659641.1|DSUB
OG0007898	LOC108100231|XP_017059501.1|DFIC	LOC117894956|XP_034658177.1|DSUB
OG0007899	LOC108099864|XP_017059001.1|DFIC	LOC117895789|XP_034659582.1|DSUB
OG0007900	LOC108096624|XP_017053859.1|DFIC	LOC117891104|XP_034652183.1|DSUB
OG0007902	LOC108094704|XP_017050929.1|DFIC	LOC117903871|XP_034672252.1|DSUB
OG0007903	LOC108089515|XP_017043328.1|DFIC	LOC117893097|XP_034655420.1|DSUB
OG0007904	LOC108088230|XP_017041428.1|DFIC	LOC117895416|XP_034658941.1|DSUB
OG0007905	LOC108100881|XP_017060479.1|DFIC	LOC117901193|XP_034667737.1|DSUB
OG0007906	LOC108099948|XP_017059113.1|DFIC	LOC117893491|XP_034656015.1|DSUB
OG0007907	LOC108088981|XP_017042513.1|DFIC	LOC117893018|XP_034655265.1|DSUB
OG0007908	LOC108088983|XP_017042515.1|DFIC	LOC117893019|XP_034655266.1|DSUB
OG0007909	LOC108097160|XP_017054779.1|DFIC	LOC117903377|XP_034671238.1|DSUB
OG0007910	LOC108088286|XP_017041496.1|DFIC	LOC117892932|XP_034655139.1|DSUB
OG0007911	LOC108099371|XP_017058357.1|DFIC	LOC117893576|XP_034656139.1|DSUB
OG0007912	LOC108100281|XP_017059556.1|DFIC	LOC117893570|XP_034656132.1|DSUB
OG0007913	LOC108099444|XP_017058474.1|DFIC	LOC117893577|XP_034656140.1|DSUB
OG0007914	LOC108100640|XP_017060132.1|DFIC	LOC117894749|XP_034657851.1|DSUB
OG0007915	LOC108089385|XP_017043056.1|DFIC	LOC117894036|XP_034656774.1|DSUB
OG0007916	LOC108088114|XP_017041254.1|DFIC	LOC117900985|XP_034667473.1|DSUB
OG0007917	LOC108090503|XP_017044709.1|DFIC	LOC117891433|XP_034652796.1|DSUB
OG0007918	LOC108094211|XP_017050158.1|DFIC	LOC117890100|XP_034650655.1|DSUB
OG0007919	LOC108101897|XP_017061949.1|DFIC	LOC117890688|XP_034651566.1|DSUB
OG0007920	LOC108101427|XP_017061246.1|DFIC	LOC117891481|XP_034652851.1|DSUB
OG0007921	LOC108086414|XP_017038804.1|DFIC	LOC117890341|XP_034651023.1|DSUB
OG0007922	LOC108088074|XP_017041213.1|DFIC	LOC117896681|XP_034661020.1|DSUB
OG0007923	LOC108091187|XP_017045753.1|DFIC	LOC117903701|XP_034671930.1|DSUB
OG0007924	LOC108096856|XP_017054265.1|DFIC	LOC117890764|XP_034651719.1|DSUB
OG0007925	LOC108090785|XP_017045121.1|DFIC	LOC117891642|XP_034653080.1|DSUB
OG0007926	LOC108093830|XP_017049649.1|DFIC	LOC117890468|XP_034651214.1|DSUB
OG0007927	LOC108088162|XP_017041315.1|DFIC	LOC117900008|XP_034666082.1|DSUB
OG0007928	LOC108098727|XP_017057337.1|DFIC	LOC117902415|XP_034669653.1|DSUB
OG0007929	LOC108088187|XP_017041377.1|DFIC	LOC117899964|XP_034666010.1|DSUB
OG0007930	LOC108095119|XP_017051548.1|DFIC	LOC117890419|XP_034651128.1|DSUB
OG0007931	LOC108093004|XP_017048394.1|DFIC	LOC117902444|XP_034669725.1|DSUB
OG0007932	LOC108102158|XP_017062339.1|DFIC	LOC117894064|XP_034656811.1|DSUB
OG0007933	LOC108087025|XP_017039682.1|DFIC	LOC117896284|XP_034660379.1|DSUB
OG0007934	LOC108098631|XP_017057195.1|DFIC	LOC117901712|XP_034668477.1|DSUB
OG0007935	LOC108092668|XP_017047820.1|DFIC	LOC117901883|XP_034668731.1|DSUB
OG0007936	LOC108089157|XP_017042769.1|DFIC	LOC117902399|XP_034669621.1|DSUB
OG0007937	LOC108100808|XP_017060363.1|DFIC	LOC117902589|XP_034669979.1|DSUB
OG0007938	LOC108100063|XP_017059286.1|DFIC	LOC117900362|XP_034666602.1|DSUB
OG0007939	LOC108091554|XP_017046313.1|DFIC	LOC117901088|XP_034667604.1|DSUB
OG0007940	LOC108091495|XP_017046212.1|DFIC	LOC117900518|XP_034666804.1|DSUB
OG0007941	LOC108100516|XP_017059966.1|DFIC	LOC117889782|XP_034650139.1|DSUB
OG0007942	LOC108094658|XP_017050857.1|DFIC	LOC117903284|XP_034671098.1|DSUB
OG0007943	LOC108092604|XP_017047733.1|DFIC	LOC117901116|XP_034667642.1|DSUB
OG0007944	LOC108100277|XP_017059551.1|DFIC	LOC117893553|XP_034656099.1|DSUB
OG0007945	LOC108089140|XP_017042749.1|DFIC	LOC117900004|XP_034666069.1|DSUB
OG0007947	LOC108092739|XP_017047957.1|DFIC	LOC117901449|XP_034668085.1|DSUB
OG0007948	LOC108094543|XP_017050638.1|DFIC	LOC117902775|XP_034670259.1|DSUB
OG0007949	LOC108095358|XP_017051928.1|DFIC	LOC117903562|XP_034671658.1|DSUB
OG0007950	LOC108089927|XP_017043901.1|DFIC	LOC117901894|XP_034668747.1|DSUB
OG0007951	LOC108089860|XP_017043794.1|DFIC	LOC117900837|XP_034667239.1|DSUB
OG0007952	LOC108089947|XP_017043927.1|DFIC	LOC117900933|XP_034667390.1|DSUB
OG0007953	LOC108093016|XP_017048407.1|DFIC	LOC117902450|XP_034669736.1|DSUB
OG0007954	LOC108088214|XP_017041408.1|DFIC	LOC117901601|XP_034668304.1|DSUB
OG0007955	LOC108101222|XP_017060960.1|DFIC	LOC117902016|XP_034668954.1|DSUB
OG0007956	LOC108092620|XP_017047747.1|DFIC	LOC117902158|XP_034669188.1|DSUB
OG0007957	LOC108089275|XP_017042939.1|DFIC	LOC117902330|XP_034669514.1|DSUB
OG0007958	LOC108097595|XP_017055481.1|DFIC	LOC117891238|XP_034652519.1|DSUB
OG0007959	LOC108096050|XP_017052885.1|DFIC	LOC117900944|XP_034667404.1|DSUB
OG0007960	LOC108089193|XP_017042822.1|DFIC	LOC117901310|XP_034667910.1|DSUB
OG0007961	LOC108095970|XP_017052802.1|DFIC	LOC117897752|XP_034662684.1|DSUB
OG0007962	LOC108092947|XP_017048307.1|DFIC	LOC117903504|XP_034671475.1|DSUB
OG0007963	LOC108092723|XP_017047941.1|DFIC	LOC117901885|XP_034668734.1|DSUB
OG0007964	LOC108088198|XP_017041388.1|DFIC	LOC117901678|XP_034668411.1|DSUB
OG0007965	LOC108093411|XP_017048937.1|DFIC	LOC117901725|XP_034668494.1|DSUB
OG0007966	LOC108094143|XP_017050063.1|DFIC	LOC117901932|XP_034668791.1|DSUB
OG0007967	LOC108089920|XP_017043890.1|DFIC	LOC117900541|XP_034666830.1|DSUB
OG0007968	LOC108094144|XP_017050064.1|DFIC	LOC117900169|XP_034666301.1|DSUB
OG0007969	LOC108089270|XP_017042930.1|DFIC	LOC117901846|XP_034668680.1|DSUB
OG0007970	LOC108096694|XP_017053999.1|DFIC	LOC117891299|XP_034652597.1|DSUB
OG0007971	LOC108091082|XP_017045576.1|DFIC	LOC117894707|XP_034657783.1|DSUB
OG0007972	LOC108086654|XP_017039127.1|DFIC	LOC117892380|XP_034654482.1|DSUB
OG0007973	LOC108094506|XP_017050595.1|DFIC	LOC117900902|XP_034667350.1|DSUB
OG0007974	LOC108095580|XP_017052225.1|DFIC	LOC117896078|XP_034660009.1|DSUB
OG0007975	LOC108090232|XP_017044319.1|DFIC	LOC117899521|XP_034665469.1|DSUB
OG0007976	LOC108094643|XP_017050843.1|DFIC	LOC117891194|XP_034652424.1|DSUB
OG0007977	LOC108100866|XP_017060438.1|DFIC	LOC117901689|XP_034668423.1|DSUB
OG0007978	LOC108089780|XP_017043663.1|DFIC	LOC117902079|XP_034669063.1|DSUB
OG0007979	LOC108098342|XP_017056673.1|DFIC	LOC117901255|XP_034667839.1|DSUB
OG0007980	LOC108091271|XP_017045875.1|DFIC	LOC117901027|XP_034667521.1|DSUB
OG0007981	LOC108094656|XP_017050855.1|DFIC	LOC117889579|XP_034649876.1|DSUB
OG0007982	LOC108100023|XP_017059219.1|DFIC	LOC117902302|XP_034669474.1|DSUB
OG0007983	LOC108095090|XP_017051515.1|DFIC	LOC117900910|XP_034667361.1|DSUB
OG0007984	LOC108094452|XP_017050519.1|DFIC	LOC117900800|XP_034667176.1|DSUB
OG0007985	LOC108100585|XP_017060054.1|DFIC	LOC117900076|XP_034666171.1|DSUB
OG0007986	LOC108094508|XP_017050598.1|DFIC	LOC117901708|XP_034668470.1|DSUB
OG0007987	LOC108092465|XP_017047542.1|DFIC	LOC117900224|XP_034666398.1|DSUB
OG0007988	LOC108086328|XP_017038718.1|DFIC, LOC108098374|XP_017056718.1|DFIC	LOC117902634|XP_034670044.1|DSUB
OG0007989	LOC108089237|XP_017042887.1|DFIC	LOC117901559|XP_034668248.1|DSUB
OG0007990	LOC108089191|XP_017042818.1|DFIC	LOC117901578|XP_034668270.1|DSUB
OG0007991	LOC108092503|XP_017047604.1|DFIC	LOC117902401|XP_034669628.1|DSUB
OG0007992	LOC108100963|XP_017060603.1|DFIC	LOC117900272|XP_034666474.1|DSUB
OG0007993	LOC108100779|XP_017060307.1|DFIC	LOC117899336|XP_034665165.1|DSUB
OG0007994	LOC108089175|XP_017042800.1|DFIC	LOC117900702|XP_034667045.1|DSUB
OG0007995	LOC108101726|XP_017061670.1|DFIC, LOC108092708|XP_017047915.1|DFIC	LOC117900710|XP_034667059.1|DSUB
OG0007996	LOC108087597|XP_017040520.1|DFIC	LOC117903734|XP_034671979.1|DSUB
OG0007997	LOC108088342|XP_017041577.1|DFIC	LOC117894333|XP_034657207.1|DSUB
OG0007998	LOC108101229|XP_017060968.1|DFIC	LOC117900419|XP_034666672.1|DSUB
OG0007999	LOC108100091|XP_017059322.1|DFIC	LOC117901443|XP_034668077.1|DSUB
OG0008000	LOC108100054|XP_017059276.1|DFIC	LOC117900960|XP_034667426.1|DSUB
OG0008001	LOC108092269|XP_017047291.1|DFIC	LOC117901050|XP_034667553.1|DSUB
OG0008002	LOC108091524|XP_017046275.1|DFIC	LOC117902473|XP_034669772.1|DSUB
OG0008003	LOC108092273|XP_017047296.1|DFIC	LOC117900878|XP_034667297.1|DSUB
OG0008004	LOC108092810|XP_017048072.1|DFIC	LOC117903382|XP_034671255.1|DSUB
OG0008005	LOC108095518|XP_017052115.1|DFIC	LOC117903463|XP_034671394.1|DSUB
OG0008006	LOC108097635|XP_017055554.1|DFIC	LOC117903696|XP_034671926.1|DSUB
OG0008007	LOC108091348|XP_017045990.1|DFIC	LOC117900406|XP_034666656.1|DSUB
OG0008008	LOC108088347|XP_017041582.1|DFIC	LOC117894066|XP_034656809.1|DSUB
OG0008009	LOC108091335|XP_017045967.1|DFIC	LOC117895615|XP_034659259.1|DSUB
OG0008010	LOC108102131|XP_017062284.1|DFIC	LOC117892657|XP_034654928.1|DSUB
OG0008011	LOC108096846|XP_017054248.1|DFIC	LOC117892504|XP_034654671.1|DSUB
OG0008012	LOC108096893|XP_017054325.1|DFIC	LOC117892528|XP_034654720.1|DSUB
OG0008013	LOC108094949|XP_017051300.1|DFIC	LOC117891232|XP_034652468.1|DSUB
OG0008014	LOC108098626|XP_017057188.1|DFIC	LOC117896478|XP_034660709.1|DSUB
OG0008015	LOC108100606|XP_017060084.1|DFIC	LOC117893752|XP_034656377.1|DSUB
OG0008016	LOC108100608|XP_017060086.1|DFIC	LOC117893753|XP_034656378.1|DSUB
OG0008017	LOC108095494|XP_017052090.1|DFIC	LOC117890078|XP_034650628.1|DSUB
OG0008018	LOC108097120|XP_017054702.1|DFIC	LOC117894677|XP_034657749.1|DSUB
OG0008019	LOC108097701|XP_017055673.1|DFIC	LOC117903693|XP_034671923.1|DSUB
OG0008020	LOC108101080|XP_017060768.1|DFIC	LOC117896728|XP_034661084.1|DSUB
