Orthogroup	DSER.longest_only	BCOP.longest_only
OG0007903	LOC110190812|XP_020817121.1|DSER	LOC119075191|XP_037037481.1|BCOP
OG0007904	LOC110189960|XP_020815907.1|DSER	LOC119079640|XP_037043563.1|BCOP
OG0007905	LOC110176808|XP_020798906.1|DSER	LOC119071568|XP_037032400.1|BCOP
OG0007906	LOC110176174|XP_020798074.1|DSER	LOC119076793|XP_037039656.1|BCOP
OG0007907	LOC110189104|XP_020814740.1|DSER	LOC119080467|XP_037044741.1|BCOP
OG0007908	LOC110189105|XP_020814741.1|DSER	LOC119080489|XP_037044776.1|BCOP
OG0007909	LOC110181757|XP_020805279.1|DSER	LOC119081693|XP_037046685.1|BCOP
OG0007910	LOC110185287|XP_020809695.1|DSER	LOC119071198|XP_037031879.1|BCOP
OG0007911	LOC110185171|XP_020809547.1|DSER	LOC119081120|XP_037045759.1|BCOP
OG0007912	LOC110177577|XP_020800015.1|DSER	LOC119080161|XP_037044277.1|BCOP
OG0007913	LOC110185172|XP_020809549.1|DSER	LOC119080811|XP_037045278.1|BCOP
OG0007914	LOC110179004|XP_020801997.1|DSER	LOC119079936|XP_037043935.1|BCOP
OG0007915	LOC110183576|XP_020807547.1|DSER	LOC119073557|XP_037035008.1|BCOP
OG0007917	LOC110176962|XP_020799127.1|DSER	LOC119073905|XP_037035690.1|BCOP
OG0007918	LOC110189610|XP_020815406.1|DSER	LOC119078168|XP_037041539.1|BCOP
OG0007919	LOC110177049|XP_020799224.1|DSER	LOC119076961|XP_037039950.1|BCOP
OG0007921	LOC110179347|XP_020802517.1|DSER	LOC119073626|XP_037035111.1|BCOP
OG0007922	LOC110176627|XP_020798711.1|DSER	LOC119072786|XP_037033978.1|BCOP
OG0007923	LOC110181520|XP_020804952.1|DSER	LOC119075770|XP_037038210.1|BCOP
OG0007924	LOC110179259|XP_020802376.1|DSER	LOC119077374|XP_037040464.1|BCOP
OG0007926	LOC110178523|XP_020801336.1|DSER	LOC119075479|XP_037037824.1|BCOP
OG0007927	LOC110185671|XP_020810291.1|DSER	LOC119070821|XP_037031207.1|BCOP
OG0007928	LOC110183886|XP_020807890.1|DSER	LOC119066252|XP_037024473.1|BCOP
OG0007929	LOC110185911|XP_020810583.1|DSER	LOC119066431|XP_037024812.1|BCOP
OG0007930	LOC110180240|XP_020803556.1|DSER	LOC119081476|XP_037046369.1|BCOP
OG0007931	LOC110185623|XP_020810233.1|DSER	LOC119084630|XP_037050593.1|BCOP, LOC119080416|XP_037044652.1|BCOP
OG0007932	LOC110184585|XP_020808830.1|DSER	LOC119084844|XP_037050845.1|BCOP
OG0007935	LOC110185557|XP_020810133.1|DSER	LOC119075182|XP_037037470.1|BCOP
OG0007936	LOC110183363|XP_020807284.1|DSER	LOC119085153|XP_037051341.1|BCOP
OG0007937	LOC110176970|XP_020799136.1|DSER	LOC119077093|XP_037040148.1|BCOP
OG0007938	LOC110183427|XP_020807368.1|DSER	LOC119066952|XP_037025568.1|BCOP
OG0007939	LOC110187559|XP_020812607.1|DSER	LOC119066953|XP_037025569.1|BCOP
OG0007940	LOC110187603|XP_020812654.1|DSER	LOC119082781|XP_037048268.1|BCOP
OG0007941	LOC110177722|XP_020800265.1|DSER	LOC119073475|XP_037034876.1|BCOP
OG0007942	LOC110179576|XP_020802825.1|DSER	LOC119071039|XP_037031532.1|BCOP
OG0007943	LOC110185894|XP_020810564.1|DSER	LOC119083202|XP_037048758.1|BCOP
OG0007944	LOC110177575|XP_020800012.1|DSER	LOC119072741|XP_037033917.1|BCOP
OG0007945	LOC110183304|XP_020807202.1|DSER	LOC119085886|XP_037052297.1|BCOP
OG0007946	LOC110191489|XP_020818013.1|DSER	LOC119076981|XP_037039979.1|BCOP
OG0007947	LOC110185685|XP_020810311.1|DSER	LOC119070956|XP_037031406.1|BCOP
OG0007948	LOC110185949|XP_020810625.1|DSER	LOC119077139|XP_037040213.1|BCOP
OG0007949	LOC110183525|XP_020807477.1|DSER	LOC119082109|XP_037047379.1|BCOP
OG0007950	LOC110187283|XP_020812331.1|DSER	LOC119070761|XP_037031129.1|BCOP
OG0007951	LOC110182368|XP_020806068.1|DSER	LOC119070762|XP_037031130.1|BCOP
OG0007952	LOC110179170|XP_020802228.1|DSER	LOC119075605|XP_037037970.1|BCOP
OG0007953	LOC110185878|XP_020810549.1|DSER, LOC110183439|XP_020807381.1|DSER	LOC119078452|XP_037041878.1|BCOP
OG0007954	LOC110185965|XP_020810642.1|DSER	LOC119072754|XP_037033937.1|BCOP
OG0007955	LOC110183205|XP_020807077.1|DSER	LOC119075757|XP_037038190.1|BCOP
OG0007956	LOC110181323|XP_020804700.1|DSER	LOC119078423|XP_037041827.1|BCOP
OG0007957	LOC110183385|XP_020807310.1|DSER	LOC119075334|XP_037037657.1|BCOP
OG0007958	LOC110180627|XP_020803972.1|DSER	LOC119080803|XP_037045268.1|BCOP
OG0007959	LOC110178193|XP_020800886.1|DSER	LOC119078890|XP_037042516.1|BCOP
OG0007960	LOC110183314|XP_020807217.1|DSER	LOC119072481|XP_037033605.1|BCOP
OG0007961	LOC110191943|XP_020818622.1|DSER	LOC119082755|XP_037048232.1|BCOP
OG0007962	LOC110179510|XP_020802746.1|DSER	LOC119073745|XP_037035302.1|BCOP
OG0007963	LOC110185608|XP_020810212.1|DSER	LOC119072702|XP_037033869.1|BCOP
OG0007964	LOC110181463|XP_020804870.1|DSER	LOC119075635|XP_037038011.1|BCOP
OG0007965	LOC110185613|XP_020810219.1|DSER	LOC119081979|XP_037047187.1|BCOP
OG0007966	LOC110181153|XP_020804486.1|DSER	LOC119066640|XP_037025103.1|BCOP
OG0007967	LOC110187463|XP_020812510.1|DSER	LOC119072670|XP_037033826.1|BCOP
OG0007968	LOC110179929|XP_020803186.1|DSER	LOC119082063|XP_037047294.1|BCOP
OG0007969	LOC110183361|XP_020807282.1|DSER	LOC119080952|XP_037045476.1|BCOP
OG0007970	LOC110177700|XP_020800188.1|DSER	LOC119077969|XP_037041249.1|BCOP
OG0007971	LOC110182018|XP_020805608.1|DSER	LOC119082295|XP_037047664.1|BCOP
OG0007972	LOC110178329|XP_020801098.1|DSER	LOC119081489|XP_037046386.1|BCOP
OG0007974	LOC110183521|XP_020807468.1|DSER	LOC119069278|XP_037029235.1|BCOP, LOC119069284|XP_037029246.1|BCOP
OG0007975	LOC110188037|XP_020813239.1|DSER	LOC119083772|XP_037049451.1|BCOP
OG0007976	LOC110181500|XP_020804929.1|DSER	LOC119075204|XP_037037493.1|BCOP
OG0007977	LOC110176844|XP_020798964.1|DSER	LOC119084645|XP_037050607.1|BCOP
OG0007978	LOC110182317|XP_020806006.1|DSER	LOC119084648|XP_037050612.1|BCOP
OG0007979	LOC110185842|XP_020810509.1|DSER	LOC119071779|XP_037032730.1|BCOP
OG0007980	LOC110176840|XP_020798955.1|DSER	LOC119078764|XP_037042367.1|BCOP
OG0007981	LOC110187094|XP_020812158.1|DSER	LOC119078765|XP_037042368.1|BCOP
OG0007982	LOC110183483|XP_020807420.1|DSER	LOC119078727|XP_037042298.1|BCOP
OG0007983	LOC110178153|XP_020800841.1|DSER	LOC119072008|XP_037033021.1|BCOP
OG0007984	LOC110185673|XP_020810295.1|DSER	LOC119072783|XP_037033966.1|BCOP
OG0007985	LOC110188775|XP_020814275.1|DSER	LOC119076387|XP_037039003.1|BCOP
OG0007986	LOC110184829|XP_020809133.1|DSER	LOC119082121|XP_037047400.1|BCOP
OG0007987	LOC110182321|XP_020806010.1|DSER	LOC119075343|XP_037037667.1|BCOP
OG0007988	LOC110185755|XP_020810413.1|DSER	LOC119085841|XP_037052239.1|BCOP
OG0007989	LOC110183348|XP_020807261.1|DSER	LOC119076331|XP_037038909.1|BCOP
OG0007990	LOC110183313|XP_020807216.1|DSER	LOC119081965|XP_037047168.1|BCOP
OG0007991	LOC110178211|XP_020800910.1|DSER	LOC119084691|XP_037050666.1|BCOP
OG0007992	LOC110183877|XP_020807889.1|DSER	LOC119075306|XP_037037612.1|BCOP
OG0007993	LOC110186783|XP_020811715.1|DSER	LOC119069787|XP_037029823.1|BCOP
OG0007995	LOC110185973|XP_020810654.1|DSER	LOC119082386|XP_037047809.1|BCOP
OG0007996	LOC110181947|XP_020805542.1|DSER	LOC119078866|XP_037042474.1|BCOP
OG0007997	LOC110185207|XP_020809591.1|DSER	LOC119085879|XP_037052286.1|BCOP
OG0007998	LOC110176890|XP_020799034.1|DSER	LOC119071885|XP_037032880.1|BCOP
OG0007999	LOC110183430|XP_020807370.1|DSER	LOC119075632|XP_037038007.1|BCOP
OG0008000	LOC110183404|XP_020807338.1|DSER	LOC119075630|XP_037038004.1|BCOP
OG0008001	LOC110183916|XP_020807919.1|DSER	LOC119066762|XP_037025292.1|BCOP
OG0008002	LOC110187564|XP_020812612.1|DSER	LOC119076959|XP_037039933.1|BCOP
OG0008003	LOC110183924|XP_020807945.1|DSER	LOC119085980|XP_037052441.1|BCOP
OG0008004	LOC110183502|XP_020807447.1|DSER	LOC119069626|XP_037029623.1|BCOP
OG0008005	LOC110182119|XP_020805787.1|DSER	LOC119074555|XP_037036636.1|BCOP
OG0008006	LOC110191978|XP_020818663.1|DSER	LOC119075957|XP_037038428.1|BCOP
OG0008007	LOC110181755|XP_020805277.1|DSER	LOC119075969|XP_037038450.1|BCOP
OG0008008	LOC110185212|XP_020809601.1|DSER	LOC119084286|XP_037050107.1|BCOP
OG0008009	LOC110181687|XP_020805188.1|DSER	LOC119076223|XP_037038773.1|BCOP
OG0008010	LOC110184248|XP_020808364.1|DSER	LOC119073853|XP_037035597.1|BCOP
OG0008011	LOC110179679|XP_020802953.1|DSER	LOC119082847|XP_037048408.1|BCOP
OG0008012	LOC110189314|XP_020815014.1|DSER	LOC119082845|XP_037048403.1|BCOP
OG0008013	LOC110191709|XP_020818286.1|DSER	LOC119072056|XP_037033085.1|BCOP
OG0008014	LOC110187711|XP_020812805.1|DSER	LOC119077685|XP_037040841.1|BCOP
OG0008015	LOC110190243|XP_020816266.1|DSER	LOC119075857|XP_037038308.1|BCOP
OG0008016	LOC110190246|XP_020816268.1|DSER	LOC119075861|XP_037038314.1|BCOP
OG0008017	LOC110181568|XP_020805017.1|DSER	LOC119075887|XP_037038351.1|BCOP
OG0008018	LOC110182486|XP_020806193.1|DSER	LOC119084307|XP_037050121.1|BCOP
OG0008019	LOC110176022|XP_020797892.1|DSER	LOC119077857|XP_037041081.1|BCOP
OG0008020	LOC110187788|XP_020812919.1|DSER	LOC119074237|XP_037036154.1|BCOP
OG0008022	LOC110186759|XP_020811680.1|DSER	LOC119077854|XP_037041075.1|BCOP
OG0008023	LOC110179517|XP_020802753.1|DSER	LOC119079605|XP_037043491.1|BCOP
OG0008024	LOC110179529|XP_020802768.1|DSER	LOC119076424|XP_037039062.1|BCOP
OG0008025	LOC110182455|XP_020806148.1|DSER	LOC119069738|XP_037029775.1|BCOP
OG0008026	LOC110181822|XP_020805379.1|DSER	LOC119068656|XP_037028231.1|BCOP
OG0008027	LOC110184313|XP_020808460.1|DSER	LOC119074617|XP_037036772.1|BCOP
OG0008028	LOC110188116|XP_020813349.1|DSER	LOC119070598|XP_037030915.1|BCOP
OG0008029	LOC110186139|XP_020810848.1|DSER	LOC119073441|XP_037034830.1|BCOP
OG0008030	LOC110187747|XP_020812864.1|DSER	LOC119073491|XP_037034893.1|BCOP
OG0008031	LOC110185731|XP_020810375.1|DSER	LOC119076856|XP_037039755.1|BCOP
OG0008032	LOC110186996|XP_020812015.1|DSER	LOC119073716|XP_037035234.1|BCOP
OG0008033	LOC110186512|XP_020811368.1|DSER	LOC119076814|XP_037039696.1|BCOP
OG0008034	LOC110176576|XP_020798647.1|DSER	LOC119084112|XP_037049858.1|BCOP
OG0008035	LOC110176114|XP_020798010.1|DSER	LOC119077626|XP_037040738.1|BCOP
OG0008036	LOC110186432|XP_020811274.1|DSER	LOC119067641|XP_037026639.1|BCOP
OG0008037	LOC110186787|XP_020811724.1|DSER	LOC119067665|XP_037026676.1|BCOP
OG0008038	LOC110180541|XP_020803890.1|DSER	LOC119076538|XP_037039227.1|BCOP
OG0008039	LOC110177258|XP_020799568.1|DSER	LOC119076020|XP_037038516.1|BCOP
OG0008040	LOC110186260|XP_020811026.1|DSER	LOC119074310|XP_037036252.1|BCOP
OG0008041	LOC110181865|XP_020805444.1|DSER	LOC119083719|XP_037049414.1|BCOP, LOC119070058|XP_037030288.1|BCOP, LOC119085622|XP_037051941.1|BCOP
OG0008042	LOC110190441|XP_020816592.1|DSER	LOC119084354|XP_037050194.1|BCOP
OG0008043	LOC110183260|XP_020807145.1|DSER	LOC119077813|XP_037041019.1|BCOP
OG0008044	LOC110182592|XP_020806305.1|DSER	LOC119076018|XP_037038508.1|BCOP
OG0008045	LOC110175944|XP_020797789.1|DSER	LOC119077880|XP_037041130.1|BCOP
OG0008046	LOC110177115|XP_020799319.1|DSER	LOC119066512|XP_037024960.1|BCOP
OG0008047	LOC110190866|XP_020817175.1|DSER	LOC119082774|XP_037048263.1|BCOP
OG0008048	LOC110177236|XP_020799530.1|DSER	LOC119066362|XP_037024716.1|BCOP
OG0008049	LOC110190865|XP_020817173.1|DSER	LOC119075239|XP_037037527.1|BCOP
OG0008050	LOC110186596|XP_020811483.1|DSER	LOC119076014|XP_037038500.1|BCOP
OG0008051	LOC110186606|XP_020811497.1|DSER	LOC119076520|XP_037039200.1|BCOP
OG0008052	LOC110191745|XP_020818340.1|DSER	LOC119077974|XP_037041251.1|BCOP
OG0008053	LOC110179903|XP_020803159.1|DSER	LOC119066891|XP_037025473.1|BCOP
OG0008054	LOC110183504|XP_020807449.1|DSER	LOC119075902|XP_037038373.1|BCOP
OG0008055	LOC110181748|XP_020805267.1|DSER	LOC119085019|XP_037051092.1|BCOP
OG0008056	LOC110182450|XP_020806143.1|DSER	LOC119076482|XP_037039158.1|BCOP
OG0008057	LOC110187768|XP_020812888.1|DSER	LOC119075171|XP_037037461.1|BCOP
OG0008058	LOC110176411|XP_020798409.1|DSER	LOC119084254|XP_037050053.1|BCOP
OG0008059	LOC110177121|XP_020799327.1|DSER	LOC119076150|XP_037038728.1|BCOP
OG0008060	LOC110189938|XP_020815886.1|DSER	LOC119073793|XP_037035465.1|BCOP
OG0008061	LOC110184334|XP_020808489.1|DSER	LOC119071051|XP_037031605.1|BCOP
OG0008062	LOC110187019|XP_020812043.1|DSER	LOC119067084|XP_037025740.1|BCOP
OG0008063	LOC110190443|XP_020816605.1|DSER	LOC119073869|XP_037035635.1|BCOP
OG0008064	LOC110179476|XP_020802708.1|DSER	LOC119078090|XP_037041449.1|BCOP
OG0008066	LOC110180374|XP_020803700.1|DSER	LOC119072746|XP_037033926.1|BCOP
OG0008067	LOC110181835|XP_020805398.1|DSER	LOC119077964|XP_037041239.1|BCOP
OG0008068	LOC110181829|XP_020805392.1|DSER	LOC119067569|XP_037026545.1|BCOP
OG0008070	LOC110177238|XP_020799531.1|DSER	LOC119075230|XP_037037515.1|BCOP
OG0008071	LOC110183527|XP_020807480.1|DSER	LOC119075914|XP_037038394.1|BCOP
OG0008072	LOC110180117|XP_020803415.1|DSER	LOC119074319|XP_037036272.1|BCOP
OG0008073	LOC110176020|XP_020797890.1|DSER	LOC119076456|XP_037039117.1|BCOP
OG0008074	LOC110175916|XP_020797751.1|DSER	LOC119083047|XP_037048566.1|BCOP
OG0008075	LOC110177819|XP_020800368.1|DSER	LOC119071751|XP_037032681.1|BCOP
OG0008076	LOC110180205|XP_020803521.1|DSER	LOC119084159|XP_037049906.1|BCOP
OG0008077	LOC110187793|XP_020812924.1|DSER	LOC119077912|XP_037041182.1|BCOP
OG0008078	LOC110181935|XP_020805531.1|DSER	LOC119084431|XP_037050305.1|BCOP
OG0008079	LOC110187026|XP_020812050.1|DSER	LOC119084119|XP_037049867.1|BCOP
OG0008080	LOC110180191|XP_020803507.1|DSER	LOC119082210|XP_037047553.1|BCOP
OG0008081	LOC110180202|XP_020803515.1|DSER	LOC119078098|XP_037041458.1|BCOP
OG0008082	LOC110187003|XP_020812022.1|DSER	LOC119085282|XP_037051531.1|BCOP
OG0008083	LOC110188026|XP_020813223.1|DSER	LOC119078370|XP_037041803.1|BCOP
OG0008084	LOC110190059|XP_020816027.1|DSER	LOC119079547|XP_037043430.1|BCOP
OG0008085	LOC110176523|XP_020798559.1|DSER	LOC119074978|XP_037037275.1|BCOP
OG0008086	LOC110187667|XP_020812745.1|DSER	LOC119075172|XP_037037463.1|BCOP
OG0008087	LOC110184276|XP_020808405.1|DSER	LOC119076896|XP_037039800.1|BCOP
OG0008088	LOC110181786|XP_020805325.1|DSER	LOC119073524|XP_037034956.1|BCOP
OG0008089	LOC110186967|XP_020811977.1|DSER	LOC119072334|XP_037033417.1|BCOP
OG0008090	LOC110179633|XP_020802903.1|DSER	LOC119067478|XP_037026375.1|BCOP
OG0008091	LOC110191424|XP_020817940.1|DSER	LOC119074790|XP_037036970.1|BCOP
OG0008092	LOC110188425|XP_020813809.1|DSER	LOC119077582|XP_037040685.1|BCOP
OG0008093	LOC110184326|XP_020808481.1|DSER	LOC119068635|XP_037028196.1|BCOP
OG0008095	LOC110186434|XP_020811276.1|DSER	LOC119070888|XP_037031304.1|BCOP
OG0008096	LOC110183403|XP_020807337.1|DSER	LOC119072735|XP_037033909.1|BCOP
OG0008097	LOC110184345|XP_020808499.1|DSER	LOC119069803|XP_037029853.1|BCOP
OG0008098	LOC110182780|XP_020806564.1|DSER	LOC119084426|XP_037050298.1|BCOP
OG0008099	LOC110184640|XP_020808897.1|DSER	LOC119075192|XP_037037478.1|BCOP
OG0008100	LOC110184495|XP_020808713.1|DSER	LOC119082207|XP_037047541.1|BCOP
OG0008101	LOC110180640|XP_020803992.1|DSER	LOC119079961|XP_037043969.1|BCOP
OG0008102	LOC110191927|XP_020818587.1|DSER	LOC119083990|XP_037049702.1|BCOP
OG0008103	LOC110180634|XP_020803984.1|DSER	LOC119070004|XP_037030155.1|BCOP
OG0008104	LOC110176263|XP_020798236.1|DSER	LOC119074909|XP_037037151.1|BCOP
OG0008105	LOC110188091|XP_020813306.1|DSER	LOC119076036|XP_037038550.1|BCOP
OG0008106	LOC110190417|XP_020816546.1|DSER	LOC119074355|XP_037036355.1|BCOP
OG0008108	LOC110176166|XP_020798062.1|DSER	LOC119081955|XP_037047145.1|BCOP
OG0008109	LOC110181576|XP_020805027.1|DSER	LOC119076140|XP_037038709.1|BCOP
OG0008110	LOC110181541|XP_020804982.1|DSER	LOC119076093|XP_037038643.1|BCOP
OG0008111	LOC110185510|XP_020810063.1|DSER	LOC119074576|XP_037036701.1|BCOP
OG0008112	LOC110180472|XP_020803813.1|DSER	LOC119074551|XP_037036621.1|BCOP
OG0008113	LOC110187115|XP_020812183.1|DSER	LOC119074688|XP_037036867.1|BCOP
OG0008114	LOC110187100|XP_020812165.1|DSER	LOC119074677|XP_037036856.1|BCOP
OG0008115	LOC110184205|XP_020808311.1|DSER	LOC119074557|XP_037036650.1|BCOP
OG0008116	LOC110179720|XP_020802993.1|DSER	LOC119074564|XP_037036678.1|BCOP
OG0008117	LOC110182113|XP_020805777.1|DSER	LOC119077955|XP_037041219.1|BCOP
OG0008118	LOC110183070|XP_020806915.1|DSER	LOC119075159|XP_037037450.1|BCOP
OG0008119	LOC110180204|XP_020803518.1|DSER	LOC119074475|XP_037036511.1|BCOP
OG0008120	LOC110181548|XP_020804990.1|DSER	LOC119085119|XP_037051276.1|BCOP
OG0008121	LOC110177306|XP_020799634.1|DSER	LOC119080235|XP_037044380.1|BCOP
OG0008122	LOC110183537|XP_020807496.1|DSER	LOC119077862|XP_037041093.1|BCOP
OG0008123	LOC110179432|XP_020802624.1|DSER	LOC119074917|XP_037037201.1|BCOP
OG0008124	LOC110179546|XP_020802784.1|DSER	LOC119074922|XP_037037208.1|BCOP
OG0008125	LOC110181849|XP_020805416.1|DSER	LOC119076112|XP_037038707.1|BCOP
OG0008126	LOC110178853|XP_020801772.1|DSER	LOC119073962|XP_037035799.1|BCOP
OG0008127	LOC110187152|XP_020812228.1|DSER	LOC119074403|XP_037036420.1|BCOP
OG0008128	LOC110187096|XP_020812159.1|DSER	LOC119074415|XP_037036439.1|BCOP
OG0008129	LOC110179457|XP_020802672.1|DSER	LOC119076565|XP_037039248.1|BCOP
OG0008130	LOC110184125|XP_020808190.1|DSER	LOC119085975|XP_037052437.1|BCOP
OG0008131	LOC110180435|XP_020803765.1|DSER	LOC119083014|XP_037048546.1|BCOP
OG0008132	LOC110186171|XP_020810884.1|DSER	LOC119077750|XP_037040953.1|BCOP
OG0008133	LOC110180326|XP_020803642.1|DSER	LOC119076058|XP_037038589.1|BCOP
OG0008134	LOC110179422|XP_020802609.1|DSER	LOC119076012|XP_037038495.1|BCOP
OG0008135	LOC110188224|XP_020813530.1|DSER	LOC119076742|XP_037039582.1|BCOP
OG0008136	LOC110179151|XP_020802199.1|DSER	LOC119075283|XP_037037565.1|BCOP
OG0008137	LOC110183256|XP_020807140.1|DSER	LOC119076042|XP_037038563.1|BCOP
OG0008138	LOC110190655|XP_020816914.1|DSER	LOC119069965|XP_037030099.1|BCOP
OG0008139	LOC110191322|XP_020817809.1|DSER	LOC119066868|XP_037025437.1|BCOP
OG0008140	LOC110181658|XP_020805123.1|DSER	LOC119073938|XP_037035711.1|BCOP
OG0008141	LOC110176035|XP_020797906.1|DSER	LOC119084203|XP_037049977.1|BCOP
OG0008142	LOC110180109|XP_020803402.1|DSER	LOC119074760|XP_037036922.1|BCOP
OG0008143	LOC110184388|XP_020808553.1|DSER	LOC119084208|XP_037049993.1|BCOP
OG0008144	LOC110182269|XP_020805949.1|DSER	LOC119084228|XP_037050022.1|BCOP
OG0008145	LOC110178202|XP_020800896.1|DSER	LOC119080666|XP_037044989.1|BCOP
OG0008146	LOC110183514|XP_020807459.1|DSER	LOC119077014|XP_037040022.1|BCOP
OG0008147	LOC110183533|XP_020807489.1|DSER	LOC119084983|XP_037051030.1|BCOP
OG0008148	LOC110182062|XP_020805683.1|DSER	LOC119074761|XP_037036923.1|BCOP
OG0008149	LOC110182456|XP_020806150.1|DSER	LOC119066760|XP_037025294.1|BCOP
OG0008150	LOC110181564|XP_020805012.1|DSER	LOC119074512|XP_037036569.1|BCOP
OG0008151	LOC110182084|XP_020805723.1|DSER	LOC119068799|XP_037028456.1|BCOP
OG0008152	LOC110180407|XP_020803720.1|DSER	LOC119074866|XP_037037084.1|BCOP
OG0008153	LOC110176297|XP_020798280.1|DSER	LOC119080186|XP_037044318.1|BCOP
OG0008154	LOC110176249|XP_020798212.1|DSER	LOC119071941|XP_037032960.1|BCOP
OG0008155	LOC110178912|XP_020801850.1|DSER	LOC119086030|XP_037052501.1|BCOP
OG0008156	LOC110186582|XP_020811454.1|DSER	LOC119070003|XP_037030154.1|BCOP
OG0008157	LOC110189873|XP_020815776.1|DSER	LOC119077044|XP_037040069.1|BCOP
OG0008158	LOC110181647|XP_020805120.1|DSER	LOC119071049|XP_037031551.1|BCOP
OG0008159	LOC110185238|XP_020809633.1|DSER	LOC119074215|XP_037036110.1|BCOP
OG0008160	LOC110176395|XP_020798391.1|DSER	LOC119071538|XP_037032318.1|BCOP
OG0008161	LOC110179516|XP_020802752.1|DSER	LOC119077047|XP_037040074.1|BCOP
OG0008162	LOC110181578|XP_020805030.1|DSER	LOC119067759|XP_037026787.1|BCOP
OG0008163	LOC110190824|XP_020817139.1|DSER	LOC119072459|XP_037033577.1|BCOP
OG0008164	LOC110180337|XP_020803655.1|DSER	LOC119074604|XP_037036751.1|BCOP
OG0008165	LOC110179440|XP_020802644.1|DSER	LOC119076032|XP_037038544.1|BCOP
OG0008166	LOC110182527|XP_020806235.1|DSER	LOC119076110|XP_037038665.1|BCOP
OG0008167	LOC110179544|XP_020802783.1|DSER	LOC119074951|XP_037037235.1|BCOP
OG0008168	LOC110179475|XP_020802707.1|DSER	LOC119072326|XP_037033446.1|BCOP
OG0008169	LOC110179468|XP_020802697.1|DSER	LOC119067583|XP_037026577.1|BCOP
OG0008170	LOC110189375|XP_020815082.1|DSER	LOC119070978|XP_037031456.1|BCOP
OG0008171	LOC110184336|XP_020808491.1|DSER	LOC119081639|XP_037046606.1|BCOP
OG0008172	LOC110190287|XP_020816327.1|DSER	LOC119071532|XP_037032310.1|BCOP
OG0008173	LOC110182732|XP_020806491.1|DSER	LOC119080692|XP_037045033.1|BCOP
OG0008174	LOC110189724|XP_020815574.1|DSER	LOC119086007|XP_037052479.1|BCOP
OG0008175	LOC110184302|XP_020808450.1|DSER	LOC119067740|XP_037026766.1|BCOP
OG0008176	LOC110182574|XP_020806282.1|DSER	LOC119074810|XP_037036989.1|BCOP
OG0008177	LOC110187027|XP_020812051.1|DSER	LOC119068603|XP_037028153.1|BCOP
OG0008178	LOC110181507|XP_020804935.1|DSER	LOC119070245|XP_037030412.1|BCOP
OG0008179	LOC110175970|XP_020797823.1|DSER	LOC119073841|XP_037035570.1|BCOP
OG0008180	LOC110179446|XP_020802653.1|DSER	LOC119084027|XP_037049743.1|BCOP
OG0008181	LOC110179447|XP_020802654.1|DSER	LOC119077779|XP_037040984.1|BCOP
OG0008182	LOC110178405|XP_020801205.1|DSER	LOC119084061|XP_037049793.1|BCOP
OG0008185	LOC110176490|XP_020798523.1|DSER	LOC119075288|XP_037037571.1|BCOP
OG0008186	LOC110179719|XP_020802998.1|DSER	LOC119082527|XP_037047935.1|BCOP
OG0008187	LOC110179801|XP_020803069.1|DSER	LOC119076164|XP_037038744.1|BCOP
OG0008188	LOC110183026|XP_020806872.1|DSER	LOC119066940|XP_037025553.1|BCOP
OG0008189	LOC110185893|XP_020810563.1|DSER	LOC119082226|XP_037047575.1|BCOP
OG0008191	LOC110179434|XP_020802630.1|DSER	LOC119084325|XP_037050150.1|BCOP
OG0008192	LOC110180116|XP_020803414.1|DSER	LOC119076044|XP_037038565.1|BCOP
OG0008193	LOC110175925|XP_020797762.1|DSER	LOC119066911|XP_037025506.1|BCOP
OG0008194	LOC110185781|XP_020810443.1|DSER	LOC119071964|XP_037032990.1|BCOP
OG0008195	LOC110189331|XP_020815033.1|DSER	LOC119085314|XP_037051587.1|BCOP
OG0008196	LOC110177280|XP_020799592.1|DSER	LOC119071671|XP_037032545.1|BCOP
OG0008197	LOC110190277|XP_020816310.1|DSER	LOC119066775|XP_037025325.1|BCOP
OG0008198	LOC110179608|XP_020802864.1|DSER	LOC119075145|XP_037037431.1|BCOP
OG0008199	LOC110184294|XP_020808440.1|DSER	LOC119085986|XP_037052446.1|BCOP
OG0008200	LOC110189619|XP_020815417.1|DSER	LOC119078286|XP_037041671.1|BCOP
OG0008201	LOC110178911|XP_020801849.1|DSER	LOC119071626|XP_037032478.1|BCOP
OG0008202	LOC110179027|XP_020802035.1|DSER	LOC119066395|XP_037024722.1|BCOP
OG0008203	LOC110177558|XP_020799990.1|DSER	LOC119076390|XP_037039009.1|BCOP
OG0008204	LOC110182838|XP_020806630.1|DSER	LOC119083255|XP_037048828.1|BCOP
OG0008205	LOC110183223|XP_020807096.1|DSER	LOC119072501|XP_037033638.1|BCOP
OG0008206	LOC110189995|XP_020815952.1|DSER	LOC119082711|XP_037048182.1|BCOP
OG0008207	LOC110176710|XP_020798809.1|DSER	LOC119082564|XP_037047985.1|BCOP
OG0008210	LOC110190045|XP_020816011.1|DSER	LOC119071256|XP_037031996.1|BCOP
OG0008211	LOC110187298|XP_020812346.1|DSER	LOC119071676|XP_037032551.1|BCOP
OG0008212	LOC110190226|XP_020816245.1|DSER	LOC119071161|XP_037031811.1|BCOP
OG0008213	LOC110179662|XP_020802932.1|DSER	LOC119076099|XP_037038650.1|BCOP
OG0008215	LOC110175959|XP_020797807.1|DSER	LOC119071001|XP_037031490.1|BCOP
