Orthogroup	DSER.longest_only	SLEB.longest_only
OG0009447	LOC110179540|XP_020802779.1|DSER	LOC115627371|XP_030378883.1|SLEB
OG0009449	LOC110175961|XP_020797809.1|DSER	LOC115626149|XP_030377273.1|SLEB, LOC115633409|XP_030386712.1|SLEB
OG0009450	LOC110179748|XP_020803022.1|DSER	LOC115633290|XP_030386562.1|SLEB
OG0009451	LOC110183083|XP_020806932.1|DSER	LOC115626491|XP_030377735.1|SLEB
OG0009453	LOC110188660|XP_020814104.1|DSER	LOC115621636|XP_030371197.1|SLEB
OG0009454	LOC110185198|XP_020809582.1|DSER	LOC115625104|XP_030375871.1|SLEB
OG0009455	LOC110181754|XP_020805276.1|DSER	LOC115629494|XP_030381829.1|SLEB
OG0009456	LOC110181863|XP_020805442.1|DSER	LOC115628861|XP_030380972.1|SLEB
OG0009457	LOC110181982|XP_020805587.1|DSER, LOC110183055|XP_020806899.1|DSER	LOC115629731|XP_030382125.1|SLEB
OG0009458	LOC110178177|XP_020800870.1|DSER	LOC115629705|XP_030382085.1|SLEB
OG0009459	LOC110178589|XP_020801427.1|DSER	LOC115632639|XP_030385729.1|SLEB
OG0009460	LOC110187411|XP_020812461.1|DSER	LOC115628357|XP_030380292.1|SLEB
OG0009461	LOC110187647|XP_020812718.1|DSER	LOC115628404|XP_030380352.1|SLEB
OG0009462	LOC110178799|XP_020801711.1|DSER	LOC115628323|XP_030380238.1|SLEB
OG0009463	LOC110183599|XP_020807572.1|DSER	LOC115632741|XP_030385848.1|SLEB
OG0009464	LOC110190235|XP_020816255.1|DSER	LOC115632943|XP_030386099.1|SLEB
OG0009465	LOC110190204|XP_020816217.1|DSER	LOC115632711|XP_030385813.1|SLEB
OG0009466	LOC110176736|XP_020798839.1|DSER	LOC115628292|XP_030380198.1|SLEB
OG0009467	LOC110190251|XP_020816274.1|DSER	LOC115632165|XP_030385052.1|SLEB
OG0009468	LOC110188809|XP_020814346.1|DSER	LOC115622611|XP_030372472.1|SLEB
OG0009469	LOC110184696|XP_020808967.1|DSER	LOC115633097|XP_030386338.1|SLEB
OG0009470	LOC110184710|XP_020808989.1|DSER	LOC115632781|XP_030385891.1|SLEB
OG0009471	LOC110183279|XP_020807169.1|DSER	LOC115631827|XP_030384527.1|SLEB
OG0009472	LOC110188846|XP_020814409.1|DSER	LOC115632875|XP_030386009.1|SLEB
OG0009473	LOC110190678|XP_020816943.1|DSER	LOC115622425|XP_030372221.1|SLEB
OG0009474	LOC110178678|XP_020801539.1|DSER	LOC115624844|XP_030375547.1|SLEB
OG0009475	LOC110190072|XP_020816036.1|DSER	LOC115623039|XP_030373076.1|SLEB
OG0009476	LOC110190170|XP_020816176.1|DSER	LOC115632502|XP_030385551.1|SLEB
OG0009478	LOC110190769|XP_020817058.1|DSER	LOC115633016|XP_030386199.1|SLEB
OG0009479	LOC110184024|XP_020808048.1|DSER	LOC115630775|XP_030383290.1|SLEB
OG0009480	LOC110189097|XP_020814731.1|DSER	LOC115632541|XP_030385611.1|SLEB
OG0009481	LOC110190301|XP_020816345.1|DSER	LOC115632687|XP_030385783.1|SLEB
OG0009482	LOC110185281|XP_020809687.1|DSER	LOC115634704|XP_030388443.1|SLEB
OG0009483	LOC110185320|XP_020809745.1|DSER	LOC115633931|XP_030387312.1|SLEB
OG0009484	LOC110177456|XP_020799849.1|DSER	LOC115623857|XP_030374261.1|SLEB
OG0009485	LOC110188910|XP_020814490.1|DSER, LOC110188908|XP_020814488.1|DSER	LOC115632674|XP_030385768.1|SLEB
OG0009486	LOC110188911|XP_020814491.1|DSER, LOC110188909|XP_020814489.1|DSER	LOC115632675|XP_030385769.1|SLEB
OG0009487	LOC110190167|XP_020816162.1|DSER	LOC115622905|XP_030372888.1|SLEB
OG0009488	LOC110176250|XP_020798213.1|DSER	LOC115624949|XP_030375660.1|SLEB
OG0009489	LOC110178942|XP_020801900.1|DSER	LOC115622837|XP_030372777.1|SLEB
OG0009490	LOC110189608|XP_020815402.1|DSER	LOC115634570|XP_030388254.1|SLEB
OG0009491	LOC110190387|XP_020816476.1|DSER	LOC115624784|XP_030375475.1|SLEB
OG0009492	LOC110190198|XP_020816209.1|DSER	LOC115632910|XP_030386060.1|SLEB
OG0009493	LOC110190330|XP_020816385.1|DSER	LOC115622139|XP_030371858.1|SLEB
OG0009494	LOC110190333|XP_020816388.1|DSER	LOC115622141|XP_030371861.1|SLEB
OG0009495	LOC110184636|XP_020808893.1|DSER	LOC115633871|XP_030387228.1|SLEB
OG0009496	LOC110179840|XP_020803107.1|DSER	LOC115632791|XP_030385902.1|SLEB
OG0009497	LOC110186742|XP_020811666.1|DSER	LOC115624584|XP_030375182.1|SLEB
OG0009498	LOC110176692|XP_020798782.1|DSER	LOC115620593|XP_030369767.1|SLEB
OG0009499	LOC110184650|XP_020808910.1|DSER, LOC110179700|XP_020802969.1|DSER	LOC115627508|XP_030379103.1|SLEB
OG0009500	LOC110176731|XP_020798834.1|DSER	LOC115634379|XP_030387923.1|SLEB
OG0009501	LOC110176194|XP_020798104.1|DSER	LOC115624872|XP_030375577.1|SLEB
OG0009502	LOC110188390|XP_020813770.1|DSER	LOC115623670|XP_030373996.1|SLEB
OG0009503	LOC110186049|XP_020810750.1|DSER	LOC115626569|XP_030377808.1|SLEB
OG0009504	LOC110188185|XP_020813420.1|DSER	LOC115623663|XP_030373981.1|SLEB
OG0009505	LOC110182690|XP_020806442.1|DSER, LOC110180311|XP_020803626.1|DSER	LOC115631283|XP_030383856.1|SLEB
OG0009506	LOC110190074|XP_020816039.1|DSER	LOC115622493|XP_030372299.1|SLEB
OG0009507	LOC110183637|XP_020807615.1|DSER	LOC115622804|XP_030372732.1|SLEB
OG0009508	LOC110185719|XP_020810357.1|DSER	LOC115622600|XP_030372459.1|SLEB
OG0009509	LOC110176472|XP_020798494.1|DSER	LOC115632080|XP_030384905.1|SLEB
OG0009510	LOC110185530|XP_020810096.1|DSER	LOC115629900|XP_030382360.1|SLEB
OG0009511	LOC110181554|XP_020804996.1|DSER, LOC110187441|XP_020812488.1|DSER	LOC115629195|XP_030381454.1|SLEB
OG0009512	LOC110181926|XP_020805520.1|DSER	LOC115629522|XP_030381860.1|SLEB
OG0009514	LOC110180438|XP_020803768.1|DSER	LOC115629636|XP_030381997.1|SLEB
OG0009515	LOC110176863|XP_020798996.1|DSER	LOC115631627|XP_030384294.1|SLEB
OG0009516	LOC110187484|XP_020812530.1|DSER	LOC115630485|XP_030382926.1|SLEB
OG0009517	LOC110182694|XP_020806447.1|DSER	LOC115631953|XP_030384670.1|SLEB
OG0009518	LOC110185153|XP_020809515.1|DSER	LOC115623118|XP_030373185.1|SLEB, LOC115622404|XP_030372195.1|SLEB
OG0009519	LOC110178793|XP_020801705.1|DSER	LOC115628433|XP_030380381.1|SLEB
OG0009520	LOC110191266|XP_020817721.1|DSER	LOC115625465|XP_030376373.1|SLEB
OG0009521	LOC110180436|XP_020803766.1|DSER, LOC110185314|XP_020809739.1|DSER	LOC115623031|XP_030373069.1|SLEB
OG0009523	LOC110176485|XP_020798520.1|DSER	LOC115633743|XP_030387077.1|SLEB
OG0009524	LOC110179789|XP_020803065.1|DSER	LOC115632472|XP_030385505.1|SLEB
OG0009525	LOC110180338|XP_020803662.1|DSER	LOC115634316|XP_030387836.1|SLEB
OG0009526	LOC110191516|XP_020818043.1|DSER	LOC115633831|XP_030387182.1|SLEB
OG0009527	LOC110191557|XP_020818091.1|DSER	LOC115624135|XP_030374594.1|SLEB
OG0009528	LOC110181667|XP_020805154.1|DSER	LOC115634164|XP_030387605.1|SLEB, LOC115634214|XP_030387666.1|SLEB
OG0009529	LOC110189737|XP_020815589.1|DSER, LOC110176786|XP_020798881.1|DSER	LOC115625959|XP_030377436.1|SLEB
OG0009530	LOC110189697|XP_020815531.1|DSER	LOC115634575|XP_030388266.1|SLEB
OG0009531	LOC110178395|XP_020801191.1|DSER	LOC115624881|XP_030375587.1|SLEB
OG0009532	LOC110177745|XP_020800261.1|DSER	LOC115624899|XP_030375608.1|SLEB
OG0009533	LOC110177365|XP_020799721.1|DSER	LOC115633845|XP_030387196.1|SLEB
OG0009534	LOC110179077|XP_020802119.1|DSER	LOC115627083|XP_030378493.1|SLEB
OG0009535	LOC110177968|XP_020800620.1|DSER	LOC115633680|XP_030386994.1|SLEB
OG0009536	LOC110176662|XP_020798759.1|DSER	LOC115623779|XP_030374178.1|SLEB
OG0009537	LOC110186913|XP_020811893.1|DSER	LOC115620277|XP_030369310.1|SLEB
OG0009538	LOC110191144|XP_020817558.1|DSER	LOC115625154|XP_030375943.1|SLEB
OG0009539	LOC110189507|XP_020815276.1|DSER, LOC110189515|XP_020815290.1|DSER	LOC115624305|XP_030374787.1|SLEB
OG0009542	LOC110186881|XP_020811837.1|DSER, LOC110186882|XP_020811839.1|DSER	LOC115620933|XP_030370301.1|SLEB
OG0009543	LOC110176486|XP_020798518.1|DSER, LOC110176546|XP_020798596.1|DSER	LOC115623749|XP_030374144.1|SLEB
OG0009544	LOC110186546|XP_020811409.1|DSER	LOC115620299|XP_030369341.1|SLEB, LOC115620300|XP_030369342.1|SLEB
OG0009545	LOC110186969|XP_020811974.1|DSER	LOC115624953|XP_030375665.1|SLEB
OG0009546	LOC110186463|XP_020811310.1|DSER	LOC115620980|XP_030370359.1|SLEB
OG0009547	LOC110191090|XP_020817497.1|DSER, LOC110191072|XP_020817469.1|DSER	LOC115633928|XP_030387305.1|SLEB
OG0009549	LOC110190891|XP_020817208.1|DSER, LOC110190887|XP_020817205.1|DSER	LOC115622884|XP_030372841.1|SLEB
OG0009556	LOC110176672|XP_020798768.1|DSER	LOC115630620|XP_030383149.1|SLEB
OG0009560	LOC110179711|XP_020802982.1|DSER	LOC115626845|XP_030378193.1|SLEB
OG0009562	LOC110184972|XP_020809282.1|DSER	LOC115620720|XP_030369959.1|SLEB
OG0009563	LOC110177474|XP_020799874.1|DSER	LOC115622210|XP_030371966.1|SLEB
OG0009564	LOC110184598|XP_020808848.1|DSER	LOC115628064|XP_030379888.1|SLEB
OG0009565	LOC110190313|XP_020816360.1|DSER	LOC115623121|XP_030373188.1|SLEB
OG0009568	LOC110185066|XP_020809401.1|DSER	LOC115626005|XP_030377113.1|SLEB
OG0009569	LOC110181809|XP_020805355.1|DSER	LOC115629614|XP_030381972.1|SLEB
OG0009570	LOC110187878|XP_020813021.1|DSER	LOC115623933|XP_030374353.1|SLEB
OG0009571	LOC110177418|XP_020799795.1|DSER	LOC115623566|XP_030373823.1|SLEB
OG0009573	LOC110187081|XP_020812138.1|DSER	LOC115628846|XP_030380952.1|SLEB
OG0009574	LOC110180620|XP_020803962.1|DSER	LOC115627456|XP_030378984.1|SLEB
OG0009575	LOC110180648|XP_020804005.1|DSER	LOC115633784|XP_030387123.1|SLEB
OG0009576	LOC110176659|XP_020798753.1|DSER	LOC115621989|XP_030371703.1|SLEB
OG0009577	LOC110183100|XP_020806951.1|DSER	LOC115626567|XP_030377806.1|SLEB
OG0009578	LOC110185675|XP_020810299.1|DSER	LOC115625773|XP_030376804.1|SLEB
OG0009579	LOC110175963|XP_020797814.1|DSER	LOC115629601|XP_030381953.1|SLEB
OG0009581	LOC110186024|XP_020810719.1|DSER	LOC115626018|XP_030377126.1|SLEB
OG0009582	LOC110190168|XP_020816163.1|DSER	LOC115632501|XP_030385539.1|SLEB
OG0009583	LOC110175995|XP_020797849.1|DSER	LOC115629828|XP_030382263.1|SLEB
OG0009584	LOC110184597|XP_020808847.1|DSER	LOC115627991|XP_030379746.1|SLEB
OG0009586	LOC110190100|XP_020816066.1|DSER	LOC115632722|XP_030385828.1|SLEB
OG0009588	LOC110191199|XP_020817625.1|DSER	LOC115628792|XP_030380867.1|SLEB
OG0009589	LOC110190905|XP_020817225.1|DSER	LOC115628370|XP_030380308.1|SLEB
OG0009590	LOC110186813|XP_020811762.1|DSER	LOC115632125|XP_030384991.1|SLEB
OG0009591	LOC110186350|XP_020811157.1|DSER	LOC115625132|XP_030375906.1|SLEB
OG0009592	LOC110188378|XP_020813752.1|DSER	LOC115624387|XP_030374958.1|SLEB
OG0009593	LOC110188316|XP_020813683.1|DSER	LOC115624152|XP_030374609.1|SLEB
OG0009594	LOC110186789|XP_020811726.1|DSER	LOC115625537|XP_030376475.1|SLEB
OG0009595	LOC110188675|XP_020814132.1|DSER	LOC115623831|XP_030374236.1|SLEB
OG0009596	LOC110188417|XP_020813801.1|DSER	LOC115623991|XP_030374422.1|SLEB
OG0009597	LOC110188575|XP_020813997.1|DSER	LOC115624282|XP_030374765.1|SLEB
OG0009598	LOC110188226|XP_020813532.1|DSER	LOC115623484|XP_030373713.1|SLEB
OG0009599	LOC110187981|XP_020813161.1|DSER	LOC115624112|XP_030374566.1|SLEB
OG0009600	LOC110191933|XP_020818609.1|DSER	LOC115625068|XP_030375811.1|SLEB
OG0009601	LOC110185371|XP_020809816.1|DSER	LOC115625404|XP_030376302.1|SLEB
OG0009602	LOC110176457|XP_020798468.1|DSER	LOC115626103|XP_030377215.1|SLEB
OG0009603	LOC110188759|XP_020814260.1|DSER	LOC115623353|XP_030373496.1|SLEB
OG0009604	LOC110181503|XP_020804932.1|DSER	LOC115629876|XP_030382334.1|SLEB
OG0009605	LOC110186199|XP_020810917.1|DSER	LOC115625441|XP_030376349.1|SLEB
OG0009606	LOC110186192|XP_020810910.1|DSER	LOC115625355|XP_030376248.1|SLEB
OG0009607	LOC110186219|XP_020810940.1|DSER	LOC115625541|XP_030376478.1|SLEB
OG0009608	LOC110186230|XP_020810951.1|DSER	LOC115625414|XP_030376313.1|SLEB
OG0009609	LOC110176572|XP_020798638.1|DSER	LOC115624945|XP_030375656.1|SLEB
OG0009610	LOC110188265|XP_020813613.1|DSER	LOC115624336|XP_030374845.1|SLEB
OG0009611	LOC110188671|XP_020814127.1|DSER	LOC115623808|XP_030374212.1|SLEB
OG0009612	LOC110189532|XP_020815324.1|DSER	LOC115623914|XP_030374330.1|SLEB
OG0009614	LOC110186713|XP_020811644.1|DSER	LOC115620214|XP_030369212.1|SLEB
OG0009615	LOC110186359|XP_020811167.1|DSER	LOC115621028|XP_030370408.1|SLEB, LOC115621030|XP_030370409.1|SLEB
OG0009616	LOC110186863|XP_020811813.1|DSER	LOC115621571|XP_030371118.1|SLEB
OG0009617	LOC110187623|XP_020812677.1|DSER	LOC115620313|XP_030369361.1|SLEB
OG0009619	LOC110188031|XP_020813228.1|DSER	LOC115621309|XP_030370783.1|SLEB
OG0009620	LOC110186719|XP_020811650.1|DSER	LOC115625494|XP_030376409.1|SLEB
OG0009621	LOC110186728|XP_020811654.1|DSER	LOC115625366|XP_030376263.1|SLEB
OG0009622	LOC110186818|XP_020811765.1|DSER	LOC115620937|XP_030370309.1|SLEB
OG0009623	LOC110191446|XP_020817969.1|DSER, LOC110186191|XP_020810908.1|DSER	LOC115621055|XP_030370436.1|SLEB
OG0009624	LOC110191106|XP_020817510.1|DSER	LOC115621911|XP_030371605.1|SLEB
OG0009625	LOC110186674|XP_020811600.1|DSER	LOC115620259|XP_030369269.1|SLEB
OG0009626	LOC110177413|XP_020799789.1|DSER	LOC115620291|XP_030369328.1|SLEB
OG0009627	LOC110177412|XP_020799788.1|DSER	LOC115620294|XP_030369335.1|SLEB
OG0009628	LOC110177336|XP_020799681.1|DSER	LOC115620290|XP_030369327.1|SLEB
OG0009629	LOC110188705|XP_020814170.1|DSER	LOC115625472|XP_030376381.1|SLEB
OG0009630	LOC110188538|XP_020813944.1|DSER	LOC115625470|XP_030376379.1|SLEB
OG0009631	LOC110188128|XP_020813375.1|DSER	LOC115621984|XP_030371697.1|SLEB
OG0009632	LOC110176096|XP_020797994.1|DSER	LOC115627674|XP_030379276.1|SLEB
OG0009633	LOC110178499|XP_020801308.1|DSER	LOC115633974|XP_030387354.1|SLEB
OG0009634	LOC110190949|XP_020817288.1|DSER	LOC115621772|XP_030371384.1|SLEB
OG0009635	LOC110190962|XP_020817311.1|DSER	LOC115621279|XP_030370741.1|SLEB
OG0009636	LOC110184638|XP_020808895.1|DSER	LOC115633262|XP_030386530.1|SLEB
OG0009637	LOC110187949|XP_020813123.1|DSER	LOC115620644|XP_030369850.1|SLEB
OG0009638	LOC110186906|XP_020811884.1|DSER	LOC115621708|XP_030371276.1|SLEB
OG0009639	LOC110191812|XP_020818425.1|DSER	LOC115623751|XP_030374145.1|SLEB
OG0009640	LOC110186578|XP_020811451.1|DSER	LOC115621361|XP_030370845.1|SLEB
OG0009641	LOC110187979|XP_020813158.1|DSER	LOC115620356|XP_030369419.1|SLEB
OG0009642	LOC110188107|XP_020813338.1|DSER	LOC115620355|XP_030369418.1|SLEB
OG0009643	LOC110191416|XP_020817933.1|DSER	LOC115621011|XP_030370391.1|SLEB
OG0009644	LOC110184764|XP_020809058.1|DSER	LOC115620469|XP_030369560.1|SLEB
OG0009645	LOC110186207|XP_020810932.1|DSER	LOC115621053|XP_030370433.1|SLEB
OG0009646	LOC110186282|XP_020811055.1|DSER	LOC115620267|XP_030369286.1|SLEB
OG0009647	LOC110186675|XP_020811601.1|DSER	LOC115620260|XP_030369271.1|SLEB
OG0009648	LOC110191094|XP_020817498.1|DSER	LOC115620775|XP_030370044.1|SLEB
OG0009649	LOC110186162|XP_020810877.1|DSER	LOC115621431|XP_030370942.1|SLEB
OG0009650	LOC110181171|XP_020804505.1|DSER	LOC115630542|XP_030383008.1|SLEB
OG0009651	LOC110183966|XP_020807981.1|DSER	LOC115630953|XP_030383387.1|SLEB
OG0009652	LOC110176880|XP_020799015.1|DSER	LOC115631353|XP_030383930.1|SLEB
OG0009653	LOC110187591|XP_020812635.1|DSER	LOC115631895|XP_030384603.1|SLEB
OG0009654	LOC110187584|XP_020812630.1|DSER	LOC115631740|XP_030384439.1|SLEB
OG0009655	LOC110176809|XP_020798908.1|DSER	LOC115632037|XP_030384862.1|SLEB
OG0009656	LOC110184980|XP_020809289.1|DSER	LOC115631412|XP_030383998.1|SLEB
OG0009657	LOC110184966|XP_020809272.1|DSER	LOC115631378|XP_030383959.1|SLEB
OG0009658	LOC110185001|XP_020809313.1|DSER	LOC115631856|XP_030384562.1|SLEB
OG0009659	LOC110179186|XP_020802257.1|DSER	LOC115630577|XP_030383054.1|SLEB
OG0009660	LOC110182271|XP_020805947.1|DSER	LOC115632008|XP_030384797.1|SLEB
OG0009661	LOC110177006|XP_020799175.1|DSER	LOC115631779|XP_030384473.1|SLEB
OG0009662	LOC110184008|XP_020808032.1|DSER	LOC115630651|XP_030383153.1|SLEB, LOC115630420|XP_030382819.1|SLEB
OG0009663	LOC110176938|XP_020799097.1|DSER	LOC115628468|XP_030380450.1|SLEB
OG0009664	LOC110182376|XP_020806076.1|DSER	LOC115630616|XP_030383103.1|SLEB
OG0009665	LOC110177066|XP_020799243.1|DSER	LOC115623931|XP_030374350.1|SLEB
OG0009666	LOC110187339|XP_020812386.1|DSER	LOC115631044|XP_030383536.1|SLEB
OG0009667	LOC110187294|XP_020812342.1|DSER	LOC115628580|XP_030380624.1|SLEB
OG0009668	LOC110187284|XP_020812332.1|DSER	LOC115630803|XP_030383324.1|SLEB
OG0009669	LOC110187492|XP_020812540.1|DSER	LOC115631172|XP_030383721.1|SLEB
OG0009670	LOC110182370|XP_020806070.1|DSER	LOC115630947|XP_030383377.1|SLEB
OG0009671	LOC110176997|XP_020799165.1|DSER	LOC115631810|XP_030384507.1|SLEB
OG0009672	LOC110177015|XP_020799187.1|DSER	LOC115625970|XP_030377074.1|SLEB
OG0009673	LOC110177047|XP_020799223.1|DSER	LOC115626056|XP_030377167.1|SLEB
OG0009674	LOC110181324|XP_020804702.1|DSER	LOC115625818|XP_030376867.1|SLEB
OG0009675	LOC110185969|XP_020810647.1|DSER	LOC115628993|XP_030381134.1|SLEB
OG0009676	LOC110185120|XP_020809471.1|DSER	LOC115626116|XP_030377231.1|SLEB
OG0009677	LOC110183856|XP_020807869.1|DSER	LOC115631497|XP_030384117.1|SLEB
OG0009678	LOC110182749|XP_020806517.1|DSER	LOC115626109|XP_030377224.1|SLEB
OG0009679	LOC110183138|XP_020806987.1|DSER	LOC115626355|XP_030377566.1|SLEB
OG0009680	LOC110185124|XP_020809478.1|DSER	LOC115626419|XP_030377647.1|SLEB
OG0009681	LOC110178470|XP_020801268.1|DSER	LOC115633951|XP_030387329.1|SLEB
OG0009682	LOC110182982|XP_020806834.1|DSER	LOC115634681|XP_030388400.1|SLEB
OG0009683	LOC110189462|XP_020815196.1|DSER	LOC115633948|XP_030387326.1|SLEB
OG0009684	LOC110189589|XP_020815380.1|DSER	LOC115634118|XP_030387542.1|SLEB
OG0009685	LOC110189559|XP_020815348.1|DSER	LOC115633693|XP_030387009.1|SLEB
OG0009686	LOC110177902|XP_020800529.1|DSER	LOC115633067|XP_030386298.1|SLEB
OG0009687	LOC110180070|XP_020803352.1|DSER	LOC115633998|XP_030387381.1|SLEB
OG0009688	LOC110184035|XP_020808067.1|DSER	LOC115629087|XP_030381263.1|SLEB
OG0009690	LOC110189198|XP_020814828.1|DSER	LOC115633936|XP_030387314.1|SLEB
OG0009691	LOC110181132|XP_020804465.1|DSER	LOC115634169|XP_030387612.1|SLEB
OG0009692	LOC110179810|XP_020803077.1|DSER	LOC115632480|XP_030385517.1|SLEB
OG0009693	LOC110180007|XP_020803256.1|DSER	LOC115630770|XP_030383288.1|SLEB
OG0009694	LOC110191639|XP_020818189.1|DSER	LOC115624557|XP_030375148.1|SLEB
OG0009695	LOC110184098|XP_020808145.1|DSER	LOC115634324|XP_030387842.1|SLEB
OG0009696	LOC110178460|XP_020801256.1|DSER	LOC115634114|XP_030387538.1|SLEB
OG0009697	LOC110184265|XP_020808390.1|DSER	LOC115626927|XP_030378294.1|SLEB
OG0009698	LOC110189718|XP_020815567.1|DSER	LOC115634079|XP_030387491.1|SLEB
OG0009699	LOC110179343|XP_020802507.1|DSER	LOC115625491|XP_030376405.1|SLEB
OG0009700	LOC110191422|XP_020817942.1|DSER	LOC115622761|XP_030372680.1|SLEB
OG0009701	LOC110186404|XP_020811230.1|DSER	LOC115621568|XP_030371115.1|SLEB
OG0009703	LOC110178167|XP_020800860.1|DSER	LOC115631676|XP_030384349.1|SLEB
OG0009704	LOC110182925|XP_020806750.1|DSER	LOC115634094|XP_030387509.1|SLEB
OG0009705	LOC110178364|XP_020801158.1|DSER	LOC115634800|XP_030388568.1|SLEB
OG0009706	LOC110178384|XP_020801180.1|DSER	LOC115634801|XP_030388569.1|SLEB
OG0009707	LOC110188189|XP_020813424.1|DSER	LOC115620407|XP_030369486.1|SLEB
OG0009708	LOC110189336|XP_020815037.1|DSER	LOC115634043|XP_030387447.1|SLEB
OG0009709	LOC110189566|XP_020815356.1|DSER	LOC115634419|XP_030387986.1|SLEB
OG0009710	LOC110189565|XP_020815355.1|DSER	LOC115624611|XP_030375258.1|SLEB
OG0009711	LOC110189312|XP_020815013.1|DSER	LOC115633771|XP_030387106.1|SLEB
OG0009712	LOC110190747|XP_020817029.1|DSER	LOC115633023|XP_030386207.1|SLEB
OG0009713	LOC110178248|XP_020800959.1|DSER	LOC115634401|XP_030387954.1|SLEB
OG0009714	LOC110178343|XP_020801121.1|DSER	LOC115633365|XP_030386673.1|SLEB
OG0009716	LOC110189679|XP_020815495.1|DSER	LOC115634240|XP_030387694.1|SLEB
OG0009718	LOC110189474|XP_020815214.1|DSER	LOC115634568|XP_030388251.1|SLEB
OG0009719	LOC110178006|XP_020800678.1|DSER	LOC115627624|XP_030379223.1|SLEB
OG0009720	LOC110183799|XP_020807845.1|DSER	LOC115634642|XP_030388359.1|SLEB
OG0009721	LOC110178376|XP_020801171.1|DSER	LOC115624845|XP_030375549.1|SLEB
OG0009722	LOC110189622|XP_020815422.1|DSER	LOC115628152|XP_030379986.1|SLEB
OG0009723	LOC110190097|XP_020816063.1|DSER	LOC115624939|XP_030375650.1|SLEB
OG0009724	LOC110179246|XP_020802364.1|DSER	LOC115624273|XP_030374762.1|SLEB
OG0009726	LOC110190994|XP_020817365.1|DSER	LOC115629460|XP_030381788.1|SLEB
OG0009727	LOC110189753|XP_020815621.1|DSER	LOC115634589|XP_030388278.1|SLEB
OG0009728	LOC110179997|XP_020803249.1|DSER	LOC115634303|XP_030387820.1|SLEB
OG0009729	LOC110181766|XP_020805299.1|DSER	LOC115634311|XP_030387832.1|SLEB
OG0009730	LOC110181591|XP_020805043.1|DSER	LOC115630032|XP_030382525.1|SLEB
OG0009731	LOC110180272|XP_020803587.1|DSER	LOC115624880|XP_030375586.1|SLEB
OG0009732	LOC110176198|XP_020798115.1|DSER	LOC115634660|XP_030388380.1|SLEB
OG0009733	LOC110176112|XP_020798007.1|DSER	LOC115628758|XP_030380833.1|SLEB
OG0009734	LOC110184572|XP_020808805.1|DSER	LOC115627659|XP_030379260.1|SLEB, LOC115627656|XP_030379257.1|SLEB
OG0009735	LOC110178173|XP_020800866.1|DSER	LOC115631534|XP_030384167.1|SLEB
OG0009736	LOC110182454|XP_020806147.1|DSER	LOC115629661|XP_030382035.1|SLEB
OG0009737	LOC110185520|XP_020810076.1|DSER	LOC115621449|XP_030370962.1|SLEB
OG0009738	LOC110182640|XP_020806368.1|DSER	LOC115627584|XP_030379168.1|SLEB
OG0009739	LOC110182643|XP_020806371.1|DSER	LOC115627611|XP_030379201.1|SLEB
OG0009740	LOC110181903|XP_020805494.1|DSER	LOC115629509|XP_030381850.1|SLEB
OG0009741	LOC110183794|XP_020807808.1|DSER	LOC115629473|XP_030381804.1|SLEB, LOC115626480|XP_030377727.1|SLEB
OG0009742	LOC110179452|XP_020802658.1|DSER	LOC115627373|XP_030378885.1|SLEB
OG0009743	LOC110179703|XP_020802971.1|DSER	LOC115628110|XP_030379956.1|SLEB, LOC115627271|XP_030378760.1|SLEB
OG0009745	LOC110179086|XP_020802130.1|DSER	LOC115627215|XP_030378695.1|SLEB
OG0009746	LOC110190274|XP_020816305.1|DSER, LOC110187933|XP_020813107.1|DSER	LOC115633969|XP_030387350.1|SLEB
OG0009747	LOC110181305|XP_020804685.1|DSER	LOC115631914|XP_030384625.1|SLEB
OG0009748	LOC110191986|XP_020818676.1|DSER	LOC115629133|XP_030381335.1|SLEB
OG0009749	LOC110178955|XP_020801916.1|DSER	LOC115626887|XP_030378257.1|SLEB
OG0009750	LOC110188856|XP_020814421.1|DSER	LOC115629691|XP_030382072.1|SLEB
OG0009751	LOC110184434|XP_020808630.1|DSER	LOC115630084|XP_030382569.1|SLEB
OG0009752	LOC110183242|XP_020807122.1|DSER, LOC110183247|XP_020807127.1|DSER	LOC115627875|XP_030379619.1|SLEB
OG0009753	LOC110183248|XP_020807128.1|DSER	LOC115627919|XP_030379674.1|SLEB
OG0009754	LOC110184044|XP_020808077.1|DSER	LOC115634347|XP_030387862.1|SLEB
OG0009755	LOC110191958|XP_020818635.1|DSER	LOC115627857|XP_030379578.1|SLEB
OG0009756	LOC110182222|XP_020805908.1|DSER	LOC115629668|XP_030382044.1|SLEB
OG0009757	LOC110180241|XP_020803557.1|DSER	LOC115632929|XP_030386081.1|SLEB
OG0009758	LOC110186942|XP_020811933.1|DSER	LOC115620182|XP_030369165.1|SLEB
OG0009759	LOC110187076|XP_020812125.1|DSER	LOC115627886|XP_030379632.1|SLEB
OG0009760	LOC110180550|XP_020803904.1|DSER	LOC115627932|XP_030379685.1|SLEB
OG0009761	LOC110180538|XP_020803887.1|DSER	LOC115627788|XP_030379469.1|SLEB
OG0009762	LOC110179429|XP_020802619.1|DSER	LOC115629960|XP_030382433.1|SLEB
OG0009764	LOC110190101|XP_020816067.1|DSER	LOC115632720|XP_030385826.1|SLEB
OG0009765	LOC110178616|XP_020801460.1|DSER	LOC115632172|XP_030385061.1|SLEB
