Orthogroup	DSER.longest_only	AAEG.longest_only
OG0006580	LOC110187843|XP_020812984.1|DSER	LOC110674240|XP_021694152.1|AAEG
OG0006581	LOC110188500|XP_020813890.1|DSER	LOC5577592|XP_001656580.2|AAEG
OG0006582	LOC110187639|XP_020812705.1|DSER	LOC5577591|XP_021694159.1|AAEG
OG0006583	LOC110187796|XP_020812929.1|DSER	LOC5565080|XP_021694165.1|AAEG
OG0006584	LOC110176987|XP_020799155.1|DSER	LOC5564609|XP_001648956.2|AAEG
OG0006585	LOC110184982|XP_020809293.1|DSER	LOC5564410|XP_021694178.1|AAEG
OG0006586	LOC110176531|XP_020798570.1|DSER	LOC5572611|XP_001654122.2|AAEG
OG0006587	LOC110176527|XP_020798563.1|DSER	LOC5572612|XP_001654123.2|AAEG
OG0006588	LOC110191430|XP_020817947.1|DSER	LOC5572615|XP_021694184.1|AAEG
OG0006589	LOC110177133|XP_020799362.1|DSER	LOC5572675|XP_021694204.1|AAEG
OG0006590	LOC110191755|XP_020818353.1|DSER	LOC5572678|XP_001660498.2|AAEG
OG0006591	LOC110190007|XP_020815964.1|DSER	LOC5566106|XP_021695274.1|AAEG
OG0006592	LOC110188451|XP_020813839.1|DSER	LOC5566140|XP_001650507.1|AAEG
OG0006593	LOC110188449|XP_020813836.1|DSER	LOC5566139|XP_001650506.1|AAEG
OG0006594	LOC110190542|XP_020816748.1|DSER	LOC5566121|XP_001650501.2|AAEG
OG0006595	LOC110188931|XP_020814516.1|DSER	LOC5566108|XP_021695437.1|AAEG
OG0006596	LOC110184030|XP_020808053.1|DSER	LOC5570944|XP_021699203.1|AAEG
OG0006597	LOC110188870|XP_020814442.1|DSER	LOC5570945|XP_021695449.1|AAEG
OG0006598	LOC110183367|XP_020807288.1|DSER	LOC5570951|XP_021695450.1|AAEG
OG0006599	LOC110178586|XP_020801424.1|DSER	LOC5571446|XP_001659697.2|AAEG
OG0006600	LOC110176740|XP_020798843.1|DSER	LOC5571447|XP_021695466.1|AAEG
OG0006601	LOC110187057|XP_020812105.1|DSER	LOC5571450|XP_001659703.1|AAEG
OG0006602	LOC110187065|XP_020812117.1|DSER	LOC5571451|XP_001659704.1|AAEG
OG0006603	LOC110187455|XP_020812505.1|DSER	LOC5571452|XP_001659705.2|AAEG
OG0006604	LOC110190731|XP_020817011.1|DSER	LOC5573691|XP_021695485.1|AAEG
OG0006605	LOC110181852|XP_020805423.1|DSER	LOC5574880|XP_021712349.1|AAEG, LOC110675294|XP_021695487.1|AAEG
OG0006606	LOC110178784|XP_020801689.1|DSER	LOC23687391|XP_011493608.2|AAEG
OG0006607	LOC110178649|XP_020801500.1|DSER	LOC5574895|XP_021695492.1|AAEG
OG0006608	LOC110177189|XP_020799443.1|DSER	LOC5570277|XP_001659030.1|AAEG
OG0006609	LOC110186377|XP_020811189.1|DSER	LOC5579871|XP_021695537.1|AAEG
OG0006610	LOC110190472|XP_020816640.1|DSER	LOC5579867|XP_021695542.1|AAEG
OG0006611	LOC110188894|XP_020814472.1|DSER	LOC5579865|XP_021695552.1|AAEG
OG0006612	LOC110188907|XP_020814487.1|DSER	LOC5579863|XP_001664324.1|AAEG
OG0006613	LOC110188899|XP_020814479.1|DSER	LOC5579876|XP_021695557.1|AAEG
OG0006614	LOC110177869|XP_020800484.1|DSER, LOC110188895|XP_020814473.1|DSER	LOC5579861|XP_001664322.3|AAEG
OG0006615	LOC110188884|XP_020814461.1|DSER	LOC5567814|XP_021695570.1|AAEG
OG0006616	LOC110190430|XP_020816570.1|DSER	LOC5567811|XP_021695577.1|AAEG
OG0006617	LOC110185202|XP_020809587.1|DSER	LOC5567808|XP_001657712.2|AAEG
OG0006618	LOC110190567|XP_020816802.1|DSER	LOC5569147|XP_021695600.1|AAEG
OG0006619	LOC110188880|XP_020814457.1|DSER	LOC5569150|XP_001658335.2|AAEG
OG0006620	LOC110188813|XP_020814350.1|DSER	LOC5571220|XP_001659598.2|AAEG
OG0006621	LOC110187123|XP_020812196.1|DSER	LOC5571216|XP_021695605.1|AAEG
OG0006622	LOC110183638|XP_020807616.1|DSER	LOC5575759|XP_021695618.1|AAEG
OG0006623	LOC110183661|XP_020807647.1|DSER	LOC5575760|XP_001662181.2|AAEG
OG0006624	LOC110189728|XP_020815578.1|DSER	LOC5578213|XP_001656857.2|AAEG
OG0006625	LOC110189732|XP_020815585.1|DSER	LOC5578216|XP_021695645.1|AAEG
OG0006626	LOC110189357|XP_020815058.1|DSER	LOC110675343|XP_021695639.1|AAEG, LOC5578217|XP_001656860.2|AAEG
OG0006627	LOC110191108|XP_020817515.1|DSER	LOC5578219|XP_021695649.1|AAEG
OG0006628	LOC110176426|XP_020798436.1|DSER	LOC5578220|XP_021695658.1|AAEG
OG0006629	LOC110179200|XP_020802276.1|DSER	LOC5575746|XP_021695709.1|AAEG
OG0006630	LOC110179349|XP_020802519.1|DSER	LOC5575738|XP_021695717.1|AAEG
OG0006631	LOC110189074|XP_020814703.1|DSER	LOC5566723|XP_001651131.1|AAEG
OG0006632	LOC110181889|XP_020805482.1|DSER	LOC5569288|XP_021695732.1|AAEG
OG0006633	LOC110177607|XP_020800065.1|DSER	LOC5579241|XP_021695737.1|AAEG
OG0006634	LOC110178160|XP_020800852.1|DSER	LOC5571773|XP_001659905.2|AAEG
OG0006635	LOC110183202|XP_020807073.1|DSER	LOC5571771|XP_001659904.1|AAEG
OG0006636	LOC110181497|XP_020804924.1|DSER	LOC5570670|XP_001659261.1|AAEG
OG0006637	LOC110178754|XP_020801646.1|DSER	LOC5570666|XP_001659265.1|AAEG
OG0006638	LOC110177079|XP_020799255.1|DSER	LOC5571299|XP_001653603.2|AAEG
OG0006639	LOC110177082|XP_020799269.1|DSER	LOC5571296|XP_021695823.1|AAEG
OG0006640	LOC110182884|XP_020806687.1|DSER	LOC110675376|XP_021695875.1|AAEG
OG0006641	LOC110191142|XP_020817559.1|DSER	LOC5571277|XP_021695876.1|AAEG
OG0006642	LOC110191665|XP_020818226.1|DSER	LOC5571274|XP_021695903.1|AAEG
OG0006643	LOC110191662|XP_020818219.1|DSER	LOC5579290|XP_021695906.1|AAEG
OG0006644	LOC110181228|XP_020804584.1|DSER	LOC5571258|XP_001653556.1|AAEG
OG0006645	LOC110181365|XP_020804748.1|DSER	LOC5578052|XP_021695953.1|AAEG
OG0006646	LOC110178233|XP_020800943.1|DSER	LOC5578053|XP_021695958.1|AAEG
OG0006647	LOC110178491|XP_020801297.1|DSER	LOC5568469|XP_021695997.1|AAEG
OG0006648	LOC110177617|XP_020800081.1|DSER	LOC5573484|XP_001654632.1|AAEG
OG0006649	LOC110180475|XP_020803821.1|DSER	LOC5575041|XP_001661771.2|AAEG
OG0006650	LOC110189781|XP_020815666.1|DSER	LOC5573236|XP_021696049.1|AAEG
OG0006651	LOC110190418|XP_020816549.1|DSER	LOC110675422|XP_021696083.1|AAEG
OG0006652	LOC110178599|XP_020801443.1|DSER	LOC5574113|XP_001661185.1|AAEG
OG0006653	LOC110188821|XP_020814360.1|DSER	LOC5574095|XP_021696112.1|AAEG
OG0006654	LOC110183628|XP_020807605.1|DSER	LOC5574088|XP_021696127.1|AAEG
OG0006655	LOC110182751|XP_020806521.1|DSER	LOC5574085|XP_021696132.1|AAEG
OG0006656	LOC110189978|XP_020815926.1|DSER	LOC5565105|XP_021696171.1|AAEG
OG0006657	LOC110182907|XP_020806725.1|DSER	LOC5572889|XP_001654239.2|AAEG
OG0006658	LOC110178636|XP_020801482.1|DSER	LOC5574850|XP_001661673.2|AAEG
OG0006659	LOC110178612|XP_020801455.1|DSER	LOC5566569|XP_021696260.1|AAEG
OG0006660	LOC110184748|XP_020809037.1|DSER	LOC5574852|XP_021696264.1|AAEG
OG0006661	LOC110184718|XP_020808996.1|DSER	LOC5579990|XP_021696271.1|AAEG
OG0006662	LOC110185858|XP_020810526.1|DSER	LOC5574519|XP_001661488.1|AAEG
OG0006663	LOC110178770|XP_020801667.1|DSER	LOC23687518|XP_011493493.2|AAEG
OG0006664	LOC110188315|XP_020813682.1|DSER	LOC5577071|XP_021696368.1|AAEG
OG0006665	LOC110184493|XP_020808706.1|DSER	LOC110675498|XP_021696371.1|AAEG
OG0006666	LOC110182864|XP_020806665.1|DSER	LOC5570511|XP_021696425.1|AAEG
OG0006667	LOC110189979|XP_020815927.1|DSER	LOC5570529|XP_021696429.1|AAEG
OG0006668	LOC110182955|XP_020806805.1|DSER	LOC5570473|XP_021696469.1|AAEG
OG0006669	LOC110187212|XP_020812274.1|DSER	LOC5571688|XP_021696474.1|AAEG
OG0006670	LOC110187168|XP_020812235.1|DSER	LOC5571685|XP_001659821.1|AAEG
OG0006671	LOC110187002|XP_020812024.1|DSER	LOC5571684|XP_021696476.1|AAEG
OG0006672	LOC110190357|XP_020816421.1|DSER	LOC5567636|XP_021696480.1|AAEG
OG0006673	LOC110189053|XP_020814678.1|DSER	LOC5567634|XP_001657589.2|AAEG
OG0006674	LOC110178593|XP_020801438.1|DSER	LOC5567619|XP_001657593.2|AAEG
OG0006675	LOC110183705|XP_020807710.1|DSER	LOC110675521|XP_021696504.1|AAEG
OG0006676	LOC110176181|XP_020798087.1|DSER	LOC5564100|XP_021696522.1|AAEG
OG0006677	LOC110190668|XP_020816927.1|DSER	LOC5564099|XP_001648425.2|AAEG
OG0006678	LOC110176714|XP_020798813.1|DSER	LOC5566286|XP_021696527.1|AAEG
OG0006679	LOC110188818|XP_020814357.1|DSER	LOC5566296|XP_001650672.2|AAEG
OG0006680	LOC110191358|XP_020817865.1|DSER	LOC5566273|XP_021696539.1|AAEG
OG0006681	LOC110186993|XP_020812013.1|DSER	LOC5566279|XP_021696554.1|AAEG
OG0006682	LOC110190519|XP_020816711.1|DSER	LOC5566283|XP_021696559.1|AAEG
OG0006683	LOC110190624|XP_020816877.1|DSER	LOC110675561|XP_021696569.1|AAEG
OG0006684	LOC110190621|XP_020816875.1|DSER	LOC5566291|XP_021696570.1|AAEG
OG0006685	LOC110189275|XP_020814953.1|DSER	LOC5570091|XP_001653078.1|AAEG
OG0006686	LOC110178759|XP_020801651.1|DSER	LOC5570087|XP_021696585.1|AAEG
OG0006687	LOC110181807|XP_020805353.1|DSER	LOC5569214|XP_001658387.1|AAEG
OG0006688	LOC110184740|XP_020809028.1|DSER	LOC5568098|XP_001652035.1|AAEG
OG0006689	LOC110177622|XP_020800086.1|DSER	LOC5568104|XP_001652043.2|AAEG
OG0006690	LOC110190869|XP_020817179.1|DSER	LOC5566341|XP_021696745.1|AAEG
OG0006691	LOC110187756|XP_020812880.1|DSER	LOC5578957|XP_001664136.2|AAEG
OG0006692	LOC110177605|XP_020800062.1|DSER	LOC5564626|XP_001648971.2|AAEG
OG0006693	LOC110185284|XP_020809690.1|DSER	LOC5564627|XP_021696772.1|AAEG
OG0006694	LOC110180135|XP_020803437.1|DSER	LOC5567126|XP_001651548.1|AAEG
OG0006695	LOC110190788|XP_020817085.1|DSER	LOC5564573|XP_021696810.1|AAEG
OG0006696	LOC110185790|XP_020810453.1|DSER	LOC5572350|XP_021702586.1|AAEG
OG0006697	LOC110190687|XP_020816956.1|DSER	LOC5566237|XP_021696840.1|AAEG
OG0006698	LOC110177544|XP_020799972.1|DSER	LOC5566233|XP_001650607.1|AAEG
OG0006699	LOC110182792|XP_020806584.1|DSER	LOC5565645|XP_021696877.1|AAEG
OG0006700	LOC110190823|XP_020817138.1|DSER	LOC5565664|XP_001650012.1|AAEG
OG0006701	LOC110189365|XP_020815071.1|DSER	LOC110675643|XP_021696899.1|AAEG
OG0006702	LOC110178741|XP_020801628.1|DSER	LOC5573780|XP_021696923.1|AAEG
OG0006703	LOC110189951|XP_020815898.1|DSER	LOC5576413|XP_001656115.2|AAEG
OG0006704	LOC110189952|XP_020815900.1|DSER	LOC5576414|XP_021696953.1|AAEG
OG0006705	LOC110188967|XP_020814570.1|DSER	LOC5568904|XP_021696995.1|AAEG
OG0006706	LOC110189625|XP_020815425.1|DSER	LOC5568900|XP_001658223.2|AAEG
OG0006707	LOC110176926|XP_020799082.1|DSER	LOC5574793|XP_001655350.2|AAEG
OG0006708	LOC110180106|XP_020803398.1|DSER	LOC5574797|XP_021697006.1|AAEG
OG0006709	LOC110178114|XP_020800787.1|DSER	LOC5574825|XP_021697020.1|AAEG
OG0006710	LOC110178786|XP_020801691.1|DSER	LOC5578225|XP_021697046.1|AAEG
OG0006711	LOC110178803|XP_020801715.1|DSER	LOC5576452|XP_021697043.1|AAEG
OG0006712	LOC110188798|XP_020814322.1|DSER	LOC5568326|XP_021697052.1|AAEG
OG0006713	LOC110178670|XP_020801525.1|DSER	LOC5568323|XP_021697067.1|AAEG
OG0006714	LOC110178631|XP_020801476.1|DSER	LOC5568322|XP_001652200.1|AAEG
OG0006715	LOC110178736|XP_020801620.1|DSER	LOC5568301|XP_001652178.2|AAEG
OG0006716	LOC110183975|XP_020807989.1|DSER	LOC5568300|XP_021697096.1|AAEG
OG0006717	LOC110190806|XP_020817112.1|DSER	LOC5568299|XP_001652176.1|AAEG
OG0006718	LOC110190811|XP_020817120.1|DSER	LOC5568296|XP_001652173.1|AAEG
OG0006719	LOC110190195|XP_020816206.1|DSER	LOC5568293|XP_021697100.1|AAEG
OG0006720	LOC110178970|XP_020801938.1|DSER	LOC110675714|XP_021697113.1|AAEG
OG0006721	LOC110190602|XP_020816854.1|DSER	LOC5571810|XP_001659942.1|AAEG
OG0006722	LOC110190707|XP_020816986.1|DSER	LOC5571811|XP_021697116.1|AAEG
OG0006723	LOC110185620|XP_020810228.1|DSER	LOC5574704|XP_021697229.1|AAEG
OG0006724	LOC110189678|XP_020815499.1|DSER	LOC5572699|XP_001660517.1|AAEG
OG0006725	LOC110189005|XP_020814621.1|DSER	LOC5572697|XP_001660516.1|AAEG
OG0006726	LOC110176442|XP_020798449.1|DSER	LOC5572696|XP_001660515.1|AAEG
OG0006727	LOC110188980|XP_020814591.1|DSER	LOC5572694|XP_021697243.1|AAEG
OG0006728	LOC110186893|XP_020811851.1|DSER	LOC5571605|XP_001653725.2|AAEG
OG0006729	LOC110189218|XP_020814849.1|DSER	LOC5570741|XP_021697358.1|AAEG
OG0006730	LOC110189539|XP_020815329.1|DSER	LOC5576648|XP_001662804.1|AAEG
OG0006731	LOC110185770|XP_020810432.1|DSER	LOC5564512|XP_021697371.1|AAEG
OG0006732	LOC110189058|XP_020814686.1|DSER	LOC5565659|XP_021697379.1|AAEG
OG0006733	LOC110191163|XP_020817581.1|DSER	LOC5577724|XP_001656668.1|AAEG
OG0006734	LOC110188750|XP_020814253.1|DSER	LOC5574452|XP_021697405.1|AAEG
OG0006735	LOC110183629|XP_020807606.1|DSER	LOC5571389|XP_021697404.1|AAEG
OG0006736	LOC110189055|XP_020814681.1|DSER	LOC5579060|XP_001657257.2|AAEG
OG0006737	LOC110185230|XP_020809623.1|DSER	LOC5567091|XP_001651451.1|AAEG
OG0006738	LOC110189787|XP_020815678.1|DSER	LOC5576075|XP_001662412.1|AAEG
OG0006739	LOC110176226|XP_020798171.1|DSER	LOC5576082|XP_001662411.1|AAEG
OG0006740	LOC110189088|XP_020814720.1|DSER	LOC5576078|XP_001662409.1|AAEG
OG0006741	LOC110189087|XP_020814718.1|DSER	LOC5576076|XP_001662408.2|AAEG
OG0006742	LOC110191950|XP_020818630.1|DSER	LOC5578252|XP_021697471.1|AAEG
OG0006743	LOC110187562|XP_020812609.1|DSER	LOC5578257|XP_021697473.1|AAEG
OG0006744	LOC110190566|XP_020816798.1|DSER	LOC5576852|XP_021697528.1|AAEG
OG0006745	LOC110191116|XP_020817520.1|DSER	LOC5574228|XP_021697557.1|AAEG
OG0006746	LOC110189918|XP_020815850.1|DSER	LOC5574062|XP_021697583.1|AAEG
OG0006747	LOC110185159|XP_020809523.1|DSER	LOC5574061|XP_021697595.1|AAEG
OG0006748	LOC110179579|XP_020802829.1|DSER	LOC5567758|XP_021697604.1|AAEG
OG0006749	LOC110177568|XP_020799999.1|DSER	LOC5564953|XP_021697669.1|AAEG
OG0006750	LOC110179680|XP_020802950.1|DSER	LOC5573546|XP_021697677.1|AAEG
OG0006752	LOC110183662|XP_020807648.1|DSER	LOC5565551|XP_001649918.2|AAEG
OG0006753	LOC110183711|XP_020807718.1|DSER	LOC5565561|XP_001649914.2|AAEG
OG0006754	LOC110178812|XP_020801730.1|DSER	LOC5565536|XP_021697747.1|AAEG
OG0006755	LOC110183657|XP_020807644.1|DSER	LOC5565556|XP_001649893.1|AAEG
OG0006756	LOC110184719|XP_020808997.1|DSER	LOC5565532|XP_021697759.1|AAEG
OG0006757	LOC110184735|XP_020809021.1|DSER	LOC5563838|XP_001648155.1|AAEG
OG0006758	LOC110188851|XP_020814416.1|DSER	LOC5563841|XP_001648157.1|AAEG
OG0006759	LOC110188801|XP_020814333.1|DSER	LOC5563839|XP_021697761.1|AAEG
OG0006760	LOC110189935|XP_020815879.1|DSER	LOC5565543|XP_021697770.1|AAEG
OG0006761	LOC110186496|XP_020811353.1|DSER	LOC5564146|XP_001648476.1|AAEG
OG0006762	LOC110191970|XP_020818644.1|DSER	LOC5576549|XP_021697835.1|AAEG
OG0006763	LOC110189351|XP_020815052.1|DSER	LOC5573513|XP_001660911.1|AAEG
OG0006764	LOC110179266|XP_020802380.1|DSER	LOC5574925|XP_021697878.1|AAEG
OG0006765	LOC110189370|XP_020815077.1|DSER	LOC5566529|XP_001650919.1|AAEG
OG0006766	LOC110178730|XP_020801611.1|DSER	LOC5566494|XP_021697881.1|AAEG
OG0006767	LOC110190268|XP_020816298.1|DSER	LOC5575135|XP_001655512.2|AAEG
OG0006768	LOC110190267|XP_020816291.1|DSER	LOC5575136|XP_001655513.1|AAEG
OG0006769	LOC110189984|XP_020815932.1|DSER	LOC5575137|XP_001655514.1|AAEG
OG0006770	LOC110190758|XP_020817046.1|DSER	LOC5578617|XP_001657036.2|AAEG
OG0006771	LOC110180103|XP_020803389.1|DSER	LOC5571183|XP_021697944.1|AAEG
OG0006772	LOC110177735|XP_020800253.1|DSER	LOC5571188|XP_001653516.2|AAEG
OG0006773	LOC110182805|XP_020806598.1|DSER	LOC5573990|XP_021697979.1|AAEG
OG0006774	LOC110190250|XP_020816273.1|DSER	LOC5573997|XP_021698005.1|AAEG
OG0006775	LOC110190371|XP_020816442.1|DSER	LOC5573999|XP_001661086.1|AAEG
OG0006776	LOC110183640|XP_020807618.1|DSER	LOC5568730|XP_001658110.2|AAEG
OG0006777	LOC110190000|XP_020815959.1|DSER	LOC5574003|XP_001661090.1|AAEG
OG0006778	LOC110188833|XP_020814383.1|DSER	LOC5574004|XP_021698010.1|AAEG
OG0006779	LOC110178818|XP_020801742.1|DSER	LOC5574358|XP_021698013.1|AAEG
OG0006780	LOC110176750|XP_020798857.1|DSER	LOC5568735|XP_021698016.1|AAEG
OG0006781	LOC110176195|XP_020798105.1|DSER	LOC5568743|XP_021698045.1|AAEG
OG0006782	LOC110177634|XP_020800107.1|DSER	LOC5568748|XP_001658129.2|AAEG
OG0006783	LOC110178313|XP_020801066.1|DSER	LOC5566824|XP_021698068.1|AAEG
OG0006784	LOC110189988|XP_020815943.1|DSER	LOC5569157|XP_021698137.1|AAEG
OG0006785	LOC110182528|XP_020806240.1|DSER	LOC5572098|XP_021698148.1|AAEG
OG0006786	LOC110189663|XP_020815467.1|DSER	LOC5569163|XP_021698171.1|AAEG
OG0006787	LOC110178900|XP_020801835.1|DSER	LOC5574864|XP_021698278.1|AAEG
OG0006788	LOC110178902|XP_020801838.1|DSER	LOC5574863|XP_001661687.2|AAEG
OG0006789	LOC110181539|XP_020804980.1|DSER	LOC5575957|XP_001662311.1|AAEG
OG0006790	LOC110182361|XP_020806062.1|DSER	LOC5574862|XP_001661688.1|AAEG
OG0006791	LOC110181256|XP_020804620.1|DSER	LOC5565671|XP_001650026.1|AAEG
OG0006792	LOC110190535|XP_020816741.1|DSER	LOC5574453|XP_001661470.1|AAEG
OG0006793	LOC110190524|XP_020816720.1|DSER	LOC5564220|XP_001648568.2|AAEG
OG0006794	LOC110189346|XP_020815047.1|DSER	LOC5564228|XP_001648564.1|AAEG
OG0006795	LOC110178611|XP_020801454.1|DSER	LOC5564217|XP_001648559.2|AAEG
OG0006796	LOC110190252|XP_020816275.1|DSER	LOC5564317|XP_001648653.1|AAEG
OG0006797	LOC110183395|XP_020807324.1|DSER	LOC5564300|XP_001648651.1|AAEG
OG0006798	LOC110190075|XP_020816040.1|DSER	LOC5569020|XP_001658276.1|AAEG
OG0006799	LOC110190764|XP_020817053.1|DSER	LOC5574158|XP_021698429.1|AAEG
OG0006800	LOC110188943|XP_020814545.1|DSER	LOC5569603|XP_001652883.2|AAEG
OG0006801	LOC110184218|XP_020808328.1|DSER	LOC5577968|XP_001663631.1|AAEG
OG0006802	LOC110176375|XP_020798366.1|DSER	LOC5570796|XP_021698590.1|AAEG
OG0006803	LOC110191679|XP_020818247.1|DSER	LOC5570783|XP_001653286.2|AAEG
OG0006804	LOC110190545|XP_020816753.1|DSER	LOC5570793|XP_021698604.1|AAEG
OG0006805	LOC110182111|XP_020805779.1|DSER	LOC5570791|XP_021698606.1|AAEG
OG0006806	LOC110188276|XP_020813626.1|DSER	LOC5579155|XP_021698640.1|AAEG
OG0006807	LOC110190151|XP_020816143.1|DSER	LOC5568754|XP_021698685.1|AAEG
OG0006808	LOC110177040|XP_020799215.1|DSER	LOC5572534|XP_001654061.2|AAEG
OG0006809	LOC110177559|XP_020799991.1|DSER	LOC5572289|XP_001653975.2|AAEG
OG0006810	LOC110190529|XP_020816734.1|DSER	LOC5572287|XP_001653972.2|AAEG
OG0006811	LOC110176495|XP_020798527.1|DSER	LOC5572286|XP_001653971.2|AAEG
OG0006812	LOC110191083|XP_020817481.1|DSER	LOC23687584|XP_021698727.1|AAEG
OG0006813	LOC110187835|XP_020812973.1|DSER	LOC5572277|XP_021698748.1|AAEG
OG0006814	LOC110187748|XP_020812868.1|DSER	LOC5572195|XP_001653862.1|AAEG
OG0006815	LOC110177602|XP_020800057.1|DSER	LOC5564563|XP_021698821.1|AAEG
OG0006816	LOC110177569|XP_020800004.1|DSER	LOC5571886|XP_021698823.1|AAEG
OG0006817	LOC110188867|XP_020814439.1|DSER	LOC5566090|XP_001650458.2|AAEG
OG0006818	LOC110178621|XP_020801464.1|DSER	LOC5566034|XP_021698857.1|AAEG
OG0006819	LOC110190409|XP_020816534.1|DSER	LOC5574351|XP_001661386.2|AAEG
OG0006820	LOC110190207|XP_020816221.1|DSER	LOC5574348|XP_021698908.1|AAEG
OG0006821	LOC110183144|XP_020806994.1|DSER	LOC5574342|XP_021698910.1|AAEG
OG0006822	LOC110182889|XP_020806692.1|DSER	LOC5577977|XP_021698914.1|AAEG
OG0006823	LOC110183560|XP_020807520.1|DSER	LOC5574338|XP_001661371.1|AAEG
OG0006824	LOC110176170|XP_020798067.1|DSER	LOC5574333|XP_001661366.1|AAEG
OG0006825	LOC110191225|XP_020817650.1|DSER	LOC5577266|XP_021698973.1|AAEG
OG0006826	LOC110183573|XP_020807542.1|DSER	LOC5577270|XP_021698987.1|AAEG
OG0006827	LOC110191742|XP_020818333.1|DSER	LOC5573289|XP_021699051.1|AAEG
OG0006828	LOC110183320|XP_020807226.1|DSER	LOC5573299|XP_021699066.1|AAEG
OG0006829	LOC110190482|XP_020816653.1|DSER	LOC5575939|XP_001662292.2|AAEG
OG0006830	LOC110177584|XP_020800027.1|DSER	LOC5577292|XP_021699169.1|AAEG
OG0006831	LOC110190787|XP_020817084.1|DSER	LOC5572503|XP_001660443.2|AAEG
OG0006832	LOC110190077|XP_020816042.1|DSER	LOC5577144|XP_021699221.1|AAEG
OG0006833	LOC110190772|XP_020817062.1|DSER	LOC5577147|XP_021699228.1|AAEG
OG0006834	LOC110191152|XP_020817568.1|DSER	LOC5573014|XP_001654342.2|AAEG
OG0006835	LOC110189084|XP_020814714.1|DSER	LOC5573011|XP_021699250.1|AAEG
OG0006836	LOC110185340|XP_020809778.1|DSER	LOC5573010|XP_001654338.2|AAEG
OG0006837	LOC110183585|XP_020807557.1|DSER	LOC5573001|XP_001654328.1|AAEG
OG0006838	LOC110190635|XP_020816890.1|DSER	LOC5574542|XP_021699261.1|AAEG
OG0006839	LOC110183554|XP_020807514.1|DSER	LOC5574541|XP_021699268.1|AAEG
OG0006840	LOC110180586|XP_020803937.1|DSER	LOC5578845|XP_021699292.1|AAEG
OG0006841	LOC110190098|XP_020816064.1|DSER	LOC5578859|XP_021699353.1|AAEG
OG0006842	LOC110177619|XP_020800084.1|DSER	LOC5571041|XP_021699362.1|AAEG
OG0006843	LOC110179522|XP_020802758.1|DSER	LOC110676304|XP_021699379.1|AAEG
OG0006844	LOC110186916|XP_020811897.1|DSER	LOC5578061|XP_001663683.2|AAEG
OG0006845	LOC110189905|XP_020815829.1|DSER	LOC5570325|XP_001653153.1|AAEG
OG0006846	LOC110178772|XP_020801674.1|DSER	LOC5570323|XP_021699516.1|AAEG
OG0006847	LOC110178769|XP_020801666.1|DSER	LOC5578493|XP_021699519.1|AAEG
OG0006848	LOC110189640|XP_020815445.1|DSER	LOC5570720|XP_001659313.2|AAEG
OG0006849	LOC110190339|XP_020816396.1|DSER	LOC5576986|XP_001663087.2|AAEG
OG0006850	LOC110190338|XP_020816395.1|DSER	LOC5576985|XP_001663086.2|AAEG
OG0006851	LOC110190206|XP_020816219.1|DSER	LOC5576984|XP_021699580.1|AAEG
OG0006852	LOC110189778|XP_020815661.1|DSER	LOC5570872|XP_001659378.1|AAEG
OG0006853	LOC110183618|XP_020807595.1|DSER	LOC5569275|XP_021699681.1|AAEG
OG0006854	LOC110188945|XP_020814544.1|DSER	LOC5578326|XP_021699692.1|AAEG
OG0006855	LOC110190481|XP_020816652.1|DSER	LOC5575625|XP_021699709.1|AAEG
OG0006856	LOC110189707|XP_020815540.1|DSER	LOC5573556|XP_021699711.1|AAEG
OG0006857	LOC110189373|XP_020815080.1|DSER	LOC110676379|XP_021699724.1|AAEG
OG0006858	LOC110189062|XP_020814690.1|DSER	LOC5576383|XP_021699727.1|AAEG
OG0006859	LOC110191569|XP_020818111.1|DSER	LOC5569576|XP_001658637.2|AAEG
OG0006860	LOC110189445|XP_020815176.1|DSER	LOC5567709|XP_021699758.1|AAEG
OG0006861	LOC110177620|XP_020800088.1|DSER	LOC5567692|XP_021699794.1|AAEG
OG0006862	LOC110190643|XP_020816900.1|DSER	LOC5565716|XP_001650075.2|AAEG
OG0006863	LOC110175931|XP_020797769.1|DSER	LOC5564741|XP_021699864.1|AAEG
OG0006864	LOC110189494|XP_020815243.1|DSER	LOC5574635|XP_001661553.2|AAEG, LOC110680643|XP_021712129.1|AAEG
OG0006865	LOC110187853|XP_020812997.1|DSER	LOC5574632|XP_021699894.1|AAEG, LOC110680516|XP_021712003.1|AAEG
OG0006866	LOC110176078|XP_020797968.1|DSER	LOC5574641|XP_001661556.2|AAEG
OG0006867	LOC110177930|XP_020800568.1|DSER	LOC110676410|XP_021699895.1|AAEG
OG0006868	LOC110177929|XP_020800567.1|DSER	LOC5574640|XP_021699897.1|AAEG
OG0006869	LOC110189513|XP_020815281.1|DSER	LOC5574645|XP_021699909.1|AAEG
OG0006870	LOC110189341|XP_020815043.1|DSER	LOC5572042|XP_001660147.3|AAEG
OG0006871	LOC110180712|XP_020804055.1|DSER	LOC5572050|XP_001660156.2|AAEG
OG0006872	LOC110191914|XP_020818563.1|DSER	LOC110676417|XP_021699960.1|AAEG
OG0006873	LOC110179369|XP_020802545.1|DSER	LOC5564188|XP_021699967.1|AAEG
OG0006874	LOC110191706|XP_020818281.1|DSER	LOC5574548|XP_001661497.1|AAEG
OG0006875	LOC110187517|XP_020812571.1|DSER	LOC5574376|XP_021700082.1|AAEG
