Orthogroup	DSER.longest_only	DBUS.longest_only
OG0010213	LOC110177756|XP_020800278.1|DSER	LOC108597224|XP_017839157.1|DBUS
OG0010214	LOC110177695|XP_020800178.1|DSER	LOC108594723|XP_017835350.1|DBUS
OG0010215	LOC110180375|XP_020803705.1|DSER	LOC108595885|XP_017836664.1|DBUS
OG0010216	LOC110178310|XP_020801062.1|DSER	LOC108595592|XP_017836343.1|DBUS
OG0010217	LOC110177962|XP_020800613.1|DSER	LOC108595617|XP_017836372.1|DBUS
OG0010218	LOC110177951|XP_020800599.1|DSER	LOC108595628|XP_017836385.1|DBUS
OG0010219	LOC110179739|XP_020803015.1|DSER, LOC110177957|XP_020800608.1|DSER	LOC108595512|XP_017836254.1|DBUS
OG0010220	LOC110191554|XP_020818092.1|DSER	LOC108595738|XP_017836514.1|DBUS
OG0010221	LOC110191546|XP_020818080.1|DSER	LOC108594870|XP_017835498.1|DBUS
OG0010222	LOC110177994|XP_020800651.1|DSER	LOC108596501|XP_017837821.1|DBUS
OG0010223	LOC110179283|XP_020802430.1|DSER	LOC108596734|XP_017838282.1|DBUS
OG0010224	LOC110176352|XP_020798340.1|DSER	LOC108596793|XP_017838385.1|DBUS
OG0010225	LOC110176612|XP_020798695.1|DSER	LOC108604613|XP_017849641.1|DBUS
OG0010226	LOC110188583|XP_020814007.1|DSER	LOC108602558|XP_017846182.1|DBUS
OG0010227	LOC110188010|XP_020813192.1|DSER	LOC108603715|XP_017848245.1|DBUS
OG0010229	LOC110187892|XP_020813038.1|DSER	LOC108602870|XP_017846647.1|DBUS
OG0010230	LOC110188387|XP_020813766.1|DSER	LOC108602330|XP_017845905.1|DBUS
OG0010231	LOC110186702|XP_020811634.1|DSER	LOC108602597|XP_017846223.1|DBUS
OG0010232	LOC110184017|XP_020808045.1|DSER	LOC108601231|XP_017844618.1|DBUS
OG0010233	LOC110188551|XP_020813967.1|DSER	LOC108603277|XP_017847426.1|DBUS
OG0010234	LOC110176641|XP_020798727.1|DSER	LOC108602242|XP_017845780.1|DBUS
OG0010235	LOC110186740|XP_020811664.1|DSER	LOC108602256|XP_017845799.1|DBUS
OG0010236	LOC110176481|XP_020798506.1|DSER	LOC108603739|XP_017848285.1|DBUS
OG0010237	LOC110176459|XP_020798472.1|DSER	LOC108603148|XP_017847183.1|DBUS
OG0010238	LOC110186297|XP_020811071.1|DSER, LOC110186898|XP_020811876.1|DSER	LOC108602399|XP_017845999.1|DBUS
OG0010239	LOC110183846|XP_020807858.1|DSER, LOC110187903|XP_020813061.1|DSER	LOC108602262|XP_017845805.1|DBUS
OG0010240	LOC110186040|XP_020810737.1|DSER	LOC108603366|XP_017847613.1|DBUS
OG0010242	LOC110187795|XP_020812928.1|DSER	LOC108601978|XP_017845461.1|DBUS
OG0010243	LOC110191210|XP_020817637.1|DSER	LOC108602436|XP_017846046.1|DBUS
OG0010244	LOC110188493|XP_020813882.1|DSER	LOC108602497|XP_017846114.1|DBUS
OG0010245	LOC110188048|XP_020813256.1|DSER	LOC108602643|XP_017846277.1|DBUS
OG0010246	LOC110186249|XP_020810990.1|DSER	LOC108604022|XP_017848756.1|DBUS
OG0010247	LOC110176047|XP_020797919.1|DSER, LOC110185071|XP_020809414.1|DSER	LOC108602034|XP_017845531.1|DBUS
OG0010248	LOC110187797|XP_020812930.1|DSER	LOC108604423|XP_017849378.1|DBUS
OG0010249	LOC110186516|XP_020811372.1|DSER	LOC108602175|XP_017845701.1|DBUS
OG0010250	LOC110187660|XP_020812738.1|DSER	LOC108603156|XP_017847201.1|DBUS
OG0010251	LOC110177212|XP_020799490.1|DSER	LOC108602475|XP_017846088.1|DBUS
OG0010253	LOC110181129|XP_020804459.1|DSER	LOC108597407|XP_017839443.1|DBUS
OG0010254	LOC110178453|XP_020801246.1|DSER	LOC108597561|XP_017839659.1|DBUS
OG0010259	LOC110185167|XP_020809535.1|DSER	LOC108599090|XP_033149532.1|DBUS
OG0010260	LOC110183040|XP_020806885.1|DSER	LOC108603474|XP_017847806.1|DBUS
OG0010267	LOC110188820|XP_020814359.1|DSER	LOC108598454|XP_017840584.1|DBUS
OG0010275	LOC110191093|XP_020817496.1|DSER	LOC108603443|XP_017847759.1|DBUS
OG0010277	LOC110191343|XP_020817847.1|DSER	LOC108604492|XP_017849474.1|DBUS
OG0010279	LOC110187727|XP_020812837.1|DSER	LOC108603855|XP_017848498.1|DBUS
OG0010280	LOC110175997|XP_020797851.1|DSER	LOC108606179|XP_017851518.1|DBUS
OG0010281	LOC110185313|XP_020809738.1|DSER	LOC108599771|XP_017842305.2|DBUS
OG0010284	LOC110186455|XP_020811299.1|DSER	LOC108601777|XP_017845193.1|DBUS
OG0010285	LOC110177335|XP_020799680.1|DSER	LOC108601353|XP_017844742.1|DBUS
OG0010287	LOC110188030|XP_020813227.1|DSER	LOC108602474|XP_017846087.1|DBUS
OG0010288	LOC110186271|XP_020811042.1|DSER	LOC108603485|XP_017847823.1|DBUS
OG0010289	LOC110186272|XP_020811043.1|DSER	LOC108601775|XP_017845190.1|DBUS
OG0010292	LOC110186152|XP_020810865.1|DSER	LOC117134866|XP_033150063.1|DBUS
OG0010295	LOC110180610|XP_020803953.1|DSER, LOC110182740|XP_020806501.1|DSER	LOC108601936|XP_017845406.1|DBUS
OG0010296	LOC110182870|XP_020806672.1|DSER	LOC108597176|XP_017839082.1|DBUS
OG0010297	LOC110188975|XP_020814582.1|DSER	LOC117134646|XP_033148949.1|DBUS
OG0010298	LOC110177920|XP_020800557.1|DSER	LOC108595779|XP_017836560.1|DBUS
OG0010302	LOC110182320|XP_020806014.1|DSER	LOC108596645|XP_017838109.1|DBUS
OG0010303	LOC110191527|XP_020818054.1|DSER	LOC108595203|XP_017835879.1|DBUS
OG0010304	LOC110179115|XP_020802164.1|DSER	LOC108604947|XP_017850006.1|DBUS
OG0010305	LOC110181611|XP_020805072.1|DSER	LOC108606528|XP_017852192.1|DBUS
OG0010307	LOC110181476|XP_020804883.1|DSER	LOC108606422|XP_017852012.1|DBUS
OG0010308	LOC110175926|XP_020797764.1|DSER	LOC108605957|XP_017851266.1|DBUS
OG0010310	LOC110182459|XP_020806154.1|DSER	LOC108606409|XP_017851982.1|DBUS
OG0010311	LOC110181759|XP_020805281.1|DSER	LOC108605259|XP_017850370.1|DBUS
OG0010313	LOC110190050|XP_020816014.1|DSER	LOC108598074|XP_017840176.1|DBUS
OG0010315	LOC110179058|XP_020802077.1|DSER	LOC108605552|XP_017850802.1|DBUS
OG0010317	LOC110182577|XP_020806285.1|DSER	LOC108605989|XP_017851299.1|DBUS
OG0010319	LOC110180197|XP_020803510.1|DSER	LOC108606641|XP_017852429.1|DBUS
OG0010320	LOC110181571|XP_020805021.1|DSER	LOC108605877|XP_017851179.1|DBUS
OG0010321	LOC110190091|XP_020816056.1|DSER	LOC108599198|XP_017841483.2|DBUS
OG0010322	LOC110190391|XP_020816503.1|DSER	LOC108597997|XP_017840101.1|DBUS
OG0010323	LOC110178792|XP_020801704.1|DSER	LOC108600026|XP_017842835.1|DBUS
OG0010324	LOC110183607|XP_020807584.1|DSER	LOC108599782|XP_017842329.1|DBUS
OG0010325	LOC110176741|XP_020798844.1|DSER	LOC108599091|XP_017841369.1|DBUS
OG0010326	LOC110183721|XP_020807729.1|DSER	LOC108598257|XP_017840362.2|DBUS
OG0010327	LOC110189048|XP_020814674.1|DSER	LOC108597953|XP_017840057.1|DBUS
OG0010329	LOC110190682|XP_020816951.1|DSER	LOC108597892|XP_033149309.1|DBUS
OG0010330	LOC110178968|XP_020801932.1|DSER	LOC108599903|XP_017842586.1|DBUS
OG0010331	LOC110178925|XP_020801870.1|DSER	LOC108600353|XP_017843367.2|DBUS, LOC108600354|XP_033149541.1|DBUS
OG0010332	LOC110187124|XP_020812193.1|DSER	LOC108606243|XP_017851676.1|DBUS
OG0010333	LOC110181464|XP_020804871.1|DSER	LOC108607740|XP_017854253.2|DBUS
OG0010335	LOC110181614|XP_020805075.1|DSER	LOC108606796|XP_017852745.1|DBUS
OG0010336	LOC110188516|XP_020813911.1|DSER	LOC108606019|XP_017851334.1|DBUS
OG0010337	LOC110188857|XP_020814422.1|DSER	LOC108606544|XP_017852232.1|DBUS
OG0010338	LOC110187088|XP_020812147.1|DSER	LOC108605167|XP_033150326.1|DBUS
OG0010339	LOC110189721|XP_020815570.1|DSER	LOC108605906|XP_017851210.1|DBUS
OG0010340	LOC110182022|XP_020805612.1|DSER	LOC117134902|XP_033150225.1|DBUS
OG0010341	LOC110182056|XP_020805671.1|DSER	LOC108604909|XP_017849968.1|DBUS
OG0010342	LOC110184235|XP_020808351.1|DSER	LOC108605399|XP_033150233.1|DBUS
OG0010343	LOC110185773|XP_020810435.1|DSER	LOC108605716|XP_017850999.1|DBUS
OG0010344	LOC110182477|XP_020806182.1|DSER	LOC108605185|XP_017850266.1|DBUS
OG0010345	LOC110180167|XP_020803484.1|DSER	LOC108605226|XP_017850326.1|DBUS
OG0010346	LOC110180529|XP_020803860.1|DSER	LOC108606031|XP_017851347.1|DBUS
OG0010347	LOC110182086|XP_020805726.1|DSER	LOC108606984|XP_017853047.1|DBUS
OG0010348	LOC110189739|XP_020815596.1|DSER	LOC108606131|XP_017851473.1|DBUS
OG0010349	LOC110181924|XP_020805518.1|DSER	LOC108605346|XP_017850504.1|DBUS
OG0010350	LOC110182072|XP_020805715.1|DSER	LOC108606345|XP_017851878.1|DBUS
OG0010351	LOC110180443|XP_020803772.1|DSER	LOC108605970|XP_017851281.1|DBUS
OG0010352	LOC110178132|XP_020800816.1|DSER	LOC108605678|XP_017850957.1|DBUS
OG0010353	LOC110179385|XP_020802568.1|DSER	LOC108604993|XP_017850049.1|DBUS
OG0010354	LOC110184350|XP_020808504.1|DSER	LOC108606056|XP_017851391.1|DBUS
OG0010355	LOC110182839|XP_020806631.1|DSER	LOC108606879|XP_017852892.1|DBUS
OG0010356	LOC110176081|XP_020797981.1|DSER	LOC117134915|XP_033150276.1|DBUS
OG0010357	LOC110184373|XP_020808531.1|DSER	LOC108606948|XP_017852994.2|DBUS
OG0010358	LOC110184330|XP_020808484.1|DSER	LOC108605888|XP_017851192.1|DBUS
OG0010359	LOC110180548|XP_020803901.1|DSER	LOC108605005|XP_017850061.1|DBUS
OG0010360	LOC110177218|XP_020799495.1|DSER	LOC108606074|XP_017851409.1|DBUS
OG0010361	LOC110180553|XP_020803907.1|DSER	LOC108605754|XP_017851043.1|DBUS
OG0010362	LOC110179491|XP_020802724.1|DSER	LOC108605718|XP_017851000.1|DBUS
OG0010363	LOC110184186|XP_020808256.1|DSER	LOC108605104|XP_017850157.1|DBUS
OG0010364	LOC110181709|XP_020805217.1|DSER	LOC108605004|XP_017850060.1|DBUS
OG0010365	LOC110188651|XP_020814087.1|DSER	LOC108606107|XP_017851444.1|DBUS
OG0010366	LOC110181484|XP_020804895.1|DSER	LOC108606876|XP_017852888.1|DBUS
OG0010367	LOC110179604|XP_020802861.1|DSER	LOC108605963|XP_017851271.2|DBUS
OG0010368	LOC110179601|XP_020802858.1|DSER	LOC108605936|XP_033150334.1|DBUS
OG0010369	LOC110182557|XP_020806268.1|DSER	LOC108605962|XP_017851270.1|DBUS
OG0010370	LOC110179062|XP_020802083.1|DSER	LOC108605940|XP_017851250.1|DBUS
OG0010371	LOC110182223|XP_020805909.1|DSER	LOC108605372|XP_017850530.1|DBUS
OG0010372	LOC110184143|XP_020808212.1|DSER	LOC108605114|XP_017850166.1|DBUS
OG0010373	LOC110184199|XP_020808301.1|DSER	LOC108604940|XP_017849999.1|DBUS
OG0010374	LOC110181610|XP_020805071.1|DSER	LOC108606531|XP_017852194.1|DBUS
OG0010375	LOC110181609|XP_020805070.1|DSER	LOC108606529|XP_017852193.1|DBUS
OG0010376	LOC110187139|XP_020812212.1|DSER	LOC108607013|XP_017853085.1|DBUS
OG0010377	LOC110180364|XP_020803689.1|DSER	LOC108605778|XP_017851070.1|DBUS
OG0010378	LOC110182466|XP_020806163.1|DSER	LOC108605820|XP_017851115.1|DBUS
OG0010379	LOC110181796|XP_020805337.1|DSER	LOC108606073|XP_017851408.1|DBUS
OG0010380	LOC110178023|XP_020800697.1|DSER	LOC108605715|XP_017850998.1|DBUS
OG0010381	LOC110178046|XP_020800719.1|DSER	LOC108606097|XP_017851433.1|DBUS
OG0010382	LOC110178038|XP_020800714.1|DSER	LOC108606163|XP_017851504.1|DBUS
OG0010383	LOC110178045|XP_020800718.1|DSER	LOC108605984|XP_017851295.1|DBUS
OG0010384	LOC110179497|XP_020802730.1|DSER	LOC108605764|XP_017851055.1|DBUS
OG0010385	LOC110186026|XP_020810721.1|DSER	LOC108601925|XP_033150044.1|DBUS
OG0010386	LOC110185736|XP_020810386.1|DSER	LOC108600117|XP_017843486.2|DBUS
OG0010387	LOC110186036|XP_020810732.1|DSER	LOC108603195|XP_017847267.1|DBUS
OG0010388	LOC110187370|XP_020812420.1|DSER	LOC108607771|XP_033150098.1|DBUS
OG0010389	LOC110183802|XP_020807814.1|DSER	LOC117134987|XP_033150574.1|DBUS
OG0010390	LOC110185955|XP_020810632.1|DSER	LOC108604397|XP_017849348.1|DBUS
OG0010391	LOC110185796|XP_020810459.1|DSER	LOC108603575|XP_017847992.2|DBUS
OG0010392	LOC110181437|XP_020804838.1|DSER	LOC108603440|XP_017847756.2|DBUS
OG0010393	LOC110185923|XP_020810595.1|DSER	LOC108594786|XP_017835417.1|DBUS
OG0010394	LOC110180582|XP_020803932.1|DSER	LOC108601875|XP_017845337.2|DBUS
OG0010396	LOC110183036|XP_020806881.1|DSER	LOC108601589|XP_017844981.1|DBUS
OG0010397	LOC110185943|XP_020810617.1|DSER	LOC108608417|XP_017855269.1|DBUS
OG0010398	LOC110185075|XP_020809413.1|DSER	LOC108608326|XP_017855156.1|DBUS
OG0010399	LOC110185079|XP_020809417.1|DSER	LOC108596856|XP_017838492.2|DBUS
OG0010400	LOC110185128|XP_020809484.1|DSER	LOC108607687|XP_017854142.1|DBUS
OG0010401	LOC110185127|XP_020809483.1|DSER	LOC108600101|XP_017842962.2|DBUS
OG0010402	LOC110177894|XP_020800522.1|DSER	LOC108594233|XP_017834833.2|DBUS
OG0010403	LOC110177876|XP_020800500.1|DSER	LOC108607521|XP_017853880.2|DBUS
OG0010407	LOC110185881|XP_020810551.1|DSER, LOC110183321|XP_020807230.1|DSER	LOC108601101|XP_017844544.2|DBUS
OG0010409	LOC110185564|XP_020810142.1|DSER	LOC108608295|XP_017855109.1|DBUS
OG0010411	LOC110183988|XP_020808004.1|DSER	LOC108594504|XP_017835192.2|DBUS
OG0010413	LOC110182263|XP_020805940.1|DSER	LOC108606299|XP_017851780.1|DBUS
OG0010414	LOC110182298|XP_020805977.1|DSER	LOC108606306|XP_017851793.1|DBUS
OG0010415	LOC110181204|XP_020804544.1|DSER	LOC108603578|XP_017848035.1|DBUS
OG0010416	LOC110183471|XP_020807409.1|DSER	LOC108604149|XP_017848956.1|DBUS
OG0010417	LOC110183473|XP_020807410.1|DSER	LOC108604335|XP_017849290.1|DBUS
OG0010418	LOC110183488|XP_020807429.1|DSER	LOC108607587|XP_017853976.1|DBUS
OG0010419	LOC110183489|XP_020807430.1|DSER	LOC108598685|XP_017840899.1|DBUS
OG0010420	LOC110181202|XP_020804542.1|DSER	LOC108598412|XP_017840531.2|DBUS
OG0010421	LOC110183108|XP_020806957.1|DSER	LOC108606100|XP_017851436.1|DBUS
OG0010422	LOC110183947|XP_020807967.1|DSER	LOC108608202|XP_017854968.2|DBUS
OG0010423	LOC110181390|XP_020804780.1|DSER	LOC108604197|XP_017849043.2|DBUS
OG0010424	LOC110182615|XP_020806336.1|DSER	LOC117135009|XP_033150683.1|DBUS
OG0010425	LOC110187471|XP_020812517.1|DSER	LOC108602545|XP_017846170.1|DBUS
OG0010426	LOC110187482|XP_020812528.1|DSER	LOC108605356|XP_017850517.1|DBUS
OG0010427	LOC110187434|XP_020812483.1|DSER	LOC108603659|XP_017848135.2|DBUS
OG0010428	LOC110187449|XP_020812497.1|DSER	LOC108608520|XP_017855411.2|DBUS
OG0010429	LOC110177039|XP_020799214.1|DSER	LOC108603033|XP_017846942.1|DBUS
OG0010430	LOC110181146|XP_020804478.1|DSER	LOC108605017|XP_017850076.1|DBUS
OG0010431	LOC110182619|XP_020806343.1|DSER	LOC108601175|XP_017844603.1|DBUS
OG0010432	LOC110182605|XP_020806326.1|DSER	LOC108599936|XP_017842651.1|DBUS
OG0010433	LOC110187581|XP_020812626.1|DSER	LOC108604770|XP_017849856.1|DBUS
OG0010434	LOC110182292|XP_020805970.1|DSER	LOC108607574|XP_017853956.1|DBUS
OG0010435	LOC110182336|XP_020806027.1|DSER	LOC108599526|XP_017841895.2|DBUS
OG0010436	LOC110183186|XP_020807034.1|DSER	LOC108607944|XP_017854554.1|DBUS
OG0010437	LOC110185641|XP_020810256.1|DSER	LOC108606861|XP_017852858.1|DBUS
OG0010438	LOC110185087|XP_020809430.1|DSER	LOC108599343|XP_017841668.2|DBUS
OG0010439	LOC110185107|XP_020809456.1|DSER	LOC108604203|XP_017849056.1|DBUS
OG0010440	LOC110184921|XP_020809225.1|DSER	LOC108604557|XP_017849578.1|DBUS
OG0010441	LOC110184867|XP_020809172.1|DSER	LOC108594410|XP_017835068.1|DBUS
OG0010442	LOC110176606|XP_020798689.1|DSER	LOC108597596|XP_017839710.1|DBUS
OG0010443	LOC110183140|XP_020806989.1|DSER	LOC108603282|XP_017847439.1|DBUS
OG0010444	LOC110183137|XP_020806986.1|DSER	LOC108603774|XP_017848354.1|DBUS
OG0010445	LOC110184884|XP_020809188.1|DSER	LOC108603314|XP_017847515.2|DBUS
OG0010446	LOC110178209|XP_020800906.1|DSER	LOC108600837|XP_017844125.1|DBUS
OG0010447	LOC110183672|XP_020807666.1|DSER	LOC108599061|XP_017841330.2|DBUS
OG0010448	LOC110184784|XP_020809083.1|DSER	LOC108600131|XP_017843011.1|DBUS
OG0010450	LOC110178655|XP_020801506.1|DSER	LOC108598371|XP_017840482.2|DBUS
OG0010451	LOC110178627|XP_020801472.1|DSER	LOC108600565|XP_017843717.2|DBUS
OG0010452	LOC110190720|XP_020817001.1|DSER	LOC108600075|XP_017842921.1|DBUS
OG0010453	LOC110190604|XP_020816857.1|DSER	LOC108599000|XP_017841266.1|DBUS
OG0010454	LOC110183592|XP_020807564.1|DSER	LOC108599379|XP_017841674.1|DBUS
OG0010455	LOC110190686|XP_020816955.1|DSER	LOC108601122|XP_017844531.1|DBUS
OG0010456	LOC110185209|XP_020809597.1|DSER	LOC108598961|XP_017841221.1|DBUS
OG0010457	LOC110190096|XP_020816062.1|DSER	LOC108599312|XP_017841604.1|DBUS
OG0010458	LOC110190095|XP_020816061.1|DSER	LOC108598314|XP_017840419.1|DBUS
OG0010459	LOC110190382|XP_020816471.1|DSER	LOC108599376|XP_017841671.1|DBUS
OG0010460	LOC110190088|XP_020816053.1|DSER	LOC108598317|XP_033149332.1|DBUS
OG0010461	LOC110185145|XP_020809506.1|DSER	LOC108600787|XP_017844050.1|DBUS
OG0010462	LOC110178782|XP_020801687.1|DSER	LOC108598708|XP_017840922.1|DBUS
OG0010463	LOC110190740|XP_020817021.1|DSER	LOC108599719|XP_017842205.1|DBUS
OG0010464	LOC110190743|XP_020817025.1|DSER	LOC108599707|XP_017842193.1|DBUS
OG0010465	LOC110190455|XP_020816614.1|DSER	LOC108599714|XP_017842199.2|DBUS
OG0010466	LOC110190444|XP_020816603.1|DSER	LOC108598862|XP_017841108.1|DBUS
OG0010467	LOC110190452|XP_020816612.1|DSER	LOC108598964|XP_017841224.1|DBUS
OG0010468	LOC110190133|XP_020816115.1|DSER	LOC108599048|XP_017841317.1|DBUS
OG0010469	LOC110177631|XP_020800105.1|DSER	LOC108598171|XP_017840275.1|DBUS
OG0010470	LOC110189093|XP_020814724.1|DSER	LOC108600884|XP_017844193.2|DBUS
OG0010471	LOC110189079|XP_020814709.1|DSER	LOC108599915|XP_017842603.1|DBUS
OG0010472	LOC110188868|XP_020814440.1|DSER	LOC108599465|XP_017841790.1|DBUS
OG0010473	LOC110176302|XP_020798282.1|DSER	LOC108597958|XP_017840062.2|DBUS
OG0010474	LOC110184791|XP_020809089.1|DSER	LOC108599401|XP_017841700.1|DBUS
OG0010475	LOC110190774|XP_020817065.1|DSER	LOC108599389|XP_017841685.1|DBUS
OG0010477	LOC110177598|XP_020800052.1|DSER	LOC108599929|XP_017842630.1|DBUS
OG0010478	LOC110176744|XP_020798846.1|DSER	LOC108598562|XP_017840735.2|DBUS
OG0010479	LOC110176708|XP_020798806.1|DSER	LOC108598566|XP_017840739.1|DBUS
OG0010480	LOC110190214|XP_020816229.1|DSER	LOC108599276|XP_017841562.1|DBUS
OG0010481	LOC110185180|XP_020809556.1|DSER	LOC108600893|XP_017844202.2|DBUS
OG0010482	LOC110190810|XP_020817118.1|DSER	LOC108601036|XP_017844405.1|DBUS
OG0010483	LOC110176275|XP_020798251.1|DSER	LOC108600179|XP_017843075.1|DBUS
OG0010484	LOC110190159|XP_020816153.1|DSER	LOC108599882|XP_017842551.1|DBUS
OG0010485	LOC110190138|XP_020816125.1|DSER	LOC108600310|XP_017843290.1|DBUS
OG0010486	LOC110177534|XP_020799962.1|DSER	LOC108598340|XP_017840447.2|DBUS
OG0010487	LOC110179011|XP_020802010.1|DSER	LOC108599831|XP_017842429.1|DBUS
OG0010488	LOC110178957|XP_020801919.1|DSER	LOC108599159|XP_017841435.1|DBUS
OG0010489	LOC110185305|XP_020809714.1|DSER	LOC108599302|XP_017841592.1|DBUS
OG0010490	LOC110178367|XP_020801163.1|DSER	LOC108595919|XP_017836697.1|DBUS
OG0010491	LOC110177672|XP_020800153.1|DSER	LOC108594694|XP_033150923.1|DBUS
OG0010493	LOC110178983|XP_020801955.1|DSER	LOC108598611|XP_017840798.1|DBUS
OG0010495	LOC110189964|XP_020815912.1|DSER	LOC108600705|XP_017843923.1|DBUS
OG0010496	LOC110190123|XP_020816106.1|DSER	LOC108599128|XP_033149753.1|DBUS
OG0010497	LOC110191231|XP_020817660.1|DSER	LOC117134780|XP_033149413.1|DBUS
OG0010498	LOC110188997|XP_020814607.1|DSER	LOC108595629|XP_017836388.1|DBUS
OG0010501	LOC110189213|XP_020814843.1|DSER	LOC108594936|XP_017835560.1|DBUS
OG0010502	LOC110176171|XP_020798068.1|DSER	LOC108600059|XP_017842892.2|DBUS
OG0010503	LOC110191642|XP_020818191.1|DSER	LOC108595557|XP_017836305.1|DBUS
OG0010504	LOC110180787|XP_020804128.1|DSER	LOC108597781|XP_017839986.1|DBUS
OG0010505	LOC110182948|XP_020806796.1|DSER	LOC108596355|XP_017837506.1|DBUS
OG0010506	LOC110189492|XP_020815242.1|DSER	LOC108597241|XP_017839180.1|DBUS
OG0010507	LOC110184080|XP_020808123.1|DSER	LOC108595773|XP_017836552.1|DBUS
OG0010508	LOC110178509|XP_020801318.1|DSER	LOC108596974|XP_017838716.1|DBUS
OG0010509	LOC110180271|XP_020803586.1|DSER	LOC108594608|XP_017835241.1|DBUS
OG0010510	LOC110179534|XP_020802776.1|DSER	LOC108595468|XP_017836202.1|DBUS
OG0010513	LOC110179575|XP_020802827.1|DSER	LOC108595703|XP_017836476.1|DBUS
OG0010514	LOC110176743|XP_020798850.1|DSER	LOC108597070|XP_017838889.1|DBUS
OG0010515	LOC110177835|XP_020800441.1|DSER	LOC108596451|XP_017837688.1|DBUS
OG0010516	LOC110177974|XP_020800629.1|DSER	LOC108595585|XP_017836336.1|DBUS
OG0010517	LOC110182937|XP_020806775.1|DSER	LOC108595894|XP_017836673.1|DBUS
OG0010519	LOC110178394|XP_020801190.1|DSER	LOC108597669|XP_017839828.1|DBUS
OG0010520	LOC110178409|XP_020801216.1|DSER, LOC110181367|XP_020804758.1|DSER, LOC110177406|XP_020799783.1|DSER	LOC108595589|XP_017836341.1|DBUS
OG0010521	LOC110178328|XP_020801097.1|DSER	LOC108596954|XP_017838684.1|DBUS
OG0010522	LOC110189575|XP_020815364.1|DSER	LOC108597696|XP_017839864.1|DBUS
OG0010523	LOC110189516|XP_020815299.1|DSER	LOC108595410|XP_017836125.1|DBUS
OG0010524	LOC110177702|XP_020800187.1|DSER	LOC108595362|XP_017836075.1|DBUS
OG0010525	LOC110178915|XP_020801857.1|DSER	LOC108596108|XP_017837017.1|DBUS
OG0010526	LOC110180404|XP_020803721.1|DSER	LOC108595744|XP_017836521.1|DBUS
OG0010527	LOC110177969|XP_020800621.1|DSER	LOC108597462|XP_017839522.2|DBUS
OG0010528	LOC110177950|XP_020800596.1|DSER	LOC108595973|XP_017836748.2|DBUS
OG0010529	LOC110177971|XP_020800622.1|DSER	LOC108596005|XP_017836779.1|DBUS
OG0010530	LOC110191535|XP_020818069.1|DSER	LOC108595240|XP_017835927.1|DBUS
OG0010531	LOC110190923|XP_020817244.1|DSER	LOC108603185|XP_017847235.1|DBUS
OG0010532	LOC110188370|XP_020813742.1|DSER	LOC108602890|XP_017846688.1|DBUS
OG0010533	LOC110178974|XP_020801944.1|DSER	LOC108599898|XP_033149765.1|DBUS
OG0010535	LOC110188712|XP_020814181.1|DSER	LOC108603936|XP_017848619.1|DBUS
OG0010536	LOC110188708|XP_020814175.1|DSER	LOC108601537|XP_033149928.1|DBUS
OG0010537	LOC110188609|XP_020814032.1|DSER	LOC108603634|XP_033149801.1|DBUS
OG0010538	LOC110191727|XP_020818304.1|DSER	LOC108603967|XP_017848659.1|DBUS
OG0010539	LOC110177220|XP_020799496.1|DSER	LOC108603422|XP_033150106.1|DBUS
OG0010540	LOC110186394|XP_020811215.1|DSER	LOC108602771|XP_017846432.1|DBUS
OG0010541	LOC110181241|XP_020804605.1|DSER	LOC108602237|XP_017845773.1|DBUS
OG0010542	LOC110176635|XP_020798722.1|DSER	LOC108602062|XP_017845571.1|DBUS
OG0010543	LOC110186539|XP_020811402.1|DSER	LOC108602197|XP_017845734.1|DBUS
OG0010545	LOC110187846|XP_020812989.1|DSER	LOC108602305|XP_017845877.1|DBUS
OG0010546	LOC110186846|XP_020811794.1|DSER	LOC108603113|XP_017847108.1|DBUS
OG0010547	LOC110186848|XP_020811796.1|DSER	LOC108602656|XP_017846291.1|DBUS
OG0010548	LOC110186907|XP_020811886.1|DSER	LOC108601361|XP_017844750.1|DBUS
OG0010549	LOC110186637|XP_020811556.1|DSER	LOC108602998|XP_017846882.1|DBUS
OG0010550	LOC110186956|XP_020811950.1|DSER	LOC108601629|XP_017845017.1|DBUS
OG0010551	LOC110189016|XP_020814636.1|DSER	LOC108603629|XP_017848077.1|DBUS
OG0010552	LOC110186651|XP_020811572.1|DSER	LOC108602412|XP_017846014.1|DBUS
OG0010553	LOC110186641|XP_020811560.1|DSER	LOC108601818|XP_017845243.1|DBUS
OG0010554	LOC110177345|XP_020799694.1|DSER	LOC108604851|XP_017849961.1|DBUS
OG0010556	LOC110186716|XP_020811647.1|DSER	LOC108602640|XP_017846274.1|DBUS
OG0010557	LOC110187908|XP_020813069.1|DSER	LOC108602537|XP_017846158.1|DBUS
OG0010559	LOC110186240|XP_020810965.1|DSER	LOC108602735|XP_017846376.1|DBUS
OG0010560	LOC110191726|XP_020818303.1|DSER	LOC108602598|XP_017846224.1|DBUS
OG0010561	LOC110191150|XP_020817565.1|DSER	LOC108602120|XP_017845636.1|DBUS
OG0010562	LOC110190637|XP_020816897.1|DSER	LOC108604841|XP_017849949.1|DBUS
OG0010563	LOC110190018|XP_020815977.1|DSER	LOC108595819|XP_017836599.1|DBUS
OG0010564	LOC110186653|XP_020811577.1|DSER	LOC108602811|XP_017846529.1|DBUS
OG0010566	LOC110186632|XP_020811550.1|DSER	LOC108602289|XP_017845858.1|DBUS
