Orthogroup	DSER.longest_only	DMIR.longest_only
OG0008265	LOC110186833|XP_020811781.1|DSER, LOC110186786|XP_020811720.1|DSER	LOC108154514|XP_017140303.2|DMIR
OG0008266	LOC110188111|XP_020813342.1|DSER	LOC108156668|XP_017143780.1|DMIR
OG0008267	LOC110191263|XP_020817713.1|DSER	LOC108156475|XP_017143435.1|DMIR
OG0008268	LOC110187420|XP_020812468.1|DSER	LOC108162666|XP_017152996.2|DMIR
OG0008269	LOC110176826|XP_020798936.1|DSER	LOC108161748|XP_017151570.1|DMIR
OG0008270	LOC110179110|XP_020802159.1|DSER	LOC108159214|XP_017147786.1|DMIR
OG0008271	LOC110185300|XP_020809710.1|DSER	LOC108151331|XP_017135372.1|DMIR
OG0008272	LOC110183051|XP_020806894.1|DSER	LOC108152185|XP_017136816.1|DMIR
OG0008273	LOC110186448|XP_020811291.1|DSER	LOC108154693|XP_017140531.1|DMIR
OG0008274	LOC110187147|XP_020812220.1|DSER	LOC108152557|XP_017137474.1|DMIR
OG0008275	LOC110182573|XP_020806279.1|DSER	LOC108152428|XP_017137249.1|DMIR
OG0008276	LOC110187097|XP_020812160.1|DSER	LOC108161821|XP_017151672.1|DMIR
OG0008277	LOC110182220|XP_020805905.1|DSER	LOC108157132|XP_017144523.1|DMIR
OG0008278	LOC110183360|XP_020807281.1|DSER	LOC108163007|XP_017153520.1|DMIR
OG0008279	LOC110181927|XP_020805521.1|DSER	LOC108164765|XP_017156164.1|DMIR
OG0008280	LOC110181704|XP_020805207.1|DSER	LOC108164917|XP_017156390.1|DMIR
OG0008281	LOC110181718|XP_020805231.1|DSER	LOC108164747|XP_017156133.1|DMIR
OG0008282	LOC110182482|XP_020806188.1|DSER	LOC108165605|XP_017157169.1|DMIR
OG0008283	LOC110181612|XP_020805073.1|DSER	LOC108159877|XP_017148976.1|DMIR
OG0008284	LOC110185411|XP_020809877.1|DSER	LOC108164463|XP_017155685.1|DMIR
OG0008285	LOC110179061|XP_020802082.1|DSER	LOC108165061|XP_017156596.1|DMIR
OG0008286	LOC110179504|XP_020802739.1|DSER	LOC108165128|XP_017156682.1|DMIR
OG0008287	LOC110179083|XP_020802128.1|DSER	LOC108159070|XP_017147510.1|DMIR
OG0008288	LOC110188702|XP_020814168.1|DSER	LOC108157479|XP_017145052.1|DMIR
OG0008289	LOC110188063|XP_020813272.1|DSER	LOC108154560|XP_017140350.1|DMIR
OG0008290	LOC110180291|XP_020803607.1|DSER	LOC108164697|XP_017156058.1|DMIR
OG0008291	LOC110184282|XP_020808422.1|DSER	LOC108152605|XP_017137555.1|DMIR
OG0008292	LOC110187101|XP_020812166.1|DSER	LOC108152546|XP_017137451.1|DMIR
OG0008293	LOC110186824|XP_020811770.1|DSER	LOC108157638|XP_017145271.1|DMIR
OG0008294	LOC110191342|XP_020817846.1|DSER	LOC108156005|XP_017142696.1|DMIR
OG0008295	LOC110180625|XP_020803970.1|DSER	LOC108155329|XP_017141563.1|DMIR
OG0008296	LOC110184246|XP_020808361.1|DSER	LOC108164861|XP_017156284.1|DMIR
OG0008297	LOC110179085|XP_020802129.1|DSER	LOC108159091|XP_017147543.1|DMIR
OG0008298	LOC110184130|XP_020808197.1|DSER	LOC108164527|XP_017155808.1|DMIR
OG0008299	LOC110186576|XP_020811447.1|DSER	LOC108156053|XP_017142815.1|DMIR
OG0008300	LOC110179749|XP_020803025.1|DSER	LOC108164679|XP_017156025.1|DMIR
OG0008301	LOC110188654|XP_020814091.1|DSER	LOC108156555|XP_017143565.1|DMIR
OG0008302	LOC110184387|XP_020808552.1|DSER	LOC108164728|XP_017156110.1|DMIR
OG0008303	LOC110181799|XP_020805340.1|DSER	LOC108152857|XP_017137971.1|DMIR
OG0008304	LOC110182649|XP_020806375.1|DSER	LOC108165098|XP_017156641.1|DMIR
OG0008305	LOC110179577|XP_020802826.1|DSER	LOC117186278|XP_033242704.1|DMIR
OG0008306	LOC110184380|XP_020808543.1|DSER	LOC108159295|XP_017147957.1|DMIR
OG0008307	LOC110189200|XP_020814833.1|DSER	LOC108157616|XP_017145240.1|DMIR
OG0008308	LOC110191377|XP_020817887.1|DSER	LOC108155005|XP_017141043.1|DMIR
OG0008309	LOC110185844|XP_020810511.1|DSER	LOC108163369|XP_017154109.1|DMIR
OG0008310	LOC110185246|XP_020809640.1|DSER	LOC108153096|XP_017138367.1|DMIR
OG0008311	LOC110191991|XP_020818683.1|DSER	LOC108153545|XP_033241996.1|DMIR
OG0008312	LOC110186254|XP_020810995.1|DSER	LOC108157196|XP_017144617.1|DMIR
OG0008313	LOC110179387|XP_020802571.1|DSER	LOC108163493|XP_033243050.1|DMIR
OG0008314	LOC110189237|XP_020814879.1|DSER	LOC108159105|XP_017147567.1|DMIR
OG0008315	LOC110176183|XP_020798092.1|DSER, LOC110182019|XP_020805609.1|DSER	LOC108150913|XP_017134727.1|DMIR
OG0008317	LOC110187785|XP_020812915.1|DSER	LOC108155203|XP_017141366.1|DMIR
OG0008318	LOC110184257|XP_020808380.1|DSER	LOC108164831|XP_017156242.1|DMIR
OG0008319	LOC110177905|XP_020800534.1|DSER	LOC108160950|XP_017150730.1|DMIR
OG0008320	LOC110179472|XP_020802701.1|DSER	LOC108161142|XP_033255157.1|DMIR
OG0008321	LOC110191888|XP_020818532.1|DSER	LOC108156298|XP_033245231.1|DMIR
OG0008322	LOC110183398|XP_020807327.1|DSER	LOC108161330|XP_017151056.2|DMIR
OG0008323	LOC110191047|XP_020817430.1|DSER	LOC108155885|XP_017142510.1|DMIR
OG0008324	LOC110183047|XP_020806890.1|DSER	LOC108152020|XP_017136486.1|DMIR
OG0008325	LOC110184337|XP_020808493.1|DSER	LOC108155661|XP_017142115.1|DMIR
OG0008326	LOC110190972|XP_020817322.1|DSER	LOC108155233|XP_017141411.1|DMIR
OG0008327	LOC110191645|XP_020818198.1|DSER	LOC108160711|XP_017150373.1|DMIR
OG0008328	LOC110182011|XP_020805602.1|DSER	LOC108165054|XP_017156584.1|DMIR
OG0008329	LOC110181925|XP_020805519.1|DSER	LOC108164993|XP_017156507.1|DMIR
OG0008330	LOC110178726|XP_020801609.1|DSER	LOC108158236|XP_017145957.1|DMIR, LOC117191552|XP_033252273.1|DMIR
OG0008331	LOC110190552|XP_020816766.1|DSER	LOC108152002|XP_017136461.1|DMIR
OG0008332	LOC110190293|XP_020816336.1|DSER	LOC108152990|XP_017138211.1|DMIR
OG0008333	LOC110190508|XP_020816688.1|DSER	LOC108153540|XP_017139095.1|DMIR
OG0008334	LOC110190601|XP_020816853.1|DSER	LOC108152905|XP_017138040.1|DMIR
OG0008335	LOC110185292|XP_020809700.1|DSER	LOC108151324|XP_017135365.1|DMIR
OG0008336	LOC110190369|XP_020816440.1|DSER	LOC108150952|XP_017134775.1|DMIR
OG0008338	LOC110178989|XP_020801963.1|DSER	LOC108151721|XP_017135986.1|DMIR
OG0008339	LOC110184423|XP_020808617.1|DSER	LOC108157707|XP_017145369.1|DMIR
OG0008340	LOC110177918|XP_020800555.1|DSER	LOC108159064|XP_017147498.1|DMIR
OG0008341	LOC110178596|XP_020801441.1|DSER	LOC108153226|XP_017138545.1|DMIR
OG0008342	LOC110188802|XP_020814336.1|DSER	LOC108152155|XP_017136763.1|DMIR
OG0008343	LOC110191268|XP_020817723.1|DSER	LOC108156050|XP_017142811.1|DMIR
OG0008344	LOC110177625|XP_020800092.1|DSER	LOC108153071|XP_017138341.1|DMIR
OG0008345	LOC110182803|XP_020806597.1|DSER	LOC108151504|XP_017135638.1|DMIR
OG0008346	LOC110181510|XP_020804941.1|DSER	LOC108152875|XP_017137994.1|DMIR
OG0008347	LOC110185930|XP_020810603.1|DSER	LOC108161773|XP_017151601.1|DMIR
OG0008348	LOC110189846|XP_020815714.1|DSER	LOC108151873|XP_033242729.1|DMIR
OG0008349	LOC110191024|XP_020817400.1|DSER	LOC108153764|XP_017139392.1|DMIR
OG0008350	LOC110175919|XP_020797756.1|DSER	LOC108156967|XP_017144244.1|DMIR
OG0008351	LOC110188905|XP_020814485.1|DSER	LOC108152728|XP_017137755.2|DMIR
OG0008352	LOC110190485|XP_020816656.1|DSER	LOC108152893|XP_017138022.1|DMIR
OG0008353	LOC110183651|XP_020807634.1|DSER	LOC108153284|XP_017138645.1|DMIR
OG0008354	LOC110181677|XP_020805171.1|DSER	LOC108152970|XP_017138182.1|DMIR
OG0008355	LOC110179353|XP_020802524.1|DSER	LOC108160408|XP_017149890.1|DMIR
OG0008356	LOC110190489|XP_020816664.1|DSER	LOC108151509|XP_017135643.1|DMIR
OG0008357	LOC110186349|XP_020811156.1|DSER	LOC108155389|XP_017141658.1|DMIR
OG0008358	LOC110185931|XP_020810604.1|DSER	LOC108161374|XP_017151112.1|DMIR
OG0008359	LOC110184073|XP_020808111.1|DSER	LOC108158556|XP_017146460.1|DMIR
OG0008360	LOC110177249|XP_020799562.1|DSER	LOC108160641|XP_017150262.1|DMIR
OG0008361	LOC110183870|XP_020807882.1|DSER	LOC108162721|XP_017153075.1|DMIR
OG0008362	LOC110179509|XP_020802745.1|DSER	LOC108155752|XP_017142280.1|DMIR
OG0008363	LOC110190924|XP_020817245.1|DSER	LOC108159820|XP_017148880.2|DMIR, LOC117185782|XP_033246886.1|DMIR
OG0008364	LOC110176185|XP_020798094.1|DSER	LOC108150879|XP_017134678.1|DMIR
OG0008365	LOC110179203|XP_020802280.1|DSER	LOC108159748|XP_017148777.1|DMIR, LOC117192759|XP_033253392.1|DMIR
OG0008366	LOC110177355|XP_020799706.1|DSER	LOC108154143|XP_017139768.1|DMIR
OG0008367	LOC110179480|XP_020802712.1|DSER	LOC108152787|XP_017137860.1|DMIR
OG0008368	LOC110183477|XP_020807416.1|DSER	LOC108162989|XP_017153486.1|DMIR
OG0008369	LOC110175917|XP_020797753.1|DSER	LOC108164671|XP_017156012.1|DMIR
OG0008370	LOC110191078|XP_020817472.1|DSER	LOC108156282|XP_017143145.1|DMIR
OG0008371	LOC110187619|XP_020812668.1|DSER	LOC108156045|XP_017142805.1|DMIR
OG0008372	LOC110187185|XP_020812243.1|DSER	LOC108161251|XP_033249750.1|DMIR
OG0008373	LOC110183286|XP_020807175.1|DSER	LOC108163264|XP_017153923.1|DMIR
OG0008374	LOC110182817|XP_020806612.1|DSER	LOC108162389|XP_017152595.1|DMIR
OG0008375	LOC110187421|XP_020812470.1|DSER	LOC108162667|XP_017152997.2|DMIR
OG0008376	LOC110182307|XP_020805982.1|DSER	LOC108162359|XP_017152553.1|DMIR
OG0008377	LOC110178103|XP_020800772.1|DSER	LOC108163226|XP_017153871.1|DMIR
OG0008378	LOC110178111|XP_020800784.1|DSER	LOC108163224|XP_017153870.1|DMIR
OG0008379	LOC110185711|XP_020810346.1|DSER	LOC108163067|XP_017153630.1|DMIR
OG0008380	LOC110183316|XP_020807220.1|DSER	LOC108163190|XP_017153819.1|DMIR
OG0008381	LOC110182314|XP_020805999.1|DSER	LOC108163601|XP_017154478.1|DMIR
OG0008383	LOC110177051|XP_020799226.1|DSER	LOC108163511|XP_017154331.1|DMIR
OG0008384	LOC110184011|XP_020808036.1|DSER	LOC108162532|XP_033249982.1|DMIR
OG0008385	LOC110187385|XP_020812435.1|DSER	LOC108164309|XP_017155446.1|DMIR
OG0008386	LOC110184447|XP_020808646.1|DSER	LOC108164410|XP_017155570.1|DMIR
OG0008387	LOC110176483|XP_020798512.1|DSER	LOC108155974|XP_017142650.1|DMIR
OG0008388	LOC110183828|XP_020807840.1|DSER	LOC108162199|XP_017152299.1|DMIR
OG0008389	LOC110182719|XP_020806478.1|DSER	LOC108161154|XP_017150865.2|DMIR
OG0008390	LOC110179894|XP_020803151.1|DSER	LOC108161802|XP_017151647.2|DMIR
OG0008391	LOC110182283|XP_020805960.1|DSER	LOC108164171|XP_017155276.1|DMIR
OG0008392	LOC110178551|XP_020801375.1|DSER	LOC108151015|XP_017134865.1|DMIR
OG0008393	LOC110178547|XP_020801365.1|DSER	LOC108151582|XP_017135747.1|DMIR
OG0008394	LOC110190916|XP_020817236.1|DSER	LOC108152833|XP_017137927.1|DMIR
OG0008395	LOC110184319|XP_020808468.1|DSER	LOC108164955|XP_017156450.1|DMIR
OG0008396	LOC110184219|XP_020808330.1|DSER	LOC108159175|XP_017147713.1|DMIR
OG0008397	LOC110178022|XP_020800696.1|DSER	LOC108164592|XP_017155906.2|DMIR
OG0008398	LOC110182192|XP_020805859.1|DSER	LOC108150929|XP_017134751.2|DMIR
OG0008399	LOC110180526|XP_020803853.1|DSER	LOC108152053|XP_017136546.1|DMIR
OG0008400	LOC110188814|XP_020814351.1|DSER	LOC108151564|XP_017135728.1|DMIR
OG0008401	LOC110178096|XP_020800764.1|DSER	LOC108163799|XP_017154778.1|DMIR
OG0008402	LOC110191297|XP_020817765.1|DSER	LOC108154829|XP_017140721.1|DMIR
OG0008403	LOC110181916|XP_020805511.1|DSER	LOC108158507|XP_017146371.1|DMIR
OG0008404	LOC110177244|XP_020799546.1|DSER	LOC108156763|XP_017143915.1|DMIR
OG0008405	LOC110179519|XP_020802755.1|DSER	LOC108153465|XP_017138984.1|DMIR
OG0008406	LOC110184241|XP_020808357.1|DSER	LOC108154429|XP_017140190.1|DMIR
OG0008407	LOC110186568|XP_020811435.1|DSER	LOC108155465|XP_033246147.1|DMIR
OG0008408	LOC110187089|XP_020812148.1|DSER	LOC108152755|XP_017137816.1|DMIR
OG0008409	LOC110184626|XP_020808883.1|DSER	LOC108153422|XP_017138914.2|DMIR
OG0008410	LOC110186449|XP_020811293.1|DSER	LOC108154691|XP_017140529.1|DMIR
OG0008411	LOC110191878|XP_020818521.1|DSER	LOC108156797|XP_017143965.1|DMIR
OG0008412	LOC110180576|XP_020803929.1|DSER	LOC108153308|XP_017138707.1|DMIR
OG0008413	LOC110178991|XP_020801965.1|DSER	LOC108150983|XP_017134812.1|DMIR
OG0008414	LOC110178855|XP_020801777.1|DSER	LOC108152077|XP_017136599.1|DMIR
OG0008415	LOC110181855|XP_020805432.1|DSER	LOC108163208|XP_017153852.1|DMIR
OG0008416	LOC110179564|XP_020802805.1|DSER	LOC108153299|XP_017138682.1|DMIR
OG0008417	LOC110180189|XP_020803504.1|DSER	LOC108155406|XP_017141695.1|DMIR
OG0008418	LOC110180533|XP_020803868.1|DSER	LOC108160132|XP_017149419.1|DMIR
OG0008419	LOC110176052|XP_020797925.1|DSER	LOC108165001|XP_017156520.1|DMIR
OG0008420	LOC110187074|XP_020812123.1|DSER	LOC108165108|XP_017156655.1|DMIR
OG0008421	LOC110184371|XP_020808528.1|DSER	LOC108164791|XP_033247829.1|DMIR
OG0008422	LOC110181941|XP_020805536.1|DSER	LOC108163786|XP_017154762.1|DMIR
OG0008423	LOC110185494|XP_020810048.1|DSER	LOC108159386|XP_017148106.1|DMIR, LOC117191559|XP_033252279.1|DMIR
OG0008424	LOC110187064|XP_020812113.1|DSER	LOC108164536|XP_017155825.1|DMIR
OG0008425	LOC110177395|XP_020799758.1|DSER	LOC108157409|XP_033245527.1|DMIR
OG0008426	LOC110176324|XP_020798302.1|DSER	LOC108158421|XP_017146188.1|DMIR
OG0008427	LOC110179556|XP_020802797.1|DSER	LOC108164989|XP_033251981.1|DMIR
OG0008428	LOC110179045|XP_020802058.1|DSER	LOC108164057|XP_017155131.1|DMIR
OG0008429	LOC110191737|XP_020818326.1|DSER	LOC108157433|XP_017144975.1|DMIR
OG0008430	LOC110181756|XP_020805278.1|DSER	LOC108164958|XP_017156455.1|DMIR
OG0008431	LOC110185362|XP_020809803.1|DSER	LOC117188066|XP_033247231.1|DMIR
OG0008432	LOC110177311|XP_020799642.1|DSER	LOC108155277|XP_017141473.1|DMIR
OG0008433	LOC110190164|XP_020816159.1|DSER	LOC108152829|XP_017137918.1|DMIR
OG0008434	LOC110186877|XP_020811833.1|DSER	LOC108156032|XP_017142773.1|DMIR
OG0008435	LOC110183359|XP_020807280.1|DSER	LOC108163008|XP_017153522.1|DMIR
OG0008436	LOC110179821|XP_020803089.1|DSER	LOC108159154|XP_017147641.1|DMIR
OG0008438	LOC110188582|XP_020814006.1|DSER	LOC108156701|XP_017143837.1|DMIR
OG0008439	LOC110176320|XP_020798297.1|DSER	LOC108158551|XP_017146454.1|DMIR, LOC117191048|XP_033251910.1|DMIR
OG0008440	LOC110188025|XP_020813220.1|DSER	LOC108154747|XP_017140608.1|DMIR
OG0008441	LOC110190416|XP_020816542.1|DSER	LOC108153010|XP_017138245.1|DMIR, LOC108150806|XP_017134598.1|DMIR
OG0008442	LOC110184034|XP_020808065.1|DSER	LOC108160573|XP_033247371.1|DMIR
OG0008443	LOC110176261|XP_020798231.1|DSER	LOC108151035|XP_033244017.1|DMIR
OG0008444	LOC110185173|XP_020809550.1|DSER	LOC108151633|XP_017135827.1|DMIR
OG0008445	LOC110184428|XP_020808623.1|DSER	LOC108162790|XP_017153183.1|DMIR
OG0008446	LOC110178847|XP_020801766.1|DSER	LOC108164880|XP_033243941.1|DMIR
OG0008447	LOC110187111|XP_020812180.1|DSER	LOC108164798|XP_017156212.1|DMIR
OG0008448	LOC110181024|XP_020804358.1|DSER	LOC108151471|XP_033243230.1|DMIR
OG0008449	LOC110181573|XP_020805023.1|DSER	LOC108160747|XP_017150432.1|DMIR
OG0008450	LOC110181669|XP_020805153.1|DSER	LOC108153679|XP_017139287.1|DMIR
OG0008451	LOC110188281|XP_020813635.1|DSER	LOC108157779|XP_017145458.1|DMIR
OG0008452	LOC110178144|XP_020800831.1|DSER	LOC108162764|XP_017153140.1|DMIR
OG0008453	LOC110182952|XP_020806802.1|DSER	LOC108158348|XP_017146076.1|DMIR
OG0008454	LOC110180414|XP_020803737.1|DSER	LOC108164021|XP_033253676.1|DMIR
OG0008455	LOC110183684|XP_020807680.1|DSER	LOC108152230|XP_017136905.1|DMIR
OG0008456	LOC110188196|XP_020813448.1|DSER	LOC108155571|XP_017141960.1|DMIR
OG0008457	LOC110184368|XP_020808529.1|DSER	LOC108154100|XP_017139710.1|DMIR
OG0008458	LOC110176525|XP_020798565.1|DSER	LOC108158937|XP_017147236.2|DMIR, LOC117192895|XP_033253529.1|DMIR
OG0008459	LOC110181876|XP_020805461.1|DSER	LOC108164656|XP_017155997.1|DMIR
OG0008460	LOC110185679|XP_020810305.1|DSER	LOC108161424|XP_017151173.1|DMIR
OG0008461	LOC110177099|XP_020799303.1|DSER	LOC108163740|XP_017154688.2|DMIR
OG0008462	LOC110178438|XP_020801231.1|DSER, LOC110182295|XP_020805973.1|DSER	LOC108162075|XP_017152112.1|DMIR
OG0008463	LOC110178094|XP_020800760.1|DSER	LOC108162585|XP_017152887.1|DMIR
OG0008464	LOC110184102|XP_020808152.1|DSER	LOC108159650|XP_017148605.1|DMIR, LOC117190713|XP_033251670.1|DMIR
OG0008465	LOC110177718|XP_020800218.1|DSER	LOC108160158|XP_017149463.2|DMIR
OG0008466	LOC110182826|XP_020806622.1|DSER	LOC108160139|XP_017149436.1|DMIR
OG0008467	LOC110178479|XP_020801279.1|DSER	LOC108158488|XP_017146285.1|DMIR, LOC117189976|XP_033250948.1|DMIR
OG0008468	LOC110182400|XP_020806101.1|DSER, LOC110187313|XP_020812361.1|DSER	LOC108161641|XP_017151432.1|DMIR
OG0008470	LOC110190259|XP_020816323.1|DSER	LOC117185869|XP_017147576.2|DMIR, LOC117185813|XP_033247264.1|DMIR
OG0008472	LOC110180051|XP_020803331.1|DSER	LOC117194967|XP_033255336.1|DMIR, LOC108159011|XP_017147373.1|DMIR
OG0008473	LOC110181793|XP_020805332.1|DSER	LOC108156065|XP_017142840.1|DMIR
OG0008474	LOC110177282|XP_020799590.1|DSER	LOC108155098|XP_017141215.1|DMIR
OG0008475	LOC110185895|XP_020810566.1|DSER	LOC108163854|XP_017154857.1|DMIR
OG0008476	LOC110188686|XP_020814147.1|DSER	LOC108155155|XP_017141304.1|DMIR
OG0008477	LOC110178699|XP_020801756.1|DSER	LOC108160919|XP_017150690.1|DMIR
OG0008478	LOC110190989|XP_020817359.1|DSER	LOC108155010|XP_033245441.1|DMIR
OG0008479	LOC110179227|XP_020802323.1|DSER	LOC117193466|XP_033254117.1|DMIR, LOC117194054|XP_033254590.1|DMIR, LOC117194914|XP_033255271.1|DMIR, LOC108159873|XP_017148966.1|DMIR
OG0008480	LOC110178710|XP_020801569.1|DSER	LOC108152183|XP_017136811.1|DMIR
OG0008481	LOC110181798|XP_020805339.1|DSER	LOC108152741|XP_017137782.1|DMIR
OG0008482	LOC110190175|XP_020816181.1|DSER	LOC108150939|XP_017134758.1|DMIR
OG0008483	LOC110187334|XP_020812381.1|DSER, LOC110179238|XP_020802351.1|DSER, LOC110179931|XP_020803188.1|DSER	LOC108162906|XP_033248625.1|DMIR
OG0008484	LOC110187884|XP_020813028.1|DSER	LOC108156111|XP_017142896.1|DMIR
OG0008485	LOC110185747|XP_020810403.1|DSER	LOC108164195|XP_017155304.1|DMIR
OG0008486	LOC110185397|XP_020809838.1|DSER	LOC108164386|XP_033250202.1|DMIR
OG0008487	LOC110182536|XP_020806243.1|DSER	LOC108151408|XP_017135524.2|DMIR
OG0008488	LOC110191012|XP_020817389.1|DSER	LOC108157663|XP_017145311.1|DMIR
OG0008490	LOC110186662|XP_020811586.1|DSER	LOC117187273|XP_033245505.1|DMIR, LOC117187274|XP_033245506.1|DMIR, LOC117186915|XP_033244142.1|DMIR, LOC117187275|XP_033245507.1|DMIR, LOC117186914|XP_033244141.1|DMIR, LOC117186913|XP_033244140.1|DMIR, LOC108157336|XP_033245264.1|DMIR
OG0008491	LOC110191009|XP_020817385.1|DSER	LOC108157407|XP_017144943.2|DMIR
OG0008492	LOC110176864|XP_020798998.1|DSER	LOC108163107|XP_017153690.1|DMIR
OG0008493	LOC110186120|XP_020810829.1|DSER, LOC110186118|XP_020810826.1|DSER	LOC108162214|XP_017152321.2|DMIR
OG0008494	LOC110191582|XP_020818127.1|DSER	LOC108159809|XP_017148868.1|DMIR
OG0008495	LOC110182837|XP_020806633.1|DSER	LOC117191475|XP_033252223.1|DMIR, LOC117192056|XP_033252663.1|DMIR, LOC117191478|XP_033252225.1|DMIR, LOC117192057|XP_033252664.1|DMIR, LOC117191477|XP_033252224.1|DMIR, LOC108158540|XP_017146437.1|DMIR
OG0008496	LOC110177717|XP_020800217.1|DSER	LOC117189937|XP_033250908.1|DMIR, LOC117189938|XP_033250910.1|DMIR, LOC117190788|XP_033251736.1|DMIR, LOC108160157|XP_033246829.1|DMIR
OG0008497	LOC110182902|XP_020806718.1|DSER	LOC117194149|XP_033254693.1|DMIR, LOC108158380|XP_017146121.1|DMIR
OG0008498	LOC110180009|XP_020803260.1|DSER	LOC108160929|XP_033255626.1|DMIR, LOC117185741|XP_033247876.1|DMIR
OG0008499	LOC110176813|XP_020798917.1|DSER	LOC117193357|XP_033253964.1|DMIR, LOC108158238|XP_017145960.1|DMIR
OG0008500	LOC110178399|XP_020801196.1|DSER	LOC108159587|XP_017148526.1|DMIR
OG0008501	LOC110185194|XP_020809578.1|DSER	LOC108152164|XP_017136772.1|DMIR
OG0008502	LOC110182041|XP_020805630.1|DSER	LOC117194176|XP_033254728.1|DMIR, LOC108162529|XP_017152799.1|DMIR, LOC108164858|XP_033255671.1|DMIR
OG0008503	LOC110184260|XP_020808382.1|DSER	LOC108153062|XP_017138327.1|DMIR
OG0008504	LOC110188823|XP_020814368.1|DSER	LOC117188649|XP_033248704.1|DMIR, LOC108163328|XP_017154049.2|DMIR
OG0008505	LOC110189910|XP_020815834.1|DSER	LOC108152314|XP_017137036.1|DMIR
OG0008506	LOC110189998|XP_020815955.1|DSER	LOC108153339|XP_017138763.1|DMIR
OG0008507	LOC110178496|XP_020801306.1|DSER, LOC110178979|XP_020801950.1|DSER	LOC108151585|XP_017135753.1|DMIR
OG0008510	LOC110176040|XP_020797909.1|DSER	LOC108151194|XP_017135141.1|DMIR
OG0008511	LOC110181411|XP_020804807.1|DSER, LOC110181429|XP_020804831.1|DSER	LOC117185761|XP_017155074.1|DMIR, LOC108151613|XP_017135799.2|DMIR, LOC108151615|XP_017135801.1|DMIR
OG0008513	LOC110182270|XP_020805946.1|DSER	LOC108165103|XP_017156649.1|DMIR, LOC108164996|XP_017156516.1|DMIR
OG0008514	LOC110184914|XP_020809218.1|DSER	LOC108161391|XP_017151129.1|DMIR
OG0008515	LOC110182362|XP_020806063.1|DSER, LOC110184155|XP_020808221.1|DSER	LOC108153157|XP_017138449.1|DMIR, LOC108151869|XP_017136253.1|DMIR, LOC108161163|XP_033248475.1|DMIR, LOC108163784|XP_017154756.2|DMIR
OG0008516	LOC110189078|XP_020814708.1|DSER, LOC110189089|XP_020814721.1|DSER	LOC108165430|XP_017156958.1|DMIR, LOC117188713|XP_033248860.1|DMIR, LOC108161172|XP_017150881.2|DMIR, LOC117189122|XP_033250041.1|DMIR
OG0008517	LOC110190513|XP_020816702.1|DSER, LOC110190820|XP_020817135.1|DSER	LOC108152111|XP_017136675.1|DMIR
OG0008518	LOC110185086|XP_020809429.1|DSER, LOC110185920|XP_020810592.1|DSER	LOC108153023|XP_017138266.1|DMIR, LOC117188467|XP_033248270.1|DMIR, LOC108160969|XP_017150756.2|DMIR, LOC117193283|XP_033253918.1|DMIR
OG0008519	LOC110180031|XP_020803297.1|DSER	LOC117193828|XP_033254427.1|DMIR, LOC117193830|XP_033254429.1|DMIR, LOC117193832|XP_033254431.1|DMIR, LOC117193829|XP_033254428.1|DMIR, LOC117193834|XP_033254432.1|DMIR, LOC117193831|XP_033254430.1|DMIR, LOC108159589|XP_017148529.1|DMIR
OG0008520	LOC110188614|XP_020814039.1|DSER	LOC108155310|XP_017141517.1|DMIR
OG0008523	LOC110185974|XP_020810655.1|DSER	LOC117188706|XP_033248840.1|DMIR, LOC117188707|XP_033248841.1|DMIR, LOC108163336|XP_017154060.2|DMIR, LOC117188840|XP_033249205.1|DMIR, LOC108164073|XP_033248842.1|DMIR
OG0008524	LOC110184807|XP_020809102.1|DSER	LOC108164929|XP_017156406.1|DMIR
OG0008525	LOC110183463|XP_020807403.1|DSER, LOC110183464|XP_020807404.1|DSER	LOC108163700|XP_017154624.1|DMIR
OG0008527	LOC110175951|XP_020797798.1|DSER	LOC117189145|XP_033250102.1|DMIR
OG0008528	LOC110178744|XP_020801633.1|DSER	LOC108165593|XP_017157157.1|DMIR
OG0008529	LOC110182451|XP_020806144.1|DSER	LOC108151466|XP_017135577.1|DMIR
OG0008530	LOC110179082|XP_020802127.1|DSER	LOC108152871|XP_017137989.1|DMIR
OG0008531	LOC110181505|XP_020804934.1|DSER	LOC108164569|XP_017155876.1|DMIR
OG0008532	LOC110181607|XP_020805063.1|DSER	LOC108164719|XP_017156093.1|DMIR
OG0008535	LOC110182021|XP_020805611.1|DSER	LOC108164807|XP_017156216.1|DMIR
OG0008536	LOC110180434|XP_020803764.1|DSER	LOC108164655|XP_017155996.1|DMIR
OG0008537	LOC110186445|XP_020811292.1|DSER	LOC108156185|XP_033244568.1|DMIR
OG0008538	LOC110184121|XP_020808186.1|DSER	LOC108164709|XP_017156071.1|DMIR
OG0008540	LOC110190934|XP_020817262.1|DSER	LOC108154792|XP_017140672.1|DMIR
OG0008541	LOC110191122|XP_020817536.1|DSER	LOC108158850|XP_017147062.1|DMIR
OG0008544	LOC110177083|XP_020799270.1|DSER	LOC108158834|XP_017147042.1|DMIR
OG0008545	LOC110191565|XP_020818100.1|DSER	LOC108159502|XP_017148344.1|DMIR
OG0008546	LOC110188839|XP_020814391.1|DSER	LOC108152447|XP_017137290.1|DMIR
OG0008547	LOC110187108|XP_020812176.1|DSER	LOC108165476|XP_017157016.1|DMIR
OG0008549	LOC110188996|XP_020814610.1|DSER	LOC108154773|XP_017140647.1|DMIR
