Orthogroup	DSER.longest_only	AALB.longest_only
OG0006341	LOC110176123|XP_020798019.1|DSER	LOC118458683|XP_035777292.1|AALB
OG0006342	LOC110175932|XP_020797770.1|DSER	LOC118456744|XP_035773694.1|AALB
OG0006343	LOC110176094|XP_020797993.1|DSER	LOC118456724|XP_035773658.1|AALB
OG0006344	LOC110180638|XP_020803990.1|DSER	LOC118466444|XP_035791657.1|AALB
OG0006345	LOC110188657|XP_020814101.1|DSER	LOC118460464|XP_035780681.1|AALB
OG0006346	LOC110186861|XP_020811812.1|DSER	LOC118468323|XP_035794960.1|AALB
OG0006347	LOC110176393|XP_020798381.1|DSER	LOC118461583|XP_035782971.1|AALB
OG0006348	LOC110182555|XP_020806266.1|DSER	LOC118461309|XP_035782428.1|AALB
OG0006349	LOC110179433|XP_020802625.1|DSER	LOC118461711|XP_035783261.1|AALB
OG0006350	LOC110186544|XP_020811406.1|DSER	LOC118461925|XP_035783695.1|AALB
OG0006351	LOC110180119|XP_020803418.1|DSER	LOC118462622|XP_035784357.1|AALB
OG0006352	LOC110189233|XP_020814875.1|DSER	LOC118465168|XP_035789021.1|AALB
OG0006353	LOC110186564|XP_020811427.1|DSER	LOC118457074|XP_035774249.1|AALB
OG0006354	LOC110177429|XP_020799811.1|DSER	LOC118457280|XP_035774615.1|AALB
OG0006355	LOC110179381|XP_020802554.1|DSER	LOC118457027|XP_035774157.1|AALB
OG0006356	LOC110181758|XP_020805280.1|DSER	LOC118461829|XP_035783483.1|AALB
OG0006357	LOC110181678|XP_020805172.1|DSER	LOC118461140|XP_035782002.1|AALB
OG0006358	LOC110177637|XP_020800108.1|DSER	LOC118458510|XP_035776975.1|AALB
OG0006359	LOC110191777|XP_020818381.1|DSER	LOC118462581|XP_035784285.1|AALB
OG0006360	LOC110181918|XP_020805513.1|DSER	LOC118462588|XP_035784298.1|AALB
OG0006361	LOC110191772|XP_020818376.1|DSER	LOC118461356|XP_035782476.1|AALB
OG0006362	LOC110179512|XP_020802748.1|DSER	LOC118466392|XP_035791528.1|AALB
OG0006364	LOC110187293|XP_020812341.1|DSER	LOC118457719|XP_035775402.1|AALB
OG0006365	LOC110176067|XP_020797947.1|DSER	LOC118458954|XP_035777833.1|AALB
OG0006366	LOC110176016|XP_020797884.1|DSER	LOC118459652|XP_035779131.1|AALB
OG0006367	LOC110179399|XP_020802582.1|DSER	LOC118458817|XP_035777581.1|AALB
OG0006368	LOC110186630|XP_020811546.1|DSER	LOC118464099|XP_035787068.1|AALB
OG0006369	LOC110186620|XP_020811515.1|DSER	LOC118463930|XP_035786786.1|AALB
OG0006370	LOC110181707|XP_020805214.1|DSER	LOC118460029|XP_035779865.1|AALB
OG0006371	LOC110186671|XP_020811594.1|DSER	LOC118460706|XP_035781116.1|AALB
OG0006372	LOC110186779|XP_020811710.1|DSER	LOC118465530|XP_035789751.1|AALB
OG0006373	LOC110181556|XP_020804997.1|DSER	LOC118457618|XP_035775268.1|AALB
OG0006374	LOC110182197|XP_020805869.1|DSER	LOC118463184|XP_035785496.1|AALB
OG0006375	LOC110184576|XP_020808810.1|DSER	LOC118464653|XP_035788012.1|AALB
OG0006376	LOC110179379|XP_020802552.1|DSER	LOC118465134|XP_035788968.1|AALB
OG0006377	LOC110181745|XP_020805264.1|DSER	LOC118460677|XP_035781051.1|AALB, LOC118466437|XP_035791628.1|AALB
OG0006378	LOC110189033|XP_020814660.1|DSER	LOC118468810|XP_035795922.1|AALB
OG0006379	LOC110181493|XP_020804915.1|DSER	LOC118467580|XP_035794122.1|AALB
OG0006381	LOC110180643|XP_020803996.1|DSER	LOC118465272|XP_035789197.1|AALB
OG0006382	LOC110183512|XP_020807457.1|DSER	LOC118463072|XP_035785227.1|AALB
OG0006383	LOC110180378|XP_020803703.1|DSER	LOC118468712|XP_035795738.1|AALB
OG0006384	LOC110180331|XP_020803648.1|DSER	LOC118465637|XP_035789940.1|AALB
OG0006385	LOC110177315|XP_020799646.1|DSER	LOC118460171|XP_035780167.1|AALB
OG0006386	LOC110186034|XP_020810730.1|DSER	LOC118457589|XP_035775172.1|AALB
OG0006387	LOC110186393|XP_020811214.1|DSER	LOC118468994|XP_035796316.1|AALB
OG0006388	LOC110180471|XP_020803807.1|DSER	LOC118465098|XP_035788921.1|AALB
OG0006389	LOC110180470|XP_020803806.1|DSER	LOC118465560|XP_035789847.1|AALB
OG0006392	LOC110182567|XP_020806275.1|DSER	LOC118466535|XP_035791936.1|AALB
OG0006393	LOC110181210|XP_020804551.1|DSER	LOC118459940|XP_035779712.1|AALB
OG0006394	LOC110187759|XP_020812882.1|DSER	LOC118458395|XP_035776702.1|AALB
OG0006395	LOC110186611|XP_020811502.1|DSER	LOC118460198|XP_035780199.1|AALB
OG0006396	LOC110180141|XP_020803446.1|DSER	LOC118464016|XP_035786962.1|AALB
OG0006397	LOC110184604|XP_020808855.1|DSER	LOC118461986|XP_035783814.1|AALB
OG0006398	LOC110182097|XP_020805740.1|DSER	LOC118461991|XP_035783819.1|AALB
OG0006399	LOC110184271|XP_020808395.1|DSER	LOC118456882|XP_035773888.1|AALB
OG0006400	LOC110184269|XP_020808393.1|DSER	LOC118456879|XP_035773884.1|AALB
OG0006401	LOC110185260|XP_020809658.1|DSER	LOC118456881|XP_035773886.1|AALB
OG0006402	LOC110190952|XP_020817292.1|DSER	LOC118461435|XP_035782637.1|AALB
OG0006403	LOC110191306|XP_020817775.1|DSER	LOC118457002|XP_035774118.1|AALB
OG0006404	LOC110186950|XP_020811944.1|DSER	LOC118461789|XP_035783413.1|AALB
OG0006405	LOC110191240|XP_020817677.1|DSER	LOC118461634|XP_035783093.1|AALB
OG0006406	LOC110177460|XP_020799857.1|DSER	LOC118457806|XP_035775551.1|AALB
OG0006407	LOC110184344|XP_020808498.1|DSER	LOC118468413|XP_035795070.1|AALB
OG0006408	LOC110184165|XP_020808235.1|DSER	LOC118459970|XP_035779758.1|AALB
OG0006409	LOC110184226|XP_020808344.1|DSER	LOC118459462|XP_035778765.1|AALB
OG0006410	LOC110181514|XP_020804947.1|DSER	LOC118457597|XP_035775189.1|AALB
OG0006411	LOC110179678|XP_020802949.1|DSER	LOC118457493|XP_035775019.1|AALB
OG0006412	LOC110186785|XP_020811719.1|DSER	LOC118456826|XP_035773814.1|AALB
OG0006413	LOC110186411|XP_020811241.1|DSER	LOC118456827|XP_035773815.1|AALB
OG0006414	LOC110188356|XP_020813723.1|DSER	LOC118464924|XP_035788590.1|AALB
OG0006415	LOC110182215|XP_020805900.1|DSER	LOC118459463|XP_035778762.1|AALB
OG0006416	LOC110183497|XP_020807439.1|DSER	LOC118459745|XP_035779322.1|AALB
OG0006417	LOC110185811|XP_020810474.1|DSER	LOC118467060|XP_035792954.1|AALB
OG0006418	LOC110179108|XP_020802157.1|DSER	LOC118464433|XP_035787703.1|AALB
OG0006419	LOC110191391|XP_020817905.1|DSER	LOC118461081|XP_035781866.1|AALB
OG0006420	LOC110186397|XP_020811222.1|DSER	LOC118456331|XP_035772881.1|AALB
OG0006421	LOC110182709|XP_020806466.1|DSER	LOC118456817|XP_035773802.1|AALB
OG0006422	LOC110183121|XP_020806971.1|DSER	LOC118460444|XP_035780641.1|AALB
OG0006423	LOC110188334|XP_020813701.1|DSER	LOC118468311|XP_035794942.1|AALB
OG0006424	LOC110188336|XP_020813703.1|DSER	LOC118468321|XP_035794959.1|AALB
OG0006425	LOC110187961|XP_020813139.1|DSER	LOC118458398|XP_035776701.1|AALB
OG0006426	LOC110187960|XP_020813138.1|DSER	LOC118458397|XP_035776700.1|AALB
OG0006427	LOC110177393|XP_020799755.1|DSER	LOC118460086|XP_035779994.1|AALB
OG0006429	LOC110191307|XP_020817776.1|DSER	LOC118460195|XP_035780193.1|AALB
OG0006430	LOC110184671|XP_020808937.1|DSER	LOC118456760|XP_035773717.1|AALB
OG0006431	LOC110176410|XP_020798408.1|DSER	LOC118461001|XP_035781720.1|AALB
OG0006432	LOC110188263|XP_020813608.1|DSER	LOC118461727|XP_035783304.1|AALB
OG0006433	LOC110188064|XP_020813273.1|DSER	LOC118469005|XP_035796332.1|AALB
OG0006434	LOC110183386|XP_020807311.1|DSER	LOC118458642|XP_035777223.1|AALB
OG0006435	LOC110177285|XP_020799594.1|DSER	LOC118468969|XP_035796227.1|AALB
OG0006436	LOC110181488|XP_020804908.1|DSER	LOC118460538|XP_035780821.1|AALB
OG0006437	LOC110184197|XP_020808287.1|DSER	LOC118461884|XP_035783616.1|AALB
OG0006438	LOC110187556|XP_020812604.1|DSER	LOC118461383|XP_035782535.1|AALB
OG0006439	LOC110190433|XP_020816578.1|DSER	LOC118457630|XP_035775238.1|AALB
OG0006440	LOC110191417|XP_020817934.1|DSER	LOC118457631|XP_035775242.1|AALB
OG0006441	LOC110191393|XP_020817910.1|DSER	LOC118459382|XP_035778576.1|AALB
OG0006442	LOC110189685|XP_020815514.1|DSER	LOC118456732|XP_035773670.1|AALB
OG0006443	LOC110191807|XP_020818418.1|DSER	LOC118468663|XP_035795594.1|AALB
OG0006444	LOC110186174|XP_020810886.1|DSER	LOC118457552|XP_035775112.1|AALB
OG0006445	LOC110182502|XP_020806209.1|DSER	LOC118457876|XP_035775692.1|AALB
OG0006446	LOC110189039|XP_020814667.1|DSER	LOC118456516|XP_035773245.1|AALB
OG0006447	LOC110190875|XP_020817191.1|DSER	LOC118456514|XP_035773242.1|AALB
OG0006448	LOC110189720|XP_020815573.1|DSER	LOC118460214|XP_035780223.1|AALB
OG0006449	LOC110189468|XP_020815209.1|DSER	LOC118458130|XP_035776204.1|AALB
OG0006450	LOC110187209|XP_020812268.1|DSER	LOC118458668|XP_035777266.1|AALB
OG0006451	LOC110184367|XP_020808520.1|DSER	LOC118460533|XP_035780807.1|AALB
OG0006452	LOC110190859|XP_020817168.1|DSER	LOC118460555|XP_035780845.1|AALB
OG0006453	LOC110185217|XP_020809605.1|DSER	LOC118468524|XP_035795286.1|AALB
OG0006454	LOC110179485|XP_020802718.1|DSER	LOC118459350|XP_035778525.1|AALB
OG0006455	LOC110187895|XP_020813042.1|DSER	LOC118458473|XP_035776898.1|AALB
OG0006456	LOC110187661|XP_020812739.1|DSER	LOC118459124|XP_035778086.1|AALB
OG0006457	LOC110184298|XP_020808449.1|DSER	LOC118458093|XP_035776148.1|AALB
OG0006458	LOC110183326|XP_020807233.1|DSER	LOC118461518|XP_035782843.1|AALB
OG0006459	LOC110188215|XP_020813513.1|DSER	LOC118459587|XP_035779007.1|AALB
OG0006460	LOC110191067|XP_020817458.1|DSER	LOC118457542|XP_035775088.1|AALB
OG0006461	LOC110188187|XP_020813422.1|DSER	LOC118460668|XP_035781035.1|AALB
OG0006462	LOC110185448|XP_020809940.1|DSER	LOC118461754|XP_035783374.1|AALB
OG0006463	LOC110191867|XP_020818506.1|DSER	LOC118461753|XP_035783362.1|AALB
OG0006464	LOC110184634|XP_020808890.1|DSER	LOC118461343|XP_035782448.1|AALB
OG0006465	LOC110180441|XP_020803770.1|DSER	LOC118459380|XP_035778574.1|AALB
OG0006466	LOC110182583|XP_020806288.1|DSER	LOC118459377|XP_035778570.1|AALB
OG0006467	LOC110186376|XP_020811187.1|DSER	LOC118457444|XP_035774929.1|AALB
OG0006468	LOC110190918|XP_020817238.1|DSER	LOC118468571|XP_035795396.1|AALB
OG0006469	LOC110180097|XP_020803379.1|DSER	LOC118460904|XP_035781541.1|AALB
OG0006470	LOC110190666|XP_020816925.1|DSER	LOC118468304|XP_035794935.1|AALB
OG0006471	LOC110191070|XP_020817461.1|DSER	LOC118456584|XP_035773374.1|AALB
OG0006472	LOC110191069|XP_020817460.1|DSER	LOC118456581|XP_035773365.1|AALB
OG0006473	LOC110190610|XP_020816862.1|DSER	LOC118457182|XP_035774415.1|AALB
OG0006474	LOC110176847|XP_020798972.1|DSER	LOC118457975|XP_035775915.1|AALB
OG0006475	LOC110176640|XP_020798726.1|DSER	LOC118457093|XP_035774274.1|AALB
OG0006476	LOC110180433|XP_020803763.1|DSER	LOC118460798|XP_035781302.1|AALB
OG0006477	LOC110184439|XP_020808637.1|DSER	LOC118460799|XP_035781303.1|AALB
OG0006478	LOC110191183|XP_020817607.1|DSER	LOC118459566|XP_035778959.1|AALB
OG0006479	LOC110191445|XP_020817968.1|DSER	LOC118459555|XP_035778929.1|AALB
OG0006480	LOC110191579|XP_020818121.1|DSER	LOC118459557|XP_035778942.1|AALB
OG0006481	LOC110183980|XP_020807995.1|DSER	LOC118460158|XP_035780151.1|AALB
OG0006482	LOC110190870|XP_020817182.1|DSER	LOC118461755|XP_035783375.1|AALB
OG0006483	LOC110187830|XP_020812967.1|DSER	LOC118456277|XP_035772783.1|AALB
OG0006484	LOC110187726|XP_020812834.1|DSER	LOC118460442|XP_035780635.1|AALB
OG0006485	LOC110186441|XP_020811284.1|DSER	LOC118460239|XP_035780288.1|AALB
OG0006486	LOC110176464|XP_020798480.1|DSER	LOC118457483|XP_035775001.1|AALB
OG0006487	LOC110187704|XP_020812797.1|DSER	LOC118461452|XP_035782674.1|AALB
OG0006488	LOC110183648|XP_020807631.1|DSER	LOC118462060|XP_035783941.1|AALB
OG0006489	LOC110186542|XP_020811408.1|DSER	LOC118461463|XP_035782693.1|AALB
OG0006490	LOC110190982|XP_020817349.1|DSER	LOC118460942|XP_035781602.1|AALB
OG0006491	LOC110187534|XP_020812587.1|DSER	LOC118468305|XP_035794936.1|AALB
OG0006492	LOC110191112|XP_020817516.1|DSER	LOC118457056|XP_035774197.1|AALB
OG0006493	LOC110184433|XP_020808628.1|DSER	LOC118460453|XP_035780664.1|AALB
OG0006494	LOC110187044|XP_020812075.1|DSER	LOC118459347|XP_035778516.1|AALB
OG0006495	LOC110181894|XP_020805485.1|DSER	LOC118458449|XP_035776825.1|AALB
OG0006496	LOC110191130|XP_020817542.1|DSER	LOC118456577|XP_035773359.1|AALB
OG0006497	LOC110187911|XP_020813073.1|DSER	LOC118468776|XP_035795860.1|AALB
OG0006498	LOC110188125|XP_020813371.1|DSER	LOC118458411|XP_035776720.1|AALB
OG0006499	LOC110191109|XP_020817512.1|DSER	LOC118456421|XP_035773048.1|AALB
OG0006500	LOC110183397|XP_020807326.1|DSER	LOC118457530|XP_035775073.1|AALB
OG0006501	LOC110186777|XP_020811707.1|DSER	LOC118457531|XP_035775075.1|AALB
OG0006502	LOC110186600|XP_020811490.1|DSER	LOC118458468|XP_035776886.1|AALB
OG0006503	LOC110186275|XP_020811047.1|DSER	LOC118461214|XP_035782170.1|AALB
OG0006504	LOC110186594|XP_020811481.1|DSER	LOC118458382|XP_035776681.1|AALB
OG0006505	LOC110189017|XP_020814637.1|DSER	LOC118460808|XP_035781312.1|AALB
OG0006506	LOC110190209|XP_020816224.1|DSER	LOC118467453|XP_035793856.1|AALB
OG0006507	LOC110188216|XP_020813514.1|DSER	LOC118458399|XP_035776703.1|AALB
OG0006508	LOC110188442|XP_020813827.1|DSER	LOC118458704|XP_035777336.1|AALB
OG0006509	LOC110179098|XP_020802142.1|DSER	LOC118457061|XP_035774214.1|AALB
OG0006510	LOC110191439|XP_020817961.1|DSER	LOC118460419|XP_035780600.1|AALB
OG0006511	LOC110187657|XP_020812735.1|DSER	LOC118460898|XP_035781533.1|AALB
OG0006512	LOC110177221|XP_020799497.1|DSER	LOC118458262|XP_035776446.1|AALB
OG0006513	LOC110188103|XP_020813325.1|DSER	LOC118456726|XP_035773655.1|AALB
OG0006514	LOC110190573|XP_020816821.1|DSER	LOC118459965|XP_035779747.1|AALB
OG0006515	LOC110188023|XP_020813221.1|DSER	LOC118459958|XP_035779739.1|AALB
OG0006516	LOC110191373|XP_020817884.1|DSER	LOC118468645|XP_035795560.1|AALB
OG0006517	LOC110190255|XP_020816283.1|DSER	LOC118468647|XP_035795566.1|AALB
OG0006518	LOC110189081|XP_020814715.1|DSER	LOC118459162|XP_035778150.1|AALB
OG0006519	LOC110190266|XP_020816295.1|DSER	LOC118468650|XP_035795570.1|AALB
OG0006520	LOC110186988|XP_020812004.1|DSER	LOC118457924|XP_035775827.1|AALB
OG0006521	LOC110186929|XP_020811914.1|DSER	LOC118457952|XP_035775868.1|AALB
OG0006522	LOC110186406|XP_020811231.1|DSER	LOC118457949|XP_035775860.1|AALB
OG0006523	LOC110191781|XP_020818387.1|DSER	LOC118457958|XP_035775877.1|AALB
OG0006524	LOC110185593|XP_020810187.1|DSER	LOC118457753|XP_035775462.1|AALB
OG0006525	LOC110181779|XP_020805317.1|DSER	LOC118459262|XP_035778360.1|AALB
OG0006526	LOC110176657|XP_020798750.1|DSER	LOC118459264|XP_035778377.1|AALB
OG0006527	LOC110176647|XP_020798734.1|DSER	LOC118459265|XP_035778379.1|AALB
OG0006528	LOC110176586|XP_020798660.1|DSER	LOC118458805|XP_035777566.1|AALB
OG0006529	LOC110176646|XP_020798733.1|DSER	LOC118456348|XP_035772904.1|AALB
OG0006530	LOC110176624|XP_020798708.1|DSER	LOC118456436|XP_035773087.1|AALB
OG0006531	LOC110176654|XP_020798747.1|DSER	LOC118458402|XP_035776712.1|AALB
OG0006532	LOC110176593|XP_020798668.1|DSER	LOC118459059|XP_035777983.1|AALB
OG0006533	LOC110177739|XP_020800254.1|DSER	LOC118461326|XP_035782425.1|AALB
OG0006534	LOC110191874|XP_020818516.1|DSER	LOC118456302|XP_035772833.1|AALB
OG0006535	LOC110191425|XP_020817943.1|DSER	LOC118460765|XP_035781254.1|AALB
OG0006536	LOC110189561|XP_020815354.1|DSER	LOC118462025|XP_035783888.1|AALB
OG0006537	LOC110186699|XP_020811631.1|DSER	LOC118460215|XP_035780224.1|AALB
OG0006538	LOC110177457|XP_020799850.1|DSER	LOC118468595|XP_035795444.1|AALB
OG0006539	LOC110186826|XP_020811772.1|DSER	LOC118468921|XP_035796123.1|AALB
OG0006540	LOC110190956|XP_020817300.1|DSER	LOC118459905|XP_035779627.1|AALB
OG0006541	LOC110186945|XP_020811938.1|DSER	LOC118462078|XP_035783986.1|AALB
OG0006542	LOC110186946|XP_020811939.1|DSER	LOC118462082|XP_035783991.1|AALB
OG0006543	LOC110186396|XP_020811218.1|DSER	LOC118460726|XP_035781169.1|AALB
OG0006544	LOC110190158|XP_020816156.1|DSER	LOC118460731|XP_035781180.1|AALB
OG0006545	LOC110179669|XP_020802939.1|DSER	LOC118460919|XP_035781565.1|AALB
OG0006546	LOC110191319|XP_020817800.1|DSER	LOC118460915|XP_035781559.1|AALB
OG0006547	LOC110191160|XP_020817577.1|DSER	LOC118461332|XP_035782429.1|AALB
OG0006548	LOC110184281|XP_020808425.1|DSER	LOC118458108|XP_035776174.1|AALB
OG0006549	LOC110177356|XP_020799707.1|DSER	LOC118458290|XP_035776506.1|AALB
OG0006550	LOC110186908|XP_020811887.1|DSER	LOC118458289|XP_035776505.1|AALB
OG0006551	LOC110181858|XP_020805436.1|DSER	LOC118461005|XP_035781740.1|AALB
OG0006552	LOC110181738|XP_020805257.1|DSER	LOC118458059|XP_035776087.1|AALB
OG0006553	LOC110186891|XP_020811849.1|DSER	LOC118463505|XP_035785997.1|AALB
OG0006554	LOC110188736|XP_020814227.1|DSER	LOC118462568|XP_035784259.1|AALB
OG0006555	LOC110188071|XP_020813281.1|DSER	LOC118462573|XP_035784269.1|AALB
OG0006556	LOC110191290|XP_020817758.1|DSER	LOC118456672|XP_035773536.1|AALB
OG0006557	LOC110186526|XP_020811383.1|DSER	LOC118466707|XP_035792248.1|AALB
OG0006558	LOC110189888|XP_020815801.1|DSER	LOC118465920|XP_035790507.1|AALB
OG0006559	LOC110188439|XP_020813825.1|DSER	LOC118465253|XP_035789167.1|AALB
OG0006560	LOC110176450|XP_020798460.1|DSER	LOC118460768|XP_035781257.1|AALB
OG0006561	LOC110176522|XP_020798558.1|DSER	LOC118460766|XP_035781255.1|AALB
OG0006562	LOC110187000|XP_020812019.1|DSER	LOC118458988|XP_035777880.1|AALB
OG0006563	LOC110191275|XP_020817729.1|DSER	LOC118456288|XP_035772795.1|AALB
OG0006564	LOC110191131|XP_020817543.1|DSER	LOC118458940|XP_035777812.1|AALB
OG0006565	LOC110191415|XP_020817932.1|DSER	LOC118458645|XP_035777228.1|AALB
OG0006566	LOC110176444|XP_020798452.1|DSER	LOC118459569|XP_035778962.1|AALB
OG0006567	LOC110190881|XP_020817196.1|DSER	LOC118457144|XP_035774350.1|AALB
OG0006568	LOC110190880|XP_020817195.1|DSER	LOC118457141|XP_035774348.1|AALB
OG0006569	LOC110190528|XP_020816733.1|DSER	LOC118457142|XP_035774349.1|AALB
OG0006570	LOC110177139|XP_020799372.1|DSER	LOC118456264|XP_035772758.1|AALB
OG0006571	LOC110188269|XP_020813617.1|DSER	LOC118458903|XP_035777755.1|AALB
OG0006572	LOC110189027|XP_020814649.1|DSER	LOC118457551|XP_035775111.1|AALB
OG0006573	LOC110191757|XP_020818355.1|DSER	LOC118457919|XP_035775812.1|AALB
OG0006574	LOC110190939|XP_020817265.1|DSER	LOC118461674|XP_035783153.1|AALB
OG0006575	LOC110186541|XP_020811404.1|DSER	LOC118459385|XP_035778580.1|AALB
OG0006576	LOC110187816|XP_020812953.1|DSER	LOC118456719|XP_035773649.1|AALB
OG0006577	LOC110186440|XP_020811283.1|DSER	LOC118456785|XP_035773758.1|AALB
OG0006578	LOC110187815|XP_020812952.1|DSER	LOC118456716|XP_035773645.1|AALB
OG0006579	LOC110183875|XP_020807887.1|DSER	LOC118456717|XP_035773647.1|AALB
OG0006580	LOC110187843|XP_020812984.1|DSER	LOC118459565|XP_035778958.1|AALB
OG0006581	LOC110188500|XP_020813890.1|DSER	LOC118461949|XP_035783736.1|AALB
OG0006582	LOC110187639|XP_020812705.1|DSER	LOC118461952|XP_035783740.1|AALB
OG0006583	LOC110187796|XP_020812929.1|DSER	LOC118468309|XP_035794940.1|AALB
OG0006584	LOC110176987|XP_020799155.1|DSER	LOC118468550|XP_035795338.1|AALB
OG0006585	LOC110184982|XP_020809293.1|DSER	LOC118457948|XP_035775855.1|AALB
OG0006586	LOC110176531|XP_020798570.1|DSER	LOC118461006|XP_035781742.1|AALB
OG0006587	LOC110176527|XP_020798563.1|DSER	LOC118461218|XP_035782185.1|AALB
OG0006588	LOC110191430|XP_020817947.1|DSER	LOC118457659|XP_035775297.1|AALB
OG0006589	LOC110177133|XP_020799362.1|DSER	LOC118460355|XP_035780490.1|AALB
OG0006590	LOC110191755|XP_020818353.1|DSER	LOC118457612|XP_035775218.1|AALB
OG0006591	LOC110190007|XP_020815964.1|DSER	LOC118465940|XP_035790547.1|AALB
OG0006592	LOC110188451|XP_020813839.1|DSER	LOC118465951|XP_035790572.1|AALB
OG0006593	LOC110188449|XP_020813836.1|DSER	LOC118465946|XP_035790566.1|AALB
OG0006594	LOC110190542|XP_020816748.1|DSER	LOC118466120|XP_035790959.1|AALB
OG0006595	LOC110188931|XP_020814516.1|DSER	LOC118467974|XP_035794855.1|AALB
OG0006596	LOC110184030|XP_020808053.1|DSER	LOC118465402|XP_035789506.1|AALB
OG0006597	LOC110188870|XP_020814442.1|DSER	LOC118463554|XP_035786069.1|AALB
OG0006598	LOC110183367|XP_020807288.1|DSER	LOC118464476|XP_035787780.1|AALB
OG0006599	LOC110178586|XP_020801424.1|DSER	LOC118463899|XP_035786724.1|AALB
OG0006600	LOC110176740|XP_020798843.1|DSER	LOC118465400|XP_035789493.1|AALB
OG0006601	LOC110187057|XP_020812105.1|DSER	LOC118463329|XP_035785719.1|AALB
OG0006602	LOC110187065|XP_020812117.1|DSER	LOC118463330|XP_035785720.1|AALB
OG0006603	LOC110187455|XP_020812505.1|DSER	LOC118463315|XP_035785693.1|AALB
OG0006604	LOC110190731|XP_020817011.1|DSER	LOC118463321|XP_035785705.1|AALB
OG0006605	LOC110181852|XP_020805423.1|DSER	LOC118465540|XP_035789760.1|AALB
OG0006606	LOC110178784|XP_020801689.1|DSER	LOC118464905|XP_035788560.1|AALB
OG0006607	LOC110178649|XP_020801500.1|DSER	LOC118462493|XP_035784099.1|AALB
OG0006608	LOC110177189|XP_020799443.1|DSER	LOC118462501|XP_035784113.1|AALB
OG0006609	LOC110186377|XP_020811189.1|DSER	LOC118465719|XP_035790053.1|AALB
OG0006610	LOC110190472|XP_020816640.1|DSER	LOC118465714|XP_035790038.1|AALB
OG0006611	LOC110188894|XP_020814472.1|DSER	LOC118464869|XP_035788484.1|AALB
OG0006612	LOC110188907|XP_020814487.1|DSER	LOC118464872|XP_035788499.1|AALB
OG0006613	LOC110188899|XP_020814479.1|DSER	LOC118464871|XP_035788490.1|AALB
OG0006614	LOC110177869|XP_020800484.1|DSER, LOC110188895|XP_020814473.1|DSER	LOC118464867|XP_035788482.1|AALB
OG0006615	LOC110188884|XP_020814461.1|DSER	LOC118463697|XP_035786373.1|AALB
OG0006616	LOC110190430|XP_020816570.1|DSER	LOC118466391|XP_035791521.1|AALB
OG0006617	LOC110185202|XP_020809587.1|DSER	LOC118466397|XP_035791542.1|AALB
OG0006618	LOC110190567|XP_020816802.1|DSER	LOC118466085|XP_035790877.1|AALB
OG0006619	LOC110188880|XP_020814457.1|DSER	LOC118463223|XP_035785564.1|AALB
OG0006620	LOC110188813|XP_020814350.1|DSER	LOC118464829|XP_035788397.1|AALB
OG0006621	LOC110187123|XP_020812196.1|DSER	LOC118464840|XP_035788420.1|AALB
OG0006622	LOC110183638|XP_020807616.1|DSER	LOC118465835|XP_035790322.1|AALB
OG0006623	LOC110183661|XP_020807647.1|DSER	LOC118458067|XP_035776110.1|AALB
OG0006624	LOC110189728|XP_020815578.1|DSER	LOC118463316|XP_035785694.1|AALB
OG0006625	LOC110189732|XP_020815585.1|DSER	LOC118463326|XP_035785713.1|AALB
OG0006626	LOC110189357|XP_020815058.1|DSER	LOC118463650|XP_035786287.1|AALB
OG0006627	LOC110191108|XP_020817515.1|DSER	LOC118463649|XP_035786285.1|AALB
OG0006628	LOC110176426|XP_020798436.1|DSER	LOC118465096|XP_035788906.1|AALB
OG0006629	LOC110179200|XP_020802276.1|DSER	LOC118466117|XP_035790947.1|AALB
OG0006630	LOC110179349|XP_020802519.1|DSER	LOC118463831|XP_035786612.1|AALB
OG0006631	LOC110189074|XP_020814703.1|DSER	LOC118464322|XP_035787513.1|AALB
OG0006632	LOC110181889|XP_020805482.1|DSER	LOC118466688|XP_035792210.1|AALB
OG0006633	LOC110177607|XP_020800065.1|DSER	LOC118466697|XP_035792220.1|AALB
OG0006634	LOC110178160|XP_020800852.1|DSER	LOC118466693|XP_035792216.1|AALB
OG0006635	LOC110183202|XP_020807073.1|DSER	LOC118466698|XP_035792223.1|AALB
OG0006636	LOC110181497|XP_020804924.1|DSER	LOC118463163|XP_035785442.1|AALB
OG0006637	LOC110178754|XP_020801646.1|DSER	LOC118463152|XP_035785426.1|AALB
OG0006638	LOC110177079|XP_020799255.1|DSER	LOC118465114|XP_035788954.1|AALB
OG0006639	LOC110177082|XP_020799269.1|DSER	LOC118466651|XP_035792124.1|AALB
OG0006640	LOC110182884|XP_020806687.1|DSER	LOC118467715|XP_035794409.1|AALB
OG0006641	LOC110191142|XP_020817559.1|DSER	LOC118466606|XP_035792086.1|AALB
OG0006642	LOC110191665|XP_020818226.1|DSER	LOC118463799|XP_035786558.1|AALB
OG0006643	LOC110191662|XP_020818219.1|DSER	LOC118465207|XP_035789088.1|AALB
OG0006644	LOC110181228|XP_020804584.1|DSER	LOC118459570|XP_035778972.1|AALB
OG0006645	LOC110181365|XP_020804748.1|DSER	LOC118462977|XP_035785057.1|AALB
OG0006646	LOC110178233|XP_020800943.1|DSER	LOC118462992|XP_035785105.1|AALB
OG0006647	LOC110178491|XP_020801297.1|DSER	LOC118465296|XP_035789262.1|AALB
