Orthogroup	DSER.longest_only	BTRY.longest_only
OG0008177	LOC110187027|XP_020812051.1|DSER	LOC120774428|XP_039959996.1|BTRY
OG0008178	LOC110181507|XP_020804935.1|DSER	LOC120776105|XP_039962528.1|BTRY
OG0008179	LOC110175970|XP_020797823.1|DSER	LOC120775182|XP_039961171.1|BTRY
OG0008180	LOC110179446|XP_020802653.1|DSER	LOC120774149|XP_039959488.1|BTRY
OG0008181	LOC110179447|XP_020802654.1|DSER	LOC120774153|XP_039959495.1|BTRY
OG0008182	LOC110178405|XP_020801205.1|DSER	LOC120772352|XP_039956850.1|BTRY
OG0008183	LOC110190958|XP_020817308.1|DSER	LOC120771318|XP_039955192.1|BTRY
OG0008184	LOC110183350|XP_020807264.1|DSER	LOC120772355|XP_039956855.1|BTRY
OG0008185	LOC110176490|XP_020798523.1|DSER	LOC120770204|XP_039953389.1|BTRY
OG0008186	LOC110179719|XP_020802998.1|DSER	LOC120771864|XP_039956047.1|BTRY
OG0008187	LOC110179801|XP_020803069.1|DSER	LOC120771865|XP_039956048.1|BTRY
OG0008188	LOC110183026|XP_020806872.1|DSER	LOC120769385|XP_039952290.1|BTRY
OG0008189	LOC110185893|XP_020810563.1|DSER	LOC120769067|XP_039951858.1|BTRY
OG0008190	LOC110187324|XP_020812374.1|DSER	LOC120778676|XP_039966544.1|BTRY
OG0008191	LOC110179434|XP_020802630.1|DSER	LOC120775443|XP_039961563.1|BTRY
OG0008192	LOC110180116|XP_020803414.1|DSER	LOC120774148|XP_039959487.1|BTRY
OG0008193	LOC110175925|XP_020797762.1|DSER	LOC120775454|XP_039961574.1|BTRY
OG0008194	LOC110185781|XP_020810443.1|DSER	LOC120775567|XP_039961729.1|BTRY
OG0008196	LOC110177280|XP_020799592.1|DSER	LOC120772439|XP_039956990.1|BTRY
OG0008197	LOC110190277|XP_020816310.1|DSER	LOC120777020|XP_039964067.1|BTRY
OG0008198	LOC110179608|XP_020802864.1|DSER	LOC120775366|XP_039961463.1|BTRY
OG0008199	LOC110184294|XP_020808440.1|DSER	LOC120775866|XP_039962169.1|BTRY
OG0008200	LOC110189619|XP_020815417.1|DSER	LOC120771991|XP_039956281.1|BTRY
OG0008201	LOC110178911|XP_020801849.1|DSER	LOC120777735|XP_039965160.1|BTRY
OG0008202	LOC110179027|XP_020802035.1|DSER	LOC120778526|XP_039966295.1|BTRY
OG0008203	LOC110177558|XP_020799990.1|DSER	LOC120776759|XP_039963654.1|BTRY
OG0008204	LOC110182838|XP_020806630.1|DSER	LOC120773911|XP_039959035.1|BTRY
OG0008205	LOC110183223|XP_020807096.1|DSER	LOC120773434|XP_039958249.1|BTRY
OG0008206	LOC110189995|XP_020815952.1|DSER	LOC120777362|XP_039964565.1|BTRY
OG0008207	LOC110176710|XP_020798809.1|DSER	LOC120778674|XP_039966542.1|BTRY
OG0008208	LOC110176331|XP_020798309.1|DSER	LOC120773120|XP_039958049.1|BTRY
OG0008209	LOC110177588|XP_020800031.1|DSER	LOC120778237|XP_039965928.1|BTRY
OG0008210	LOC110190045|XP_020816011.1|DSER	LOC120772576|XP_039957204.1|BTRY
OG0008211	LOC110187298|XP_020812346.1|DSER	LOC120768062|XP_039950517.1|BTRY
OG0008212	LOC110190226|XP_020816245.1|DSER	LOC120777873|XP_039965364.1|BTRY
OG0008213	LOC110179662|XP_020802932.1|DSER	LOC120774186|XP_039959548.1|BTRY
OG0008214	LOC110190699|XP_020816969.1|DSER	LOC120768538|XP_039951209.1|BTRY
OG0008215	LOC110175959|XP_020797807.1|DSER	LOC120774375|XP_039959905.1|BTRY
OG0008216	LOC110178578|XP_020801415.1|DSER	LOC120778008|XP_039965606.1|BTRY
OG0008217	LOC110176051|XP_020797924.1|DSER	LOC120774205|XP_039959583.1|BTRY
OG0008218	LOC110176340|XP_020798321.1|DSER	LOC120770328|XP_039953653.1|BTRY
OG0008219	LOC110182107|XP_020805772.1|DSER	LOC120773963|XP_039959132.1|BTRY
OG0008220	LOC110181513|XP_020804946.1|DSER	LOC120774022|XP_039959244.1|BTRY
OG0008222	LOC110190424|XP_020816561.1|DSER	LOC120777239|XP_039964365.1|BTRY
OG0008224	LOC110176700|XP_020798794.1|DSER	LOC120777619|XP_039965002.1|BTRY
OG0008225	LOC110187142|XP_020812215.1|DSER	LOC120774877|XP_039960665.1|BTRY
OG0008226	LOC110182462|XP_020806158.1|DSER	LOC120774828|XP_039960573.1|BTRY, LOC120779719|XP_039968018.1|BTRY
OG0008227	LOC110186361|XP_020811169.1|DSER	LOC120766232|XP_039947544.1|BTRY
OG0008228	LOC110189010|XP_020814622.1|DSER	LOC120770755|XP_039954278.1|BTRY
OG0008229	LOC110186205|XP_020810927.1|DSER	LOC120782471|XP_039970698.1|BTRY
OG0008230	LOC110190304|XP_020816351.1|DSER	LOC120775905|XP_039962234.1|BTRY
OG0008232	LOC110177552|XP_020799983.1|DSER	LOC120776766|XP_039963663.1|BTRY
OG0008233	LOC110181383|XP_020804773.1|DSER, LOC110178703|XP_020801562.1|DSER	LOC120769379|XP_039952281.1|BTRY
OG0008234	LOC110184101|XP_020808151.1|DSER	LOC120770367|XP_039953717.1|BTRY, LOC120770368|XP_039953718.1|BTRY
OG0008235	LOC110181901|XP_020805491.1|DSER	LOC120773659|XP_039958606.1|BTRY
OG0008236	LOC110188343|XP_020813710.1|DSER, LOC110189358|XP_020815059.1|DSER	LOC120770942|XP_039954586.1|BTRY
OG0008237	LOC110188683|XP_020814185.1|DSER	LOC120771193|XP_039955023.1|BTRY
OG0008238	LOC110178728|XP_020801608.1|DSER	LOC120776333|XP_039962800.1|BTRY
OG0008239	LOC110190232|XP_020816252.1|DSER	LOC120776964|XP_039963991.1|BTRY
OG0008240	LOC110189469|XP_020815206.1|DSER	LOC120772732|XP_039957428.1|BTRY
OG0008243	LOC110178473|XP_020801274.1|DSER	LOC120772330|XP_039956807.1|BTRY
OG0008244	LOC110191020|XP_020817395.1|DSER	LOC120769061|XP_039951850.1|BTRY, LOC120769068|XP_039951862.1|BTRY
OG0008245	LOC110178251|XP_020800965.1|DSER	LOC120772852|XP_039957602.1|BTRY, LOC120770797|XP_039954310.1|BTRY, LOC120771477|XP_039955446.1|BTRY
OG0008246	LOC110180066|XP_020803351.1|DSER	LOC120772887|XP_039957672.1|BTRY
OG0008247	LOC110190913|XP_020817233.1|DSER	LOC120782802|XP_039971213.1|BTRY
OG0008248	LOC110186509|XP_020811363.1|DSER	LOC120782845|XP_039971306.1|BTRY
OG0008249	LOC110186617|XP_020811511.1|DSER	LOC120766189|XP_039947478.1|BTRY, LOC120766694|XP_039948273.1|BTRY
OG0008250	LOC110189442|XP_020815171.1|DSER	LOC120771474|XP_039955438.1|BTRY
OG0008251	LOC110189361|XP_020815062.1|DSER, LOC110189360|XP_020815061.1|DSER, LOC110189764|XP_020815643.1|DSER	LOC120772173|XP_039956553.1|BTRY
OG0008252	LOC110188978|XP_020814586.1|DSER	LOC120772643|XP_039957301.1|BTRY, LOC120771647|XP_039955694.1|BTRY
OG0008253	LOC110176173|XP_020798076.1|DSER	LOC120772568|XP_039957190.1|BTRY
OG0008254	LOC110183667|XP_020807660.1|DSER	LOC120776598|XP_039963316.1|BTRY
OG0008266	LOC110188111|XP_020813342.1|DSER	LOC120766901|XP_039948586.1|BTRY
OG0008267	LOC110191263|XP_020817713.1|DSER	LOC120767001|XP_039948747.1|BTRY
OG0008268	LOC110187420|XP_020812468.1|DSER	LOC120774795|XP_039960518.1|BTRY
OG0008270	LOC110179110|XP_020802159.1|DSER	LOC120773665|XP_039958616.1|BTRY
OG0008271	LOC110185300|XP_020809710.1|DSER	LOC120779151|XP_039967302.1|BTRY
OG0008272	LOC110183051|XP_020806894.1|DSER	LOC120774243|XP_039959638.1|BTRY
OG0008273	LOC110186448|XP_020811291.1|DSER	LOC120781565|XP_039969738.1|BTRY
OG0008274	LOC110187147|XP_020812220.1|DSER	LOC120775352|XP_039961444.1|BTRY
OG0008276	LOC110187097|XP_020812160.1|DSER	LOC120774198|XP_039959572.1|BTRY
OG0008277	LOC110182220|XP_020805905.1|DSER	LOC120773731|XP_039958721.1|BTRY
OG0008278	LOC110183360|XP_020807281.1|DSER	LOC120775960|XP_039962306.1|BTRY
OG0008279	LOC110181927|XP_020805521.1|DSER	LOC120774866|XP_039960630.1|BTRY
OG0008280	LOC110181704|XP_020805207.1|DSER	LOC120775246|XP_039961260.1|BTRY
OG0008281	LOC110181718|XP_020805231.1|DSER	LOC120775441|XP_039961561.1|BTRY
OG0008282	LOC110182482|XP_020806188.1|DSER	LOC120775202|XP_039961199.1|BTRY
OG0008283	LOC110181612|XP_020805073.1|DSER	LOC120773936|XP_039959080.1|BTRY
OG0008285	LOC110179061|XP_020802082.1|DSER	LOC120774924|XP_039960733.1|BTRY
OG0008286	LOC110179504|XP_020802739.1|DSER	LOC120775048|XP_039960959.1|BTRY
OG0008287	LOC110179083|XP_020802128.1|DSER	LOC120773922|XP_039959052.1|BTRY
OG0008288	LOC110188702|XP_020814168.1|DSER	LOC120781345|XP_039969483.1|BTRY
OG0008289	LOC110188063|XP_020813272.1|DSER	LOC120782470|XP_039970697.1|BTRY
OG0008290	LOC110180291|XP_020803607.1|DSER	LOC120775819|XP_039962107.1|BTRY
OG0008291	LOC110184282|XP_020808422.1|DSER	LOC120775997|XP_039962364.1|BTRY
OG0008292	LOC110187101|XP_020812166.1|DSER	LOC120775383|XP_039961477.1|BTRY
OG0008293	LOC110186824|XP_020811770.1|DSER	LOC120774439|XP_039960014.1|BTRY
OG0008294	LOC110191342|XP_020817846.1|DSER	LOC120782300|XP_039970444.1|BTRY
OG0008295	LOC110180625|XP_020803970.1|DSER	LOC120774720|XP_039960404.1|BTRY
OG0008296	LOC110184246|XP_020808361.1|DSER	LOC120775090|XP_039961023.1|BTRY
OG0008297	LOC110179085|XP_020802129.1|DSER	LOC120775494|XP_039961633.1|BTRY
OG0008298	LOC110184130|XP_020808197.1|DSER	LOC120776011|XP_039962388.1|BTRY
OG0008299	LOC110186576|XP_020811447.1|DSER	LOC120772417|XP_039956955.1|BTRY
OG0008300	LOC110179749|XP_020803025.1|DSER	LOC120774133|XP_039959450.1|BTRY
OG0008301	LOC110188654|XP_020814091.1|DSER	LOC120782384|XP_039970561.1|BTRY
OG0008302	LOC110184387|XP_020808552.1|DSER	LOC120773846|XP_039958915.1|BTRY
OG0008303	LOC110181799|XP_020805340.1|DSER	LOC120775676|XP_039961901.1|BTRY
OG0008304	LOC110182649|XP_020806375.1|DSER	LOC120774726|XP_039960411.1|BTRY
OG0008305	LOC110179577|XP_020802826.1|DSER	LOC120775155|XP_039961127.1|BTRY
OG0008306	LOC110184380|XP_020808543.1|DSER	LOC120774254|XP_039959653.1|BTRY
OG0008307	LOC110189200|XP_020814833.1|DSER	LOC120766538|XP_039948050.1|BTRY
OG0008308	LOC110191377|XP_020817887.1|DSER	LOC120780329|XP_039968556.1|BTRY
OG0008309	LOC110185844|XP_020810511.1|DSER	LOC120775503|XP_039961643.1|BTRY
OG0008310	LOC110185246|XP_020809640.1|DSER	LOC120778685|XP_039966555.1|BTRY
OG0008311	LOC110191991|XP_020818683.1|DSER	LOC120775649|XP_039961839.1|BTRY
OG0008312	LOC110186254|XP_020810995.1|DSER	LOC120766554|XP_039948072.1|BTRY
OG0008313	LOC110179387|XP_020802571.1|DSER	LOC120773776|XP_039958794.1|BTRY
OG0008314	LOC110189237|XP_020814879.1|DSER	LOC120775685|XP_039961918.1|BTRY
OG0008315	LOC110176183|XP_020798092.1|DSER, LOC110182019|XP_020805609.1|DSER	LOC120775501|XP_039961642.1|BTRY
OG0008317	LOC110187785|XP_020812915.1|DSER	LOC120771064|XP_039954807.1|BTRY
OG0008318	LOC110184257|XP_020808380.1|DSER	LOC120773871|XP_039958958.1|BTRY
OG0008320	LOC110179472|XP_020802701.1|DSER	LOC120774192|XP_039959554.1|BTRY
OG0008321	LOC110191888|XP_020818532.1|DSER	LOC120766309|XP_039947659.1|BTRY
OG0008323	LOC110191047|XP_020817430.1|DSER	LOC120780494|XP_039968702.1|BTRY
OG0008324	LOC110183047|XP_020806890.1|DSER	LOC120774207|XP_039959588.1|BTRY
OG0008325	LOC110184337|XP_020808493.1|DSER	LOC120773624|XP_039958562.1|BTRY
OG0008326	LOC110190972|XP_020817322.1|DSER	LOC120766601|XP_039948140.1|BTRY
OG0008327	LOC110191645|XP_020818198.1|DSER	LOC120770862|XP_039954412.1|BTRY
OG0008328	LOC110182011|XP_020805602.1|DSER	LOC120775308|XP_039961377.1|BTRY
OG0008329	LOC110181925|XP_020805519.1|DSER	LOC120773374|XP_039958137.1|BTRY
OG0008330	LOC110178726|XP_020801609.1|DSER	LOC120771931|XP_039956162.1|BTRY
OG0008331	LOC110190552|XP_020816766.1|DSER	LOC120778506|XP_039966269.1|BTRY
OG0008335	LOC110185292|XP_020809700.1|DSER	LOC120777884|XP_039965378.1|BTRY
OG0008337	LOC110189004|XP_020814615.1|DSER	LOC120781258|XP_039969344.1|BTRY
OG0008338	LOC110178989|XP_020801963.1|DSER	LOC120778854|XP_039966816.1|BTRY
OG0008339	LOC110184423|XP_020808617.1|DSER	LOC120775390|XP_039961484.1|BTRY
OG0008340	LOC110177918|XP_020800555.1|DSER	LOC120772777|XP_039957490.1|BTRY
OG0008341	LOC110178596|XP_020801441.1|DSER	LOC120766757|XP_039948365.1|BTRY
OG0008342	LOC110188802|XP_020814336.1|DSER	LOC120776417|XP_039962984.1|BTRY
OG0008343	LOC110191268|XP_020817723.1|DSER	LOC120766248|XP_039947564.1|BTRY
OG0008344	LOC110177625|XP_020800092.1|DSER	LOC120777695|XP_039965103.1|BTRY
OG0008345	LOC110182803|XP_020806597.1|DSER	LOC120773380|XP_039958140.1|BTRY, LOC120778311|XP_039966038.1|BTRY
OG0008347	LOC110185930|XP_020810603.1|DSER	LOC120769050|XP_039951834.1|BTRY
OG0008348	LOC110189846|XP_020815714.1|DSER	LOC120777262|XP_039964395.1|BTRY
OG0008349	LOC110191024|XP_020817400.1|DSER	LOC120780632|XP_039968825.1|BTRY
OG0008350	LOC110175919|XP_020797756.1|DSER	LOC120774987|XP_039960829.1|BTRY
OG0008351	LOC110188905|XP_020814485.1|DSER	LOC120777631|XP_039965018.1|BTRY
OG0008352	LOC110190485|XP_020816656.1|DSER	LOC120777213|XP_039964323.1|BTRY
OG0008353	LOC110183651|XP_020807634.1|DSER	LOC120778558|XP_039966348.1|BTRY
OG0008354	LOC110181677|XP_020805171.1|DSER	LOC120774803|XP_039960531.1|BTRY
OG0008355	LOC110179353|XP_020802524.1|DSER	LOC120772934|XP_039957767.1|BTRY
OG0008356	LOC110190489|XP_020816664.1|DSER	LOC120779138|XP_039967277.1|BTRY
OG0008357	LOC110186349|XP_020811156.1|DSER	LOC120767623|XP_039949717.1|BTRY
OG0008358	LOC110185931|XP_020810604.1|DSER	LOC120769755|XP_039952852.1|BTRY
OG0008359	LOC110184073|XP_020808111.1|DSER	LOC120772801|XP_039957518.1|BTRY
OG0008360	LOC110177249|XP_020799562.1|DSER	LOC120771112|XP_039954895.1|BTRY
OG0008361	LOC110183870|XP_020807882.1|DSER	LOC120769574|XP_039952563.1|BTRY
OG0008362	LOC110179509|XP_020802745.1|DSER	LOC120767768|XP_039949940.1|BTRY
OG0008363	LOC110190924|XP_020817245.1|DSER	LOC120771752|XP_039955864.1|BTRY
OG0008364	LOC110176185|XP_020798094.1|DSER	LOC120778721|XP_039966617.1|BTRY
OG0008365	LOC110179203|XP_020802280.1|DSER	LOC120770023|XP_039953054.1|BTRY
OG0008366	LOC110177355|XP_020799706.1|DSER	LOC120769810|XP_039952951.1|BTRY
OG0008367	LOC110179480|XP_020802712.1|DSER	LOC120773427|XP_039958242.1|BTRY
OG0008369	LOC110175917|XP_020797753.1|DSER	LOC120774064|XP_039959303.1|BTRY
OG0008370	LOC110191078|XP_020817472.1|DSER	LOC120780281|XP_039968479.1|BTRY
OG0008371	LOC110187619|XP_020812668.1|DSER	LOC120766762|XP_039948370.1|BTRY
OG0008372	LOC110187185|XP_020812243.1|DSER	LOC120771880|XP_039956073.1|BTRY
OG0008374	LOC110182817|XP_020806612.1|DSER	LOC120768407|XP_039951021.1|BTRY
OG0008376	LOC110182307|XP_020805982.1|DSER	LOC120768439|XP_039951059.1|BTRY
OG0008377	LOC110178103|XP_020800772.1|DSER	LOC120781082|XP_039969161.1|BTRY
OG0008379	LOC110185711|XP_020810346.1|DSER	LOC120768985|XP_039951743.1|BTRY
OG0008380	LOC110183316|XP_020807220.1|DSER	LOC120781456|XP_039969605.1|BTRY
OG0008381	LOC110182314|XP_020805999.1|DSER	LOC120768347|XP_039950934.1|BTRY
OG0008383	LOC110177051|XP_020799226.1|DSER	LOC120768558|XP_039951236.1|BTRY
OG0008384	LOC110184011|XP_020808036.1|DSER	LOC120768052|XP_039950502.1|BTRY
OG0008386	LOC110184447|XP_020808646.1|DSER	LOC120774225|XP_039959617.1|BTRY
OG0008387	LOC110176483|XP_020798512.1|DSER	LOC120768774|XP_039951491.1|BTRY
OG0008388	LOC110183828|XP_020807840.1|DSER	LOC120769464|XP_039952410.1|BTRY
OG0008389	LOC110182719|XP_020806478.1|DSER	LOC120767584|XP_039949665.1|BTRY
OG0008390	LOC110179894|XP_020803151.1|DSER	LOC120768196|XP_039950701.1|BTRY
OG0008391	LOC110182283|XP_020805960.1|DSER	LOC120768604|XP_039951300.1|BTRY
OG0008392	LOC110178551|XP_020801375.1|DSER	LOC120777546|XP_039964869.1|BTRY
OG0008393	LOC110178547|XP_020801365.1|DSER	LOC120779173|XP_039967342.1|BTRY
OG0008395	LOC110184319|XP_020808468.1|DSER	LOC120774521|XP_039960150.1|BTRY
OG0008396	LOC110184219|XP_020808330.1|DSER	LOC120773921|XP_039959050.1|BTRY
OG0008397	LOC110178022|XP_020800696.1|DSER	LOC120774738|XP_039960425.1|BTRY
OG0008398	LOC110182192|XP_020805859.1|DSER	LOC120775721|XP_039961966.1|BTRY
OG0008399	LOC110180526|XP_020803853.1|DSER	LOC120776124|XP_039962586.1|BTRY
OG0008400	LOC110188814|XP_020814351.1|DSER	LOC120777694|XP_039965102.1|BTRY
OG0008401	LOC110178096|XP_020800764.1|DSER	LOC120768010|XP_039950371.1|BTRY
OG0008402	LOC110191297|XP_020817765.1|DSER	LOC120767048|XP_039948837.1|BTRY
OG0008403	LOC110181916|XP_020805511.1|DSER	LOC120774895|XP_039960696.1|BTRY
OG0008404	LOC110177244|XP_020799546.1|DSER	LOC120770235|XP_039953461.1|BTRY
OG0008405	LOC110179519|XP_020802755.1|DSER	LOC120774467|XP_039960057.1|BTRY
OG0008406	LOC110184241|XP_020808357.1|DSER	LOC120775946|XP_039962290.1|BTRY
OG0008407	LOC110186568|XP_020811435.1|DSER	LOC120781996|XP_039970098.1|BTRY
OG0008408	LOC110187089|XP_020812148.1|DSER	LOC120773355|XP_039958110.1|BTRY
OG0008410	LOC110186449|XP_020811293.1|DSER	LOC120780114|XP_039968333.1|BTRY
OG0008412	LOC110180576|XP_020803929.1|DSER	LOC120774769|XP_039960465.1|BTRY
OG0008414	LOC110178855|XP_020801777.1|DSER	LOC120773629|XP_039958568.1|BTRY
OG0008415	LOC110181855|XP_020805432.1|DSER	LOC120774138|XP_039959458.1|BTRY
OG0008416	LOC110179564|XP_020802805.1|DSER	LOC120774067|XP_039959307.1|BTRY
OG0008417	LOC110180189|XP_020803504.1|DSER	LOC120775110|XP_039961061.1|BTRY
OG0008418	LOC110180533|XP_020803868.1|DSER	LOC120774366|XP_039959895.1|BTRY
OG0008419	LOC110176052|XP_020797925.1|DSER	LOC120775883|XP_039962193.1|BTRY
OG0008420	LOC110187074|XP_020812123.1|DSER	LOC120775813|XP_039962099.1|BTRY
OG0008421	LOC110184371|XP_020808528.1|DSER	LOC120774401|XP_039959954.1|BTRY
OG0008422	LOC110181941|XP_020805536.1|DSER	LOC120773370|XP_039958131.1|BTRY
OG0008424	LOC110187064|XP_020812113.1|DSER	LOC120774878|XP_039960666.1|BTRY
OG0008425	LOC110177395|XP_020799758.1|DSER	LOC120772771|XP_039957483.1|BTRY
OG0008426	LOC110176324|XP_020798302.1|DSER	LOC120770184|XP_039953343.1|BTRY
OG0008427	LOC110179556|XP_020802797.1|DSER	LOC120773352|XP_039958106.1|BTRY
OG0008428	LOC110179045|XP_020802058.1|DSER	LOC120782166|XP_039970235.1|BTRY
OG0008429	LOC110191737|XP_020818326.1|DSER	LOC120781385|XP_039969528.1|BTRY
OG0008430	LOC110181756|XP_020805278.1|DSER	LOC120773356|XP_039958114.1|BTRY
OG0008431	LOC110185362|XP_020809803.1|DSER	LOC120772820|XP_039957550.1|BTRY
OG0008432	LOC110177311|XP_020799642.1|DSER	LOC120766847|XP_039948500.1|BTRY
OG0008433	LOC110190164|XP_020816159.1|DSER	LOC120776741|XP_039963610.1|BTRY
OG0008434	LOC110186877|XP_020811833.1|DSER	LOC120774296|XP_039959752.1|BTRY
OG0008436	LOC110179821|XP_020803089.1|DSER	LOC120771866|XP_039956049.1|BTRY
OG0008438	LOC110188582|XP_020814006.1|DSER	LOC120782808|XP_039971220.1|BTRY
OG0008439	LOC110176320|XP_020798297.1|DSER	LOC120772811|XP_039957535.1|BTRY
OG0008441	LOC110190416|XP_020816542.1|DSER	LOC120776748|XP_039963635.1|BTRY
OG0008442	LOC110184034|XP_020808065.1|DSER	LOC120772418|XP_039956956.1|BTRY
OG0008443	LOC110176261|XP_020798231.1|DSER	LOC120779040|XP_039967097.1|BTRY
OG0008444	LOC110185173|XP_020809550.1|DSER	LOC120776625|XP_039963361.1|BTRY
OG0008445	LOC110184428|XP_020808623.1|DSER	LOC120774737|XP_039960424.1|BTRY
OG0008446	LOC110178847|XP_020801766.1|DSER	LOC120775595|XP_039961767.1|BTRY
OG0008447	LOC110187111|XP_020812180.1|DSER	LOC120775114|XP_039961066.1|BTRY
OG0008448	LOC110181024|XP_020804358.1|DSER	LOC120774914|XP_039960721.1|BTRY
OG0008450	LOC110181669|XP_020805153.1|DSER	LOC120773690|XP_039958657.1|BTRY
OG0008451	LOC110188281|XP_020813635.1|DSER	LOC120766163|XP_039947443.1|BTRY
OG0008452	LOC110178144|XP_020800831.1|DSER	LOC120775897|XP_039962221.1|BTRY
OG0008453	LOC110182952|XP_020806802.1|DSER	LOC120771056|XP_039954796.1|BTRY
OG0008454	LOC110180414|XP_020803737.1|DSER	LOC120774140|XP_039959465.1|BTRY
OG0008455	LOC110183684|XP_020807680.1|DSER	LOC120777347|XP_039964531.1|BTRY
OG0008456	LOC110188196|XP_020813448.1|DSER	LOC120776392|XP_039962946.1|BTRY
OG0008457	LOC110184368|XP_020808529.1|DSER	LOC120769845|XP_039952966.1|BTRY
OG0008459	LOC110181876|XP_020805461.1|DSER	LOC120775010|XP_039960885.1|BTRY
OG0008460	LOC110185679|XP_020810305.1|DSER	LOC120769675|XP_039952729.1|BTRY
OG0008461	LOC110177099|XP_020799303.1|DSER	LOC120769685|XP_039952741.1|BTRY
OG0008462	LOC110178438|XP_020801231.1|DSER, LOC110182295|XP_020805973.1|DSER	LOC120767194|XP_039948927.1|BTRY
OG0008463	LOC110178094|XP_020800760.1|DSER	LOC120769533|XP_039952507.1|BTRY
OG0008464	LOC110184102|XP_020808152.1|DSER	LOC120770370|XP_039953719.1|BTRY, LOC120770371|XP_039953721.1|BTRY
OG0008465	LOC110177718|XP_020800218.1|DSER	LOC120770011|XP_039953038.1|BTRY
OG0008466	LOC110182826|XP_020806622.1|DSER	LOC120771976|XP_039956266.1|BTRY
OG0008467	LOC110178479|XP_020801279.1|DSER	LOC120781226|XP_039969293.1|BTRY
OG0008468	LOC110182400|XP_020806101.1|DSER, LOC110187313|XP_020812361.1|DSER	LOC120769413|XP_039952326.1|BTRY
OG0008469	LOC110186966|XP_020811972.1|DSER	LOC120772475|XP_039957049.1|BTRY
OG0008470	LOC110190259|XP_020816323.1|DSER	LOC120773054|XP_039957922.1|BTRY
OG0008472	LOC110180051|XP_020803331.1|DSER	LOC120780715|XP_039968910.1|BTRY, LOC120770412|XP_039953781.1|BTRY
OG0008473	LOC110181793|XP_020805332.1|DSER	LOC120773868|XP_039958956.1|BTRY
OG0008474	LOC110177282|XP_020799590.1|DSER	LOC120780753|XP_039968943.1|BTRY
OG0008475	LOC110185895|XP_020810566.1|DSER	LOC120769655|XP_039952694.1|BTRY, LOC120769624|XP_039952663.1|BTRY
OG0008476	LOC110188686|XP_020814147.1|DSER	LOC120771421|XP_039955343.1|BTRY
OG0008477	LOC110178699|XP_020801756.1|DSER	LOC120770227|XP_039953442.1|BTRY
OG0008478	LOC110190990|XP_020817360.1|DSER	LOC120780747|XP_039968937.1|BTRY
OG0008478	LOC110190989|XP_020817359.1|DSER	LOC120780741|XP_039968935.1|BTRY
OG0008479	LOC110179227|XP_020802323.1|DSER	LOC120772132|XP_039956482.1|BTRY
OG0008480	LOC110178710|XP_020801569.1|DSER	LOC120776787|XP_039963707.1|BTRY
OG0008481	LOC110181798|XP_020805339.1|DSER	LOC120778734|XP_039966633.1|BTRY
OG0008482	LOC110190175|XP_020816181.1|DSER	LOC120776366|XP_039962878.1|BTRY
OG0008483	LOC110187334|XP_020812381.1|DSER, LOC110179238|XP_020802351.1|DSER, LOC110179931|XP_020803188.1|DSER	LOC120775156|XP_039961128.1|BTRY
OG0008484	LOC110187884|XP_020813028.1|DSER	LOC120773717|XP_039958703.1|BTRY
OG0008485	LOC110185747|XP_020810403.1|DSER	LOC120781463|XP_039969617.1|BTRY
OG0008486	LOC110185397|XP_020809838.1|DSER	LOC120779464|XP_039967659.1|BTRY
OG0008487	LOC110182536|XP_020806243.1|DSER	LOC120775690|XP_039961934.1|BTRY
OG0008488	LOC110191012|XP_020817389.1|DSER	LOC120766416|XP_039947803.1|BTRY
OG0008490	LOC110186662|XP_020811586.1|DSER	LOC120780601|XP_039968793.1|BTRY
OG0008491	LOC110191009|XP_020817385.1|DSER	LOC120777500|XP_039964789.1|BTRY, LOC120777533|XP_039964854.1|BTRY, LOC120777488|XP_039964767.1|BTRY, LOC120777434|XP_039964678.1|BTRY, LOC120777482|XP_039964754.1|BTRY, LOC120777459|XP_039964720.1|BTRY
OG0008493	LOC110186120|XP_020810829.1|DSER, LOC110186118|XP_020810826.1|DSER	LOC120768344|XP_039950932.1|BTRY, LOC120769704|XP_039952770.1|BTRY, LOC120768544|XP_039951220.1|BTRY
OG0008494	LOC110191582|XP_020818127.1|DSER	LOC120771704|XP_039955773.1|BTRY, LOC120773086|XP_039957984.1|BTRY
OG0008495	LOC110182837|XP_020806633.1|DSER	LOC120770718|XP_039954232.1|BTRY, LOC120772904|XP_039957726.1|BTRY
OG0008496	LOC110177717|XP_020800217.1|DSER	LOC120770010|XP_039953037.1|BTRY
OG0008497	LOC110182902|XP_020806718.1|DSER	LOC120770435|XP_039953837.1|BTRY
OG0008498	LOC110180009|XP_020803260.1|DSER	LOC120771688|XP_039955754.1|BTRY
OG0008499	LOC110176813|XP_020798917.1|DSER	LOC120771671|XP_039955720.1|BTRY
OG0008500	LOC110178399|XP_020801196.1|DSER	LOC120770288|XP_039953559.1|BTRY
OG0008501	LOC110185194|XP_020809578.1|DSER	LOC120776570|XP_039963266.1|BTRY, LOC120776569|XP_039963265.1|BTRY
OG0008502	LOC110182041|XP_020805630.1|DSER	LOC120774983|XP_039960823.1|BTRY, LOC120774982|XP_039960820.1|BTRY
OG0008503	LOC110184260|XP_020808382.1|DSER	LOC120773528|XP_039958418.1|BTRY
OG0008504	LOC110188823|XP_020814368.1|DSER	LOC120776383|XP_039962928.1|BTRY, LOC120776382|XP_039962927.1|BTRY
