Orthogroup	DSER.longest_only	ASTE.longest_only
OG0007849	LOC110191885|XP_020818529.1|DSER	LOC118502958|XP_035891614.1|ASTE
OG0007850	LOC110191884|XP_020818527.1|DSER	LOC118502951|XP_035891600.1|ASTE
OG0007851	LOC110186510|XP_020811366.1|DSER	LOC118502972|XP_035891635.1|ASTE
OG0007852	LOC110191407|XP_020817924.1|DSER	LOC118502998|XP_035891699.1|ASTE
OG0007853	LOC110184630|XP_020808889.1|DSER	LOC118503117|XP_035891955.1|ASTE
OG0007854	LOC110189459|XP_020815197.1|DSER	LOC118503375|XP_035892468.1|ASTE
OG0007855	LOC110188673|XP_020814130.1|DSER	LOC118504386|XP_035894687.1|ASTE
OG0007856	LOC110191166|XP_020817585.1|DSER	LOC118504395|XP_035894694.1|ASTE
OG0007857	LOC110184779|XP_020809081.1|DSER	LOC118505243|XP_035896686.1|ASTE, LOC118517171|XP_035918966.1|ASTE
OG0007858	LOC110176837|XP_020798950.1|DSER	LOC118503274|XP_035892240.1|ASTE
OG0007859	LOC110190586|XP_020816838.1|DSER	LOC118503190|XP_035892064.1|ASTE
OG0007860	LOC110186503|XP_020811357.1|DSER	LOC118503373|XP_035892463.1|ASTE
OG0007861	LOC110189042|XP_020814669.1|DSER	LOC118506945|XP_035900655.1|ASTE
OG0007863	LOC110184901|XP_020809206.1|DSER	LOC118502752|XP_035891211.1|ASTE
OG0007864	LOC110186694|XP_020811621.1|DSER	LOC118505032|XP_035896147.1|ASTE
OG0007865	LOC110179022|XP_020802026.1|DSER	LOC118505081|XP_035896263.1|ASTE
OG0007866	LOC110187636|XP_020812703.1|DSER	LOC118504423|XP_035894753.1|ASTE
OG0007867	LOC110188520|XP_020813919.1|DSER	LOC118503275|XP_035892242.1|ASTE
OG0007868	LOC110191260|XP_020817710.1|DSER	LOC118502862|XP_035891463.1|ASTE
OG0007869	LOC110182074|XP_020805717.1|DSER	LOC118513436|XP_035915066.1|ASTE
OG0007870	LOC110178584|XP_020801421.1|DSER	LOC118511493|XP_035910544.1|ASTE
OG0007871	LOC110187037|XP_020812060.1|DSER	LOC118513128|XP_035914438.1|ASTE
OG0007872	LOC110187031|XP_020812057.1|DSER	LOC118511492|XP_035910536.1|ASTE
OG0007873	LOC110190467|XP_020816635.1|DSER	LOC118514269|XP_035916903.1|ASTE
OG0007874	LOC110183511|XP_020807456.1|DSER	LOC118508900|XP_035904652.1|ASTE
OG0007875	LOC110189220|XP_020814853.1|DSER	LOC118510148|XP_035907535.1|ASTE
OG0007876	LOC110181875|XP_020805460.1|DSER	LOC118509096|XP_035905141.1|ASTE
OG0007877	LOC110187043|XP_020812068.1|DSER	LOC118510075|XP_035907362.1|ASTE
OG0007878	LOC110182866|XP_020806668.1|DSER	LOC118512965|XP_035914084.1|ASTE
OG0007879	LOC110185188|XP_020809568.1|DSER	LOC118510137|XP_035907509.1|ASTE
OG0007880	LOC110183067|XP_020806912.1|DSER	LOC118512103|XP_035911967.1|ASTE
OG0007881	LOC110183654|XP_020807637.1|DSER	LOC118509121|XP_035905198.1|ASTE
OG0007882	LOC110183671|XP_020807664.1|DSER	LOC118509424|XP_035905905.1|ASTE
OG0007883	LOC110183663|XP_020807649.1|DSER	LOC118509422|XP_035905887.1|ASTE
OG0007884	LOC110190212|XP_020816226.1|DSER	LOC118509531|XP_035906144.1|ASTE
OG0007885	LOC110189221|XP_020814858.1|DSER	LOC118509896|XP_035907037.1|ASTE
OG0007886	LOC110185105|XP_020809453.1|DSER	LOC118511425|XP_035910403.1|ASTE
OG0007887	LOC110183670|XP_020807663.1|DSER	LOC118512839|XP_035913785.1|ASTE
OG0007888	LOC110185272|XP_020809677.1|DSER	LOC118512875|XP_035913861.1|ASTE
OG0007889	LOC110190705|XP_020816983.1|DSER	LOC118512877|XP_035913863.1|ASTE
OG0007890	LOC110185166|XP_020809531.1|DSER	LOC118510371|XP_035907988.1|ASTE
OG0007891	LOC110191721|XP_020818297.1|DSER	LOC118510484|XP_035908257.1|ASTE
OG0007892	LOC110189485|XP_020815230.1|DSER	LOC118511378|XP_035910266.1|ASTE
OG0007893	LOC110181103|XP_020804433.1|DSER	LOC118509642|XP_035906442.1|ASTE
OG0007894	LOC110190525|XP_020816721.1|DSER	LOC118514443|XP_035917245.1|ASTE
OG0007895	LOC110178763|XP_020801660.1|DSER	LOC118514442|XP_035917236.1|ASTE
OG0007896	LOC110178595|XP_020801440.1|DSER	LOC118512803|XP_035913636.1|ASTE
OG0007897	LOC110190520|XP_020816713.1|DSER	LOC118509690|XP_035906639.1|ASTE
OG0007898	LOC110188829|XP_020814378.1|DSER	LOC118513063|XP_035914305.1|ASTE
OG0007899	LOC110185267|XP_020809673.1|DSER	LOC118512663|XP_035913305.1|ASTE
OG0007900	LOC110189250|XP_020814914.1|DSER	LOC118514345|XP_035917057.1|ASTE
OG0007901	LOC110190411|XP_020816535.1|DSER	LOC118512259|XP_035912316.1|ASTE
OG0007902	LOC110181495|XP_020804921.1|DSER	LOC118505249|XP_035896695.1|ASTE
OG0007903	LOC110190812|XP_020817121.1|DSER	LOC118514208|XP_035916794.1|ASTE
OG0007904	LOC110189960|XP_020815907.1|DSER	LOC118514198|XP_035916780.1|ASTE
OG0007905	LOC110176808|XP_020798906.1|DSER	LOC118512611|XP_035913177.1|ASTE
OG0007906	LOC110176174|XP_020798074.1|DSER	LOC118511891|XP_035911412.1|ASTE
OG0007907	LOC110189104|XP_020814740.1|DSER	LOC118510306|XP_035907828.1|ASTE
OG0007908	LOC110189105|XP_020814741.1|DSER	LOC118510309|XP_035907839.1|ASTE
OG0007909	LOC110181757|XP_020805279.1|DSER	LOC118512304|XP_035912428.1|ASTE
OG0007910	LOC110185287|XP_020809695.1|DSER	LOC118511553|XP_035910675.1|ASTE
OG0007911	LOC110185171|XP_020809547.1|DSER	LOC118508854|XP_035904500.1|ASTE
OG0007912	LOC110177577|XP_020800015.1|DSER	LOC118508856|XP_035904502.1|ASTE
OG0007913	LOC110185172|XP_020809549.1|DSER	LOC118508858|XP_035904505.1|ASTE
OG0007914	LOC110179004|XP_020801997.1|DSER	LOC118510585|XP_035908474.1|ASTE
OG0007915	LOC110183576|XP_020807547.1|DSER	LOC118511818|XP_035911251.1|ASTE
OG0007916	LOC110183090|XP_020806942.1|DSER	LOC118511863|XP_035911336.1|ASTE
OG0007917	LOC110176962|XP_020799127.1|DSER	LOC118513175|XP_035914528.1|ASTE
OG0007918	LOC110189610|XP_020815406.1|DSER	LOC118512912|XP_035913949.1|ASTE
OG0007919	LOC110177049|XP_020799224.1|DSER	LOC118511960|XP_035911575.1|ASTE
OG0007920	LOC110189520|XP_020815305.1|DSER	LOC118511981|XP_035911613.1|ASTE
OG0007921	LOC110179347|XP_020802517.1|DSER	LOC118511980|XP_035911612.1|ASTE
OG0007922	LOC110176627|XP_020798711.1|DSER	LOC118510958|XP_035909310.1|ASTE
OG0007923	LOC110181520|XP_020804952.1|DSER	LOC118511934|XP_035911514.1|ASTE
OG0007924	LOC110179259|XP_020802376.1|DSER	LOC118511977|XP_035911606.1|ASTE
OG0007926	LOC110178523|XP_020801336.1|DSER	LOC118507077|XP_035900952.1|ASTE
OG0007927	LOC110185671|XP_020810291.1|DSER	LOC118505154|XP_035896435.1|ASTE
OG0007928	LOC110183886|XP_020807890.1|DSER	LOC118504542|XP_035895029.1|ASTE
OG0007929	LOC110185911|XP_020810583.1|DSER	LOC118504330|XP_035894554.1|ASTE
OG0007930	LOC110180240|XP_020803556.1|DSER	LOC118505099|XP_035896295.1|ASTE
OG0007931	LOC110185623|XP_020810233.1|DSER	LOC118513926|XP_035916187.1|ASTE
OG0007932	LOC110184585|XP_020808830.1|DSER	LOC118512713|XP_035913443.1|ASTE
OG0007934	LOC110190863|XP_020817171.1|DSER	LOC118511742|XP_035911085.1|ASTE
OG0007935	LOC110185557|XP_020810133.1|DSER	LOC118511738|XP_035911081.1|ASTE
OG0007936	LOC110183363|XP_020807284.1|DSER	LOC118513856|XP_035916048.1|ASTE
OG0007937	LOC110176970|XP_020799136.1|DSER	LOC118511118|XP_035909736.1|ASTE
OG0007938	LOC110183427|XP_020807368.1|DSER	LOC118511083|XP_035909656.1|ASTE
OG0007939	LOC110187559|XP_020812607.1|DSER	LOC118511082|XP_035909655.1|ASTE
OG0007940	LOC110187603|XP_020812654.1|DSER	LOC118511072|XP_035909623.1|ASTE
OG0007941	LOC110177722|XP_020800265.1|DSER	LOC118513586|XP_035915448.1|ASTE
OG0007942	LOC110179576|XP_020802825.1|DSER	LOC118510629|XP_035908561.1|ASTE
OG0007943	LOC110185894|XP_020810564.1|DSER	LOC118510615|XP_035908525.1|ASTE
OG0007944	LOC110177575|XP_020800012.1|DSER	LOC118511209|XP_035909885.1|ASTE
OG0007945	LOC110183304|XP_020807202.1|DSER	LOC118513538|XP_035915304.1|ASTE
OG0007946	LOC110191489|XP_020818013.1|DSER	LOC118513540|XP_035915306.1|ASTE
OG0007947	LOC110185685|XP_020810311.1|DSER	LOC118513920|XP_035916176.1|ASTE
OG0007948	LOC110185949|XP_020810625.1|DSER	LOC118513659|XP_035915645.1|ASTE
OG0007949	LOC110183525|XP_020807477.1|DSER	LOC118513545|XP_035915320.1|ASTE
OG0007950	LOC110187283|XP_020812331.1|DSER	LOC118511092|XP_035909687.1|ASTE
OG0007951	LOC110182368|XP_020806068.1|DSER	LOC118511113|XP_035909731.1|ASTE
OG0007952	LOC110179170|XP_020802228.1|DSER	LOC118511120|XP_035909745.1|ASTE
OG0007953	LOC110185878|XP_020810549.1|DSER, LOC110183439|XP_020807381.1|DSER	LOC118512642|XP_035913246.1|ASTE
OG0007954	LOC110185965|XP_020810642.1|DSER	LOC118509045|XP_035905013.1|ASTE
OG0007955	LOC110183205|XP_020807077.1|DSER	LOC118511152|XP_035909773.1|ASTE
OG0007956	LOC110181323|XP_020804700.1|DSER	LOC118509131|XP_035905223.1|ASTE
OG0007957	LOC110183385|XP_020807310.1|DSER	LOC118511646|XP_035910873.1|ASTE
OG0007958	LOC110180627|XP_020803972.1|DSER	LOC118514023|XP_035916390.1|ASTE
OG0007959	LOC110178193|XP_020800886.1|DSER	LOC118514022|XP_035916388.1|ASTE
OG0007960	LOC110183314|XP_020807217.1|DSER	LOC118512900|XP_035913908.1|ASTE
OG0007961	LOC110191943|XP_020818622.1|DSER	LOC118511644|XP_035910862.1|ASTE
OG0007962	LOC110179510|XP_020802746.1|DSER	LOC118509268|XP_035905514.1|ASTE
OG0007963	LOC110185608|XP_020810212.1|DSER	LOC118509070|XP_035905086.1|ASTE
OG0007964	LOC110181463|XP_020804870.1|DSER	LOC118509075|XP_035905100.1|ASTE
OG0007965	LOC110185613|XP_020810219.1|DSER	LOC118509039|XP_035904972.1|ASTE
OG0007966	LOC110181153|XP_020804486.1|DSER	LOC118510999|XP_035909407.1|ASTE
OG0007967	LOC110187463|XP_020812510.1|DSER	LOC118511015|XP_035909436.1|ASTE
OG0007968	LOC110179929|XP_020803186.1|DSER	LOC118514157|XP_035916666.1|ASTE
OG0007969	LOC110183361|XP_020807282.1|DSER	LOC118514126|XP_035916604.1|ASTE
OG0007971	LOC110182018|XP_020805608.1|DSER	LOC118514703|XP_035917662.1|ASTE
OG0007972	LOC110178329|XP_020801098.1|DSER	LOC118513366|XP_035914890.1|ASTE
OG0007973	LOC110183962|XP_020807977.1|DSER	LOC118513336|XP_035914849.1|ASTE
OG0007975	LOC110188037|XP_020813239.1|DSER	LOC118510648|XP_035908656.1|ASTE
OG0007976	LOC110181500|XP_020804929.1|DSER	LOC118514672|XP_035917608.1|ASTE
OG0007977	LOC110176844|XP_020798964.1|DSER	LOC118514653|XP_035917578.1|ASTE
OG0007978	LOC110182317|XP_020806006.1|DSER	LOC118514657|XP_035917583.1|ASTE
OG0007979	LOC110185842|XP_020810509.1|DSER	LOC118513593|XP_035915466.1|ASTE
OG0007980	LOC110176840|XP_020798955.1|DSER	LOC118514566|XP_035917459.1|ASTE
OG0007981	LOC110187094|XP_020812158.1|DSER	LOC118514568|XP_035917461.1|ASTE
OG0007982	LOC110183483|XP_020807420.1|DSER	LOC118514512|XP_035917352.1|ASTE
OG0007983	LOC110178153|XP_020800841.1|DSER	LOC118512598|XP_035913145.1|ASTE
OG0007984	LOC110185673|XP_020810295.1|DSER	LOC118508804|XP_035904417.1|ASTE
OG0007985	LOC110188775|XP_020814275.1|DSER	LOC118512632|XP_035913221.1|ASTE
OG0007986	LOC110184829|XP_020809133.1|DSER	LOC118509828|XP_035906891.1|ASTE
OG0007987	LOC110182321|XP_020806010.1|DSER	LOC118513266|XP_035914727.1|ASTE
OG0007988	LOC110185755|XP_020810413.1|DSER	LOC118508960|XP_035904782.1|ASTE
OG0007989	LOC110183348|XP_020807261.1|DSER	LOC118514036|XP_035916405.1|ASTE
OG0007990	LOC110183313|XP_020807216.1|DSER	LOC118509300|XP_035905641.1|ASTE
OG0007991	LOC110178211|XP_020800910.1|DSER	LOC118513629|XP_035915586.1|ASTE
OG0007993	LOC110186783|XP_020811715.1|DSER	LOC118510878|XP_035909138.1|ASTE
OG0007994	LOC110183215|XP_020807089.1|DSER	LOC118511235|XP_035909965.1|ASTE
OG0007995	LOC110185973|XP_020810654.1|DSER	LOC118511703|XP_035911008.1|ASTE
OG0007996	LOC110181947|XP_020805542.1|DSER	LOC118513624|XP_035915575.1|ASTE
OG0007997	LOC110185207|XP_020809591.1|DSER	LOC118514127|XP_035916606.1|ASTE
OG0007998	LOC110176890|XP_020799034.1|DSER	LOC118514077|XP_035916498.1|ASTE
OG0007999	LOC110183430|XP_020807370.1|DSER	LOC118514117|XP_035916586.1|ASTE
OG0008000	LOC110183404|XP_020807338.1|DSER	LOC118514106|XP_035916573.1|ASTE
OG0008001	LOC110183916|XP_020807919.1|DSER	LOC118510708|XP_035908801.1|ASTE
OG0008002	LOC110187564|XP_020812612.1|DSER	LOC118510669|XP_035908706.1|ASTE
OG0008003	LOC110183924|XP_020807945.1|DSER	LOC118510665|XP_035908698.1|ASTE
OG0008004	LOC110183502|XP_020807447.1|DSER	LOC118505760|XP_035897872.1|ASTE
OG0008005	LOC110182119|XP_020805787.1|DSER	LOC118505763|XP_035897885.1|ASTE
OG0008006	LOC110191978|XP_020818663.1|DSER	LOC118517027|XP_035918784.1|ASTE, LOC118505745|XP_035897835.1|ASTE
OG0008007	LOC110181755|XP_020805277.1|DSER	LOC118505743|XP_035897830.1|ASTE
OG0008009	LOC110181687|XP_020805188.1|DSER	LOC118503508|XP_035892751.1|ASTE
OG0008010	LOC110184248|XP_020808364.1|DSER	LOC118505613|XP_035897551.1|ASTE
OG0008011	LOC110179679|XP_020802953.1|DSER	LOC118505618|XP_035897572.1|ASTE
OG0008012	LOC110189314|XP_020815014.1|DSER	LOC118505619|XP_035897574.1|ASTE
OG0008013	LOC110191709|XP_020818286.1|DSER	LOC118508357|XP_035903954.1|ASTE
OG0008014	LOC110187711|XP_020812805.1|DSER	LOC118505644|XP_035897615.1|ASTE
OG0008015	LOC110190243|XP_020816266.1|DSER	LOC118505180|XP_035896526.1|ASTE
OG0008016	LOC110190246|XP_020816268.1|DSER	LOC118505255|XP_035896704.1|ASTE
OG0008017	LOC110181568|XP_020805017.1|DSER	LOC118517527|XP_035919653.1|ASTE
OG0008018	LOC110182486|XP_020806193.1|DSER	LOC118502504|XP_035890630.1|ASTE
OG0008019	LOC110176022|XP_020797892.1|DSER	LOC118505824|XP_035898066.1|ASTE
OG0008020	LOC110187788|XP_020812919.1|DSER	LOC118506175|XP_035898839.1|ASTE
OG0008021	LOC110184348|XP_020808503.1|DSER	LOC118504251|XP_035894371.1|ASTE
OG0008022	LOC110186759|XP_020811680.1|DSER	LOC118508344|XP_035903917.1|ASTE
OG0008023	LOC110179517|XP_020802753.1|DSER	LOC118502757|XP_035891221.1|ASTE
OG0008024	LOC110179529|XP_020802768.1|DSER	LOC118502762|XP_035891234.1|ASTE
OG0008025	LOC110182455|XP_020806148.1|DSER	LOC118505537|XP_035897350.1|ASTE
OG0008026	LOC110181822|XP_020805379.1|DSER	LOC118504621|XP_035895204.1|ASTE
OG0008027	LOC110184313|XP_020808460.1|DSER	LOC118504618|XP_035895191.1|ASTE
OG0008028	LOC110188116|XP_020813349.1|DSER	LOC118517541|XP_035919672.1|ASTE
OG0008029	LOC110186139|XP_020810848.1|DSER	LOC118508346|XP_035903925.1|ASTE
OG0008030	LOC110187747|XP_020812864.1|DSER	LOC118505341|XP_035896891.1|ASTE
OG0008031	LOC110185731|XP_020810375.1|DSER	LOC118505345|XP_035896897.1|ASTE
OG0008032	LOC110186996|XP_020812015.1|DSER	LOC118506610|XP_035899870.1|ASTE
OG0008033	LOC110186512|XP_020811368.1|DSER	LOC118502677|XP_035891068.1|ASTE
OG0008034	LOC110176576|XP_020798647.1|DSER	LOC118504950|XP_035895952.1|ASTE
OG0008035	LOC110176114|XP_020798010.1|DSER	LOC118517582|XP_035919749.1|ASTE
OG0008036	LOC110186432|XP_020811274.1|DSER	LOC118505224|XP_035896645.1|ASTE
OG0008037	LOC110186787|XP_020811724.1|DSER	LOC118505159|XP_035896446.1|ASTE
OG0008038	LOC110180541|XP_020803890.1|DSER	LOC118504647|XP_035895296.1|ASTE
OG0008039	LOC110177258|XP_020799568.1|DSER	LOC118503624|XP_035893004.1|ASTE
OG0008040	LOC110186260|XP_020811026.1|DSER	LOC118503655|XP_035893070.1|ASTE
OG0008042	LOC110190441|XP_020816592.1|DSER	LOC118505493|XP_035897241.1|ASTE
OG0008043	LOC110183260|XP_020807145.1|DSER	LOC118506673|XP_035900000.1|ASTE
OG0008044	LOC110182592|XP_020806305.1|DSER	LOC118506664|XP_035899977.1|ASTE
OG0008045	LOC110175944|XP_020797789.1|DSER	LOC118506656|XP_035899967.1|ASTE
OG0008046	LOC110177115|XP_020799319.1|DSER	LOC118506647|XP_035899940.1|ASTE
OG0008047	LOC110190866|XP_020817175.1|DSER	LOC118506578|XP_035899827.1|ASTE
OG0008048	LOC110177236|XP_020799530.1|DSER	LOC118506574|XP_035899809.1|ASTE
OG0008049	LOC110190865|XP_020817173.1|DSER	LOC118506576|XP_035899815.1|ASTE
OG0008050	LOC110186596|XP_020811483.1|DSER	LOC118506568|XP_035899785.1|ASTE
OG0008051	LOC110186606|XP_020811497.1|DSER	LOC118506567|XP_035899784.1|ASTE
OG0008052	LOC110191745|XP_020818340.1|DSER	LOC118503673|XP_035893107.1|ASTE
OG0008053	LOC110179903|XP_020803159.1|DSER	LOC118504985|XP_035896035.1|ASTE
OG0008054	LOC110183504|XP_020807449.1|DSER	LOC118506338|XP_035899211.1|ASTE
OG0008055	LOC110181748|XP_020805267.1|DSER	LOC118506334|XP_035899202.1|ASTE
OG0008056	LOC110182450|XP_020806143.1|DSER	LOC118502601|XP_035890858.1|ASTE
OG0008057	LOC110187768|XP_020812888.1|DSER	LOC118504300|XP_035894491.1|ASTE
OG0008058	LOC110176411|XP_020798409.1|DSER	LOC118504337|XP_035894590.1|ASTE
OG0008059	LOC110177121|XP_020799327.1|DSER	LOC118505248|XP_035896694.1|ASTE
OG0008060	LOC110189938|XP_020815886.1|DSER	LOC118504630|XP_035895241.1|ASTE
OG0008061	LOC110184334|XP_020808489.1|DSER	LOC118507655|XP_035902324.1|ASTE
OG0008062	LOC110187019|XP_020812043.1|DSER	LOC118507657|XP_035902325.1|ASTE
OG0008063	LOC110190443|XP_020816605.1|DSER	LOC118508544|XP_035904320.1|ASTE
OG0008064	LOC110179476|XP_020802708.1|DSER	LOC118505732|XP_035897813.1|ASTE
OG0008065	LOC110187098|XP_020812161.1|DSER	LOC118504358|XP_035894643.1|ASTE
OG0008066	LOC110180374|XP_020803700.1|DSER	LOC118506826|XP_035900415.1|ASTE
OG0008067	LOC110181835|XP_020805398.1|DSER	LOC118517557|XP_035919692.1|ASTE
OG0008068	LOC110181829|XP_020805392.1|DSER	LOC118505350|XP_035896911.1|ASTE
OG0008069	LOC110191714|XP_020818290.1|DSER	LOC118502779|XP_035891269.1|ASTE
OG0008070	LOC110177238|XP_020799531.1|DSER	LOC118506920|XP_035900609.1|ASTE
OG0008071	LOC110183527|XP_020807480.1|DSER	LOC118504773|XP_035895595.1|ASTE
OG0008072	LOC110180117|XP_020803415.1|DSER	LOC118506544|XP_035899728.1|ASTE
OG0008073	LOC110176020|XP_020797890.1|DSER	LOC118506539|XP_035899706.1|ASTE
OG0008074	LOC110175916|XP_020797751.1|DSER	LOC118506532|XP_035899693.1|ASTE, LOC118515301|XP_035917871.1|ASTE
OG0008075	LOC110177819|XP_020800368.1|DSER	LOC118508541|XP_035904315.1|ASTE
OG0008076	LOC110180205|XP_020803521.1|DSER	LOC118502529|XP_035890687.1|ASTE
OG0008077	LOC110187793|XP_020812924.1|DSER	LOC118504468|XP_035894870.1|ASTE
OG0008078	LOC110181935|XP_020805531.1|DSER	LOC118504466|XP_035894869.1|ASTE
OG0008079	LOC110187026|XP_020812050.1|DSER	LOC118502718|XP_035891165.1|ASTE
OG0008080	LOC110180191|XP_020803507.1|DSER	LOC118503017|XP_035891734.1|ASTE
OG0008081	LOC110180202|XP_020803515.1|DSER	LOC118503013|XP_035891724.1|ASTE
OG0008082	LOC110187003|XP_020812022.1|DSER	LOC118502636|XP_035890972.1|ASTE
OG0008083	LOC110188026|XP_020813223.1|DSER	LOC118506981|XP_035900737.1|ASTE
OG0008085	LOC110176523|XP_020798559.1|DSER	LOC118502480|XP_035890603.1|ASTE
OG0008086	LOC110187667|XP_020812745.1|DSER	LOC118504297|XP_035894486.1|ASTE
OG0008087	LOC110184276|XP_020808405.1|DSER	LOC118505297|XP_035896797.1|ASTE
OG0008088	LOC110181786|XP_020805325.1|DSER	LOC118502797|XP_035891297.1|ASTE
OG0008089	LOC110186967|XP_020811977.1|DSER	LOC118507619|XP_035902229.1|ASTE
OG0008090	LOC110179633|XP_020802903.1|DSER	LOC118506698|XP_035900073.1|ASTE
OG0008091	LOC110191424|XP_020817940.1|DSER	LOC118508430|XP_035904101.1|ASTE
OG0008092	LOC110188425|XP_020813809.1|DSER	LOC118506433|XP_035899444.1|ASTE
OG0008093	LOC110184326|XP_020808481.1|DSER	LOC118505835|XP_035898085.1|ASTE
OG0008094	LOC110183994|XP_020808009.1|DSER	LOC118505834|XP_035898083.1|ASTE
OG0008095	LOC110186434|XP_020811276.1|DSER	LOC118504501|XP_035894920.1|ASTE
OG0008096	LOC110183403|XP_020807337.1|DSER	LOC118504810|XP_035895704.1|ASTE
OG0008097	LOC110184345|XP_020808499.1|DSER	LOC118505364|XP_035896949.1|ASTE
OG0008098	LOC110182780|XP_020806564.1|DSER	LOC118502403|XP_035890519.1|ASTE
OG0008099	LOC110184640|XP_020808897.1|DSER	LOC118508361|XP_035903975.1|ASTE
OG0008100	LOC110184495|XP_020808713.1|DSER	LOC118502818|XP_035891360.1|ASTE
OG0008101	LOC110180640|XP_020803992.1|DSER	LOC118502671|XP_035891042.1|ASTE
OG0008102	LOC110191927|XP_020818587.1|DSER	LOC118508377|XP_035904007.1|ASTE
OG0008103	LOC110180634|XP_020803984.1|DSER	LOC118506410|XP_035899378.1|ASTE
OG0008104	LOC110176263|XP_020798236.1|DSER	LOC118503192|XP_035892067.1|ASTE
OG0008105	LOC110188091|XP_020813306.1|DSER	LOC118506387|XP_035899320.1|ASTE
OG0008106	LOC110190417|XP_020816546.1|DSER	LOC118504262|XP_035894384.1|ASTE
OG0008107	LOC110186584|XP_020811461.1|DSER	LOC118504811|XP_035895707.1|ASTE
OG0008108	LOC110176166|XP_020798062.1|DSER	LOC118506265|XP_035899060.1|ASTE
OG0008109	LOC110181576|XP_020805027.1|DSER	LOC118503258|XP_035892193.1|ASTE
OG0008110	LOC110181541|XP_020804982.1|DSER	LOC118505079|XP_035896261.1|ASTE
OG0008111	LOC110185510|XP_020810063.1|DSER	LOC118505051|XP_035896217.1|ASTE
OG0008112	LOC110180472|XP_020803813.1|DSER	LOC118505027|XP_035896131.1|ASTE
OG0008113	LOC110187115|XP_020812183.1|DSER	LOC118505026|XP_035896130.1|ASTE
OG0008114	LOC110187100|XP_020812165.1|DSER	LOC118505025|XP_035896129.1|ASTE
OG0008115	LOC110184205|XP_020808311.1|DSER	LOC118505024|XP_035896120.1|ASTE
OG0008116	LOC110179720|XP_020802993.1|DSER	LOC118505023|XP_035896118.1|ASTE
OG0008117	LOC110182113|XP_020805777.1|DSER	LOC118504984|XP_035896031.1|ASTE
OG0008118	LOC110183070|XP_020806915.1|DSER	LOC118504657|XP_035895332.1|ASTE
OG0008119	LOC110180204|XP_020803518.1|DSER	LOC118504660|XP_035895336.1|ASTE
OG0008120	LOC110181548|XP_020804990.1|DSER	LOC118504377|XP_035894680.1|ASTE
OG0008121	LOC110177306|XP_020799634.1|DSER	LOC118504380|XP_035894683.1|ASTE
OG0008122	LOC110183537|XP_020807496.1|DSER	LOC118502850|XP_035891445.1|ASTE
OG0008123	LOC110179432|XP_020802624.1|DSER	LOC118507568|XP_035902084.1|ASTE
OG0008124	LOC110179546|XP_020802784.1|DSER	LOC118507566|XP_035902080.1|ASTE
OG0008125	LOC110181849|XP_020805416.1|DSER	LOC118506822|XP_035900405.1|ASTE
OG0008126	LOC110178853|XP_020801772.1|DSER	LOC118504376|XP_035894677.1|ASTE
OG0008127	LOC110187152|XP_020812228.1|DSER	LOC118502557|XP_035890754.1|ASTE, LOC118515306|XP_035917874.1|ASTE
OG0008129	LOC110179457|XP_020802672.1|DSER	LOC118506843|XP_035900452.1|ASTE
OG0008130	LOC110184125|XP_020808190.1|DSER	LOC118506857|XP_035900480.1|ASTE
OG0008131	LOC110180435|XP_020803765.1|DSER	LOC118506862|XP_035900491.1|ASTE
OG0008132	LOC110186171|XP_020810884.1|DSER	LOC118505186|XP_035896534.1|ASTE
OG0008133	LOC110180326|XP_020803642.1|DSER	LOC118505203|XP_035896577.1|ASTE
OG0008135	LOC110188224|XP_020813530.1|DSER	LOC118510971|XP_035909356.1|ASTE
OG0008136	LOC110179151|XP_020802199.1|DSER	LOC118510976|XP_035909370.1|ASTE
OG0008137	LOC110183256|XP_020807140.1|DSER	LOC118511898|XP_035911422.1|ASTE
OG0008138	LOC110190655|XP_020816914.1|DSER	LOC118512416|XP_035912708.1|ASTE
OG0008139	LOC110191322|XP_020817809.1|DSER	LOC118512415|XP_035912707.1|ASTE
OG0008140	LOC110181658|XP_020805123.1|DSER	LOC118512401|XP_035912677.1|ASTE
OG0008141	LOC110176035|XP_020797906.1|DSER	LOC118512399|XP_035912674.1|ASTE
OG0008142	LOC110180109|XP_020803402.1|DSER	LOC118517719|XP_035920061.1|ASTE
OG0008143	LOC110184388|XP_020808553.1|DSER	LOC118512423|XP_035912719.1|ASTE
OG0008145	LOC110178202|XP_020800896.1|DSER	LOC118505934|XP_035898333.1|ASTE
OG0008146	LOC110183514|XP_020807459.1|DSER	LOC118505931|XP_035898330.1|ASTE
OG0008147	LOC110183533|XP_020807489.1|DSER	LOC118505384|XP_035896980.1|ASTE
OG0008148	LOC110182062|XP_020805683.1|DSER	LOC118506002|XP_035898476.1|ASTE
OG0008149	LOC110182456|XP_020806150.1|DSER	LOC118507226|XP_035901283.1|ASTE
OG0008150	LOC110181564|XP_020805012.1|DSER	LOC118507228|XP_035901287.1|ASTE
OG0008151	LOC110182084|XP_020805723.1|DSER	LOC118507229|XP_035901289.1|ASTE
OG0008152	LOC110180407|XP_020803720.1|DSER	LOC118512024|XP_035911702.1|ASTE
OG0008153	LOC110176297|XP_020798280.1|DSER	LOC118506155|XP_035898818.1|ASTE
OG0008154	LOC110176249|XP_020798212.1|DSER	LOC118506157|XP_035898820.1|ASTE
OG0008155	LOC110178912|XP_020801850.1|DSER	LOC118504014|XP_035893870.1|ASTE
