Orthogroup	DSER.longest_only	CPIP.longest_only
OG0006382	LOC110183512|XP_020807457.1|DSER	LOC120419904|XP_039438705.1|CPIP, LOC120418054|XP_039436240.1|CPIP
OG0006383	LOC110180378|XP_020803703.1|DSER	LOC120418085|XP_039436282.1|CPIP, LOC120419867|XP_039438652.1|CPIP
OG0006384	LOC110180331|XP_020803648.1|DSER	LOC120418090|XP_039436291.1|CPIP, LOC120419898|XP_039438700.1|CPIP
OG0006385	LOC110177315|XP_020799646.1|DSER	LOC120419888|XP_039438687.1|CPIP
OG0006386	LOC110186034|XP_020810730.1|DSER	LOC120419892|XP_039438694.1|CPIP
OG0006387	LOC110186393|XP_020811214.1|DSER	LOC120419896|XP_039438699.1|CPIP
OG0006388	LOC110180471|XP_020803807.1|DSER	LOC120428457|XP_039449402.1|CPIP
OG0006389	LOC110180470|XP_020803806.1|DSER	LOC120428459|XP_039449405.1|CPIP
OG0006390	LOC110187770|XP_020812893.1|DSER	LOC120426449|XP_039447145.1|CPIP
OG0006391	LOC110184699|XP_020808974.1|DSER	LOC120424160|XP_039444143.1|CPIP
OG0006392	LOC110182567|XP_020806275.1|DSER	LOC120427586|XP_039448398.1|CPIP
OG0006393	LOC110181210|XP_020804551.1|DSER	LOC120425009|XP_039445314.1|CPIP
OG0006394	LOC110187759|XP_020812882.1|DSER	LOC120425015|XP_039445320.1|CPIP
OG0006395	LOC110186611|XP_020811502.1|DSER	LOC120424946|XP_039445190.1|CPIP
OG0006396	LOC110180141|XP_020803446.1|DSER	LOC120419794|XP_039438564.1|CPIP
OG0006397	LOC110184604|XP_020808855.1|DSER	LOC120425466|XP_039445932.1|CPIP
OG0006398	LOC110182097|XP_020805740.1|DSER	LOC120425479|XP_039445950.1|CPIP
OG0006399	LOC110184271|XP_020808395.1|DSER	LOC120428785|XP_039449806.1|CPIP
OG0006400	LOC110184269|XP_020808393.1|DSER	LOC120428783|XP_039449805.1|CPIP
OG0006401	LOC110185260|XP_020809658.1|DSER	LOC120428774|XP_039449792.1|CPIP
OG0006402	LOC110190952|XP_020817292.1|DSER	LOC120428777|XP_039449795.1|CPIP
OG0006403	LOC110191306|XP_020817775.1|DSER	LOC120427451|XP_039448253.1|CPIP
OG0006404	LOC110186950|XP_020811944.1|DSER	LOC120427459|XP_039448262.1|CPIP
OG0006405	LOC110191240|XP_020817677.1|DSER	LOC120427445|XP_039448247.1|CPIP
OG0006407	LOC110184344|XP_020808498.1|DSER	LOC120426622|XP_039447349.1|CPIP
OG0006408	LOC110184165|XP_020808235.1|DSER	LOC120429695|XP_039450664.1|CPIP
OG0006409	LOC110184226|XP_020808344.1|DSER	LOC120429238|XP_039450383.1|CPIP
OG0006410	LOC110181514|XP_020804947.1|DSER	LOC120428948|XP_039450022.1|CPIP
OG0006411	LOC110179678|XP_020802949.1|DSER	LOC120428953|XP_039450026.1|CPIP
OG0006412	LOC110186785|XP_020811719.1|DSER	LOC120425703|XP_039446228.1|CPIP
OG0006413	LOC110186411|XP_020811241.1|DSER	LOC120431913|XP_039452977.1|CPIP
OG0006415	LOC110182215|XP_020805900.1|DSER	LOC120416140|XP_039433749.1|CPIP
OG0006416	LOC110183497|XP_020807439.1|DSER	LOC120431202|XP_039452278.1|CPIP
OG0006418	LOC110179108|XP_020802157.1|DSER	LOC120427314|XP_039448102.1|CPIP, LOC120427837|XP_039448691.1|CPIP
OG0006419	LOC110191391|XP_020817905.1|DSER	LOC120432092|XP_039453163.1|CPIP
OG0006420	LOC110186397|XP_020811222.1|DSER	LOC120430807|XP_039451863.1|CPIP
OG0006421	LOC110182709|XP_020806466.1|DSER	LOC120430805|XP_039451859.1|CPIP
OG0006422	LOC110183121|XP_020806971.1|DSER	LOC120425488|XP_039445966.1|CPIP
OG0006423	LOC110188334|XP_020813701.1|DSER	LOC120425472|XP_039445942.1|CPIP
OG0006424	LOC110188336|XP_020813703.1|DSER	LOC120425478|XP_039445948.1|CPIP
OG0006425	LOC110187961|XP_020813139.1|DSER	LOC120425494|XP_039445978.1|CPIP
OG0006426	LOC110187960|XP_020813138.1|DSER	LOC120425493|XP_039445977.1|CPIP
OG0006427	LOC110177393|XP_020799755.1|DSER	LOC120418062|XP_039436252.1|CPIP
OG0006428	LOC110177175|XP_020799422.1|DSER	LOC120431709|XP_039452759.1|CPIP, LOC120425123|XP_039445480.1|CPIP
OG0006429	LOC110191307|XP_020817776.1|DSER	LOC120427716|XP_039448548.1|CPIP
OG0006430	LOC110184671|XP_020808937.1|DSER	LOC120426535|XP_039447235.1|CPIP
OG0006431	LOC110176410|XP_020798408.1|DSER	LOC120417849|XP_039436004.1|CPIP
OG0006432	LOC110188263|XP_020813608.1|DSER	LOC120417843|XP_039435997.1|CPIP
OG0006433	LOC110188064|XP_020813273.1|DSER	LOC120421777|XP_039440979.1|CPIP
OG0006434	LOC110183386|XP_020807311.1|DSER	LOC120423854|XP_039443739.1|CPIP
OG0006435	LOC110177285|XP_020799594.1|DSER	LOC120423858|XP_039443741.1|CPIP
OG0006436	LOC110181488|XP_020804908.1|DSER	LOC120423851|XP_039443736.1|CPIP
OG0006437	LOC110184197|XP_020808287.1|DSER	LOC120423829|XP_039443691.1|CPIP
OG0006438	LOC110187556|XP_020812604.1|DSER	LOC120427978|XP_039448868.1|CPIP
OG0006439	LOC110190433|XP_020816578.1|DSER	LOC120426233|XP_039446903.1|CPIP
OG0006440	LOC110191417|XP_020817934.1|DSER	LOC120426226|XP_039446896.1|CPIP
OG0006441	LOC110191393|XP_020817910.1|DSER	LOC120418735|XP_039437142.1|CPIP
OG0006442	LOC110189685|XP_020815514.1|DSER	LOC120418749|XP_039437159.1|CPIP
OG0006443	LOC110191807|XP_020818418.1|DSER	LOC120420759|XP_039439796.1|CPIP
OG0006444	LOC110186174|XP_020810886.1|DSER	LOC120420792|XP_039439839.1|CPIP
OG0006446	LOC110189039|XP_020814667.1|DSER	LOC120424346|XP_039444372.1|CPIP
OG0006447	LOC110190875|XP_020817191.1|DSER	LOC120425560|XP_039446052.1|CPIP
OG0006448	LOC110189720|XP_020815573.1|DSER	LOC120423853|XP_039443738.1|CPIP
OG0006449	LOC110189468|XP_020815209.1|DSER	LOC120423836|XP_039443715.1|CPIP
OG0006450	LOC110187209|XP_020812268.1|DSER	LOC120423300|XP_039442998.1|CPIP
OG0006451	LOC110184367|XP_020808520.1|DSER	LOC120422577|XP_039441997.1|CPIP
OG0006452	LOC110190859|XP_020817168.1|DSER	LOC120428997|XP_039450070.1|CPIP
OG0006453	LOC110185217|XP_020809605.1|DSER	LOC120426736|XP_039447447.1|CPIP
OG0006454	LOC110179485|XP_020802718.1|DSER	LOC120428709|XP_039449714.1|CPIP
OG0006455	LOC110187895|XP_020813042.1|DSER	LOC120415460|XP_039432950.1|CPIP
OG0006456	LOC110187661|XP_020812739.1|DSER	LOC120416851|XP_039434679.1|CPIP
OG0006457	LOC110184298|XP_020808449.1|DSER	LOC120416347|XP_039434014.1|CPIP
OG0006458	LOC110183326|XP_020807233.1|DSER	LOC120416386|XP_039434060.1|CPIP
OG0006459	LOC110188215|XP_020813513.1|DSER	LOC120421094|XP_039440170.1|CPIP, LOC120418750|XP_039437160.1|CPIP
OG0006460	LOC110191067|XP_020817458.1|DSER	LOC120426732|XP_039447439.1|CPIP
OG0006461	LOC110188187|XP_020813422.1|DSER	LOC120427080|XP_039447856.1|CPIP
OG0006462	LOC110185448|XP_020809940.1|DSER	LOC120427070|XP_039447842.1|CPIP
OG0006463	LOC110191867|XP_020818506.1|DSER	LOC120427078|XP_039447854.1|CPIP
OG0006464	LOC110184634|XP_020808890.1|DSER	LOC120424046|XP_039444002.1|CPIP
OG0006465	LOC110180441|XP_020803770.1|DSER	LOC120431604|XP_039452642.1|CPIP
OG0006466	LOC110182583|XP_020806288.1|DSER	LOC120431606|XP_039452645.1|CPIP
OG0006467	LOC110186376|XP_020811187.1|DSER	LOC120422556|XP_039441967.1|CPIP
OG0006468	LOC110190918|XP_020817238.1|DSER	LOC120431785|XP_039452841.1|CPIP
OG0006469	LOC110180097|XP_020803379.1|DSER	LOC120425163|XP_039445535.1|CPIP
OG0006470	LOC110190666|XP_020816925.1|DSER	LOC120430220|XP_039451232.1|CPIP
OG0006471	LOC110191070|XP_020817461.1|DSER	LOC120425741|XP_039446281.1|CPIP
OG0006472	LOC110191069|XP_020817460.1|DSER	LOC120425739|XP_039446278.1|CPIP
OG0006473	LOC110190610|XP_020816862.1|DSER	LOC120425753|XP_039446295.1|CPIP
OG0006474	LOC110176847|XP_020798972.1|DSER	LOC120425755|XP_039446303.1|CPIP
OG0006475	LOC110176640|XP_020798726.1|DSER	LOC120425749|XP_039446289.1|CPIP
OG0006476	LOC110180433|XP_020803763.1|DSER	LOC120418329|XP_039436597.1|CPIP
OG0006477	LOC110184439|XP_020808637.1|DSER	LOC120418331|XP_039436600.1|CPIP
OG0006478	LOC110191183|XP_020817607.1|DSER	LOC120427252|XP_039448041.1|CPIP
OG0006479	LOC110191445|XP_020817968.1|DSER	LOC120427682|XP_039448497.1|CPIP
OG0006480	LOC110191579|XP_020818121.1|DSER	LOC120427681|XP_039448496.1|CPIP
OG0006481	LOC110183980|XP_020807995.1|DSER	LOC120428286|XP_039449212.1|CPIP
OG0006482	LOC110190870|XP_020817182.1|DSER	LOC120422551|XP_039441958.1|CPIP
OG0006483	LOC110187830|XP_020812967.1|DSER	LOC120431707|XP_039452762.1|CPIP
OG0006484	LOC110187726|XP_020812834.1|DSER	LOC120431916|XP_039452986.1|CPIP
OG0006485	LOC110186441|XP_020811284.1|DSER	LOC120426247|XP_039446919.1|CPIP
OG0006486	LOC110176464|XP_020798480.1|DSER	LOC120432493|XP_039453641.1|CPIP
OG0006487	LOC110187704|XP_020812797.1|DSER	LOC120427897|XP_039448766.1|CPIP
OG0006488	LOC110183648|XP_020807631.1|DSER	LOC120416953|XP_039434796.1|CPIP
OG0006489	LOC110186542|XP_020811408.1|DSER	LOC120414264|XP_039431311.1|CPIP
OG0006490	LOC110190982|XP_020817349.1|DSER	LOC120418383|XP_039436691.1|CPIP
OG0006491	LOC110187534|XP_020812587.1|DSER	LOC120418362|XP_039436656.1|CPIP
OG0006492	LOC110191112|XP_020817516.1|DSER	LOC120424279|XP_039444283.1|CPIP
OG0006493	LOC110184433|XP_020808628.1|DSER	LOC120427399|XP_039448189.1|CPIP
OG0006494	LOC110187044|XP_020812075.1|DSER	LOC120427397|XP_039448184.1|CPIP
OG0006496	LOC110191130|XP_020817542.1|DSER	LOC120427146|XP_039447937.1|CPIP
OG0006497	LOC110187911|XP_020813073.1|DSER	LOC120426698|XP_039447410.1|CPIP
OG0006498	LOC110188125|XP_020813371.1|DSER	LOC120428906|XP_039449977.1|CPIP
OG0006499	LOC110191109|XP_020817512.1|DSER	LOC120425695|XP_039446211.1|CPIP
OG0006500	LOC110183397|XP_020807326.1|DSER	LOC120420730|XP_039439760.1|CPIP
OG0006501	LOC110186777|XP_020811707.1|DSER	LOC120420716|XP_039439746.1|CPIP
OG0006502	LOC110186600|XP_020811490.1|DSER	LOC120420719|XP_039439751.1|CPIP
OG0006503	LOC110186275|XP_020811047.1|DSER	LOC120420715|XP_039439745.1|CPIP
OG0006504	LOC110186594|XP_020811481.1|DSER	LOC120420729|XP_039439758.1|CPIP
OG0006505	LOC110189017|XP_020814637.1|DSER	LOC120420720|XP_039439752.1|CPIP
OG0006507	LOC110188216|XP_020813514.1|DSER	LOC120425720|XP_039446259.1|CPIP
OG0006508	LOC110188442|XP_020813827.1|DSER	LOC120425725|XP_039446263.1|CPIP
OG0006509	LOC110179098|XP_020802142.1|DSER	LOC120414289|XP_039431354.1|CPIP
OG0006510	LOC110191439|XP_020817961.1|DSER	LOC120426702|XP_039447416.1|CPIP
OG0006511	LOC110187657|XP_020812735.1|DSER	LOC120426682|XP_039447391.1|CPIP
OG0006512	LOC110177221|XP_020799497.1|DSER	LOC120427257|XP_039448051.1|CPIP
OG0006513	LOC110188103|XP_020813325.1|DSER	LOC120421022|XP_039440079.1|CPIP
OG0006516	LOC110191373|XP_020817884.1|DSER	LOC120431643|XP_039452684.1|CPIP
OG0006517	LOC110190255|XP_020816283.1|DSER	LOC120425430|XP_039445893.1|CPIP
OG0006518	LOC110189081|XP_020814715.1|DSER	LOC120425424|XP_039445883.1|CPIP
OG0006519	LOC110190266|XP_020816295.1|DSER	LOC120425416|XP_039445880.1|CPIP
OG0006520	LOC110186988|XP_020812004.1|DSER	LOC120430498|XP_039451528.1|CPIP
OG0006521	LOC110186929|XP_020811914.1|DSER	LOC120427164|XP_039447957.1|CPIP
OG0006522	LOC110186406|XP_020811231.1|DSER	LOC120421188|XP_039440323.1|CPIP
OG0006523	LOC110191781|XP_020818387.1|DSER	LOC120421193|XP_039440331.1|CPIP
OG0006524	LOC110185593|XP_020810187.1|DSER	LOC120421187|XP_039440322.1|CPIP
OG0006525	LOC110181779|XP_020805317.1|DSER	LOC120421197|XP_039440334.1|CPIP
OG0006526	LOC110176657|XP_020798750.1|DSER	LOC120430080|XP_039451104.1|CPIP
OG0006527	LOC110176647|XP_020798734.1|DSER	LOC120430084|XP_039451107.1|CPIP
OG0006528	LOC110176586|XP_020798660.1|DSER	LOC120430081|XP_039451105.1|CPIP
OG0006529	LOC110176646|XP_020798733.1|DSER	LOC120430908|XP_039451964.1|CPIP
OG0006530	LOC110176624|XP_020798708.1|DSER	LOC120430909|XP_039451965.1|CPIP
OG0006531	LOC110176654|XP_020798747.1|DSER	LOC120429546|XP_039450537.1|CPIP
OG0006532	LOC110176593|XP_020798668.1|DSER	LOC120429014|XP_039450085.1|CPIP, LOC120429011|XP_039450083.1|CPIP
OG0006534	LOC110191874|XP_020818516.1|DSER	LOC120430272|XP_039451292.1|CPIP
OG0006535	LOC110191425|XP_020817943.1|DSER	LOC120432518|XP_039453670.1|CPIP
OG0006536	LOC110189561|XP_020815354.1|DSER	LOC120422554|XP_039441963.1|CPIP
OG0006538	LOC110177457|XP_020799850.1|DSER	LOC120414274|XP_039431330.1|CPIP
OG0006539	LOC110186826|XP_020811772.1|DSER	LOC120426158|XP_039446808.1|CPIP
OG0006540	LOC110190956|XP_020817300.1|DSER	LOC120430171|XP_039451185.1|CPIP
OG0006541	LOC110186945|XP_020811938.1|DSER	LOC120424234|XP_039444231.1|CPIP
OG0006542	LOC110186946|XP_020811939.1|DSER	LOC120424235|XP_039444232.1|CPIP
OG0006543	LOC110186396|XP_020811218.1|DSER	LOC120428724|XP_039449731.1|CPIP
OG0006544	LOC110190158|XP_020816156.1|DSER	LOC120421005|XP_039440053.1|CPIP
OG0006545	LOC110179669|XP_020802939.1|DSER	LOC120421011|XP_039440063.1|CPIP
OG0006546	LOC110191319|XP_020817800.1|DSER	LOC120421004|XP_039440052.1|CPIP
OG0006547	LOC110191160|XP_020817577.1|DSER	LOC120423818|XP_039443674.1|CPIP
OG0006549	LOC110177356|XP_020799707.1|DSER	LOC120431860|XP_039452930.1|CPIP
OG0006550	LOC110186908|XP_020811887.1|DSER	LOC120430430|XP_039451467.1|CPIP
OG0006551	LOC110181858|XP_020805436.1|DSER	LOC120417093|XP_039435006.1|CPIP
OG0006552	LOC110181738|XP_020805257.1|DSER	LOC120417096|XP_039435008.1|CPIP
OG0006553	LOC110186891|XP_020811849.1|DSER	LOC120425055|XP_039445361.1|CPIP
OG0006554	LOC110188736|XP_020814227.1|DSER	LOC120425081|XP_039445410.1|CPIP
OG0006555	LOC110188071|XP_020813281.1|DSER	LOC120425041|XP_039445345.1|CPIP
OG0006556	LOC110191290|XP_020817758.1|DSER	LOC120425067|XP_039445374.1|CPIP, LOC120425066|XP_039445373.1|CPIP
OG0006557	LOC110186526|XP_020811383.1|DSER	LOC120415977|XP_039433561.1|CPIP
OG0006558	LOC110189888|XP_020815801.1|DSER	LOC120420750|XP_039439784.1|CPIP
OG0006559	LOC110188439|XP_020813825.1|DSER	LOC120420756|XP_039439793.1|CPIP
OG0006560	LOC110176450|XP_020798460.1|DSER	LOC120420757|XP_039439794.1|CPIP
OG0006561	LOC110176522|XP_020798558.1|DSER	LOC120420755|XP_039439792.1|CPIP
OG0006562	LOC110187000|XP_020812019.1|DSER	LOC120423337|XP_039443042.1|CPIP
OG0006563	LOC110191275|XP_020817729.1|DSER	LOC120423354|XP_039443063.1|CPIP
OG0006564	LOC110191131|XP_020817543.1|DSER	LOC120423342|XP_039443046.1|CPIP
OG0006565	LOC110191415|XP_020817932.1|DSER	LOC120423326|XP_039443021.1|CPIP
OG0006566	LOC110176444|XP_020798452.1|DSER	LOC120425364|XP_039445802.1|CPIP
OG0006574	LOC110190939|XP_020817265.1|DSER	LOC120427401|XP_039448191.1|CPIP
OG0006575	LOC110186541|XP_020811404.1|DSER	LOC120425432|XP_039445895.1|CPIP
OG0006576	LOC110187816|XP_020812953.1|DSER	LOC120422561|XP_039441977.1|CPIP
OG0006577	LOC110186440|XP_020811283.1|DSER	LOC120422560|XP_039441976.1|CPIP
OG0006578	LOC110187815|XP_020812952.1|DSER	LOC120422578|XP_039442000.1|CPIP
OG0006579	LOC110183875|XP_020807887.1|DSER	LOC120422558|XP_039441975.1|CPIP
OG0006580	LOC110187843|XP_020812984.1|DSER	LOC120425376|XP_039445822.1|CPIP
OG0006581	LOC110188500|XP_020813890.1|DSER	LOC120425366|XP_039445808.1|CPIP
OG0006582	LOC110187639|XP_020812705.1|DSER	LOC120425374|XP_039445816.1|CPIP
OG0006583	LOC110187796|XP_020812929.1|DSER	LOC120425378|XP_039445825.1|CPIP
OG0006584	LOC110176987|XP_020799155.1|DSER	LOC120425390|XP_039445841.1|CPIP
OG0006585	LOC110184982|XP_020809293.1|DSER	LOC120430432|XP_039451472.1|CPIP
OG0006586	LOC110176531|XP_020798570.1|DSER	LOC120417079|XP_039434983.1|CPIP
OG0006587	LOC110176527|XP_020798563.1|DSER	LOC120417076|XP_039434978.1|CPIP
OG0006588	LOC110191430|XP_020817947.1|DSER	LOC120417077|XP_039434979.1|CPIP
OG0006590	LOC110191755|XP_020818353.1|DSER	LOC120427725|XP_039448562.1|CPIP
OG0006591	LOC110190007|XP_020815964.1|DSER	LOC120428066|XP_039448959.1|CPIP
OG0006592	LOC110188451|XP_020813839.1|DSER	LOC120428078|XP_039448989.1|CPIP
OG0006593	LOC110188449|XP_020813836.1|DSER	LOC120428077|XP_039448987.1|CPIP
OG0006594	LOC110190542|XP_020816748.1|DSER	LOC120428072|XP_039448980.1|CPIP
OG0006595	LOC110188931|XP_020814516.1|DSER	LOC120428684|XP_039449676.1|CPIP
OG0006596	LOC110184030|XP_020808053.1|DSER	LOC120428682|XP_039449671.1|CPIP
OG0006597	LOC110188870|XP_020814442.1|DSER	LOC120428696|XP_039449700.1|CPIP
OG0006598	LOC110183367|XP_020807288.1|DSER	LOC120428691|XP_039449693.1|CPIP
OG0006599	LOC110178586|XP_020801424.1|DSER	LOC120427604|XP_039448415.1|CPIP
OG0006600	LOC110176740|XP_020798843.1|DSER	LOC120427602|XP_039448408.1|CPIP
OG0006601	LOC110187057|XP_020812105.1|DSER	LOC120427611|XP_039448426.1|CPIP
OG0006602	LOC110187065|XP_020812117.1|DSER	LOC120427612|XP_039448427.1|CPIP
OG0006603	LOC110187455|XP_020812505.1|DSER	LOC120427620|XP_039448434.1|CPIP
OG0006604	LOC110190731|XP_020817011.1|DSER	LOC120427616|XP_039448430.1|CPIP
OG0006605	LOC110181852|XP_020805423.1|DSER	LOC120427622|XP_039448437.1|CPIP
OG0006606	LOC110178784|XP_020801689.1|DSER	LOC120427605|XP_039448416.1|CPIP
OG0006607	LOC110178649|XP_020801500.1|DSER	LOC120427606|XP_039448417.1|CPIP
OG0006608	LOC110177189|XP_020799443.1|DSER	LOC120428398|XP_039449345.1|CPIP
OG0006609	LOC110186377|XP_020811189.1|DSER	LOC120423012|XP_039442578.1|CPIP
OG0006610	LOC110190472|XP_020816640.1|DSER	LOC120423007|XP_039442564.1|CPIP
OG0006611	LOC110188894|XP_020814472.1|DSER	LOC120423016|XP_039442588.1|CPIP
OG0006612	LOC110188907|XP_020814487.1|DSER	LOC120423024|XP_039442601.1|CPIP
OG0006613	LOC110188899|XP_020814479.1|DSER	LOC120423022|XP_039442596.1|CPIP
OG0006614	LOC110177869|XP_020800484.1|DSER, LOC110188895|XP_020814473.1|DSER	LOC120423010|XP_039442575.1|CPIP
OG0006615	LOC110188884|XP_020814461.1|DSER	LOC120423001|XP_039442557.1|CPIP
OG0006616	LOC110190430|XP_020816570.1|DSER	LOC120423004|XP_039442560.1|CPIP
OG0006617	LOC110185202|XP_020809587.1|DSER	LOC120422999|XP_039442551.1|CPIP
OG0006618	LOC110190567|XP_020816802.1|DSER	LOC120417825|XP_039435973.1|CPIP
OG0006619	LOC110188880|XP_020814457.1|DSER	LOC120430251|XP_039451270.1|CPIP
OG0006620	LOC110188813|XP_020814350.1|DSER	LOC120430252|XP_039451271.1|CPIP
OG0006621	LOC110187123|XP_020812196.1|DSER	LOC120430256|XP_039451275.1|CPIP
OG0006622	LOC110183638|XP_020807616.1|DSER	LOC120421741|XP_039440941.1|CPIP
OG0006623	LOC110183661|XP_020807647.1|DSER	LOC120421747|XP_039440954.1|CPIP
OG0006624	LOC110189728|XP_020815578.1|DSER	LOC120422869|XP_039442352.1|CPIP
OG0006625	LOC110189732|XP_020815585.1|DSER	LOC120422862|XP_039442345.1|CPIP
OG0006626	LOC110189357|XP_020815058.1|DSER	LOC120422860|XP_039442343.1|CPIP
OG0006627	LOC110191108|XP_020817515.1|DSER	LOC120422849|XP_039442329.1|CPIP
OG0006628	LOC110176426|XP_020798436.1|DSER	LOC120422826|XP_039442294.1|CPIP
OG0006629	LOC110179200|XP_020802276.1|DSER	LOC120417405|XP_039435380.1|CPIP
OG0006630	LOC110179349|XP_020802519.1|DSER	LOC120424202|XP_039444195.1|CPIP
OG0006631	LOC110189074|XP_020814703.1|DSER	LOC120424170|XP_039444158.1|CPIP
OG0006632	LOC110181889|XP_020805482.1|DSER	LOC120424188|XP_039444179.1|CPIP
OG0006633	LOC110177607|XP_020800065.1|DSER	LOC120424193|XP_039444186.1|CPIP
OG0006634	LOC110178160|XP_020800852.1|DSER	LOC120424199|XP_039444191.1|CPIP
OG0006635	LOC110183202|XP_020807073.1|DSER	LOC120424201|XP_039444194.1|CPIP
OG0006636	LOC110181497|XP_020804924.1|DSER	LOC120417824|XP_039435972.1|CPIP
OG0006637	LOC110178754|XP_020801646.1|DSER	LOC120417797|XP_039435929.1|CPIP
OG0006638	LOC110177079|XP_020799255.1|DSER	LOC120424425|XP_039444475.1|CPIP
OG0006639	LOC110177082|XP_020799269.1|DSER	LOC120424424|XP_039444474.1|CPIP
OG0006640	LOC110182884|XP_020806687.1|DSER	LOC120427196|XP_039447992.1|CPIP
OG0006641	LOC110191142|XP_020817559.1|DSER	LOC120426918|XP_039447660.1|CPIP
OG0006642	LOC110191665|XP_020818226.1|DSER	LOC120427452|XP_039448256.1|CPIP
OG0006643	LOC110191662|XP_020818219.1|DSER	LOC120427168|XP_039447965.1|CPIP
OG0006644	LOC110181228|XP_020804584.1|DSER	LOC120419752|XP_039438504.1|CPIP
OG0006645	LOC110181365|XP_020804748.1|DSER	LOC120419734|XP_039438462.1|CPIP
OG0006646	LOC110178233|XP_020800943.1|DSER	LOC120419754|XP_039438510.1|CPIP
OG0006647	LOC110178491|XP_020801297.1|DSER	LOC120429770|XP_039450761.1|CPIP
OG0006648	LOC110177617|XP_020800081.1|DSER	LOC120419768|XP_039438530.1|CPIP
OG0006649	LOC110180475|XP_020803821.1|DSER	LOC120419496|XP_039438121.1|CPIP
OG0006650	LOC110189781|XP_020815666.1|DSER	LOC120423495|XP_039443264.1|CPIP
OG0006651	LOC110190418|XP_020816549.1|DSER	LOC120417406|XP_039435381.1|CPIP
OG0006652	LOC110178599|XP_020801443.1|DSER	LOC120423186|XP_039442822.1|CPIP
OG0006653	LOC110188821|XP_020814360.1|DSER	LOC120416544|XP_039434201.1|CPIP
OG0006654	LOC110183628|XP_020807605.1|DSER	LOC120416550|XP_039434214.1|CPIP
OG0006655	LOC110182751|XP_020806521.1|DSER	LOC120421330|XP_039440432.1|CPIP
OG0006656	LOC110189978|XP_020815926.1|DSER	LOC120429275|XP_039450431.1|CPIP
OG0006657	LOC110182907|XP_020806725.1|DSER	LOC120422637|XP_039442069.1|CPIP
OG0006658	LOC110178636|XP_020801482.1|DSER	LOC120418865|XP_039437333.1|CPIP
OG0006659	LOC110178612|XP_020801455.1|DSER	LOC120418868|XP_039437337.1|CPIP
OG0006660	LOC110184748|XP_020809037.1|DSER	LOC120418901|XP_039437365.1|CPIP
OG0006661	LOC110184718|XP_020808996.1|DSER	LOC120427559|XP_039448367.1|CPIP
OG0006662	LOC110185858|XP_020810526.1|DSER	LOC120425589|XP_039446102.1|CPIP
OG0006663	LOC110178770|XP_020801667.1|DSER	LOC120412867|XP_039429428.1|CPIP
OG0006664	LOC110188315|XP_020813682.1|DSER	LOC120423653|XP_039443469.1|CPIP
OG0006665	LOC110184493|XP_020808706.1|DSER	LOC120426040|XP_039446654.1|CPIP
OG0006666	LOC110182864|XP_020806665.1|DSER	LOC120425583|XP_039446090.1|CPIP
OG0006667	LOC110189979|XP_020815927.1|DSER	LOC120424186|XP_039444177.1|CPIP
OG0006668	LOC110182955|XP_020806805.1|DSER	LOC120425489|XP_039445972.1|CPIP
OG0006669	LOC110187212|XP_020812274.1|DSER	LOC120426258|XP_039446932.1|CPIP
OG0006670	LOC110187168|XP_020812235.1|DSER	LOC120426394|XP_039447087.1|CPIP
OG0006671	LOC110187002|XP_020812024.1|DSER	LOC120425899|XP_039446453.1|CPIP
OG0006672	LOC110190357|XP_020816421.1|DSER	LOC120425745|XP_039446308.1|CPIP
OG0006673	LOC110189053|XP_020814678.1|DSER	LOC120426351|XP_039447049.1|CPIP
OG0006674	LOC110178593|XP_020801438.1|DSER	LOC120427485|XP_039448282.1|CPIP
OG0006675	LOC110183705|XP_020807710.1|DSER	LOC120427045|XP_039447814.1|CPIP
OG0006676	LOC110176181|XP_020798087.1|DSER	LOC120428977|XP_039450044.1|CPIP
OG0006677	LOC110190668|XP_020816927.1|DSER	LOC120424373|XP_039444401.1|CPIP
OG0006678	LOC110176714|XP_020798813.1|DSER	LOC120424384|XP_039444418.1|CPIP
OG0006679	LOC110188818|XP_020814357.1|DSER	LOC120424375|XP_039444406.1|CPIP
OG0006680	LOC110191358|XP_020817865.1|DSER	LOC120432611|XP_039453792.1|CPIP
OG0006681	LOC110186993|XP_020812013.1|DSER	LOC120432596|XP_039453769.1|CPIP
OG0006682	LOC110190519|XP_020816711.1|DSER	LOC120432600|XP_039453775.1|CPIP
OG0006683	LOC110190624|XP_020816877.1|DSER	LOC120432602|XP_039453783.1|CPIP
OG0006684	LOC110190621|XP_020816875.1|DSER	LOC120432599|XP_039453772.1|CPIP
OG0006685	LOC110189275|XP_020814953.1|DSER	LOC120432604|XP_039453784.1|CPIP
OG0006686	LOC110178759|XP_020801651.1|DSER	LOC120432616|XP_039453797.1|CPIP
OG0006687	LOC110181807|XP_020805353.1|DSER	LOC120427283|XP_039448069.1|CPIP, LOC120427151|XP_039447944.1|CPIP
OG0006688	LOC110184740|XP_020809028.1|DSER	LOC120426872|XP_039447612.1|CPIP
OG0006689	LOC110177622|XP_020800086.1|DSER	LOC120422837|XP_039442312.1|CPIP
OG0006690	LOC110190869|XP_020817179.1|DSER	LOC120425356|XP_039445797.1|CPIP
OG0006691	LOC110187756|XP_020812880.1|DSER	LOC120428819|XP_039449859.1|CPIP
OG0006692	LOC110177605|XP_020800062.1|DSER	LOC120428815|XP_039449851.1|CPIP
