Orthogroup	DSER.longest_only	DANA.longest_only
OG0010888	LOC110179309|XP_020802454.1|DSER	LOC6502545|XP_001958735.2|DANA
OG0010889	LOC110177781|XP_020800309.1|DSER	LOC6495147|XP_001958960.1|DANA
OG0010893	LOC110177910|XP_020800545.1|DSER	LOC6495445|XP_001958861.1|DANA
OG0010894	LOC110177766|XP_020800291.1|DSER	LOC26514059|XP_014763972.1|DANA
OG0010895	LOC110177731|XP_020800242.1|DSER	LOC6494511|XP_001960197.1|DANA
OG0010896	LOC110191600|XP_020818145.1|DSER	LOC116654688|XP_032306108.1|DANA
OG0010897	LOC110191749|XP_020818345.1|DSER	LOC6502683|XP_001954989.2|DANA
OG0010898	LOC110187855|XP_020812999.1|DSER	LOC6501690|XP_001955771.1|DANA
OG0010899	LOC110186312|XP_020811093.1|DSER	LOC116654510|XP_032305525.1|DANA
OG0010900	LOC110191289|XP_020817755.1|DSER	LOC6500924|XP_001954178.1|DANA
OG0010901	LOC110185650|XP_020810271.1|DSER	LOC26513777|XP_014767212.1|DANA
OG0010902	LOC110186347|XP_020811153.1|DSER	LOC6505994|XP_001964747.1|DANA
OG0010904	LOC110187807|XP_020812942.1|DSER	LOC6501038|XP_001954435.3|DANA
OG0010907	LOC110188632|XP_020814066.1|DSER	LOC6500072|XP_001953275.2|DANA
OG0010908	LOC110186986|XP_020812000.1|DSER	LOC6501154|XP_001954653.1|DANA
OG0010910	LOC110185786|XP_020810452.1|DSER	LOC6499226|XP_001955068.1|DANA
OG0010911	LOC110188041|XP_020813244.1|DSER	LOC6502607|XP_001955750.1|DANA
OG0010912	LOC110188719|XP_020814191.1|DSER	LOC6494620|XP_001965943.2|DANA
OG0010913	LOC110186360|XP_020811168.1|DSER	LOC6505602|XP_001964615.3|DANA
OG0010914	LOC110181244|XP_020804611.1|DSER	LOC6494146|XP_001960870.1|DANA
OG0010915	LOC110182588|XP_020806303.1|DSER	LOC6496279|XP_001960594.1|DANA
OG0010916	LOC110178374|XP_020801173.1|DSER	LOC6494308|XP_001960562.2|DANA
OG0010917	LOC110179284|XP_020802432.1|DSER	LOC6494883|XP_001959496.2|DANA
OG0010918	LOC110180002|XP_020803251.1|DSER	LOC6497254|XP_001962465.1|DANA
OG0010919	LOC110182272|XP_020805948.1|DSER	LOC26514293|XP_014762312.1|DANA
OG0010920	LOC110179876|XP_020803134.1|DSER, LOC110181440|XP_020804842.1|DSER	LOC6502449|XP_001961917.1|DANA
OG0010921	LOC110181453|XP_020804859.1|DSER	LOC6497520|XP_001961915.2|DANA
OG0010922	LOC110185951|XP_020810629.1|DSER	LOC6497549|XP_001961847.2|DANA
OG0010923	LOC110181840|XP_020805405.1|DSER	LOC6502318|XP_001966227.1|DANA
OG0010924	LOC110184924|XP_020809229.1|DSER	LOC26514526|XP_032309188.1|DANA
OG0010925	LOC110183708|XP_020807714.1|DSER	LOC6507729|XP_014765431.1|DANA
OG0010926	LOC110185324|XP_020809754.1|DSER, LOC110177846|XP_020800448.1|DSER	LOC26514377|XP_014765611.1|DANA
OG0010927	LOC110183602|XP_020807574.1|DSER	LOC26514548|XP_014765639.1|DANA
OG0010928	LOC110184787|XP_020809085.1|DSER	LOC6493786|XP_001958435.3|DANA
OG0010929	LOC110185897|XP_020810568.1|DSER	LOC6504360|XP_001964991.1|DANA
OG0010931	LOC110186095|XP_020810795.1|DSER	LOC26515329|XP_014760675.1|DANA
OG0010932	LOC110187365|XP_020812416.1|DSER	LOC6498551|XP_001963044.2|DANA
OG0010933	LOC110183182|XP_020807031.1|DSER	LOC6498443|XP_001962829.1|DANA
OG0010934	LOC110184967|XP_020809273.1|DSER	LOC6497134|XP_001962687.1|DANA
OG0010935	LOC110185855|XP_020810523.1|DSER	LOC6497161|XP_001962648.1|DANA
OG0010936	LOC110191879|XP_020818522.1|DSER	LOC6502603|XP_001966659.1|DANA
OG0010948	LOC110188199|XP_020813455.1|DSER	LOC6505675|XP_001964485.2|DANA
OG0010950	LOC110177697|XP_020800180.1|DSER	LOC6496125|XP_001960280.3|DANA
OG0010956	LOC110180579|XP_020803933.1|DSER	LOC26514687|XP_014764040.1|DANA
OG0010957	LOC110186363|XP_020811171.1|DSER	LOC6501113|XP_032305636.1|DANA
OG0010958	LOC110188429|XP_020813818.1|DSER	LOC26514019|XP_014767238.2|DANA
OG0010959	LOC110188363|XP_020813732.1|DSER	LOC6499923|XP_001953627.1|DANA
OG0010962	LOC110185046|XP_020809357.1|DSER	LOC6502332|XP_001967632.2|DANA
OG0010963	LOC110185968|XP_020810646.1|DSER	LOC6497171|XP_001962629.1|DANA
OG0010964	LOC110185762|XP_020810423.1|DSER	LOC6498200|XP_001962283.1|DANA
OG0010965	LOC110181128|XP_020804462.1|DSER	LOC6496386|XP_001960799.2|DANA
OG0010967	LOC110179758|XP_020803034.1|DSER	LOC6502746|XP_001965407.3|DANA
OG0010969	LOC110191128|XP_020817540.1|DSER	LOC6499749|XP_001953996.1|DANA
OG0010971	LOC110189742|XP_020815606.1|DSER	LOC6500694|XP_001953740.2|DANA
OG0010972	LOC110188678|XP_020814140.1|DSER	LOC6501244|XP_001954839.1|DANA
OG0010974	LOC110190140|XP_020816127.1|DSER	LOC6506982|XP_001956882.1|DANA
OG0010977	LOC110191188|XP_020817615.1|DSER	LOC6500689|XP_001953728.1|DANA
OG0010978	LOC110181873|XP_020805455.1|DSER	LOC6504078|XP_032309451.1|DANA
OG0010979	LOC110183503|XP_020807448.1|DSER	LOC116655687|XP_032309446.1|DANA
OG0010980	LOC110187051|XP_020812086.1|DSER	LOC6503735|XP_001963834.2|DANA
OG0010981	LOC110180551|XP_020803905.1|DSER	LOC6504811|XP_001966382.3|DANA
OG0010982	LOC110183133|XP_020806982.1|DSER	LOC6503997|XP_001963977.1|DANA
OG0010983	LOC110176100|XP_020797998.1|DSER	LOC6508274|XP_032307881.1|DANA
OG0010984	LOC110179515|XP_020802751.1|DSER	LOC6504790|XP_001966352.1|DANA
OG0010985	LOC110187626|XP_020812687.1|DSER	LOC6501424|XP_001955226.1|DANA
OG0010986	LOC110182034|XP_020805623.1|DSER	LOC6505278|XP_032307995.1|DANA
OG0010987	LOC110180540|XP_020803889.1|DSER	LOC6503052|XP_001963336.1|DANA
OG0010988	LOC110178043|XP_020800717.1|DSER	LOC6503833|XP_001963685.1|DANA
OG0010989	LOC110187798|XP_020812931.1|DSER	LOC116656557|XP_032312091.1|DANA
OG0010990	LOC110181375|XP_020804763.1|DSER	LOC6497533|XP_014761722.1|DANA
OG0010991	LOC110186080|XP_020810775.1|DSER	LOC6498404|XP_001962729.1|DANA
OG0010993	LOC110182252|XP_020805930.1|DSER	LOC6498121|XP_001962118.2|DANA
OG0010994	LOC110185108|XP_020809457.1|DSER	LOC6502766|XP_032311190.1|DANA
OG0010995	LOC110183668|XP_020807661.1|DSER	LOC6507330|XP_001956231.1|DANA
OG0010996	LOC110185307|XP_020809718.1|DSER	LOC6506891|XP_001957052.1|DANA
OG0010998	LOC110190365|XP_020816435.1|DSER	LOC26514469|XP_014765625.1|DANA
OG0010999	LOC110190776|XP_020817066.1|DSER	LOC6493182|XP_001957215.1|DANA
OG0011000	LOC110178729|XP_020801610.1|DSER	LOC26515320|XP_014765719.1|DANA
OG0011001	LOC110189898|XP_020815817.1|DSER	LOC6506249|XP_032309500.1|DANA
OG0011002	LOC110176266|XP_020798240.1|DSER	LOC6507098|XP_001956674.1|DANA
OG0011003	LOC110176270|XP_020798243.1|DSER	LOC6493597|XP_001958065.1|DANA
OG0011004	LOC110182992|XP_020806843.1|DSER	LOC6495592|XP_001959159.3|DANA
OG0011005	LOC110189192|XP_020814819.1|DSER	LOC6496339|XP_001960725.1|DANA
OG0011006	LOC110176858|XP_020798992.1|DSER	LOC116654740|XP_032306847.1|DANA
OG0011007	LOC110189374|XP_020815081.1|DSER	LOC116656201|XP_032311541.1|DANA
OG0011009	LOC110188337|XP_020813707.1|DSER	LOC26515242|XP_014767406.1|DANA
OG0011010	LOC110191218|XP_020817644.1|DSER	LOC6499317|XP_001954882.2|DANA
OG0011011	LOC110187986|XP_020813166.1|DSER	LOC6499201|XP_032305499.1|DANA
OG0011012	LOC110188638|XP_020814073.1|DSER	LOC26514743|XP_014767333.1|DANA
OG0011015	LOC110188504|XP_020813896.1|DSER	LOC6507948|XP_001953592.1|DANA
OG0011016	LOC110191397|XP_020817914.1|DSER	LOC6493287|XP_001957448.2|DANA
OG0011018	LOC110185991|XP_020810681.1|DSER	LOC6500159|XP_001953113.1|DANA
OG0011019	LOC110185972|XP_020810657.1|DSER	LOC6500389|XP_001953116.1|DANA
OG0011020	LOC110188537|XP_020813943.1|DSER, LOC110188570|XP_020813990.1|DSER	LOC6500102|XP_001953225.1|DANA
OG0011021	LOC110177230|XP_020799508.1|DSER	LOC6500503|XP_001953357.1|DANA
OG0011022	LOC110186315|XP_020811097.1|DSER	LOC116656577|XP_032312229.1|DANA
OG0011023	LOC110190911|XP_020817230.1|DSER	LOC116654668|XP_032305928.1|DANA
OG0011024	LOC110181917|XP_020805512.1|DSER, LOC110186365|XP_020811173.1|DSER	LOC6501116|XP_001954582.2|DANA
OG0011025	LOC110186795|XP_020811732.1|DSER	LOC6501668|XP_001955716.1|DANA
OG0011027	LOC110186758|XP_020811679.1|DSER	LOC6505913|XP_001964608.1|DANA
OG0011028	LOC110179779|XP_020803055.1|DSER	LOC6502511|XP_001960890.1|DANA
OG0011029	LOC110181387|XP_020804781.1|DSER, LOC110181378|XP_020804770.1|DSER	LOC6496365|XP_001960769.1|DANA
OG0011030	LOC110178254|XP_020800967.1|DSER	LOC6496216|XP_001960465.2|DANA
OG0011031	LOC110176981|XP_020799152.1|DSER	LOC6502530|XP_001959740.1|DANA
OG0011033	LOC110191556|XP_020818090.1|DSER	LOC6502563|XP_001959459.2|DANA
OG0011034	LOC110178381|XP_020801177.1|DSER	LOC6495706|XP_032306628.1|DANA
OG0011035	LOC110183021|XP_020806868.1|DSER	LOC6497276|XP_001962408.2|DANA
OG0011036	LOC110176967|XP_020799133.1|DSER	LOC6498227|XP_014762033.1|DANA
OG0011037	LOC110185782|XP_020810444.1|DSER	LOC6502436|XP_032307524.1|DANA
OG0011038	LOC110183152|XP_020807001.1|DSER	LOC26514904|XP_014762385.1|DANA
OG0011039	LOC110183189|XP_020807046.1|DSER	LOC6497941|XP_001961764.1|DANA
OG0011040	LOC110180478|XP_020803820.1|DSER, LOC110184016|XP_020808041.1|DSER	LOC6497936|XP_001961751.1|DANA
OG0011041	LOC110187475|XP_020812521.1|DSER	LOC6502437|XP_001961677.1|DANA
OG0011042	LOC110185952|XP_020810630.1|DSER	LOC6497817|XP_014761831.1|DANA
OG0011043	LOC110185575|XP_020810161.1|DSER	LOC6497794|XP_001961462.1|DANA
OG0011044	LOC110177597|XP_020800050.1|DSER	LOC6506854|XP_001957116.1|DANA, LOC26513835|XP_014767219.1|DANA
OG0011045	LOC110179759|XP_020803035.1|DSER	LOC6505127|XP_001965409.1|DANA
OG0011046	LOC110179690|XP_020802962.1|DSER, LOC110176086|XP_020797988.1|DSER	LOC6502499|XP_001964215.2|DANA
OG0011047	LOC110187135|XP_020812208.1|DSER	LOC6502184|XP_001966066.1|DANA
OG0011048	LOC110184170|XP_020808238.1|DSER	LOC6502941|XP_001963551.1|DANA
OG0011049	LOC110180104|XP_020803393.1|DSER	LOC6503118|XP_001963455.2|DANA
OG0011050	LOC110181816|XP_020805367.1|DSER	LOC6504604|XP_001966542.1|DANA
OG0011051	LOC110187729|XP_020812846.1|DSER	LOC6507430|XP_001956035.1|DANA
OG0011052	LOC110181236|XP_020804599.1|DSER, LOC110180400|XP_020803714.1|DSER	LOC6507184|XP_001956529.1|DANA
OG0011053	LOC110183552|XP_020807511.1|DSER	LOC6506562|XP_032310842.1|DANA
OG0011054	LOC110178722|XP_020801586.1|DSER	LOC26514675|XP_014765653.1|DANA
OG0011055	LOC110190336|XP_020816392.1|DSER	LOC6493842|XP_001958541.1|DANA
OG0011056	LOC110181182|XP_020804519.1|DSER	LOC6503323|XP_001965399.3|DANA
OG0011057	LOC110177816|XP_020800364.1|DSER	LOC116656041|XP_032311163.1|DANA
OG0011058	LOC110183037|XP_020806883.1|DSER	LOC6498356|XP_001962616.1|DANA
OG0011059	LOC110189755|XP_020815625.1|DSER	LOC26513803|XP_014763939.1|DANA
OG0011077	LOC110191525|XP_020818053.1|DSER	LOC26514299|XP_014763998.1|DANA
OG0011078	LOC110183578|XP_020807549.1|DSER	LOC6506563|XP_001957635.1|DANA
OG0011079	LOC110186456|XP_020811303.1|DSER	LOC26515377|XP_014767421.1|DANA
OG0011081	LOC110187446|XP_020812493.1|DSER	LOC116656052|XP_032311246.1|DANA
OG0011082	LOC110177742|XP_020800258.1|DSER	LOC116654700|XP_032306442.1|DANA
OG0011086	LOC110179589|XP_020802848.1|DSER	LOC6502965|XP_001963501.1|DANA
OG0011087	LOC110180347|XP_020803668.1|DSER	LOC6502237|XP_032308726.1|DANA
OG0011088	LOC110181743|XP_020805261.1|DSER	LOC6503211|XP_032311831.1|DANA
OG0011090	LOC110180264|XP_020803578.1|DSER	LOC6496247|XP_001960537.3|DANA
OG0011091	LOC110184596|XP_020808846.1|DSER	LOC6505181|XP_032307892.1|DANA
OG0011092	LOC110180562|XP_020803917.1|DSER, LOC110180561|XP_020803914.1|DSER, LOC110180422|XP_020803752.1|DSER	LOC6503646|XP_001964009.1|DANA
OG0011093	LOC110180459|XP_020803794.1|DSER	LOC6503030|XP_001963376.1|DANA
OG0011094	LOC110179494|XP_020802727.1|DSER	LOC6502967|XP_001963499.1|DANA
OG0011095	LOC110181412|XP_020804809.1|DSER	LOC6505335|XP_001964837.2|DANA
OG0011096	LOC110178927|XP_020801876.1|DSER	LOC6493690|XP_001958243.2|DANA
OG0011098	LOC110182795|XP_020806587.1|DSER	LOC116655854|XP_032310343.1|DANA
OG0011099	LOC110190141|XP_020816128.1|DSER	LOC6506980|XP_001956884.1|DANA
OG0011100	LOC110190142|XP_020816129.1|DSER	LOC6506981|XP_001956883.1|DANA
OG0011101	LOC110190350|XP_020816413.1|DSER	LOC6506985|XP_001956878.2|DANA
OG0011102	LOC110190144|XP_020816132.1|DSER	LOC6493702|XP_001958266.2|DANA
OG0011103	LOC110185325|XP_020809755.1|DSER	LOC26513754|XP_014765529.1|DANA
OG0011110	LOC110177126|XP_020799353.1|DSER	LOC26514734|XP_014767328.1|DANA
OG0011111	LOC110191908|XP_020818553.1|DSER	LOC26515261|XP_014767409.1|DANA
OG0011113	LOC110186685|XP_020811612.1|DSER	LOC6499395|XP_001954722.2|DANA
OG0011114	LOC110187928|XP_020813098.1|DSER	LOC6505805|XP_001964406.1|DANA
OG0011115	LOC110188007|XP_020813189.1|DSER	LOC6499731|XP_001954044.1|DANA
OG0011116	LOC110184943|XP_020809253.1|DSER	LOC6501359|XP_001955071.2|DANA
OG0011117	LOC110185440|XP_020809926.1|DSER	LOC6500369|XP_001953065.2|DANA
OG0011118	LOC110185983|XP_020810669.1|DSER	LOC6500156|XP_001953115.2|DANA
OG0011119	LOC110188256|XP_020813601.1|DSER	LOC6500138|XP_001953151.1|DANA
OG0011121	LOC110176655|XP_020798748.1|DSER	LOC6500024|XP_001953375.1|DANA, LOC6500023|XP_001953376.1|DANA
OG0011122	LOC110187824|XP_020812960.1|DSER	LOC6499686|XP_001954142.1|DANA
OG0011123	LOC110191893|XP_020818537.1|DSER	LOC6499496|XP_001954507.1|DANA
OG0011124	LOC110177213|XP_020799491.1|DSER	LOC26514979|XP_014767366.1|DANA, LOC116656562|XP_032312129.1|DANA
OG0011125	LOC110191834|XP_020818458.1|DSER	LOC6499274|XP_001954979.1|DANA
OG0011126	LOC110187984|XP_020813164.1|DSER	LOC6499198|XP_001955127.2|DANA
OG0011127	LOC110178252|XP_020800962.1|DSER	LOC6502517|XP_001960467.2|DANA
OG0011128	LOC110180072|XP_020803355.1|DSER	LOC6494554|XP_001960112.2|DANA
OG0011129	LOC110179630|XP_020802904.1|DSER	LOC6494561|XP_001960099.1|DANA
OG0011130	LOC110177806|XP_020800354.1|DSER, LOC110177710|XP_020800209.1|DSER	LOC6495476|XP_001958929.2|DANA, LOC6502293|XP_001966183.1|DANA
OG0011131	LOC110178760|XP_020801658.1|DSER	LOC6495383|XP_001958714.1|DANA
OG0011132	LOC110183123|XP_020806973.1|DSER	LOC6498188|XP_001962261.1|DANA
OG0011133	LOC110179925|XP_020803181.1|DSER, LOC110183996|XP_020808012.1|DSER	LOC6498149|XP_001962183.1|DANA
OG0011134	LOC110178440|XP_020801232.1|DSER, LOC110182290|XP_020805968.1|DSER	LOC6497439|XP_001962071.1|DANA
OG0011135	LOC110183099|XP_020806950.1|DSER	LOC6498008|XP_001961876.1|DANA
OG0011136	LOC110183093|XP_020806945.1|DSER	LOC6498007|XP_001961875.1|DANA
OG0011137	LOC110185586|XP_020810177.1|DSER	LOC6497785|XP_001961448.2|DANA
OG0011138	LOC110185873|XP_020810544.1|DSER	LOC6497782|XP_001961442.1|DANA
OG0011139	LOC110185827|XP_020810493.1|DSER	LOC6497744|XP_014761803.1|DANA
OG0011140	LOC110184653|XP_020808912.1|DSER	LOC6505248|XP_001965621.1|DANA
OG0011143	LOC110178454|XP_020801248.1|DSER	LOC6503821|XP_001963678.2|DANA
OG0011145	LOC110187197|XP_020812256.1|DSER, LOC110182171|XP_020805831.1|DSER, LOC110187199|XP_020812258.1|DSER	LOC6502769|XP_001967591.1|DANA
OG0011146	LOC110187219|XP_020812279.1|DSER, LOC110182169|XP_020805829.1|DSER, LOC110187198|XP_020812257.1|DSER	LOC116655423|XP_032309204.1|DANA
OG0011148	LOC110180653|XP_020804006.1|DSER	LOC6502265|XP_001966121.1|DANA
OG0011149	LOC110181884|XP_020805472.1|DSER	LOC6502249|XP_001966081.2|DANA
OG0011150	LOC110188806|XP_020814340.1|DSER	LOC6507481|XP_032310643.1|DANA
OG0011151	LOC110177567|XP_020799998.1|DSER	LOC6507454|XP_032310606.1|DANA
OG0011152	LOC110177489|XP_020799900.1|DSER	LOC6507802|XP_001956373.2|DANA
OG0011154	LOC110184698|XP_020808969.1|DSER	LOC6506168|XP_001958426.1|DANA
OG0011155	LOC110183774|XP_020807790.1|DSER	LOC6505374|XP_001964866.1|DANA
OG0011156	LOC110177871|XP_020800486.1|DSER	LOC6505462|XP_001964921.1|DANA
OG0011157	LOC110186084|XP_020810781.1|DSER	LOC6505721|XP_001964992.1|DANA
OG0011158	LOC110186041|XP_020810739.1|DSER	LOC6504356|XP_001965002.1|DANA
OG0011159	LOC110185064|XP_020809399.1|DSER	LOC6504310|XP_001965046.1|DANA
OG0011160	LOC110183460|XP_020807399.1|DSER	LOC6498641|XP_001963224.1|DANA
OG0011162	LOC110183113|XP_020806961.1|DSER	LOC6498393|XP_001962703.1|DANA
OG0011163	LOC110189577|XP_020815369.1|DSER	LOC26513866|XP_014763946.1|DANA
OG0011185	LOC110187735|XP_020812850.1|DSER	LOC6500471|XP_001953286.2|DANA
OG0011187	LOC110181574|XP_020805025.1|DSER	LOC6503491|XP_001964281.1|DANA
OG0011189	LOC110180131|XP_020803434.1|DSER	LOC6503194|XP_001963618.1|DANA
OG0011191	LOC110187192|XP_020812251.1|DSER	LOC6499878|XP_001953716.2|DANA
OG0011193	LOC110191405|XP_020817922.1|DSER	LOC6502630|XP_001954460.1|DANA
OG0011196	LOC110184549|XP_020808782.1|DSER	LOC6505155|XP_001965454.2|DANA
OG0011197	LOC110182219|XP_020805904.1|DSER	LOC6501914|XP_001966680.1|DANA
OG0011199	LOC110181785|XP_020805324.1|DSER	LOC6505112|XP_001965435.2|DANA
OG0011200	LOC110185701|XP_020810329.1|DSER	LOC6497768|XP_032307535.1|DANA
OG0011201	LOC110185670|XP_020810290.1|DSER	LOC26514032|XP_014762290.1|DANA
OG0011202	LOC110182285|XP_020805962.1|DSER	LOC6498105|XP_001962089.2|DANA
OG0011204	LOC110176921|XP_020799073.1|DSER	LOC6498225|XP_001962339.1|DANA
OG0011207	LOC110190094|XP_020816059.1|DSER	LOC26513766|XP_032310374.1|DANA
OG0011209	LOC110179996|XP_020803245.1|DSER	LOC6506726|XP_001957354.1|DANA
OG0011211	LOC110176232|XP_020798177.1|DSER	LOC26515301|XP_014765717.1|DANA
OG0011212	LOC110189006|XP_020814619.1|DSER	LOC6495558|XP_014763353.1|DANA
OG0011213	LOC110188929|XP_020814513.1|DSER	LOC6494160|XP_001960850.1|DANA
OG0011214	LOC110180426|XP_020803759.1|DSER	LOC116654794|XP_032307241.1|DANA
OG0011218	LOC110188034|XP_020813230.1|DSER	LOC6498870|XP_001955769.1|DANA
OG0011219	LOC110177107|XP_020799311.1|DSER	LOC6500032|XP_001953353.2|DANA
OG0011220	LOC110177293|XP_020799614.1|DSER	LOC6500940|XP_032310751.1|DANA
OG0011222	LOC110176477|XP_020798497.1|DSER	LOC26514573|XP_032305339.1|DANA
OG0011223	LOC110187969|XP_020813148.1|DSER	LOC6500353|XP_001953039.3|DANA
OG0011224	LOC110188745|XP_020814246.1|DSER	LOC26514676|XP_014767319.1|DANA
OG0011225	LOC110177271|XP_020799583.1|DSER	LOC6500498|XP_001953347.1|DANA
OG0011226	LOC110191345|XP_020817851.1|DSER	LOC116654505|XP_032305498.1|DANA
OG0011227	LOC110190979|XP_020817346.1|DSER	LOC6500805|XP_001953952.1|DANA
OG0011228	LOC110187978|XP_020813157.1|DSER	LOC26515064|XP_014767375.1|DANA
OG0011229	LOC110187804|XP_020812938.1|DSER	LOC6499706|XP_001954093.1|DANA
OG0011230	LOC110177419|XP_020799796.1|DSER	LOC116654922|XP_032307507.1|DANA
OG0011231	LOC110191259|XP_020817709.1|DSER	LOC6499542|XP_001954410.1|DANA
OG0011232	LOC110191286|XP_020817752.1|DSER	LOC6501386|XP_001955131.1|DANA
OG0011233	LOC110184991|XP_020809305.1|DSER	LOC6502611|XP_001955436.2|DANA
OG0011234	LOC110186776|XP_020811706.1|DSER	LOC6499036|XP_001955460.1|DANA, LOC6501550|XP_032305562.1|DANA
OG0011236	LOC110184081|XP_020808125.1|DSER	LOC6496568|XP_001961173.1|DANA
OG0011237	LOC110178235|XP_020800945.1|DSER	LOC26514400|XP_014764015.1|DANA
OG0011238	LOC110189639|XP_020815444.1|DSER	LOC6494024|XP_001961129.2|DANA
OG0011239	LOC110190801|XP_020817144.1|DSER, LOC110187178|XP_020812238.1|DSER	LOC6494202|XP_001960757.1|DANA
OG0011240	LOC110191691|XP_020818266.1|DSER	LOC6502512|XP_032306395.1|DANA
OG0011241	LOC110191693|XP_020818267.1|DSER	LOC26514141|XP_014763982.2|DANA
OG0011242	LOC110177820|XP_020800369.1|DSER	LOC6494473|XP_001960260.1|DANA
OG0011243	LOC110180061|XP_020803342.1|DSER	LOC6496055|XP_001960123.2|DANA
OG0011244	LOC110189000|XP_020814611.1|DSER	LOC6495766|XP_014763486.1|DANA
OG0011245	LOC110182990|XP_020806841.1|DSER	LOC6495057|XP_001959156.3|DANA
OG0011246	LOC110182537|XP_020806248.1|DSER	LOC6495466|XP_001958909.1|DANA
OG0011247	LOC110191528|XP_020818056.1|DSER	LOC6495283|XP_001958708.1|DANA
OG0011248	LOC110191529|XP_020818058.1|DSER	LOC6495381|XP_001958707.1|DANA
OG0011249	LOC110191531|XP_020818061.1|DSER	LOC6495380|XP_001958706.2|DANA
OG0011250	LOC110183018|XP_020806865.1|DSER	LOC26514555|XP_014762347.1|DANA
OG0011251	LOC110185612|XP_020810218.1|DSER	LOC26515122|XP_014762404.1|DANA
OG0011253	LOC110184003|XP_020808020.1|DSER	LOC26514660|XP_014762354.1|DANA
OG0011254	LOC110183783|XP_020807798.1|DSER	LOC6502433|XP_001961934.1|DANA
OG0011255	LOC110184414|XP_020808607.1|DSER	LOC6505003|XP_001965656.1|DANA
OG0011256	LOC110176113|XP_020798008.1|DSER	LOC6505059|XP_001965540.1|DANA
OG0011257	LOC110176577|XP_020798648.1|DSER	LOC6505138|XP_032307884.1|DANA
OG0011258	LOC110182547|XP_020806253.1|DSER	LOC6505137|XP_001965422.1|DANA
OG0011259	LOC110182546|XP_020806252.1|DSER	LOC6505136|XP_001965421.1|DANA
OG0011260	LOC110175935|XP_020797774.1|DSER	LOC6504489|XP_001967000.1|DANA
OG0011262	LOC110179099|XP_020802145.1|DSER	LOC6502954|XP_001963522.1|DANA
OG0011264	LOC110187134|XP_020812207.1|DSER	LOC6502180|XP_032309350.1|DANA
OG0011265	LOC110190614|XP_020816869.1|DSER	LOC6507751|XP_032309882.1|DANA
OG0011266	LOC110181247|XP_020804610.1|DSER	LOC6507884|XP_001956524.1|DANA
OG0011267	LOC110179015|XP_020802016.1|DSER	LOC6507922|XP_001956609.1|DANA
OG0011268	LOC110188862|XP_020814429.1|DSER, LOC110188865|XP_020814434.1|DSER	LOC6506879|XP_001957076.1|DANA
OG0011269	LOC110190742|XP_020817024.1|DSER	LOC6493178|XP_001957207.1|DANA
OG0011270	LOC110190741|XP_020817022.1|DSER	LOC6506801|XP_001957212.1|DANA
OG0011271	LOC110179695|XP_020802965.1|DSER	LOC6493225|XP_001957300.1|DANA
OG0011272	LOC110179987|XP_020803236.1|DSER	LOC6506728|XP_001957347.1|DANA
OG0011273	LOC110184680|XP_020808952.1|DSER	LOC6506466|XP_001957817.2|DANA
OG0011274	LOC110176291|XP_020798271.1|DSER	LOC6506321|XP_001958105.1|DANA
OG0011275	LOC110190378|XP_020816467.1|DSER	LOC116655739|XP_032309483.1|DANA
OG0011276	LOC110177470|XP_020799870.1|DSER	LOC6493734|XP_001958335.1|DANA
OG0011277	LOC110190271|XP_020816303.1|DSER	LOC6504333|XP_001965031.1|DANA
OG0011278	LOC110181168|XP_020804500.1|DSER	LOC6496829|XP_001963319.1|DANA
OG0011279	LOC110183289|XP_020807179.1|DSER	LOC6496914|XP_001963155.2|DANA
OG0011280	LOC110183928|XP_020807951.1|DSER	LOC6498465|XP_001962881.1|DANA
OG0011281	LOC110189638|XP_020815442.1|DSER	LOC6496607|XP_001961247.1|DANA
OG0011305	LOC110179860|XP_020803118.1|DSER	LOC6493163|XP_032310197.1|DANA
OG0011313	LOC110186082|XP_020810778.1|DSER	LOC26514668|XP_014762355.1|DANA
OG0011314	LOC110176746|XP_020798849.1|DSER	LOC6496458|XP_001967795.1|DANA
OG0011318	LOC110183507|XP_020807451.1|DSER	LOC6504080|XP_001964138.2|DANA
OG0011321	LOC110179091|XP_020802136.1|DSER, LOC110184544|XP_020808777.1|DSER, LOC110177171|XP_020799416.1|DSER	LOC116655323|XP_032308917.1|DANA, LOC6495431|XP_001958832.2|DANA
OG0011322	LOC110176076|XP_020797957.1|DSER	LOC26513656|XP_014759304.1|DANA
OG0011323	LOC110190808|XP_020817116.1|DSER	LOC6503900|XP_001963807.1|DANA
OG0011324	LOC110191248|XP_020817687.1|DSER	LOC6501945|XP_001966740.3|DANA
OG0011327	LOC110183216|XP_020807090.1|DSER	LOC6496977|XP_001963013.2|DANA
OG0011328	LOC110185118|XP_020809469.1|DSER	LOC6505904|XP_032310995.1|DANA
OG0011329	LOC110185990|XP_020810676.1|DSER	LOC6497332|XP_001962302.1|DANA
OG0011333	LOC110179036|XP_020802049.1|DSER	LOC26514838|XP_014765671.1|DANA
OG0011335	LOC110191249|XP_020817688.1|DSER	LOC6506672|XP_001957441.1|DANA
OG0011338	LOC110188631|XP_020814065.1|DSER	LOC6500091|XP_001953246.1|DANA
OG0011339	LOC110188206|XP_020813493.1|DSER	LOC26515509|XP_032312271.1|DANA
OG0011340	LOC110191804|XP_020818414.1|DSER	LOC6500026|XP_032306863.1|DANA
OG0011342	LOC110189602|XP_020815398.1|DSER	LOC6499752|XP_001953990.1|DANA
