Orthogroup	DSER.longest_only	DALB.longest_only
OG0010220	LOC110191554|XP_020818092.1|DSER	LOC117568728|XP_034105438.1|DALB, LOC117570521|XP_034108113.1|DALB
OG0010221	LOC110191546|XP_020818080.1|DSER	LOC117570519|XP_034108111.1|DALB
OG0010222	LOC110177994|XP_020800651.1|DSER	LOC117572798|XP_034111794.1|DALB
OG0010223	LOC110179283|XP_020802430.1|DSER	LOC117572797|XP_034111793.1|DALB
OG0010224	LOC110176352|XP_020798340.1|DSER	LOC117569777|XP_034106968.1|DALB
OG0010225	LOC110176612|XP_020798695.1|DSER	LOC117576184|XP_034116665.1|DALB, LOC117576104|XP_034116552.1|DALB
OG0010226	LOC110188583|XP_020814007.1|DSER	LOC117574640|XP_034114429.1|DALB
OG0010227	LOC110188010|XP_020813192.1|DSER	LOC117573863|XP_034113226.1|DALB
OG0010229	LOC110187892|XP_020813038.1|DSER	LOC117573633|XP_034112832.1|DALB
OG0010230	LOC110188387|XP_020813766.1|DSER	LOC117576117|XP_034116566.1|DALB
OG0010231	LOC110186702|XP_020811634.1|DSER	LOC117574496|XP_034114224.1|DALB
OG0010232	LOC110184017|XP_020808045.1|DSER	LOC117576285|XP_034116823.1|DALB
OG0010233	LOC110188551|XP_020813967.1|DSER	LOC117574802|XP_034114658.1|DALB
OG0010234	LOC110176641|XP_020798727.1|DSER	LOC117575785|XP_034116050.1|DALB
OG0010235	LOC110186740|XP_020811664.1|DSER	LOC117575982|XP_034116360.1|DALB
OG0010236	LOC110176481|XP_020798506.1|DSER	LOC117573590|XP_034112776.1|DALB
OG0010237	LOC110176459|XP_020798472.1|DSER	LOC117575474|XP_034115598.1|DALB
OG0010238	LOC110186297|XP_020811071.1|DSER, LOC110186898|XP_020811876.1|DSER	LOC117574364|XP_034114089.1|DALB
OG0010239	LOC110183846|XP_020807858.1|DSER, LOC110187903|XP_020813061.1|DSER	LOC117575457|XP_034115556.1|DALB
OG0010240	LOC110186040|XP_020810737.1|DSER	LOC117576761|XP_034117698.1|DALB
OG0010241	LOC110186711|XP_020811642.1|DSER	LOC117574409|XP_034114137.1|DALB
OG0010242	LOC110187795|XP_020812928.1|DSER	LOC117573711|XP_034112972.1|DALB
OG0010243	LOC110191210|XP_020817637.1|DSER	LOC117574227|XP_034113827.1|DALB
OG0010244	LOC110188493|XP_020813882.1|DSER	LOC117576196|XP_034116680.1|DALB
OG0010245	LOC110188048|XP_020813256.1|DSER	LOC117574695|XP_034114495.1|DALB, LOC117574775|XP_034114614.1|DALB
OG0010246	LOC110186249|XP_020810990.1|DSER	LOC117575018|XP_034114988.1|DALB
OG0010247	LOC110176047|XP_020797919.1|DSER, LOC110185071|XP_020809414.1|DSER	LOC117573792|XP_034113090.1|DALB
OG0010248	LOC110187797|XP_020812930.1|DSER	LOC117576030|XP_034116430.1|DALB
OG0010249	LOC110186516|XP_020811372.1|DSER	LOC117577314|XP_034118171.1|DALB, LOC117577248|XP_034118128.1|DALB
OG0010267	LOC110188820|XP_020814359.1|DSER	LOC117567727|XP_034103779.1|DALB
OG0010275	LOC110191093|XP_020817496.1|DSER	LOC117574516|XP_034114267.1|DALB
OG0010277	LOC110191343|XP_020817847.1|DSER	LOC117575978|XP_034116351.1|DALB
OG0010279	LOC110187727|XP_020812837.1|DSER	LOC117575833|XP_034116129.1|DALB
OG0010280	LOC110175997|XP_020797851.1|DSER	LOC117578018|XP_034119010.1|DALB
OG0010283	LOC110191928|XP_020818588.1|DSER	LOC117575163|XP_034115156.1|DALB
OG0010285	LOC110177335|XP_020799680.1|DSER	LOC117573516|XP_034112641.1|DALB
OG0010286	LOC110186353|XP_020811159.1|DSER	LOC117573578|XP_034112757.1|DALB
OG0010287	LOC110188030|XP_020813227.1|DSER	LOC117574233|XP_034113834.1|DALB
OG0010290	LOC110188192|XP_020813440.1|DSER	LOC117574306|XP_034114005.1|DALB
OG0010292	LOC110186152|XP_020810865.1|DSER	LOC117573820|XP_034113136.1|DALB
OG0010296	LOC110182870|XP_020806672.1|DSER	LOC117572657|XP_034111542.1|DALB
OG0010298	LOC110177920|XP_020800557.1|DSER	LOC117569080|XP_034105987.1|DALB
OG0010299	LOC110182953|XP_020806803.1|DSER	LOC117571309|XP_034109274.1|DALB
OG0010302	LOC110182320|XP_020806014.1|DSER	LOC117571333|XP_034109317.1|DALB
OG0010304	LOC110179115|XP_020802164.1|DSER	LOC117567877|XP_034104041.1|DALB
OG0010305	LOC110181611|XP_020805072.1|DSER	LOC117565412|XP_034100391.1|DALB
OG0010307	LOC110181476|XP_020804883.1|DSER	LOC117573352|XP_034112373.1|DALB
OG0010308	LOC110175926|XP_020797764.1|DSER	LOC117570025|XP_034107339.1|DALB
OG0010309	LOC110177640|XP_020800113.1|DSER	LOC117571087|XP_034108962.1|DALB
OG0010310	LOC110182459|XP_020806154.1|DSER	LOC117566228|XP_034101669.1|DALB
OG0010311	LOC110181759|XP_020805281.1|DSER	LOC117568480|XP_034105061.1|DALB
OG0010312	LOC110182037|XP_020805625.1|DSER	LOC117574318|XP_034114023.1|DALB
OG0010313	LOC110190050|XP_020816014.1|DSER	LOC117566682|XP_034102121.1|DALB
OG0010314	LOC110184139|XP_020808209.1|DSER	LOC117575236|XP_034115262.1|DALB
OG0010316	LOC110177754|XP_020800277.1|DSER	LOC117569702|XP_034106855.1|DALB
OG0010317	LOC110182577|XP_020806285.1|DSER	LOC117569063|XP_034105971.1|DALB, LOC117568960|XP_034105812.1|DALB
OG0010318	LOC110180570|XP_020803923.1|DSER	LOC117577875|XP_034118724.1|DALB
OG0010319	LOC110180197|XP_020803510.1|DSER	LOC117577660|XP_034118476.1|DALB
OG0010320	LOC110181571|XP_020805021.1|DSER	LOC117577987|XP_034118974.1|DALB
OG0010321	LOC110190091|XP_020816056.1|DSER	LOC117568943|XP_034105772.1|DALB
OG0010322	LOC110190391|XP_020816503.1|DSER	LOC117572066|XP_034110537.1|DALB
OG0010324	LOC110183607|XP_020807584.1|DSER	LOC117571614|XP_034109725.1|DALB
OG0010325	LOC110176741|XP_020798844.1|DSER	LOC117571414|XP_034109444.1|DALB
OG0010326	LOC110183721|XP_020807729.1|DSER	LOC117572010|XP_034110420.1|DALB
OG0010327	LOC110189048|XP_020814674.1|DSER	LOC117572150|XP_034110680.1|DALB
OG0010328	LOC110190757|XP_020817045.1|DSER	LOC117569430|XP_034106481.1|DALB
OG0010330	LOC110178968|XP_020801932.1|DSER	LOC117569044|XP_034105933.1|DALB
OG0010331	LOC110178925|XP_020801870.1|DSER	LOC117568061|XP_034104307.1|DALB
OG0010332	LOC110187124|XP_020812193.1|DSER	LOC117577985|XP_034118973.1|DALB
OG0010334	LOC110184001|XP_020808017.1|DSER	LOC117565542|XP_034100579.1|DALB
OG0010335	LOC110181614|XP_020805075.1|DSER	LOC117577715|XP_034118509.1|DALB
OG0010336	LOC110188516|XP_020813911.1|DSER	LOC117566076|XP_034101471.1|DALB
OG0010337	LOC110188857|XP_020814422.1|DSER	LOC117565226|XP_034100128.1|DALB
OG0010338	LOC110187088|XP_020812147.1|DSER	LOC117574360|XP_034114088.1|DALB
OG0010339	LOC110189721|XP_020815570.1|DSER	LOC117566797|XP_034102234.1|DALB
OG0010340	LOC110182022|XP_020805612.1|DSER	LOC117564415|XP_034099041.1|DALB
OG0010341	LOC110182056|XP_020805671.1|DSER	LOC117573390|XP_034112485.1|DALB
OG0010342	LOC110184235|XP_020808351.1|DSER	LOC117565863|XP_034101091.1|DALB
OG0010343	LOC110185773|XP_020810435.1|DSER	LOC117577712|XP_034118510.1|DALB
OG0010344	LOC110182477|XP_020806182.1|DSER	LOC117565943|XP_034101224.1|DALB
OG0010345	LOC110180167|XP_020803484.1|DSER	LOC117566078|XP_034101453.1|DALB
OG0010346	LOC110180529|XP_020803860.1|DSER	LOC117568799|XP_034105554.1|DALB
OG0010347	LOC110182086|XP_020805726.1|DSER	LOC117576350|XP_034116930.1|DALB
OG0010348	LOC110189739|XP_020815596.1|DSER	LOC117573182|XP_034112056.1|DALB
OG0010349	LOC110181924|XP_020805518.1|DSER	LOC117576741|XP_034117667.1|DALB
OG0010350	LOC110182072|XP_020805715.1|DSER	LOC117578039|XP_034119047.1|DALB
OG0010351	LOC110180443|XP_020803772.1|DSER	LOC117572426|XP_034111143.1|DALB
OG0010352	LOC110178132|XP_020800816.1|DSER	LOC117577624|XP_034118381.1|DALB
OG0010353	LOC110179385|XP_020802568.1|DSER	LOC117566775|XP_034102212.1|DALB
OG0010354	LOC110184350|XP_020808504.1|DSER	LOC117573537|XP_034112708.1|DALB
OG0010355	LOC110182839|XP_020806631.1|DSER	LOC117576988|XP_034118068.1|DALB
OG0010356	LOC110176081|XP_020797981.1|DSER	LOC117571745|XP_034109988.1|DALB
OG0010357	LOC110184373|XP_020808531.1|DSER	LOC117577588|XP_034118323.1|DALB
OG0010358	LOC110184330|XP_020808484.1|DSER	LOC117571357|XP_034109360.1|DALB
OG0010359	LOC110180548|XP_020803901.1|DSER	LOC117567069|XP_034102706.1|DALB
OG0010360	LOC110177218|XP_020799495.1|DSER	LOC117570267|XP_034107676.1|DALB
OG0010361	LOC110180553|XP_020803907.1|DSER	LOC117567174|XP_034102885.1|DALB
OG0010362	LOC110179491|XP_020802724.1|DSER	LOC117577656|XP_034118435.1|DALB
OG0010363	LOC110184186|XP_020808256.1|DSER	LOC117567350|XP_034103178.1|DALB
OG0010364	LOC110181709|XP_020805217.1|DSER	LOC117563401|XP_034097629.1|DALB
OG0010365	LOC110188651|XP_020814087.1|DSER	LOC117577799|XP_034118617.1|DALB
OG0010366	LOC110181484|XP_020804895.1|DSER	LOC117576437|XP_034117089.1|DALB
OG0010367	LOC110179604|XP_020802861.1|DSER	LOC117567445|XP_034103348.1|DALB
OG0010368	LOC110179601|XP_020802858.1|DSER	LOC117577960|XP_034118898.1|DALB
OG0010369	LOC110182557|XP_020806268.1|DSER	LOC117569434|XP_034106491.1|DALB
OG0010370	LOC110179062|XP_020802083.1|DSER	LOC117577921|XP_034118808.1|DALB
OG0010371	LOC110182223|XP_020805909.1|DSER	LOC117578078|XP_034119120.1|DALB
OG0010372	LOC110184143|XP_020808212.1|DSER	LOC117567815|XP_034103946.1|DALB
OG0010373	LOC110184199|XP_020808301.1|DSER	LOC117576583|XP_034117359.1|DALB
OG0010374	LOC110181610|XP_020805071.1|DSER	LOC117565403|XP_034100381.1|DALB
OG0010375	LOC110181609|XP_020805070.1|DSER	LOC117567968|XP_034104171.1|DALB
OG0010376	LOC110187139|XP_020812212.1|DSER	LOC117564712|XP_034099487.1|DALB
OG0010377	LOC110180364|XP_020803689.1|DSER	LOC117567974|XP_034104186.1|DALB
OG0010378	LOC110182466|XP_020806163.1|DSER	LOC117563981|XP_034098467.1|DALB
OG0010379	LOC110181796|XP_020805337.1|DSER	LOC117577889|XP_034118758.1|DALB
OG0010380	LOC110178023|XP_020800697.1|DSER	LOC117577763|XP_034118565.1|DALB
OG0010381	LOC110178046|XP_020800719.1|DSER	LOC117577831|XP_034118662.1|DALB
OG0010382	LOC110178038|XP_020800714.1|DSER	LOC117570418|XP_034107940.1|DALB
OG0010383	LOC110178045|XP_020800718.1|DSER	LOC117577934|XP_034118830.1|DALB
OG0010384	LOC110179497|XP_020802730.1|DSER	LOC117569901|XP_034107173.1|DALB
OG0010385	LOC110186026|XP_020810721.1|DSER	LOC117563226|XP_034097320.1|DALB
OG0010386	LOC110185736|XP_020810386.1|DSER	LOC117564670|XP_034099424.1|DALB
OG0010387	LOC110186036|XP_020810732.1|DSER	LOC117565544|XP_034100581.1|DALB
OG0010388	LOC110187370|XP_020812420.1|DSER	LOC117564706|XP_034099476.1|DALB
OG0010389	LOC110183802|XP_020807814.1|DSER	LOC117563676|XP_034097993.1|DALB
OG0010390	LOC110185955|XP_020810632.1|DSER	LOC117563446|XP_034097676.1|DALB
OG0010391	LOC110185796|XP_020810459.1|DSER	LOC117565804|XP_034100984.1|DALB
OG0010392	LOC110181437|XP_020804838.1|DSER	LOC117563584|XP_034097861.1|DALB
OG0010393	LOC110185923|XP_020810595.1|DSER	LOC117563639|XP_034097939.1|DALB
OG0010394	LOC110180582|XP_020803932.1|DSER	LOC117563364|XP_034097553.1|DALB
OG0010395	LOC110186060|XP_020810756.1|DSER	LOC117564642|XP_034099393.1|DALB
OG0010396	LOC110183036|XP_020806881.1|DSER	LOC117564814|XP_034099627.1|DALB
OG0010397	LOC110185943|XP_020810617.1|DSER	LOC117563661|XP_034097968.1|DALB
OG0010398	LOC110185075|XP_020809413.1|DSER	LOC117564561|XP_034099285.1|DALB
OG0010399	LOC110185079|XP_020809417.1|DSER	LOC117564680|XP_034099441.1|DALB
OG0010400	LOC110185128|XP_020809484.1|DSER	LOC117563695|XP_034098030.1|DALB
OG0010401	LOC110185127|XP_020809483.1|DSER	LOC117565822|XP_034101017.1|DALB
OG0010402	LOC110177894|XP_020800522.1|DSER	LOC117566065|XP_034101412.1|DALB
OG0010403	LOC110177876|XP_020800500.1|DSER	LOC117566109|XP_034101470.1|DALB
OG0010404	LOC110185738|XP_020810388.1|DSER	LOC117563387|XP_034097609.1|DALB
OG0010405	LOC110185764|XP_020810426.1|DSER	LOC117563389|XP_034097612.1|DALB
OG0010406	LOC110185824|XP_020810490.1|DSER	LOC117563390|XP_034097613.1|DALB
OG0010407	LOC110185881|XP_020810551.1|DSER, LOC110183321|XP_020807230.1|DSER	LOC117563770|XP_034098168.1|DALB, LOC117563774|XP_034098172.1|DALB, LOC117563773|XP_034098171.1|DALB
OG0010409	LOC110185564|XP_020810142.1|DSER	LOC117564489|XP_034099187.1|DALB
OG0010410	LOC110186070|XP_020810764.1|DSER	LOC117565216|XP_034100117.1|DALB
OG0010411	LOC110183988|XP_020808004.1|DSER	LOC117564134|XP_034098685.1|DALB
OG0010412	LOC110187285|XP_020812333.1|DSER	LOC117565135|XP_034099996.1|DALB
OG0010413	LOC110182263|XP_020805940.1|DSER	LOC117566176|XP_034101572.1|DALB
OG0010414	LOC110182298|XP_020805977.1|DSER	LOC117566178|XP_034101575.1|DALB
OG0010415	LOC110181204|XP_020804544.1|DSER	LOC117565267|XP_034100183.1|DALB
OG0010416	LOC110183471|XP_020807409.1|DSER	LOC117565758|XP_034100902.1|DALB
OG0010417	LOC110183473|XP_020807410.1|DSER	LOC117565750|XP_034100889.1|DALB
OG0010418	LOC110183488|XP_020807429.1|DSER	LOC117565452|XP_034100442.1|DALB
OG0010419	LOC110183489|XP_020807430.1|DSER	LOC117563895|XP_034098347.1|DALB
OG0010420	LOC110181202|XP_020804542.1|DSER	LOC117564916|XP_034099760.1|DALB
OG0010421	LOC110183108|XP_020806957.1|DSER	LOC117564555|XP_034099279.1|DALB
OG0010422	LOC110183947|XP_020807967.1|DSER	LOC117564937|XP_034099781.1|DALB
OG0010423	LOC110181390|XP_020804780.1|DSER	LOC117565971|XP_034101258.1|DALB
OG0010424	LOC110182615|XP_020806336.1|DSER	LOC117565551|XP_034100608.1|DALB
OG0010425	LOC110187471|XP_020812517.1|DSER	LOC117564474|XP_034099166.1|DALB
OG0010426	LOC110187482|XP_020812528.1|DSER	LOC117565492|XP_034100490.1|DALB
OG0010427	LOC110187434|XP_020812483.1|DSER	LOC117565171|XP_034100053.1|DALB
OG0010428	LOC110187449|XP_020812497.1|DSER	LOC117564438|XP_034099067.1|DALB
OG0010429	LOC110177039|XP_020799214.1|DSER	LOC117564592|XP_034099330.1|DALB
OG0010430	LOC110181146|XP_020804478.1|DSER	LOC117563705|XP_034098043.1|DALB
OG0010431	LOC110182619|XP_020806343.1|DSER	LOC117565476|XP_034100474.1|DALB
OG0010432	LOC110182605|XP_020806326.1|DSER	LOC117565323|XP_034100253.1|DALB
OG0010433	LOC110187581|XP_020812626.1|DSER	LOC117565281|XP_034100199.1|DALB
OG0010434	LOC110182292|XP_020805970.1|DSER	LOC117564961|XP_034099807.1|DALB
OG0010435	LOC110182336|XP_020806027.1|DSER	LOC117566129|XP_034101498.1|DALB
OG0010436	LOC110183186|XP_020807034.1|DSER	LOC117565390|XP_034100361.1|DALB
OG0010437	LOC110185641|XP_020810256.1|DSER	LOC117563259|XP_034097372.1|DALB
OG0010438	LOC110185087|XP_020809430.1|DSER	LOC117564475|XP_034099167.1|DALB
OG0010439	LOC110185107|XP_020809456.1|DSER	LOC117564245|XP_034098830.1|DALB
OG0010440	LOC110184921|XP_020809225.1|DSER	LOC117565292|XP_034100216.1|DALB
OG0010441	LOC110184867|XP_020809172.1|DSER	LOC117565291|XP_034100215.1|DALB
OG0010442	LOC110176606|XP_020798689.1|DSER	LOC117565351|XP_034100300.1|DALB
OG0010443	LOC110183140|XP_020806989.1|DSER	LOC117564566|XP_034099290.1|DALB
OG0010444	LOC110183137|XP_020806986.1|DSER	LOC117565642|XP_034100744.1|DALB
OG0010445	LOC110184884|XP_020809188.1|DSER	LOC117564907|XP_034099751.1|DALB
OG0010446	LOC110178209|XP_020800906.1|DSER	LOC117563281|XP_034097408.1|DALB
OG0010447	LOC110183672|XP_020807666.1|DSER	LOC117571481|XP_034109535.1|DALB
OG0010448	LOC110184784|XP_020809083.1|DSER	LOC117568425|XP_034104972.1|DALB
OG0010449	LOC110187560|XP_020812611.1|DSER	LOC117569568|XP_034106681.1|DALB
OG0010450	LOC110178655|XP_020801506.1|DSER	LOC117568313|XP_034104755.1|DALB
OG0010451	LOC110178627|XP_020801472.1|DSER	LOC117568132|XP_034104431.1|DALB
OG0010452	LOC110190720|XP_020817001.1|DSER	LOC117568223|XP_034104587.1|DALB
OG0010453	LOC110190604|XP_020816857.1|DSER	LOC117568220|XP_034104585.1|DALB
OG0010454	LOC110183592|XP_020807564.1|DSER	LOC117571116|XP_034109002.1|DALB
OG0010455	LOC110190686|XP_020816955.1|DSER	LOC117571832|XP_034110103.1|DALB
OG0010456	LOC110185209|XP_020809597.1|DSER	LOC117571872|XP_034110208.1|DALB
OG0010457	LOC110190096|XP_020816062.1|DSER	LOC117569479|XP_034106539.1|DALB
OG0010458	LOC110190095|XP_020816061.1|DSER	LOC117571954|XP_034110343.1|DALB
OG0010459	LOC110190382|XP_020816471.1|DSER	LOC117570464|XP_034108017.1|DALB
OG0010460	LOC110190088|XP_020816053.1|DSER	LOC117571972|XP_034110365.1|DALB
OG0010461	LOC110185145|XP_020809506.1|DSER	LOC117566411|XP_034101824.1|DALB
OG0010462	LOC110178782|XP_020801687.1|DSER	LOC117568553|XP_034105164.1|DALB
OG0010463	LOC110190740|XP_020817021.1|DSER	LOC117570949|XP_034108774.1|DALB
OG0010464	LOC110190743|XP_020817025.1|DSER	LOC117570522|XP_034108114.1|DALB
OG0010465	LOC110190455|XP_020816614.1|DSER	LOC117570723|XP_034108426.1|DALB
OG0010466	LOC110190444|XP_020816603.1|DSER	LOC117569427|XP_034106477.1|DALB
OG0010467	LOC110190452|XP_020816612.1|DSER	LOC117569431|XP_034106482.1|DALB
OG0010468	LOC110190133|XP_020816115.1|DSER	LOC117569701|XP_034106854.1|DALB
OG0010469	LOC110177631|XP_020800105.1|DSER	LOC117572501|XP_034111243.1|DALB
OG0010470	LOC110189093|XP_020814724.1|DSER	LOC117569199|XP_034106158.1|DALB
OG0010471	LOC110189079|XP_020814709.1|DSER	LOC117568996|XP_034105862.1|DALB
OG0010472	LOC110188868|XP_020814440.1|DSER	LOC117571884|XP_034110234.1|DALB
OG0010473	LOC110176302|XP_020798282.1|DSER	LOC117568994|XP_034105857.1|DALB
OG0010474	LOC110184791|XP_020809089.1|DSER	LOC117567837|XP_034103976.1|DALB
OG0010475	LOC110190774|XP_020817065.1|DSER	LOC117572266|XP_034110856.1|DALB
OG0010476	LOC110190674|XP_020816938.1|DSER	LOC117571757|XP_034109998.1|DALB
OG0010477	LOC110177598|XP_020800052.1|DSER	LOC117570926|XP_034108747.1|DALB
OG0010478	LOC110176744|XP_020798846.1|DSER	LOC117571411|XP_034109440.1|DALB
OG0010479	LOC110176708|XP_020798806.1|DSER	LOC117570823|XP_034108577.1|DALB
OG0010480	LOC110190214|XP_020816229.1|DSER	LOC117569578|XP_034106692.1|DALB
OG0010481	LOC110185180|XP_020809556.1|DSER	LOC117572626|XP_034111473.1|DALB
OG0010482	LOC110190810|XP_020817118.1|DSER	LOC117567571|XP_034103533.1|DALB
OG0010483	LOC110176275|XP_020798251.1|DSER	LOC117567481|XP_034103403.1|DALB
OG0010484	LOC110190159|XP_020816153.1|DSER	LOC117571300|XP_034109261.1|DALB
OG0010485	LOC110190138|XP_020816125.1|DSER	LOC117566445|XP_034101867.1|DALB, LOC117567032|XP_034102626.1|DALB
OG0010486	LOC110177534|XP_020799962.1|DSER	LOC117569962|XP_034107226.1|DALB
OG0010487	LOC110179011|XP_020802010.1|DSER	LOC117572604|XP_034111431.1|DALB
OG0010488	LOC110178957|XP_020801919.1|DSER	LOC117571266|XP_034109220.1|DALB
OG0010489	LOC110185305|XP_020809714.1|DSER	LOC117567791|XP_034103906.1|DALB
OG0010490	LOC110178367|XP_020801163.1|DSER	LOC117570228|XP_034107621.1|DALB
OG0010491	LOC110177672|XP_020800153.1|DSER	LOC117569466|XP_034106523.1|DALB
OG0010492	LOC110185235|XP_020809628.1|DSER	LOC117571392|XP_034109402.1|DALB
OG0010493	LOC110178983|XP_020801955.1|DSER	LOC117571528|XP_034109598.1|DALB
OG0010494	LOC110190165|XP_020816160.1|DSER	LOC117567880|XP_034104040.1|DALB
OG0010495	LOC110189964|XP_020815912.1|DSER	LOC117572159|XP_034110699.1|DALB
OG0010496	LOC110190123|XP_020816106.1|DSER	LOC117572780|XP_034111766.1|DALB
OG0010497	LOC110191231|XP_020817660.1|DSER	LOC117566539|XP_034101971.1|DALB
OG0010498	LOC110188997|XP_020814607.1|DSER	LOC117570290|XP_034107702.1|DALB
OG0010499	LOC110182978|XP_020806830.1|DSER, LOC110179262|XP_020802375.1|DSER	LOC117569184|XP_034106143.1|DALB
OG0010500	LOC110182981|XP_020806833.1|DSER	LOC117566566|XP_034101998.1|DALB
OG0010501	LOC110189213|XP_020814843.1|DSER	LOC117566579|XP_034102012.1|DALB
OG0010502	LOC110176171|XP_020798068.1|DSER	LOC117568246|XP_034104616.1|DALB
OG0010503	LOC110191642|XP_020818191.1|DSER	LOC117571521|XP_034109584.1|DALB
OG0010504	LOC110180787|XP_020804128.1|DSER	LOC117570314|XP_034107748.1|DALB
OG0010505	LOC110182948|XP_020806796.1|DSER	LOC117572524|XP_034111274.1|DALB, LOC117571581|XP_034109688.1|DALB
OG0010506	LOC110189492|XP_020815242.1|DSER	LOC117566819|XP_034102272.1|DALB
OG0010507	LOC110184080|XP_020808123.1|DSER	LOC117570803|XP_034108550.1|DALB
OG0010508	LOC110178509|XP_020801318.1|DSER	LOC117571336|XP_034109320.1|DALB
OG0010509	LOC110180271|XP_020803586.1|DSER	LOC117571359|XP_034109358.1|DALB
OG0010510	LOC110179534|XP_020802776.1|DSER	LOC117571242|XP_034109185.1|DALB
OG0010511	LOC110191441|XP_020817962.1|DSER	LOC117566705|XP_034102142.1|DALB
OG0010513	LOC110179575|XP_020802827.1|DSER	LOC117568655|XP_034105343.1|DALB
OG0010514	LOC110176743|XP_020798850.1|DSER	LOC117567801|XP_034103925.1|DALB
OG0010515	LOC110177835|XP_020800441.1|DSER	LOC117571120|XP_034109007.1|DALB
OG0010516	LOC110177974|XP_020800629.1|DSER	LOC117569573|XP_034106688.1|DALB
OG0010517	LOC110182937|XP_020806775.1|DSER	LOC117570282|XP_034107693.1|DALB
OG0010518	LOC110180611|XP_020803956.1|DSER	LOC117569642|XP_034106772.1|DALB
OG0010519	LOC110178394|XP_020801190.1|DSER	LOC117567221|XP_034102941.1|DALB
OG0010520	LOC110178409|XP_020801216.1|DSER, LOC110181367|XP_020804758.1|DSER, LOC110177406|XP_020799783.1|DSER	LOC117568324|XP_034104796.1|DALB
OG0010521	LOC110178328|XP_020801097.1|DSER	LOC117570637|XP_034108296.1|DALB
OG0010522	LOC110189575|XP_020815364.1|DSER	LOC117568248|XP_034104619.1|DALB
OG0010523	LOC110189516|XP_020815299.1|DSER	LOC117569657|XP_034106794.1|DALB
OG0010524	LOC110177702|XP_020800187.1|DSER	LOC117567941|XP_034104126.1|DALB
OG0010525	LOC110178915|XP_020801857.1|DSER	LOC117571529|XP_034109599.1|DALB
OG0010526	LOC110180404|XP_020803721.1|DSER	LOC117570583|XP_034108216.1|DALB
OG0010527	LOC110177969|XP_020800621.1|DSER	LOC117571050|XP_034108909.1|DALB
OG0010528	LOC110177950|XP_020800596.1|DSER	LOC117568719|XP_034105427.1|DALB
OG0010529	LOC110177971|XP_020800622.1|DSER	LOC117571029|XP_034108882.1|DALB
OG0010530	LOC110191535|XP_020818069.1|DSER	LOC117570520|XP_034108112.1|DALB
OG0010531	LOC110190923|XP_020817244.1|DSER	LOC117573249|XP_034112205.1|DALB
OG0010532	LOC110188370|XP_020813742.1|DSER	LOC117574542|XP_034114302.1|DALB
OG0010533	LOC110178974|XP_020801944.1|DSER	LOC117574282|XP_034113924.1|DALB
OG0010534	LOC110191139|XP_020817552.1|DSER	LOC117576216|XP_034116713.1|DALB, LOC117574680|XP_034114477.1|DALB
OG0010535	LOC110188712|XP_020814181.1|DSER	LOC117576298|XP_034116844.1|DALB
OG0010536	LOC110188708|XP_020814175.1|DSER	LOC117575209|XP_034115225.1|DALB
OG0010537	LOC110188609|XP_020814032.1|DSER	LOC117573277|XP_034112255.1|DALB
OG0010538	LOC110191727|XP_020818304.1|DSER	LOC117575369|XP_034115425.1|DALB
OG0010539	LOC110177220|XP_020799496.1|DSER	LOC117574842|XP_034114729.1|DALB
OG0010540	LOC110186394|XP_020811215.1|DSER	LOC117573626|XP_034112819.1|DALB
OG0010541	LOC110181241|XP_020804605.1|DSER	LOC117574535|XP_034114289.1|DALB
OG0010542	LOC110176635|XP_020798722.1|DSER	LOC117573366|XP_034112386.1|DALB
OG0010543	LOC110186539|XP_020811402.1|DSER	LOC117575523|XP_034115660.1|DALB
OG0010544	LOC110185330|XP_020809769.1|DSER	LOC117576489|XP_034117154.1|DALB
OG0010545	LOC110187846|XP_020812989.1|DSER	LOC117575921|XP_034116265.1|DALB
OG0010546	LOC110186846|XP_020811794.1|DSER	LOC117576717|XP_034117627.1|DALB
OG0010547	LOC110186848|XP_020811796.1|DSER	LOC117573491|XP_034112610.1|DALB
OG0010548	LOC110186907|XP_020811886.1|DSER	LOC117573493|XP_034112612.1|DALB
OG0010549	LOC110186637|XP_020811556.1|DSER	LOC117576355|XP_034116934.1|DALB
OG0010550	LOC110186956|XP_020811950.1|DSER	LOC117576135|XP_034116588.1|DALB
OG0010551	LOC110189016|XP_020814636.1|DSER	LOC117576749|XP_034117674.1|DALB
OG0010552	LOC110186651|XP_020811572.1|DSER	LOC117573438|XP_034112549.1|DALB
OG0010553	LOC110186641|XP_020811560.1|DSER	LOC117573435|XP_034112541.1|DALB
OG0010554	LOC110177345|XP_020799694.1|DSER	LOC117576968|XP_034118037.1|DALB
OG0010555	LOC110177303|XP_020799627.1|DSER	LOC117573468|XP_034112585.1|DALB
OG0010556	LOC110186716|XP_020811647.1|DSER	LOC117574258|XP_034113880.1|DALB
OG0010557	LOC110187908|XP_020813069.1|DSER	LOC117574351|XP_034114063.1|DALB
OG0010558	LOC110187690|XP_020812783.1|DSER	LOC117574368|XP_034114093.1|DALB
OG0010559	LOC110186240|XP_020810965.1|DSER	LOC117575673|XP_034115852.1|DALB
OG0010560	LOC110191726|XP_020818303.1|DSER	LOC117576002|XP_034116397.1|DALB
OG0010561	LOC110191150|XP_020817565.1|DSER	LOC117574380|XP_034114105.1|DALB
OG0010562	LOC110190637|XP_020816897.1|DSER	LOC117576499|XP_034117169.1|DALB
