Orthogroup	DSER.longest_only	DVIR.longest_only
OG0009449	LOC110175961|XP_020797809.1|DSER	LOC6631408|XP_002055417.1|DVIR
OG0009450	LOC110179748|XP_020803022.1|DSER	LOC6635439|XP_002058918.3|DVIR
OG0009451	LOC110183083|XP_020806932.1|DSER	LOC6628587|XP_002051480.2|DVIR
OG0009452	LOC110187029|XP_020812053.1|DSER	LOC6631822|XP_002055194.3|DVIR
OG0009453	LOC110188660|XP_020814104.1|DSER	LOC6629532|XP_002053966.2|DVIR
OG0009454	LOC110185198|XP_020809582.1|DSER	LOC6622924|XP_032290190.1|DVIR
OG0009455	LOC110181754|XP_020805276.1|DSER	LOC6636163|XP_015024181.1|DVIR
OG0009456	LOC110181863|XP_020805442.1|DSER	LOC6633659|XP_002056853.1|DVIR
OG0009457	LOC110181982|XP_020805587.1|DSER, LOC110183055|XP_020806899.1|DSER	LOC6633773|XP_002057305.1|DVIR
OG0009458	LOC110178177|XP_020800870.1|DSER	LOC6631542|XP_002054963.3|DVIR
OG0009459	LOC110178589|XP_020801427.1|DSER	LOC6623140|XP_032291401.1|DVIR
OG0009460	LOC110187411|XP_020812461.1|DSER	LOC6636569|XP_032291516.1|DVIR
OG0009461	LOC110187647|XP_020812718.1|DSER	LOC6636565|XP_032291517.1|DVIR
OG0009462	LOC110178799|XP_020801711.1|DSER	LOC6622869|XP_002046488.1|DVIR
OG0009463	LOC110183599|XP_020807572.1|DSER	LOC6622584|XP_002047012.1|DVIR
OG0009464	LOC110190235|XP_020816255.1|DSER	LOC6623157|XP_002046724.1|DVIR
OG0009465	LOC110190204|XP_020816217.1|DSER	LOC6622795|XP_002046710.2|DVIR
OG0009466	LOC110176736|XP_020798839.1|DSER	LOC6622475|XP_002048194.1|DVIR
OG0009467	LOC110190251|XP_020816274.1|DSER	LOC6623273|XP_002046094.1|DVIR
OG0009468	LOC110188809|XP_020814346.1|DSER	LOC6623239|XP_002046618.1|DVIR
OG0009469	LOC110184696|XP_020808967.1|DSER	LOC6624542|XP_002046530.1|DVIR
OG0009470	LOC110184710|XP_020808989.1|DSER	LOC6623546|XP_002047313.1|DVIR
OG0009471	LOC110183279|XP_020807169.1|DSER	LOC6634069|XP_002057871.2|DVIR
OG0009472	LOC110188846|XP_020814409.1|DSER	LOC6636816|XP_002060298.1|DVIR
OG0009473	LOC110190678|XP_020816943.1|DSER	LOC6624507|XP_002047177.1|DVIR
OG0009474	LOC110178678|XP_020801539.1|DSER	LOC6622745|XP_002047054.1|DVIR
OG0009475	LOC110190072|XP_020816036.1|DSER	LOC26531203|XP_015031710.1|DVIR
OG0009476	LOC110190170|XP_020816176.1|DSER	LOC26531100|XP_015031693.1|DVIR
OG0009477	LOC110190458|XP_020816618.1|DSER	LOC6623599|XP_002046220.1|DVIR
OG0009478	LOC110190769|XP_020817058.1|DSER	LOC6623707|XP_002046192.1|DVIR
OG0009479	LOC110184024|XP_020808048.1|DSER	LOC6627118|XP_002048961.2|DVIR
OG0009480	LOC110189097|XP_020814731.1|DSER	LOC6623373|XP_002048312.3|DVIR
OG0009481	LOC110190301|XP_020816345.1|DSER	LOC6636549|XP_015023820.1|DVIR
OG0009482	LOC110185281|XP_020809687.1|DSER	LOC6623067|XP_032291370.1|DVIR
OG0009483	LOC110185320|XP_020809745.1|DSER	LOC6622141|XP_002047575.1|DVIR
OG0009484	LOC110177456|XP_020799849.1|DSER	LOC6633140|XP_002056379.1|DVIR
OG0009485	LOC110188910|XP_020814490.1|DSER, LOC110188908|XP_020814488.1|DSER	LOC6622734|XP_002047032.1|DVIR
OG0009486	LOC110188911|XP_020814491.1|DSER, LOC110188909|XP_020814489.1|DSER	LOC6622081|XP_002047033.1|DVIR
OG0009487	LOC110190167|XP_020816162.1|DSER	LOC6622951|XP_002048043.1|DVIR
OG0009488	LOC110176250|XP_020798213.1|DSER	LOC6622659|XP_002047996.1|DVIR
OG0009489	LOC110178942|XP_020801900.1|DSER	LOC6624482|XP_002048407.1|DVIR
OG0009490	LOC110189608|XP_020815402.1|DSER	LOC6625093|XP_002049544.1|DVIR
OG0009491	LOC110190387|XP_020816476.1|DSER	LOC6624477|XP_002047621.1|DVIR
OG0009492	LOC110190198|XP_020816209.1|DSER	LOC6622340|XP_032290607.1|DVIR
OG0009493	LOC110190330|XP_020816385.1|DSER	LOC6622441|XP_032290319.1|DVIR
OG0009494	LOC110190333|XP_020816388.1|DSER	LOC6622467|XP_002047945.1|DVIR
OG0009495	LOC110184636|XP_020808893.1|DSER	LOC6624516|XP_032290368.1|DVIR
OG0009496	LOC110179840|XP_020803107.1|DSER	LOC6623400|XP_032289959.1|DVIR
OG0009497	LOC110186742|XP_020811666.1|DSER	LOC6630163|XP_002054783.1|DVIR
OG0009498	LOC110176692|XP_020798782.1|DSER	LOC6624628|XP_002048090.1|DVIR
OG0009499	LOC110184650|XP_020808910.1|DSER, LOC110179700|XP_020802969.1|DSER	LOC6624615|XP_002048100.2|DVIR
OG0009500	LOC110176731|XP_020798834.1|DSER	LOC6622556|XP_002048082.1|DVIR
OG0009501	LOC110176194|XP_020798104.1|DSER	LOC6623537|XP_002048236.1|DVIR
OG0009502	LOC110188390|XP_020813770.1|DSER	LOC6630096|XP_002053689.1|DVIR
OG0009503	LOC110186049|XP_020810750.1|DSER	LOC6628910|XP_002051378.1|DVIR
OG0009504	LOC110188185|XP_020813420.1|DSER	LOC6634896|XP_002058484.2|DVIR, LOC116651743|XP_032294637.1|DVIR
OG0009505	LOC110182690|XP_020806442.1|DSER, LOC110180311|XP_020803626.1|DSER	LOC6628472|XP_032294319.1|DVIR
OG0009506	LOC110190074|XP_020816039.1|DSER	LOC6623597|XP_032290653.1|DVIR
OG0009507	LOC110183637|XP_020807615.1|DSER	LOC6624529|XP_002047102.1|DVIR
OG0009508	LOC110185719|XP_020810357.1|DSER	LOC6636914|XP_002060370.2|DVIR, LOC116650229|XP_032289375.1|DVIR
OG0009509	LOC110176472|XP_020798494.1|DSER	LOC6624849|XP_002050850.2|DVIR
OG0009510	LOC110185530|XP_020810096.1|DSER	LOC6634440|XP_002058055.2|DVIR
OG0009511	LOC110181554|XP_020804996.1|DSER, LOC110187441|XP_020812488.1|DSER	LOC6633488|XP_002057347.2|DVIR
OG0009512	LOC110181926|XP_020805520.1|DSER	LOC116652158|XP_032296008.1|DVIR
OG0009513	LOC110184305|XP_020808452.1|DSER	LOC6636114|XP_032295884.1|DVIR
OG0009514	LOC110180438|XP_020803768.1|DSER	LOC6636064|XP_032295679.1|DVIR
OG0009515	LOC110176863|XP_020798996.1|DSER	LOC6627767|XP_002052656.1|DVIR
OG0009516	LOC110187484|XP_020812530.1|DSER	LOC6628274|XP_032294638.1|DVIR
OG0009517	LOC110182694|XP_020806447.1|DSER	LOC6628359|XP_032294609.1|DVIR, LOC6628361|XP_032294610.1|DVIR
OG0009518	LOC110185153|XP_020809515.1|DSER	LOC26530686|XP_015031637.1|DVIR
OG0009519	LOC110178793|XP_020801705.1|DSER	LOC6635494|XP_032295566.1|DVIR, LOC6622879|XP_032291069.1|DVIR
OG0009520	LOC110191266|XP_020817721.1|DSER	LOC6632598|XP_002056025.2|DVIR
OG0009521	LOC110180436|XP_020803766.1|DSER, LOC110185314|XP_020809739.1|DSER	LOC6623439|XP_032289946.1|DVIR
OG0009522	LOC110180964|XP_020804302.1|DSER	LOC6624761|XP_002049755.1|DVIR, LOC116651088|XP_032292725.1|DVIR
OG0009523	LOC110176485|XP_020798520.1|DSER	LOC6626265|XP_002050907.1|DVIR
OG0009524	LOC110179789|XP_020803065.1|DSER	LOC6627212|XP_002050209.1|DVIR
OG0009525	LOC110180338|XP_020803662.1|DSER	LOC116650585|XP_032290527.1|DVIR, LOC6636449|XP_002059838.1|DVIR
OG0009526	LOC110191516|XP_020818043.1|DSER	LOC116650869|XP_032291650.1|DVIR, LOC6636448|XP_002059837.1|DVIR
OG0009527	LOC110191557|XP_020818091.1|DSER	LOC116651065|XP_032292710.1|DVIR, LOC6625446|XP_015030187.1|DVIR
OG0009528	LOC110181667|XP_020805154.1|DSER	LOC6625870|XP_002050790.2|DVIR
OG0009529	LOC110189737|XP_020815589.1|DSER, LOC110176786|XP_020798881.1|DSER	LOC6625856|XP_015029278.1|DVIR
OG0009530	LOC110189697|XP_020815531.1|DSER	LOC116651133|XP_032292895.1|DVIR, LOC6626923|XP_032292896.1|DVIR
OG0009531	LOC110178395|XP_020801191.1|DSER	LOC26531211|XP_015030296.1|DVIR
OG0009532	LOC110177745|XP_020800261.1|DSER	LOC6626655|XP_002049885.1|DVIR
OG0009533	LOC110177365|XP_020799721.1|DSER	LOC6624911|XP_002049108.1|DVIR
OG0009534	LOC110179077|XP_020802119.1|DSER	LOC6626722|XP_002049093.1|DVIR
OG0009535	LOC110177968|XP_020800620.1|DSER	LOC6625367|XP_032293172.1|DVIR
OG0009536	LOC110176662|XP_020798759.1|DSER	LOC6630077|XP_015027374.1|DVIR
OG0009537	LOC110186913|XP_020811893.1|DSER	LOC6636996|XP_032288939.1|DVIR, LOC6631139|XP_032288941.1|DVIR
OG0009538	LOC110191144|XP_020817558.1|DSER	LOC6629274|XP_002052980.2|DVIR
OG0009539	LOC110189507|XP_020815276.1|DSER, LOC110189515|XP_020815290.1|DSER	LOC6632865|XP_002056551.1|DVIR
OG0009541	LOC110176532|XP_020798571.1|DSER, LOC110176544|XP_020798594.1|DSER	LOC116652034|XP_032295632.1|DVIR
OG0009542	LOC110186881|XP_020811837.1|DSER, LOC110186882|XP_020811839.1|DSER	LOC6629485|XP_002054080.1|DVIR
OG0009543	LOC110176486|XP_020798518.1|DSER, LOC110176546|XP_020798596.1|DSER	LOC6629573|XP_002054856.1|DVIR
OG0009545	LOC110186969|XP_020811974.1|DSER	LOC26531757|XP_032289406.1|DVIR, LOC116652194|XP_032296097.1|DVIR
OG0009546	LOC110186463|XP_020811310.1|DSER	LOC6623688|XP_002048599.1|DVIR, LOC116651876|XP_032295027.1|DVIR
OG0009557	LOC110190987|XP_020817357.1|DSER	LOC116652340|XP_032296691.1|DVIR
OG0009560	LOC110179711|XP_020802982.1|DSER	LOC6632036|XP_002055502.1|DVIR
OG0009563	LOC110177474|XP_020799874.1|DSER	LOC6622660|XP_002048451.3|DVIR
OG0009564	LOC110184598|XP_020808848.1|DSER	LOC6636686|XP_015023799.1|DVIR
OG0009565	LOC110190313|XP_020816360.1|DSER	LOC6623392|XP_002046775.1|DVIR
OG0009567	LOC110188423|XP_020813806.1|DSER	LOC6635022|XP_002058449.2|DVIR
OG0009568	LOC110185066|XP_020809401.1|DSER	LOC26530524|XP_015028821.1|DVIR
OG0009569	LOC110181809|XP_020805355.1|DSER	LOC6631326|XP_002055784.1|DVIR
OG0009570	LOC110187878|XP_020813021.1|DSER	LOC6632643|XP_002056542.1|DVIR
OG0009571	LOC110177418|XP_020799795.1|DSER	LOC6629576|XP_002054859.2|DVIR
OG0009573	LOC110187081|XP_020812138.1|DSER	LOC6633502|XP_002056826.1|DVIR
OG0009574	LOC110180620|XP_020803962.1|DSER	LOC6634610|XP_002058095.2|DVIR
OG0009575	LOC110180648|XP_020804005.1|DSER	LOC6636486|XP_002059848.1|DVIR
OG0009576	LOC110176659|XP_020798753.1|DSER	LOC6635131|XP_002058548.1|DVIR
OG0009577	LOC110183100|XP_020806951.1|DSER	LOC6628282|XP_002051475.1|DVIR
OG0009578	LOC110185675|XP_020810299.1|DSER	LOC6633936|XP_002057606.1|DVIR
OG0009579	LOC110175963|XP_020797814.1|DSER	LOC6632160|XP_002055769.1|DVIR
OG0009580	LOC110188960|XP_020814563.1|DSER	LOC6636340|XP_002059939.3|DVIR
OG0009581	LOC110186024|XP_020810719.1|DSER	LOC6634168|XP_002057535.2|DVIR
OG0009582	LOC110190168|XP_020816163.1|DSER	LOC6622727|XP_002046683.2|DVIR
OG0009583	LOC110175995|XP_020797849.1|DSER	LOC6631606|XP_002055723.1|DVIR
OG0009584	LOC110184597|XP_020808847.1|DSER	LOC6636674|XP_002060152.1|DVIR
OG0009585	LOC110191376|XP_020817886.1|DSER	LOC26530753|XP_015027821.1|DVIR
OG0009586	LOC110190100|XP_020816066.1|DSER	LOC6623263|XP_002047257.1|DVIR
OG0009587	LOC110177662|XP_020800144.1|DSER	LOC6625362|XP_002050234.1|DVIR
OG0009588	LOC110191199|XP_020817625.1|DSER	LOC6629489|XP_002052948.1|DVIR
OG0009589	LOC110190905|XP_020817225.1|DSER	LOC26530835|XP_015031658.1|DVIR
OG0009590	LOC110186813|XP_020811762.1|DSER	LOC6624176|XP_002046889.1|DVIR
OG0009591	LOC110186350|XP_020811157.1|DSER	LOC6632613|XP_002056313.1|DVIR
OG0009592	LOC110188378|XP_020813752.1|DSER	LOC6630214|XP_002054579.1|DVIR
OG0009593	LOC110188316|XP_020813683.1|DSER	LOC6630218|XP_015026907.1|DVIR
OG0009594	LOC110186789|XP_020811726.1|DSER	LOC26530589|XP_015027810.1|DVIR
OG0009595	LOC110188675|XP_020814132.1|DSER	LOC6632526|XP_032289599.1|DVIR
OG0009596	LOC110188417|XP_020813801.1|DSER	LOC6632495|XP_002056448.1|DVIR
OG0009597	LOC110188575|XP_020813997.1|DSER	LOC6632736|XP_002056451.1|DVIR
OG0009598	LOC110188226|XP_020813532.1|DSER	LOC6632738|XP_002056453.2|DVIR
OG0009599	LOC110187981|XP_020813161.1|DSER	LOC6630662|XP_032290412.1|DVIR
OG0009600	LOC110191933|XP_020818609.1|DSER	LOC6630812|XP_002053357.2|DVIR
OG0009601	LOC110185371|XP_020809816.1|DSER	LOC6629523|XP_002053325.1|DVIR
OG0009602	LOC110176457|XP_020798468.1|DSER	LOC6629572|XP_032294971.1|DVIR
OG0009603	LOC110188759|XP_020814260.1|DSER	LOC6629262|XP_002054679.1|DVIR
OG0009604	LOC110181503|XP_020804932.1|DSER	LOC6634584|XP_002058085.1|DVIR
OG0009605	LOC110186199|XP_020810917.1|DSER	LOC6630440|XP_002053481.1|DVIR
OG0009606	LOC110186192|XP_020810910.1|DSER	LOC6630436|XP_002053477.1|DVIR
OG0009607	LOC110186219|XP_020810940.1|DSER	LOC6630435|XP_002053476.1|DVIR
OG0009608	LOC110186230|XP_020810951.1|DSER	LOC6629338|XP_032291313.1|DVIR
OG0009609	LOC110176572|XP_020798638.1|DSER	LOC6630891|XP_002053137.1|DVIR
OG0009610	LOC110188265|XP_020813613.1|DSER	LOC6629519|XP_002054589.1|DVIR
OG0009611	LOC110188671|XP_020814127.1|DSER	LOC6629520|XP_002054590.2|DVIR
OG0009612	LOC110189532|XP_020815324.1|DSER	LOC6632651|XP_002056550.1|DVIR
OG0009613	LOC110179777|XP_020803052.1|DSER, LOC110184922|XP_020809227.1|DSER	LOC6628895|XP_002052192.2|DVIR
OG0009614	LOC110186713|XP_020811644.1|DSER	LOC6630009|XP_002054771.3|DVIR
OG0009615	LOC110186359|XP_020811167.1|DSER	LOC6630240|XP_002053904.1|DVIR
OG0009616	LOC110186863|XP_020811813.1|DSER	LOC6630572|XP_002053921.1|DVIR
OG0009617	LOC110187623|XP_020812677.1|DSER	LOC6632808|XP_032289460.1|DVIR
OG0009618	LOC110183002|XP_020806851.1|DSER	LOC6636891|XP_002060351.3|DVIR
OG0009619	LOC110188031|XP_020813228.1|DSER	LOC6630068|XP_002054374.2|DVIR
OG0009620	LOC110186719|XP_020811650.1|DSER	LOC6632787|XP_002055869.1|DVIR
OG0009621	LOC110186728|XP_020811654.1|DSER	LOC6632788|XP_002055870.1|DVIR
OG0009622	LOC110186818|XP_020811765.1|DSER	LOC6635102|XP_002058662.1|DVIR
OG0009623	LOC110191446|XP_020817969.1|DSER, LOC110186191|XP_020810908.1|DSER	LOC6630248|XP_002053762.2|DVIR, LOC6624131|XP_002048336.2|DVIR
OG0009624	LOC110191106|XP_020817510.1|DSER	LOC6629367|XP_015027697.1|DVIR
OG0009625	LOC110186674|XP_020811600.1|DSER	LOC6629827|XP_002054527.1|DVIR
OG0009626	LOC110177413|XP_020799789.1|DSER	LOC6635165|XP_002058367.3|DVIR
OG0009627	LOC110177412|XP_020799788.1|DSER	LOC6635164|XP_032289354.1|DVIR
OG0009628	LOC110177336|XP_020799681.1|DSER	LOC6635169|XP_002058371.1|DVIR
OG0009629	LOC110188705|XP_020814170.1|DSER	LOC6632707|XP_002056038.1|DVIR
OG0009630	LOC110188538|XP_020813944.1|DSER	LOC6632701|XP_032289581.1|DVIR
OG0009631	LOC110188128|XP_020813375.1|DSER	LOC6632413|XP_002056209.1|DVIR
OG0009632	LOC110176096|XP_020797994.1|DSER	LOC6631809|XP_002055743.1|DVIR
OG0009633	LOC110178499|XP_020801308.1|DSER	LOC6626945|XP_002050083.1|DVIR
OG0009634	LOC110190949|XP_020817288.1|DSER	LOC6631045|XP_002054219.1|DVIR
OG0009635	LOC110190962|XP_020817311.1|DSER	LOC6629671|XP_002054765.2|DVIR
OG0009636	LOC110184638|XP_020808895.1|DSER	LOC6623820|XP_002048113.1|DVIR
OG0009637	LOC110187949|XP_020813123.1|DSER	LOC6632592|XP_015026031.1|DVIR
OG0009638	LOC110186906|XP_020811884.1|DSER	LOC6634976|XP_032295136.1|DVIR
OG0009639	LOC110191812|XP_020818425.1|DSER	LOC6631170|XP_002053518.1|DVIR
OG0009640	LOC110186578|XP_020811451.1|DSER	LOC6634919|XP_002058679.1|DVIR
OG0009641	LOC110187979|XP_020813158.1|DSER	LOC6630721|XP_002053781.2|DVIR
OG0009642	LOC110188107|XP_020813338.1|DSER	LOC6630722|XP_002053782.3|DVIR
OG0009643	LOC110191416|XP_020817933.1|DSER	LOC6629983|XP_002054341.1|DVIR
OG0009644	LOC110184764|XP_020809058.1|DSER	LOC6630027|XP_002054477.1|DVIR
OG0009645	LOC110186207|XP_020810932.1|DSER	LOC6630025|XP_002054475.1|DVIR
OG0009646	LOC110186282|XP_020811055.1|DSER	LOC6629831|XP_002054531.1|DVIR
OG0009647	LOC110186675|XP_020811601.1|DSER	LOC6629828|XP_002054528.1|DVIR
OG0009648	LOC110191094|XP_020817498.1|DSER	LOC6635121|XP_032294967.1|DVIR
OG0009649	LOC110186162|XP_020810877.1|DSER	LOC6629428|XP_002054360.2|DVIR
OG0009650	LOC110181171|XP_020804505.1|DSER	LOC6627574|XP_015028385.1|DVIR
OG0009651	LOC110183966|XP_020807981.1|DSER	LOC6627892|XP_002052298.1|DVIR
OG0009652	LOC110176880|XP_020799015.1|DSER	LOC6628260|XP_002052540.1|DVIR
OG0009653	LOC110187591|XP_020812635.1|DSER	LOC6627723|XP_002052516.1|DVIR
OG0009654	LOC110187584|XP_020812630.1|DSER	LOC6627724|XP_002052517.1|DVIR
OG0009655	LOC110176809|XP_020798908.1|DSER	LOC6628135|XP_032294375.1|DVIR
OG0009656	LOC110184980|XP_020809289.1|DSER	LOC6628563|XP_002051960.1|DVIR
OG0009657	LOC110184966|XP_020809272.1|DSER	LOC6627358|XP_002051968.1|DVIR
OG0009658	LOC110185001|XP_020809313.1|DSER	LOC6628107|XP_015028333.1|DVIR
OG0009659	LOC110179186|XP_020802257.1|DSER	LOC6635681|XP_002059252.2|DVIR
OG0009660	LOC110182271|XP_020805947.1|DSER	LOC6628412|XP_002052325.1|DVIR
OG0009661	LOC110177006|XP_020799175.1|DSER	LOC6635766|XP_002059232.1|DVIR
OG0009662	LOC110184008|XP_020808032.1|DSER	LOC6627518|XP_002051627.1|DVIR
OG0009663	LOC110176938|XP_020799097.1|DSER	LOC6627677|XP_032294623.1|DVIR
OG0009664	LOC110182376|XP_020806076.1|DSER	LOC6628984|XP_032294582.1|DVIR
OG0009665	LOC110177066|XP_020799243.1|DSER	LOC6629051|XP_032294079.1|DVIR
OG0009666	LOC110187339|XP_020812386.1|DSER	LOC6628445|XP_002051648.1|DVIR
OG0009667	LOC110187294|XP_020812342.1|DSER	LOC6627497|XP_002052205.2|DVIR
OG0009668	LOC110187284|XP_020812332.1|DSER	LOC6628814|XP_002052064.1|DVIR
OG0009669	LOC110187492|XP_020812540.1|DSER	LOC6627586|XP_032293944.1|DVIR
OG0009670	LOC110182370|XP_020806070.1|DSER	LOC6628675|XP_002051849.1|DVIR
OG0009671	LOC110176997|XP_020799165.1|DSER	LOC6628781|XP_002052772.1|DVIR
OG0009672	LOC110177015|XP_020799187.1|DSER	LOC6627346|XP_002052457.1|DVIR
OG0009673	LOC110177047|XP_020799223.1|DSER	LOC6627344|XP_002052455.1|DVIR
OG0009674	LOC110181324|XP_020804702.1|DSER	LOC6628326|XP_002051199.2|DVIR
OG0009675	LOC110185969|XP_020810647.1|DSER	LOC6634240|XP_002057791.1|DVIR
OG0009676	LOC110185120|XP_020809471.1|DSER	LOC6629185|XP_002051590.1|DVIR
OG0009677	LOC110183856|XP_020807869.1|DSER	LOC6634377|XP_002057571.2|DVIR
OG0009678	LOC110182749|XP_020806517.1|DSER	LOC6634075|XP_002057896.1|DVIR
OG0009679	LOC110183138|XP_020806987.1|DSER	LOC6628591|XP_032293527.1|DVIR
OG0009680	LOC110185124|XP_020809478.1|DSER	LOC6628807|XP_002051230.1|DVIR
OG0009681	LOC110178470|XP_020801268.1|DSER	LOC6626961|XP_015029065.1|DVIR
OG0009682	LOC110182982|XP_020806834.1|DSER	LOC6635911|XP_032291637.1|DVIR
OG0009683	LOC110189462|XP_020815196.1|DSER	LOC6636387|XP_002059956.1|DVIR
OG0009684	LOC110189589|XP_020815380.1|DSER	LOC6636388|XP_015023958.1|DVIR
OG0009685	LOC110189559|XP_020815348.1|DSER	LOC6636391|XP_002059960.1|DVIR
OG0009686	LOC110177902|XP_020800529.1|DSER	LOC6625025|XP_015029188.1|DVIR
OG0009687	LOC110180070|XP_020803352.1|DSER	LOC6626300|XP_002050444.1|DVIR
OG0009688	LOC110184035|XP_020808067.1|DSER	LOC6627200|XP_002050272.1|DVIR
OG0009689	LOC110189371|XP_020815078.1|DSER	LOC6624888|XP_002050978.1|DVIR
OG0009690	LOC110189198|XP_020814828.1|DSER	LOC6627239|XP_002050184.1|DVIR
OG0009691	LOC110181132|XP_020804465.1|DSER	LOC6625389|XP_002050306.2|DVIR
OG0009692	LOC110179810|XP_020803077.1|DSER	LOC6627214|XP_002050211.1|DVIR
OG0009693	LOC110180007|XP_020803256.1|DSER	LOC6635945|XP_015024254.1|DVIR
OG0009694	LOC110191639|XP_020818189.1|DSER	LOC6635928|XP_002059368.1|DVIR
OG0009695	LOC110184098|XP_020808145.1|DSER	LOC6635852|XP_002059474.2|DVIR
OG0009696	LOC110178460|XP_020801256.1|DSER	LOC26531003|XP_015030269.1|DVIR
OG0009697	LOC110184265|XP_020808390.1|DSER	LOC6627327|XP_002051923.1|DVIR
OG0009698	LOC110189718|XP_020815567.1|DSER	LOC6635953|XP_015024225.1|DVIR
OG0009699	LOC110179343|XP_020802507.1|DSER	LOC6636406|XP_015023890.1|DVIR, LOC116649745|XP_032292222.1|DVIR
OG0009700	LOC110191422|XP_020817942.1|DSER	LOC6626305|XP_002048784.1|DVIR
OG0009701	LOC110186404|XP_020811230.1|DSER	LOC26530469|XP_015024972.1|DVIR
OG0009703	LOC110178167|XP_020800860.1|DSER	LOC6628642|XP_002051886.1|DVIR
OG0009704	LOC110182925|XP_020806750.1|DSER	LOC6626822|XP_002050381.1|DVIR
OG0009705	LOC110178364|XP_020801158.1|DSER	LOC6626540|XP_002050750.2|DVIR
OG0009706	LOC110178384|XP_020801180.1|DSER	LOC6625630|XP_002050755.1|DVIR
OG0009707	LOC110188189|XP_020813424.1|DSER	LOC6630041|XP_002054560.3|DVIR
OG0009708	LOC110189336|XP_020815037.1|DSER	LOC6636393|XP_002059962.1|DVIR
OG0009709	LOC110189566|XP_020815356.1|DSER	LOC6636397|XP_002059966.1|DVIR
OG0009710	LOC110189565|XP_020815355.1|DSER	LOC6636398|XP_002059967.1|DVIR
OG0009711	LOC110189312|XP_020815013.1|DSER	LOC6636506|XP_002059986.1|DVIR
OG0009712	LOC110190747|XP_020817029.1|DSER	LOC6623677|XP_002046216.2|DVIR
OG0009713	LOC110178248|XP_020800959.1|DSER	LOC6626439|XP_002048907.1|DVIR
OG0009714	LOC110178343|XP_020801121.1|DSER	LOC6624965|XP_002049326.1|DVIR
OG0009715	LOC110180986|XP_020804323.1|DSER	LOC6626590|XP_002049769.1|DVIR
OG0009716	LOC110189679|XP_020815495.1|DSER	LOC6625653|XP_032292846.1|DVIR
OG0009717	LOC110177866|XP_020800475.1|DSER	LOC6635356|XP_002058902.2|DVIR
OG0009718	LOC110189474|XP_020815214.1|DSER	LOC6625096|XP_002049547.2|DVIR
OG0009719	LOC110178006|XP_020800678.1|DSER	LOC6626664|XP_002049475.2|DVIR
OG0009720	LOC110183799|XP_020807845.1|DSER	LOC6625494|XP_002049011.1|DVIR
OG0009721	LOC110178376|XP_020801171.1|DSER	LOC6626067|XP_002049375.1|DVIR
OG0009722	LOC110189622|XP_020815422.1|DSER	LOC6625954|XP_002049389.1|DVIR
OG0009723	LOC110190097|XP_020816063.1|DSER	LOC6636583|XP_002060014.3|DVIR
OG0009724	LOC110179246|XP_020802364.1|DSER	LOC6625692|XP_002049818.1|DVIR
OG0009725	LOC110181644|XP_020805121.1|DSER	LOC6626764|XP_002050918.1|DVIR
OG0009726	LOC110190994|XP_020817365.1|DSER	LOC6631128|XP_002053504.1|DVIR
OG0009727	LOC110189753|XP_020815621.1|DSER	LOC6635335|XP_002058884.1|DVIR
OG0009728	LOC110179997|XP_020803249.1|DSER	LOC6624899|XP_002049117.2|DVIR
OG0009729	LOC110181766|XP_020805299.1|DSER	LOC6625185|XP_002049118.1|DVIR
OG0009730	LOC110181591|XP_020805043.1|DSER	LOC6633269|XP_002057150.1|DVIR
OG0009731	LOC110180272|XP_020803587.1|DSER	LOC6625063|XP_032293152.1|DVIR
OG0009732	LOC110176198|XP_020798115.1|DSER	LOC6624803|XP_002049653.1|DVIR
OG0009733	LOC110176112|XP_020798007.1|DSER	LOC6635442|XP_002058982.1|DVIR
OG0009734	LOC110184572|XP_020808805.1|DSER	LOC6634657|XP_002058110.1|DVIR
OG0009735	LOC110178173|XP_020800866.1|DSER	LOC6628192|XP_032294240.1|DVIR
OG0009736	LOC110182454|XP_020806147.1|DSER	LOC6633582|XP_032295940.1|DVIR
OG0009737	LOC110185520|XP_020810076.1|DSER	LOC6632473|XP_002056174.1|DVIR
OG0009738	LOC110182640|XP_020806368.1|DSER	LOC6635430|XP_002059066.3|DVIR
OG0009739	LOC110182643|XP_020806371.1|DSER	LOC6635433|XP_002059069.2|DVIR
OG0009740	LOC110181903|XP_020805494.1|DSER	LOC6636028|XP_002059633.2|DVIR
OG0009741	LOC110183794|XP_020807808.1|DSER	LOC6634111|XP_002057879.1|DVIR
OG0009742	LOC110179452|XP_020802658.1|DSER	LOC6631452|XP_032295611.1|DVIR
OG0009743	LOC110179703|XP_020802971.1|DSER	LOC6632106|XP_015026705.1|DVIR
OG0009744	LOC110183063|XP_020806908.1|DSER	LOC6633680|XP_002057285.1|DVIR
OG0009745	LOC110179086|XP_020802130.1|DSER	LOC6632111|XP_032295439.1|DVIR
OG0009746	LOC110190274|XP_020816305.1|DSER, LOC110187933|XP_020813107.1|DSER	LOC6634765|XP_032296447.1|DVIR
OG0009747	LOC110181305|XP_020804685.1|DSER	LOC6634796|XP_002058132.1|DVIR, LOC116652286|XP_032296483.1|DVIR
OG0009748	LOC110191986|XP_020818676.1|DSER	LOC6631954|XP_002054948.1|DVIR
OG0009749	LOC110178955|XP_020801916.1|DSER	LOC6622357|XP_032290050.1|DVIR
OG0009750	LOC110188856|XP_020814421.1|DSER	LOC6624273|XP_002047434.2|DVIR
OG0009751	LOC110184434|XP_020808630.1|DSER	LOC6631513|XP_002055310.1|DVIR
