Orthogroup	DSER.longest_only	DERE.longest_only
OG0008288	LOC110188702|XP_020814168.1|DSER	LOC6553806|XP_001979563.1|DERE
OG0008289	LOC110188063|XP_020813272.1|DSER	LOC6554419|XP_001981920.1|DERE
OG0008290	LOC110180291|XP_020803607.1|DSER	LOC6549805|XP_001977328.1|DERE
OG0008291	LOC110184282|XP_020808422.1|DSER	LOC6550243|XP_001977918.1|DERE
OG0008292	LOC110187101|XP_020812166.1|DSER	LOC6555653|XP_001982566.1|DERE
OG0008293	LOC110186824|XP_020811770.1|DSER	LOC6554297|XP_001981065.3|DERE
OG0008294	LOC110191342|XP_020817846.1|DSER	LOC6555208|XP_001982076.1|DERE
OG0008295	LOC110180625|XP_020803970.1|DSER	LOC6550098|XP_001978186.1|DERE
OG0008296	LOC110184246|XP_020808361.1|DSER	LOC6550536|XP_001977961.1|DERE
OG0008297	LOC110179085|XP_020802129.1|DSER	LOC6550528|XP_001977925.1|DERE
OG0008298	LOC110184130|XP_020808197.1|DSER	LOC6550366|XP_001977863.1|DERE
OG0008299	LOC110186576|XP_020811447.1|DSER	LOC6555047|XP_026838934.1|DERE
OG0008300	LOC110179749|XP_020803025.1|DSER	LOC6549714|XP_015010837.1|DERE
OG0008301	LOC110188654|XP_020814091.1|DSER	LOC6552268|XP_001980749.2|DERE
OG0008302	LOC110184387|XP_020808552.1|DSER	LOC6550203|XP_026838039.1|DERE
OG0008303	LOC110181799|XP_020805340.1|DSER	LOC6550970|XP_026837539.1|DERE
OG0008304	LOC110182649|XP_020806375.1|DSER	LOC6555782|XP_026838942.1|DERE
OG0008305	LOC110179577|XP_020802826.1|DSER	LOC6550607|XP_001978029.2|DERE
OG0008306	LOC110184380|XP_020808543.1|DSER	LOC6550765|XP_001976802.1|DERE
OG0008307	LOC110189200|XP_020814833.1|DSER	LOC6552689|XP_001979877.1|DERE
OG0008308	LOC110191377|XP_020817887.1|DSER	LOC6555485|XP_026833225.1|DERE
OG0008309	LOC110185844|XP_020810511.1|DSER	LOC6541820|XP_001969636.1|DERE
OG0008310	LOC110185246|XP_020809640.1|DSER	LOC6545094|XP_001973278.1|DERE
OG0008311	LOC110191991|XP_020818683.1|DSER	LOC6550595|XP_026838204.1|DERE
OG0008312	LOC110186254|XP_020810995.1|DSER	LOC26526782|XP_026835543.1|DERE
OG0008313	LOC110179387|XP_020802571.1|DSER	LOC6551577|XP_001977264.2|DERE
OG0008314	LOC110189237|XP_020814879.1|DSER	LOC6546889|XP_001975970.1|DERE
OG0008315	LOC110176183|XP_020798092.1|DSER, LOC110182019|XP_020805609.1|DSER	LOC6544359|XP_001971997.1|DERE
OG0008317	LOC110187785|XP_020812915.1|DSER	LOC6555220|XP_001982288.1|DERE
OG0008318	LOC110184257|XP_020808380.1|DSER	LOC6550504|XP_001977969.1|DERE
OG0008319	LOC110177905|XP_020800534.1|DSER	LOC6546665|XP_026835873.1|DERE
OG0008320	LOC110179472|XP_020802701.1|DSER	LOC6550859|XP_026838270.1|DERE
OG0008321	LOC110191888|XP_020818532.1|DSER	LOC6552310|XP_001980763.1|DERE
OG0008322	LOC110183398|XP_020807327.1|DSER	LOC6542567|XP_026834897.1|DERE
OG0008323	LOC110191047|XP_020817430.1|DSER	LOC6551771|XP_001980640.1|DERE
OG0008324	LOC110183047|XP_020806890.1|DSER	LOC6550841|XP_001977006.1|DERE
OG0008325	LOC110184337|XP_020808493.1|DSER	LOC6550782|XP_001978079.1|DERE
OG0008326	LOC110190972|XP_020817322.1|DSER	LOC6552472|XP_026836862.1|DERE
OG0008327	LOC110191645|XP_020818198.1|DSER	LOC6548409|XP_026836850.1|DERE
OG0008328	LOC110182011|XP_020805602.1|DSER	LOC6551313|XP_001978405.1|DERE
OG0008329	LOC110181925|XP_020805519.1|DSER	LOC6551557|XP_001978505.1|DERE
OG0008330	LOC110178726|XP_020801609.1|DSER	LOC6548837|XP_001975351.1|DERE
OG0008331	LOC110190552|XP_020816766.1|DSER	LOC6546097|XP_026832636.1|DERE
OG0008332	LOC110190293|XP_020816336.1|DSER	LOC6543629|XP_015014019.1|DERE
OG0008333	LOC110190508|XP_020816688.1|DSER	LOC6545011|XP_001972538.1|DERE
OG0008334	LOC110190601|XP_020816853.1|DSER	LOC6545010|XP_026832982.1|DERE
OG0008335	LOC110185292|XP_020809700.1|DSER	LOC6546465|XP_001971337.2|DERE
OG0008336	LOC110190369|XP_020816440.1|DSER	LOC6543559|XP_026833172.1|DERE
OG0008337	LOC110189004|XP_020814615.1|DSER	LOC6541057|XP_001970367.1|DERE
OG0008338	LOC110178989|XP_020801963.1|DSER	LOC6545547|XP_001973386.1|DERE
OG0008339	LOC110184423|XP_020808617.1|DSER	LOC6549890|XP_001977367.1|DERE
OG0008340	LOC110177918|XP_020800555.1|DSER	LOC6546715|XP_001974587.1|DERE
OG0008341	LOC110178596|XP_020801441.1|DSER	LOC6543547|XP_026832989.1|DERE
OG0008342	LOC110188802|XP_020814336.1|DSER	LOC6546154|XP_026833533.1|DERE
OG0008343	LOC110191268|XP_020817723.1|DSER	LOC6555248|XP_001981629.1|DERE
OG0008344	LOC110177625|XP_020800092.1|DSER	LOC6545944|XP_001971204.1|DERE
OG0008345	LOC110182803|XP_020806597.1|DSER	LOC6543758|XP_001971352.1|DERE
OG0008346	LOC110181510|XP_020804941.1|DSER	LOC6551712|XP_026838107.1|DERE
OG0008347	LOC110185930|XP_020810603.1|DSER	LOC6541250|XP_001968270.1|DERE
OG0008348	LOC110189846|XP_020815714.1|DSER	LOC6543613|XP_001972944.3|DERE
OG0008349	LOC110191024|XP_020817400.1|DSER	LOC6545287|XP_001972630.2|DERE
OG0008350	LOC110175919|XP_020797756.1|DSER	LOC6550331|XP_001977889.1|DERE
OG0008351	LOC110188905|XP_020814485.1|DSER	LOC6546033|XP_001971218.2|DERE
OG0008352	LOC110190485|XP_020816656.1|DSER	LOC6545321|XP_001973247.1|DERE
OG0008353	LOC110183651|XP_020807634.1|DSER	LOC6545078|XP_001971034.1|DERE
OG0008354	LOC110181677|XP_020805171.1|DSER	LOC6551432|XP_001977139.2|DERE
OG0008355	LOC110179353|XP_020802524.1|DSER	LOC6546871|XP_026836386.1|DERE
OG0008356	LOC110190489|XP_020816664.1|DSER	LOC6545171|XP_001972557.1|DERE
OG0008357	LOC110186349|XP_020811156.1|DSER	LOC6552430|XP_001980886.1|DERE
OG0008358	LOC110185931|XP_020810604.1|DSER	LOC6543513|XP_001969515.1|DERE
OG0008359	LOC110184073|XP_020808111.1|DSER	LOC6548453|XP_026836241.1|DERE
OG0008360	LOC110177249|XP_020799562.1|DSER	LOC6547400|XP_001976308.1|DERE
OG0008361	LOC110183870|XP_020807882.1|DSER	LOC6543006|XP_026835099.1|DERE
OG0008362	LOC110179509|XP_020802745.1|DSER	LOC6555763|XP_001982669.1|DERE
OG0008363	LOC110190924|XP_020817245.1|DSER	LOC6546781|XP_001974555.1|DERE
OG0008364	LOC110176185|XP_020798094.1|DSER	LOC6544113|XP_001973109.1|DERE
OG0008365	LOC110179203|XP_020802280.1|DSER	LOC6546640|XP_015011870.1|DERE
OG0008366	LOC110177355|XP_020799706.1|DSER	LOC6553241|XP_001980196.1|DERE
OG0008367	LOC110179480|XP_020802712.1|DSER	LOC6555611|XP_001982446.1|DERE
OG0008368	LOC110183477|XP_020807416.1|DSER	LOC6542391|XP_001969881.1|DERE
OG0008369	LOC110175917|XP_020797753.1|DSER	LOC6549699|XP_001977441.1|DERE
OG0008370	LOC110191078|XP_020817472.1|DSER	LOC6555493|XP_026831879.1|DERE
OG0008371	LOC110187619|XP_020812668.1|DSER	LOC6551921|XP_001980619.1|DERE
OG0008372	LOC110187185|XP_020812243.1|DSER	LOC113564596|XP_026838607.1|DERE
OG0008373	LOC110183286|XP_020807175.1|DSER	LOC6541790|XP_001969481.1|DERE
OG0008374	LOC110182817|XP_020806612.1|DSER	LOC6543072|XP_001970437.1|DERE
OG0008375	LOC110187421|XP_020812470.1|DSER	LOC6548783|XP_001974062.2|DERE
OG0008376	LOC110182307|XP_020805982.1|DSER	LOC26526297|XP_015015483.1|DERE
OG0008377	LOC110178103|XP_020800772.1|DSER	LOC26526663|XP_015012834.1|DERE
OG0008378	LOC110178111|XP_020800784.1|DSER	LOC6549143|XP_026836651.1|DERE
OG0008379	LOC110185711|XP_020810346.1|DSER	LOC6548899|XP_026835982.1|DERE
OG0008380	LOC110183316|XP_020807220.1|DSER	LOC6541309|XP_001969487.1|DERE
OG0008381	LOC110182314|XP_020805999.1|DSER	LOC6540919|XP_001968731.2|DERE
OG0008383	LOC110177051|XP_020799226.1|DSER	LOC6549127|XP_026836167.1|DERE
OG0008384	LOC110184011|XP_020808036.1|DSER	LOC6543011|XP_026834741.1|DERE
OG0008385	LOC110187385|XP_020812435.1|DSER	LOC6540604|XP_026834426.1|DERE
OG0008386	LOC110184447|XP_020808646.1|DSER	LOC6550008|XP_026838026.1|DERE
OG0008387	LOC110176483|XP_020798512.1|DSER	LOC6554477|XP_026838750.1|DERE
OG0008388	LOC110183828|XP_020807840.1|DSER	LOC6541009|XP_001970296.1|DERE
OG0008389	LOC110182719|XP_020806478.1|DSER	LOC6549036|XP_001974156.1|DERE
OG0008390	LOC110179894|XP_020803151.1|DSER	LOC6548702|XP_001974073.1|DERE
OG0008391	LOC110182283|XP_020805960.1|DSER	LOC6541948|XP_015015183.1|DERE
OG0008392	LOC110178551|XP_020801375.1|DSER	LOC6545893|XP_001973435.1|DERE
OG0008393	LOC110178547|XP_020801365.1|DSER	LOC6545227|XP_001973461.1|DERE
OG0008394	LOC110190916|XP_020817236.1|DSER	LOC6544065|XP_001973694.1|DERE
OG0008395	LOC110184319|XP_020808468.1|DSER	LOC6549817|XP_001977340.1|DERE
OG0008396	LOC110184219|XP_020808330.1|DSER	LOC6550333|XP_026838216.1|DERE
OG0008397	LOC110178022|XP_020800696.1|DSER	LOC6551439|XP_001978537.2|DERE
OG0008398	LOC110182192|XP_020805859.1|DSER	LOC6551627|XP_001978557.1|DERE
OG0008399	LOC110180526|XP_020803853.1|DSER	LOC6555705|XP_001982482.2|DERE
OG0008400	LOC110188814|XP_020814351.1|DSER	LOC6546419|XP_001971259.1|DERE
OG0008401	LOC110178096|XP_020800764.1|DSER	LOC6543403|XP_001968153.1|DERE
OG0008402	LOC110191297|XP_020817765.1|DSER	LOC6553705|XP_001980411.1|DERE
OG0008403	LOC110181916|XP_020805511.1|DSER	LOC6551430|XP_026838776.1|DERE
OG0008404	LOC110177244|XP_020799546.1|DSER	LOC6552683|XP_001978946.1|DERE
OG0008405	LOC110179519|XP_020802755.1|DSER	LOC6551144|XP_026838089.1|DERE
OG0008406	LOC110184241|XP_020808357.1|DSER	LOC6551328|XP_001977093.1|DERE
OG0008407	LOC110186568|XP_020811435.1|DSER	LOC6553819|XP_001980514.3|DERE
OG0008408	LOC110187089|XP_020812148.1|DSER	LOC6551600|XP_026838030.1|DERE
OG0008409	LOC110184626|XP_020808883.1|DSER	LOC6545879|XP_026833115.1|DERE
OG0008410	LOC110186449|XP_020811293.1|DSER	LOC6554012|XP_001980542.1|DERE
OG0008411	LOC110191878|XP_020818521.1|DSER	LOC6553064|XP_001980083.1|DERE
OG0008412	LOC110180576|XP_020803929.1|DSER	LOC6551230|XP_001978342.1|DERE
OG0008413	LOC110178991|XP_020801965.1|DSER	LOC6545859|XP_026833952.1|DERE
OG0008414	LOC110178855|XP_020801777.1|DSER	LOC6555731|XP_001982500.1|DERE
OG0008415	LOC110181855|XP_020805432.1|DSER	LOC6550156|XP_001977553.1|DERE
OG0008416	LOC110179564|XP_020802805.1|DSER	LOC6550208|XP_026837745.1|DERE
OG0008417	LOC110180189|XP_020803504.1|DSER	LOC6555503|XP_001982628.1|DERE
OG0008418	LOC110180533|XP_020803868.1|DSER	LOC6551101|XP_001976906.1|DERE
OG0008419	LOC110176052|XP_020797925.1|DSER	LOC6550422|XP_026838272.1|DERE
OG0008420	LOC110187074|XP_020812123.1|DSER	LOC6551040|XP_001978307.1|DERE
OG0008421	LOC110184371|XP_020808528.1|DSER	LOC6551353|XP_026838749.1|DERE
OG0008422	LOC110181941|XP_020805536.1|DSER	LOC6551556|XP_026837690.1|DERE
OG0008423	LOC110185494|XP_020810048.1|DSER	LOC6547873|XP_001976349.1|DERE
OG0008424	LOC110187064|XP_020812113.1|DSER	LOC6550733|XP_026838304.1|DERE
OG0008425	LOC110177395|XP_020799758.1|DSER	LOC6553595|XP_026839492.1|DERE
OG0008426	LOC110176324|XP_020798302.1|DSER	LOC6548721|XP_001975395.1|DERE
OG0008427	LOC110179556|XP_020802797.1|DSER	LOC6551382|XP_001978450.2|DERE
OG0008428	LOC110179045|XP_020802058.1|DSER	LOC6551454|XP_001977279.1|DERE
OG0008429	LOC110191737|XP_020818326.1|DSER	LOC6552634|XP_001980900.1|DERE
OG0008430	LOC110181756|XP_020805278.1|DSER	LOC6550917|XP_001976884.2|DERE
OG0008431	LOC110185362|XP_020809803.1|DSER	LOC6544860|XP_001973172.1|DERE
OG0008432	LOC110177311|XP_020799642.1|DSER	LOC6554388|XP_001981511.3|DERE
OG0008433	LOC110190164|XP_020816159.1|DSER	LOC6545566|XP_015013150.1|DERE
OG0008434	LOC110186877|XP_020811833.1|DSER	LOC6555146|XP_001981157.1|DERE
OG0008435	LOC110183359|XP_020807280.1|DSER	LOC6540703|XP_001969491.1|DERE
OG0008436	LOC110179821|XP_020803089.1|DSER	LOC6548654|XP_015011711.1|DERE
OG0008438	LOC110188582|XP_020814006.1|DSER	LOC6552442|XP_001980931.1|DERE
OG0008439	LOC110176320|XP_020798297.1|DSER	LOC6546977|XP_001974619.1|DERE
OG0008440	LOC110188025|XP_020813220.1|DSER	LOC6552550|XP_001978960.1|DERE
OG0008441	LOC110190416|XP_020816542.1|DSER	LOC6544258|XP_015014189.1|DERE
OG0008442	LOC110184034|XP_020808065.1|DSER	LOC6547294|XP_026836601.1|DERE
OG0008443	LOC110176261|XP_020798231.1|DSER	LOC6544563|XP_001973097.1|DERE
OG0008444	LOC110185173|XP_020809550.1|DSER	LOC6546317|XP_001972825.1|DERE
OG0008445	LOC110184428|XP_020808623.1|DSER	LOC6551476|XP_015011391.1|DERE
OG0008446	LOC110178847|XP_020801766.1|DSER	LOC6550060|XP_026838053.1|DERE
OG0008447	LOC110187111|XP_020812180.1|DSER	LOC6551043|XP_001978310.1|DERE
OG0008448	LOC110181024|XP_020804358.1|DSER	LOC6551267|XP_026838080.1|DERE
OG0008449	LOC110181573|XP_020805023.1|DSER	LOC6549669|XP_001977455.1|DERE
OG0008450	LOC110181669|XP_020805153.1|DSER	LOC26526357|XP_015011454.1|DERE
OG0008451	LOC110188281|XP_020813635.1|DSER	LOC6553850|XP_026839888.1|DERE
OG0008452	LOC110178144|XP_020800831.1|DSER	LOC6541919|XP_001968194.2|DERE
OG0008453	LOC110182952|XP_020806802.1|DSER	LOC6542861|XP_001970551.1|DERE
OG0008454	LOC110180414|XP_020803737.1|DSER	LOC6555562|XP_026837871.1|DERE
OG0008455	LOC110183684|XP_020807680.1|DSER	LOC6543712|XP_026833905.1|DERE
OG0008456	LOC110188196|XP_020813448.1|DSER	LOC6554036|XP_015010080.1|DERE
OG0008457	LOC110184368|XP_020808529.1|DSER	LOC6551867|XP_001980817.1|DERE
OG0008458	LOC110176525|XP_020798565.1|DSER	LOC6547777|XP_001976572.2|DERE
OG0008459	LOC110181876|XP_020805461.1|DSER	LOC6550441|XP_026838023.1|DERE
OG0008460	LOC110185679|XP_020810305.1|DSER	LOC6541625|XP_001970112.1|DERE
OG0008461	LOC110177099|XP_020799303.1|DSER	LOC6543464|XP_026834560.1|DERE
OG0008462	LOC110178438|XP_020801231.1|DSER, LOC110182295|XP_020805973.1|DSER	LOC26526530|XP_015015522.1|DERE
OG0008463	LOC110178094|XP_020800760.1|DSER	LOC6543315|XP_026834125.1|DERE
OG0008464	LOC110184102|XP_020808152.1|DSER	LOC6548613|XP_001976699.1|DERE
OG0008465	LOC110177718|XP_020800218.1|DSER	LOC26526791|XP_015012854.1|DERE
OG0008466	LOC110182826|XP_020806622.1|DSER	LOC6548506|XP_001976655.1|DERE
OG0008467	LOC110178479|XP_020801279.1|DSER	LOC6547218|XP_001974716.1|DERE
OG0008468	LOC110182400|XP_020806101.1|DSER, LOC110187313|XP_020812361.1|DSER	LOC6541695|XP_001969756.1|DERE
OG0008469	LOC110186966|XP_020811972.1|DSER	LOC6550164|XP_001977674.1|DERE
OG0008470	LOC110190259|XP_020816323.1|DSER	LOC6548568|XP_001976640.2|DERE
OG0008472	LOC110180051|XP_020803331.1|DSER	LOC6548143|XP_026836579.1|DERE
OG0008473	LOC110181793|XP_020805332.1|DSER	LOC6550486|XP_001977951.3|DERE
OG0008474	LOC110177282|XP_020799590.1|DSER	LOC6553358|XP_001980187.3|DERE
OG0008475	LOC110185895|XP_020810566.1|DSER	LOC6542651|XP_001969658.1|DERE
OG0008476	LOC110188686|XP_020814147.1|DSER	LOC6553178|XP_001980014.1|DERE
OG0008477	LOC110178699|XP_020801756.1|DSER	LOC6549457|XP_015011639.1|DERE
OG0008478	LOC110190989|XP_020817359.1|DSER	LOC6555487|XP_001981870.2|DERE
OG0008479	LOC110179227|XP_020802323.1|DSER	LOC6547698|XP_001975019.1|DERE
OG0008480	LOC110178710|XP_020801569.1|DSER	LOC6544115|XP_001973111.1|DERE
OG0008481	LOC110181798|XP_020805339.1|DSER	LOC6551378|XP_001978446.1|DERE
OG0008482	LOC110190175|XP_020816181.1|DSER	LOC6543654|XP_001972954.1|DERE
OG0008483	LOC110187334|XP_020812381.1|DSER, LOC110179238|XP_020802351.1|DSER, LOC110179931|XP_020803188.1|DSER	LOC6542569|XP_001968300.1|DERE
OG0008484	LOC110187884|XP_020813028.1|DSER	LOC6552897|XP_001980005.1|DERE
OG0008485	LOC110185747|XP_020810403.1|DSER	LOC6543424|XP_001969500.1|DERE
OG0008486	LOC110185397|XP_020809838.1|DSER	LOC6555982|XP_026839097.1|DERE
OG0008487	LOC110182536|XP_020806243.1|DSER	LOC6550769|XP_026837702.1|DERE
OG0008488	LOC110191012|XP_020817389.1|DSER	LOC6553509|XP_001979355.1|DERE
OG0008490	LOC110186662|XP_020811586.1|DSER	LOC6555275|XP_001981840.1|DERE
OG0008491	LOC110191009|XP_020817385.1|DSER	LOC6552025|XP_001980671.2|DERE
OG0008492	LOC110176864|XP_020798998.1|DSER	LOC6549339|XP_001974319.1|DERE
OG0008493	LOC110186120|XP_020810829.1|DSER, LOC110186118|XP_020810826.1|DSER	LOC6543279|XP_001969535.1|DERE
OG0008494	LOC110191582|XP_020818127.1|DSER	LOC6547538|XP_001976304.1|DERE
OG0008495	LOC110182837|XP_020806633.1|DSER	LOC6549392|XP_026835719.1|DERE
OG0008496	LOC110177717|XP_020800217.1|DSER	LOC6548180|XP_026836191.1|DERE
OG0008497	LOC110182902|XP_020806718.1|DSER	LOC6547591|XP_001974906.1|DERE
OG0008498	LOC110180009|XP_020803260.1|DSER	LOC6548090|XP_026836064.1|DERE
OG0008499	LOC110176813|XP_020798917.1|DSER	LOC6547517|XP_001974854.3|DERE
OG0008500	LOC110178399|XP_020801196.1|DSER	LOC6540590|XP_001970398.2|DERE
OG0008501	LOC110185194|XP_020809578.1|DSER	LOC6546321|XP_001972933.1|DERE
OG0008502	LOC110182041|XP_020805630.1|DSER	LOC6549906|XP_001977382.1|DERE
OG0008503	LOC110184260|XP_020808382.1|DSER	LOC6551325|XP_001977090.1|DERE
OG0008504	LOC110188823|XP_020814368.1|DSER	LOC26527091|XP_015014398.1|DERE
OG0008505	LOC110189910|XP_020815834.1|DSER	LOC6546489|XP_001973585.2|DERE
OG0008506	LOC110189998|XP_020815955.1|DSER	LOC6546162|XP_001973556.1|DERE
OG0008507	LOC110178496|XP_020801306.1|DSER, LOC110178979|XP_020801950.1|DSER	LOC6546164|XP_001972861.1|DERE
OG0008509	LOC110181823|XP_020805380.1|DSER	LOC6551112|XP_001976843.1|DERE, LOC6554064|XP_001980553.1|DERE
OG0008510	LOC110176040|XP_020797909.1|DSER	LOC6549702|XP_001977444.1|DERE
OG0008512	LOC110186004|XP_020810696.1|DSER	LOC6542540|XP_026835239.1|DERE
OG0008513	LOC110182270|XP_020805946.1|DSER	LOC6541886|XP_001968377.1|DERE
OG0008514	LOC110184914|XP_020809218.1|DSER	LOC113564336|XP_026836822.1|DERE, LOC6549566|XP_001974484.2|DERE, LOC26526529|XP_026836821.1|DERE
OG0008515	LOC110182362|XP_020806063.1|DSER, LOC110184155|XP_020808221.1|DSER	LOC6542485|XP_001968465.1|DERE
OG0008516	LOC110189078|XP_020814708.1|DSER, LOC110189089|XP_020814721.1|DSER	LOC6543840|XP_001971375.1|DERE
OG0008517	LOC110190820|XP_020817135.1|DSER	LOC6545456|XP_001972139.1|DERE
OG0008518	LOC110185086|XP_020809429.1|DSER, LOC110185920|XP_020810592.1|DSER	LOC6543816|XP_001973631.1|DERE
OG0008519	LOC110180031|XP_020803297.1|DSER	LOC6546588|XP_001975902.1|DERE
OG0008520	LOC110188614|XP_020814039.1|DSER	LOC6554026|XP_001979536.3|DERE
OG0008522	LOC110180027|XP_020803294.1|DSER	LOC6546542|XP_001975907.1|DERE
OG0008523	LOC110185974|XP_020810655.1|DSER	LOC6541834|XP_001969021.3|DERE
OG0008524	LOC110184807|XP_020809102.1|DSER	LOC6551615|XP_001978595.3|DERE, LOC6551563|XP_001978602.1|DERE, LOC113564503|XP_026837796.1|DERE
OG0008525	LOC110183463|XP_020807403.1|DSER	LOC6543412|XP_001969915.1|DERE
OG0008525	LOC110183464|XP_020807404.1|DSER	LOC6543397|XP_001969914.1|DERE
OG0008526	LOC110177114|XP_020799317.1|DSER, LOC110177250|XP_020799559.1|DSER, LOC110177251|XP_020799560.1|DSER, LOC110177112|XP_020799315.1|DSER, LOC110177110|XP_020799314.1|DSER	LOC6553187|XP_001979131.3|DERE, LOC6553186|XP_001979130.1|DERE
OG0008527	LOC110175951|XP_020797798.1|DSER	LOC6550275|XP_026837687.1|DERE
OG0008528	LOC110178744|XP_020801633.1|DSER	LOC6544852|XP_001970991.1|DERE
OG0008529	LOC110182451|XP_020806144.1|DSER	LOC6555633|XP_026838891.1|DERE
OG0008530	LOC110179082|XP_020802127.1|DSER	LOC6551033|XP_001978252.1|DERE
OG0008531	LOC110181505|XP_020804934.1|DSER	LOC6550168|XP_026837935.1|DERE
OG0008532	LOC110181607|XP_020805063.1|DSER	LOC6550016|XP_001977482.1|DERE
OG0008535	LOC110182021|XP_020805611.1|DSER	LOC26526504|XP_026837675.1|DERE
OG0008536	LOC110180434|XP_020803764.1|DSER	LOC6551642|XP_026837781.1|DERE
OG0008537	LOC110186445|XP_020811292.1|DSER	LOC26527110|XP_026839563.1|DERE
OG0008538	LOC110184121|XP_020808186.1|DSER	LOC6549707|XP_026837342.1|DERE
OG0008540	LOC110190934|XP_020817262.1|DSER	LOC6551870|XP_001980820.1|DERE
OG0008541	LOC110191122|XP_020817536.1|DSER	LOC6541529|XP_026835335.1|DERE
OG0008544	LOC110177083|XP_020799270.1|DSER	LOC26526546|XP_026834699.1|DERE
OG0008545	LOC110191565|XP_020818100.1|DSER	LOC6548123|XP_001976537.1|DERE
OG0008546	LOC110188839|XP_020814391.1|DSER	LOC6546480|XP_001971249.1|DERE
OG0008547	LOC110187108|XP_020812176.1|DSER	LOC6551546|XP_001978457.1|DERE
OG0008549	LOC110188996|XP_020814610.1|DSER	LOC6554491|XP_001981936.2|DERE
OG0008551	LOC110177564|XP_020799996.1|DSER	LOC6546025|XP_001971210.2|DERE
OG0008552	LOC110190155|XP_020816150.1|DSER	LOC6545387|XP_001971617.1|DERE
OG0008554	LOC110182485|XP_020806192.1|DSER	LOC6555733|XP_015008791.1|DERE
OG0008555	LOC110182207|XP_020805893.1|DSER	LOC6555778|XP_001982536.2|DERE
OG0008556	LOC110189301|XP_020814991.1|DSER	LOC6542310|XP_001970422.2|DERE
OG0008557	LOC110191279|XP_020817735.1|DSER	LOC6554427|XP_001981278.1|DERE
OG0008558	LOC110187360|XP_020812411.1|DSER	LOC6541099|XP_001969404.1|DERE
OG0008560	LOC110183743|XP_020807758.1|DSER	LOC6542531|XP_026834622.1|DERE
OG0008561	LOC110184949|XP_020809256.1|DSER	LOC6548884|XP_001974126.1|DERE
OG0008562	LOC110183384|XP_020807312.1|DSER, LOC110185589|XP_020810182.1|DSER	LOC6541242|XP_026834785.1|DERE
OG0008563	LOC110191444|XP_020817967.1|DSER	LOC6554776|XP_001982179.1|DERE
OG0008564	LOC110183382|XP_020807306.1|DSER	LOC6542947|XP_001969458.1|DERE
OG0008565	LOC110190190|XP_020816198.1|DSER	LOC6543907|XP_001972978.1|DERE
OG0008566	LOC110185727|XP_020810370.1|DSER	LOC6540929|XP_001969552.3|DERE
OG0008567	LOC110181180|XP_020804517.1|DSER	LOC26526032|XP_015012725.1|DERE
OG0008569	LOC110180156|XP_020803469.1|DSER	LOC6555583|XP_001982608.2|DERE
OG0008570	LOC110180430|XP_020803760.1|DSER	LOC6551553|XP_001978501.2|DERE
OG0008571	LOC110190233|XP_020816253.1|DSER	LOC113563962|XP_026833794.1|DERE, LOC6545385|XP_001971615.1|DERE
OG0008572	LOC110187802|XP_020812935.1|DSER	LOC6552341|XP_001978876.1|DERE
OG0008573	LOC110183265|XP_020807151.1|DSER	LOC6555532|XP_001982641.1|DERE
OG0008574	LOC110190737|XP_020817018.1|DSER	LOC26526417|XP_015014273.1|DERE
OG0008575	LOC110177310|XP_020799635.1|DSER	LOC6554800|XP_015009340.1|DERE
OG0008576	LOC110180322|XP_020803636.1|DSER	LOC6549986|XP_015010563.1|DERE
OG0008577	LOC110176288|XP_020798267.1|DSER	LOC6545180|XP_001972528.2|DERE
OG0008578	LOC110187733|XP_020812848.1|DSER	LOC26525989|XP_015010435.2|DERE
OG0008579	LOC110190822|XP_020817137.1|DSER	LOC6545585|XP_001972142.1|DERE
OG0008581	LOC110190227|XP_020816246.1|DSER	LOC6545340|XP_001973355.3|DERE
OG0008582	LOC110187099|XP_020812164.1|DSER	LOC26526759|XP_015011478.1|DERE
OG0008584	LOC110180415|XP_020803738.1|DSER	LOC6555563|XP_001982588.1|DERE
OG0008585	LOC110181940|XP_020805535.1|DSER	LOC6551474|XP_015011390.1|DERE
OG0008586	LOC110181794|XP_020805334.1|DSER	LOC6551473|XP_001978506.1|DERE
OG0008587	LOC110188377|XP_020813751.1|DSER	LOC6554077|XP_015009680.1|DERE
OG0008588	LOC110188677|XP_020814139.1|DSER	LOC6553818|XP_001979551.1|DERE
OG0008589	LOC110178849|XP_020801768.1|DSER	LOC6551121|XP_001978348.1|DERE
OG0008590	LOC110186214|XP_020810936.1|DSER	LOC6554404|XP_001981700.3|DERE
OG0008592	LOC110177779|XP_020800306.1|DSER	LOC6548301|XP_001975099.1|DERE
OG0008593	LOC110184768|XP_020809062.1|DSER	LOC6546101|XP_001972258.1|DERE
OG0008594	LOC110188403|XP_020813787.1|DSER	LOC6553692|XP_001979422.1|DERE
OG0008595	LOC110178521|XP_020801334.1|DSER	LOC6548757|XP_001975442.1|DERE
OG0008596	LOC110178528|XP_020801343.1|DSER	LOC6548719|XP_001975449.2|DERE
OG0008597	LOC110186187|XP_020810905.1|DSER	LOC6554829|XP_001982002.1|DERE
OG0008598	LOC110182096|XP_020805739.1|DSER	LOC6551455|XP_015010877.1|DERE
OG0008599	LOC110183538|XP_020807497.1|DSER	LOC6551488|XP_001978472.2|DERE
OG0008600	LOC110190081|XP_020816049.1|DSER	LOC6553495|XP_001979335.2|DERE
OG0008601	LOC110181188|XP_020804524.1|DSER	LOC6542435|XP_001970120.1|DERE
