Orthogroup	DSER.longest_only	DFIC.longest_only
OG0011006	LOC110176858|XP_020798992.1|DSER	LOC108101859|XP_017061867.1|DFIC
OG0011007	LOC110189374|XP_020815081.1|DSER	LOC108099988|XP_017059174.1|DFIC
OG0011009	LOC110188337|XP_020813707.1|DSER	LOC108099425|XP_017058442.1|DFIC
OG0011010	LOC110191218|XP_020817644.1|DSER	LOC108102241|XP_017062469.1|DFIC
OG0011011	LOC110187986|XP_020813166.1|DSER	LOC108091927|XP_017046801.1|DFIC
OG0011012	LOC110188638|XP_020814073.1|DSER	LOC108101037|XP_017060694.1|DFIC
OG0011015	LOC110188504|XP_020813896.1|DSER	LOC108098886|XP_017057561.1|DFIC
OG0011016	LOC110191397|XP_020817914.1|DSER	LOC108095476|XP_017052079.1|DFIC
OG0011017	LOC110188756|XP_020814257.1|DSER	LOC108098767|XP_017057388.1|DFIC
OG0011018	LOC110185991|XP_020810681.1|DSER	LOC108091580|XP_017046345.1|DFIC
OG0011019	LOC110185972|XP_020810657.1|DSER	LOC108091611|XP_017046381.1|DFIC
OG0011020	LOC110188537|XP_020813943.1|DSER, LOC110188570|XP_020813990.1|DSER	LOC108098290|XP_017056589.1|DFIC
OG0011021	LOC110177230|XP_020799508.1|DSER	LOC108099505|XP_017058557.1|DFIC
OG0011022	LOC110186315|XP_020811097.1|DSER	LOC108087935|XP_017041012.1|DFIC
OG0011023	LOC110190911|XP_020817230.1|DSER	LOC108099379|XP_017058361.1|DFIC
OG0011024	LOC110181917|XP_020805512.1|DSER, LOC110186365|XP_020811173.1|DSER	LOC108097692|XP_017055652.1|DFIC
OG0011025	LOC110186795|XP_020811732.1|DSER	LOC108091893|XP_017046766.1|DFIC
OG0011027	LOC110186758|XP_020811679.1|DSER	LOC108086546|XP_017038973.1|DFIC
OG0011028	LOC110179779|XP_020803055.1|DSER	LOC108090274|XP_017044373.1|DFIC
OG0011029	LOC110181387|XP_020804781.1|DSER, LOC110181378|XP_020804770.1|DSER	LOC108086644|XP_017039111.1|DFIC
OG0011030	LOC110178254|XP_020800967.1|DSER	LOC108087619|XP_017040550.1|DFIC
OG0011031	LOC110176981|XP_020799152.1|DSER	LOC108096868|XP_017054283.1|DFIC
OG0011033	LOC110191556|XP_020818090.1|DSER	LOC108090827|XP_017045176.1|DFIC
OG0011034	LOC110178381|XP_020801177.1|DSER	LOC108086614|XP_017039078.1|DFIC
OG0011035	LOC110183021|XP_020806868.1|DSER	LOC108088224|XP_017041423.1|DFIC
OG0011036	LOC110176967|XP_020799133.1|DSER	LOC108096043|XP_017052879.1|DFIC
OG0011037	LOC110185782|XP_020810444.1|DSER	LOC108095190|XP_017051674.1|DFIC
OG0011038	LOC110183152|XP_020807001.1|DSER	LOC108094838|XP_017051129.1|DFIC, LOC108100086|XP_017059318.1|DFIC, LOC108100087|XP_017059319.1|DFIC
OG0011039	LOC110183189|XP_020807046.1|DSER	LOC108100044|XP_017059264.1|DFIC
OG0011040	LOC110180478|XP_020803820.1|DSER, LOC110184016|XP_020808041.1|DSER	LOC108098694|XP_017057291.1|DFIC
OG0011041	LOC110187475|XP_020812521.1|DSER	LOC108095096|XP_017051520.1|DFIC
OG0011042	LOC110185952|XP_020810630.1|DSER	LOC108100957|XP_017060598.1|DFIC
OG0011043	LOC110185575|XP_020810161.1|DSER	LOC108094540|XP_017050633.1|DFIC
OG0011044	LOC110177597|XP_020800050.1|DSER	LOC108096312|XP_017053297.1|DFIC, LOC108099342|XP_017058310.1|DFIC
OG0011045	LOC110179759|XP_020803035.1|DSER	LOC108097212|XP_017054849.1|DFIC
OG0011046	LOC110179690|XP_020802962.1|DSER, LOC110176086|XP_020797988.1|DSER	LOC108098996|XP_017057717.1|DFIC
OG0011047	LOC110187135|XP_020812208.1|DSER	LOC108094718|XP_017050947.1|DFIC
OG0011048	LOC110184170|XP_020808238.1|DSER	LOC108088667|XP_017042087.1|DFIC
OG0011049	LOC110180104|XP_020803393.1|DSER	LOC108097658|XP_017055581.1|DFIC
OG0011050	LOC110181816|XP_020805367.1|DSER	LOC108097163|XP_017054784.1|DFIC
OG0011051	LOC110187729|XP_020812846.1|DSER	LOC108089478|XP_017043242.1|DFIC
OG0011052	LOC110181236|XP_020804599.1|DSER, LOC110180400|XP_020803714.1|DSER	LOC108100180|XP_017059438.1|DFIC
OG0011053	LOC110183552|XP_020807511.1|DSER	LOC108089308|XP_017042974.1|DFIC
OG0011054	LOC110178722|XP_020801586.1|DSER	LOC108093028|XP_017048421.1|DFIC
OG0011055	LOC110190336|XP_020816392.1|DSER	LOC108088766|XP_017042205.1|DFIC
OG0011056	LOC110181182|XP_020804519.1|DSER	LOC108098221|XP_017056491.1|DFIC
OG0011057	LOC110177816|XP_020800364.1|DSER	LOC108090640|XP_017044907.1|DFIC
OG0011058	LOC110183037|XP_020806883.1|DSER	LOC108091183|XP_017045783.1|DFIC, LOC108091107|XP_017045656.1|DFIC, LOC108098724|XP_017057331.1|DFIC
OG0011059	LOC110189755|XP_020815625.1|DSER	LOC108094274|XP_017050234.1|DFIC
OG0011061	LOC110176552|XP_020798601.1|DSER	LOC108088386|XP_017041623.1|DFIC
OG0011062	LOC110190315|XP_020816362.1|DSER	LOC108088760|XP_017042198.1|DFIC
OG0011063	LOC110185730|XP_020810374.1|DSER	LOC108098341|XP_017056672.1|DFIC
OG0011077	LOC110191525|XP_020818053.1|DSER	LOC108090946|XP_017045370.1|DFIC
OG0011078	LOC110183578|XP_020807549.1|DSER	LOC108089403|XP_017043081.1|DFIC
OG0011079	LOC110186456|XP_020811303.1|DSER	LOC108087210|XP_017039966.1|DFIC
OG0011080	LOC110188076|XP_020813286.1|DSER	LOC108087123|XP_017039807.1|DFIC
OG0011086	LOC110179589|XP_020802848.1|DSER	LOC108101702|XP_017061629.1|DFIC
OG0011087	LOC110180347|XP_020803668.1|DSER	LOC108102125|XP_017062275.1|DFIC
OG0011089	LOC110185482|XP_020810015.1|DSER	LOC108098398|XP_017056764.1|DFIC
OG0011090	LOC110180264|XP_020803578.1|DSER	LOC108093601|XP_017049216.1|DFIC
OG0011091	LOC110184596|XP_020808846.1|DSER	LOC108088673|XP_017042096.1|DFIC
OG0011092	LOC110180562|XP_020803917.1|DSER, LOC110180561|XP_020803914.1|DSER, LOC110180422|XP_020803752.1|DSER	LOC108095333|XP_017051902.1|DFIC
OG0011093	LOC110180459|XP_020803794.1|DSER	LOC108091103|XP_017045614.1|DFIC
OG0011094	LOC110179494|XP_020802727.1|DSER	LOC108101701|XP_017061628.1|DFIC
OG0011096	LOC110178927|XP_020801876.1|DSER	LOC108099738|XP_017058850.1|DFIC
OG0011098	LOC110182795|XP_020806587.1|DSER	LOC108099073|XP_017057851.1|DFIC
OG0011102	LOC110190144|XP_020816132.1|DSER	LOC108100194|XP_017059457.1|DFIC
OG0011103	LOC110185325|XP_020809755.1|DSER	LOC108086907|XP_017039469.1|DFIC
OG0011106	LOC110191191|XP_020817622.1|DSER	LOC108094045|XP_017049967.1|DFIC
OG0011110	LOC110177126|XP_020799353.1|DSER	LOC108090106|XP_017044109.1|DFIC
OG0011111	LOC110191908|XP_020818553.1|DSER	LOC108097822|XP_017055833.1|DFIC
OG0011113	LOC110186685|XP_020811612.1|DSER	LOC108086797|XP_017039327.1|DFIC
OG0011114	LOC110187928|XP_020813098.1|DSER	LOC108098506|XP_017056922.1|DFIC
OG0011115	LOC110188007|XP_020813189.1|DSER	LOC108099243|XP_017058104.1|DFIC
OG0011116	LOC110184943|XP_020809253.1|DSER	LOC108102271|XP_017062511.1|DFIC
OG0011117	LOC110185440|XP_020809926.1|DSER	LOC108087094|XP_017039764.1|DFIC
OG0011118	LOC110185983|XP_020810669.1|DSER	LOC108091595|XP_017046359.1|DFIC
OG0011119	LOC110188256|XP_020813601.1|DSER	LOC108101032|XP_017060689.1|DFIC
OG0011121	LOC110176655|XP_020798748.1|DSER	LOC108087922|XP_017040996.1|DFIC
OG0011122	LOC110187824|XP_020812960.1|DSER	LOC108098777|XP_017057400.1|DFIC
OG0011123	LOC110191893|XP_020818537.1|DSER	LOC108097019|XP_017054526.1|DFIC
OG0011124	LOC110177213|XP_020799491.1|DSER	LOC108093290|XP_017048755.1|DFIC
OG0011125	LOC110191834|XP_020818458.1|DSER	LOC108096509|XP_017053610.1|DFIC
OG0011126	LOC110187984|XP_020813164.1|DSER	LOC108092184|XP_017047199.1|DFIC
OG0011127	LOC110178252|XP_020800962.1|DSER	LOC108087618|XP_017040549.1|DFIC
OG0011128	LOC110180072|XP_020803355.1|DSER	LOC108093690|XP_017049358.1|DFIC
OG0011129	LOC110179630|XP_020802904.1|DSER	LOC108101593|XP_017061494.1|DFIC
OG0011130	LOC110177806|XP_020800354.1|DSER, LOC110177710|XP_020800209.1|DSER	LOC108101924|XP_017061992.1|DFIC
OG0011131	LOC110178760|XP_020801658.1|DSER	LOC108086383|XP_017038773.1|DFIC
OG0011132	LOC110183123|XP_020806973.1|DSER	LOC108098427|XP_017056807.1|DFIC
OG0011133	LOC110179925|XP_020803181.1|DSER, LOC110183996|XP_020808012.1|DSER	LOC108089030|XP_017042654.1|DFIC
OG0011134	LOC110178440|XP_020801232.1|DSER, LOC110182290|XP_020805968.1|DSER	LOC108092418|XP_017047475.1|DFIC
OG0011135	LOC110183099|XP_020806950.1|DSER	LOC108094175|XP_017050124.1|DFIC
OG0011136	LOC110183093|XP_020806945.1|DSER	LOC108094116|XP_017050027.1|DFIC
OG0011137	LOC110185586|XP_020810177.1|DSER	LOC108086348|XP_017038738.1|DFIC, LOC108093637|XP_017049287.1|DFIC
OG0011138	LOC110185873|XP_020810544.1|DSER	LOC108101358|XP_017061156.1|DFIC
OG0011139	LOC110185827|XP_020810493.1|DSER	LOC108101362|XP_017061162.1|DFIC
OG0011140	LOC110184653|XP_020808912.1|DSER	LOC108091208|XP_017045787.1|DFIC
OG0011145	LOC110187197|XP_020812256.1|DSER, LOC110182171|XP_020805831.1|DSER, LOC110187199|XP_020812258.1|DSER	LOC108092351|XP_017047374.1|DFIC
OG0011146	LOC110187219|XP_020812279.1|DSER, LOC110182169|XP_020805829.1|DSER, LOC110187198|XP_020812257.1|DSER	LOC108092300|XP_017047324.1|DFIC
OG0011148	LOC110180653|XP_020804006.1|DSER	LOC108097886|XP_017055913.1|DFIC
OG0011149	LOC110181884|XP_020805472.1|DSER	LOC108095629|XP_017052285.1|DFIC
OG0011151	LOC110177567|XP_020799998.1|DSER	LOC108100321|XP_017059617.1|DFIC
OG0011152	LOC110177489|XP_020799900.1|DSER	LOC108095405|XP_017051978.1|DFIC
OG0011154	LOC110184698|XP_020808969.1|DSER	LOC108093139|XP_017048573.1|DFIC
OG0011155	LOC110183774|XP_020807790.1|DSER	LOC108086898|XP_017039496.1|DFIC, LOC108097861|XP_017055887.1|DFIC
OG0011156	LOC110177871|XP_020800486.1|DSER	LOC108101144|XP_017060855.1|DFIC, LOC108101625|XP_017061529.1|DFIC
OG0011157	LOC110186084|XP_020810781.1|DSER	LOC108092640|XP_017047767.1|DFIC
OG0011158	LOC110186041|XP_020810739.1|DSER	LOC108092634|XP_017047761.1|DFIC
OG0011159	LOC110185064|XP_020809399.1|DSER	LOC108092755|XP_017047975.1|DFIC, LOC108101168|XP_017060889.1|DFIC
OG0011160	LOC110183460|XP_020807399.1|DSER	LOC108100029|XP_017059234.1|DFIC
OG0011162	LOC110183113|XP_020806961.1|DSER	LOC108088108|XP_017041248.1|DFIC
OG0011163	LOC110189577|XP_020815369.1|DSER	LOC108095079|XP_017051495.1|DFIC
OG0011165	LOC110190728|XP_020817009.1|DSER	LOC108089576|XP_017043421.1|DFIC
OG0011170	LOC110189497|XP_020815261.1|DSER	LOC108096515|XP_017053633.1|DFIC
OG0011172	LOC110181010|XP_020804344.1|DSER	LOC108088971|XP_017042496.1|DFIC
OG0011174	LOC110178692|XP_020801554.1|DSER	LOC108101660|XP_017061567.1|DFIC
OG0011185	LOC110187735|XP_020812850.1|DSER	LOC108098660|XP_017057225.1|DFIC
OG0011187	LOC110181574|XP_020805025.1|DSER	LOC108098146|XP_017056361.1|DFIC
OG0011189	LOC110180131|XP_020803434.1|DSER	LOC108097415|XP_017055169.1|DFIC
OG0011190	LOC110177862|XP_020800466.1|DSER	LOC108087703|XP_017040708.1|DFIC
OG0011193	LOC110191405|XP_020817922.1|DSER	LOC108091696|XP_017046518.1|DFIC
OG0011196	LOC110184549|XP_020808782.1|DSER	LOC108097970|XP_017056074.1|DFIC
OG0011197	LOC110182219|XP_020805904.1|DSER	LOC108097396|XP_017055141.1|DFIC
OG0011199	LOC110181785|XP_020805324.1|DSER	LOC108097371|XP_017055106.1|DFIC
OG0011200	LOC110185701|XP_020810329.1|DSER	LOC108088172|XP_017041338.1|DFIC
OG0011201	LOC110185670|XP_020810290.1|DSER	LOC108101658|XP_017061566.1|DFIC
OG0011202	LOC110182285|XP_020805962.1|DSER	LOC108092573|XP_017047704.1|DFIC
OG0011204	LOC110176921|XP_020799073.1|DSER	LOC108096047|XP_017052881.1|DFIC
OG0011206	LOC110182807|XP_020806604.1|DSER	LOC108098978|XP_017057683.1|DFIC
OG0011207	LOC110190094|XP_020816059.1|DSER	LOC108096178|XP_017053050.1|DFIC
OG0011209	LOC110179996|XP_020803245.1|DSER	LOC108096456|XP_017053552.1|DFIC
OG0011211	LOC110176232|XP_020798177.1|DSER	LOC108087435|XP_017040276.1|DFIC
OG0011212	LOC110189006|XP_020814619.1|DSER	LOC108090488|XP_017044688.1|DFIC
OG0011213	LOC110188929|XP_020814513.1|DSER	LOC108090772|XP_017045103.1|DFIC
OG0011214	LOC110180426|XP_020803759.1|DSER	LOC108093861|XP_017049690.1|DFIC
OG0011215	LOC110189571|XP_020815361.1|DSER	LOC108090271|XP_017044371.1|DFIC
OG0011217	LOC110185427|XP_020809900.1|DSER	LOC108095019|XP_017051374.1|DFIC
OG0011218	LOC110188034|XP_020813230.1|DSER	LOC108090226|XP_017044311.1|DFIC
OG0011219	LOC110177107|XP_020799311.1|DSER	LOC108090154|XP_017044200.1|DFIC
OG0011222	LOC110176477|XP_020798497.1|DSER	LOC108098677|XP_017057262.1|DFIC
OG0011223	LOC110187969|XP_020813148.1|DSER	LOC108087124|XP_017039809.1|DFIC
OG0011224	LOC110188745|XP_020814246.1|DSER	LOC108101039|XP_017060698.1|DFIC
OG0011225	LOC110177271|XP_020799583.1|DSER	LOC108090152|XP_017044198.1|DFIC
OG0011226	LOC110191345|XP_020817851.1|DSER	LOC108087278|XP_017040076.1|DFIC
OG0011227	LOC110190979|XP_020817346.1|DSER	LOC108091619|XP_017046404.1|DFIC
OG0011228	LOC110187978|XP_020813157.1|DSER	LOC108099309|XP_017058191.1|DFIC
OG0011229	LOC110187804|XP_020812938.1|DSER	LOC108087344|XP_017040173.1|DFIC
OG0011230	LOC110177419|XP_020799796.1|DSER	LOC108092157|XP_017047166.1|DFIC
OG0011231	LOC110191259|XP_020817709.1|DSER	LOC108087139|XP_017039834.1|DFIC
OG0011232	LOC110191286|XP_020817752.1|DSER	LOC108091964|XP_017046861.1|DFIC
OG0011233	LOC110184991|XP_020809305.1|DSER	LOC108091620|XP_017046405.1|DFIC
OG0011234	LOC110186776|XP_020811706.1|DSER	LOC108091894|XP_017046768.1|DFIC
OG0011236	LOC110184081|XP_020808125.1|DSER	LOC108095132|XP_017051560.1|DFIC
OG0011237	LOC110178235|XP_020800945.1|DSER	LOC108096716|XP_017054040.1|DFIC
OG0011239	LOC110190801|XP_020817144.1|DSER, LOC110187178|XP_020812238.1|DSER	LOC108086657|XP_017039130.1|DFIC
OG0011240	LOC110191691|XP_020818266.1|DSER	LOC108090663|XP_017044934.1|DFIC
OG0011241	LOC110191693|XP_020818267.1|DSER	LOC108090885|XP_017045276.1|DFIC
OG0011242	LOC110177820|XP_020800369.1|DSER	LOC108090636|XP_017044902.1|DFIC
OG0011243	LOC110180061|XP_020803342.1|DSER	LOC108093976|XP_017049872.1|DFIC
OG0011244	LOC110189000|XP_020814611.1|DSER	LOC108096567|XP_017053751.1|DFIC
OG0011245	LOC110182990|XP_020806841.1|DSER	LOC108095147|XP_017051572.1|DFIC
OG0011246	LOC110182537|XP_020806248.1|DSER	LOC108096545|XP_017053721.1|DFIC
OG0011247	LOC110191528|XP_020818056.1|DSER	LOC108086387|XP_017038778.1|DFIC
OG0011248	LOC110191529|XP_020818058.1|DSER	LOC108086388|XP_017038779.1|DFIC
OG0011249	LOC110191531|XP_020818061.1|DSER	LOC108086396|XP_017038787.1|DFIC
OG0011250	LOC110183018|XP_020806865.1|DSER	LOC108090101|XP_017044087.1|DFIC
OG0011251	LOC110185612|XP_020810218.1|DSER	LOC108093410|XP_017048936.1|DFIC
OG0011253	LOC110184003|XP_020808020.1|DSER	LOC108102100|XP_017062243.1|DFIC
OG0011254	LOC110183783|XP_020807798.1|DSER	LOC108101160|XP_017060872.1|DFIC
OG0011255	LOC110184414|XP_020808607.1|DSER	LOC108097968|XP_017056073.1|DFIC
OG0011256	LOC110176113|XP_020798008.1|DSER	LOC108091049|XP_017045488.1|DFIC, LOC108091030|XP_017045471.1|DFIC
OG0011257	LOC110176577|XP_020798648.1|DSER	LOC108086514|XP_017038931.1|DFIC
OG0011258	LOC110182547|XP_020806253.1|DSER	LOC108096996|XP_017054473.1|DFIC
OG0011259	LOC110182546|XP_020806252.1|DSER	LOC108096995|XP_017054471.1|DFIC
OG0011260	LOC110175935|XP_020797774.1|DSER	LOC108098056|XP_017056230.1|DFIC
OG0011262	LOC110179099|XP_020802145.1|DSER	LOC108094714|XP_017050945.1|DFIC
OG0011264	LOC110187134|XP_020812207.1|DSER	LOC108094653|XP_017050851.1|DFIC
OG0011265	LOC110190614|XP_020816869.1|DSER	LOC108087549|XP_017040459.1|DFIC
OG0011266	LOC110181247|XP_020804610.1|DSER	LOC108100198|XP_017059461.1|DFIC
OG0011267	LOC110179015|XP_020802016.1|DSER	LOC108100414|XP_017059792.1|DFIC
OG0011268	LOC110188862|XP_020814429.1|DSER, LOC110188865|XP_020814434.1|DSER	LOC108099122|XP_017057945.1|DFIC
OG0011269	LOC110190742|XP_020817024.1|DSER	LOC108089303|XP_017042968.1|DFIC
OG0011270	LOC110190741|XP_020817022.1|DSER	LOC108089301|XP_017042967.1|DFIC
OG0011271	LOC110179695|XP_020802965.1|DSER	LOC108100679|XP_017060182.1|DFIC
OG0011272	LOC110179987|XP_020803236.1|DSER	LOC108099701|XP_017058812.1|DFIC, LOC108096157|XP_017053027.1|DFIC
OG0011273	LOC110184680|XP_020808952.1|DSER	LOC108089720|XP_017043576.1|DFIC
OG0011274	LOC110176291|XP_020798271.1|DSER	LOC108087521|XP_017040414.1|DFIC
OG0011275	LOC110190378|XP_020816467.1|DSER	LOC108088274|XP_017041482.1|DFIC
OG0011276	LOC110177470|XP_020799870.1|DSER	LOC108089530|XP_017043354.1|DFIC
OG0011277	LOC110190271|XP_020816303.1|DSER	LOC108095927|XP_017052787.1|DFIC, LOC108092630|XP_017047756.1|DFIC
OG0011278	LOC110181168|XP_020804500.1|DSER	LOC108098204|XP_017056433.1|DFIC
OG0011279	LOC110183289|XP_020807179.1|DSER	LOC108089133|XP_017042738.1|DFIC
OG0011280	LOC110183928|XP_020807951.1|DSER	LOC108092272|XP_017047295.1|DFIC
OG0011281	LOC110189638|XP_020815442.1|DSER	LOC108096592|XP_017053780.1|DFIC
OG0011282	LOC110181887|XP_020805475.1|DSER	LOC108091294|XP_017045906.1|DFIC
OG0011283	LOC110184105|XP_020808154.1|DSER, LOC110182046|XP_020805658.1|DSER	LOC108095101|XP_017051528.1|DFIC
OG0011284	LOC110182739|XP_020806500.1|DSER, LOC110180609|XP_020803952.1|DSER	LOC108087603|XP_017040531.1|DFIC
OG0011313	LOC110186082|XP_020810778.1|DSER	LOC108101738|XP_017061686.1|DFIC
OG0011314	LOC110176746|XP_020798849.1|DSER	LOC108086958|XP_017039559.1|DFIC
OG0011318	LOC110183507|XP_020807451.1|DSER	LOC108095511|XP_017052110.1|DFIC
OG0011320	LOC110181921|XP_020805515.1|DSER	LOC108091292|XP_017045904.1|DFIC
OG0011321	LOC110179091|XP_020802136.1|DSER, LOC110184544|XP_020808777.1|DSER, LOC110177171|XP_020799416.1|DSER	LOC108090082|XP_017044074.1|DFIC
OG0011322	LOC110176076|XP_020797957.1|DSER	LOC108097910|XP_017055935.1|DFIC
OG0011323	LOC110190808|XP_020817116.1|DSER	LOC108092883|XP_017048213.1|DFIC
OG0011324	LOC110191248|XP_020817687.1|DSER	LOC108088599|XP_017041955.1|DFIC
OG0011327	LOC110183216|XP_020807090.1|DSER	LOC108101235|XP_017060974.1|DFIC
OG0011328	LOC110185118|XP_020809469.1|DSER	LOC108092674|XP_017047846.1|DFIC, LOC108101178|XP_017060902.1|DFIC
OG0011329	LOC110185990|XP_020810676.1|DSER	LOC108093383|XP_017048889.1|DFIC
OG0011331	LOC110182712|XP_020806470.1|DSER	LOC108100822|XP_017060379.1|DFIC
OG0011333	LOC110179036|XP_020802049.1|DSER	LOC108100238|XP_017059504.1|DFIC
OG0011334	LOC110176133|XP_020798027.1|DSER	LOC108087500|XP_017040385.1|DFIC
OG0011335	LOC110191249|XP_020817688.1|DSER	LOC108095457|XP_017052062.1|DFIC
OG0011336	LOC110189701|XP_020815535.1|DSER	LOC108094232|XP_017050180.1|DFIC
OG0011339	LOC110188206|XP_020813493.1|DSER	LOC108098510|XP_017056951.1|DFIC
OG0011340	LOC110191804|XP_020818414.1|DSER	LOC108087892|XP_017040958.1|DFIC
OG0011342	LOC110189602|XP_020815398.1|DSER	LOC108099570|XP_017058659.1|DFIC
OG0011343	LOC110190857|XP_020817166.1|DSER	LOC108099298|XP_017058182.1|DFIC
OG0011344	LOC110187902|XP_020813060.1|DSER	LOC108099286|XP_017058167.1|DFIC
OG0011345	LOC110186897|XP_020811875.1|DSER, LOC110186296|XP_020811070.1|DSER, LOC110186900|XP_020811877.1|DSER	LOC108095987|XP_017052821.1|DFIC
OG0011346	LOC110191239|XP_020817676.1|DSER	LOC108091697|XP_017046519.1|DFIC
OG0011347	LOC110186985|XP_020811999.1|DSER	LOC108102062|XP_017062181.1|DFIC
OG0011348	LOC110186549|XP_020811412.1|DSER	LOC108099588|XP_017058683.1|DFIC
OG0011349	LOC110191848|XP_020818483.1|DSER	LOC108097838|XP_017055858.1|DFIC
OG0011351	LOC110188061|XP_020813270.1|DSER	LOC108091854|XP_017046723.1|DFIC
OG0011352	LOC110176584|XP_020798658.1|DSER	LOC108091721|XP_017046553.1|DFIC
OG0011353	LOC110188558|XP_020813976.1|DSER	LOC108099263|XP_017058127.1|DFIC
OG0011354	LOC110186291|XP_020811064.1|DSER	LOC108086786|XP_017039315.1|DFIC
OG0011355	LOC110184083|XP_020808128.1|DSER	LOC108095121|XP_017051550.1|DFIC
OG0011357	LOC110191037|XP_020817421.1|DSER	LOC108086691|XP_017039175.1|DFIC
OG0011359	LOC110181679|XP_020805180.1|DSER	LOC108093687|XP_017049356.1|DFIC
OG0011360	LOC110181196|XP_020804538.1|DSER	LOC108093798|XP_017049570.1|DFIC
OG0011361	LOC110185573|XP_020810158.1|DSER	LOC108093621|XP_017049247.1|DFIC
OG0011363	LOC110181638|XP_020805108.1|DSER	LOC108096964|XP_017054430.1|DFIC
OG0011364	LOC110189616|XP_020815413.1|DSER	LOC108096617|XP_017053851.1|DFIC
OG0011366	LOC110178371|XP_020801167.1|DSER	LOC108086619|XP_017039084.1|DFIC
OG0011367	LOC110191598|XP_020818143.1|DSER	LOC108090339|XP_017044444.1|DFIC
OG0011368	LOC110189529|XP_020815318.1|DSER	LOC108094335|XP_017050373.1|DFIC
OG0011369	LOC110185646|XP_020810263.1|DSER	LOC108088155|XP_017041308.1|DFIC
OG0011370	LOC110182251|XP_020805929.1|DSER	LOC108094170|XP_017050115.1|DFIC
OG0011371	LOC110183845|XP_020807855.1|DSER	LOC108100990|XP_017060643.1|DFIC
OG0011372	LOC110185875|XP_020810546.1|DSER	LOC108101732|XP_017061673.1|DFIC
OG0011373	LOC110185829|XP_020810494.1|DSER	LOC108101363|XP_017061163.1|DFIC
OG0011374	LOC110184408|XP_020808598.1|DSER	LOC108088588|XP_017041927.1|DFIC
OG0011375	LOC110176099|XP_020797997.1|DSER	LOC108088600|XP_017041957.1|DFIC
OG0011376	LOC110179760|XP_020803036.1|DSER	LOC108097211|XP_017054848.1|DFIC
OG0011378	LOC110179395|XP_020802579.1|DSER	LOC108097466|XP_017055227.1|DFIC
OG0011379	LOC110181668|XP_020805151.1|DSER	LOC108088641|XP_017042047.1|DFIC
OG0011380	LOC110184599|XP_020808849.1|DSER	LOC108095263|XP_017051777.1|DFIC
OG0011381	LOC110178504|XP_020801313.1|DSER	LOC108095284|XP_017051815.1|DFIC
OG0011382	LOC110185513|XP_020810067.1|DSER	LOC108094605|XP_017050746.1|DFIC
OG0011383	LOC110178027|XP_020800702.1|DSER	LOC108095363|XP_017051933.1|DFIC
OG0011385	LOC110182373|XP_020806072.1|DSER	LOC108094530|XP_017050621.1|DFIC
OG0011387	LOC110181726|XP_020805243.1|DSER	LOC108095496|XP_017052092.1|DFIC
OG0011388	LOC110190090|XP_020816055.1|DSER	LOC108096153|XP_017053024.1|DFIC
OG0011389	LOC110185146|XP_020809507.1|DSER	LOC108096446|XP_017053539.1|DFIC
OG0011390	LOC110176279|XP_020798254.1|DSER	LOC108087481|XP_017040348.1|DFIC
OG0011391	LOC110185291|XP_020809699.1|DSER	LOC108086953|XP_017039555.1|DFIC
OG0011392	LOC110190461|XP_020816621.1|DSER	LOC108089338|XP_017043008.1|DFIC
OG0011393	LOC110190966|XP_020817316.1|DSER	LOC108086880|XP_017039430.1|DFIC
OG0011394	LOC110177571|XP_020800006.1|DSER	LOC108089391|XP_017043063.1|DFIC
OG0011395	LOC110185191|XP_020809573.1|DSER	LOC108099855|XP_017058990.1|DFIC
OG0011396	LOC110183688|XP_020807687.1|DSER	LOC108100363|XP_017059692.1|DFIC
OG0011397	LOC110177496|XP_020799908.1|DSER	LOC108089282|XP_017042950.1|DFIC
OG0011398	LOC110176290|XP_020798270.1|DSER	LOC108087519|XP_017040411.1|DFIC
OG0011400	LOC110189924|XP_020815860.1|DSER	LOC108100510|XP_017059951.1|DFIC
OG0011401	LOC110178918|XP_020801859.1|DSER	LOC108100722|XP_017060244.1|DFIC
OG0011403	LOC110185081|XP_020809420.1|DSER	LOC108092726|XP_017047944.1|DFIC
OG0011404	LOC110185111|XP_020809464.1|DSER	LOC108094395|XP_017050452.1|DFIC
OG0011405	LOC110185065|XP_020809400.1|DSER	LOC108094401|XP_017050458.1|DFIC
OG0011406	LOC110185052|XP_020809378.1|DSER	LOC108094399|XP_017050456.1|DFIC
OG0011408	LOC110187279|XP_020812326.1|DSER	LOC108089975|XP_017043965.1|DFIC
OG0011409	LOC110187525|XP_020812579.1|DSER	LOC108091429|XP_017046109.1|DFIC
OG0011410	LOC110183801|XP_020807813.1|DSER	LOC108092345|XP_017047371.1|DFIC
OG0011411	LOC110183143|XP_020806993.1|DSER	LOC108099997|XP_017059187.1|DFIC
OG0011412	LOC110185889|XP_020810560.1|DSER	LOC108088102|XP_017041244.1|DFIC
OG0011413	LOC110181112|XP_020804442.1|DSER	LOC108087674|XP_017040659.1|DFIC
OG0011414	LOC110180123|XP_020803427.1|DSER	LOC108094067|XP_017049997.1|DFIC
OG0011415	LOC110189990|XP_020815947.1|DSER, LOC110189991|XP_020815948.1|DSER	LOC108088807|XP_017042266.1|DFIC
OG0011416	LOC110187467|XP_020812513.1|DSER	LOC108095065|XP_017051476.1|DFIC
OG0011445	LOC110180155|XP_020803467.1|DSER	LOC108097069|XP_017054596.1|DFIC
