Orthogroup	DSER.longest_only	CQUI.longest_only
OG0006882	LOC110189217|XP_020814848.1|DSER	LOC6032453|XP_001843049.1|CQUI
OG0006883	LOC110185070|XP_020809409.1|DSER	LOC119766786|XP_038108497.1|CQUI, LOC6032491|XP_038108496.1|CQUI
OG0006884	LOC110185559|XP_020810137.1|DSER	LOC6038604|XP_038111434.1|CQUI
OG0006885	LOC110183287|XP_020807176.1|DSER	LOC6038598|XP_038106822.1|CQUI
OG0006886	LOC110190938|XP_020817264.1|DSER	LOC6032071|XP_001842737.2|CQUI
OG0006887	LOC110187119|XP_020812188.1|DSER	LOC6034113|XP_038108628.1|CQUI
OG0006888	LOC110183362|XP_020807283.1|DSER	LOC6034116|XP_001844484.1|CQUI
OG0006889	LOC110185072|XP_020809411.1|DSER	LOC6034115|XP_001844483.1|CQUI
OG0006890	LOC110179157|XP_020802203.1|DSER	LOC6034125|XP_038110469.1|CQUI
OG0006892	LOC110176892|XP_020799036.1|DSER	LOC6034129|XP_038110760.1|CQUI
OG0006893	LOC110178137|XP_020800823.1|DSER	LOC6034130|XP_038106685.1|CQUI
OG0006894	LOC110178136|XP_020800822.1|DSER	LOC6034131|XP_038113511.1|CQUI
OG0006895	LOC110182073|XP_020805716.1|DSER	LOC6037885|XP_038108826.1|CQUI
OG0006896	LOC110186044|XP_020810742.1|DSER	LOC6037886|XP_038109922.1|CQUI
OG0006897	LOC110177093|XP_020799280.1|DSER	LOC6037893|XP_038112379.1|CQUI
OG0006898	LOC110187504|XP_020812556.1|DSER	LOC6036689|XP_001846695.1|CQUI
OG0006899	LOC110182253|XP_020805931.1|DSER	LOC6046041|XP_001863299.2|CQUI
OG0006900	LOC110187144|XP_020812217.1|DSER	LOC6034160|XP_001844516.1|CQUI
OG0006901	LOC110187588|XP_020812633.1|DSER	LOC6043211|XP_001857580.1|CQUI
OG0006902	LOC110179752|XP_020803027.1|DSER	LOC6032925|XP_001843445.1|CQUI
OG0006903	LOC110186318|XP_020811113.1|DSER	LOC6032938|XP_001843458.2|CQUI
OG0006904	LOC110185947|XP_020810622.1|DSER	LOC6032965|XP_038114363.1|CQUI
OG0006905	LOC110184827|XP_020809131.1|DSER	LOC6045160|XP_038106430.1|CQUI
OG0006906	LOC110176854|XP_020798984.1|DSER	LOC6045155|XP_038112307.1|CQUI
OG0006907	LOC110187451|XP_020812499.1|DSER	LOC6041618|XP_038107142.1|CQUI
OG0006908	LOC110185833|XP_020810499.1|DSER	LOC6041629|XP_001850859.2|CQUI
OG0006909	LOC110183311|XP_020807215.1|DSER	LOC6041630|XP_001850860.2|CQUI
OG0006910	LOC110183850|XP_020807859.1|DSER	LOC6041631|XP_001850861.1|CQUI
OG0006911	LOC110184201|XP_020808305.1|DSER	LOC6050508|XP_038110868.1|CQUI
OG0006912	LOC110185867|XP_020810536.1|DSER	LOC6031318|XP_038111414.1|CQUI
OG0006913	LOC110182692|XP_020806444.1|DSER	LOC6031321|XP_038111422.1|CQUI
OG0006914	LOC110179816|XP_020803081.1|DSER	LOC6031322|XP_001842137.2|CQUI
OG0006915	LOC110183750|XP_020807765.1|DSER	LOC6051866|XP_001842141.2|CQUI
OG0006916	LOC110185123|XP_020809473.1|DSER	LOC6031333|XP_038109253.1|CQUI
OG0006917	LOC110185859|XP_020810527.1|DSER	LOC6031339|XP_038110075.1|CQUI
OG0006918	LOC110185767|XP_020810428.1|DSER	LOC6031341|XP_001842154.1|CQUI
OG0006919	LOC110176801|XP_020798895.1|DSER	LOC6032405|XP_038112655.1|CQUI
OG0006920	LOC110183154|XP_020807002.1|DSER	LOC6041505|XP_038111324.1|CQUI
OG0006921	LOC110182603|XP_020806320.1|DSER	LOC6037080|XP_001847031.2|CQUI
OG0006922	LOC110185058|XP_020809393.1|DSER	LOC6053632|XP_038111298.1|CQUI
OG0006923	LOC110178135|XP_020800821.1|DSER	LOC6053636|XP_001869685.2|CQUI
OG0006924	LOC110182820|XP_020806615.1|DSER	LOC6043310|XP_001870925.1|CQUI
OG0006925	LOC110186648|XP_020811568.1|DSER	LOC6043312|XP_001870927.1|CQUI
OG0006926	LOC110184975|XP_020809284.1|DSER	LOC6036356|XP_038109987.1|CQUI
OG0006927	LOC110184958|XP_020809265.1|DSER	LOC6036353|XP_038112666.1|CQUI
OG0006928	LOC110184988|XP_020809299.1|DSER	LOC6031385|XP_038111938.1|CQUI
OG0006929	LOC110178101|XP_020800770.1|DSER	LOC6037374|XP_038107872.1|CQUI
OG0006930	LOC110179168|XP_020802226.1|DSER	LOC6037378|XP_038112499.1|CQUI
OG0006931	LOC110184994|XP_020809304.1|DSER	LOC6041499|XP_001850750.1|CQUI
OG0006932	LOC110183277|XP_020807167.1|DSER	LOC6041489|XP_001850740.1|CQUI
OG0006933	LOC110183379|XP_020807301.1|DSER	LOC6041485|XP_001850737.1|CQUI
OG0006934	LOC110187617|XP_020812665.1|DSER	LOC6051265|XP_038108272.1|CQUI
OG0006935	LOC110185591|XP_020810185.1|DSER	LOC6049915|XP_001866599.1|CQUI
OG0006936	LOC110181457|XP_020804863.1|DSER, LOC110181461|XP_020804867.1|DSER, LOC110179851|XP_020803114.1|DSER	LOC6044608|XP_038107243.1|CQUI
OG0006937	LOC110183298|XP_020807194.1|DSER	LOC6044591|XP_001862082.1|CQUI
OG0006938	LOC110183199|XP_020807069.1|DSER	LOC6044593|XP_001862084.1|CQUI
OG0006939	LOC110187041|XP_020812065.1|DSER	LOC6044595|XP_038108152.1|CQUI
OG0006940	LOC110182680|XP_020806426.1|DSER	LOC6050050|XP_038110124.1|CQUI
OG0006941	LOC110183155|XP_020807003.1|DSER	LOC6031856|XP_038114214.1|CQUI
OG0006942	LOC110189259|XP_020814929.1|DSER	LOC6037121|XP_038107650.1|CQUI
OG0006943	LOC110184936|XP_020809240.1|DSER	LOC6031934|XP_038112746.1|CQUI
OG0006944	LOC110181150|XP_020804483.1|DSER	LOC6031938|XP_038107535.1|CQUI
OG0006945	LOC110187510|XP_020812563.1|DSER	LOC6038102|XP_038111511.1|CQUI
OG0006946	LOC110188126|XP_020813372.1|DSER	LOC6050060|XP_001866727.2|CQUI
OG0006947	LOC110185779|XP_020810440.1|DSER	LOC6031959|XP_001842635.2|CQUI
OG0006948	LOC110186112|XP_020810818.1|DSER	LOC6031775|XP_038113613.1|CQUI
OG0006949	LOC110185615|XP_020810222.1|DSER	LOC6031795|XP_001842503.2|CQUI
OG0006950	LOC110185104|XP_020809452.1|DSER	LOC6044462|XP_001861976.2|CQUI
OG0006951	LOC110183833|XP_020807844.1|DSER	LOC119767758|XP_038113115.1|CQUI
OG0006952	LOC110186528|XP_020811385.1|DSER	LOC6041556|XP_038112759.1|CQUI
OG0006953	LOC110189072|XP_020814701.1|DSER	LOC6043294|XP_038109236.1|CQUI
OG0006954	LOC110183932|XP_020807955.1|DSER	LOC6043299|XP_038110803.1|CQUI
OG0006955	LOC110188241|XP_020813562.1|DSER	LOC119767808|XP_038113275.1|CQUI
OG0006956	LOC110187239|XP_020812296.1|DSER	LOC6037096|XP_001847046.2|CQUI
OG0006957	LOC110185794|XP_020810457.1|DSER	LOC6037095|XP_038108761.1|CQUI
OG0006959	LOC110179407|XP_020802591.1|DSER	LOC6037088|XP_001847041.2|CQUI
OG0006960	LOC110183829|XP_020807841.1|DSER	LOC6047194|XP_001864281.2|CQUI
OG0006961	LOC110187204|XP_020812262.1|DSER	LOC6051459|XP_038108557.1|CQUI
OG0006962	LOC110186002|XP_020810688.1|DSER	LOC6040853|XP_038109055.1|CQUI
OG0006963	LOC110187349|XP_020812397.1|DSER	LOC6038074|XP_038113591.1|CQUI
OG0006964	LOC110187358|XP_020812408.1|DSER	LOC6038081|XP_038106826.1|CQUI
OG0006965	LOC110187513|XP_020812566.1|DSER	LOC6050855|XP_001867381.2|CQUI
OG0006966	LOC110182703|XP_020806458.1|DSER	LOC6050854|XP_038111582.1|CQUI
OG0006967	LOC110182919|XP_020806741.1|DSER	LOC6050856|XP_001867382.2|CQUI
OG0006968	LOC110180257|XP_020803572.1|DSER	LOC6050868|XP_038107253.1|CQUI
OG0006969	LOC110178638|XP_020801487.1|DSER	LOC6043905|XP_038109111.1|CQUI
OG0006971	LOC110185649|XP_020810266.1|DSER	LOC6054675|XP_038106115.1|CQUI
OG0006972	LOC110183401|XP_020807336.1|DSER	LOC6031191|XP_001842032.1|CQUI
OG0006973	LOC110178081|XP_020800744.1|DSER, LOC110178191|XP_020800884.1|DSER	LOC6052099|XP_001868427.2|CQUI
OG0006974	LOC110180581|XP_020803931.1|DSER	LOC6031211|XP_038107169.1|CQUI
OG0006975	LOC110182346|XP_020806045.1|DSER	LOC6031246|XP_001842076.2|CQUI
OG0006976	LOC110183122|XP_020806972.1|DSER	LOC6031402|XP_038111178.1|CQUI
OG0006977	LOC110184060|XP_020808096.1|DSER	LOC6031980|XP_038111736.1|CQUI
OG0006978	LOC110187227|XP_020812283.1|DSER	LOC6036364|XP_038108913.1|CQUI
OG0006979	LOC110187567|XP_020812615.1|DSER	LOC6037021|XP_038108422.1|CQUI
OG0006980	LOC110185718|XP_020810355.1|DSER	LOC6037003|XP_001846967.2|CQUI
OG0006981	LOC110185634|XP_020810250.1|DSER	LOC6037000|XP_001846965.2|CQUI
OG0006982	LOC110182733|XP_020806492.1|DSER	LOC6036998|XP_038109525.1|CQUI
OG0006983	LOC110176979|XP_020799146.1|DSER	LOC6036991|XP_038107681.1|CQUI
OG0006984	LOC110181142|XP_020804474.1|DSER	LOC6036638|XP_038113736.1|CQUI
OG0006985	LOC110176915|XP_020799065.1|DSER	LOC6053555|XP_001869617.2|CQUI
OG0006986	LOC110179149|XP_020802197.1|DSER	LOC6053559|XP_038109265.1|CQUI
OG0006987	LOC110189344|XP_020815046.1|DSER	LOC119766524|XP_038107060.1|CQUI
OG0006989	LOC110183925|XP_020807946.1|DSER	LOC6035243|XP_001845469.1|CQUI
OG0006990	LOC110187453|XP_020812501.1|DSER	LOC6035249|XP_038110781.1|CQUI
OG0006991	LOC110186385|XP_020811204.1|DSER	LOC6035253|XP_001845478.2|CQUI
OG0006992	LOC110182339|XP_020806030.1|DSER	LOC6040130|XP_038109033.1|CQUI
OG0006994	LOC110182595|XP_020806309.1|DSER	LOC6044535|XP_038108392.1|CQUI
OG0006995	LOC110185062|XP_020809398.1|DSER	LOC6033190|XP_001843670.2|CQUI
OG0006996	LOC110185057|XP_020809392.1|DSER	LOC6033184|XP_038111623.1|CQUI
OG0006997	LOC110188999|XP_020814609.1|DSER	LOC6043177|XP_001870896.2|CQUI
OG0006998	LOC110191313|XP_020817791.1|DSER	LOC6048403|XP_001865327.2|CQUI
OG0007000	LOC110187593|XP_020812645.1|DSER	LOC6033135|XP_038111147.1|CQUI
OG0007001	LOC110178225|XP_020800932.1|DSER	LOC6042101|XP_001851252.2|CQUI
OG0007002	LOC110181404|XP_020804799.1|DSER	LOC6035288|XP_038111011.1|CQUI
OG0007003	LOC110177890|XP_020800558.1|DSER	LOC6035285|XP_001845506.2|CQUI
OG0007004	LOC110187286|XP_020812334.1|DSER	LOC6031747|XP_038110674.1|CQUI
OG0007005	LOC110187230|XP_020812286.1|DSER	LOC6031749|XP_038114231.1|CQUI
OG0007006	LOC110185887|XP_020810558.1|DSER	LOC6038623|XP_038110198.1|CQUI
OG0007007	LOC110183275|XP_020807166.1|DSER	LOC6038612|XP_038107376.1|CQUI
OG0007009	LOC110183278|XP_020807168.1|DSER	LOC6043227|XP_001857723.2|CQUI
OG0007011	LOC110186934|XP_020811924.1|DSER	LOC6033142|XP_001843632.2|CQUI
OG0007012	LOC110182313|XP_020805998.1|DSER	LOC6033146|XP_038112596.1|CQUI
OG0007013	LOC110183088|XP_020806939.1|DSER	LOC6033271|XP_038111470.1|CQUI
OG0007014	LOC110183082|XP_020806927.1|DSER	LOC6033267|XP_038111815.1|CQUI
OG0007015	LOC110185568|XP_020810152.1|DSER	LOC6033238|XP_038114415.1|CQUI
OG0007016	LOC110186100|XP_020810801.1|DSER	LOC6033230|XP_038110512.1|CQUI
OG0007017	LOC110185987|XP_020810670.1|DSER	LOC6037537|XP_001847437.1|CQUI
OG0007018	LOC110185708|XP_020810338.1|DSER	LOC6042098|XP_001851245.2|CQUI
OG0007020	LOC110185051|XP_020809377.1|DSER	LOC6043009|XP_038110800.1|CQUI
OG0007021	LOC110178161|XP_020800853.1|DSER	LOC6044230|XP_038110163.1|CQUI
OG0007022	LOC110178212|XP_020800912.1|DSER	LOC119767270|XP_038111458.1|CQUI
OG0007023	LOC110183297|XP_020807192.1|DSER	LOC6035270|XP_038108737.1|CQUI
OG0007024	LOC110189841|XP_020815709.1|DSER	LOC6031890|XP_001842586.1|CQUI
OG0007025	LOC110187023|XP_020812046.1|DSER	LOC6031860|XP_001842561.1|CQUI
OG0007026	LOC110187565|XP_020812613.1|DSER	LOC6031866|XP_038114187.1|CQUI
OG0007027	LOC110187247|XP_020812304.1|DSER	LOC6031885|XP_001842582.1|CQUI
OG0007028	LOC110187592|XP_020812636.1|DSER	LOC6031888|XP_001842584.2|CQUI
OG0007029	LOC110184871|XP_020809177.1|DSER	LOC6034900|XP_038107068.1|CQUI
OG0007030	LOC110181819|XP_020805374.1|DSER	LOC6049726|XP_001866437.2|CQUI
OG0007031	LOC110187186|XP_020812244.1|DSER	LOC6036442|XP_038108484.1|CQUI
OG0007032	LOC110177509|XP_020799922.1|DSER	LOC6036454|XP_001846504.2|CQUI
OG0007033	LOC110185628|XP_020810237.1|DSER	LOC6036457|XP_038111019.1|CQUI
OG0007034	LOC110182323|XP_020806013.1|DSER	LOC6036459|XP_001846509.2|CQUI
OG0007035	LOC110181806|XP_020805350.1|DSER	LOC6036460|XP_001846510.2|CQUI
OG0007036	LOC110178579|XP_020801417.1|DSER	LOC6036462|XP_001846512.2|CQUI
OG0007037	LOC110188268|XP_020813616.1|DSER	LOC6036463|XP_001846513.1|CQUI
OG0007038	LOC110176561|XP_020798612.1|DSER	LOC6039097|XP_038113092.1|CQUI
OG0007039	LOC110178281|XP_020801010.1|DSER	LOC6038876|XP_001848575.2|CQUI
OG0007040	LOC110184828|XP_020809132.1|DSER	LOC6038880|XP_001848579.2|CQUI
OG0007041	LOC110185021|XP_020809332.1|DSER	LOC6038890|XP_038108243.1|CQUI
OG0007042	LOC110181446|XP_020804848.1|DSER	LOC6038896|XP_038112982.1|CQUI
OG0007043	LOC110177272|XP_020799584.1|DSER	LOC6038902|XP_038107320.1|CQUI
OG0007044	LOC110182670|XP_020806408.1|DSER	LOC6038012|XP_038113729.1|CQUI
OG0007045	LOC110188280|XP_020813634.1|DSER	LOC6051804|XP_038109256.1|CQUI
OG0007046	LOC110187787|XP_020812918.1|DSER	LOC6037994|XP_038109624.1|CQUI
OG0007047	LOC110187363|XP_020812413.1|DSER	LOC6047239|XP_001864322.2|CQUI
OG0007048	LOC110182268|XP_020805944.1|DSER	LOC6035770|XP_038108828.1|CQUI
OG0007049	LOC110185998|XP_020810685.1|DSER	LOC6038898|XP_001848597.1|CQUI
OG0007050	LOC110182668|XP_020806406.1|DSER	LOC6041773|XP_038113548.1|CQUI
OG0007051	LOC110178210|XP_020800907.1|DSER	LOC6050917|XP_038112235.1|CQUI
OG0007052	LOC110181524|XP_020804961.1|DSER	LOC6035995|XP_001846101.1|CQUI
OG0007053	LOC110188118|XP_020813353.1|DSER	LOC6045768|XP_001863071.2|CQUI
OG0007054	LOC110189265|XP_020814938.1|DSER	LOC6045419|XP_001862797.1|CQUI
OG0007055	LOC110182343|XP_020806046.1|DSER	LOC6034332|XP_038111558.1|CQUI
OG0007056	LOC110182752|XP_020806522.1|DSER	LOC6054623|XP_001870509.2|CQUI
OG0007057	LOC110181583|XP_020805034.1|DSER	LOC6039103|XP_001848770.1|CQUI
OG0007058	LOC110179097|XP_020802141.1|DSER	LOC6039856|XP_038112576.1|CQUI
OG0007059	LOC110176835|XP_020798947.1|DSER	LOC6034824|XP_038111447.1|CQUI
OG0007060	LOC110177058|XP_020799235.1|DSER	LOC6034826|XP_001845097.2|CQUI
OG0007061	LOC110176977|XP_020799143.1|DSER	LOC6034828|XP_038111902.1|CQUI
OG0007062	LOC110178098|XP_020800766.1|DSER	LOC6034879|XP_001845148.2|CQUI
OG0007063	LOC110183853|XP_020807865.1|DSER	LOC6034882|XP_001845150.2|CQUI
OG0007064	LOC110188970|XP_020814576.1|DSER	LOC6035993|XP_038113058.1|CQUI
OG0007065	LOC110178971|XP_020801939.1|DSER	LOC6035991|XP_038112060.1|CQUI
OG0007066	LOC110176144|XP_020798039.1|DSER	LOC6034886|XP_001845154.1|CQUI
OG0007067	LOC110183451|XP_020807389.1|DSER	LOC6034888|XP_038109585.1|CQUI
OG0007068	LOC110183217|XP_020807091.1|DSER	LOC6034891|XP_001845159.1|CQUI
OG0007069	LOC110185137|XP_020809496.1|DSER	LOC6050782|XP_038107247.1|CQUI
OG0007070	LOC110182510|XP_020806220.1|DSER	LOC119766997|XP_038109938.1|CQUI
OG0007071	LOC110184117|XP_020808179.1|DSER	LOC6036124|XP_001846217.2|CQUI
OG0007072	LOC110187905|XP_020813064.1|DSER	LOC6036128|XP_038111387.1|CQUI
OG0007073	LOC110186088|XP_020810784.1|DSER	LOC6041780|XP_001850997.1|CQUI
OG0007074	LOC110180954|XP_020804291.1|DSER	LOC6053698|XP_001869742.2|CQUI
OG0007075	LOC110182245|XP_020805921.1|DSER	LOC6053703|XP_038107404.1|CQUI
OG0007076	LOC110189188|XP_020814814.1|DSER	LOC6052413|XP_001868692.2|CQUI
OG0007077	LOC110183407|XP_020807343.1|DSER	LOC6052443|XP_001868714.1|CQUI
OG0007078	LOC110187241|XP_020812298.1|DSER	LOC6053860|XP_001869875.2|CQUI
OG0007079	LOC110187244|XP_020812300.1|DSER	LOC6053857|XP_038109203.1|CQUI
OG0007080	LOC110183741|XP_020807748.1|DSER	LOC6032150|XP_001842803.1|CQUI
OG0007081	LOC110185053|XP_020809379.1|DSER	LOC6032152|XP_001842805.2|CQUI
OG0007082	LOC110176978|XP_020799145.1|DSER	LOC6048262|XP_001865206.2|CQUI
OG0007083	LOC110187323|XP_020812370.1|DSER	LOC6032157|XP_038111918.1|CQUI
OG0007084	LOC110181546|XP_020804988.1|DSER	LOC6053464|XP_038107339.1|CQUI
OG0007085	LOC110181145|XP_020804477.1|DSER	LOC6046114|XP_038107016.1|CQUI
OG0007086	LOC110181209|XP_020804549.1|DSER	LOC6033608|XP_001844036.2|CQUI
OG0007087	LOC110185199|XP_020809583.1|DSER	LOC6033315|XP_038113355.1|CQUI
OG0007088	LOC110182700|XP_020806455.1|DSER	LOC6033318|XP_038113349.1|CQUI
OG0007089	LOC110178126|XP_020800807.1|DSER	LOC6049721|XP_038110756.1|CQUI
OG0007090	LOC110187332|XP_020812378.1|DSER	LOC6033333|XP_038112141.1|CQUI
OG0007091	LOC110181185|XP_020804522.1|DSER	LOC6033338|XP_001843802.2|CQUI
OG0007092	LOC110187995|XP_020813177.1|DSER	LOC6038003|XP_038107774.1|CQUI
OG0007093	LOC110177888|XP_020800513.1|DSER	LOC6037997|XP_001847844.2|CQUI
OG0007094	LOC110177893|XP_020800520.1|DSER	LOC6037992|XP_001847839.1|CQUI
OG0007095	LOC110181344|XP_020804723.1|DSER	LOC6037989|XP_001847836.1|CQUI
OG0007096	LOC110181352|XP_020804731.1|DSER	LOC6037988|XP_001847835.2|CQUI
OG0007097	LOC110179898|XP_020803153.1|DSER, LOC110187460|XP_020812507.1|DSER	LOC6053312|XP_038107008.1|CQUI
OG0007098	LOC110187454|XP_020812502.1|DSER	LOC119767007|XP_038110083.1|CQUI
OG0007099	LOC110187914|XP_020813077.1|DSER	LOC6036017|XP_001846121.1|CQUI
OG0007100	LOC110185763|XP_020810424.1|DSER	LOC6036021|XP_038108094.1|CQUI
OG0007101	LOC110184895|XP_020809201.1|DSER	LOC6033599|XP_001844027.1|CQUI
OG0007103	LOC110183480|XP_020807419.1|DSER	LOC6033631|XP_001844058.1|CQUI
OG0007104	LOC110183420|XP_020807356.1|DSER	LOC6033635|XP_001844062.1|CQUI
OG0007105	LOC110183273|XP_020807156.1|DSER	LOC6033642|XP_001844069.1|CQUI
OG0007106	LOC110178128|XP_020800809.1|DSER	LOC6033649|XP_038107083.1|CQUI
OG0007107	LOC110182277|XP_020805954.1|DSER	LOC6033655|XP_038114028.1|CQUI
OG0007108	LOC110179164|XP_020802217.1|DSER	LOC6033660|XP_038114043.1|CQUI
OG0007109	LOC110176975|XP_020799140.1|DSER	LOC6051855|XP_001868219.1|CQUI
OG0007110	LOC110187246|XP_020812302.1|DSER	LOC6051853|XP_001868217.2|CQUI
OG0007111	LOC110182671|XP_020806409.1|DSER	LOC6051858|XP_038113175.1|CQUI
OG0007112	LOC110187561|XP_020812608.1|DSER	LOC6033639|XP_001844066.2|CQUI
OG0007113	LOC110190568|XP_020816807.1|DSER	LOC6048333|XP_001865270.1|CQUI
OG0007114	LOC110184950|XP_020809257.1|DSER	LOC6048338|XP_038110740.1|CQUI
OG0007115	LOC110183930|XP_020807953.1|DSER	LOC6048335|XP_001865273.2|CQUI
OG0007116	LOC110176959|XP_020799125.1|DSER	LOC6048345|XP_038111874.1|CQUI
OG0007117	LOC110185863|XP_020810530.1|DSER	LOC6048346|XP_038111875.1|CQUI
OG0007118	LOC110184025|XP_020808049.1|DSER	LOC6048349|XP_038107672.1|CQUI
OG0007119	LOC110184284|XP_020808424.1|DSER	LOC6042665|XP_038119950.1|CQUI
OG0007120	LOC110180616|XP_020803958.1|DSER	LOC6042659|XP_038119020.1|CQUI
OG0007121	LOC110187110|XP_020812179.1|DSER	LOC119770667|XP_038121910.1|CQUI
OG0007122	LOC110180120|XP_020803419.1|DSER	LOC6042652|XP_038117993.1|CQUI
OG0007123	LOC110180175|XP_020803495.1|DSER	LOC6042643|XP_038121382.1|CQUI
OG0007124	LOC110177504|XP_020799915.1|DSER	LOC6046072|XP_038116390.1|CQUI
OG0007125	LOC110190003|XP_020815961.1|DSER	LOC6046068|XP_038119636.1|CQUI
OG0007126	LOC110176127|XP_020798022.1|DSER	LOC6046073|XP_001863325.2|CQUI
OG0007127	LOC110184628|XP_020808885.1|DSER	LOC6046071|XP_001863327.1|CQUI
OG0007128	LOC110190211|XP_020816225.1|DSER	LOC6046076|XP_001863330.2|CQUI
OG0007129	LOC110190004|XP_020815962.1|DSER	LOC6046077|XP_001863331.1|CQUI
OG0007130	LOC110178559|XP_020801389.1|DSER	LOC6046082|XP_038118445.1|CQUI
OG0007131	LOC110179842|XP_020803108.1|DSER	LOC6046089|XP_038119072.1|CQUI
OG0007132	LOC110179812|XP_020803075.1|DSER	LOC6046090|XP_038119768.1|CQUI
OG0007133	LOC110177570|XP_020800005.1|DSER	LOC6052553|XP_001868804.1|CQUI
OG0007134	LOC110190533|XP_020816738.1|DSER	LOC6052554|XP_001868805.1|CQUI
OG0007135	LOC110190522|XP_020816716.1|DSER	LOC6052559|XP_001868807.1|CQUI
OG0007136	LOC110178909|XP_020801847.1|DSER	LOC6046095|XP_038115702.1|CQUI
OG0007137	LOC110179585|XP_020802835.1|DSER	LOC6040515|XP_038119884.1|CQUI
OG0007138	LOC110181675|XP_020805168.1|DSER	LOC6040513|XP_038121915.1|CQUI
OG0007139	LOC110180163|XP_020803478.1|DSER	LOC6040504|XP_038115192.1|CQUI
OG0007140	LOC110180190|XP_020803505.1|DSER	LOC6040501|XP_001849887.2|CQUI
OG0007141	LOC110179592|XP_020802851.1|DSER	LOC6040500|XP_001849886.2|CQUI
OG0007142	LOC110189962|XP_020815910.1|DSER	LOC6045853|XP_001863140.1|CQUI
OG0007143	LOC110189024|XP_020814644.1|DSER	LOC119769748|XP_038119207.1|CQUI
OG0007144	LOC110186334|XP_020811141.1|DSER	LOC6044739|XP_038115928.1|CQUI
OG0007145	LOC110186382|XP_020811198.1|DSER	LOC6044733|XP_038114870.1|CQUI
OG0007146	LOC110186212|XP_020810934.1|DSER	LOC6044732|XP_001862195.1|CQUI
OG0007147	LOC110186709|XP_020811640.1|DSER	LOC6044719|XP_038119573.1|CQUI
OG0007148	LOC110178031|XP_020800707.1|DSER	LOC6047825|XP_038120840.1|CQUI
OG0007149	LOC110191568|XP_020818109.1|DSER	LOC6046244|XP_038121259.1|CQUI
OG0007150	LOC110191184|XP_020817611.1|DSER	LOC6047547|XP_038118969.1|CQUI
OG0007151	LOC110190724|XP_020817005.1|DSER	LOC6047553|XP_038122315.1|CQUI
OG0007152	LOC110191976|XP_020818660.1|DSER	LOC6032199|XP_038119671.1|CQUI
OG0007153	LOC110180144|XP_020803449.1|DSER	LOC6032205|XP_001842846.2|CQUI
OG0007154	LOC110191564|XP_020818104.1|DSER	LOC6032211|XP_038119542.1|CQUI
OG0007155	LOC110177751|XP_020800270.1|DSER	LOC6032212|XP_001842852.1|CQUI
OG0007156	LOC110177174|XP_020799420.1|DSER	LOC6032221|XP_001842860.2|CQUI
OG0007157	LOC110187813|XP_020812950.1|DSER	LOC6032225|XP_038121351.1|CQUI
OG0007158	LOC110182800|XP_020806592.1|DSER	LOC6032226|XP_001842865.2|CQUI
OG0007159	LOC110179441|XP_020802647.1|DSER	LOC6032235|XP_038115704.1|CQUI
OG0007160	LOC110186656|XP_020811580.1|DSER	LOC6042879|XP_001853674.2|CQUI
OG0007161	LOC110180447|XP_020803774.1|DSER	LOC6042223|XP_001851363.2|CQUI
OG0007162	LOC110181478|XP_020804886.1|DSER	LOC6042222|XP_001851362.2|CQUI
OG0007163	LOC110186381|XP_020811193.1|DSER	LOC6042214|XP_001851355.2|CQUI
OG0007164	LOC110186380|XP_020811192.1|DSER	LOC6052365|XP_001868654.2|CQUI
OG0007165	LOC110184224|XP_020808336.1|DSER	LOC6047795|XP_038117702.1|CQUI
OG0007166	LOC110190325|XP_020816380.1|DSER	LOC6034919|XP_038114811.1|CQUI
OG0007167	LOC110187083|XP_020812141.1|DSER	LOC6034918|XP_001845184.2|CQUI
OG0007168	LOC110180142|XP_020803447.1|DSER	LOC6048305|XP_038119474.1|CQUI
OG0007169	LOC110180173|XP_020803492.1|DSER	LOC6048304|XP_001865242.1|CQUI
OG0007170	LOC110187627|XP_020812688.1|DSER	LOC6054029|XP_038122144.1|CQUI
OG0007171	LOC110180575|XP_020803928.1|DSER	LOC6033031|XP_038118506.1|CQUI
OG0007172	LOC110178845|XP_020801764.1|DSER	LOC6033034|XP_038118905.1|CQUI
OG0007173	LOC110178842|XP_020801760.1|DSER	LOC6033036|XP_001843542.2|CQUI
OG0007174	LOC110177342|XP_020799689.1|DSER	LOC6033079|XP_038119183.1|CQUI
OG0007175	LOC110177480|XP_020799884.1|DSER	LOC6033083|XP_038118027.1|CQUI
OG0007176	LOC110186973|XP_020811981.1|DSER	LOC6046343|XP_038121115.1|CQUI
OG0007177	LOC110177215|XP_020799492.1|DSER	LOC6046349|XP_001863566.1|CQUI
OG0007178	LOC110188296|XP_020813657.1|DSER	LOC6046352|XP_001863569.2|CQUI
OG0007179	LOC110191784|XP_020818392.1|DSER	LOC6046354|XP_001863571.2|CQUI
OG0007180	LOC110177195|XP_020799450.1|DSER	LOC6046355|XP_001863572.2|CQUI
OG0007181	LOC110179466|XP_020802690.1|DSER	LOC6052289|XP_001868580.2|CQUI
OG0007182	LOC110188306|XP_020813672.1|DSER	LOC6043573|XP_038116337.1|CQUI
OG0007183	LOC110188742|XP_020814235.1|DSER	LOC6043570|XP_038121534.1|CQUI
OG0007184	LOC110188431|XP_020813816.1|DSER	LOC6043569|XP_038121532.1|CQUI
OG0007185	LOC110185618|XP_020810224.1|DSER	LOC6043561|XP_001859930.1|CQUI
OG0007186	LOC110188032|XP_020813233.1|DSER	LOC6051495|XP_038115684.1|CQUI
